sequence,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFufB3bBTeBy?lB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFCbBehBTeBX?gB0iBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei6IvhFzbBckB2lBx?iBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeZ/IvhFWgBTeBylB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhFOkBzgBxiB0?fBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jex6IvhFygBTeBOkB0?iBfqBlqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFmbB0gBxiBX?jBikBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT6IvhFlbBykB8lBx?iBXjBmpB,v115@4gC8GeA8IeB8BeA8DeH8AeG8Jei7IvhF0fBzgBxiBO?kBXjBFqB,v115@4gC8GeA8IeB8BeA8DeH8AeG8JeT+IvhFRgB0iBlkB3?lBOkBiqB
JIZOLTS,X,O,O,X,O,X,O,O,X,X
JIZOLST,O,O,O,X,O,X,O,O,X,X
JIZOSTL,X,O,X,O,X,O,X,X,X,X
JIZOSLT,X,O,O,O,X,X,X,X,X,X
JIOTLSZ,O,O,X,X,O,X,X,X,X,X
JIOTLZS,O,X,O,X,O,X,X,X,O,X
JIOTSLZ,O,O,X,X,O,X,X,X,X,X
JIOTSZL,X,O,O,X,X,X,X,X,X,X
JIOTZLS,O,O,O,X,O,X,X,X,O,X
JIOTZSL,X,O,O,X,X,X,X,X,X,X
JIOLTSZ,X,O,X,X,O,X,X,X,X,X
JIOLTZS,X,X,O,X,O,X,X,O,O,X
JIOLSTZ,O,O,X,X,O,X,X,X,X,X
JIOLSZT,O,O,X,X,O,X,X,O,X,X
JIOLZTS,X,X,O,X,O,X,X,O,X,X
JIOLZST,X,X,O,X,O,X,X,O,X,X
JIOSTLZ,X,O,X,X,X,O,X,X,X,X
JIOSTZL,X,O,O,X,X,O,X,X,X,X
JIOSLTZ,X,O,X,X,O,X,X,X,X,X
JIOSLZT,X,O,X,X,O,X,X,X,X,X
JIOSZTL,X,O,X,X,X,X,X,X,X,X
JIOSZLT,X,O,O,X,X,X,X,X,X,X
JIOZTLS,X,O,O,X,X,X,X,O,X,X
JIOZTSL,X,O,O,X,X,X,X,X,X,X
JIOZLTS,X,O,O,X,O,X,X,O,X,X
JIOZLST,X,O,O,X,O,X,X,O,X,X
JIOZSTL,X,O,X,X,X,X,X,X,X,X
JIOZSLT,X,O,O,X,X,X,X,X,X,X
JLTISZO,O,O,X,X,X,X,X,X,X,X
JLTISOZ,O,O,X,X,X,X,X,X,X,X
JLTIZSO,O,O,O,X,X,X,X,O,X,X
JLTIZOS,O,O,O,X,X,X,X,O,X,X
JLTIOSZ,O,O,X,X,O,X,X,X,X,X
JLTIOZS,O,X,O,X,O,X,X,O,X,X
JLTSIZO,O,O,X,X,X,X,X,X,X,X
JLTSIOZ,O,O,X,X,X,X,X,X,X,X
JLTSZIO,O,O,X,X,X,X,X,X,X,X
JLTSZOI,O,O,X,X,X,X,X,X,X,X
JLTSOIZ,O,O,X,X,X,X,X,X,X,X
JLTSOZI,O,O,X,X,X,X,X,X,X,X
JLTZISO,O,O,O,X,X,X,X,O,X,X
JLTZIOS,O,O,O,X,X,X,X,O,X,X
JLTZSIO,O,O,O,X,X,X,X,O,X,X
JLTZSOI,O,O,O,X,X,X,X,O,X,X
JLTZOIS,O,O,O,X,X,X,X,O,X,X
JLTZOSI,O,O,O,X,X,X,X,O,X,X
JLTOISZ,O,O,X,X,O,X,X,X,X,X
JLTOIZS,O,X,O,X,O,X,X,O,X,X
JLTOSIZ,O,O,X,X,O,X,X,X,X,X
JLTOSZI,O,O,X,X,X,X,X,X,X,X
JLTOZIS,O,X,O,X,O,X,X,O,X,X
JLTOZSI,O,X,O,X,X,X,X,O,X,X
JLITSZO,X,O,X,X,X,X,X,X,X,X
JLITSOZ,X,O,X,X,X,X,X,X,X,X
JLITZSO,X,O,O,X,X,X,X,O,X,X
JLITZOS,X,O,O,X,X,X,X,O,X,X
JLITOSZ,X,O,X,X,O,X,X,X,X,X
JLITOZS,X,X,O,X,O,X,X,O,X,X
JLISTZO,O,O,X,X,X,X,X,X,X,X
JLISTOZ,O,O,X,X,X,X,X,X,X,X
JLISZTO,O,O,X,X,X,X,X,O,X,X
JLISZOT,O,O,X,X,X,X,X,O,X,X
JLISOTZ,O,O,X,X,X,X,X,X,X,X
JLISOZT,O,O,X,X,X,X,X,O,X,X
JLIZTSO,X,O,X,X,X,X,X,O,X,X
JLIZTOS,X,O,O,X,X,X,O,O,X,X
JLIZSTO,O,O,X,X,X,X,X,O,X,X
JLIZSOT,O,O,O,X,X,X,O,O,X,X
JLIZOTS,X,O,O,X,X,X,O,O,X,X
JLIZOST,O,O,O,X,X,X,O,O,X,X
JLIOTSZ,X,O,X,X,O,X,X,X,X,X
JLIOTZS,X,X,O,X,O,X,X,O,X,X
JLIOSTZ,O,O,X,X,O,X,X,X,X,X
JLIOSZT,O,O,X,X,O,X,X,O,X,X
JLIOZTS,X,X,O,X,O,X,O,O,X,X
JLIOZST,X,X,O,X,O,X,O,O,X,X
JLSTIZO,O,O,X,X,X,O,X,X,X,X
JLSTIOZ,O,O,X,X,X,O,X,X,X,X
JLSTZIO,O,O,X,X,X,O,X,X,X,X
JLSTZOI,O,O,X,X,X,O,X,X,X,X
JLSTOIZ,O,O,X,X,X,O,X,X,X,X
JLSTOZI,O,X,X,X,X,O,X,X,X,X
JLSITZO,O,O,X,X,X,X,X,X,X,X
JLSITOZ,O,O,X,X,X,X,X,X,X,X
JLSIZTO,O,O,X,X,X,X,X,O,X,X
JLSIZOT,O,O,X,X,X,X,X,O,X,X
JLSIOTZ,O,O,X,X,X,X,X,X,X,X
JLSIOZT,O,O,X,X,X,X,X,O,X,X
JLSZTIO,O,O,X,X,X,O,X,O,X,X
JLSZTOI,O,O,X,X,X,O,X,O,X,X
JLSZITO,O,O,X,X,X,X,X,O,X,X
JLSZIOT,O,O,X,X,X,X,X,O,X,X
JLSZOTI,O,O,X,X,X,O,X,O,X,X
JLSZOIT,O,O,X,X,X,X,X,O,X,X
JLSOTIZ,O,O,X,X,X,O,X,X,X,X
JLSOTZI,O,X,X,X,X,O,X,X,X,X
JLSOITZ,O,O,X,X,X,X,X,X,X,X
JLSOIZT,O,O,X,X,X,X,X,O,X,X
JLSOZTI,O,O,X,X,X,X,X,O,X,X
JLSOZIT,O,O,X,X,X,X,X,O,X,X
JLZTISO,O,O,X,X,X,X,X,O,X,X
JLZTIOS,O,O,O,X,X,X,O,O,X,X
JLZTSIO,O,O,X,X,X,X,X,O,X,X
JLZTSOI,O,O,X,X,X,X,X,O,X,X
JLZTOIS,O,O,O,X,X,X,O,O,X,X
JLZTOSI,O,O,X,X,X,X,X,O,X,X
JLZITSO,X,O,X,X,X,X,X,O,X,X
JLZITOS,X,O,O,X,X,X,O,O,X,X
JLZISTO,O,O,X,X,X,X,X,O,X,X
JLZISOT,O,O,O,X,X,X,O,O,X,X
JLZIOTS,X,O,O,X,X,X,O,O,X,X
JLZIOST,O,O,O,X,X,X,O,O,X,X
JLZSTIO,O,O,X,X,X,O,X,O,X,X
JLZSTOI,O,O,X,X,X,O,X,O,X,X
JLZSITO,O,O,X,X,X,X,X,O,X,X
JLZSIOT,O,O,O,X,X,X,O,O,X,X
JLZSOTI,O,O,X,X,X,O,X,O,X,X
JLZSOIT,O,O,O,X,X,X,O,O,X,X
JLZOTIS,O,O,O,X,X,X,O,O,X,X
JLZOTSI,O,O,X,X,X,X,X,O,X,X
JLZOITS,X,O,O,X,X,X,O,O,X,X
JLZOIST,O,O,O,X,X,X,O,O,X,X
JLZOSTI,O,O,X,X,X,O,X,O,X,X
JLZOSIT,O,O,O,X,X,X,O,O,X,X
JLOTISZ,O,O,X,X,O,X,X,X,X,X
JLOTIZS,O,X,O,X,O,X,X,O,X,X
JLOTSIZ,O,O,X,X,X,X,X,X,X,X
JLOTSZI,O,O,X,X,X,X,X,X,X,X
JLOTZIS,O,X,O,X,X,X,X,O,X,X
JLOTZSI,O,X,O,X,X,X,X,O,X,X
JLOITSZ,X,O,X,X,O,X,X,X,X,X
JLOITZS,X,X,O,X,O,X,X,O,X,X
JLOISTZ,O,O,X,X,O,X,X,X,X,X
JLOISZT,O,O,X,X,O,X,X,O,X,X
JLOIZTS,X,X,O,X,O,X,O,O,X,X
JLOIZST,X,X,O,X,O,X,O,O,X,X
JLOSTIZ,O,O,X,X,X,O,X,X,X,X
JLOSTZI,O,X,X,X,X,O,X,X,X,X
JLOSITZ,O,O,X,X,O,X,X,X,X,X
JLOSIZT,O,O,X,X,O,X,X,O,X,X
JLOSZTI,X,X,X,X,X,X,X,O,X,X
JLOSZIT,O,O,X,X,X,X,X,O,X,X
JLOZTIS,X,X,O,X,X,X,O,O,X,X
JLOZTSI,X,X,X,X,X,X,X,O,X,X
JLOZITS,X,X,O,X,O,X,O,O,X,X
JLOZIST,X,X,O,X,O,X,O,O,X,X
JLOZSTI,X,X,X,X,X,X,X,O,X,X
JLOZSIT,X,X,O,X,X,X,O,O,X,X
JSTILZO,X,O,X,O,X,O,X,X,X,X
JSTILOZ,X,O,X,X,X,O,X,X,X,X
JSTIZLO,X,O,O,O,X,O,X,X,X,O
JSTIZOL,X,O,O,O,X,O,X,X,X,O
JSTIOLZ,X,O,X,X,O,O,X,X,X,X
JSTIOZL,X,O,O,X,X,O,X,X,X,X
JSTLIZO,X,O,X,O,X,O,X,X,X,X
JSTLIOZ,X,O,X,X,X,O,X,X,X,X
JSTLZIO,X,O,X,O,X,O,X,X,X,X
JSTLZOI,X,O,X,O,X,O,X,X,X,X
JSTLOIZ,X,O,X,X,X,O,X,X,X,X
JSTLOZI,X,O,X,X,X,O,X,X,X,X
JSTZILO,X,O,O,O,X,O,X,X,X,O
JSTZIOL,X,O,O,O,X,O,X,X,X,O
JSTZLIO,X,O,O,O,X,O,X,X,X,O
JSTZLOI,X,O,O,O,X,O,X,X,X,O
JSTZOIL,X,O,O,O,X,O,X,X,X,O
JSTZOLI,X,O,O,O,X,O,X,X,X,O
JSTOILZ,X,O,X,X,O,O,X,X,X,X
JSTOIZL,X,O,O,X,X,O,X,X,X,X
JSTOLIZ,X,O,X,X,O,O,X,X,X,X
JSTOLZI,X,O,X,X,X,O,X,X,X,X
JSTOZIL,X,O,O,X,X,O,X,X,X,X
JSTOZLI,X,O,O,X,X,O,X,X,X,X
JSITLZO,X,O,X,O,X,O,X,X,X,X
JSITLOZ,X,O,X,X,X,O,X,X,X,X
JSITZLO,X,O,O,O,X,O,X,X,X,X
JSITZOL,X,O,O,O,X,O,X,X,X,X
JSITOLZ,X,O,X,X,O,O,X,X,X,X
JSITOZL,X,O,O,X,X,O,X,X,X,X
JSILTZO,X,O,X,O,X,X,X,X,X,X
JSILTOZ,X,O,X,X,X,X,X,X,X,X
JSILZTO,X,O,X,O,X,X,X,O,X,X
JSILZOT,X,O,X,O,X,X,X,O,X,X
JSILOTZ,X,O,X,X,X,X,X,X,X,X
JSILOZT,X,O,X,O,X,X,X,O,X,X
JSIZTLO,X,O,X,O,X,O,X,O,X,X
JSIZTOL,X,O,X,O,X,O,X,X,X,X
JSIZLTO,X,O,X,O,X,X,X,O,X,X
JSIZLOT,X,O,O,O,X,X,X,O,X,X
JSIZOTL,X,O,X,O,X,O,X,X,X,X
JSIZOLT,X,O,O,O,X,X,X,X,X,X
JSIOTLZ,X,O,X,X,X,O,X,X,X,X
JSIOTZL,X,O,O,X,X,O,X,X,X,X
JSIOLTZ,X,O,X,X,O,X,X,X,X,X
JSIOLZT,X,O,X,O,O,X,X,X,X,X
JSIOZTL,X,O,X,O,X,X,X,X,X,X
JSIOZLT,X,O,O,O,X,X,X,X,X,X
JSLTIZO,X,O,X,O,X,O,X,X,X,X
JSLTIOZ,X,O,X,X,X,O,X,X,X,X
JSLTZIO,X,O,X,O,X,O,X,X,X,X
JSLTZOI,X,O,X,O,X,O,X,X,X,X
JSLTOIZ,X,O,X,X,X,O,X,X,X,X
JSLTOZI,X,X,X,X,X,O,X,X,X,X
JSLITZO,X,O,X,O,X,X,X,X,X,X
JSLITOZ,X,O,X,X,X,X,X,X,X,X
JSLIZTO,X,O,X,O,X,X,X,O,X,X
JSLIZOT,X,O,X,O,X,X,X,O,X,X
JSLIOTZ,X,O,X,X,X,X,X,X,X,X
JSLIOZT,X,O,X,O,X,X,X,O,X,X
JSLZTIO,X,O,X,O,X,O,X,O,X,X
JSLZTOI,X,O,X,O,X,O,X,O,X,X
JSLZITO,X,O,X,O,X,X,X,O,X,X
JSLZIOT,X,O,X,O,X,X,X,O,X,X
JSLZOTI,X,O,X,O,X,O,X,O,X,X
JSLZOIT,X,O,X,O,X,X,X,O,X,X
JSLOTIZ,X,O,X,X,X,O,X,X,X,X
JSLOTZI,X,X,X,X,X,O,X,X,X,X
JSLOITZ,X,O,X,X,X,X,X,X,X,X
JSLOIZT,X,O,X,O,X,X,X,O,X,X
JSLOZTI,X,O,X,O,X,X,X,O,X,X
JSLOZIT,X,O,X,O,X,X,X,O,X,X
JSZTILO,X,O,X,O,X,O,X,O,X,O
JSZTIOL,X,O,X,O,X,O,X,X,X,O
JSZTLIO,X,O,X,O,X,O,X,O,X,O
JSZTLOI,X,O,X,O,X,O,X,O,X,O
JSZTOIL,X,O,X,O,X,O,X,X,X,O
JSZTOLI,X,O,X,O,X,O,X,X,X,O
JSZITLO,X,O,X,O,X,O,X,O,X,X
JSZITOL,X,O,X,O,X,O,X,X,X,X
JSZILTO,X,O,X,O,X,X,X,O,X,X
JSZILOT,X,O,O,O,X,X,X,O,X,X
JSZIOTL,X,O,X,O,X,O,X,X,X,X
JSZIOLT,X,O,O,O,X,X,X,X,X,X
JSZLTIO,X,O,X,O,X,O,X,O,X,X
JSZLTOI,X,O,X,O,X,O,X,O,X,X
JSZLITO,X,O,X,O,X,X,X,O,X,X
JSZLIOT,X,O,O,O,X,X,X,O,X,X
JSZLOTI,X,O,X,O,X,O,X,O,X,X
JSZLOIT,X,O,O,O,X,X,X,O,X,X
JSZOTIL,X,O,X,O,X,O,X,X,X,O
JSZOTLI,X,O,X,O,X,O,X,X,X,O
JSZOITL,X,O,X,O,X,O,X,X,X,X
JSZOILT,X,O,O,O,X,X,X,X,X,X
JSZOLTI,X,O,X,O,X,O,X,X,X,X
JSZOLIT,X,O,O,O,X,X,X,X,X,X
JSOTILZ,X,O,X,X,X,O,X,X,X,X
JSOTIZL,X,O,O,X,X,O,X,X,X,X
JSOTLIZ,X,O,X,X,X,O,X,X,X,X
JSOTLZI,X,O,X,X,X,O,X,X,X,X
JSOTZIL,X,O,O,X,X,O,X,X,X,X
JSOTZLI,X,O,O,X,X,O,X,X,X,X
JSOITLZ,X,O,X,X,X,O,X,X,X,X
JSOITZL,X,O,O,X,X,O,X,X,X,X
JSOILTZ,X,O,X,X,O,X,X,X,X,X
JSOILZT,X,O,X,O,O,X,X,X,X,X
JSOIZTL,X,O,X,O,X,X,X,X,X,X
JSOIZLT,X,O,O,O,X,X,X,X,X,X
JSOLTIZ,X,O,X,X,X,O,X,X,X,X
JSOLTZI,X,X,X,X,X,O,X,X,X,X
JSOLITZ,X,O,X,X,O,X,X,X,X,X
JSOLIZT,X,O,X,O,O,X,X,X,X,X
JSOLZTI,X,O,X,O,X,X,X,X,X,X
JSOLZIT,X,O,X,O,X,X,X,X,X,X
JSOZTIL,X,O,X,O,X,O,X,X,X,X
JSOZTLI,X,O,X,O,X,O,X,X,X,X
JSOZITL,X,O,X,O,X,O,X,X,X,X
JSOZILT,X,O,O,O,X,X,X,X,X,X
JSOZLTI,X,O,X,O,X,O,X,X,X,X
JSOZLIT,X,O,O,O,X,X,X,X,X,X
JZTILSO,O,O,O,X,X,X,O,O,X,X
JZTILOS,O,O,O,X,X,X,O,O,X,X
JZTISLO,O,O,O,X,X,X,O,O,X,X
JZTISOL,O,O,O,X,X,X,X,X,X,X
JZTIOLS,O,O,O,X,O,X,O,O,X,X
JZTIOSL,O,O,O,X,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,O,O,X,X
JZTLIOS,O,O,O,X,X,X,O,O,X,X
JZTLSIO,O,O,O,X,X,X,O,O,X,X
JZTLSOI,O,O,O,X,X,X,O,O,X,X
JZTLOIS,O,O,O,X,X,X,O,O,X,X
JZTLOSI,O,O,O,X,X,X,O,O,X,X
JZTSILO,O,O,O,X,X,O,O,O,X,O
JZTSIOL,O,O,O,X,X,O,X,X,X,O
JZTSLIO,O,O,O,X,X,O,O,O,X,O
JZTSLOI,O,O,O,X,X,O,O,O,X,O
JZTSOIL,O,O,O,X,X,O,X,X,X,O
JZTSOLI,O,O,O,X,X,O,X,X,X,O
JZTOILS,O,O,O,X,O,X,O,O,X,X
JZTOISL,O,O,O,X,X,X,X,X,X,X
JZTOLIS,O,O,O,X,O,X,O,O,X,X
JZTOLSI,O,O,O,X,X,X,O,O,X,X
JZTOSIL,O,O,O,X,X,O,X,X,X,O
JZTOSLI,O,O,O,X,X,O,X,X,X,O
JZITLSO,O,O,O,X,X,X,O,O,X,X
JZITLOS,O,O,O,X,X,X,O,O,X,X
JZITSLO,O,O,O,X,X,X,O,O,X,X
JZITSOL,O,O,O,X,X,X,X,X,X,X
JZITOLS,O,O,O,X,O,X,O,O,X,X
JZITOSL,O,O,O,X,X,X,X,X,X,X
JZILTSO,X,O,O,X,X,X,O,O,X,X
JZILTOS,X,O,O,X,X,X,O,O,X,X
JZILSTO,O,O,X,X,X,X,X,O,X,X
JZILSOT,O,O,O,X,X,X,O,O,X,X
JZILOTS,X,O,O,X,X,X,O,O,X,X
JZILOST,O,O,O,X,X,X,O,O,X,X
JZISTLO,X,O,X,O,X,O,O,O,X,X
JZISTOL,X,O,X,O,X,O,X,X,X,X
JZISLTO,X,O,X,O,X,X,X,O,X,X
JZISLOT,X,O,O,O,X,X,O,O,X,X
JZISOTL,X,O,X,O,X,O,X,X,X,X
JZISOLT,X,O,O,O,X,X,X,X,X,X
JZIOTLS,O,O,O,X,X,X,O,O,X,X
JZIOTSL,O,O,O,X,X,X,X,X,X,X
JZIOLTS,X,O,O,X,O,X,O,O,X,X
JZIOLST,O,O,O,X,O,X,O,O,X,X
JZIOSTL,X,O,X,O,X,O,X,X,X,X
JZIOSLT,X,O,O,O,X,X,X,X,X,X
JZLTISO,O,O,O,X,X,X,O,O,X,X
JZLTIOS,O,O,O,X,X,X,O,O,X,X
JZLTSIO,O,O,O,X,X,X,O,O,X,X
JZLTSOI,O,O,O,X,X,X,O,O,X,X
JZLTOIS,O,O,O,X,X,X,O,O,X,X
JZLTOSI,O,O,O,X,X,X,O,O,X,X
JZLITSO,X,O,O,X,X,X,O,O,X,X
JZLITOS,X,O,O,X,X,X,O,O,X,X
JZLISTO,O,O,X,X,X,X,X,O,X,X
JZLISOT,O,O,O,X,X,X,O,O,X,X
JZLIOTS,X,O,O,X,X,X,O,O,X,X
JZLIOST,O,O,O,X,X,X,O,O,X,X
JZLSTIO,O,O,X,X,X,O,X,O,X,X
JZLSTOI,O,O,X,X,X,O,X,O,X,X
JZLSITO,O,O,X,X,X,X,X,O,X,X
JZLSIOT,O,O,O,X,X,X,O,O,X,X
JZLSOTI,O,O,X,X,X,O,X,O,X,X
JZLSOIT,O,O,O,X,X,X,O,O,X,X
JZLOTIS,O,O,O,X,X,X,O,O,X,X
JZLOTSI,O,O,X,X,X,X,X,O,X,X
JZLOITS,X,O,O,X,X,X,O,O,X,X
JZLOIST,O,O,O,X,X,X,O,O,X,X
JZLOSTI,O,O,X,X,X,O,X,O,X,X
JZLOSIT,O,O,O,X,X,X,O,O,X,X
JZSTILO,X,O,X,O,X,O,O,O,X,O
JZSTIOL,X,O,X,O,X,O,X,X,X,O
JZSTLIO,X,O,X,O,X,O,O,O,X,O
JZSTLOI,X,O,X,O,X,O,O,O,X,O
JZSTOIL,X,O,X,O,X,O,X,X,X,O
JZSTOLI,X,O,X,O,X,O,X,X,X,O
JZSITLO,X,O,X,O,X,O,O,O,X,X
JZSITOL,X,O,X,O,X,O,X,X,X,X
JZSILTO,X,O,X,O,X,X,X,O,X,X
JZSILOT,X,O,O,O,X,X,O,O,X,X
JZSIOTL,X,O,X,O,X,O,X,X,X,X
JZSIOLT,X,O,O,O,X,X,X,X,X,X
JZSLTIO,X,O,X,O,X,O,X,O,X,X
JZSLTOI,X,O,X,O,X,O,X,O,X,X
JZSLITO,X,O,X,O,X,X,X,O,X,X
JZSLIOT,X,O,O,O,X,X,O,O,X,X
JZSLOTI,X,O,X,O,X,O,X,O,X,X
JZSLOIT,X,O,O,O,X,X,O,O,X,X
JZSOTIL,X,O,X,O,X,O,X,X,X,O
JZSOTLI,X,O,X,O,X,O,X,X,X,O
JZSOITL,X,O,X,O,X,O,X,X,X,X
JZSOILT,X,O,O,O,X,X,X,X,X,X
JZSOLTI,X,O,X,O,X,O,X,X,X,X
JZSOLIT,X,O,O,O,X,X,X,X,X,X
JZOTILS,O,O,O,X,X,X,O,O,X,X
JZOTISL,O,O,O,X,X,X,X,X,X,X
JZOTLIS,O,O,O,X,X,X,O,O,X,X
JZOTLSI,O,O,O,X,X,X,O,O,X,X
JZOTSIL,O,O,O,X,X,O,X,X,X,O
JZOTSLI,O,O,O,X,X,O,X,X,X,O
JZOITLS,O,O,O,X,X,X,O,O,X,X
JZOITSL,O,O,O,X,X,X,X,X,X,X
JZOILTS,X,O,O,X,O,X,O,O,X,X
JZOILST,O,O,O,X,O,X,O,O,X,X
JZOISTL,X,O,X,O,X,O,X,X,X,X
JZOISLT,X,O,O,O,X,X,X,X,X,X
JZOLTIS,O,O,O,X,X,X,O,O,X,X
JZOLTSI,O,O,X,X,X,X,X,O,X,X
JZOLITS,X,O,O,X,O,X,O,O,X,X
JZOLIST,O,O,O,X,O,X,O,O,X,X
JZOLSTI,O,O,X,X,X,O,X,O,X,X
JZOLSIT,O,O,O,X,X,X,O,O,X,X
JZOSTIL,X,O,X,O,X,O,X,X,X,O
JZOSTLI,X,O,X,O,X,O,X,X,X,O
JZOSITL,X,O,X,O,X,O,X,X,X,X
JZOSILT,X,O,O,O,X,X,X,X,X,X
JZOSLTI,X,O,X,O,X,O,X,X,X,X
JZOSLIT,X,O,O,O,X,X,X,X,X,X
JOTILSZ,O,O,X,X,O,X,X,X,X,X
JOTILZS,O,X,O,X,O,X,X,X,O,X
JOTISLZ,O,O,X,X,O,X,X,X,X,X
JOTISZL,X,O,O,X,X,X,X,X,X,X
JOTIZLS,O,O,O,X,O,X,X,X,O,X
JOTIZSL,X,O,O,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,O,X,X,X,X,X
JOTLIZS,O,X,O,X,O,X,X,X,O,X
JOTLSIZ,O,O,X,X,O,X,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,X,X,X
JOTLZIS,O,X,O,X,O,X,X,X,O,X
JOTLZSI,O,X,O,X,X,X,X,X,X,X
JOTSILZ,O,O,X,X,O,O,X,X,X,X
JOTSIZL,X,O,O,X,X,O,X,X,X,X
JOTSLIZ,O,O,X,X,O,O,X,X,X,X
JOTSLZI,O,O,X,X,X,O,X,X,X,X
JOTSZIL,X,O,O,X,X,O,X,X,X,X
JOTSZLI,X,O,O,X,X,O,X,X,X,X
JOTZILS,O,O,O,X,O,X,X,X,O,X
JOTZISL,X,O,O,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,O,X,X,X,O,X
JOTZLSI,O,O,O,X,X,X,X,X,X,X
JOTZSIL,X,O,O,X,X,X,X,X,X,X
JOTZSLI,X,O,O,X,X,X,X,X,X,X
JOITLSZ,O,O,X,X,O,X,X,X,X,X
JOITLZS,O,X,O,X,O,X,X,X,O,X
JOITSLZ,O,O,X,X,O,X,X,X,X,X
JOITSZL,X,O,O,X,X,X,X,X,X,X
JOITZLS,O,O,O,X,O,X,X,X,O,X
JOITZSL,X,O,O,X,X,X,X,X,X,X
JOILTSZ,X,O,X,X,O,X,X,X,X,X
JOILTZS,X,X,O,X,O,X,X,O,O,X
JOILSTZ,O,O,X,X,O,X,X,X,X,X
JOILSZT,O,O,X,X,O,X,X,O,X,X
JOILZTS,X,X,O,X,O,X,X,O,X,X
JOILZST,X,X,O,X,O,X,X,O,X,X
JOISTLZ,X,O,X,X,X,O,X,X,X,X
JOISTZL,X,O,O,X,X,O,X,X,X,X
JOISLTZ,X,O,X,X,O,X,X,X,X,X
JOISLZT,X,O,X,X,O,X,X,X,X,X
JOISZTL,X,O,X,X,X,X,X,X,X,X
JOISZLT,X,O,O,X,X,X,X,X,X,X
JOIZTLS,X,O,O,X,X,X,X,O,X,X
JOIZTSL,X,O,O,X,X,X,X,X,X,X
JOIZLTS,X,O,O,X,O,X,X,O,X,X
JOIZLST,X,O,O,X,O,X,X,O,X,X
JOIZSTL,X,O,X,X,X,X,X,X,X,X
JOIZSLT,X,O,O,X,X,X,X,X,X,X
JOLTISZ,O,O,X,X,O,X,X,X,X,X
JOLTIZS,O,X,O,X,O,X,X,O,O,X
JOLTSIZ,O,O,X,X,O,X,X,X,X,X
JOLTSZI,O,O,X,X,X,X,X,X,X,X
JOLTZIS,O,X,O,X,O,X,X,O,O,X
JOLTZSI,O,X,O,X,X,X,X,O,X,X
JOLITSZ,X,O,X,X,O,X,X,X,X,X
JOLITZS,X,X,O,X,O,X,X,O,O,X
JOLISTZ,O,O,X,X,O,X,X,X,X,X
JOLISZT,O,O,X,X,O,X,X,O,X,X
JOLIZTS,X,X,O,X,O,X,X,O,X,X
JOLIZST,X,X,O,X,O,X,X,O,X,X
JOLSTIZ,O,O,X,X,X,O,X,X,X,X
JOLSTZI,O,X,X,X,X,O,X,X,X,X
JOLSITZ,O,O,X,X,O,X,X,X,X,X
JOLSIZT,O,O,X,X,O,X,X,O,X,X
JOLSZTI,X,X,X,X,X,X,X,O,X,X
JOLSZIT,O,O,X,X,X,X,X,O,X,X
JOLZTIS,X,X,O,X,X,X,X,O,X,X
JOLZTSI,X,X,X,X,X,X,X,O,X,X
JOLZITS,X,X,O,X,O,X,X,O,X,X
JOLZIST,X,X,O,X,O,X,X,O,X,X
JOLZSTI,X,X,X,X,X,X,X,O,X,X
JOLZSIT,X,X,O,X,X,X,X,O,X,X
JOSTILZ,X,O,X,X,X,O,X,X,X,X
JOSTIZL,X,O,O,X,X,O,X,X,X,X
JOSTLIZ,X,O,X,X,X,O,X,X,X,X
JOSTLZI,X,O,X,X,X,O,X,X,X,X
JOSTZIL,X,O,O,X,X,O,X,X,X,X
JOSTZLI,X,O,O,X,X,O,X,X,X,X
JOSITLZ,X,O,X,X,X,O,X,X,X,X
JOSITZL,X,O,O,X,X,O,X,X,X,X
JOSILTZ,X,O,X,X,O,X,X,X,X,X
JOSILZT,X,O,X,X,O,X,X,X,X,X
JOSIZTL,X,O,X,X,X,X,X,X,X,X
JOSIZLT,X,O,O,X,X,X,X,X,X,X
JOSLTIZ,X,O,X,X,X,O,X,X,X,X
JOSLTZI,X,X,X,X,X,O,X,X,X,X
JOSLITZ,X,O,X,X,O,X,X,X,X,X
JOSLIZT,X,O,X,X,O,X,X,X,X,X
JOSLZTI,X,O,X,X,X,X,X,X,X,X
JOSLZIT,X,O,X,X,X,X,X,X,X,X
JOSZTIL,X,O,X,X,X,O,X,X,X,X
JOSZTLI,X,O,X,X,X,O,X,X,X,X
JOSZITL,X,O,X,X,X,O,X,X,X,X
JOSZILT,X,O,O,X,X,X,X,X,X,X
JOSZLTI,X,O,X,X,X,O,X,X,X,X
JOSZLIT,X,O,O,X,X,X,X,X,X,X
