sequence,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeT6IvhFxbBXeB?igB0kBFmB2uB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeT6IvhFxbBXeB?OpB8pBFmBiqB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jex7IvhFXeBckB?igBFmBzpBOpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jex7IvhFXeBTfB?igBFmB0kB2uB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeX+IvhFZkBUgB?amBlfBGhBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je+/IvhFKgBXeB?UhBZkBFmBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jez6IvhFXeBamB?FlB0pBZkBGrB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2AJvhFXeBTfB?xlBFmBipB0pB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeX+IvhFTfBxlB?OmBipBcqBlpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jem6IvhFXeBUhB?xkBTkBFmByuB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8JeO/IvhFXeBRgB?lgBcmBaqBTpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jez6IvhFXeBUhB?6pBOqBZkBFrB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2/IvhFXeBUhB?xkBFmBipBzpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Je2/IvhFXeBUhB?xkBaqBFmBTpB,v115@5gB8GeB8BeA8FeD8CeA8AeE8CeG8Jei6IvhFXeBUhB?xkBzkBFmB2uB
ZILSTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
ZILSTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZILSJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZILSJOT,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O
ZILSOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZILSOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZILOTJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZILOTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZILOJTS,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZILOJST,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZILOSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZILOSJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZIJTLSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJTLOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJTSLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
ZIJTSOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZIJTOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIJTOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIJLTSO,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZIJLTOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZIJLSTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
ZIJLSOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
ZIJLOTS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O
ZIJLOST,O,O,X,X,X,X,X,O,X,O,X,O,O,X,O
ZIJSTLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
ZIJSTOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZIJSLTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
ZIJSLOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
ZIJSOTL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZIJSOLT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZIJOTLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIJOTSL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIJOLTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIJOLST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIJOSTL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZIJOSLT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZISTLJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
ZISTLOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
ZISTJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISTJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISTOLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZISTOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZISLTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
ZISLTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZISLJTO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
ZISLJOT,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O
ZISLOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZISLOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZISJTLO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
ZISJTOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZISJLTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
ZISJLOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
ZISJOTL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZISJOLT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
ZISOTLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZISOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZISOLTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZISOLJT,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X
ZISOJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZISOJLT,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZIOTLJS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTLSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZIOTJLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTJSL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOTSLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZIOTSJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOLTJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIOLTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZIOLJTS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZIOLJST,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X
ZIOLSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZIOLSJT,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X
ZIOJTLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIOJTSL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIOJLTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIOJLST,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZIOJSTL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIOJSLT,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZIOSTLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZIOSTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZIOSLTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZIOSLJT,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X
ZIOSJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZIOSJLT,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O
ZLTIJSO,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLTIJOS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTISJO,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
ZLTISOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZLTIOJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTIOSJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTJISO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTJIOS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTJSIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTJSOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTJOIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTJOSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTSIJO,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
ZLTSIOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZLTSJIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTSJOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTSOIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTSOJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLTOIJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTOISJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTOJIS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLTOJSI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLTOSIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTOSJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLITJSO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLITJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLITSJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
ZLITSOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZLITOJS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLITOSJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLIJTSO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLIJTOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJSTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLIJSOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
ZLIJOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLIJOST,X,O,X,X,X,X,X,O,X,O,X,X,O,X,O
ZLISTJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
ZLISTOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZLISJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLISJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
ZLISOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLISOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZLIOTJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLIOTSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLIOJTS,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLIOJST,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZLIOSTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLIOSJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZLJTISO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJTIOS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJTSIO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJTSOI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJTOIS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJTOSI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJITSO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZLJITOS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLJISTO,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZLJISOT,X,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZLJIOTS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O
ZLJIOST,X,O,X,X,X,X,X,X,X,O,X,O,O,X,O
ZLJSTIO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJSTOI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLJSITO,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZLJSIOT,X,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZLJSOTI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLJSOIT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLJOTIS,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLJOTSI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLJOITS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLJOIST,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLJOSTI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLJOSIT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLSTIJO,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X
ZLSTIOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZLSTJIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLSTJOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLSTOIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLSTOJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLSITJO,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
ZLSITOJ,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZLSIJTO,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
ZLSIJOT,X,O,X,X,O,X,X,O,X,O,O,X,O,X,O
ZLSIOTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLSIOJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZLSJTIO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLSJTOI,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLSJITO,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZLSJIOT,X,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZLSJOTI,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLSJOIT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZLSOTIJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLSOTJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLSOITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLSOIJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZLSOJTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSOJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLOTIJS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOTISJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLOTJIS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOTJSI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOTSIJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLOTSJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOITJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLOITSJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLOIJTS,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLOIJST,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZLOISTJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLOISJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZLOJTIS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJTSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJITS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJIST,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLOJSTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOJSIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZLOSTIJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLOSTJI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOSITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZLOSIJT,X,X,X,X,O,O,X,O,O,O,X,X,O,O,X
ZLOSJTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOSJIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZJTILSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTILOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTISLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTISOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTIOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTIOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTLISO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTLIOS,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTLSIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTLSOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTLOIS,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTLOSI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTSILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJTSLIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTSLOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJTSOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSOLI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTOILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOLIS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTOLSI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTOSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSLI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJITLSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJITLOS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJITSLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJITSOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJITOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJITOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJILTSO,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZJILTOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJILSTO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJILSOT,O,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZJILOTS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O
ZJILOST,O,O,X,X,X,X,X,X,X,O,X,O,O,X,O
ZJISTLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJISTOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJISLTO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJISLOT,O,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZJISOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJISOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOTLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJIOTSL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJIOLST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOSTL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJIOSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJLTISO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLTIOS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLTSIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLTSOI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLTOIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLTOSI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLITSO,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZJLITOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJLISTO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJLISOT,O,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZJLIOTS,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O
ZJLIOST,O,O,X,X,X,X,X,X,X,O,X,O,O,X,O
ZJLSTIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLSTOI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJLSITO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJLSIOT,O,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZJLSOTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJLSOIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJLOTIS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJLOTSI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJLOITS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJLOIST,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJLOSTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJLOSIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJSTILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJSTLIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJSTLOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJSTOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTOLI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJSITLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJSILTO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJSILOT,O,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZJSIOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJSIOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJSLTIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJSLTOI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZJSLITO,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
ZJSLIOT,O,O,X,X,O,X,X,X,X,O,X,O,O,X,O
ZJSLOTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJSLOIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJSOTIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOTLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSOITL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJSOILT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJSOLTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJSOLIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOTILS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTLIS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOTSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTSLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOITLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJOITSL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOILTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZJOILST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOISTL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOISLT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOLTIS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOLTSI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOLITS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOLIST,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOLSTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOLSIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOSTIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSTLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSITL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOSILT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
ZJOSLTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZJOSLIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZSTILJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
ZSTILOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSTIJLO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTIJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTIOLJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSTIOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSTLIJO,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
ZSTLIOJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSTLJIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSTLJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSTLOIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSTLOJI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZSTJILO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
