sequence,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBu?qBirB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBuqBF?nB0rBirB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex8IvhFXeBlgBUiBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFxdBlgB3iBO?rB6qBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhF3cBFeB5lBT?iB0mB2wB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxcBXeBFnBC?rBUrBmrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex7IvhFXeB0gBFnBC?rBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8JeT7IvhFxdBlhB3iBq?qB2rB0rB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBmrBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jex9IvhF0gBlhB3iB6?qBOrBzrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Jei7IvhFchBXeB5lBF?nBTrBOsB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je08IvhFXeBlgBxmB6?qBOsBTrB,v115@zgB8HeB8GeD8EeE8DeF8DeC8Je/AJvhFchBxdBFnBG?rBisBzqB
ISJZOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
ISJOTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
ISJOTZL,O,O,X,O,O,X,X,X,O,O,O,X,X
ISJOLTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
ISJOLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
ISJOZTL,O,O,X,O,O,X,X,X,O,O,X,X,X
ISJOZLT,O,O,X,O,O,X,X,X,X,X,X,X,X
ISZTLJO,X,X,X,X,X,X,O,X,O,O,X,O,X
ISZTLOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
ISZTJLO,X,O,O,O,X,X,X,X,O,O,X,O,X
ISZTJOL,X,O,O,O,X,X,X,X,O,O,X,O,X
ISZTOLJ,X,X,X,X,X,X,X,X,O,O,X,O,X
ISZTOJL,O,O,O,X,X,X,X,X,O,O,X,O,X
ISZLTJO,X,X,X,X,X,X,O,X,O,O,X,O,X
ISZLTOJ,X,X,X,X,X,O,O,O,O,O,X,O,X
ISZLJTO,O,X,O,O,X,X,X,O,X,X,X,X,X
ISZLJOT,O,O,X,X,X,X,X,O,X,X,X,X,X
ISZLOTJ,X,X,X,X,X,O,X,O,X,X,X,X,X
ISZLOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
ISZJTLO,X,O,O,O,X,X,X,X,O,O,X,O,X
ISZJTOL,O,O,O,O,X,X,X,X,O,O,X,O,X
ISZJLTO,O,X,O,O,X,X,X,X,O,X,X,X,X
ISZJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X
ISZJOTL,O,O,O,O,X,X,X,X,O,X,X,X,X
ISZJOLT,O,O,X,X,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,X,X,X,X,X,O,O,O,O,X
ISZOTJL,O,O,O,O,X,X,X,X,O,O,O,O,X
ISZOLTJ,X,X,X,X,X,O,X,O,X,O,X,X,X
ISZOLJT,X,X,O,O,X,X,X,O,X,X,X,X,X
ISZOJTL,O,O,O,O,X,X,X,X,X,O,X,X,X
ISZOJLT,O,O,O,O,X,X,X,X,X,X,X,X,X
ISOTLJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
ISOTLZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
ISOTJLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
ISOTJZL,O,O,X,O,O,X,X,X,X,O,O,O,X
ISOTZLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
ISOTZJL,O,O,O,O,X,X,X,X,O,O,O,O,X
ISOLTJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
ISOLTZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
ISOLJTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
ISOLJZT,O,O,X,O,O,X,X,O,X,X,X,X,X
ISOLZTJ,X,X,X,X,O,O,X,O,X,O,O,O,X
ISOLZJT,X,X,O,O,X,X,X,O,X,X,X,X,X
ISOJTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
ISOJTZL,O,O,O,O,O,X,X,X,O,O,O,O,X
ISOJLTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
ISOJLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
ISOJZTL,O,O,O,O,O,X,X,X,O,O,X,O,X
ISOJZLT,O,O,O,O,O,X,X,X,X,X,X,X,X
ISOZTLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
ISOZTJL,O,O,O,O,X,X,X,X,O,O,O,O,X
ISOZLTJ,X,X,X,X,O,O,X,O,X,O,O,O,X
ISOZLJT,X,X,O,O,X,X,X,O,X,X,X,X,X
ISOZJTL,O,O,O,O,X,X,X,X,X,O,X,O,X
ISOZJLT,O,O,O,O,X,X,X,X,X,X,X,X,X
IZTLJSO,X,X,X,X,O,X,O,X,X,X,X,X,X
IZTLJOS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZTLSJO,X,X,X,X,X,X,O,X,X,X,X,O,X
IZTLSOJ,X,X,X,X,X,X,O,X,X,X,X,O,X
IZTLOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZTLOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
IZTJLSO,X,O,O,X,O,X,X,X,X,X,X,X,X
IZTJLOS,X,O,X,X,O,X,X,X,X,X,X,X,X
IZTJSLO,X,O,O,X,O,X,X,X,O,X,X,O,X
IZTJSOL,X,O,O,X,O,X,X,X,O,X,X,O,X
IZTJOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
IZTJOSL,X,O,O,X,O,X,X,X,X,X,X,X,X
IZTSLJO,X,X,X,X,X,X,O,X,O,O,X,O,X
IZTSLOJ,X,X,X,X,X,X,O,X,O,O,X,O,X
IZTSJLO,X,O,O,X,X,X,X,X,O,O,X,O,X
IZTSJOL,X,O,O,X,X,X,X,X,O,O,X,O,X
IZTSOLJ,X,X,X,X,X,X,X,X,O,O,X,O,X
IZTSOJL,X,X,O,X,X,X,X,X,O,O,X,O,X
IZTOLJS,X,X,X,X,O,X,X,X,X,X,X,X,X
IZTOLSJ,X,X,X,X,O,X,X,X,X,X,X,O,X
IZTOJLS,X,X,X,X,O,X,X,X,X,X,X,X,X
IZTOJSL,X,X,X,X,O,X,X,X,X,X,X,O,X
IZTOSLJ,X,X,X,X,O,X,X,X,X,X,X,O,X
IZTOSJL,X,X,X,X,X,X,X,X,X,X,X,O,X
IZLTJSO,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLTJOS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLTSJO,X,X,X,X,X,X,O,X,X,X,X,O,X
IZLTSOJ,X,X,X,X,X,X,O,X,X,X,X,O,X
IZLTOJS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLTOSJ,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLJTSO,X,X,O,X,O,X,O,X,X,X,X,X,X
IZLJTOS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZLJSTO,O,X,O,X,O,X,X,O,O,X,X,X,X
IZLJSOT,O,X,X,X,O,X,X,O,X,X,X,X,X
IZLJOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
IZLJOST,O,X,X,X,O,X,X,O,X,X,X,X,X
IZLSTJO,X,X,X,X,X,X,O,X,O,O,X,O,X
IZLSTOJ,X,X,X,X,X,X,O,O,O,O,X,O,X
IZLSJTO,O,X,O,X,X,X,X,O,X,X,X,X,X
IZLSJOT,O,X,X,X,X,X,X,O,X,X,X,X,X
IZLSOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IZLSOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZLOTJS,X,X,X,X,O,X,O,X,X,X,O,X,X
IZLOTSJ,X,X,X,X,O,X,O,X,X,X,O,X,X
IZLOJTS,X,X,X,X,O,X,X,X,X,X,O,X,X
IZLOJST,X,X,X,X,O,X,X,O,X,X,X,X,X
IZLOSTJ,X,X,X,X,O,X,X,O,X,X,O,X,X
IZLOSJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZJTLSO,X,O,O,X,O,X,X,X,X,X,X,X,X
IZJTLOS,X,O,X,X,O,X,X,X,X,X,X,X,X
IZJTSLO,X,O,O,X,O,X,X,X,O,X,X,O,X
IZJTSOL,X,O,O,X,O,X,X,X,O,X,X,O,X
IZJTOLS,X,O,X,X,O,X,X,X,X,X,X,X,X
IZJTOSL,X,O,O,X,O,X,X,X,X,X,X,X,X
IZJLTSO,X,X,O,X,O,X,O,X,X,X,X,X,X
IZJLTOS,X,X,X,X,O,X,O,X,X,X,X,X,X
IZJLSTO,O,X,O,X,O,X,X,X,O,X,X,X,X
IZJLSOT,O,X,X,X,O,X,X,X,X,X,X,X,X
IZJLOTS,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJLOST,O,X,X,X,O,X,X,X,X,X,X,X,X
IZJSTLO,X,O,O,X,O,X,X,X,O,O,X,O,X
IZJSTOL,O,O,O,X,O,X,X,X,O,O,X,O,X
IZJSLTO,O,X,O,X,O,X,X,X,O,X,X,X,X
IZJSLOT,O,O,X,X,O,X,X,X,X,X,X,X,X
IZJSOTL,O,O,O,X,O,X,X,X,O,X,X,X,X
IZJSOLT,O,O,X,X,O,X,X,X,X,X,X,X,X
IZJOTLS,X,O,X,X,O,X,X,X,X,X,X,X,X
IZJOTSL,X,O,O,X,O,X,X,X,X,X,X,X,X
IZJOLTS,X,X,X,X,O,X,X,X,X,X,X,X,X
IZJOLST,O,X,X,X,O,X,X,X,X,X,X,X,X
IZJOSTL,O,O,O,X,O,X,X,X,O,X,X,X,X
IZJOSLT,O,O,X,X,O,X,X,X,X,X,X,X,X
IZSTLJO,X,X,X,X,X,X,O,X,O,O,X,O,X
IZSTLOJ,X,X,X,X,X,X,O,O,O,O,X,O,X
IZSTJLO,X,O,O,O,X,X,X,X,O,O,X,O,X
IZSTJOL,X,O,O,O,X,X,X,X,O,O,X,O,X
IZSTOLJ,X,X,X,X,X,X,X,X,O,O,X,O,X
IZSTOJL,O,X,O,X,X,X,X,X,O,O,X,O,X
IZSLTJO,X,X,X,X,X,X,O,X,O,O,X,O,X
IZSLTOJ,X,X,X,X,X,X,O,O,O,O,X,O,X
IZSLJTO,O,X,O,O,X,X,X,O,X,X,X,X,X
IZSLJOT,O,O,X,X,X,X,X,O,X,X,X,X,X
IZSLOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
IZSLOJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IZSJTLO,X,O,O,O,X,X,X,X,O,O,X,O,X
IZSJTOL,O,O,O,O,X,X,X,X,O,O,X,O,X
IZSJLTO,O,X,O,O,X,X,X,X,O,X,X,X,X
IZSJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X
IZSJOTL,O,O,O,O,X,X,X,X,O,X,X,X,X
IZSJOLT,O,O,X,X,X,X,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,X,X,X,X,X,O,O,O,O,X
IZSOTJL,O,X,O,O,X,X,X,X,O,O,O,O,X
IZSOLTJ,X,X,X,X,X,X,X,O,X,O,X,X,X
IZSOLJT,X,X,O,O,X,X,X,O,X,X,X,X,X
IZSOJTL,O,O,O,O,X,X,X,X,X,O,X,X,X
IZSOJLT,O,O,O,O,X,X,X,X,X,X,X,X,X
IZOTLJS,X,X,X,X,O,X,X,X,X,X,O,X,X
IZOTLSJ,X,X,X,X,O,X,X,X,X,X,O,X,X
IZOTJLS,X,X,O,X,O,X,X,X,X,X,O,X,X
IZOTJSL,X,X,O,X,O,X,X,X,X,X,O,X,X
IZOTSLJ,X,X,X,X,O,X,X,X,X,O,O,O,X
IZOTSJL,X,X,O,X,X,X,X,X,X,O,O,O,X
IZOLTJS,X,X,X,X,O,X,O,X,X,X,O,X,X
IZOLTSJ,X,X,X,X,O,X,O,X,X,X,O,X,X
IZOLJTS,X,X,O,X,O,X,X,X,X,X,O,X,X
IZOLJST,X,X,O,X,O,X,X,O,X,X,X,X,X
IZOLSTJ,X,X,X,X,O,X,X,O,X,O,O,X,X
IZOLSJT,X,X,O,X,X,X,X,O,X,X,X,X,X
IZOJTLS,X,X,O,X,O,X,X,X,X,X,O,X,X
IZOJTSL,X,X,O,X,O,X,X,X,X,X,O,X,X
IZOJLTS,X,X,O,X,O,X,X,X,X,X,O,X,X
IZOJLST,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOJSTL,O,X,O,X,O,X,X,X,O,O,X,X,X
IZOJSLT,O,X,O,X,O,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
IZOSTJL,O,X,O,O,X,X,X,X,O,O,O,O,X
IZOSLTJ,X,X,X,X,O,X,X,O,X,O,O,X,X
IZOSLJT,X,X,O,O,X,X,X,O,X,X,X,X,X
IZOSJTL,O,X,O,O,X,X,X,X,X,O,X,X,X
IZOSJLT,O,X,O,O,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTLJZS,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTLSJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTLSZJ,X,X,X,X,O,X,X,O,X,X,O,O,X
IOTLZJS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOTLZSJ,X,X,X,X,O,X,X,X,X,X,O,O,X
IOTJLSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
IOTJLZS,X,X,X,X,O,X,X,X,X,X,X,X,X
IOTJSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X
IOTJSZL,O,O,X,X,O,X,X,X,X,X,O,O,X
IOTJZLS,X,O,X,X,O,X,X,X,X,X,O,X,X
IOTJZSL,X,O,X,X,O,X,X,X,X,X,O,O,X
IOTSLJZ,O,O,X,X,O,X,X,O,X,X,X,X,X
IOTSLZJ,X,X,X,X,O,X,X,O,X,O,O,O,X
IOTSJLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOTSJZL,O,O,X,O,O,X,X,X,X,O,O,O,X
IOTSZLJ,X,X,X,X,O,X,X,X,X,O,O,O,X
IOTSZJL,O,O,O,O,X,X,X,X,X,O,O,O,X
IOTZLJS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOTZLSJ,X,X,X,X,O,X,X,X,X,X,O,O,X
IOTZJLS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOTZJSL,X,X,X,X,O,X,X,X,X,X,O,O,X
IOTZSLJ,X,X,X,X,O,X,X,X,X,O,O,O,X
IOTZSJL,X,X,O,X,X,X,X,X,X,O,O,O,X
IOLTJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
IOLTJZS,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLTSJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
IOLTSZJ,X,X,X,X,O,O,X,O,X,X,O,O,X
IOLTZJS,X,X,X,X,O,O,X,X,X,X,O,X,X
IOLTZSJ,X,X,X,X,O,O,X,X,X,X,O,O,X
IOLJTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLJTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLJSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLJSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLJZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOLJZST,O,X,X,X,O,X,X,O,X,X,X,X,X
IOLSTJZ,O,X,X,X,O,O,X,O,X,X,X,X,X
IOLSTZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
IOLSJTZ,O,X,X,O,O,O,X,O,X,X,X,X,X
IOLSJZT,O,X,X,O,O,X,X,O,X,X,X,X,X
IOLSZTJ,X,X,X,X,O,O,X,O,X,O,O,O,X
IOLSZJT,X,X,X,O,X,X,X,O,X,X,X,X,X
IOLZTJS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOLZTSJ,X,X,X,X,O,X,X,X,X,X,O,O,X
IOLZJTS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOLZJST,X,X,X,X,O,X,X,O,X,X,X,X,X
IOLZSTJ,X,X,X,X,O,X,X,O,X,O,O,O,X
IOLZSJT,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJTLSZ,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJTLZS,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJTSLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOJTSZL,O,O,O,O,O,X,X,X,X,X,O,O,X
IOJTZLS,X,O,O,X,O,X,X,X,X,X,O,X,X
IOJTZSL,X,O,O,O,O,X,X,X,X,X,O,O,X
IOJLTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJLTZS,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJLSTZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJLSZT,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJLZTS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOJLZST,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJSTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOJSTZL,O,O,O,O,O,X,X,X,O,O,O,O,X
IOJSLTZ,O,O,X,O,O,X,X,O,X,X,X,X,X
IOJSLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
IOJSZTL,O,O,O,O,O,X,X,X,O,O,X,O,X
IOJSZLT,O,O,O,O,O,X,X,X,X,X,X,X,X
IOJZTLS,X,O,O,X,O,X,X,X,X,X,O,X,X
IOJZTSL,X,O,O,O,O,X,X,X,X,X,O,O,X
IOJZLTS,X,X,O,X,O,X,X,X,X,X,O,X,X
IOJZLST,O,X,O,X,O,X,X,X,X,X,X,X,X
IOJZSTL,O,O,O,O,O,X,X,X,O,O,X,O,X
IOJZSLT,O,O,O,O,O,X,X,X,X,X,X,X,X
IOSTLJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
IOSTLZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
IOSTJLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOSTJZL,O,O,X,O,O,X,X,X,X,O,O,O,X
IOSTZLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
IOSTZJL,O,O,O,O,X,X,X,X,O,O,O,O,X
IOSLTJZ,O,O,X,X,O,O,X,O,X,X,X,X,X
IOSLTZJ,X,X,X,X,O,O,X,O,X,O,O,O,X
IOSLJTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
IOSLJZT,O,O,X,O,O,X,X,O,X,X,X,X,X
IOSLZTJ,X,X,X,X,O,O,X,O,X,O,O,O,X
IOSLZJT,X,X,O,O,X,X,X,O,X,X,X,X,X
IOSJTLZ,O,O,X,O,O,X,X,X,X,X,X,X,X
IOSJTZL,O,O,O,O,O,X,X,X,O,O,O,O,X
IOSJLTZ,O,O,X,O,O,O,X,O,X,X,X,X,X
IOSJLZT,O,O,X,O,O,X,X,O,X,X,X,X,X
IOSJZTL,O,O,O,O,O,X,X,X,O,O,X,O,X
IOSJZLT,O,O,O,O,O,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
IOSZTJL,O,O,O,O,X,X,X,X,O,O,O,O,X
IOSZLTJ,X,X,X,X,O,O,X,O,X,O,O,O,X
IOSZLJT,X,X,O,O,X,X,X,O,X,X,X,X,X
IOSZJTL,O,O,O,O,X,X,X,X,X,O,X,O,X
IOSZJLT,O,O,O,O,X,X,X,X,X,X,X,X,X
IOZTLJS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOZTLSJ,X,X,X,X,O,X,X,X,X,X,O,O,X
IOZTJLS,X,X,O,X,O,X,X,X,X,X,O,X,X
IOZTJSL,X,X,O,X,O,X,X,X,X,X,O,O,X
IOZTSLJ,X,X,X,X,O,X,X,X,X,O,O,O,X
IOZTSJL,X,X,O,X,X,X,X,X,X,O,O,O,X
IOZLTJS,X,X,X,X,O,X,X,X,X,X,O,X,X
IOZLTSJ,X,X,X,X,O,X,X,X,X,X,O,O,X
IOZLJTS,X,X,O,X,O,X,X,X,X,X,O,X,X
IOZLJST,X,X,O,X,O,X,X,O,X,X,X,X,X
IOZLSTJ,X,X,X,X,O,X,X,O,X,O,O,O,X
IOZLSJT,X,X,O,X,X,X,X,O,X,X,X,X,X
IOZJTLS,X,X,O,X,O,X,X,X,X,X,O,X,X
IOZJTSL,X,X,O,X,O,X,X,X,X,X,O,O,X
IOZJLTS,X,X,O,X,O,X,X,X,X,X,O,X,X
IOZJLST,O,X,O,X,O,X,X,X,X,X,X,X,X
IOZJSTL,O,X,O,X,O,X,X,X,O,O,X,O,X
IOZJSLT,O,X,O,X,O,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,O,X,X,X,O,O,O,O,X
IOZSTJL,O,X,O,O,X,X,X,X,O,O,O,O,X
IOZSLTJ,X,X,X,X,O,X,X,O,X,O,O,O,X
IOZSLJT,X,X,O,O,X,X,X,O,X,X,X,X,X
IOZSJTL,O,X,O,O,X,X,X,X,X,O,X,O,X
IOZSJLT,O,X,O,O,X,X,X,X,X,X,X,X,X
LTIJSZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LTIJSOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LTIJZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LTIJOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTISJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LTISJOZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LTISZJO,X,X,X,X,X,O,O,X,X,X,X,O,X
LTISZOJ,X,X,X,X,X,O,O,O,X,X,X,O,X
LTISOJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
LTISOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
LTIZJSO,X,X,X,X,O,O,O,X,X,X,X,X,X
LTIZJOS,X,X,X,X,O,O,O,X,X,X,X,X,X
LTIZSJO,X,X,X,X,X,O,O,X,X,X,X,O,X
LTIZSOJ,X,X,X,X,X,O,O,X,X,X,X,O,X
LTIZOJS,X,X,X,X,O,O,O,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,O,O,O,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LTIOJZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTIOSJZ,X,X,X,X,O,O,X,O,X,X,X,X,X
LTIOSZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
LTIOZJS,X,X,X,X,O,O,X,X,X,X,O,X,X
LTIOZSJ,X,X,X,X,O,O,X,X,X,X,O,O,X
LTJISZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LTJISOZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LTJIZSO,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIZOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJIOSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LTJIOZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJSIZO,O,X,X,O,O,X,X,O,X,X,X,X,X
LTJSIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LTJSZIO,O,O,O,O,O,O,O,O,X,X,X,X,O
LTJSZOI,O,O,O,O,O,O,O,O,X,X,X,X,O
LTJSOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LTJSOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
LTJZISO,X,O,O,X,O,O,O,X,X,X,X,X,X
LTJZIOS,X,O,X,X,O,O,O,X,X,X,X,X,X
LTJZSIO,O,O,O,O,O,O,O,O,X,X,X,X,O
LTJZSOI,O,O,O,O,O,O,O,O,X,X,X,X,O
LTJZOIS,X,O,X,X,O,O,O,X,X,X,X,X,X
LTJZOSI,O,O,X,X,O,O,O,O,X,X,X,X,X
LTJOISZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LTJOIZS,X,X,X,X,O,X,X,X,X,X,X,X,X
LTJOSIZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LTJOSZI,O,O,X,X,O,O,X,O,X,X,X,X,X
LTJOZIS,X,O,X,X,O,O,X,X,X,X,X,X,X
LTJOZSI,O,O,X,X,O,O,X,O,X,X,X,X,X
LTSIJZO,O,X,X,X,O,X,X,O,X,X,X,X,X
LTSIJOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LTSIZJO,X,X,X,X,X,O,O,X,X,X,X,O,X
LTSIZOJ,X,X,X,X,X,O,O,O,X,X,X,O,X
LTSIOJZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LTSIOZJ,X,X,X,X,O,O,X,O,X,X,X,O,X
LTSJIZO,O,X,X,O,O,X,X,O,X,X,X,X,X
LTSJIOZ,O,O,X,X,O,O,X,O,X,X,X,X,X
LTSJZIO,O,O,O,O,O,O,O,O,X,X,X,X,O
LTSJZOI,O,O,O,O,O,O,O,O,X,X,X,X,O
LTSJOIZ,O,O,X,O,O,O,X,O,X,X,X,X,X
LTSJOZI,O,O,X,O,O,O,X,O,X,X,X,X,X
LTSZIJO,X,X,X,X,X,O,O,X,X,X,X,O,X
LTSZIOJ,X,X,X,X,X,O,O,O,X,X,X,O,X
LTSZJIO,X,O,O,X,X,O,O,X,X,X,X,X,X
LTSZJOI,X,O,O,X,X,O,O,X,X,X,X,X,X
LTSZOIJ,X,X,X,X,X,O,O,O,X,X,X,X,X
LTSZOJI,X,X,O,X,X,O,O,O,X,X,X,X,X
LTSOIJZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LTSOIZJ,X,X,X,X,O,O,X,O,X,X,O,O,X
LTSOJIZ,X,O,X,X,O,O,X,O,X,X,X,X,X
LTSOJZI,X,O,X,X,O,O,X,O,X,X,X,X,X
LTSOZIJ,X,X,X,X,O,O,O,O,X,X,O,O,X
LTSOZJI,X,X,O,X,O,O,O,O,X,X,X,X,X
LTZIJSO,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZIJOS,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZISJO,X,X,X,X,X,O,O,X,X,X,X,O,X
LTZISOJ,X,X,X,X,X,O,O,X,X,X,X,O,X
LTZIOJS,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZJISO,X,O,X,X,O,O,O,X,X,X,X,X,X
LTZJIOS,X,O,X,X,O,O,O,X,X,X,X,X,X
LTZJSIO,X,O,X,X,O,O,O,X,X,X,X,X,X
LTZJSOI,X,O,X,X,O,O,O,X,X,X,X,X,X
LTZJOIS,X,O,X,X,O,O,O,X,X,X,X,X,X
LTZJOSI,X,O,X,X,O,O,O,X,X,X,X,X,X
LTZSIJO,X,X,X,X,X,O,O,X,X,X,X,O,X
LTZSIOJ,X,X,X,X,X,O,O,X,X,X,X,O,X
LTZSJIO,X,O,O,X,X,O,O,X,X,X,X,X,X
LTZSJOI,X,O,O,X,X,O,O,X,X,X,X,X,X
LTZSOIJ,X,X,X,X,X,O,O,X,X,X,X,X,X
LTZSOJI,X,X,O,X,X,O,O,X,X,X,X,X,X
LTZOIJS,X,X,X,X,O,O,O,X,X,X,X,X,X
LTZOISJ,X,X,X,X,O,O,O,X,X,X,X,X,X
