sequence,v115@7gB8GeC8HeF8DeG8AeD8Je06IvhF6gBxcB2kBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF0bBxcBzfBSmB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeK/IvhFGbBxcBUgBThB/n?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jex7IvhFXdBifBzgB0fBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBFdBamB5mB3l?BTsB,v115@7gB8GeC8HeF8DeG8AeD8JeO/IvhF8fBzbBCdB/nBxl?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhFxcBykBGhB/nB0g?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeT6IvhF2gBCdB/nBUhBxk?BlrB,v115@7gB8GeC8HeF8DeG8AeD8Jei6IvhFzbB3fBUiBxlBGn?BlrB,v115@7gB8GeC8HeF8DeG8AeD8JeF8IvhFXdBTfB0gBmfBxr?BCsB
IOZTLSJ,X,O,X,X,O,X,X,X,X,O
IOZTJLS,X,O,X,X,O,X,X,X,X,X
IOZTJSL,X,O,X,X,O,O,X,O,X,O
IOZTSLJ,X,O,X,X,O,O,X,O,O,O
IOZTSJL,X,O,X,X,O,O,X,O,X,O
IOZLTJS,X,X,X,X,O,X,X,X,X,O
IOZLTSJ,X,X,X,X,O,X,X,X,X,O
IOZLJTS,X,X,X,X,O,X,X,X,X,O
IOZLJST,X,O,X,O,O,O,X,X,X,O
IOZLSTJ,X,O,X,O,O,O,X,X,O,O
IOZLSJT,X,O,X,O,O,O,X,X,O,O
IOZJTLS,X,O,X,X,O,X,X,X,X,X
IOZJTSL,X,O,X,X,O,O,X,O,X,O
IOZJLTS,X,X,X,X,O,X,X,X,X,O
IOZJLST,X,O,X,O,O,O,X,X,X,O
IOZJSTL,X,O,X,X,O,O,X,X,X,O
IOZJSLT,X,O,X,O,O,O,X,O,O,X
IOZSTLJ,X,X,X,X,O,O,X,O,O,O
IOZSTJL,X,O,X,X,O,O,X,O,X,O
IOZSLTJ,X,O,X,O,O,O,X,X,O,O
IOZSLJT,X,O,X,O,O,O,X,O,O,O
IOZSJTL,X,O,X,X,O,O,X,X,X,O
IOZSJLT,X,O,X,X,O,O,X,O,O,X
LTIJSZO,O,O,X,X,O,X,O,O,X,X
LTIJSOZ,O,O,X,O,X,X,O,O,X,X
LTIJZSO,O,O,X,X,O,X,X,X,X,X
LTIJZOS,O,X,X,X,O,X,X,X,X,X
LTIJOSZ,O,X,X,O,X,X,O,O,X,X
LTIJOZS,O,X,X,O,O,X,X,X,X,X
LTISJZO,O,O,O,X,O,O,O,O,O,X
LTISJOZ,O,O,O,O,X,O,O,O,O,X
LTISZJO,O,O,O,X,O,O,O,O,O,X
LTISZOJ,X,O,O,X,X,O,O,O,O,X
LTISOJZ,O,O,O,O,X,O,O,O,O,X
LTISOZJ,O,O,O,O,X,O,O,O,O,X
LTIZJSO,X,O,O,X,O,O,X,X,X,X
LTIZJOS,X,X,O,X,O,O,X,X,X,X
LTIZSJO,X,O,O,X,O,O,X,X,O,X
LTIZSOJ,X,O,O,X,X,O,X,X,O,X
LTIZOJS,X,O,O,X,O,O,X,X,X,X
LTIZOSJ,X,O,O,X,X,O,X,X,O,X
LTIOJSZ,O,O,X,O,X,X,O,O,X,X
LTIOJZS,O,O,X,O,O,X,X,X,X,X
LTIOSJZ,O,O,O,O,X,O,O,O,O,X
LTIOSZJ,O,O,O,O,X,O,O,O,O,X
LTIOZJS,X,O,O,X,O,O,X,X,X,X
LTIOZSJ,X,O,O,O,X,O,X,X,O,X
LTJISZO,O,O,X,X,O,X,O,X,X,X
LTJISOZ,O,O,X,O,X,X,O,X,X,X
LTJIZSO,O,O,X,X,O,X,X,X,X,X
LTJIZOS,O,X,X,X,O,X,X,X,X,X
LTJIOSZ,O,X,X,O,X,X,O,X,X,X
LTJIOZS,O,X,X,O,O,X,X,X,X,X
LTJSIZO,O,O,O,X,X,X,O,X,X,X
LTJSIOZ,O,O,O,O,X,X,O,X,X,X
LTJSZIO,O,O,O,X,X,O,O,X,X,X
LTJSZOI,O,O,O,O,X,X,O,X,X,X
LTJSOIZ,O,O,O,O,X,X,O,X,X,X
LTJSOZI,O,O,O,O,X,X,O,X,X,X
LTJZISO,O,O,O,X,O,O,X,X,X,X
LTJZIOS,O,X,O,X,O,O,X,X,X,X
LTJZSIO,O,O,O,X,X,O,O,X,X,X
LTJZSOI,O,O,O,O,X,X,O,X,X,X
LTJZOIS,O,O,O,O,O,X,X,X,X,X
LTJZOSI,O,O,O,O,X,X,O,X,X,X
LTJOISZ,O,O,X,O,O,X,O,X,X,X
LTJOIZS,O,O,X,O,O,X,X,X,X,X
LTJOSIZ,O,O,O,O,X,X,O,X,X,X
LTJOSZI,O,O,O,O,X,X,O,X,X,X
LTJOZIS,O,O,O,O,O,X,X,X,X,X
LTJOZSI,O,O,O,O,X,X,O,X,X,X
LTSIJZO,O,O,O,X,X,O,O,O,O,X
LTSIJOZ,O,O,O,O,X,O,O,O,O,X
LTSIZJO,O,O,O,X,X,O,O,O,O,X
LTSIZOJ,X,O,O,X,X,O,O,O,O,X
LTSIOJZ,O,O,O,O,X,O,O,O,O,X
LTSIOZJ,O,O,O,O,X,O,O,O,O,X
LTSJIZO,O,O,O,X,X,O,O,O,O,X
LTSJIOZ,O,O,O,O,X,O,O,O,O,X
LTSJZIO,O,O,O,X,X,O,O,X,X,X
LTSJZOI,O,O,O,O,X,X,O,X,X,X
LTSJOIZ,O,O,O,O,X,X,O,X,X,X
LTSJOZI,O,O,O,O,X,X,O,X,X,X
LTSZIJO,O,O,O,X,X,O,O,O,O,X
LTSZIOJ,X,O,O,X,X,O,O,O,O,X
LTSZJIO,O,O,O,X,X,O,O,X,X,X
LTSZJOI,O,O,O,O,X,X,O,X,X,X
LTSZOIJ,O,O,O,O,X,X,O,X,X,X
LTSZOJI,O,O,O,O,X,X,O,X,X,X
LTSOIJZ,O,O,O,O,X,O,O,O,O,X
LTSOIZJ,O,O,O,O,X,O,O,O,O,X
LTSOJIZ,O,O,O,O,X,X,O,X,X,X
LTSOJZI,O,O,O,O,X,X,O,X,X,X
LTSOZIJ,O,O,O,O,X,X,O,X,X,X
LTSOZJI,O,O,O,O,X,X,O,X,X,X
LTZIJSO,X,O,O,X,O,O,X,X,X,X
LTZIJOS,X,X,O,X,O,O,X,X,X,X
LTZISJO,X,O,O,X,O,O,X,X,O,X
LTZISOJ,X,O,O,X,X,O,X,X,O,X
LTZIOJS,X,O,O,X,O,O,X,X,X,X
LTZIOSJ,X,O,O,X,X,O,X,X,O,X
LTZJISO,O,O,O,X,O,O,X,X,X,X
LTZJIOS,O,X,O,X,O,O,X,X,X,X
LTZJSIO,O,O,O,X,X,O,O,X,X,X
LTZJSOI,O,O,O,O,X,X,O,X,X,X
LTZJOIS,O,O,O,O,O,X,X,X,X,X
LTZJOSI,O,O,O,O,X,X,O,X,X,X
LTZSIJO,O,O,O,X,X,O,O,X,X,X
LTZSIOJ,X,O,O,X,X,O,O,X,X,X
LTZSJIO,O,O,O,X,X,O,O,X,X,X
LTZSJOI,O,O,O,O,X,X,O,X,X,X
LTZSOIJ,O,O,O,O,X,X,O,X,X,X
LTZSOJI,O,O,O,O,X,X,O,X,X,X
LTZOIJS,X,O,O,X,O,X,X,X,X,X
LTZOISJ,X,O,O,O,O,X,X,X,X,X
LTZOJIS,O,O,O,O,O,X,X,X,X,X
LTZOJSI,O,O,O,O,X,X,O,X,X,X
LTZOSIJ,O,O,O,O,X,X,O,X,X,X
LTZOSJI,O,O,O,O,X,X,O,X,X,X
LTOIJSZ,O,O,X,O,O,X,O,X,X,X
LTOIJZS,O,O,X,O,O,X,X,X,X,X
LTOISJZ,O,O,O,O,O,X,O,X,X,X
LTOISZJ,O,O,O,O,O,X,O,X,X,X
LTOIZJS,X,O,O,X,O,X,X,X,X,X
LTOIZSJ,X,O,O,O,O,X,X,X,X,X
LTOJISZ,O,O,X,O,O,X,O,X,X,X
LTOJIZS,O,O,X,O,O,X,X,X,X,X
LTOJSIZ,O,O,O,O,X,X,O,X,X,X
LTOJSZI,O,O,O,O,X,X,O,X,X,X
LTOJZIS,O,O,O,O,O,X,X,X,X,X
LTOJZSI,O,O,O,O,X,X,O,X,X,X
LTOSIJZ,O,O,O,O,X,X,O,X,X,X
LTOSIZJ,O,O,O,O,X,X,O,X,X,X
LTOSJIZ,O,O,O,O,X,X,O,X,X,X
LTOSJZI,O,O,O,O,X,X,O,X,X,X
LTOSZIJ,O,O,O,O,X,X,O,X,X,X
LTOSZJI,O,O,O,O,X,X,O,X,X,X
LTOZIJS,X,O,O,X,O,X,X,X,X,X
LTOZISJ,X,O,O,O,O,X,X,X,X,X
LTOZJIS,O,O,O,O,O,X,X,X,X,X
LTOZJSI,O,O,O,O,X,X,O,X,X,X
LTOZSIJ,O,O,O,O,X,X,O,X,X,X
LTOZSJI,O,O,O,O,X,X,O,X,X,X
LITJSZO,O,X,X,X,O,X,O,O,X,X
LITJSOZ,O,X,X,O,X,X,O,O,X,X
LITJZSO,O,X,X,X,O,X,X,X,X,X
LITJZOS,O,X,X,X,O,X,X,X,X,X
LITJOSZ,O,X,X,O,X,X,O,O,X,X
LITJOZS,O,X,X,O,O,X,X,X,X,X
LITSJZO,O,X,O,X,O,X,O,O,X,X
LITSJOZ,O,X,O,O,X,X,O,O,X,X
LITSZJO,O,X,O,X,O,X,O,O,X,X
LITSZOJ,X,X,O,X,X,X,O,O,X,X
LITSOJZ,O,X,O,O,X,X,O,O,X,X
LITSOZJ,O,X,O,O,X,X,O,O,X,X
LITZJSO,X,X,O,X,O,X,X,X,X,X
LITZJOS,X,X,O,X,O,X,X,X,X,X
LITZSJO,X,X,O,X,O,X,X,X,X,X
LITZSOJ,X,X,O,X,X,X,X,X,X,X
LITZOJS,X,X,O,X,O,X,X,X,X,X
LITZOSJ,X,X,O,X,X,X,X,X,X,X
LITOJSZ,O,X,X,O,X,X,O,O,X,X
LITOJZS,O,X,X,O,O,X,X,X,X,X
LITOSJZ,O,X,O,O,X,X,O,O,X,X
LITOSZJ,O,X,O,O,X,X,O,O,X,X
LITOZJS,X,X,O,X,O,X,X,X,X,X
LITOZSJ,X,X,O,O,X,X,X,X,X,X
LIJTSZO,O,X,X,X,O,X,X,O,X,X
LIJTSOZ,O,X,X,X,X,X,X,O,X,X
LIJTZSO,O,X,X,X,O,X,X,X,X,X
LIJTZOS,O,X,X,X,O,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,O,X,X
LIJTOZS,O,X,X,X,O,X,X,X,X,X
LIJSTZO,O,O,O,X,O,X,X,X,X,X
LIJSTOZ,O,O,O,X,X,X,X,O,X,X
LIJSZTO,O,O,O,X,O,O,X,X,X,X
LIJSZOT,O,O,O,X,X,O,X,O,X,X
LIJSOTZ,X,O,X,O,X,X,X,O,X,X
LIJSOZT,O,O,X,O,X,X,X,O,X,X
LIJZTSO,O,X,O,X,O,X,X,X,X,X
LIJZTOS,O,X,X,X,O,X,X,X,X,X
LIJZSTO,O,O,O,X,O,O,X,X,X,X
LIJZSOT,O,O,O,X,X,O,X,X,X,X
LIJZOTS,X,X,X,X,O,X,X,X,X,X
LIJZOST,O,X,O,X,O,X,X,X,X,X
LIJOTSZ,X,X,X,O,O,X,X,O,X,X
LIJOTZS,X,X,X,X,O,X,X,X,X,X
LIJOSTZ,X,X,X,O,O,X,X,O,X,X
LIJOSZT,X,X,X,O,O,X,X,O,X,X
LIJOZTS,X,X,X,X,O,X,X,X,X,X
LIJOZST,O,O,X,O,O,X,X,X,X,X
LISTJZO,O,O,O,X,O,X,O,O,X,X
LISTJOZ,O,O,O,O,X,X,O,O,X,X
LISTZJO,O,O,O,X,O,O,O,O,X,X
LISTZOJ,X,O,O,X,X,O,O,O,O,O
LISTOJZ,O,O,O,O,X,X,O,O,X,X
LISTOZJ,O,O,O,O,X,O,O,O,O,X
LISJTZO,O,O,O,X,O,X,X,X,X,X
LISJTOZ,O,O,O,X,X,X,X,O,X,X
LISJZTO,O,O,O,X,O,O,X,X,X,X
LISJZOT,O,O,O,X,X,O,X,O,O,X
LISJOTZ,X,O,X,O,X,X,X,O,X,X
LISJOZT,O,O,X,O,X,O,X,O,O,X
LISZTJO,X,O,O,X,O,O,X,X,X,X
LISZTOJ,X,O,O,X,X,O,X,X,O,O
LISZJTO,O,O,O,X,O,O,X,X,X,X
LISZJOT,O,O,O,X,X,O,X,O,O,X
LISZOTJ,X,O,X,X,X,O,X,X,O,O
LISZOJT,X,O,O,X,X,O,X,O,O,X
LISOTJZ,X,O,O,X,X,X,O,O,X,X
LISOTZJ,X,O,O,O,X,O,O,O,O,X
LISOJTZ,X,O,X,O,X,X,X,O,X,X
LISOJZT,O,O,X,O,X,O,X,O,O,X
LISOZTJ,X,O,X,O,X,O,X,X,O,O
LISOZJT,X,O,O,O,X,O,X,O,O,X
LIZTJSO,X,X,O,X,O,X,X,X,X,O
LIZTJOS,X,X,O,X,O,X,X,X,X,O
LIZTSJO,X,X,O,X,O,X,X,X,X,O
LIZTSOJ,X,X,O,X,X,X,X,X,X,O
LIZTOJS,X,X,O,X,O,X,X,X,X,O
LIZTOSJ,X,X,O,X,X,X,X,X,X,O
LIZJTSO,O,X,O,X,O,X,X,X,X,O
LIZJTOS,X,X,O,X,O,X,X,X,X,O
LIZJSTO,O,O,O,X,O,O,X,X,X,O
LIZJSOT,O,O,O,X,X,O,X,X,X,O
LIZJOTS,X,X,X,X,O,X,X,X,X,O
LIZJOST,O,X,O,X,O,O,X,X,X,O
LIZSTJO,X,O,O,X,O,O,X,X,X,O
LIZSTOJ,X,O,O,X,X,O,X,X,O,O
LIZSJTO,X,O,O,X,O,O,X,X,X,O
LIZSJOT,X,O,O,X,X,O,X,X,O,O
LIZSOTJ,X,O,X,X,X,O,X,X,O,O
LIZSOJT,X,O,O,X,X,O,X,X,O,O
LIZOTJS,X,X,X,X,O,X,X,X,X,O
LIZOTSJ,X,X,X,X,O,X,X,X,X,O
LIZOJTS,X,X,X,X,O,X,X,X,X,O
LIZOJST,X,O,O,X,O,O,X,X,X,O
LIZOSTJ,X,O,X,X,O,O,X,X,O,O
LIZOSJT,X,O,X,X,O,O,X,X,O,O
LIOTJSZ,X,X,X,O,O,X,O,O,X,X
LIOTJZS,X,X,X,O,O,X,X,X,X,X
LIOTSJZ,X,X,X,O,O,X,O,O,X,X
LIOTSZJ,X,X,X,O,O,X,O,O,X,X
LIOTZJS,X,X,X,X,O,X,X,X,X,X
LIOTZSJ,X,X,X,O,O,X,X,X,X,X
LIOJTSZ,X,X,X,O,O,X,X,O,X,X
LIOJTZS,X,X,X,X,O,X,X,X,X,X
LIOJSTZ,X,O,X,O,O,X,X,O,X,X
LIOJSZT,X,O,X,O,O,X,X,O,X,X
LIOJZTS,X,X,X,X,O,X,X,X,X,X
LIOJZST,O,O,X,O,O,X,X,X,X,X
LIOSTJZ,X,O,O,X,O,X,O,O,X,X
LIOSTZJ,X,O,O,O,O,O,O,O,O,X
LIOSJTZ,X,O,X,O,O,X,X,O,X,X
LIOSJZT,X,O,X,O,O,O,X,O,O,X
LIOSZTJ,X,O,X,O,O,O,X,X,O,O
LIOSZJT,X,O,O,O,O,O,X,O,O,X
LIOZTJS,X,X,X,X,O,X,X,X,X,O
LIOZTSJ,X,X,X,X,O,X,X,X,X,O
LIOZJTS,X,X,X,X,O,X,X,X,X,O
LIOZJST,X,O,O,O,O,O,X,X,X,O
LIOZSTJ,X,O,X,O,O,O,X,X,O,O
LIOZSJT,X,O,X,O,O,O,X,X,O,O
LJTISZO,O,O,X,X,O,X,O,X,X,X
LJTISOZ,O,O,X,O,X,X,O,X,X,X
LJTIZSO,O,O,X,X,O,X,X,X,X,X
LJTIZOS,O,X,X,X,O,X,X,X,X,X
LJTIOSZ,O,X,X,O,X,X,O,X,X,X
LJTIOZS,O,X,X,O,O,X,X,X,X,X
LJTSIZO,O,O,O,X,X,X,O,X,X,X
LJTSIOZ,O,O,O,O,X,X,O,X,X,X
LJTSZIO,O,O,O,X,X,O,O,X,X,X
LJTSZOI,O,O,O,O,X,X,O,X,X,X
LJTSOIZ,O,O,O,O,X,X,O,X,X,X
LJTSOZI,O,O,O,O,X,X,O,X,X,X
LJTZISO,O,O,O,X,O,O,X,X,X,X
LJTZIOS,O,X,O,X,O,O,X,X,X,X
LJTZSIO,O,O,O,X,X,O,O,X,X,X
LJTZSOI,O,O,O,O,X,X,O,X,X,X
LJTZOIS,O,X,O,O,O,X,X,X,X,X
LJTZOSI,O,O,O,O,X,X,O,X,X,X
LJTOISZ,O,O,X,O,O,X,O,X,X,X
LJTOIZS,O,O,X,O,O,X,X,X,X,X
LJTOSIZ,O,O,O,O,X,X,O,X,X,X
LJTOSZI,O,O,O,O,X,X,O,X,X,X
LJTOZIS,O,O,O,O,O,X,X,X,X,X
LJTOZSI,O,O,O,O,X,X,O,X,X,X
LJITSZO,O,X,X,X,O,X,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,O,X,X,X,X,X
LJITZOS,O,X,X,X,O,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,O,X,X,X,X,X
LJISTZO,O,O,O,X,O,X,X,X,X,X
LJISTOZ,O,O,O,X,X,X,X,X,X,X
LJISZTO,O,O,O,X,O,O,X,X,X,X
LJISZOT,O,O,O,X,X,O,X,X,X,X
LJISOTZ,X,O,X,O,X,X,X,X,X,X
LJISOZT,O,O,X,O,X,X,X,X,X,X
LJIZTSO,O,X,O,X,O,X,X,X,X,X
LJIZTOS,O,X,X,X,O,X,X,X,X,X
LJIZSTO,O,O,O,X,O,O,X,X,X,X
LJIZSOT,O,O,O,X,X,O,X,X,X,X
LJIZOTS,X,X,X,X,O,X,X,X,X,X
LJIZOST,O,X,O,X,O,X,X,X,X,X
LJIOTSZ,X,X,X,O,O,X,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,X,X,X
LJIOSTZ,X,X,X,O,O,X,X,X,X,X
LJIOSZT,X,X,X,O,O,X,X,X,X,X
LJIOZTS,X,X,X,X,O,X,X,X,X,X
LJIOZST,O,O,X,O,O,X,X,X,X,X
LJSTIZO,O,O,O,X,X,X,O,X,X,X
LJSTIOZ,O,O,O,O,X,X,O,X,X,X
LJSTZIO,O,O,O,X,X,O,O,X,X,X
LJSTZOI,O,O,O,O,X,X,O,X,X,X
LJSTOIZ,O,O,O,O,X,X,O,X,X,X
LJSTOZI,O,O,O,O,X,X,O,X,X,X
LJSITZO,O,O,O,X,O,X,X,X,X,X
LJSITOZ,O,O,O,X,X,X,X,O,X,X
LJSIZTO,O,O,O,X,O,O,X,X,X,X
LJSIZOT,O,O,O,X,X,O,X,O,X,X
LJSIOTZ,X,O,X,O,X,X,X,O,X,X
LJSIOZT,O,O,X,O,X,O,X,O,X,X
LJSZTIO,O,O,O,X,X,O,X,X,X,X
LJSZTOI,O,X,O,X,X,X,X,X,X,X
LJSZITO,O,O,O,X,O,O,X,X,X,X
LJSZIOT,O,O,O,X,X,O,X,X,X,X
LJSZOTI,O,O,O,O,X,X,X,X,X,X
LJSZOIT,O,O,O,O,O,O,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,O,X,X,X
LJSOTZI,O,O,X,O,X,X,O,X,X,X
LJSOITZ,X,O,X,O,O,X,X,X,X,X
LJSOIZT,O,O,X,O,O,X,X,X,X,X
LJSOZTI,O,O,X,O,X,X,X,X,X,X
LJSOZIT,O,O,X,O,O,O,X,X,X,X
LJZTISO,O,X,O,X,O,O,X,X,X,X
LJZTIOS,O,X,O,X,O,O,X,X,X,X
LJZTSIO,O,O,O,X,X,O,X,X,X,X
LJZTSOI,O,X,O,X,X,X,X,X,X,X
LJZTOIS,O,X,O,X,O,X,X,X,X,X
LJZTOSI,O,X,O,X,X,X,X,X,X,X
LJZITSO,O,X,O,X,O,X,X,X,X,X
LJZITOS,O,X,O,X,O,X,X,X,X,X
LJZISTO,O,O,O,X,O,O,X,X,X,X
LJZISOT,O,O,O,X,X,O,X,X,X,X
LJZIOTS,X,X,X,X,O,X,X,X,X,X
LJZIOST,O,X,O,X,O,O,X,X,X,X
LJZSTIO,O,O,O,X,X,O,X,X,X,X
LJZSTOI,O,X,O,X,X,X,X,X,X,X
LJZSITO,O,O,O,X,O,O,X,X,X,X
LJZSIOT,O,O,O,X,X,O,X,X,X,X
LJZSOTI,O,O,O,O,X,X,X,X,X,X
LJZSOIT,O,O,O,O,O,O,X,X,X,X
LJZOTIS,O,X,O,X,O,X,X,X,X,X
LJZOTSI,O,O,O,X,X,X,X,X,X,X
LJZOITS,X,X,X,X,O,X,X,X,X,X
LJZOIST,O,O,O,O,O,X,X,X,X,X
LJZOSTI,O,O,O,O,X,X,X,X,X,X
LJZOSIT,O,O,O,O,O,O,X,X,X,X
LJOTISZ,O,O,X,O,O,X,O,X,X,X
LJOTIZS,O,O,X,O,O,X,X,X,X,X
LJOTSIZ,O,O,X,O,X,X,O,X,X,X
LJOTSZI,O,O,X,O,X,X,O,X,X,X
LJOTZIS,O,O,X,O,O,X,X,X,X,X
LJOTZSI,O,O,X,O,X,X,O,X,X,X
LJOITSZ,X,X,X,O,O,X,X,X,X,X
LJOITZS,X,X,X,X,O,X,X,X,X,X
LJOISTZ,X,O,X,O,O,X,X,X,X,X
LJOISZT,X,O,X,O,O,X,X,X,X,X
LJOIZTS,X,X,X,X,O,X,X,X,X,X
LJOIZST,O,O,X,O,O,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,X,O,X,X,X
LJOSTZI,O,O,X,O,X,X,O,X,X,X
LJOSITZ,X,O,X,O,O,X,X,X,X,X
LJOSIZT,O,O,X,O,O,X,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,X,X,X
LJOSZIT,O,O,X,O,O,O,X,X,X,X
LJOZTIS,O,O,X,X,O,X,X,X,X,X
LJOZTSI,O,O,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,X,O,X,X,X,X,X
LJOZIST,O,O,X,O,O,X,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,X,X,X
LJOZSIT,O,O,X,O,O,O,X,X,X,X
LSTIJZO,O,O,O,X,X,O,O,O,O,X
LSTIJOZ,O,O,O,O,X,O,O,O,O,X
LSTIZJO,O,O,O,X,X,O,O,O,O,X
LSTIZOJ,X,O,O,X,X,O,O,O,O,O
LSTIOJZ,O,O,O,O,X,O,O,O,O,X
LSTIOZJ,O,O,O,O,X,O,O,O,O,X
LSTJIZO,O,O,O,X,X,O,O,O,O,X
LSTJIOZ,O,O,O,O,X,O,O,O,O,X
LSTJZIO,O,O,O,X,X,O,O,X,X,X
LSTJZOI,O,O,O,O,X,X,O,X,X,X
LSTJOIZ,O,O,O,O,X,X,O,X,X,X
LSTJOZI,O,O,O,O,X,X,O,X,X,X
LSTZIJO,O,O,O,X,X,O,O,O,O,X
LSTZIOJ,X,O,O,X,X,O,O,O,O,X
LSTZJIO,O,O,O,X,X,O,O,X,X,X
LSTZJOI,O,O,O,O,X,X,O,X,X,X
LSTZOIJ,O,O,O,O,X,X,O,X,X,X
LSTZOJI,O,O,O,O,X,X,O,X,X,O
LSTOIJZ,O,O,O,O,X,O,O,O,O,X
LSTOIZJ,O,O,O,O,X,O,O,O,O,X
LSTOJIZ,O,O,O,O,X,X,O,X,X,X
LSTOJZI,O,O,O,O,X,X,O,X,X,X
LSTOZIJ,O,O,O,O,X,X,O,X,X,X
LSTOZJI,O,O,O,O,X,X,O,X,X,X
LSITJZO,O,O,O,X,O,X,O,O,O,X
LSITJOZ,O,O,O,O,X,X,O,O,O,X
LSITZJO,O,O,O,X,O,O,O,O,O,X
LSITZOJ,X,O,O,X,X,O,O,O,O,O
LSITOJZ,O,O,O,O,X,X,O,O,O,X
LSITOZJ,O,O,O,O,X,O,O,O,O,X
LSIJTZO,O,O,O,X,O,X,X,X,X,X
LSIJTOZ,O,O,O,X,X,X,X,O,X,X
LSIJZTO,O,O,O,X,O,O,X,X,X,X
LSIJZOT,O,O,O,X,X,O,X,O,O,X
LSIJOTZ,X,O,X,O,X,X,X,O,X,X
LSIJOZT,O,O,X,O,X,O,X,O,O,X
LSIZTJO,X,O,O,X,O,O,X,X,X,X
LSIZTOJ,X,O,O,X,X,O,X,X,O,O
LSIZJTO,O,O,O,X,O,O,X,X,X,X
LSIZJOT,O,O,O,X,X,O,X,O,O,X
LSIZOTJ,X,O,X,X,X,O,X,X,O,O
LSIZOJT,X,O,O,X,X,O,X,O,O,X
LSIOTJZ,X,O,O,X,X,X,O,O,X,X
LSIOTZJ,X,O,O,O,X,O,O,O,O,X
LSIOJTZ,X,O,X,O,X,X,X,O,X,X
LSIOJZT,O,O,X,O,X,O,X,O,O,X
LSIOZTJ,X,O,X,O,X,O,X,X,O,O
LSIOZJT,X,O,O,O,X,O,X,O,O,X
LSJTIZO,O,O,O,X,X,X,O,X,O,X
LSJTIOZ,O,O,O,O,X,X,O,X,O,X
LSJTZIO,O,O,O,X,X,O,O,X,X,X
LSJTZOI,O,O,O,O,X,X,O,X,X,X
LSJTOIZ,O,O,O,O,X,X,O,X,X,X
LSJTOZI,O,O,O,O,X,X,O,X,X,X
LSJITZO,O,O,O,X,O,X,X,X,X,X
LSJITOZ,O,O,O,X,X,X,X,O,X,X
LSJIZTO,O,O,O,X,O,O,X,X,X,X
LSJIZOT,O,O,O,X,X,O,X,O,O,X
LSJIOTZ,X,O,X,O,X,X,X,O,X,X
LSJIOZT,O,O,X,O,X,O,X,O,O,X
LSJZTIO,O,O,O,X,X,O,X,X,X,X
LSJZTOI,O,X,O,X,X,X,X,X,X,X
LSJZITO,O,O,O,X,O,O,X,X,X,X
LSJZIOT,O,O,O,X,X,O,X,X,X,X
LSJZOTI,O,O,O,O,X,X,X,X,X,X
LSJZOIT,O,O,O,O,O,O,X,X,X,X
LSJOTIZ,O,O,X,O,X,X,O,X,X,X
LSJOTZI,O,O,X,O,X,X,O,X,X,X
LSJOITZ,X,O,X,O,O,X,X,X,X,X
LSJOIZT,O,O,X,O,O,X,X,X,X,X
LSJOZTI,O,O,X,O,X,X,X,X,X,X
LSJOZIT,O,O,X,O,O,O,X,X,X,X
LSZTIJO,O,O,O,X,X,O,O,X,O,X
LSZTIOJ,X,O,O,X,X,O,O,X,O,X
LSZTJIO,O,O,O,X,X,O,O,X,X,X
LSZTJOI,O,X,O,O,X,X,O,X,X,X
LSZTOIJ,O,O,O,O,X,X,O,X,X,X
LSZTOJI,O,O,O,O,X,X,O,X,X,O
LSZITJO,X,O,O,X,O,O,X,X,X,X
LSZITOJ,X,O,O,X,X,O,X,X,O,X
LSZIJTO,O,O,O,X,O,O,X,X,X,X
LSZIJOT,O,O,O,X,X,O,X,O,O,X
LSZIOTJ,X,O,X,X,X,O,X,X,O,X
LSZIOJT,X,O,O,X,X,O,X,O,O,X
LSZJTIO,O,O,O,X,X,O,X,X,X,X
LSZJTOI,O,X,O,X,X,X,X,X,X,X
LSZJITO,O,O,O,X,O,O,X,X,X,X
LSZJIOT,O,O,O,X,X,O,X,X,X,X
LSZJOTI,O,O,O,O,X,X,X,X,X,X
LSZJOIT,O,O,O,O,O,O,X,X,X,X
LSZOTIJ,X,O,O,O,X,X,O,X,X,X
LSZOTJI,X,O,O,O,X,X,O,X,X,O
LSZOITJ,X,O,X,O,O,O,X,X,X,X
LSZOIJT,X,O,O,O,O,O,X,X,X,X
LSZOJTI,X,O,O,O,X,X,X,X,X,X
LSZOJIT,X,O,O,O,O,O,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,O,X,O,X
