sequence,v115@5gB8HeB8GeE8DeF8CeG8JeNAJvhFGcBTeBZkB8lBfq?B6pB,v115@5gB8HeB8GeE8DeF8CeG8Je//IvhFRbBchBTeB6lBNp?BeqB,v115@5gB8HeB8GeE8DeF8CeG8Je2/IvhFRbBchBTeB9lBKp?BfqB,v115@5gB8HeB8GeE8DeF8CeG8JeR7IvhFchBTeB6lBOpBdq?B/pB,v115@5gB8HeB8GeE8DeF8CeG8Je06IvhFShBTeBxpBNpBml?BXqB,v115@5gB8HeB8GeE8DeF8CeG8JeO/IvhFxbBTeBXhBcpBNq?BCqB,v115@5gB8HeB8GeE8DeF8CeG8JedAJvhFCcBTeBZkBXhBWq?B0pB
JLSTOIZ,X,O,O,X,X,X,O
JLSTOZI,X,O,O,X,X,X,O
JLSITZO,X,X,O,X,X,X,O
JLSITOZ,X,X,O,X,X,X,O
JLSIZTO,O,X,X,X,X,X,O
JLSIZOT,O,X,X,X,X,X,O
JLSIOTZ,X,X,O,X,X,X,O
JLSIOZT,O,X,X,X,X,X,O
JLSZTIO,O,O,O,X,X,X,O
JLSZTOI,O,O,O,X,X,X,O
JLSZITO,O,X,X,X,X,X,O
JLSZIOT,O,X,X,X,X,X,O
JLSZOTI,O,O,O,X,X,X,O
JLSZOIT,O,X,X,X,X,X,O
JLSOTIZ,X,O,O,X,X,X,O
JLSOTZI,X,O,O,X,X,X,O
JLSOITZ,X,X,O,X,X,X,O
JLSOIZT,O,X,X,X,X,X,O
JLSOZTI,O,O,O,X,X,X,O
JLSOZIT,O,X,X,X,X,X,O
JLZTISO,X,O,X,O,X,X,X
JLZTIOS,X,O,X,O,X,X,X
JLZTSIO,O,O,O,O,X,X,X
JLZTSOI,O,O,O,O,X,X,X
JLZTOIS,X,O,X,O,X,X,X
JLZTOSI,O,O,O,O,X,X,X
JLZITSO,X,O,X,X,X,X,X
JLZITOS,X,O,X,X,X,X,X
JLZISTO,O,X,X,X,X,X,X
JLZISOT,O,X,X,X,X,X,X
JLZIOTS,X,O,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X
JLZSTIO,O,O,O,X,X,X,X
JLZSTOI,O,O,O,X,X,X,X
JLZSITO,O,X,X,X,X,X,X
JLZSIOT,O,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X
JLZSOIT,O,X,X,X,X,X,X
JLZOTIS,X,O,X,O,X,X,X
JLZOTSI,O,O,O,O,X,X,X
JLZOITS,X,O,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X
JLZOSIT,O,X,X,X,X,X,X
JLOTISZ,X,O,X,X,X,X,O
JLOTIZS,X,O,X,O,X,X,X
JLOTSIZ,X,O,O,X,X,X,O
JLOTSZI,X,O,O,O,X,X,O
JLOTZIS,X,O,X,O,X,X,X
JLOTZSI,X,O,O,O,X,X,X
JLOITSZ,X,O,X,X,O,X,O
JLOITZS,X,O,X,X,O,X,X
JLOISTZ,X,X,O,X,O,X,O
JLOISZT,O,X,X,X,X,X,O
JLOIZTS,X,O,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,X
JLOSTIZ,X,O,O,X,X,X,O
JLOSTZI,X,O,O,X,X,X,O
JLOSITZ,X,X,O,X,X,X,O
JLOSIZT,O,X,X,X,X,X,O
JLOSZTI,O,O,O,X,X,X,O
JLOSZIT,O,X,X,X,X,X,O
JLOZTIS,X,O,X,O,X,X,X
JLOZTSI,O,O,O,O,X,X,X
JLOZITS,X,O,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X
JLOZSTI,O,O,O,X,X,X,X
JLOZSIT,O,X,X,X,X,X,X
JSTILZO,X,O,X,X,X,X,O
JSTILOZ,X,O,X,X,X,X,O
JSTIZLO,O,O,X,X,X,O,O
JSTIZOL,O,O,X,X,X,O,O
JSTIOLZ,X,O,X,X,X,X,O
JSTIOZL,O,O,X,X,X,O,O
JSTLIZO,X,O,X,X,X,X,O
JSTLIOZ,X,O,X,X,X,X,O
JSTLZIO,X,O,X,O,X,X,O
JSTLZOI,X,O,X,O,X,X,O
JSTLOIZ,X,O,X,X,X,X,O
JSTLOZI,X,O,X,O,X,X,O
JSTZILO,O,O,X,X,X,O,O
JSTZIOL,O,O,X,X,X,O,O
JSTZLIO,O,O,X,O,X,O,O
JSTZLOI,O,O,X,O,X,O,O
JSTZOIL,O,O,X,X,X,O,O
JSTZOLI,O,O,X,O,X,O,O
JSTOILZ,X,O,X,X,X,X,O
JSTOIZL,O,O,X,X,X,O,O
JSTOLIZ,X,O,X,X,X,X,O
JSTOLZI,X,O,X,O,X,X,O
JSTOZIL,O,O,X,X,X,O,O
JSTOZLI,O,O,X,O,X,O,O
JSITLZO,X,X,X,X,X,X,O
JSITLOZ,X,X,X,X,X,X,O
JSITZLO,O,X,X,X,X,O,O
JSITZOL,O,X,X,X,X,O,O
JSITOLZ,X,X,X,X,X,X,O
JSITOZL,O,X,X,X,X,O,O
JSILTZO,X,X,X,X,X,X,O
JSILTOZ,X,X,X,X,X,X,O
JSILZTO,O,X,X,X,X,X,O
JSILZOT,O,X,X,X,X,X,O
JSILOTZ,X,X,X,X,X,X,O
JSILOZT,O,X,X,X,X,X,O
JSIZTLO,O,X,X,X,X,O,O
JSIZTOL,O,X,X,X,X,O,O
JSIZLTO,O,X,X,X,X,X,O
JSIZLOT,O,X,X,X,X,X,O
JSIZOTL,O,X,X,X,X,O,O
JSIZOLT,O,X,X,X,X,X,O
JSIOTLZ,X,X,X,X,X,X,O
JSIOTZL,O,X,X,X,X,O,O
JSIOLTZ,X,X,X,X,X,X,O
JSIOLZT,O,X,X,X,X,X,O
JSIOZTL,O,X,X,X,X,O,O
JSIOZLT,O,X,X,X,X,X,O
JSLTIZO,X,O,X,X,X,X,O
JSLTIOZ,X,O,X,X,X,X,O
JSLTZIO,X,O,X,X,X,X,O
JSLTZOI,X,O,X,X,X,X,O
JSLTOIZ,X,O,X,X,X,X,O
JSLTOZI,X,O,X,X,X,X,O
JSLITZO,X,X,X,X,X,X,O
JSLITOZ,X,X,X,X,X,X,O
JSLIZTO,O,X,X,X,X,X,O
JSLIZOT,O,X,X,X,X,X,O
JSLIOTZ,X,X,X,X,X,X,O
JSLIOZT,O,X,X,X,X,X,O
JSLZTIO,O,O,X,X,X,X,O
JSLZTOI,O,O,X,X,X,X,O
JSLZITO,O,X,X,X,X,X,O
JSLZIOT,O,X,X,X,X,X,O
JSLZOTI,O,O,X,X,X,X,O
JSLZOIT,O,X,X,X,X,X,O
JSLOTIZ,X,O,X,X,X,X,O
JSLOTZI,X,O,X,X,X,X,O
JSLOITZ,X,X,X,X,X,X,O
JSLOIZT,O,X,X,X,X,X,O
JSLOZTI,O,O,X,X,X,X,O
JSLOZIT,O,X,X,X,X,X,O
JSZTILO,O,O,X,X,X,X,O
JSZTIOL,O,O,X,X,X,X,O
JSZTLIO,O,O,X,O,X,X,O
JSZTLOI,O,O,X,O,X,X,O
JSZTOIL,O,O,X,X,X,X,O
JSZTOLI,O,O,X,O,X,X,O
JSZITLO,O,X,X,X,X,O,O
JSZITOL,O,X,X,X,X,O,O
JSZILTO,O,X,X,X,X,X,O
JSZILOT,O,X,X,X,X,X,O
JSZIOTL,O,X,X,X,X,O,O
JSZIOLT,O,X,X,X,X,X,O
JSZLTIO,O,O,X,X,X,X,O
JSZLTOI,O,O,X,X,X,X,O
JSZLITO,O,X,X,X,X,X,O
JSZLIOT,O,X,X,X,X,X,O
JSZLOTI,O,O,X,X,X,X,O
JSZLOIT,O,X,X,X,X,X,O
JSZOTIL,O,O,X,X,X,X,O
JSZOTLI,O,O,X,O,X,X,O
JSZOITL,O,X,X,X,X,O,O
JSZOILT,O,X,X,X,X,X,O
JSZOLTI,O,O,X,X,X,X,O
JSZOLIT,O,X,X,X,X,X,O
JSOTILZ,X,O,X,X,X,X,O
JSOTIZL,O,O,X,X,X,O,O
JSOTLIZ,X,O,X,X,X,X,O
JSOTLZI,X,O,X,O,X,X,O
JSOTZIL,O,O,X,X,X,O,O
JSOTZLI,O,O,X,O,X,O,O
JSOITLZ,X,X,X,X,X,X,O
JSOITZL,O,X,X,X,X,O,O
JSOILTZ,X,X,X,X,X,X,O
JSOILZT,O,X,X,X,X,X,O
JSOIZTL,O,X,X,X,X,O,O
JSOIZLT,O,X,X,X,X,X,O
JSOLTIZ,X,O,X,X,X,X,O
JSOLTZI,X,O,X,X,X,X,O
JSOLITZ,X,X,X,X,X,X,O
JSOLIZT,O,X,X,X,X,X,O
JSOLZTI,O,O,X,X,X,X,O
JSOLZIT,O,X,X,X,X,X,O
JSOZTIL,O,O,X,X,X,X,O
JSOZTLI,O,O,X,O,X,X,O
JSOZITL,O,X,X,X,X,O,O
JSOZILT,O,X,X,X,X,X,O
JSOZLTI,O,O,X,X,X,X,O
JSOZLIT,O,X,X,X,X,X,O
JZTILSO,X,O,X,O,X,X,X
JZTILOS,X,O,X,O,X,X,X
JZTISLO,O,O,X,X,X,O,O
JZTISOL,O,O,X,X,X,O,O
JZTIOLS,X,O,X,O,X,X,X
JZTIOSL,O,O,X,X,X,O,O
JZTLISO,X,O,X,O,X,X,X
JZTLIOS,X,O,X,O,X,X,X
JZTLSIO,O,O,O,O,X,O,X
JZTLSOI,O,O,O,O,X,O,X
JZTLOIS,X,O,X,O,X,X,X
JZTLOSI,O,O,O,O,X,O,X
JZTSILO,O,O,X,X,X,O,O
JZTSIOL,O,O,X,X,X,O,O
JZTSLIO,O,O,X,O,X,O,O
JZTSLOI,O,O,X,O,X,O,O
JZTSOIL,O,O,X,X,X,O,O
JZTSOLI,O,O,X,O,X,O,O
JZTOILS,X,O,X,O,X,X,X
JZTOISL,O,O,X,X,X,O,O
JZTOLIS,X,O,X,O,X,X,X
JZTOLSI,O,O,O,O,X,O,X
JZTOSIL,O,O,X,X,X,O,O
JZTOSLI,O,O,X,O,X,O,O
JZITLSO,X,O,X,O,X,X,X
JZITLOS,X,O,X,O,X,X,X
JZITSLO,O,O,X,X,X,O,O
JZITSOL,O,O,X,X,X,O,O
JZITOLS,X,O,X,O,X,X,X
JZITOSL,O,O,X,X,X,O,O
JZILTSO,X,O,X,X,X,X,X
JZILTOS,X,O,X,X,X,X,X
JZILSTO,O,X,X,X,X,X,X
JZILSOT,O,X,X,X,X,X,X
JZILOTS,X,O,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X
JZISTLO,O,X,X,X,X,X,O
JZISTOL,O,X,X,X,X,X,O
JZISLTO,O,X,X,X,X,X,O
JZISLOT,O,X,X,X,X,X,O
JZISOTL,O,X,X,X,X,X,O
JZISOLT,O,X,X,X,X,X,O
JZIOTLS,X,O,X,O,X,X,X
JZIOTSL,O,O,X,X,X,O,O
JZIOLTS,X,O,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,X,O
JZIOSLT,O,X,X,X,X,X,O
JZLTISO,X,O,X,O,X,X,X
JZLTIOS,X,O,X,O,X,X,X
JZLTSIO,O,O,O,O,X,O,X
JZLTSOI,O,O,O,O,X,O,X
JZLTOIS,X,O,X,O,X,X,X
JZLTOSI,O,O,O,O,X,O,X
JZLITSO,X,O,X,X,X,X,X
JZLITOS,X,O,X,X,X,X,X
JZLISTO,O,X,X,X,X,X,X
JZLISOT,O,X,X,X,X,X,X
JZLIOTS,X,O,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X
JZLSTIO,O,O,O,X,X,X,X
JZLSTOI,O,O,O,X,X,X,X
JZLSITO,O,X,X,X,X,X,X
JZLSIOT,O,X,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X
JZLOTIS,X,O,X,O,X,X,X
JZLOTSI,O,O,O,O,X,O,X
JZLOITS,X,O,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X
JZSTILO,O,O,X,X,X,O,O
JZSTIOL,O,O,X,X,X,O,O
JZSTLIO,O,O,X,O,X,O,O
JZSTLOI,O,O,X,O,X,O,O
JZSTOIL,O,O,X,X,X,O,O
JZSTOLI,O,O,X,O,X,O,O
JZSITLO,O,X,X,X,X,O,O
JZSITOL,O,X,X,X,X,O,O
JZSILTO,O,X,X,X,X,X,O
JZSILOT,O,X,X,X,X,X,O
JZSIOTL,O,X,X,X,X,O,O
JZSIOLT,O,X,X,X,X,X,O
JZSLTIO,O,O,X,X,X,X,O
JZSLTOI,O,O,X,X,X,X,O
JZSLITO,O,X,X,X,X,X,O
JZSLIOT,O,X,X,X,X,X,O
JZSLOTI,O,O,X,X,X,X,O
JZSLOIT,O,X,X,X,X,X,O
JZSOTIL,O,O,X,X,X,O,O
JZSOTLI,O,O,X,O,X,O,O
JZSOITL,O,X,X,X,X,O,O
JZSOILT,O,X,X,X,X,X,O
JZSOLTI,O,O,X,X,X,X,O
JZSOLIT,O,X,X,X,X,X,O
JZOTILS,X,O,X,O,X,X,X
JZOTISL,O,O,X,X,X,O,O
JZOTLIS,X,O,X,O,X,X,X
JZOTLSI,O,O,O,O,X,O,X
JZOTSIL,O,O,X,X,X,O,O
JZOTSLI,O,O,X,O,X,O,O
JZOITLS,X,O,X,O,X,X,X
JZOITSL,O,O,X,X,X,O,O
JZOILTS,X,O,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,X,O
JZOISLT,O,X,X,X,X,X,O
JZOLTIS,X,O,X,O,X,X,X
JZOLTSI,O,O,O,O,X,O,X
JZOLITS,X,O,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X
JZOLSIT,O,X,X,X,X,X,X
JZOSTIL,O,O,X,X,X,O,O
JZOSTLI,O,O,X,O,X,O,O
JZOSITL,O,X,X,X,X,O,O
JZOSILT,O,X,X,X,X,X,O
JZOSLTI,O,O,X,X,X,X,O
JZOSLIT,O,X,X,X,X,X,O
JOTILSZ,X,O,X,X,X,X,O
JOTILZS,X,O,X,O,X,X,X
JOTISLZ,X,O,X,X,X,X,O
JOTISZL,O,O,X,X,X,X,O
JOTIZLS,X,O,X,O,X,X,X
JOTIZSL,O,O,X,X,X,X,O
JOTLISZ,X,O,X,X,X,X,O
JOTLIZS,X,O,X,O,X,X,X
JOTLSIZ,X,O,O,X,X,X,O
JOTLSZI,X,O,O,O,X,X,O
JOTLZIS,X,O,X,O,X,X,X
JOTLZSI,X,O,O,O,X,X,X
JOTSILZ,X,O,X,X,X,X,O
JOTSIZL,O,O,X,X,X,O,O
JOTSLIZ,X,O,X,X,X,X,O
JOTSLZI,X,O,X,O,X,X,O
JOTSZIL,O,O,X,X,X,O,O
JOTSZLI,O,O,X,O,X,O,O
JOTZILS,X,O,X,O,X,X,X
JOTZISL,O,O,X,X,X,O,O
JOTZLIS,X,O,X,O,X,X,X
JOTZLSI,O,O,O,O,X,O,X
JOTZSIL,O,O,X,X,X,O,O
JOTZSLI,O,O,X,O,X,O,O
JOITLSZ,X,O,X,X,O,X,O
JOITLZS,X,O,X,O,O,X,X
JOITSLZ,X,O,X,X,O,X,O
JOITSZL,O,O,X,X,O,X,O
JOITZLS,X,O,X,O,O,X,X
JOITZSL,O,O,X,X,X,X,O
JOILTSZ,X,O,X,X,O,X,O
JOILTZS,X,O,X,X,O,X,X
JOILSTZ,X,X,X,X,O,X,O
JOILSZT,O,X,X,X,X,X,O
JOILZTS,X,O,X,X,X,X,X
JOILZST,O,X,X,X,X,X,X
JOISTLZ,X,X,X,X,O,X,O
JOISTZL,O,X,X,X,O,X,O
JOISLTZ,X,X,X,X,O,X,O
JOISLZT,O,X,X,X,X,X,O
JOISZTL,O,X,X,X,X,X,O
JOISZLT,O,X,X,X,X,X,O
JOIZTLS,X,O,X,O,X,X,X
JOIZTSL,O,O,X,X,X,X,O
JOIZLTS,X,O,X,X,X,X,X
JOIZLST,O,X,X,X,X,X,X
JOIZSTL,O,X,X,X,X,X,O
JOIZSLT,O,X,X,X,X,X,O
JOLTISZ,X,O,X,X,X,X,O
JOLTIZS,X,O,X,O,X,X,X
JOLTSIZ,X,O,O,X,X,X,O
JOLTSZI,X,O,O,O,X,X,O
JOLTZIS,X,O,X,O,X,X,X
JOLTZSI,X,O,O,O,X,X,X
JOLITSZ,X,O,X,X,O,X,O
JOLITZS,X,O,X,X,O,X,X
JOLISTZ,X,X,O,X,O,X,O
JOLISZT,O,X,X,X,X,X,O
JOLIZTS,X,O,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X
JOLSTIZ,X,O,O,X,X,X,O
JOLSTZI,X,O,O,X,X,X,O
JOLSITZ,X,X,O,X,X,X,O
JOLSIZT,O,X,X,X,X,X,O
JOLSZTI,O,O,O,X,X,X,O
JOLSZIT,O,X,X,X,X,X,O
JOLZTIS,X,O,X,O,X,X,X
JOLZTSI,O,O,O,O,X,X,X
JOLZITS,X,O,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X
JOLZSTI,O,O,O,X,X,X,X
JOLZSIT,O,X,X,X,X,X,X
JOSTILZ,X,O,X,X,X,X,O
JOSTIZL,O,O,X,X,X,O,O
JOSTLIZ,X,O,X,X,X,X,O
JOSTLZI,X,O,X,O,X,X,O
JOSTZIL,O,O,X,X,X,O,O
JOSTZLI,O,O,X,O,X,O,O
JOSITLZ,X,X,X,X,X,X,O
JOSITZL,O,X,X,X,X,O,O
JOSILTZ,X,X,X,X,X,X,O
JOSILZT,O,X,X,X,X,X,O
JOSIZTL,O,X,X,X,X,O,O
JOSIZLT,O,X,X,X,X,X,O
JOSLTIZ,X,O,X,X,X,X,O
JOSLTZI,X,O,X,X,X,X,O
JOSLITZ,X,X,X,X,X,X,O
JOSLIZT,O,X,X,X,X,X,O
JOSLZTI,O,O,X,X,X,X,O
JOSLZIT,O,X,X,X,X,X,O
JOSZTIL,O,O,X,X,X,X,O
JOSZTLI,O,O,X,O,X,X,O
JOSZITL,O,X,X,X,X,O,O
JOSZILT,O,X,X,X,X,X,O
JOSZLTI,O,O,X,X,X,X,O
JOSZLIT,O,X,X,X,X,X,O
JOZTILS,X,O,X,O,X,X,X
JOZTISL,O,O,X,X,X,O,O
JOZTLIS,X,O,X,O,X,X,X
JOZTLSI,O,O,O,O,X,O,X
JOZTSIL,O,O,X,X,X,O,O
JOZTSLI,O,O,X,O,X,O,O
JOZITLS,X,O,X,O,X,X,X
JOZITSL,O,O,X,X,X,O,O
JOZILTS,X,O,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X
JOZISTL,O,X,X,X,X,X,O
JOZISLT,O,X,X,X,X,X,O
JOZLTIS,X,O,X,O,X,X,X
JOZLTSI,O,O,O,O,X,O,X
JOZLITS,X,O,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X
JOZLSTI,O,O,O,X,X,X,X
JOZLSIT,O,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,O,O
JOZSTLI,O,O,X,O,X,O,O
JOZSITL,O,X,X,X,X,O,O
JOZSILT,O,X,X,X,X,X,O
JOZSLTI,O,O,X,X,X,X,O
JOZSLIT,O,X,X,X,X,X,O
STILJZO,X,X,X,X,X,X,O
STILJOZ,X,X,X,X,X,X,O
STILZJO,O,X,X,X,X,O,X
STILZOJ,O,X,X,X,X,O,X
STILOJZ,X,X,X,X,X,X,O
STILOZJ,O,X,X,X,X,O,X
STIJLZO,X,O,X,X,X,X,O
STIJLOZ,X,O,X,X,X,X,O
STIJZLO,O,O,X,X,X,O,O
STIJZOL,O,O,X,X,X,O,O
STIJOLZ,X,O,X,X,X,X,O
STIJOZL,O,O,X,X,X,O,O
STIZLJO,O,X,X,X,X,O,X
STIZLOJ,O,O,X,X,X,O,X
STIZJLO,O,O,X,X,X,O,X
STIZJOL,O,O,X,X,X,O,X
STIZOLJ,O,O,X,X,X,O,X
STIZOJL,O,O,X,X,X,O,X
STIOLJZ,X,X,X,X,X,X,O
STIOLZJ,O,X,X,X,X,O,X
STIOJLZ,X,O,X,X,X,X,O
STIOJZL,O,O,X,X,X,O,O
STIOZLJ,O,O,X,X,X,O,X
STIOZJL,O,O,X,X,X,O,X
STLIJZO,X,X,O,X,X,X,O
STLIJOZ,X,X,O,X,X,X,O
STLIZJO,O,X,O,X,X,O,X
STLIZOJ,O,X,O,X,X,O,X
STLIOJZ,X,X,O,X,X,X,O
STLIOZJ,O,X,O,X,X,O,X
STLJIZO,X,O,O,X,X,X,O
STLJIOZ,X,O,O,X,X,X,O
STLJZIO,X,O,O,O,X,X,O
STLJZOI,X,O,O,O,X,X,O
STLJOIZ,X,O,O,X,X,X,O
STLJOZI,X,O,O,O,X,X,O
STLZIJO,O,X,O,X,X,O,X
STLZIOJ,O,O,O,X,X,O,X
STLZJIO,O,O,O,O,X,O,X
STLZJOI,O,O,O,O,X,O,X
STLZOIJ,O,O,O,X,X,O,X
STLZOJI,O,O,O,O,X,O,X
STLOIJZ,X,X,O,X,X,X,O
STLOIZJ,O,X,O,X,X,O,X
STLOJIZ,X,O,O,X,X,X,O
STLOJZI,X,O,O,O,X,X,O
STLOZIJ,O,O,O,X,X,O,X
STLOZJI,O,O,O,O,X,O,X
STJILZO,X,O,X,X,X,X,O
STJILOZ,X,O,X,X,X,X,O
STJIZLO,O,O,X,X,X,O,O
STJIZOL,O,O,X,X,X,O,O
STJIOLZ,X,O,X,X,X,X,O
STJIOZL,O,O,X,X,X,O,O
STJLIZO,X,O,X,X,X,X,O
STJLIOZ,X,O,X,X,X,X,O
STJLZIO,X,O,X,O,X,X,O
STJLZOI,X,O,X,O,X,X,O
STJLOIZ,X,O,X,X,X,X,O
STJLOZI,X,O,X,O,X,X,O
STJZILO,O,O,X,X,X,O,O
STJZIOL,O,O,X,X,X,O,O
STJZLIO,O,O,X,O,X,O,O
STJZLOI,O,O,X,O,X,O,O
STJZOIL,O,O,X,X,X,O,O
STJZOLI,O,O,X,O,X,O,O
STJOILZ,X,O,X,X,X,X,O
STJOIZL,O,O,X,X,X,O,O
STJOLIZ,X,O,X,X,X,X,O
STJOLZI,X,O,X,O,X,X,O
STJOZIL,O,O,X,X,X,O,O
STJOZLI,O,O,X,O,X,O,O
STZILJO,O,X,X,X,X,O,X
STZILOJ,O,O,X,X,X,O,X
STZIJLO,O,O,X,X,X,O,X
STZIJOL,O,O,X,X,X,O,X
STZIOLJ,O,O,X,X,X,O,X
STZIOJL,O,O,X,X,X,O,X
STZLIJO,O,X,O,X,X,O,X
STZLIOJ,O,O,O,X,X,O,X
STZLJIO,O,O,O,O,X,O,X
STZLJOI,O,O,O,O,X,O,X
STZLOIJ,O,O,O,X,X,O,X
STZLOJI,O,O,O,O,X,O,X
STZJILO,O,O,X,X,X,O,X
STZJIOL,O,O,X,X,X,O,X
STZJLIO,O,O,X,O,X,O,X
STZJLOI,O,O,X,O,X,O,X
STZJOIL,O,O,X,X,X,O,X
STZJOLI,O,O,X,O,X,O,X
STZOILJ,O,O,X,X,X,O,X
STZOIJL,O,O,X,X,X,O,X
STZOLIJ,O,O,O,X,X,O,X
STZOLJI,O,O,O,O,X,O,X
STZOJIL,O,O,X,X,X,O,X
STZOJLI,O,O,X,O,X,O,X
STOILJZ,X,X,X,X,X,X,O
STOILZJ,O,X,X,X,X,O,X
STOIJLZ,X,O,X,X,X,X,O
STOIJZL,O,O,X,X,X,O,O
STOIZLJ,O,O,X,X,X,O,X
STOIZJL,O,O,X,X,X,O,X
STOLIJZ,X,X,O,X,X,X,O
STOLIZJ,O,X,O,X,X,O,X
STOLJIZ,X,O,O,X,X,X,O
STOLJZI,X,O,O,O,X,X,O
STOLZIJ,O,O,O,X,X,O,X
STOLZJI,O,O,O,O,X,O,X
STOJILZ,X,O,X,X,X,X,O
STOJIZL,O,O,X,X,X,O,O
STOJLIZ,X,O,X,X,X,X,O
STOJLZI,X,O,X,O,X,X,O
STOJZIL,O,O,X,X,X,O,O
STOJZLI,O,O,X,O,X,O,O
STOZILJ,O,O,X,X,X,O,X
STOZIJL,O,O,X,X,X,O,X
STOZLIJ,O,O,O,X,X,O,X
STOZLJI,O,O,O,O,X,O,X
STOZJIL,O,O,X,X,X,O,X
STOZJLI,O,O,X,O,X,O,X
SITLJZO,X,X,X,X,O,X,O
SITLJOZ,X,X,X,X,O,X,O
SITLZJO,O,X,X,X,O,O,X
SITLZOJ,O,X,X,X,O,O,X
SITLOJZ,X,X,X,X,O,X,O
SITLOZJ,O,X,X,X,O,O,X
SITJLZO,X,X,X,X,O,X,O
SITJLOZ,X,X,X,X,O,X,O
SITJZLO,O,X,X,X,O,O,O
SITJZOL,O,X,X,X,O,O,O
SITJOLZ,X,X,X,X,O,X,O
SITJOZL,O,X,X,X,O,O,O
SITZLJO,O,X,X,X,O,O,X
SITZLOJ,O,X,X,X,O,O,X
SITZJLO,O,X,X,X,O,O,X
SITZJOL,O,X,X,X,O,O,X
SITZOLJ,O,X,X,X,O,O,X
SITZOJL,O,X,X,X,O,O,X
SITOLJZ,X,X,X,X,O,X,O
SITOLZJ,O,X,X,X,O,O,X
SITOJLZ,X,X,X,X,O,X,O
SITOJZL,O,X,X,X,O,O,O
SITOZLJ,O,X,X,X,O,O,X
SITOZJL,O,X,X,X,O,O,X
SILTJZO,X,X,X,X,O,X,O
SILTJOZ,X,X,X,X,O,X,O
SILTZJO,O,X,X,X,O,O,X
SILTZOJ,O,X,X,X,O,O,X
SILTOJZ,X,X,X,X,O,X,O
SILTOZJ,O,X,X,X,O,O,X
SILJTZO,X,X,X,X,O,X,O
SILJTOZ,X,X,X,X,O,X,O
SILJZTO,O,X,X,X,X,X,O
SILJZOT,O,X,X,X,X,X,O
SILJOTZ,X,X,X,X,O,X,O
SILJOZT,O,X,X,X,X,X,O
SILZTJO,O,X,X,X,O,O,X
SILZTOJ,O,X,X,X,O,O,X
SILZJTO,O,X,X,X,X,X,O
SILZJOT,O,X,X,X,X,X,O
SILZOTJ,O,X,X,X,O,O,X
SILZOJT,O,X,X,X,X,X,O
SILOTJZ,X,X,X,X,O,X,O
SILOTZJ,O,X,X,X,O,O,X
SILOJTZ,X,X,X,X,O,X,O
SILOJZT,O,X,X,X,X,X,O
SILOZTJ,O,X,X,X,O,O,X
SILOZJT,O,X,X,X,X,X,O
SIJTLZO,X,X,X,X,O,X,O
SIJTLOZ,X,X,X,X,O,X,O
SIJTZLO,O,X,X,X,O,O,O
SIJTZOL,O,X,X,X,O,O,O
SIJTOLZ,X,X,X,X,O,X,O
SIJTOZL,O,X,X,X,O,O,O
SIJLTZO,X,X,X,X,O,X,O
SIJLTOZ,X,X,X,X,O,X,O
SIJLZTO,O,X,X,X,X,X,O
SIJLZOT,O,X,X,X,X,X,O
SIJLOTZ,X,X,X,X,O,X,O
SIJLOZT,O,X,X,X,X,X,O
SIJZTLO,O,X,X,X,X,O,O
SIJZTOL,O,X,X,X,X,O,O
SIJZLTO,O,X,X,X,X,X,O
SIJZLOT,O,X,X,X,X,X,O
SIJZOTL,O,X,X,X,X,O,O
SIJZOLT,O,X,X,X,X,X,O
SIJOTLZ,X,X,X,X,O,X,O
SIJOTZL,O,X,X,X,O,O,O
SIJOLTZ,X,X,X,X,O,X,O
SIJOLZT,O,X,X,X,X,X,O
SIJOZTL,O,X,X,X,X,O,O
SIJOZLT,O,X,X,X,X,X,O
SIZTLJO,O,X,X,X,O,O,X
SIZTLOJ,O,X,X,X,O,O,X
SIZTJLO,O,X,X,X,O,O,X
SIZTJOL,O,X,X,X,O,O,X
SIZTOLJ,O,X,X,X,O,O,X
SIZTOJL,O,X,X,X,O,O,X
SIZLTJO,O,X,X,X,O,O,X
SIZLTOJ,O,X,X,X,O,O,X
SIZLJTO,O,X,X,X,X,X,O
SIZLJOT,O,X,X,X,X,X,O
