sequence,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhFyh?BGeBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je2AJvhFRc?BCeB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BfjB6jBTgBemBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeOAJvhF8g?BCdBxiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFWj?BRhB3hBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jex7IvhF8h?BWjB/lBamBTjBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jei7IvhFzd?B+jBRhB3hB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFyh?BGeBUjBxlBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem7IvhFzc?BfjB6jBxlB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeX8IvhFxd?B2lBCiBTjB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Je07IvhFxd?B2lBCiBTjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jem8IvhFSj?BxgBTgBUjBXmBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8Jez8IvhFGe?BUjBxlB/lBamBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeyAJvhFzc?BxlBXoBGoB0lBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeT7IvhFmc?BUjBxlBXmBStBFtB,v115@zgB8HeB8HeB8DeB8BeC8BeB8CeH8AeA8JeC9IvhF/l?BUhBxiBTjBmlBFtB
ZLJIOST,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
ZLJSTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZLJSITO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLJSIOT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZLJSOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLJSOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLJOTIS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJOTSI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJOITS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLJOIST,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZLJOSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTIJO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLSTIOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSTJIO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLSTJOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZLSTOIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLSTOJI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLSITJO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZLSITOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSIJTO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLSIJOT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZLSIOTJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSIOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
ZLSJTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJTOI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLSJITO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLSJIOT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZLSJOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSJOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOTIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOTJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOITJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOIJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOJTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLSOJIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOTIJS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZLOTISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTJIS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZLOTJSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLOTSIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOTSJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOITJS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZLOITSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOIJTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOIJST,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZLOISTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZLOISJT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZLOJTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJTSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJITS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLOJIST,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZLOJSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSTIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSITJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOSJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTILSO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
ZJTILOS,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZJTISLO,X,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X
ZJTISOL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X
ZJTIOLS,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X
ZJTIOSL,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
ZJTLISO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZJTLIOS,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZJTLSIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZJTLSOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
ZJTLOIS,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZJTLOSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJTSILO,X,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZJTSIOL,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTSLIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X
ZJTSLOI,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
ZJTSOIL,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJTSOLI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZJTOILS,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZJTOISL,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
ZJTOLIS,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZJTOLSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJTOSIL,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
ZJTOSLI,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
ZJITLSO,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
ZJITLOS,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZJITSLO,X,O,O,X,O,X,O,X,X,X,X,X,O,X,O,X
ZJITSOL,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X
ZJITOLS,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X
ZJITOSL,X,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
ZJILTSO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
ZJILTOS,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZJILSTO,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
ZJILSOT,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
ZJILOTS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJILOST,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
ZJISTLO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJISTOL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJISLTO,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
ZJISLOT,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X
ZJISOTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJISOLT,O,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJIOTLS,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJIOTSL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJIOLTS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJIOLST,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
ZJIOSTL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJIOSLT,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJLTISO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZJLTIOS,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZJLTSIO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZJLTSOI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJLTOIS,O,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
ZJLTOSI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJLITSO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
ZJLITOS,O,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZJLISTO,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
ZJLISOT,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
ZJLIOTS,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJLIOST,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X
ZJLSTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZJLSITO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZJLSIOT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZJLSOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLOTSI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLOITS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJLOIST,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJLOSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTILO,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJSTIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTLIO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJSTLOI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZJSTOIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJSTOLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
ZJSITLO,X,O,O,X,X,X,X,X,X,X,X,O,O,X,O,X
ZJSITOL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJSILTO,O,O,O,X,O,O,X,X,X,X,X,O,O,X,O,X
ZJSILOT,O,O,O,X,O,O,X,O,X,X,X,O,O,X,O,X
ZJSIOTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJSIOLT,O,O,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJSLTIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
ZJSLITO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
ZJSLIOT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X
ZJSLOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJSLOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJSOTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOITL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJSOILT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJSOLTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJSOLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOTILS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOTISL,X,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
ZJOTLIS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOTLSI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOTSIL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOTSLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOITLS,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOITSL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOILTS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJOILST,O,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X
ZJOISTL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZJOISLT,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
ZJOLTIS,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOLTSI,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJOLITS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJOLIST,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJOLSTI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSITL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOSILT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJOSLTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOSLIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSTILJO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTILOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSTIJLO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTIJOL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTIOLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTIOJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLIJO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTLIOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSTLJIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTLJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSTLOIJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSTLOJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTJILO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTJIOL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJLIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,O
ZSTJLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSTJOIL,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJOLI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSTOILJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSTOIJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOLIJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSTOLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSTOJIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSITLJO,X,O,O,O,O,O,O,X,X,X,X,O,O,X,O,O
ZSITLOJ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,O,O
ZSITJLO,X,O,O,O,O,O,O,X,X,X,X,O,O,X,O,O
ZSITJOL,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X
ZSITOLJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,O
ZSITOJL,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
ZSILTJO,O,O,O,O,O,O,O,X,O,X,X,X,O,X,O,O
ZSILTOJ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,O,O
ZSILJTO,O,O,O,O,O,O,X,X,O,X,X,O,O,X,O,O
ZSILJOT,O,O,O,O,O,O,X,O,O,X,X,O,O,O,O,X
ZSILOTJ,O,X,X,X,X,O,X,X,O,X,X,X,O,X,O,O
ZSILOJT,O,O,O,O,X,O,X,O,O,X,X,X,O,O,O,X
ZSIJTLO,X,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X
ZSIJTOL,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
ZSIJLTO,O,O,O,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSIJLOT,O,O,O,O,O,O,X,O,O,X,X,O,O,O,O,X
ZSIJOTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSIJOLT,O,O,O,O,X,X,X,O,O,X,X,X,O,O,O,X
ZSIOTLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSIOTJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSIOLTJ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
ZSIOLJT,O,O,O,O,X,X,X,O,O,X,X,X,O,O,O,X
ZSIOJTL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSIOJLT,O,O,X,O,X,X,X,O,O,X,X,X,O,O,O,X
ZSLTIJO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O
ZSLTIOJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSLTJIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O
ZSLTJOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZSLTOIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSLTOJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLITJO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,O
ZSLITOJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O
ZSLIJTO,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,O
ZSLIJOT,O,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSLIOTJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSLIOJT,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSLJTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSLJTOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLJITO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZSLJIOT,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZSLJOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLJOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSLOTJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLOITJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSLOIJT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZSLOJTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLOJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJTILO,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSJTIOL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTLIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSJTLOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJTOIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJITLO,X,O,O,O,X,X,X,X,X,X,X,O,O,X,O,X
ZSJITOL,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
ZSJILTO,O,O,O,O,O,O,X,X,X,X,X,O,O,X,O,O
ZSJILOT,O,O,O,O,O,O,X,O,X,X,X,O,O,X,O,X
ZSJIOTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
ZSJIOLT,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X
ZSJLTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSJLTOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJLITO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZSJLIOT,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZSJLOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOTLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOITL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSJOILT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSJOLTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSOTIJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSOTLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTJLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOITJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOILTJ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
ZSOILJT,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X
ZSOIJTL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOIJLT,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X
ZSOLTIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSOLTJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSOLIJT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZSOLJTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJITL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOJILT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOJLTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTIJLS,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTIJSL,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
ZOTISLJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOTISJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOTLIJS,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOTLJIS,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTLJSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTJISL,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOTJLIS,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOTJLSI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
