sequence,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFOiB6jB3gBc?mBziBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFKiBzdB+jB3?gBcmBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBXeBzhBS?oBmlBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBcmBm?iBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhFyiB+jB3gBc?mBTiBFsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jex7IvhF6jB3gBFiB8?nBTmBOsB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFlcBCeB/nBT?jBxlBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Jel7IvhF3cBciBTeBx?lBCoBmrB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je07IvhFxcBTeBFiBm?lBfsBCtB,v115@zgB8HeC8GeB8HeD8DeH8AeC8Je09IvhF6jBRhBTgBO?mBfsBlsB
IOSZTJL,O,O,X,O,O,O,O,X,X,X
IOSZLTJ,O,X,X,O,X,O,O,X,X,X
IOSZLJT,O,X,X,O,X,O,O,X,X,X
IOSZJTL,O,O,X,X,O,O,O,X,X,X
IOSZJLT,O,X,X,O,O,O,O,X,X,X
IOZTLJS,O,O,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,X,X,O,O,X,X,X
IOZTJLS,O,O,X,X,X,X,X,X,X,X
IOZTJSL,O,X,X,X,X,X,O,X,X,X
IOZTSLJ,O,X,X,X,X,O,O,X,X,X
IOZTSJL,O,X,X,X,X,O,O,X,X,X
IOZLTJS,O,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,X,X,O,O,X,X,X
IOZLJTS,O,X,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,O,X,X,X
IOZLSTJ,O,X,X,X,X,O,O,X,X,X
IOZLSJT,O,X,X,X,X,O,O,X,X,X
IOZJTLS,O,O,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,O,X,X,X
IOZJLTS,O,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,O,X,X,X
IOZJSTL,O,X,X,X,X,X,O,X,X,X
IOZJSLT,O,X,X,X,X,X,O,X,X,X
IOZSTLJ,O,X,X,X,X,O,O,X,X,X
IOZSTJL,O,X,X,X,X,O,O,X,X,X
IOZSLTJ,O,X,X,X,X,O,O,X,X,X
IOZSLJT,O,X,X,X,X,O,O,X,X,X
IOZSJTL,O,X,X,X,X,O,O,X,X,X
IOZSJLT,O,X,X,X,X,O,O,X,X,X
LTIJSZO,O,X,X,X,X,X,X,O,X,X
LTIJSOZ,O,O,X,X,X,X,X,O,X,X
LTIJZSO,O,O,X,O,X,X,X,O,X,X
LTIJZOS,O,O,X,X,X,X,X,O,X,X
LTIJOSZ,O,O,X,X,X,X,X,O,X,X
LTIJOZS,O,O,X,X,X,X,X,O,X,X
LTISJZO,O,X,O,X,X,X,X,O,X,X
LTISJOZ,O,O,X,X,X,X,X,O,X,X
LTISZJO,O,X,O,O,X,X,X,O,X,X
LTISZOJ,O,X,O,O,X,X,X,O,X,X
LTISOJZ,O,X,O,X,X,X,X,O,X,X
LTISOZJ,X,X,O,X,X,O,X,O,X,X
LTIZJSO,O,O,O,O,X,X,X,O,X,X
LTIZJOS,O,O,X,X,X,X,X,O,X,X
LTIZSJO,O,O,O,O,X,X,X,O,X,X
LTIZSOJ,O,O,O,O,X,X,X,O,X,X
LTIZOJS,O,O,O,X,X,X,X,O,X,X
LTIZOSJ,O,X,O,X,X,X,X,O,X,X
LTIOJSZ,O,O,O,X,X,X,X,O,X,X
LTIOJZS,O,O,O,X,X,X,X,O,X,X
LTIOSJZ,O,X,O,X,X,X,X,O,X,X
LTIOSZJ,X,X,O,X,X,X,X,O,X,X
LTIOZJS,O,X,O,X,X,X,X,O,X,X
LTIOZSJ,O,X,O,X,X,X,X,O,X,X
LTJISZO,O,X,O,X,X,X,X,O,X,X
LTJISOZ,O,O,O,X,X,X,X,O,X,X
LTJIZSO,O,O,O,O,O,X,X,O,X,X
LTJIZOS,O,O,O,X,X,X,X,O,X,X
LTJIOSZ,O,O,O,X,X,X,X,O,X,X
LTJIOZS,O,O,O,X,X,X,X,O,X,X
LTJSIZO,O,X,O,X,X,X,X,X,O,X
LTJSIOZ,O,O,O,X,X,X,X,X,O,X
LTJSZIO,O,O,O,O,O,X,X,O,O,X
LTJSZOI,O,O,O,O,O,X,X,O,O,X
LTJSOIZ,X,O,O,X,X,X,X,O,O,X
LTJSOZI,X,O,O,X,X,X,X,O,O,X
LTJZISO,O,O,O,O,O,X,X,O,X,X
LTJZIOS,O,O,O,X,X,X,X,O,O,X
LTJZSIO,O,O,O,O,O,X,X,O,O,X
LTJZSOI,O,O,O,O,O,X,X,O,O,X
LTJZOIS,O,O,O,X,X,X,X,O,O,X
LTJZOSI,O,O,O,O,O,X,X,O,O,X
LTJOISZ,O,O,O,X,X,X,X,O,X,X
LTJOIZS,O,O,O,X,X,X,X,O,X,X
LTJOSIZ,O,O,O,X,X,X,X,O,O,X
LTJOSZI,O,O,O,X,X,X,X,O,O,X
LTJOZIS,O,O,O,X,X,X,X,O,O,X
LTJOZSI,O,O,O,O,O,X,X,O,O,X
LTSIJZO,O,X,O,X,X,X,X,O,O,O
LTSIJOZ,O,O,X,X,X,X,X,O,O,X
LTSIZJO,O,X,O,O,X,X,X,O,O,O
LTSIZOJ,O,X,O,O,X,X,X,O,O,O
LTSIOJZ,O,X,O,X,X,X,X,O,O,X
LTSIOZJ,X,X,O,X,X,O,X,O,O,O
LTSJIZO,O,X,O,X,X,X,X,X,O,O
LTSJIOZ,O,O,O,X,X,X,X,X,O,X
LTSJZIO,O,O,O,O,X,X,X,O,O,O
LTSJZOI,O,O,O,O,X,X,X,O,O,X
LTSJOIZ,X,O,O,X,X,X,X,O,O,X
LTSJOZI,X,O,O,X,X,X,X,O,O,X
LTSZIJO,O,O,O,O,X,X,X,O,O,O
LTSZIOJ,O,O,O,O,X,O,X,O,O,O
LTSZJIO,O,O,O,O,X,X,X,O,O,O
LTSZJOI,O,O,O,O,X,O,X,O,O,X
LTSZOIJ,O,O,O,O,X,O,X,O,O,O
LTSZOJI,O,O,O,O,X,O,X,O,O,X
LTSOIJZ,O,X,O,X,X,X,X,O,O,X
LTSOIZJ,X,X,O,X,X,O,X,O,O,O
LTSOJIZ,O,X,O,X,X,X,X,O,O,X
LTSOJZI,O,X,O,X,X,X,X,O,O,X
LTSOZIJ,O,X,O,X,X,O,X,O,O,O
LTSOZJI,O,X,O,X,X,O,X,O,O,X
LTZIJSO,O,O,O,O,X,X,X,O,X,X
LTZIJOS,O,O,X,X,X,X,X,O,X,X
LTZISJO,O,O,O,O,X,X,X,O,X,X
LTZISOJ,O,O,O,O,X,O,X,O,X,X
LTZIOJS,O,O,O,X,X,X,X,O,O,X
LTZIOSJ,O,X,O,X,X,X,X,O,O,X
LTZJISO,O,O,O,O,O,X,X,O,X,X
LTZJIOS,O,O,O,X,X,X,X,O,O,X
LTZJSIO,O,O,O,O,O,X,X,O,O,X
LTZJSOI,O,O,O,O,O,O,X,O,O,X
LTZJOIS,O,O,O,X,X,X,X,O,O,X
LTZJOSI,O,O,O,O,O,X,X,O,O,X
LTZSIJO,O,O,O,O,O,X,X,O,O,X
LTZSIOJ,O,O,O,O,X,O,X,O,O,X
LTZSJIO,O,O,O,O,O,X,X,O,O,X
LTZSJOI,O,O,O,O,O,O,X,O,O,X
LTZSOIJ,O,O,O,O,X,O,X,O,O,X
LTZSOJI,O,O,O,O,X,O,X,O,O,X
LTZOIJS,O,O,O,X,X,X,X,O,O,X
LTZOISJ,O,X,O,X,X,O,X,O,O,X
LTZOJIS,O,O,O,X,X,X,X,O,O,X
LTZOJSI,O,O,O,O,X,O,X,O,O,X
LTZOSIJ,O,O,O,O,X,O,X,O,O,X
LTZOSJI,O,O,O,O,X,O,X,O,O,X
LTOIJSZ,O,O,O,X,X,X,X,O,X,X
LTOIJZS,O,O,O,X,X,X,X,O,X,X
LTOISJZ,O,X,O,X,X,X,X,O,X,X
LTOISZJ,X,X,O,X,X,X,X,O,X,X
LTOIZJS,O,X,O,X,X,X,X,O,X,X
LTOIZSJ,O,X,O,X,X,X,X,O,X,X
LTOJISZ,O,O,O,X,X,X,X,O,X,X
LTOJIZS,O,O,O,X,X,X,X,O,X,X
LTOJSIZ,O,O,O,X,X,X,X,O,O,X
LTOJSZI,O,O,O,X,X,X,X,O,O,X
LTOJZIS,O,O,O,X,X,X,X,O,O,X
LTOJZSI,O,O,O,O,X,X,X,O,O,X
LTOSIJZ,O,X,O,X,X,X,X,O,O,X
LTOSIZJ,X,X,O,X,X,O,X,O,O,X
LTOSJIZ,O,X,O,X,X,X,X,O,O,X
LTOSJZI,O,X,O,X,X,X,X,O,O,X
LTOSZIJ,O,X,O,X,X,O,X,O,O,X
LTOSZJI,O,X,O,X,X,O,X,O,O,X
LTOZIJS,O,O,O,X,X,X,X,O,O,X
LTOZISJ,O,X,O,X,X,O,X,O,O,X
LTOZJIS,O,O,O,X,X,X,X,O,O,X
LTOZJSI,O,O,O,O,X,O,X,O,O,X
LTOZSIJ,O,O,O,O,X,O,X,O,O,X
LTOZSJI,O,O,O,O,X,O,X,O,O,X
LITJSZO,O,X,X,X,X,X,O,O,X,X
LITJSOZ,O,O,X,X,X,X,O,O,X,X
LITJZSO,O,O,X,O,X,X,O,O,X,X
LITJZOS,O,O,X,X,X,X,X,O,X,X
LITJOSZ,O,O,X,X,X,X,X,O,X,X
LITJOZS,O,O,X,X,X,X,X,O,X,X
LITSJZO,O,X,O,X,X,X,O,O,X,X
LITSJOZ,O,O,X,X,X,X,X,O,X,X
LITSZJO,O,X,O,O,X,X,O,O,X,X
LITSZOJ,O,X,O,O,X,X,O,O,X,X
LITSOJZ,O,X,O,X,X,X,O,O,X,X
LITSOZJ,X,X,O,X,X,O,O,O,X,X
LITZJSO,O,O,O,O,X,X,O,O,X,X
LITZJOS,O,O,X,X,X,X,X,O,X,X
LITZSJO,O,O,O,O,X,X,O,O,X,X
LITZSOJ,O,X,O,O,X,X,O,O,X,X
LITZOJS,O,O,O,X,X,X,X,O,X,X
LITZOSJ,O,X,O,X,X,X,X,O,X,X
LITOJSZ,O,O,O,X,X,X,X,O,X,X
LITOJZS,O,O,O,X,X,X,X,O,X,X
LITOSJZ,O,X,O,X,X,X,X,O,X,X
LITOSZJ,X,X,O,X,X,X,X,O,X,X
LITOZJS,O,X,O,X,X,X,X,O,X,X
LITOZSJ,O,X,O,X,X,X,X,O,X,X
LIJTSZO,O,X,O,X,X,X,O,O,X,X
LIJTSOZ,O,O,O,X,X,X,O,O,X,X
LIJTZSO,O,O,O,O,X,X,O,O,X,X
LIJTZOS,O,O,O,X,X,X,X,O,X,X
LIJTOSZ,O,O,O,X,X,X,X,O,X,X
LIJTOZS,O,O,O,X,X,X,X,O,X,X
LIJSTZO,X,X,O,X,X,X,O,O,O,X
LIJSTOZ,X,X,O,X,X,X,O,O,O,X
LIJSZTO,O,O,O,O,O,X,O,O,O,X
LIJSZOT,O,X,O,O,O,X,O,O,O,X
LIJSOTZ,X,X,X,X,X,X,O,O,O,X
LIJSOZT,X,X,O,X,X,O,O,O,O,X
LIJZTSO,O,O,O,X,X,X,O,O,X,X
LIJZTOS,O,O,O,X,X,X,X,O,O,X
LIJZSTO,X,X,O,O,X,X,O,O,O,X
LIJZSOT,X,X,O,O,X,X,O,O,O,X
LIJZOTS,O,X,X,X,X,X,X,O,O,X
LIJZOST,O,X,O,X,X,X,O,O,O,X
LIJOTSZ,X,X,X,X,X,X,X,O,X,X
LIJOTZS,O,X,X,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,X,X,X,O,O,O,X
LIJOSZT,O,X,X,X,X,X,O,O,O,X
LIJOZTS,O,X,X,X,X,X,X,O,O,X
LIJOZST,O,X,X,X,X,X,O,O,O,X
LISTJZO,O,X,O,X,X,X,O,O,O,O
LISTJOZ,O,X,X,X,X,X,X,O,O,X
LISTZJO,O,X,O,O,X,X,O,O,O,O
LISTZOJ,O,X,O,O,X,X,O,O,O,O
LISTOJZ,O,X,O,X,X,X,O,O,O,X
LISTOZJ,X,X,O,X,X,O,O,O,O,O
LISJTZO,X,X,O,X,X,X,O,O,O,X
LISJTOZ,X,X,O,X,X,X,X,O,O,X
LISJZTO,O,O,O,O,O,X,O,O,O,O
LISJZOT,O,X,O,O,O,X,X,O,O,O
LISJOTZ,X,X,X,X,X,X,X,O,O,X
LISJOZT,X,X,O,X,X,O,X,O,O,X
LISZTJO,O,O,O,O,O,X,O,O,O,O
LISZTOJ,O,O,O,O,X,O,O,O,O,O
LISZJTO,O,O,O,O,O,X,O,O,X,O
LISZJOT,O,X,O,O,O,X,X,O,O,O
LISZOTJ,O,X,O,O,X,O,O,O,O,O
LISZOJT,O,X,O,O,X,O,O,O,O,O
LISOTJZ,X,X,X,X,X,X,O,O,O,X
LISOTZJ,X,X,X,X,X,O,O,O,O,X
LISOJTZ,X,X,X,X,X,X,O,O,O,X
LISOJZT,O,X,O,X,X,O,O,O,O,X
LISOZTJ,O,X,O,O,X,O,O,O,O,O
LISOZJT,O,X,O,O,X,O,O,O,O,O
LIZTJSO,O,O,O,O,X,X,O,O,X,X
LIZTJOS,O,O,X,X,X,X,X,O,X,X
LIZTSJO,O,O,O,O,X,X,O,O,X,X
LIZTSOJ,O,X,O,O,X,O,O,O,X,X
LIZTOJS,O,O,O,X,X,X,X,O,O,X
LIZTOSJ,O,X,O,X,X,X,X,O,O,X
LIZJTSO,O,O,O,X,X,X,O,O,X,X
LIZJTOS,O,O,O,X,X,X,X,O,O,X
LIZJSTO,X,X,O,O,X,X,O,O,O,X
LIZJSOT,X,X,O,O,X,X,O,O,O,X
LIZJOTS,O,X,X,X,X,X,X,O,O,X
LIZJOST,O,X,O,X,X,X,O,O,O,X
LIZSTJO,O,X,O,O,X,X,O,O,O,X
LIZSTOJ,O,X,O,O,X,O,O,O,O,X
LIZSJTO,O,X,O,O,X,X,O,O,X,X
LIZSJOT,O,X,O,O,X,X,X,O,O,X
LIZSOTJ,O,X,O,O,X,O,O,O,O,X
LIZSOJT,O,X,O,O,X,O,O,O,O,X
LIZOTJS,O,X,X,X,X,X,X,O,O,X
LIZOTSJ,O,X,X,X,X,O,O,O,O,X
LIZOJTS,O,X,X,X,X,X,X,O,O,X
LIZOJST,O,X,X,X,X,X,O,O,O,X
LIZOSTJ,O,X,O,X,X,O,O,O,O,X
LIZOSJT,O,X,O,X,X,O,O,O,O,X
LIOTJSZ,O,X,X,X,X,X,X,O,X,X
LIOTJZS,O,X,X,X,X,X,X,O,X,X
LIOTSJZ,O,X,X,X,X,X,O,O,X,X
LIOTSZJ,X,X,X,X,X,X,O,O,X,X
LIOTZJS,O,X,X,X,X,X,X,O,X,X
LIOTZSJ,O,X,X,X,X,X,O,O,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X,X
LIOJTZS,O,X,X,X,X,X,X,O,X,X
LIOJSTZ,X,X,X,X,X,X,O,O,O,X
LIOJSZT,O,X,X,X,X,X,O,O,O,X
LIOJZTS,O,X,X,X,X,X,X,O,O,X
LIOJZST,O,X,X,X,X,X,O,O,O,X
LIOSTJZ,X,X,X,X,X,X,O,O,O,X
LIOSTZJ,X,X,X,X,X,O,O,O,O,X
LIOSJTZ,X,X,X,X,X,X,O,O,O,X
LIOSJZT,O,X,X,X,X,O,O,O,O,X
LIOSZTJ,O,X,X,O,X,O,O,O,O,X
LIOSZJT,O,X,X,O,X,O,O,O,O,X
LIOZTJS,O,X,X,X,X,X,X,O,O,X
LIOZTSJ,O,X,X,X,X,O,O,O,O,X
LIOZJTS,O,X,X,X,X,X,X,O,O,X
LIOZJST,O,X,X,X,X,X,O,O,O,X
LIOZSTJ,O,X,X,X,X,O,O,O,O,X
LIOZSJT,O,X,X,X,X,O,O,O,O,X
LJTISZO,O,X,O,X,X,X,X,O,X,X
LJTISOZ,O,O,O,X,X,X,X,O,X,X
LJTIZSO,O,O,O,O,O,X,X,O,X,X
LJTIZOS,O,O,O,X,X,X,X,O,X,X
LJTIOSZ,O,O,O,X,X,X,X,O,X,X
LJTIOZS,O,O,O,X,X,X,X,O,X,X
LJTSIZO,O,X,O,X,X,X,X,X,O,X
LJTSIOZ,O,O,O,X,X,X,X,X,O,X
LJTSZIO,O,O,O,O,O,X,X,O,O,X
LJTSZOI,O,O,O,O,O,X,X,O,O,X
LJTSOIZ,X,O,O,X,X,X,X,O,O,X
LJTSOZI,X,O,O,X,X,X,X,O,O,X
LJTZISO,O,O,O,O,O,X,X,O,X,X
LJTZIOS,O,O,O,X,X,X,X,O,O,X
LJTZSIO,O,O,O,O,O,X,X,O,O,X
LJTZSOI,O,O,O,O,O,X,X,O,O,X
LJTZOIS,O,O,O,X,X,X,X,O,O,X
LJTZOSI,O,O,O,O,O,X,X,O,O,X
LJTOISZ,O,O,O,X,X,X,X,O,X,X
LJTOIZS,O,O,O,X,X,X,X,O,X,X
LJTOSIZ,O,O,O,X,X,X,X,O,O,X
LJTOSZI,O,O,O,X,X,X,X,O,O,X
LJTOZIS,O,O,O,X,X,X,X,O,O,X
LJTOZSI,O,O,O,O,O,X,X,O,O,X
LJITSZO,O,X,O,X,X,X,O,O,X,X
LJITSOZ,O,O,O,X,X,X,O,O,X,X
LJITZSO,O,O,O,O,O,X,O,O,X,X
LJITZOS,O,O,O,X,X,X,X,O,X,X
LJITOSZ,O,O,O,X,X,X,X,O,X,X
LJITOZS,O,O,O,X,X,X,X,O,X,X
LJISTZO,X,X,O,X,X,X,O,O,O,X
LJISTOZ,X,X,O,X,X,X,O,O,O,X
LJISZTO,O,O,O,O,O,X,O,O,O,X
LJISZOT,O,X,O,O,O,X,O,O,O,X
LJISOTZ,X,X,X,X,X,X,O,O,O,X
LJISOZT,X,X,O,X,X,O,O,O,O,X
LJIZTSO,O,O,O,X,X,X,O,O,X,X
LJIZTOS,O,O,O,X,X,X,X,O,O,X
LJIZSTO,X,X,O,O,O,X,O,O,O,X
LJIZSOT,X,X,O,O,O,X,O,O,O,X
LJIZOTS,O,X,X,X,X,X,X,O,O,X
LJIZOST,O,X,O,X,X,X,O,O,O,X
LJIOTSZ,X,X,X,X,X,X,X,O,X,X
LJIOTZS,O,X,X,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,X,X,O,O,O,X
LJIOSZT,O,X,X,X,X,X,O,O,O,X
LJIOZTS,O,X,X,X,X,X,X,O,O,X
LJIOZST,O,X,X,X,X,X,O,O,O,X
LJSTIZO,X,X,O,X,X,X,O,X,O,O
LJSTIOZ,X,X,O,X,X,X,X,X,O,X
LJSTZIO,X,X,O,O,O,X,O,O,O,O
LJSTZOI,X,X,O,O,O,X,O,O,O,X
LJSTOIZ,X,X,O,X,X,X,O,O,O,X
LJSTOZI,X,X,O,X,X,X,O,O,O,X
LJSITZO,X,X,O,X,X,X,O,O,O,X
LJSITOZ,X,X,O,X,X,X,X,O,O,X
LJSIZTO,O,O,O,O,O,X,O,O,O,O
LJSIZOT,O,X,O,O,O,X,O,O,O,O
LJSIOTZ,X,X,X,X,X,X,X,O,O,X
LJSIOZT,X,X,O,X,X,O,X,O,O,X
LJSZTIO,O,O,O,O,O,X,O,O,O,X
LJSZTOI,O,O,O,O,O,O,O,O,O,X
LJSZITO,O,O,O,O,O,X,O,O,O,X
LJSZIOT,O,X,O,O,O,X,O,O,O,X
LJSZOTI,O,X,O,O,O,O,O,O,O,X
LJSZOIT,O,X,O,O,O,O,O,O,O,X
LJSOTIZ,X,X,O,X,X,X,O,O,O,X
LJSOTZI,X,X,O,X,X,X,O,O,O,X
LJSOITZ,X,X,X,X,X,X,O,O,O,X
LJSOIZT,X,X,O,X,X,O,O,O,O,X
LJSOZTI,O,X,O,X,X,O,O,O,O,X
LJSOZIT,O,X,O,X,X,O,O,O,O,X
LJZTISO,O,O,O,O,O,X,O,O,X,X
LJZTIOS,O,O,O,X,X,X,X,O,O,X
LJZTSIO,O,O,O,O,O,X,O,O,O,X
LJZTSOI,O,O,O,O,O,O,O,O,O,X
LJZTOIS,O,O,O,X,X,X,X,O,O,X
LJZTOSI,O,O,O,O,O,X,X,O,O,X
LJZITSO,O,O,O,X,X,X,O,O,X,X
LJZITOS,O,O,O,X,X,X,X,O,O,X
LJZISTO,X,X,O,O,O,X,O,O,O,X
LJZISOT,X,X,O,O,O,X,O,O,O,X
LJZIOTS,O,X,X,X,X,X,X,O,O,X
LJZIOST,O,X,O,X,X,X,O,O,O,X
LJZSTIO,O,O,O,O,O,X,O,O,O,X
LJZSTOI,O,O,O,O,O,O,O,O,O,X
LJZSITO,O,O,O,O,O,X,O,O,O,X
LJZSIOT,O,X,O,O,O,X,O,O,O,X
LJZSOTI,O,X,O,O,O,O,O,O,O,X
LJZSOIT,O,X,O,O,O,O,O,O,O,X
LJZOTIS,O,X,O,X,X,X,X,O,O,X
LJZOTSI,O,X,O,X,X,O,X,O,O,X
LJZOITS,O,X,X,X,X,X,X,O,O,X
LJZOIST,O,X,O,X,X,X,O,O,O,X
LJZOSTI,O,X,O,O,O,O,O,O,O,X
LJZOSIT,O,X,O,O,O,O,O,O,O,X
LJOTISZ,O,O,O,X,X,X,X,O,X,X
LJOTIZS,O,O,O,X,X,X,X,O,X,X
LJOTSIZ,O,O,O,X,X,X,X,O,O,X
LJOTSZI,O,O,O,X,X,X,X,O,O,X
LJOTZIS,O,O,O,X,X,X,X,O,O,X
LJOTZSI,O,O,O,O,O,X,X,O,O,X
LJOITSZ,X,X,X,X,X,X,X,O,X,X
LJOITZS,O,X,X,X,X,X,X,O,X,X
LJOISTZ,X,X,X,X,X,X,O,O,O,X
LJOISZT,O,X,X,X,X,X,O,O,O,X
LJOIZTS,O,X,X,X,X,X,X,O,O,X
LJOIZST,O,X,X,X,X,X,O,O,O,X
LJOSTIZ,X,X,O,X,X,X,O,O,O,X
LJOSTZI,X,X,O,X,X,X,O,O,O,X
LJOSITZ,X,X,X,X,X,X,O,O,O,X
LJOSIZT,O,X,O,X,X,O,O,O,O,X
LJOSZTI,O,X,O,X,X,O,O,O,O,X
LJOSZIT,O,X,O,X,X,O,O,O,O,X
LJOZTIS,O,X,O,X,X,X,X,O,O,X
LJOZTSI,O,X,O,X,X,O,X,O,O,X
LJOZITS,O,X,X,X,X,X,X,O,O,X
LJOZIST,O,X,O,X,X,X,O,O,O,X
LJOZSTI,O,X,O,O,O,O,O,O,O,X
LJOZSIT,O,X,O,O,O,O,O,O,O,X
LSTIJZO,O,X,O,X,X,X,O,O,O,O
LSTIJOZ,O,X,X,X,X,X,X,O,O,X
LSTIZJO,O,X,O,O,X,X,O,O,O,O
LSTIZOJ,O,X,O,O,X,X,O,O,O,O
LSTIOJZ,O,X,O,X,X,X,X,O,O,X
LSTIOZJ,X,X,O,X,X,O,O,O,O,O
LSTJIZO,O,X,O,X,X,X,X,X,O,O
LSTJIOZ,O,X,O,X,X,X,X,X,O,X
LSTJZIO,O,X,O,O,X,X,X,O,O,O
LSTJZOI,O,X,O,O,X,X,O,O,O,X
LSTJOIZ,X,X,O,X,X,X,X,O,O,X
LSTJOZI,X,X,O,X,X,X,X,O,O,X
LSTZIJO,O,X,O,O,X,X,O,O,O,O
LSTZIOJ,O,X,O,O,X,O,O,O,O,O
LSTZJIO,O,X,O,O,X,X,O,O,O,O
LSTZJOI,O,X,O,O,X,O,O,O,O,X
LSTZOIJ,O,X,O,O,X,O,O,O,O,O
LSTZOJI,O,X,O,O,X,O,O,O,O,X
LSTOIJZ,O,X,O,X,X,X,X,O,O,X
LSTOIZJ,X,X,O,X,X,O,O,O,O,O
LSTOJIZ,O,X,O,X,X,X,X,O,O,X
LSTOJZI,O,X,O,X,X,X,O,O,O,X
LSTOZIJ,O,X,O,X,X,O,O,O,O,O
LSTOZJI,O,X,O,X,X,O,O,O,O,X
LSITJZO,O,X,O,X,X,X,O,O,O,O
LSITJOZ,O,X,X,X,X,X,X,O,O,X
LSITZJO,O,X,O,O,X,X,O,O,O,O
LSITZOJ,O,X,O,O,X,X,O,O,O,O
LSITOJZ,O,X,O,X,X,X,O,O,O,X
LSITOZJ,X,X,O,X,X,O,O,O,O,O
LSIJTZO,X,X,O,X,X,X,O,O,O,X
LSIJTOZ,X,X,O,X,X,X,X,O,O,X
LSIJZTO,O,O,O,O,O,X,O,O,O,O
LSIJZOT,O,X,O,O,O,X,X,O,O,O
LSIJOTZ,X,X,X,X,X,X,X,O,O,X
LSIJOZT,X,X,O,X,X,O,X,O,O,X
LSIZTJO,O,O,O,O,O,X,O,O,O,O
LSIZTOJ,O,O,O,O,X,O,O,O,O,O
LSIZJTO,O,O,O,O,O,X,O,O,X,O
LSIZJOT,O,X,O,O,O,X,O,O,O,O
LSIZOTJ,O,X,O,O,X,O,O,O,O,O
LSIZOJT,O,X,O,O,X,O,O,O,O,O
LSIOTJZ,X,X,X,X,X,X,O,O,O,X
LSIOTZJ,X,X,X,X,X,O,O,O,O,X
LSIOJTZ,X,X,X,X,X,X,O,O,O,X
LSIOJZT,O,X,O,X,X,O,O,O,O,X
LSIOZTJ,O,X,O,O,X,O,O,O,O,O
LSIOZJT,O,X,O,O,X,O,O,O,O,O
LSJTIZO,X,X,O,X,X,X,X,X,O,O
LSJTIOZ,X,X,O,X,X,X,X,X,O,X
LSJTZIO,X,X,O,O,X,X,X,O,O,O
LSJTZOI,X,X,O,O,X,X,O,O,O,X
LSJTOIZ,X,X,O,X,X,X,X,O,O,X
LSJTOZI,X,X,O,X,X,X,X,O,O,X
LSJITZO,X,X,O,X,X,X,O,O,O,X
LSJITOZ,X,X,O,X,X,X,X,O,O,X
LSJIZTO,O,O,O,O,O,X,O,O,O,O
LSJIZOT,O,X,O,O,O,X,X,O,O,O
LSJIOTZ,X,X,X,X,X,X,X,O,O,X
LSJIOZT,X,X,O,X,X,O,X,O,O,X
LSJZTIO,O,O,O,O,O,X,O,O,O,X
LSJZTOI,O,O,O,O,O,O,O,O,O,X
LSJZITO,O,O,O,O,O,X,O,O,O,X
LSJZIOT,O,X,O,O,O,X,O,O,O,X
LSJZOTI,O,X,O,O,O,O,O,O,O,X
LSJZOIT,O,X,O,O,O,O,O,O,O,X
LSJOTIZ,X,X,O,X,X,X,X,O,O,X
LSJOTZI,X,X,O,X,X,X,X,O,O,X
LSJOITZ,X,X,X,X,X,X,X,O,O,X
LSJOIZT,X,X,O,X,X,O,X,O,O,X
LSJOZTI,O,X,O,X,X,O,X,O,O,X
LSJOZIT,O,X,O,X,X,O,X,O,O,X
LSZTIJO,O,O,O,O,O,X,O,O,O,O
LSZTIOJ,O,O,O,O,X,O,O,O,O,O
LSZTJIO,O,O,O,O,O,X,O,O,O,O
LSZTJOI,O,O,O,O,O,O,O,O,O,X
LSZTOIJ,O,O,O,O,X,O,O,O,O,O
LSZTOJI,O,O,O,O,X,O,O,O,O,X
LSZITJO,O,O,O,O,O,X,O,O,O,O
LSZITOJ,O,O,O,O,X,O,O,O,O,O
LSZIJTO,O,O,O,O,O,X,O,O,X,O
LSZIJOT,O,X,O,O,O,X,O,O,O,O
LSZIOTJ,O,X,O,O,X,O,O,O,O,O
LSZIOJT,O,X,O,O,X,O,O,O,O,O
LSZJTIO,O,O,O,O,O,X,O,X,O,X
LSZJTOI,O,O,O,O,O,O,O,O,O,X
LSZJITO,O,O,O,O,O,X,O,X,O,X
LSZJIOT,O,X,O,O,O,X,O,X,O,X
LSZJOTI,O,X,O,O,O,O,O,O,O,X
LSZJOIT,O,X,O,O,O,O,O,X,O,X
