sequence,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufB3bBqiBT?eBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBGeBqkBz?iBllB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhF3bBGeBqkBz?iBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel6IvhF3bBuiBcjBK?kBRlBTqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFlbBuiBcjBy?kBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFCeB0gBXjBx?pBmpBlqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel7IvhFGeBifBziB0?fBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufBqiBTeB0?gBVqB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeG+IvhFxfBziB0kBl?lBikB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jei6IvhFGeB1kB0gBz?iBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBFjBGqBf?qBzqBCtB
IZOJLST,O,O,X,O,O,O,X,X,X,X,X
IZOJSTL,X,X,X,X,O,O,O,X,O,O,X
IZOJSLT,O,X,X,O,O,O,O,X,X,X,X
IZOSTLJ,X,X,X,X,O,X,O,X,X,O,X
IZOSTJL,X,X,X,X,O,X,O,X,X,O,X
IZOSLTJ,O,X,X,O,O,X,O,X,X,X,X
IZOSLJT,O,X,X,O,O,O,O,X,X,X,X
IZOSJTL,X,X,X,X,O,O,O,X,O,O,X
IZOSJLT,O,X,X,O,O,O,O,X,X,X,X
IOTLJSZ,O,O,O,X,X,X,O,O,X,O,X
IOTLJZS,X,O,O,X,O,X,O,O,O,O,X
IOTLSJZ,O,O,O,X,X,X,O,O,X,O,X
IOTLSZJ,O,O,O,X,O,X,O,O,X,O,X
IOTLZJS,X,O,O,X,O,X,O,O,X,O,X
IOTLZSJ,O,O,O,X,O,X,X,O,X,O,X
IOTJLSZ,X,O,O,X,X,X,O,O,X,O,X
IOTJLZS,X,O,O,X,X,X,O,O,O,O,X
IOTJSLZ,X,X,O,X,X,X,O,X,X,O,X
IOTJSZL,X,X,X,X,X,X,O,X,O,O,O
IOTJZLS,X,X,X,X,X,X,O,O,O,O,X
IOTJZSL,X,X,X,X,X,X,O,X,O,O,X
IOTSLJZ,O,X,O,X,O,X,O,X,X,O,X
IOTSLZJ,O,X,O,X,O,X,O,X,X,O,X
IOTSJLZ,O,X,O,X,X,X,O,X,X,O,X
IOTSJZL,X,X,X,X,X,X,O,X,O,O,X
IOTSZLJ,X,X,X,X,O,X,O,X,X,O,X
IOTSZJL,X,X,X,X,O,X,O,X,X,O,X
IOTZLJS,X,X,X,X,O,X,O,O,O,O,X
IOTZLSJ,X,X,X,X,O,X,X,O,X,O,X
IOTZJLS,X,X,X,X,O,X,O,O,O,O,X
IOTZJSL,X,X,X,X,O,X,O,X,O,O,X
IOTZSLJ,X,X,X,X,O,X,O,X,X,O,X
IOTZSJL,X,X,X,X,O,X,O,X,O,O,X
IOLTJSZ,O,O,O,O,X,X,O,O,X,O,X
IOLTJZS,X,O,O,O,O,X,O,O,X,O,X
IOLTSJZ,O,O,O,O,X,X,O,O,X,O,X
IOLTSZJ,O,O,O,O,O,X,O,O,X,O,X
IOLTZJS,O,O,O,O,O,X,O,O,X,O,X
IOLTZSJ,O,O,O,O,O,X,X,O,X,O,X
IOLJTSZ,O,O,O,O,X,X,O,O,X,O,X
IOLJTZS,X,O,O,O,O,X,O,O,X,O,X
IOLJSTZ,O,O,O,O,X,X,O,X,X,X,X
IOLJSZT,O,O,X,O,X,X,O,X,X,X,X
IOLJZTS,O,O,O,O,O,X,O,X,X,O,X
IOLJZST,O,O,X,O,O,X,X,X,X,X,X
IOLSTJZ,O,O,O,O,X,X,O,O,X,X,X
IOLSTZJ,O,O,O,O,O,X,O,O,X,X,X
IOLSJTZ,O,O,O,O,X,X,O,X,X,X,X
IOLSJZT,O,O,X,O,X,X,O,X,X,X,X
IOLSZTJ,O,X,X,O,O,X,O,X,X,X,X
IOLSZJT,O,O,X,O,O,X,O,X,X,X,X
IOLZTJS,O,O,O,O,O,X,O,O,X,O,X
IOLZTSJ,O,O,O,O,O,X,X,O,X,O,X
IOLZJTS,O,O,O,O,O,X,O,X,X,O,X
IOLZJST,O,O,X,O,O,X,X,X,X,X,X
IOLZSTJ,O,X,X,O,O,X,X,X,X,X,X
IOLZSJT,O,O,X,O,O,X,X,X,X,X,X
IOJTLSZ,X,O,O,X,X,X,O,X,X,O,X
IOJTLZS,X,O,O,X,X,X,O,X,O,O,X
IOJTSLZ,X,X,O,X,X,O,O,X,X,O,X
IOJTSZL,X,X,X,X,X,O,O,X,O,O,O
IOJTZLS,X,X,X,X,X,X,O,X,O,O,X
IOJTZSL,X,X,X,X,X,O,O,X,O,O,X
IOJLTSZ,X,O,O,X,X,X,O,X,X,O,X
IOJLTZS,X,O,O,X,X,X,O,X,X,O,X
IOJLSTZ,X,O,O,X,X,O,O,X,X,X,X
IOJLSZT,X,O,X,X,X,O,O,X,X,X,X
IOJLZTS,X,O,O,X,X,X,O,X,X,O,X
IOJLZST,X,O,X,X,X,O,X,X,X,X,X
IOJSTLZ,X,X,O,X,X,O,O,X,X,O,X
IOJSTZL,X,X,X,X,X,O,O,X,X,O,O
IOJSLTZ,X,O,O,X,X,O,O,X,X,X,X
IOJSLZT,X,O,X,X,X,O,O,X,X,X,X
IOJSZTL,X,X,X,X,X,O,O,X,X,O,O
IOJSZLT,X,X,X,X,X,O,O,X,X,X,X
IOJZTLS,X,X,X,X,X,X,O,X,O,O,X
IOJZTSL,X,X,X,X,X,O,O,X,O,O,X
IOJZLTS,X,O,O,X,X,X,O,X,O,O,X
IOJZLST,X,O,X,X,X,O,X,X,X,X,X
IOJZSTL,X,X,X,X,X,O,O,X,O,O,X
IOJZSLT,X,X,X,X,X,O,O,X,X,X,X
IOSTLJZ,X,X,O,X,O,X,O,X,X,O,X
IOSTLZJ,X,X,O,X,O,X,O,X,X,O,X
IOSTJLZ,X,X,O,X,X,X,O,X,X,O,X
IOSTJZL,X,X,X,X,X,X,O,X,X,O,X
IOSTZLJ,X,X,X,X,O,X,O,X,X,O,X
IOSTZJL,X,X,X,X,O,X,O,X,X,O,X
IOSLTJZ,O,O,O,O,O,X,O,X,X,X,X
IOSLTZJ,X,O,O,O,O,X,O,X,X,X,X
IOSLJTZ,O,O,O,O,O,O,O,X,X,X,X
IOSLJZT,O,O,X,O,O,O,O,X,X,X,X
IOSLZTJ,X,X,X,O,O,X,O,X,X,X,X
IOSLZJT,O,O,X,O,O,O,O,X,X,X,X
IOSJTLZ,X,X,O,X,X,O,O,X,X,O,X
IOSJTZL,X,X,X,X,X,O,O,X,X,O,X
IOSJLTZ,O,O,O,X,X,O,O,X,X,X,X
IOSJLZT,O,O,X,X,X,O,O,X,X,X,X
IOSJZTL,X,X,X,X,X,O,O,X,X,O,X
IOSJZLT,X,X,X,X,X,O,O,X,X,X,X
IOSZTLJ,X,X,X,X,O,X,O,X,X,O,X
IOSZTJL,X,X,X,X,O,X,O,X,X,O,X
IOSZLTJ,X,X,X,O,O,X,O,X,X,X,X
IOSZLJT,X,X,X,O,O,O,O,X,X,X,X
IOSZJTL,X,X,X,X,O,O,O,X,X,O,X
IOSZJLT,X,X,X,O,O,O,O,X,X,X,X
IOZTLJS,O,X,X,X,O,X,O,X,O,O,X
IOZTLSJ,O,X,X,X,O,X,X,X,X,O,X
IOZTJLS,O,X,X,X,O,X,O,X,O,O,X
IOZTJSL,O,X,X,X,O,X,O,X,O,O,X
IOZTSLJ,O,X,X,X,O,X,O,X,X,O,X
IOZTSJL,O,X,X,X,O,X,O,X,O,O,X
IOZLTJS,O,O,O,O,O,X,O,X,X,O,X
IOZLTSJ,O,O,O,O,O,X,X,X,X,O,X
IOZLJTS,O,O,O,O,O,X,O,X,O,O,X
IOZLJST,O,O,X,O,O,X,X,X,X,X,X
IOZLSTJ,O,X,X,O,O,X,X,X,X,X,X
IOZLSJT,O,O,X,O,O,X,X,X,X,X,X
IOZJTLS,X,X,X,X,O,X,O,X,O,O,X
IOZJTSL,X,X,X,X,O,O,O,X,O,O,X
IOZJLTS,O,O,O,O,O,X,O,X,O,O,X
IOZJLST,O,O,X,O,O,O,X,X,X,X,X
IOZJSTL,X,X,X,X,O,O,O,X,O,O,X
IOZJSLT,O,X,X,O,O,O,O,X,X,X,X
IOZSTLJ,X,X,X,X,O,X,O,X,X,O,X
IOZSTJL,X,X,X,X,O,X,O,X,X,O,X
IOZSLTJ,O,X,X,O,O,X,O,X,X,X,X
IOZSLJT,O,X,X,O,O,O,O,X,X,X,X
IOZSJTL,X,X,X,X,O,O,O,X,O,O,X
IOZSJLT,O,X,X,O,O,O,O,X,X,X,X
LTIJSZO,O,X,X,O,X,X,X,O,X,X,O
LTIJSOZ,O,X,O,X,X,X,X,O,X,X,X
LTIJZSO,X,X,X,O,O,X,X,O,X,X,X
LTIJZOS,X,O,X,O,O,X,X,O,X,X,X
LTIJOSZ,O,O,O,X,X,X,O,O,X,X,X
LTIJOZS,X,O,O,X,O,X,O,O,X,X,X
LTISJZO,O,X,X,O,O,X,X,O,X,X,X
LTISJOZ,O,X,O,X,O,X,O,O,X,X,X
LTISZJO,O,X,X,O,O,X,X,O,X,X,X
LTISZOJ,O,O,O,O,O,X,O,O,X,X,X
LTISOJZ,O,O,O,X,O,X,O,O,X,X,X
LTISOZJ,O,O,O,O,O,X,O,O,X,X,X
LTIZJSO,O,X,X,O,O,X,X,O,X,X,X
LTIZJOS,O,O,X,O,O,X,X,O,X,X,X
LTIZSJO,O,X,X,O,O,X,X,O,X,X,X
LTIZSOJ,O,O,O,O,O,X,X,O,X,X,X
LTIZOJS,O,O,O,O,O,X,O,O,X,X,X
LTIZOSJ,O,O,O,O,O,X,X,O,X,X,X
LTIOJSZ,O,O,O,X,X,X,O,O,X,X,X
LTIOJZS,X,O,O,X,O,X,O,O,O,X,X
LTIOSJZ,O,O,O,X,X,X,O,O,X,X,X
LTIOSZJ,O,O,O,O,O,X,O,O,X,X,X
LTIOZJS,O,O,O,O,O,X,O,O,X,X,X
LTIOZSJ,O,O,O,O,O,X,X,O,X,X,X
LTJISZO,O,X,X,O,X,X,X,O,X,X,O
LTJISOZ,O,X,O,X,X,X,X,O,X,X,X
LTJIZSO,X,X,X,O,X,X,X,O,X,X,X
LTJIZOS,X,O,X,O,X,X,X,O,X,X,X
LTJIOSZ,O,O,O,X,X,X,X,O,X,X,X
LTJIOZS,X,O,O,X,X,X,X,O,X,X,X
LTJSIZO,O,X,X,X,X,X,X,O,X,X,X
LTJSIOZ,O,X,O,X,X,X,X,O,X,X,X
LTJSZIO,O,X,X,O,X,X,X,O,X,X,X
LTJSZOI,O,X,X,O,X,X,X,O,X,X,X
LTJSOIZ,O,X,O,X,X,X,X,O,X,X,X
LTJSOZI,O,X,O,X,X,X,X,O,X,X,X
LTJZISO,X,X,X,O,X,X,X,O,X,X,X
LTJZIOS,X,O,X,O,X,X,X,O,X,X,X
LTJZSIO,X,X,X,O,X,X,X,O,X,X,X
LTJZSOI,X,X,X,O,X,X,X,O,X,X,X
LTJZOIS,X,O,X,O,X,X,X,O,X,X,X
LTJZOSI,X,O,X,O,X,X,X,O,X,X,X
LTJOISZ,O,O,O,X,X,X,X,O,X,X,X
LTJOIZS,X,O,O,X,X,X,X,O,X,X,X
LTJOSIZ,O,O,O,X,X,X,X,O,X,X,X
LTJOSZI,O,O,O,X,X,X,X,O,X,X,X
LTJOZIS,X,O,O,X,X,X,X,O,X,X,X
LTJOZSI,X,O,O,X,X,X,X,O,X,X,X
LTSIJZO,O,X,X,O,X,X,X,O,X,X,X
LTSIJOZ,O,X,O,X,X,X,X,O,X,X,X
LTSIZJO,O,X,X,O,X,X,X,O,X,X,X
LTSIZOJ,O,O,O,O,X,X,X,O,X,X,X
LTSIOJZ,O,O,O,X,X,X,X,O,X,X,X
LTSIOZJ,O,O,O,O,X,X,X,O,X,X,X
LTSJIZO,O,X,X,X,X,X,X,O,X,X,X
LTSJIOZ,O,X,O,X,X,X,X,O,X,X,X
LTSJZIO,O,X,X,O,X,X,X,O,X,X,X
LTSJZOI,O,X,X,O,X,X,X,O,X,X,X
LTSJOIZ,O,X,O,X,X,X,X,O,X,X,X
LTSJOZI,O,X,O,X,X,X,X,O,X,X,X
LTSZIJO,O,X,X,O,X,X,X,O,X,X,X
LTSZIOJ,O,O,O,O,X,X,X,O,X,X,X
LTSZJIO,O,X,X,O,X,X,X,O,X,X,X
LTSZJOI,O,X,X,O,X,X,X,O,X,X,X
LTSZOIJ,O,O,O,X,X,X,X,O,X,X,X
LTSZOJI,O,O,O,O,X,X,X,O,X,X,X
LTSOIJZ,O,O,O,X,X,X,X,O,X,X,X
LTSOIZJ,O,O,O,X,X,X,X,O,X,X,X
LTSOJIZ,O,O,O,X,X,X,X,O,X,X,X
LTSOJZI,O,O,O,X,X,X,X,O,X,X,X
LTSOZIJ,O,O,O,X,X,X,X,O,X,X,X
LTSOZJI,O,O,O,O,X,X,X,O,X,X,X
LTZIJSO,O,X,X,O,O,X,X,O,X,X,X
LTZIJOS,O,O,X,O,O,X,X,O,X,X,X
LTZISJO,O,X,X,O,O,X,X,O,X,X,X
LTZISOJ,O,O,O,O,O,X,X,O,X,X,X
LTZIOJS,O,O,O,O,O,X,X,O,O,X,X
LTZIOSJ,O,O,O,O,O,X,X,O,X,X,X
LTZJISO,O,X,X,O,O,X,X,O,X,X,X
LTZJIOS,O,O,X,O,O,X,X,O,X,X,X
LTZJSIO,O,X,X,O,X,X,X,O,X,X,X
LTZJSOI,O,X,X,O,X,X,X,O,X,X,X
LTZJOIS,O,O,X,O,X,X,X,O,X,X,X
LTZJOSI,O,O,X,O,X,X,X,O,X,X,X
LTZSIJO,O,X,X,O,X,X,X,O,X,X,X
LTZSIOJ,O,O,O,O,X,X,X,O,X,X,X
LTZSJIO,O,X,X,O,X,X,X,O,X,X,X
LTZSJOI,O,X,X,O,X,X,X,O,X,X,X
LTZSOIJ,O,O,O,X,X,X,X,O,X,X,X
LTZSOJI,O,O,O,O,X,X,X,O,X,X,X
LTZOIJS,O,O,O,O,X,X,X,O,O,X,X
LTZOISJ,O,O,O,O,X,X,X,O,X,X,X
LTZOJIS,O,O,O,O,X,X,X,O,O,X,X
LTZOJSI,O,O,O,O,X,X,X,O,X,X,X
LTZOSIJ,O,O,O,O,X,X,X,O,X,X,X
LTZOSJI,O,O,O,O,X,X,X,O,X,X,X
LTOIJSZ,O,O,O,O,X,X,O,O,X,X,X
LTOIJZS,X,O,O,O,X,X,O,O,O,X,X
LTOISJZ,O,O,O,O,X,X,O,O,X,X,X
LTOISZJ,O,O,O,O,X,X,O,O,X,X,X
LTOIZJS,O,O,O,O,X,X,O,O,X,X,X
LTOIZSJ,O,O,O,O,X,X,X,O,X,X,X
LTOJISZ,O,O,O,X,X,X,O,O,X,X,X
LTOJIZS,X,O,O,X,X,X,O,O,O,X,X
LTOJSIZ,O,O,O,X,X,X,X,O,X,X,X
LTOJSZI,O,O,O,O,X,X,X,O,X,X,X
LTOJZIS,X,O,O,O,X,X,X,O,O,X,X
LTOJZSI,X,O,O,O,X,X,X,O,X,X,X
LTOSIJZ,O,O,O,O,X,X,X,O,X,X,X
LTOSIZJ,O,O,O,O,X,X,X,O,X,X,X
LTOSJIZ,O,O,O,X,X,X,X,O,X,X,X
LTOSJZI,O,O,O,O,X,X,X,O,X,X,X
LTOSZIJ,O,O,O,O,X,X,X,O,X,X,X
LTOSZJI,O,O,O,O,X,X,X,O,X,X,X
LTOZIJS,O,O,O,O,X,X,X,O,O,X,X
LTOZISJ,O,O,O,O,X,X,X,O,X,X,X
LTOZJIS,O,O,O,O,X,X,X,O,O,X,X
LTOZJSI,O,O,O,O,X,X,X,O,X,X,X
LTOZSIJ,O,O,O,O,X,X,X,O,X,X,X
LTOZSJI,O,O,O,O,X,X,X,O,X,X,X
LITJSZO,O,X,X,O,X,X,X,O,X,X,O
LITJSOZ,O,X,O,X,X,X,X,O,X,X,X
LITJZSO,X,X,X,O,O,X,X,O,X,X,X
LITJZOS,X,O,X,O,O,X,X,O,X,O,X
LITJOSZ,O,O,O,X,X,X,O,O,X,O,X
LITJOZS,X,O,O,X,O,X,O,O,X,O,X
LITSJZO,O,X,X,O,O,X,X,O,X,X,X
LITSJOZ,O,X,O,X,O,X,O,O,X,X,X
LITSZJO,O,X,X,O,O,X,X,O,X,X,X
LITSZOJ,O,O,O,O,O,X,O,O,X,O,X
LITSOJZ,O,O,O,X,O,X,O,O,X,O,X
LITSOZJ,O,O,O,O,O,X,O,O,X,O,X
LITZJSO,O,X,X,O,O,X,X,O,X,X,X
LITZJOS,O,O,X,O,O,X,X,O,X,O,X
LITZSJO,O,X,X,O,O,X,X,O,X,X,X
LITZSOJ,O,O,O,O,O,X,X,O,X,O,X
LITZOJS,O,O,O,O,O,X,O,O,X,O,X
LITZOSJ,O,O,O,O,O,X,X,O,X,O,X
LITOJSZ,O,O,O,X,X,X,O,O,X,O,X
LITOJZS,X,O,O,X,O,X,O,O,X,O,X
LITOSJZ,O,O,O,X,X,X,O,O,X,O,X
LITOSZJ,O,O,O,O,O,X,O,O,X,O,X
LITOZJS,O,O,O,O,O,X,O,O,X,O,X
LITOZSJ,O,O,O,O,O,X,X,O,X,O,X
LIJTSZO,O,X,X,O,X,X,X,O,X,X,O
LIJTSOZ,O,X,O,X,X,X,X,O,X,X,X
LIJTZSO,X,X,X,O,O,X,X,O,X,X,X
LIJTZOS,X,O,X,O,O,X,X,O,X,X,X
LIJTOSZ,O,O,O,X,X,X,O,O,X,X,X
LIJTOZS,X,O,O,X,O,X,O,O,X,X,X
LIJSTZO,X,X,X,O,X,O,X,X,X,X,O
LIJSTOZ,O,X,X,X,X,O,X,X,X,X,X
LIJSZTO,X,X,X,O,X,O,X,X,X,X,O
LIJSZOT,O,X,X,O,X,O,X,X,X,X,X
LIJSOTZ,O,X,X,X,X,O,X,X,X,X,X
LIJSOZT,O,X,X,X,X,O,X,X,X,X,X
LIJZTSO,O,X,X,O,O,X,X,X,X,X,X
LIJZTOS,O,X,X,O,O,X,X,X,X,X,X
LIJZSTO,O,X,X,O,O,O,X,X,X,X,X
LIJZSOT,O,X,X,O,O,O,X,X,X,X,X
LIJZOTS,O,O,X,O,O,X,X,X,X,X,X
LIJZOST,O,O,X,O,O,O,X,X,X,X,X
LIJOTSZ,O,O,O,X,X,X,O,O,X,X,X
LIJOTZS,X,O,O,X,O,X,O,O,X,X,X
LIJOSTZ,O,O,O,X,X,O,O,X,X,X,X
LIJOSZT,O,O,X,X,X,O,X,X,X,X,X
LIJOZTS,O,O,O,X,O,X,O,X,X,X,X
LIJOZST,O,O,X,X,O,O,X,X,X,X,X
LISTJZO,O,X,X,O,O,O,X,O,X,X,X
LISTJOZ,O,X,O,X,O,O,O,O,X,X,X
LISTZJO,O,X,X,O,O,O,X,O,X,X,X
LISTZOJ,O,O,O,O,O,X,O,O,X,X,X
LISTOJZ,O,O,O,X,O,X,O,O,X,X,X
LISTOZJ,O,O,O,O,O,X,O,O,X,X,X
LISJTZO,X,X,X,O,O,O,X,X,X,X,X
LISJTOZ,O,X,X,X,O,O,O,X,X,X,X
LISJZTO,X,X,X,O,O,O,X,X,X,X,X
LISJZOT,O,X,X,O,O,O,X,X,X,X,X
LISJOTZ,O,X,X,X,O,O,O,X,X,X,X
LISJOZT,O,X,X,X,O,O,O,X,X,X,X
LISZTJO,O,X,X,O,O,O,X,X,X,X,X
LISZTOJ,O,X,X,O,O,X,O,X,X,X,X
LISZJTO,O,X,X,O,O,O,X,X,X,X,X
LISZJOT,O,X,X,O,O,O,X,X,X,X,X
LISZOTJ,O,X,X,O,O,X,O,X,X,X,X
LISZOJT,O,O,X,O,O,O,O,X,X,X,X
LISOTJZ,O,O,O,X,O,X,O,O,X,X,X
LISOTZJ,O,O,O,O,O,X,O,O,X,X,X
LISOJTZ,O,O,O,X,O,O,O,X,X,X,X
LISOJZT,O,O,X,X,O,O,O,X,X,X,X
LISOZTJ,O,X,X,O,O,X,O,X,X,X,X
LISOZJT,O,O,X,O,O,O,O,X,X,X,X
LIZTJSO,O,X,X,O,O,X,X,O,X,X,X
LIZTJOS,O,O,X,O,O,X,X,O,X,O,X
LIZTSJO,O,X,X,O,O,X,X,O,X,X,X
LIZTSOJ,O,O,O,O,O,X,X,O,X,O,X
LIZTOJS,O,O,O,O,O,X,O,O,X,O,X
LIZTOSJ,O,O,O,O,O,X,X,O,X,O,X
LIZJTSO,O,X,X,O,O,X,X,X,X,X,X
LIZJTOS,O,X,X,O,O,X,X,X,X,X,X
LIZJSTO,O,X,X,O,O,O,X,X,X,X,X
LIZJSOT,O,X,X,O,O,O,X,X,X,X,X
LIZJOTS,O,O,X,O,O,X,X,X,X,X,X
LIZJOST,O,O,X,O,O,O,X,X,X,X,X
LIZSTJO,O,X,X,O,O,O,X,X,X,X,X
LIZSTOJ,O,X,X,O,O,X,X,X,X,X,X
LIZSJTO,O,X,X,O,O,O,X,X,X,X,X
LIZSJOT,O,X,X,O,O,O,X,X,X,X,X
LIZSOTJ,O,X,X,O,O,X,X,X,X,X,X
LIZSOJT,O,O,X,O,O,O,X,X,X,X,X
LIZOTJS,O,O,O,O,O,X,O,O,X,O,X
LIZOTSJ,O,O,O,O,O,X,X,O,X,O,X
LIZOJTS,O,O,O,O,O,X,O,X,X,O,X
LIZOJST,O,O,X,O,O,X,X,X,X,X,X
LIZOSTJ,O,X,X,O,O,X,X,X,X,X,X
LIZOSJT,O,O,X,O,O,X,X,X,X,X,X
LIOTJSZ,O,O,O,O,X,X,O,O,X,O,X
LIOTJZS,X,O,O,O,O,X,O,O,X,O,X
LIOTSJZ,O,O,O,O,X,X,O,O,X,O,X
LIOTSZJ,O,O,O,O,O,X,O,O,X,O,X
LIOTZJS,O,O,O,O,O,X,O,O,X,O,X
LIOTZSJ,O,O,O,O,O,X,X,O,X,O,X
LIOJTSZ,O,O,O,O,X,X,O,O,X,O,X
LIOJTZS,X,O,O,O,O,X,O,O,X,O,X
LIOJSTZ,O,O,O,O,X,X,O,X,X,X,X
LIOJSZT,O,O,X,O,X,X,O,X,X,X,X
LIOJZTS,O,O,O,O,O,X,O,X,X,O,X
LIOJZST,O,O,X,O,O,X,X,X,X,X,X
LIOSTJZ,O,O,O,O,X,X,O,O,X,X,X
LIOSTZJ,O,O,O,O,O,X,O,O,X,X,X
LIOSJTZ,O,O,O,O,X,X,O,X,X,X,X
LIOSJZT,O,O,X,O,X,X,O,X,X,X,X
LIOSZTJ,O,X,X,O,O,X,O,X,X,X,X
LIOSZJT,O,O,X,O,O,X,O,X,X,X,X
LIOZTJS,O,O,O,O,O,X,O,O,X,O,X
LIOZTSJ,O,O,O,O,O,X,X,O,X,O,X
LIOZJTS,O,O,O,O,O,X,O,X,X,O,X
LIOZJST,O,O,X,O,O,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,O,X,X,X,X,X,X
LIOZSJT,O,O,X,O,O,X,X,X,X,X,X
LJTISZO,O,X,X,O,X,X,X,O,X,X,O
LJTISOZ,O,X,O,X,X,X,X,O,X,X,X
LJTIZSO,X,X,X,O,X,X,X,O,X,X,X
LJTIZOS,X,O,X,O,X,X,X,O,X,X,X
LJTIOSZ,O,O,O,X,X,X,X,O,X,X,X
LJTIOZS,X,O,O,X,X,X,X,O,X,X,X
LJTSIZO,O,X,X,X,X,X,X,O,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,O,X,X,X
LJTSZIO,O,X,X,O,X,X,X,O,X,X,X
LJTSZOI,O,X,X,O,X,X,X,O,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,O,X,X,X
LJTSOZI,O,X,O,X,X,X,X,O,X,X,X
LJTZISO,X,X,X,O,X,X,X,O,X,X,X
LJTZIOS,X,O,X,O,X,X,X,O,X,X,X
LJTZSIO,X,X,X,O,X,X,X,O,X,X,X
LJTZSOI,X,X,X,O,X,X,X,O,X,X,X
LJTZOIS,X,O,X,O,X,X,X,O,X,X,X
LJTZOSI,X,O,X,O,X,X,X,O,X,X,X
LJTOISZ,O,O,O,X,X,X,X,O,X,X,X
LJTOIZS,X,O,O,X,X,X,X,O,X,X,X
LJTOSIZ,O,O,O,X,X,X,X,O,X,X,X
LJTOSZI,O,O,O,X,X,X,X,O,X,X,X
LJTOZIS,X,O,O,X,X,X,X,O,X,X,X
LJTOZSI,X,O,O,X,X,X,X,O,X,X,X
LJITSZO,O,X,X,O,X,X,X,O,X,X,O
LJITSOZ,O,X,O,X,X,X,X,O,X,X,X
LJITZSO,X,X,X,O,X,X,X,O,X,X,X
LJITZOS,X,O,X,O,X,X,X,O,X,X,X
LJITOSZ,O,O,O,X,X,X,X,O,X,X,X
LJITOZS,X,O,O,X,X,X,X,O,X,X,X
LJISTZO,X,X,X,O,X,X,X,X,X,X,O
LJISTOZ,O,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,X,X,O,X,X,X,X,X,X,O
LJISZOT,O,X,X,O,X,X,X,X,X,X,X
LJISOTZ,O,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,O,X,X,X,X,X,X,X
LJIZTOS,O,X,X,O,X,X,X,X,X,X,X
LJIZSTO,O,X,X,O,X,X,X,X,X,X,X
LJIZSOT,O,X,X,O,X,X,X,X,X,X,X
LJIZOTS,O,O,X,O,X,X,X,X,X,X,X
LJIZOST,O,O,X,O,X,X,X,X,X,X,X
LJIOTSZ,O,O,O,X,X,X,X,O,X,X,X
LJIOTZS,X,O,O,X,X,X,X,O,X,X,X
LJIOSTZ,O,O,O,X,X,X,X,X,X,X,X
LJIOSZT,O,O,X,X,X,X,X,X,X,X,X
LJIOZTS,O,O,O,X,X,X,X,X,X,X,X
LJIOZST,O,O,X,X,X,X,X,X,X,X,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,X,O,X,X,X,X,X,X,X
LJSTZOI,O,X,X,O,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,O,X,X,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,X
LJSIZTO,X,X,X,O,X,X,X,X,X,X,X
LJSIZOT,O,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,O,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,X,X,O,X,X,X,X,X,X,X
LJSZTOI,O,X,X,O,X,X,X,X,X,X,X
LJSZITO,O,X,X,O,X,X,X,X,X,X,X
LJSZIOT,O,X,X,O,X,X,X,X,X,X,X
LJSZOTI,O,X,X,O,X,X,X,X,X,X,X
LJSZOIT,O,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X,X,X
LJSOZIT,O,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,X,X,O,X,X,X,O,X,X,X
LJZTIOS,O,X,X,O,X,X,X,O,X,X,X
LJZTSIO,O,X,X,O,X,X,X,O,X,X,X
