sequence,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhF0cBTeBflBl?gBOrBCqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBifB3?gB1pBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFFbB0cBTeBq?kB3gBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeO/IvhFXbB0cBTeB1?pBxlBarB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBFmBmqB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhF0cBTeBKkBf?lBlgBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8JeZ/IvhFTeBflB0gBl?hBClBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex6IvhFTeBKkBflB0?gBlhBOrB,v115@5gB8IeA8HeD8CeA8AeI8AeE8Jex7IvhFTeBOkBXgBl?hBarB0pB
LTZSJOI,X,O,O,O,O,O,X,O,O
LTZSOIJ,X,O,O,X,O,O,O,O,O
LTZSOJI,X,O,O,O,O,O,X,O,O
LTZOIJS,X,O,O,O,O,X,X,X,X
LTZOISJ,X,O,O,O,O,O,X,X,O
LTZOJIS,X,O,O,O,O,X,X,X,X
LTZOJSI,X,O,O,O,O,X,X,X,O
LTZOSIJ,X,O,O,X,O,O,O,O,O
LTZOSJI,X,O,O,O,O,O,X,O,O
LTOIJSZ,X,O,O,O,X,X,X,X,O
LTOIJZS,X,O,O,O,O,O,X,X,X
LTOISJZ,X,O,O,O,O,O,X,X,O
LTOISZJ,X,O,O,O,O,O,O,O,O
LTOIZJS,X,O,O,O,O,X,X,X,X
LTOIZSJ,X,O,O,O,O,O,X,X,O
LTOJISZ,X,O,O,O,X,X,X,X,O
LTOJIZS,X,O,O,O,O,O,X,X,X
LTOJSIZ,X,O,O,O,O,O,X,X,O
LTOJSZI,X,O,O,O,O,O,X,O,O
LTOJZIS,X,O,O,O,O,O,X,X,X
LTOJZSI,X,O,O,O,O,O,X,X,O
LTOSIJZ,X,O,O,O,O,O,X,X,O
LTOSIZJ,X,O,O,O,O,O,O,O,O
LTOSJIZ,X,O,O,O,O,O,X,X,O
LTOSJZI,X,O,O,O,O,O,X,O,O
LTOSZIJ,X,O,O,X,O,O,O,O,O
LTOSZJI,X,O,O,O,O,O,X,O,O
LTOZIJS,X,O,O,O,O,X,X,X,X
LTOZISJ,X,O,O,O,O,O,X,X,O
LTOZJIS,X,O,O,O,O,X,X,X,X
LTOZJSI,X,O,O,O,O,X,X,X,O
LTOZSIJ,X,O,O,X,O,O,O,O,O
LTOZSJI,X,O,O,O,O,O,X,O,O
LITJSZO,X,X,O,O,X,X,X,X,O
LITJSOZ,X,X,O,O,X,X,X,X,O
LITJZSO,X,X,O,O,X,X,X,X,X
LITJZOS,X,X,O,O,O,O,X,X,X
LITJOSZ,X,X,O,O,X,X,X,X,O
LITJOZS,X,X,O,O,O,O,X,X,X
LITSJZO,X,X,O,O,O,O,X,X,O
LITSJOZ,X,X,O,O,O,O,X,X,O
LITSZJO,X,X,O,O,O,O,X,O,O
LITSZOJ,X,X,O,O,O,O,O,O,O
LITSOJZ,X,X,O,O,O,O,X,X,O
LITSOZJ,X,X,O,O,O,O,O,O,O
LITZJSO,X,X,O,O,X,X,X,X,X
LITZJOS,X,X,O,O,O,X,X,X,X
LITZSJO,X,X,O,O,O,X,X,X,O
LITZSOJ,X,X,O,O,O,X,X,X,O
LITZOJS,X,X,O,O,O,X,X,X,X
LITZOSJ,X,X,O,O,O,O,X,X,O
LITOJSZ,X,X,O,O,X,X,X,X,O
LITOJZS,X,X,O,O,O,O,X,X,X
LITOSJZ,X,X,O,O,O,O,X,X,O
LITOSZJ,X,X,O,O,O,O,O,O,O
LITOZJS,X,X,O,O,O,X,X,X,X
LITOZSJ,X,X,O,O,O,O,X,X,O
LIJTSZO,X,X,O,X,X,X,X,X,O
LIJTSOZ,X,X,O,X,X,X,X,X,O
LIJTZSO,X,X,O,X,X,X,X,X,X
LIJTZOS,X,X,O,X,O,O,X,X,X
LIJTOSZ,X,X,O,X,X,X,X,X,O
LIJTOZS,X,X,O,X,O,O,X,X,X
LIJSTZO,O,X,O,X,O,O,X,X,O
LIJSTOZ,O,X,O,X,O,O,X,X,O
LIJSZTO,O,X,O,X,X,O,X,O,X
LIJSZOT,O,X,O,X,O,O,X,O,X
LIJSOTZ,O,X,O,X,O,O,X,X,O
LIJSOZT,O,X,O,X,O,O,X,O,X
LIJZTSO,X,X,O,X,X,X,X,X,X
LIJZTOS,X,X,O,X,X,O,X,X,X
LIJZSTO,O,X,O,X,X,O,X,X,X
LIJZSOT,O,X,O,X,X,O,X,X,X
LIJZOTS,X,X,O,X,O,O,X,X,X
LIJZOST,O,X,O,X,O,O,X,X,X
LIJOTSZ,X,X,O,X,X,X,X,X,O
LIJOTZS,X,X,O,X,O,O,X,X,X
LIJOSTZ,O,X,O,X,O,O,X,X,O
LIJOSZT,O,X,O,X,O,O,X,O,X
LIJOZTS,X,X,O,X,O,O,X,X,X
LIJOZST,O,X,O,X,O,O,X,X,X
LISTJZO,X,X,O,X,O,O,X,X,O
LISTJOZ,X,X,O,X,O,O,X,X,O
LISTZJO,X,X,O,X,O,O,X,O,O
LISTZOJ,X,X,O,X,O,O,O,O,O
LISTOJZ,X,X,O,X,O,O,X,X,O
LISTOZJ,X,X,O,X,O,O,O,O,O
LISJTZO,O,X,O,X,O,O,X,X,O
LISJTOZ,O,X,O,X,O,O,X,X,O
LISJZTO,O,X,O,X,X,O,X,O,X
LISJZOT,O,X,O,X,O,O,X,O,X
LISJOTZ,O,X,O,X,O,O,X,X,O
LISJOZT,O,X,O,X,O,O,X,O,X
LISZTJO,X,X,O,X,O,O,X,O,X
LISZTOJ,X,X,O,X,O,O,O,O,X
LISZJTO,X,X,O,X,X,O,X,O,X
LISZJOT,X,X,O,X,O,O,X,O,X
LISZOTJ,X,X,O,X,O,O,O,O,X
LISZOJT,X,X,O,X,O,O,X,O,X
LISOTJZ,X,X,O,X,O,O,X,X,O
LISOTZJ,X,X,O,X,O,O,O,O,O
LISOJTZ,O,X,O,X,O,O,X,X,O
LISOJZT,O,X,O,X,O,O,X,O,X
LISOZTJ,X,X,O,X,O,O,O,O,X
LISOZJT,X,X,O,X,O,O,X,O,X
LIZTJSO,X,X,O,O,X,X,X,X,X
LIZTJOS,X,X,O,O,O,X,X,X,X
LIZTSJO,X,X,O,O,O,X,X,X,X
LIZTSOJ,X,X,O,O,O,X,X,X,X
LIZTOJS,X,X,O,O,O,X,X,X,X
LIZTOSJ,X,X,O,O,O,O,X,X,X
LIZJTSO,X,X,O,X,X,X,X,X,X
LIZJTOS,X,X,O,X,X,O,X,X,X
LIZJSTO,X,X,O,X,X,X,X,X,X
LIZJSOT,X,X,O,X,X,O,X,X,X
LIZJOTS,X,X,O,X,O,O,X,X,X
LIZJOST,X,X,O,X,O,O,X,X,X
LIZSTJO,X,X,O,X,O,O,X,O,X
LIZSTOJ,X,X,O,X,O,O,X,O,X
LIZSJTO,X,X,O,X,X,O,X,O,X
LIZSJOT,X,X,O,X,O,O,X,O,X
LIZSOTJ,X,X,O,X,O,O,X,O,X
LIZSOJT,X,X,O,X,O,O,X,O,X
LIZOTJS,X,X,O,O,O,X,X,X,X
LIZOTSJ,X,X,O,O,O,O,X,X,X
LIZOJTS,X,X,O,X,O,O,X,X,X
LIZOJST,X,X,O,X,O,O,X,X,X
LIZOSTJ,X,X,O,X,O,O,X,O,X
LIZOSJT,X,X,O,X,O,O,X,O,X
LIOTJSZ,X,X,O,O,X,X,X,X,O
LIOTJZS,X,X,O,O,O,O,X,X,X
LIOTSJZ,X,X,O,O,O,O,X,X,O
LIOTSZJ,X,X,O,O,O,O,O,O,O
LIOTZJS,X,X,O,O,O,X,X,X,X
LIOTZSJ,X,X,O,O,O,O,X,X,O
LIOJTSZ,X,X,O,X,X,X,X,X,O
LIOJTZS,X,X,O,X,O,O,X,X,X
LIOJSTZ,O,X,O,X,O,O,X,X,O
LIOJSZT,O,X,O,X,O,O,X,O,X
LIOJZTS,X,X,O,X,O,O,X,X,X
LIOJZST,O,X,O,X,O,O,X,X,X
LIOSTJZ,X,X,O,X,O,O,X,X,O
LIOSTZJ,X,X,O,X,O,O,O,O,O
LIOSJTZ,O,X,O,X,O,O,X,X,O
LIOSJZT,O,X,O,X,O,O,X,O,X
LIOSZTJ,X,X,O,X,O,O,O,O,X
LIOSZJT,X,X,O,X,O,O,X,O,X
LIOZTJS,X,X,O,O,O,X,X,X,X
LIOZTSJ,X,X,O,O,O,O,X,X,X
LIOZJTS,X,X,O,X,O,O,X,X,X
LIOZJST,X,X,O,X,O,O,X,X,X
LIOZSTJ,X,X,O,X,O,O,X,O,X
LIOZSJT,X,X,O,X,O,O,X,O,X
LJTISZO,X,O,O,X,X,X,X,X,O
LJTISOZ,X,O,O,X,X,X,X,X,O
LJTIZSO,X,O,O,X,X,X,X,X,X
LJTIZOS,X,O,O,X,O,O,X,X,X
LJTIOSZ,X,O,O,X,X,X,X,X,O
LJTIOZS,X,O,O,X,O,O,X,X,X
LJTSIZO,O,O,O,X,O,O,X,X,O
LJTSIOZ,O,O,O,X,O,O,X,X,O
LJTSZIO,O,O,O,X,O,O,X,O,O
LJTSZOI,O,O,O,X,O,O,X,O,O
LJTSOIZ,O,O,O,X,O,O,X,X,O
LJTSOZI,O,O,O,X,O,O,X,O,O
LJTZISO,X,O,O,X,X,X,X,X,X
LJTZIOS,X,O,O,X,O,O,X,X,X
LJTZSIO,O,O,O,X,O,O,X,X,O
LJTZSOI,O,O,O,X,O,O,X,X,O
LJTZOIS,X,O,O,X,O,O,X,X,X
LJTZOSI,O,O,O,X,O,O,X,X,O
LJTOISZ,X,O,O,X,X,X,X,X,O
LJTOIZS,X,O,O,X,O,O,X,X,X
LJTOSIZ,O,O,O,X,O,O,X,X,O
LJTOSZI,O,O,O,X,O,O,X,O,O
LJTOZIS,X,O,O,X,O,O,X,X,X
LJTOZSI,O,O,O,X,O,O,X,X,O
LJITSZO,X,X,O,X,X,X,X,X,O
LJITSOZ,X,X,O,X,X,X,X,X,O
LJITZSO,X,X,O,X,X,X,X,X,X
LJITZOS,X,X,O,X,O,O,X,X,X
LJITOSZ,X,X,O,X,X,X,X,X,O
LJITOZS,X,X,O,X,O,O,X,X,X
LJISTZO,O,X,O,X,O,O,X,X,O
LJISTOZ,O,X,O,X,O,O,X,X,O
LJISZTO,O,X,O,X,X,O,X,O,X
LJISZOT,O,X,O,X,O,O,X,O,X
LJISOTZ,O,X,O,X,O,O,X,X,O
LJISOZT,O,X,O,X,O,O,X,O,X
LJIZTSO,X,X,O,X,X,X,X,X,X
LJIZTOS,X,X,O,X,X,O,X,X,X
LJIZSTO,O,X,O,X,X,O,X,X,X
LJIZSOT,O,X,O,X,X,O,X,X,X
LJIZOTS,X,X,O,X,O,O,X,X,X
LJIZOST,O,X,O,X,O,O,X,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,O
LJIOTZS,X,X,O,X,O,O,X,X,X
LJIOSTZ,O,X,O,X,O,O,X,X,O
LJIOSZT,O,X,O,X,O,O,X,O,X
LJIOZTS,X,X,O,X,O,O,X,X,X
LJIOZST,O,X,O,X,O,O,X,X,X
LJSTIZO,O,O,O,X,O,O,X,X,O
LJSTIOZ,O,O,O,X,O,O,X,X,O
LJSTZIO,O,O,O,X,O,O,X,O,O
LJSTZOI,O,O,O,X,O,O,X,O,O
LJSTOIZ,O,O,O,X,O,O,X,X,O
LJSTOZI,O,O,O,X,O,O,X,O,O
LJSITZO,O,X,O,X,O,O,X,X,O
LJSITOZ,O,X,O,X,O,O,X,X,O
LJSIZTO,O,X,O,X,X,O,X,O,X
LJSIZOT,O,O,O,X,O,O,X,O,X
LJSIOTZ,O,X,O,X,O,O,X,X,O
LJSIOZT,O,O,O,X,O,O,X,O,X
LJSZTIO,O,O,O,X,X,O,X,O,O
LJSZTOI,O,O,O,X,X,O,X,O,O
LJSZITO,O,X,O,X,X,O,X,O,X
LJSZIOT,O,O,O,X,O,O,X,O,X
LJSZOTI,O,O,O,X,X,O,X,O,O
LJSZOIT,O,O,O,X,O,O,X,O,X
LJSOTIZ,O,O,O,X,O,O,X,X,O
LJSOTZI,O,O,O,X,O,O,X,O,O
LJSOITZ,O,X,O,X,O,O,X,X,O
LJSOIZT,O,O,O,X,O,O,X,O,X
LJSOZTI,O,O,O,X,X,O,X,O,O
LJSOZIT,O,O,O,X,O,O,X,O,X
LJZTISO,X,O,O,X,X,X,X,X,X
LJZTIOS,X,O,O,X,O,O,X,X,X
LJZTSIO,O,O,O,X,O,O,X,X,O
LJZTSOI,O,O,O,X,O,O,X,X,O
LJZTOIS,X,O,O,X,O,O,X,X,X
LJZTOSI,O,O,O,X,O,O,X,X,O
LJZITSO,X,X,O,X,X,X,X,X,X
LJZITOS,X,X,O,X,X,O,X,X,X
LJZISTO,O,X,O,X,X,O,X,X,X
LJZISOT,O,X,O,X,X,O,X,X,X
LJZIOTS,X,X,O,X,O,O,X,X,X
LJZIOST,O,X,O,X,O,O,X,X,X
LJZSTIO,O,O,O,X,X,O,X,X,O
LJZSTOI,O,O,O,X,X,O,X,X,O
LJZSITO,O,X,O,X,X,O,X,X,X
LJZSIOT,O,O,O,X,O,O,X,X,X
LJZSOTI,O,O,O,X,X,O,X,X,O
LJZSOIT,O,O,O,X,O,O,X,X,X
LJZOTIS,X,O,O,X,O,O,X,X,X
LJZOTSI,O,O,O,X,O,O,X,X,O
LJZOITS,X,X,O,X,O,O,X,X,X
LJZOIST,O,X,O,X,O,O,X,X,X
LJZOSTI,O,O,O,X,X,O,X,X,O
LJZOSIT,O,O,O,X,O,O,X,X,X
LJOTISZ,X,O,O,X,X,X,X,X,O
LJOTIZS,X,O,O,X,O,O,X,X,X
LJOTSIZ,O,O,O,X,O,O,X,X,O
LJOTSZI,O,O,O,X,O,O,X,O,O
LJOTZIS,X,O,O,X,O,O,X,X,X
LJOTZSI,O,O,O,X,O,O,X,X,O
LJOITSZ,X,X,O,X,X,X,X,X,O
LJOITZS,X,X,O,X,O,O,X,X,X
LJOISTZ,O,X,O,X,O,O,X,X,O
LJOISZT,O,X,O,X,O,O,X,O,X
LJOIZTS,X,X,O,X,O,O,X,X,X
LJOIZST,O,X,O,X,O,O,X,X,X
LJOSTIZ,O,O,O,X,O,O,X,X,O
LJOSTZI,O,O,O,X,O,O,X,O,O
LJOSITZ,O,X,O,X,O,O,X,X,O
LJOSIZT,O,O,O,X,O,O,X,O,X
LJOSZTI,O,O,O,X,X,O,X,O,O
LJOSZIT,O,O,O,X,O,O,X,O,X
LJOZTIS,X,O,O,X,O,O,X,X,X
LJOZTSI,O,O,O,X,O,O,X,X,O
LJOZITS,X,X,O,X,O,O,X,X,X
LJOZIST,O,X,O,X,O,O,X,X,X
LJOZSTI,O,O,O,X,X,O,X,X,O
LJOZSIT,O,O,O,X,O,O,X,X,X
LSTIJZO,X,O,O,X,O,O,X,X,O
LSTIJOZ,X,O,O,X,O,O,X,X,O
LSTIZJO,X,O,O,X,O,O,X,O,O
LSTIZOJ,X,O,O,X,O,O,O,O,O
LSTIOJZ,X,O,O,X,O,O,X,X,O
LSTIOZJ,X,O,O,X,O,O,O,O,O
LSTJIZO,X,O,O,X,O,O,X,X,O
LSTJIOZ,X,O,O,X,O,O,X,X,O
LSTJZIO,X,O,O,X,O,O,X,O,O
LSTJZOI,X,O,O,X,O,O,X,O,O
LSTJOIZ,X,O,O,X,O,O,X,X,O
LSTJOZI,X,O,O,X,O,O,X,O,O
LSTZIJO,X,O,O,X,O,O,X,O,O
LSTZIOJ,X,O,O,X,O,O,O,O,O
LSTZJIO,X,O,O,X,O,O,X,O,O
LSTZJOI,X,O,O,X,O,O,X,O,O
LSTZOIJ,X,O,O,X,O,O,O,O,O
LSTZOJI,X,O,O,X,O,O,X,O,O
LSTOIJZ,X,O,O,X,O,O,X,X,O
LSTOIZJ,X,O,O,X,O,O,O,O,O
LSTOJIZ,X,O,O,X,O,O,X,X,O
LSTOJZI,X,O,O,X,O,O,X,O,O
LSTOZIJ,X,O,O,X,O,O,O,O,O
LSTOZJI,X,O,O,X,O,O,X,O,O
LSITJZO,X,X,O,X,O,O,X,X,O
LSITJOZ,X,X,O,X,O,O,X,X,O
LSITZJO,X,X,O,X,O,O,X,O,O
LSITZOJ,X,X,O,X,O,O,O,O,O
LSITOJZ,X,X,O,X,O,O,X,X,O
LSITOZJ,X,X,O,X,O,O,O,O,O
LSIJTZO,O,X,O,X,O,O,X,X,O
LSIJTOZ,O,X,O,X,O,O,X,X,O
LSIJZTO,O,X,O,X,X,O,X,O,X
LSIJZOT,O,X,O,X,O,O,X,O,X
LSIJOTZ,O,X,O,X,O,O,X,X,O
LSIJOZT,O,X,O,X,O,O,X,O,X
LSIZTJO,X,X,O,X,O,O,X,O,X
LSIZTOJ,X,X,O,X,O,O,O,O,X
LSIZJTO,X,X,O,X,X,O,X,O,X
LSIZJOT,X,X,O,X,O,O,X,O,X
LSIZOTJ,X,O,O,X,O,O,O,O,X
LSIZOJT,X,X,O,X,O,O,X,O,X
LSIOTJZ,X,X,O,X,O,O,X,X,O
LSIOTZJ,X,X,O,X,O,O,O,O,O
LSIOJTZ,O,X,O,X,O,O,X,X,O
LSIOJZT,O,X,O,X,O,O,X,O,X
LSIOZTJ,X,O,O,X,O,O,O,O,X
LSIOZJT,X,X,O,X,O,O,X,O,X
LSJTIZO,O,X,O,X,O,O,X,X,O
LSJTIOZ,O,X,O,X,O,O,X,X,O
LSJTZIO,O,X,O,X,O,O,X,O,O
LSJTZOI,O,X,O,X,O,O,X,O,O
LSJTOIZ,O,X,O,X,O,O,X,X,O
LSJTOZI,O,X,O,X,O,O,X,O,O
LSJITZO,O,X,O,X,O,O,X,X,O
LSJITOZ,O,X,O,X,O,O,X,X,O
LSJIZTO,O,X,O,X,X,O,X,O,X
LSJIZOT,O,X,O,X,O,O,X,O,X
LSJIOTZ,O,X,O,X,O,O,X,X,O
LSJIOZT,O,X,O,X,O,O,X,O,X
LSJZTIO,O,X,O,X,X,O,X,O,O
LSJZTOI,O,X,O,X,X,O,X,O,O
LSJZITO,O,X,O,X,X,O,X,O,X
LSJZIOT,O,X,O,X,O,O,X,O,X
LSJZOTI,O,X,O,X,X,O,X,O,O
LSJZOIT,O,X,O,X,O,O,X,O,X
LSJOTIZ,O,X,O,X,O,O,X,X,O
LSJOTZI,O,X,O,X,O,O,X,O,O
LSJOITZ,O,X,O,X,O,O,X,X,O
LSJOIZT,O,X,O,X,O,O,X,O,X
LSJOZTI,O,X,O,X,X,O,X,O,O
LSJOZIT,O,X,O,X,O,O,X,O,X
LSZTIJO,X,O,O,X,O,O,X,O,O
LSZTIOJ,X,O,O,X,O,O,O,O,O
LSZTJIO,X,O,O,X,O,O,X,O,O
LSZTJOI,X,O,O,X,O,O,X,O,O
LSZTOIJ,X,O,O,X,O,O,O,O,O
LSZTOJI,X,O,O,X,O,O,X,O,O
LSZITJO,X,X,O,X,O,O,X,O,X
LSZITOJ,X,X,O,X,O,O,O,O,X
LSZIJTO,X,X,O,X,X,O,X,O,X
LSZIJOT,X,X,O,X,O,O,X,O,X
LSZIOTJ,X,O,O,X,O,O,O,O,X
LSZIOJT,X,X,O,X,O,O,X,O,X
LSZJTIO,X,X,O,X,X,O,X,O,O
LSZJTOI,X,X,O,X,X,O,X,O,O
LSZJITO,X,X,O,X,X,O,X,O,X
LSZJIOT,X,X,O,X,O,O,X,O,X
LSZJOTI,X,X,O,X,X,O,X,O,O
LSZJOIT,X,X,O,X,O,O,X,O,X
LSZOTIJ,X,O,O,X,O,O,O,O,O
LSZOTJI,X,O,O,X,O,O,X,O,O
LSZOITJ,X,O,O,X,O,O,O,O,X
LSZOIJT,X,X,O,X,O,O,X,O,X
LSZOJTI,X,X,O,X,X,O,X,O,O
LSZOJIT,X,X,O,X,O,O,X,O,X
LSOTIJZ,X,O,O,X,O,O,X,X,O
LSOTIZJ,X,O,O,X,O,O,O,O,O
LSOTJIZ,X,O,O,X,O,O,X,X,O
LSOTJZI,X,O,O,X,O,O,X,O,O
LSOTZIJ,X,O,O,X,O,O,O,O,O
LSOTZJI,X,O,O,X,O,O,X,O,O
LSOITJZ,X,X,O,X,O,O,X,X,O
LSOITZJ,X,X,O,X,O,O,O,O,O
LSOIJTZ,O,X,O,X,O,O,X,X,O
LSOIJZT,O,X,O,X,O,O,X,O,X
LSOIZTJ,X,O,O,X,O,O,O,O,X
LSOIZJT,X,X,O,X,O,O,X,O,X
LSOJTIZ,O,X,O,X,O,O,X,X,O
LSOJTZI,O,X,O,X,O,O,X,O,O
LSOJITZ,O,X,O,X,O,O,X,X,O
LSOJIZT,O,X,O,X,O,O,X,O,X
LSOJZTI,O,X,O,X,X,O,X,O,O
LSOJZIT,O,X,O,X,O,O,X,O,X
LSOZTIJ,X,O,O,X,O,O,O,O,O
LSOZTJI,X,O,O,X,O,O,X,O,O
LSOZITJ,X,O,O,X,O,O,O,O,X
LSOZIJT,X,X,O,X,O,O,X,O,X
LSOZJTI,X,X,O,X,X,O,X,O,O
LSOZJIT,X,X,O,X,O,O,X,O,X
LZTIJSO,X,X,O,O,X,X,X,X,X
LZTIJOS,X,O,O,O,O,X,X,X,X
LZTISJO,X,O,O,O,O,X,X,X,O
LZTISOJ,X,O,O,O,O,X,X,X,O
LZTIOJS,X,O,O,O,O,X,X,X,X
LZTIOSJ,X,O,O,O,O,O,X,X,O
LZTJISO,X,X,O,O,X,X,X,X,X
LZTJIOS,X,O,O,O,O,X,X,X,X
LZTJSIO,X,O,O,X,O,X,X,X,O
LZTJSOI,X,O,O,O,O,X,X,X,O
LZTJOIS,X,O,O,O,O,X,X,X,X
LZTJOSI,X,O,O,O,O,X,X,X,O
LZTSIJO,X,O,O,X,O,O,X,O,O
LZTSIOJ,X,O,O,X,O,O,O,O,O
LZTSJIO,X,O,O,X,O,O,X,O,O
LZTSJOI,X,O,O,O,O,O,X,O,O
LZTSOIJ,X,O,O,X,O,O,O,O,O
LZTSOJI,X,O,O,O,O,O,X,O,O
LZTOIJS,X,O,O,O,O,X,X,X,X
LZTOISJ,X,O,O,O,O,O,X,X,O
LZTOJIS,X,O,O,O,O,X,X,X,X
LZTOJSI,X,O,O,O,O,X,X,X,O
LZTOSIJ,X,O,O,X,O,O,O,O,O
LZTOSJI,X,O,O,O,O,O,X,O,O
LZITJSO,X,X,O,O,X,X,X,X,X
LZITJOS,X,X,O,O,O,X,X,X,X
LZITSJO,X,X,O,O,O,X,X,X,X
LZITSOJ,X,X,O,O,O,X,X,X,X
LZITOJS,X,X,O,O,O,X,X,X,X
LZITOSJ,X,X,O,O,O,O,X,X,X
LZIJTSO,X,X,O,X,X,X,X,X,X
LZIJTOS,X,X,O,X,X,O,X,X,X
LZIJSTO,X,X,O,X,X,X,X,X,X
LZIJSOT,X,X,O,X,X,O,X,X,X
LZIJOTS,X,X,O,X,O,O,X,X,X
LZIJOST,X,X,O,X,O,O,X,X,X
LZISTJO,X,X,O,X,O,O,X,O,X
LZISTOJ,X,X,O,X,O,O,X,O,X
LZISJTO,X,X,O,X,X,O,X,O,X
LZISJOT,X,X,O,X,O,O,X,O,X
LZISOTJ,X,X,O,X,O,O,X,O,X
LZISOJT,X,X,O,X,O,O,X,O,X
LZIOTJS,X,X,O,O,O,X,X,X,X
LZIOTSJ,X,X,O,O,O,O,X,X,X
LZIOJTS,X,X,O,X,O,O,X,X,X
LZIOJST,X,X,O,X,O,O,X,X,X
LZIOSTJ,X,X,O,X,O,O,X,O,X
LZIOSJT,X,X,O,X,O,O,X,O,X
LZJTISO,X,X,O,X,X,X,X,X,X
LZJTIOS,X,X,O,X,O,O,X,X,X
LZJTSIO,X,X,O,X,O,O,X,X,O
LZJTSOI,X,X,O,X,O,O,X,X,O
LZJTOIS,X,X,O,X,O,O,X,X,X
LZJTOSI,X,X,O,X,O,O,X,X,O
LZJITSO,X,X,O,X,X,X,X,X,X
LZJITOS,X,X,O,X,X,O,X,X,X
LZJISTO,X,X,O,X,X,O,X,X,X
LZJISOT,X,X,O,X,X,O,X,X,X
LZJIOTS,X,X,O,X,O,O,X,X,X
LZJIOST,X,X,O,X,O,O,X,X,X
LZJSTIO,X,X,O,X,X,O,X,X,O
LZJSTOI,X,X,O,X,X,O,X,X,O
LZJSITO,X,X,O,X,X,O,X,X,X
LZJSIOT,X,X,O,X,O,O,X,X,X
LZJSOTI,X,X,O,X,X,O,X,X,O
LZJSOIT,X,X,O,X,O,O,X,X,X
LZJOTIS,X,X,O,X,O,O,X,X,X
LZJOTSI,X,X,O,X,O,O,X,X,O
LZJOITS,X,X,O,X,O,O,X,X,X
LZJOIST,X,X,O,X,O,O,X,X,X
LZJOSTI,X,X,O,X,X,O,X,X,O
LZJOSIT,X,X,O,X,O,O,X,X,X
LZSTIJO,X,O,O,X,O,O,X,O,O
LZSTIOJ,X,O,O,X,O,O,O,O,O
LZSTJIO,X,O,O,X,O,O,X,O,O
LZSTJOI,X,O,O,X,O,O,X,O,O
LZSTOIJ,X,O,O,X,O,O,O,O,O
LZSTOJI,X,O,O,X,O,O,X,O,O
LZSITJO,X,X,O,X,O,O,X,O,X
LZSITOJ,X,X,O,X,O,O,O,O,X
LZSIJTO,X,X,O,X,X,O,X,O,X
LZSIJOT,X,X,O,X,O,O,X,O,X
LZSIOTJ,X,O,O,X,O,O,O,O,X
LZSIOJT,X,X,O,X,O,O,X,O,X
LZSJTIO,X,X,O,X,X,O,X,O,O
LZSJTOI,X,X,O,X,X,O,X,O,O
LZSJITO,X,X,O,X,X,O,X,O,X
LZSJIOT,X,X,O,X,O,O,X,O,X
LZSJOTI,X,X,O,X,X,O,X,O,O
LZSJOIT,X,X,O,X,O,O,X,O,X
LZSOTIJ,X,O,O,X,O,O,O,O,O
LZSOTJI,X,O,O,X,O,O,X,O,O
LZSOITJ,X,O,O,X,O,O,O,O,X
LZSOIJT,X,X,O,X,O,O,X,O,X
LZSOJTI,X,X,O,X,X,O,X,O,O
LZSOJIT,X,X,O,X,O,O,X,O,X
LZOTIJS,X,O,O,O,O,X,X,X,X
LZOTISJ,X,O,O,O,O,O,X,X,O
LZOTJIS,X,O,O,O,O,X,X,X,X
LZOTJSI,X,O,O,O,O,X,X,X,O
LZOTSIJ,X,O,O,X,O,O,O,O,O
LZOTSJI,X,O,O,O,O,O,X,O,O
LZOITJS,X,X,O,O,O,X,X,X,X
LZOITSJ,X,X,O,O,O,O,X,X,X
LZOIJTS,X,X,O,X,O,O,X,X,X
LZOIJST,X,X,O,X,O,O,X,X,X
LZOISTJ,X,X,O,X,O,O,X,O,X
LZOISJT,X,X,O,X,O,O,X,O,X
LZOJTIS,X,X,O,X,O,O,X,X,X
LZOJTSI,X,X,O,X,O,O,X,X,O
LZOJITS,X,X,O,X,O,O,X,X,X
LZOJIST,X,X,O,X,O,O,X,X,X
LZOJSTI,X,X,O,X,X,O,X,X,O
LZOJSIT,X,X,O,X,O,O,X,X,X
LZOSTIJ,X,O,O,X,O,O,O,O,O
LZOSTJI,X,O,O,X,O,O,X,O,O
LZOSITJ,X,O,O,X,O,O,O,O,X
LZOSIJT,X,X,O,X,O,O,X,O,X
LZOSJTI,X,X,O,X,X,O,X,O,O
LZOSJIT,X,X,O,X,O,O,X,O,X
LOTIJSZ,X,O,O,O,X,X,X,X,O
LOTIJZS,X,O,O,O,O,O,X,X,X
LOTISJZ,X,O,O,O,O,O,X,X,O
LOTISZJ,X,O,O,O,O,O,O,O,O
LOTIZJS,X,O,O,O,O,X,X,X,X
LOTIZSJ,X,O,O,O,O,O,X,X,O
