sequence,v115@DhB8FeF8EeH8AeF8JeWBJvhFxcBTeB/kBUgBikBlqB,v115@DhB8FeF8EeH8AeF8Jex6IvhF8gBCdBTeB2kB3kBlqB,v115@DhB8FeF8EeH8AeF8JeX7IvhFxcBTeB0kB6qBOpBFrB,v115@DhB8FeF8EeH8AeF8JeZ/IvhFCdBTeBukB3gBFlB8qB,v115@DhB8FeF8EeH8AeF8Je//IvhFFbBxcBTeB2pB0lBCrB,v115@DhB8FeF8EeH8AeF8Je//IvhFRbBCdBTeB2pB0lBlqB,v115@DhB8FeF8EeH8AeF8JeO/IvhFXbBxcBTeB1pB0lBCrB,v115@DhB8FeF8EeH8AeF8JeZ/IvhF3bBCdBTeBFlBukB8qB,v115@DhB8FeF8EeH8AeF8Jex6IvhFCdBTeB2kB1qB3kB8qB
LTOISZJ,O,X,X,X,X,X,X,O,X
LTOIZJS,X,O,O,X,X,X,X,O,X
LTOIZSJ,X,O,O,X,X,X,X,O,X
LTOJISZ,X,X,X,O,X,X,O,O,O
LTOJIZS,X,O,X,X,X,X,X,O,X
LTOJSIZ,X,X,X,O,X,O,O,X,O
LTOJSZI,X,O,X,X,X,O,X,X,O
LTOJZIS,X,O,X,X,X,X,O,X,X
LTOJZSI,X,O,X,X,X,O,O,X,O
LTOSIJZ,X,X,X,O,X,X,O,O,X
LTOSIZJ,O,X,X,X,X,X,X,O,X
LTOSJIZ,X,X,X,O,X,X,O,X,O
LTOSJZI,X,O,X,X,X,X,X,X,O
LTOSZIJ,O,O,X,X,X,X,X,X,X
LTOSZJI,O,O,X,X,X,X,X,X,X
LTOZIJS,X,O,O,X,X,X,O,O,X
LTOZISJ,X,O,O,X,X,X,O,O,X
LTOZJIS,X,O,O,X,X,X,O,X,X
LTOZJSI,X,O,O,X,X,O,O,X,O
LTOZSIJ,X,O,O,X,X,X,O,X,X
LTOZSJI,X,O,O,X,X,X,O,X,X
LITJSZO,X,X,X,X,X,X,X,O,O
LITJSOZ,X,X,X,O,X,X,O,O,O
LITJZSO,X,O,X,X,X,X,X,O,X
LITJZOS,X,O,X,X,X,X,X,O,X
LITJOSZ,X,X,X,O,X,X,O,O,O
LITJOZS,X,O,X,X,X,X,X,O,X
LITSJZO,X,X,X,X,X,X,X,O,X
LITSJOZ,X,X,X,O,X,X,O,O,X
LITSZJO,O,X,X,X,X,X,X,O,X
LITSZOJ,O,X,X,X,X,X,X,O,X
LITSOJZ,X,X,X,O,X,X,O,O,X
LITSOZJ,O,X,X,X,X,X,X,O,X
LITZJSO,X,O,O,X,X,X,X,O,X
LITZJOS,X,O,O,X,X,X,X,O,X
LITZSJO,X,X,O,X,X,X,X,O,X
LITZSOJ,X,O,O,X,X,X,X,O,X
LITZOJS,X,O,O,X,X,X,X,O,X
LITZOSJ,X,O,O,X,X,X,X,O,X
LITOJSZ,X,X,X,O,X,X,O,O,O
LITOJZS,X,O,X,X,X,X,X,O,X
LITOSJZ,X,X,X,O,X,X,O,O,X
LITOSZJ,O,X,X,X,X,X,X,O,X
LITOZJS,X,O,O,X,X,X,X,O,X
LITOZSJ,X,O,O,X,X,X,X,O,X
LIJTSZO,X,X,X,X,X,X,X,O,X
LIJTSOZ,X,X,X,O,X,X,X,O,X
LIJTZSO,X,X,X,X,X,X,X,O,X
LIJTZOS,X,X,X,X,X,X,X,O,X
LIJTOSZ,X,X,X,O,X,X,X,O,X
LIJTOZS,X,X,X,X,X,X,X,O,X
LIJSTZO,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,O,O,O,X,X,X
LIJSZTO,X,X,X,X,O,O,X,X,X
LIJSZOT,X,X,X,O,O,O,X,X,X
LIJSOTZ,X,X,X,O,O,O,X,X,X
LIJSOZT,X,X,X,O,O,O,X,X,X
LIJZTSO,X,X,O,X,X,X,X,X,X
LIJZTOS,X,X,O,X,X,X,X,X,X
LIJZSTO,X,X,O,X,X,O,X,X,X
LIJZSOT,X,X,O,O,X,O,X,X,X
LIJZOTS,X,X,O,X,X,X,X,X,X
LIJZOST,X,X,O,O,X,O,X,X,X
LIJOTSZ,X,X,X,O,X,X,X,O,X
LIJOTZS,X,X,X,X,X,X,X,O,X
LIJOSTZ,X,X,X,O,O,O,X,X,X
LIJOSZT,X,X,X,O,O,O,X,X,X
LIJOZTS,X,X,O,X,X,X,X,X,X
LIJOZST,X,X,O,O,X,O,X,X,X
LISTJZO,X,X,X,X,X,X,X,O,X
LISTJOZ,X,X,X,O,X,X,X,O,X
LISTZJO,O,X,X,X,X,X,X,O,X
LISTZOJ,O,X,X,X,X,X,X,O,X
LISTOJZ,X,X,X,O,X,X,X,O,X
LISTOZJ,O,X,X,X,X,X,X,O,X
LISJTZO,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,O,X,X,X,X,X
LISJZTO,X,X,X,X,X,X,X,X,X
LISJZOT,X,X,X,O,X,X,X,X,X
LISJOTZ,X,X,X,O,X,X,X,X,X
LISJOZT,X,X,X,O,X,X,X,X,X
LISZTJO,X,X,O,X,X,X,X,X,X
LISZTOJ,X,X,O,X,X,X,X,X,X
LISZJTO,X,X,O,X,X,X,X,X,X
LISZJOT,O,X,O,O,X,X,X,X,X
LISZOTJ,X,X,O,X,X,X,X,X,X
LISZOJT,O,X,O,O,X,X,X,X,X
LISOTJZ,X,X,X,O,X,X,X,O,X
LISOTZJ,O,X,X,X,X,X,X,O,X
LISOJTZ,X,X,X,O,X,X,X,X,X
LISOJZT,X,X,X,O,X,X,X,X,X
LISOZTJ,X,X,O,X,X,X,X,X,X
LISOZJT,O,X,O,O,X,X,X,X,X
LIZTJSO,X,X,O,X,X,X,O,O,X
LIZTJOS,X,X,O,X,X,X,O,O,X
LIZTSJO,X,X,O,X,X,X,O,O,X
LIZTSOJ,X,X,O,X,X,X,O,O,X
LIZTOJS,X,X,O,X,X,X,O,O,X
LIZTOSJ,X,X,O,X,X,X,O,O,X
LIZJTSO,X,X,O,X,X,X,X,X,X
LIZJTOS,X,X,O,X,X,X,X,X,X
LIZJSTO,X,X,O,X,O,O,X,X,X
LIZJSOT,X,X,O,O,O,O,X,X,X
LIZJOTS,X,X,O,X,X,X,X,X,X
LIZJOST,X,X,O,O,O,O,X,X,X
LIZSTJO,X,X,O,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,X,X,X
LIZSJTO,X,X,O,X,X,X,X,X,X
LIZSJOT,X,X,O,O,X,X,X,X,X
LIZSOTJ,X,X,O,X,X,X,X,X,X
LIZSOJT,X,X,O,O,X,X,X,X,X
LIZOTJS,X,X,O,X,X,X,O,O,X
LIZOTSJ,X,X,O,X,X,X,O,O,X
LIZOJTS,X,X,O,X,X,X,X,X,X
LIZOJST,X,X,O,O,O,O,X,X,X
LIZOSTJ,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,O,O,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,O,O,O
LIOTJZS,X,O,X,X,X,X,X,O,X
LIOTSJZ,X,X,X,O,X,X,O,O,X
LIOTSZJ,O,X,X,X,X,X,X,O,X
LIOTZJS,X,O,O,X,X,X,X,O,X
LIOTZSJ,X,O,O,X,X,X,X,O,X
LIOJTSZ,X,X,X,O,X,X,X,O,X
LIOJTZS,X,X,X,X,X,X,X,O,X
LIOJSTZ,X,X,X,O,O,O,X,X,X
LIOJSZT,X,X,X,O,O,O,X,X,X
LIOJZTS,X,X,O,X,X,X,X,X,X
LIOJZST,X,X,O,O,X,O,X,X,X
LIOSTJZ,X,X,X,O,X,X,X,O,X
LIOSTZJ,O,X,X,X,X,X,X,O,X
LIOSJTZ,X,X,X,O,X,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,O,X,X,X,X,X,X
LIOSZJT,O,X,O,O,X,X,X,X,X
LIOZTJS,X,X,O,X,X,X,O,O,X
LIOZTSJ,X,X,O,X,X,X,O,O,X
LIOZJTS,X,X,O,X,X,X,X,X,X
LIOZJST,X,X,O,O,O,O,X,X,X
LIOZSTJ,X,X,O,X,X,X,X,X,X
LIOZSJT,X,X,O,O,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,O,O
LJTISOZ,X,X,X,O,X,X,X,O,O
LJTIZSO,X,O,X,X,X,X,X,O,X
LJTIZOS,X,O,X,X,X,X,X,O,X
LJTIOSZ,X,X,X,O,X,X,X,O,O
LJTIOZS,X,O,X,X,X,X,X,O,X
LJTSIZO,X,X,X,X,X,X,X,X,O
LJTSIOZ,X,X,X,O,X,O,X,X,O
LJTSZIO,X,O,X,X,X,O,X,X,O
LJTSZOI,X,O,X,X,X,O,X,X,O
LJTSOIZ,X,X,X,O,X,O,X,X,O
LJTSOZI,X,O,X,X,X,O,X,X,O
LJTZISO,X,O,X,X,X,X,X,X,X
LJTZIOS,X,O,X,X,X,X,X,X,X
LJTZSIO,X,O,X,X,X,O,X,X,O
LJTZSOI,X,O,X,X,X,O,X,X,O
LJTZOIS,X,O,X,X,X,X,X,X,X
LJTZOSI,X,O,X,X,X,O,X,X,O
LJTOISZ,X,X,X,O,X,X,X,O,O
LJTOIZS,X,O,X,X,X,X,X,O,X
LJTOSIZ,X,X,X,O,X,O,X,X,O
LJTOSZI,X,O,X,X,X,O,X,X,O
LJTOZIS,X,O,X,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,O,X,X,O
LJITSZO,X,X,X,X,X,X,X,O,X
LJITSOZ,X,X,X,O,X,X,X,O,X
LJITZSO,X,X,X,X,X,X,X,O,X
LJITZOS,X,X,X,X,X,X,X,O,X
LJITOSZ,X,X,X,O,X,X,X,O,X
LJITOZS,X,X,X,X,X,X,X,O,X
LJISTZO,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,O,O,O,X,X,X
LJISZTO,X,X,X,X,O,O,X,X,X
LJISZOT,X,X,X,O,O,O,X,X,X
LJISOTZ,X,X,X,O,O,O,X,X,X
LJISOZT,X,X,X,O,O,O,X,X,X
LJIZTSO,X,X,O,X,X,X,X,X,X
LJIZTOS,X,X,O,X,X,X,X,X,X
LJIZSTO,X,X,O,X,X,O,X,X,X
LJIZSOT,X,X,O,O,X,O,X,X,X
LJIZOTS,X,X,O,X,X,X,X,X,X
LJIZOST,X,X,O,O,X,O,X,X,X
LJIOTSZ,X,X,X,O,X,X,X,O,X
LJIOTZS,X,X,X,X,X,X,X,O,X
LJIOSTZ,X,X,X,O,O,O,X,X,X
LJIOSZT,X,X,X,O,O,O,X,X,X
LJIOZTS,X,X,O,X,X,X,X,X,X
LJIOZST,X,X,O,O,X,O,X,X,X
LJSTIZO,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,O,O,O,X,X,X
LJSTZIO,X,X,X,X,X,O,X,X,X
LJSTZOI,X,X,X,X,X,O,X,X,X
LJSTOIZ,X,X,X,O,O,O,X,X,X
LJSTOZI,X,X,X,X,X,O,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,O,O,O,X,X,X
LJSIZTO,X,X,X,X,O,O,X,X,X
LJSIZOT,X,X,X,O,O,O,X,X,X
LJSIOTZ,X,X,X,O,O,O,X,X,X
LJSIOZT,X,X,X,O,O,O,X,X,X
LJSZTIO,X,X,X,X,O,O,X,X,X
LJSZTOI,X,X,X,X,O,O,X,X,X
LJSZITO,X,X,X,X,O,O,X,X,X
LJSZIOT,X,X,X,O,O,O,X,X,X
LJSZOTI,X,X,X,X,O,O,X,X,X
LJSZOIT,X,X,X,O,O,O,X,X,X
LJSOTIZ,X,X,X,O,O,O,X,X,X
LJSOTZI,X,X,X,X,X,O,X,X,X
LJSOITZ,X,X,X,O,O,O,X,X,X
LJSOIZT,X,X,X,O,O,O,X,X,X
LJSOZTI,X,X,X,X,O,O,X,X,X
LJSOZIT,X,X,X,O,O,O,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,X
LJZTIOS,X,X,O,X,X,X,X,X,X
LJZTSIO,X,X,O,X,X,O,X,X,X
LJZTSOI,X,X,O,X,X,O,X,X,X
LJZTOIS,X,X,O,X,X,X,X,X,X
LJZTOSI,X,X,O,X,X,O,X,X,X
LJZITSO,X,X,O,X,X,X,X,X,X
LJZITOS,X,X,O,X,X,X,X,X,X
LJZISTO,X,X,O,X,O,O,X,X,X
LJZISOT,X,X,O,O,O,O,X,X,X
LJZIOTS,X,X,O,X,X,X,X,X,X
LJZIOST,X,X,O,O,O,O,X,X,X
LJZSTIO,X,X,O,X,O,O,X,X,X
LJZSTOI,X,X,O,X,O,O,X,X,X
LJZSITO,X,X,O,X,O,O,X,X,X
LJZSIOT,X,X,O,O,O,O,X,X,X
LJZSOTI,X,X,O,X,O,O,X,X,X
LJZSOIT,X,X,O,O,O,O,X,X,X
LJZOTIS,X,X,O,X,X,X,X,X,X
LJZOTSI,X,X,O,X,X,O,X,X,X
LJZOITS,X,X,O,X,X,X,X,X,X
LJZOIST,X,X,O,O,O,O,X,X,X
LJZOSTI,X,X,O,X,O,O,X,X,X
LJZOSIT,X,X,O,O,O,O,X,X,X
LJOTISZ,X,X,X,O,X,X,X,O,O
LJOTIZS,X,O,X,X,X,X,X,O,X
LJOTSIZ,X,X,X,O,X,O,X,X,O
LJOTSZI,X,O,X,X,X,O,X,X,O
LJOTZIS,X,O,X,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,O,X,X,O
LJOITSZ,X,X,X,O,X,X,X,O,X
LJOITZS,X,X,X,X,X,X,X,O,X
LJOISTZ,X,X,X,O,O,O,X,X,X
LJOISZT,X,X,X,O,O,O,X,X,X
LJOIZTS,X,X,O,X,X,X,X,X,X
LJOIZST,X,X,O,O,X,O,X,X,X
LJOSTIZ,X,X,X,O,O,O,X,X,X
LJOSTZI,X,X,X,X,X,O,X,X,X
LJOSITZ,X,X,X,O,O,O,X,X,X
LJOSIZT,X,X,X,O,O,O,X,X,X
LJOSZTI,X,X,X,X,O,O,X,X,X
LJOSZIT,X,X,X,O,O,O,X,X,X
LJOZTIS,X,X,O,X,X,X,X,X,X
LJOZTSI,X,X,O,X,X,O,X,X,X
LJOZITS,X,X,O,X,X,X,X,X,X
LJOZIST,X,X,O,O,O,O,X,X,X
LJOZSTI,X,X,O,X,O,O,X,X,X
LJOZSIT,X,X,O,O,O,O,X,X,X
LSTIJZO,X,X,X,X,X,X,X,O,X
LSTIJOZ,X,X,X,O,X,X,X,O,X
LSTIZJO,O,X,X,X,X,X,X,O,X
LSTIZOJ,O,X,X,X,X,X,X,O,X
LSTIOJZ,X,X,X,O,X,X,X,O,X
LSTIOZJ,O,X,X,X,X,X,X,O,X
LSTJIZO,X,X,X,X,X,X,X,X,O
LSTJIOZ,X,X,X,O,X,X,X,X,O
LSTJZIO,X,O,X,X,X,X,X,X,O
LSTJZOI,X,O,X,X,X,X,X,X,O
LSTJOIZ,X,X,X,O,X,X,X,X,O
LSTJOZI,X,O,X,X,X,X,X,X,O
LSTZIJO,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,O,X,X,X,O,X
LSTOIZJ,O,X,X,X,X,X,X,O,X
LSTOJIZ,X,X,X,O,X,X,X,X,O
LSTOJZI,X,O,X,X,X,X,X,X,O
LSTOZIJ,O,O,X,X,X,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,O,X
LSITJOZ,X,X,X,O,X,X,X,O,X
LSITZJO,O,X,X,X,X,X,X,O,X
LSITZOJ,O,X,X,X,X,X,X,O,X
LSITOJZ,X,X,X,O,X,X,X,O,X
LSITOZJ,O,X,X,X,X,X,X,O,X
LSIJTZO,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,O,X,X,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,X
LSIJZOT,X,X,X,O,X,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,X,X
LSIJOZT,X,X,X,O,X,X,X,X,X
LSIZTJO,X,X,O,X,X,X,X,X,X
LSIZTOJ,X,X,O,X,X,X,X,X,X
LSIZJTO,X,X,O,X,X,X,X,X,X
LSIZJOT,O,X,O,O,X,X,X,X,X
LSIZOTJ,X,X,O,X,X,X,X,X,X
LSIZOJT,O,X,O,O,X,X,X,X,X
LSIOTJZ,X,X,X,O,X,X,X,O,X
LSIOTZJ,O,X,X,X,X,X,X,O,X
LSIOJTZ,X,X,X,O,X,X,X,X,X
LSIOJZT,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,X,O,X,X,X,X,X,X
LSIOZJT,O,X,O,O,X,X,X,X,X
LSJTIZO,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,X,X,O,X,O,X,X,X
LSJTZIO,X,X,X,X,X,O,X,X,X
LSJTZOI,X,X,X,X,X,O,X,X,X
LSJTOIZ,X,X,X,O,X,O,X,X,X
LSJTOZI,X,X,X,X,X,O,X,X,X
LSJITZO,X,X,X,X,X,X,X,X,X
LSJITOZ,X,X,X,O,X,O,X,X,X
LSJIZTO,X,X,X,X,X,O,X,X,X
LSJIZOT,X,X,X,O,X,O,X,X,X
LSJIOTZ,X,X,X,O,X,O,X,X,X
LSJIOZT,X,X,X,O,X,O,X,X,X
LSJZTIO,X,X,X,X,X,O,X,X,X
LSJZTOI,X,X,X,X,X,O,X,X,X
LSJZITO,X,X,X,X,X,O,X,X,X
LSJZIOT,X,X,X,O,X,O,X,X,X
LSJZOTI,X,X,X,X,X,O,X,X,X
LSJZOIT,X,X,X,O,X,O,X,X,X
LSJOTIZ,X,X,X,O,X,O,X,X,X
LSJOTZI,X,X,X,X,X,O,X,X,X
LSJOITZ,X,X,X,O,X,O,X,X,X
LSJOIZT,X,X,X,O,X,O,X,X,X
LSJOZTI,X,X,X,X,X,O,X,X,X
LSJOZIT,X,X,X,O,X,O,X,X,X
LSZTIJO,O,X,O,X,X,X,X,X,X
LSZTIOJ,O,X,O,X,X,X,X,X,X
LSZTJIO,O,X,O,X,X,X,X,X,X
LSZTJOI,O,X,O,X,X,X,X,X,X
LSZTOIJ,O,X,O,X,X,X,X,X,X
LSZTOJI,O,X,O,X,X,X,X,X,X
LSZITJO,X,X,O,X,X,X,X,X,X
LSZITOJ,X,X,O,X,X,X,X,X,X
LSZIJTO,X,X,O,X,X,X,X,X,X
LSZIJOT,O,X,O,O,X,X,X,X,X
LSZIOTJ,X,X,O,X,X,X,X,X,X
LSZIOJT,O,X,O,O,X,X,X,X,X
LSZJTIO,X,X,O,X,X,O,X,X,X
LSZJTOI,X,X,O,X,X,O,X,X,X
LSZJITO,X,X,O,X,X,O,X,X,X
LSZJIOT,O,X,O,O,X,O,X,X,X
LSZJOTI,O,X,O,X,X,O,X,X,X
LSZJOIT,O,X,O,O,X,O,X,X,X
LSZOTIJ,O,X,O,X,X,X,X,X,X
LSZOTJI,O,X,O,X,X,X,X,X,X
LSZOITJ,X,X,O,X,X,X,X,X,X
LSZOIJT,O,X,O,O,X,X,X,X,X
LSZOJTI,O,X,O,X,X,O,X,X,X
LSZOJIT,O,X,O,O,X,O,X,X,X
LSOTIJZ,X,X,X,O,X,X,X,O,X
LSOTIZJ,O,X,X,X,X,X,X,O,X
LSOTJIZ,X,X,X,O,X,X,X,X,O
LSOTJZI,X,O,X,X,X,X,X,X,O
LSOTZIJ,O,O,X,X,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,X,X
LSOITJZ,X,X,X,O,X,X,X,O,X
LSOITZJ,O,X,X,X,X,X,X,O,X
LSOIJTZ,X,X,X,O,X,X,X,X,X
LSOIJZT,X,X,X,O,X,X,X,X,X
LSOIZTJ,X,X,O,X,X,X,X,X,X
LSOIZJT,O,X,O,O,X,X,X,X,X
LSOJTIZ,X,X,X,O,X,O,X,X,X
LSOJTZI,X,X,X,X,X,O,X,X,X
LSOJITZ,X,X,X,O,X,O,X,X,X
LSOJIZT,X,X,X,O,X,O,X,X,X
LSOJZTI,X,X,X,X,X,O,X,X,X
LSOJZIT,X,X,X,O,X,O,X,X,X
LSOZTIJ,O,X,O,X,X,X,X,X,X
LSOZTJI,O,X,O,X,X,X,X,X,X
LSOZITJ,X,X,O,X,X,X,X,X,X
LSOZIJT,O,X,O,O,X,X,X,X,X
LSOZJTI,O,X,O,X,X,O,X,X,X
LSOZJIT,O,X,O,O,X,O,X,X,X
LZTIJSO,X,O,O,X,X,X,O,O,X
LZTIJOS,X,O,O,X,X,X,O,O,X
LZTISJO,X,X,O,X,X,X,O,O,X
LZTISOJ,X,O,O,X,X,X,O,O,X
LZTIOJS,X,O,O,X,X,X,O,O,X
LZTIOSJ,X,O,O,X,X,X,O,O,X
LZTJISO,X,O,O,X,X,X,O,X,X
LZTJIOS,X,O,O,X,X,X,O,X,X
LZTJSIO,X,O,O,X,X,O,O,X,O
LZTJSOI,X,O,O,X,X,O,O,X,O
LZTJOIS,X,O,O,X,X,X,O,X,X
LZTJOSI,X,O,O,X,X,O,O,X,O
LZTSIJO,X,X,O,X,X,X,O,X,X
LZTSIOJ,X,O,O,X,X,X,O,X,X
LZTSJIO,X,O,O,X,X,X,O,X,X
LZTSJOI,X,O,O,X,X,X,O,X,X
LZTSOIJ,X,O,O,X,X,X,O,X,X
LZTSOJI,X,O,O,X,X,X,O,X,X
LZTOIJS,X,O,O,X,X,X,O,O,X
LZTOISJ,X,O,O,X,X,X,O,O,X
LZTOJIS,X,O,O,X,X,X,O,X,X
LZTOJSI,X,O,O,X,X,O,O,X,O
LZTOSIJ,X,O,O,X,X,X,O,X,X
LZTOSJI,X,O,O,X,X,X,O,X,X
LZITJSO,X,X,O,X,X,X,O,O,X
LZITJOS,X,X,O,X,X,X,O,O,X
LZITSJO,X,X,O,X,X,X,O,O,X
LZITSOJ,X,X,O,X,X,X,O,O,X
LZITOJS,X,X,O,X,X,X,O,O,X
LZITOSJ,X,X,O,X,X,X,O,O,X
LZIJTSO,X,X,O,X,X,X,X,X,X
LZIJTOS,X,X,O,X,X,X,X,X,X
LZIJSTO,X,X,O,X,O,O,X,X,X
LZIJSOT,X,X,O,O,O,O,X,X,X
LZIJOTS,X,X,O,X,X,X,X,X,X
LZIJOST,X,X,O,O,O,O,X,X,X
LZISTJO,X,X,O,X,X,X,X,X,X
LZISTOJ,X,X,O,X,X,X,X,X,X
LZISJTO,X,X,O,X,X,X,X,X,X
LZISJOT,X,X,O,O,X,X,X,X,X
LZISOTJ,X,X,O,X,X,X,X,X,X
LZISOJT,X,X,O,O,X,X,X,X,X
LZIOTJS,X,X,O,X,X,X,O,O,X
LZIOTSJ,X,X,O,X,X,X,O,O,X
LZIOJTS,X,X,O,X,X,X,X,X,X
LZIOJST,X,X,O,O,O,O,X,X,X
LZIOSTJ,X,X,O,X,X,X,X,X,X
LZIOSJT,X,X,O,O,X,X,X,X,X
LZJTISO,X,X,O,X,X,X,X,X,X
LZJTIOS,X,X,O,X,X,X,X,X,X
LZJTSIO,X,X,O,X,X,O,X,X,X
LZJTSOI,X,X,O,X,X,O,X,X,X
LZJTOIS,X,X,O,X,X,X,X,X,X
LZJTOSI,X,X,O,X,X,O,X,X,X
LZJITSO,X,X,O,X,X,X,X,X,X
LZJITOS,X,X,O,X,X,X,X,X,X
LZJISTO,X,X,O,X,O,O,X,X,X
LZJISOT,X,X,O,O,O,O,X,X,X
LZJIOTS,X,X,O,X,X,X,X,X,X
LZJIOST,X,X,O,O,O,O,X,X,X
LZJSTIO,X,X,O,X,O,O,X,X,X
LZJSTOI,X,X,O,X,O,O,X,X,X
LZJSITO,X,X,O,X,O,O,X,X,X
LZJSIOT,X,X,O,O,O,O,X,X,X
LZJSOTI,X,X,O,X,O,O,X,X,X
LZJSOIT,X,X,O,O,O,O,X,X,X
LZJOTIS,X,X,O,X,X,X,X,X,X
LZJOTSI,X,X,O,X,X,O,X,X,X
LZJOITS,X,X,O,X,X,X,X,X,X
LZJOIST,X,X,O,O,O,O,X,X,X
LZJOSTI,X,X,O,X,O,O,X,X,X
LZJOSIT,X,X,O,O,O,O,X,X,X
LZSTIJO,X,X,O,X,X,X,X,X,X
LZSTIOJ,X,X,O,X,X,X,X,X,X
LZSTJIO,X,X,O,X,X,X,X,X,X
LZSTJOI,X,X,O,X,X,X,X,X,X
LZSTOIJ,X,X,O,X,X,X,X,X,X
LZSTOJI,X,X,O,X,X,X,X,X,X
LZSITJO,X,X,O,X,X,X,X,X,X
LZSITOJ,X,X,O,X,X,X,X,X,X
LZSIJTO,X,X,O,X,X,X,X,X,X
LZSIJOT,X,X,O,O,X,X,X,X,X
LZSIOTJ,X,X,O,X,X,X,X,X,X
LZSIOJT,X,X,O,O,X,X,X,X,X
LZSJTIO,X,X,O,X,X,O,X,X,X
LZSJTOI,X,X,O,X,X,O,X,X,X
LZSJITO,X,X,O,X,X,O,X,X,X
LZSJIOT,X,X,O,O,X,O,X,X,X
LZSJOTI,X,X,O,X,X,O,X,X,X
LZSJOIT,X,X,O,O,X,O,X,X,X
LZSOTIJ,X,X,O,X,X,X,X,X,X
LZSOTJI,X,X,O,X,X,X,X,X,X
LZSOITJ,X,X,O,X,X,X,X,X,X
LZSOIJT,X,X,O,O,X,X,X,X,X
LZSOJTI,X,X,O,X,X,O,X,X,X
LZSOJIT,X,X,O,O,X,O,X,X,X
LZOTIJS,X,O,O,X,X,X,O,O,X
LZOTISJ,X,O,O,X,X,X,O,O,X
LZOTJIS,X,O,O,X,X,X,O,X,X
LZOTJSI,X,O,O,X,X,O,O,X,O
LZOTSIJ,X,O,O,X,X,X,O,X,X
LZOTSJI,X,O,O,X,X,X,O,X,X
LZOITJS,X,X,O,X,X,X,O,O,X
LZOITSJ,X,X,O,X,X,X,O,O,X
LZOIJTS,X,X,O,X,X,X,X,X,X
LZOIJST,X,X,O,O,O,O,X,X,X
LZOISTJ,X,X,O,X,X,X,X,X,X
LZOISJT,X,X,O,O,X,X,X,X,X
LZOJTIS,X,X,O,X,X,X,X,X,X
LZOJTSI,X,X,O,X,X,O,X,X,X
LZOJITS,X,X,O,X,X,X,X,X,X
LZOJIST,X,X,O,O,O,O,X,X,X
LZOJSTI,X,X,O,X,O,O,X,X,X
LZOJSIT,X,X,O,O,O,O,X,X,X
LZOSTIJ,X,X,O,X,X,X,X,X,X
LZOSTJI,X,X,O,X,X,X,X,X,X
LZOSITJ,X,X,O,X,X,X,X,X,X
LZOSIJT,X,X,O,O,X,X,X,X,X
LZOSJTI,X,X,O,X,X,O,X,X,X
LZOSJIT,X,X,O,O,X,O,X,X,X
LOTIJSZ,X,X,X,O,X,X,O,O,O
LOTIJZS,X,O,X,X,X,X,X,O,X
LOTISJZ,X,X,X,O,X,X,O,O,X
LOTISZJ,O,X,X,X,X,X,X,O,X
LOTIZJS,X,O,O,X,X,X,X,O,X
LOTIZSJ,X,O,O,X,X,X,X,O,X
LOTJISZ,X,X,X,O,X,X,O,O,O
LOTJIZS,X,O,X,X,X,X,X,O,X
LOTJSIZ,X,X,X,O,X,O,O,X,O
LOTJSZI,X,O,X,X,X,O,X,X,O
LOTJZIS,X,O,X,X,X,X,O,X,X
LOTJZSI,X,O,X,X,X,O,O,X,O
LOTSIJZ,X,X,X,O,X,X,O,O,X
LOTSIZJ,O,X,X,X,X,X,X,O,X
LOTSJIZ,X,X,X,O,X,X,O,X,O
LOTSJZI,X,O,X,X,X,X,X,X,O
LOTSZIJ,O,O,X,X,X,X,X,X,X
LOTSZJI,O,O,X,X,X,X,X,X,X
LOTZIJS,X,O,O,X,X,X,O,O,X
LOTZISJ,X,O,O,X,X,X,O,O,X
LOTZJIS,X,O,O,X,X,X,O,X,X
