sequence,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFibBGeBUhBFiBRr?B3rB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFibBUdBGeBFhBRr?B3rB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFUdBGeBxgBimBll?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFUdBGeBRgB1mBzl?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFGeBRgBFiB0mBzl?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFGeBRgBFiBXmBzm?BUrB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFRcBGeBFiB0mB/l?BKrB
LSIJTZO,X,O,O,O,O,O,X
LSIJTOZ,X,O,O,O,X,O,X
LSIJZTO,O,O,O,O,O,O,X
LSIJZOT,O,O,O,X,X,X,X
LSIJOTZ,X,O,O,X,X,O,X
LSIJOZT,O,O,O,X,X,X,X
LSIZTJO,O,O,O,O,O,O,X
LSIZTOJ,O,O,O,O,X,X,X
LSIZJTO,O,O,O,O,O,O,X
LSIZJOT,O,O,O,X,X,X,X
LSIZOTJ,O,O,O,X,X,X,X
LSIZOJT,O,O,O,X,X,X,X
LSIOTJZ,X,O,O,X,X,O,X
LSIOTZJ,X,O,O,X,X,X,X
LSIOJTZ,X,O,O,X,X,O,X
LSIOJZT,O,O,O,X,X,X,X
LSIOZTJ,O,O,O,X,X,X,X
LSIOZJT,O,O,O,X,X,X,X
LSJTIZO,X,O,O,O,O,O,X
LSJTIOZ,X,O,O,O,X,O,X
LSJTZIO,X,X,O,O,X,X,X
LSJTZOI,X,O,O,O,X,X,X
LSJTOIZ,X,O,O,O,X,X,X
LSJTOZI,X,O,O,O,X,X,X
LSJITZO,X,O,O,O,O,O,X
LSJITOZ,X,O,O,O,X,O,X
LSJIZTO,O,O,O,O,O,O,X
LSJIZOT,O,O,O,X,X,X,X
LSJIOTZ,X,O,O,X,X,O,X
LSJIOZT,O,O,O,X,X,X,X
LSJZTIO,X,X,O,O,O,X,X
LSJZTOI,O,X,O,O,X,X,X
LSJZITO,O,X,O,O,O,O,X
LSJZIOT,O,X,O,X,X,X,X
LSJZOTI,O,O,O,O,X,X,X
LSJZOIT,O,O,O,X,X,X,X
LSJOTIZ,X,O,O,O,X,X,X
LSJOTZI,X,O,O,O,X,X,X
LSJOITZ,X,O,O,X,X,O,X
LSJOIZT,O,O,O,X,X,X,X
LSJOZTI,O,O,O,O,X,X,X
LSJOZIT,O,O,O,X,X,X,X
LSZTIJO,X,X,O,O,O,X,X
LSZTIOJ,X,X,O,O,X,X,X
LSZTJIO,X,X,O,O,O,X,X
LSZTJOI,O,X,O,O,X,X,X
LSZTOIJ,X,X,O,O,X,X,X
LSZTOJI,O,X,O,O,X,X,X
LSZITJO,O,X,O,O,O,O,X
LSZITOJ,O,X,O,O,X,X,X
LSZIJTO,O,X,O,O,O,O,X
LSZIJOT,O,X,O,X,X,X,X
LSZIOTJ,O,X,O,X,X,X,X
LSZIOJT,O,X,O,X,X,X,X
LSZJTIO,X,X,O,O,O,X,X
LSZJTOI,O,X,O,O,X,X,X
LSZJITO,O,X,O,O,O,O,X
LSZJIOT,O,X,O,X,X,X,X
LSZJOTI,O,O,O,O,X,X,X
LSZJOIT,O,O,O,X,X,X,X
LSZOTIJ,X,X,O,O,X,X,X
LSZOTJI,O,X,O,O,X,X,X
LSZOITJ,O,X,O,X,X,X,X
LSZOIJT,O,X,O,X,X,X,X
LSZOJTI,O,O,O,O,X,X,X
LSZOJIT,O,O,O,X,X,X,X
LSOTIJZ,X,O,O,O,X,X,X
LSOTIZJ,X,O,O,O,X,X,X
LSOTJIZ,X,O,O,O,X,X,X
LSOTJZI,X,O,O,O,X,X,X
LSOTZIJ,X,X,O,O,X,X,X
LSOTZJI,X,O,O,O,X,X,X
LSOITJZ,X,O,O,X,X,O,X
LSOITZJ,X,O,O,X,X,X,X
LSOIJTZ,X,O,O,X,X,O,X
LSOIJZT,O,O,O,X,X,X,X
LSOIZTJ,O,O,O,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X
LSOJTIZ,X,O,O,O,X,X,X
LSOJTZI,X,O,O,O,X,X,X
LSOJITZ,X,O,O,X,X,O,X
LSOJIZT,O,O,O,X,X,X,X
LSOJZTI,O,O,O,O,X,X,X
LSOJZIT,O,O,O,X,X,X,X
LSOZTIJ,X,X,O,O,X,X,X
LSOZTJI,O,X,O,O,X,X,X
LSOZITJ,O,X,O,X,X,X,X
LSOZIJT,O,X,O,X,X,X,X
LSOZJTI,O,O,O,O,X,X,X
LSOZJIT,O,O,O,X,X,X,X
LZTIJSO,O,O,X,X,O,O,O
LZTIJOS,O,O,X,X,O,X,O
LZTISJO,O,O,X,X,O,X,O
LZTISOJ,O,O,X,X,X,X,O
LZTIOJS,O,O,X,X,O,X,O
LZTIOSJ,O,O,X,X,X,X,O
LZTJISO,O,O,X,X,O,O,O
LZTJIOS,O,O,X,X,O,X,O
LZTJSIO,X,X,X,O,O,X,O
LZTJSOI,O,O,X,O,X,X,O
LZTJOIS,O,O,X,X,O,X,O
LZTJOSI,O,O,X,X,X,X,O
LZTSIJO,X,X,X,O,O,X,O
LZTSIOJ,X,X,X,O,X,X,O
LZTSJIO,X,X,X,O,O,X,O
LZTSJOI,O,O,X,O,X,X,O
LZTSOIJ,X,X,X,O,X,X,O
LZTSOJI,O,O,X,O,X,X,O
LZTOIJS,O,O,X,X,O,X,O
LZTOISJ,O,O,X,X,X,X,O
LZTOJIS,O,O,X,X,O,X,O
LZTOJSI,O,O,X,X,X,X,O
LZTOSIJ,X,X,X,X,X,X,O
LZTOSJI,O,O,X,X,X,X,O
LZITJSO,O,O,X,X,O,O,X
LZITJOS,O,O,X,X,O,X,X
LZITSJO,O,O,X,X,O,X,X
LZITSOJ,O,O,X,X,X,X,X
LZITOJS,O,O,X,X,O,X,X
LZITOSJ,O,O,X,X,X,X,X
LZIJTSO,O,O,X,X,O,O,X
LZIJTOS,O,O,X,X,O,X,X
LZIJSTO,O,O,X,O,O,O,X
LZIJSOT,O,O,X,X,X,X,X
LZIJOTS,O,O,X,X,O,X,X
LZIJOST,O,O,O,X,X,X,X
LZISTJO,O,O,X,O,O,O,X
LZISTOJ,O,O,X,O,X,X,X
LZISJTO,O,O,X,O,O,O,X
LZISJOT,O,O,X,X,X,X,X
LZISOTJ,O,O,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X
LZIOTJS,O,O,X,X,O,X,X
LZIOTSJ,O,O,X,X,X,X,X
LZIOJTS,O,O,X,X,O,X,X
LZIOJST,O,O,O,X,X,X,X
LZIOSTJ,O,O,X,X,X,X,X
LZIOSJT,O,O,X,X,X,X,X
LZJTISO,O,O,X,X,O,O,O
LZJTIOS,O,O,X,X,O,X,O
LZJTSIO,X,X,X,O,O,X,O
LZJTSOI,O,O,X,O,X,X,O
LZJTOIS,O,O,X,X,O,X,O
LZJTOSI,O,O,X,X,X,X,O
LZJITSO,O,O,X,X,O,O,X
LZJITOS,O,O,X,X,O,X,X
LZJISTO,O,O,X,O,O,O,X
LZJISOT,O,O,X,X,X,X,X
LZJIOTS,O,O,X,X,O,X,X
LZJIOST,O,O,O,X,X,X,X
LZJSTIO,X,X,O,O,O,X,X
LZJSTOI,O,X,O,O,X,X,X
LZJSITO,O,X,O,O,O,O,X
LZJSIOT,O,X,O,X,X,X,X
LZJSOTI,O,O,O,O,X,X,X
LZJSOIT,O,O,O,X,X,X,X
LZJOTIS,O,O,X,X,O,X,O
LZJOTSI,O,O,X,X,X,X,O
LZJOITS,O,O,X,X,O,X,X
LZJOIST,O,O,O,X,X,X,X
LZJOSTI,O,O,O,O,X,X,X
LZJOSIT,O,O,O,X,X,X,X
LZSTIJO,X,X,O,O,O,X,X
LZSTIOJ,X,X,O,O,X,X,X
LZSTJIO,X,X,O,O,O,X,X
LZSTJOI,O,X,O,O,X,X,X
LZSTOIJ,X,X,O,O,X,X,X
LZSTOJI,O,X,O,O,X,X,X
LZSITJO,O,X,O,O,O,O,X
LZSITOJ,O,X,O,O,X,X,X
LZSIJTO,O,X,O,O,O,O,X
LZSIJOT,O,X,O,X,X,X,X
LZSIOTJ,O,X,O,X,X,X,X
LZSIOJT,O,X,O,X,X,X,X
LZSJTIO,X,X,O,O,O,X,X
LZSJTOI,O,X,O,O,X,X,X
LZSJITO,O,X,O,O,O,O,X
LZSJIOT,O,X,O,X,X,X,X
LZSJOTI,O,O,O,O,X,X,X
LZSJOIT,O,O,O,X,X,X,X
LZSOTIJ,X,X,O,O,X,X,X
LZSOTJI,O,X,O,O,X,X,X
LZSOITJ,O,X,O,X,X,X,X
LZSOIJT,O,X,O,X,X,X,X
LZSOJTI,O,O,O,O,X,X,X
LZSOJIT,O,O,O,X,X,X,X
LZOTIJS,O,O,X,X,O,X,O
LZOTISJ,O,O,X,X,X,X,O
LZOTJIS,O,O,X,X,O,X,O
LZOTJSI,O,O,X,X,X,X,O
LZOTSIJ,X,X,X,X,X,X,O
LZOTSJI,O,O,X,X,X,X,O
LZOITJS,O,O,X,X,O,X,X
LZOITSJ,O,O,X,X,X,X,X
LZOIJTS,O,O,X,X,O,X,X
LZOIJST,O,O,O,X,X,X,X
LZOISTJ,O,O,X,X,X,X,X
LZOISJT,O,O,X,X,X,X,X
LZOJTIS,O,O,X,X,O,X,O
LZOJTSI,O,O,X,X,X,X,O
LZOJITS,O,O,X,X,O,X,X
LZOJIST,O,O,O,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X
LZOJSIT,O,O,O,X,X,X,X
LZOSTIJ,X,X,O,O,X,X,X
LZOSTJI,O,X,O,O,X,X,X
LZOSITJ,O,X,O,X,X,X,X
LZOSIJT,O,X,O,X,X,X,X
LZOSJTI,O,O,O,O,X,X,X
LZOSJIT,O,O,O,X,X,X,X
LOTIJSZ,X,O,X,X,X,O,X
LOTIJZS,O,O,X,X,O,X,X
LOTISJZ,X,O,X,X,X,X,X
LOTISZJ,X,O,X,X,X,X,X
LOTIZJS,O,O,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,X,X
LOTJISZ,X,O,X,X,X,O,X
LOTJIZS,O,O,X,X,O,X,X
LOTJSIZ,X,O,X,X,X,X,X
LOTJSZI,X,O,X,X,X,X,X
LOTJZIS,O,O,X,X,X,X,X
LOTJZSI,O,O,X,X,X,X,X
LOTSIJZ,X,O,X,X,X,X,X
LOTSIZJ,X,O,X,X,X,X,X
LOTSJIZ,X,O,X,X,X,X,X
LOTSJZI,X,O,X,X,X,X,X
LOTSZIJ,X,X,X,X,X,X,X
LOTSZJI,X,O,X,X,X,X,X
LOTZIJS,O,O,X,X,X,X,X
LOTZISJ,O,O,X,X,X,X,X
LOTZJIS,O,O,X,X,X,X,X
LOTZJSI,O,O,X,X,X,X,X
LOTZSIJ,X,X,X,X,X,X,X
LOTZSJI,O,O,X,X,X,X,X
LOITJSZ,X,O,X,X,X,O,X
LOITJZS,O,O,X,X,O,X,X
LOITSJZ,X,O,X,X,X,X,X
LOITSZJ,X,O,X,X,X,X,X
LOITZJS,O,O,X,X,X,X,X
LOITZSJ,O,O,X,X,X,X,X
LOIJTSZ,X,O,X,X,X,O,X
LOIJTZS,O,O,X,X,O,X,X
LOIJSTZ,X,O,X,X,X,O,X
LOIJSZT,O,O,X,X,X,X,X
LOIJZTS,O,O,X,X,O,X,X
LOIJZST,O,O,O,X,X,X,X
LOISTJZ,X,O,X,X,X,O,X
LOISTZJ,X,O,X,X,X,X,X
LOISJTZ,X,O,X,X,X,O,X
LOISJZT,O,O,X,X,X,X,X
LOISZTJ,O,O,X,X,X,X,X
LOISZJT,O,O,X,X,X,X,X
LOIZTJS,O,O,X,X,O,X,X
LOIZTSJ,O,O,X,X,X,X,X
LOIZJTS,O,O,X,X,O,X,X
LOIZJST,O,O,O,X,X,X,X
LOIZSTJ,O,O,X,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X
LOJTISZ,X,O,X,X,X,O,X
LOJTIZS,O,O,X,X,O,X,X
LOJTSIZ,X,O,X,X,X,X,X
LOJTSZI,X,O,X,X,X,X,X
LOJTZIS,O,O,X,X,X,X,X
LOJTZSI,O,O,X,X,X,X,X
LOJITSZ,X,O,X,X,X,O,X
LOJITZS,O,O,X,X,O,X,X
LOJISTZ,X,O,X,X,X,O,X
LOJISZT,O,O,X,X,X,X,X
LOJIZTS,O,O,X,X,O,X,X
LOJIZST,O,O,O,X,X,X,X
LOJSTIZ,X,O,O,O,X,X,X
LOJSTZI,X,O,O,O,X,X,X
LOJSITZ,X,O,O,X,X,O,X
LOJSIZT,O,O,O,X,X,X,X
LOJSZTI,O,O,O,O,X,X,X
LOJSZIT,O,O,O,X,X,X,X
LOJZTIS,O,O,X,X,O,X,O
LOJZTSI,O,O,X,X,X,X,O
LOJZITS,O,O,X,X,O,X,X
LOJZIST,O,O,O,X,X,X,X
LOJZSTI,O,O,O,O,X,X,X
LOJZSIT,O,O,O,X,X,X,X
LOSTIJZ,X,O,O,O,X,X,X
LOSTIZJ,X,O,O,O,X,X,X
LOSTJIZ,X,O,O,O,X,X,X
LOSTJZI,X,O,O,O,X,X,X
LOSTZIJ,X,X,O,O,X,X,X
LOSTZJI,X,O,O,O,X,X,X
LOSITJZ,X,O,O,X,X,O,X
LOSITZJ,X,O,O,X,X,X,X
LOSIJTZ,X,O,O,X,X,O,X
LOSIJZT,O,O,O,X,X,X,X
LOSIZTJ,O,O,O,X,X,X,X
LOSIZJT,O,O,O,X,X,X,X
LOSJTIZ,X,O,O,O,X,X,X
LOSJTZI,X,O,O,O,X,X,X
LOSJITZ,X,O,O,X,X,O,X
LOSJIZT,O,O,O,X,X,X,X
LOSJZTI,O,O,O,O,X,X,X
LOSJZIT,O,O,O,X,X,X,X
LOSZTIJ,X,X,O,O,X,X,X
LOSZTJI,O,X,O,O,X,X,X
LOSZITJ,O,X,O,X,X,X,X
LOSZIJT,O,X,O,X,X,X,X
LOSZJTI,O,O,O,O,X,X,X
LOSZJIT,O,O,O,X,X,X,X
LOZTIJS,O,O,X,X,O,X,O
LOZTISJ,O,O,X,X,X,X,O
LOZTJIS,O,O,X,X,O,X,O
LOZTJSI,O,O,X,X,X,X,O
LOZTSIJ,X,X,X,X,X,X,O
LOZTSJI,O,O,X,X,X,X,O
LOZITJS,O,O,X,X,O,X,X
LOZITSJ,O,O,X,X,X,X,X
LOZIJTS,O,O,X,X,O,X,X
LOZIJST,O,O,O,X,X,X,X
LOZISTJ,O,O,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,X
LOZJTIS,O,O,X,X,O,X,O
LOZJTSI,O,O,X,X,X,X,O
LOZJITS,O,O,X,X,O,X,X
LOZJIST,O,O,O,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X
LOZJSIT,O,O,O,X,X,X,X
LOZSTIJ,X,X,O,O,X,X,X
LOZSTJI,O,X,O,O,X,X,X
LOZSITJ,O,X,O,X,X,X,X
LOZSIJT,O,X,O,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X
LOZSJIT,O,O,O,X,X,X,X
JTILSZO,X,O,X,X,O,O,X
JTILSOZ,X,O,X,X,X,O,X
JTILZSO,O,O,X,X,O,O,X
JTILZOS,O,O,X,X,O,X,X
JTILOSZ,X,O,X,X,X,O,X
JTILOZS,O,O,X,X,O,X,X
JTISLZO,X,O,X,X,O,O,X
JTISLOZ,X,O,X,X,X,O,X
JTISZLO,O,O,X,X,X,O,X
JTISZOL,O,O,X,X,X,X,X
JTISOLZ,X,O,X,X,X,O,X
JTISOZL,O,O,X,X,X,X,X
JTIZLSO,O,O,X,X,O,O,X
JTIZLOS,O,O,X,X,O,X,X
JTIZSLO,O,O,X,X,O,X,X
JTIZSOL,O,O,X,X,X,X,X
JTIZOLS,O,O,X,X,O,X,X
JTIZOSL,O,O,O,X,X,X,X
JTIOLSZ,X,O,X,X,X,O,X
JTIOLZS,O,O,X,X,O,X,X
JTIOSLZ,X,O,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X
JTIOZLS,O,O,X,X,X,X,X
JTIOZSL,O,O,O,X,X,X,X
JTLISZO,X,O,X,X,O,O,X
JTLISOZ,X,O,X,X,X,O,X
JTLIZSO,O,O,X,X,O,O,X
JTLIZOS,O,O,X,X,O,X,X
JTLIOSZ,X,O,X,X,X,O,X
JTLIOZS,O,O,X,X,O,X,X
JTLSIZO,X,O,X,O,O,O,X
JTLSIOZ,X,O,X,O,X,O,X
JTLSZIO,X,X,X,O,X,X,X
JTLSZOI,X,O,X,O,X,X,X
JTLSOIZ,X,O,X,O,X,X,X
JTLSOZI,X,O,X,O,X,X,X
JTLZISO,O,O,X,X,O,O,X
JTLZIOS,O,O,X,X,O,X,X
JTLZSIO,X,X,X,O,O,X,X
JTLZSOI,O,O,X,O,X,X,X
JTLZOIS,O,O,X,X,O,X,X
JTLZOSI,O,O,X,X,X,X,X
JTLOISZ,X,O,X,X,X,O,X
JTLOIZS,O,O,X,X,O,X,X
JTLOSIZ,X,O,X,X,X,X,X
JTLOSZI,X,O,X,X,X,X,X
JTLOZIS,O,O,X,X,X,X,X
JTLOZSI,O,O,X,X,X,X,X
JTSILZO,X,O,O,O,O,O,X
JTSILOZ,X,O,O,O,X,O,X
JTSIZLO,O,O,X,O,X,O,X
JTSIZOL,O,O,O,O,X,X,X
JTSIOLZ,X,O,O,O,X,O,X
JTSIOZL,O,O,O,O,X,X,X
JTSLIZO,X,O,O,O,O,O,X
JTSLIOZ,X,O,O,O,X,O,X
JTSLZIO,X,X,O,O,X,X,X
JTSLZOI,X,O,O,O,X,X,X
JTSLOIZ,X,O,O,O,X,X,X
JTSLOZI,X,O,O,O,X,X,X
JTSZILO,X,X,X,O,X,O,X
JTSZIOL,X,X,O,O,X,X,X
JTSZLIO,X,X,O,O,X,X,X
JTSZLOI,O,O,O,O,X,X,X
JTSZOIL,X,X,O,O,X,X,X
JTSZOLI,O,O,O,O,X,X,X
JTSOILZ,X,O,O,O,X,O,X
JTSOIZL,O,O,O,O,X,X,X
JTSOLIZ,X,O,O,O,X,X,X
JTSOLZI,X,O,O,O,X,X,X
JTSOZIL,X,X,O,O,X,X,X
JTSOZLI,O,O,O,O,X,X,X
JTZILSO,O,O,X,X,O,O,O
JTZILOS,O,O,X,X,O,X,O
JTZISLO,O,O,X,X,O,X,X
JTZISOL,O,O,X,X,X,X,X
JTZIOLS,O,O,X,X,O,X,O
JTZIOSL,O,O,O,X,X,X,X
JTZLISO,O,O,X,X,O,O,O
JTZLIOS,O,O,X,X,O,X,O
JTZLSIO,X,X,X,O,O,X,O
JTZLSOI,O,O,X,O,X,X,O
JTZLOIS,O,O,X,X,O,X,O
JTZLOSI,O,O,X,X,X,X,O
JTZSILO,X,X,X,O,O,O,X
JTZSIOL,X,X,O,O,X,X,X
JTZSLIO,X,X,O,O,O,X,O
JTZSLOI,O,O,O,O,X,X,O
JTZSOIL,X,X,O,O,X,X,X
JTZSOLI,O,O,O,O,X,X,O
JTZOILS,O,O,X,X,O,X,O
JTZOISL,O,O,O,X,X,X,X
JTZOLIS,O,O,X,X,O,X,O
JTZOLSI,O,O,X,X,X,X,O
JTZOSIL,X,X,O,X,X,X,X
JTZOSLI,O,O,O,X,X,X,O
JTOILSZ,X,O,X,X,X,O,X
JTOILZS,O,O,X,X,O,X,X
JTOISLZ,X,O,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X
JTOIZLS,O,O,X,X,X,X,X
JTOIZSL,O,O,O,X,X,X,X
JTOLISZ,X,O,X,X,X,O,X
JTOLIZS,O,O,X,X,O,X,X
JTOLSIZ,X,O,X,X,X,X,X
JTOLSZI,X,O,X,X,X,X,X
JTOLZIS,O,O,X,X,X,X,X
JTOLZSI,O,O,X,X,X,X,X
JTOSILZ,X,O,O,X,X,O,X
JTOSIZL,O,O,O,X,X,X,X
JTOSLIZ,X,O,O,X,X,X,X
JTOSLZI,X,O,O,X,X,X,X
JTOSZIL,X,X,O,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X
JTOZILS,O,O,X,X,X,X,O
JTOZISL,O,O,O,X,X,X,X
JTOZLIS,O,O,X,X,X,X,O
JTOZLSI,O,O,X,X,X,X,O
JTOZSIL,X,X,O,X,X,X,X
JTOZSLI,O,O,O,X,X,X,O
JITLSZO,X,O,X,X,O,O,X
JITLSOZ,X,O,X,X,X,O,X
JITLZSO,O,O,X,X,O,O,X
JITLZOS,O,O,X,X,O,X,X
JITLOSZ,X,O,X,X,X,O,X
JITLOZS,O,O,X,X,O,X,X
JITSLZO,X,O,X,X,O,O,X
JITSLOZ,X,O,X,X,X,O,X
JITSZLO,O,O,X,X,X,O,X
JITSZOL,O,O,X,X,X,X,X
JITSOLZ,X,O,X,X,X,O,X
JITSOZL,O,O,X,X,X,X,X
JITZLSO,O,O,X,X,O,O,X
JITZLOS,O,O,X,X,O,X,X
JITZSLO,O,O,X,X,O,X,X
JITZSOL,O,O,X,X,X,X,X
JITZOLS,O,O,X,X,O,X,X
JITZOSL,O,O,O,X,X,X,X
JITOLSZ,X,O,X,X,X,O,X
JITOLZS,O,O,X,X,O,X,X
JITOSLZ,X,O,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X
JITOZLS,O,O,X,X,X,X,X
JITOZSL,O,O,O,X,X,X,X
JILTSZO,X,O,X,X,O,O,X
JILTSOZ,X,O,X,X,X,O,X
JILTZSO,O,O,X,X,O,O,X
JILTZOS,O,O,X,X,O,X,X
JILTOSZ,X,O,X,X,X,O,X
JILTOZS,O,O,X,X,O,X,X
JILSTZO,X,O,X,O,O,O,X
JILSTOZ,X,O,X,O,X,O,X
JILSZTO,O,O,X,O,O,O,X
JILSZOT,O,O,X,X,X,X,X
JILSOTZ,X,O,X,X,X,O,X
JILSOZT,O,O,X,X,X,X,X
JILZTSO,O,O,X,X,O,O,X
JILZTOS,O,O,X,X,O,X,X
JILZSTO,O,O,X,O,O,O,X
JILZSOT,O,O,X,X,X,X,X
JILZOTS,O,O,X,X,O,X,X
JILZOST,O,O,O,X,X,X,X
JILOTSZ,X,O,X,X,X,O,X
JILOTZS,O,O,X,X,O,X,X
JILOSTZ,X,O,X,X,X,O,X
JILOSZT,O,O,X,X,X,X,X
JILOZTS,O,O,X,X,O,X,X
JILOZST,O,O,O,X,X,X,X
JISTLZO,X,O,O,O,O,O,X
JISTLOZ,X,O,O,O,X,O,X
JISTZLO,O,O,X,O,X,O,X
JISTZOL,O,O,O,O,X,X,X
JISTOLZ,X,O,O,O,X,O,X
JISTOZL,O,O,O,O,X,X,X
JISLTZO,X,O,O,O,O,O,X
JISLTOZ,X,O,O,O,X,O,X
JISLZTO,O,O,O,O,O,O,X
JISLZOT,O,O,O,X,X,X,X
JISLOTZ,X,O,O,X,X,O,X
JISLOZT,O,O,O,X,X,X,X
JISZTLO,O,O,X,O,O,O,X
JISZTOL,O,O,O,O,X,X,X
JISZLTO,O,O,O,O,O,O,X
JISZLOT,O,O,O,X,X,X,X
JISZOTL,O,O,O,X,X,X,X
JISZOLT,O,O,O,X,X,X,X
JISOTLZ,X,O,O,X,X,O,X
JISOTZL,O,O,O,X,X,X,X
JISOLTZ,X,O,O,X,X,O,X
JISOLZT,O,O,O,X,X,X,X
JISOZTL,O,O,O,X,X,X,X
JISOZLT,O,O,O,X,X,X,X
JIZTLSO,O,O,X,X,O,O,O
JIZTLOS,O,O,X,X,O,X,O
JIZTSLO,O,O,X,X,O,X,X
JIZTSOL,O,O,X,X,X,X,X
JIZTOLS,O,O,X,X,O,X,O
JIZTOSL,O,O,O,X,X,X,X
JIZLTSO,O,O,X,X,O,O,X
JIZLTOS,O,O,X,X,O,X,X
JIZLSTO,O,O,X,O,O,O,X
JIZLSOT,O,O,X,X,X,X,X
JIZLOTS,O,O,X,X,O,X,X
JIZLOST,O,O,O,X,X,X,X
JIZSTLO,O,O,X,O,O,O,X
JIZSTOL,O,O,O,O,X,X,X
JIZSLTO,O,O,O,O,O,O,X
JIZSLOT,O,O,O,X,X,X,X
JIZSOTL,O,O,O,X,X,X,X
JIZSOLT,O,O,O,X,X,X,X
JIZOTLS,O,O,X,X,O,X,O
JIZOTSL,O,O,O,X,X,X,X
JIZOLTS,O,O,X,X,O,X,X
JIZOLST,O,O,O,X,X,X,X
JIZOSTL,O,O,O,X,X,X,X
JIZOSLT,O,O,O,X,X,X,X
JIOTLSZ,X,O,X,X,X,O,X
JIOTLZS,O,O,X,X,O,X,X
JIOTSLZ,X,O,X,X,X,X,X
JIOTSZL,O,O,X,X,X,X,X
JIOTZLS,O,O,X,X,X,X,X
JIOTZSL,O,O,O,X,X,X,X
JIOLTSZ,X,O,X,X,X,O,X
JIOLTZS,O,O,X,X,O,X,X
JIOLSTZ,X,O,X,X,X,O,X
JIOLSZT,O,O,X,X,X,X,X
JIOLZTS,O,O,X,X,O,X,X
JIOLZST,O,O,O,X,X,X,X
JIOSTLZ,X,O,O,X,X,O,X
JIOSTZL,O,O,O,X,X,X,X
JIOSLTZ,X,O,O,X,X,O,X
JIOSLZT,O,O,O,X,X,X,X
JIOSZTL,O,O,O,X,X,X,X
JIOSZLT,O,O,O,X,X,X,X
JIOZTLS,O,O,X,X,O,X,O
JIOZTSL,O,O,O,X,X,X,X
JIOZLTS,O,O,X,X,O,X,X
JIOZLST,O,O,O,X,X,X,X
JIOZSTL,O,O,O,X,X,X,X
JIOZSLT,O,O,O,X,X,X,X
JLTISZO,X,O,X,X,O,O,X
JLTISOZ,X,O,X,X,X,O,X
JLTIZSO,O,O,X,X,O,O,X
JLTIZOS,O,O,X,X,O,X,X
JLTIOSZ,X,O,X,X,X,O,X
JLTIOZS,O,O,X,X,O,X,X
JLTSIZO,X,O,X,O,O,O,X
JLTSIOZ,X,O,X,O,X,O,X
JLTSZIO,X,X,X,O,X,X,X
JLTSZOI,X,O,X,O,X,X,X
JLTSOIZ,X,O,X,O,X,X,X
JLTSOZI,X,O,X,O,X,X,X
JLTZISO,O,O,X,X,O,O,X
JLTZIOS,O,O,X,X,O,X,X
JLTZSIO,X,X,X,O,O,X,X
JLTZSOI,O,O,X,O,X,X,X
JLTZOIS,O,O,X,X,O,X,X
JLTZOSI,O,O,X,X,X,X,X
JLTOISZ,X,O,X,X,X,O,X
JLTOIZS,O,O,X,X,O,X,X
JLTOSIZ,X,O,X,X,X,X,X
JLTOSZI,X,O,X,X,X,X,X
JLTOZIS,O,O,X,X,X,X,X
JLTOZSI,O,O,X,X,X,X,X
JLITSZO,X,O,X,X,O,O,X
JLITSOZ,X,O,X,X,X,O,X
JLITZSO,O,O,X,X,O,O,X
JLITZOS,O,O,X,X,O,X,X
JLITOSZ,X,O,X,X,X,O,X
JLITOZS,O,O,X,X,O,X,X
JLISTZO,X,O,X,O,O,O,X
JLISTOZ,X,O,X,O,X,O,X
JLISZTO,O,O,X,O,O,O,X
JLISZOT,O,O,X,X,X,X,X
JLISOTZ,X,O,X,X,X,O,X
JLISOZT,O,O,X,X,X,X,X
JLIZTSO,O,O,X,X,O,O,X
JLIZTOS,O,O,X,X,O,X,X
JLIZSTO,O,O,X,O,O,O,X
JLIZSOT,O,O,X,X,X,X,X
JLIZOTS,O,O,X,X,O,X,X
JLIZOST,O,O,O,X,X,X,X
JLIOTSZ,X,O,X,X,X,O,X
JLIOTZS,O,O,X,X,O,X,X
JLIOSTZ,X,O,X,X,X,O,X
JLIOSZT,O,O,X,X,X,X,X
JLIOZTS,O,O,X,X,O,X,X
JLIOZST,O,O,O,X,X,X,X
JLSTIZO,X,O,O,O,O,O,X
JLSTIOZ,X,O,O,O,X,O,X
JLSTZIO,X,X,O,O,X,X,X
JLSTZOI,X,O,O,O,X,X,X
