sequence,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBfiB?xdBCjBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBzcB?5jBaoB3iBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeOAJvhF8gBzcB?5jB3iBaoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeKAJvhFzbBfiB?xdBGjBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhFGeB3gB?RiBUiBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Je2AJvhFRdBSjB?UiB3gBToBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhFzcBGeB?3gBxnBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFfiBxdB?TgBSoBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhFyhBTgB?3iBcoBGoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8JeKAJvhFzbBFdB?5jBmnB8nBfsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhF0dBTgB?OsBXtB6tBlrB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFRdBcjB?TgBXnBStBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jez8IvhFGeBigB?/oBRsBcsBlqB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Je2AJvhFzcBSjB?3gBxnBUoBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jei7IvhF5jB3gB?mnB8nBzmBFsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jem7IvhFUdB5jB?TgBlnBaoBfsB,v115@zgB8HeB8HeB8BeB8DeE8EeF8AeC8Jex7IvhF0dB6jB?TgBXnBVtBmrB
ZIJTOLS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTOSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLTSO,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZIJLTOS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZIJLSTO,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZIJLSOT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZIJLOTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZIJLOST,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZIJSTLO,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZIJSTOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZIJSLTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZIJSLOT,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
ZIJSOTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZIJSOLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZIJOTLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJOTSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOLTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJOLST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJOSTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOSLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISTLJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISTLOJ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISTJLO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISTJOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISTOLJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISTOJL,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISLTJO,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISLTOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISLJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZISLJOT,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZISLOTJ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZISLOJT,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZISJTLO,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZISJTOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZISJLTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZISJLOT,O,O,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X
ZISJOTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
ZISJOLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
ZISOTLJ,X,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZISOTJL,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZISOLTJ,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZISOLJT,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
ZISOJTL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISOJLT,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
ZIOTLJS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZIOTLSJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZIOTJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZIOTJSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZIOTSLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZIOTSJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZIOLTJS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOLTSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOLJTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOLJST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOLSTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOLSJT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZIOJTLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
ZIOJTSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZIOJLTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOJLST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIOJSTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJSLT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZIOSTLJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOSTJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOSLTJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZIOSLJT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZIOSJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSJLT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLTIJSO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLTIJOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTISJO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTISOJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIOJS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTIOSJ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJISO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLTJIOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTJSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLTJSOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJOIS,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJOSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSIJO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTSIOJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTSJIO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTSJOI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTSOIJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTSOJI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTOIJS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTOISJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLTOJIS,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTOJSI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLTOSIJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLTOSJI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLITJSO,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLITJOS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLITSJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLITSOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLITOJS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLITOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJTSO,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLIJTOS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLIJSTO,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLIJSOT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLIJOTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLIJOST,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLISTJO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLISTOJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLISJTO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
ZLISJOT,X,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
ZLISOTJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLISOJT,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLIOTJS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLIOTSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOJTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLIOJST,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLIOSTJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLIOSJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJTISO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJTIOS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJTSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJTSOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTOSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJITSO,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLJITOS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLJISTO,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLJISOT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLJIOTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZLJIOST,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLJSTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJSTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSITO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJSIOT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJSOTI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLJSOIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJOTIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJOTSI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJOITS,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLJOIST,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLJOSTI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLJOSIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLSTIJO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSTIOJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSTJIO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZLSTJOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTOIJ,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSTOJI,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSITJO,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLSITOJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
ZLSIJTO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
ZLSIJOT,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
ZLSIOTJ,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZLSIOJT,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZLSJTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLSJTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSJITO,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
ZLSJIOT,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X
ZLSJOTI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSJOIT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZLSOTIJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSOTJI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSOITJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSOIJT,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSOJTI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLSOJIT,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOTIJS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOTISJ,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOTJIS,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOTJSI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOTSIJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOTSJI,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOITJS,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOITSJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOIJTS,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLOIJST,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLOISTJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOISJT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZLOJTIS,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOJTSI,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOJITS,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLOJIST,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZLOJSTI,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOJSIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZLOSTIJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOSTJI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOSITJ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
ZLOSIJT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZLOSJTI,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZLOSJIT,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZJTILSO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTILOS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZJTISLO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTISOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZJTIOSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLISO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLIOS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLSIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZJTLSOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLOIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLOSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSILO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZJTSIOL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZJTSLIO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZJTSLOI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTSOIL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTSOLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTOILS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZJTOISL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTOLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTOLSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTOSIL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJTOSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJITLSO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJITLOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITSLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITSOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITOLS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJITOSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILTSO,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZJILTOS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJILSTO,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZJILSOT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZJILOTS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZJILOST,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
ZJISTLO,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJISTOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJISLTO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZJISLOT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZJISOTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJISOLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJIOTLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOTSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOLTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOLST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOSTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTISO,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLTIOS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZJLTSIO,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLTSOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTOSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLITSO,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZJLITOS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZJLISTO,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZJLISOT,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZJLIOTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
ZJLIOST,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZJLSTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLSTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSITO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLSIOT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLSOTI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJLOTIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOTSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOITS,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
ZJLOIST,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
ZJLOSTI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSTILO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTLOI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTOIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJSTOLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJSITLO,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJSITOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJSILTO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZJSILOT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZJSIOTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
ZJSIOLT,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
ZJSLTIO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZJSLTOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLITO,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X
ZJSLIOT,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X
ZJSLOTI,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJSLOIT,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X
ZJSOTIL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJSOTLI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJSOITL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJSOILT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJSOLTI,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJSOLIT,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJOTILS,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZJOTISL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJOTLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOTLSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOTSIL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJOTSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJOITLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOITSL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOILTS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOILST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOISTL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOISLT,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJOLTIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLITS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLSTI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSTIL,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZJOSTLI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
