sequence,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je08IvhFxdBflBlgBO?rB6qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhF0cBxdBWlB/?mBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je07IvhFxdBzfBumBX?hBlqBywB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBu?qBirB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Jex9IvhFflB0gBlhB6?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBOrBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeT7IvhFxdBflBlhBq?qB2rB0rB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhF+gBxdBlhBy?qBzrBXrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8Je8/IvhFqgBxdBlhB/?qBmrBTrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFOhBxdBSlB1?rB0qBzrB,v115@zgB8HeA8FeD8EeF8EeF8DeC8JeX7IvhFxdBUhBFlBa?sBTmBWwB
IZOJSTL,O,X,O,X,X,X,X,X,X,X,X
IZOJSLT,O,X,O,X,X,O,X,X,O,X,X
IZOSTLJ,X,X,X,X,O,O,X,X,X,X,X
IZOSTJL,O,X,X,X,O,X,X,X,X,X,X
IZOSLTJ,X,X,X,X,O,O,X,O,O,X,X
IZOSLJT,O,X,X,X,X,O,X,O,O,X,X
IZOSJTL,O,X,X,X,O,X,X,X,X,X,X
IZOSJLT,O,X,X,X,X,O,X,X,O,X,X
IOTLJSZ,X,X,O,X,X,X,X,X,X,X,X
IOTLJZS,X,X,O,X,X,X,X,O,X,X,X
IOTLSJZ,X,X,X,X,X,X,O,X,X,X,X
IOTLSZJ,X,X,X,X,O,X,O,O,X,X,X
IOTLZJS,X,X,X,X,X,X,X,O,X,X,X
IOTLZSJ,X,X,X,X,X,X,X,O,X,X,X
IOTJLSZ,X,O,O,X,X,X,X,X,X,X,X
IOTJLZS,X,X,O,X,X,X,X,O,X,X,X
IOTJSLZ,O,O,X,O,X,X,X,X,X,X,X
IOTJSZL,O,O,O,O,O,X,X,X,X,X,X
IOTJZLS,X,X,O,X,X,X,X,X,X,X,X
IOTJZSL,O,O,O,X,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,O,X,X,O,X,X,X,X
IOTSLZJ,X,X,X,X,O,X,O,O,X,X,X
IOTSJLZ,O,O,X,O,X,X,X,X,X,X,X
IOTSJZL,O,O,X,O,O,X,X,X,X,X,X
IOTSZLJ,X,X,X,X,O,X,X,X,X,X,O
IOTSZJL,O,O,X,O,O,X,X,X,X,X,X
IOTZLJS,X,X,X,X,X,X,X,O,X,X,X
IOTZLSJ,X,X,X,X,X,X,X,O,X,X,O
IOTZJLS,X,X,O,X,X,X,X,X,X,X,X
IOTZJSL,O,X,O,X,X,X,X,X,X,X,X
IOTZSLJ,X,X,X,X,O,O,X,X,X,X,O
IOTZSJL,O,X,X,X,O,X,X,X,X,X,X
IOLTJSZ,X,O,O,X,X,X,X,X,X,X,X
IOLTJZS,X,O,O,X,X,X,X,O,X,X,X
IOLTSJZ,X,O,X,X,X,X,O,X,X,X,X
IOLTSZJ,X,O,X,X,O,X,O,O,X,X,X
IOLTZJS,X,X,O,X,X,X,X,O,X,X,X
IOLTZSJ,X,X,X,X,X,X,X,O,X,X,X
IOLJTSZ,X,O,O,O,X,X,O,X,X,X,X
IOLJTZS,X,O,O,X,X,X,X,O,X,X,X
IOLJSTZ,O,O,O,O,X,X,O,X,X,X,X
IOLJSZT,O,O,O,O,X,X,O,X,X,X,X
IOLJZTS,X,O,O,X,X,X,X,O,X,X,X
IOLJZST,O,O,O,X,X,X,X,O,X,X,X
IOLSTJZ,X,O,X,X,X,X,O,X,X,X,X
IOLSTZJ,X,O,X,X,O,X,O,O,X,X,X
IOLSJTZ,O,O,O,O,X,X,O,X,X,X,X
IOLSJZT,O,O,O,O,X,X,O,X,X,X,X
IOLSZTJ,X,O,X,X,O,X,O,O,X,O,X
IOLSZJT,O,O,X,X,X,X,O,O,X,X,X
IOLZTJS,X,X,X,X,X,X,X,O,X,O,X
IOLZTSJ,X,X,X,X,X,X,X,O,X,O,X
IOLZJTS,X,X,O,X,X,X,X,O,X,X,X
IOLZJST,O,X,O,X,X,X,X,O,X,X,X
IOLZSTJ,X,O,X,X,X,O,X,O,X,O,X
IOLZSJT,O,O,X,X,X,O,X,O,X,X,X
IOJTLSZ,X,O,O,X,X,X,X,X,X,X,X
IOJTLZS,X,O,O,X,X,X,X,O,X,X,X
IOJTSLZ,O,O,X,O,X,X,X,X,X,X,X
IOJTSZL,O,O,O,O,O,X,X,X,X,X,X
IOJTZLS,X,X,O,X,X,X,X,X,X,X,X
IOJTZSL,O,O,O,X,X,X,X,X,X,X,X
IOJLTSZ,X,O,O,O,X,X,X,X,X,X,X
IOJLTZS,X,O,O,X,X,X,X,O,X,X,X
IOJLSTZ,O,O,O,O,X,X,X,X,X,X,X
IOJLSZT,O,O,O,O,X,X,X,X,X,X,X
IOJLZTS,X,O,O,X,X,X,X,O,X,X,X
IOJLZST,O,O,O,X,X,X,X,O,X,X,X
IOJSTLZ,O,O,X,O,X,X,X,X,X,X,X
IOJSTZL,O,O,O,O,O,X,X,X,X,X,X
IOJSLTZ,O,O,O,O,X,X,X,X,X,X,X
IOJSLZT,O,O,O,O,X,X,X,X,X,X,X
IOJSZTL,O,X,O,O,O,X,X,X,X,X,X
IOJSZLT,O,X,O,O,X,X,X,X,X,X,X
IOJZTLS,X,X,O,X,X,X,X,X,X,X,X
IOJZTSL,O,O,O,X,X,X,X,X,X,X,X
IOJZLTS,X,O,O,X,X,X,X,O,X,X,X
IOJZLST,O,O,O,X,X,X,X,O,X,X,X
IOJZSTL,O,X,O,X,X,X,X,X,X,X,X
IOJZSLT,O,X,O,X,X,O,X,X,O,X,X
IOSTLJZ,X,X,X,O,X,X,O,X,X,X,X
IOSTLZJ,X,X,X,X,O,X,O,O,X,X,X
IOSTJLZ,O,X,X,O,X,X,X,X,X,X,X
IOSTJZL,O,X,X,O,O,X,X,X,X,X,X
IOSTZLJ,X,X,X,X,O,X,X,X,X,X,X
IOSTZJL,O,X,X,O,O,X,X,X,X,X,X
IOSLTJZ,X,X,X,O,X,X,O,X,X,X,X
IOSLTZJ,X,X,X,X,O,X,O,O,X,X,X
IOSLJTZ,O,X,O,O,X,X,O,X,X,X,X
IOSLJZT,O,X,O,O,X,X,O,X,X,X,X
IOSLZTJ,X,X,X,X,O,X,O,O,X,X,X
IOSLZJT,O,X,X,X,X,X,O,O,X,X,X
IOSJTLZ,O,X,X,O,X,X,X,X,X,X,X
IOSJTZL,O,X,O,O,O,X,X,X,X,X,X
IOSJLTZ,O,X,O,O,X,X,O,X,X,X,X
IOSJLZT,O,X,O,O,X,X,O,X,X,X,X
IOSJZTL,O,X,O,O,O,X,X,X,X,X,X
IOSJZLT,O,X,O,O,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,O,O,X,X,X,X,X
IOSZTJL,O,X,X,O,O,X,X,X,X,X,X
IOSZLTJ,X,X,X,X,O,O,O,O,X,X,X
IOSZLJT,O,X,X,X,X,O,O,O,X,X,X
IOSZJTL,O,X,X,O,O,X,X,X,X,X,X
IOSZJLT,O,X,X,O,X,O,X,X,X,X,X
IOZTLJS,X,X,X,X,X,X,X,O,X,O,X
IOZTLSJ,X,X,X,X,X,X,X,O,X,O,X
IOZTJLS,X,X,X,X,X,X,X,X,X,O,X
IOZTJSL,O,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,X,X,X,X,O,O,X,X,X,X,X
IOZTSJL,O,X,X,X,O,X,X,X,X,X,X
IOZLTJS,X,X,X,X,X,X,X,O,X,O,X
IOZLTSJ,X,X,X,X,X,X,X,O,X,O,X
IOZLJTS,X,X,O,X,X,X,X,O,X,X,X
IOZLJST,O,X,O,X,X,X,X,O,X,X,X
IOZLSTJ,X,O,X,X,X,O,X,O,X,O,X
IOZLSJT,O,O,X,X,X,O,X,O,X,X,X
IOZJTLS,X,X,O,X,X,X,X,X,X,X,X
IOZJTSL,O,X,O,X,X,X,X,X,X,X,X
IOZJLTS,X,X,O,X,X,X,X,O,X,X,X
IOZJLST,O,X,O,X,X,X,X,O,X,X,X
IOZJSTL,O,X,O,X,X,X,X,X,X,X,X
IOZJSLT,O,X,O,X,X,O,X,X,O,X,X
IOZSTLJ,X,X,X,X,O,O,X,X,X,X,X
IOZSTJL,O,X,X,X,O,X,X,X,X,X,X
IOZSLTJ,X,X,X,X,O,O,X,O,O,X,X
IOZSLJT,O,X,X,X,X,O,X,O,O,X,X
IOZSJTL,O,X,X,X,O,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,O,X,X,O,X,X
LTIJSZO,X,O,X,O,X,X,O,X,X,X,X
LTIJSOZ,X,O,O,O,X,X,O,X,X,X,X
LTIJZSO,X,O,X,O,X,X,O,X,X,X,X
LTIJZOS,X,O,O,X,X,X,X,X,X,X,X
LTIJOSZ,X,O,O,O,X,X,O,X,X,X,X
LTIJOZS,X,O,O,X,X,X,X,X,X,X,X
LTISJZO,X,O,X,O,X,X,O,X,X,X,X
LTISJOZ,X,O,X,O,X,X,O,X,X,X,X
LTISZJO,X,O,X,X,O,X,X,X,X,O,O
LTISZOJ,X,O,X,X,O,X,O,X,X,O,O
LTISOJZ,X,O,X,O,X,X,O,X,X,X,X
LTISOZJ,X,O,X,X,X,X,O,X,X,X,X
LTIZJSO,X,O,X,X,X,X,X,X,X,O,O
LTIZJOS,X,O,X,X,X,X,X,O,X,O,X
LTIZSJO,X,O,X,X,X,X,X,X,X,O,O
LTIZSOJ,X,O,X,X,X,X,O,X,X,O,O
LTIZOJS,X,X,X,X,X,X,X,X,X,O,X
LTIZOSJ,X,X,X,X,X,X,X,X,X,O,O
LTIOJSZ,X,O,O,X,X,X,X,X,X,X,X
LTIOJZS,X,O,O,X,X,X,X,O,X,X,X
LTIOSJZ,X,O,X,X,X,X,O,X,X,X,X
LTIOSZJ,X,O,X,X,O,X,O,O,X,X,X
LTIOZJS,X,X,O,X,X,X,X,O,X,X,X
LTIOZSJ,X,X,X,X,X,X,X,O,X,X,X
LTJISZO,X,O,X,O,X,X,O,X,X,X,X
LTJISOZ,X,O,O,O,X,X,O,X,X,X,X
LTJIZSO,X,O,X,O,X,X,O,X,X,X,X
LTJIZOS,X,O,O,X,X,X,X,X,X,X,X
LTJIOSZ,X,O,O,O,X,X,O,X,X,X,X
LTJIOZS,X,O,O,X,X,X,X,X,X,X,X
LTJSIZO,X,O,X,O,X,X,O,X,X,X,X
LTJSIOZ,X,O,O,O,X,X,O,X,X,X,X
LTJSZIO,X,O,X,O,X,X,O,X,X,X,O
LTJSZOI,X,O,X,O,X,X,O,X,X,X,O
LTJSOIZ,X,O,O,O,X,X,O,X,X,X,X
LTJSOZI,X,O,O,O,X,X,O,X,X,X,X
LTJZISO,X,O,X,O,X,X,O,X,X,X,O
LTJZIOS,X,O,O,X,X,X,X,O,X,X,O
LTJZSIO,X,O,X,O,X,X,O,X,X,X,O
LTJZSOI,X,O,X,O,X,X,O,O,X,X,O
LTJZOIS,X,O,O,X,X,X,X,O,X,X,O
LTJZOSI,X,O,O,X,X,X,X,O,X,X,O
LTJOISZ,X,O,O,O,X,X,O,X,X,X,X
LTJOIZS,X,O,O,X,X,X,X,X,X,X,X
LTJOSIZ,X,O,O,O,X,X,O,X,X,X,X
LTJOSZI,X,O,O,O,X,X,O,X,X,X,X
LTJOZIS,X,O,O,X,X,X,X,X,X,X,X
LTJOZSI,X,O,O,X,X,X,X,X,X,X,X
LTSIJZO,X,O,X,O,X,X,O,X,X,X,X
LTSIJOZ,X,O,X,O,X,X,O,X,X,X,X
LTSIZJO,X,O,X,X,O,X,X,X,X,O,O
LTSIZOJ,X,O,X,X,O,X,O,X,X,O,O
LTSIOJZ,X,O,X,O,X,X,O,X,X,X,X
LTSIOZJ,X,O,X,X,X,X,O,X,X,X,X
LTSJIZO,X,O,X,O,X,X,O,X,X,X,X
LTSJIOZ,X,O,O,O,X,X,O,X,X,X,X
LTSJZIO,X,O,X,O,X,X,O,X,X,X,O
LTSJZOI,X,O,X,O,X,X,O,X,X,X,O
LTSJOIZ,X,O,O,O,X,X,O,X,X,X,X
LTSJOZI,X,O,O,O,X,X,O,X,X,X,X
LTSZIJO,X,O,X,X,O,X,X,X,X,O,O
LTSZIOJ,X,O,X,X,O,X,O,X,X,O,O
LTSZJIO,X,O,X,X,O,X,X,X,X,O,O
LTSZJOI,X,O,X,X,O,X,X,O,X,O,O
LTSZOIJ,X,O,X,X,O,X,O,X,X,O,O
LTSZOJI,X,O,X,X,O,X,O,X,X,O,O
LTSOIJZ,X,O,X,O,X,X,O,X,X,X,X
LTSOIZJ,X,O,X,X,X,X,O,X,X,X,X
LTSOJIZ,X,O,O,O,X,X,O,X,X,X,X
LTSOJZI,X,O,O,O,X,X,O,X,X,X,X
LTSOZIJ,X,O,X,X,X,X,O,X,X,X,X
LTSOZJI,X,O,O,X,X,X,O,X,X,X,X
LTZIJSO,X,O,X,X,X,X,X,X,X,O,O
LTZIJOS,X,O,X,X,X,X,X,O,X,O,X
LTZISJO,X,O,X,X,X,X,X,X,X,O,O
LTZISOJ,X,O,X,X,X,X,O,X,X,O,O
LTZIOJS,X,X,X,X,X,X,X,X,X,O,X
LTZIOSJ,X,X,X,X,X,X,X,X,X,O,O
LTZJISO,X,O,X,X,X,X,X,X,X,O,O
LTZJIOS,X,O,O,X,X,X,X,O,X,O,O
LTZJSIO,X,O,X,X,X,X,X,X,X,O,O
LTZJSOI,X,O,X,X,X,X,X,O,X,O,O
LTZJOIS,X,O,O,X,X,X,X,O,X,O,O
LTZJOSI,X,O,O,X,X,X,X,O,X,O,O
LTZSIJO,X,O,X,X,X,X,X,X,X,O,O
LTZSIOJ,X,O,X,X,X,X,O,X,X,O,O
LTZSJIO,X,O,X,X,X,X,X,X,X,O,O
LTZSJOI,X,O,X,X,X,X,X,O,X,O,O
LTZSOIJ,X,O,X,X,X,X,O,X,X,O,O
LTZSOJI,X,O,X,X,X,X,O,X,X,O,O
LTZOIJS,X,X,O,X,X,X,X,X,X,O,X
LTZOISJ,X,X,X,X,X,X,X,X,X,O,O
LTZOJIS,X,X,O,X,X,X,X,O,X,O,X
LTZOJSI,X,X,O,X,X,X,X,O,X,O,X
LTZOSIJ,X,X,X,X,X,X,X,X,X,O,O
LTZOSJI,X,X,O,X,X,X,X,X,X,O,O
LTOIJSZ,X,O,O,X,X,X,X,X,X,X,X
LTOIJZS,X,O,O,X,X,X,X,O,X,X,X
LTOISJZ,X,O,X,X,X,X,O,X,X,X,X
LTOISZJ,X,O,X,X,O,X,O,O,X,X,X
LTOIZJS,X,X,O,X,X,X,X,O,X,X,X
LTOIZSJ,X,X,X,X,X,X,X,O,X,X,X
LTOJISZ,X,O,O,X,X,X,X,X,X,X,X
LTOJIZS,X,O,O,X,X,X,X,O,X,X,X
LTOJSIZ,X,O,O,X,X,X,X,X,X,X,X
LTOJSZI,X,O,O,X,X,X,X,X,X,X,X
LTOJZIS,X,O,O,X,X,X,X,O,X,X,X
LTOJZSI,X,O,O,X,X,X,X,O,X,X,X
LTOSIJZ,X,O,X,X,X,X,O,X,X,X,X
LTOSIZJ,X,O,X,X,O,X,O,O,X,X,X
LTOSJIZ,X,O,O,X,X,X,O,X,X,X,X
LTOSJZI,X,O,O,X,X,X,O,X,X,X,X
LTOSZIJ,X,O,X,X,O,X,O,O,X,X,X
LTOSZJI,X,O,O,X,O,X,O,O,X,X,X
LTOZIJS,X,X,O,X,X,X,X,O,X,X,X
LTOZISJ,X,X,X,X,X,X,X,O,X,X,X
LTOZJIS,X,X,O,X,X,X,X,O,X,X,X
LTOZJSI,X,X,O,X,X,X,X,O,X,X,X
LTOZSIJ,X,X,X,X,X,X,X,O,X,X,X
LTOZSJI,X,X,O,X,X,X,X,O,X,X,X
LITJSZO,X,O,X,O,X,X,O,X,X,X,X
LITJSOZ,X,O,O,O,X,X,O,X,X,X,X
LITJZSO,X,O,X,O,X,X,O,X,X,X,X
LITJZOS,X,O,O,X,X,X,X,X,X,X,X
LITJOSZ,X,O,O,O,X,X,O,X,X,X,X
LITJOZS,X,O,O,X,X,X,X,X,X,X,X
LITSJZO,X,O,X,O,X,X,O,X,X,X,X
LITSJOZ,X,O,X,O,X,X,O,X,X,X,X
LITSZJO,X,O,X,X,O,X,X,X,X,O,O
LITSZOJ,X,O,X,X,O,X,O,X,X,O,O
LITSOJZ,X,O,X,O,X,X,O,X,X,X,X
LITSOZJ,X,O,X,X,X,X,O,X,X,X,X
LITZJSO,X,O,X,X,X,X,X,X,X,O,O
LITZJOS,X,O,X,X,X,X,X,O,X,O,X
LITZSJO,X,O,X,X,X,X,X,X,X,O,O
LITZSOJ,X,O,X,X,X,X,O,X,X,O,O
LITZOJS,X,X,X,X,X,X,X,X,X,O,X
LITZOSJ,X,X,X,X,X,X,X,X,X,O,O
LITOJSZ,X,O,O,X,X,X,X,X,X,X,X
LITOJZS,X,O,O,X,X,X,X,O,X,X,X
LITOSJZ,X,O,X,X,X,X,O,X,X,X,X
LITOSZJ,X,O,X,X,O,X,O,O,X,X,X
LITOZJS,X,X,O,X,X,X,X,O,X,X,X
LITOZSJ,X,X,X,X,X,X,X,O,X,X,X
LIJTSZO,X,O,X,O,X,X,O,X,X,X,X
LIJTSOZ,X,O,O,O,X,X,O,X,X,X,X
LIJTZSO,X,O,X,O,X,X,O,X,X,X,X
LIJTZOS,X,O,O,X,X,X,X,X,X,X,X
LIJTOSZ,X,O,O,O,X,X,O,X,X,X,X
LIJTOZS,X,O,O,X,X,X,X,X,X,X,X
LIJSTZO,O,O,X,O,X,X,O,X,X,X,X
LIJSTOZ,X,O,O,O,X,X,O,X,X,X,X
LIJSZTO,O,O,X,O,X,X,O,X,X,O,X
LIJSZOT,X,O,X,O,X,X,O,X,X,X,X
LIJSOTZ,X,O,O,O,X,X,O,X,X,X,X
LIJSOZT,X,O,O,O,X,X,O,X,X,X,X
LIJZTSO,X,O,X,O,X,X,O,X,X,O,X
LIJZTOS,X,O,O,X,X,X,X,X,X,O,X
LIJZSTO,O,O,X,O,X,X,O,X,O,O,X
LIJZSOT,X,O,X,O,X,X,O,X,O,X,X
LIJZOTS,X,O,O,X,X,X,X,X,X,X,X
LIJZOST,X,O,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,O,X,X,O,X,X,X,X
LIJOTZS,X,O,O,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,O,O,X,X,O,X,X,X,X
LIJOSZT,X,O,O,O,X,X,O,X,X,X,X
LIJOZTS,X,O,O,X,X,X,X,X,X,X,X
LIJOZST,X,O,O,X,X,X,X,X,X,X,X
LISTJZO,X,O,X,O,X,X,O,X,X,X,X
LISTJOZ,X,O,X,O,X,X,O,X,X,X,X
LISTZJO,X,O,X,X,O,X,X,X,X,O,X
LISTZOJ,X,O,X,X,O,X,O,X,X,O,X
LISTOJZ,X,O,X,O,X,X,O,X,X,X,X
LISTOZJ,X,O,X,X,X,X,O,X,X,X,X
LISJTZO,O,O,X,O,X,X,O,X,X,X,X
LISJTOZ,X,O,O,O,X,X,O,X,X,X,X
LISJZTO,O,O,X,O,X,X,O,X,X,O,X
LISJZOT,X,O,X,O,X,X,O,X,X,X,X
LISJOTZ,X,O,O,O,X,X,O,X,X,X,X
LISJOZT,X,O,O,O,X,X,O,X,X,X,X
LISZTJO,X,O,X,X,O,X,X,X,X,O,X
LISZTOJ,X,O,X,X,O,X,O,X,X,O,X
LISZJTO,O,O,X,O,X,X,O,X,X,O,X
LISZJOT,X,O,X,O,X,X,O,X,X,X,X
LISZOTJ,X,O,X,X,X,X,O,X,X,O,X
LISZOJT,X,O,X,X,X,X,O,X,X,X,X
LISOTJZ,X,O,X,O,X,X,O,X,X,X,X
LISOTZJ,X,O,X,X,O,X,O,X,X,X,X
LISOJTZ,O,O,O,O,X,X,O,X,X,X,X
LISOJZT,O,O,O,O,X,X,O,X,X,X,X
LISOZTJ,X,O,X,X,O,X,O,X,X,O,X
LISOZJT,O,O,X,X,X,X,O,X,X,X,X
LIZTJSO,X,O,X,X,X,X,X,X,X,O,X
LIZTJOS,X,O,X,X,X,X,X,O,X,O,X
LIZTSJO,X,O,X,X,X,X,X,X,X,O,X
LIZTSOJ,X,O,X,X,X,X,O,X,X,O,X
LIZTOJS,X,X,X,X,X,X,X,X,X,O,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,O,X
LIZJTSO,X,O,X,O,X,X,O,X,X,O,X
LIZJTOS,X,O,O,X,X,X,X,O,X,O,X
LIZJSTO,O,O,X,O,X,X,O,X,O,O,X
LIZJSOT,X,O,X,O,X,X,O,X,O,X,X
LIZJOTS,X,O,O,X,X,X,X,X,X,X,X
LIZJOST,X,O,O,X,X,X,X,X,X,X,X
LIZSTJO,X,O,X,X,X,O,X,X,O,O,X
LIZSTOJ,X,O,X,X,X,O,O,X,O,O,X
LIZSJTO,O,O,X,O,X,O,O,X,O,O,X
LIZSJOT,X,O,X,O,X,X,O,X,O,X,X
LIZSOTJ,X,O,X,X,X,O,O,X,O,O,X
LIZSOJT,X,O,X,X,X,O,O,X,O,X,X
LIZOTJS,X,X,X,X,X,X,X,O,X,O,X
LIZOTSJ,X,X,X,X,X,X,X,O,X,O,X
LIZOJTS,X,X,O,X,X,X,X,O,X,X,X
LIZOJST,O,X,O,X,X,X,X,O,X,X,X
LIZOSTJ,X,O,X,X,X,O,X,O,X,O,X
LIZOSJT,O,O,X,X,X,O,X,O,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,X,X,X,X
LIOTJZS,X,O,O,X,X,X,X,O,X,X,X
LIOTSJZ,X,O,X,X,X,X,O,X,X,X,X
LIOTSZJ,X,O,X,X,O,X,O,O,X,X,X
LIOTZJS,X,X,O,X,X,X,X,O,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,O,X,X,X
LIOJTSZ,X,O,O,O,X,X,O,X,X,X,X
LIOJTZS,X,O,O,X,X,X,X,O,X,X,X
LIOJSTZ,O,O,O,O,X,X,O,X,X,X,X
LIOJSZT,O,O,O,O,X,X,O,X,X,X,X
LIOJZTS,X,O,O,X,X,X,X,O,X,X,X
LIOJZST,O,O,O,X,X,X,X,O,X,X,X
LIOSTJZ,X,O,X,X,X,X,O,X,X,X,X
LIOSTZJ,X,O,X,X,O,X,O,O,X,X,X
LIOSJTZ,O,O,O,O,X,X,O,X,X,X,X
LIOSJZT,O,O,O,O,X,X,O,X,X,X,X
LIOSZTJ,X,O,X,X,O,X,O,O,X,O,X
LIOSZJT,O,O,X,X,X,X,O,O,X,X,X
LIOZTJS,X,X,X,X,X,X,X,O,X,O,X
LIOZTSJ,X,X,X,X,X,X,X,O,X,O,X
LIOZJTS,X,X,O,X,X,X,X,O,X,X,X
LIOZJST,O,X,O,X,X,X,X,O,X,X,X
LIOZSTJ,X,O,X,X,X,O,X,O,X,O,X
LIOZSJT,O,O,X,X,X,O,X,O,X,X,X
LJTISZO,X,O,X,O,X,X,O,X,X,X,X
LJTISOZ,X,O,O,O,X,X,O,X,X,X,X
LJTIZSO,X,O,X,O,X,X,O,X,X,X,X
LJTIZOS,X,O,O,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,O,O,X,X,O,X,X,X,X
LJTIOZS,X,O,O,X,X,X,X,X,X,X,X
LJTSIZO,X,O,X,O,X,X,O,X,X,X,X
LJTSIOZ,X,O,O,O,X,X,O,X,X,X,X
LJTSZIO,X,O,X,O,X,X,O,X,X,X,O
LJTSZOI,X,O,X,O,X,X,O,X,X,X,O
LJTSOIZ,X,O,O,O,X,X,O,X,X,X,X
LJTSOZI,X,O,O,O,X,X,O,X,X,X,X
LJTZISO,X,O,X,O,X,X,O,X,X,X,O
LJTZIOS,X,O,O,X,X,X,X,O,X,X,O
LJTZSIO,X,O,X,O,X,X,O,X,X,X,O
LJTZSOI,X,O,X,O,X,X,O,O,X,X,O
LJTZOIS,X,O,O,X,X,X,X,O,X,X,O
LJTZOSI,X,O,O,X,X,X,X,O,X,X,O
LJTOISZ,X,O,O,O,X,X,O,X,X,X,X
LJTOIZS,X,O,O,X,X,X,X,X,X,X,X
LJTOSIZ,X,O,O,O,X,X,O,X,X,X,X
LJTOSZI,X,O,O,O,X,X,O,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,X,X,X,X
LJTOZSI,X,O,O,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,O,X,X,O,X,X,X,X
LJITSOZ,X,O,O,O,X,X,O,X,X,X,X
LJITZSO,X,O,X,O,X,X,O,X,X,X,X
LJITZOS,X,O,O,X,X,X,X,X,X,X,X
LJITOSZ,X,O,O,O,X,X,O,X,X,X,X
LJITOZS,X,O,O,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,O,X,X,O,X,X,X,X
LJISTOZ,X,O,O,O,X,X,O,X,X,X,X
LJISZTO,O,O,X,O,X,X,O,X,X,O,X
LJISZOT,X,O,X,O,X,X,O,X,X,X,X
LJISOTZ,X,O,O,O,X,X,O,X,X,X,X
LJISOZT,X,O,O,O,X,X,O,X,X,X,X
LJIZTSO,X,O,X,O,X,X,O,X,X,O,X
LJIZTOS,X,O,O,X,X,X,X,X,X,O,X
LJIZSTO,O,O,X,O,X,X,O,X,O,O,X
LJIZSOT,X,O,X,O,X,X,O,X,O,X,X
LJIZOTS,X,O,O,X,X,X,X,X,X,X,X
LJIZOST,X,O,O,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,O,X,X,O,X,X,X,X
LJIOTZS,X,O,O,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,O,O,X,X,O,X,X,X,X
LJIOSZT,X,O,O,O,X,X,O,X,X,X,X
LJIOZTS,X,O,O,X,X,X,X,X,X,X,X
LJIOZST,X,O,O,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,O,X,X,O,X,X,X,X
LJSTIOZ,X,O,O,O,X,X,O,X,X,X,X
LJSTZIO,O,O,X,O,X,X,O,X,X,X,X
LJSTZOI,O,O,X,O,X,X,O,X,X,X,X
LJSTOIZ,O,O,O,O,X,X,O,X,X,X,X
LJSTOZI,O,O,O,O,X,X,O,X,X,X,X
LJSITZO,O,O,X,O,X,X,O,X,X,X,X
LJSITOZ,X,O,O,O,X,X,O,X,X,X,X
LJSIZTO,O,O,X,O,X,X,O,X,X,O,X
LJSIZOT,X,O,X,O,X,X,O,X,X,X,X
LJSIOTZ,X,O,O,O,X,X,O,X,X,X,X
LJSIOZT,X,O,O,O,X,X,O,X,X,X,X
LJSZTIO,O,O,X,O,X,X,O,X,X,O,X
LJSZTOI,O,O,X,O,X,X,O,X,X,O,X
LJSZITO,O,O,X,O,X,X,O,X,X,O,X
LJSZIOT,X,O,X,O,X,X,O,X,X,X,X
LJSZOTI,X,O,X,O,X,X,O,X,X,X,X
LJSZOIT,X,O,X,O,X,X,O,X,X,X,X
LJSOTIZ,X,O,O,O,X,X,O,X,X,X,X
LJSOTZI,X,O,O,O,X,X,O,X,X,X,X
LJSOITZ,X,O,O,O,X,X,O,X,X,X,X
LJSOIZT,X,O,O,O,X,X,O,X,X,X,X
LJSOZTI,X,O,O,O,X,X,O,X,X,X,X
LJSOZIT,X,O,O,O,X,X,O,X,X,X,X
LJZTISO,X,O,X,O,X,X,O,X,X,O,X
LJZTIOS,X,O,O,X,X,X,X,O,X,O,X
LJZTSIO,X,O,X,O,X,X,O,X,X,O,X
LJZTSOI,X,O,X,O,X,X,O,O,X,O,X
