sequence,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhFTfB0gBlhB3?iBOrBCsB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgB3?iBKrBWxB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhFxbBCgBXhBl?iBUnBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBlhB3?iBxrBTrB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jex6IvhF0cBTfBlgBu?nBimB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8JeO/IvhF8fBqgBTcBl?iBxrB3rB,v115@5gD8IeA8BeA8EeF8DeF8BeD8Jem6IvhFCcBTfBlhB3?iBxrBUrB
LOSZTJI,O,O,O,O,O,O,X,X
LOSZITJ,O,O,O,O,O,O,X,X
LOSZIJT,O,O,O,O,O,O,X,X
LOSZJTI,O,O,O,O,O,O,O,X
LOSZJIT,O,O,O,O,O,O,O,X
LOZTIJS,O,X,O,O,X,X,O,X
LOZTISJ,O,O,O,X,X,X,O,X
LOZTJIS,O,X,O,O,X,X,O,X
LOZTJSI,X,X,O,O,X,X,O,X
LOZTSIJ,O,O,O,O,X,X,X,X
LOZTSJI,O,O,X,O,X,X,O,X
LOZITJS,O,X,X,O,X,X,O,X
LOZITSJ,O,O,X,X,X,X,O,X
LOZIJTS,O,X,O,O,X,X,O,X
LOZIJST,O,O,O,O,O,X,O,X
LOZISTJ,O,O,O,O,O,X,O,X
LOZISJT,O,O,O,O,O,X,O,X
LOZJTIS,O,X,O,O,X,X,O,X
LOZJTSI,O,X,O,O,X,X,O,X
LOZJITS,O,X,O,O,X,X,O,X
LOZJIST,O,O,O,O,O,X,O,X
LOZJSTI,O,O,O,O,O,X,O,X
LOZJSIT,O,O,O,O,O,X,O,X
LOZSTIJ,O,O,O,O,X,X,X,X
LOZSTJI,O,O,O,O,O,X,X,X
LOZSITJ,O,O,O,O,O,X,X,X
LOZSIJT,O,O,O,O,O,X,X,X
LOZSJTI,O,O,O,O,O,X,O,X
LOZSJIT,O,O,O,O,O,X,O,X
JTILSZO,O,X,O,O,X,O,O,X
JTILSOZ,X,X,X,O,X,X,O,X
JTILZSO,O,X,O,O,X,X,O,X
JTILZOS,O,X,O,O,X,O,O,X
JTILOSZ,X,X,X,O,X,X,X,X
JTILOZS,X,X,O,O,X,X,O,X
JTISLZO,X,X,X,O,X,O,O,O
JTISLOZ,X,X,X,O,X,X,O,O
JTISZLO,O,X,X,O,X,O,O,O
JTISZOL,O,X,O,X,X,O,O,O
JTISOLZ,X,X,X,O,X,O,O,O
JTISOZL,X,X,X,X,X,O,X,X
JTIZLSO,O,X,O,O,X,X,O,O
JTIZLOS,O,X,O,O,X,O,O,O
JTIZSLO,O,X,X,O,X,O,O,O
JTIZSOL,O,X,O,O,X,O,O,O
JTIZOLS,O,X,O,X,X,O,O,O
JTIZOSL,O,X,O,X,X,O,O,X
JTIOLSZ,X,X,X,O,X,O,X,X
JTIOLZS,O,X,X,O,X,O,X,X
JTIOSLZ,X,X,X,O,X,O,X,X
JTIOSZL,O,X,X,O,X,O,X,X
JTIOZLS,O,X,X,X,X,O,X,X
JTIOZSL,O,X,X,X,X,O,X,X
JTLISZO,O,X,O,O,X,O,O,X
JTLISOZ,X,X,X,O,X,X,O,X
JTLIZSO,O,X,O,O,X,X,O,X
JTLIZOS,O,X,O,O,X,O,O,X
JTLIOSZ,X,X,O,O,X,X,X,X
JTLIOZS,X,X,O,O,X,X,O,X
JTLSIZO,O,X,O,O,X,O,X,X
JTLSIOZ,X,X,X,O,X,X,X,X
JTLSZIO,O,X,O,O,X,O,X,X
JTLSZOI,O,X,O,O,X,O,X,X
JTLSOIZ,O,X,O,O,X,O,X,X
JTLSOZI,O,X,O,O,X,O,X,X
JTLZISO,O,X,O,O,X,X,O,X
JTLZIOS,O,X,O,O,X,O,O,X
JTLZSIO,X,X,O,O,X,X,O,X
JTLZSOI,X,X,O,O,X,X,O,X
JTLZOIS,O,X,O,O,X,O,O,X
JTLZOSI,X,X,O,O,X,X,O,X
JTLOISZ,O,X,O,O,X,O,X,X
JTLOIZS,O,X,O,O,X,O,X,X
JTLOSIZ,O,X,O,O,X,O,X,X
JTLOSZI,O,X,O,O,X,O,X,X
JTLOZIS,O,X,O,O,X,O,O,X
JTLOZSI,X,X,O,O,X,X,O,X
JTSILZO,X,X,X,O,X,O,X,O
JTSILOZ,X,X,X,O,X,X,X,O
JTSIZLO,O,X,X,O,X,O,X,O
JTSIZOL,O,X,O,O,X,O,X,O
JTSIOLZ,X,X,X,O,X,O,X,O
JTSIOZL,X,X,X,X,X,O,X,X
JTSLIZO,X,X,X,O,X,O,X,X
JTSLIOZ,X,X,X,O,X,O,X,O
JTSLZIO,X,X,X,O,X,O,X,X
JTSLZOI,X,X,X,O,X,O,X,O
JTSLOIZ,X,X,X,O,X,O,X,O
JTSLOZI,X,X,X,O,X,O,X,O
JTSZILO,O,X,X,O,X,O,X,X
JTSZIOL,O,X,O,O,X,O,X,X
JTSZLIO,X,X,X,O,X,O,X,X
JTSZLOI,X,X,X,O,X,O,X,O
JTSZOIL,O,X,O,O,X,O,X,X
JTSZOLI,X,X,X,X,X,O,X,X
JTSOILZ,X,X,X,O,X,O,X,X
JTSOIZL,O,X,O,O,X,O,X,X
JTSOLIZ,X,X,X,O,X,O,X,O
JTSOLZI,X,X,X,O,X,O,X,O
JTSOZIL,O,X,O,O,X,O,X,X
JTSOZLI,X,X,X,X,X,O,X,X
JTZILSO,O,X,O,O,X,X,O,X
JTZILOS,O,X,O,O,X,O,O,X
JTZISLO,O,X,X,O,X,O,O,X
JTZISOL,O,X,O,O,X,O,O,X
JTZIOLS,O,X,O,X,X,O,O,X
JTZIOSL,O,X,O,X,X,O,O,X
JTZLISO,O,X,X,O,X,X,O,X
JTZLIOS,O,X,X,O,X,O,O,X
JTZLSIO,X,X,X,O,X,X,O,X
JTZLSOI,X,X,X,O,X,X,O,X
JTZLOIS,O,X,X,O,X,O,O,X
JTZLOSI,X,X,X,O,X,X,O,X
JTZSILO,O,X,X,O,X,O,O,X
JTZSIOL,O,X,X,O,X,O,O,X
JTZSLIO,X,X,X,O,X,O,O,X
JTZSLOI,X,X,X,O,X,O,O,X
JTZSOIL,O,X,X,O,X,O,X,X
JTZSOLI,X,X,X,X,X,O,X,X
JTZOILS,O,X,O,X,X,O,O,X
JTZOISL,O,X,O,X,X,O,O,X
JTZOLIS,O,X,X,O,X,O,O,X
JTZOLSI,X,X,X,O,X,X,O,X
JTZOSIL,O,X,X,O,X,O,X,X
JTZOSLI,X,X,X,X,X,O,X,X
JTOILSZ,O,X,O,O,X,O,X,X
JTOILZS,O,X,O,O,X,O,X,X
JTOISLZ,X,X,X,O,X,O,X,X
JTOISZL,O,X,O,O,X,O,X,X
JTOIZLS,O,X,O,X,X,O,X,X
JTOIZSL,O,X,O,X,X,O,X,X
JTOLISZ,O,X,O,O,X,O,X,X
JTOLIZS,O,X,O,O,X,O,X,X
JTOLSIZ,O,X,O,O,X,O,X,X
JTOLSZI,O,X,O,O,X,O,X,X
JTOLZIS,O,X,O,O,X,O,X,X
JTOLZSI,X,X,O,O,X,X,X,X
JTOSILZ,X,X,X,O,X,O,X,X
JTOSIZL,O,X,O,O,X,O,X,X
JTOSLIZ,X,X,X,O,X,O,X,X
JTOSLZI,X,X,X,O,X,O,X,X
JTOSZIL,O,X,O,O,X,O,X,X
JTOSZLI,X,X,X,X,X,O,X,X
JTOZILS,O,X,O,X,X,O,X,X
JTOZISL,O,X,O,X,X,O,X,X
JTOZLIS,O,X,X,O,X,O,X,X
JTOZLSI,X,X,X,O,X,X,X,X
JTOZSIL,O,X,X,O,X,O,X,X
JTOZSLI,X,X,X,X,X,O,X,X
JITLSZO,X,X,X,O,X,O,O,X
JITLSOZ,X,X,X,O,X,X,O,X
JITLZSO,O,X,X,O,X,X,O,X
JITLZOS,O,X,X,O,X,O,O,X
JITLOSZ,X,X,X,O,X,X,X,X
JITLOZS,X,X,X,O,X,X,O,X
JITSLZO,X,X,X,O,X,O,O,O
JITSLOZ,X,X,X,O,X,X,O,O
JITSZLO,O,X,X,O,X,O,O,O
JITSZOL,O,X,X,X,X,O,O,O
JITSOLZ,X,X,X,O,X,O,O,O
JITSOZL,X,X,X,X,X,O,X,X
JITZLSO,O,X,X,O,X,X,O,O
JITZLOS,O,X,X,O,X,O,O,O
JITZSLO,O,X,X,O,X,O,O,O
JITZSOL,O,X,X,O,X,O,O,O
JITZOLS,O,X,X,X,X,O,O,O
JITZOSL,O,X,X,X,X,O,O,X
JITOLSZ,X,X,X,O,X,O,X,X
JITOLZS,O,X,X,O,X,O,X,X
JITOSLZ,X,X,X,O,X,O,X,X
JITOSZL,O,X,X,O,X,O,X,X
JITOZLS,O,X,X,X,X,O,X,X
JITOZSL,O,X,X,X,X,O,X,X
JILTSZO,X,X,O,O,X,X,O,X
JILTSOZ,X,X,X,O,X,X,O,X
JILTZSO,X,X,O,O,X,X,O,X
JILTZOS,X,X,O,O,X,X,O,X
JILTOSZ,X,X,O,O,X,X,X,X
JILTOZS,X,X,O,O,X,X,O,X
JILSTZO,X,X,X,O,O,X,X,O
JILSTOZ,X,X,X,O,X,X,X,O
JILSZTO,X,X,X,O,O,X,O,O
JILSZOT,X,X,X,O,O,X,O,O
JILSOTZ,X,X,X,O,X,X,X,X
JILSOZT,X,X,X,O,X,X,O,X
JILZTSO,X,X,O,O,O,X,O,O
JILZTOS,X,X,O,O,X,X,O,O
JILZSTO,X,X,X,O,O,X,O,O
JILZSOT,X,X,X,O,O,X,O,O
JILZOTS,X,X,O,O,X,X,O,O
JILZOST,X,X,O,O,O,X,O,O
JILOTSZ,X,X,O,O,X,X,X,X
JILOTZS,X,X,O,O,X,X,X,X
JILOSTZ,X,X,O,O,X,X,X,X
JILOSZT,X,X,O,O,X,X,X,X
JILOZTS,X,X,O,O,X,X,O,X
JILOZST,X,X,O,O,X,X,O,X
JISTLZO,X,X,X,O,O,O,X,O
JISTLOZ,X,X,X,O,X,X,X,O
JISTZLO,X,X,X,O,X,O,X,O
JISTZOL,X,X,X,O,X,O,X,O
JISTOLZ,X,X,X,O,X,O,X,O
JISTOZL,X,X,X,X,X,O,X,O
JISLTZO,X,X,X,O,O,O,X,O
JISLTOZ,X,X,X,O,X,O,X,O
JISLZTO,X,X,X,O,O,O,O,O
JISLZOT,X,X,X,O,O,O,O,O
JISLOTZ,X,X,X,O,X,O,X,X
JISLOZT,X,X,X,O,X,O,O,X
JISZTLO,X,X,X,O,O,X,O,O
JISZTOL,X,X,X,O,X,X,X,O
JISZLTO,X,X,X,O,O,X,O,O
JISZLOT,X,X,X,O,O,X,O,O
JISZOTL,X,X,X,O,X,X,X,O
JISZOLT,X,X,X,O,O,X,O,O
JISOTLZ,X,X,X,O,X,O,X,O
JISOTZL,X,X,X,X,X,O,X,O
JISOLTZ,X,X,X,O,X,O,X,O
JISOLZT,X,X,X,O,X,O,O,O
JISOZTL,X,X,X,O,X,O,X,O
JISOZLT,X,X,X,O,X,O,X,O
JIZTLSO,O,X,X,X,O,X,O,O
JIZTLOS,O,X,X,X,X,X,O,O
JIZTSLO,O,X,X,X,O,X,O,O
JIZTSOL,O,X,X,X,X,X,O,O
JIZTOLS,O,X,X,X,X,X,O,O
JIZTOSL,O,X,X,X,X,X,O,O
JIZLTSO,X,X,X,O,O,X,O,O
JIZLTOS,X,X,X,O,X,X,O,O
JIZLSTO,X,X,X,O,O,X,O,O
JIZLSOT,X,X,X,O,O,X,O,O
JIZLOTS,X,X,X,O,X,X,O,O
JIZLOST,X,X,X,O,O,X,O,O
JIZSTLO,X,X,X,O,O,X,O,O
JIZSTOL,X,X,X,O,X,X,O,O
JIZSLTO,X,X,X,O,O,X,O,O
JIZSLOT,X,X,X,O,O,X,O,O
JIZSOTL,X,X,X,O,X,X,X,O
JIZSOLT,X,X,X,O,O,X,O,O
JIZOTLS,O,X,O,X,X,X,O,O
JIZOTSL,O,X,O,X,X,X,O,O
JIZOLTS,O,X,O,X,X,X,O,O
JIZOLST,O,X,O,X,O,X,O,O
JIZOSTL,O,X,O,X,X,X,X,O
JIZOSLT,O,X,O,X,O,X,O,O
JIOTLSZ,X,X,O,O,X,O,X,X
JIOTLZS,O,X,O,O,X,O,X,X
JIOTSLZ,X,X,X,O,X,O,X,O
JIOTSZL,O,X,X,O,X,O,X,O
JIOTZLS,O,X,O,X,X,O,X,O
JIOTZSL,O,X,O,X,X,O,X,O
JIOLTSZ,X,X,O,O,X,O,X,X
JIOLTZS,O,X,O,O,X,O,X,X
JIOLSTZ,X,X,O,O,X,O,X,O
JIOLSZT,X,X,O,O,X,O,X,O
JIOLZTS,O,X,O,O,X,X,X,O
JIOLZST,O,X,O,O,X,X,X,O
JIOSTLZ,X,X,X,O,X,O,X,O
JIOSTZL,O,X,X,O,X,O,X,O
JIOSLTZ,X,X,O,O,X,O,X,O
JIOSLZT,X,X,O,O,X,O,X,O
JIOSZTL,O,X,O,O,X,O,X,O
JIOSZLT,O,X,O,O,X,O,X,O
JIOZTLS,O,X,O,X,X,O,X,O
JIOZTSL,O,X,O,X,X,O,X,O
JIOZLTS,O,X,O,O,X,X,X,O
JIOZLST,O,X,O,O,X,X,X,O
JIOZSTL,O,X,O,O,X,O,X,O
JIOZSLT,O,X,O,O,X,O,X,O
JLTISZO,O,X,O,O,X,O,O,X
JLTISOZ,X,X,X,O,X,X,O,X
JLTIZSO,O,X,O,O,X,X,O,X
JLTIZOS,O,X,O,O,X,O,O,X
JLTIOSZ,O,X,O,O,X,X,X,X
JLTIOZS,O,X,O,O,X,X,O,X
JLTSIZO,O,X,O,O,X,O,X,X
JLTSIOZ,X,X,X,O,X,X,X,X
JLTSZIO,O,X,O,O,X,O,X,X
JLTSZOI,O,X,O,O,X,O,X,X
JLTSOIZ,O,X,O,O,X,O,X,X
JLTSOZI,O,X,O,O,X,O,X,X
JLTZISO,O,X,O,O,X,X,O,X
JLTZIOS,O,X,O,O,X,O,O,X
JLTZSIO,O,X,O,O,X,X,O,X
JLTZSOI,O,X,O,O,X,X,O,X
JLTZOIS,O,X,O,O,X,O,O,X
JLTZOSI,O,X,O,O,X,X,O,X
JLTOISZ,O,X,O,O,X,O,X,X
JLTOIZS,O,X,O,O,X,O,X,X
JLTOSIZ,O,X,O,O,X,O,X,X
JLTOSZI,O,X,O,O,X,O,X,X
JLTOZIS,O,X,O,O,X,O,O,X
JLTOZSI,O,X,O,O,X,X,O,X
JLITSZO,O,X,O,O,X,X,O,X
JLITSOZ,X,X,X,O,X,X,O,X
JLITZSO,O,X,O,O,X,X,O,X
JLITZOS,O,X,O,O,X,X,O,X
JLITOSZ,O,X,O,O,X,X,X,X
JLITOZS,O,X,O,O,X,X,O,X
JLISTZO,X,X,X,O,O,X,X,O
JLISTOZ,X,X,X,O,X,X,X,O
JLISZTO,X,X,X,O,O,X,O,O
JLISZOT,X,X,X,O,O,X,O,O
JLISOTZ,X,X,X,O,X,X,X,X
JLISOZT,X,X,X,O,X,X,O,X
JLIZTSO,O,X,O,O,O,X,O,O
JLIZTOS,O,X,O,O,X,X,O,O
JLIZSTO,X,X,X,O,O,X,O,O
JLIZSOT,X,X,X,O,O,X,O,O
JLIZOTS,O,X,O,O,X,X,O,O
JLIZOST,O,X,O,O,O,X,O,O
JLIOTSZ,O,X,O,O,X,X,X,X
JLIOTZS,O,X,O,O,X,X,X,X
JLIOSTZ,O,X,O,O,X,X,X,X
JLIOSZT,O,X,O,O,X,X,X,X
JLIOZTS,O,X,O,O,X,X,O,X
JLIOZST,O,X,O,O,X,X,O,X
JLSTIZO,O,X,O,O,X,O,X,X
JLSTIOZ,O,X,X,O,X,O,X,O
JLSTZIO,O,X,O,O,O,O,X,X
JLSTZOI,O,O,O,O,O,O,X,O
JLSTOIZ,O,X,O,O,X,O,X,O
JLSTOZI,O,O,O,O,X,O,X,O
JLSITZO,O,X,X,O,O,O,X,O
JLSITOZ,O,X,X,O,X,O,X,O
JLSIZTO,O,X,X,O,O,O,X,O
JLSIZOT,O,X,X,O,O,O,X,O
JLSIOTZ,O,X,X,O,X,O,X,X
JLSIOZT,O,X,X,O,X,O,X,X
JLSZTIO,O,X,O,O,O,O,X,X
JLSZTOI,O,O,O,X,O,O,X,X
JLSZITO,O,X,X,O,O,O,X,X
JLSZIOT,O,X,X,O,O,O,X,X
JLSZOTI,O,O,O,X,O,O,X,X
JLSZOIT,O,O,O,O,O,O,X,X
JLSOTIZ,O,X,O,O,X,O,X,X
JLSOTZI,O,O,O,O,X,O,X,X
JLSOITZ,O,X,O,O,X,O,X,X
JLSOIZT,O,O,O,O,X,O,X,X
JLSOZTI,O,O,O,O,X,O,X,X
JLSOZIT,O,O,O,O,X,O,X,X
JLZTISO,O,X,O,O,O,X,O,X
JLZTIOS,O,X,O,O,X,X,O,X
JLZTSIO,O,X,O,O,O,X,O,X
JLZTSOI,O,X,O,O,O,X,O,X
JLZTOIS,O,X,O,O,X,X,O,X
JLZTOSI,O,X,O,O,X,X,O,X
JLZITSO,O,X,O,O,O,X,O,X
JLZITOS,O,X,O,O,X,X,O,X
JLZISTO,X,X,X,O,O,X,O,X
JLZISOT,X,X,X,O,O,X,O,X
JLZIOTS,O,X,O,O,X,X,O,X
JLZIOST,O,X,O,O,O,X,O,X
JLZSTIO,O,X,O,O,O,X,O,X
JLZSTOI,O,O,O,X,O,X,O,X
JLZSITO,X,X,X,O,O,X,O,X
JLZSIOT,X,X,X,O,O,X,O,X
JLZSOTI,O,O,O,X,O,X,O,X
JLZSOIT,O,O,O,O,O,X,O,X
JLZOTIS,O,X,O,O,X,X,O,X
JLZOTSI,O,X,O,O,X,X,O,X
JLZOITS,O,X,O,O,X,X,O,X
JLZOIST,O,O,O,O,O,X,O,X
JLZOSTI,O,O,O,O,O,X,O,X
JLZOSIT,O,O,O,O,O,X,O,X
JLOTISZ,O,X,O,O,X,O,X,X
JLOTIZS,O,X,O,O,X,O,X,X
JLOTSIZ,O,X,O,O,X,O,X,X
JLOTSZI,O,X,O,O,X,O,X,X
JLOTZIS,O,X,O,O,X,O,X,X
JLOTZSI,O,X,O,O,X,X,X,X
JLOITSZ,O,X,O,O,X,O,X,X
JLOITZS,O,X,O,O,X,O,X,X
JLOISTZ,O,X,O,O,X,O,X,X
JLOISZT,O,O,O,O,X,O,X,X
JLOIZTS,O,X,O,O,X,X,X,X
JLOIZST,O,O,O,O,X,X,X,X
JLOSTIZ,O,X,O,O,X,O,X,X
JLOSTZI,O,O,O,O,X,O,X,X
JLOSITZ,O,X,O,O,X,O,X,X
JLOSIZT,O,O,O,O,X,O,X,X
JLOSZTI,O,O,O,O,X,O,X,X
JLOSZIT,O,O,O,O,X,O,X,X
JLOZTIS,O,X,O,O,X,X,O,X
JLOZTSI,O,X,O,O,X,X,O,X
JLOZITS,O,X,O,O,X,X,O,X
JLOZIST,O,O,O,O,X,X,O,X
JLOZSTI,O,O,O,O,X,X,O,X
JLOZSIT,O,O,O,O,X,X,O,X
JSTILZO,O,X,X,O,X,O,X,O
JSTILOZ,X,X,X,O,X,X,X,O
JSTIZLO,O,X,X,O,X,O,X,O
JSTIZOL,O,X,O,O,X,O,X,O
JSTIOLZ,O,X,X,O,X,O,X,O
JSTIOZL,O,X,X,X,X,O,X,X
JSTLIZO,O,X,O,O,X,O,X,X
JSTLIOZ,X,X,O,O,X,O,X,O
JSTLZIO,O,X,O,O,O,O,X,X
JSTLZOI,O,X,O,O,O,O,X,O
JSTLOIZ,O,X,O,O,X,O,X,O
JSTLOZI,O,X,O,O,X,O,X,O
JSTZILO,O,X,X,O,X,O,X,X
JSTZIOL,O,X,O,O,X,O,X,X
JSTZLIO,O,X,X,O,X,O,X,X
JSTZLOI,O,X,X,O,X,O,X,O
JSTZOIL,O,O,O,O,X,O,X,X
JSTZOLI,O,O,X,X,X,O,X,X
JSTOILZ,O,X,O,O,X,O,X,O
JSTOIZL,O,X,O,O,X,O,X,X
JSTOLIZ,O,X,O,O,X,O,X,O
JSTOLZI,O,X,O,O,X,O,X,O
JSTOZIL,O,O,O,O,X,O,X,X
JSTOZLI,O,O,X,X,X,O,X,O
JSITLZO,O,X,X,O,O,O,X,O
JSITLOZ,X,X,X,O,X,X,X,O
JSITZLO,O,X,X,O,X,O,X,O
JSITZOL,O,X,X,O,X,O,X,O
JSITOLZ,O,X,X,O,X,O,X,O
JSITOZL,O,X,X,X,X,O,X,O
JSILTZO,X,X,O,O,O,O,X,O
JSILTOZ,X,X,O,O,X,O,X,O
JSILZTO,X,X,O,O,O,O,X,O
JSILZOT,X,X,O,O,O,O,X,O
JSILOTZ,X,X,O,O,X,O,X,X
JSILOZT,X,X,O,O,X,O,X,X
JSIZTLO,O,X,X,O,O,X,X,O
JSIZTOL,O,X,X,O,X,X,X,O
JSIZLTO,X,X,X,O,O,X,X,O
JSIZLOT,X,X,X,O,O,X,X,O
JSIZOTL,O,X,O,O,X,X,X,O
JSIZOLT,O,X,O,O,O,X,X,O
JSIOTLZ,O,X,O,O,X,O,X,O
JSIOTZL,O,X,O,X,X,O,X,O
JSIOLTZ,O,X,O,O,X,O,X,O
JSIOLZT,O,X,O,O,X,O,X,O
JSIOZTL,O,X,O,O,X,O,X,O
JSIOZLT,O,X,O,O,X,O,X,O
JSLTIZO,O,X,O,O,X,O,X,X
JSLTIOZ,O,X,O,O,X,O,X,O
JSLTZIO,O,X,O,O,O,O,X,X
JSLTZOI,O,O,O,O,O,O,X,O
JSLTOIZ,O,X,O,O,X,O,X,O
JSLTOZI,O,O,O,O,X,O,X,O
JSLITZO,O,X,O,O,O,O,X,O
JSLITOZ,O,X,O,O,X,O,X,O
JSLIZTO,O,X,O,O,O,O,X,O
JSLIZOT,O,X,O,O,O,O,X,O
JSLIOTZ,O,X,O,O,X,O,X,X
JSLIOZT,O,X,O,O,X,O,X,X
JSLZTIO,O,X,O,O,O,O,X,X
JSLZTOI,O,O,O,X,O,O,X,X
JSLZITO,O,X,O,O,O,O,X,X
JSLZIOT,O,X,O,O,O,O,X,X
JSLZOTI,O,O,O,X,O,O,X,X
JSLZOIT,O,O,O,O,O,O,X,X
JSLOTIZ,O,X,O,O,X,O,X,X
JSLOTZI,O,O,O,O,X,O,X,X
JSLOITZ,O,X,O,O,X,O,X,X
JSLOIZT,O,O,O,O,X,O,X,X
JSLOZTI,O,O,O,O,X,O,X,X
JSLOZIT,O,O,O,O,X,O,X,X
JSZTILO,O,X,X,O,O,O,X,X
JSZTIOL,O,X,O,O,X,O,X,X
JSZTLIO,O,X,X,X,O,O,X,X
JSZTLOI,O,X,X,X,O,O,X,O
JSZTOIL,O,O,O,X,X,O,X,X
JSZTOLI,O,O,X,X,X,O,X,X
JSZITLO,O,X,X,O,O,X,X,O
JSZITOL,O,X,X,O,X,X,X,O
JSZILTO,X,X,X,O,O,X,X,O
JSZILOT,X,X,X,O,O,X,X,O
JSZIOTL,O,X,O,O,X,X,X,O
JSZIOLT,O,X,O,O,O,X,X,O
JSZLTIO,O,X,O,O,O,O,X,X
JSZLTOI,O,O,O,X,O,O,X,X
JSZLITO,X,X,O,O,O,O,X,X
JSZLIOT,X,X,O,O,O,O,X,X
JSZLOTI,O,O,O,X,O,O,X,X
JSZLOIT,O,O,O,O,O,O,X,X
JSZOTIL,O,O,O,X,X,O,X,X
JSZOTLI,O,O,X,X,X,O,X,X
JSZOITL,O,O,O,O,X,O,X,X
JSZOILT,O,O,O,O,O,O,X,X
JSZOLTI,O,O,O,X,O,O,X,X
JSZOLIT,O,O,O,X,O,O,X,X
JSOTILZ,O,X,O,O,X,O,X,O
JSOTIZL,O,X,O,O,X,O,X,O
JSOTLIZ,O,X,O,O,X,O,X,O
JSOTLZI,O,X,O,O,X,O,X,O
JSOTZIL,O,O,O,O,X,O,X,X
JSOTZLI,O,O,X,X,X,O,X,O
JSOITLZ,O,X,O,O,X,O,X,O
JSOITZL,O,X,O,O,X,O,X,O
JSOILTZ,O,X,O,O,X,O,X,O
JSOILZT,O,O,O,O,X,O,X,O
JSOIZTL,O,O,O,O,X,O,X,O
JSOIZLT,O,O,O,O,X,O,X,O
JSOLTIZ,O,X,O,O,X,O,X,O
JSOLTZI,O,O,O,O,X,O,X,O
JSOLITZ,O,X,O,O,X,O,X,O
JSOLIZT,O,O,O,O,X,O,X,O
JSOLZTI,O,O,O,O,X,O,X,X
JSOLZIT,O,O,O,O,X,O,X,X
JSOZTIL,O,O,O,O,X,O,X,X
JSOZTLI,O,O,X,X,X,O,X,O
JSOZITL,O,O,O,O,X,O,X,O
JSOZILT,O,O,O,O,X,O,X,O
JSOZLTI,O,O,O,O,X,O,X,X
JSOZLIT,O,O,O,O,X,O,X,X
JZTILSO,O,X,X,O,O,X,O,X
JZTILOS,O,X,X,O,X,O,O,X
JZTISLO,O,X,X,O,O,O,O,X
JZTISOL,O,X,X,O,X,O,O,X
JZTIOLS,O,X,X,X,X,O,O,X
JZTIOSL,O,X,X,X,X,O,O,X
JZTLISO,O,X,X,O,O,X,O,X
JZTLIOS,O,X,X,O,X,O,O,X
JZTLSIO,X,X,X,O,O,X,O,X
JZTLSOI,X,X,X,O,O,X,O,X
JZTLOIS,O,X,X,O,X,O,O,X
JZTLOSI,X,X,X,O,X,X,O,X
JZTSILO,O,X,X,O,O,O,O,X
JZTSIOL,O,X,X,O,X,O,O,X
JZTSLIO,X,X,X,O,O,O,O,X
JZTSLOI,X,X,X,O,O,O,O,X
JZTSOIL,O,X,X,O,X,O,X,X
JZTSOLI,X,X,X,X,X,O,X,X
JZTOILS,O,X,O,X,X,O,O,X
JZTOISL,O,X,O,X,X,O,O,X
JZTOLIS,O,X,X,O,X,O,O,X
JZTOLSI,X,X,X,O,X,X,O,X
JZTOSIL,O,X,X,O,X,O,X,X
JZTOSLI,X,X,X,X,X,O,X,X
JZITLSO,O,X,X,X,O,X,O,O
JZITLOS,O,X,X,X,X,X,O,O
JZITSLO,O,X,X,X,O,X,O,O
JZITSOL,O,X,X,X,X,X,O,O
JZITOLS,O,X,X,X,X,X,O,O
JZITOSL,O,X,X,X,X,X,O,X
JZILTSO,X,X,X,O,O,X,O,O
JZILTOS,X,X,X,O,X,X,O,O
JZILSTO,X,X,X,O,O,X,O,O
JZILSOT,X,X,X,O,O,X,O,O
JZILOTS,X,X,X,O,X,X,O,O
JZILOST,X,X,X,O,O,X,O,O
JZISTLO,X,X,X,O,O,X,O,O
JZISTOL,X,X,X,O,X,X,O,O
JZISLTO,X,X,X,O,O,X,O,O
JZISLOT,X,X,X,O,O,X,O,O
JZISOTL,X,X,X,O,X,X,X,O
JZISOLT,X,X,X,O,O,X,O,O
JZIOTLS,O,X,O,X,X,X,O,O
JZIOTSL,O,X,O,X,X,X,O,X
JZIOLTS,O,X,O,X,X,X,O,O
JZIOLST,O,X,O,X,O,X,O,O
JZIOSTL,O,X,O,X,X,X,X,O
JZIOSLT,O,X,O,X,O,X,O,O
JZLTISO,O,X,O,O,O,X,O,X
JZLTIOS,O,X,O,O,X,X,O,X
JZLTSIO,X,X,O,O,O,X,O,X
JZLTSOI,X,X,O,O,O,X,O,X
JZLTOIS,O,X,O,O,X,X,O,X
JZLTOSI,X,X,O,O,X,X,O,X
JZLITSO,X,X,O,O,O,X,O,X
JZLITOS,X,X,O,O,X,X,O,X
JZLISTO,X,X,X,O,O,X,O,X
JZLISOT,X,X,X,O,O,X,O,X
JZLIOTS,X,X,O,O,X,X,O,X
JZLIOST,X,X,O,O,O,X,O,X
JZLSTIO,X,X,O,O,O,X,O,X
