sequence,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je2/Iv?hFRbB/iBajBzgBUlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jex6Iv?hFygB2iB0fBziB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbBmdBKlBzgB0iBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbByiBmgB0iBTlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je//Iv?hFRbBidBOlB8lBziBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hFibBmdB0iBRlB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jem7Iv?hFidBxfBziB0fB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Je2/Iv?hFzbB/iBajBRlBUlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hF2gByiB0iBRlB3lBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jex6Iv?hFehB/iBajB0fBTlBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8Jei6Iv?hFzbBRlB3nBUlBmnBlsB,v115@4gA8CeA8EeA8CeB8DeB8BeC8BeB8CeH8AeB8JeT6Iv?hF2gBliBRlB8sB3qBisB
JIOTLZS,X,X,X,X,X,O,O,X,O,X,X,X
JIOTSLZ,O,X,X,X,X,X,O,O,O,X,X,X
JIOTSZL,O,X,X,X,X,X,X,O,X,X,X,X
JIOTZLS,X,X,X,X,X,O,O,X,O,X,X,O
JIOTZSL,O,X,X,X,X,O,X,O,X,X,X,O
JIOLTSZ,O,X,X,X,X,X,X,O,O,X,X,X
JIOLTZS,X,X,X,X,X,O,X,X,O,X,X,X
JIOLSTZ,O,X,X,X,X,X,X,O,X,X,X,X
JIOLSZT,O,X,X,X,X,X,X,O,O,X,X,X
JIOLZTS,X,X,X,X,X,O,X,X,O,X,X,O
JIOLZST,X,X,X,X,X,O,X,X,O,X,X,X
JIOSTLZ,O,X,X,X,X,X,X,O,O,X,X,X
JIOSTZL,O,X,X,X,X,X,X,O,X,X,X,X
JIOSLTZ,O,X,X,X,X,X,X,O,X,X,X,X
JIOSLZT,O,X,X,X,X,X,X,O,O,X,X,X
JIOSZTL,X,X,X,X,X,X,X,X,X,X,X,O
JIOSZLT,O,X,X,X,X,X,X,O,X,X,X,X
JIOZTLS,X,X,X,X,X,X,X,X,O,X,X,O
JIOZTSL,O,X,X,X,X,O,X,O,X,X,X,O
JIOZLTS,X,X,X,X,X,X,X,X,O,X,X,O
JIOZLST,X,X,X,X,X,O,X,X,O,X,X,X
JIOZSTL,X,X,X,X,X,O,X,X,X,X,X,O
JIOZSLT,O,X,X,X,X,O,X,O,X,X,X,X
JLTISZO,O,X,X,O,X,X,X,O,X,X,X,X
JLTISOZ,O,X,X,O,X,X,X,O,X,X,X,X
JLTIZSO,X,X,X,X,X,X,X,X,X,X,X,X
JLTIZOS,X,X,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,X,X,X,X,X,X,X,O,X,X,X,X
JLTIOZS,X,X,X,X,X,X,X,X,X,X,X,X
JLTSIZO,O,X,O,O,X,X,X,O,X,O,X,X
JLTSIOZ,O,X,X,O,X,X,X,O,X,X,X,X
JLTSZIO,O,X,O,O,X,X,X,O,X,O,X,X
JLTSZOI,O,X,O,O,X,X,X,X,X,O,X,X
JLTSOIZ,O,X,O,O,X,X,X,O,X,X,X,X
JLTSOZI,O,X,O,O,X,X,X,X,X,O,X,X
JLTZISO,O,X,O,X,X,X,X,X,X,O,X,X
JLTZIOS,X,X,O,X,X,X,X,X,X,X,X,X
JLTZSIO,O,X,O,O,X,X,X,X,X,O,X,X
JLTZSOI,O,X,O,O,X,X,X,X,X,O,X,X
JLTZOIS,O,X,O,X,X,X,X,X,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X,X,X,X,X,X
JLTOISZ,O,X,X,X,X,X,X,X,X,X,X,X
JLTOIZS,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,X,O,O,X,X,X,X,X,X,X,X
JLTOSZI,O,X,O,O,X,X,X,X,X,X,X,X
JLTOZIS,X,X,O,X,X,X,X,X,X,X,X,X
JLTOZSI,X,X,O,X,X,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,X,X,X,O,X,X,X,X
JLITSOZ,O,X,X,X,X,X,X,O,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,X,X,X,X,X
JLITZOS,X,X,X,X,X,X,X,X,X,X,X,X
JLITOSZ,X,X,X,X,X,X,X,O,X,X,X,X
JLITOZS,X,X,X,X,X,X,X,X,O,X,X,X
JLISTZO,O,X,X,O,X,X,X,X,X,X,O,X
JLISTOZ,O,X,X,X,X,X,X,O,X,X,X,X
JLISZTO,O,X,X,O,X,X,X,X,X,X,O,X
JLISZOT,O,X,X,O,X,X,X,O,X,X,O,X
JLISOTZ,O,X,X,O,X,X,X,O,X,X,X,X
JLISOZT,O,X,X,O,X,X,X,O,O,X,O,X
JLIZTSO,X,X,X,X,X,X,X,X,X,X,X,X
JLIZTOS,X,X,X,X,X,X,X,X,X,X,X,X
JLIZSTO,X,X,X,X,X,X,X,X,X,X,X,X
JLIZSOT,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOTS,X,X,X,X,X,X,X,X,O,X,X,X
JLIZOST,X,X,X,X,X,X,X,X,O,X,X,X
JLIOTSZ,X,X,X,X,X,X,X,O,X,X,X,X
JLIOTZS,X,X,X,X,X,X,X,X,O,X,X,X
JLIOSTZ,X,X,X,X,X,X,X,O,X,X,X,X
JLIOSZT,X,X,X,X,X,X,X,O,O,X,X,X
JLIOZTS,X,X,X,X,X,X,X,X,O,X,X,X
JLIOZST,X,X,X,X,X,X,X,X,O,X,X,X
JLSTIZO,O,X,O,O,X,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,O,X,X,X,O,X,X,X,X
JLSTZIO,O,O,O,O,X,X,X,X,X,O,X,X
JLSTZOI,O,O,O,O,X,X,X,X,X,O,X,X
JLSTOIZ,O,X,O,O,X,X,X,X,X,X,X,X
JLSTOZI,O,X,O,O,X,X,X,X,X,X,X,X
JLSITZO,O,X,O,O,O,X,X,X,X,X,O,X
JLSITOZ,O,X,X,O,O,X,X,O,X,X,X,X
JLSIZTO,O,O,O,O,O,X,X,X,X,O,O,X
JLSIZOT,O,O,O,O,O,X,X,O,X,O,O,X
JLSIOTZ,O,X,X,O,X,X,X,O,X,X,X,X
JLSIOZT,O,X,X,O,X,X,X,O,X,X,O,X
JLSZTIO,O,O,O,O,O,X,X,X,X,O,X,X
JLSZTOI,O,O,O,O,X,X,X,X,X,O,X,X
JLSZITO,O,O,O,O,O,X,X,X,X,O,X,X
JLSZIOT,O,O,O,O,O,X,X,O,X,O,X,X
JLSZOTI,O,O,O,O,X,X,X,X,X,O,X,X
JLSZOIT,O,O,O,O,O,X,X,X,X,O,X,X
JLSOTIZ,O,X,O,O,X,X,X,X,X,X,X,X
JLSOTZI,O,X,O,O,X,X,X,X,X,X,X,X
JLSOITZ,O,X,O,O,X,X,X,O,X,X,X,X
JLSOIZT,O,X,O,O,X,X,X,O,X,X,X,X
JLSOZTI,O,O,O,O,X,X,X,X,X,O,X,X
JLSOZIT,O,O,O,O,X,X,X,X,X,O,X,X
JLZTISO,O,O,X,X,X,X,X,X,X,O,X,X
JLZTIOS,X,O,X,X,X,X,X,X,X,X,X,X
JLZTSIO,O,O,O,X,O,X,X,X,X,O,X,X
JLZTSOI,O,O,O,X,X,X,X,X,X,O,X,X
JLZTOIS,O,O,X,X,X,X,X,X,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X,X,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X,X,O,X,X
JLZITOS,X,O,X,X,X,X,X,X,X,X,X,X
JLZISTO,O,O,O,X,O,X,X,X,X,O,X,X
JLZISOT,O,O,O,X,O,X,X,X,X,O,X,X
JLZIOTS,X,O,X,X,X,X,X,X,X,X,X,X
JLZIOST,X,X,O,X,X,X,X,X,X,X,X,X
JLZSTIO,O,O,O,O,O,X,X,X,X,O,X,X
JLZSTOI,O,O,O,O,X,X,X,X,X,O,X,X
JLZSITO,O,O,O,O,O,X,X,X,X,O,X,X
JLZSIOT,O,O,O,O,O,X,X,X,X,O,X,X
JLZSOTI,O,O,O,O,X,X,X,X,X,O,X,X
JLZSOIT,O,O,O,O,O,X,X,X,X,O,X,X
JLZOTIS,O,O,X,X,X,X,X,X,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X,X,X,X,X,X
JLZOITS,O,O,X,X,X,X,X,X,X,X,X,X
JLZOIST,O,X,O,X,X,X,X,X,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X,X,X,X,X,X
JLZOSIT,O,O,O,X,O,X,X,X,X,X,X,X
JLOTISZ,O,X,X,X,X,X,X,X,X,X,X,X
JLOTIZS,X,X,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,X,O,O,X,X,X,X,X,X,X,X
JLOTSZI,O,X,O,O,X,X,X,X,X,X,X,X
JLOTZIS,X,X,O,X,X,X,X,X,X,X,X,X
JLOTZSI,X,X,O,X,X,X,X,X,X,X,X,X
JLOITSZ,O,X,X,X,X,X,X,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,X,O,X,X,X
JLOISTZ,O,X,X,O,X,X,X,X,X,X,X,X
JLOISZT,O,X,X,O,X,X,X,X,O,X,X,X
JLOIZTS,X,X,X,X,X,X,X,X,O,X,X,X
JLOIZST,X,X,X,X,X,X,X,X,O,X,X,X
JLOSTIZ,O,X,O,O,X,X,X,X,X,X,X,X
JLOSTZI,O,X,O,O,X,X,X,X,X,X,X,X
JLOSITZ,O,X,O,O,X,X,X,X,X,X,X,X
JLOSIZT,O,X,O,O,X,X,X,X,X,X,X,X
JLOSZTI,O,X,O,O,X,X,X,X,X,X,X,X
JLOSZIT,O,X,O,O,X,X,X,X,X,X,X,X
JLOZTIS,X,X,X,X,X,X,X,X,X,X,X,X
JLOZTSI,X,X,O,X,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,X,X,X,X,X,X,X,X,X
JLOZIST,X,X,O,X,X,X,X,X,X,X,X,X
JLOZSTI,X,X,O,O,X,X,X,X,X,X,X,X
JLOZSIT,X,X,O,O,X,X,X,X,X,X,X,X
JSTILZO,O,O,X,O,O,X,X,O,X,O,X,X
JSTILOZ,O,X,X,O,O,X,O,O,X,X,X,X
JSTIZLO,O,O,O,O,X,X,X,O,X,O,X,X
JSTIZOL,O,O,O,X,X,X,O,O,X,O,X,X
JSTIOLZ,O,X,X,O,O,X,O,O,X,X,X,X
JSTIOZL,O,X,X,X,X,X,O,O,X,X,X,X
JSTLIZO,O,O,O,O,O,X,X,O,X,O,X,X
JSTLIOZ,O,X,X,O,O,X,O,O,X,X,X,X
JSTLZIO,O,O,O,O,O,X,X,O,X,O,X,X
JSTLZOI,O,O,O,O,O,X,X,X,X,O,X,X
JSTLOIZ,O,X,O,O,X,X,O,O,X,X,X,X
JSTLOZI,O,O,O,O,X,X,O,X,X,O,X,X
JSTZILO,O,O,O,O,O,X,X,O,X,O,X,X
JSTZIOL,O,O,O,X,O,X,O,O,X,O,X,X
JSTZLIO,O,O,O,O,O,X,X,O,X,O,X,X
JSTZLOI,O,O,O,O,O,X,X,X,X,O,X,X
JSTZOIL,O,O,O,X,O,X,O,X,X,O,X,X
JSTZOLI,O,O,O,X,O,X,O,X,X,O,X,X
JSTOILZ,O,X,X,O,O,X,O,O,X,X,X,X
JSTOIZL,O,X,X,O,X,X,O,O,X,X,X,X
JSTOLIZ,O,X,X,O,O,X,O,O,X,X,X,X
JSTOLZI,O,O,X,O,O,X,O,X,X,O,X,X
JSTOZIL,O,O,X,O,O,X,O,X,X,O,X,X
JSTOZLI,O,O,X,O,O,X,O,X,X,O,X,X
JSITLZO,O,X,X,O,O,X,X,O,X,X,O,X
JSITLOZ,O,X,X,O,O,X,O,O,X,X,X,X
JSITZLO,O,X,O,O,X,X,X,O,X,X,O,X
JSITZOL,X,X,O,X,X,X,O,O,X,X,O,X
JSITOLZ,O,X,X,O,O,X,O,O,X,X,X,X
JSITOZL,X,X,X,X,X,X,O,O,X,X,X,X
JSILTZO,O,X,X,O,O,X,X,X,X,X,O,X
JSILTOZ,O,X,X,O,O,X,O,O,X,X,X,X
JSILZTO,O,O,X,O,O,X,X,X,X,O,O,X
JSILZOT,O,O,X,O,O,X,X,O,X,O,O,X
JSILOTZ,O,X,X,O,X,X,X,O,X,X,X,X
JSILOZT,O,X,X,O,X,X,X,O,X,X,O,X
JSIZTLO,O,O,O,O,X,X,X,X,X,O,O,X
JSIZTOL,X,X,X,X,X,X,O,X,X,X,O,X
JSIZLTO,O,O,O,O,X,X,X,X,X,O,O,X
JSIZLOT,O,O,O,O,X,X,X,O,X,O,O,X
JSIZOTL,O,X,X,X,X,X,X,X,X,X,O,X
JSIZOLT,O,O,O,X,X,X,X,O,X,O,O,X
JSIOTLZ,O,X,X,O,X,X,O,O,X,X,X,X
JSIOTZL,X,X,X,X,X,X,O,O,X,X,X,X
JSIOLTZ,O,X,X,X,X,X,X,O,X,X,X,X
JSIOLZT,O,X,X,O,X,X,X,O,X,X,O,X
JSIOZTL,X,X,X,X,X,X,X,X,X,X,O,X
JSIOZLT,O,X,X,X,X,X,X,O,X,X,O,X
JSLTIZO,O,O,O,O,X,X,X,X,X,X,X,X
JSLTIOZ,O,X,X,O,X,X,O,O,X,X,X,X
JSLTZIO,O,O,O,O,X,X,X,X,X,O,X,X
JSLTZOI,O,O,O,O,X,X,X,X,X,O,X,X
JSLTOIZ,O,X,O,O,X,X,O,X,X,X,X,X
JSLTOZI,O,O,O,O,X,X,O,X,X,X,X,X
JSLITZO,O,X,O,O,O,X,X,X,X,X,O,X
JSLITOZ,O,X,X,O,O,X,O,O,X,X,X,X
JSLIZTO,O,O,O,O,O,X,X,X,X,O,O,X
JSLIZOT,O,O,O,O,O,X,X,O,X,O,O,X
JSLIOTZ,O,X,X,O,X,X,X,O,X,X,X,X
JSLIOZT,O,X,X,O,X,X,X,O,X,X,O,X
JSLZTIO,O,O,O,O,O,X,X,X,X,O,X,X
JSLZTOI,O,O,O,O,X,X,X,X,X,O,X,X
JSLZITO,O,O,O,O,O,X,X,X,X,O,X,X
JSLZIOT,O,O,O,O,O,X,X,O,X,O,X,X
JSLZOTI,O,O,O,O,X,X,X,X,X,O,X,X
JSLZOIT,O,O,O,O,O,X,X,X,X,O,X,X
JSLOTIZ,O,X,O,O,X,X,X,X,X,X,X,X
JSLOTZI,O,X,O,O,X,X,X,X,X,X,X,X
JSLOITZ,O,X,O,O,X,X,X,O,X,X,X,X
JSLOIZT,O,X,O,O,X,X,X,O,X,X,X,X
JSLOZTI,O,O,O,O,X,X,X,X,X,O,X,X
JSLOZIT,O,O,O,O,X,X,X,X,X,O,X,X
JSZTILO,O,O,O,O,O,X,X,X,X,O,X,X
JSZTIOL,O,O,X,X,O,X,O,X,X,O,X,X
JSZTLIO,O,O,O,O,O,X,X,X,X,O,X,X
JSZTLOI,O,O,O,O,O,X,X,X,X,O,X,X
JSZTOIL,O,O,X,X,O,X,O,X,X,O,X,X
JSZTOLI,O,O,X,X,O,X,O,X,X,O,X,X
JSZITLO,O,O,O,O,O,X,X,X,X,O,X,X
JSZITOL,O,O,X,X,O,X,O,X,X,O,X,X
JSZILTO,O,O,O,O,O,X,X,X,X,O,X,X
JSZILOT,O,O,O,O,O,X,X,O,X,O,X,X
JSZIOTL,O,X,X,X,O,X,X,X,X,X,X,X
JSZIOLT,O,O,O,X,O,X,X,O,X,O,X,X
JSZLTIO,O,O,O,O,O,X,X,X,X,O,X,X
JSZLTOI,O,O,O,O,O,X,X,X,X,O,X,X
JSZLITO,O,O,O,O,O,X,X,X,X,O,X,X
JSZLIOT,O,O,O,O,O,X,X,O,X,O,X,X
JSZLOTI,O,O,O,O,X,X,X,X,X,O,X,X
JSZLOIT,O,O,O,O,O,X,X,X,X,O,X,X
JSZOTIL,O,X,X,X,O,X,X,X,X,X,X,X
JSZOTLI,O,X,X,X,O,X,X,X,X,X,X,X
JSZOITL,O,X,X,X,O,X,X,X,X,X,X,X
JSZOILT,O,O,O,X,O,X,X,X,X,O,X,X
JSZOLTI,O,O,O,X,X,X,X,X,X,O,X,X
JSZOLIT,O,O,O,X,O,X,X,X,X,O,X,X
JSOTILZ,O,X,X,O,X,X,O,X,X,X,X,X
JSOTIZL,O,X,X,O,X,X,O,X,X,X,X,X
JSOTLIZ,O,X,X,O,X,X,O,X,X,X,X,X
JSOTLZI,O,X,X,O,X,X,O,X,X,X,X,X
JSOTZIL,O,X,X,O,X,X,O,X,X,X,X,X
JSOTZLI,O,X,X,O,X,X,O,X,X,X,X,X
JSOITLZ,O,X,X,O,X,X,O,O,X,X,X,X
JSOITZL,O,X,X,O,X,X,O,X,X,X,X,X
JSOILTZ,O,X,X,O,X,X,X,O,X,X,X,X
JSOILZT,O,X,X,O,X,X,X,O,X,X,X,X
JSOIZTL,X,X,X,O,X,X,X,X,X,X,X,X
JSOIZLT,O,X,X,O,X,X,X,O,X,X,X,X
JSOLTIZ,O,X,X,O,X,X,X,X,X,X,X,X
JSOLTZI,O,X,X,O,X,X,X,X,X,X,X,X
JSOLITZ,O,X,X,O,X,X,X,O,X,X,X,X
JSOLIZT,O,X,X,O,X,X,X,O,X,X,X,X
JSOLZTI,O,O,X,O,X,X,X,X,X,O,X,X
JSOLZIT,O,O,X,O,X,X,X,X,X,O,X,X
JSOZTIL,O,X,X,O,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,O,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,O,X,X,X,X,X,X,X,X
JSOZILT,O,O,X,O,X,X,X,X,X,O,X,X
JSOZLTI,O,O,X,O,X,X,X,X,X,O,X,X
JSOZLIT,O,O,X,O,X,X,X,X,X,O,X,X
JZTILSO,O,O,X,X,O,X,X,X,X,O,X,X
JZTILOS,X,O,X,X,X,X,X,X,X,X,X,O
JZTISLO,O,O,X,X,O,O,X,O,X,O,X,X
JZTISOL,O,O,X,X,O,O,X,O,X,O,X,O
JZTIOLS,O,O,X,X,O,X,X,X,X,X,X,O
JZTIOSL,O,X,X,X,O,O,X,O,X,O,X,O
JZTLISO,O,O,X,X,O,X,X,X,X,O,X,X
JZTLIOS,X,O,X,X,X,X,X,X,X,X,X,X
JZTLSIO,O,O,O,O,O,X,X,X,X,O,X,X
JZTLSOI,O,O,O,O,O,X,X,X,X,O,X,X
JZTLOIS,O,O,X,X,O,X,X,X,X,X,X,X
JZTLOSI,O,O,O,X,O,X,X,X,X,X,X,X
JZTSILO,O,O,O,O,O,X,X,O,X,O,X,X
JZTSIOL,O,O,X,X,O,X,X,O,X,O,X,X
JZTSLIO,O,O,O,O,O,X,X,O,X,O,X,X
JZTSLOI,O,O,O,O,O,X,X,X,X,O,X,X
JZTSOIL,O,O,X,X,O,X,X,X,X,O,X,X
JZTSOLI,O,O,X,X,O,X,X,X,X,O,X,X
JZTOILS,O,O,X,X,O,X,X,X,X,X,X,O
JZTOISL,O,X,X,X,O,O,X,X,X,O,X,O
JZTOLIS,O,O,X,X,O,X,X,X,X,X,X,X
JZTOLSI,O,O,O,X,O,X,X,X,X,X,X,X
JZTOSIL,O,O,X,X,O,X,X,X,X,O,X,X
JZTOSLI,O,O,X,X,O,X,X,X,X,O,X,X
JZITLSO,O,O,X,X,O,X,X,X,X,O,X,X
JZITLOS,X,O,X,X,X,X,X,X,X,X,X,O
JZITSLO,O,O,X,X,O,O,X,O,X,O,X,X
JZITSOL,O,X,X,X,O,O,X,O,X,O,X,O
JZITOLS,O,O,X,X,O,X,X,X,X,X,X,O
JZITOSL,O,X,X,X,O,O,X,O,X,O,X,O
JZILTSO,O,O,X,X,X,X,X,X,X,O,X,X
JZILTOS,X,O,X,X,X,X,X,X,X,X,X,O
JZILSTO,O,O,O,X,O,O,X,X,X,O,X,X
JZILSOT,O,O,O,X,O,O,X,X,X,O,X,X
JZILOTS,X,O,X,X,X,X,X,X,X,X,X,O
JZILOST,X,X,O,X,X,O,X,X,X,X,X,X
JZISTLO,O,O,O,X,O,O,X,X,X,O,X,X
JZISTOL,O,X,X,X,O,O,X,X,X,O,X,O
JZISLTO,O,O,O,X,O,O,X,X,X,O,X,X
JZISLOT,O,O,O,X,O,O,X,O,X,O,X,X
JZISOTL,O,X,X,X,O,O,X,X,X,X,X,O
JZISOLT,O,O,O,X,O,O,X,O,X,O,X,X
JZIOTLS,O,X,X,X,X,X,X,X,X,X,X,O
JZIOTSL,O,X,X,X,X,O,X,O,X,O,X,O
JZIOLTS,O,O,X,X,X,X,X,X,X,X,X,O
JZIOLST,O,X,O,X,X,O,X,X,X,X,X,X
JZIOSTL,O,X,X,X,X,O,X,X,X,X,X,O
JZIOSLT,O,X,X,X,X,O,X,O,X,O,X,X
JZLTISO,O,O,X,X,O,X,X,X,X,O,X,X
JZLTIOS,X,O,X,X,X,X,X,X,X,X,X,X
JZLTSIO,O,O,O,X,O,X,X,X,X,O,X,X
JZLTSOI,O,O,O,X,O,X,X,X,X,O,X,X
JZLTOIS,O,O,X,X,O,X,X,X,X,X,X,X
JZLTOSI,O,O,O,X,O,X,X,X,X,X,X,X
JZLITSO,O,O,X,X,X,X,X,X,X,O,X,X
JZLITOS,X,O,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,O,O,X,O,O,X,X,X,O,X,X
JZLISOT,O,O,O,X,O,O,X,X,X,O,X,X
JZLIOTS,X,O,X,X,X,X,X,X,X,X,X,X
JZLIOST,X,X,O,X,X,O,X,X,X,X,X,X
JZLSTIO,O,O,O,O,O,X,X,X,X,O,X,X
JZLSTOI,O,O,O,O,O,X,X,X,X,O,X,X
JZLSITO,O,O,O,O,O,X,X,X,X,O,X,X
JZLSIOT,O,O,O,O,O,X,X,X,X,O,X,X
JZLSOTI,O,O,O,O,X,X,X,X,X,O,X,X
JZLSOIT,O,O,O,O,O,X,X,X,X,O,X,X
JZLOTIS,O,O,X,X,X,X,X,X,X,X,X,X
JZLOTSI,O,O,O,X,X,X,X,X,X,X,X,X
JZLOITS,O,O,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,O,X,X,O,X,X,X,X,X,X
JZLOSTI,O,O,O,X,X,X,X,X,X,X,X,X
JZLOSIT,O,O,O,X,O,X,X,X,X,X,X,X
JZSTILO,O,O,O,O,O,X,X,X,X,O,X,X
JZSTIOL,O,O,X,X,O,X,X,X,X,O,X,X
JZSTLIO,O,O,O,O,O,X,X,X,X,O,X,X
JZSTLOI,O,O,O,O,O,X,X,X,X,O,X,X
JZSTOIL,O,O,X,X,O,X,X,X,X,O,X,X
JZSTOLI,O,O,X,X,O,X,X,X,X,O,X,X
JZSITLO,O,O,O,O,O,O,X,X,X,O,X,X
JZSITOL,O,O,X,X,O,O,X,X,X,O,X,X
JZSILTO,O,O,O,O,O,O,X,X,X,O,X,X
JZSILOT,O,O,O,O,O,O,X,O,X,O,X,X
JZSIOTL,O,X,X,X,O,O,X,X,X,X,X,X
JZSIOLT,O,O,O,X,O,O,X,O,X,O,X,X
JZSLTIO,O,O,O,O,O,X,X,X,X,O,X,X
JZSLTOI,O,O,O,O,O,X,X,X,X,O,X,X
JZSLITO,O,O,O,O,O,X,X,X,X,O,X,X
JZSLIOT,O,O,O,O,O,X,X,O,X,O,X,X
JZSLOTI,O,O,O,O,X,X,X,X,X,O,X,X
JZSLOIT,O,O,O,O,O,X,X,X,X,O,X,X
JZSOTIL,O,X,X,X,O,X,X,X,X,X,X,X
JZSOTLI,O,X,X,X,O,X,X,X,X,X,X,X
JZSOITL,O,X,X,X,O,O,X,X,X,X,X,X
JZSOILT,O,O,O,X,O,O,X,X,X,O,X,X
JZSOLTI,O,O,O,X,X,X,X,X,X,O,X,X
JZSOLIT,O,O,O,X,O,X,X,X,X,O,X,X
JZOTILS,O,X,X,X,O,X,X,X,X,X,X,O
JZOTISL,O,X,X,X,O,O,X,X,X,O,X,O
JZOTLIS,O,X,X,X,O,X,X,X,X,X,X,X
JZOTLSI,O,X,O,X,O,X,X,X,X,X,X,X
JZOTSIL,O,X,X,X,O,X,X,X,X,O,X,X
JZOTSLI,O,X,X,X,O,X,X,X,X,O,X,X
JZOITLS,O,X,X,X,X,X,X,X,X,X,X,O
JZOITSL,O,X,X,X,X,O,X,X,X,O,X,O
JZOILTS,O,O,X,X,X,X,X,X,X,X,X,O
JZOILST,O,X,O,X,X,O,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,O,X,X,X,X,X,O
JZOISLT,O,X,X,X,X,O,X,X,X,O,X,X
JZOLTIS,O,O,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,O,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,X,O,X,X,O,X,X,X,X,X,X
JZOLSTI,O,O,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,X,O,X,X,X,X,X,X,X
JZOSTIL,O,X,X,X,O,X,X,X,X,X,X,X
JZOSTLI,O,X,X,X,O,X,X,X,X,X,X,X
JZOSITL,O,X,X,X,O,O,X,X,X,X,X,X
JZOSILT,O,O,O,X,O,O,X,X,X,O,X,X
JZOSLTI,O,O,O,X,X,X,X,X,X,O,X,X
JZOSLIT,O,O,O,X,O,X,X,X,X,O,X,X
JOTILSZ,O,X,X,O,X,X,X,O,O,X,X,X
JOTILZS,X,X,X,X,X,O,X,X,O,X,X,X
JOTISLZ,O,X,X,O,X,X,X,O,O,X,X,X
JOTISZL,O,X,X,O,X,X,X,O,X,X,X,X
JOTIZLS,X,X,X,X,X,O,X,X,O,X,X,X
JOTIZSL,O,X,X,X,X,O,X,O,X,X,X,X
JOTLISZ,O,X,X,O,X,X,X,X,O,X,X,X
JOTLIZS,X,X,X,X,X,X,X,X,O,X,X,X
JOTLSIZ,O,X,O,O,X,X,X,X,X,X,X,X
JOTLSZI,O,X,O,O,X,X,X,X,X,X,X,X
JOTLZIS,X,X,O,X,X,X,X,X,X,X,X,X
JOTLZSI,X,X,O,O,X,X,X,X,X,X,X,X
JOTSILZ,O,X,X,O,X,X,X,O,X,X,X,X
JOTSIZL,O,X,X,O,X,X,X,O,X,X,X,X
JOTSLIZ,O,X,X,O,X,X,X,O,X,X,X,X
JOTSLZI,O,X,X,O,X,X,X,X,X,O,X,X
JOTSZIL,O,X,X,O,X,X,X,X,X,O,X,X
JOTSZLI,O,X,X,O,X,X,X,X,X,O,X,X
JOTZILS,O,X,O,X,X,O,X,X,X,X,X,X
JOTZISL,O,X,X,X,X,O,X,X,X,O,X,X
JOTZLIS,O,X,O,X,X,O,X,X,X,X,X,X
JOTZLSI,O,X,O,O,X,X,X,X,X,X,X,X
JOTZSIL,O,X,X,O,X,O,X,X,X,O,X,X
JOTZSLI,O,X,O,O,X,X,X,X,X,O,X,X
JOITLSZ,O,X,X,O,X,X,X,O,O,X,X,X
JOITLZS,X,X,X,X,X,O,X,X,O,X,X,X
JOITSLZ,O,X,X,O,X,X,X,O,O,X,X,X
JOITSZL,O,X,X,O,X,X,X,O,X,X,X,X
JOITZLS,X,X,X,X,X,O,X,X,O,X,X,O
JOITZSL,O,X,X,X,X,O,X,O,X,X,X,O
JOILTSZ,O,X,X,X,X,X,X,O,O,X,X,X
JOILTZS,X,X,X,X,X,O,X,X,O,X,X,X
