sequence,v115@6gB8HeB8FeD8EeE8AeB8AeG8Jei6IvhFzcB5jBckBm?gB3gBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JecAJvhFmcB5jBTfBX?hBikBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8Je/AJvhFahBzcB5jBO?kB0fBFqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeaBJvhFzcB5jBOkBX?gBcqBlpB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeK/IvhFfgBlbBzcB5?jB8lBmpB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeO/IvhFzcB5jB8lB3?kBFlBiqB,v115@6gB8HeB8FeD8EeE8AeB8AeG8JeeBJvhFzcB5jB/kBF?gBikBcqB
JLIOZTS,O,X,X,O,O,X,X
JLIOZST,O,X,X,O,O,X,X
JLSTIZO,X,O,X,X,O,X,X
JLSTIOZ,X,O,X,X,O,X,O
JLSTZIO,X,O,X,X,O,X,X
JLSTZOI,X,O,X,X,O,X,X
JLSTOIZ,X,O,X,X,O,X,O
JLSTOZI,X,O,X,X,O,X,X
JLSITZO,X,O,X,X,O,X,X
JLSITOZ,X,O,X,X,O,X,O
JLSIZTO,X,O,X,O,O,X,X
JLSIZOT,X,X,X,O,O,X,X
JLSIOTZ,X,X,X,X,O,X,O
JLSIOZT,X,X,X,O,O,X,X
JLSZTIO,X,O,X,O,O,X,X
JLSZTOI,X,O,X,O,O,X,X
JLSZITO,X,O,X,O,O,X,X
JLSZIOT,X,X,X,O,O,X,X
JLSZOTI,X,X,X,O,O,X,X
JLSZOIT,X,X,X,O,O,X,X
JLSOTIZ,X,X,X,X,O,X,O
JLSOTZI,X,X,X,X,O,X,X
JLSOITZ,X,X,X,X,O,X,O
JLSOIZT,X,X,X,O,O,X,X
JLSOZTI,X,X,X,O,O,X,X
JLSOZIT,X,X,X,O,O,X,X
JLZTISO,X,X,X,O,O,X,X
JLZTIOS,O,X,X,O,O,X,X
JLZTSIO,X,X,X,O,O,X,X
JLZTSOI,X,X,X,O,O,X,X
JLZTOIS,O,X,X,O,O,X,X
JLZTOSI,X,X,X,O,O,X,X
JLZITSO,X,X,X,O,O,X,X
JLZITOS,O,X,X,O,O,X,X
JLZISTO,X,X,X,O,O,X,X
JLZISOT,O,X,X,O,O,X,X
JLZIOTS,O,X,X,O,O,X,X
JLZIOST,O,X,X,O,O,X,X
JLZSTIO,X,X,X,O,O,X,X
JLZSTOI,X,X,X,O,O,X,X
JLZSITO,X,X,X,O,O,X,X
JLZSIOT,O,X,X,O,O,X,X
JLZSOTI,X,X,X,O,O,X,X
JLZSOIT,O,X,X,O,O,X,X
JLZOTIS,O,X,X,O,O,X,X
JLZOTSI,X,X,X,O,O,X,X
JLZOITS,O,X,X,O,O,X,X
JLZOIST,O,X,X,O,O,X,X
JLZOSTI,X,X,X,O,O,X,X
JLZOSIT,O,X,X,O,O,X,X
JLOTISZ,X,X,O,X,O,X,X
JLOTIZS,O,X,O,O,O,X,X
JLOTSIZ,X,X,O,X,O,X,X
JLOTSZI,X,X,O,X,O,X,X
JLOTZIS,O,X,O,O,O,X,X
JLOTZSI,O,X,O,O,O,X,X
JLOITSZ,X,X,O,X,O,X,X
JLOITZS,O,X,O,O,O,X,X
JLOISTZ,X,X,X,X,O,X,O
JLOISZT,X,X,X,O,O,X,X
JLOIZTS,O,X,X,O,O,X,X
JLOIZST,O,X,X,O,O,X,X
JLOSTIZ,X,X,X,X,O,X,O
JLOSTZI,X,X,X,X,O,X,X
JLOSITZ,X,X,X,X,O,X,O
JLOSIZT,X,X,X,O,O,X,X
JLOSZTI,X,X,X,O,O,X,X
JLOSZIT,X,X,X,O,O,X,X
JLOZTIS,O,X,X,O,O,X,X
JLOZTSI,X,X,X,O,O,X,X
JLOZITS,O,X,X,O,O,X,X
JLOZIST,O,X,X,O,O,X,X
JLOZSTI,X,X,X,O,O,X,X
JLOZSIT,O,X,X,O,O,X,X
JSTILZO,X,O,O,X,X,X,X
JSTILOZ,X,O,O,X,X,X,O
JSTIZLO,O,O,O,X,X,O,X
JSTIZOL,O,O,O,X,X,O,O
JSTIOLZ,X,O,O,X,X,X,O
JSTIOZL,O,O,O,X,X,O,O
JSTLIZO,X,O,O,X,X,X,X
JSTLIOZ,X,O,O,X,X,X,O
JSTLZIO,X,O,O,X,X,X,X
JSTLZOI,X,O,O,X,X,X,X
JSTLOIZ,X,O,O,X,X,X,O
JSTLOZI,X,O,O,X,X,X,X
JSTZILO,O,O,O,X,X,O,X
JSTZIOL,O,O,O,X,X,O,O
JSTZLIO,O,O,O,X,X,X,X
JSTZLOI,O,O,O,X,X,X,X
JSTZOIL,O,O,O,X,X,O,O
JSTZOLI,O,O,O,X,X,X,X
JSTOILZ,X,O,O,X,X,X,O
JSTOIZL,O,O,O,X,X,O,O
JSTOLIZ,X,O,O,X,X,X,O
JSTOLZI,X,O,O,X,X,X,X
JSTOZIL,O,O,O,X,X,O,O
JSTOZLI,O,O,O,X,X,X,X
JSITLZO,X,O,O,X,X,X,X
JSITLOZ,X,O,O,X,X,X,O
JSITZLO,O,O,O,X,X,O,X
JSITZOL,O,O,O,X,X,O,O
JSITOLZ,X,O,O,X,X,X,O
JSITOZL,O,O,O,X,X,O,O
JSILTZO,X,O,X,X,O,X,X
JSILTOZ,X,O,X,X,O,X,O
JSILZTO,X,O,X,O,O,O,X
JSILZOT,X,X,X,O,O,O,X
JSILOTZ,X,X,X,X,O,X,O
JSILOZT,X,X,X,O,O,O,X
JSIZTLO,X,O,X,O,X,O,X
JSIZTOL,X,O,X,O,X,O,O
JSIZLTO,X,O,X,O,O,O,X
JSIZLOT,O,X,X,O,O,O,X
JSIZOTL,X,O,X,O,X,O,O
JSIZOLT,O,X,X,O,O,O,X
JSIOTLZ,X,O,O,X,X,X,O
JSIOTZL,O,O,O,X,X,O,O
JSIOLTZ,X,X,X,X,O,X,O
JSIOLZT,X,X,X,O,O,O,X
JSIOZTL,X,O,X,O,X,O,O
JSIOZLT,O,X,X,O,O,O,X
JSLTIZO,X,O,X,X,O,X,X
JSLTIOZ,X,O,X,X,O,X,O
JSLTZIO,X,O,X,X,O,X,X
JSLTZOI,X,O,X,X,O,X,X
JSLTOIZ,X,O,X,X,O,X,O
JSLTOZI,X,O,X,X,O,X,X
JSLITZO,X,O,X,X,O,X,X
JSLITOZ,X,O,X,X,O,X,O
JSLIZTO,X,O,X,O,O,O,X
JSLIZOT,X,X,X,O,O,O,X
JSLIOTZ,X,X,X,X,O,X,O
JSLIOZT,X,X,X,O,O,O,X
JSLZTIO,X,O,X,O,O,X,X
JSLZTOI,X,O,X,O,O,X,X
JSLZITO,X,O,X,O,O,O,X
JSLZIOT,X,X,X,O,O,O,X
JSLZOTI,X,X,X,O,O,X,X
JSLZOIT,X,X,X,O,O,O,X
JSLOTIZ,X,X,X,X,O,X,O
JSLOTZI,X,X,X,X,O,X,X
JSLOITZ,X,X,X,X,O,X,O
JSLOIZT,X,X,X,O,O,O,X
JSLOZTI,X,X,X,O,O,X,X
JSLOZIT,X,X,X,O,O,O,X
JSZTILO,X,O,X,O,X,O,X
JSZTIOL,X,O,X,O,X,O,O
JSZTLIO,X,O,X,O,X,X,X
JSZTLOI,X,O,X,O,X,X,X
JSZTOIL,X,O,X,O,X,O,O
JSZTOLI,X,O,X,O,X,X,X
JSZITLO,X,O,X,O,X,O,X
JSZITOL,X,O,X,O,X,O,O
JSZILTO,X,O,X,O,O,O,X
JSZILOT,O,X,X,O,O,O,X
JSZIOTL,X,O,X,O,X,O,O
JSZIOLT,O,X,X,O,O,O,X
JSZLTIO,X,O,X,O,O,X,X
JSZLTOI,X,O,X,O,O,X,X
JSZLITO,X,O,X,O,O,O,X
JSZLIOT,O,X,X,O,O,O,X
JSZLOTI,X,X,X,O,O,X,X
JSZLOIT,O,X,X,O,O,O,X
JSZOTIL,X,O,X,O,X,O,O
JSZOTLI,X,O,X,O,X,X,X
JSZOITL,X,O,X,O,X,O,O
JSZOILT,O,X,X,O,O,O,X
JSZOLTI,X,X,X,O,O,X,X
JSZOLIT,O,X,X,O,O,O,X
JSOTILZ,X,O,O,X,X,X,O
JSOTIZL,O,O,O,X,X,O,O
JSOTLIZ,X,O,O,X,X,X,O
JSOTLZI,X,O,O,X,X,X,X
JSOTZIL,O,O,O,X,X,O,O
JSOTZLI,O,O,O,X,X,X,X
JSOITLZ,X,O,O,X,X,X,O
JSOITZL,O,O,O,X,X,O,O
JSOILTZ,X,X,X,X,O,X,O
JSOILZT,X,X,X,O,O,O,X
JSOIZTL,X,O,X,O,X,O,O
JSOIZLT,O,X,X,O,O,O,X
JSOLTIZ,X,X,X,X,O,X,O
JSOLTZI,X,X,X,X,O,X,X
JSOLITZ,X,X,X,X,O,X,O
JSOLIZT,X,X,X,O,O,O,X
JSOLZTI,X,X,X,O,O,X,X
JSOLZIT,X,X,X,O,O,O,X
JSOZTIL,X,O,X,O,X,O,O
JSOZTLI,X,O,X,O,X,X,X
JSOZITL,X,O,X,O,X,O,O
JSOZILT,O,X,X,O,O,O,X
JSOZLTI,X,X,X,O,O,X,X
JSOZLIT,O,X,X,O,O,O,X
JZTILSO,O,X,O,O,O,X,X
JZTILOS,O,X,O,O,O,X,X
JZTISLO,O,O,O,O,X,X,X
JZTISOL,O,O,O,O,X,X,X
JZTIOLS,O,X,O,O,O,X,X
JZTIOSL,O,O,O,O,X,X,X
JZTLISO,O,X,O,O,O,X,X
JZTLIOS,O,X,O,O,O,X,X
JZTLSIO,O,X,O,O,O,X,X
JZTLSOI,O,X,O,O,O,X,X
JZTLOIS,O,X,O,O,O,X,X
JZTLOSI,O,X,O,O,O,X,X
JZTSILO,O,O,O,O,X,X,X
JZTSIOL,O,O,O,O,X,X,X
JZTSLIO,O,O,O,O,X,X,X
JZTSLOI,O,O,O,O,X,X,X
JZTSOIL,O,O,O,O,X,X,X
JZTSOLI,O,O,O,O,X,X,X
JZTOILS,O,X,O,O,O,X,X
JZTOISL,O,O,O,O,X,X,X
JZTOLIS,O,X,O,O,O,X,X
JZTOLSI,O,X,O,O,O,X,X
JZTOSIL,O,O,O,O,X,X,X
JZTOSLI,O,O,O,O,X,X,X
JZITLSO,O,X,O,O,O,X,X
JZITLOS,O,X,O,O,O,X,X
JZITSLO,O,O,O,O,X,X,X
JZITSOL,O,O,O,O,X,X,X
JZITOLS,O,X,O,O,O,X,X
JZITOSL,O,O,O,O,X,X,X
JZILTSO,O,X,X,O,O,X,X
JZILTOS,O,X,X,O,O,X,X
JZILSTO,X,X,X,O,O,X,X
JZILSOT,O,X,X,O,O,X,X
JZILOTS,O,X,X,O,O,X,X
JZILOST,O,X,X,O,O,X,X
JZISTLO,X,O,X,O,X,O,X
JZISTOL,X,O,X,O,X,O,O
JZISLTO,X,O,X,O,O,O,X
JZISLOT,O,X,X,O,O,O,X
JZISOTL,X,O,X,O,X,O,O
JZISOLT,O,X,X,O,O,O,X
JZIOTLS,O,X,O,O,O,X,X
JZIOTSL,O,X,O,O,X,X,X
JZIOLTS,O,X,X,O,O,X,X
JZIOLST,O,X,X,O,O,X,X
JZIOSTL,X,X,X,O,X,O,O
JZIOSLT,O,X,X,O,O,O,X
JZLTISO,O,X,X,O,O,X,X
JZLTIOS,O,X,X,O,O,X,X
JZLTSIO,O,X,X,O,O,X,X
JZLTSOI,O,X,X,O,O,X,X
JZLTOIS,O,X,X,O,O,X,X
JZLTOSI,O,X,X,O,O,X,X
JZLITSO,O,X,X,O,O,X,X
JZLITOS,O,X,X,O,O,X,X
JZLISTO,X,X,X,O,O,X,X
JZLISOT,O,X,X,O,O,X,X
JZLIOTS,O,X,X,O,O,X,X
JZLIOST,O,X,X,O,O,X,X
JZLSTIO,X,X,X,O,O,X,X
JZLSTOI,X,X,X,O,O,X,X
JZLSITO,X,X,X,O,O,X,X
JZLSIOT,O,X,X,O,O,X,X
JZLSOTI,X,X,X,O,O,X,X
JZLSOIT,O,X,X,O,O,X,X
JZLOTIS,O,X,X,O,O,X,X
JZLOTSI,O,X,X,O,O,X,X
JZLOITS,O,X,X,O,O,X,X
JZLOIST,O,X,X,O,O,X,X
JZLOSTI,X,X,X,O,O,X,X
JZLOSIT,O,X,X,O,O,X,X
JZSTILO,X,O,X,O,X,O,X
JZSTIOL,X,O,X,O,X,O,O
JZSTLIO,X,O,X,O,X,X,X
JZSTLOI,X,O,X,O,X,X,X
JZSTOIL,X,O,X,O,X,O,O
JZSTOLI,X,O,X,O,X,X,X
JZSITLO,X,O,X,O,X,O,X
JZSITOL,X,O,X,O,X,O,O
JZSILTO,X,O,X,O,O,O,X
JZSILOT,O,X,X,O,O,O,X
JZSIOTL,X,O,X,O,X,O,O
JZSIOLT,O,X,X,O,O,O,X
JZSLTIO,X,O,X,O,O,X,X
JZSLTOI,X,O,X,O,O,X,X
JZSLITO,X,O,X,O,O,O,X
JZSLIOT,O,X,X,O,O,O,X
JZSLOTI,X,X,X,O,O,X,X
JZSLOIT,O,X,X,O,O,O,X
JZSOTIL,X,O,X,O,X,O,O
JZSOTLI,X,O,X,O,X,X,X
JZSOITL,X,O,X,O,X,O,O
JZSOILT,O,X,X,O,O,O,X
JZSOLTI,X,X,X,O,O,X,X
JZSOLIT,O,X,X,O,O,O,X
JZOTILS,O,X,O,O,O,X,X
JZOTISL,O,X,O,O,X,X,X
JZOTLIS,O,X,O,O,O,X,X
JZOTLSI,O,X,O,O,O,X,X
JZOTSIL,O,X,O,O,X,X,X
JZOTSLI,O,X,O,O,X,X,X
JZOITLS,O,X,O,O,O,X,X
JZOITSL,O,X,O,O,X,X,X
JZOILTS,O,X,X,O,O,X,X
JZOILST,O,X,X,O,O,X,X
JZOISTL,X,X,X,O,X,O,O
JZOISLT,O,X,X,O,O,O,X
JZOLTIS,O,X,X,O,O,X,X
JZOLTSI,O,X,X,O,O,X,X
JZOLITS,O,X,X,O,O,X,X
JZOLIST,O,X,X,O,O,X,X
JZOLSTI,X,X,X,O,O,X,X
JZOLSIT,O,X,X,O,O,X,X
JZOSTIL,X,X,X,O,X,O,O
JZOSTLI,X,X,X,O,X,X,X
JZOSITL,X,X,X,O,X,O,O
JZOSILT,O,X,X,O,O,O,X
JZOSLTI,X,X,X,O,O,X,X
JZOSLIT,O,X,X,O,O,O,X
JOTILSZ,X,O,O,X,O,X,X
JOTILZS,O,X,O,O,O,X,X
JOTISLZ,X,O,O,X,X,X,O
JOTISZL,O,O,O,X,X,X,O
JOTIZLS,O,X,O,O,O,X,X
JOTIZSL,O,O,O,O,X,X,X
JOTLISZ,X,O,O,X,O,X,X
JOTLIZS,O,X,O,O,O,X,X
JOTLSIZ,X,O,O,X,O,X,X
JOTLSZI,X,O,O,X,O,X,X
JOTLZIS,O,X,O,O,O,X,X
JOTLZSI,O,X,O,O,O,X,X
JOTSILZ,X,O,O,X,X,X,O
JOTSIZL,O,O,O,X,X,X,O
JOTSLIZ,X,O,O,X,X,X,O
JOTSLZI,X,O,O,X,X,X,X
JOTSZIL,O,O,O,X,X,X,O
JOTSZLI,O,O,O,X,X,X,X
JOTZILS,O,X,O,O,O,X,X
JOTZISL,O,O,O,O,X,X,X
JOTZLIS,O,X,O,O,O,X,X
JOTZLSI,O,X,O,O,O,X,X
JOTZSIL,O,O,O,O,X,X,X
JOTZSLI,O,O,O,O,X,X,X
JOITLSZ,X,O,O,X,O,X,X
JOITLZS,O,X,O,O,O,X,X
JOITSLZ,X,O,O,X,X,X,O
JOITSZL,O,O,O,X,X,X,O
JOITZLS,O,X,O,O,O,X,X
JOITZSL,O,O,O,O,X,X,X
JOILTSZ,X,X,O,X,O,X,X
JOILTZS,O,X,O,O,O,X,X
JOILSTZ,X,X,X,X,O,X,O
JOILSZT,X,X,X,O,O,X,X
JOILZTS,O,X,X,O,O,X,X
JOILZST,O,X,X,O,O,X,X
JOISTLZ,X,O,O,X,X,X,O
JOISTZL,O,O,O,X,X,O,O
JOISLTZ,X,X,X,X,O,X,O
JOISLZT,X,X,X,O,O,O,X
JOISZTL,X,O,X,O,X,O,O
JOISZLT,O,X,X,O,O,O,X
JOIZTLS,O,X,O,O,O,X,X
JOIZTSL,O,X,O,O,X,X,X
JOIZLTS,O,X,X,O,O,X,X
JOIZLST,O,X,X,O,O,X,X
JOIZSTL,X,X,X,O,X,O,O
JOIZSLT,O,X,X,O,O,O,X
JOLTISZ,X,X,O,X,O,X,X
JOLTIZS,O,X,O,O,O,X,X
JOLTSIZ,X,X,O,X,O,X,X
JOLTSZI,X,X,O,X,O,X,X
JOLTZIS,O,X,O,O,O,X,X
JOLTZSI,O,X,O,O,O,X,X
JOLITSZ,X,X,O,X,O,X,X
JOLITZS,O,X,O,O,O,X,X
JOLISTZ,X,X,X,X,O,X,O
JOLISZT,X,X,X,O,O,X,X
JOLIZTS,O,X,X,O,O,X,X
JOLIZST,O,X,X,O,O,X,X
JOLSTIZ,X,X,X,X,O,X,O
JOLSTZI,X,X,X,X,O,X,X
JOLSITZ,X,X,X,X,O,X,O
JOLSIZT,X,X,X,O,O,X,X
JOLSZTI,X,X,X,O,O,X,X
JOLSZIT,X,X,X,O,O,X,X
JOLZTIS,O,X,X,O,O,X,X
JOLZTSI,X,X,X,O,O,X,X
JOLZITS,O,X,X,O,O,X,X
JOLZIST,O,X,X,O,O,X,X
JOLZSTI,X,X,X,O,O,X,X
JOLZSIT,O,X,X,O,O,X,X
JOSTILZ,X,O,O,X,X,X,O
JOSTIZL,O,O,O,X,X,O,O
JOSTLIZ,X,O,O,X,X,X,O
JOSTLZI,X,O,O,X,X,X,X
JOSTZIL,O,O,O,X,X,O,O
JOSTZLI,O,O,O,X,X,X,X
JOSITLZ,X,O,O,X,X,X,O
JOSITZL,O,O,O,X,X,O,O
JOSILTZ,X,X,X,X,O,X,O
JOSILZT,X,X,X,O,O,O,X
JOSIZTL,X,O,X,O,X,O,O
JOSIZLT,O,X,X,O,O,O,X
JOSLTIZ,X,X,X,X,O,X,O
JOSLTZI,X,X,X,X,O,X,X
JOSLITZ,X,X,X,X,O,X,O
JOSLIZT,X,X,X,O,O,O,X
JOSLZTI,X,X,X,O,O,X,X
JOSLZIT,X,X,X,O,O,O,X
JOSZTIL,X,O,X,O,X,O,O
JOSZTLI,X,O,X,O,X,X,X
JOSZITL,X,O,X,O,X,O,O
JOSZILT,O,X,X,O,O,O,X
JOSZLTI,X,X,X,O,O,X,X
JOSZLIT,O,X,X,O,O,O,X
JOZTILS,O,X,O,O,O,X,X
JOZTISL,O,X,O,O,X,X,X
JOZTLIS,O,X,O,O,O,X,X
JOZTLSI,O,X,O,O,O,X,X
JOZTSIL,O,X,O,O,X,X,X
JOZTSLI,O,X,O,O,X,X,X
JOZITLS,O,X,O,O,O,X,X
JOZITSL,O,X,O,O,X,X,X
JOZILTS,O,X,X,O,O,X,X
JOZILST,O,X,X,O,O,X,X
JOZISTL,X,X,X,O,X,O,O
JOZISLT,O,X,X,O,O,O,X
JOZLTIS,O,X,X,O,O,X,X
JOZLTSI,O,X,X,O,O,X,X
JOZLITS,O,X,X,O,O,X,X
JOZLIST,O,X,X,O,O,X,X
JOZLSTI,X,X,X,O,O,X,X
JOZLSIT,O,X,X,O,O,X,X
JOZSTIL,X,X,X,O,X,O,O
JOZSTLI,X,X,X,O,X,X,X
JOZSITL,X,X,X,O,X,O,O
JOZSILT,O,X,X,O,O,O,X
JOZSLTI,X,X,X,O,O,X,X
JOZSLIT,O,X,X,O,O,O,X
STILJZO,X,O,O,X,X,X,X
STILJOZ,X,O,O,X,X,X,O
STILZJO,X,O,O,X,X,X,X
STILZOJ,X,O,O,X,X,X,X
STILOJZ,X,O,O,X,X,X,X
STILOZJ,X,O,O,X,X,X,X
STIJLZO,X,O,O,X,X,X,X
STIJLOZ,X,O,O,X,X,X,O
STIJZLO,O,O,O,X,X,O,X
STIJZOL,O,O,O,X,X,O,O
STIJOLZ,X,O,O,X,X,X,O
STIJOZL,O,O,O,X,X,O,O
STIZLJO,O,O,O,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X
STIZJLO,O,O,O,X,X,O,X
STIZJOL,O,O,O,X,X,O,O
STIZOLJ,O,O,O,X,X,X,X
STIZOJL,O,O,O,X,X,O,X
STIOLJZ,X,O,O,X,X,X,X
STIOLZJ,X,O,O,X,X,X,X
STIOJLZ,X,O,O,X,X,X,O
STIOJZL,O,O,O,X,X,O,O
STIOZLJ,O,O,O,X,X,X,X
STIOZJL,O,O,O,X,X,O,X
STLIJZO,X,O,O,X,X,X,X
STLIJOZ,X,O,O,X,X,X,O
STLIZJO,X,O,O,X,X,X,X
STLIZOJ,X,O,O,X,X,X,X
STLIOJZ,X,O,O,X,X,X,X
STLIOZJ,X,O,O,X,X,X,X
STLJIZO,X,O,O,X,X,X,X
STLJIOZ,X,O,O,X,X,X,O
STLJZIO,X,O,O,X,X,X,X
STLJZOI,X,O,O,X,X,X,X
STLJOIZ,X,O,O,X,X,X,O
STLJOZI,X,O,O,X,X,X,X
STLZIJO,X,O,O,X,X,X,X
STLZIOJ,X,O,O,X,X,X,X
STLZJIO,X,O,O,X,X,X,X
STLZJOI,X,O,O,X,X,X,X
STLZOIJ,X,O,O,X,X,X,X
STLZOJI,X,O,O,X,X,X,X
STLOIJZ,X,O,O,X,X,X,X
STLOIZJ,X,O,O,X,X,X,X
STLOJIZ,X,O,O,X,X,X,X
STLOJZI,X,O,O,X,X,X,X
STLOZIJ,X,O,O,X,X,X,X
STLOZJI,X,O,O,X,X,X,X
STJILZO,X,O,O,X,X,X,X
STJILOZ,X,O,O,X,X,X,O
STJIZLO,O,O,O,X,X,O,X
STJIZOL,O,O,O,X,X,O,O
STJIOLZ,X,O,O,X,X,X,O
STJIOZL,O,O,O,X,X,O,O
STJLIZO,X,O,O,X,X,X,X
STJLIOZ,X,O,O,X,X,X,O
STJLZIO,X,O,O,X,X,X,X
STJLZOI,X,O,O,X,X,X,X
STJLOIZ,X,O,O,X,X,X,O
STJLOZI,X,O,O,X,X,X,X
STJZILO,O,O,O,X,X,O,X
STJZIOL,O,O,O,X,X,O,O
STJZLIO,O,O,O,X,X,X,X
STJZLOI,O,O,O,X,X,X,X
STJZOIL,O,O,O,X,X,O,O
STJZOLI,O,O,O,X,X,X,X
STJOILZ,X,O,O,X,X,X,O
STJOIZL,O,O,O,X,X,O,O
STJOLIZ,X,O,O,X,X,X,O
STJOLZI,X,O,O,X,X,X,X
STJOZIL,O,O,O,X,X,O,O
STJOZLI,O,O,O,X,X,X,X
STZILJO,O,O,O,X,X,X,X
STZILOJ,O,O,O,X,X,X,X
STZIJLO,O,O,O,X,X,O,X
STZIJOL,O,O,O,X,X,O,O
STZIOLJ,O,O,O,X,X,X,X
STZIOJL,O,O,O,X,X,O,X
STZLIJO,O,O,O,X,X,X,X
STZLIOJ,O,O,O,X,X,X,X
STZLJIO,O,O,O,X,X,X,X
STZLJOI,O,O,O,X,X,X,X
STZLOIJ,O,O,O,X,X,X,X
STZLOJI,O,O,O,X,X,X,X
STZJILO,O,O,O,X,X,O,X
STZJIOL,O,O,O,X,X,O,O
STZJLIO,O,O,O,X,X,X,X
STZJLOI,O,O,O,X,X,X,X
STZJOIL,O,O,O,X,X,O,O
STZJOLI,O,O,O,X,X,X,X
STZOILJ,O,O,O,X,X,X,X
STZOIJL,O,O,O,X,X,O,X
STZOLIJ,O,O,O,X,X,X,X
STZOLJI,O,O,O,X,X,X,X
STZOJIL,O,O,O,X,X,O,X
STZOJLI,O,O,O,X,X,X,X
STOILJZ,X,O,O,X,X,X,X
STOILZJ,X,O,O,X,X,X,X
STOIJLZ,X,O,O,X,X,X,O
STOIJZL,O,O,O,X,X,O,O
STOIZLJ,O,O,O,X,X,X,X
STOIZJL,O,O,O,X,X,O,X
STOLIJZ,X,O,O,X,X,X,X
STOLIZJ,X,O,O,X,X,X,X
STOLJIZ,X,O,O,X,X,X,X
STOLJZI,X,O,O,X,X,X,X
STOLZIJ,X,O,O,X,X,X,X
STOLZJI,X,O,O,X,X,X,X
STOJILZ,X,O,O,X,X,X,O
STOJIZL,O,O,O,X,X,O,O
STOJLIZ,X,O,O,X,X,X,O
STOJLZI,X,O,O,X,X,X,X
STOJZIL,O,O,O,X,X,O,O
STOJZLI,O,O,O,X,X,X,X
STOZILJ,O,O,O,X,X,X,X
STOZIJL,O,O,O,X,X,O,X
STOZLIJ,O,O,O,X,X,X,X
STOZLJI,O,O,O,X,X,X,X
STOZJIL,O,O,O,X,X,O,X
STOZJLI,O,O,O,X,X,X,X
SITLJZO,X,O,O,X,X,X,X
SITLJOZ,X,O,O,X,X,X,O
SITLZJO,X,O,O,X,X,X,X
SITLZOJ,X,O,O,X,X,X,X
SITLOJZ,X,O,O,X,X,X,X
SITLOZJ,X,O,O,X,X,X,X
SITJLZO,X,O,O,X,X,X,X
SITJLOZ,X,O,O,X,X,X,O
SITJZLO,O,O,O,X,X,O,X
SITJZOL,O,O,O,X,X,O,O
SITJOLZ,X,O,O,X,X,X,O
SITJOZL,O,O,O,X,X,O,O
SITZLJO,O,O,O,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X
SITZJLO,O,O,O,X,X,O,X
SITZJOL,O,O,O,X,X,O,O
SITZOLJ,O,O,O,X,X,X,X
SITZOJL,O,O,O,X,X,O,X
SITOLJZ,X,O,O,X,X,X,X
SITOLZJ,X,O,O,X,X,X,X
SITOJLZ,X,O,O,X,X,X,O
SITOJZL,O,O,O,X,X,O,O
SITOZLJ,O,O,O,X,X,X,X
SITOZJL,O,O,O,X,X,O,X
SILTJZO,X,O,O,X,X,X,X
SILTJOZ,X,O,O,X,X,X,O
SILTZJO,X,O,O,X,X,X,X
SILTZOJ,X,O,O,X,X,X,X
SILTOJZ,X,O,O,X,X,X,X
SILTOZJ,X,O,O,X,X,X,X
SILJTZO,X,O,X,X,X,X,X
SILJTOZ,X,O,X,X,X,X,O
SILJZTO,X,O,X,O,X,O,X
SILJZOT,X,X,X,O,X,O,X
SILJOTZ,X,X,X,X,X,X,O
SILJOZT,X,X,X,O,X,O,X
SILZTJO,X,O,X,O,X,X,X
SILZTOJ,X,O,X,O,X,X,X
SILZJTO,X,O,X,O,X,O,X
SILZJOT,X,X,X,O,X,O,X
SILZOTJ,X,X,X,O,X,X,X
SILZOJT,X,X,X,O,X,O,X
SILOTJZ,X,X,O,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X
SILOJTZ,X,X,X,X,X,X,O
SILOJZT,X,X,X,O,X,O,X
SILOZTJ,X,X,X,O,X,X,X
SILOZJT,X,X,X,O,X,O,X
SIJTLZO,X,O,O,X,X,X,X
SIJTLOZ,X,O,O,X,X,X,O
SIJTZLO,O,O,O,X,X,O,X
SIJTZOL,O,O,O,X,X,O,O
SIJTOLZ,X,O,O,X,X,X,O
SIJTOZL,O,O,O,X,X,O,O
SIJLTZO,X,O,X,X,O,X,X
SIJLTOZ,X,O,X,X,O,X,O
SIJLZTO,X,O,X,O,O,O,X
SIJLZOT,X,X,X,O,O,O,X
SIJLOTZ,X,X,X,X,O,X,O
SIJLOZT,X,X,X,O,O,O,X
SIJZTLO,X,O,X,O,X,O,X
SIJZTOL,X,O,X,O,X,O,O
SIJZLTO,X,O,X,O,O,O,X
SIJZLOT,O,X,X,O,O,O,X
SIJZOTL,X,O,X,O,X,O,O
SIJZOLT,O,X,X,O,O,O,X
SIJOTLZ,X,O,O,X,X,X,O
SIJOTZL,O,O,O,X,X,O,O
SIJOLTZ,X,X,X,X,O,X,O
SIJOLZT,X,X,X,O,O,O,X
SIJOZTL,X,O,X,O,X,O,O
SIJOZLT,O,X,X,O,O,O,X
SIZTLJO,O,O,X,O,X,X,X
SIZTLOJ,O,O,X,O,X,X,X
SIZTJLO,O,O,X,O,X,O,X
