sequence,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFicBuiBcjBX?gBzhBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBqiBTeBX?gB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBSjBXgB0?hBziBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Je2AJvhFRcBCeBzhBX?jB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhF/hBRdBSjB2?nB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jei7IvhFWjBRhB0fBz?hBXjBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFyhBGeBXgBz?iB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhF2hBTeBXgBS?nB8sBFsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhFxhBOoB0fBl?hBCjB/sB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFTcBcjBXgBS?nB2sBlsB
LSTJOIZ,O,O,X,O,O,X,O,X,X,X
LSTJOZI,O,O,X,O,O,X,O,X,X,X
LSTZIJO,O,O,O,X,X,X,X,X,X,O
LSTZIOJ,O,O,O,X,X,X,O,X,X,O
LSTZJIO,O,O,O,X,O,X,X,X,X,O
LSTZJOI,O,O,O,X,O,X,X,X,X,O
LSTZOIJ,O,O,O,X,X,X,O,X,X,O
LSTZOJI,O,O,O,X,O,X,O,X,X,O
LSTOIJZ,O,O,X,O,O,X,O,X,X,X
LSTOIZJ,O,O,O,X,X,X,O,X,X,O
LSTOJIZ,O,O,X,O,O,X,O,X,X,X
LSTOJZI,O,O,X,O,O,X,O,X,X,X
LSTOZIJ,O,O,O,X,X,X,O,X,X,O
LSTOZJI,O,O,O,X,O,X,O,X,X,O
LSITJZO,O,O,O,X,X,X,X,X,X,X
LSITJOZ,O,O,X,X,X,X,O,X,X,X
LSITZJO,O,O,O,X,X,X,X,X,X,O
LSITZOJ,O,O,O,X,X,X,O,X,X,O
LSITOJZ,O,O,X,X,X,X,O,X,X,X
LSITOZJ,O,O,O,X,X,X,O,X,X,O
LSIJTZO,O,X,O,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,O,X,X,X
LSIJZTO,O,X,O,X,X,X,X,O,X,O
LSIJZOT,O,X,O,X,X,X,X,O,X,O
LSIJOTZ,O,X,X,O,X,X,X,X,O,X
LSIJOZT,O,X,X,O,X,X,X,X,O,O
LSIZTJO,O,O,O,X,X,X,X,O,X,O
LSIZTOJ,O,O,O,X,X,X,O,O,X,O
LSIZJTO,O,O,O,X,X,X,X,O,X,O
LSIZJOT,O,X,O,X,X,X,X,O,X,O
LSIZOTJ,O,X,X,X,X,X,X,O,X,O
LSIZOJT,O,X,O,X,X,X,X,O,X,O
LSIOTJZ,O,O,X,O,X,X,O,X,X,X
LSIOTZJ,O,O,O,X,X,X,O,X,X,O
LSIOJTZ,O,X,X,O,X,X,X,X,O,X
LSIOJZT,O,X,X,O,X,X,X,X,O,O
LSIOZTJ,O,X,X,X,X,X,X,O,X,O
LSIOZJT,O,X,O,O,X,X,X,O,X,O
LSJTIZO,O,X,O,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,X,X,X,O,X,X,X
LSJTZIO,O,X,O,X,X,X,X,X,X,X
LSJTZOI,O,X,O,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,O,X,X,O,X,X,X
LSJTOZI,O,X,X,O,X,X,O,X,X,X
LSJITZO,O,X,O,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,O,X,X,X
LSJIZTO,O,X,O,X,X,X,X,O,X,O
LSJIZOT,O,X,O,X,X,X,X,O,X,O
LSJIOTZ,O,X,X,O,X,X,X,X,O,X
LSJIOZT,O,X,X,O,X,X,X,X,O,O
LSJZTIO,O,X,O,X,X,X,X,O,X,O
LSJZTOI,X,X,O,X,X,X,X,O,X,O
LSJZITO,O,X,O,X,X,X,X,O,X,O
LSJZIOT,O,X,O,X,X,X,X,O,X,O
LSJZOTI,X,X,O,O,X,X,X,O,X,O
LSJZOIT,O,X,O,O,X,X,X,O,X,O
LSJOTIZ,O,X,X,O,X,X,X,X,X,X
LSJOTZI,O,X,X,O,X,X,X,X,X,X
LSJOITZ,O,X,X,O,X,X,X,X,O,X
LSJOIZT,O,X,X,O,X,X,X,X,O,O
LSJOZTI,O,X,X,O,X,X,X,X,X,O
LSJOZIT,O,X,X,O,X,X,X,X,X,O
LSZTIJO,O,O,O,X,X,X,X,O,X,O
LSZTIOJ,O,O,O,X,X,X,O,O,X,O
LSZTJIO,O,O,O,X,X,X,X,O,X,O
LSZTJOI,O,O,O,X,X,X,X,O,X,O
LSZTOIJ,O,O,O,X,X,X,O,O,X,O
LSZTOJI,O,O,O,X,X,X,O,O,X,O
LSZITJO,O,O,O,X,X,X,X,O,X,O
LSZITOJ,O,O,O,X,X,X,O,O,X,O
LSZIJTO,O,O,O,X,X,X,X,O,X,O
LSZIJOT,O,X,O,X,X,X,X,O,X,O
LSZIOTJ,O,X,X,X,X,X,X,O,X,O
LSZIOJT,O,X,O,X,X,X,X,O,X,O
LSZJTIO,O,O,O,X,X,X,X,O,X,O
LSZJTOI,X,O,O,X,X,X,X,O,X,O
LSZJITO,O,O,O,X,X,X,X,O,X,O
LSZJIOT,O,X,O,X,X,X,X,O,X,O
LSZJOTI,O,X,O,O,X,X,X,O,X,O
LSZJOIT,O,X,O,O,X,X,X,O,X,O
LSZOTIJ,O,X,X,X,X,X,X,O,X,O
LSZOTJI,O,X,X,X,X,X,X,O,X,O
LSZOITJ,O,X,X,X,X,X,X,O,X,O
LSZOIJT,O,X,O,O,X,X,X,O,X,O
LSZOJTI,O,X,O,O,X,X,X,O,X,O
LSZOJIT,O,X,O,O,X,X,X,O,X,O
LSOTIJZ,O,O,X,O,O,X,O,X,X,X
LSOTIZJ,O,O,O,X,X,X,O,X,X,O
LSOTJIZ,O,O,X,O,O,X,O,X,X,X
LSOTJZI,O,O,X,O,O,X,O,X,X,X
LSOTZIJ,O,O,O,X,X,X,O,X,X,O
LSOTZJI,O,O,O,X,O,X,O,X,X,O
LSOITJZ,O,O,X,O,X,X,O,X,X,X
LSOITZJ,O,O,O,X,X,X,O,X,X,O
LSOIJTZ,O,X,X,O,X,X,X,X,O,X
LSOIJZT,O,X,X,O,X,X,X,X,O,O
LSOIZTJ,O,X,X,X,X,X,X,O,X,O
LSOIZJT,O,X,O,O,X,X,X,O,X,O
LSOJTIZ,O,X,X,O,X,X,X,X,X,X
LSOJTZI,O,X,X,O,X,X,X,X,X,X
LSOJITZ,O,X,X,O,X,X,X,X,O,X
LSOJIZT,O,X,X,O,X,X,X,X,O,O
LSOJZTI,O,X,X,O,X,X,X,X,X,O
LSOJZIT,O,X,X,O,X,X,X,X,X,O
LSOZTIJ,O,X,X,X,X,X,X,O,X,O
LSOZTJI,O,X,X,X,X,X,X,O,X,O
LSOZITJ,O,X,X,X,X,X,X,O,X,O
LSOZIJT,O,X,O,O,X,X,X,O,X,O
LSOZJTI,O,X,O,O,X,X,X,O,X,O
LSOZJIT,O,X,O,O,X,X,X,O,X,O
LZTIJSO,O,O,O,X,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X,X,X
LZTISJO,O,O,O,X,X,X,X,X,X,X
LZTISOJ,O,O,O,X,X,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,X,X,X,X
LZTJISO,O,O,O,X,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X,X,X,X
LZTJSIO,O,O,O,X,O,X,X,O,X,X
LZTJSOI,O,O,O,X,O,X,X,O,X,X
LZTJOIS,O,O,X,X,X,X,X,X,X,X
LZTJOSI,O,O,O,X,O,X,X,O,X,X
LZTSIJO,O,O,O,X,X,X,X,O,X,O
LZTSIOJ,O,O,O,X,X,X,O,O,X,O
LZTSJIO,O,O,O,X,O,X,X,O,X,O
LZTSJOI,O,O,O,X,O,X,X,O,X,O
LZTSOIJ,O,O,O,X,X,X,O,O,X,O
LZTSOJI,O,O,O,X,O,X,O,O,X,O
LZTOIJS,O,O,X,X,X,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,O,X,O,X,O,O,X,X
LZTOSIJ,O,O,O,X,X,X,O,O,X,O
LZTOSJI,O,O,O,X,O,X,O,O,X,O
LZITJSO,O,O,X,X,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,X,X,X,X
LZITOJS,O,O,X,X,X,X,X,X,X,X
LZITOSJ,O,O,X,X,X,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X,X,X,X
LZIJSTO,O,X,O,X,X,X,X,O,X,X
LZIJSOT,O,X,O,X,X,X,X,O,X,X
LZIJOTS,O,X,X,X,X,X,X,X,X,X
LZIJOST,O,X,X,X,X,X,X,O,X,X
LZISTJO,O,X,O,X,X,X,X,O,X,O
LZISTOJ,X,X,X,X,X,X,X,O,X,O
LZISJTO,O,X,O,X,X,X,X,O,X,O
LZISJOT,O,X,O,X,X,X,X,O,X,O
LZISOTJ,X,X,X,X,X,X,X,O,X,O
LZISOJT,O,X,O,X,X,X,X,O,X,O
LZIOTJS,O,X,X,X,X,X,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X,X,X,X
LZIOJST,O,X,X,X,X,X,X,O,X,X
LZIOSTJ,X,X,X,X,X,X,X,O,X,O
LZIOSJT,O,X,X,X,X,X,X,O,X,O
LZJTISO,O,O,O,X,X,X,X,X,X,X
LZJTIOS,O,O,X,X,X,X,X,X,X,X
LZJTSIO,O,O,O,X,X,X,X,O,X,X
LZJTSOI,X,O,O,X,X,X,X,O,X,X
LZJTOIS,X,O,X,X,X,X,X,X,X,X
LZJTOSI,X,O,O,X,X,X,X,O,X,X
LZJITSO,O,O,X,X,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X,X,X,X
LZJISTO,O,X,O,X,X,X,X,O,X,X
LZJISOT,O,X,O,X,X,X,X,O,X,X
LZJIOTS,O,X,X,X,X,X,X,X,X,X
LZJIOST,O,X,X,X,X,X,X,O,X,X
LZJSTIO,O,O,O,X,X,X,X,O,X,O
LZJSTOI,X,O,O,X,X,X,X,O,X,O
LZJSITO,O,O,O,X,X,X,X,O,X,O
LZJSIOT,O,X,O,X,X,X,X,O,X,O
LZJSOTI,O,X,O,X,X,X,X,O,X,O
LZJSOIT,O,X,O,X,X,X,X,O,X,O
LZJOTIS,O,X,X,X,X,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,O,X,X
LZJOITS,O,X,X,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,X,X,X,O,X,X
LZJOSTI,O,X,O,X,X,X,X,O,X,O
LZJOSIT,O,X,O,X,X,X,X,O,X,O
LZSTIJO,O,O,O,X,X,X,X,O,X,O
LZSTIOJ,O,O,O,X,X,X,O,O,X,O
LZSTJIO,O,O,O,X,X,X,X,O,X,O
LZSTJOI,O,O,O,X,X,X,X,O,X,O
LZSTOIJ,O,O,O,X,X,X,O,O,X,O
LZSTOJI,O,O,O,X,X,X,O,O,X,O
LZSITJO,O,O,O,X,X,X,X,O,X,O
LZSITOJ,O,O,O,X,X,X,O,O,X,O
LZSIJTO,O,O,O,X,X,X,X,O,X,O
LZSIJOT,O,X,O,X,X,X,X,O,X,O
LZSIOTJ,O,X,X,X,X,X,X,O,X,O
LZSIOJT,O,X,O,X,X,X,X,O,X,O
LZSJTIO,O,O,O,X,X,X,X,O,X,O
LZSJTOI,X,O,O,X,X,X,X,O,X,O
LZSJITO,O,O,O,X,X,X,X,O,X,O
LZSJIOT,O,X,O,X,X,X,X,O,X,O
LZSJOTI,O,X,O,X,X,X,X,O,X,O
LZSJOIT,O,X,O,X,X,X,X,O,X,O
LZSOTIJ,O,X,X,X,X,X,X,O,X,O
LZSOTJI,O,X,X,X,X,X,X,O,X,O
LZSOITJ,O,X,X,X,X,X,X,O,X,O
LZSOIJT,O,X,O,X,X,X,X,O,X,O
LZSOJTI,O,X,O,X,X,X,X,O,X,O
LZSOJIT,O,X,O,X,X,X,X,O,X,O
LZOTIJS,O,X,X,X,X,X,X,X,X,X
LZOTISJ,O,X,X,X,X,X,X,X,X,X
LZOTJIS,O,X,X,X,X,X,X,X,X,X
LZOTJSI,O,X,X,X,O,X,X,O,X,X
LZOTSIJ,O,X,X,X,X,X,X,O,X,O
LZOTSJI,O,X,X,X,O,X,X,O,X,O
LZOITJS,O,X,X,X,X,X,X,X,X,X
LZOITSJ,O,X,X,X,X,X,X,X,X,X
LZOIJTS,O,X,X,X,X,X,X,X,X,X
LZOIJST,O,X,X,X,X,X,X,O,X,X
LZOISTJ,O,X,X,X,X,X,X,O,X,O
LZOISJT,O,X,X,X,X,X,X,O,X,O
LZOJTIS,O,X,X,X,X,X,X,X,X,X
LZOJTSI,O,X,X,X,X,X,X,O,X,X
LZOJITS,O,X,X,X,X,X,X,X,X,X
LZOJIST,O,X,X,X,X,X,X,O,X,X
LZOJSTI,O,X,O,X,X,X,X,O,X,O
LZOJSIT,O,X,O,X,X,X,X,O,X,O
LZOSTIJ,O,X,X,X,X,X,X,O,X,O
LZOSTJI,O,X,X,X,X,X,X,O,X,O
LZOSITJ,O,X,X,X,X,X,X,O,X,O
LZOSIJT,O,X,O,X,X,X,X,O,X,O
LZOSJTI,O,X,O,X,X,X,X,O,X,O
LZOSJIT,O,X,O,X,X,X,X,O,X,O
LOTIJSZ,X,X,X,O,O,X,O,X,X,X
LOTIJZS,O,O,X,X,X,X,X,X,X,X
LOTISJZ,O,O,X,O,O,X,O,X,X,X
LOTISZJ,O,O,X,O,X,X,O,X,X,X
LOTIZJS,O,O,X,X,X,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,X,X,X,X,X
LOTJISZ,X,X,X,O,O,X,O,X,X,X
LOTJIZS,O,O,X,X,X,X,X,X,X,X
LOTJSIZ,O,O,X,O,O,X,O,X,X,X
LOTJSZI,O,O,X,O,O,X,O,X,X,X
LOTJZIS,O,O,X,X,X,X,X,X,X,X
LOTJZSI,O,O,X,X,O,X,O,X,X,X
LOTSIJZ,O,O,X,O,O,X,O,X,X,X
LOTSIZJ,O,O,O,O,X,X,O,X,X,O
LOTSJIZ,O,O,X,O,O,X,O,X,X,X
LOTSJZI,O,O,X,O,O,X,O,X,X,X
LOTSZIJ,O,O,O,O,X,X,O,X,X,O
LOTSZJI,O,O,O,O,O,X,O,X,X,O
LOTZIJS,O,O,X,X,X,X,X,X,X,X
LOTZISJ,O,O,X,X,X,X,X,X,X,X
LOTZJIS,O,O,X,X,X,X,X,X,X,X
LOTZJSI,O,O,O,X,O,X,O,X,X,X
LOTZSIJ,O,O,O,X,X,X,O,X,X,O
LOTZSJI,O,O,O,X,O,X,O,X,X,O
LOITJSZ,X,X,X,O,O,X,X,X,X,X
LOITJZS,O,O,X,X,X,X,X,X,X,X
LOITSJZ,O,X,X,O,O,X,X,X,X,X
LOITSZJ,O,O,X,O,X,X,X,X,X,X
LOITZJS,O,O,X,X,X,X,X,X,X,X
LOITZSJ,O,O,X,X,X,X,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,X,X,X
LOIJTZS,O,X,X,X,X,X,X,X,X,X
LOIJSTZ,X,X,X,O,X,X,X,X,O,X
LOIJSZT,X,X,X,O,X,X,X,X,O,X
LOIJZTS,O,X,X,X,X,X,X,X,X,X
LOIJZST,O,X,X,X,X,X,X,X,O,X
LOISTJZ,O,X,X,O,X,X,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X,X,X,O
LOISJTZ,O,X,X,O,X,X,X,X,X,X
LOISJZT,O,X,X,O,X,X,X,X,X,O
LOISZTJ,O,X,X,X,X,X,X,X,X,O
LOISZJT,O,X,X,O,X,X,X,X,X,O
LOIZTJS,O,X,X,X,X,X,X,X,X,X
LOIZTSJ,O,X,X,X,X,X,X,X,X,X
LOIZJTS,O,X,X,X,X,X,X,X,X,X
LOIZJST,O,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,X,X,X,X,X,X,O
LOIZSJT,O,X,X,X,X,X,X,X,X,O
LOJTISZ,X,X,X,O,O,X,X,X,X,X
LOJTIZS,O,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,X,X,O,O,X,X,X,X,X
LOJTSZI,O,X,X,O,O,X,X,X,X,X
LOJTZIS,O,X,X,X,X,X,X,X,X,X
LOJTZSI,O,X,X,X,O,X,X,X,X,X
LOJITSZ,X,X,X,O,X,X,X,X,X,X
LOJITZS,O,X,X,X,X,X,X,X,X,X
LOJISTZ,X,X,X,O,X,X,X,X,O,X
LOJISZT,X,X,X,O,X,X,X,X,O,X
LOJIZTS,O,X,X,X,X,X,X,X,X,X
LOJIZST,O,X,X,X,X,X,X,X,O,X
LOJSTIZ,O,X,X,O,X,X,X,X,X,X
LOJSTZI,O,X,X,O,X,X,X,X,X,X
LOJSITZ,O,X,X,O,X,X,X,X,O,X
LOJSIZT,O,X,X,O,X,X,X,X,O,O
LOJSZTI,O,X,X,O,X,X,X,X,X,O
LOJSZIT,O,X,X,O,X,X,X,X,X,O
LOJZTIS,O,X,X,X,X,X,X,X,X,X
LOJZTSI,O,X,X,X,X,X,X,X,X,X
LOJZITS,O,X,X,X,X,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,X,X
LOJZSTI,O,X,X,X,X,X,X,X,X,O
LOJZSIT,O,X,X,X,X,X,X,X,X,O
LOSTIJZ,O,O,X,O,O,X,O,X,X,X
LOSTIZJ,O,O,O,X,X,X,O,X,X,O
LOSTJIZ,O,O,X,O,O,X,O,X,X,X
LOSTJZI,O,O,X,O,O,X,O,X,X,X
LOSTZIJ,O,O,O,X,X,X,O,X,X,O
LOSTZJI,O,O,O,X,O,X,O,X,X,O
LOSITJZ,O,O,X,O,X,X,O,X,X,X
LOSITZJ,O,O,O,X,X,X,O,X,X,O
LOSIJTZ,O,X,X,O,X,X,X,X,O,X
LOSIJZT,O,X,X,O,X,X,X,X,O,O
LOSIZTJ,O,X,X,X,X,X,X,O,X,O
LOSIZJT,O,X,O,O,X,X,X,O,X,O
LOSJTIZ,O,X,X,O,X,X,X,X,X,X
LOSJTZI,O,X,X,O,X,X,X,X,X,X
LOSJITZ,O,X,X,O,X,X,X,X,O,X
LOSJIZT,O,X,X,O,X,X,X,X,O,O
LOSJZTI,O,X,X,O,X,X,X,X,X,O
LOSJZIT,O,X,X,O,X,X,X,X,X,O
LOSZTIJ,O,X,X,X,X,X,X,O,X,O
LOSZTJI,O,X,X,X,X,X,X,O,X,O
LOSZITJ,O,X,X,X,X,X,X,O,X,O
LOSZIJT,O,X,O,O,X,X,X,O,X,O
LOSZJTI,O,X,O,O,X,X,X,O,X,O
LOSZJIT,O,X,O,O,X,X,X,O,X,O
LOZTIJS,O,X,X,X,X,X,X,X,X,X
LOZTISJ,O,X,X,X,X,X,X,X,X,X
LOZTJIS,O,X,X,X,X,X,X,X,X,X
LOZTJSI,O,X,X,X,O,X,X,O,X,X
LOZTSIJ,O,X,X,X,X,X,X,O,X,O
LOZTSJI,O,X,X,X,O,X,X,O,X,O
LOZITJS,O,X,X,X,X,X,X,X,X,X
LOZITSJ,O,X,X,X,X,X,X,X,X,X
LOZIJTS,O,X,X,X,X,X,X,X,X,X
LOZIJST,O,X,X,X,X,X,X,O,X,X
LOZISTJ,O,X,X,X,X,X,X,O,X,O
LOZISJT,O,X,X,X,X,X,X,O,X,O
LOZJTIS,O,X,X,X,X,X,X,X,X,X
LOZJTSI,O,X,X,X,X,X,X,O,X,X
LOZJITS,O,X,X,X,X,X,X,X,X,X
LOZJIST,O,X,X,X,X,X,X,O,X,X
LOZJSTI,O,X,O,X,X,X,X,O,X,O
LOZJSIT,O,X,O,X,X,X,X,O,X,O
LOZSTIJ,O,X,X,X,X,X,X,O,X,O
LOZSTJI,O,X,X,X,X,X,X,O,X,O
LOZSITJ,O,X,X,X,X,X,X,O,X,O
LOZSIJT,O,X,O,X,X,X,X,O,X,O
LOZSJTI,O,X,O,X,X,X,X,O,X,O
LOZSJIT,O,X,O,X,X,X,X,O,X,O
JTILSZO,X,X,X,X,O,O,X,X,X,X
JTILSOZ,X,X,X,X,O,O,X,X,X,X
JTILZSO,O,O,X,X,X,O,X,X,X,X
JTILZOS,O,O,X,X,X,O,X,X,X,X
JTILOSZ,X,X,X,O,O,O,X,X,X,X
JTILOZS,O,O,X,X,X,O,X,X,X,X
JTISLZO,X,X,X,X,O,O,X,X,X,X
JTISLOZ,X,X,X,O,O,O,O,X,X,X
JTISZLO,X,X,X,X,O,X,X,X,X,X
JTISZOL,X,X,X,X,O,X,O,X,X,X
JTISOLZ,X,X,X,O,O,X,O,X,X,X
JTISOZL,X,X,X,O,O,X,O,X,X,X
JTIZLSO,O,O,X,X,X,O,X,X,X,X
JTIZLOS,O,O,X,X,X,O,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X,X,X,X,X
JTIZOLS,O,O,X,X,X,X,X,X,X,X
JTIZOSL,O,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,X,X,O,O,O,O,X,X,X
JTIOLZS,O,O,X,X,X,O,X,X,X,X
JTIOSLZ,X,X,X,O,O,X,O,X,O,X
JTIOSZL,X,X,X,O,O,X,O,X,O,X
JTIOZLS,O,O,X,X,X,X,X,X,X,X
JTIOZSL,O,X,X,O,X,X,X,X,O,X
JTLISZO,X,X,X,X,O,O,X,X,X,X
JTLISOZ,X,X,X,X,O,O,X,X,X,X
JTLIZSO,O,O,X,X,X,O,X,X,X,X
JTLIZOS,O,O,X,X,X,O,X,X,X,X
JTLIOSZ,X,X,X,O,O,O,X,X,X,X
JTLIOZS,O,O,X,X,X,O,X,X,X,X
JTLSIZO,O,O,O,X,O,X,X,X,X,X
JTLSIOZ,O,O,X,O,O,X,O,X,X,X
JTLSZIO,O,O,O,X,O,X,X,X,X,X
JTLSZOI,O,O,O,O,O,X,X,X,X,X
JTLSOIZ,O,O,X,O,O,X,O,X,X,X
JTLSOZI,O,O,X,O,O,X,O,X,X,X
JTLZISO,O,O,O,X,X,X,X,X,X,X
JTLZIOS,O,O,X,X,X,X,X,X,X,X
JTLZSIO,O,O,O,X,O,X,X,X,X,X
JTLZSOI,O,O,O,X,O,X,X,X,X,X
JTLZOIS,O,O,X,X,X,X,X,X,X,X
JTLZOSI,O,O,O,X,O,X,X,X,X,X
JTLOISZ,X,X,X,O,O,X,O,X,X,X
JTLOIZS,O,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,X,O,O,X,O,X,X,X
JTLOSZI,O,O,X,O,O,X,O,X,X,X
JTLOZIS,O,O,X,X,X,X,X,X,X,X
JTLOZSI,O,O,X,X,O,X,O,X,X,X
JTSILZO,O,O,O,X,O,O,X,X,X,X
JTSILOZ,O,O,X,O,O,O,O,X,X,X
JTSIZLO,O,O,O,X,O,X,X,O,X,X
JTSIZOL,O,O,O,X,O,X,O,O,X,X
JTSIOLZ,O,O,X,O,O,X,O,X,O,X
JTSIOZL,O,O,X,O,O,X,O,X,O,X
JTSLIZO,O,O,O,X,O,X,X,X,X,X
JTSLIOZ,O,O,X,O,O,X,O,X,X,X
JTSLZIO,O,O,O,X,O,X,X,X,X,X
JTSLZOI,O,O,O,O,O,X,X,X,X,X
JTSLOIZ,O,O,X,O,O,X,O,X,X,X
JTSLOZI,O,O,X,O,O,X,O,X,X,X
JTSZILO,O,O,O,X,O,X,X,O,X,X
JTSZIOL,O,O,O,X,O,X,O,O,X,X
JTSZLIO,O,O,O,X,O,X,X,O,X,X
JTSZLOI,O,O,O,O,O,X,X,O,X,X
JTSZOIL,O,O,O,O,O,X,O,O,X,X
JTSZOLI,O,O,O,O,O,X,O,O,X,X
JTSOILZ,O,O,X,O,O,X,O,X,O,X
JTSOIZL,O,O,X,O,O,X,O,X,O,X
JTSOLIZ,O,O,X,O,O,X,O,X,X,X
JTSOLZI,O,O,X,O,O,X,O,X,X,X
JTSOZIL,O,O,X,O,O,X,O,X,X,X
JTSOZLI,O,O,X,O,O,X,O,X,X,X
JTZILSO,O,O,O,X,X,O,X,X,X,X
JTZILOS,O,O,X,X,X,O,X,X,X,X
JTZISLO,O,O,O,X,X,X,X,X,X,X
JTZISOL,O,O,O,X,X,X,X,X,X,X
JTZIOLS,O,O,X,X,X,X,X,X,X,X
JTZIOSL,O,X,X,O,X,X,X,X,X,X
JTZLISO,O,O,O,X,X,X,X,X,X,X
JTZLIOS,O,O,X,X,X,X,X,X,X,X
JTZLSIO,O,O,O,X,O,X,X,O,X,X
JTZLSOI,O,O,O,X,O,X,X,O,X,X
JTZLOIS,O,O,X,X,X,X,X,X,X,X
JTZLOSI,O,O,O,X,O,X,X,O,X,X
JTZSILO,O,O,O,X,O,X,X,O,X,X
JTZSIOL,O,O,O,X,O,X,O,O,X,X
JTZSLIO,O,O,O,X,O,X,X,O,X,X
JTZSLOI,O,O,O,O,O,X,X,O,X,X
JTZSOIL,O,O,O,O,O,X,O,O,X,X
JTZSOLI,O,O,O,O,O,X,O,O,X,X
JTZOILS,O,O,X,X,X,X,X,X,X,X
JTZOISL,O,X,X,O,X,X,X,X,X,X
JTZOLIS,O,O,X,X,X,X,X,X,X,X
JTZOLSI,O,O,O,X,O,X,O,O,X,X
JTZOSIL,O,O,O,O,O,X,O,O,X,X
JTZOSLI,O,O,O,O,O,X,O,O,X,X
JTOILSZ,X,X,X,O,O,O,O,X,X,X
JTOILZS,O,O,X,X,X,O,X,X,X,X
JTOISLZ,X,X,X,O,O,X,O,X,O,X
JTOISZL,X,X,X,O,O,X,O,X,O,X
JTOIZLS,O,O,X,X,X,X,X,X,X,X
JTOIZSL,O,X,X,O,X,X,X,X,O,X
JTOLISZ,X,X,X,O,O,X,O,X,X,X
JTOLIZS,O,O,X,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,O,O,X,O,X,X,X
JTOLSZI,O,O,X,O,O,X,O,X,X,X
JTOLZIS,O,O,X,X,X,X,X,X,X,X
JTOLZSI,O,O,X,X,O,X,O,X,X,X
JTOSILZ,O,O,X,O,O,X,O,X,O,X
JTOSIZL,O,O,X,O,O,X,O,X,O,X
JTOSLIZ,O,O,X,O,O,X,O,X,X,X
JTOSLZI,O,O,X,O,O,X,O,X,X,X
JTOSZIL,O,O,X,O,O,X,O,X,X,X
JTOSZLI,O,O,X,O,O,X,O,X,X,X
JTOZILS,O,O,X,X,X,X,X,X,X,X
JTOZISL,O,X,X,O,X,X,X,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X,X,X
JTOZLSI,O,O,X,X,O,X,O,X,X,X
JTOZSIL,O,O,X,O,O,X,O,X,X,X
JTOZSLI,O,O,X,O,O,X,O,X,X,X
JITLSZO,X,X,X,X,X,O,X,X,X,X
JITLSOZ,X,X,X,X,X,O,X,X,X,X
JITLZSO,O,O,X,X,X,O,X,X,X,X
JITLZOS,O,O,X,X,X,O,X,X,X,X
JITLOSZ,X,X,X,O,X,O,X,X,X,X
JITLOZS,O,O,X,X,X,O,X,X,X,X
JITSLZO,X,X,X,X,X,O,X,X,X,X
JITSLOZ,X,X,X,O,X,O,O,X,X,X
JITSZLO,X,X,X,X,X,X,X,X,X,X
JITSZOL,X,X,X,X,X,X,O,X,X,X
