sequence,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem6IvhFzbB/iB?ajB5jB0fBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Je//IvhFagBzbB?mdB5jB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbByiB?5jBXgB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbBxdB?XgB0iB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFygBmdB?5jB0iBXgBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jex6IvhFygB/iB?0fBTjBGoBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem7IvhFTdBxfB?XjB0fB6oBlsB
ZTLOIJS,O,O,X,O,O,O,X
ZTLOISJ,O,O,X,O,O,O,X
ZTLOJIS,O,O,X,O,O,O,X
ZTLOJSI,O,O,X,O,O,O,X
ZTLOSIJ,O,O,X,O,O,O,X
ZTLOSJI,O,O,X,O,O,O,X
ZTJILSO,O,O,O,O,O,O,X
ZTJILOS,O,O,X,O,O,O,X
ZTJISLO,O,O,O,O,O,O,X
ZTJISOL,O,O,O,O,O,O,O
ZTJIOLS,O,O,X,O,O,O,X
ZTJIOSL,O,O,X,O,O,O,O
ZTJLISO,O,O,O,O,O,O,X
ZTJLIOS,O,O,X,O,O,O,X
ZTJLSIO,O,O,O,O,O,O,X
ZTJLSOI,O,O,O,O,O,O,X
ZTJLOIS,O,O,X,O,O,O,X
ZTJLOSI,O,O,X,O,O,O,X
ZTJSILO,O,O,O,O,O,O,X
ZTJSIOL,O,O,O,O,O,O,O
ZTJSLIO,O,O,O,O,O,O,X
ZTJSLOI,O,O,O,O,O,O,X
ZTJSOIL,O,O,O,O,O,O,O
ZTJSOLI,O,O,O,O,O,O,X
ZTJOILS,O,O,X,O,O,O,X
ZTJOISL,O,O,X,O,O,O,O
ZTJOLIS,O,O,X,O,O,O,X
ZTJOLSI,O,O,X,O,O,O,X
ZTJOSIL,O,O,X,O,O,O,O
ZTJOSLI,O,O,X,O,O,O,X
ZTSILJO,O,O,O,O,O,O,X
ZTSILOJ,O,O,O,O,O,O,X
ZTSIJLO,O,O,O,O,O,O,X
ZTSIJOL,O,O,O,O,O,O,O
ZTSIOLJ,O,O,O,O,O,O,X
ZTSIOJL,O,O,O,O,O,O,O
ZTSLIJO,O,O,O,O,O,O,X
ZTSLIOJ,O,O,O,O,O,O,X
ZTSLJIO,O,O,O,O,O,O,X
ZTSLJOI,O,O,O,O,O,O,X
ZTSLOIJ,O,O,O,O,O,O,X
ZTSLOJI,O,O,O,O,O,O,X
ZTSJILO,O,O,O,O,O,O,X
ZTSJIOL,O,O,O,O,O,O,O
ZTSJLIO,O,O,O,O,O,O,X
ZTSJLOI,O,O,O,O,O,O,X
ZTSJOIL,O,O,O,O,O,O,O
ZTSJOLI,O,O,O,O,O,O,X
ZTSOILJ,O,O,O,O,O,O,X
ZTSOIJL,O,O,O,O,O,O,O
ZTSOLIJ,O,O,O,O,O,O,X
ZTSOLJI,O,O,O,O,O,O,X
ZTSOJIL,O,O,O,O,O,O,O
ZTSOJLI,O,O,O,O,O,O,X
ZTOILJS,O,O,X,O,O,O,X
ZTOILSJ,O,O,X,O,O,O,X
ZTOIJLS,O,O,X,O,O,O,X
ZTOIJSL,O,O,X,O,O,O,O
ZTOISLJ,O,O,X,O,O,O,X
ZTOISJL,O,O,X,O,O,O,O
ZTOLIJS,O,O,X,O,O,O,X
ZTOLISJ,O,O,X,O,O,O,X
ZTOLJIS,O,O,X,O,O,O,X
ZTOLJSI,O,O,X,O,O,O,X
ZTOLSIJ,O,O,X,O,O,O,X
ZTOLSJI,O,O,X,O,O,O,X
ZTOJILS,O,O,X,O,O,O,X
ZTOJISL,O,O,X,O,O,O,O
ZTOJLIS,O,O,X,O,O,O,X
ZTOJLSI,O,O,X,O,O,O,X
ZTOJSIL,O,O,X,O,O,O,O
ZTOJSLI,O,O,X,O,O,O,X
ZTOSILJ,O,O,X,O,O,O,X
ZTOSIJL,O,O,X,O,O,O,O
ZTOSLIJ,O,O,X,O,O,O,X
ZTOSLJI,O,O,X,O,O,O,X
ZTOSJIL,O,O,X,O,O,O,O
ZTOSJLI,O,O,X,O,O,O,X
ZITLJSO,O,O,O,X,O,O,X
ZITLJOS,O,O,X,X,O,O,X
ZITLSJO,O,O,O,X,O,O,X
ZITLSOJ,O,O,O,X,O,O,X
ZITLOJS,O,O,X,X,O,O,X
ZITLOSJ,O,O,X,X,O,O,X
ZITJLSO,O,O,O,X,O,O,X
ZITJLOS,O,O,X,X,O,O,X
ZITJSLO,O,O,O,X,O,O,X
ZITJSOL,O,O,O,O,O,O,O
ZITJOLS,O,O,X,O,O,O,X
ZITJOSL,O,O,X,O,O,O,O
ZITSLJO,O,O,O,X,O,O,X
ZITSLOJ,O,O,O,X,O,O,X
ZITSJLO,O,O,O,X,O,O,X
ZITSJOL,O,O,O,O,O,O,O
ZITSOLJ,O,O,O,X,O,O,X
ZITSOJL,O,O,O,O,O,O,O
ZITOLJS,O,O,X,X,O,O,X
ZITOLSJ,O,O,X,X,O,O,X
ZITOJLS,O,O,X,O,O,O,X
ZITOJSL,O,O,X,O,O,O,O
ZITOSLJ,O,O,X,X,O,O,X
ZITOSJL,O,O,X,X,O,O,O
ZILTJSO,O,X,X,O,O,O,X
ZILTJOS,O,X,X,O,O,O,X
ZILTSJO,O,X,X,O,O,O,X
ZILTSOJ,O,X,X,O,O,O,X
ZILTOJS,O,X,X,O,O,O,X
ZILTOSJ,O,X,X,X,O,O,X
ZILJTSO,O,X,X,O,X,O,X
ZILJTOS,O,X,X,O,O,O,X
ZILJSTO,O,O,X,O,X,O,X
ZILJSOT,O,O,O,O,O,X,X
ZILJOTS,O,X,X,O,O,X,X
ZILJOST,O,O,X,O,O,X,X
ZILSTJO,O,O,X,O,X,O,X
ZILSTOJ,O,O,X,O,X,O,X
ZILSJTO,O,O,X,O,X,O,X
ZILSJOT,O,O,O,O,O,X,X
ZILSOTJ,O,O,X,O,X,O,X
ZILSOJT,O,O,O,O,O,X,X
ZILOTJS,O,X,X,O,O,O,X
ZILOTSJ,O,X,X,X,O,O,X
ZILOJTS,O,X,X,O,O,X,X
ZILOJST,O,O,X,O,O,X,X
ZILOSTJ,O,O,X,O,X,O,X
ZILOSJT,O,O,X,O,O,X,X
ZIJTLSO,O,X,O,X,X,O,X
ZIJTLOS,O,X,X,X,O,O,X
ZIJTSLO,O,O,O,X,X,O,X
ZIJTSOL,O,O,O,O,X,O,O
ZIJTOLS,O,X,X,O,O,O,X
ZIJTOSL,O,O,X,O,X,O,O
ZIJLTSO,O,X,X,O,X,O,X
ZIJLTOS,O,X,X,O,O,O,X
ZIJLSTO,O,O,X,O,X,O,X
ZIJLSOT,O,O,O,O,O,X,X
ZIJLOTS,O,X,X,O,O,X,X
ZIJLOST,O,O,X,O,O,X,X
ZIJSTLO,O,O,O,X,X,O,X
ZIJSTOL,O,O,O,O,X,O,X
ZIJSLTO,O,O,X,O,X,O,X
ZIJSLOT,O,O,O,O,O,X,X
ZIJSOTL,O,O,O,O,X,X,X
ZIJSOLT,O,O,O,O,O,X,X
ZIJOTLS,O,X,X,O,O,X,X
ZIJOTSL,O,O,X,O,X,X,O
ZIJOLTS,O,X,X,O,O,X,X
ZIJOLST,O,O,X,O,O,X,X
ZIJOSTL,O,O,X,O,X,X,X
ZIJOSLT,O,O,X,O,O,X,X
ZISTLJO,O,O,O,X,X,O,X
ZISTLOJ,O,O,O,X,X,O,X
ZISTJLO,O,O,O,X,X,O,X
ZISTJOL,O,O,O,O,X,O,X
ZISTOLJ,O,O,O,X,X,O,X
ZISTOJL,O,O,O,O,X,O,X
ZISLTJO,O,O,X,O,X,O,X
ZISLTOJ,O,O,X,O,X,O,X
ZISLJTO,O,O,X,O,X,O,X
ZISLJOT,O,O,O,O,O,X,X
ZISLOTJ,O,O,X,O,X,O,X
ZISLOJT,O,O,O,O,O,X,X
ZISJTLO,O,O,O,X,X,O,X
ZISJTOL,O,O,O,O,X,O,X
ZISJLTO,O,O,X,O,X,O,X
ZISJLOT,O,O,O,O,O,X,X
ZISJOTL,O,O,O,O,X,X,X
ZISJOLT,O,O,O,O,O,X,X
ZISOTLJ,O,O,O,X,X,O,X
ZISOTJL,O,O,O,O,X,O,X
ZISOLTJ,O,O,X,O,X,O,X
ZISOLJT,O,O,O,O,O,X,X
ZISOJTL,O,O,O,O,X,X,X
ZISOJLT,O,O,O,O,O,X,X
ZIOTLJS,O,O,X,X,O,O,X
ZIOTLSJ,O,O,X,X,O,O,X
ZIOTJLS,O,O,X,O,O,O,X
ZIOTJSL,O,O,X,O,O,O,O
ZIOTSLJ,O,O,X,X,O,O,X
ZIOTSJL,O,O,X,X,O,O,O
ZIOLTJS,O,X,X,O,O,O,X
ZIOLTSJ,O,X,X,X,O,O,X
ZIOLJTS,O,X,X,O,O,X,X
ZIOLJST,O,O,X,O,O,X,X
ZIOLSTJ,O,O,X,X,X,O,X
ZIOLSJT,O,O,X,O,O,X,X
ZIOJTLS,O,X,X,O,O,X,X
ZIOJTSL,O,O,X,O,X,X,O
ZIOJLTS,O,X,X,O,O,X,X
ZIOJLST,O,O,X,O,O,X,X
ZIOJSTL,O,O,X,O,X,X,X
ZIOJSLT,O,O,X,O,O,X,X
ZIOSTLJ,O,O,X,X,X,O,X
ZIOSTJL,O,O,X,O,X,O,X
ZIOSLTJ,O,O,X,X,X,O,X
ZIOSLJT,O,O,X,O,O,X,X
ZIOSJTL,O,O,X,O,X,X,X
ZIOSJLT,O,O,X,O,O,X,X
ZLTIJSO,O,X,X,O,O,O,X
ZLTIJOS,O,X,X,O,O,O,X
ZLTISJO,O,X,X,O,O,O,X
ZLTISOJ,O,X,X,O,O,O,X
ZLTIOJS,O,X,X,O,O,O,X
ZLTIOSJ,O,X,X,X,O,O,X
ZLTJISO,O,X,X,O,O,O,X
ZLTJIOS,O,X,X,O,O,O,X
ZLTJSIO,O,X,X,O,O,O,X
ZLTJSOI,O,X,X,O,O,O,X
ZLTJOIS,O,X,X,O,O,O,X
ZLTJOSI,O,X,X,X,O,O,X
ZLTSIJO,O,X,X,O,O,O,X
ZLTSIOJ,O,X,X,O,O,O,X
ZLTSJIO,O,X,X,O,O,O,X
ZLTSJOI,O,X,X,O,O,O,X
ZLTSOIJ,O,X,X,O,O,O,X
ZLTSOJI,O,X,X,O,O,O,X
ZLTOIJS,O,X,X,O,O,O,X
ZLTOISJ,O,X,X,X,O,O,X
ZLTOJIS,O,X,X,O,O,O,X
ZLTOJSI,O,X,X,X,O,O,X
ZLTOSIJ,O,X,X,X,O,O,X
ZLTOSJI,O,X,X,X,O,O,X
ZLITJSO,O,X,X,O,O,O,X
ZLITJOS,O,X,X,O,O,O,X
ZLITSJO,O,X,X,O,O,O,X
ZLITSOJ,O,X,X,O,O,O,X
ZLITOJS,O,X,X,O,O,O,X
ZLITOSJ,O,X,X,X,O,O,X
ZLIJTSO,O,X,X,O,X,O,X
ZLIJTOS,O,X,X,O,O,O,X
ZLIJSTO,O,O,X,O,X,O,X
ZLIJSOT,O,O,O,O,O,X,X
ZLIJOTS,O,X,X,O,O,X,X
ZLIJOST,O,O,X,O,O,X,X
ZLISTJO,O,O,X,O,X,O,X
ZLISTOJ,O,O,X,O,X,O,X
ZLISJTO,O,O,X,O,X,O,X
ZLISJOT,O,O,O,O,O,X,X
ZLISOTJ,O,O,X,O,X,O,X
ZLISOJT,O,O,O,O,O,X,X
ZLIOTJS,O,X,X,O,O,O,X
ZLIOTSJ,O,X,X,X,O,O,X
ZLIOJTS,O,X,X,O,O,X,X
ZLIOJST,O,O,X,O,O,X,X
ZLIOSTJ,O,O,X,O,X,O,X
ZLIOSJT,O,O,X,O,O,X,X
ZLJTISO,O,X,X,O,X,O,X
ZLJTIOS,O,X,X,O,O,O,X
ZLJTSIO,O,X,X,O,X,O,X
ZLJTSOI,O,X,X,O,X,O,X
ZLJTOIS,O,X,X,O,O,O,X
ZLJTOSI,O,X,X,X,X,O,X
ZLJITSO,O,X,X,O,X,O,X
ZLJITOS,O,X,X,O,O,O,X
ZLJISTO,O,O,X,O,X,O,X
ZLJISOT,O,O,O,O,O,X,X
ZLJIOTS,O,X,X,O,O,X,X
ZLJIOST,O,O,X,O,O,X,X
ZLJSTIO,O,O,X,O,X,O,X
ZLJSTOI,O,O,X,O,X,O,X
ZLJSITO,O,O,X,O,X,O,X
ZLJSIOT,O,O,O,O,O,X,X
ZLJSOTI,O,O,X,O,X,X,X
ZLJSOIT,O,O,O,O,O,X,X
ZLJOTIS,O,X,X,O,O,X,X
ZLJOTSI,O,X,X,X,X,X,X
ZLJOITS,O,X,X,O,O,X,X
ZLJOIST,O,O,X,O,O,X,X
ZLJOSTI,O,O,X,O,X,X,X
ZLJOSIT,O,O,X,O,O,X,X
ZLSTIJO,O,O,X,O,X,O,X
ZLSTIOJ,O,O,X,O,X,O,X
ZLSTJIO,O,O,X,O,X,O,X
ZLSTJOI,O,O,X,O,X,O,X
ZLSTOIJ,O,O,X,O,X,O,X
ZLSTOJI,O,O,X,O,X,O,X
ZLSITJO,O,O,X,O,X,O,X
ZLSITOJ,O,O,X,O,X,O,X
ZLSIJTO,O,O,X,O,X,O,X
ZLSIJOT,O,O,O,O,O,X,X
ZLSIOTJ,O,O,X,O,X,O,X
ZLSIOJT,O,O,O,O,O,X,X
ZLSJTIO,O,O,X,O,X,O,X
ZLSJTOI,O,O,X,O,X,O,X
ZLSJITO,O,O,X,O,X,O,X
ZLSJIOT,O,O,O,O,O,X,X
ZLSJOTI,O,O,X,O,X,X,X
ZLSJOIT,O,O,O,O,O,X,X
ZLSOTIJ,O,O,X,O,X,O,X
ZLSOTJI,O,O,X,O,X,O,X
ZLSOITJ,O,O,X,O,X,O,X
ZLSOIJT,O,O,O,O,O,X,X
ZLSOJTI,O,O,X,O,X,X,X
ZLSOJIT,O,O,O,O,O,X,X
ZLOTIJS,O,X,X,O,O,O,X
ZLOTISJ,O,X,X,X,O,O,X
ZLOTJIS,O,X,X,O,O,O,X
ZLOTJSI,O,X,X,X,O,O,X
ZLOTSIJ,O,X,X,X,O,O,X
ZLOTSJI,O,X,X,X,O,O,X
ZLOITJS,O,X,X,O,O,O,X
ZLOITSJ,O,X,X,X,O,O,X
ZLOIJTS,O,X,X,O,O,X,X
ZLOIJST,O,O,X,O,O,X,X
ZLOISTJ,O,O,X,O,X,O,X
ZLOISJT,O,O,X,O,O,X,X
ZLOJTIS,O,X,X,O,O,X,X
ZLOJTSI,O,X,X,X,X,X,X
ZLOJITS,O,X,X,O,O,X,X
ZLOJIST,O,O,X,O,O,X,X
ZLOJSTI,O,O,X,O,X,X,X
ZLOJSIT,O,O,X,O,O,X,X
ZLOSTIJ,O,O,X,O,X,O,X
ZLOSTJI,O,O,X,O,X,O,X
ZLOSITJ,O,O,X,O,X,O,X
ZLOSIJT,O,O,X,O,O,X,X
ZLOSJTI,O,O,X,O,X,X,X
ZLOSJIT,O,O,X,O,O,X,X
ZJTILSO,O,X,O,O,X,O,X
ZJTILOS,O,X,X,O,O,O,X
ZJTISLO,O,O,O,O,X,O,X
ZJTISOL,O,O,O,O,X,O,O
ZJTIOLS,O,X,X,O,O,O,X
ZJTIOSL,O,O,X,O,X,O,O
ZJTLISO,O,X,O,O,X,O,X
ZJTLIOS,O,X,X,O,O,O,X
ZJTLSIO,O,X,O,O,X,O,X
ZJTLSOI,O,X,O,O,X,O,X
ZJTLOIS,O,X,X,O,O,O,X
ZJTLOSI,O,X,X,O,X,O,X
ZJTSILO,O,O,O,O,X,O,X
ZJTSIOL,O,O,O,O,X,O,O
ZJTSLIO,O,O,O,O,X,O,X
ZJTSLOI,O,O,O,O,X,O,X
ZJTSOIL,O,O,O,O,X,O,O
ZJTSOLI,O,O,O,O,X,O,X
ZJTOILS,O,X,X,O,O,O,X
ZJTOISL,O,O,X,O,X,O,O
ZJTOLIS,O,X,X,O,O,O,X
ZJTOLSI,O,X,X,O,X,O,X
ZJTOSIL,O,O,X,O,X,O,O
ZJTOSLI,O,O,X,O,X,O,X
ZJITLSO,O,X,O,X,X,O,X
ZJITLOS,O,X,X,X,O,O,X
ZJITSLO,O,O,O,X,X,O,X
ZJITSOL,O,O,O,O,X,O,O
ZJITOLS,O,X,X,O,O,O,X
ZJITOSL,O,O,X,O,X,O,O
ZJILTSO,O,X,X,O,X,O,X
ZJILTOS,O,X,X,O,O,O,X
ZJILSTO,O,O,X,O,X,O,X
ZJILSOT,O,O,O,O,O,X,X
ZJILOTS,O,X,X,O,O,X,X
ZJILOST,O,O,X,O,O,X,X
ZJISTLO,O,O,O,X,X,O,X
ZJISTOL,O,O,O,O,X,O,X
ZJISLTO,O,O,X,O,X,O,X
ZJISLOT,O,O,O,O,O,X,X
ZJISOTL,O,O,O,O,X,X,X
ZJISOLT,O,O,O,O,O,X,X
ZJIOTLS,O,X,X,O,O,X,X
ZJIOTSL,O,O,X,O,X,X,O
ZJIOLTS,O,X,X,O,O,X,X
ZJIOLST,O,O,X,O,O,X,X
ZJIOSTL,O,O,X,O,X,X,X
ZJIOSLT,O,O,X,O,O,X,X
ZJLTISO,O,X,X,O,X,O,X
ZJLTIOS,O,X,X,O,O,O,X
ZJLTSIO,O,X,X,O,X,O,X
ZJLTSOI,O,X,X,O,X,O,X
ZJLTOIS,O,X,X,O,O,O,X
ZJLTOSI,O,X,X,X,X,O,X
ZJLITSO,O,X,X,O,X,O,X
ZJLITOS,O,X,X,O,O,O,X
ZJLISTO,O,O,X,O,X,O,X
ZJLISOT,O,O,O,O,O,X,X
ZJLIOTS,O,X,X,O,O,X,X
ZJLIOST,O,O,X,O,O,X,X
ZJLSTIO,O,O,X,O,X,O,X
ZJLSTOI,O,O,X,O,X,O,X
ZJLSITO,O,O,X,O,X,O,X
ZJLSIOT,O,O,O,O,O,X,X
ZJLSOTI,O,O,X,O,X,X,X
ZJLSOIT,O,O,O,O,O,X,X
ZJLOTIS,O,X,X,O,O,X,X
ZJLOTSI,O,X,X,X,X,X,X
ZJLOITS,O,X,X,O,O,X,X
ZJLOIST,O,O,X,O,O,X,X
ZJLOSTI,O,O,X,O,X,X,X
ZJLOSIT,O,O,X,O,O,X,X
ZJSTILO,O,O,O,O,X,O,X
ZJSTIOL,O,O,O,O,X,O,X
ZJSTLIO,O,O,O,O,X,O,X
ZJSTLOI,O,O,O,O,X,O,X
ZJSTOIL,O,O,O,O,X,O,X
ZJSTOLI,O,O,O,O,X,O,X
ZJSITLO,O,O,O,X,X,O,X
ZJSITOL,O,O,O,O,X,O,X
ZJSILTO,O,O,X,O,X,O,X
ZJSILOT,O,O,O,O,O,X,X
ZJSIOTL,O,O,O,O,X,X,X
ZJSIOLT,O,O,O,O,O,X,X
ZJSLTIO,O,O,X,O,X,O,X
ZJSLTOI,O,O,X,O,X,O,X
ZJSLITO,O,O,X,O,X,O,X
ZJSLIOT,O,O,O,O,O,X,X
ZJSLOTI,O,O,X,O,X,X,X
ZJSLOIT,O,O,O,O,O,X,X
ZJSOTIL,O,O,O,O,X,X,X
ZJSOTLI,O,O,O,O,X,X,X
ZJSOITL,O,O,O,O,X,X,X
ZJSOILT,O,O,O,O,O,X,X
ZJSOLTI,O,O,X,O,X,X,X
ZJSOLIT,O,O,O,O,O,X,X
ZJOTILS,O,X,X,O,O,X,X
ZJOTISL,O,O,X,O,X,X,O
ZJOTLIS,O,X,X,O,O,X,X
ZJOTLSI,O,X,X,O,X,X,X
ZJOTSIL,O,O,X,O,X,X,O
ZJOTSLI,O,O,X,O,X,X,X
ZJOITLS,O,X,X,O,O,X,X
ZJOITSL,O,O,X,O,X,X,O
ZJOILTS,O,X,X,O,O,X,X
ZJOILST,O,O,X,O,O,X,X
ZJOISTL,O,O,X,O,X,X,X
ZJOISLT,O,O,X,O,O,X,X
ZJOLTIS,O,X,X,O,O,X,X
ZJOLTSI,O,X,X,X,X,X,X
ZJOLITS,O,X,X,O,O,X,X
ZJOLIST,O,O,X,O,O,X,X
ZJOLSTI,O,O,X,O,X,X,X
ZJOLSIT,O,O,X,O,O,X,X
ZJOSTIL,O,O,X,O,X,X,X
ZJOSTLI,O,O,X,O,X,X,X
ZJOSITL,O,O,X,O,X,X,X
ZJOSILT,O,O,X,O,O,X,X
ZJOSLTI,O,O,X,O,X,X,X
ZJOSLIT,O,O,X,O,O,X,X
ZSTILJO,O,O,O,O,X,O,X
ZSTILOJ,O,O,O,O,X,O,X
ZSTIJLO,O,O,O,O,X,O,X
ZSTIJOL,O,O,O,O,X,O,X
ZSTIOLJ,O,O,O,O,X,O,X
ZSTIOJL,O,O,O,O,X,O,X
ZSTLIJO,O,O,O,O,X,O,X
ZSTLIOJ,O,O,O,O,X,O,X
ZSTLJIO,O,O,O,O,X,O,X
ZSTLJOI,O,O,O,O,X,O,X
ZSTLOIJ,O,O,O,O,X,O,X
ZSTLOJI,O,O,O,O,X,O,X
ZSTJILO,O,O,O,O,X,O,X
ZSTJIOL,O,O,O,O,X,O,X
ZSTJLIO,O,O,O,O,X,O,X
ZSTJLOI,O,O,O,O,X,O,X
ZSTJOIL,O,O,O,O,X,O,X
ZSTJOLI,O,O,O,O,X,O,X
ZSTOILJ,O,O,O,O,X,O,X
ZSTOIJL,O,O,O,O,X,O,X
ZSTOLIJ,O,O,O,O,X,O,X
ZSTOLJI,O,O,O,O,X,O,X
ZSTOJIL,O,O,O,O,X,O,X
ZSTOJLI,O,O,O,O,X,O,X
ZSITLJO,O,O,O,X,X,O,X
ZSITLOJ,O,O,O,X,X,O,X
ZSITJLO,O,O,O,X,X,O,X
ZSITJOL,O,O,O,O,X,O,X
ZSITOLJ,O,O,O,X,X,O,X
ZSITOJL,O,O,O,O,X,O,X
ZSILTJO,O,O,X,O,X,O,X
ZSILTOJ,O,O,X,O,X,O,X
ZSILJTO,O,O,X,O,X,O,X
ZSILJOT,O,O,O,O,O,X,X
ZSILOTJ,O,O,X,O,X,O,X
ZSILOJT,O,O,O,O,O,X,X
ZSIJTLO,O,O,O,X,X,O,X
ZSIJTOL,O,O,O,O,X,O,X
ZSIJLTO,O,O,X,O,X,O,X
ZSIJLOT,O,O,O,O,O,X,X
ZSIJOTL,O,O,O,O,X,X,X
ZSIJOLT,O,O,O,O,O,X,X
ZSIOTLJ,O,O,O,X,X,O,X
ZSIOTJL,O,O,O,O,X,O,X
ZSIOLTJ,O,O,X,O,X,O,X
ZSIOLJT,O,O,O,O,O,X,X
ZSIOJTL,O,O,O,O,X,X,X
ZSIOJLT,O,O,O,O,O,X,X
ZSLTIJO,O,O,X,O,X,O,X
ZSLTIOJ,O,O,X,O,X,O,X
ZSLTJIO,O,O,X,O,X,O,X
ZSLTJOI,O,O,X,O,X,O,X
ZSLTOIJ,O,O,X,O,X,O,X
ZSLTOJI,O,O,X,O,X,O,X
ZSLITJO,O,O,X,O,X,O,X
ZSLITOJ,O,O,X,O,X,O,X
ZSLIJTO,O,O,X,O,X,O,X
ZSLIJOT,O,O,O,O,O,X,X
ZSLIOTJ,O,O,X,O,X,O,X
ZSLIOJT,O,O,O,O,O,X,X
ZSLJTIO,O,O,X,O,X,O,X
ZSLJTOI,O,O,X,O,X,O,X
ZSLJITO,O,O,X,O,X,O,X
ZSLJIOT,O,O,O,O,O,X,X
ZSLJOTI,O,O,X,O,X,X,X
ZSLJOIT,O,O,O,O,O,X,X
ZSLOTIJ,O,O,X,O,X,O,X
ZSLOTJI,O,O,X,O,X,O,X
ZSLOITJ,O,O,X,O,X,O,X
ZSLOIJT,O,O,O,O,O,X,X
ZSLOJTI,O,O,X,O,X,X,X
ZSLOJIT,O,O,O,O,O,X,X
ZSJTILO,O,O,O,O,X,O,X
ZSJTIOL,O,O,O,O,X,O,X
ZSJTLIO,O,O,O,O,X,O,X
ZSJTLOI,O,O,O,O,X,O,X
ZSJTOIL,O,O,O,O,X,O,X
ZSJTOLI,O,O,O,O,X,O,X
ZSJITLO,O,O,O,X,X,O,X
ZSJITOL,O,O,O,O,X,O,X
ZSJILTO,O,O,X,O,X,O,X
ZSJILOT,O,O,O,O,O,X,X
ZSJIOTL,O,O,O,O,X,X,X
ZSJIOLT,O,O,O,O,O,X,X
ZSJLTIO,O,O,X,O,X,O,X
ZSJLTOI,O,O,X,O,X,O,X
ZSJLITO,O,O,X,O,X,O,X
ZSJLIOT,O,O,O,O,O,X,X
ZSJLOTI,O,O,X,O,X,X,X
ZSJLOIT,O,O,O,O,O,X,X
ZSJOTIL,O,O,O,O,X,X,X
ZSJOTLI,O,O,O,O,X,X,X
ZSJOITL,O,O,O,O,X,X,X
ZSJOILT,O,O,O,O,O,X,X
ZSJOLTI,O,O,X,O,X,X,X
ZSJOLIT,O,O,O,O,O,X,X
ZSOTILJ,O,O,O,O,X,O,X
ZSOTIJL,O,O,O,O,X,O,X
ZSOTLIJ,O,O,O,O,X,O,X
ZSOTLJI,O,O,O,O,X,O,X
ZSOTJIL,O,O,O,O,X,O,X
ZSOTJLI,O,O,O,O,X,O,X
ZSOITLJ,O,O,O,X,X,O,X
ZSOITJL,O,O,O,O,X,O,X
ZSOILTJ,O,O,X,O,X,O,X
ZSOILJT,O,O,O,O,O,X,X
ZSOIJTL,O,O,O,O,X,X,X
ZSOIJLT,O,O,O,O,O,X,X
ZSOLTIJ,O,O,X,O,X,O,X
ZSOLTJI,O,O,X,O,X,O,X
ZSOLITJ,O,O,X,O,X,O,X
ZSOLIJT,O,O,O,O,O,X,X
ZSOLJTI,O,O,X,O,X,X,X
ZSOLJIT,O,O,O,O,O,X,X
ZSOJTIL,O,O,O,O,X,X,X
ZSOJTLI,O,O,O,O,X,X,X
ZSOJITL,O,O,O,O,X,X,X
ZSOJILT,O,O,O,O,O,X,X
ZSOJLTI,O,O,X,O,X,X,X
ZSOJLIT,O,O,O,O,O,X,X
ZOTILJS,O,O,X,O,O,O,X
ZOTILSJ,O,O,X,O,O,O,X
ZOTIJLS,O,O,X,O,O,O,X
ZOTIJSL,O,O,X,O,O,O,O
ZOTISLJ,O,O,X,X,O,O,X
ZOTISJL,O,O,X,O,O,O,O
ZOTLIJS,O,O,X,O,O,O,X
ZOTLISJ,O,O,X,O,O,O,X
ZOTLJIS,O,O,X,O,O,O,X
ZOTLJSI,O,O,X,O,O,O,X
ZOTLSIJ,O,O,X,O,O,O,X
ZOTLSJI,O,O,X,O,O,O,X
ZOTJILS,O,O,X,O,O,O,X
ZOTJISL,O,O,X,O,O,O,O
ZOTJLIS,O,O,X,O,O,O,X
ZOTJLSI,O,O,X,O,O,O,X
ZOTJSIL,O,O,X,O,O,O,O
ZOTJSLI,O,O,X,O,O,O,X
ZOTSILJ,O,O,X,X,O,O,X
ZOTSIJL,O,O,X,O,O,O,O
ZOTSLIJ,O,O,X,O,O,O,X
ZOTSLJI,O,O,X,O,O,O,X
ZOTSJIL,O,O,X,O,O,O,O
ZOTSJLI,O,O,X,O,O,O,X
ZOITLJS,O,O,X,X,O,O,X
ZOITLSJ,O,O,X,X,O,O,X
ZOITJLS,O,O,X,O,O,O,X
ZOITJSL,O,O,X,O,O,O,O
ZOITSLJ,O,O,X,X,O,O,X
ZOITSJL,O,O,X,X,O,O,O
ZOILTJS,O,X,X,O,O,O,X
ZOILTSJ,O,X,X,X,O,O,X
ZOILJTS,O,X,X,O,O,X,X
ZOILJST,O,O,X,O,O,X,X
ZOILSTJ,O,O,X,X,X,O,X
ZOILSJT,O,O,X,O,O,X,X
ZOIJTLS,O,X,X,O,O,X,X
ZOIJTSL,O,O,X,O,X,X,O
ZOIJLTS,O,X,X,O,O,X,X
