sequence,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFOgBfiB?xdBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeO/IvhFXbBRdB?SjBUiBzkBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFfiB6iB?TeBmfB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBGeB?ykB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFGdBTeB?/kBalBUiBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeOAJvhFfiBxdB?TfBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBSjB?mfB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFGeBykB?RiBUiBXlBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFSjBTfB?elBUiBfsBlsB
LTZJSIO,O,O,O,O,O,O,O,X,X
LTZJSOI,O,O,O,O,O,O,O,X,X
LTZJOIS,O,O,O,O,O,X,O,O,O
LTZJOSI,O,O,O,X,O,O,O,X,O
LTZSIJO,O,O,O,O,O,O,X,X,X
LTZSIOJ,O,O,O,O,O,O,X,X,X
LTZSJIO,O,O,O,O,O,O,O,X,X
LTZSJOI,O,O,O,O,O,O,O,X,X
LTZSOIJ,O,O,O,O,O,O,X,X,X
LTZSOJI,O,O,O,O,O,O,O,X,X
LTZOIJS,O,O,X,O,O,X,O,O,X
LTZOISJ,O,O,O,X,X,X,X,X,X
LTZOJIS,O,O,O,O,O,X,O,O,X
LTZOJSI,O,O,O,X,O,O,O,X,X
LTZOSIJ,O,O,O,X,O,O,X,X,X
LTZOSJI,O,O,O,X,O,O,O,X,X
LTOIJSZ,X,O,X,O,X,O,X,O,X
LTOIJZS,X,O,X,O,X,X,X,O,X
LTOISJZ,X,O,O,O,X,O,X,O,X
LTOISZJ,X,O,O,O,X,O,X,X,X
LTOIZJS,X,O,X,O,O,X,O,O,X
LTOIZSJ,X,O,X,X,X,X,X,X,X
LTOJISZ,X,O,X,O,X,O,X,O,X
LTOJIZS,X,O,X,O,X,X,X,O,X
LTOJSIZ,O,O,X,O,X,O,X,O,X
LTOJSZI,O,O,X,O,X,O,X,X,X
LTOJZIS,O,O,X,O,X,X,O,O,X
LTOJZSI,O,O,X,X,X,O,O,X,X
LTOSIJZ,O,O,O,O,O,O,X,O,X
LTOSIZJ,O,O,O,O,O,O,X,X,X
LTOSJIZ,O,O,O,O,O,O,X,O,X
LTOSJZI,O,O,O,O,O,O,X,X,X
LTOSZIJ,O,O,O,O,O,O,X,X,X
LTOSZJI,O,O,O,O,O,O,O,X,X
LTOZIJS,O,O,X,O,O,X,O,O,X
LTOZISJ,O,O,O,X,X,X,X,X,X
LTOZJIS,O,O,O,O,O,X,O,O,X
LTOZJSI,O,O,O,X,O,O,O,X,X
LTOZSIJ,O,O,O,X,O,O,X,X,X
LTOZSJI,O,O,O,X,O,O,O,X,X
LITJSZO,X,O,X,O,X,X,X,X,X
LITJSOZ,X,X,X,O,X,X,X,O,X
LITJZSO,X,X,X,O,X,X,X,X,X
LITJZOS,X,X,X,O,X,X,X,O,X
LITJOSZ,X,X,X,O,X,X,X,O,X
LITJOZS,X,X,X,O,X,X,X,O,X
LITSJZO,X,O,X,O,X,X,X,X,X
LITSJOZ,X,X,O,O,X,X,X,O,X
LITSZJO,X,X,X,O,X,X,X,X,X
LITSZOJ,X,X,O,O,X,X,X,X,X
LITSOJZ,X,X,O,O,X,X,X,O,X
LITSOZJ,X,X,O,O,X,X,X,X,X
LITZJSO,X,X,X,O,X,X,X,X,X
LITZJOS,X,X,X,O,O,X,X,O,X
LITZSJO,X,X,X,O,X,X,X,X,X
LITZSOJ,X,X,X,O,X,X,X,X,X
LITZOJS,X,X,X,O,O,X,X,O,X
LITZOSJ,X,X,X,X,X,X,X,X,X
LITOJSZ,X,O,X,O,X,X,X,O,X
LITOJZS,X,X,X,O,X,X,X,O,X
LITOSJZ,X,O,O,O,X,X,X,O,X
LITOSZJ,X,X,O,O,X,X,X,X,X
LITOZJS,X,X,X,O,O,X,X,O,X
LITOZSJ,X,X,X,X,X,X,X,X,X
LIJTSZO,X,O,X,O,X,X,X,X,X
LIJTSOZ,X,X,X,O,X,X,X,O,X
LIJTZSO,X,X,X,O,X,X,X,X,X
LIJTZOS,X,X,X,O,X,X,X,O,X
LIJTOSZ,X,X,X,O,X,X,X,O,X
LIJTOZS,X,X,X,O,X,X,X,O,X
LIJSTZO,O,O,X,O,X,X,X,X,X
LIJSTOZ,X,X,X,O,X,O,X,X,X
LIJSZTO,O,O,X,O,X,X,X,X,X
LIJSZOT,O,O,X,O,X,O,X,X,X
LIJSOTZ,X,X,X,O,X,O,X,X,X
LIJSOZT,O,O,X,O,X,O,X,O,X
LIJZTSO,X,O,X,O,X,X,X,X,X
LIJZTOS,X,X,X,O,X,X,X,X,X
LIJZSTO,O,O,X,O,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,X,O,O
LIJZOST,O,O,X,O,X,X,X,O,O
LIJOTSZ,X,O,X,O,X,X,X,O,X
LIJOTZS,X,X,X,O,X,X,X,O,O
LIJOSTZ,X,O,X,O,X,O,X,X,X
LIJOSZT,X,O,X,O,X,O,X,O,O
LIJOZTS,X,X,X,X,X,X,X,O,O
LIJOZST,X,O,X,O,X,X,X,O,O
LISTJZO,O,O,X,O,X,X,X,X,X
LISTJOZ,X,X,X,O,X,O,X,X,X
LISTZJO,O,X,X,O,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,X,X,X
LISTOJZ,X,X,X,O,X,O,X,X,X
LISTOZJ,X,X,O,O,X,X,X,X,X
LISJTZO,O,O,X,O,X,X,X,X,X
LISJTOZ,X,X,X,O,X,O,X,X,X
LISJZTO,O,O,X,O,X,X,X,X,X
LISJZOT,O,O,X,O,X,O,X,X,X
LISJOTZ,X,X,X,O,X,O,X,X,X
LISJOZT,O,O,O,O,X,O,X,O,X
LISZTJO,O,O,X,O,X,X,X,X,X
LISZTOJ,O,X,X,O,X,X,X,X,X
LISZJTO,O,O,X,O,X,X,X,X,X
LISZJOT,O,O,X,O,X,O,X,X,X
LISZOTJ,O,X,O,O,X,X,X,X,X
LISZOJT,O,O,O,O,X,O,X,X,X
LISOTJZ,X,O,X,O,X,O,X,X,X
LISOTZJ,X,X,O,O,X,X,X,X,X
LISOJTZ,X,O,X,O,X,O,X,X,X
LISOJZT,O,O,O,O,X,O,X,O,X
LISOZTJ,O,X,O,X,X,X,X,X,X
LISOZJT,O,O,O,X,X,O,X,X,X
LIZTJSO,X,O,X,O,X,X,X,X,X
LIZTJOS,X,X,X,O,X,X,X,X,X
LIZTSJO,X,O,X,O,X,X,X,X,X
LIZTSOJ,X,X,X,O,X,X,X,X,X
LIZTOJS,X,O,X,O,X,X,X,X,X
LIZTOSJ,X,O,X,X,X,X,X,X,X
LIZJTSO,X,O,X,O,X,X,X,X,X
LIZJTOS,X,X,X,O,X,X,O,X,X
LIZJSTO,O,O,X,O,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,O,X,X
LIZJOTS,X,O,X,X,X,X,O,O,O
LIZJOST,O,O,X,O,O,X,O,O,O
LIZSTJO,O,O,X,O,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,X,X,X,X
LIZSJTO,O,O,X,O,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,X,X,X,X,X,X
LIZOJTS,X,O,X,X,X,X,O,O,X
LIZOJST,O,O,X,O,O,X,O,O,X
LIZOSTJ,O,O,X,X,X,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,O,X,X,X,O,X
LIOTJZS,X,X,X,O,X,X,X,O,X
LIOTSJZ,X,O,O,O,X,X,X,O,X
LIOTSZJ,X,X,O,O,X,X,X,X,X
LIOTZJS,X,X,X,O,O,X,X,O,X
LIOTZSJ,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,X,O,X,X,X,O,X
LIOJTZS,X,X,X,O,X,X,X,O,X
LIOJSTZ,X,O,X,O,X,O,X,X,X
LIOJSZT,X,O,X,O,X,O,X,O,X
LIOJZTS,X,O,X,X,X,X,X,O,X
LIOJZST,X,O,X,O,X,X,X,O,X
LIOSTJZ,X,O,X,O,X,O,X,X,X
LIOSTZJ,X,X,O,O,X,X,X,X,X
LIOSJTZ,X,O,X,O,X,O,X,X,X
LIOSJZT,X,O,O,O,X,O,X,O,X
LIOSZTJ,X,O,O,X,X,X,X,X,X
LIOSZJT,X,O,O,X,X,O,X,X,X
LIOZTJS,X,O,X,X,X,X,X,X,X
LIOZTSJ,X,O,X,X,X,X,X,X,X
LIOZJTS,X,O,X,X,X,X,O,O,X
LIOZJST,X,O,X,O,O,X,O,O,X
LIOZSTJ,X,O,X,X,X,X,X,X,X
LIOZSJT,X,O,X,X,X,X,X,X,X
LJTISZO,O,O,X,O,X,O,X,X,X
LJTISOZ,O,O,X,O,X,O,X,O,X
LJTIZSO,O,O,X,O,X,X,X,X,X
LJTIZOS,O,O,X,O,X,X,X,O,X
LJTIOSZ,X,O,X,O,X,O,X,O,X
LJTIOZS,X,X,X,O,X,X,X,O,X
LJTSIZO,O,O,X,O,X,O,X,X,X
LJTSIOZ,O,O,X,O,X,O,X,O,X
LJTSZIO,O,O,X,O,X,O,X,X,X
LJTSZOI,O,O,X,O,X,O,X,X,X
LJTSOIZ,O,O,X,O,X,O,X,O,X
LJTSOZI,O,O,X,O,X,O,X,X,X
LJTZISO,O,O,X,O,X,X,X,X,X
LJTZIOS,O,O,X,O,X,X,X,O,X
LJTZSIO,O,O,X,O,X,O,X,X,X
LJTZSOI,O,O,X,O,X,O,X,X,X
LJTZOIS,O,O,X,O,X,X,X,O,O
LJTZOSI,O,O,X,X,X,O,X,X,O
LJTOISZ,X,O,X,O,X,O,X,O,X
LJTOIZS,X,X,X,O,X,X,X,O,O
LJTOSIZ,O,O,X,O,X,O,X,O,X
LJTOSZI,O,O,X,O,X,O,X,X,X
LJTOZIS,O,O,X,O,X,X,X,O,O
LJTOZSI,O,O,X,X,X,O,X,X,O
LJITSZO,X,O,X,O,X,X,X,X,X
LJITSOZ,X,X,X,O,X,X,X,O,X
LJITZSO,X,X,X,O,X,X,X,X,X
LJITZOS,X,X,X,O,X,X,X,O,X
LJITOSZ,X,X,X,O,X,X,X,O,X
LJITOZS,X,X,X,O,X,X,X,O,X
LJISTZO,O,O,X,O,X,X,X,X,X
LJISTOZ,X,X,X,O,X,O,X,X,X
LJISZTO,O,O,X,O,X,X,X,X,X
LJISZOT,O,O,X,O,X,O,X,X,X
LJISOTZ,X,X,X,O,X,O,X,X,X
LJISOZT,O,O,X,O,X,O,X,O,X
LJIZTSO,X,O,X,O,X,X,X,X,X
LJIZTOS,X,X,X,O,X,X,X,X,X
LJIZSTO,O,O,X,O,X,X,X,X,X
LJIZSOT,O,O,X,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,X,O,O
LJIZOST,O,O,X,O,X,X,X,O,O
LJIOTSZ,X,O,X,O,X,X,X,O,X
LJIOTZS,X,X,X,O,X,X,X,O,O
LJIOSTZ,X,O,X,O,X,O,X,X,X
LJIOSZT,X,O,X,O,X,O,X,O,O
LJIOZTS,X,X,X,X,X,X,X,O,O
LJIOZST,X,O,X,O,X,X,X,O,O
LJSTIZO,O,O,X,O,X,X,X,X,X
LJSTIOZ,X,O,X,O,X,O,X,O,X
LJSTZIO,O,O,X,O,X,X,X,X,X
LJSTZOI,O,O,X,O,X,X,X,X,X
LJSTOIZ,X,O,X,O,X,O,X,O,X
LJSTOZI,X,O,X,O,X,O,X,X,X
LJSITZO,O,O,X,O,X,X,X,X,X
LJSITOZ,X,X,X,O,X,O,X,X,X
LJSIZTO,O,O,X,O,X,X,X,X,X
LJSIZOT,O,O,X,O,X,O,X,X,X
LJSIOTZ,X,X,X,O,X,O,X,X,X
LJSIOZT,O,O,X,O,X,O,X,O,X
LJSZTIO,O,O,X,O,X,X,X,X,X
LJSZTOI,O,X,X,O,X,X,X,X,X
LJSZITO,O,O,X,O,X,X,X,X,X
LJSZIOT,O,O,X,O,X,O,X,X,X
LJSZOTI,O,X,X,O,X,O,X,X,O
LJSZOIT,O,O,X,O,X,O,X,X,O
LJSOTIZ,X,X,X,O,X,O,X,O,X
LJSOTZI,X,X,X,O,X,O,X,X,X
LJSOITZ,X,X,X,O,X,O,X,X,X
LJSOIZT,O,O,X,O,X,O,X,O,O
LJSOZTI,O,X,X,O,X,O,X,X,O
LJSOZIT,O,O,X,O,X,O,X,X,O
LJZTISO,O,O,X,O,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,O,O,X
LJZTSIO,O,O,X,O,X,X,X,X,X
LJZTSOI,O,X,X,O,X,X,X,X,X
LJZTOIS,O,X,X,O,X,X,O,O,O
LJZTOSI,O,X,X,X,X,X,O,X,O
LJZITSO,X,O,X,O,X,X,X,X,X
LJZITOS,X,X,X,O,X,X,O,X,X
LJZISTO,O,O,X,O,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,O,X,X
LJZIOTS,X,O,X,X,X,X,O,O,O
LJZIOST,O,O,X,O,X,X,O,O,O
LJZSTIO,O,O,X,O,X,X,X,X,X
LJZSTOI,O,X,X,O,X,X,X,X,X
LJZSITO,O,O,X,O,X,X,X,X,X
LJZSIOT,O,O,X,O,X,O,O,X,X
LJZSOTI,O,X,X,O,X,O,O,X,O
LJZSOIT,O,O,X,O,X,O,O,X,O
LJZOTIS,O,O,X,X,X,X,O,O,O
LJZOTSI,O,O,X,X,X,X,O,X,O
LJZOITS,X,O,X,X,X,X,O,O,O
LJZOIST,O,O,X,O,X,X,O,O,O
LJZOSTI,O,O,X,X,X,O,O,X,O
LJZOSIT,O,O,X,X,X,O,O,X,O
LJOTISZ,X,O,X,O,X,O,X,O,X
LJOTIZS,X,X,X,O,X,X,X,O,O
LJOTSIZ,X,O,X,O,X,O,X,O,X
LJOTSZI,X,O,X,O,X,O,X,X,X
LJOTZIS,X,O,X,O,X,X,X,O,O
LJOTZSI,X,O,X,X,X,O,X,X,O
LJOITSZ,X,O,X,O,X,X,X,O,X
LJOITZS,X,X,X,O,X,X,X,O,O
LJOISTZ,X,O,X,O,X,O,X,X,X
LJOISZT,X,O,X,O,X,O,X,O,O
LJOIZTS,X,O,X,X,X,X,X,O,O
LJOIZST,X,O,X,O,X,X,X,O,O
LJOSTIZ,X,O,X,O,X,O,X,O,X
LJOSTZI,X,O,X,O,X,O,X,X,X
LJOSITZ,X,O,X,O,X,O,X,X,X
LJOSIZT,O,O,X,O,X,O,X,O,O
LJOSZTI,O,O,X,O,X,O,X,X,O
LJOSZIT,O,O,X,O,X,O,X,X,O
LJOZTIS,X,O,X,X,X,X,O,O,O
LJOZTSI,O,O,X,X,X,X,O,X,O
LJOZITS,X,O,X,X,X,X,O,O,O
LJOZIST,O,O,X,O,X,X,O,O,O
LJOZSTI,O,O,X,X,X,O,O,X,O
LJOZSIT,O,O,X,X,X,O,O,X,O
LSTIJZO,O,O,X,O,O,X,X,X,X
LSTIJOZ,X,O,X,O,O,O,X,O,X
LSTIZJO,O,O,X,O,O,X,X,X,X
LSTIZOJ,O,O,X,O,O,X,X,X,X
LSTIOJZ,X,O,X,O,O,O,X,O,X
LSTIOZJ,X,X,O,O,O,X,X,X,X
LSTJIZO,O,O,X,O,O,X,X,X,X
LSTJIOZ,X,O,X,O,O,O,X,O,X
LSTJZIO,O,O,X,O,O,X,X,X,X
LSTJZOI,O,O,X,O,O,X,X,X,X
LSTJOIZ,X,O,X,O,O,O,X,O,X
LSTJOZI,X,O,X,O,O,O,X,X,X
LSTZIJO,O,O,X,O,O,X,X,X,X
LSTZIOJ,O,O,O,O,O,X,X,X,X
LSTZJIO,O,O,O,O,O,X,X,X,X
LSTZJOI,O,O,O,O,O,X,X,X,X
LSTZOIJ,O,O,O,O,O,X,X,X,X
LSTZOJI,O,O,O,O,O,X,X,X,X
LSTOIJZ,X,O,X,O,O,O,X,O,X
LSTOIZJ,X,X,O,O,O,X,X,X,X
LSTOJIZ,X,O,X,O,O,O,X,O,X
LSTOJZI,X,O,X,O,O,O,X,X,X
LSTOZIJ,X,O,O,O,O,X,X,X,X
LSTOZJI,X,O,O,O,O,X,X,X,X
LSITJZO,O,O,X,O,O,X,X,X,X
LSITJOZ,X,X,X,O,O,O,X,X,X
LSITZJO,O,X,X,O,O,X,X,X,X
LSITZOJ,O,X,X,O,O,X,X,X,X
LSITOJZ,X,X,X,O,O,O,X,X,X
LSITOZJ,X,X,O,O,O,X,X,X,X
LSIJTZO,O,O,X,O,O,X,X,X,X
LSIJTOZ,X,X,X,O,O,O,X,X,X
LSIJZTO,O,O,X,O,O,X,X,X,X
LSIJZOT,O,O,X,O,O,O,X,X,X
LSIJOTZ,X,X,X,O,O,O,X,X,X
LSIJOZT,O,O,O,O,O,O,X,O,X
LSIZTJO,O,O,X,O,O,X,X,X,X
LSIZTOJ,O,X,O,O,O,X,X,X,X
LSIZJTO,O,O,O,O,O,X,X,X,X
LSIZJOT,O,O,O,O,O,O,X,X,X
LSIZOTJ,O,X,O,O,O,X,X,X,X
LSIZOJT,O,O,O,O,O,O,X,X,X
LSIOTJZ,X,O,X,O,O,O,X,X,X
LSIOTZJ,X,X,O,O,O,X,X,X,X
LSIOJTZ,X,O,X,O,O,O,X,X,X
LSIOJZT,O,O,O,O,O,O,X,O,X
LSIOZTJ,O,X,O,X,O,X,X,X,X
LSIOZJT,O,O,O,X,O,O,X,X,X
LSJTIZO,O,O,X,O,O,X,X,X,X
LSJTIOZ,X,O,X,O,O,O,X,O,X
LSJTZIO,O,O,X,O,O,X,X,X,X
LSJTZOI,O,O,X,O,O,X,X,X,X
LSJTOIZ,X,O,X,O,O,O,X,O,X
LSJTOZI,X,O,X,O,O,O,X,X,X
LSJITZO,O,O,X,O,O,X,X,X,X
LSJITOZ,X,X,X,O,O,O,X,X,X
LSJIZTO,O,O,X,O,O,X,X,X,X
LSJIZOT,O,O,X,O,O,O,X,X,X
LSJIOTZ,X,X,X,O,O,O,X,X,X
LSJIOZT,O,O,O,O,O,O,X,O,X
LSJZTIO,O,O,O,O,O,X,X,X,X
LSJZTOI,O,X,O,O,O,X,X,X,X
LSJZITO,O,O,O,O,O,X,X,X,X
LSJZIOT,O,O,O,O,O,O,X,X,X
LSJZOTI,O,X,O,O,O,O,X,X,O
LSJZOIT,O,O,O,O,O,O,X,X,O
LSJOTIZ,X,X,X,O,O,O,X,O,X
LSJOTZI,X,X,X,O,O,O,X,X,X
LSJOITZ,X,X,X,O,O,O,X,X,X
LSJOIZT,O,O,O,O,O,O,X,O,O
LSJOZTI,O,X,O,O,O,O,X,X,O
LSJOZIT,O,O,O,O,O,O,X,X,O
LSZTIJO,O,O,X,O,O,X,X,X,X
LSZTIOJ,O,X,O,O,O,X,X,X,X
LSZTJIO,O,O,O,O,O,X,X,X,X
LSZTJOI,O,X,O,O,O,X,X,X,X
LSZTOIJ,O,X,O,O,O,X,X,X,X
LSZTOJI,O,X,O,O,O,X,X,X,X
LSZITJO,O,O,X,O,O,X,X,X,X
LSZITOJ,O,X,O,O,O,X,X,X,X
LSZIJTO,O,O,O,O,O,X,X,X,X
LSZIJOT,O,O,O,O,O,O,X,X,X
LSZIOTJ,O,O,O,O,O,X,X,X,X
LSZIOJT,O,O,O,O,O,O,X,X,X
LSZJTIO,O,O,O,O,O,X,X,X,X
LSZJTOI,O,X,O,O,O,X,X,X,X
LSZJITO,O,O,O,O,O,X,X,X,X
LSZJIOT,O,O,O,O,O,O,O,X,X
LSZJOTI,O,X,O,O,O,O,O,X,O
LSZJOIT,O,O,O,O,O,O,O,X,O
LSZOTIJ,O,O,O,O,O,X,X,X,X
LSZOTJI,O,O,O,O,O,X,X,X,X
LSZOITJ,O,O,O,O,O,X,X,X,X
LSZOIJT,O,O,O,O,O,O,X,X,X
LSZOJTI,O,O,O,O,O,O,O,X,X
LSZOJIT,O,O,O,O,O,O,O,X,X
LSOTIJZ,X,O,X,O,O,O,X,O,X
LSOTIZJ,X,X,O,O,O,X,X,X,X
LSOTJIZ,X,O,X,O,O,O,X,O,X
LSOTJZI,X,O,X,O,O,O,X,X,X
LSOTZIJ,X,O,O,O,O,X,X,X,X
LSOTZJI,X,O,O,O,O,X,X,X,X
LSOITJZ,X,O,X,O,O,O,X,X,X
LSOITZJ,X,X,O,O,O,X,X,X,X
LSOIJTZ,X,O,X,O,O,O,X,X,X
LSOIJZT,O,O,O,O,O,O,X,O,X
LSOIZTJ,O,O,O,O,O,X,X,X,X
LSOIZJT,O,O,O,O,O,O,X,X,X
LSOJTIZ,X,O,X,O,O,O,X,O,X
LSOJTZI,X,O,X,O,O,O,X,X,X
LSOJITZ,X,O,X,O,O,O,X,X,X
LSOJIZT,O,O,O,O,O,O,X,O,X
LSOJZTI,O,O,O,O,O,O,X,X,X
LSOJZIT,O,O,O,O,O,O,X,X,X
LSOZTIJ,O,O,O,O,O,X,X,X,X
LSOZTJI,O,O,O,O,O,X,X,X,X
LSOZITJ,O,O,O,O,O,X,X,X,X
LSOZIJT,O,O,O,O,O,O,X,X,X
LSOZJTI,O,O,O,O,O,O,O,X,X
LSOZJIT,O,O,O,O,O,O,O,X,X
LZTIJSO,O,O,X,O,X,X,O,X,X
LZTIJOS,O,X,X,O,X,X,O,O,X
LZTISJO,O,O,O,O,X,X,X,X,X
LZTISOJ,O,X,O,O,X,X,X,X,X
LZTIOJS,O,O,X,O,X,X,O,O,X
LZTIOSJ,O,O,O,X,X,X,X,X,X
LZTJISO,O,O,O,O,X,X,O,X,X
LZTJIOS,O,X,O,O,X,X,O,O,X
LZTJSIO,O,O,O,O,X,X,O,X,X
LZTJSOI,O,X,O,O,X,X,O,X,X
LZTJOIS,O,X,O,O,X,X,O,O,O
LZTJOSI,O,X,O,X,X,X,O,X,O
LZTSIJO,O,O,O,O,X,X,X,X,X
LZTSIOJ,O,X,O,O,X,X,X,X,X
LZTSJIO,O,O,O,O,X,X,O,X,X
LZTSJOI,O,X,O,O,X,X,O,X,X
LZTSOIJ,O,X,O,O,X,X,X,X,X
LZTSOJI,O,X,O,O,X,X,O,X,X
LZTOIJS,O,O,X,O,X,X,O,O,X
LZTOISJ,O,O,O,X,X,X,X,X,X
LZTOJIS,O,O,O,O,X,X,O,O,X
LZTOJSI,O,O,O,X,X,X,O,X,X
LZTOSIJ,O,O,O,X,X,X,X,X,X
LZTOSJI,O,O,O,X,X,X,O,X,X
LZITJSO,X,O,X,O,X,X,X,X,X
LZITJOS,X,X,X,O,X,X,X,X,X
LZITSJO,X,O,O,O,X,X,X,X,X
LZITSOJ,X,X,O,O,X,X,X,X,X
LZITOJS,X,O,X,O,X,X,X,X,X
LZITOSJ,X,O,O,X,X,X,X,X,X
LZIJTSO,X,O,X,O,X,X,X,X,X
LZIJTOS,X,X,X,O,X,X,O,X,X
LZIJSTO,O,O,X,O,X,X,X,X,X
LZIJSOT,O,O,X,X,X,X,O,X,X
LZIJOTS,X,O,X,X,X,X,O,O,O
LZIJOST,O,O,X,O,O,X,O,O,O
LZISTJO,O,O,X,O,X,X,X,X,X
LZISTOJ,O,X,O,O,X,X,X,X,X
LZISJTO,O,O,X,O,X,X,X,X,X
LZISJOT,O,O,O,X,X,X,X,X,X
LZISOTJ,O,O,O,X,X,X,X,X,X
LZISOJT,O,O,O,X,X,X,X,X,X
LZIOTJS,X,O,X,X,X,X,X,X,X
LZIOTSJ,X,O,O,X,X,X,X,X,X
LZIOJTS,X,O,X,X,X,X,O,O,X
LZIOJST,O,O,X,O,O,X,O,O,X
LZIOSTJ,O,O,O,X,X,X,X,X,X
LZIOSJT,O,O,O,X,X,X,X,X,X
LZJTISO,O,O,O,O,X,X,O,X,X
LZJTIOS,O,X,O,O,X,X,O,O,X
LZJTSIO,O,O,O,O,X,X,O,X,X
LZJTSOI,O,X,O,O,X,X,O,X,X
LZJTOIS,O,X,O,O,X,X,O,O,O
LZJTOSI,O,X,O,X,X,X,O,X,O
LZJITSO,X,O,O,O,X,X,O,X,X
LZJITOS,X,X,O,O,X,X,O,X,X
LZJISTO,O,O,O,O,X,X,X,X,X
LZJISOT,O,O,O,X,X,X,O,X,X
LZJIOTS,X,O,O,X,X,X,O,O,O
LZJIOST,O,O,O,O,O,X,O,O,O
LZJSTIO,O,O,O,O,O,X,X,X,X
LZJSTOI,O,X,O,O,O,X,X,X,X
LZJSITO,O,O,O,O,O,X,X,X,X
LZJSIOT,O,O,O,O,O,O,O,X,X
LZJSOTI,O,X,O,O,O,O,O,X,O
LZJSOIT,O,O,O,O,O,O,O,X,O
LZJOTIS,O,O,O,X,X,X,O,O,O
LZJOTSI,O,O,O,X,X,X,O,X,O
LZJOITS,X,O,O,X,X,X,O,O,O
LZJOIST,O,O,O,O,O,X,O,O,O
LZJOSTI,O,O,O,X,O,O,O,X,O
LZJOSIT,O,O,O,X,O,O,O,X,O
LZSTIJO,O,O,X,O,O,X,X,X,X
LZSTIOJ,O,X,O,O,O,X,X,X,X
LZSTJIO,O,O,O,O,O,X,X,X,X
LZSTJOI,O,X,O,O,O,X,X,X,X
LZSTOIJ,O,X,O,O,O,X,X,X,X
LZSTOJI,O,X,O,O,O,X,X,X,X
LZSITJO,O,O,X,O,O,X,X,X,X
LZSITOJ,O,X,O,O,O,X,X,X,X
LZSIJTO,O,O,O,O,O,X,X,X,X
LZSIJOT,O,O,O,O,O,O,X,X,X
LZSIOTJ,O,O,O,O,O,X,X,X,X
LZSIOJT,O,O,O,O,O,O,X,X,X
LZSJTIO,O,O,O,O,O,X,X,X,X
LZSJTOI,O,X,O,O,O,X,X,X,X
LZSJITO,O,O,O,O,O,X,X,X,X
LZSJIOT,O,O,O,O,O,O,O,X,X
LZSJOTI,O,X,O,O,O,O,O,X,O
LZSJOIT,O,O,O,O,O,O,O,X,O
LZSOTIJ,O,O,O,O,O,X,X,X,X
LZSOTJI,O,O,O,O,O,X,X,X,X
LZSOITJ,O,O,O,O,O,X,X,X,X
LZSOIJT,O,O,O,O,O,O,X,X,X
LZSOJTI,O,O,O,O,O,O,O,X,X
LZSOJIT,O,O,O,O,O,O,O,X,X
LZOTIJS,O,O,X,X,X,X,X,O,X
LZOTISJ,O,O,O,X,X,X,X,X,X
LZOTJIS,O,O,O,X,X,X,O,O,X
LZOTJSI,O,O,O,X,X,X,O,X,X
LZOTSIJ,O,O,O,X,X,X,X,X,X
LZOTSJI,O,O,O,X,X,X,X,X,X
LZOITJS,X,O,X,X,X,X,X,X,X
LZOITSJ,X,O,O,X,X,X,X,X,X
LZOIJTS,X,O,X,X,X,X,O,O,X
LZOIJST,O,O,X,O,O,X,O,O,X
LZOISTJ,O,O,O,X,X,X,X,X,X
LZOISJT,O,O,O,X,X,X,X,X,X
LZOJTIS,O,O,O,X,X,X,O,O,O
LZOJTSI,O,O,O,X,X,X,O,X,O
LZOJITS,X,O,O,X,X,X,O,O,O
LZOJIST,O,O,O,O,O,X,O,O,O
LZOJSTI,O,O,O,X,O,O,O,X,O
LZOJSIT,O,O,O,X,O,O,O,X,O
LZOSTIJ,O,O,O,X,O,X,X,X,X
LZOSTJI,O,O,O,X,O,X,X,X,X
LZOSITJ,O,O,O,X,O,X,X,X,X
