sequence,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBmcB5jBa?oB3iBFsB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBxcBiiB+?oBXjBFsB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBGeBZnBq?sB/tBlrB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBfjB6jBZ?nBWyBlrB
ZOLITSJ,O,X,O,X
ZOLIJTS,O,X,X,X
ZOLIJST,O,X,O,O
ZOLISTJ,X,X,O,X
ZOLISJT,O,X,O,X
ZOLJTIS,O,O,X,X
ZOLJTSI,O,O,X,X
ZOLJITS,O,X,X,X
ZOLJIST,O,X,O,O
ZOLJSTI,X,X,O,O
ZOLJSIT,O,X,O,O
ZOLSTIJ,X,X,O,X
ZOLSTJI,X,X,O,X
ZOLSITJ,X,X,O,X
ZOLSIJT,O,X,O,X
ZOLSJTI,X,X,O,X
ZOLSJIT,O,X,O,X
ZOJTILS,O,O,X,X
ZOJTISL,O,O,X,O
ZOJTLIS,O,O,X,X
ZOJTLSI,O,O,X,X
ZOJTSIL,O,O,X,O
ZOJTSLI,O,O,X,O
ZOJITLS,O,O,X,X
ZOJITSL,O,O,X,O
ZOJILTS,O,X,X,X
ZOJILST,O,X,O,O
ZOJISTL,O,X,X,O
ZOJISLT,O,X,X,O
ZOJLTIS,O,O,X,X
ZOJLTSI,O,O,X,X
ZOJLITS,O,X,X,X
ZOJLIST,O,X,O,O
ZOJLSTI,X,X,O,O
ZOJLSIT,O,X,O,O
ZOJSTIL,O,O,X,O
ZOJSTLI,O,O,O,O
ZOJSITL,O,X,X,O
ZOJSILT,O,X,O,O
ZOJSLTI,X,X,O,O
ZOJSLIT,O,X,O,O
ZOSTILJ,O,X,X,X
ZOSTIJL,O,O,X,X
ZOSTLIJ,O,X,O,X
ZOSTLJI,O,X,O,X
ZOSTJIL,O,O,X,X
ZOSTJLI,O,O,O,X
ZOSITLJ,O,X,X,X
ZOSITJL,O,O,X,X
ZOSILTJ,X,X,O,X
ZOSILJT,O,X,O,X
ZOSIJTL,O,X,X,O
ZOSIJLT,O,X,O,O
ZOSLTIJ,X,X,O,X
ZOSLTJI,X,X,O,X
ZOSLITJ,X,X,O,X
ZOSLIJT,O,X,O,X
ZOSLJTI,X,X,O,X
ZOSLJIT,O,X,O,X
ZOSJTIL,O,O,X,O
ZOSJTLI,O,O,O,O
ZOSJITL,O,X,X,O
ZOSJILT,O,X,O,O
ZOSJLTI,X,X,O,O
ZOSJLIT,O,X,O,O
OTILJSZ,O,O,X,X
OTILJZS,O,O,X,X
OTILSJZ,O,X,O,X
OTILSZJ,O,X,O,X
OTILZJS,O,O,X,X
OTILZSJ,O,X,O,X
OTIJLSZ,O,O,X,X
OTIJLZS,O,O,X,X
OTIJSLZ,O,O,X,O
OTIJSZL,O,O,X,O
OTIJZLS,O,O,X,X
OTIJZSL,O,O,X,O
OTISLJZ,O,X,X,X
OTISLZJ,O,X,X,X
OTISJLZ,O,O,X,X
OTISJZL,O,O,X,X
OTISZLJ,O,X,X,X
OTISZJL,O,O,X,X
OTIZLJS,O,O,X,X
OTIZLSJ,O,X,O,X
OTIZJLS,O,O,X,X
OTIZJSL,O,O,X,O
OTIZSLJ,O,X,X,X
OTIZSJL,O,O,X,X
OTLIJSZ,O,O,X,X
OTLIJZS,O,O,X,X
OTLISJZ,O,X,O,X
OTLISZJ,O,X,O,X
OTLIZJS,O,O,X,X
OTLIZSJ,O,X,O,X
OTLJISZ,O,O,X,X
OTLJIZS,O,O,X,X
OTLJSIZ,O,O,X,X
OTLJSZI,O,O,X,X
OTLJZIS,O,O,X,X
OTLJZSI,O,O,X,X
OTLSIJZ,O,X,O,X
OTLSIZJ,O,X,O,X
OTLSJIZ,O,X,O,X
OTLSJZI,O,X,O,X
OTLSZIJ,O,X,O,X
OTLSZJI,O,X,O,X
OTLZIJS,O,O,X,X
OTLZISJ,O,X,O,X
OTLZJIS,O,O,X,X
OTLZJSI,O,O,X,X
OTLZSIJ,O,X,O,X
OTLZSJI,O,X,O,X
OTJILSZ,O,O,X,X
OTJILZS,O,O,X,X
OTJISLZ,O,O,X,O
OTJISZL,O,O,X,O
OTJIZLS,O,O,X,X
OTJIZSL,O,O,X,O
OTJLISZ,O,O,X,X
OTJLIZS,O,O,X,X
OTJLSIZ,O,O,X,X
OTJLSZI,O,O,X,X
OTJLZIS,O,O,X,X
OTJLZSI,O,O,X,X
OTJSILZ,O,O,X,O
OTJSIZL,O,O,X,O
OTJSLIZ,O,O,X,O
OTJSLZI,O,O,X,O
OTJSZIL,O,O,X,O
OTJSZLI,O,O,X,O
OTJZILS,O,O,X,X
OTJZISL,O,O,X,O
OTJZLIS,O,O,X,X
OTJZLSI,O,O,X,X
OTJZSIL,O,O,X,O
OTJZSLI,O,O,X,O
OTSILJZ,O,X,X,X
OTSILZJ,O,X,X,X
OTSIJLZ,O,O,X,X
OTSIJZL,O,O,X,X
OTSIZLJ,O,X,X,X
OTSIZJL,O,O,X,X
OTSLIJZ,O,X,O,X
OTSLIZJ,O,X,O,X
OTSLJIZ,O,X,O,X
OTSLJZI,O,X,O,X
OTSLZIJ,O,X,O,X
OTSLZJI,O,X,O,X
OTSJILZ,O,O,X,X
OTSJIZL,O,O,X,X
OTSJLIZ,O,O,O,X
OTSJLZI,O,O,O,X
OTSJZIL,O,O,X,X
OTSJZLI,O,O,O,X
OTSZILJ,O,X,X,X
OTSZIJL,O,O,X,X
OTSZLIJ,O,X,O,X
OTSZLJI,O,X,O,X
OTSZJIL,O,O,X,X
OTSZJLI,O,O,O,X
OTZILJS,O,O,X,X
OTZILSJ,O,X,O,X
OTZIJLS,O,O,X,X
OTZIJSL,O,O,X,O
OTZISLJ,O,X,X,X
OTZISJL,O,O,X,X
OTZLIJS,O,O,X,X
OTZLISJ,O,X,O,X
OTZLJIS,O,O,X,X
OTZLJSI,O,O,X,X
OTZLSIJ,O,X,O,X
OTZLSJI,O,X,O,X
OTZJILS,O,O,X,X
OTZJISL,O,O,X,O
OTZJLIS,O,O,X,X
OTZJLSI,O,O,X,X
OTZJSIL,O,O,X,O
OTZJSLI,O,O,X,O
OTZSILJ,O,X,X,X
OTZSIJL,O,O,X,X
OTZSLIJ,O,X,O,X
OTZSLJI,O,X,O,X
OTZSJIL,O,O,X,X
OTZSJLI,O,O,O,X
OITLJSZ,O,O,X,X
OITLJZS,O,O,X,X
OITLSJZ,O,X,O,X
OITLSZJ,O,X,O,X
OITLZJS,O,O,X,X
OITLZSJ,O,X,O,X
OITJLSZ,O,O,X,X
OITJLZS,O,O,X,X
OITJSLZ,O,O,X,O
OITJSZL,O,O,X,O
OITJZLS,O,O,X,X
OITJZSL,O,O,X,O
OITSLJZ,O,X,X,X
OITSLZJ,O,X,X,X
OITSJLZ,O,O,X,X
OITSJZL,O,O,X,X
OITSZLJ,O,X,X,X
OITSZJL,O,O,X,X
OITZLJS,O,O,X,X
OITZLSJ,O,X,O,X
OITZJLS,O,O,X,X
OITZJSL,O,O,X,O
OITZSLJ,O,X,X,X
OITZSJL,O,O,X,X
OILTJSZ,O,O,X,X
OILTJZS,O,O,X,X
OILTSJZ,O,X,O,X
OILTSZJ,O,X,O,X
OILTZJS,O,O,X,X
OILTZSJ,O,X,O,X
OILJTSZ,O,X,X,X
OILJTZS,O,X,X,X
OILJSTZ,X,X,O,O
OILJSZT,O,X,O,O
OILJZTS,O,X,X,X
OILJZST,O,X,O,O
OILSTJZ,X,X,O,X
OILSTZJ,X,X,O,X
OILSJTZ,X,X,O,X
OILSJZT,O,X,O,X
OILSZTJ,X,X,O,X
OILSZJT,O,X,O,X
OILZTJS,O,O,X,X
OILZTSJ,O,X,O,X
OILZJTS,O,X,X,X
OILZJST,O,X,O,O
OILZSTJ,X,X,O,X
OILZSJT,O,X,O,X
OIJTLSZ,O,O,X,X
OIJTLZS,O,O,X,X
OIJTSLZ,O,O,X,O
OIJTSZL,O,O,X,O
OIJTZLS,O,O,X,X
OIJTZSL,O,O,X,O
OIJLTSZ,O,X,X,X
OIJLTZS,O,X,X,X
OIJLSTZ,X,X,O,O
OIJLSZT,O,X,O,O
OIJLZTS,O,X,X,X
OIJLZST,O,X,O,O
OIJSTLZ,O,X,X,O
OIJSTZL,O,X,X,O
OIJSLTZ,X,X,X,O
OIJSLZT,O,X,X,O
OIJSZTL,O,X,X,O
OIJSZLT,O,X,X,O
OIJZTLS,O,O,X,X
OIJZTSL,O,O,X,O
OIJZLTS,O,X,X,X
OIJZLST,O,X,O,O
OIJZSTL,O,X,X,O
OIJZSLT,O,X,X,O
OISTLJZ,O,X,X,X
OISTLZJ,O,X,X,X
OISTJLZ,O,O,X,X
OISTJZL,O,O,X,X
OISTZLJ,O,X,X,X
OISTZJL,O,O,X,X
OISLTJZ,X,X,O,X
OISLTZJ,X,X,O,X
OISLJTZ,X,X,O,X
OISLJZT,O,X,O,X
OISLZTJ,X,X,O,X
OISLZJT,O,X,O,X
OISJTLZ,O,X,X,O
OISJTZL,O,X,X,O
OISJLTZ,X,X,O,O
OISJLZT,O,X,O,O
OISJZTL,O,X,X,O
OISJZLT,O,X,O,O
OISZTLJ,O,X,X,X
OISZTJL,O,O,X,X
OISZLTJ,X,X,O,X
OISZLJT,O,X,O,X
OISZJTL,O,X,X,O
OISZJLT,O,X,O,O
OIZTLJS,O,O,X,X
OIZTLSJ,O,X,O,X
OIZTJLS,O,O,X,X
OIZTJSL,O,O,X,O
OIZTSLJ,O,X,X,X
OIZTSJL,O,O,X,X
OIZLTJS,O,O,X,X
OIZLTSJ,O,X,O,X
OIZLJTS,O,X,X,X
OIZLJST,O,X,O,O
OIZLSTJ,X,X,O,X
OIZLSJT,O,X,O,X
OIZJTLS,O,O,X,X
OIZJTSL,O,O,X,O
OIZJLTS,O,X,X,X
OIZJLST,O,X,O,O
OIZJSTL,O,X,X,O
OIZJSLT,O,X,X,O
OIZSTLJ,O,X,X,X
OIZSTJL,O,O,X,X
OIZSLTJ,X,X,O,X
OIZSLJT,O,X,O,X
OIZSJTL,O,X,X,O
OIZSJLT,O,X,O,O
OLTIJSZ,O,O,X,X
OLTIJZS,O,O,X,X
OLTISJZ,O,X,O,X
OLTISZJ,O,X,O,X
OLTIZJS,O,O,X,X
OLTIZSJ,O,X,O,X
OLTJISZ,O,O,X,X
OLTJIZS,O,O,X,X
OLTJSIZ,O,O,X,X
OLTJSZI,O,O,X,X
OLTJZIS,O,O,X,X
OLTJZSI,O,O,X,X
OLTSIJZ,O,X,O,X
OLTSIZJ,O,X,O,X
OLTSJIZ,O,X,O,X
OLTSJZI,O,X,O,X
OLTSZIJ,O,X,O,X
OLTSZJI,O,X,O,X
OLTZIJS,O,O,X,X
OLTZISJ,O,X,O,X
OLTZJIS,O,O,X,X
OLTZJSI,O,O,X,X
OLTZSIJ,O,X,O,X
OLTZSJI,O,X,O,X
OLITJSZ,O,O,X,X
OLITJZS,O,O,X,X
OLITSJZ,O,X,O,X
OLITSZJ,O,X,O,X
OLITZJS,O,O,X,X
OLITZSJ,O,X,O,X
OLIJTSZ,O,X,X,X
OLIJTZS,O,X,X,X
OLIJSTZ,X,X,O,O
OLIJSZT,O,X,O,O
OLIJZTS,O,X,X,X
OLIJZST,O,X,O,O
OLISTJZ,X,X,O,X
OLISTZJ,X,X,O,X
OLISJTZ,X,X,O,X
OLISJZT,O,X,O,X
OLISZTJ,X,X,O,X
OLISZJT,O,X,O,X
OLIZTJS,O,O,X,X
OLIZTSJ,O,X,O,X
OLIZJTS,O,X,X,X
OLIZJST,O,X,O,O
OLIZSTJ,X,X,O,X
OLIZSJT,O,X,O,X
OLJTISZ,O,O,X,X
OLJTIZS,O,O,X,X
OLJTSIZ,O,O,X,X
OLJTSZI,O,O,X,X
OLJTZIS,O,O,X,X
OLJTZSI,O,O,X,X
OLJITSZ,O,X,X,X
OLJITZS,O,X,X,X
OLJISTZ,X,X,O,O
OLJISZT,O,X,O,O
OLJIZTS,O,X,X,X
OLJIZST,O,X,O,O
OLJSTIZ,X,X,O,O
OLJSTZI,X,X,O,O
OLJSITZ,X,X,O,O
OLJSIZT,O,X,O,O
OLJSZTI,X,X,O,O
OLJSZIT,O,X,O,O
OLJZTIS,O,O,X,X
OLJZTSI,O,O,X,X
OLJZITS,O,X,X,X
OLJZIST,O,X,O,O
OLJZSTI,X,X,O,O
OLJZSIT,O,X,O,O
OLSTIJZ,X,X,O,X
OLSTIZJ,X,X,O,X
OLSTJIZ,X,X,O,X
OLSTJZI,X,X,O,X
OLSTZIJ,X,X,O,X
OLSTZJI,X,X,O,X
OLSITJZ,X,X,O,X
OLSITZJ,X,X,O,X
OLSIJTZ,X,X,O,X
OLSIJZT,O,X,O,X
OLSIZTJ,X,X,O,X
OLSIZJT,O,X,O,X
OLSJTIZ,X,X,O,X
OLSJTZI,X,X,O,X
OLSJITZ,X,X,O,X
OLSJIZT,O,X,O,X
OLSJZTI,X,X,O,X
OLSJZIT,O,X,O,X
OLSZTIJ,X,X,O,X
OLSZTJI,X,X,O,X
OLSZITJ,X,X,O,X
OLSZIJT,O,X,O,X
OLSZJTI,X,X,O,X
OLSZJIT,O,X,O,X
OLZTIJS,O,O,X,X
OLZTISJ,O,X,O,X
OLZTJIS,O,O,X,X
OLZTJSI,O,O,X,X
OLZTSIJ,O,X,O,X
OLZTSJI,O,X,O,X
OLZITJS,O,O,X,X
OLZITSJ,O,X,O,X
OLZIJTS,O,X,X,X
OLZIJST,O,X,O,O
OLZISTJ,X,X,O,X
OLZISJT,O,X,O,X
OLZJTIS,O,O,X,X
OLZJTSI,O,O,X,X
OLZJITS,O,X,X,X
OLZJIST,O,X,O,O
OLZJSTI,X,X,O,O
OLZJSIT,O,X,O,O
OLZSTIJ,X,X,O,X
OLZSTJI,X,X,O,X
OLZSITJ,X,X,O,X
OLZSIJT,O,X,O,X
OLZSJTI,X,X,O,X
OLZSJIT,O,X,O,X
OJTILSZ,O,O,X,X
OJTILZS,O,O,X,X
OJTISLZ,O,O,X,O
OJTISZL,O,O,X,O
OJTIZLS,O,O,X,X
OJTIZSL,O,O,X,O
OJTLISZ,O,O,X,X
OJTLIZS,O,O,X,X
OJTLSIZ,O,O,X,X
OJTLSZI,O,O,X,X
OJTLZIS,O,O,X,X
OJTLZSI,O,O,X,X
OJTSILZ,O,O,X,O
OJTSIZL,O,O,X,O
OJTSLIZ,O,O,X,O
OJTSLZI,O,O,X,O
OJTSZIL,O,O,X,O
OJTSZLI,O,O,X,O
OJTZILS,O,O,X,X
OJTZISL,O,O,X,O
OJTZLIS,O,O,X,X
OJTZLSI,O,O,X,X
OJTZSIL,O,O,X,O
OJTZSLI,O,O,X,O
OJITLSZ,O,O,X,X
OJITLZS,O,O,X,X
OJITSLZ,O,O,X,O
OJITSZL,O,O,X,O
OJITZLS,O,O,X,X
OJITZSL,O,O,X,O
OJILTSZ,O,X,X,X
OJILTZS,O,X,X,X
OJILSTZ,X,X,O,O
OJILSZT,O,X,O,O
OJILZTS,O,X,X,X
OJILZST,O,X,O,O
OJISTLZ,O,X,X,O
OJISTZL,O,X,X,O
OJISLTZ,X,X,X,O
OJISLZT,O,X,X,O
OJISZTL,O,X,X,O
OJISZLT,O,X,X,O
OJIZTLS,O,O,X,X
OJIZTSL,O,O,X,O
OJIZLTS,O,X,X,X
OJIZLST,O,X,O,O
OJIZSTL,O,X,X,O
OJIZSLT,O,X,X,O
OJLTISZ,O,O,X,X
OJLTIZS,O,O,X,X
OJLTSIZ,O,O,X,X
OJLTSZI,O,O,X,X
OJLTZIS,O,O,X,X
OJLTZSI,O,O,X,X
OJLITSZ,O,X,X,X
OJLITZS,O,X,X,X
OJLISTZ,X,X,O,O
OJLISZT,O,X,O,O
OJLIZTS,O,X,X,X
OJLIZST,O,X,O,O
OJLSTIZ,X,X,O,O
OJLSTZI,X,X,O,O
OJLSITZ,X,X,O,O
OJLSIZT,O,X,O,O
OJLSZTI,X,X,O,O
OJLSZIT,O,X,O,O
OJLZTIS,O,O,X,X
OJLZTSI,O,O,X,X
OJLZITS,O,X,X,X
OJLZIST,O,X,O,O
OJLZSTI,X,X,O,O
OJLZSIT,O,X,O,O
OJSTILZ,O,O,X,O
OJSTIZL,O,O,X,O
OJSTLIZ,O,O,O,O
OJSTLZI,O,O,O,O
OJSTZIL,O,O,X,O
OJSTZLI,O,O,O,O
OJSITLZ,O,X,X,O
OJSITZL,O,X,X,O
OJSILTZ,X,X,O,O
OJSILZT,O,X,O,O
OJSIZTL,O,X,X,O
OJSIZLT,O,X,O,O
OJSLTIZ,X,X,O,O
OJSLTZI,X,X,O,O
OJSLITZ,X,X,O,O
OJSLIZT,O,X,O,O
OJSLZTI,X,X,O,O
OJSLZIT,O,X,O,O
OJSZTIL,O,O,X,O
OJSZTLI,O,O,O,O
OJSZITL,O,X,X,O
OJSZILT,O,X,O,O
OJSZLTI,X,X,O,O
OJSZLIT,O,X,O,O
OJZTILS,O,O,X,X
OJZTISL,O,O,X,O
OJZTLIS,O,O,X,X
OJZTLSI,O,O,X,X
OJZTSIL,O,O,X,O
OJZTSLI,O,O,X,O
OJZITLS,O,O,X,X
OJZITSL,O,O,X,O
OJZILTS,O,X,X,X
OJZILST,O,X,O,O
OJZISTL,O,X,X,O
OJZISLT,O,X,X,O
OJZLTIS,O,O,X,X
OJZLTSI,O,O,X,X
OJZLITS,O,X,X,X
OJZLIST,O,X,O,O
OJZLSTI,X,X,O,O
OJZLSIT,O,X,O,O
OJZSTIL,O,O,X,O
OJZSTLI,O,O,O,O
OJZSITL,O,X,X,O
OJZSILT,O,X,O,O
OJZSLTI,X,X,O,O
OJZSLIT,O,X,O,O
OSTILJZ,O,X,X,X
OSTILZJ,O,X,X,X
OSTIJLZ,O,O,X,X
OSTIJZL,O,O,X,X
OSTIZLJ,O,X,X,X
OSTIZJL,O,O,X,X
OSTLIJZ,O,X,O,X
OSTLIZJ,O,X,O,X
OSTLJIZ,O,X,O,X
OSTLJZI,O,X,O,X
OSTLZIJ,O,X,O,X
OSTLZJI,O,X,O,X
OSTJILZ,O,O,X,X
OSTJIZL,O,O,X,X
OSTJLIZ,O,O,O,X
OSTJLZI,O,O,O,X
OSTJZIL,O,O,X,X
OSTJZLI,O,O,O,X
OSTZILJ,O,X,X,X
OSTZIJL,O,O,X,X
OSTZLIJ,O,X,O,X
OSTZLJI,O,X,O,X
OSTZJIL,O,O,X,X
OSTZJLI,O,O,O,X
OSITLJZ,O,X,X,X
OSITLZJ,O,X,X,X
OSITJLZ,O,O,X,X
OSITJZL,O,O,X,X
OSITZLJ,O,X,X,X
OSITZJL,O,O,X,X
OSILTJZ,X,X,O,X
OSILTZJ,X,X,O,X
OSILJTZ,X,X,O,X
OSILJZT,O,X,O,X
OSILZTJ,X,X,O,X
OSILZJT,O,X,O,X
OSIJTLZ,O,X,X,O
OSIJTZL,O,X,X,O
OSIJLTZ,X,X,O,O
OSIJLZT,O,X,O,O
OSIJZTL,O,X,X,O
OSIJZLT,O,X,O,O
OSIZTLJ,O,X,X,X
OSIZTJL,O,O,X,X
OSIZLTJ,X,X,O,X
OSIZLJT,O,X,O,X
OSIZJTL,O,X,X,O
OSIZJLT,O,X,O,O
OSLTIJZ,X,X,O,X
OSLTIZJ,X,X,O,X
OSLTJIZ,X,X,O,X
OSLTJZI,X,X,O,X
OSLTZIJ,X,X,O,X
OSLTZJI,X,X,O,X
OSLITJZ,X,X,O,X
OSLITZJ,X,X,O,X
OSLIJTZ,X,X,O,X
OSLIJZT,O,X,O,X
OSLIZTJ,X,X,O,X
OSLIZJT,O,X,O,X
OSLJTIZ,X,X,O,X
OSLJTZI,X,X,O,X
OSLJITZ,X,X,O,X
OSLJIZT,O,X,O,X
OSLJZTI,X,X,O,X
OSLJZIT,O,X,O,X
OSLZTIJ,X,X,O,X
OSLZTJI,X,X,O,X
OSLZITJ,X,X,O,X
OSLZIJT,O,X,O,X
OSLZJTI,X,X,O,X
OSLZJIT,O,X,O,X
OSJTILZ,O,O,X,O
OSJTIZL,O,O,X,O
OSJTLIZ,O,O,O,O
OSJTLZI,O,O,O,O
OSJTZIL,O,O,X,O
OSJTZLI,O,O,O,O
OSJITLZ,O,X,X,O
OSJITZL,O,X,X,O
OSJILTZ,X,X,O,O
OSJILZT,O,X,O,O
OSJIZTL,O,X,X,O
OSJIZLT,O,X,O,O
OSJLTIZ,X,X,O,O
OSJLTZI,X,X,O,O
OSJLITZ,X,X,O,O
OSJLIZT,O,X,O,O
OSJLZTI,X,X,O,O
OSJLZIT,O,X,O,O
OSJZTIL,O,O,X,O
OSJZTLI,O,O,O,O
OSJZITL,O,X,X,O
OSJZILT,O,X,O,O
OSJZLTI,X,X,O,O
OSJZLIT,O,X,O,O
OSZTILJ,O,X,X,X
OSZTIJL,O,O,X,X
OSZTLIJ,O,X,O,X
OSZTLJI,O,X,O,X
OSZTJIL,O,O,X,X
OSZTJLI,O,O,O,X
OSZITLJ,O,X,X,X
OSZITJL,O,O,X,X
OSZILTJ,X,X,O,X
OSZILJT,O,X,O,X
OSZIJTL,O,X,X,O
OSZIJLT,O,X,O,O
OSZLTIJ,X,X,O,X
OSZLTJI,X,X,O,X
OSZLITJ,X,X,O,X
OSZLIJT,O,X,O,X
OSZLJTI,X,X,O,X
OSZLJIT,O,X,O,X
OSZJTIL,O,O,X,O
OSZJTLI,O,O,O,O
OSZJITL,O,X,X,O
OSZJILT,O,X,O,O
OSZJLTI,X,X,O,O
OSZJLIT,O,X,O,O
OZTILJS,O,O,X,X
OZTILSJ,O,X,O,X
OZTIJLS,O,O,X,X
OZTIJSL,O,O,X,O
OZTISLJ,O,X,X,X
OZTISJL,O,O,X,X
OZTLIJS,O,O,X,X
OZTLISJ,O,X,O,X
OZTLJIS,O,O,X,X
OZTLJSI,O,O,X,X
OZTLSIJ,O,X,O,X
OZTLSJI,O,X,O,X
OZTJILS,O,O,X,X
OZTJISL,O,O,X,O
OZTJLIS,O,O,X,X
OZTJLSI,O,O,X,X
OZTJSIL,O,O,X,O
OZTJSLI,O,O,X,O
OZTSILJ,O,X,X,X
OZTSIJL,O,O,X,X
OZTSLIJ,O,X,O,X
OZTSLJI,O,X,O,X
OZTSJIL,O,O,X,X
OZTSJLI,O,O,O,X
OZITLJS,O,O,X,X
OZITLSJ,O,X,O,X
OZITJLS,O,O,X,X
OZITJSL,O,O,X,O
OZITSLJ,O,X,X,X
OZITSJL,O,O,X,X
OZILTJS,O,O,X,X
OZILTSJ,O,X,O,X
OZILJTS,O,X,X,X
OZILJST,O,X,O,O
OZILSTJ,X,X,O,X
OZILSJT,O,X,O,X
OZIJTLS,O,O,X,X
OZIJTSL,O,O,X,O
OZIJLTS,O,X,X,X
OZIJLST,O,X,O,O
OZIJSTL,O,X,X,O
OZIJSLT,O,X,X,O
OZISTLJ,O,X,X,X
OZISTJL,O,O,X,X
OZISLTJ,X,X,O,X
OZISLJT,O,X,O,X
OZISJTL,O,X,X,O
OZISJLT,O,X,O,O
OZLTIJS,O,O,X,X
OZLTISJ,O,X,O,X
OZLTJIS,O,O,X,X
OZLTJSI,O,O,X,X
OZLTSIJ,O,X,O,X
OZLTSJI,O,X,O,X
OZLITJS,O,O,X,X
OZLITSJ,O,X,O,X
OZLIJTS,O,X,X,X
OZLIJST,O,X,O,O
OZLISTJ,X,X,O,X
OZLISJT,O,X,O,X
OZLJTIS,O,O,X,X
OZLJTSI,O,O,X,X
OZLJITS,O,X,X,X
OZLJIST,O,X,O,O
OZLJSTI,X,X,O,O
OZLJSIT,O,X,O,O
OZLSTIJ,X,X,O,X
OZLSTJI,X,X,O,X
OZLSITJ,X,X,O,X
OZLSIJT,O,X,O,X
OZLSJTI,X,X,O,X
OZLSJIT,O,X,O,X
OZJTILS,O,O,X,X
OZJTISL,O,O,X,O
OZJTLIS,O,O,X,X
OZJTLSI,O,O,X,X
OZJTSIL,O,O,X,O
OZJTSLI,O,O,X,O
OZJITLS,O,O,X,X
OZJITSL,O,O,X,O
OZJILTS,O,X,X,X
OZJILST,O,X,O,O
OZJISTL,O,X,X,O
OZJISLT,O,X,X,O
OZJLTIS,O,O,X,X
OZJLTSI,O,O,X,X
OZJLITS,O,X,X,X
OZJLIST,O,X,O,O
OZJLSTI,X,X,O,O
OZJLSIT,O,X,O,O
OZJSTIL,O,O,X,O
OZJSTLI,O,O,O,O
OZJSITL,O,X,X,O
OZJSILT,O,X,O,O
OZJSLTI,X,X,O,O
OZJSLIT,O,X,O,O
OZSTILJ,O,X,X,X
OZSTIJL,O,O,X,X
OZSTLIJ,O,X,O,X
OZSTLJI,O,X,O,X
OZSTJIL,O,O,X,X
OZSTJLI,O,O,O,X
OZSITLJ,O,X,X,X
OZSITJL,O,O,X,X
OZSILTJ,X,X,O,X
OZSILJT,O,X,O,X
OZSIJTL,O,X,X,O
OZSIJLT,O,X,O,O
OZSLTIJ,X,X,O,X
OZSLTJI,X,X,O,X
OZSLITJ,X,X,O,X
OZSLIJT,O,X,O,X
OZSLJTI,X,X,O,X
OZSLJIT,O,X,O,X
OZSJTIL,O,O,X,O
OZSJTLI,O,O,O,O
OZSJITL,O,X,X,O
OZSJILT,O,X,O,O
OZSJLTI,X,X,O,O
OZSJLIT,O,X,O,O
