sequence,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFRcB3gBcmBTiBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFmcB/lBFhBSnBUq?BTrB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgBOmB0hBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFlcB/lBamBTiB+r?BUqB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgB0hBOmBFq?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/lBFhBTiB+rBim?BUqB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFicBTgBGiBVrBUq?B3rB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFUdBFhBXlBCnBzl?BxvB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFqhB/iBzgBVqBUm?BxvB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhF/iBlmBRqBcqBTr?BCrB,v115@6gE8FeD8FeC8EeF8DeD8Jez7IvhFUdBZlBWnBqqB/r?BlpB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFTcB/iB0gBVqBur?ByvB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFUdBTgBerBCnBFq?B/rB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhF/iBTgB0hBerB6r?BFqB,v115@6gE8FeD8FeC8EeF8DeD8JeR8IvhF0gBTiBFqBXrB6r?BmpB,v115@6gE8FeD8FeC8EeF8DeD8Jex6IvhFVhB/lBTiBumBKr?BUqB,v115@6gE8FeD8FeC8EeF8DeD8JeU8IvhF/iBTgBlmBRqBmp?BSwB,v115@6gE8FeD8FeC8EeF8DeD8Jem6IvhFShB/iBlmBRqBTq?BUrB,v115@6gE8FeD8FeC8EeF8DeD8JeOAJvhFTcB/iBqlBlmB0k?BxvB,v115@6gE8FeD8FeC8EeF8DeD8JeU9IvhFxgBmfBzgBFqBXr?BCsB
ZTJOLIS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZTJOLSI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZTJOSIL,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZTJOSLI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZTSILJO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZTSILOJ,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
ZTSIJLO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZTSIJOL,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZTSIOLJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,X
ZTSIOJL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZTSLIJO,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZTSLIOJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
ZTSLJIO,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZTSLJOI,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZTSLOIJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O
ZTSLOJI,X,O,O,X,O,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X
ZTSJILO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZTSJIOL,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZTSJLIO,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZTSJLOI,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZTSJOIL,X,O,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZTSJOLI,X,X,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X
ZTSOILJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,X
ZTSOIJL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZTSOLIJ,X,O,O,X,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZTSOLJI,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
ZTSOJIL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZTSOJLI,X,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZTOILJS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZTOILSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZTOIJLS,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZTOIJSL,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZTOISLJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
ZTOISJL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZTOLIJS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZTOLISJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZTOLJIS,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZTOLJSI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZTOLSIJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZTOLSJI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZTOJILS,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZTOJISL,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZTOJLIS,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZTOJLSI,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZTOJSIL,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZTOJSLI,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZTOSILJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,O,O,X,X,X,X
ZTOSIJL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZTOSLIJ,X,O,O,X,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X
ZTOSLJI,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X
ZTOSJIL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZTOSJLI,X,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZITLJSO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZITLJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITLSJO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZITLSOJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZITLOJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITLOSJ,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZITJLSO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITJLOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITJSLO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZITJSOL,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZITJOLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITJOSL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZITSLJO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZITSLOJ,X,O,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
ZITSJLO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZITSJOL,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZITSOLJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
ZITSOJL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZITOLJS,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITOLSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZITOJLS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZITOJSL,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZITOSLJ,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
ZITOSJL,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZILTJSO,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZILTJOS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZILTSJO,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZILTSOJ,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZILTOJS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZILTOSJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZILJTSO,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZILJTOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZILJSTO,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
ZILJSOT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZILJOTS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZILJOST,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZILSTJO,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
ZILSTOJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
ZILSJTO,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZILSJOT,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZILSOTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZILSOJT,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZILOTJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZILOTSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZILOJTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZILOJST,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZILOSTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZILOSJT,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZIJTLSO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTLOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTSLO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJTSOL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJTOLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJTOSL,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZIJLTSO,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLTOS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLSTO,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLSOT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJLOST,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZIJSTLO,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZIJSTOL,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZIJSLTO,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZIJSLOT,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZIJSOTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJSOLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIJOTLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOTSL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOLTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOLST,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOSTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIJOSLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISTLJO,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
ZISTLOJ,X,O,O,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X,O,X
ZISTJLO,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZISTJOL,X,O,X,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZISTOLJ,X,O,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,O,O,X
ZISTOJL,X,O,X,O,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
ZISLTJO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZISLTOJ,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
ZISLJTO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZISLJOT,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZISLOTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZISLOJT,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZISJTLO,X,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZISJTOL,X,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZISJLTO,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZISJLOT,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
ZISJOTL,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZISJOLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISOTLJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
ZISOTJL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZISOLTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISOLJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZISOJTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZISOJLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOTLJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTLSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTJLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTJSL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOTSLJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOTSJL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLTJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLTSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOLJTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLJST,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOLSTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOLSJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOJTLS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJTSL,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJLTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJLST,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJSTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOJSLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOSTLJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
ZIOSTJL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZIOSLTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOSLJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZIOSJTL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZIOSJLT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTIJSO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIJOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTISJO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTISOJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIOJS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIOSJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJISO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJIOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJSIO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJSOI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJOIS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJOSI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSIOJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTSJIO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSJOI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSOIJ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTSOJI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOIJS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTOISJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOJIS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTOJSI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOSIJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOSJI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLITJSO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLITJOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLITSJO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLITSOJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLITOJS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLITOSJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJTSO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJTOS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJSTO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJSOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJOTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJOST,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISTJO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISTOJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLISJTO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLISJOT,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLISOTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLISOJT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLIOTJS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOTSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLIOJTS,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOJST,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLIOSJT,X,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLJTISO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTIOS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTSIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTSOI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTOIS,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZLJTOSI,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZLJITSO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJITOS,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJISTO,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJISOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJIOTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJIOST,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSTIO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSITO,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJSIOT,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJSOTI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJSOIT,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJOTIS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOTSI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJOITS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOIST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJOSTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLJOSIT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSTIJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTIOJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSTJIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSTOJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSITJO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSITOJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLSIJTO,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZLSIJOT,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLSIOTJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZLSIOJT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
ZLSJTIO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSJTOI,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSJITO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZLSJIOT,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZLSJOTI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZLSJOIT,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZLSOTIJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSOTJI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSOITJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLSOIJT,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
