sequence,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFzdB+jBigBU?iBFmB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeWCJvhFxdBigBTjBF?mBXnBUrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBmiBF?mBXnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBmhBz?iBFmB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFzdB+jBigBU?mBFnB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcB6jBXhBm?iBFnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcBXeBenBS?oBFmBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFxcByiB+jBF?mBXnBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8Je37IvhFUdBGeBVoBx?lByrBTrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFehBSiBTeB1?rBxsB3rB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JeR8IvhFGeBTgBUjB/?rBFnBirB,v115@zgC8GeB8HeB8HeD8CeG8BeD8JecAJvhFWiBxdBTjBF?mBXnBKrB,v115@zgC8GeB8HeB8HeD8CeG8BeD8Je1AJvhF0cB+jB3iBx?lBinBTrB
ISJZOLT,O,X,O,O,X,X,X,X,X,X,X,X,X
ISJOTLZ,O,O,X,X,X,X,X,X,X,X,X,X,O
ISJOTZL,X,O,X,X,X,X,X,X,X,X,X,X,O
ISJOLTZ,O,O,X,X,X,X,X,X,X,X,X,X,O
ISJOLZT,O,O,X,O,X,X,X,X,X,X,X,X,X
ISJOZTL,O,O,X,O,X,X,X,X,X,X,X,X,O
ISJOZLT,O,O,X,O,X,X,X,X,X,X,X,X,X
ISZTLJO,O,X,O,O,X,X,X,X,O,O,X,X,X
ISZTLOJ,X,X,X,O,X,X,X,X,O,O,X,X,X
ISZTJLO,O,X,O,O,X,X,X,O,O,O,X,X,X
ISZTJOL,O,X,O,O,X,X,X,O,X,O,X,X,X
ISZTOLJ,X,X,X,O,X,X,X,X,X,O,X,O,X
ISZTOJL,O,X,X,O,X,X,X,X,X,O,X,O,X
ISZLTJO,O,X,O,O,X,X,X,X,O,X,X,X,X
ISZLTOJ,X,X,X,O,X,X,X,X,O,X,X,X,X
ISZLJTO,O,X,O,O,X,X,X,X,O,X,X,X,X
ISZLJOT,O,X,O,O,X,X,X,X,X,X,X,X,X
ISZLOTJ,X,X,X,O,X,X,X,X,O,X,X,X,X
ISZLOJT,O,X,X,O,X,X,X,X,X,X,X,X,X
ISZJTLO,O,X,O,O,X,X,X,O,X,X,X,X,X
ISZJTOL,O,X,O,O,X,X,X,O,X,X,X,X,X
ISZJLTO,O,X,O,O,X,X,X,O,X,X,X,X,X
ISZJLOT,O,X,O,O,X,X,X,O,X,X,X,X,X
ISZJOTL,O,X,X,O,X,X,X,X,X,X,X,X,X
ISZJOLT,O,X,O,O,X,X,X,X,X,X,X,X,X
ISZOTLJ,X,X,X,O,X,X,X,X,X,O,X,O,X
ISZOTJL,X,X,X,O,X,X,X,X,X,O,X,O,X
ISZOLTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
ISZOLJT,X,X,X,O,X,X,X,X,X,X,X,X,X
ISZOJTL,O,X,X,O,X,X,X,X,X,X,X,O,X
ISZOJLT,O,X,X,O,X,X,X,X,X,X,X,X,X
ISOTLJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
ISOTLZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
ISOTJLZ,X,O,X,X,X,X,X,X,O,X,X,X,X
ISOTJZL,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOTZLJ,X,O,X,X,X,X,X,X,X,O,X,O,X
ISOTZJL,X,O,X,X,X,X,X,X,X,O,X,O,X
ISOLTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
ISOLTZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
ISOLJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOLJZT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISOLZTJ,X,X,X,O,X,X,X,X,O,X,X,O,X
ISOLZJT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISOJTLZ,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOJTZL,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOJLTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
ISOJLZT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISOJZTL,X,O,X,O,X,X,X,X,X,X,X,O,X
ISOJZLT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISOZTLJ,X,O,X,O,X,X,X,X,X,O,X,O,X
ISOZTJL,X,O,X,O,X,X,X,X,X,O,X,O,X
ISOZLTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
ISOZLJT,X,O,X,O,X,X,X,X,X,X,X,X,X
ISOZJTL,X,O,X,O,X,X,X,X,X,X,X,O,X
ISOZJLT,X,O,X,O,X,X,X,X,X,X,X,X,X
IZTLJSO,X,X,X,O,O,O,O,X,O,O,X,X,O
IZTLJOS,O,X,X,O,O,O,O,X,O,O,X,X,X
IZTLSJO,X,X,O,X,O,X,X,X,O,O,X,X,X
IZTLSOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
IZTLOJS,X,X,X,O,O,X,X,X,O,O,X,X,X
IZTLOSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
IZTJLSO,X,X,X,O,O,O,O,X,O,O,X,X,O
IZTJLOS,O,X,X,O,O,O,O,X,O,O,X,X,X
IZTJSLO,X,X,X,O,X,O,O,O,O,O,X,X,O
IZTJSOL,O,X,X,O,X,O,X,O,X,O,X,X,O
IZTJOLS,O,X,X,O,O,O,O,X,X,O,X,X,X
IZTJOSL,O,X,X,O,X,X,X,X,X,O,X,X,O
IZTSLJO,X,X,O,X,X,X,X,X,O,O,X,X,X
IZTSLOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
IZTSJLO,X,X,O,X,X,X,X,O,O,O,X,X,O
IZTSJOL,O,X,O,X,X,X,X,O,X,O,X,X,O
IZTSOLJ,X,X,X,X,X,X,X,X,X,O,X,O,X
IZTSOJL,X,X,X,X,X,X,X,X,X,O,X,O,X
IZTOLJS,X,X,X,O,X,X,X,X,X,O,X,X,X
IZTOLSJ,X,X,X,O,X,X,X,X,X,O,X,X,X
IZTOJLS,O,X,X,O,X,X,X,X,X,O,X,X,X
IZTOJSL,O,X,X,O,X,X,X,X,X,O,X,X,O
IZTOSLJ,X,X,X,O,X,X,X,X,X,O,X,O,X
IZTOSJL,X,X,X,X,X,X,X,X,X,O,X,O,X
IZLTJSO,X,X,X,O,O,O,O,X,O,O,X,X,X
IZLTJOS,O,X,X,O,O,O,O,X,O,O,X,X,X
IZLTSJO,X,X,O,X,O,X,X,X,O,O,X,X,X
IZLTSOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
IZLTOJS,X,X,X,O,O,X,X,X,O,O,X,X,X
IZLTOSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
IZLJTSO,X,X,O,X,O,O,O,X,O,X,X,X,X
IZLJTOS,O,X,X,X,O,O,O,X,O,X,X,X,X
IZLJSTO,X,X,O,X,O,O,O,X,O,X,X,X,X
IZLJSOT,O,X,O,X,O,O,O,X,X,X,X,X,X
IZLJOTS,O,X,X,X,O,O,X,X,X,X,X,X,X
IZLJOST,O,X,O,X,O,O,O,X,X,X,X,X,X
IZLSTJO,X,X,O,O,O,O,O,X,O,X,X,X,X
IZLSTOJ,X,X,X,O,X,O,X,X,O,X,X,X,X
IZLSJTO,X,X,O,O,O,O,O,X,O,X,X,X,X
IZLSJOT,O,X,O,O,O,O,O,X,X,X,X,X,X
IZLSOTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
IZLSOJT,X,X,X,O,X,O,O,X,X,X,X,X,X
IZLOTJS,X,X,X,O,O,O,X,X,O,O,X,X,X
IZLOTSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
IZLOJTS,O,X,X,O,O,O,X,X,X,X,X,X,X
IZLOJST,O,X,X,O,O,O,X,X,X,X,X,X,X
IZLOSTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
IZLOSJT,X,X,X,O,X,O,X,X,X,X,X,X,X
IZJTLSO,X,X,O,X,O,O,O,X,X,O,X,X,O
IZJTLOS,O,X,X,X,O,O,O,X,X,O,X,X,X
IZJTSLO,X,X,X,X,X,O,O,O,X,O,X,X,O
IZJTSOL,O,X,X,X,X,O,X,O,X,O,X,X,O
IZJTOLS,O,X,X,X,O,O,O,X,X,O,X,X,X
IZJTOSL,O,X,X,X,X,X,X,X,X,O,X,X,O
IZJLTSO,X,X,O,X,O,O,O,O,X,X,X,X,X
IZJLTOS,O,X,X,X,O,O,O,X,X,X,X,X,X
IZJLSTO,X,X,O,X,O,O,O,O,X,X,X,X,X
IZJLSOT,O,X,O,X,O,O,O,O,X,X,X,X,X
IZJLOTS,O,X,X,X,O,O,X,X,X,X,X,X,X
IZJLOST,O,X,O,X,O,O,O,O,X,X,X,X,X
IZJSTLO,O,X,O,X,X,O,X,O,X,X,X,X,O
IZJSTOL,O,X,O,X,X,X,X,O,X,X,X,X,O
IZJSLTO,O,X,O,X,X,O,O,O,X,X,X,X,X
IZJSLOT,O,X,O,X,X,O,O,O,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,X,X,X,X,X,X,O
IZJSOLT,O,X,O,X,X,O,X,X,X,X,X,X,X
IZJOTLS,O,X,X,X,O,O,X,X,X,O,X,X,X
IZJOTSL,O,X,X,X,X,O,X,X,X,O,O,X,X
IZJOLTS,O,X,X,X,O,O,X,X,X,X,X,X,X
IZJOLST,O,X,O,X,O,O,O,X,X,X,O,X,X
IZJOSTL,O,X,X,X,X,O,X,X,X,X,O,X,X
IZJOSLT,O,X,X,X,X,O,X,X,X,X,O,X,X
IZSTLJO,O,X,O,O,X,O,X,X,O,O,X,X,X
IZSTLOJ,X,X,X,O,X,O,X,X,O,O,X,X,X
IZSTJLO,O,X,O,O,X,O,X,O,O,O,X,X,X
IZSTJOL,O,X,O,O,X,O,X,O,X,O,X,X,X
IZSTOLJ,X,X,X,O,X,O,X,X,X,O,X,O,X
IZSTOJL,O,X,X,O,X,O,X,X,X,O,X,O,X
IZSLTJO,O,X,O,O,X,O,X,X,O,X,X,X,X
IZSLTOJ,X,X,X,O,X,O,X,X,O,X,X,X,X
IZSLJTO,O,X,O,O,X,O,X,X,O,X,X,X,X
IZSLJOT,O,X,O,O,X,O,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,O,X,O,X,X,O,X,X,X,X
IZSLOJT,O,X,X,O,X,O,X,X,X,X,X,X,X
IZSJTLO,O,X,O,O,X,O,X,O,X,X,X,X,X
IZSJTOL,O,X,O,O,X,O,X,O,X,X,X,X,X
IZSJLTO,O,X,O,O,X,O,X,O,X,X,X,X,X
IZSJLOT,O,X,O,O,X,O,X,O,X,X,X,X,X
IZSJOTL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZSJOLT,O,X,O,O,X,O,X,X,X,X,X,X,X
IZSOTLJ,X,X,X,O,X,O,X,X,X,O,X,O,X
IZSOTJL,X,X,X,O,X,O,X,X,X,O,X,O,X
IZSOLTJ,X,X,X,O,X,O,X,X,X,X,X,O,X
IZSOLJT,X,X,X,O,X,O,X,X,X,X,X,X,X
IZSOJTL,O,X,X,O,X,X,X,X,X,X,X,O,X
IZSOJLT,O,X,X,O,X,O,X,X,X,X,X,X,X
IZOTLJS,X,X,X,O,X,O,X,X,X,O,X,X,X
IZOTLSJ,X,X,X,O,X,X,X,X,X,O,X,X,X
IZOTJLS,X,X,X,O,X,O,X,X,X,O,X,X,X
IZOTJSL,X,X,X,O,X,O,X,X,X,O,O,X,X
IZOTSLJ,X,X,X,O,X,X,X,X,X,O,X,O,X
IZOTSJL,X,X,X,X,X,X,X,X,X,O,X,O,X
IZOLTJS,X,X,X,O,X,O,X,X,X,O,X,X,X
IZOLTSJ,X,X,X,O,X,X,X,X,X,O,X,X,X
IZOLJTS,X,X,X,O,X,O,X,X,X,X,X,X,X
IZOLJST,X,X,X,O,X,O,X,X,X,X,O,X,X
IZOLSTJ,X,X,X,O,X,O,X,X,X,X,X,O,X
IZOLSJT,X,X,X,O,X,O,X,X,X,X,X,X,X
IZOJTLS,O,X,X,X,X,O,X,X,X,O,X,X,X
IZOJTSL,O,X,X,X,X,O,X,X,X,O,O,X,X
IZOJLTS,O,X,X,O,X,O,X,X,X,X,X,X,X
IZOJLST,O,X,X,O,X,O,X,X,X,X,O,X,X
IZOJSTL,O,X,X,X,X,O,X,X,X,X,O,O,X
IZOJSLT,O,X,X,X,X,O,X,X,X,X,O,X,X
IZOSTLJ,X,X,X,O,X,O,X,X,X,O,O,O,X
IZOSTJL,X,X,X,O,X,O,X,X,X,O,O,O,X
IZOSLTJ,X,X,X,O,X,O,X,X,X,X,X,O,X
IZOSLJT,X,X,X,O,X,O,X,X,X,X,O,X,X
IZOSJTL,X,X,X,O,X,O,X,X,X,X,O,O,X
IZOSJLT,X,X,X,O,X,O,X,X,X,X,O,X,X
IOTLJSZ,X,X,X,X,X,X,X,X,O,X,X,X,O
IOTLJZS,X,X,X,X,X,O,X,X,O,O,X,X,O
IOTLSJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
IOTLSZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
IOTLZJS,X,X,X,X,X,O,X,X,O,O,X,X,O
IOTLZSJ,X,X,X,X,X,X,X,X,O,O,X,X,X
IOTJLSZ,X,X,X,X,X,X,X,X,O,X,X,X,O
IOTJLZS,X,X,X,X,X,O,X,X,O,O,X,X,O
IOTJSLZ,X,X,X,X,X,X,X,X,O,X,X,X,O
IOTJSZL,X,X,X,X,X,X,X,X,X,X,X,X,O
IOTJZLS,X,X,X,X,X,O,X,X,X,O,X,X,O
IOTJZSL,X,X,X,X,X,O,X,X,X,O,X,X,O
IOTSLJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
IOTSLZJ,X,O,X,X,X,X,X,X,O,O,O,X,X
IOTSJLZ,X,O,X,X,X,X,X,X,O,X,X,X,O
IOTSJZL,X,O,X,X,X,X,X,X,X,X,O,X,O
IOTSZLJ,X,O,X,X,X,X,X,X,X,O,O,O,X
IOTSZJL,X,O,X,X,X,X,X,X,X,O,O,O,O
IOTZLJS,X,X,X,X,X,O,X,X,X,O,X,X,O
IOTZLSJ,X,X,X,X,X,X,X,X,X,O,X,X,X
IOTZJLS,X,X,X,X,X,O,X,X,X,O,X,X,O
IOTZJSL,X,X,X,X,X,O,X,X,X,O,O,X,O
IOTZSLJ,X,X,X,X,X,X,X,X,X,O,X,O,X
IOTZSJL,X,X,X,X,X,X,X,X,X,O,X,O,O
IOLTJSZ,X,X,X,X,X,X,X,X,O,X,X,X,O
IOLTJZS,X,X,X,X,X,O,X,X,O,O,X,X,O
IOLTSJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
IOLTSZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
IOLTZJS,X,X,X,X,X,O,X,X,O,O,X,X,O
IOLTZSJ,X,X,X,X,X,X,X,X,O,O,X,X,X
IOLJTSZ,X,X,X,X,X,X,X,X,X,X,X,X,O
IOLJTZS,X,X,X,X,X,X,X,X,X,O,X,X,O
IOLJSTZ,X,O,X,X,X,X,X,X,X,X,X,X,O
IOLJSZT,X,O,X,X,X,X,X,X,X,X,X,X,X
IOLJZTS,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLJZST,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLSTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
IOLSTZJ,X,O,X,X,X,X,X,X,O,O,O,X,X
IOLSJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,X,O,X,O,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,X,O,X,X,X,X,O,X,X,O,X
IOLSZJT,X,O,X,O,X,X,X,X,X,X,O,X,X
IOLZTJS,X,X,X,O,X,O,X,X,O,O,X,X,X
IOLZTSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
IOLZJTS,X,X,X,O,X,O,X,X,X,X,X,X,X
IOLZJST,X,X,X,O,X,O,X,X,X,X,O,X,X
IOLZSTJ,X,X,X,O,X,O,X,X,O,X,X,O,X
IOLZSJT,X,O,X,O,X,O,X,X,X,X,X,X,X
IOJTLSZ,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJTLZS,X,X,X,X,X,X,X,X,X,O,X,X,O
IOJTSLZ,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJTSZL,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJTZLS,X,X,X,X,X,X,X,X,X,O,X,X,O
IOJTZSL,X,X,X,X,X,X,X,X,X,O,X,X,O
IOJLTSZ,X,X,X,X,X,X,X,X,X,X,X,X,O
IOJLTZS,X,X,X,X,X,X,X,X,X,O,X,X,O
IOJLSTZ,X,O,X,X,X,X,X,X,X,X,X,X,O
IOJLSZT,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJLZST,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,X,X,X,X,X,X,X,X,O
IOJSTZL,X,O,X,X,X,X,X,X,X,X,O,X,O
IOJSLTZ,X,O,X,X,X,X,X,X,X,X,X,X,O
IOJSLZT,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,O,X,X,X,X,X,X,X,X,O,O,O
IOJSZLT,X,O,X,X,X,X,X,X,X,X,O,X,X
IOJZTLS,X,X,X,X,X,O,X,X,X,O,X,X,O
IOJZTSL,X,X,X,X,X,O,X,X,X,O,O,X,O
IOJZLTS,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJZLST,X,X,X,X,X,O,X,X,X,X,O,X,X
IOJZSTL,X,X,X,X,X,O,X,X,X,X,O,O,O
IOJZSLT,X,X,X,X,X,O,X,X,X,X,O,X,X
IOSTLJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
IOSTLZJ,X,O,X,X,X,X,X,X,O,O,O,X,X
IOSTJLZ,X,O,X,X,X,X,X,X,O,X,X,X,O
IOSTJZL,X,O,X,X,X,X,X,X,X,X,O,X,O
IOSTZLJ,X,O,X,X,X,X,X,X,X,O,O,O,X
IOSTZJL,X,O,X,X,X,X,X,X,X,O,O,O,O
IOSLTJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
IOSLTZJ,X,O,X,X,X,X,X,X,O,O,O,X,X
IOSLJTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,X,O,X,O,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,X,X,O,X,X,X,X,O,X,X,O,X
IOSLZJT,X,O,X,O,X,X,X,X,X,X,O,X,X
IOSJTLZ,X,O,X,X,X,X,X,X,X,X,X,X,O
IOSJTZL,X,O,X,X,X,X,X,X,X,X,O,X,O
IOSJLTZ,X,O,X,X,X,X,X,X,X,X,X,X,O
IOSJLZT,X,O,X,O,X,X,X,X,X,X,X,X,X
IOSJZTL,X,O,X,O,X,X,X,X,X,X,O,O,O
IOSJZLT,X,O,X,O,X,X,X,X,X,X,O,X,X
IOSZTLJ,X,O,X,O,X,X,X,X,X,O,O,O,X
IOSZTJL,X,O,X,O,X,X,X,X,X,O,O,O,X
IOSZLTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
IOSZLJT,X,O,X,O,X,X,X,X,X,X,O,X,X
IOSZJTL,X,O,X,O,X,X,X,X,X,X,O,O,X
IOSZJLT,X,O,X,O,X,X,X,X,X,X,O,X,X
IOZTLJS,X,X,X,O,X,O,X,X,X,O,X,X,O
IOZTLSJ,X,X,X,O,X,X,X,X,X,O,X,X,X
IOZTJLS,X,X,X,O,X,O,X,X,X,O,X,X,O
IOZTJSL,X,X,X,O,X,O,X,X,X,O,O,X,O
IOZTSLJ,X,X,X,O,X,X,X,X,X,O,X,O,X
IOZTSJL,X,X,X,X,X,X,X,X,X,O,X,O,O
IOZLTJS,X,X,X,O,X,O,X,X,X,O,X,X,X
IOZLTSJ,X,X,X,O,X,X,X,X,X,O,X,X,X
IOZLJTS,X,X,X,O,X,O,X,X,X,X,X,X,X
IOZLJST,X,X,X,O,X,O,X,X,X,X,O,X,X
IOZLSTJ,X,X,X,O,X,O,X,X,X,X,X,O,X
IOZLSJT,X,O,X,O,X,O,X,X,X,X,X,X,X
IOZJTLS,X,X,X,X,X,O,X,X,X,O,X,X,O
IOZJTSL,X,X,X,X,X,O,X,X,X,O,O,X,O
IOZJLTS,X,X,X,O,X,O,X,X,X,X,X,X,X
IOZJLST,X,X,X,O,X,O,X,X,X,X,O,X,X
IOZJSTL,X,X,X,X,X,O,X,X,X,X,O,O,O
IOZJSLT,X,X,X,X,X,O,X,X,X,X,O,X,X
IOZSTLJ,X,O,X,O,X,O,X,X,X,O,O,O,X
IOZSTJL,X,O,X,O,X,O,X,X,X,O,O,O,X
IOZSLTJ,X,X,X,O,X,O,X,X,X,X,X,O,X
IOZSLJT,X,O,X,O,X,O,X,X,X,X,O,X,X
IOZSJTL,X,O,X,O,X,O,X,X,X,X,O,O,X
IOZSJLT,X,O,X,O,X,O,X,X,X,X,O,X,X
LTIJSZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIJSOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIJZSO,O,X,X,X,O,O,X,X,O,O,X,X,X
LTIJZOS,O,X,X,X,O,O,X,X,O,O,X,X,X
LTIJOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIJOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
LTISJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LTISJOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LTISZJO,O,X,X,X,X,X,X,X,O,O,X,X,X
LTISZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LTISOJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LTISOZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
LTIZJSO,O,X,X,X,O,O,X,X,O,O,X,X,X
LTIZJOS,O,X,X,X,O,O,X,X,O,O,X,X,X
LTIZSJO,O,X,X,X,O,X,X,X,O,O,X,X,X
LTIZSOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LTIZOJS,O,X,X,X,O,X,X,X,O,O,X,X,X
LTIZOSJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LTIOJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LTIOJZS,O,X,X,X,X,X,X,X,O,O,X,X,X
LTIOSJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LTIOSZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
LTIOZJS,O,X,X,X,X,X,X,X,O,O,X,X,X
LTIOZSJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LTJISZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LTJISOZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LTJIZSO,O,X,X,X,O,O,X,X,O,O,X,X,X
LTJIZOS,O,X,X,X,O,O,X,X,O,O,X,X,X
LTJIOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LTJIOZS,O,X,X,X,O,X,X,X,O,O,X,X,X
LTJSIZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LTJSIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LTJSZIO,O,X,O,X,X,O,O,X,O,X,X,X,X
LTJSZOI,O,O,O,X,X,O,O,X,X,X,X,X,X
LTJSOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,O,X,O,X,O,O,O,X,O,O,X,X,X
LTJZIOS,O,X,X,X,O,O,O,X,O,O,X,X,X
LTJZSIO,O,X,O,X,O,O,O,X,O,O,X,X,X
LTJZSOI,O,X,O,X,O,O,O,X,X,X,X,X,X
LTJZOIS,O,X,X,X,O,O,O,X,O,O,X,X,X
LTJZOSI,O,X,X,X,O,O,O,X,X,X,X,X,X
LTJOISZ,O,X,X,X,X,X,X,X,O,X,X,X,X
LTJOIZS,O,X,X,X,O,X,X,X,O,X,X,X,X
LTJOSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,O,X,X,X,O,O,X,X,O,X,X,X,X
LTJOZSI,O,X,X,X,O,O,X,X,X,X,X,X,X
LTSIJZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LTSIJOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LTSIZJO,O,X,X,X,X,X,X,X,O,O,X,X,X
LTSIZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LTSIOJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSIOZJ,X,O,X,X,X,X,X,X,O,O,X,X,X
LTSJIZO,O,X,X,X,X,X,X,X,O,X,X,X,X
LTSJIOZ,O,O,X,X,X,X,X,X,O,X,X,X,X
LTSJZIO,O,X,O,O,X,O,O,X,O,X,X,X,X
LTSJZOI,O,O,O,X,X,O,O,X,X,X,X,X,X
LTSJOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,O,O,X,X,O,X,O,O,X,X,X
LTSZIOJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LTSZJIO,O,X,O,O,X,O,O,X,O,O,X,X,X
LTSZJOI,O,O,O,O,X,O,O,X,X,X,X,X,X
LTSZOIJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSZOJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSOZJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZIJSO,O,X,X,O,O,O,O,X,O,O,X,X,X
LTZIJOS,O,X,X,O,O,O,O,X,O,O,X,X,X
LTZISJO,O,X,O,X,O,X,X,X,O,O,X,X,X
LTZISOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
LTZIOJS,O,X,X,O,O,X,X,X,O,O,X,X,X
LTZIOSJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LTZJISO,O,X,O,O,O,O,O,X,O,O,X,X,X
LTZJIOS,O,X,X,O,O,O,O,X,O,O,X,X,X
LTZJSIO,O,X,O,O,O,O,O,X,O,O,X,X,X
LTZJSOI,O,X,O,X,O,O,O,X,X,X,X,X,X
LTZJOIS,O,X,X,O,O,O,O,X,O,O,X,X,X
LTZJOSI,O,X,X,O,O,O,O,X,X,X,X,X,X
LTZSIJO,O,X,O,O,O,O,O,X,O,O,X,X,X
LTZSIOJ,X,X,X,O,X,O,X,X,O,O,X,X,X
LTZSJIO,O,X,O,O,O,O,O,X,O,O,X,X,X
LTZSJOI,O,O,O,O,O,O,O,X,X,X,X,X,X
LTZSOIJ,X,O,X,O,X,O,X,X,X,X,X,X,X
LTZSOJI,X,O,O,O,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,X,O,O,O,X,X,O,O,X,X,X
LTZOISJ,X,X,X,O,X,X,X,X,O,O,X,X,X
LTZOJIS,O,X,X,O,O,O,O,X,O,O,X,X,X
