sequence,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBOiB6jBcmBzi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBcmBmiBTi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBKiBzdB+jBcm?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBFiB8nBTm?BOsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXdBTeBamBWoB0h?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFTeBFhB3mBCoBcn?BmrB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFmcBCeBFhBTjB3m?BcsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFCeB/nBTjB0mBFm?BmrB
JOIZSTL,O,X,O,O,X,X,O,O
JOIZSLT,O,O,X,O,X,X,O,O
JOLTISZ,O,X,O,X,O,X,O,X
JOLTIZS,O,O,O,X,O,X,O,X
JOLTSIZ,O,X,O,X,O,X,O,X
JOLTSZI,O,X,O,X,O,X,X,X
JOLTZIS,O,O,O,X,O,X,O,X
JOLTZSI,O,O,O,X,O,X,X,X
JOLITSZ,O,X,O,X,O,X,O,X
JOLITZS,O,O,O,X,O,X,O,X
JOLISTZ,O,X,X,X,O,X,X,X
JOLISZT,O,X,X,O,O,X,X,O
JOLIZTS,O,X,X,O,O,X,O,X
JOLIZST,O,O,X,O,O,X,O,X
JOLSTIZ,O,X,X,X,O,X,X,X
JOLSTZI,O,X,X,X,O,X,X,X
JOLSITZ,O,X,X,X,O,X,X,X
JOLSIZT,O,X,X,O,O,X,X,O
JOLSZTI,O,X,X,O,O,X,X,O
JOLSZIT,O,X,X,O,O,X,X,O
JOLZTIS,O,X,X,O,O,X,O,X
JOLZTSI,O,X,X,O,O,X,O,X
JOLZITS,O,X,X,O,O,X,O,X
JOLZIST,O,O,X,O,O,X,O,X
JOLZSTI,O,O,X,O,O,X,O,X
JOLZSIT,O,O,X,O,O,X,O,X
JOSTILZ,O,X,O,X,O,X,X,X
JOSTIZL,O,X,O,X,X,X,O,X
JOSTLIZ,O,X,O,X,O,X,X,X
JOSTLZI,O,X,O,X,O,X,X,X
JOSTZIL,O,X,O,X,X,X,O,X
JOSTZLI,O,X,O,X,O,X,O,X
JOSITLZ,O,X,O,X,X,X,X,X
JOSITZL,O,X,O,X,X,X,O,X
JOSILTZ,O,X,X,X,O,X,X,X
JOSILZT,O,X,X,O,O,X,X,O
JOSIZTL,O,X,O,O,X,X,X,O
JOSIZLT,O,X,X,O,X,X,X,O
JOSLTIZ,O,X,X,X,O,X,X,X
JOSLTZI,O,X,X,X,O,X,X,X
JOSLITZ,O,X,X,X,O,X,X,X
JOSLIZT,O,X,X,O,O,X,X,O
JOSLZTI,O,X,X,O,O,X,X,O
JOSLZIT,O,X,X,O,O,X,X,O
JOSZTIL,O,X,O,O,X,X,X,O
JOSZTLI,O,X,O,O,X,X,X,O
JOSZITL,O,X,O,O,X,X,X,O
JOSZILT,O,X,X,O,X,X,X,O
JOSZLTI,O,X,X,O,O,X,X,O
JOSZLIT,O,X,X,O,O,X,X,O
JOZTILS,O,X,O,O,X,X,O,X
JOZTISL,O,X,O,O,X,X,O,X
JOZTLIS,O,X,O,O,O,X,O,X
JOZTLSI,O,X,O,O,O,X,O,X
JOZTSIL,O,X,O,O,X,X,O,X
JOZTSLI,O,X,O,O,O,X,O,X
JOZITLS,O,X,O,O,X,X,O,X
JOZITSL,O,X,O,O,X,X,O,X
JOZILTS,O,X,X,O,O,X,O,X
JOZILST,O,O,X,O,O,X,O,X
JOZISTL,O,X,O,O,X,X,O,O
JOZISLT,O,O,X,O,X,X,O,O
JOZLTIS,O,X,X,O,O,X,O,X
JOZLTSI,O,X,X,O,O,X,O,X
JOZLITS,O,X,X,O,O,X,O,X
JOZLIST,O,O,X,O,O,X,O,X
JOZLSTI,O,O,X,O,O,X,O,X
JOZLSIT,O,O,X,O,O,X,O,X
JOZSTIL,O,X,O,O,X,X,O,O
JOZSTLI,O,X,O,O,X,X,O,O
JOZSITL,O,X,O,O,X,X,O,O
JOZSILT,O,O,X,O,X,X,O,O
JOZSLTI,O,O,X,O,O,X,O,O
JOZSLIT,O,O,X,O,O,X,O,O
STILJZO,O,O,O,X,X,O,X,X
STILJOZ,X,X,O,X,X,O,X,X
STILZJO,O,O,O,X,X,O,O,X
STILZOJ,O,O,O,X,X,O,O,X
STILOJZ,O,X,X,X,X,O,X,X
STILOZJ,O,X,X,O,X,O,O,X
STIJLZO,O,O,O,X,X,O,X,X
STIJLOZ,X,X,O,X,X,O,X,X
STIJZLO,O,O,O,X,X,X,O,X
STIJZOL,O,O,O,X,X,X,O,X
STIJOLZ,O,X,O,X,X,X,O,X
STIJOZL,O,X,O,X,X,X,O,X
STIZLJO,O,O,O,X,X,O,O,X
STIZLOJ,O,O,O,X,X,O,O,X
STIZJLO,O,O,O,X,X,X,O,X
STIZJOL,O,O,O,X,X,X,O,X
STIZOLJ,O,O,O,X,X,X,O,O
STIZOJL,O,O,O,X,X,X,O,O
STIOLJZ,O,X,X,X,X,O,O,X
STIOLZJ,O,X,X,O,X,O,O,O
STIOJLZ,O,X,X,X,X,X,O,X
STIOJZL,O,X,X,X,X,X,O,X
STIOZLJ,O,X,X,O,X,X,O,O
STIOZJL,O,X,X,O,X,X,O,O
STLIJZO,O,O,O,X,O,O,X,X
STLIJOZ,X,X,O,X,O,O,X,X
STLIZJO,O,O,O,X,X,O,O,X
STLIZOJ,O,O,O,X,X,O,O,X
STLIOJZ,O,X,X,X,X,O,X,X
STLIOZJ,O,X,X,O,X,O,O,X
STLJIZO,O,O,O,X,O,O,X,X
STLJIOZ,X,X,O,X,O,O,X,X
STLJZIO,O,O,O,X,O,O,X,X
STLJZOI,O,O,O,X,O,O,X,X
STLJOIZ,X,X,O,X,O,O,X,X
STLJOZI,X,X,O,X,O,O,X,X
STLZIJO,O,O,O,X,X,O,O,X
STLZIOJ,O,O,O,X,X,O,O,X
STLZJIO,O,O,O,X,X,O,O,X
STLZJOI,O,O,O,X,X,O,O,X
STLZOIJ,O,O,O,X,X,O,O,X
STLZOJI,O,O,O,X,X,O,O,X
STLOIJZ,O,X,X,X,X,O,X,X
STLOIZJ,O,X,X,O,X,O,O,X
STLOJIZ,O,X,X,X,X,O,X,X
STLOJZI,O,X,X,X,X,O,X,X
STLOZIJ,O,X,X,O,X,O,O,X
STLOZJI,O,X,X,O,X,O,O,X
STJILZO,O,O,O,X,O,O,X,X
STJILOZ,X,X,O,X,O,O,X,X
STJIZLO,O,O,O,X,X,X,O,X
STJIZOL,O,O,O,X,X,X,O,X
STJIOLZ,O,X,O,X,O,X,O,X
STJIOZL,O,X,O,X,X,X,O,X
STJLIZO,O,O,O,X,O,O,X,X
STJLIOZ,X,X,O,X,O,O,X,X
STJLZIO,O,O,O,X,O,O,X,X
STJLZOI,O,O,O,X,O,O,X,X
STJLOIZ,X,X,O,X,O,O,X,X
STJLOZI,X,X,O,X,O,O,X,X
STJZILO,O,O,O,X,X,X,O,X
STJZIOL,O,O,O,X,X,X,O,X
STJZLIO,O,O,O,X,O,X,O,X
STJZLOI,O,O,O,X,O,X,O,X
STJZOIL,O,O,O,X,X,X,O,X
STJZOLI,O,O,O,X,O,X,O,X
STJOILZ,O,X,O,X,O,X,O,X
STJOIZL,O,X,O,X,X,X,O,X
STJOLIZ,O,X,O,X,O,X,O,X
STJOLZI,O,X,O,X,O,X,X,X
STJOZIL,O,X,O,X,X,X,O,X
STJOZLI,O,X,O,X,O,X,O,X
STZILJO,O,O,O,X,X,O,O,X
STZILOJ,O,O,O,X,X,O,O,X
STZIJLO,O,O,O,X,X,X,O,X
STZIJOL,O,O,O,X,X,X,O,X
STZIOLJ,O,O,O,X,X,X,O,O
STZIOJL,O,O,O,X,X,X,O,O
STZLIJO,O,O,O,X,X,O,O,X
STZLIOJ,O,O,O,X,X,O,O,X
STZLJIO,O,O,O,X,X,O,O,X
STZLJOI,O,O,O,X,X,O,O,X
STZLOIJ,O,O,O,X,X,O,O,X
STZLOJI,O,O,O,X,X,O,O,X
STZJILO,O,O,O,X,X,X,O,X
STZJIOL,O,O,O,X,X,X,O,X
STZJLIO,O,O,O,X,X,X,O,X
STZJLOI,O,O,O,X,X,X,O,X
STZJOIL,O,O,O,X,X,X,O,X
STZJOLI,O,O,O,X,X,X,O,X
STZOILJ,O,O,O,X,X,X,O,O
STZOIJL,O,O,O,X,X,X,O,O
STZOLIJ,O,O,O,X,X,X,O,O
STZOLJI,O,O,O,X,X,X,O,O
STZOJIL,O,O,O,X,X,X,O,O
STZOJLI,O,O,O,X,X,X,O,O
STOILJZ,O,X,X,X,X,O,O,X
STOILZJ,O,X,X,O,X,O,O,O
STOIJLZ,O,X,X,X,X,X,O,X
STOIJZL,O,X,X,X,X,X,O,X
STOIZLJ,O,X,X,O,X,X,O,O
STOIZJL,O,X,X,O,X,X,O,O
STOLIJZ,O,X,X,X,X,O,O,X
STOLIZJ,O,X,X,O,X,O,O,O
STOLJIZ,O,X,X,X,X,O,O,X
STOLJZI,O,X,X,X,X,O,X,X
STOLZIJ,O,X,X,O,X,O,O,O
STOLZJI,O,X,X,O,X,O,O,O
STOJILZ,O,X,X,X,X,X,O,X
STOJIZL,O,X,X,X,X,X,O,X
STOJLIZ,O,X,X,X,X,X,O,X
STOJLZI,O,X,X,X,X,X,X,X
STOJZIL,O,X,X,X,X,X,O,X
STOJZLI,O,X,X,X,X,X,O,X
STOZILJ,O,X,X,O,X,X,O,O
STOZIJL,O,X,X,O,X,X,O,O
STOZLIJ,O,X,X,O,X,X,O,O
STOZLJI,O,X,X,O,X,X,O,O
STOZJIL,O,X,X,O,X,X,O,O
STOZJLI,O,X,X,O,X,X,O,O
SITLJZO,O,O,O,X,X,O,X,X
SITLJOZ,X,X,O,X,X,O,X,X
SITLZJO,O,O,O,X,X,O,O,X
SITLZOJ,O,O,O,X,X,O,O,X
SITLOJZ,O,X,X,X,X,O,X,X
SITLOZJ,O,X,X,O,X,O,O,X
SITJLZO,O,O,O,X,X,O,X,X
SITJLOZ,X,X,O,X,X,O,X,X
SITJZLO,O,O,O,X,X,X,O,X
SITJZOL,O,O,O,X,X,X,O,X
SITJOLZ,O,X,O,X,X,X,O,X
SITJOZL,O,X,O,X,X,X,O,X
SITZLJO,O,O,O,X,X,O,O,X
SITZLOJ,O,O,O,X,X,O,O,X
SITZJLO,O,O,O,X,X,X,O,X
SITZJOL,O,O,O,X,X,X,O,X
SITZOLJ,O,O,O,X,X,X,O,O
SITZOJL,O,O,O,X,X,X,O,O
SITOLJZ,O,X,X,X,X,O,O,X
SITOLZJ,O,X,X,O,X,O,O,O
SITOJLZ,O,X,X,X,X,X,O,X
SITOJZL,O,X,X,X,X,X,O,X
SITOZLJ,O,X,X,O,X,X,O,O
SITOZJL,O,X,X,O,X,X,O,O
SILTJZO,O,O,X,X,O,O,X,X
SILTJOZ,X,X,X,X,O,O,X,X
SILTZJO,O,O,X,X,X,O,O,X
SILTZOJ,O,O,X,X,X,O,O,X
SILTOJZ,O,X,X,X,X,O,X,X
SILTOZJ,O,X,X,O,X,O,O,X
SILJTZO,X,O,X,X,O,O,X,X
SILJTOZ,X,X,X,X,O,O,X,X
SILJZTO,O,O,O,X,X,X,X,X
SILJZOT,O,O,X,X,O,X,X,X
SILJOTZ,X,X,X,X,O,O,X,X
SILJOZT,X,X,X,O,O,X,X,X
SILZTJO,O,O,O,X,X,O,X,X
SILZTOJ,O,O,O,X,X,O,X,X
SILZJTO,O,O,O,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,X
SILZOTJ,O,O,X,O,X,O,X,O
SILZOJT,O,O,X,O,X,X,X,O
SILOTJZ,O,X,X,X,X,O,X,X
SILOTZJ,O,X,X,O,X,O,O,O
SILOJTZ,O,X,X,X,X,O,X,X
SILOJZT,O,X,X,O,X,X,X,O
SILOZTJ,O,O,X,O,X,O,X,O
SILOZJT,O,O,X,O,X,X,X,O
SIJTLZO,X,O,O,X,X,O,X,X
SIJTLOZ,X,X,O,X,X,O,X,X
SIJTZLO,X,O,O,X,X,X,O,X
SIJTZOL,X,O,O,X,X,X,O,X
SIJTOLZ,X,X,O,X,X,X,X,X
SIJTOZL,X,X,O,X,X,X,O,X
SIJLTZO,X,O,X,X,O,O,X,X
SIJLTOZ,X,X,X,X,O,O,X,X
SIJLZTO,O,O,O,X,X,X,X,X
SIJLZOT,O,O,X,X,O,X,X,X
SIJLOTZ,X,X,X,X,O,O,X,X
SIJLOZT,X,X,X,O,O,X,X,X
SIJZTLO,O,O,O,X,X,X,X,X
SIJZTOL,O,O,O,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X
SIJZOTL,O,X,O,X,X,X,X,O
SIJZOLT,O,O,X,X,X,X,X,O
SIJOTLZ,X,X,O,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,O,X
SIJOLTZ,X,X,X,X,O,X,X,X
SIJOLZT,X,X,X,O,O,X,X,O
SIJOZTL,X,X,O,O,X,X,X,O
SIJOZLT,X,X,X,O,X,X,X,O
SIZTLJO,O,O,O,X,X,O,O,X
SIZTLOJ,O,O,O,X,X,O,O,X
SIZTJLO,O,O,O,X,X,X,O,X
SIZTJOL,O,O,O,X,X,X,O,X
SIZTOLJ,O,O,O,X,X,X,O,O
SIZTOJL,O,O,O,X,X,X,O,O
SIZLTJO,O,O,O,X,X,O,O,X
SIZLTOJ,O,O,O,X,X,O,O,X
SIZLJTO,O,O,O,X,X,X,O,X
SIZLJOT,O,O,X,X,X,X,O,X
SIZLOTJ,O,O,X,O,X,O,O,O
SIZLOJT,O,O,X,O,X,X,O,O
SIZJTLO,O,O,O,X,X,X,O,X
SIZJTOL,O,O,O,X,X,X,O,X
SIZJLTO,O,O,O,X,X,X,O,X
SIZJLOT,O,O,X,X,X,X,O,X
SIZJOTL,O,X,O,X,X,X,O,O
SIZJOLT,O,O,X,X,X,X,O,O
SIZOTLJ,O,O,O,O,X,X,O,O
SIZOTJL,O,O,O,O,X,X,O,O
SIZOLTJ,O,O,X,O,X,X,O,O
SIZOLJT,O,O,X,O,X,X,O,O
SIZOJTL,O,X,O,O,X,X,O,O
SIZOJLT,O,O,X,O,X,X,O,O
SIOTLJZ,O,X,X,X,X,O,O,X
SIOTLZJ,O,X,X,O,X,O,O,O
SIOTJLZ,O,X,X,X,X,X,O,X
SIOTJZL,O,X,X,X,X,X,O,X
SIOTZLJ,O,X,X,O,X,X,O,O
SIOTZJL,O,X,X,O,X,X,O,O
SIOLTJZ,O,X,X,X,X,O,O,X
SIOLTZJ,O,X,X,O,X,O,O,O
SIOLJTZ,O,X,X,X,X,O,X,X
SIOLJZT,O,X,X,O,X,X,X,O
SIOLZTJ,O,O,X,O,X,O,O,O
SIOLZJT,O,O,X,O,X,X,O,O
SIOJTLZ,O,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,O,X
SIOJLTZ,O,X,X,X,X,X,X,X
SIOJLZT,O,X,X,O,X,X,X,O
SIOJZTL,O,X,O,O,X,X,X,O
SIOJZLT,O,X,X,O,X,X,X,O
SIOZTLJ,O,O,O,O,X,X,O,O
SIOZTJL,O,O,O,O,X,X,O,O
SIOZLTJ,O,O,X,O,X,X,O,O
SIOZLJT,O,O,X,O,X,X,O,O
SIOZJTL,O,X,O,O,X,X,O,O
SIOZJLT,O,O,X,O,X,X,O,O
SLTIJZO,O,O,X,X,O,O,X,X
SLTIJOZ,X,X,X,X,O,O,X,X
SLTIZJO,O,O,X,X,X,O,O,X
SLTIZOJ,O,O,X,X,X,O,O,X
SLTIOJZ,O,X,X,X,X,O,X,X
SLTIOZJ,O,X,X,O,X,O,O,X
SLTJIZO,O,O,X,X,O,O,X,X
SLTJIOZ,X,X,X,X,O,O,X,X
SLTJZIO,O,O,X,X,O,O,X,X
SLTJZOI,O,O,X,X,O,O,X,X
SLTJOIZ,X,X,X,X,O,O,X,X
SLTJOZI,X,X,X,X,O,O,X,X
SLTZIJO,O,O,X,X,X,O,O,X
SLTZIOJ,O,O,X,X,X,O,O,X
SLTZJIO,O,O,X,X,X,O,O,X
SLTZJOI,O,O,X,X,X,O,O,X
SLTZOIJ,O,O,X,X,X,O,O,X
SLTZOJI,O,O,X,X,X,O,O,X
SLTOIJZ,O,X,X,X,X,O,X,X
SLTOIZJ,O,X,X,O,X,O,O,X
SLTOJIZ,O,X,X,X,X,O,X,X
SLTOJZI,O,X,X,X,X,O,X,X
SLTOZIJ,O,X,X,O,X,O,O,X
SLTOZJI,O,X,X,O,X,O,O,X
SLITJZO,O,O,X,X,O,O,X,X
SLITJOZ,X,X,X,X,O,O,X,X
SLITZJO,O,O,X,X,X,O,O,X
SLITZOJ,O,O,X,X,X,O,O,X
SLITOJZ,O,X,X,X,X,O,X,X
SLITOZJ,O,X,X,O,X,O,O,X
SLIJTZO,X,O,X,X,O,O,X,X
SLIJTOZ,X,X,X,X,O,O,X,X
SLIJZTO,O,O,O,X,X,X,X,X
SLIJZOT,O,O,X,X,O,X,X,X
SLIJOTZ,X,X,X,X,O,O,X,X
SLIJOZT,X,X,X,O,O,X,X,X
SLIZTJO,O,O,O,X,X,O,X,X
SLIZTOJ,O,O,O,X,X,O,X,X
SLIZJTO,O,O,O,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,X,X
SLIZOTJ,O,O,X,O,X,O,X,O
SLIZOJT,O,O,X,O,X,X,X,O
SLIOTJZ,O,X,X,X,X,O,X,X
SLIOTZJ,O,X,X,O,X,O,O,O
SLIOJTZ,O,X,X,X,X,O,X,X
SLIOJZT,O,X,X,O,X,X,X,O
SLIOZTJ,O,O,X,O,X,O,X,O
SLIOZJT,O,O,X,O,X,X,X,O
SLJTIZO,X,O,X,X,O,O,X,X
SLJTIOZ,X,X,X,X,O,O,X,X
SLJTZIO,X,O,X,X,O,O,X,X
SLJTZOI,X,O,X,X,O,O,X,X
SLJTOIZ,X,X,X,X,O,O,X,X
SLJTOZI,X,X,X,X,O,O,X,X
SLJITZO,X,O,X,X,O,O,X,X
SLJITOZ,X,X,X,X,O,O,X,X
SLJIZTO,O,O,O,X,X,X,X,X
SLJIZOT,O,O,X,X,O,X,X,X
SLJIOTZ,X,X,X,X,O,O,X,X
SLJIOZT,X,X,X,O,O,X,X,X
SLJZTIO,O,O,O,X,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X,X
SLJZITO,O,O,O,X,X,X,X,X
SLJZIOT,O,O,X,X,O,X,X,X
SLJZOTI,O,O,X,X,O,X,X,X
SLJZOIT,O,O,X,X,O,X,X,X
SLJOTIZ,X,X,X,X,O,O,X,X
SLJOTZI,X,X,X,X,O,O,X,X
SLJOITZ,X,X,X,X,O,O,X,X
SLJOIZT,X,X,X,O,O,X,X,X
SLJOZTI,X,X,X,O,O,X,X,X
SLJOZIT,X,X,X,O,O,X,X,X
SLZTIJO,O,O,O,X,X,O,X,X
SLZTIOJ,O,O,O,X,X,O,X,X
SLZTJIO,O,O,O,X,X,O,X,X
SLZTJOI,O,O,O,X,X,O,X,X
SLZTOIJ,O,O,O,X,X,O,X,X
SLZTOJI,O,O,O,X,X,O,X,X
SLZITJO,O,O,O,X,X,O,X,X
SLZITOJ,O,O,O,X,X,O,X,X
SLZIJTO,O,O,O,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,X,X
SLZIOTJ,O,O,X,O,X,O,X,O
SLZIOJT,O,O,X,O,X,X,X,O
SLZJTIO,O,O,O,X,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X,X
SLZJITO,O,O,O,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X
SLZOTIJ,O,O,X,O,X,O,X,O
SLZOTJI,O,O,X,O,X,O,X,O
SLZOITJ,O,O,X,O,X,O,X,O
SLZOIJT,O,O,X,O,X,X,X,O
SLZOJTI,O,O,X,O,X,X,X,O
SLZOJIT,O,O,X,O,X,X,X,O
SLOTIJZ,O,X,X,X,X,O,X,X
SLOTIZJ,O,X,X,O,X,O,O,O
SLOTJIZ,O,X,X,X,X,O,X,X
SLOTJZI,O,X,X,X,X,O,X,X
SLOTZIJ,O,X,X,O,X,O,O,O
SLOTZJI,O,X,X,O,X,O,O,O
SLOITJZ,O,X,X,X,X,O,X,X
SLOITZJ,O,X,X,O,X,O,O,O
SLOIJTZ,O,X,X,X,X,O,X,X
SLOIJZT,O,X,X,O,X,X,X,O
SLOIZTJ,O,O,X,O,X,O,X,O
SLOIZJT,O,O,X,O,X,X,X,O
SLOJTIZ,O,X,X,X,X,O,X,X
SLOJTZI,O,X,X,X,X,O,X,X
SLOJITZ,O,X,X,X,X,O,X,X
SLOJIZT,O,X,X,O,X,X,X,O
SLOJZTI,O,X,X,O,X,X,X,O
SLOJZIT,O,X,X,O,X,X,X,O
SLOZTIJ,O,O,X,O,X,O,X,O
SLOZTJI,O,O,X,O,X,O,X,O
SLOZITJ,O,O,X,O,X,O,X,O
SLOZIJT,O,O,X,O,X,X,X,O
SLOZJTI,O,O,X,O,X,X,X,O
SLOZJIT,O,O,X,O,X,X,X,O
SJTILZO,X,O,O,X,O,O,X,X
SJTILOZ,X,X,O,X,O,O,X,X
SJTIZLO,X,O,O,X,X,X,O,X
SJTIZOL,X,O,O,X,X,X,O,X
SJTIOLZ,X,X,O,X,O,X,X,X
SJTIOZL,X,X,O,X,X,X,O,X
SJTLIZO,X,O,O,X,O,O,X,X
SJTLIOZ,X,X,O,X,O,O,X,X
SJTLZIO,X,O,O,X,O,O,X,X
SJTLZOI,X,O,O,X,O,O,X,X
SJTLOIZ,X,X,O,X,O,O,X,X
SJTLOZI,X,X,O,X,O,O,X,X
SJTZILO,X,O,O,X,X,X,O,X
SJTZIOL,X,O,O,X,X,X,O,X
SJTZLIO,X,O,O,X,O,X,O,X
SJTZLOI,X,O,O,X,O,X,O,X
SJTZOIL,X,O,O,X,X,X,O,X
SJTZOLI,X,O,O,X,O,X,O,X
SJTOILZ,X,X,O,X,O,X,X,X
SJTOIZL,X,X,O,X,X,X,O,X
SJTOLIZ,X,X,O,X,O,X,X,X
SJTOLZI,X,X,O,X,O,X,X,X
SJTOZIL,X,X,O,X,X,X,O,X
SJTOZLI,X,X,O,X,O,X,O,X
SJITLZO,X,O,O,X,X,O,X,X
SJITLOZ,X,X,O,X,X,O,X,X
SJITZLO,X,O,O,X,X,X,O,X
SJITZOL,X,O,O,X,X,X,O,X
SJITOLZ,X,X,O,X,X,X,X,X
SJITOZL,X,X,O,X,X,X,O,X
SJILTZO,X,O,X,X,O,O,X,X
SJILTOZ,X,X,X,X,O,O,X,X
SJILZTO,O,O,O,X,X,X,X,X
SJILZOT,O,O,X,X,O,X,X,X
SJILOTZ,X,X,X,X,O,O,X,X
SJILOZT,X,X,X,O,O,X,X,X
SJIZTLO,O,O,O,X,X,X,X,X
SJIZTOL,O,O,O,X,X,X,X,X
SJIZLTO,O,O,O,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,X,X
SJIZOTL,O,X,O,X,X,X,X,O
SJIZOLT,O,O,X,X,X,X,X,O
SJIOTLZ,X,X,O,X,X,X,X,X
SJIOTZL,X,X,O,X,X,X,O,X
SJIOLTZ,X,X,X,X,O,X,X,X
SJIOLZT,X,X,X,O,O,X,X,O
SJIOZTL,X,X,O,O,X,X,X,O
SJIOZLT,X,X,X,O,X,X,X,O
SJLTIZO,X,O,X,X,O,O,X,X
SJLTIOZ,X,X,X,X,O,O,X,X
SJLTZIO,X,O,X,X,O,O,X,X
SJLTZOI,X,O,X,X,O,O,X,X
SJLTOIZ,X,X,X,X,O,O,X,X
SJLTOZI,X,X,X,X,O,O,X,X
SJLITZO,X,O,X,X,O,O,X,X
SJLITOZ,X,X,X,X,O,O,X,X
SJLIZTO,O,O,O,X,X,X,X,X
SJLIZOT,O,O,X,X,O,X,X,X
SJLIOTZ,X,X,X,X,O,O,X,X
SJLIOZT,X,X,X,O,O,X,X,X
SJLZTIO,O,O,O,X,X,X,X,X
SJLZTOI,O,O,O,X,X,X,X,X
SJLZITO,O,O,O,X,X,X,X,X
SJLZIOT,O,O,X,X,O,X,X,X
SJLZOTI,O,O,X,X,O,X,X,X
SJLZOIT,O,O,X,X,O,X,X,X
SJLOTIZ,X,X,X,X,O,O,X,X
SJLOTZI,X,X,X,X,O,O,X,X
SJLOITZ,X,X,X,X,O,O,X,X
SJLOIZT,X,X,X,O,O,X,X,X
SJLOZTI,X,X,X,O,O,X,X,X
SJLOZIT,X,X,X,O,O,X,X,X
SJZTILO,O,O,O,X,X,X,X,X
SJZTIOL,O,O,O,X,X,X,X,X
SJZTLIO,O,O,O,X,X,X,X,X
SJZTLOI,O,O,O,X,X,X,X,X
SJZTOIL,O,O,O,X,X,X,X,X
SJZTOLI,O,O,O,X,X,X,X,X
SJZITLO,O,O,O,X,X,X,X,X
SJZITOL,O,O,O,X,X,X,X,X
SJZILTO,O,O,O,X,X,X,X,X
SJZILOT,O,O,X,X,X,X,X,X
SJZIOTL,O,X,O,X,X,X,X,O
SJZIOLT,O,O,X,X,X,X,X,O
SJZLTIO,O,O,O,X,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X,X
SJZLITO,O,O,O,X,X,X,X,X
SJZLIOT,O,O,X,X,O,X,X,X
SJZLOTI,O,O,X,X,O,X,X,X
SJZLOIT,O,O,X,X,O,X,X,X
SJZOTIL,O,X,O,X,X,X,X,O
SJZOTLI,O,X,O,X,X,X,X,O
SJZOITL,O,X,O,X,X,X,X,O
SJZOILT,O,O,X,X,X,X,X,O
SJZOLTI,O,O,X,X,O,X,X,O
SJZOLIT,O,O,X,X,O,X,X,O
SJOTILZ,X,X,O,X,O,X,X,X
SJOTIZL,X,X,O,X,X,X,O,X
SJOTLIZ,X,X,O,X,O,X,X,X
SJOTLZI,X,X,O,X,O,X,X,X
SJOTZIL,X,X,O,X,X,X,O,X
SJOTZLI,X,X,O,X,O,X,O,X
SJOITLZ,X,X,O,X,X,X,X,X
SJOITZL,X,X,O,X,X,X,O,X
SJOILTZ,X,X,X,X,O,X,X,X
SJOILZT,X,X,X,O,O,X,X,O
SJOIZTL,X,X,O,O,X,X,X,O
SJOIZLT,X,X,X,O,X,X,X,O
SJOLTIZ,X,X,X,X,O,X,X,X
SJOLTZI,X,X,X,X,O,X,X,X
SJOLITZ,X,X,X,X,O,X,X,X
SJOLIZT,X,X,X,O,O,X,X,O
SJOLZTI,X,X,X,O,O,X,X,O
SJOLZIT,X,X,X,O,O,X,X,O
SJOZTIL,X,X,O,O,X,X,X,O
SJOZTLI,X,X,O,O,X,X,X,O
SJOZITL,X,X,O,O,X,X,X,O
SJOZILT,X,X,X,O,X,X,X,O
SJOZLTI,X,X,X,O,O,X,X,O
SJOZLIT,X,X,X,O,O,X,X,O
SZTILJO,O,O,O,X,X,O,O,X
SZTILOJ,O,O,O,X,X,O,O,X
SZTIJLO,O,O,O,X,X,X,O,X
SZTIJOL,O,O,O,X,X,X,O,X
SZTIOLJ,O,O,O,X,X,X,O,O
SZTIOJL,O,O,O,X,X,X,O,O
SZTLIJO,O,O,O,X,X,O,O,X
SZTLIOJ,O,O,O,X,X,O,O,X
SZTLJIO,O,O,O,X,X,O,O,X
SZTLJOI,O,O,O,X,X,O,O,X
SZTLOIJ,O,O,O,X,X,O,O,X
SZTLOJI,O,O,O,X,X,O,O,X
SZTJILO,O,O,O,X,X,X,O,X
SZTJIOL,O,O,O,X,X,X,O,X
SZTJLIO,O,O,O,X,X,X,O,X
