sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
LTZOJSI,O,O,O,O,O,O,O,O,O
LTZOSIJ,O,O,O,O,O,O,O,O,O
LTZOSJI,O,O,O,O,O,O,O,O,O
LTOIJSZ,O,X,X,O,O,O,O,O,X
LTOIJZS,O,X,X,O,O,O,O,O,O
LTOISJZ,O,O,O,O,O,O,X,X,X
LTOISZJ,O,O,O,O,O,O,X,X,X
LTOIZJS,O,O,O,O,O,O,O,O,O
LTOIZSJ,O,O,O,O,O,O,O,O,O
LTOJISZ,O,X,X,O,O,O,O,O,X
LTOJIZS,O,X,X,O,O,O,O,O,O
LTOJSIZ,O,X,X,O,O,O,O,O,X
LTOJSZI,O,X,X,O,O,O,O,O,X
LTOJZIS,O,X,X,O,O,O,O,O,O
LTOJZSI,O,X,X,O,O,O,O,O,O
LTOSIJZ,O,O,O,O,O,O,X,X,X
LTOSIZJ,O,O,O,O,O,O,X,X,X
LTOSJIZ,O,O,O,O,O,O,X,X,X
LTOSJZI,O,O,O,O,O,O,X,X,X
LTOSZIJ,O,O,O,O,O,O,X,X,X
LTOSZJI,O,O,O,O,O,O,X,X,X
LTOZIJS,O,O,O,O,O,O,O,O,O
LTOZISJ,O,O,O,O,O,O,O,O,O
LTOZJIS,O,O,O,O,O,O,O,O,O
LTOZJSI,O,O,O,O,O,O,O,O,O
LTOZSIJ,O,O,O,O,O,O,O,O,O
LTOZSJI,O,O,O,O,O,O,O,O,O
LITJSZO,O,X,X,O,O,O,O,O,O
LITJSOZ,O,X,X,O,O,O,O,X,O
LITJZSO,O,X,X,O,O,O,O,O,O
LITJZOS,O,X,X,O,O,O,O,O,O
LITJOSZ,O,X,X,O,O,O,O,X,X
LITJOZS,O,X,X,O,O,O,O,O,O
LITSJZO,O,O,O,O,O,O,O,X,O
LITSJOZ,O,O,O,O,O,O,O,X,O
LITSZJO,O,O,O,O,O,O,O,X,O
LITSZOJ,O,O,O,O,O,O,O,X,O
LITSOJZ,O,O,O,O,O,O,X,X,O
LITSOZJ,O,O,O,O,O,O,X,X,O
LITZJSO,O,O,O,O,O,O,O,O,O
LITZJOS,O,O,O,O,O,O,O,O,O
LITZSJO,O,O,O,O,O,O,O,O,O
LITZSOJ,O,O,O,O,O,O,O,O,O
LITZOJS,O,O,O,O,O,O,O,O,O
LITZOSJ,O,O,O,O,O,O,O,O,O
LITOJSZ,O,X,X,O,O,O,O,O,X
LITOJZS,O,X,X,O,O,O,O,O,O
LITOSJZ,O,O,O,O,O,O,X,X,X
LITOSZJ,O,O,O,O,O,O,X,X,X
LITOZJS,O,O,O,O,O,O,O,O,O
LITOZSJ,O,O,O,O,O,O,O,O,O
LIJTSZO,O,X,X,O,O,O,O,O,O
LIJTSOZ,O,X,X,O,O,O,O,X,O
LIJTZSO,O,X,X,O,O,O,O,O,O
LIJTZOS,O,X,X,O,O,O,O,O,O
LIJTOSZ,O,X,X,O,O,O,O,O,X
LIJTOZS,O,X,X,O,O,O,O,O,O
LIJSTZO,O,X,O,O,X,X,X,O,O
LIJSTOZ,O,X,X,O,X,X,X,X,O
LIJSZTO,O,X,O,O,X,X,X,O,O
LIJSZOT,O,X,O,O,X,X,X,O,O
LIJSOTZ,X,X,X,O,X,X,X,X,O
LIJSOZT,O,X,O,O,X,X,X,X,O
LIJZTSO,O,X,O,O,X,X,O,O,O
LIJZTOS,O,X,O,O,O,X,O,O,O
LIJZSTO,O,X,O,O,X,X,O,O,O
LIJZSOT,O,X,O,O,O,X,O,O,O
LIJZOTS,O,X,X,X,O,X,O,O,O
LIJZOST,O,X,X,X,O,X,O,O,O
LIJOTSZ,O,X,X,O,O,O,O,O,X
LIJOTZS,O,X,X,O,O,O,O,O,O
LIJOSTZ,X,X,X,O,X,X,X,O,O
LIJOSZT,O,X,X,O,X,X,X,O,O
LIJOZTS,O,X,X,X,O,X,O,O,O
LIJOZST,O,X,X,X,O,X,O,O,O
LISTJZO,O,O,O,O,O,O,X,X,O
LISTJOZ,O,O,O,O,O,O,X,X,O
LISTZJO,O,O,O,O,O,O,X,X,O
LISTZOJ,O,O,O,O,O,O,X,X,O
LISTOJZ,O,O,O,O,O,O,X,X,O
LISTOZJ,O,O,O,O,O,O,X,X,O
LISJTZO,O,O,O,O,X,X,X,O,O
LISJTOZ,O,O,O,O,X,X,X,X,O
LISJZTO,O,O,O,O,X,X,X,O,O
LISJZOT,O,O,O,O,X,X,X,O,O
LISJOTZ,X,X,X,O,X,X,X,X,O
LISJOZT,O,X,O,O,X,X,X,X,O
LISZTJO,O,O,O,O,X,X,X,O,O
LISZTOJ,O,O,O,O,X,X,X,O,O
LISZJTO,O,O,O,O,X,X,X,O,O
LISZJOT,O,O,O,O,O,X,X,O,O
LISZOTJ,O,O,O,O,X,X,X,O,O
LISZOJT,X,O,O,O,O,X,X,O,O
LISOTJZ,X,O,O,O,O,O,X,X,O
LISOTZJ,X,O,O,O,O,O,X,X,O
LISOJTZ,X,X,X,O,X,X,X,O,O
LISOJZT,X,X,O,O,X,X,X,O,O
LISOZTJ,X,O,O,O,X,X,X,O,O
LISOZJT,X,O,O,O,O,X,X,O,O
LIZTJSO,O,O,O,O,O,O,O,O,O
LIZTJOS,O,O,O,O,O,O,O,O,O
LIZTSJO,O,O,O,O,O,O,O,O,O
LIZTSOJ,O,O,O,O,O,O,O,O,O
LIZTOJS,O,O,O,O,O,O,O,O,O
LIZTOSJ,O,O,O,O,O,O,O,O,O
LIZJTSO,O,O,O,O,X,X,O,O,O
LIZJTOS,O,O,O,O,O,X,O,O,O
LIZJSTO,O,O,O,O,X,X,O,O,O
LIZJSOT,O,O,O,O,O,X,O,O,O
LIZJOTS,O,X,X,X,O,X,O,O,O
LIZJOST,O,X,X,X,O,X,O,O,O
LIZSTJO,O,O,O,O,X,X,O,O,O
LIZSTOJ,O,O,O,O,X,X,O,O,O
LIZSJTO,O,O,O,O,X,X,O,O,O
LIZSJOT,O,O,O,O,O,X,O,O,O
LIZSOTJ,O,O,O,O,X,X,O,O,O
LIZSOJT,X,O,O,O,O,X,O,O,O
LIZOTJS,O,X,X,X,O,O,O,O,O
LIZOTSJ,O,X,X,X,O,O,O,O,O
LIZOJTS,O,X,X,X,O,X,O,O,O
LIZOJST,O,X,X,X,O,X,O,O,O
LIZOSTJ,O,X,X,X,X,X,O,O,O
LIZOSJT,X,X,X,X,O,X,O,O,O
LIOTJSZ,O,X,X,O,O,O,O,O,X
LIOTJZS,O,X,X,O,O,O,O,O,O
LIOTSJZ,O,X,X,O,O,O,X,X,X
LIOTSZJ,O,X,X,O,O,O,X,X,X
LIOTZJS,O,X,X,O,O,O,O,O,O
LIOTZSJ,O,X,X,O,O,O,O,O,O
LIOJTSZ,O,X,X,O,O,O,O,O,X
LIOJTZS,O,X,X,O,O,O,O,O,O
LIOJSTZ,X,X,X,O,X,X,X,O,O
LIOJSZT,O,X,X,O,X,X,X,O,O
LIOJZTS,O,X,X,X,O,X,O,O,O
LIOJZST,O,X,X,X,O,X,O,O,O
LIOSTJZ,X,X,X,O,O,O,X,X,O
LIOSTZJ,X,X,X,O,O,O,X,X,O
LIOSJTZ,X,X,X,O,X,X,X,O,O
LIOSJZT,X,X,X,O,X,X,X,O,O
LIOSZTJ,X,X,X,O,X,X,X,O,O
LIOSZJT,X,X,X,O,O,X,X,O,O
LIOZTJS,O,X,X,X,O,O,O,O,O
LIOZTSJ,O,X,X,X,O,O,O,O,O
LIOZJTS,O,X,X,X,O,X,O,O,O
LIOZJST,O,X,X,X,O,X,O,O,O
LIOZSTJ,O,X,X,X,X,X,O,O,O
LIOZSJT,X,X,X,X,O,X,O,O,O
LJTISZO,O,X,X,O,O,O,O,O,O
LJTISOZ,O,X,X,O,O,O,O,X,O
LJTIZSO,O,X,X,O,O,O,O,O,O
LJTIZOS,O,X,X,O,O,O,O,O,O
LJTIOSZ,O,X,X,O,O,O,O,O,X
LJTIOZS,O,X,X,O,O,O,O,O,O
LJTSIZO,O,X,X,O,O,O,O,O,O
LJTSIOZ,O,X,X,O,O,O,O,X,O
LJTSZIO,O,X,X,O,O,O,O,O,O
LJTSZOI,O,X,X,O,O,O,O,O,O
LJTSOIZ,O,X,X,O,O,O,O,X,O
LJTSOZI,O,X,X,O,O,O,O,X,O
LJTZISO,O,X,X,O,O,O,O,O,O
LJTZIOS,O,X,X,O,O,O,O,O,O
LJTZSIO,O,X,X,O,O,O,O,O,O
LJTZSOI,O,X,X,O,O,O,O,O,O
LJTZOIS,O,X,X,O,O,O,O,O,O
LJTZOSI,O,X,X,O,O,O,O,O,O
LJTOISZ,O,X,X,O,O,O,O,O,X
LJTOIZS,O,X,X,O,O,O,O,O,O
LJTOSIZ,O,X,X,O,O,O,O,O,X
LJTOSZI,O,X,X,O,O,O,O,O,X
LJTOZIS,O,X,X,O,O,O,O,O,O
LJTOZSI,O,X,X,O,O,O,O,O,O
LJITSZO,O,X,X,O,O,O,O,O,O
LJITSOZ,O,X,X,O,O,O,O,X,O
LJITZSO,O,X,X,O,O,O,O,O,O
LJITZOS,O,X,X,O,O,O,O,O,O
LJITOSZ,O,X,X,O,O,O,O,O,X
LJITOZS,O,X,X,O,O,O,O,O,O
LJISTZO,O,X,O,O,X,X,X,O,O
LJISTOZ,O,X,X,O,X,X,X,X,O
LJISZTO,O,X,O,O,X,X,X,O,O
LJISZOT,O,X,O,O,X,X,X,O,O
LJISOTZ,X,X,X,O,X,X,X,X,O
LJISOZT,O,X,O,O,X,X,X,X,O
LJIZTSO,O,X,O,O,X,X,O,O,O
LJIZTOS,O,X,O,O,O,X,O,O,O
LJIZSTO,O,X,O,O,X,X,O,O,O
LJIZSOT,O,X,O,O,O,X,O,O,O
LJIZOTS,O,X,X,X,O,X,O,O,O
LJIZOST,O,X,X,X,O,X,O,O,O
LJIOTSZ,O,X,X,O,O,O,O,O,X
LJIOTZS,O,X,X,O,O,O,O,O,O
LJIOSTZ,X,X,X,O,X,X,X,O,O
LJIOSZT,O,X,X,O,X,X,X,O,O
LJIOZTS,O,X,X,X,O,X,O,O,O
LJIOZST,O,X,X,X,O,X,O,O,O
LJSTIZO,O,X,O,O,X,O,X,O,O
LJSTIOZ,O,X,X,O,X,O,X,X,O
LJSTZIO,O,X,O,O,X,O,X,O,O
LJSTZOI,O,X,O,O,X,O,X,O,O
LJSTOIZ,O,X,X,O,X,O,X,X,O
LJSTOZI,O,X,X,O,X,O,X,X,O
LJSITZO,O,X,O,O,X,X,X,O,O
LJSITOZ,O,X,X,O,X,X,X,X,O
LJSIZTO,O,X,O,O,X,X,X,O,O
LJSIZOT,O,X,O,O,X,X,X,O,O
LJSIOTZ,X,X,X,O,X,X,X,X,O
LJSIOZT,O,X,O,O,X,X,X,X,O
LJSZTIO,O,X,O,O,X,X,X,O,O
LJSZTOI,O,X,O,O,X,X,X,O,O
LJSZITO,O,X,O,O,X,X,X,O,O
LJSZIOT,O,X,O,O,X,X,X,O,O
LJSZOTI,O,X,O,O,X,X,X,O,O
LJSZOIT,O,X,O,O,X,X,X,O,O
LJSOTIZ,X,X,X,O,X,O,X,X,O
LJSOTZI,X,X,X,O,X,O,X,X,O
LJSOITZ,X,X,X,O,X,X,X,X,O
LJSOIZT,O,X,O,O,X,X,X,X,O
LJSOZTI,O,X,O,O,X,X,X,X,O
LJSOZIT,O,X,O,O,X,X,X,X,O
LJZTISO,O,X,O,O,O,X,O,O,O
LJZTIOS,O,X,O,O,O,X,O,O,O
LJZTSIO,O,X,O,O,O,X,O,O,O
LJZTSOI,O,X,O,O,O,X,O,O,O
LJZTOIS,O,X,O,O,O,X,O,O,O
LJZTOSI,O,X,O,O,O,X,O,O,O
LJZITSO,O,X,O,O,X,X,O,O,O
LJZITOS,O,X,O,O,O,X,O,O,O
LJZISTO,O,X,O,O,X,X,O,O,O
LJZISOT,O,X,O,O,O,X,O,O,O
LJZIOTS,O,X,X,X,O,X,O,O,O
LJZIOST,O,X,X,X,O,X,O,O,O
LJZSTIO,O,X,O,O,X,X,O,O,O
LJZSTOI,O,X,O,O,X,X,O,O,O
LJZSITO,O,X,O,O,X,X,O,O,O
LJZSIOT,O,X,O,O,O,X,O,O,O
LJZSOTI,O,X,O,O,O,X,O,O,O
LJZSOIT,O,X,O,O,O,X,O,O,O
LJZOTIS,O,X,X,X,O,X,O,O,O
LJZOTSI,O,X,X,X,O,X,O,O,O
LJZOITS,O,X,X,X,O,X,O,O,O
LJZOIST,O,X,X,X,O,X,O,O,O
LJZOSTI,O,X,X,X,O,X,O,O,O
LJZOSIT,O,X,X,X,O,X,O,O,O
LJOTISZ,O,X,X,O,O,O,O,O,X
LJOTIZS,O,X,X,O,O,O,O,O,O
LJOTSIZ,O,X,X,O,O,O,O,O,X
LJOTSZI,O,X,X,O,O,O,O,O,X
LJOTZIS,O,X,X,O,O,O,O,O,O
LJOTZSI,O,X,X,O,O,O,O,O,O
LJOITSZ,O,X,X,O,O,O,O,O,X
LJOITZS,O,X,X,O,O,O,O,O,O
LJOISTZ,X,X,X,O,X,X,X,O,O
LJOISZT,O,X,X,O,X,X,X,O,O
LJOIZTS,O,X,X,X,O,X,O,O,O
LJOIZST,O,X,X,X,O,X,O,O,O
LJOSTIZ,X,X,X,O,X,O,X,O,O
LJOSTZI,X,X,X,O,X,O,X,O,O
LJOSITZ,X,X,X,O,X,X,X,O,O
LJOSIZT,O,X,X,O,X,X,X,O,O
LJOSZTI,O,X,X,O,X,X,X,O,O
LJOSZIT,O,X,X,O,X,X,X,O,O
LJOZTIS,O,X,X,X,O,X,O,O,O
LJOZTSI,O,X,X,X,O,X,O,O,O
LJOZITS,O,X,X,X,O,X,O,O,O
LJOZIST,O,X,X,X,O,X,O,O,O
LJOZSTI,O,X,X,X,O,X,O,O,O
LJOZSIT,O,X,X,X,O,X,O,O,O
LSTIJZO,O,O,O,O,O,O,X,X,O
LSTIJOZ,O,O,O,O,O,O,X,X,O
LSTIZJO,O,O,O,O,O,O,X,X,O
LSTIZOJ,O,O,O,O,O,O,X,X,O
LSTIOJZ,O,O,O,O,O,O,X,X,O
LSTIOZJ,O,O,O,O,O,O,X,X,O
LSTJIZO,O,O,O,O,O,O,X,X,O
LSTJIOZ,O,O,O,O,O,O,X,X,O
LSTJZIO,O,O,O,O,O,O,X,X,O
LSTJZOI,O,O,O,O,O,O,X,X,O
LSTJOIZ,O,O,O,O,O,O,X,X,O
LSTJOZI,O,O,O,O,O,O,X,X,O
LSTZIJO,O,O,O,O,O,O,X,X,O
LSTZIOJ,O,O,O,O,O,O,X,X,O
LSTZJIO,O,O,O,O,O,O,X,X,O
LSTZJOI,O,O,O,O,O,O,X,X,O
LSTZOIJ,O,O,O,O,O,O,X,X,O
LSTZOJI,O,O,O,O,O,O,X,X,O
LSTOIJZ,O,O,O,O,O,O,X,X,O
LSTOIZJ,O,O,O,O,O,O,X,X,O
LSTOJIZ,O,O,O,O,O,O,X,X,O
LSTOJZI,O,O,O,O,O,O,X,X,O
LSTOZIJ,O,O,O,O,O,O,X,X,O
LSTOZJI,O,O,O,O,O,O,X,X,O
LSITJZO,O,O,O,O,O,O,X,X,O
LSITJOZ,O,O,O,O,O,O,X,X,O
LSITZJO,O,O,O,O,O,O,X,X,O
LSITZOJ,O,O,O,O,O,O,X,X,O
LSITOJZ,O,O,O,O,O,O,X,X,O
LSITOZJ,O,O,O,O,O,O,X,X,O
LSIJTZO,O,O,O,O,X,X,X,O,O
LSIJTOZ,O,O,O,O,X,X,X,X,O
LSIJZTO,O,O,O,O,X,X,X,O,O
LSIJZOT,O,O,O,O,X,X,X,O,O
LSIJOTZ,X,X,X,O,X,X,X,X,O
LSIJOZT,O,X,O,O,X,X,X,X,O
LSIZTJO,O,O,O,O,X,X,X,O,O
LSIZTOJ,O,O,O,O,X,X,X,O,O
LSIZJTO,O,O,O,O,X,X,X,O,O
LSIZJOT,O,O,O,O,O,X,X,O,O
LSIZOTJ,O,O,O,O,X,X,X,O,O
LSIZOJT,X,O,O,O,O,X,X,O,O
LSIOTJZ,X,O,O,O,O,O,X,X,O
LSIOTZJ,X,O,O,O,O,O,X,X,O
LSIOJTZ,X,X,X,O,X,X,X,O,O
LSIOJZT,X,X,O,O,X,X,X,O,O
LSIOZTJ,X,O,O,O,X,X,X,O,O
LSIOZJT,X,O,O,O,O,X,X,O,O
LSJTIZO,O,O,O,O,X,O,X,O,O
LSJTIOZ,O,O,O,O,X,O,X,X,O
LSJTZIO,O,O,O,O,X,O,X,O,O
LSJTZOI,O,O,O,O,X,O,X,O,O
LSJTOIZ,O,O,O,O,X,O,X,X,O
LSJTOZI,O,O,O,O,X,O,X,X,O
LSJITZO,O,O,O,O,X,X,X,O,O
LSJITOZ,O,O,O,O,X,X,X,X,O
LSJIZTO,O,O,O,O,X,X,X,O,O
LSJIZOT,O,O,O,O,X,X,X,O,O
LSJIOTZ,X,X,X,O,X,X,X,X,O
LSJIOZT,O,X,O,O,X,X,X,X,O
LSJZTIO,O,O,O,O,X,X,X,O,O
LSJZTOI,O,O,O,O,X,X,X,O,O
LSJZITO,O,O,O,O,X,X,X,O,O
LSJZIOT,O,O,O,O,X,X,X,O,O
LSJZOTI,O,O,O,O,X,X,X,O,O
LSJZOIT,O,O,O,O,X,X,X,O,O
LSJOTIZ,X,X,X,O,X,O,X,X,O
LSJOTZI,X,X,X,O,X,O,X,X,O
LSJOITZ,X,X,X,O,X,X,X,X,O
LSJOIZT,O,X,O,O,X,X,X,X,O
LSJOZTI,O,X,O,O,X,X,X,X,O
LSJOZIT,O,X,O,O,X,X,X,X,O
LSZTIJO,O,O,O,O,O,O,X,O,O
LSZTIOJ,O,O,O,O,O,O,X,O,O
LSZTJIO,O,O,O,O,O,O,X,O,O
LSZTJOI,O,O,O,O,O,O,X,O,O
LSZTOIJ,O,O,O,O,O,O,X,O,O
LSZTOJI,O,O,O,O,O,O,X,O,O
LSZITJO,O,O,O,O,X,X,X,O,O
LSZITOJ,O,O,O,O,X,X,X,O,O
LSZIJTO,O,O,O,O,X,X,X,O,O
LSZIJOT,O,O,O,O,O,X,X,O,O
LSZIOTJ,O,O,O,O,X,X,X,O,O
LSZIOJT,X,O,O,O,O,X,X,O,O
LSZJTIO,O,O,O,O,X,X,X,O,O
LSZJTOI,O,O,O,O,X,X,X,O,O
LSZJITO,O,O,O,O,X,X,X,O,O
LSZJIOT,O,O,O,O,O,X,X,O,O
LSZJOTI,O,O,O,O,O,X,X,O,O
LSZJOIT,O,O,O,O,O,X,X,O,O
LSZOTIJ,O,O,O,O,O,O,X,O,O
LSZOTJI,O,O,O,O,O,O,X,O,O
LSZOITJ,O,O,O,O,X,X,X,O,O
LSZOIJT,X,O,O,O,O,X,X,O,O
LSZOJTI,X,O,O,O,O,X,X,O,O
LSZOJIT,X,O,O,O,O,X,X,O,O
LSOTIJZ,X,O,O,O,O,O,X,X,O
LSOTIZJ,X,O,O,O,O,O,X,X,O
LSOTJIZ,X,O,O,O,O,O,X,X,O
LSOTJZI,X,O,O,O,O,O,X,X,O
LSOTZIJ,X,O,O,O,O,O,X,X,O
LSOTZJI,X,O,O,O,O,O,X,X,O
LSOITJZ,X,O,O,O,O,O,X,X,O
LSOITZJ,X,O,O,O,O,O,X,X,O
LSOIJTZ,X,X,X,O,X,X,X,O,O
LSOIJZT,X,X,O,O,X,X,X,O,O
LSOIZTJ,X,O,O,O,X,X,X,O,O
LSOIZJT,X,O,O,O,O,X,X,O,O
LSOJTIZ,X,X,X,O,X,O,X,O,O
LSOJTZI,X,X,X,O,X,O,X,O,O
LSOJITZ,X,X,X,O,X,X,X,O,O
LSOJIZT,X,X,O,O,X,X,X,O,O
LSOJZTI,X,X,O,O,X,X,X,O,O
LSOJZIT,X,X,O,O,X,X,X,O,O
LSOZTIJ,X,O,O,O,O,O,X,O,O
LSOZTJI,X,O,O,O,O,O,X,O,O
LSOZITJ,X,O,O,O,X,X,X,O,O
LSOZIJT,X,O,O,O,O,X,X,O,O
LSOZJTI,X,O,O,O,O,X,X,O,O
LSOZJIT,X,O,O,O,O,X,X,O,O
LZTIJSO,O,O,O,O,O,O,O,O,O
LZTIJOS,O,O,O,O,O,O,O,O,O
LZTISJO,O,O,O,O,O,O,O,O,O
LZTISOJ,O,O,O,O,O,O,O,O,O
LZTIOJS,O,O,O,O,O,O,O,O,O
LZTIOSJ,O,O,O,O,O,O,O,O,O
LZTJISO,O,O,O,O,O,O,O,O,O
LZTJIOS,O,O,O,O,O,O,O,O,O
LZTJSIO,O,O,O,O,O,O,O,O,O
LZTJSOI,O,O,O,O,O,O,O,O,O
LZTJOIS,O,O,O,O,O,O,O,O,O
LZTJOSI,O,O,O,O,O,O,O,O,O
LZTSIJO,O,O,O,O,O,O,O,O,O
LZTSIOJ,O,O,O,O,O,O,O,O,O
LZTSJIO,O,O,O,O,O,O,O,O,O
LZTSJOI,O,O,O,O,O,O,O,O,O
LZTSOIJ,O,O,O,O,O,O,O,O,O
LZTSOJI,O,O,O,O,O,O,O,O,O
LZTOIJS,O,O,O,O,O,O,O,O,O
LZTOISJ,O,O,O,O,O,O,O,O,O
LZTOJIS,O,O,O,O,O,O,O,O,O
LZTOJSI,O,O,O,O,O,O,O,O,O
LZTOSIJ,O,O,O,O,O,O,O,O,O
LZTOSJI,O,O,O,O,O,O,O,O,O
LZITJSO,O,O,O,O,O,O,O,O,O
LZITJOS,O,O,O,O,O,O,O,O,O
LZITSJO,O,O,O,O,O,O,O,O,O
LZITSOJ,O,O,O,O,O,O,O,O,O
LZITOJS,O,O,O,O,O,O,O,O,O
LZITOSJ,O,O,O,O,O,O,O,O,O
LZIJTSO,O,O,O,O,X,X,O,O,O
LZIJTOS,O,O,O,O,O,X,O,O,O
LZIJSTO,O,O,O,O,X,X,O,O,O
LZIJSOT,O,O,O,O,O,X,O,O,O
LZIJOTS,O,X,X,X,O,X,O,O,O
LZIJOST,O,X,X,X,O,X,O,O,O
LZISTJO,O,O,O,O,X,X,O,O,O
LZISTOJ,O,O,O,O,X,X,O,O,O
LZISJTO,O,O,O,O,X,X,O,O,O
LZISJOT,O,O,O,O,O,X,O,O,O
LZISOTJ,O,O,O,O,X,X,O,O,O
LZISOJT,X,O,O,O,O,X,O,O,O
LZIOTJS,O,X,X,X,O,O,O,O,O
LZIOTSJ,O,X,X,X,O,O,O,O,O
LZIOJTS,O,X,X,X,O,X,O,O,O
LZIOJST,O,X,X,X,O,X,O,O,O
LZIOSTJ,O,X,X,X,X,X,O,O,O
LZIOSJT,X,X,X,X,O,X,O,O,O
LZJTISO,O,O,O,O,O,X,O,O,O
LZJTIOS,O,O,O,O,O,X,O,O,O
LZJTSIO,O,O,O,O,O,X,O,O,O
LZJTSOI,O,O,O,O,O,X,O,O,O
LZJTOIS,O,O,O,O,O,X,O,O,O
LZJTOSI,O,O,O,O,O,X,O,O,O
LZJITSO,O,O,O,O,X,X,O,O,O
LZJITOS,O,O,O,O,O,X,O,O,O
LZJISTO,O,O,O,O,X,X,O,O,O
LZJISOT,O,O,O,O,O,X,O,O,O
LZJIOTS,O,X,X,X,O,X,O,O,O
LZJIOST,O,X,X,X,O,X,O,O,O
LZJSTIO,O,O,O,O,X,X,O,O,O
LZJSTOI,O,O,O,O,X,X,O,O,O
LZJSITO,O,O,O,O,X,X,O,O,O
LZJSIOT,O,O,O,O,O,X,O,O,O
LZJSOTI,O,O,O,O,O,X,O,O,O
LZJSOIT,O,O,O,O,O,X,O,O,O
LZJOTIS,O,X,X,X,O,X,O,O,O
LZJOTSI,O,X,X,X,O,X,O,O,O
LZJOITS,O,X,X,X,O,X,O,O,O
LZJOIST,O,X,X,X,O,X,O,O,O
LZJOSTI,O,X,X,X,O,X,O,O,O
LZJOSIT,O,X,X,X,O,X,O,O,O
LZSTIJO,O,O,O,O,O,O,O,O,O
LZSTIOJ,O,O,O,O,O,O,O,O,O
LZSTJIO,O,O,O,O,O,O,O,O,O
LZSTJOI,O,O,O,O,O,O,O,O,O
LZSTOIJ,O,O,O,O,O,O,O,O,O
LZSTOJI,O,O,O,O,O,O,O,O,O
LZSITJO,O,O,O,O,X,X,O,O,O
LZSITOJ,O,O,O,O,X,X,O,O,O
LZSIJTO,O,O,O,O,X,X,O,O,O
LZSIJOT,O,O,O,O,O,X,O,O,O
LZSIOTJ,O,O,O,O,X,X,O,O,O
LZSIOJT,X,O,O,O,O,X,O,O,O
LZSJTIO,O,O,O,O,X,X,O,O,O
LZSJTOI,O,O,O,O,X,X,O,O,O
LZSJITO,O,O,O,O,X,X,O,O,O
LZSJIOT,O,O,O,O,O,X,O,O,O
LZSJOTI,O,O,O,O,O,X,O,O,O
LZSJOIT,O,O,O,O,O,X,O,O,O
LZSOTIJ,O,O,O,O,O,O,O,O,O
LZSOTJI,O,O,O,O,O,O,O,O,O
LZSOITJ,O,O,O,O,X,X,O,O,O
LZSOIJT,X,O,O,O,O,X,O,O,O
LZSOJTI,X,O,O,O,O,X,O,O,O
LZSOJIT,X,O,O,O,O,X,O,O,O
LZOTIJS,O,X,X,X,O,O,O,O,O
LZOTISJ,O,X,X,X,O,O,O,O,O
LZOTJIS,O,X,X,X,O,O,O,O,O
LZOTJSI,O,X,X,X,O,O,O,O,O
LZOTSIJ,O,X,X,X,O,O,O,O,O
LZOTSJI,O,X,X,X,O,O,O,O,O
LZOITJS,O,X,X,X,O,O,O,O,O
LZOITSJ,O,X,X,X,O,O,O,O,O
LZOIJTS,O,X,X,X,O,X,O,O,O
LZOIJST,O,X,X,X,O,X,O,O,O
LZOISTJ,O,X,X,X,X,X,O,O,O
LZOISJT,X,X,X,X,O,X,O,O,O
LZOJTIS,O,X,X,X,O,X,O,O,O
LZOJTSI,O,X,X,X,O,X,O,O,O
LZOJITS,O,X,X,X,O,X,O,O,O
LZOJIST,O,X,X,X,O,X,O,O,O
LZOJSTI,O,X,X,X,O,X,O,O,O
LZOJSIT,O,X,X,X,O,X,O,O,O
LZOSTIJ,O,X,X,X,O,O,O,O,O
LZOSTJI,O,X,X,X,O,O,O,O,O
LZOSITJ,O,X,X,X,X,X,O,O,O
LZOSIJT,X,X,X,X,O,X,O,O,O
LZOSJTI,X,X,X,X,O,X,O,O,O
LZOSJIT,X,X,X,X,O,X,O,O,O
LOTIJSZ,O,X,X,O,O,O,O,O,X
LOTIJZS,O,X,X,O,O,O,O,O,O
LOTISJZ,O,X,X,O,O,O,X,X,X
LOTISZJ,O,X,X,O,O,O,X,X,X
LOTIZJS,O,X,X,O,O,O,O,O,O
LOTIZSJ,O,X,X,O,O,O,O,O,O
LOTJISZ,O,X,X,O,O,O,O,O,X
LOTJIZS,O,X,X,O,O,O,O,O,O
LOTJSIZ,O,X,X,O,O,O,O,O,X
LOTJSZI,O,X,X,O,O,O,O,O,X
LOTJZIS,O,X,X,O,O,O,O,O,O
LOTJZSI,O,X,X,O,O,O,O,O,O
LOTSIJZ,O,X,X,O,O,O,X,X,X
