sequence,v115@6gC8IeB8GeC8AeA8CeH8AeE8Je2/IvhFRbBzcBUhB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex6IvhFOhB8hB6kBT?gB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB8hBmgB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB2iB8kBF?hBfrBCsB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeaBJvhFzcBxfB3iBG?lBcrBlpB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jem7IvhFzcBxfB3iB6?kBllBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbByhB8kBW?mB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFFcB2iBClBx?mB/lBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex7IvhF8hBmfBzgB3?iB6kBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhF8kBliBRmBC?mB3mBmqB
LSZOTIJ,O,O,O,O,O,O,O,X,X,X
LSZOTJI,O,O,O,O,O,O,O,X,X,X
LSZOITJ,O,O,O,O,O,X,X,X,X,X
LSZOIJT,O,O,O,O,O,O,X,X,X,X
LSZOJTI,O,O,O,O,O,X,X,X,X,X
LSZOJIT,O,O,O,O,O,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,O,X,X,X
LSOTIZJ,X,O,O,O,X,X,O,X,X,X
LSOTJIZ,O,O,O,O,X,X,O,X,X,X
LSOTJZI,O,O,O,O,X,X,O,X,X,X
LSOTZIJ,O,O,O,O,X,X,O,X,X,X
LSOTZJI,O,O,O,O,X,X,O,X,X,X
LSOITJZ,X,O,O,X,X,X,O,O,X,X
LSOITZJ,X,O,O,X,X,X,O,O,X,X
LSOIJTZ,O,O,X,X,X,O,X,O,X,X
LSOIJZT,O,O,O,X,X,O,X,O,X,X
LSOIZTJ,X,O,O,X,X,X,X,O,X,X
LSOIZJT,X,O,O,X,X,X,X,O,X,X
LSOJTIZ,O,O,O,O,X,X,X,X,X,X
LSOJTZI,O,O,O,O,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,X,X,O,X,X
LSOJIZT,O,O,O,X,X,X,X,O,X,X
LSOJZTI,O,O,O,O,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,X,X,X,X
LSOZTIJ,O,O,O,O,O,O,X,X,X,X
LSOZTJI,O,O,O,O,O,O,X,X,X,X
LSOZITJ,O,O,O,O,O,X,X,X,X,X
LSOZIJT,O,O,O,O,O,O,X,X,X,X
LSOZJTI,O,O,O,O,O,X,X,X,X,X
LSOZJIT,O,O,O,O,O,X,X,X,X,X
LZTIJSO,O,O,O,X,X,O,O,X,X,X
LZTIJOS,O,O,O,O,X,X,O,X,X,O
LZTISJO,O,O,O,X,X,O,X,X,X,X
LZTISOJ,O,O,O,X,O,O,X,X,X,O
LZTIOJS,O,O,O,O,X,X,O,X,X,O
LZTIOSJ,O,O,O,X,X,X,X,X,X,O
LZTJISO,O,O,O,X,O,O,O,X,X,X
LZTJIOS,O,O,O,O,X,X,O,X,X,X
LZTJSIO,O,O,O,O,O,O,O,X,X,X
LZTJSOI,O,O,O,O,O,O,O,X,X,X
LZTJOIS,O,O,O,O,X,X,O,X,X,X
LZTJOSI,O,O,O,O,X,X,O,X,X,X
LZTSIJO,O,O,O,O,X,O,O,X,X,X
LZTSIOJ,O,O,O,O,O,O,O,X,X,X
LZTSJIO,O,O,O,O,O,O,O,X,X,X
LZTSJOI,O,O,O,O,O,O,O,X,X,X
LZTSOIJ,O,O,O,O,O,O,O,X,X,X
LZTSOJI,O,O,O,O,O,O,O,X,X,X
LZTOIJS,O,O,O,O,X,X,O,X,X,O
LZTOISJ,O,O,O,X,X,X,X,X,X,O
LZTOJIS,O,O,O,O,X,X,O,X,X,X
LZTOJSI,O,O,O,O,X,X,O,X,X,X
LZTOSIJ,O,O,O,O,X,X,O,X,X,X
LZTOSJI,O,O,O,O,X,X,O,X,X,X
LZITJSO,O,O,X,X,X,X,X,O,X,X
LZITJOS,O,O,X,O,X,X,X,O,X,X
LZITSJO,O,O,X,X,X,X,X,O,X,X
LZITSOJ,O,O,X,X,O,X,X,O,X,X
LZITOJS,O,O,X,O,X,X,X,O,X,X
LZITOSJ,X,O,X,X,X,X,X,O,X,X
LZIJTSO,O,X,X,X,O,X,X,O,X,X
LZIJTOS,O,X,X,O,X,X,X,O,X,X
LZIJSTO,O,X,X,O,O,X,X,O,X,X
LZIJSOT,O,X,X,O,O,O,X,O,X,X
LZIJOTS,O,X,X,O,X,X,X,O,X,X
LZIJOST,O,X,X,O,O,X,X,O,X,X
LZISTJO,O,O,X,O,X,X,X,O,X,X
LZISTOJ,O,O,X,O,O,X,X,O,X,X
LZISJTO,O,O,X,O,O,X,X,O,X,X
LZISJOT,O,O,X,O,O,O,X,O,X,X
LZISOTJ,O,O,X,O,O,X,X,O,X,X
LZISOJT,O,O,X,O,O,O,X,O,X,X
LZIOTJS,O,O,X,O,X,X,X,O,X,X
LZIOTSJ,X,O,X,X,X,X,X,O,X,X
LZIOJTS,O,X,X,O,X,X,X,O,X,X
LZIOJST,O,X,X,O,X,X,X,O,X,X
LZIOSTJ,O,O,X,O,O,X,X,O,X,X
LZIOSJT,O,O,X,O,O,X,X,O,X,X
LZJTISO,O,X,X,X,O,X,X,X,X,X
LZJTIOS,O,X,X,O,X,X,X,X,X,X
LZJTSIO,O,X,X,O,O,X,X,X,X,X
LZJTSOI,O,X,X,O,O,X,X,X,X,X
LZJTOIS,O,X,X,O,X,X,X,X,X,X
LZJTOSI,O,X,X,O,X,X,X,X,X,X
LZJITSO,O,X,X,X,O,X,X,O,X,X
LZJITOS,O,X,X,O,X,X,X,O,X,X
LZJISTO,O,X,X,O,O,X,X,O,X,X
LZJISOT,O,X,X,O,O,X,X,O,X,X
LZJIOTS,O,X,X,O,X,X,X,O,X,X
LZJIOST,O,X,X,O,O,X,X,O,X,X
LZJSTIO,O,X,O,O,O,X,X,X,X,X
LZJSTOI,O,X,O,O,O,X,X,X,X,X
LZJSITO,O,X,O,O,O,X,X,X,X,X
LZJSIOT,O,X,O,O,O,X,X,X,X,X
LZJSOTI,O,X,O,O,O,X,X,X,X,X
LZJSOIT,O,X,O,O,O,X,X,X,X,X
LZJOTIS,O,X,X,O,X,X,X,X,X,X
LZJOTSI,X,X,X,O,X,X,X,X,X,X
LZJOITS,O,X,X,O,X,X,X,O,X,X
LZJOIST,O,X,X,O,O,X,X,O,X,X
LZJOSTI,O,X,O,O,O,X,X,X,X,X
LZJOSIT,O,X,O,O,O,X,X,X,X,X
LZSTIJO,O,O,O,O,X,O,O,X,X,X
LZSTIOJ,O,O,O,O,O,O,O,X,X,X
LZSTJIO,O,O,O,O,O,O,O,X,X,X
LZSTJOI,O,O,O,O,O,O,O,X,X,X
LZSTOIJ,O,O,O,O,O,O,O,X,X,X
LZSTOJI,O,O,O,O,O,O,O,X,X,X
LZSITJO,O,O,O,O,X,X,X,X,X,X
LZSITOJ,O,O,O,O,O,X,X,X,X,X
LZSIJTO,O,O,O,O,O,X,X,X,X,X
LZSIJOT,O,O,O,O,O,O,X,X,X,X
LZSIOTJ,O,O,O,O,O,X,X,X,X,X
LZSIOJT,O,O,O,O,O,O,X,X,X,X
LZSJTIO,O,O,O,O,O,X,X,X,X,X
LZSJTOI,O,O,O,O,O,X,X,X,X,X
LZSJITO,O,O,O,O,O,X,X,X,X,X
LZSJIOT,O,O,O,O,O,X,X,X,X,X
LZSJOTI,O,O,O,O,O,X,X,X,X,X
LZSJOIT,O,O,O,O,O,X,X,X,X,X
LZSOTIJ,O,O,O,O,O,O,O,X,X,X
LZSOTJI,O,O,O,O,O,O,O,X,X,X
LZSOITJ,O,O,O,O,O,X,X,X,X,X
LZSOIJT,O,O,O,O,O,O,X,X,X,X
LZSOJTI,O,O,O,O,O,X,X,X,X,X
LZSOJIT,O,O,O,O,O,X,X,X,X,X
LZOTIJS,O,O,O,O,X,X,O,X,X,O
LZOTISJ,X,O,O,X,X,X,X,X,X,O
LZOTJIS,O,O,O,O,X,X,O,X,X,X
LZOTJSI,X,O,O,O,X,X,O,X,X,X
LZOTSIJ,X,O,O,O,X,X,O,X,X,X
LZOTSJI,X,O,O,O,X,X,O,X,X,X
LZOITJS,O,O,X,O,X,X,X,O,X,X
LZOITSJ,X,O,X,X,X,X,X,O,X,X
LZOIJTS,O,X,X,O,X,X,X,O,X,X
LZOIJST,O,X,X,O,X,X,X,O,X,X
LZOISTJ,O,O,X,O,O,X,X,O,X,X
LZOISJT,O,O,X,O,O,X,X,O,X,X
LZOJTIS,O,X,X,O,X,X,X,X,X,X
LZOJTSI,X,X,X,O,X,X,X,X,X,X
LZOJITS,O,X,X,O,X,X,X,O,X,X
LZOJIST,O,X,X,O,O,X,X,O,X,X
LZOJSTI,O,X,O,O,O,X,X,X,X,X
LZOJSIT,O,X,O,O,O,X,X,X,X,X
LZOSTIJ,O,O,O,O,O,X,O,X,X,X
LZOSTJI,O,O,O,O,O,X,O,X,X,X
LZOSITJ,O,O,O,O,O,X,X,X,X,X
LZOSIJT,O,O,O,O,O,X,X,X,X,X
LZOSJTI,O,O,O,O,O,X,X,X,X,X
LZOSJIT,O,O,O,O,O,X,X,X,X,X
LOTIJSZ,X,O,O,X,X,X,X,O,X,X
LOTIJZS,X,O,O,X,X,X,X,O,X,X
LOTISJZ,X,O,O,X,X,X,X,O,X,X
LOTISZJ,X,O,O,X,X,X,X,O,X,X
LOTIZJS,X,O,O,X,X,X,X,O,X,X
LOTIZSJ,X,O,O,X,X,X,X,O,X,X
LOTJISZ,O,O,O,X,X,X,X,O,X,X
LOTJIZS,O,O,O,X,X,X,X,O,X,X
LOTJSIZ,O,O,O,X,X,X,X,X,X,X
LOTJSZI,O,O,O,X,X,X,X,X,X,X
LOTJZIS,O,O,O,X,X,X,X,X,X,X
LOTJZSI,O,O,O,X,X,X,X,X,X,X
LOTSIJZ,O,O,O,X,X,X,X,X,X,X
LOTSIZJ,X,O,O,X,X,X,X,X,X,X
LOTSJIZ,O,O,O,X,X,X,X,X,X,X
LOTSJZI,O,O,O,X,X,X,X,X,X,X
LOTSZIJ,O,O,O,X,X,X,X,X,X,X
LOTSZJI,O,O,O,X,X,X,X,X,X,X
LOTZIJS,O,O,O,X,X,X,X,X,X,X
LOTZISJ,O,O,O,X,X,X,X,X,X,X
LOTZJIS,O,O,O,X,X,X,X,X,X,X
LOTZJSI,O,O,O,X,X,X,X,X,X,X
LOTZSIJ,O,O,O,X,X,X,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X,X,X,X
LOITJSZ,X,O,O,X,X,X,X,O,X,X
LOITJZS,X,O,O,X,X,X,X,O,X,X
LOITSJZ,X,O,O,X,X,X,X,O,X,X
LOITSZJ,X,O,O,X,X,X,X,O,X,X
LOITZJS,X,O,O,X,X,X,X,O,X,X
LOITZSJ,X,O,O,X,X,X,X,O,X,X
LOIJTSZ,X,O,X,X,X,X,X,O,X,X
LOIJTZS,X,O,X,X,X,X,X,O,X,X
LOIJSTZ,X,O,X,X,X,X,X,O,X,X
LOIJSZT,X,O,O,X,X,X,X,O,X,X
LOIJZTS,X,X,X,X,X,X,X,O,X,X
LOIJZST,X,X,X,X,X,X,X,O,X,X
LOISTJZ,X,O,O,X,X,X,X,O,X,X
LOISTZJ,X,O,O,X,X,X,X,O,X,X
LOISJTZ,X,O,X,X,X,X,X,O,X,X
LOISJZT,X,O,O,X,X,X,X,O,X,X
LOISZTJ,X,O,O,X,X,X,X,O,X,X
LOISZJT,X,O,O,X,X,X,X,O,X,X
LOIZTJS,X,O,X,X,X,X,X,O,X,X
LOIZTSJ,X,O,X,X,X,X,X,O,X,X
LOIZJTS,X,X,X,X,X,X,X,O,X,X
LOIZJST,X,X,X,X,X,X,X,O,X,X
LOIZSTJ,X,O,X,X,X,X,X,O,X,X
LOIZSJT,X,O,X,X,X,X,X,O,X,X
LOJTISZ,O,O,O,X,X,X,X,O,X,X
LOJTIZS,O,O,O,X,X,X,X,O,X,X
LOJTSIZ,O,O,O,X,X,X,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X,X,X,X
LOJTZIS,O,O,O,X,X,X,X,X,X,X
LOJTZSI,O,O,O,X,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,X,X,O,X,X
LOJITZS,O,O,X,X,X,X,X,O,X,X
LOJISTZ,O,O,X,X,X,X,X,O,X,X
LOJISZT,O,O,O,X,X,X,X,O,X,X
LOJIZTS,O,X,X,X,X,X,X,O,X,X
LOJIZST,O,X,X,X,X,X,X,O,X,X
LOJSTIZ,O,O,O,O,X,X,X,X,X,X
LOJSTZI,O,O,O,O,X,X,X,X,X,X
LOJSITZ,O,O,X,X,X,X,X,O,X,X
LOJSIZT,O,O,O,X,X,X,X,O,X,X
LOJSZTI,O,O,O,O,X,X,X,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X,X,X
LOJZTIS,O,X,X,O,X,X,X,X,X,X
LOJZTSI,X,X,X,O,X,X,X,X,X,X
LOJZITS,O,X,X,O,X,X,X,O,X,X
LOJZIST,O,X,X,O,X,X,X,O,X,X
LOJZSTI,O,X,O,O,X,X,X,X,X,X
LOJZSIT,O,X,O,O,X,X,X,X,X,X
LOSTIJZ,O,O,O,O,X,X,X,X,X,X
LOSTIZJ,X,O,O,O,X,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,X,X,X,X,X
LOSTJZI,O,O,O,O,X,X,X,X,X,X
LOSTZIJ,O,O,O,O,X,X,X,X,X,X
LOSTZJI,O,O,O,O,X,X,X,X,X,X
LOSITJZ,X,O,O,X,X,X,X,O,X,X
LOSITZJ,X,O,O,X,X,X,X,O,X,X
LOSIJTZ,O,O,X,X,X,X,X,O,X,X
LOSIJZT,O,O,O,X,X,X,X,O,X,X
LOSIZTJ,X,O,O,X,X,X,X,O,X,X
LOSIZJT,X,O,O,X,X,X,X,O,X,X
LOSJTIZ,O,O,O,O,X,X,X,X,X,X
LOSJTZI,O,O,O,O,X,X,X,X,X,X
LOSJITZ,O,O,X,X,X,X,X,O,X,X
LOSJIZT,O,O,O,X,X,X,X,O,X,X
LOSJZTI,O,O,O,O,X,X,X,X,X,X
LOSJZIT,O,O,O,O,X,X,X,X,X,X
LOSZTIJ,O,O,O,O,X,X,X,X,X,X
LOSZTJI,O,O,O,O,X,X,X,X,X,X
LOSZITJ,O,O,O,O,X,X,X,X,X,X
LOSZIJT,O,O,O,O,X,X,X,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X,X,X
LOSZJIT,O,O,O,O,X,X,X,X,X,X
LOZTIJS,O,O,O,O,X,X,X,X,X,X
LOZTISJ,X,O,O,X,X,X,X,X,X,X
LOZTJIS,O,O,O,O,X,X,X,X,X,X
LOZTJSI,X,O,O,O,X,X,X,X,X,X
LOZTSIJ,X,O,O,O,X,X,X,X,X,X
LOZTSJI,X,O,O,O,X,X,X,X,X,X
LOZITJS,O,O,X,O,X,X,X,O,X,X
LOZITSJ,X,O,X,X,X,X,X,O,X,X
LOZIJTS,O,X,X,O,X,X,X,O,X,X
LOZIJST,O,X,X,O,X,X,X,O,X,X
LOZISTJ,O,O,X,O,X,X,X,O,X,X
LOZISJT,O,O,X,O,X,X,X,O,X,X
LOZJTIS,O,X,X,O,X,X,X,X,X,X
LOZJTSI,X,X,X,O,X,X,X,X,X,X
LOZJITS,O,X,X,O,X,X,X,O,X,X
LOZJIST,O,X,X,O,X,X,X,O,X,X
LOZJSTI,O,X,O,O,X,X,X,X,X,X
LOZJSIT,O,X,O,O,X,X,X,X,X,X
LOZSTIJ,O,O,O,O,X,X,X,X,X,X
LOZSTJI,O,O,O,O,X,X,X,X,X,X
LOZSITJ,O,O,O,O,X,X,X,X,X,X
LOZSIJT,O,O,O,O,X,X,X,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X,X,X
LOZSJIT,O,O,O,O,X,X,X,X,X,X
JTILSZO,O,X,O,X,X,X,O,O,X,X
JTILSOZ,O,X,O,X,X,X,X,O,X,X
JTILZSO,O,X,O,X,X,X,O,O,X,X
JTILZOS,O,X,O,X,X,X,O,O,X,X
JTILOSZ,O,X,O,X,X,X,X,O,X,X
JTILOZS,O,X,O,X,X,X,O,O,X,X
JTISLZO,O,X,O,X,X,X,O,X,X,X
JTISLOZ,O,X,O,X,X,X,O,X,X,X
JTISZLO,O,X,O,X,O,O,O,X,X,X
JTISZOL,O,X,O,X,O,O,O,X,O,X
JTISOLZ,O,X,X,X,X,X,O,X,X,X
JTISOZL,O,X,O,X,X,X,O,X,O,X
JTIZLSO,O,X,O,X,O,O,O,X,X,X
JTIZLOS,O,X,O,X,X,X,O,X,X,O
JTIZSLO,O,X,O,X,O,O,O,X,X,X
JTIZSOL,O,X,O,X,O,O,O,X,X,X
JTIZOLS,O,X,O,X,X,X,O,X,X,O
JTIZOSL,O,X,O,X,X,O,O,X,X,X
JTIOLSZ,O,X,X,X,X,X,X,O,X,X
JTIOLZS,O,X,X,X,X,X,O,O,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,X,X
JTIOSZL,O,X,O,X,X,X,X,X,O,X
JTIOZLS,O,X,O,X,X,X,O,X,X,X
JTIOZSL,O,X,O,X,X,X,O,X,X,X
JTLISZO,O,O,O,X,X,X,O,O,X,X
JTLISOZ,O,O,O,X,X,X,X,O,X,X
JTLIZSO,O,O,O,X,X,X,O,O,X,X
JTLIZOS,O,O,O,X,X,X,O,O,X,X
JTLIOSZ,O,O,O,X,X,X,X,O,X,X
JTLIOZS,O,O,O,X,X,X,O,O,X,X
JTLSIZO,O,O,O,O,X,X,O,X,X,X
JTLSIOZ,O,O,O,O,X,X,O,X,X,X
JTLSZIO,O,O,O,O,X,X,O,X,X,X
JTLSZOI,O,O,O,O,X,X,O,X,O,X
JTLSOIZ,O,O,O,O,X,X,O,X,X,X
JTLSOZI,O,O,O,O,X,X,O,X,O,X
JTLZISO,O,O,O,X,X,X,O,X,X,X
JTLZIOS,O,O,O,O,X,X,O,X,X,X
JTLZSIO,O,O,O,O,X,X,O,X,X,X
JTLZSOI,O,O,O,O,X,X,O,X,X,X
JTLZOIS,O,O,O,O,X,X,O,X,X,X
JTLZOSI,O,O,O,O,X,X,O,X,X,X
JTLOISZ,O,O,O,X,X,X,X,O,X,X
JTLOIZS,O,O,O,X,X,X,O,O,X,X
JTLOSIZ,O,O,O,X,X,X,X,X,X,X
JTLOSZI,O,O,O,X,X,X,X,X,O,X
JTLOZIS,O,O,O,X,X,X,O,X,X,X
JTLOZSI,O,O,O,X,X,X,O,X,X,X
JTSILZO,O,X,O,O,X,X,O,X,X,X
JTSILOZ,O,X,O,X,X,X,O,X,X,X
JTSIZLO,O,X,O,O,O,O,O,X,X,X
JTSIZOL,O,X,O,O,O,O,O,X,O,X
JTSIOLZ,O,X,X,X,X,X,O,X,X,X
JTSIOZL,O,X,O,O,X,X,O,X,O,X
JTSLIZO,O,O,O,O,X,X,O,X,X,X
JTSLIOZ,O,O,O,O,X,X,O,X,X,X
JTSLZIO,O,O,O,O,X,X,O,X,X,X
JTSLZOI,O,O,O,O,X,X,O,X,O,X
JTSLOIZ,O,O,O,O,X,X,O,X,X,X
JTSLOZI,O,O,O,O,X,X,O,X,O,X
JTSZILO,O,O,O,O,O,X,O,X,X,X
JTSZIOL,O,O,O,O,O,X,O,X,O,X
JTSZLIO,O,O,O,O,O,X,O,X,X,X
JTSZLOI,O,O,O,O,O,X,O,X,O,X
JTSZOIL,O,O,O,O,O,X,O,X,O,X
JTSZOLI,O,O,O,O,O,X,O,X,O,X
JTSOILZ,O,X,X,X,X,X,O,X,X,X
JTSOIZL,O,O,O,O,X,X,O,X,O,X
JTSOLIZ,O,O,O,X,X,X,O,X,X,X
JTSOLZI,O,O,O,X,X,X,O,X,O,X
JTSOZIL,O,O,O,O,X,X,O,X,O,X
JTSOZLI,O,O,O,O,X,X,O,X,O,X
JTZILSO,O,O,O,X,O,X,O,X,X,X
JTZILOS,O,O,O,X,X,X,O,X,X,O
JTZISLO,O,X,O,X,O,X,O,X,X,X
JTZISOL,O,X,O,X,O,X,O,X,X,X
JTZIOLS,O,O,O,O,X,X,O,X,X,O
JTZIOSL,O,O,O,O,X,X,O,X,X,X
JTZLISO,O,O,O,X,O,X,O,X,X,X
JTZLIOS,O,O,O,O,X,X,O,X,X,X
JTZLSIO,O,O,O,O,O,X,O,X,X,X
JTZLSOI,O,O,O,O,O,X,O,X,X,X
JTZLOIS,O,O,O,O,X,X,O,X,X,X
JTZLOSI,O,O,O,O,X,X,O,X,X,X
JTZSILO,O,X,O,O,O,X,O,X,X,X
JTZSIOL,O,X,O,O,O,X,O,X,O,X
JTZSLIO,O,O,O,O,O,X,O,X,X,X
JTZSLOI,O,O,O,O,O,X,O,X,O,X
JTZSOIL,O,O,O,O,O,X,O,X,O,X
JTZSOLI,O,O,O,O,O,X,O,X,O,X
JTZOILS,O,O,O,O,X,X,O,X,X,O
JTZOISL,O,O,O,O,X,X,O,X,X,X
JTZOLIS,O,O,O,O,X,X,O,X,X,X
JTZOLSI,O,O,O,O,X,X,O,X,X,X
JTZOSIL,O,O,O,O,X,X,O,X,O,X
JTZOSLI,O,O,O,O,X,X,O,X,O,X
JTOILSZ,O,X,X,X,X,X,X,O,X,X
JTOILZS,O,X,X,X,X,X,O,O,X,X
JTOISLZ,O,X,X,X,X,X,X,X,X,X
JTOISZL,O,O,O,X,X,X,X,X,O,X
JTOIZLS,O,O,O,X,X,X,O,X,X,X
JTOIZSL,O,O,O,X,X,X,O,X,X,X
JTOLISZ,O,O,O,X,X,X,X,O,X,X
JTOLIZS,O,O,O,X,X,X,O,O,X,X
JTOLSIZ,O,O,O,X,X,X,X,X,X,X
JTOLSZI,O,O,O,X,X,X,X,X,O,X
JTOLZIS,O,O,O,X,X,X,O,X,X,X
JTOLZSI,O,O,O,X,X,X,O,X,X,X
JTOSILZ,O,X,X,X,X,X,O,X,X,X
JTOSIZL,O,O,O,X,X,X,O,X,O,X
JTOSLIZ,O,O,O,X,X,X,O,X,X,X
JTOSLZI,O,O,O,X,X,X,O,X,O,X
JTOSZIL,O,O,O,X,X,X,O,X,O,X
JTOSZLI,O,O,O,X,X,X,O,X,O,X
JTOZILS,O,O,O,X,X,X,O,X,X,X
JTOZISL,O,O,O,X,X,X,O,X,X,X
JTOZLIS,O,O,O,X,X,X,O,X,X,X
JTOZLSI,X,O,O,X,X,X,O,X,X,X
JTOZSIL,O,O,O,X,X,X,O,X,O,X
JTOZSLI,O,O,O,X,X,X,O,X,O,X
JITLSZO,O,X,X,X,X,X,X,O,X,X
JITLSOZ,O,X,X,X,X,X,X,O,X,X
JITLZSO,O,X,X,X,X,X,X,O,X,X
JITLZOS,O,X,X,X,X,X,X,O,X,X
JITLOSZ,O,X,X,X,X,X,X,O,X,X
JITLOZS,O,X,X,X,X,X,X,O,X,X
JITSLZO,O,X,X,X,X,X,X,X,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X,X
JITSZLO,O,X,X,X,O,O,X,X,X,X
JITSZOL,O,X,X,X,O,O,X,X,O,X
JITSOLZ,O,X,X,X,X,O,X,X,X,X
JITSOZL,O,X,X,X,X,X,X,X,O,X
JITZLSO,O,X,X,X,O,O,X,X,X,X
JITZLOS,O,X,X,X,X,X,X,X,X,X
JITZSLO,O,X,X,X,O,O,X,X,X,X
JITZSOL,O,X,X,X,O,O,X,X,X,X
JITZOLS,O,X,X,X,X,X,X,X,X,X
JITZOSL,O,X,X,X,X,O,X,X,X,X
JITOLSZ,O,X,X,X,X,X,X,O,X,X
JITOLZS,O,X,X,X,X,X,X,O,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,X,X,O,X
JITOZLS,O,X,X,X,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,X,X,X,X
JILTSZO,O,X,X,X,X,X,X,O,X,X
JILTSOZ,O,X,X,X,X,X,X,O,X,X
JILTZSO,O,X,X,X,X,X,X,O,X,X
JILTZOS,O,X,X,X,X,X,X,O,X,X
JILTOSZ,O,X,X,X,X,X,X,O,X,X
JILTOZS,O,X,X,X,X,X,X,O,X,X
JILSTZO,O,X,X,O,X,X,X,O,X,X
JILSTOZ,O,X,X,O,X,X,X,O,X,X
JILSZTO,O,X,X,O,O,X,X,O,X,X
JILSZOT,O,X,X,O,O,X,X,O,X,X
JILSOTZ,O,X,X,X,X,O,X,O,X,X
JILSOZT,O,X,X,X,X,O,X,O,X,X
JILZTSO,O,X,X,X,O,X,X,O,X,X
JILZTOS,O,X,X,O,X,X,X,O,X,X
JILZSTO,O,X,X,O,O,X,X,O,X,X
JILZSOT,O,X,X,O,O,O,X,O,X,X
JILZOTS,O,X,X,O,X,X,X,O,X,X
JILZOST,O,X,X,O,O,X,X,O,X,X
JILOTSZ,O,X,X,X,X,X,X,O,X,X
JILOTZS,O,X,X,X,X,X,X,O,X,X
JILOSTZ,O,X,X,X,X,X,X,O,X,X
JILOSZT,O,X,X,X,X,X,X,O,X,X
JILOZTS,O,X,X,X,X,X,X,O,X,X
JILOZST,O,X,X,X,X,X,X,O,X,X
JISTLZO,O,X,X,O,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,X,X,X,X
JISTZLO,O,X,X,O,O,O,X,X,X,X
JISTZOL,O,X,X,O,O,O,X,X,O,X
JISTOLZ,O,X,X,X,X,O,X,X,X,X
JISTOZL,O,X,X,O,X,X,X,X,O,X
JISLTZO,O,X,X,O,X,X,X,O,X,X
JISLTOZ,O,X,X,O,X,X,X,O,X,X
JISLZTO,O,X,X,O,O,X,X,O,X,X
JISLZOT,O,X,X,O,O,X,X,O,X,X
JISLOTZ,O,X,X,X,X,O,X,O,X,X
JISLOZT,O,X,X,X,X,O,X,O,X,X
JISZTLO,O,X,X,O,O,X,X,X,X,X
JISZTOL,O,X,X,O,O,O,X,X,O,X
JISZLTO,O,X,X,O,O,X,X,X,X,X
JISZLOT,O,X,X,O,O,O,X,X,X,X
JISZOTL,O,X,X,O,O,O,X,X,X,X
JISZOLT,O,X,X,O,O,O,X,X,X,X
JISOTLZ,O,X,X,X,X,O,X,X,X,X
JISOTZL,O,X,X,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,X,O,X,O,X,X
JISOLZT,O,X,X,X,X,O,X,O,X,X
JISOZTL,O,X,X,X,O,X,X,X,X,X
JISOZLT,O,X,X,X,O,O,X,X,X,X
JIZTLSO,O,X,X,X,O,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X,X
JIZTSLO,O,X,X,X,O,X,X,X,X,X
JIZTSOL,O,X,X,X,O,O,X,X,X,X
JIZTOLS,O,X,X,O,X,X,X,X,X,X
JIZTOSL,O,X,X,O,X,X,X,X,X,X
JIZLTSO,O,X,X,X,O,X,X,O,X,X
JIZLTOS,O,X,X,O,X,X,X,O,X,X
JIZLSTO,O,X,X,O,O,X,X,O,X,X
JIZLSOT,O,X,X,O,O,O,X,O,X,X
JIZLOTS,O,X,X,O,X,X,X,O,X,X
JIZLOST,O,X,X,O,O,X,X,O,X,X
JIZSTLO,O,X,X,O,O,X,X,X,X,X
JIZSTOL,O,X,X,O,O,O,X,X,X,X
JIZSLTO,O,X,X,O,O,X,X,X,X,X
JIZSLOT,O,X,X,O,O,O,X,X,X,X
JIZSOTL,O,X,X,O,O,O,X,X,X,X
JIZSOLT,O,X,X,O,O,O,X,X,X,X
JIZOTLS,X,X,X,O,X,X,X,X,X,X
JIZOTSL,X,X,X,O,X,X,X,X,X,X
