sequence,v115@zgC8GeB8HeB8HeF8AeI8Ne37IvhFzcBGeBylBUjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeaBJvhFUdBGeBTgBfnBVt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFehBzcBfjB6jBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NeU8IvhFFdBXeBTgBSoBmm?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFUdBFeB2lBfnBSt?BxxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBCeBXhBTjBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Ne/CJvhFajBTgB0hB2xB5o?BFrB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFyhBzdB+jBXhBFn?BxxB,v115@zgC8GeB8HeB8HeF8AeI8Nez7IvhFxdB2lBUjBFnBfs?BSyB,v115@zgC8GeB8HeB8HeF8AeI8NeF8IvhFxdBTgBmmBftB6t?BUsB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFmcBzdBXhBFnB5o?ByxB,v115@zgC8GeB8HeB8HeF8AeI8NecAJvhFxcB+jBXhBFnBKt?BTsB
IZLTOJS,O,X,X,X,X,O,X,O,X,X,X,X
IZLTOSJ,O,X,X,X,X,O,X,X,X,X,X,X
IZLJTSO,O,X,O,X,X,X,X,O,X,X,X,X
IZLJTOS,O,X,O,X,X,X,X,O,X,X,X,X
IZLJSTO,O,X,O,X,X,X,X,X,X,X,X,X
IZLJSOT,O,X,O,X,X,X,X,X,X,X,X,X
IZLJOTS,O,X,X,X,X,X,X,O,X,X,X,X
IZLJOST,O,X,O,X,X,X,X,X,X,X,X,X
IZLSTJO,O,X,O,X,X,O,X,X,X,X,X,X
IZLSTOJ,O,X,O,X,X,O,X,X,X,X,X,X
IZLSJTO,O,X,O,X,X,X,X,X,X,X,X,X
IZLSJOT,O,X,O,X,X,O,X,X,X,X,X,X
IZLSOTJ,O,X,O,X,X,O,X,X,X,X,X,X
IZLSOJT,O,X,O,X,X,O,X,X,X,X,X,X
IZLOTJS,O,X,X,X,X,O,X,X,X,X,X,X
IZLOTSJ,O,X,X,X,X,O,X,X,X,X,X,X
IZLOJTS,O,X,X,X,X,O,X,X,X,X,X,X
IZLOJST,O,X,O,X,X,O,X,X,X,X,X,X
IZLOSTJ,O,X,O,X,X,O,X,X,X,X,X,X
IZLOSJT,O,X,O,X,X,O,X,X,X,X,X,X
IZJTLSO,O,X,O,X,X,O,X,O,O,X,X,X
IZJTLOS,O,X,O,X,X,O,X,O,O,X,X,X
IZJTSLO,X,X,O,X,X,O,X,O,O,X,X,X
IZJTSOL,X,X,O,X,X,O,X,O,O,X,X,X
IZJTOLS,O,X,O,X,X,O,X,O,O,X,X,X
IZJTOSL,X,X,O,X,X,O,X,O,O,X,X,X
IZJLTSO,O,X,O,X,X,X,X,O,X,X,X,X
IZJLTOS,O,X,O,X,X,X,X,O,X,X,X,X
IZJLSTO,O,X,O,X,X,X,X,X,X,X,X,X
IZJLSOT,O,X,O,X,X,X,X,X,X,X,X,X
IZJLOTS,O,X,X,X,X,X,X,O,X,X,X,X
IZJLOST,O,X,O,X,X,X,X,X,X,X,X,X
IZJSTLO,X,X,O,X,X,O,X,O,X,X,X,O
IZJSTOL,X,X,O,X,X,O,X,O,X,X,X,O
IZJSLTO,X,X,O,X,X,X,X,X,X,X,X,X
IZJSLOT,X,X,O,X,X,O,X,X,X,X,X,X
IZJSOTL,X,X,O,X,X,O,X,O,X,X,X,X
IZJSOLT,X,X,O,X,X,O,X,X,X,X,X,X
IZJOTLS,X,X,O,X,X,O,X,O,O,X,X,X
IZJOTSL,X,X,O,X,X,O,X,O,O,X,X,X
IZJOLTS,X,X,X,X,X,O,X,O,X,X,X,X
IZJOLST,X,X,O,X,X,O,X,X,X,X,X,X
IZJOSTL,X,X,O,X,X,O,X,O,X,X,X,X
IZJOSLT,X,X,O,X,X,O,X,X,X,X,X,X
IZSTLJO,X,X,O,X,X,O,X,O,X,X,O,X
IZSTLOJ,X,X,O,X,X,O,X,X,X,X,O,X
IZSTJLO,X,X,O,X,X,O,X,O,X,X,O,X
IZSTJOL,X,X,O,X,X,O,X,O,X,X,O,X
IZSTOLJ,X,X,O,X,X,O,X,X,X,X,O,X
IZSTOJL,X,X,O,X,X,O,X,X,X,X,O,X
IZSLTJO,X,X,O,X,X,O,X,X,X,X,X,X
IZSLTOJ,X,X,O,X,X,O,X,X,X,X,X,X
IZSLJTO,X,X,O,X,X,X,X,X,X,X,X,X
IZSLJOT,X,X,O,X,X,O,X,X,X,X,X,X
IZSLOTJ,X,X,O,X,X,O,X,X,X,X,X,X
IZSLOJT,X,X,O,X,X,O,X,X,X,X,X,X
IZSJTLO,X,X,O,X,X,O,X,O,X,X,X,O
IZSJTOL,X,X,O,X,X,O,X,O,X,X,X,O
IZSJLTO,X,X,O,X,X,X,X,X,X,X,X,X
IZSJLOT,X,X,O,X,X,O,X,X,X,X,X,X
IZSJOTL,X,X,O,X,X,O,X,O,X,X,X,X
IZSJOLT,X,X,O,X,X,O,X,X,X,X,X,X
IZSOTLJ,X,X,O,X,X,O,X,X,X,X,X,X
IZSOTJL,X,X,O,X,X,O,X,X,X,X,X,X
IZSOLTJ,X,X,O,X,X,O,X,X,X,X,X,X
IZSOLJT,X,X,O,X,X,O,X,X,X,X,X,X
IZSOJTL,X,X,O,X,X,O,X,X,X,X,X,X
IZSOJLT,X,X,O,X,X,O,X,X,X,X,X,X
IZOTLJS,X,X,X,X,X,O,X,O,X,X,X,X
IZOTLSJ,X,X,X,X,X,O,X,X,X,X,X,X
IZOTJLS,X,X,O,X,X,O,X,O,X,X,X,X
IZOTJSL,X,X,O,X,X,O,X,O,X,X,X,X
IZOTSLJ,X,X,O,X,X,O,X,X,X,X,X,X
IZOTSJL,X,X,O,X,X,O,X,X,X,X,X,X
IZOLTJS,X,X,X,X,X,O,X,X,X,X,X,X
IZOLTSJ,X,X,X,X,X,O,X,X,X,X,X,X
IZOLJTS,X,X,X,X,X,O,X,X,X,X,X,X
IZOLJST,X,X,O,X,X,O,X,X,X,X,X,X
IZOLSTJ,X,X,O,X,X,O,X,X,X,X,X,X
IZOLSJT,X,X,O,X,X,O,X,X,X,X,X,X
IZOJTLS,X,X,O,X,X,O,X,O,X,X,X,X
IZOJTSL,X,X,O,X,X,O,X,O,X,X,X,X
IZOJLTS,X,X,X,X,X,O,X,O,X,X,X,X
IZOJLST,X,X,O,X,X,O,X,X,X,X,X,X
IZOJSTL,X,X,O,X,X,O,X,O,X,X,X,X
IZOJSLT,X,X,O,X,X,O,X,X,X,X,X,X
IZOSTLJ,X,X,O,X,X,O,X,X,X,X,X,X
IZOSTJL,X,X,O,X,X,O,X,X,X,X,X,X
IZOSLTJ,X,X,O,X,X,O,X,X,X,X,X,X
IZOSLJT,X,X,O,X,X,O,X,X,X,X,X,X
IZOSJTL,X,X,O,X,X,O,X,X,X,X,X,X
IZOSJLT,X,X,O,X,X,O,X,X,X,X,X,X
IOTLJSZ,X,O,X,O,X,X,X,X,X,X,X,X
IOTLJZS,X,O,X,O,X,X,X,X,X,X,X,X
IOTLSJZ,X,O,X,O,X,X,X,X,X,X,X,X
IOTLSZJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTLZJS,X,O,X,O,X,O,X,X,X,X,X,X
IOTLZSJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTJLSZ,X,O,X,O,X,X,X,X,X,X,X,X
IOTJLZS,X,O,X,O,X,X,X,X,X,X,X,X
IOTJSLZ,X,O,X,O,X,X,X,X,X,X,X,X
IOTJSZL,X,O,X,O,X,X,X,X,X,X,X,X
IOTJZLS,X,O,X,O,X,X,X,X,X,X,X,X
IOTJZSL,X,O,X,O,X,X,X,X,X,X,X,X
IOTSLJZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,O,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,O,X,X,X,X,X,X,X,X,X,X
IOTSJZL,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZJL,X,O,X,X,X,X,X,X,X,X,X,X
IOTZLJS,X,O,X,O,X,O,X,X,X,X,X,X
IOTZLSJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTZJLS,X,O,X,O,X,O,X,X,X,X,X,X
IOTZJSL,X,O,X,O,X,X,X,X,X,X,X,X
IOTZSLJ,X,O,X,O,X,X,X,X,X,X,X,X
IOTZSJL,X,O,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,X,O,X,O,X,X,X,X,X,X,X,X
IOLTJZS,X,O,X,O,X,X,X,X,X,X,X,X
IOLTSJZ,X,O,X,O,X,X,X,X,X,X,X,X
IOLTSZJ,X,O,X,O,X,X,X,X,X,X,X,X
IOLTZJS,X,O,X,O,X,O,X,X,X,X,X,X
IOLTZSJ,X,O,X,O,X,X,X,X,X,X,X,X
IOLJTSZ,X,O,X,O,X,X,O,X,X,X,X,X
IOLJTZS,X,O,X,O,X,X,X,X,X,X,X,X
IOLJSTZ,X,O,X,O,X,X,O,X,X,X,X,X
IOLJSZT,X,O,X,O,X,X,O,X,X,X,X,X
IOLJZTS,X,X,X,O,X,X,X,X,X,X,X,X
IOLJZST,X,X,X,O,X,X,O,X,X,X,X,X
IOLSTJZ,X,O,X,O,X,X,X,X,X,X,X,X
IOLSTZJ,X,O,X,O,X,X,X,X,X,X,X,X
IOLSJTZ,X,O,X,O,X,X,X,X,X,X,X,X
IOLSJZT,X,O,X,O,X,X,X,X,X,X,X,X
IOLSZTJ,X,O,X,O,X,X,X,X,X,X,X,X
IOLSZJT,X,O,X,O,X,X,X,X,X,X,X,X
IOLZTJS,X,O,X,O,X,O,X,X,X,X,X,X
IOLZTSJ,X,O,X,O,X,O,X,X,X,X,X,X
IOLZJTS,X,X,X,O,X,O,X,X,X,X,X,X
IOLZJST,X,X,X,O,X,O,X,X,X,X,X,X
IOLZSTJ,X,O,X,O,X,O,X,X,X,X,X,X
IOLZSJT,X,O,X,O,X,O,X,X,X,X,X,X
IOJTLSZ,X,O,X,O,X,X,O,X,X,O,X,X
IOJTLZS,X,O,X,O,X,X,X,X,X,O,X,X
IOJTSLZ,X,O,X,O,X,X,O,X,X,O,X,X
IOJTSZL,X,O,X,O,X,X,O,X,X,O,X,X
IOJTZLS,X,O,X,O,X,X,X,X,X,X,X,X
IOJTZSL,X,O,X,O,X,X,O,X,X,X,X,X
IOJLTSZ,X,O,X,O,X,X,O,X,X,O,X,X
IOJLTZS,X,O,X,O,X,X,X,X,X,O,X,X
IOJLSTZ,X,O,X,O,X,X,O,X,X,O,X,X
IOJLSZT,X,O,X,O,X,X,O,X,X,O,X,X
IOJLZTS,X,X,X,O,X,X,X,X,X,O,X,X
IOJLZST,X,X,X,O,X,X,O,X,X,X,X,X
IOJSTLZ,X,O,X,O,X,X,O,X,X,O,X,X
IOJSTZL,X,O,X,O,X,X,O,X,X,O,X,X
IOJSLTZ,X,O,X,O,X,X,O,X,X,O,X,X
IOJSLZT,X,O,X,O,X,X,O,X,X,O,X,X
IOJSZTL,X,O,X,O,X,X,O,X,X,O,X,X
IOJSZLT,X,O,X,O,X,X,O,X,X,X,X,X
IOJZTLS,X,X,X,O,X,X,X,X,X,X,X,X
IOJZTSL,X,X,X,O,X,X,O,X,X,X,X,X
IOJZLTS,X,X,X,O,X,X,X,X,X,X,X,X
IOJZLST,X,X,X,O,X,X,O,X,X,X,X,X
IOJZSTL,X,X,X,O,X,X,O,X,X,X,X,X
IOJZSLT,X,X,X,O,X,X,O,X,X,X,X,X
IOSTLJZ,X,O,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,X,O,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,O,X,X,X,X,X,X,X,X,X,X
IOSTJZL,X,O,X,X,X,X,X,X,X,X,X,X
IOSTZLJ,X,O,X,X,X,X,X,X,X,X,X,X
IOSTZJL,X,O,X,X,X,X,X,X,X,X,X,X
IOSLTJZ,X,O,X,O,X,X,X,X,X,X,X,X
IOSLTZJ,X,O,X,O,X,X,X,X,X,X,X,X
IOSLJTZ,X,O,X,O,X,X,X,X,X,X,X,X
IOSLJZT,X,O,X,O,X,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,O,X,X,X,X,X,X,X,X
IOSLZJT,X,O,X,O,X,X,X,X,X,X,X,X
IOSJTLZ,X,O,X,O,X,X,X,X,X,X,X,X
IOSJTZL,X,O,X,O,X,X,X,X,X,X,X,X
IOSJLTZ,X,O,X,O,X,X,X,X,X,X,X,X
IOSJLZT,X,O,X,O,X,X,X,X,X,X,X,X
IOSJZTL,X,O,X,O,X,X,X,X,X,X,X,X
IOSJZLT,X,O,X,O,X,X,X,X,X,X,X,X
IOSZTLJ,X,O,X,O,X,X,X,X,X,X,X,X
IOSZTJL,X,O,X,X,X,X,X,X,X,X,X,X
IOSZLTJ,X,O,X,O,X,X,X,X,X,X,X,X
IOSZLJT,X,O,X,O,X,X,X,X,X,X,X,X
IOSZJTL,X,O,X,O,X,X,X,X,X,X,X,X
IOSZJLT,X,O,X,O,X,X,X,X,X,X,X,X
IOZTLJS,X,O,X,O,X,O,X,X,X,X,X,X
IOZTLSJ,X,O,X,O,X,O,X,X,X,X,X,X
IOZTJLS,X,O,X,O,X,O,X,X,X,X,X,X
IOZTJSL,X,O,X,O,X,O,X,X,X,X,X,X
IOZTSLJ,X,O,X,O,X,O,X,X,X,X,X,X
IOZTSJL,X,O,X,X,X,O,X,X,X,X,X,X
IOZLTJS,X,O,X,O,X,O,X,X,X,X,X,X
IOZLTSJ,X,O,X,O,X,O,X,X,X,X,X,X
IOZLJTS,X,X,X,O,X,O,X,X,X,X,X,X
IOZLJST,X,X,X,O,X,O,X,X,X,X,X,X
IOZLSTJ,X,O,X,O,X,O,X,X,X,X,X,X
IOZLSJT,X,O,X,O,X,O,X,X,X,X,X,X
IOZJTLS,X,X,X,O,X,O,X,X,X,X,X,X
IOZJTSL,X,X,X,O,X,O,X,X,X,X,X,X
IOZJLTS,X,X,X,O,X,O,X,X,X,X,X,X
IOZJLST,X,X,X,O,X,O,X,X,X,X,X,X
IOZJSTL,X,X,X,O,X,O,X,X,X,X,X,X
IOZJSLT,X,X,X,O,X,O,X,X,X,X,X,X
IOZSTLJ,X,O,X,O,X,O,X,X,X,X,X,X
IOZSTJL,X,O,X,X,X,O,X,X,X,X,X,X
IOZSLTJ,X,O,X,O,X,O,X,X,X,X,X,X
IOZSLJT,X,O,X,O,X,O,X,X,X,X,X,X
IOZSJTL,X,O,X,O,X,O,X,X,X,X,X,X
IOZSJLT,X,O,X,O,X,O,X,X,X,X,X,X
LTIJSZO,O,O,X,X,O,X,X,O,X,X,X,X
LTIJSOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTIJZSO,O,O,X,X,O,O,X,O,X,X,O,X
LTIJZOS,O,X,X,X,O,O,X,O,X,X,O,X
LTIJOSZ,O,O,X,X,O,X,X,O,X,X,X,X
LTIJOZS,O,X,X,X,O,X,X,O,X,X,O,X
LTISJZO,O,O,O,X,O,X,X,O,X,X,X,X
LTISJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTISZJO,O,O,O,X,O,O,X,O,X,X,O,X
LTISZOJ,O,O,O,X,X,X,X,X,X,X,O,X
LTISOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTISOZJ,O,O,O,X,X,X,X,X,X,X,O,X
LTIZJSO,O,O,O,X,X,O,X,O,X,X,O,X
LTIZJOS,O,X,O,X,X,O,X,O,X,X,O,X
LTIZSJO,O,O,O,X,X,O,X,O,X,X,O,X
LTIZSOJ,O,O,O,X,X,X,X,X,X,X,O,X
LTIZOJS,O,X,X,X,X,O,X,O,X,X,O,X
LTIZOSJ,O,X,X,X,X,O,X,X,X,X,O,X
LTIOJSZ,O,O,X,X,X,X,X,O,X,X,X,X
LTIOJZS,O,X,X,X,X,O,X,O,X,X,O,X
LTIOSJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,O,X,X,X,O,X,X,X,X,O,X
LTIOZJS,O,X,X,X,X,O,X,O,X,X,O,X
LTIOZSJ,O,X,X,X,X,O,X,X,X,X,O,X
LTJISZO,O,O,X,O,O,X,X,O,X,X,X,X
LTJISOZ,O,O,X,X,O,X,O,O,X,X,X,X
LTJIZSO,O,O,X,O,O,X,X,O,X,X,O,X
LTJIZOS,O,X,X,X,O,X,X,O,X,X,O,X
LTJIOSZ,O,O,X,X,O,X,O,O,X,X,X,X
LTJIOZS,O,X,X,X,O,X,X,O,X,X,O,X
LTJSIZO,O,O,X,O,O,X,X,X,X,X,X,X
LTJSIOZ,O,O,X,X,O,X,O,X,X,X,X,X
LTJSZIO,O,O,X,O,O,X,X,X,X,X,X,X
LTJSZOI,O,O,X,O,O,X,X,X,X,X,X,X
LTJSOIZ,O,O,X,X,O,X,O,X,X,X,X,X
LTJSOZI,O,O,X,O,O,X,O,X,X,X,X,X
LTJZISO,O,O,X,O,O,O,X,O,O,X,O,X
LTJZIOS,O,X,X,X,O,O,X,O,O,X,O,X
LTJZSIO,O,O,X,O,O,O,X,X,O,X,O,X
LTJZSOI,O,O,X,O,O,O,X,X,O,X,O,X
LTJZOIS,O,X,X,X,O,O,X,X,O,X,O,X
LTJZOSI,O,X,X,O,O,O,X,X,O,X,O,X
LTJOISZ,O,O,X,X,O,X,O,X,X,X,X,X
LTJOIZS,O,O,X,X,O,X,X,X,X,X,O,X
LTJOSIZ,O,O,X,X,O,X,O,X,X,X,X,X
LTJOSZI,O,O,X,O,O,X,O,X,X,X,X,X
LTJOZIS,O,O,X,X,O,X,X,X,O,X,O,X
LTJOZSI,O,O,X,O,O,X,X,X,O,X,O,X
LTSIJZO,O,O,O,O,O,X,X,O,X,X,X,X
LTSIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LTSIZJO,O,O,O,X,O,X,X,O,X,X,O,X
LTSIZOJ,O,O,O,X,X,X,X,X,X,X,O,X
LTSIOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,O,O,O,X,X,X,X,X,X,O,X
LTSJIZO,O,O,X,O,O,X,X,X,X,X,X,X
LTSJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,X,X,X,X,X,X
LTSJZOI,O,O,O,O,O,X,X,X,X,X,X,X
LTSJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LTSJOZI,O,O,X,O,O,X,X,X,X,X,X,X
LTSZIJO,O,O,O,X,O,X,X,O,X,X,O,X
LTSZIOJ,O,O,O,X,X,X,X,X,X,X,O,X
LTSZJIO,O,O,O,O,O,O,X,X,X,X,O,X
LTSZJOI,O,O,O,O,O,O,X,X,X,X,O,X
LTSZOIJ,O,O,X,O,X,X,X,X,X,X,O,X
LTSZOJI,O,O,O,O,O,X,X,X,X,X,O,X
LTSOIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,X,O,X,X,X,X,X,X,O,X
LTSOJIZ,O,O,X,O,O,X,X,X,X,X,X,X
LTSOJZI,O,O,X,O,O,X,X,X,X,X,X,X
LTSOZIJ,O,O,X,O,X,X,X,X,X,X,O,X
LTSOZJI,O,O,O,O,O,X,X,X,X,X,O,X
LTZIJSO,O,O,O,X,X,O,X,O,X,X,O,X
LTZIJOS,O,X,O,X,X,O,X,O,X,X,O,X
LTZISJO,O,O,O,X,X,O,X,O,X,X,O,X
LTZISOJ,O,O,O,X,X,X,X,X,X,X,O,X
LTZIOJS,O,X,X,X,X,O,X,O,X,X,O,X
LTZIOSJ,O,X,X,X,X,O,X,X,X,X,O,X
LTZJISO,O,O,O,X,O,O,X,O,O,X,O,X
LTZJIOS,O,X,O,X,O,O,X,O,O,X,O,X
LTZJSIO,O,O,O,X,O,O,X,X,O,X,O,X
LTZJSOI,O,O,O,X,O,O,X,X,O,X,O,X
LTZJOIS,O,X,O,X,O,O,X,X,O,X,O,X
LTZJOSI,O,X,O,X,O,O,X,X,O,X,O,X
LTZSIJO,O,O,O,X,O,X,X,O,X,X,O,X
LTZSIOJ,O,X,O,X,X,X,X,X,X,X,O,X
LTZSJIO,O,O,O,X,O,O,X,X,X,X,O,X
LTZSJOI,O,O,O,X,O,O,X,X,X,X,O,X
LTZSOIJ,O,X,X,X,X,X,X,X,X,X,O,X
LTZSOJI,O,O,O,X,O,X,X,X,X,X,O,X
LTZOIJS,O,X,X,X,X,X,X,O,X,X,O,X
LTZOISJ,O,X,X,X,X,X,X,X,X,X,O,X
LTZOJIS,O,X,X,X,X,O,X,X,X,X,O,X
LTZOJSI,O,X,X,X,X,O,X,X,X,X,O,X
LTZOSIJ,O,X,X,X,X,X,X,X,X,X,O,X
LTZOSJI,O,X,X,X,X,X,X,X,X,X,O,X
LTOIJSZ,O,O,X,O,X,X,X,O,X,X,X,X
LTOIJZS,O,O,X,O,X,X,X,O,X,X,O,X
LTOISJZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOISZJ,O,O,X,O,X,X,X,X,X,X,O,X
LTOIZJS,O,O,X,O,X,X,X,O,X,X,O,X
LTOIZSJ,O,O,X,O,X,X,X,X,X,X,O,X
LTOJISZ,O,O,X,X,O,X,O,X,X,X,X,X
LTOJIZS,O,O,X,X,O,X,X,X,X,X,O,X
LTOJSIZ,O,O,X,O,O,X,O,X,X,X,X,X
LTOJSZI,O,O,X,O,O,X,O,X,X,X,X,X
LTOJZIS,O,O,X,O,O,X,X,X,X,X,O,X
LTOJZSI,O,O,X,O,O,X,X,X,X,X,O,X
LTOSIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,O,X,X,X,X,X,X,O,X
LTOSJIZ,O,O,X,O,O,X,X,X,X,X,X,X
LTOSJZI,O,O,X,O,O,X,X,X,X,X,X,X
LTOSZIJ,O,O,X,O,X,X,X,X,X,X,O,X
LTOSZJI,O,O,X,O,O,X,X,X,X,X,O,X
LTOZIJS,O,O,X,O,X,X,X,O,X,X,O,X
LTOZISJ,O,O,X,O,X,X,X,X,X,X,O,X
LTOZJIS,O,O,X,O,X,O,X,X,X,X,O,X
LTOZJSI,O,O,X,O,X,O,X,X,X,X,O,X
LTOZSIJ,O,O,X,O,X,X,X,X,X,X,O,X
LTOZSJI,O,O,X,O,X,X,X,X,X,X,O,X
LITJSZO,O,O,X,X,O,X,X,X,X,X,X,X
LITJSOZ,O,O,X,X,O,X,X,X,X,X,X,X
LITJZSO,O,O,X,X,O,X,X,X,X,X,X,X
LITJZOS,O,X,X,X,O,X,X,X,X,X,X,X
LITJOSZ,O,O,X,X,O,X,X,X,X,X,X,X
LITJOZS,O,X,X,X,O,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,O,X,X,X,X,X,X,X
LITSJOZ,O,O,X,X,O,X,X,X,X,X,X,X
LITSZJO,O,O,X,X,O,X,X,X,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,O,X,X,X,X,X,X,X,X,X,X
LITZJOS,O,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,O,O,X,X,X,X,X,X,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,X,X,X,X,X
LITZOJS,O,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,O,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,O,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,O,X,O,O,X,X,X,X,X,X,X
LIJTSOZ,O,O,X,X,O,X,O,X,X,X,X,X
LIJTZSO,O,O,X,O,O,X,X,X,X,X,X,X
LIJTZOS,O,X,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,O,O,X,X,O,X,O,X,X,X,X,X
LIJTOZS,O,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,O,O,X,O,O,X,X,X,X,X,X,X
LIJSTOZ,O,O,X,X,O,X,O,X,X,X,X,X
LIJSZTO,O,O,X,O,O,X,X,X,X,X,X,X
LIJSZOT,O,X,X,X,O,X,O,X,X,X,X,X
LIJSOTZ,X,X,X,X,O,X,O,X,X,X,X,X
LIJSOZT,X,X,X,X,O,X,O,X,X,X,X,X
LIJZTSO,O,X,X,O,O,X,X,X,X,X,X,X
LIJZTOS,O,X,X,X,O,X,X,X,X,X,X,X
LIJZSTO,O,X,X,O,O,X,X,X,X,X,X,X
LIJZSOT,O,X,X,X,O,X,O,X,X,X,X,X
LIJZOTS,O,X,X,X,O,X,X,X,X,X,X,X
LIJZOST,O,X,X,X,O,X,O,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,O,X,X,X,X,X
LIJOTZS,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,O,X,O,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,O,X,X,X,X,X
LIJOZTS,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,O,X,O,X,X,X,X,X
LISTJZO,O,O,X,O,O,X,X,X,X,X,X,X
LISTJOZ,O,O,X,X,O,X,X,X,X,X,X,X
LISTZJO,O,O,O,X,O,X,X,X,X,X,X,X
LISTZOJ,O,O,X,X,X,X,X,X,X,X,X,X
LISTOJZ,O,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,O,X,X,X,X,X,X,X,X
LISJTZO,O,O,X,O,O,X,X,X,X,X,X,X
LISJTOZ,O,O,X,X,O,X,X,X,X,X,X,X
LISJZTO,O,O,X,O,O,X,X,X,X,X,X,X
LISJZOT,O,X,X,X,O,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,O,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,O,X,X,X,X,X,X,X
LISZTJO,O,O,O,X,O,X,X,X,X,X,X,X
LISZTOJ,O,O,O,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,O,X,O,X,X,X,X,X,X,X
LISZJOT,O,X,O,X,O,X,X,X,X,X,X,X
LISZOTJ,O,O,O,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,O,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,X,X,O,X,X,X,X,X,X,X,X
LISOJZT,X,X,X,O,X,X,X,X,X,X,X,X
LISOZTJ,O,O,X,O,X,X,X,X,X,X,X,X
LISOZJT,O,X,X,O,X,X,X,X,X,X,X,X
LIZTJSO,O,O,O,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,O,O,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,O,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,X,O,X,X,X,X,X,X,X,X,X
LIZJTOS,O,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,O,X,O,X,X,X,X,X,X,X,X,X
LIZJSOT,O,X,O,X,X,X,X,X,X,X,X,X
LIZJOTS,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,X,O,X,X,X,X,X,X,X,X,X
