sequence,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBulBziBim?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBqlB2mBzi?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhF6gBxcBmhBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBOiBChBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBChBmiBTiBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jex6IvhFTcBGgBiiB0iBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFmbBzcBfjBqlBxm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBKiBfjBGhBzl?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jel6IvhFTdBxgB8nBXhBas?BWwB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFlbBXhBZnBznBSw?BGsB
LSOTJIZ,X,O,O,O,O,O,X,O,X,O
LSOTJZI,X,O,O,O,O,O,X,O,X,O
LSOTZIJ,X,O,O,O,O,X,X,O,X,O
LSOTZJI,X,O,O,O,O,O,X,O,X,O
LSOITJZ,X,X,X,O,O,X,O,X,X,O
LSOITZJ,X,O,O,O,O,X,O,X,X,O
LSOIJTZ,X,O,O,O,X,X,O,X,X,O
LSOIJZT,X,O,O,O,O,X,O,X,X,O
LSOIZTJ,O,O,O,O,O,X,O,X,X,O
LSOIZJT,O,O,O,O,O,X,O,X,X,O
LSOJTIZ,X,O,O,O,X,O,X,X,X,O
LSOJTZI,X,O,O,O,X,O,X,X,X,O
LSOJITZ,X,O,O,O,X,O,O,X,X,O
LSOJIZT,O,O,O,O,O,X,O,X,X,O
LSOJZTI,X,O,O,O,O,X,X,X,X,O
LSOJZIT,O,O,O,O,O,X,O,X,X,O
LSOZTIJ,X,O,O,O,O,X,X,O,X,O
LSOZTJI,X,O,O,O,O,X,X,O,X,O
LSOZITJ,O,O,O,O,O,X,O,X,X,O
LSOZIJT,O,O,O,O,O,X,O,X,X,O
LSOZJTI,X,O,O,O,O,X,X,X,X,O
LSOZJIT,O,O,O,O,O,X,O,X,X,O
LZTIJSO,O,O,O,O,X,X,X,X,X,X
LZTIJOS,O,O,O,O,X,X,X,X,O,X
LZTISJO,O,O,X,O,O,X,X,X,X,X
LZTISOJ,O,O,X,O,O,X,X,X,O,X
LZTIOJS,O,O,O,O,X,X,X,X,O,X
LZTIOSJ,O,O,O,X,X,X,X,X,O,X
LZTJISO,O,O,O,O,X,X,X,X,X,X
LZTJIOS,O,O,O,O,X,X,X,X,O,X
LZTJSIO,O,O,O,O,O,X,O,O,X,X
LZTJSOI,O,O,X,O,O,X,X,O,X,X
LZTJOIS,O,O,O,X,X,X,X,X,O,X
LZTJOSI,O,O,O,X,X,X,X,X,X,X
LZTSIJO,O,O,O,O,O,X,O,O,X,X
LZTSIOJ,O,O,O,O,O,X,O,O,O,O
LZTSJIO,O,O,O,O,O,X,O,O,X,X
LZTSJOI,O,O,O,O,O,X,X,O,X,O
LZTSOIJ,O,O,O,O,O,X,X,O,O,O
LZTSOJI,O,O,O,O,O,X,X,O,X,O
LZTOIJS,O,O,O,O,X,X,X,X,O,X
LZTOISJ,O,O,O,X,X,X,X,X,O,O
LZTOJIS,O,O,O,O,X,X,X,X,O,X
LZTOJSI,O,O,O,O,X,X,X,O,X,X
LZTOSIJ,O,O,O,O,X,X,X,O,O,O
LZTOSJI,O,O,O,O,X,X,X,O,X,O
LZITJSO,O,O,O,O,X,X,X,X,X,X
LZITJOS,O,O,O,O,X,X,X,X,O,X
LZITSJO,O,O,X,O,O,X,X,X,X,X
LZITSOJ,O,O,X,O,O,X,X,X,O,X
LZITOJS,O,O,O,O,X,X,X,X,O,X
LZITOSJ,O,O,O,X,X,X,X,X,O,X
LZIJTSO,O,O,X,X,X,X,X,X,X,X
LZIJTOS,O,O,X,X,X,X,X,X,O,X
LZIJSTO,O,O,X,X,X,X,O,X,X,X
LZIJSOT,O,O,X,X,X,X,O,X,X,X
LZIJOTS,X,O,X,X,X,X,X,X,O,X
LZIJOST,O,O,X,X,X,X,X,X,X,X
LZISTJO,O,O,O,O,O,X,O,X,X,X
LZISTOJ,O,O,O,O,O,X,O,X,O,O
LZISJTO,O,O,O,O,O,X,O,X,X,X
LZISJOT,O,O,O,O,O,X,O,X,X,X
LZISOTJ,O,O,O,O,O,X,O,X,O,O
LZISOJT,O,O,O,O,O,X,O,X,X,O
LZIOTJS,X,O,O,X,X,X,X,X,O,X
LZIOTSJ,O,O,O,X,X,X,X,X,O,O
LZIOJTS,X,O,O,X,X,X,X,X,O,X
LZIOJST,O,O,O,O,X,X,X,X,X,O
LZIOSTJ,O,O,O,O,X,X,X,X,O,O
LZIOSJT,O,O,O,O,X,X,X,X,X,O
LZJTISO,O,O,O,X,X,X,X,X,X,X
LZJTIOS,O,O,O,X,X,X,X,X,O,X
LZJTSIO,O,O,O,X,O,X,O,X,X,X
LZJTSOI,O,O,X,X,O,X,X,X,X,X
LZJTOIS,O,O,O,X,X,X,X,X,O,X
LZJTOSI,O,O,O,X,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X,X,X
LZJITOS,O,O,X,X,X,X,X,X,O,X
LZJISTO,O,O,X,X,X,X,O,X,X,X
LZJISOT,O,O,X,X,X,X,O,X,X,X
LZJIOTS,X,O,X,X,X,X,X,X,O,X
LZJIOST,O,O,X,X,X,X,X,X,X,X
LZJSTIO,O,O,O,X,O,X,O,X,X,X
LZJSTOI,X,X,O,X,O,X,X,X,X,O
LZJSITO,O,O,O,X,O,X,O,X,X,X
LZJSIOT,O,O,O,X,O,X,O,X,X,X
LZJSOTI,X,X,O,X,O,X,X,X,X,O
LZJSOIT,O,O,O,X,O,X,O,X,X,O
LZJOTIS,O,O,O,X,X,X,X,X,O,X
LZJOTSI,O,O,O,X,X,X,X,X,X,X
LZJOITS,O,O,O,X,X,X,X,X,O,X
LZJOIST,O,O,O,X,X,X,X,X,X,O
LZJOSTI,O,O,O,X,X,X,X,X,X,O
LZJOSIT,O,O,O,X,X,X,O,X,X,O
LZSTIJO,O,O,O,O,O,X,O,O,X,X
LZSTIOJ,O,O,O,O,O,X,O,O,O,O
LZSTJIO,O,O,O,O,O,X,O,O,X,X
LZSTJOI,X,O,O,O,O,X,X,O,X,O
LZSTOIJ,X,O,O,O,O,X,X,O,O,O
LZSTOJI,X,O,O,O,O,X,X,O,X,O
LZSITJO,O,O,O,O,O,X,O,X,X,X
LZSITOJ,O,O,O,O,O,X,O,X,O,O
LZSIJTO,O,O,O,O,O,X,O,X,X,X
LZSIJOT,O,O,O,O,O,X,O,X,X,X
LZSIOTJ,O,O,O,O,O,X,O,X,O,O
LZSIOJT,O,O,O,O,O,X,O,X,X,O
LZSJTIO,O,O,O,O,O,X,O,X,X,X
LZSJTOI,X,X,O,O,O,X,X,X,X,O
LZSJITO,O,O,O,O,O,X,O,X,X,X
LZSJIOT,O,O,O,O,O,X,O,X,X,X
LZSJOTI,X,X,O,O,O,X,X,X,X,O
LZSJOIT,O,O,O,O,O,X,O,X,X,O
LZSOTIJ,X,O,O,O,O,X,X,O,O,O
LZSOTJI,X,O,O,O,O,X,X,O,X,O
LZSOITJ,O,O,O,O,O,X,O,X,O,O
LZSOIJT,O,O,O,O,O,X,O,X,X,O
LZSOJTI,X,O,O,O,O,X,X,X,X,O
LZSOJIT,O,O,O,O,O,X,O,X,X,O
LZOTIJS,O,O,O,O,X,X,X,X,O,X
LZOTISJ,O,O,O,X,X,X,X,X,O,O
LZOTJIS,O,O,O,O,X,X,X,X,O,X
LZOTJSI,O,O,O,O,X,X,X,O,X,X
LZOTSIJ,O,O,O,O,X,X,X,O,O,O
LZOTSJI,O,O,O,O,X,X,X,O,X,O
LZOITJS,X,O,O,X,X,X,X,X,O,X
LZOITSJ,O,O,O,X,X,X,X,X,O,O
LZOIJTS,O,O,O,X,X,X,X,X,O,X
LZOIJST,O,O,O,O,X,X,X,X,X,O
LZOISTJ,O,O,O,O,X,X,X,X,O,O
LZOISJT,O,O,O,O,X,X,X,X,X,O
LZOJTIS,O,O,O,X,X,X,X,X,O,X
LZOJTSI,O,O,O,X,X,X,X,O,X,X
LZOJITS,O,O,O,X,X,X,X,X,O,X
LZOJIST,O,O,O,O,X,X,X,X,X,O
LZOJSTI,O,O,O,O,X,X,X,X,X,O
LZOJSIT,O,O,O,O,X,X,O,X,X,O
LZOSTIJ,O,O,O,O,X,X,X,O,O,O
LZOSTJI,O,O,O,O,X,X,X,O,X,O
LZOSITJ,O,O,O,O,X,X,O,X,O,O
LZOSIJT,O,O,O,O,X,X,O,X,X,O
LZOSJTI,O,O,O,O,X,X,X,X,X,O
LZOSJIT,O,O,O,O,X,X,O,X,X,O
LOTIJSZ,O,O,X,X,X,X,X,X,X,X
LOTIJZS,O,O,O,X,X,X,X,X,X,X
LOTISJZ,O,O,O,X,X,X,X,X,X,O
LOTISZJ,O,O,O,X,X,X,X,X,X,O
LOTIZJS,O,O,O,X,X,X,X,X,O,X
LOTIZSJ,O,O,O,X,X,X,X,X,O,O
LOTJISZ,O,O,X,X,X,X,X,X,X,X
LOTJIZS,O,O,O,X,X,X,X,X,X,X
LOTJSIZ,O,O,X,O,X,X,X,O,X,X
LOTJSZI,O,O,X,O,X,X,X,O,X,X
LOTJZIS,O,O,O,O,X,X,X,X,X,X
LOTJZSI,O,O,O,O,X,X,X,O,X,X
LOTSIJZ,O,O,O,O,X,X,X,O,X,O
LOTSIZJ,O,O,O,O,X,X,X,O,X,O
LOTSJIZ,O,O,O,O,X,X,X,O,X,O
LOTSJZI,O,O,O,O,X,X,X,O,X,O
LOTSZIJ,O,O,O,O,X,X,X,O,X,O
LOTSZJI,O,O,O,O,X,X,X,O,X,O
LOTZIJS,O,O,O,O,X,X,X,X,O,X
LOTZISJ,O,O,O,X,X,X,X,X,O,O
LOTZJIS,O,O,O,O,X,X,X,X,O,X
LOTZJSI,O,O,O,O,X,X,X,O,X,X
LOTZSIJ,O,O,O,O,X,X,X,O,O,O
LOTZSJI,O,O,O,O,X,X,X,O,X,O
LOITJSZ,X,O,X,X,X,X,X,X,X,X
LOITJZS,X,O,O,X,X,X,X,X,X,X
LOITSJZ,X,O,O,X,X,X,X,X,X,O
LOITSZJ,X,O,O,X,X,X,X,X,X,O
LOITZJS,X,O,O,X,X,X,X,X,O,X
LOITZSJ,X,O,O,X,X,X,X,X,O,O
LOIJTSZ,O,O,X,X,X,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,X,X,X,X
LOIJSTZ,O,O,X,X,X,X,X,X,X,O
LOIJSZT,O,O,X,X,X,X,X,X,X,O
LOIJZTS,O,O,X,X,X,X,X,X,X,X
LOIJZST,O,O,X,X,X,X,X,X,X,O
LOISTJZ,X,X,X,X,X,X,X,X,X,O
LOISTZJ,O,O,O,X,X,X,X,X,X,O
LOISJTZ,O,O,O,X,X,X,X,X,X,O
LOISJZT,O,O,O,X,X,X,X,X,X,O
LOISZTJ,O,O,O,X,X,X,X,X,X,O
LOISZJT,O,O,O,X,X,X,X,X,X,O
LOIZTJS,X,O,O,X,X,X,X,X,O,X
LOIZTSJ,O,O,O,X,X,X,X,X,O,O
LOIZJTS,O,O,O,X,X,X,X,X,O,X
LOIZJST,O,O,O,X,X,X,X,X,X,O
LOIZSTJ,O,O,O,X,X,X,X,X,O,O
LOIZSJT,O,O,O,X,X,X,X,X,X,O
LOJTISZ,O,O,X,X,X,X,X,X,X,X
LOJTIZS,O,O,X,X,X,X,X,X,X,X
LOJTSIZ,O,O,X,X,X,X,X,O,X,X
LOJTSZI,O,O,X,X,X,X,X,O,X,X
LOJTZIS,O,O,X,X,X,X,X,X,X,X
LOJTZSI,O,O,X,X,X,X,X,O,X,X
LOJITSZ,O,O,X,X,X,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,X,X,X,X
LOJISTZ,O,O,X,X,X,X,X,X,X,O
LOJISZT,O,O,X,X,X,X,X,X,X,O
LOJIZTS,O,O,X,X,X,X,X,X,X,X
LOJIZST,O,O,X,X,X,X,X,X,X,O
LOJSTIZ,O,O,X,O,X,X,X,X,X,O
LOJSTZI,O,O,X,O,X,X,X,X,X,O
LOJSITZ,O,O,X,O,X,X,O,X,X,O
LOJSIZT,O,O,X,O,X,X,O,X,X,O
LOJSZTI,O,O,X,O,X,X,X,X,X,O
LOJSZIT,O,O,X,O,X,X,O,X,X,O
LOJZTIS,O,O,X,X,X,X,X,X,X,X
LOJZTSI,O,O,X,X,X,X,X,O,X,X
LOJZITS,O,O,X,X,X,X,X,X,X,X
LOJZIST,O,O,X,O,X,X,X,X,X,O
LOJZSTI,O,O,X,O,X,X,X,X,X,O
LOJZSIT,O,O,X,O,X,X,O,X,X,O
LOSTIJZ,O,O,X,O,X,X,X,O,X,O
LOSTIZJ,O,O,O,O,X,X,X,O,X,O
LOSTJIZ,O,O,O,O,X,X,X,O,X,O
LOSTJZI,O,O,O,O,X,X,X,O,X,O
LOSTZIJ,O,O,O,O,X,X,X,O,X,O
LOSTZJI,O,O,O,O,X,X,X,O,X,O
LOSITJZ,X,X,X,O,X,X,O,X,X,O
LOSITZJ,O,O,O,O,X,X,O,X,X,O
LOSIJTZ,O,O,O,O,X,X,O,X,X,O
LOSIJZT,O,O,O,O,X,X,O,X,X,O
LOSIZTJ,O,O,O,O,X,X,O,X,X,O
LOSIZJT,O,O,O,O,X,X,O,X,X,O
LOSJTIZ,O,O,O,O,X,X,X,X,X,O
LOSJTZI,O,O,O,O,X,X,X,X,X,O
LOSJITZ,O,O,O,O,X,X,O,X,X,O
LOSJIZT,O,O,O,O,X,X,O,X,X,O
LOSJZTI,O,O,O,O,X,X,X,X,X,O
LOSJZIT,O,O,O,O,X,X,O,X,X,O
LOSZTIJ,O,O,O,O,X,X,X,O,X,O
LOSZTJI,O,O,O,O,X,X,X,O,X,O
LOSZITJ,O,O,O,O,X,X,O,X,X,O
LOSZIJT,O,O,O,O,X,X,O,X,X,O
LOSZJTI,O,O,O,O,X,X,X,X,X,O
LOSZJIT,O,O,O,O,X,X,O,X,X,O
LOZTIJS,O,O,O,O,X,X,X,X,O,X
LOZTISJ,O,O,O,X,X,X,X,X,O,O
LOZTJIS,O,O,O,O,X,X,X,X,O,X
LOZTJSI,O,O,O,O,X,X,X,O,X,X
LOZTSIJ,O,O,O,O,X,X,X,O,O,O
LOZTSJI,O,O,O,O,X,X,X,O,X,O
LOZITJS,X,O,O,X,X,X,X,X,O,X
LOZITSJ,O,O,O,X,X,X,X,X,O,O
LOZIJTS,O,O,O,X,X,X,X,X,O,X
LOZIJST,O,O,O,O,X,X,X,X,X,O
LOZISTJ,O,O,O,O,X,X,X,X,O,O
LOZISJT,O,O,O,O,X,X,X,X,X,O
LOZJTIS,O,O,O,X,X,X,X,X,O,X
LOZJTSI,O,O,O,X,X,X,X,O,X,X
LOZJITS,O,O,O,X,X,X,X,X,O,X
LOZJIST,O,O,O,O,X,X,X,X,X,O
LOZJSTI,O,O,O,O,X,X,X,X,X,O
LOZJSIT,O,O,O,O,X,X,O,X,X,O
LOZSTIJ,O,O,O,O,X,X,X,O,O,O
LOZSTJI,O,O,O,O,X,X,X,O,X,O
LOZSITJ,O,O,O,O,X,X,O,X,O,O
LOZSIJT,O,O,O,O,X,X,O,X,X,O
LOZSJTI,O,O,O,O,X,X,X,X,X,O
LOZSJIT,O,O,O,O,X,X,O,X,X,O
JTILSZO,O,O,X,X,X,O,X,X,X,X
JTILSOZ,O,O,X,X,X,O,X,X,X,X
JTILZSO,O,O,O,X,X,O,X,X,X,X
JTILZOS,O,O,O,X,X,X,X,X,O,X
JTILOSZ,O,O,X,X,X,O,X,X,X,X
JTILOZS,O,O,X,X,X,X,X,X,X,X
JTISLZO,O,O,X,O,O,O,X,O,X,X
JTISLOZ,O,O,X,O,O,O,X,O,X,X
JTISZLO,O,X,O,O,O,O,X,O,X,X
JTISZOL,O,X,X,O,X,O,X,X,X,X
JTISOLZ,O,X,X,X,X,O,X,X,X,X
JTISOZL,O,X,X,X,X,O,X,X,X,X
JTIZLSO,O,X,O,O,X,O,X,X,X,X
JTIZLOS,O,X,O,O,X,X,X,X,O,X
JTIZSLO,O,X,O,O,O,X,X,O,X,X
JTIZSOL,O,X,X,O,X,X,X,X,X,X
JTIZOLS,O,X,O,O,X,X,X,X,O,X
JTIZOSL,O,X,X,O,X,X,X,X,X,X
JTIOLSZ,O,X,X,X,X,O,X,X,X,X
JTIOLZS,O,X,X,X,X,X,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,X,X
JTIOSZL,O,X,X,X,X,X,X,X,X,X
JTIOZLS,O,X,O,X,X,X,X,X,X,X
JTIOZSL,O,X,X,X,X,X,X,X,X,X
JTLISZO,O,O,X,X,X,O,X,X,X,X
JTLISOZ,O,O,X,X,X,O,X,X,X,X
JTLIZSO,O,O,O,X,X,O,X,X,X,X
JTLIZOS,O,O,O,X,X,X,X,X,O,X
JTLIOSZ,O,O,X,X,X,O,X,X,X,X
JTLIOZS,O,O,X,X,X,X,X,X,X,X
JTLSIZO,O,O,X,O,O,O,X,O,X,X
JTLSIOZ,O,O,X,O,O,O,X,O,X,X
JTLSZIO,O,O,X,O,O,O,X,O,X,X
JTLSZOI,O,O,X,O,O,O,X,O,X,X
JTLSOIZ,O,O,X,O,O,O,X,O,X,X
JTLSOZI,O,O,X,O,O,O,X,O,X,X
JTLZISO,O,O,O,O,X,O,X,X,X,X
JTLZIOS,O,O,O,O,X,X,X,X,O,X
JTLZSIO,O,O,O,O,O,O,X,O,X,X
JTLZSOI,O,O,X,O,O,O,X,O,X,X
JTLZOIS,O,O,O,X,X,X,X,X,O,X
JTLZOSI,O,O,X,X,X,X,X,X,X,X
JTLOISZ,O,O,X,X,X,O,X,X,X,X
JTLOIZS,O,O,X,X,X,X,X,X,X,X
JTLOSIZ,O,O,X,X,X,O,X,X,X,X
JTLOSZI,O,O,X,X,X,O,X,X,X,X
JTLOZIS,O,O,X,X,X,X,X,X,X,X
JTLOZSI,O,O,X,X,X,X,X,X,X,X
JTSILZO,O,O,O,O,O,O,O,O,X,X
JTSILOZ,O,O,O,O,O,O,O,O,X,X
JTSIZLO,O,X,O,O,O,O,X,O,X,X
JTSIZOL,O,X,O,O,X,O,X,X,X,X
JTSIOLZ,O,X,O,X,X,O,O,X,X,X
JTSIOZL,O,X,O,X,X,O,X,X,X,X
JTSLIZO,O,O,O,O,O,O,X,O,X,X
JTSLIOZ,O,O,O,O,O,O,X,O,X,X
JTSLZIO,O,O,O,O,O,O,X,O,X,X
JTSLZOI,O,O,O,O,O,O,X,O,X,X
JTSLOIZ,O,O,O,O,O,O,X,O,X,X
JTSLOZI,O,O,O,O,O,O,X,O,X,X
JTSZILO,O,X,O,O,O,O,X,O,X,X
JTSZIOL,O,X,O,O,X,O,X,X,X,X
JTSZLIO,O,O,O,O,O,O,X,O,X,X
JTSZLOI,O,O,O,O,O,O,X,O,X,X
JTSZOIL,O,X,O,O,X,O,X,O,X,X
JTSZOLI,O,X,O,O,O,O,X,O,X,X
JTSOILZ,O,X,O,O,X,O,X,O,X,X
JTSOIZL,O,X,O,O,X,O,X,O,X,X
JTSOLIZ,O,O,O,O,O,O,X,O,X,X
JTSOLZI,O,O,O,O,O,O,X,O,X,X
JTSOZIL,O,X,O,O,X,O,X,O,X,X
JTSOZLI,O,X,O,O,O,O,X,O,X,X
JTZILSO,O,O,O,O,X,O,X,X,X,X
JTZILOS,O,O,O,O,X,X,X,X,O,X
JTZISLO,O,X,O,O,O,X,X,O,X,X
JTZISOL,O,X,X,O,X,X,X,X,X,X
JTZIOLS,O,O,O,O,X,X,X,X,O,X
JTZIOSL,O,O,X,O,X,X,X,X,X,X
JTZLISO,O,O,O,O,X,O,X,X,X,X
JTZLIOS,O,O,O,O,X,X,X,X,O,X
JTZLSIO,O,O,O,O,O,O,X,O,X,X
JTZLSOI,O,O,X,O,O,O,X,O,X,X
JTZLOIS,O,O,O,X,X,X,X,X,O,X
JTZLOSI,O,O,O,X,X,X,X,X,X,X
JTZSILO,O,X,O,O,O,X,X,O,X,X
JTZSIOL,O,X,O,O,X,X,X,X,X,X
JTZSLIO,O,O,O,O,O,X,X,O,X,X
JTZSLOI,O,O,O,O,O,X,X,O,X,X
JTZSOIL,O,X,O,O,X,X,X,O,X,X
JTZSOLI,O,X,O,O,O,X,X,O,X,X
JTZOILS,O,O,O,O,X,X,X,X,O,X
JTZOISL,O,O,O,O,X,X,X,O,X,X
JTZOLIS,O,O,O,O,X,X,X,X,O,X
JTZOLSI,O,O,O,O,X,X,X,O,X,X
JTZOSIL,O,O,O,O,X,X,X,O,X,X
JTZOSLI,O,O,O,O,O,X,X,O,X,X
JTOILSZ,O,O,X,X,X,O,X,X,X,X
JTOILZS,O,O,O,X,X,X,X,X,X,X
JTOISLZ,O,O,O,O,X,X,X,O,X,X
JTOISZL,O,X,O,O,X,X,X,O,X,X
JTOIZLS,O,X,O,O,X,X,X,X,X,X
JTOIZSL,O,X,O,O,X,X,X,O,X,X
JTOLISZ,O,O,X,X,X,O,X,X,X,X
JTOLIZS,O,O,O,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,O,X,O,X,O,X,X
JTOLSZI,O,O,X,O,X,O,X,O,X,X
JTOLZIS,O,O,O,O,X,X,X,X,X,X
JTOLZSI,O,O,O,O,X,X,X,O,X,X
JTOSILZ,O,O,O,O,X,X,X,O,X,X
JTOSIZL,O,O,O,O,X,X,X,O,X,X
JTOSLIZ,O,O,O,O,O,X,X,O,X,X
JTOSLZI,O,O,O,O,O,X,X,O,X,X
JTOSZIL,O,O,O,O,X,X,X,O,X,X
JTOSZLI,O,O,O,O,O,X,X,O,X,X
JTOZILS,O,O,O,O,X,X,X,X,X,X
JTOZISL,O,O,O,O,X,X,X,O,X,X
JTOZLIS,O,O,O,O,X,X,X,X,X,X
JTOZLSI,O,O,O,O,X,X,X,O,X,X
JTOZSIL,O,O,O,O,X,X,X,O,X,X
JTOZSLI,O,O,O,O,O,X,X,O,X,X
JITLSZO,O,X,X,X,X,O,X,X,X,X
JITLSOZ,O,X,X,X,X,O,X,X,X,X
JITLZSO,O,X,X,X,X,O,X,X,X,X
JITLZOS,O,X,X,X,X,X,X,X,O,X
JITLOSZ,O,X,X,X,X,O,X,X,X,X
JITLOZS,O,X,X,X,X,X,X,X,X,X
JITSLZO,O,X,X,X,O,O,X,X,X,X
JITSLOZ,O,X,X,X,O,O,X,X,X,X
JITSZLO,O,X,X,X,O,O,X,X,X,X
JITSZOL,O,X,X,X,X,O,X,X,X,X
JITSOLZ,O,X,X,X,X,O,X,X,X,X
JITSOZL,O,X,X,X,X,O,X,X,X,X
JITZLSO,O,X,X,X,X,O,X,X,X,X
JITZLOS,O,X,X,X,X,X,X,X,O,X
JITZSLO,O,X,X,X,O,X,X,X,X,X
JITZSOL,O,X,X,X,X,X,X,X,X,X
JITZOLS,O,X,X,X,X,X,X,X,O,X
JITZOSL,O,X,X,X,X,X,X,X,X,X
JITOLSZ,O,X,X,X,X,O,X,X,X,X
JITOLZS,O,X,X,X,X,X,X,X,X,X
JITOSLZ,O,X,X,X,X,X,X,X,X,X
JITOSZL,O,X,X,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,X,X,X,X,X
JILTSZO,O,X,X,X,X,O,X,X,X,X
JILTSOZ,O,X,X,X,X,O,X,X,X,X
JILTZSO,O,X,X,X,X,O,X,X,X,X
JILTZOS,O,X,X,X,X,X,X,X,O,X
JILTOSZ,O,X,X,X,X,O,X,X,X,X
JILTOZS,O,X,X,X,X,X,X,X,X,X
JILSTZO,O,X,X,X,X,O,X,X,X,X
JILSTOZ,X,X,X,X,X,O,X,X,X,X
JILSZTO,O,X,X,X,X,X,X,X,X,X
JILSZOT,O,X,X,X,X,X,X,X,X,X
JILSOTZ,X,X,X,X,X,O,X,X,X,X
JILSOZT,O,X,X,X,X,X,X,X,X,X
JILZTSO,O,X,X,X,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X,X,O,X
JILZSTO,O,X,X,X,X,X,X,X,X,X
JILZSOT,O,X,X,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,X,X,X,X,O,X
JILZOST,O,X,X,X,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,X,X,X,X
JILOTZS,X,X,X,X,X,X,X,X,X,X
JILOSTZ,X,X,X,X,X,X,X,X,X,X
JILOSZT,O,X,X,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,X,X,X,X,X,X
JILOZST,O,X,X,X,X,X,X,X,X,X
JISTLZO,O,X,X,X,X,O,X,X,X,X
JISTLOZ,O,X,X,X,X,O,X,X,X,X
JISTZLO,O,X,X,X,X,O,X,X,X,X
JISTZOL,O,X,X,X,X,O,X,X,X,X
JISTOLZ,O,X,X,X,X,O,X,X,X,X
JISTOZL,O,X,X,X,X,O,X,X,X,X
JISLTZO,O,X,X,X,O,O,X,X,X,X
JISLTOZ,X,X,X,X,X,O,X,X,X,X
JISLZTO,O,X,X,X,O,X,X,X,X,X
JISLZOT,O,X,X,X,O,X,X,X,X,X
JISLOTZ,X,X,X,X,X,O,X,X,X,X
JISLOZT,O,X,X,X,O,X,X,X,X,X
JISZTLO,O,X,X,X,X,O,X,X,X,X
JISZTOL,O,X,X,X,X,O,X,X,X,X
JISZLTO,O,X,X,X,O,X,X,X,X,X
JISZLOT,O,X,X,X,O,X,X,X,X,X
JISZOTL,O,X,X,X,X,O,X,X,X,X
JISZOLT,O,X,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,X,O,X,X,X,X
JISOTZL,O,X,X,X,X,O,X,X,X,X
JISOLTZ,X,X,X,X,X,O,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X,X
JISOZTL,O,X,X,X,X,O,X,X,X,X
JISOZLT,O,X,X,X,X,X,X,X,X,X
JIZTLSO,O,X,X,X,X,O,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,O,X
JIZTSLO,O,X,X,X,O,X,X,X,X,X
JIZTSOL,O,X,X,X,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X,X,O,X
JIZTOSL,O,X,X,X,X,X,X,X,X,X
JIZLTSO,O,X,X,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,O,X
JIZLSTO,O,X,X,X,X,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,X,X,X,X
JIZLOTS,X,X,X,X,X,X,X,X,O,X
JIZLOST,O,X,X,X,X,X,X,X,X,X
JIZSTLO,O,X,X,X,X,O,X,X,X,X
JIZSTOL,O,X,X,X,X,O,X,X,X,X
JIZSLTO,O,X,X,X,O,X,X,X,X,X
JIZSLOT,O,X,X,X,O,X,X,X,X,X
JIZSOTL,O,X,X,X,X,O,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,X,X,X,O,X
JIZOTSL,O,X,X,X,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X
JIZOSTL,O,X,X,X,X,X,X,X,X,X
JIZOSLT,O,X,X,X,X,X,X,X,X,X
JIOTLSZ,O,X,X,X,X,O,X,X,X,X
JIOTLZS,O,X,X,X,X,X,X,X,X,X
JIOTSLZ,O,X,X,X,X,X,X,X,X,X
JIOTSZL,O,X,X,X,X,X,X,X,X,X
JIOTZLS,O,X,X,X,X,X,X,X,X,X
JIOTZSL,O,X,X,X,X,X,X,X,X,X
