sequence,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBRdBSjBzhB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?SAJvhFWiBxdBXjBzfBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?C7IvhFRdBcjBXgBzhB+nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?WAJvhFRdBcjBCiBXgBTnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?G7IvhFRdBcjBzfBfnB6nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?C7IvhFGdBTeBXgBRnBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?G7IvhFCdBzfBxiBXjBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBzcBSjBRnB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?WAJvhFSiBTeBXgBRnBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBqhBxdBXjBTnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?z8IvhFGeBUlBRnBClB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?SCJvhFTeBFgBfqBRsBGqBUsB
LIJOZTS,X,X,X,X,X,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,O,O,X,X,X
LISTJZO,O,O,X,X,X,X,X,X,X,O,X,X
LISTJOZ,X,O,X,X,X,X,X,X,O,X,X,O
LISTZJO,O,X,X,X,X,O,X,O,X,O,X,X
LISTZOJ,O,X,X,X,X,O,X,O,X,O,X,O
LISTOJZ,O,X,X,X,X,X,O,X,O,X,X,O
LISTOZJ,O,X,X,X,X,O,X,O,X,O,X,O
LISJTZO,O,O,X,X,X,X,X,X,X,O,X,X
LISJTOZ,X,O,X,X,X,X,X,X,X,X,X,O
LISJZTO,O,O,X,X,X,O,X,X,X,O,X,X
LISJZOT,O,O,X,X,X,O,X,X,X,O,X,X
LISJOTZ,X,O,X,X,X,X,X,X,O,X,X,O
LISJOZT,X,X,X,X,X,O,X,X,O,X,X,X
LISZTJO,O,O,X,X,X,O,X,X,X,O,X,X
LISZTOJ,O,X,X,X,X,O,X,X,X,O,X,O
LISZJTO,O,O,X,X,X,O,X,X,X,O,X,X
LISZJOT,O,O,X,X,X,O,X,O,X,O,X,X
LISZOTJ,O,X,X,X,X,O,X,X,X,X,X,O
LISZOJT,O,O,X,X,X,O,X,O,X,O,X,X
LISOTJZ,O,X,X,X,X,X,X,X,O,X,X,O
LISOTZJ,O,X,X,X,X,O,X,O,X,O,X,O
LISOJTZ,O,O,X,X,X,X,X,X,O,X,X,O
LISOJZT,O,X,X,X,X,O,X,X,O,X,X,X
LISOZTJ,O,X,X,X,X,O,X,X,X,X,X,O
LISOZJT,O,X,X,X,X,O,X,O,X,O,X,X
LIZTJSO,O,X,X,O,X,X,X,O,X,X,O,X
LIZTJOS,O,X,X,O,X,X,X,O,O,X,X,X
LIZTSJO,O,X,X,O,X,X,X,O,X,X,O,X
LIZTSOJ,X,X,X,X,X,X,X,O,X,X,O,X
LIZTOJS,O,X,X,O,X,X,O,O,O,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,O,X,X,X,X
LIZJTSO,O,X,X,O,X,X,X,X,X,X,O,X
LIZJTOS,O,X,X,O,X,X,X,O,X,X,X,X
LIZJSTO,O,O,X,O,X,X,X,X,X,O,O,X
LIZJSOT,O,O,X,O,X,X,X,O,X,O,O,X
LIZJOTS,O,X,X,O,X,X,X,O,X,X,X,X
LIZJOST,O,X,X,O,X,X,X,O,O,X,O,X
LIZSTJO,O,O,X,O,X,X,X,X,X,O,O,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,O,O
LIZSJTO,O,O,X,O,X,X,X,X,X,O,O,X
LIZSJOT,O,O,X,O,X,X,X,O,X,O,O,X
LIZSOTJ,O,X,X,X,X,X,X,X,X,X,O,O
LIZSOJT,O,O,X,X,X,X,X,O,X,O,O,X
LIZOTJS,O,X,X,O,X,X,X,O,O,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,O,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,O,X,X,X,X
LIZOJST,O,X,X,O,X,X,X,O,O,X,O,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,O,O
LIZOSJT,O,X,X,X,X,X,X,O,X,X,O,X
LIOTJSZ,X,X,X,X,X,O,O,X,O,X,X,X
LIOTJZS,O,X,X,X,X,X,O,O,O,X,X,X
LIOTSJZ,X,X,X,X,X,O,O,X,O,X,X,O
LIOTSZJ,O,X,X,X,X,O,X,O,X,X,X,O
LIOTZJS,O,X,X,X,X,X,O,O,O,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,O,X,X,X,X
LIOJTSZ,X,X,X,X,X,O,X,X,O,X,X,X
LIOJTZS,O,X,X,X,X,X,X,O,O,X,X,X
LIOJSTZ,X,X,X,X,X,O,X,X,O,X,X,O
LIOJSZT,X,X,X,X,X,O,X,X,O,X,X,X
LIOJZTS,O,X,X,X,X,X,X,O,X,X,X,X
LIOJZST,O,X,X,X,X,X,X,O,O,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,O,X,X,O
LIOSTZJ,O,X,X,X,X,O,X,O,X,X,X,O
LIOSJTZ,X,X,X,X,X,X,X,X,O,X,X,O
LIOSJZT,X,X,X,X,X,O,X,X,O,X,X,X
LIOSZTJ,X,X,X,X,X,O,X,X,X,X,X,O
LIOSZJT,O,X,X,X,X,O,X,O,X,X,X,X
LIOZTJS,O,X,X,X,X,X,X,O,O,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,O,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X,O,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,O,O,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,O
LIOZSJT,O,X,X,X,X,X,X,O,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,X,X,O,X,X,X,O,X,X,X,X
LJTIZOS,O,X,X,O,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,O,X,X,X,X
LJTSIZO,O,X,O,X,X,X,X,X,X,O,X,X
LJTSIOZ,X,X,O,X,X,X,X,X,X,X,X,X
LJTSZIO,O,X,O,O,X,X,X,X,X,O,X,X
LJTSZOI,O,X,O,O,X,X,X,X,X,O,X,X
LJTSOIZ,O,X,O,X,X,X,X,X,X,X,X,X
LJTSOZI,O,X,O,X,X,X,X,X,X,X,X,X
LJTZISO,O,X,O,O,X,X,X,O,X,O,X,X
LJTZIOS,O,X,X,O,X,X,X,O,X,X,X,X
LJTZSIO,O,X,O,O,X,X,X,O,X,O,X,X
LJTZSOI,O,X,O,O,X,X,X,X,X,O,X,X
LJTZOIS,O,X,O,O,X,X,X,O,X,X,X,X
LJTZOSI,O,X,O,O,X,X,X,X,X,O,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,X,X,X,X
LJTOZIS,O,X,O,O,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,O,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,O,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,O,X,X,X
LJITOZS,X,X,X,X,X,X,X,O,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,O,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,O,X,X,X
LJIZTSO,O,X,X,O,X,X,X,X,X,X,O,X
LJIZTOS,O,X,X,X,X,X,X,O,X,X,X,X
LJIZSTO,O,X,X,O,X,X,X,X,X,X,O,X
LJIZSOT,O,X,X,O,X,X,X,O,X,X,O,X
LJIZOTS,O,X,X,O,X,X,X,O,X,X,X,X
LJIZOST,O,X,X,O,X,X,X,O,O,X,O,X
LJIOTSZ,X,X,X,X,X,X,X,X,O,X,X,X
LJIOTZS,X,X,X,X,X,X,X,O,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,O,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,O,X,X,X
LJIOZTS,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,O,O,X,X,X
LJSTIZO,O,O,X,X,X,X,X,X,X,O,X,X
LJSTIOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,O,X,O,X,X,X,X,O,X,X
LJSTZOI,O,O,O,X,X,X,X,X,X,O,X,X
LJSTOIZ,O,O,X,X,X,X,X,X,X,X,X,X
LJSTOZI,O,O,O,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X,O,X,X
LJSITOZ,X,O,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,O,X,X,X,X,O,X,X
LJSIZOT,O,O,O,X,O,X,X,X,X,O,X,X
LJSIOTZ,X,O,X,X,X,X,X,X,X,X,X,X
LJSIOZT,X,X,O,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,O,O,X,X,X,X,O,X,X
LJSZTOI,O,O,O,O,X,X,X,X,X,O,X,X
LJSZITO,O,O,O,O,O,X,X,X,X,O,X,X
LJSZIOT,O,O,O,O,O,X,X,X,X,O,X,X
LJSZOTI,O,O,O,O,X,X,X,X,X,O,X,X
LJSZOIT,O,O,O,O,O,X,X,X,X,O,X,X
LJSOTIZ,O,O,X,X,X,X,X,X,X,X,X,X
LJSOTZI,O,O,O,X,X,X,X,X,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,O,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,O,X,X,X,X,X,X,X,X,X
LJSOZIT,O,O,O,X,O,X,X,X,X,X,X,X
LJZTISO,O,X,O,O,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,O,X,X,X,X
LJZTSIO,O,O,O,O,X,X,X,X,X,O,X,X
LJZTSOI,O,O,O,O,X,X,X,X,X,O,X,X
LJZTOIS,O,X,O,O,X,X,X,X,X,X,X,X
LJZTOSI,O,X,O,O,X,X,X,X,X,X,X,X
LJZITSO,O,X,O,O,O,X,X,X,X,X,O,X
LJZITOS,O,X,X,O,O,X,X,O,X,X,X,X
LJZISTO,O,O,O,O,O,X,X,X,X,O,O,X
LJZISOT,O,O,O,O,O,X,X,O,X,O,O,X
LJZIOTS,O,X,X,O,X,X,X,O,X,X,X,X
LJZIOST,O,X,X,O,X,X,X,O,X,X,O,X
LJZSTIO,O,O,O,O,O,X,X,X,X,O,X,X
LJZSTOI,O,O,O,O,X,X,X,X,X,O,X,X
LJZSITO,O,O,O,O,O,X,X,X,X,O,X,X
LJZSIOT,O,O,O,O,O,X,X,O,X,O,X,X
LJZSOTI,O,O,O,O,X,X,X,X,X,O,X,X
LJZSOIT,O,O,O,O,O,X,X,X,X,O,X,X
LJZOTIS,O,X,O,O,X,X,X,X,X,X,X,X
LJZOTSI,O,X,O,O,X,X,X,X,X,X,X,X
LJZOITS,O,X,O,O,X,X,X,O,X,X,X,X
LJZOIST,O,X,O,O,X,X,X,O,X,X,X,X
LJZOSTI,O,O,O,O,X,X,X,X,X,O,X,X
LJZOSIT,O,O,O,O,X,X,X,X,X,O,X,X
LJOTISZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,X,X,X,X
LJOTZIS,O,X,O,O,X,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,O,X,X,X
LJOITZS,O,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,X,X,X,O,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,O,X,X,X
LJOIZTS,O,X,X,O,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,O,X,X,X,X,O,X,X,X
LJOSTIZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,O,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,O,O,X,X,X,X,X,X,X,X
LJOSZIT,X,X,O,O,X,X,X,X,X,X,X,X
LJOZTIS,O,X,O,O,X,X,X,X,X,X,X,X
LJOZTSI,O,X,O,O,X,X,X,X,X,X,X,X
LJOZITS,O,X,O,O,X,X,X,X,X,X,X,X
LJOZIST,O,X,O,O,X,X,X,X,X,X,X,X
LJOZSTI,O,X,O,O,X,X,X,X,X,X,X,X
LJOZSIT,O,X,O,O,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,X,O,X,X,X,X,O,X,X
LSTIJOZ,X,O,X,X,X,X,X,X,X,X,X,O
LSTIZJO,O,O,X,X,O,O,X,O,X,O,X,X
LSTIZOJ,O,O,X,X,O,O,X,O,X,O,X,O
LSTIOJZ,O,O,X,X,O,X,X,X,X,X,X,O
LSTIOZJ,O,X,X,X,O,O,X,O,X,O,X,O
LSTJIZO,O,O,X,X,O,X,X,X,X,O,X,X
LSTJIOZ,X,O,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,O,O,X,X,X,X,O,X,X
LSTJZOI,O,O,O,O,O,X,X,X,X,O,X,X
LSTJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTJOZI,O,O,O,X,O,X,X,X,X,X,X,X
LSTZIJO,O,O,O,O,O,X,X,O,X,O,X,X
LSTZIOJ,O,O,X,X,O,X,X,O,X,O,X,X
LSTZJIO,O,O,O,O,O,X,X,O,X,O,X,X
LSTZJOI,O,O,O,O,O,X,X,X,X,O,X,X
LSTZOIJ,O,O,X,X,O,X,X,X,X,O,X,X
LSTZOJI,O,O,X,X,O,X,X,X,X,O,X,X
LSTOIJZ,O,O,X,X,O,X,X,X,X,X,X,O
LSTOIZJ,O,X,X,X,O,O,X,X,X,O,X,O
LSTOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTOJZI,O,O,O,X,O,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,O,X,X,X,X,O,X,X
LSTOZJI,O,O,X,X,O,X,X,X,X,O,X,X
LSITJZO,O,O,X,X,O,X,X,X,X,O,X,X
LSITJOZ,X,O,X,X,X,X,X,X,X,X,X,O
LSITZJO,O,O,X,X,O,O,X,O,X,O,X,X
LSITZOJ,O,X,X,X,O,O,X,O,X,O,X,O
LSITOJZ,O,O,X,X,O,X,X,X,X,X,X,O
LSITOZJ,O,X,X,X,O,O,X,O,X,O,X,O
LSIJTZO,O,O,X,X,X,X,X,X,X,O,X,X
LSIJTOZ,X,O,X,X,X,X,X,X,X,X,X,O
LSIJZTO,O,O,O,X,O,O,X,X,X,O,X,X
LSIJZOT,O,O,O,X,O,O,X,X,X,O,X,X
LSIJOTZ,X,O,X,X,X,X,X,X,X,X,X,O
LSIJOZT,X,X,O,X,X,O,X,X,X,X,X,X
LSIZTJO,O,O,O,X,O,O,X,X,X,O,X,X
LSIZTOJ,O,X,X,X,O,O,X,X,X,O,X,O
LSIZJTO,O,O,O,X,O,O,X,X,X,O,X,X
LSIZJOT,O,O,O,X,O,O,X,O,X,O,X,X
LSIZOTJ,O,X,X,X,O,O,X,X,X,X,X,O
LSIZOJT,O,O,O,X,O,O,X,O,X,O,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X,X,O
LSIOTZJ,O,X,X,X,X,O,X,O,X,O,X,O
LSIOJTZ,O,O,X,X,X,X,X,X,X,X,X,O
LSIOJZT,O,X,O,X,X,O,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,O,X,X,X,X,X,O
LSIOZJT,O,X,X,X,X,O,X,O,X,O,X,X
LSJTIZO,O,O,X,X,O,X,X,X,X,O,X,X
LSJTIOZ,X,O,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,O,O,X,O,X,X,X,X,O,X,X
LSJTZOI,O,O,O,X,O,X,X,X,X,O,X,X
LSJTOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJTOZI,O,O,O,X,O,X,X,X,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,X,X,O,X,X
LSJITOZ,X,O,X,X,X,X,X,X,X,X,X,X
LSJIZTO,O,O,O,X,O,O,X,X,X,O,X,X
LSJIZOT,O,O,O,X,O,O,X,X,X,O,X,X
LSJIOTZ,X,O,X,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,O,X,X,O,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,X,X,X,X,O,X,X
LSJZTOI,O,O,O,O,O,X,X,X,X,O,X,X
LSJZITO,O,O,O,O,O,X,X,X,X,O,X,X
LSJZIOT,O,O,O,O,O,X,X,X,X,O,X,X
LSJZOTI,O,O,O,O,X,X,X,X,X,O,X,X
LSJZOIT,O,O,O,O,O,X,X,X,X,O,X,X
LSJOTIZ,O,O,X,X,X,X,X,X,X,X,X,X
LSJOTZI,O,O,O,X,X,X,X,X,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,O,X,X,O,X,X,X,X,X,X
LSJOZTI,O,O,O,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,O,X,O,X,X,X,X,X,X,X
LSZTIJO,O,O,O,O,O,X,X,X,X,O,X,X
LSZTIOJ,O,O,X,X,O,X,X,X,X,O,X,X
LSZTJIO,O,O,O,O,O,X,X,X,X,O,X,X
LSZTJOI,O,O,O,O,O,X,X,X,X,O,X,X
LSZTOIJ,O,O,X,X,O,X,X,X,X,O,X,X
LSZTOJI,O,O,X,X,O,X,X,X,X,O,X,X
LSZITJO,O,O,O,O,O,O,X,X,X,O,X,X
LSZITOJ,O,O,X,X,O,O,X,X,X,O,X,X
LSZIJTO,O,O,O,O,O,O,X,X,X,O,X,X
LSZIJOT,O,O,O,O,O,O,X,O,X,O,X,X
LSZIOTJ,O,X,X,X,O,O,X,X,X,X,X,X
LSZIOJT,O,O,O,X,O,O,X,O,X,O,X,X
LSZJTIO,O,O,O,O,O,X,X,X,X,O,X,X
LSZJTOI,O,O,O,O,O,X,X,X,X,O,X,X
LSZJITO,O,O,O,O,O,X,X,X,X,O,X,X
LSZJIOT,O,O,O,O,O,X,X,O,X,O,X,X
LSZJOTI,O,O,O,O,X,X,X,X,X,O,X,X
LSZJOIT,O,O,O,O,O,X,X,X,X,O,X,X
LSZOTIJ,O,X,X,X,O,X,X,X,X,X,X,X
LSZOTJI,O,X,X,X,O,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,O,O,X,X,X,X,X,X
LSZOIJT,O,O,O,X,O,O,X,X,X,O,X,X
LSZOJTI,O,O,O,X,X,X,X,X,X,O,X,X
LSZOJIT,O,O,O,X,O,X,X,X,X,O,X,X
LSOTIJZ,O,X,X,X,O,X,X,X,X,X,X,O
LSOTIZJ,O,X,X,X,O,O,X,X,X,O,X,O
LSOTJIZ,O,X,X,X,O,X,X,X,X,X,X,X
LSOTJZI,O,X,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,X,X,X,O,X,X,X,X,O,X,X
LSOTZJI,O,X,X,X,O,X,X,X,X,O,X,X
LSOITJZ,O,X,X,X,X,X,X,X,X,X,X,O
LSOITZJ,O,X,X,X,X,O,X,X,X,O,X,O
LSOIJTZ,O,O,X,X,X,X,X,X,X,X,X,O
LSOIJZT,O,X,O,X,X,O,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,O,X,X,X,X,X,O
LSOIZJT,O,X,X,X,X,O,X,X,X,O,X,X
LSOJTIZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOJTZI,O,O,O,X,X,X,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,X,X,X,X,X,X,X
LSOJIZT,O,X,O,X,X,O,X,X,X,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,X,O,X,X,X,X,X,X,X
LSOZTJI,O,X,X,X,O,X,X,X,X,X,X,X
LSOZITJ,O,X,X,X,O,O,X,X,X,X,X,X
LSOZIJT,O,O,O,X,O,O,X,X,X,O,X,X
LSOZJTI,O,O,O,X,X,X,X,X,X,O,X,X
LSOZJIT,O,O,O,X,O,X,X,X,X,O,X,X
LZTIJSO,O,O,X,O,O,X,X,O,X,O,X,X
LZTIJOS,O,X,X,O,O,X,O,O,X,X,X,X
LZTISJO,O,O,O,O,X,X,X,O,X,O,X,X
LZTISOJ,O,O,O,X,X,X,O,O,X,O,X,X
LZTIOJS,O,X,X,O,O,X,O,O,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,O,O,X,X,X,X
LZTJISO,O,O,O,O,O,X,X,O,X,O,X,X
LZTJIOS,O,X,X,O,O,X,O,O,X,X,X,X
LZTJSIO,O,O,O,O,O,X,X,O,X,O,X,X
LZTJSOI,O,O,O,O,O,X,X,X,X,O,X,X
LZTJOIS,O,X,O,O,X,X,O,O,X,X,X,X
LZTJOSI,O,O,O,O,X,X,O,X,X,O,X,X
LZTSIJO,O,O,O,O,O,X,X,O,X,O,X,X
LZTSIOJ,O,O,O,X,O,X,O,O,X,O,X,X
LZTSJIO,O,O,O,O,O,X,X,O,X,O,X,X
LZTSJOI,O,O,O,O,O,X,X,X,X,O,X,X
LZTSOIJ,O,O,O,X,O,X,O,X,X,O,X,X
LZTSOJI,O,O,O,X,O,X,O,X,X,O,X,X
LZTOIJS,O,X,X,O,O,X,O,O,X,X,X,X
LZTOISJ,O,X,X,O,X,X,O,O,X,X,X,X
LZTOJIS,O,X,X,O,O,X,O,O,X,X,X,X
LZTOJSI,O,O,X,O,O,X,O,X,X,O,X,X
LZTOSIJ,O,O,X,O,O,X,O,X,X,O,X,X
LZTOSJI,O,O,X,O,O,X,O,X,X,O,X,X
LZITJSO,O,X,X,O,O,X,X,O,X,X,O,X
LZITJOS,O,X,X,O,O,X,O,O,X,X,X,X
LZITSJO,O,X,O,O,X,X,X,O,X,X,O,X
LZITSOJ,X,X,O,X,X,X,O,O,X,X,O,X
LZITOJS,O,X,X,O,O,X,O,O,X,X,X,X
LZITOSJ,X,X,X,X,X,X,O,O,X,X,X,X
LZIJTSO,O,X,X,O,O,X,X,X,X,X,O,X
LZIJTOS,O,X,X,O,O,X,O,O,X,X,X,X
LZIJSTO,O,O,X,O,O,X,X,X,X,O,O,X
LZIJSOT,O,O,X,O,O,X,X,O,X,O,O,X
LZIJOTS,O,X,X,O,X,X,X,O,X,X,X,X
LZIJOST,O,X,X,O,X,X,X,O,X,X,O,X
LZISTJO,O,O,O,O,X,X,X,X,X,O,O,X
LZISTOJ,X,X,X,X,X,X,O,X,X,X,O,X
LZISJTO,O,O,O,O,X,X,X,X,X,O,O,X
LZISJOT,O,O,O,O,X,X,X,O,X,O,O,X
LZISOTJ,O,X,X,X,X,X,X,X,X,X,O,X
LZISOJT,O,O,O,X,X,X,X,O,X,O,O,X
LZIOTJS,O,X,X,O,X,X,O,O,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,O,O,X,X,X,X
LZIOJTS,O,X,X,X,X,X,X,O,X,X,X,X
LZIOJST,O,X,X,O,X,X,X,O,X,X,O,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,O,X
LZIOSJT,O,X,X,X,X,X,X,O,X,X,O,X
LZJTISO,O,O,O,O,X,X,X,X,X,X,X,X
LZJTIOS,O,X,X,O,X,X,O,O,X,X,X,X
LZJTSIO,O,O,O,O,X,X,X,X,X,O,X,X
LZJTSOI,O,O,O,O,X,X,X,X,X,O,X,X
LZJTOIS,O,X,O,O,X,X,O,X,X,X,X,X
LZJTOSI,O,O,O,O,X,X,O,X,X,X,X,X
LZJITSO,O,X,O,O,O,X,X,X,X,X,O,X
LZJITOS,O,X,X,O,O,X,O,O,X,X,X,X
LZJISTO,O,O,O,O,O,X,X,X,X,O,O,X
LZJISOT,O,O,O,O,O,X,X,O,X,O,O,X
LZJIOTS,O,X,X,O,X,X,X,O,X,X,X,X
LZJIOST,O,X,X,O,X,X,X,O,X,X,O,X
LZJSTIO,O,O,O,O,O,X,X,X,X,O,X,X
LZJSTOI,O,O,O,O,X,X,X,X,X,O,X,X
LZJSITO,O,O,O,O,O,X,X,X,X,O,X,X
LZJSIOT,O,O,O,O,O,X,X,O,X,O,X,X
LZJSOTI,O,O,O,O,X,X,X,X,X,O,X,X
LZJSOIT,O,O,O,O,O,X,X,X,X,O,X,X
LZJOTIS,O,X,O,O,X,X,X,X,X,X,X,X
LZJOTSI,O,X,O,O,X,X,X,X,X,X,X,X
LZJOITS,O,X,O,O,X,X,X,O,X,X,X,X
LZJOIST,O,X,O,O,X,X,X,O,X,X,X,X
LZJOSTI,O,O,O,O,X,X,X,X,X,O,X,X
LZJOSIT,O,O,O,O,X,X,X,X,X,O,X,X
LZSTIJO,O,O,O,O,O,X,X,X,X,O,X,X
LZSTIOJ,O,O,X,X,O,X,O,X,X,O,X,X
LZSTJIO,O,O,O,O,O,X,X,X,X,O,X,X
LZSTJOI,O,O,O,O,O,X,X,X,X,O,X,X
LZSTOIJ,O,O,X,X,O,X,O,X,X,O,X,X
LZSTOJI,O,O,X,X,O,X,O,X,X,O,X,X
LZSITJO,O,O,O,O,O,X,X,X,X,O,X,X
LZSITOJ,O,O,X,X,O,X,O,X,X,O,X,X
LZSIJTO,O,O,O,O,O,X,X,X,X,O,X,X
LZSIJOT,O,O,O,O,O,X,X,O,X,O,X,X
LZSIOTJ,O,X,X,X,O,X,X,X,X,X,X,X
LZSIOJT,O,O,O,X,O,X,X,O,X,O,X,X
LZSJTIO,O,O,O,O,O,X,X,X,X,O,X,X
LZSJTOI,O,O,O,O,O,X,X,X,X,O,X,X
LZSJITO,O,O,O,O,O,X,X,X,X,O,X,X
LZSJIOT,O,O,O,O,O,X,X,O,X,O,X,X
LZSJOTI,O,O,O,O,X,X,X,X,X,O,X,X
LZSJOIT,O,O,O,O,O,X,X,X,X,O,X,X
LZSOTIJ,O,X,X,X,O,X,X,X,X,X,X,X
LZSOTJI,O,X,X,X,O,X,X,X,X,X,X,X
LZSOITJ,O,X,X,X,O,X,X,X,X,X,X,X
LZSOIJT,O,O,O,X,O,X,X,X,X,O,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,O,X,X
LZSOJIT,O,O,O,X,O,X,X,X,X,O,X,X
