sequence,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFVhBUdBGeBynBTm?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjBFhBGnBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBXiB8nBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFlcBGeBamBXiB8n?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFciBTeB6rB3nBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhB8mBziBim?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjB6rBTnBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFTeBFhB0iBasB/r?BGsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBziB3mBKn?B0rB
LTZOJIS,O,O,X,O,X,X,O,O,X
LTZOJSI,X,O,X,O,X,X,O,O,X
LTZOSIJ,X,X,X,O,X,X,O,O,X
LTZOSJI,X,X,X,O,X,X,O,O,X
LTOIJSZ,O,X,X,O,X,X,X,X,X
LTOIJZS,O,X,X,O,X,X,X,X,X
LTOISJZ,O,X,X,O,X,X,X,X,X
LTOISZJ,O,X,X,O,O,X,X,X,X
LTOIZJS,O,O,O,O,X,X,O,O,X
LTOIZSJ,O,X,O,O,X,X,O,O,X
LTOJISZ,O,X,X,O,X,X,X,X,X
LTOJIZS,O,X,X,O,X,X,X,X,X
LTOJSIZ,O,X,X,O,X,X,X,X,X
LTOJSZI,O,X,X,O,X,X,X,X,X
LTOJZIS,O,X,X,O,X,X,X,X,X
LTOJZSI,O,X,X,O,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,X,X,X,X
LTOSIZJ,O,X,X,O,O,X,X,X,X
LTOSJIZ,O,X,X,O,X,X,X,X,X
LTOSJZI,O,X,X,O,X,X,X,X,X
LTOSZIJ,O,X,X,O,O,X,X,X,X
LTOSZJI,O,X,X,O,O,X,X,X,X
LTOZIJS,O,O,O,O,X,X,O,O,X
LTOZISJ,O,X,O,O,X,X,O,O,X
LTOZJIS,O,O,O,O,X,X,O,O,X
LTOZJSI,O,O,O,O,X,X,O,O,X
LTOZSIJ,O,X,O,O,X,X,O,O,X
LTOZSJI,O,X,O,O,X,X,O,O,X
LITJSZO,O,X,X,O,X,X,X,X,X
LITJSOZ,O,X,X,O,X,X,X,X,X
LITJZSO,O,O,O,O,X,X,X,X,X
LITJZOS,O,X,X,O,X,X,X,O,X
LITJOSZ,O,X,X,O,X,X,X,X,X
LITJOZS,O,X,X,O,X,X,X,X,X
LITSJZO,O,X,X,O,X,X,X,X,X
LITSJOZ,O,X,X,O,X,X,X,X,X
LITSZJO,O,X,X,O,O,X,X,X,X
LITSZOJ,O,X,X,X,O,X,X,O,X
LITSOJZ,O,X,X,O,X,X,X,X,O
LITSOZJ,O,X,X,O,O,X,X,X,O
LITZJSO,O,O,O,O,X,X,X,X,X
LITZJOS,O,X,X,O,X,X,X,O,X
LITZSJO,O,O,O,O,X,X,X,X,X
LITZSOJ,X,X,X,O,X,X,X,O,X
LITZOJS,O,O,X,O,X,X,O,O,X
LITZOSJ,X,X,X,O,X,X,O,O,X
LITOJSZ,O,X,X,O,X,X,X,X,X
LITOJZS,O,X,X,O,X,X,X,X,X
LITOSJZ,O,X,X,O,X,X,X,X,X
LITOSZJ,O,X,X,O,O,X,X,X,X
LITOZJS,O,O,O,O,X,X,O,O,X
LITOZSJ,O,X,O,O,X,X,O,O,X
LIJTSZO,O,X,X,O,X,X,X,X,X
LIJTSOZ,O,X,X,O,X,X,X,X,X
LIJTZSO,O,O,O,O,X,X,X,X,X
LIJTZOS,O,X,X,O,X,X,X,O,X
LIJTOSZ,O,X,X,O,X,X,X,X,X
LIJTOZS,O,X,X,O,X,X,X,X,X
LIJSTZO,O,X,X,O,X,X,X,X,X
LIJSTOZ,O,X,X,O,X,X,X,X,X
LIJSZTO,O,X,X,O,O,X,X,X,X
LIJSZOT,O,X,X,O,O,X,X,X,X
LIJSOTZ,O,X,X,O,X,X,X,X,X
LIJSOZT,O,X,X,O,O,O,X,X,X
LIJZTSO,O,O,O,O,X,X,X,X,X
LIJZTOS,O,X,X,O,X,X,X,O,X
LIJZSTO,O,O,O,O,X,X,X,X,X
LIJZSOT,O,X,X,O,X,X,X,X,X
LIJZOTS,O,X,O,O,X,X,O,O,X
LIJZOST,O,X,O,O,X,X,O,X,X
LIJOTSZ,O,X,X,O,X,X,X,X,X
LIJOTZS,O,X,X,O,X,X,X,X,X
LIJOSTZ,O,X,X,O,X,X,X,X,O
LIJOSZT,O,X,X,O,O,O,X,X,X
LIJOZTS,O,X,O,O,X,X,O,X,X
LIJOZST,O,X,O,O,X,X,O,X,X
LISTJZO,O,X,X,O,X,X,X,X,X
LISTJOZ,O,X,X,O,X,X,X,X,X
LISTZJO,O,X,X,O,O,X,X,X,X
LISTZOJ,O,X,X,X,O,X,X,O,X
LISTOJZ,O,X,X,O,X,X,X,X,O
LISTOZJ,O,X,X,O,O,X,X,X,O
LISJTZO,O,X,X,O,X,X,X,X,X
LISJTOZ,O,X,X,O,X,X,X,X,X
LISJZTO,O,X,X,O,O,X,X,X,X
LISJZOT,O,X,X,O,O,X,X,X,X
LISJOTZ,O,X,X,O,X,X,X,X,X
LISJOZT,O,X,X,O,O,O,X,X,X
LISZTJO,O,X,X,O,O,X,X,X,X
LISZTOJ,O,X,X,O,O,O,X,O,X
LISZJTO,O,X,X,O,O,X,X,X,X
LISZJOT,O,X,X,O,O,X,X,X,X
LISZOTJ,O,X,X,O,O,O,O,O,X
LISZOJT,O,X,X,O,O,O,O,X,X
LISOTJZ,O,X,X,O,X,X,X,X,O
LISOTZJ,O,X,X,O,O,X,X,X,O
LISOJTZ,O,X,X,O,X,X,X,X,O
LISOJZT,O,X,X,O,O,O,X,X,X
LISOZTJ,O,X,X,O,O,O,O,X,X
LISOZJT,O,X,X,O,O,O,O,X,X
LIZTJSO,O,O,O,O,X,X,X,X,X
LIZTJOS,O,X,X,O,X,X,X,O,X
LIZTSJO,O,O,O,O,X,X,X,X,X
LIZTSOJ,X,X,X,O,X,X,X,O,X
LIZTOJS,O,O,X,O,X,X,O,O,X
LIZTOSJ,X,X,X,O,X,X,O,O,X
LIZJTSO,O,O,O,O,X,X,X,X,X
LIZJTOS,O,X,X,O,X,X,X,O,X
LIZJSTO,O,O,O,O,X,X,X,X,X
LIZJSOT,O,X,X,O,X,X,X,X,X
LIZJOTS,O,X,O,O,X,X,O,O,X
LIZJOST,O,X,O,O,X,X,O,X,X
LIZSTJO,O,O,O,O,O,X,X,X,X
LIZSTOJ,O,X,X,O,O,X,X,O,X
LIZSJTO,O,O,O,O,O,X,X,X,X
LIZSJOT,O,X,X,O,O,X,X,X,X
LIZSOTJ,O,X,X,O,O,X,O,O,X
LIZSOJT,O,O,X,O,O,X,O,X,X
LIZOTJS,O,O,O,O,X,X,O,O,X
LIZOTSJ,O,X,O,O,X,X,O,O,X
LIZOJTS,O,O,O,O,X,X,O,O,X
LIZOJST,O,O,O,O,X,X,O,X,X
LIZOSTJ,O,X,O,O,O,X,O,O,X
LIZOSJT,O,O,O,O,O,X,O,X,X
LIOTJSZ,O,X,X,O,X,X,X,X,X
LIOTJZS,O,X,X,O,X,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,X,X,X
LIOTSZJ,O,X,X,O,O,X,X,X,X
LIOTZJS,O,O,O,O,X,X,O,O,X
LIOTZSJ,O,X,O,O,X,X,O,O,X
LIOJTSZ,O,X,X,O,X,X,X,X,X
LIOJTZS,O,O,X,O,X,X,X,X,X
LIOJSTZ,O,X,X,O,X,X,X,X,O
LIOJSZT,O,X,X,O,O,O,X,X,X
LIOJZTS,O,O,O,O,X,X,O,X,X
LIOJZST,O,O,O,O,X,X,O,X,X
LIOSTJZ,O,X,X,O,X,X,X,X,O
LIOSTZJ,O,X,X,O,O,X,X,X,O
LIOSJTZ,O,X,X,O,X,X,X,X,O
LIOSJZT,O,X,X,O,O,O,X,X,X
LIOSZTJ,O,X,X,O,O,O,O,X,X
LIOSZJT,O,X,X,O,O,O,O,X,X
LIOZTJS,O,O,O,O,X,X,O,O,X
LIOZTSJ,O,X,O,O,X,X,O,O,X
LIOZJTS,O,O,O,O,X,X,O,O,X
LIOZJST,O,O,O,O,X,X,O,X,X
LIOZSTJ,O,X,O,O,O,X,O,O,X
LIOZSJT,O,O,O,O,O,X,O,X,X
LJTISZO,O,X,X,O,X,X,X,X,X
LJTISOZ,O,X,X,O,X,X,X,X,X
LJTIZSO,O,O,O,O,X,X,X,X,X
LJTIZOS,O,X,X,O,X,X,X,O,X
LJTIOSZ,O,X,X,O,X,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,X,X
LJTSIZO,O,X,X,O,X,X,X,X,X
LJTSIOZ,O,X,X,O,X,X,X,X,X
LJTSZIO,O,X,X,X,X,X,X,X,X
LJTSZOI,O,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,X,X,X,X,X,X,X
LJTSOZI,O,X,X,X,X,X,X,X,X
LJTZISO,O,O,O,O,X,X,X,X,X
LJTZIOS,O,X,X,O,X,X,X,O,X
LJTZSIO,O,O,O,O,X,X,X,X,X
LJTZSOI,O,O,O,O,X,X,X,X,X
LJTZOIS,O,X,X,O,X,X,X,O,X
LJTZOSI,X,X,X,O,X,X,X,O,X
LJTOISZ,O,X,X,O,X,X,X,X,X
LJTOIZS,O,X,X,O,X,X,X,X,X
LJTOSIZ,O,X,X,O,X,X,X,X,X
LJTOSZI,O,X,X,O,X,X,X,X,X
LJTOZIS,O,X,X,O,X,X,X,X,X
LJTOZSI,O,X,X,O,X,X,X,X,X
LJITSZO,O,X,X,O,X,X,X,X,X
LJITSOZ,O,X,X,O,X,X,X,X,X
LJITZSO,O,O,O,O,X,X,X,X,X
LJITZOS,O,X,X,O,X,X,X,O,X
LJITOSZ,O,X,X,O,X,X,X,X,X
LJITOZS,O,X,X,O,X,X,X,X,X
LJISTZO,O,X,X,O,X,X,X,X,X
LJISTOZ,O,X,X,O,X,X,X,X,X
LJISZTO,O,X,X,O,O,X,X,X,X
LJISZOT,O,X,X,O,O,X,X,X,X
LJISOTZ,O,X,X,O,X,X,X,X,X
LJISOZT,O,X,X,O,O,O,X,X,X
LJIZTSO,O,O,O,O,X,X,X,X,X
LJIZTOS,O,X,X,O,X,X,X,O,X
LJIZSTO,O,O,O,O,X,X,X,X,X
LJIZSOT,O,X,X,O,X,X,X,X,X
LJIZOTS,O,X,O,O,X,X,O,O,X
LJIZOST,O,X,O,O,X,X,O,X,X
LJIOTSZ,O,X,X,O,X,X,X,X,X
LJIOTZS,O,X,X,O,X,X,X,X,X
LJIOSTZ,O,X,X,O,X,X,X,X,O
LJIOSZT,O,X,X,O,O,O,X,X,X
LJIOZTS,O,X,O,O,X,X,O,X,X
LJIOZST,O,X,O,O,X,X,O,X,X
LJSTIZO,O,X,X,O,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,X,X,X
LJSTZIO,O,X,X,X,X,X,X,X,X
LJSTZOI,O,X,X,X,X,X,X,X,X
LJSTOIZ,O,X,X,X,X,X,X,X,X
LJSTOZI,O,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,O,X,X,X,X,X
LJSITOZ,O,X,X,O,X,X,X,X,X
LJSIZTO,O,X,X,O,O,X,X,X,X
LJSIZOT,O,X,X,O,O,X,X,X,X
LJSIOTZ,O,X,X,O,X,X,X,X,X
LJSIOZT,O,X,X,O,O,O,X,X,X
LJSZTIO,O,X,X,O,O,X,X,X,X
LJSZTOI,O,X,X,O,O,X,X,X,X
LJSZITO,O,X,X,O,O,X,X,X,X
LJSZIOT,O,X,X,O,O,X,X,X,X
LJSZOTI,O,X,X,O,O,X,X,X,X
LJSZOIT,O,X,X,O,O,X,X,X,X
LJSOTIZ,O,X,X,O,X,X,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X
LJSOITZ,O,X,X,O,X,X,X,X,X
LJSOIZT,O,X,X,O,O,O,X,X,X
LJSOZTI,O,X,X,O,O,O,X,X,X
LJSOZIT,O,X,X,O,O,O,X,X,X
LJZTISO,O,O,O,O,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,O,X
LJZTSIO,O,O,O,O,X,X,X,X,X
LJZTSOI,O,O,O,O,X,X,X,X,X
LJZTOIS,O,X,X,O,X,X,X,O,X
LJZTOSI,X,X,X,O,X,X,X,O,X
LJZITSO,O,O,O,O,X,X,X,X,X
LJZITOS,O,X,X,O,X,X,X,O,X
LJZISTO,O,O,O,O,X,X,X,X,X
LJZISOT,O,X,X,O,X,X,X,X,X
LJZIOTS,O,X,O,O,X,X,O,O,X
LJZIOST,O,X,O,O,X,X,O,X,X
LJZSTIO,O,O,O,O,X,X,X,X,X
LJZSTOI,O,O,O,O,X,X,X,X,X
LJZSITO,O,O,O,O,X,X,X,X,X
LJZSIOT,O,X,X,O,X,X,X,X,X
LJZSOTI,O,X,X,O,X,X,X,X,X
LJZSOIT,O,X,X,O,X,X,X,X,X
LJZOTIS,O,X,O,O,X,X,O,O,X
LJZOTSI,O,X,O,O,X,X,O,O,X
LJZOITS,O,X,O,O,X,X,O,O,X
LJZOIST,O,X,O,O,X,X,O,X,X
LJZOSTI,O,X,O,O,X,X,O,X,X
LJZOSIT,O,X,O,O,X,X,O,X,X
LJOTISZ,O,X,X,O,X,X,X,X,X
LJOTIZS,O,X,X,O,X,X,X,X,X
LJOTSIZ,O,X,X,O,X,X,X,X,X
LJOTSZI,O,X,X,O,X,X,X,X,X
LJOTZIS,O,X,X,O,X,X,X,X,X
LJOTZSI,O,X,X,O,X,X,X,X,X
LJOITSZ,O,X,X,O,X,X,X,X,X
LJOITZS,O,X,X,O,X,X,X,X,X
LJOISTZ,O,X,X,O,X,X,X,X,O
LJOISZT,O,X,X,O,O,O,X,X,X
LJOIZTS,O,X,O,O,X,X,O,X,X
LJOIZST,O,X,O,O,X,X,O,X,X
LJOSTIZ,O,X,X,O,X,X,X,X,O
LJOSTZI,O,X,X,O,X,X,X,X,O
LJOSITZ,O,X,X,O,X,X,X,X,O
LJOSIZT,O,X,X,O,O,O,X,X,X
LJOSZTI,O,X,X,O,O,O,X,X,X
LJOSZIT,O,X,X,O,O,O,X,X,X
LJOZTIS,O,X,O,O,X,X,O,X,X
LJOZTSI,O,X,O,O,X,X,O,X,X
LJOZITS,O,X,O,O,X,X,O,X,X
LJOZIST,O,X,O,O,X,X,O,X,X
LJOZSTI,O,X,O,O,X,X,O,X,X
LJOZSIT,O,X,O,O,X,X,O,X,X
LSTIJZO,O,X,X,O,X,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,X,X,X
LSTIZJO,O,X,X,O,O,X,X,X,X
LSTIZOJ,O,X,X,X,O,X,X,O,X
LSTIOJZ,O,X,X,O,X,X,X,X,O
LSTIOZJ,O,X,X,O,O,X,X,X,O
LSTJIZO,O,X,X,O,X,X,X,X,X
LSTJIOZ,O,X,X,O,X,X,X,X,X
LSTJZIO,O,X,X,X,X,X,X,X,X
LSTJZOI,O,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,X,X,X,X,X
LSTZIJO,O,X,X,O,O,X,X,X,X
LSTZIOJ,O,X,X,X,O,X,X,O,X
LSTZJIO,O,X,X,O,O,X,X,X,X
LSTZJOI,O,X,X,X,O,X,X,X,X
LSTZOIJ,O,X,X,X,O,X,X,O,X
LSTZOJI,O,X,X,X,O,X,X,O,X
LSTOIJZ,O,X,X,O,X,X,X,X,O
LSTOIZJ,O,X,X,O,O,X,X,X,O
LSTOJIZ,O,X,X,O,X,X,X,X,O
LSTOJZI,O,X,X,O,X,X,X,X,O
LSTOZIJ,O,X,X,O,O,X,X,X,O
LSTOZJI,O,X,X,O,O,X,X,X,O
LSITJZO,O,X,X,O,X,X,X,X,X
LSITJOZ,O,X,X,O,X,X,X,X,X
LSITZJO,O,X,X,O,O,X,X,X,X
LSITZOJ,O,X,X,X,O,X,X,O,X
LSITOJZ,O,X,X,O,X,X,X,X,O
LSITOZJ,O,X,X,O,O,X,X,X,O
LSIJTZO,O,X,X,O,X,X,X,X,X
LSIJTOZ,O,X,X,O,X,X,X,X,X
LSIJZTO,O,X,X,O,O,X,X,X,X
LSIJZOT,O,X,X,O,O,X,X,X,X
LSIJOTZ,O,X,X,O,X,X,X,X,X
LSIJOZT,O,X,X,O,O,O,X,X,X
LSIZTJO,O,X,X,O,O,X,X,X,X
LSIZTOJ,O,X,X,O,O,O,X,O,X
LSIZJTO,O,X,X,O,O,X,X,X,X
LSIZJOT,O,X,X,O,O,X,X,X,X
LSIZOTJ,O,X,X,O,O,O,O,O,X
LSIZOJT,O,X,X,O,O,O,O,X,X
LSIOTJZ,O,X,X,O,X,X,X,X,O
LSIOTZJ,O,X,X,O,O,X,X,X,O
LSIOJTZ,O,X,X,O,X,X,X,X,O
LSIOJZT,O,X,X,O,O,O,X,X,X
LSIOZTJ,O,X,X,O,O,O,O,X,X
LSIOZJT,O,X,X,O,O,O,O,X,X
LSJTIZO,O,X,X,O,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,X,X,X
LSJTZIO,O,X,X,X,X,X,X,X,X
LSJTZOI,O,X,X,X,X,X,X,X,X
LSJTOIZ,O,X,X,X,X,X,X,X,X
LSJTOZI,O,X,X,X,X,X,X,X,X
LSJITZO,O,X,X,O,X,X,X,X,X
LSJITOZ,O,X,X,O,X,X,X,X,X
LSJIZTO,O,X,X,O,O,X,X,X,X
LSJIZOT,O,X,X,O,O,X,X,X,X
LSJIOTZ,O,X,X,O,X,X,X,X,X
LSJIOZT,O,X,X,O,O,O,X,X,X
LSJZTIO,O,X,X,O,O,X,X,X,X
LSJZTOI,O,X,X,O,O,X,X,X,X
LSJZITO,O,X,X,O,O,X,X,X,X
LSJZIOT,O,X,X,O,O,X,X,X,X
LSJZOTI,O,X,X,O,O,X,X,X,X
LSJZOIT,O,X,X,O,O,X,X,X,X
LSJOTIZ,O,X,X,O,X,X,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X,X
LSJOITZ,O,X,X,O,X,X,X,X,X
LSJOIZT,O,X,X,O,O,O,X,X,X
LSJOZTI,O,X,X,O,O,O,X,X,X
LSJOZIT,O,X,X,O,O,O,X,X,X
LSZTIJO,O,X,X,O,O,X,X,X,X
LSZTIOJ,O,X,X,O,O,O,X,O,X
LSZTJIO,O,X,X,O,O,X,X,X,X
LSZTJOI,O,X,X,O,O,X,X,X,X
LSZTOIJ,O,X,X,O,O,O,X,O,X
LSZTOJI,O,X,X,O,O,O,X,O,X
LSZITJO,O,X,X,O,O,X,X,X,X
LSZITOJ,O,X,X,O,O,O,X,O,X
LSZIJTO,O,X,X,O,O,X,X,X,X
LSZIJOT,O,X,X,O,O,X,X,X,X
LSZIOTJ,O,X,X,O,O,O,O,O,X
LSZIOJT,O,X,X,O,O,O,O,X,X
LSZJTIO,O,X,X,O,O,X,X,X,X
LSZJTOI,O,X,X,O,O,X,X,X,X
LSZJITO,O,X,X,O,O,X,X,X,X
LSZJIOT,O,X,X,O,O,X,X,X,X
LSZJOTI,O,X,X,O,O,X,X,X,X
LSZJOIT,O,X,X,O,O,X,X,X,X
LSZOTIJ,O,X,X,O,O,O,O,O,X
LSZOTJI,O,X,X,O,O,O,O,O,X
LSZOITJ,O,X,X,O,O,O,O,O,X
LSZOIJT,O,X,X,O,O,O,O,X,X
LSZOJTI,O,X,X,O,O,O,O,X,X
LSZOJIT,O,X,X,O,O,O,O,X,X
LSOTIJZ,O,X,X,O,X,X,X,X,O
LSOTIZJ,O,X,X,O,O,X,X,X,O
LSOTJIZ,O,X,X,O,X,X,X,X,O
LSOTJZI,O,X,X,O,X,X,X,X,O
LSOTZIJ,O,X,X,O,O,X,X,X,O
LSOTZJI,O,X,X,O,O,X,X,X,O
LSOITJZ,O,X,X,O,X,X,X,X,O
LSOITZJ,O,X,X,O,O,X,X,X,O
LSOIJTZ,O,X,X,O,X,X,X,X,O
LSOIJZT,O,X,X,O,O,O,X,X,X
LSOIZTJ,O,X,X,O,O,O,O,X,X
LSOIZJT,O,X,X,O,O,O,O,X,X
LSOJTIZ,O,X,X,O,X,X,X,X,O
LSOJTZI,O,X,X,O,X,X,X,X,O
LSOJITZ,O,X,X,O,X,X,X,X,O
LSOJIZT,O,X,X,O,O,O,X,X,X
LSOJZTI,O,X,X,O,O,O,X,X,X
LSOJZIT,O,X,X,O,O,O,X,X,X
LSOZTIJ,O,X,X,O,O,O,O,X,X
LSOZTJI,O,X,X,O,O,O,O,X,X
LSOZITJ,O,X,X,O,O,O,O,X,X
LSOZIJT,O,X,X,O,O,O,O,X,X
LSOZJTI,O,X,X,O,O,O,O,X,X
LSOZJIT,O,X,X,O,O,O,O,X,X
LZTIJSO,O,O,O,O,X,X,X,X,X
LZTIJOS,O,X,X,O,X,X,X,O,X
LZTISJO,O,O,O,O,X,X,X,X,X
LZTISOJ,X,X,X,O,X,X,X,O,X
LZTIOJS,O,O,X,O,X,X,O,O,X
LZTIOSJ,X,X,X,O,X,X,O,O,X
LZTJISO,O,O,O,O,X,X,X,X,X
LZTJIOS,O,X,X,O,X,X,X,O,X
LZTJSIO,O,O,O,O,X,X,X,X,X
LZTJSOI,O,O,O,O,X,X,X,X,X
LZTJOIS,O,X,X,O,X,X,X,O,X
LZTJOSI,X,X,X,O,X,X,X,O,X
LZTSIJO,O,O,O,O,X,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,O,X
LZTSJIO,O,O,O,O,X,X,X,X,X
LZTSJOI,O,O,O,O,X,X,X,X,X
LZTSOIJ,O,X,X,O,X,X,X,O,X
LZTSOJI,O,X,X,O,X,X,X,O,X
LZTOIJS,O,O,X,O,X,X,O,O,X
LZTOISJ,X,X,X,O,X,X,O,O,X
LZTOJIS,O,O,X,O,X,X,O,O,X
LZTOJSI,X,O,X,O,X,X,O,O,X
LZTOSIJ,X,X,X,O,X,X,O,O,X
LZTOSJI,X,X,X,O,X,X,O,O,X
LZITJSO,O,O,O,O,X,X,X,X,X
LZITJOS,O,X,X,O,X,X,X,O,X
LZITSJO,O,O,O,O,X,X,X,X,X
LZITSOJ,X,X,X,O,X,X,X,O,X
LZITOJS,O,O,X,O,X,X,O,O,X
LZITOSJ,X,X,X,O,X,X,O,O,X
LZIJTSO,O,O,O,O,X,X,X,X,X
LZIJTOS,O,X,X,O,X,X,X,O,X
LZIJSTO,O,O,O,O,X,X,X,X,X
LZIJSOT,O,X,X,O,X,X,X,X,X
LZIJOTS,O,X,O,O,X,X,O,O,X
LZIJOST,O,X,O,O,X,X,O,X,X
LZISTJO,O,O,O,O,O,X,X,X,X
LZISTOJ,O,X,X,O,O,X,X,O,X
LZISJTO,O,O,O,O,O,X,X,X,X
LZISJOT,O,X,X,O,O,X,X,X,X
LZISOTJ,O,X,X,O,O,X,O,O,X
LZISOJT,O,O,X,O,O,X,O,X,X
LZIOTJS,O,O,O,O,X,X,O,O,X
LZIOTSJ,O,X,O,O,X,X,O,O,X
LZIOJTS,O,O,O,O,X,X,O,O,X
LZIOJST,O,O,O,O,X,X,O,X,X
LZIOSTJ,O,X,O,O,O,X,O,O,X
LZIOSJT,O,O,O,O,O,X,O,X,X
LZJTISO,O,O,O,O,X,X,X,X,X
LZJTIOS,O,X,X,O,X,X,X,O,X
LZJTSIO,O,O,O,O,X,X,X,X,X
LZJTSOI,O,O,O,O,X,X,X,X,X
LZJTOIS,O,X,X,O,X,X,X,O,X
LZJTOSI,X,X,X,O,X,X,X,O,X
LZJITSO,O,O,O,O,X,X,X,X,X
LZJITOS,O,X,X,O,X,X,X,O,X
LZJISTO,O,O,O,O,X,X,X,X,X
LZJISOT,O,X,X,O,X,X,X,X,X
LZJIOTS,O,X,O,O,X,X,O,O,X
LZJIOST,O,X,O,O,X,X,O,X,X
LZJSTIO,O,O,O,O,X,X,X,X,X
LZJSTOI,O,O,O,O,X,X,X,X,X
LZJSITO,O,O,O,O,X,X,X,X,X
LZJSIOT,O,X,X,O,X,X,X,X,X
LZJSOTI,O,X,X,O,X,X,X,X,X
LZJSOIT,O,X,X,O,X,X,X,X,X
LZJOTIS,O,X,O,O,X,X,O,O,X
LZJOTSI,O,X,O,O,X,X,O,O,X
LZJOITS,O,X,O,O,X,X,O,O,X
LZJOIST,O,X,O,O,X,X,O,X,X
LZJOSTI,O,X,O,O,X,X,O,X,X
LZJOSIT,O,X,O,O,X,X,O,X,X
LZSTIJO,O,O,O,O,O,X,X,X,X
LZSTIOJ,O,X,X,O,O,X,X,O,X
LZSTJIO,O,O,O,O,O,X,X,X,X
LZSTJOI,O,O,O,O,O,X,X,X,X
LZSTOIJ,O,X,X,O,O,X,X,O,X
LZSTOJI,O,X,X,O,O,X,X,O,X
LZSITJO,O,O,O,O,O,X,X,X,X
LZSITOJ,O,X,X,O,O,X,X,O,X
LZSIJTO,O,O,O,O,O,X,X,X,X
LZSIJOT,O,X,X,O,O,X,X,X,X
LZSIOTJ,O,X,X,O,O,X,O,O,X
LZSIOJT,O,O,X,O,O,X,O,X,X
LZSJTIO,O,O,O,O,O,X,X,X,X
LZSJTOI,O,O,O,O,O,X,X,X,X
LZSJITO,O,O,O,O,O,X,X,X,X
LZSJIOT,O,X,X,O,O,X,X,X,X
LZSJOTI,O,X,X,O,O,X,X,X,X
LZSJOIT,O,X,X,O,O,X,X,X,X
LZSOTIJ,O,X,X,O,O,X,O,O,X
LZSOTJI,O,X,X,O,O,X,O,O,X
LZSOITJ,O,X,X,O,O,X,O,O,X
LZSOIJT,O,O,X,O,O,X,O,X,X
LZSOJTI,O,O,X,O,O,X,O,X,X
LZSOJIT,O,O,X,O,O,X,O,X,X
LZOTIJS,O,O,O,O,X,X,O,O,X
LZOTISJ,O,X,O,O,X,X,O,O,X
LZOTJIS,O,O,O,O,X,X,O,O,X
LZOTJSI,O,O,O,O,X,X,O,O,X
LZOTSIJ,O,X,O,O,X,X,O,O,X
LZOTSJI,O,X,O,O,X,X,O,O,X
LZOITJS,O,O,O,O,X,X,O,O,X
LZOITSJ,O,X,O,O,X,X,O,O,X
LZOIJTS,O,O,O,O,X,X,O,O,X
LZOIJST,O,O,O,O,X,X,O,X,X
LZOISTJ,O,X,O,O,O,X,O,O,X
LZOISJT,O,O,O,O,O,X,O,X,X
LZOJTIS,O,O,O,O,X,X,O,O,X
LZOJTSI,O,O,O,O,X,X,O,O,X
LZOJITS,O,O,O,O,X,X,O,O,X
LZOJIST,O,O,O,O,X,X,O,X,X
LZOJSTI,O,O,O,O,X,X,O,X,X
LZOJSIT,O,O,O,O,X,X,O,X,X
LZOSTIJ,O,X,O,O,O,X,O,O,X
LZOSTJI,O,X,O,O,O,X,O,O,X
LZOSITJ,O,X,O,O,O,X,O,O,X
LZOSIJT,O,O,O,O,O,X,O,X,X
LZOSJTI,O,O,O,O,O,X,O,X,X
LZOSJIT,O,O,O,O,O,X,O,X,X
LOTIJSZ,O,X,X,O,X,X,X,X,X
LOTIJZS,O,X,X,O,X,X,X,X,X
LOTISJZ,O,X,X,O,X,X,X,X,X
LOTISZJ,O,X,X,O,O,X,X,X,X
LOTIZJS,O,O,O,O,X,X,O,O,X
LOTIZSJ,O,X,O,O,X,X,O,O,X
LOTJISZ,O,X,X,O,X,X,X,X,X
LOTJIZS,O,X,X,O,X,X,X,X,X
LOTJSIZ,O,X,X,O,X,X,X,X,X
LOTJSZI,O,X,X,O,X,X,X,X,X
LOTJZIS,O,X,X,O,X,X,X,X,X
LOTJZSI,O,X,X,O,X,X,X,X,X
