sequence,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBFhB0?iBqrB/sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigB0mBl?nBGsBXsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jex6IvhFXcBmfB0mBl?nBCsBTsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxgB0iBigBl?mBXsBGsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jei6IvhFRcBciBFgBT?hB3nBWxB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigBFiB0?mBusBXsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBXdBigB1?nBGsB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigBlmB3?nB8rB+sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBFhBRnB6?sBXnB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jex6IvhFmfBFhBXiB0?iB6rBTsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBRhBlmB3?nB6sB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBUhBF?iBCsB3sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBRhB1nB/?mBUnBSxB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT9IvhFxfB0hBmfBF?hBCsB3sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBFhB8?mB3nBSxB
TJZSILO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TJZSIOL,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TJZSLIO,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
TJZSLOI,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
TJZSOIL,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TJZSOLI,O,X,O,X,O,O,O,X,X,X,O,O,X,X,X
TJZOILS,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X
TJZOISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
TJZOLIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TJZOLSI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
TJZOSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TJZOSLI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
TJOILSZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
TJOILZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TJOISLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
TJOISZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
TJOIZLS,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TJOIZSL,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
TJOLISZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
TJOLIZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TJOLSIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TJOLSZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
TJOLZIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TJOLZSI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
TJOSILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
TJOSIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
TJOSLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TJOSLZI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
TJOSZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TJOSZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TJOZILS,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X
TJOZISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
TJOZLIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TJOZLSI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
TJOZSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TJOZSLI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
TSILJZO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TSILJOZ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSILZJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSILOJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TSILOZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSIJLZO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIJLOZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
TSIJZLO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIJZOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIJOLZ,O,X,X,X,O,X,O,X,O,X,O,X,O,X,X
TSIJOZL,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
TSIZLJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZJLO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSIZJOL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSIZOLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSIZOJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TSIOLJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TSIOLZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X
TSIOJZL,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TSIOZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSIOZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TSLIJZO,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TSLIJOZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLIZJO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLIOJZ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TSLIOZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLJIZO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLJIOZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLJZIO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLJZOI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLJOIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLJOZI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLZIJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLZJIO,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLZJOI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLZOIJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLZOJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLOIJZ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TSLOIZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLOJIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLOJZI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSLOZIJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLOZJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSJILZO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
TSJILOZ,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
TSJIZLO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TSJIZOL,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TSJIOLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
TSJIOZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
TSJLIZO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSJLIOZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSJLZIO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSJLZOI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSJLOIZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSJLOZI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TSJZILO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TSJZIOL,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TSJZLIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TSJZLOI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TSJZOIL,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TSJZOLI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TSJOILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
TSJOIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
TSJOLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TSJOLZI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TSJOZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TSJOZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TSZILJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TSZILOJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
TSZIJLO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TSZIJOL,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O
TSZIOLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
TSZIOJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
TSZLIJO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TSZLIOJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TSZLJIO,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TSZLJOI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TSZLOIJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TSZLOJI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TSZJILO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TSZJIOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
TSZJLIO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TSZJLOI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TSZJOIL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
TSZJOLI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TSZOILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
TSZOIJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
TSZOLIJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TSZOLJI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TSZOJIL,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
TSZOJLI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TSOILJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TSOILZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSOIJLZ,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X
TSOIJZL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TSOIZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSOIZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TSOLIJZ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TSOLIZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSOLJIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TSOLJZI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TSOLZIJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSOLZJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSOJILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
TSOJIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
TSOJLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TSOJLZI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TSOJZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TSOJZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TSOZILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
TSOZIJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
TSOZLIJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TSOZLJI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TSOZJIL,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
TSOZJLI,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
TZILJSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZILSJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILOJS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZILOSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIJLSO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJLOS,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TZIJSLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJSOL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TZIJOLS,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TZIJOSL,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
TZISLJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISJLO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZISJOL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TZISOLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZISOJL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZIOLJS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZIOLSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIOJLS,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TZIOJSL,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZIOSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZIOSJL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TZLIJSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZLIJOS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZLISJO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TZLISOJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TZLIOJS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZLIOSJ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZLJISO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZLJIOS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZLJSIO,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TZLJSOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TZLJOIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZLJOSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TZLSIJO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TZLSIOJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLSJIO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X
TZLSJOI,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X
TZLSOIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLSOJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TZLOIJS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZLOISJ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZLOJIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TZLOJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLOSIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLOSJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TZJILSO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJILOS,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X
TZJISLO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJISOL,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TZJIOLS,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZJIOSL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
TZJLISO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZJLIOS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZJLSIO,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TZJLSOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TZJLOIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZJLOSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TZJSILO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TZJSIOL,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TZJSLIO,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TZJSLOI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TZJSOIL,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TZJSOLI,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TZJOILS,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZJOISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
TZJOLIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZJOLSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TZJOSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TZJOSLI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TZSILJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSILOJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TZSIJLO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZSIJOL,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X
TZSIOLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSIOJL,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X
TZSLIJO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZSLJOI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TZSLOIJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSLOJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZSJILO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZSJIOL,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X
TZSJLIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZSJLOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZSJOIL,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X
TZSJOLI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X
TZSOILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSOIJL,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X
TZSOLIJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TZSOLJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZSOJIL,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X
TZSOJLI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X
TZOILJS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZOILSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOIJLS,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TZOIJSL,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZOISLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOISJL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TZOLIJS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZOLISJ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TZOLJIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TZOLJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOLSIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOLSJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TZOJILS,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZOJISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
TZOJLIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZOJLSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TZOJSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TZOJSLI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TZOSILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZOSIJL,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X
TZOSLIJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TZOSLJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZOSJIL,O,X,O,O,O,X,X,X,X,O,O,O,X,X,X
TZOSJLI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X
TOILJSZ,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X
TOILJZS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TOILSJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOILSZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOILZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TOILZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TOIJLSZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
TOIJLZS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TOIJSLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
TOIJSZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
TOIJZLS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
TOIJZSL,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
TOISLJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TOISLZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOISJLZ,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X
TOISJZL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
TOISZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TOISZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TOIZLJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TOIZLSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TOIZJLS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
TOIZJSL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TOIZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOIZSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOLIJSZ,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X
TOLIJZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOLISJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOLISZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOLIZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TOLIZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TOLJISZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
TOLJIZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOLJSIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TOLJSZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
TOLJZIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TOLJZSI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
TOLSIJZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
TOLSIZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TOLSJIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TOLSJZI,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TOLSZIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TOLSZJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TOLZIJS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOLZISJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOLZJIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOLZJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TOLZSIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TOLZSJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TOJILSZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
TOJILZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOJISLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
TOJISZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
TOJIZLS,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TOJIZSL,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
TOJLISZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
TOJLIZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOJLSIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TOJLSZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
TOJLZIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TOJLZSI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
TOJSILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
TOJSIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
TOJSLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TOJSLZI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
TOJSZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TOJSZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TOJZILS,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X
TOJZISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
TOJZLIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TOJZLSI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
