sequence,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFTcB0dB6jB2nBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFicBzdB+jBUiBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF0cB6jBemBziBXi?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF2hBCeBTjBUiBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFCeBmhBTjBXmBcs?BlrB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFTcB6jBmiBXiBVr?BcsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF/hBGeBUjBVrBTn?BasB
LSIJTZO,O,O,X,X,X,X,X
LSIJTOZ,O,O,O,X,X,O,X
LSIJZTO,O,O,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,X
LSIJOTZ,O,O,O,O,X,X,X
LSIJOZT,O,O,O,O,X,X,X
LSIZTJO,O,O,X,X,X,X,X
LSIZTOJ,O,O,X,X,X,X,X
LSIZJTO,O,O,X,X,X,X,X
LSIZJOT,O,O,X,X,O,X,X
LSIZOTJ,O,X,X,X,O,X,X
LSIZOJT,O,O,X,X,O,X,X
LSIOTJZ,O,O,O,O,X,X,X
LSIOTZJ,O,O,X,O,X,X,X
LSIOJTZ,O,O,O,O,X,X,X
LSIOJZT,O,O,O,O,X,X,X
LSIOZTJ,O,X,X,X,O,X,X
LSIOZJT,O,O,X,O,O,X,X
LSJTIZO,O,O,X,X,X,X,X
LSJTIOZ,O,O,O,X,X,O,X
LSJTZIO,O,O,X,X,X,X,X
LSJTZOI,O,O,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,O,X
LSJTOZI,O,O,O,X,X,O,X
LSJITZO,O,O,X,X,X,X,X
LSJITOZ,O,O,O,X,X,O,X
LSJIZTO,O,O,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,X
LSJIOTZ,O,O,O,O,X,X,X
LSJIOZT,O,O,O,O,X,X,X
LSJZTIO,O,O,X,X,X,X,X
LSJZTOI,O,O,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X
LSJOTIZ,O,O,O,O,X,X,X
LSJOTZI,O,O,O,O,X,X,X
LSJOITZ,O,O,O,O,X,X,X
LSJOIZT,O,O,O,O,X,X,X
LSJOZTI,O,O,O,O,X,X,X
LSJOZIT,O,O,O,O,X,X,X
LSZTIJO,O,O,X,X,X,X,X
LSZTIOJ,O,O,X,X,X,X,X
LSZTJIO,O,O,X,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X
LSZTOJI,O,O,X,X,X,X,X
LSZITJO,O,O,X,X,X,X,X
LSZITOJ,O,O,X,X,X,X,X
LSZIJTO,O,O,X,X,X,X,X
LSZIJOT,O,O,X,X,O,X,X
LSZIOTJ,O,X,X,X,O,X,X
LSZIOJT,O,O,X,X,O,X,X
LSZJTIO,O,O,X,X,X,X,X
LSZJTOI,O,O,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X
LSZJIOT,O,O,X,X,O,X,X
LSZJOTI,O,O,X,X,O,X,X
LSZJOIT,O,O,X,X,O,X,X
LSZOTIJ,O,X,X,X,O,X,X
LSZOTJI,O,X,X,X,O,X,X
LSZOITJ,O,X,X,X,O,X,X
LSZOIJT,O,O,X,X,O,X,X
LSZOJTI,O,O,X,X,O,X,X
LSZOJIT,O,O,X,X,O,X,X
LSOTIJZ,O,O,O,O,X,X,X
LSOTIZJ,O,O,X,O,X,X,X
LSOTJIZ,O,O,O,O,X,X,X
LSOTJZI,O,O,O,O,X,X,X
LSOTZIJ,O,O,X,O,X,X,X
LSOTZJI,O,O,X,O,X,X,X
LSOITJZ,O,O,O,O,X,X,X
LSOITZJ,O,O,X,O,X,X,X
LSOIJTZ,O,O,O,O,X,X,X
LSOIJZT,O,O,O,O,X,X,X
LSOIZTJ,O,X,X,X,O,X,X
LSOIZJT,O,O,X,O,O,X,X
LSOJTIZ,O,O,O,O,X,X,X
LSOJTZI,O,O,O,O,X,X,X
LSOJITZ,O,O,O,O,X,X,X
LSOJIZT,O,O,O,O,X,X,X
LSOJZTI,O,O,O,O,X,X,X
LSOJZIT,O,O,O,O,X,X,X
LSOZTIJ,O,X,X,X,O,X,X
LSOZTJI,O,X,X,X,O,X,X
LSOZITJ,O,X,X,X,O,X,X
LSOZIJT,O,O,X,O,O,X,X
LSOZJTI,O,O,X,O,O,X,X
LSOZJIT,O,O,X,O,O,X,X
LZTIJSO,O,X,X,X,X,O,X
LZTIJOS,O,X,O,X,X,O,X
LZTISJO,X,X,X,X,X,O,X
LZTISOJ,X,X,X,X,X,O,X
LZTIOJS,X,X,O,X,X,O,X
LZTIOSJ,X,X,X,X,X,O,X
LZTJISO,O,X,X,X,X,O,X
LZTJIOS,O,X,O,X,X,O,X
LZTJSIO,O,X,X,X,X,O,X
LZTJSOI,O,X,X,X,X,O,X
LZTJOIS,O,X,O,X,X,O,X
LZTJOSI,O,X,O,X,X,O,X
LZTSIJO,X,X,X,X,X,O,X
LZTSIOJ,X,X,X,X,X,O,X
LZTSJIO,X,X,X,X,X,O,X
LZTSJOI,X,X,X,X,X,O,X
LZTSOIJ,X,X,X,X,X,O,X
LZTSOJI,X,X,X,X,X,O,X
LZTOIJS,X,X,O,X,X,O,X
LZTOISJ,X,X,X,X,X,O,X
LZTOJIS,X,X,O,X,X,O,X
LZTOJSI,X,X,O,X,X,O,X
LZTOSIJ,X,X,X,X,X,O,X
LZTOSJI,X,X,X,X,X,O,X
LZITJSO,O,X,X,X,X,O,X
LZITJOS,O,X,O,X,X,O,X
LZITSJO,X,X,X,X,X,O,X
LZITSOJ,X,X,X,X,X,O,X
LZITOJS,X,X,O,X,X,O,X
LZITOSJ,X,X,X,X,X,O,X
LZIJTSO,O,X,X,X,X,X,X
LZIJTOS,O,X,O,X,X,O,X
LZIJSTO,O,X,X,X,X,X,X
LZIJSOT,O,X,X,X,X,X,X
LZIJOTS,O,X,O,X,O,X,O
LZIJOST,O,X,O,X,O,X,X
LZISTJO,O,X,X,X,X,X,X
LZISTOJ,O,X,X,X,X,X,X
LZISJTO,O,X,X,X,X,X,X
LZISJOT,O,X,X,X,O,X,X
LZISOTJ,O,X,X,X,O,X,X
LZISOJT,O,X,X,X,O,X,X
LZIOTJS,X,X,O,X,O,X,O
LZIOTSJ,X,X,X,X,O,X,O
LZIOJTS,X,X,O,X,O,X,O
LZIOJST,X,X,O,X,O,X,X
LZIOSTJ,X,X,X,X,O,X,X
LZIOSJT,X,X,X,X,O,X,X
LZJTISO,O,X,X,X,X,X,X
LZJTIOS,O,X,O,X,X,O,X
LZJTSIO,O,X,X,X,X,X,X
LZJTSOI,O,X,X,X,X,X,X
LZJTOIS,O,X,O,X,X,O,X
LZJTOSI,O,X,O,X,X,O,X
LZJITSO,O,X,X,X,X,X,X
LZJITOS,O,X,O,X,X,O,X
LZJISTO,O,X,X,X,X,X,X
LZJISOT,O,X,X,X,X,X,X
LZJIOTS,O,X,O,X,O,X,O
LZJIOST,O,X,O,X,O,X,X
LZJSTIO,O,X,X,X,X,X,X
LZJSTOI,O,X,X,X,X,X,X
LZJSITO,O,X,X,X,X,X,X
LZJSIOT,O,X,X,X,X,X,X
LZJSOTI,O,X,X,X,X,X,X
LZJSOIT,O,X,X,X,X,X,X
LZJOTIS,O,X,O,X,O,X,O
LZJOTSI,O,X,O,X,O,X,O
LZJOITS,O,X,O,X,O,X,O
LZJOIST,O,X,O,X,O,X,X
LZJOSTI,O,X,O,X,O,X,X
LZJOSIT,O,X,O,X,O,X,X
LZSTIJO,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,X,X
LZSTOJI,O,X,X,X,X,X,X
LZSITJO,O,X,X,X,X,X,X
LZSITOJ,O,X,X,X,X,X,X
LZSIJTO,O,X,X,X,X,X,X
LZSIJOT,O,X,X,X,O,X,X
LZSIOTJ,O,X,X,X,O,X,X
LZSIOJT,O,X,X,X,O,X,X
LZSJTIO,O,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X
LZSJITO,O,X,X,X,X,X,X
LZSJIOT,O,X,X,X,O,X,X
LZSJOTI,O,X,X,X,O,X,X
LZSJOIT,O,X,X,X,O,X,X
LZSOTIJ,O,X,X,X,O,X,X
LZSOTJI,O,X,X,X,O,X,X
LZSOITJ,O,X,X,X,O,X,X
LZSOIJT,O,X,X,X,O,X,X
LZSOJTI,O,X,X,X,O,X,X
LZSOJIT,O,X,X,X,O,X,X
LZOTIJS,X,X,O,X,O,X,O
LZOTISJ,X,X,X,X,O,X,O
LZOTJIS,X,X,O,X,O,X,O
LZOTJSI,X,X,O,X,O,X,O
LZOTSIJ,X,X,X,X,O,X,O
LZOTSJI,X,X,X,X,O,X,O
LZOITJS,X,X,O,X,O,X,O
LZOITSJ,X,X,X,X,O,X,O
LZOIJTS,X,X,O,X,O,X,O
LZOIJST,X,X,O,X,O,X,X
LZOISTJ,X,X,X,X,O,X,X
LZOISJT,X,X,X,X,O,X,X
LZOJTIS,X,X,O,X,O,X,O
LZOJTSI,X,X,O,X,O,X,O
LZOJITS,X,X,O,X,O,X,O
LZOJIST,X,X,O,X,O,X,X
LZOJSTI,X,X,O,X,O,X,X
LZOJSIT,X,X,O,X,O,X,X
LZOSTIJ,X,X,X,X,O,X,X
LZOSTJI,X,X,X,X,O,X,X
LZOSITJ,X,X,X,X,O,X,X
LZOSIJT,X,X,X,X,O,X,X
LZOSJTI,X,X,X,X,O,X,X
LZOSJIT,X,X,X,X,O,X,X
LOTIJSZ,O,X,O,X,X,O,X
LOTIJZS,O,X,O,X,X,O,X
LOTISJZ,X,X,O,O,X,O,X
LOTISZJ,X,X,X,X,X,O,O
LOTIZJS,X,X,O,X,O,O,O
LOTIZSJ,X,X,X,X,O,O,O
LOTJISZ,O,X,O,X,X,O,X
LOTJIZS,O,X,O,X,X,O,X
LOTJSIZ,O,X,O,X,X,O,X
LOTJSZI,O,X,O,X,X,O,X
LOTJZIS,O,X,O,X,X,O,X
LOTJZSI,O,X,O,X,X,O,X
LOTSIJZ,X,X,O,O,X,O,X
LOTSIZJ,X,X,X,X,X,O,O
LOTSJIZ,X,X,O,O,X,O,X
LOTSJZI,X,X,O,O,X,O,X
LOTSZIJ,X,X,X,X,X,O,O
LOTSZJI,X,X,X,X,X,O,O
LOTZIJS,X,X,O,X,O,O,O
LOTZISJ,X,X,X,X,O,O,O
LOTZJIS,X,X,O,X,O,O,O
LOTZJSI,X,X,O,X,O,O,O
LOTZSIJ,X,X,X,X,O,O,O
LOTZSJI,X,X,X,X,O,O,O
LOITJSZ,O,X,O,X,X,O,X
LOITJZS,O,X,O,X,X,O,X
LOITSJZ,X,X,O,O,X,O,X
LOITSZJ,X,X,X,X,X,O,O
LOITZJS,X,X,O,X,O,O,O
LOITZSJ,X,X,X,X,O,O,O
LOIJTSZ,O,X,O,X,X,O,X
LOIJTZS,O,X,O,X,X,O,X
LOIJSTZ,O,X,O,O,X,X,X
LOIJSZT,O,X,O,O,X,X,X
LOIJZTS,O,X,O,X,O,X,X
LOIJZST,O,X,O,X,O,X,X
LOISTJZ,O,X,O,O,X,X,X
LOISTZJ,O,X,X,O,X,X,X
LOISJTZ,O,X,O,O,X,X,X
LOISJZT,O,X,O,O,X,X,X
LOISZTJ,O,X,X,X,O,X,X
LOISZJT,O,X,X,O,O,X,X
LOIZTJS,X,X,O,X,O,X,O
LOIZTSJ,X,X,X,X,O,X,O
LOIZJTS,X,X,O,X,O,X,O
LOIZJST,X,X,O,X,O,X,X
LOIZSTJ,X,X,X,X,O,X,X
LOIZSJT,X,X,X,O,O,X,X
LOJTISZ,O,X,O,X,X,O,X
LOJTIZS,O,X,O,X,X,O,X
LOJTSIZ,O,X,O,X,X,O,X
LOJTSZI,O,X,O,X,X,O,X
LOJTZIS,O,X,O,X,X,O,X
LOJTZSI,O,X,O,X,X,O,X
LOJITSZ,O,X,O,X,X,O,X
LOJITZS,O,X,O,X,X,O,X
LOJISTZ,O,X,O,O,X,X,X
LOJISZT,O,X,O,O,X,X,X
LOJIZTS,O,X,O,X,O,X,X
LOJIZST,O,X,O,X,O,X,X
LOJSTIZ,O,X,O,O,X,X,X
LOJSTZI,O,X,O,O,X,X,X
LOJSITZ,O,X,O,O,X,X,X
LOJSIZT,O,X,O,O,X,X,X
LOJSZTI,O,X,O,O,X,X,X
LOJSZIT,O,X,O,O,X,X,X
LOJZTIS,O,X,O,X,O,X,X
LOJZTSI,O,X,O,X,O,X,X
LOJZITS,O,X,O,X,O,X,X
LOJZIST,O,X,O,X,O,X,X
LOJZSTI,O,X,O,X,O,X,X
LOJZSIT,O,X,O,X,O,X,X
LOSTIJZ,O,X,O,O,X,X,X
LOSTIZJ,O,X,X,O,X,X,X
LOSTJIZ,O,X,O,O,X,X,X
LOSTJZI,O,X,O,O,X,X,X
LOSTZIJ,O,X,X,O,X,X,X
LOSTZJI,O,X,X,O,X,X,X
LOSITJZ,O,X,O,O,X,X,X
LOSITZJ,O,X,X,O,X,X,X
LOSIJTZ,O,X,O,O,X,X,X
LOSIJZT,O,X,O,O,X,X,X
LOSIZTJ,O,X,X,X,O,X,X
LOSIZJT,O,X,X,O,O,X,X
LOSJTIZ,O,X,O,O,X,X,X
LOSJTZI,O,X,O,O,X,X,X
LOSJITZ,O,X,O,O,X,X,X
LOSJIZT,O,X,O,O,X,X,X
LOSJZTI,O,X,O,O,X,X,X
LOSJZIT,O,X,O,O,X,X,X
LOSZTIJ,O,X,X,X,O,X,X
LOSZTJI,O,X,X,X,O,X,X
LOSZITJ,O,X,X,X,O,X,X
LOSZIJT,O,X,X,O,O,X,X
LOSZJTI,O,X,X,O,O,X,X
LOSZJIT,O,X,X,O,O,X,X
LOZTIJS,X,X,O,X,O,X,O
LOZTISJ,X,X,X,X,O,X,O
LOZTJIS,X,X,O,X,O,X,O
LOZTJSI,X,X,O,X,O,X,O
LOZTSIJ,X,X,X,X,O,X,O
LOZTSJI,X,X,X,X,O,X,O
LOZITJS,X,X,O,X,O,X,O
LOZITSJ,X,X,X,X,O,X,O
LOZIJTS,X,X,O,X,O,X,O
LOZIJST,X,X,O,X,O,X,X
LOZISTJ,X,X,X,X,O,X,X
LOZISJT,X,X,X,O,O,X,X
LOZJTIS,X,X,O,X,O,X,O
LOZJTSI,X,X,O,X,O,X,O
LOZJITS,X,X,O,X,O,X,O
LOZJIST,X,X,O,X,O,X,X
LOZJSTI,X,X,O,X,O,X,X
LOZJSIT,X,X,O,X,O,X,X
LOZSTIJ,X,X,X,X,O,X,X
LOZSTJI,X,X,X,X,O,X,X
LOZSITJ,X,X,X,X,O,X,X
LOZSIJT,X,X,X,O,O,X,X
LOZSJTI,X,X,X,O,O,X,X
LOZSJIT,X,X,X,O,O,X,X
JTILSZO,O,X,X,X,X,X,X
JTILSOZ,O,X,O,X,X,O,X
JTILZSO,O,O,X,X,X,O,X
JTILZOS,O,O,O,X,X,O,X
JTILOSZ,O,X,O,X,X,O,X
JTILOZS,O,O,O,X,X,O,X
JTISLZO,O,O,X,X,X,X,X
JTISLOZ,O,O,O,X,X,O,X
JTISZLO,O,O,X,X,X,X,X
JTISZOL,O,O,O,X,X,X,X
JTISOLZ,O,O,O,X,X,O,X
JTISOZL,O,O,O,X,X,X,O
JTIZLSO,O,O,X,X,X,O,X
JTIZLOS,O,O,O,X,X,O,X
JTIZSLO,O,O,X,X,X,O,X
JTIZSOL,O,O,O,X,X,O,X
JTIZOLS,O,O,O,X,X,O,X
JTIZOSL,O,O,O,X,X,O,X
JTIOLSZ,O,X,O,X,X,O,X
JTIOLZS,O,O,O,X,X,O,X
JTIOSLZ,O,O,O,X,X,O,X
JTIOSZL,O,O,O,X,X,X,O
JTIOZLS,O,O,O,X,X,O,O
JTIOZSL,O,O,O,X,X,O,O
JTLISZO,O,X,X,X,X,X,X
JTLISOZ,O,X,O,X,X,O,X
JTLIZSO,O,O,X,X,X,O,X
JTLIZOS,O,O,O,X,X,O,X
JTLIOSZ,O,X,O,X,X,O,X
JTLIOZS,O,O,O,X,X,O,X
JTLSIZO,O,X,X,X,X,X,X
JTLSIOZ,O,X,O,X,X,O,X
JTLSZIO,O,X,X,X,X,X,X
JTLSZOI,O,X,X,X,X,X,X
JTLSOIZ,O,X,O,X,X,O,X
JTLSOZI,O,X,O,X,X,O,X
JTLZISO,O,O,X,X,X,O,X
JTLZIOS,O,O,O,X,X,O,X
JTLZSIO,O,O,X,X,X,O,X
JTLZSOI,O,O,X,X,X,O,X
JTLZOIS,O,O,O,X,X,O,X
JTLZOSI,O,O,O,X,X,O,X
JTLOISZ,O,X,O,X,X,O,X
JTLOIZS,O,O,O,X,X,O,X
JTLOSIZ,O,X,O,X,X,O,X
JTLOSZI,O,X,O,X,X,O,X
JTLOZIS,O,O,O,X,X,O,X
JTLOZSI,O,O,O,X,X,O,X
JTSILZO,O,O,X,X,X,X,X
JTSILOZ,O,O,O,X,X,O,X
JTSIZLO,O,O,X,X,X,X,X
JTSIZOL,O,O,O,X,X,X,X
JTSIOLZ,O,O,O,X,X,O,X
JTSIOZL,O,O,O,X,X,X,O
JTSLIZO,O,O,X,X,X,X,X
JTSLIOZ,O,O,O,X,X,O,X
JTSLZIO,O,O,X,X,X,X,X
JTSLZOI,O,O,X,X,X,X,X
JTSLOIZ,O,O,O,X,X,O,X
JTSLOZI,O,O,O,X,X,O,X
JTSZILO,O,O,X,X,X,X,X
JTSZIOL,O,O,O,X,X,X,X
JTSZLIO,O,O,X,X,X,X,X
JTSZLOI,O,O,X,X,X,X,X
JTSZOIL,O,O,O,X,X,X,X
JTSZOLI,O,O,O,X,X,X,X
JTSOILZ,O,O,O,X,X,O,X
JTSOIZL,O,O,O,X,X,X,O
JTSOLIZ,O,O,O,X,X,O,X
JTSOLZI,O,O,O,X,X,O,X
JTSOZIL,O,O,O,X,X,X,O
JTSOZLI,O,O,O,X,X,X,O
JTZILSO,O,O,X,X,X,O,X
JTZILOS,O,O,O,X,X,O,X
JTZISLO,O,O,X,X,X,O,X
JTZISOL,O,O,O,X,X,O,X
JTZIOLS,O,O,O,X,X,O,X
JTZIOSL,O,O,O,X,X,O,X
JTZLISO,O,O,X,X,X,O,X
JTZLIOS,O,O,O,X,X,O,X
JTZLSIO,O,O,X,X,X,O,X
JTZLSOI,O,O,X,X,X,O,X
JTZLOIS,O,O,O,X,X,O,X
JTZLOSI,O,O,O,X,X,O,X
JTZSILO,O,O,X,X,X,O,X
JTZSIOL,O,O,O,X,X,O,X
JTZSLIO,O,O,X,X,X,O,X
JTZSLOI,O,O,X,X,X,O,X
JTZSOIL,O,O,O,X,X,O,X
JTZSOLI,O,O,O,X,X,O,X
JTZOILS,O,O,O,X,X,O,X
JTZOISL,O,O,O,X,X,O,X
JTZOLIS,O,O,O,X,X,O,X
JTZOLSI,O,O,O,X,X,O,X
JTZOSIL,O,O,O,X,X,O,X
JTZOSLI,O,O,O,X,X,O,X
JTOILSZ,O,X,O,X,X,O,X
JTOILZS,O,O,O,X,X,O,X
JTOISLZ,O,O,O,X,X,O,X
JTOISZL,O,O,O,X,X,X,O
JTOIZLS,O,O,O,X,X,O,O
JTOIZSL,O,O,O,X,X,O,O
JTOLISZ,O,X,O,X,X,O,X
JTOLIZS,O,O,O,X,X,O,X
JTOLSIZ,O,X,O,X,X,O,X
JTOLSZI,O,X,O,X,X,O,X
JTOLZIS,O,O,O,X,X,O,X
JTOLZSI,O,O,O,X,X,O,X
JTOSILZ,O,O,O,X,X,O,X
JTOSIZL,O,O,O,X,X,X,O
JTOSLIZ,O,O,O,X,X,O,X
JTOSLZI,O,X,O,X,X,O,X
JTOSZIL,O,O,O,X,X,X,O
JTOSZLI,O,O,O,X,X,X,O
JTOZILS,O,O,O,X,X,O,O
JTOZISL,O,O,O,X,X,O,O
JTOZLIS,O,O,O,X,X,O,O
JTOZLSI,O,O,O,X,X,O,O
JTOZSIL,O,O,O,X,X,O,O
JTOZSLI,O,O,O,X,X,O,O
JITLSZO,O,X,X,X,X,X,X
JITLSOZ,O,X,O,X,X,O,X
JITLZSO,O,O,X,X,X,O,X
JITLZOS,O,O,O,X,X,O,X
JITLOSZ,O,X,O,X,X,O,X
JITLOZS,O,O,O,X,X,O,X
JITSLZO,O,O,X,X,X,X,X
JITSLOZ,O,O,O,X,X,O,X
JITSZLO,O,O,X,X,X,X,X
JITSZOL,O,O,O,X,X,X,X
JITSOLZ,O,O,O,X,X,O,X
JITSOZL,O,O,O,X,X,X,O
JITZLSO,O,O,X,X,X,O,X
JITZLOS,O,O,O,X,X,O,X
JITZSLO,O,O,X,X,X,O,X
JITZSOL,O,O,O,X,X,O,X
JITZOLS,O,O,O,X,X,O,X
JITZOSL,O,O,O,X,X,O,X
JITOLSZ,O,X,O,X,X,O,X
JITOLZS,O,O,O,X,X,O,X
JITOSLZ,O,O,O,X,X,O,X
JITOSZL,O,O,O,X,X,X,O
JITOZLS,O,O,O,X,X,O,O
JITOZSL,O,O,O,X,X,O,O
JILTSZO,O,X,X,X,X,X,X
JILTSOZ,O,X,O,X,X,O,X
JILTZSO,O,O,X,X,X,O,X
JILTZOS,O,O,O,X,X,O,X
JILTOSZ,O,X,O,X,X,O,X
JILTOZS,O,O,O,X,X,O,X
JILSTZO,O,O,X,X,X,X,X
JILSTOZ,O,O,O,X,X,O,X
JILSZTO,O,O,X,X,X,X,X
JILSZOT,O,O,X,X,X,X,X
JILSOTZ,O,O,O,X,X,X,X
JILSOZT,O,O,O,X,X,X,X
JILZTSO,O,X,X,X,X,X,X
JILZTOS,O,X,O,X,X,O,X
JILZSTO,O,X,X,X,X,X,X
JILZSOT,O,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,X
JILZOST,O,X,O,X,X,X,X
JILOTSZ,O,X,O,X,X,O,X
JILOTZS,O,O,O,X,X,O,X
JILOSTZ,O,O,O,X,X,X,X
JILOSZT,O,O,O,X,X,X,X
JILOZTS,O,X,O,X,X,X,X
JILOZST,O,X,O,X,X,X,X
JISTLZO,O,O,X,X,X,X,X
JISTLOZ,O,O,O,O,X,O,X
JISTZLO,O,O,X,X,X,X,X
JISTZOL,O,O,O,O,X,X,X
JISTOLZ,O,O,O,O,X,O,X
JISTOZL,O,O,O,O,X,X,X
JISLTZO,O,O,X,X,X,X,X
JISLTOZ,O,O,O,X,X,O,X
JISLZTO,O,O,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,X
JISLOTZ,O,O,O,O,X,X,X
JISLOZT,O,O,O,O,X,X,X
JISZTLO,O,O,X,X,X,X,X
JISZTOL,O,O,O,X,O,X,X
JISZLTO,O,O,X,X,X,X,X
JISZLOT,O,O,X,X,O,X,X
JISZOTL,O,O,X,X,O,X,X
JISZOLT,O,O,O,O,O,X,X
JISOTLZ,O,O,O,O,X,X,X
JISOTZL,O,O,O,O,X,X,X
JISOLTZ,O,O,O,O,X,X,X
JISOLZT,O,O,O,O,X,X,X
JISOZTL,O,O,X,X,O,X,X
JISOZLT,O,O,O,O,O,X,X
JIZTLSO,O,O,X,X,X,X,X
JIZTLOS,O,O,O,X,X,O,X
JIZTSLO,O,O,X,X,X,X,X
JIZTSOL,O,O,O,X,X,X,X
JIZTOLS,O,O,O,X,O,O,O
JIZTOSL,O,O,O,X,X,X,O
JIZLTSO,O,X,X,X,X,X,X
JIZLTOS,O,X,O,X,X,O,X
JIZLSTO,O,X,X,X,X,X,X
JIZLSOT,O,X,X,X,X,X,X
JIZLOTS,O,X,O,X,O,X,O
JIZLOST,O,X,O,X,O,X,X
JIZSTLO,O,O,X,X,X,X,X
JIZSTOL,O,O,O,X,O,X,X
JIZSLTO,O,O,X,X,X,X,X
JIZSLOT,O,O,X,X,O,X,X
JIZSOTL,O,O,X,X,O,X,O
JIZSOLT,O,O,O,X,O,X,X
JIZOTLS,O,O,O,X,O,X,O
JIZOTSL,O,O,O,X,X,X,O
JIZOLTS,O,X,O,X,O,X,O
JIZOLST,O,X,O,X,O,X,X
JIZOSTL,O,X,X,X,O,X,O
JIZOSLT,O,O,O,X,O,X,X
JIOTLSZ,O,X,O,X,X,O,X
JIOTLZS,O,O,O,X,X,O,X
JIOTSLZ,O,O,O,X,X,O,X
JIOTSZL,O,O,O,X,X,X,O
JIOTZLS,O,O,O,X,X,O,O
JIOTZSL,O,O,O,X,X,X,O
JIOLTSZ,O,X,O,X,X,O,X
JIOLTZS,O,O,O,X,X,O,X
JIOLSTZ,O,O,O,O,X,X,X
JIOLSZT,O,O,O,O,X,X,X
JIOLZTS,O,X,O,X,O,X,X
JIOLZST,O,X,O,X,O,X,X
JIOSTLZ,O,O,O,O,X,X,X
JIOSTZL,O,O,O,O,X,X,X
JIOSLTZ,O,O,O,O,X,X,X
JIOSLZT,O,O,O,O,X,X,X
JIOSZTL,O,O,X,X,O,X,X
JIOSZLT,O,O,O,O,O,X,X
JIOZTLS,O,O,O,X,O,X,O
JIOZTSL,O,O,O,X,X,X,O
JIOZLTS,O,X,O,X,O,X,O
JIOZLST,O,X,O,X,O,X,X
JIOZSTL,O,X,X,X,O,X,O
JIOZSLT,O,O,O,X,O,X,X
JLTISZO,O,X,X,X,X,X,X
JLTISOZ,O,X,O,X,X,O,X
JLTIZSO,O,O,X,X,X,O,X
JLTIZOS,O,O,O,X,X,O,X
JLTIOSZ,O,X,O,X,X,O,X
JLTIOZS,O,O,O,X,X,O,X
JLTSIZO,O,X,X,X,X,X,X
JLTSIOZ,O,X,O,X,X,O,X
JLTSZIO,O,X,X,X,X,X,X
JLTSZOI,O,X,X,X,X,X,X
JLTSOIZ,O,X,O,X,X,O,X
JLTSOZI,O,X,O,X,X,O,X
JLTZISO,O,O,X,X,X,O,X
JLTZIOS,O,O,O,X,X,O,X
JLTZSIO,O,O,X,X,X,O,X
JLTZSOI,O,O,X,X,X,O,X
JLTZOIS,O,O,O,X,X,O,X
JLTZOSI,O,O,O,X,X,O,X
JLTOISZ,O,X,O,X,X,O,X
JLTOIZS,O,O,O,X,X,O,X
JLTOSIZ,O,X,O,X,X,O,X
JLTOSZI,O,X,O,X,X,O,X
JLTOZIS,O,O,O,X,X,O,X
JLTOZSI,O,O,O,X,X,O,X
JLITSZO,O,X,X,X,X,X,X
JLITSOZ,O,X,O,X,X,O,X
JLITZSO,O,O,X,X,X,O,X
JLITZOS,O,O,O,X,X,O,X
JLITOSZ,O,X,O,X,X,O,X
JLITOZS,O,O,O,X,X,O,X
JLISTZO,O,O,X,X,X,X,X
JLISTOZ,O,O,O,X,X,O,X
JLISZTO,O,O,X,X,X,X,X
JLISZOT,O,O,X,X,X,X,X
JLISOTZ,O,O,O,X,X,X,X
JLISOZT,O,O,O,X,X,X,X
JLIZTSO,O,X,X,X,X,X,X
JLIZTOS,O,X,O,X,X,O,X
JLIZSTO,O,X,X,X,X,X,X
JLIZSOT,O,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,X
JLIZOST,O,X,O,X,X,X,X
JLIOTSZ,O,X,O,X,X,O,X
JLIOTZS,O,O,O,X,X,O,X
JLIOSTZ,O,O,O,X,X,X,X
JLIOSZT,O,O,O,X,X,X,X
JLIOZTS,O,X,O,X,X,X,X
JLIOZST,O,X,O,X,X,X,X
JLSTIZO,O,O,X,X,X,X,X
JLSTIOZ,O,O,O,X,X,O,X
JLSTZIO,O,O,X,X,X,X,X
JLSTZOI,O,O,X,X,X,X,X
