sequence,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcBTdBifBW?nBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUbBFcBXdBW?lBSnBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Je06IvhFxcBKkBGhBT?iBFlBXqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhF6iBlfB3gBz?hB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeZ/IvhFUcBGdBCgBV?nBXlBzpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeX7IvhFxcBKkBGhBT?iBFlB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFUcBGdBSlBV?nB/pBZlB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex7IvhFlfB3gBCiBT?iB2pB0pB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeT6IvhFxbB8hB+iB/?pBFlBiqB,v115@7gB8HeB8DeA8CeB8CeH8BeG8JeU8IvhFxfBTiBCiB/?pBFlBmpB,v115@7gB8HeB8DeA8CeB8CeH8BeG8Jex6IvhFXcB8hB+iBK?kBFlBzpB
IZOJTSL,X,O,X,X,X,X,X,X,X,X,X
IZOJLTS,X,O,X,X,X,X,X,X,X,X,X
IZOJLST,X,O,X,X,X,X,X,X,X,X,X
IZOJSTL,X,O,X,X,X,X,X,X,X,X,X
IZOJSLT,X,O,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,X,X,O,X,X,X,X,O,X
IZOSTJL,X,X,X,X,O,X,X,X,X,O,X
IZOSLTJ,X,X,X,X,O,X,X,X,X,O,X
IZOSLJT,X,X,X,X,X,X,X,X,X,O,X
IZOSJTL,X,X,X,X,X,X,X,X,X,O,X
IZOSJLT,X,X,X,X,X,X,X,X,X,O,X
IOTLJSZ,X,O,O,O,X,O,X,X,X,X,X
IOTLJZS,X,O,O,X,X,O,X,X,X,X,X
IOTLSJZ,X,O,O,O,X,O,X,X,X,X,X
IOTLSZJ,X,O,O,O,X,X,X,X,X,X,X
IOTLZJS,X,O,O,X,X,O,X,X,X,X,X
IOTLZSJ,X,O,O,X,X,X,X,X,X,X,X
IOTJLSZ,X,O,O,O,X,O,X,X,X,X,X
IOTJLZS,X,O,O,X,X,O,X,X,X,X,X
IOTJSLZ,X,O,X,O,O,X,X,X,X,X,X
IOTJSZL,X,O,X,O,O,X,X,X,X,X,X
IOTJZLS,X,O,X,X,X,X,X,X,X,X,X
IOTJZSL,X,O,X,X,O,X,X,X,X,X,X
IOTSLJZ,X,O,X,O,O,X,X,X,X,X,X
IOTSLZJ,X,O,X,O,O,X,X,X,X,X,X
IOTSJLZ,X,O,X,O,O,X,X,X,X,X,X
IOTSJZL,X,O,X,O,O,X,X,X,X,X,X
IOTSZLJ,X,X,X,O,O,X,X,X,X,X,X
IOTSZJL,X,X,X,X,O,X,X,X,X,X,X
IOTZLJS,X,O,X,X,X,X,X,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,X,X,X,X
IOTZJLS,X,O,X,X,X,X,X,X,X,X,X
IOTZJSL,X,O,X,X,O,X,X,X,X,X,X
IOTZSLJ,X,X,X,X,O,X,X,X,X,X,X
IOTZSJL,X,X,X,X,O,X,X,X,X,X,X
IOLTJSZ,X,O,O,O,X,O,X,X,X,X,X
IOLTJZS,X,O,O,X,X,O,X,X,X,X,X
IOLTSJZ,X,O,O,O,X,O,X,X,X,X,X
IOLTSZJ,X,O,O,O,X,X,X,X,X,X,X
IOLTZJS,X,O,O,X,X,O,X,X,X,X,X
IOLTZSJ,X,O,O,X,X,X,X,X,X,X,X
IOLJTSZ,X,O,O,O,X,O,X,X,X,X,X
IOLJTZS,X,O,O,X,X,O,X,X,X,X,X
IOLJSTZ,X,O,O,O,X,O,X,X,X,X,X
IOLJSZT,X,O,O,O,X,X,X,X,X,X,X
IOLJZTS,X,O,O,X,X,O,X,X,X,X,X
IOLJZST,X,O,O,O,X,X,X,X,X,X,X
IOLSTJZ,X,O,O,O,X,O,X,X,X,X,X
IOLSTZJ,X,O,O,O,X,X,X,X,X,X,X
IOLSJTZ,X,O,O,O,X,O,X,X,X,X,X
IOLSJZT,X,O,O,O,X,X,X,X,X,X,X
IOLSZTJ,X,O,X,O,X,X,X,X,X,X,X
IOLSZJT,X,O,O,O,X,X,X,X,X,X,X
IOLZTJS,X,O,O,X,X,O,X,X,X,X,X
IOLZTSJ,X,O,O,X,X,X,X,X,X,X,X
IOLZJTS,X,O,O,X,X,O,X,X,X,X,X
IOLZJST,X,O,O,O,X,X,X,X,X,X,X
IOLZSTJ,X,O,X,O,X,X,X,X,X,X,X
IOLZSJT,X,O,O,O,X,X,X,X,X,X,X
IOJTLSZ,X,O,O,O,X,O,X,X,X,X,X
IOJTLZS,X,O,O,X,X,O,X,X,X,X,X
IOJTSLZ,X,O,X,O,X,X,X,X,X,X,X
IOJTSZL,X,O,X,O,X,X,X,X,X,X,X
IOJTZLS,X,O,X,X,X,X,X,X,X,X,X
IOJTZSL,X,O,X,X,X,X,X,X,X,X,X
IOJLTSZ,X,O,O,O,X,O,X,X,X,X,X
IOJLTZS,X,O,O,X,X,O,X,X,X,X,X
IOJLSTZ,X,O,O,O,X,O,X,X,X,X,X
IOJLSZT,X,O,O,O,X,X,X,X,X,X,X
IOJLZTS,X,O,O,X,X,O,X,X,X,X,X
IOJLZST,X,O,O,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,O,X,X,X,X,X,X,X
IOJSTZL,X,O,X,O,X,X,X,X,X,X,X
IOJSLTZ,X,O,O,O,X,O,X,X,X,X,X
IOJSLZT,X,O,O,O,X,X,X,X,X,X,X
IOJSZTL,X,O,X,O,X,X,X,X,X,X,X
IOJSZLT,X,O,X,O,X,X,X,X,X,X,X
IOJZTLS,X,O,X,X,X,X,X,X,X,X,X
IOJZTSL,X,O,X,X,X,X,X,X,X,X,X
IOJZLTS,X,O,O,X,X,O,X,X,X,X,X
IOJZLST,X,O,O,O,X,X,X,X,X,X,X
IOJZSTL,X,O,X,O,X,X,X,X,X,X,X
IOJZSLT,X,O,X,O,X,X,X,X,X,X,X
IOSTLJZ,X,O,X,O,O,X,X,X,X,X,X
IOSTLZJ,X,O,X,O,O,X,X,X,X,O,X
IOSTJLZ,X,O,X,O,O,X,X,X,X,X,X
IOSTJZL,X,O,X,O,O,X,X,X,X,O,X
IOSTZLJ,X,X,X,O,O,X,X,X,X,O,X
IOSTZJL,X,X,X,X,O,X,X,X,X,O,X
IOSLTJZ,X,O,O,O,O,O,X,X,X,X,X
IOSLTZJ,X,O,O,O,O,X,X,X,X,X,X
IOSLJTZ,X,O,O,O,X,O,X,X,X,X,X
IOSLJZT,X,O,O,O,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,O,O,X,X,X,X,O,X
IOSLZJT,X,O,O,O,X,X,X,X,X,O,X
IOSJTLZ,X,O,X,O,X,X,X,X,X,X,X
IOSJTZL,X,O,X,O,X,X,X,X,X,X,X
IOSJLTZ,X,O,O,O,X,O,X,X,X,X,X
IOSJLZT,X,O,O,O,X,X,X,X,X,X,X
IOSJZTL,X,O,X,O,X,X,X,X,X,O,X
IOSJZLT,X,O,X,O,X,X,X,X,X,O,X
IOSZTLJ,X,X,X,O,O,X,X,X,X,O,X
IOSZTJL,X,X,X,X,O,X,X,X,X,O,X
IOSZLTJ,X,X,X,O,O,X,X,X,X,O,X
IOSZLJT,X,X,X,O,X,X,X,X,X,O,X
IOSZJTL,X,X,X,O,X,X,X,X,X,O,X
IOSZJLT,X,X,X,O,X,X,X,X,X,O,X
IOZTLJS,X,O,X,X,X,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,X,X,X,X,X
IOZTJLS,X,O,X,X,X,X,X,X,X,X,X
IOZTJSL,X,O,X,X,O,X,X,X,X,X,X
IOZTSLJ,X,X,X,X,O,X,X,X,X,X,X
IOZTSJL,X,X,X,X,O,X,X,X,X,X,X
IOZLTJS,X,O,O,X,X,O,X,X,X,X,X
IOZLTSJ,X,O,O,X,X,X,X,X,X,X,X
IOZLJTS,X,O,O,X,X,O,X,X,X,X,X
IOZLJST,X,O,O,O,X,X,X,X,X,X,X
IOZLSTJ,X,O,X,O,X,X,X,X,X,X,X
IOZLSJT,X,O,O,O,X,X,X,X,X,X,X
IOZJTLS,X,O,X,X,X,X,X,X,X,X,X
IOZJTSL,X,O,X,X,X,X,X,X,X,X,X
IOZJLTS,X,O,O,X,X,O,X,X,X,X,X
IOZJLST,X,O,O,O,X,X,X,X,X,X,X
IOZJSTL,X,O,X,O,X,X,X,X,X,X,X
IOZJSLT,X,O,X,O,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,O,O,X,X,X,X,O,X
IOZSTJL,X,X,X,X,O,X,X,X,X,O,X
IOZSLTJ,X,X,X,O,O,X,X,X,X,O,X
IOZSLJT,X,X,X,O,X,X,X,X,X,O,X
IOZSJTL,X,X,X,O,X,X,X,X,X,O,X
IOZSJLT,X,X,X,O,X,X,X,X,X,O,X
LTIJSZO,O,O,X,X,O,X,X,O,X,X,O
LTIJSOZ,O,O,X,X,O,O,X,O,X,X,X
LTIJZSO,O,O,X,X,O,X,X,X,X,X,O
LTIJZOS,O,O,O,X,X,X,X,X,X,X,O
LTIJOSZ,O,O,O,X,X,O,X,X,X,X,X
LTIJOZS,O,O,O,X,X,O,X,X,X,X,O
LTISJZO,O,O,X,X,O,X,X,O,X,X,O
LTISJOZ,O,O,X,X,O,O,X,O,X,X,X
LTISZJO,O,O,X,X,O,X,X,O,X,X,X
LTISZOJ,X,O,X,X,O,X,X,O,X,X,X
LTISOJZ,O,O,X,X,O,O,X,O,X,X,X
LTISOZJ,X,O,X,X,O,X,X,O,X,X,X
LTIZJSO,O,O,X,X,O,X,X,X,X,X,O
LTIZJOS,O,O,O,X,X,X,X,X,X,X,O
LTIZSJO,O,O,X,X,O,X,X,X,X,X,X
LTIZSOJ,X,O,X,X,O,X,X,X,X,X,X
LTIZOJS,X,O,O,X,X,X,X,X,X,X,X
LTIZOSJ,X,O,O,X,X,X,X,X,X,X,X
LTIOJSZ,O,O,O,X,X,O,X,X,X,X,X
LTIOJZS,O,O,O,X,X,O,X,X,X,X,O
LTIOSJZ,O,O,O,X,X,O,X,X,X,X,X
LTIOSZJ,X,O,O,X,X,X,X,X,X,X,X
LTIOZJS,X,O,O,X,X,O,X,X,X,X,X
LTIOZSJ,X,O,O,X,X,X,X,X,X,X,X
LTJISZO,O,O,X,X,O,X,X,O,X,X,O
LTJISOZ,O,O,X,X,O,O,X,O,X,X,X
LTJIZSO,O,O,X,X,O,X,X,X,X,X,O
LTJIZOS,O,O,O,X,X,X,X,X,X,X,O
LTJIOSZ,O,O,O,X,X,O,X,X,X,X,X
LTJIOZS,O,O,O,X,X,O,X,X,X,X,O
LTJSIZO,O,O,X,X,O,X,O,O,X,X,O
LTJSIOZ,O,O,X,X,O,O,O,O,X,X,X
LTJSZIO,O,O,X,X,O,X,O,O,X,X,O
LTJSZOI,O,O,O,X,O,O,O,O,X,X,O
LTJSOIZ,O,O,O,X,O,O,O,O,X,X,X
LTJSOZI,O,O,O,X,O,O,O,O,X,X,X
LTJZISO,O,O,X,X,O,X,X,X,X,X,O
LTJZIOS,O,O,O,X,X,X,X,X,X,X,O
LTJZSIO,O,O,X,X,O,X,O,O,X,X,O
LTJZSOI,O,O,O,X,O,O,O,O,X,X,O
LTJZOIS,O,O,O,X,X,O,X,X,X,X,O
LTJZOSI,O,O,O,X,X,O,X,X,X,X,O
LTJOISZ,O,O,O,X,X,O,X,X,X,X,X
LTJOIZS,O,O,O,X,X,O,X,X,X,X,O
LTJOSIZ,O,O,O,X,X,O,X,O,X,X,X
LTJOSZI,O,O,O,X,X,O,X,O,X,X,X
LTJOZIS,O,O,O,X,X,O,X,X,X,X,O
LTJOZSI,O,O,O,X,X,O,X,X,X,X,O
LTSIJZO,O,O,X,X,O,X,O,O,X,X,O
LTSIJOZ,O,O,X,X,O,O,O,O,X,X,X
LTSIZJO,O,O,X,X,O,X,O,O,X,X,X
LTSIZOJ,X,O,X,X,O,X,O,O,X,X,X
LTSIOJZ,O,O,X,X,O,O,O,O,X,X,X
LTSIOZJ,X,O,X,X,O,X,O,O,X,X,X
LTSJIZO,O,O,X,X,O,X,O,O,X,X,O
LTSJIOZ,O,O,X,X,O,O,O,O,X,X,X
LTSJZIO,O,O,X,X,O,X,O,O,X,X,O
LTSJZOI,O,O,O,X,O,O,O,O,X,X,O
LTSJOIZ,O,O,O,X,O,O,O,O,X,X,X
LTSJOZI,O,O,O,X,O,O,O,O,X,X,X
LTSZIJO,O,O,X,X,O,X,O,O,X,X,X
LTSZIOJ,X,O,X,X,O,X,O,O,X,X,X
LTSZJIO,O,O,X,X,O,X,O,O,X,X,X
LTSZJOI,O,O,O,X,O,O,O,O,X,X,X
LTSZOIJ,X,O,O,X,O,X,O,O,X,X,X
LTSZOJI,X,O,O,X,O,O,O,O,X,X,X
LTSOIJZ,O,O,O,X,O,O,O,O,X,X,X
LTSOIZJ,X,O,O,X,O,X,O,O,X,X,X
LTSOJIZ,O,O,O,X,O,O,O,O,X,X,X
LTSOJZI,O,O,O,X,O,O,O,O,X,X,X
LTSOZIJ,X,O,O,X,O,X,O,O,X,X,X
LTSOZJI,X,O,O,X,O,O,O,O,X,X,X
LTZIJSO,O,O,X,X,O,X,X,X,X,X,O
LTZIJOS,O,O,O,X,X,X,X,X,X,X,O
LTZISJO,O,O,X,X,O,X,X,X,X,X,X
LTZISOJ,X,O,X,X,O,X,X,X,X,X,X
LTZIOJS,X,O,O,X,X,X,X,X,X,X,X
LTZIOSJ,X,O,O,X,X,X,X,X,X,X,X
LTZJISO,O,O,X,X,O,X,X,X,X,X,O
LTZJIOS,O,O,O,X,X,X,X,X,X,X,O
LTZJSIO,O,O,X,X,O,X,O,X,X,X,O
LTZJSOI,O,O,O,X,O,O,O,X,X,X,O
LTZJOIS,O,O,O,X,X,O,X,X,X,X,O
LTZJOSI,O,O,O,X,X,O,X,X,X,X,O
LTZSIJO,O,O,X,X,O,X,O,X,X,X,X
LTZSIOJ,X,O,X,X,O,X,O,X,X,X,X
LTZSJIO,O,O,X,X,O,X,O,X,X,X,X
LTZSJOI,O,O,O,X,O,O,O,X,X,X,X
LTZSOIJ,X,O,O,X,O,X,O,X,X,X,X
LTZSOJI,X,O,O,X,O,O,O,X,X,X,X
LTZOIJS,X,O,O,X,X,O,X,X,X,X,X
LTZOISJ,X,O,O,X,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,X,O,X,X,X,X,X
LTZOJSI,X,O,O,X,X,O,X,X,X,X,X
LTZOSIJ,X,O,O,X,X,X,X,X,X,X,X
LTZOSJI,X,O,O,X,X,O,X,X,X,X,X
LTOIJSZ,O,O,O,X,X,O,X,X,X,X,X
LTOIJZS,O,O,O,X,X,O,X,X,X,X,O
LTOISJZ,O,O,O,X,X,O,X,X,X,X,X
LTOISZJ,X,O,O,X,X,X,X,X,X,X,X
LTOIZJS,X,O,O,X,X,O,X,X,X,X,X
LTOIZSJ,X,O,O,X,X,X,X,X,X,X,X
LTOJISZ,O,O,O,X,X,O,X,X,X,X,X
LTOJIZS,O,O,O,X,X,O,X,X,X,X,O
LTOJSIZ,O,O,O,X,X,O,X,X,X,X,X
LTOJSZI,O,O,O,X,X,O,X,X,X,X,X
LTOJZIS,O,O,O,X,X,O,X,X,X,X,O
LTOJZSI,O,O,O,X,X,O,X,X,X,X,O
LTOSIJZ,O,O,O,X,X,O,X,X,X,X,X
LTOSIZJ,X,O,O,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,O,X,X,X,X,X
LTOSJZI,O,O,O,X,X,O,X,X,X,X,X
LTOSZIJ,X,O,O,X,X,X,X,X,X,X,X
LTOSZJI,X,O,O,X,X,O,X,X,X,X,X
LTOZIJS,X,O,O,X,X,O,X,X,X,X,X
LTOZISJ,X,O,O,X,X,X,X,X,X,X,X
LTOZJIS,X,O,O,X,X,O,X,X,X,X,X
LTOZJSI,X,O,O,X,X,O,X,X,X,X,X
LTOZSIJ,X,O,O,X,X,X,X,X,X,X,X
LTOZSJI,X,O,O,X,X,O,X,X,X,X,X
LITJSZO,X,O,X,X,O,X,X,O,X,X,O
LITJSOZ,X,O,X,X,O,O,X,O,X,X,X
LITJZSO,X,O,X,X,O,X,X,X,X,X,O
LITJZOS,X,O,O,X,X,X,X,X,X,X,O
LITJOSZ,X,O,O,X,X,O,X,X,X,X,X
LITJOZS,X,O,O,X,X,O,X,X,X,X,O
LITSJZO,X,O,X,X,O,X,X,O,X,X,O
LITSJOZ,X,O,X,X,O,O,X,O,X,X,X
LITSZJO,X,O,X,X,O,X,X,O,X,X,X
LITSZOJ,X,O,X,X,O,X,X,O,X,X,X
LITSOJZ,X,O,X,X,O,O,X,O,X,X,X
LITSOZJ,X,O,X,X,O,X,X,O,X,X,X
LITZJSO,X,O,X,X,O,X,X,X,X,X,O
LITZJOS,X,O,O,X,X,X,X,X,X,X,O
LITZSJO,X,O,X,X,O,X,X,X,X,X,X
LITZSOJ,X,O,X,X,O,X,X,X,X,X,X
LITZOJS,X,O,O,X,X,X,X,X,X,X,X
LITZOSJ,X,O,O,X,X,X,X,X,X,X,X
LITOJSZ,X,O,O,X,X,O,X,X,X,X,X
LITOJZS,X,O,O,X,X,O,X,X,X,X,O
LITOSJZ,X,O,O,X,X,O,X,X,X,X,X
LITOSZJ,X,O,O,X,X,X,X,X,X,X,X
LITOZJS,X,O,O,X,X,O,X,X,X,X,X
LITOZSJ,X,O,O,X,X,X,X,X,X,X,X
LIJTSZO,X,O,X,X,X,X,X,O,X,X,O
LIJTSOZ,X,O,X,X,X,O,X,O,X,X,X
LIJTZSO,X,O,X,X,X,X,X,X,X,X,O
LIJTZOS,X,O,O,X,X,X,X,X,X,X,O
LIJTOSZ,X,O,O,X,X,O,X,X,X,X,X
LIJTOZS,X,O,O,X,X,O,X,X,X,X,O
LIJSTZO,X,O,X,X,X,X,X,O,X,X,X
LIJSTOZ,X,O,X,X,X,X,X,O,X,X,X
LIJSZTO,X,O,X,X,X,X,X,O,X,X,O
LIJSZOT,X,O,X,X,X,X,X,X,X,X,O
LIJSOTZ,X,O,X,X,X,X,X,O,X,X,X
LIJSOZT,X,O,X,X,X,X,X,X,X,X,X
LIJZTSO,X,O,X,X,X,X,X,X,X,X,O
LIJZTOS,X,O,X,X,X,X,X,X,X,X,O
LIJZSTO,X,O,X,X,X,X,X,O,X,X,O
LIJZSOT,X,O,X,X,X,X,X,X,X,X,O
LIJZOTS,X,O,O,X,X,X,X,X,X,X,X
LIJZOST,X,O,O,X,X,X,X,X,X,X,O
LIJOTSZ,X,O,O,X,X,O,X,X,X,X,X
LIJOTZS,X,O,O,X,X,O,X,X,X,X,X
LIJOSTZ,X,O,O,X,X,O,X,O,X,X,X
LIJOSZT,X,O,O,X,X,X,X,X,X,X,X
LIJOZTS,X,O,O,X,X,O,X,X,X,X,X
LIJOZST,X,O,O,X,X,X,X,X,X,X,O
LISTJZO,X,O,X,X,O,X,X,O,X,X,X
LISTJOZ,X,O,X,X,O,X,X,O,X,X,X
LISTZJO,X,O,X,X,O,X,X,O,X,X,X
LISTZOJ,X,O,X,X,O,X,X,O,X,X,X
LISTOJZ,X,O,X,X,O,X,X,O,X,X,X
LISTOZJ,X,O,X,X,O,X,X,O,X,X,X
LISJTZO,X,O,X,X,O,X,X,O,X,X,X
LISJTOZ,X,O,X,X,O,X,X,O,X,X,X
LISJZTO,X,O,X,X,O,X,X,O,X,X,O
LISJZOT,X,O,X,X,X,X,X,X,X,X,O
LISJOTZ,X,O,X,X,X,X,X,O,X,X,X
LISJOZT,X,O,X,X,X,X,X,X,X,X,X
LISZTJO,X,O,X,X,O,X,X,O,X,X,X
LISZTOJ,X,O,X,X,O,X,X,O,X,X,X
LISZJTO,X,O,X,X,O,X,X,O,X,X,X
LISZJOT,X,O,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,O,X,X,X,X,X,X
LISZOJT,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,X,O,X,X,O,X,X,O,X,X,X
LISOTZJ,X,O,X,X,O,X,X,O,X,X,X
LISOJTZ,X,O,X,X,X,X,X,O,X,X,X
LISOJZT,X,O,X,X,X,X,X,X,X,X,X
LISOZTJ,X,O,X,X,O,X,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,O,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,X,X,X,X,X,X
LIZTSJO,X,O,X,X,O,X,X,X,X,X,X
LIZTSOJ,X,O,X,X,O,X,X,X,X,X,X
LIZTOJS,X,O,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,O,X,X,X,X,X,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,X,X,X,O
LIZJTOS,X,O,X,X,X,X,X,X,X,X,X
LIZJSTO,X,O,X,X,X,X,X,O,X,X,O
LIZJSOT,X,O,X,X,X,X,X,X,X,X,O
LIZJOTS,X,O,O,X,X,X,X,X,X,X,X
LIZJOST,X,O,O,X,X,X,X,X,X,X,O
LIZSTJO,X,O,X,X,O,X,X,O,X,X,X
LIZSTOJ,X,O,X,X,O,X,X,O,X,X,X
LIZSJTO,X,O,X,X,O,X,X,O,X,X,X
LIZSJOT,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,O,X,X,X,X,X,X
LIZSOJT,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,O,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,O,X,X,X,X,X,X,X,X
LIZOJST,X,O,O,X,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,O,X,X,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,X,O,X,X,X,X,X
LIOTJZS,X,O,O,X,X,O,X,X,X,X,X
LIOTSJZ,X,O,O,X,X,O,X,X,X,X,X
LIOTSZJ,X,O,O,X,X,X,X,X,X,X,X
LIOTZJS,X,O,O,X,X,O,X,X,X,X,X
LIOTZSJ,X,O,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,O,O,X,X,O,X,X,X,X,X
LIOJTZS,X,O,O,X,X,O,X,X,X,X,X
LIOJSTZ,X,O,O,X,X,O,X,O,X,X,X
LIOJSZT,X,O,O,X,X,X,X,X,X,X,X
LIOJZTS,X,O,O,X,X,O,X,X,X,X,X
LIOJZST,X,O,O,X,X,X,X,X,X,X,O
LIOSTJZ,X,O,O,X,X,O,X,O,X,X,X
LIOSTZJ,X,O,O,X,X,X,X,O,X,X,X
LIOSJTZ,X,O,O,X,X,O,X,O,X,X,X
LIOSJZT,X,O,O,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,X,X,X,X,X
LIOZTJS,X,O,O,X,X,O,X,X,X,X,X
LIOZTSJ,X,O,O,X,X,X,X,X,X,X,X
LIOZJTS,X,O,O,X,X,O,X,X,X,X,X
LIOZJST,X,O,O,X,X,X,X,X,X,X,X
LIOZSTJ,X,O,X,X,X,X,X,X,X,X,X
LIOZSJT,X,O,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,X,X,X,X,X,O,X,X,O
LJTISOZ,O,O,X,X,X,O,X,O,X,X,X
LJTIZSO,O,O,X,X,X,X,X,X,X,X,O
LJTIZOS,O,O,O,X,X,X,X,X,X,X,O
LJTIOSZ,O,O,O,X,X,O,X,X,X,X,X
LJTIOZS,O,O,O,X,X,O,X,X,X,X,O
LJTSIZO,O,O,X,X,X,X,X,O,X,X,O
LJTSIOZ,O,O,X,O,X,O,X,O,X,X,X
LJTSZIO,O,O,X,X,X,X,X,O,X,X,O
LJTSZOI,O,O,O,X,X,O,X,O,X,X,O
LJTSOIZ,O,O,O,O,X,O,X,O,X,X,X
LJTSOZI,O,O,O,O,X,O,X,O,X,X,X
LJTZISO,O,O,X,X,X,X,X,X,X,X,O
LJTZIOS,O,O,O,X,X,X,X,X,X,X,O
LJTZSIO,O,O,X,X,X,X,X,O,X,X,O
LJTZSOI,O,O,O,X,X,O,X,O,X,X,O
LJTZOIS,O,O,O,X,X,O,X,X,X,X,O
LJTZOSI,O,O,O,X,X,O,X,X,X,X,O
LJTOISZ,O,O,O,O,X,O,X,X,X,X,X
LJTOIZS,O,O,O,X,X,O,X,X,X,X,O
LJTOSIZ,O,O,O,O,X,O,X,O,X,X,X
LJTOSZI,O,O,O,O,X,O,X,O,X,X,X
LJTOZIS,O,O,O,X,X,O,X,X,X,X,O
LJTOZSI,O,O,O,O,X,O,X,X,X,X,O
LJITSZO,X,O,X,X,X,X,X,O,X,X,O
LJITSOZ,X,O,X,X,X,O,X,O,X,X,X
LJITZSO,X,O,X,X,X,X,X,X,X,X,O
LJITZOS,X,O,O,X,X,X,X,X,X,X,O
LJITOSZ,X,O,O,X,X,O,X,X,X,X,X
LJITOZS,X,O,O,X,X,O,X,X,X,X,O
LJISTZO,X,O,X,X,X,X,X,O,X,X,X
LJISTOZ,X,O,X,X,X,X,X,O,X,X,X
LJISZTO,X,O,X,X,X,X,X,O,X,X,O
LJISZOT,X,O,X,X,X,X,X,X,X,X,O
LJISOTZ,X,O,X,X,X,X,X,O,X,X,X
LJISOZT,X,O,X,X,X,X,X,X,X,X,X
LJIZTSO,X,O,X,X,X,X,X,X,X,X,O
LJIZTOS,X,O,X,X,X,X,X,X,X,X,O
LJIZSTO,X,O,X,X,X,X,X,O,X,X,O
LJIZSOT,X,O,X,X,X,X,X,X,X,X,O
LJIZOTS,X,O,O,X,X,X,X,X,X,X,X
LJIZOST,X,O,O,X,X,X,X,X,X,X,O
LJIOTSZ,X,O,O,X,X,O,X,X,X,X,X
LJIOTZS,X,O,O,X,X,O,X,X,X,X,X
LJIOSTZ,X,O,O,X,X,O,X,O,X,X,X
LJIOSZT,X,O,O,X,X,X,X,X,X,X,X
LJIOZTS,X,O,O,X,X,O,X,X,X,X,X
LJIOZST,X,O,O,X,X,X,X,X,X,X,O
LJSTIZO,O,O,X,X,X,X,X,O,X,X,O
LJSTIOZ,O,O,X,O,X,O,X,O,X,X,X
LJSTZIO,O,O,X,X,X,X,X,O,O,X,O
LJSTZOI,O,O,O,X,X,O,X,O,O,X,O
LJSTOIZ,O,O,O,O,X,O,X,O,X,X,X
LJSTOZI,O,O,O,O,X,O,X,O,O,X,X
LJSITZO,X,O,X,X,X,X,X,O,X,X,X
LJSITOZ,X,O,X,O,X,X,X,O,X,X,X
LJSIZTO,X,O,X,X,X,X,X,O,X,X,O
LJSIZOT,X,O,X,X,X,X,X,X,X,X,O
LJSIOTZ,O,O,X,O,X,X,X,O,X,X,X
LJSIOZT,O,O,X,O,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X,O,O,X,O
LJSZTOI,O,O,X,X,X,X,X,O,O,X,O
LJSZITO,O,O,X,X,X,X,X,O,O,X,O
LJSZIOT,O,O,X,X,X,X,X,X,O,X,O
LJSZOTI,O,O,O,X,X,X,X,X,O,X,O
LJSZOIT,O,O,O,X,X,X,X,X,O,X,O
LJSOTIZ,O,O,O,O,X,O,X,O,X,X,X
LJSOTZI,O,O,O,O,X,O,X,O,O,X,X
LJSOITZ,O,O,O,O,X,O,X,O,X,X,X
LJSOIZT,O,O,O,O,X,X,X,X,X,X,X
LJSOZTI,O,O,O,O,X,X,X,X,O,X,X
LJSOZIT,O,O,O,O,X,X,X,X,O,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,X,O
