sequence,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFXcBViBGlBKrBzm?BUqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViB3gBThBWqB8r?ByvB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFViBamB0hBzkB+q?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFlcBUhBOnBfqB6q?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBClBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBClB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFUhBFiBfqB6qBmm?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFVhBUdBzkB+qBim?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jex6IvhFFhBXiBGlByrBUq?BTrB,v115@6gF8EeC8FeD8FeE8DeD8Jex7IvhF3gBFiB6kBOrB8r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8JeeBJvhFUdBfnBaqB5lBlk?BTrB,v115@6gF8EeC8FeD8FeE8DeD8JeUBJvhFFiB5lBzkBimB3r?BmpB,v115@6gF8EeC8FeD8FeE8DeD8Je07IvhFFiB6kBxlB2rBTq?B3rB,v115@6gF8EeC8FeD8FeE8DeD8Jei8IvhFWmBFiB0fBRqB3r?BTqB,v115@6gF8EeC8FeD8FeE8DeD8Je8AJvhFFiB6kBOlBXmBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFSlBFiBXmB0kBzm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiB0fBSrBXlBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8JezAJvhFFiBXgBSrB0kBmm?BxvB,v115@6gF8EeC8FeD8FeE8DeD8Jem7IvhFclBFiB6kBXmBzm?BxvB
ZJTILSO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTILOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTISLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTISOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTIOSL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTLISO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTLIOS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLSIO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTLSOI,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTLOIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJTLOSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTSILO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTSIOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTSLIO,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZJTSLOI,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZJTSOIL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTSOLI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTOILS,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJTOISL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTOLIS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJTOLSI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJTOSIL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJTOSLI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJITLSO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJITLOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJITSLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZJITSOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZJITOLS,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJITOSL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJILTSO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJILTOS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILSTO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJILSOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILOTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJILOST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISTLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZJISTOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZJISLTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZJISLOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJISOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOTLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOTSL,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJIOLTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOLST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJIOSTL,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJIOSLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTISO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJLTIOS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTSIO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLTOIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLTOSI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLITSO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLITOS,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLISTO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLISOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLIOTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLIOST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSTIO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJLSITO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJLSOIT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOTSI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOITS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOIST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOSTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLOSIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSTILO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSTIOL,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSTLIO,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZJSTLOI,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZJSTOIL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSTOLI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSITLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSITOL,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSILTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSILOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJSIOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSLITO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSLOIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJSOTIL,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSOTLI,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSOITL,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSOILT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJSOLTI,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOLIT,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJOTILS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOTISL,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJOTLIS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOTLSI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOTSIL,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJOTSLI,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJOITLS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOITSL,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJOILTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOILST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOISTL,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJOISLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLTIS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLTSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLITS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLIST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOLSTI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSTIL,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJOSTLI,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJOSITL,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJOSILT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJOSLTI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJOSLIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTILJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTILOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTIJLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSTIJOL,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZSTIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTIOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTLIJO,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTLIOJ,O,O,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSTLJIO,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLJOI,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLOIJ,O,O,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZSTLOJI,O,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSTJILO,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSTJLIO,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSTJLOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSTJOIL,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSTJOLI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTOILJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSTOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSTOLIJ,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSTOLJI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSTOJIL,O,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSTOJLI,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSITLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSITLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSITJLO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZSITJOL,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZSITOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSITOJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSILTJO,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSILTOJ,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSILJTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSILJOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOJT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSIJTLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSIJTOL,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSIJLTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSIJOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOTLJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOLTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOLJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIOJTL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSIOJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTIOJ,O,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSLTJIO,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLTOIJ,O,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSLTOJI,X,O,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLITJO,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLITOJ,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIJTO,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLIOJT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJITO,O,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLOTIJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLOITJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOIJT,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLOJTI,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLOJIT,X,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJTILO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSJTLIO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSJTLOI,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
ZSJTOIL,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSJTOLI,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJITLO,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJITOL,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJILTO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJILOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSJIOLT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLITO,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJOTLI,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJOITL,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJOILT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLTI,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSJOLIT,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSOTIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOTLIJ,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSOTLJI,O,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSOTJLI,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSOITJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZSOILTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOILJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOIJTL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZSOJTLI,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZSOJITL,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSOJILT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJLIT,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOTILJS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTILSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTIJLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTIJSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOTISJL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTLISJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTLJIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTLJSI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOTLSJI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOTJISL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
