sequence,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?GiBllBasBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?CiBllBOsBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhF6iBTeB?+mBZnBllB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhF6iBTeB?+mBZnBllBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGdBTeB?ZmBUiB6qBfsB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jem7IvhFRdBSjB?1lBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxdBzhB?CjBllBmrBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhFxdBzhB?CjBllBmrB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeT8IvhFGeB3iB?llBcrBZnB6qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeBylB?RiBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je5BJvhFTeBylB?cnBfrBOsBlqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeB3iB?xlB0mBzqBasB
IZTSOJL,O,O,X,X,O,X,X,X,O,X,X,X
IZTOLJS,O,O,X,X,X,X,X,X,X,X,X,X
IZTOLSJ,O,X,X,X,X,X,X,X,X,X,O,X
IZTOJLS,O,O,X,O,X,X,X,X,X,X,X,X
IZTOJSL,O,O,X,O,X,X,X,X,X,X,X,X
IZTOSLJ,O,O,X,X,O,X,X,X,O,X,X,X
IZTOSJL,O,O,X,X,O,X,X,X,O,X,X,X
IZLTJSO,X,X,X,X,X,X,X,X,X,O,X,X
IZLTJOS,O,X,X,X,X,X,O,X,X,X,X,X
IZLTSJO,X,X,X,X,X,X,X,X,X,X,O,X
IZLTSOJ,O,X,X,X,X,X,X,X,X,X,O,X
IZLTOJS,O,O,X,X,X,X,X,X,X,X,X,X
IZLTOSJ,O,X,X,X,X,X,X,X,X,X,O,X
IZLJTSO,X,X,O,O,X,X,X,X,X,O,X,X
IZLJTOS,O,X,O,O,X,X,X,X,X,X,X,X
IZLJSTO,X,X,X,X,X,X,X,X,X,X,O,X
IZLJSOT,O,X,O,X,X,X,X,X,X,X,O,X
IZLJOTS,O,X,O,O,X,X,X,X,X,X,X,X
IZLJOST,O,X,O,X,X,X,X,X,X,X,O,X
IZLSTJO,X,X,X,X,X,X,X,X,X,X,O,X
IZLSTOJ,X,X,X,X,X,X,X,X,X,X,O,X
IZLSJTO,X,X,X,X,X,X,X,X,X,X,O,X
IZLSJOT,X,X,X,X,X,X,X,X,X,X,O,X
IZLSOTJ,X,X,X,X,X,X,X,X,X,X,O,X
IZLSOJT,O,X,X,X,X,X,X,X,X,X,O,X
IZLOTJS,O,O,X,X,X,X,X,X,X,X,X,X
IZLOTSJ,O,X,X,X,X,X,X,X,X,X,O,X
IZLOJTS,O,O,O,O,X,X,X,X,X,X,X,X
IZLOJST,O,O,O,X,X,X,X,X,X,X,O,X
IZLOSTJ,O,O,X,X,X,X,X,X,X,X,O,X
IZLOSJT,O,O,X,X,X,X,X,X,X,X,O,X
IZJTLSO,X,X,O,O,X,X,X,X,X,X,X,X
IZJTLOS,O,O,O,O,X,X,X,X,X,X,X,X
IZJTSLO,X,X,O,O,X,X,X,X,O,X,X,X
IZJTSOL,X,X,O,O,X,X,X,X,O,X,X,X
IZJTOLS,O,O,O,O,X,X,X,X,X,X,X,X
IZJTOSL,O,O,O,O,X,X,X,X,X,X,X,X
IZJLTSO,X,X,O,O,X,X,X,X,X,O,X,X
IZJLTOS,X,O,O,O,X,X,X,X,X,X,X,X
IZJLSTO,X,X,X,X,X,X,X,X,X,X,O,X
IZJLSOT,X,O,O,X,X,X,X,X,X,X,O,X
IZJLOTS,O,O,O,O,X,X,X,X,X,X,X,X
IZJLOST,O,O,O,X,X,X,X,X,X,X,O,X
IZJSTLO,X,X,X,X,X,X,X,X,O,X,X,X
IZJSTOL,X,X,X,X,X,X,X,X,O,X,X,X
IZJSLTO,X,X,X,X,X,X,X,X,X,O,X,X
IZJSLOT,X,O,O,X,X,X,X,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,X,X,X,X,X,O
IZJSOLT,O,O,O,X,X,X,X,X,X,O,X,O
IZJOTLS,O,O,O,O,X,X,X,X,X,X,X,X
IZJOTSL,O,O,O,O,X,X,X,X,X,X,X,X
IZJOLTS,O,O,O,O,X,X,X,X,X,O,X,X
IZJOLST,O,O,O,X,X,X,X,X,X,X,O,X
IZJOSTL,O,O,X,X,X,X,X,X,X,X,X,X
IZJOSLT,O,O,O,X,X,X,X,X,X,X,X,X
IZSTLJO,X,X,X,X,O,X,X,X,O,X,X,X
IZSTLOJ,O,O,X,X,O,X,X,X,O,X,X,X
IZSTJLO,X,X,X,X,O,X,X,X,O,X,X,X
IZSTJOL,X,X,X,X,O,X,X,X,O,X,X,X
IZSTOLJ,O,O,X,X,O,X,X,X,O,X,X,X
IZSTOJL,O,O,X,X,O,X,X,X,O,X,X,X
IZSLTJO,X,X,X,X,O,X,X,X,X,O,O,X
IZSLTOJ,O,O,X,X,O,X,X,X,X,X,O,X
IZSLJTO,O,X,X,X,O,X,X,X,X,O,O,X
IZSLJOT,O,O,X,X,O,X,X,X,X,X,O,X
IZSLOTJ,O,O,X,X,O,X,X,X,X,X,O,X
IZSLOJT,O,O,X,X,O,X,X,X,X,X,O,X
IZSJTLO,X,O,X,X,O,X,X,X,O,X,X,X
IZSJTOL,O,O,X,X,O,X,X,X,O,X,X,X
IZSJLTO,X,O,X,X,O,X,X,X,X,O,X,X
IZSJLOT,O,O,X,X,O,X,X,X,X,X,X,X
IZSJOTL,O,O,X,X,O,X,X,X,X,X,X,O
IZSJOLT,O,O,X,X,O,X,X,X,X,O,X,O
IZSOTLJ,O,O,X,X,O,X,X,X,X,X,X,O
IZSOTJL,O,O,X,X,O,X,X,X,X,X,X,O
IZSOLTJ,O,O,X,X,O,X,X,X,X,O,O,O
IZSOLJT,O,O,X,X,O,X,X,X,X,O,O,O
IZSOJTL,O,O,X,X,O,X,X,X,X,X,X,O
IZSOJLT,O,O,X,X,O,X,X,X,X,O,X,O
IZOTLJS,O,O,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,O,X,X,X,X,X,X,X,X,X,O,X
IZOTJLS,O,O,X,O,X,X,X,X,X,X,X,X
IZOTJSL,O,O,X,O,X,X,X,X,X,X,X,X
IZOTSLJ,O,O,X,X,O,X,X,X,X,X,X,X
IZOTSJL,O,O,X,X,O,X,X,X,X,X,X,X
IZOLTJS,O,O,X,X,X,X,X,X,X,O,X,X
IZOLTSJ,O,X,X,X,X,X,X,X,X,X,O,X
IZOLJTS,O,O,O,O,X,X,X,X,X,O,X,X
IZOLJST,O,O,O,X,X,X,X,X,X,X,O,X
IZOLSTJ,O,O,X,X,X,X,X,X,X,X,O,X
IZOLSJT,O,O,X,X,X,X,X,X,X,X,O,X
IZOJTLS,O,O,O,O,X,X,X,X,X,X,X,X
IZOJTSL,O,O,O,O,X,X,X,X,X,X,X,X
IZOJLTS,O,O,O,O,X,X,X,X,X,O,X,X
IZOJLST,O,O,O,X,X,X,X,X,X,X,O,X
IZOJSTL,O,O,X,X,X,X,X,X,X,X,X,X
IZOJSLT,O,O,O,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,O,X,X,O,X,X,X,X,X,X,X
IZOSTJL,O,O,X,X,O,X,X,X,X,X,X,X
IZOSLTJ,O,O,X,X,O,X,X,X,X,X,O,X
IZOSLJT,O,O,X,X,O,X,X,X,X,X,O,X
IZOSJTL,O,O,X,X,O,X,X,X,X,X,X,X
IZOSJLT,O,O,X,X,O,X,X,X,X,X,X,X
IOTLJSZ,O,X,O,O,O,O,X,X,X,O,X,O
IOTLJZS,O,X,O,O,X,O,X,X,X,O,X,X
IOTLSJZ,X,X,X,X,O,O,X,X,X,O,X,O
IOTLSZJ,X,X,X,X,O,O,X,X,X,O,X,O
IOTLZJS,O,X,X,X,X,O,X,X,X,O,X,X
IOTLZSJ,O,X,X,X,O,X,X,X,X,X,O,X
IOTJLSZ,X,O,O,O,X,O,X,X,X,O,X,O
IOTJLZS,O,O,O,O,X,O,X,X,X,O,X,X
IOTJSLZ,X,X,O,O,X,O,X,X,X,X,X,O
IOTJSZL,O,X,O,O,O,O,X,X,X,X,X,O
IOTJZLS,O,O,O,O,X,X,X,X,X,X,X,X
IOTJZSL,O,O,O,O,X,X,X,X,X,X,X,O
IOTSLJZ,X,X,X,X,X,O,X,X,X,X,X,O
IOTSLZJ,X,X,X,X,O,O,X,X,X,X,X,O
IOTSJLZ,X,X,O,X,X,O,X,X,X,X,X,O
IOTSJZL,X,X,O,X,O,O,X,X,X,X,X,O
IOTSZLJ,X,X,X,X,O,O,X,X,X,X,X,O
IOTSZJL,X,X,X,X,O,O,X,X,X,X,X,O
IOTZLJS,O,O,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,O,X,X,X,X,X,X,X,X,X,O,X
IOTZJLS,O,O,X,O,X,X,X,X,X,X,X,X
IOTZJSL,O,O,X,O,X,X,X,X,X,X,X,O
IOTZSLJ,O,X,X,X,O,X,X,X,X,X,X,O
IOTZSJL,O,O,X,X,O,X,X,X,X,X,X,O
IOLTJSZ,O,X,O,O,O,O,X,X,X,O,X,O
IOLTJZS,O,X,O,O,X,O,X,X,X,O,X,X
IOLTSJZ,X,X,X,X,O,O,X,X,X,O,X,O
IOLTSZJ,X,X,X,X,O,O,X,X,X,O,X,O
IOLTZJS,O,X,X,X,X,O,X,X,X,O,X,X
IOLTZSJ,O,X,X,X,O,X,X,X,X,X,O,X
IOLJTSZ,O,X,O,O,O,O,X,X,X,O,X,O
IOLJTZS,O,X,O,O,X,O,X,X,X,O,X,X
IOLJSTZ,O,X,O,O,O,X,X,X,X,O,X,O
IOLJSZT,O,X,O,X,O,X,X,X,X,O,X,O
IOLJZTS,O,X,O,O,X,X,X,X,X,O,X,X
IOLJZST,O,X,O,X,X,X,X,X,X,X,O,X
IOLSTJZ,O,X,X,X,O,O,X,X,X,O,X,O
IOLSTZJ,O,X,X,X,O,X,X,X,X,O,X,O
IOLSJTZ,O,X,O,O,O,X,X,X,X,O,X,O
IOLSJZT,O,X,O,X,O,X,X,X,X,O,X,O
IOLSZTJ,O,X,X,X,O,O,X,X,X,O,O,O
IOLSZJT,O,X,X,X,O,O,X,X,X,O,O,O
IOLZTJS,O,X,X,X,X,O,X,X,X,O,X,X
IOLZTSJ,X,X,X,X,O,X,X,X,X,X,O,X
IOLZJTS,O,X,O,O,X,X,X,X,X,O,X,X
IOLZJST,O,X,O,X,X,X,X,X,X,X,O,X
IOLZSTJ,X,X,X,X,O,X,X,X,X,X,O,X
IOLZSJT,O,X,X,X,O,X,X,X,X,X,O,X
IOJTLSZ,O,O,O,O,X,X,X,X,X,O,X,O
IOJTLZS,O,O,O,O,X,X,X,X,X,O,X,X
IOJTSLZ,X,X,O,O,X,X,X,X,X,X,X,O
IOJTSZL,O,X,O,O,O,X,X,X,X,X,X,O
IOJTZLS,O,O,O,O,X,X,X,X,X,X,X,X
IOJTZSL,O,O,O,O,X,X,X,X,X,X,X,O
IOJLTSZ,O,O,O,O,X,X,X,X,X,O,X,O
IOJLTZS,O,O,O,O,X,X,X,X,X,O,X,X
IOJLSTZ,O,O,O,O,X,X,X,X,X,O,X,O
IOJLSZT,O,O,O,X,X,X,X,X,X,O,X,O
IOJLZTS,O,O,O,O,X,X,X,X,X,O,X,X
IOJLZST,O,O,O,X,X,X,X,X,X,X,O,X
IOJSTLZ,O,O,O,O,X,X,X,X,X,O,X,O
IOJSTZL,O,O,O,O,O,X,X,X,X,X,X,O
IOJSLTZ,O,O,O,O,X,X,X,X,X,O,X,O
IOJSLZT,O,O,O,X,X,X,X,X,X,O,X,O
IOJSZTL,O,O,X,X,O,X,X,X,X,X,X,O
IOJSZLT,O,O,O,X,O,X,X,X,X,O,X,O
IOJZTLS,O,O,O,O,X,X,X,X,X,X,X,X
IOJZTSL,O,X,O,O,X,X,X,X,X,X,X,O
IOJZLTS,O,O,O,O,X,X,X,X,X,O,X,X
IOJZLST,O,O,O,X,X,X,X,X,X,X,O,X
IOJZSTL,O,X,X,X,X,X,X,X,X,X,X,O
IOJZSLT,O,O,O,X,X,X,X,X,X,X,X,O
IOSTLJZ,O,O,X,X,X,X,X,X,X,O,X,O
IOSTLZJ,O,O,X,X,O,X,X,X,X,O,X,O
IOSTJLZ,O,O,X,X,X,X,X,X,X,O,X,O
IOSTJZL,O,O,X,X,O,X,X,X,X,X,X,O
IOSTZLJ,O,O,X,X,O,X,X,X,X,X,X,O
IOSTZJL,O,O,X,X,O,X,X,X,X,X,X,O
IOSLTJZ,O,O,X,X,O,X,X,X,X,O,X,O
IOSLTZJ,O,O,X,X,O,X,X,X,X,O,X,O
IOSLJTZ,O,X,O,O,O,X,X,X,X,O,X,O
IOSLJZT,O,O,O,X,O,X,X,X,X,O,X,O
IOSLZTJ,O,O,X,X,O,O,X,X,X,O,O,O
IOSLZJT,O,O,X,X,O,O,X,X,X,O,O,O
IOSJTLZ,O,O,O,O,X,X,X,X,X,O,X,O
IOSJTZL,O,O,O,O,O,X,X,X,X,X,X,O
IOSJLTZ,X,O,O,O,X,X,X,X,X,O,X,O
IOSJLZT,O,O,O,X,X,X,X,X,X,O,X,O
IOSJZTL,O,O,X,X,O,X,X,X,X,X,X,O
IOSJZLT,O,O,O,X,O,X,X,X,X,O,X,O
IOSZTLJ,O,O,X,X,O,O,X,X,X,X,X,O
IOSZTJL,O,O,X,X,O,O,X,X,X,X,X,O
IOSZLTJ,O,O,X,X,O,O,X,X,X,O,O,O
IOSZLJT,O,O,X,X,O,O,X,X,X,O,O,O
IOSZJTL,O,O,X,X,O,O,X,X,X,X,X,O
IOSZJLT,O,O,X,X,O,O,X,X,X,O,X,O
IOZTLJS,O,O,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,X,X,X,X,X,X,X,O,X
IOZTJLS,O,O,X,O,X,X,X,X,X,X,X,X
IOZTJSL,O,O,X,O,X,X,X,X,X,X,X,O
IOZTSLJ,O,O,X,X,O,X,X,X,X,X,X,O
IOZTSJL,O,O,X,X,O,X,X,X,X,X,X,O
IOZLTJS,O,O,X,X,X,X,X,X,X,O,X,X
IOZLTSJ,O,X,X,X,X,X,X,X,X,X,O,X
IOZLJTS,O,O,O,O,X,X,X,X,X,O,X,X
IOZLJST,O,O,O,X,X,X,X,X,X,X,O,X
IOZLSTJ,O,O,X,X,X,X,X,X,X,X,O,X
IOZLSJT,O,O,X,X,X,X,X,X,X,X,O,X
IOZJTLS,O,O,O,O,X,X,X,X,X,X,X,X
IOZJTSL,O,O,O,O,X,X,X,X,X,X,X,O
IOZJLTS,O,O,O,O,X,X,X,X,X,O,X,X
IOZJLST,O,O,O,X,X,X,X,X,X,X,O,X
IOZJSTL,O,O,X,X,X,X,X,X,X,X,X,O
IOZJSLT,O,O,O,X,X,X,X,X,X,X,X,O
IOZSTLJ,O,O,X,X,O,X,X,X,X,X,X,O
IOZSTJL,O,O,X,X,O,X,X,X,X,X,X,O
IOZSLTJ,O,O,X,X,O,X,X,X,X,X,O,O
IOZSLJT,O,O,X,X,O,X,X,X,X,X,O,O
IOZSJTL,O,O,X,X,O,X,X,X,X,X,X,O
IOZSJLT,O,O,X,X,O,X,X,X,X,X,X,O
LTIJSZO,O,X,O,O,O,O,X,X,X,O,X,X
LTIJSOZ,O,X,O,O,O,O,X,X,X,O,X,X
LTIJZSO,O,X,O,O,X,O,X,X,X,O,X,X
LTIJZOS,O,X,O,O,X,X,O,X,X,X,X,X
LTIJOSZ,O,X,O,O,O,O,O,O,X,O,X,X
LTIJOZS,O,X,O,O,X,X,O,O,X,X,X,X
LTISJZO,X,X,X,X,O,O,X,X,X,O,X,X
LTISJOZ,X,X,X,X,O,O,X,X,X,O,X,X
LTISZJO,X,X,X,X,O,O,X,X,X,O,X,X
LTISZOJ,X,X,X,X,O,O,X,X,X,X,X,X
LTISOJZ,X,X,X,X,O,O,X,X,X,O,X,X
LTISOZJ,X,X,X,X,O,X,X,X,X,X,X,X
LTIZJSO,O,X,X,X,X,O,X,X,X,O,X,X
LTIZJOS,O,X,X,X,X,X,O,X,X,X,X,X
LTIZSJO,X,X,X,X,O,X,X,X,X,X,O,X
LTIZSOJ,O,X,X,X,O,X,X,X,X,X,O,X
LTIZOJS,O,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,O,X,X,X,O,X,X,X,X,X,O,X
LTIOJSZ,O,X,O,O,O,O,X,X,X,O,X,X
LTIOJZS,O,X,O,O,X,O,X,X,X,X,X,X
LTIOSJZ,X,X,X,X,O,O,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,O,X,X,X,X,X,X,X
LTIOZJS,O,X,X,X,X,O,X,X,X,X,X,X
LTIOZSJ,O,X,X,X,O,X,X,X,X,X,O,X
LTJISZO,O,O,O,O,O,O,X,X,X,O,X,X
LTJISOZ,O,O,O,O,O,O,X,X,X,O,X,X
LTJIZSO,O,O,O,O,X,O,X,X,X,O,X,X
LTJIZOS,O,O,O,O,X,X,O,X,X,X,X,X
LTJIOSZ,O,O,O,O,O,O,O,O,X,O,X,X
LTJIOZS,O,O,O,O,X,X,O,O,X,X,X,X
LTJSIZO,O,O,O,X,O,O,X,X,X,O,X,X
LTJSIOZ,O,O,O,X,O,O,X,X,X,O,X,X
LTJSZIO,O,O,X,X,O,O,X,X,X,O,X,X
LTJSZOI,O,O,X,X,O,O,O,X,X,X,X,X
LTJSOIZ,O,O,O,X,O,O,O,O,X,O,X,X
LTJSOZI,O,O,X,X,O,O,O,O,X,X,X,X
LTJZISO,O,O,X,O,X,O,X,X,X,O,X,X
LTJZIOS,O,O,X,O,X,X,O,X,X,X,X,X
LTJZSIO,O,O,X,X,X,O,X,X,X,O,X,X
LTJZSOI,O,O,X,X,X,O,O,X,X,X,X,X
LTJZOIS,O,O,X,O,X,X,O,O,X,X,X,X
LTJZOSI,O,O,X,X,X,X,O,O,X,X,X,X
LTJOISZ,O,O,O,O,O,O,O,O,X,O,X,O
LTJOIZS,O,O,O,O,X,X,O,O,X,O,X,X
LTJOSIZ,O,O,O,X,O,O,O,O,X,O,X,O
LTJOSZI,O,O,X,X,O,O,O,O,X,O,X,X
LTJOZIS,O,O,X,O,X,X,O,O,X,O,X,X
LTJOZSI,O,O,X,X,X,X,O,O,X,O,X,X
LTSIJZO,O,X,X,X,O,O,X,X,X,O,X,X
LTSIJOZ,O,X,X,X,O,O,X,X,X,O,X,X
LTSIZJO,O,X,X,X,O,O,X,X,X,O,X,X
LTSIZOJ,O,X,X,X,O,O,X,X,X,X,X,X
LTSIOJZ,O,X,X,X,O,O,X,X,X,O,X,X
LTSIOZJ,O,X,X,X,O,X,X,X,X,X,X,X
LTSJIZO,O,X,O,X,O,O,X,X,X,O,X,X
LTSJIOZ,O,X,O,X,O,O,X,X,X,O,X,X
LTSJZIO,O,X,X,X,O,O,X,X,X,O,X,X
LTSJZOI,O,X,X,X,O,O,O,X,X,X,X,X
LTSJOIZ,O,X,O,X,O,O,O,O,X,O,X,X
LTSJOZI,O,X,X,X,O,O,O,O,X,X,X,X
LTSZIJO,O,X,X,X,O,O,X,X,X,O,X,X
LTSZIOJ,O,X,X,X,O,O,X,X,X,X,X,X
LTSZJIO,O,X,X,X,O,O,X,X,X,O,X,X
LTSZJOI,O,X,X,X,O,O,O,X,X,X,X,X
LTSZOIJ,O,X,X,X,O,O,X,X,X,X,X,X
LTSZOJI,O,X,X,X,O,O,X,X,X,X,X,X
LTSOIJZ,O,X,X,X,O,O,X,X,X,O,X,X
LTSOIZJ,O,X,X,X,O,X,X,X,X,X,X,X
LTSOJIZ,O,X,O,X,O,O,X,X,X,O,X,X
LTSOJZI,O,X,X,X,O,O,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,O,O,X,X,X,X,X,X
LTSOZJI,O,X,X,X,O,O,X,X,X,X,X,X
LTZIJSO,O,X,X,X,X,O,X,X,X,O,X,X
LTZIJOS,O,X,X,X,X,X,O,X,X,X,X,X
LTZISJO,X,X,X,X,O,X,X,X,X,X,O,X
LTZISOJ,O,X,X,X,O,X,X,X,X,X,O,X
LTZIOJS,O,O,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,O,X,X,X,O,X,X,X,X,X,O,X
LTZJISO,O,O,X,O,X,O,X,X,X,O,X,X
LTZJIOS,O,O,X,O,X,X,O,X,X,X,X,X
LTZJSIO,O,O,X,X,X,O,X,X,X,O,X,X
LTZJSOI,O,O,X,X,X,O,O,X,X,X,X,X
LTZJOIS,O,O,X,O,X,X,O,O,X,X,X,X
LTZJOSI,O,O,X,X,X,X,O,O,X,X,X,X
LTZSIJO,X,X,X,X,O,O,X,X,X,O,X,X
LTZSIOJ,O,X,X,X,O,O,X,X,X,X,X,X
LTZSJIO,O,X,X,X,O,O,X,X,X,O,X,X
LTZSJOI,O,X,X,X,O,O,O,X,X,X,X,X
LTZSOIJ,O,X,X,X,O,O,X,X,X,X,X,X
LTZSOJI,O,X,X,X,O,O,X,X,X,X,X,X
LTZOIJS,O,O,X,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,X,X,O,X,X,X,X,X,O,X
LTZOJIS,O,O,X,O,X,X,O,X,X,X,X,X
LTZOJSI,O,O,X,X,X,X,O,X,X,X,X,X
LTZOSIJ,O,X,X,X,O,X,X,X,X,X,X,X
LTZOSJI,O,X,X,X,O,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,O,O,O,X,X,X,O,X,O
LTOIJZS,O,X,O,O,X,O,X,X,X,O,X,X
LTOISJZ,X,X,X,X,O,O,X,X,X,O,X,O
LTOISZJ,X,X,X,X,O,O,X,X,X,O,X,O
LTOIZJS,O,X,X,X,X,O,X,X,X,O,X,X
LTOIZSJ,O,X,X,X,O,X,X,X,X,X,O,X
LTOJISZ,O,O,O,O,O,O,O,O,X,O,X,O
LTOJIZS,O,O,O,O,X,O,O,O,X,O,X,X
LTOJSIZ,O,O,O,X,O,O,O,O,X,O,X,O
LTOJSZI,O,O,X,X,O,O,O,O,X,O,X,X
LTOJZIS,O,O,X,O,X,O,O,O,X,O,X,X
LTOJZSI,O,O,X,X,X,O,O,O,X,O,X,X
LTOSIJZ,O,X,X,X,O,O,X,X,X,O,X,O
LTOSIZJ,O,X,X,X,O,O,X,X,X,O,X,O
LTOSJIZ,O,X,O,X,O,O,X,X,X,O,X,O
LTOSJZI,O,X,X,X,O,O,X,X,X,O,X,X
LTOSZIJ,O,X,X,X,O,O,X,X,X,O,X,X
LTOSZJI,O,X,X,X,O,O,X,X,X,O,X,X
LTOZIJS,O,O,X,X,X,O,X,X,X,O,X,X
LTOZISJ,O,X,X,X,O,X,X,X,X,X,O,X
LTOZJIS,O,O,X,O,X,O,O,X,X,O,X,X
LTOZJSI,O,O,X,X,X,O,O,X,X,O,X,X
LTOZSIJ,O,X,X,X,O,O,X,X,X,O,X,X
LTOZSJI,O,X,X,X,O,O,X,X,X,O,X,X
LITJSZO,O,X,O,O,O,O,X,X,X,O,X,X
LITJSOZ,O,X,O,O,O,O,X,X,X,O,X,X
LITJZSO,O,X,O,O,X,O,X,X,X,O,X,X
LITJZOS,O,X,O,O,X,X,O,X,X,X,X,X
LITJOSZ,O,X,O,O,O,O,O,O,X,O,X,X
LITJOZS,O,X,O,O,X,X,O,O,X,X,X,X
LITSJZO,X,X,X,X,O,O,X,X,X,O,X,X
LITSJOZ,X,X,X,X,O,O,X,X,X,O,X,X
LITSZJO,X,X,X,X,O,O,X,X,X,O,X,X
LITSZOJ,X,X,X,X,O,O,X,X,X,X,X,X
LITSOJZ,X,X,X,X,O,O,X,X,X,O,X,X
LITSOZJ,X,X,X,X,O,X,X,X,X,X,X,X
LITZJSO,O,X,X,X,X,O,X,X,X,O,X,X
LITZJOS,O,X,X,X,X,X,O,X,X,X,X,X
LITZSJO,X,X,X,X,O,X,X,X,X,X,O,X
LITZSOJ,O,X,X,X,O,X,X,X,X,X,O,X
LITZOJS,O,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,X,X,X,O,X,X,X,X,X,O,X
LITOJSZ,O,X,O,O,O,O,X,X,X,O,X,X
LITOJZS,O,X,O,O,X,O,X,X,X,X,X,X
LITOSJZ,X,X,X,X,O,O,X,X,X,X,X,X
LITOSZJ,X,X,X,X,O,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,O,X,X,X,X,X,X
LITOZSJ,O,X,X,X,O,X,X,X,X,X,O,X
LIJTSZO,O,X,O,O,O,O,X,X,X,O,X,X
LIJTSOZ,O,X,O,O,O,O,X,X,X,O,X,X
LIJTZSO,O,X,O,O,X,O,X,X,X,O,X,X
LIJTZOS,O,X,O,O,X,X,O,X,X,X,X,X
LIJTOSZ,O,X,O,O,O,O,O,O,X,O,X,X
LIJTOZS,O,X,O,O,X,X,O,O,X,X,X,X
LIJSTZO,O,X,O,O,O,O,X,X,X,O,X,X
LIJSTOZ,O,X,O,O,O,O,X,X,X,O,X,X
LIJSZTO,O,X,X,X,O,X,X,X,X,O,X,X
LIJSZOT,O,X,O,X,O,X,X,X,X,X,X,X
LIJSOTZ,O,X,O,O,O,X,O,O,X,O,X,O
LIJSOZT,O,X,O,X,O,X,X,O,X,O,X,O
LIJZTSO,X,X,O,O,X,O,X,X,X,O,X,X
LIJZTOS,O,X,O,O,X,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,X,X,X,X,X,X,O,X
LIJZSOT,O,X,O,X,X,X,X,X,X,X,O,X
LIJZOTS,O,X,O,O,X,X,O,O,X,X,X,X
LIJZOST,O,X,O,X,X,X,X,O,X,X,O,X
LIJOTSZ,O,X,O,O,O,O,O,O,X,O,X,X
LIJOTZS,O,X,O,O,X,O,O,O,X,O,X,X
LIJOSTZ,O,X,O,O,O,X,O,O,X,O,X,X
LIJOSZT,O,X,O,X,O,X,X,O,X,X,X,X
LIJOZTS,O,X,O,O,X,X,O,O,X,O,X,X
LIJOZST,O,X,O,X,X,X,X,O,X,X,O,X
LISTJZO,O,X,X,X,O,O,X,X,X,O,X,X
LISTJOZ,O,X,X,X,O,O,X,X,X,O,X,X
LISTZJO,O,X,X,X,O,O,X,X,X,O,X,X
LISTZOJ,O,X,X,X,O,O,X,X,X,X,X,X
LISTOJZ,O,X,X,X,O,O,X,X,X,O,X,X
LISTOZJ,O,X,X,X,O,X,X,X,X,X,X,X
LISJTZO,O,X,O,O,O,O,X,X,X,O,X,X
LISJTOZ,O,X,O,O,O,O,X,X,X,O,X,X
LISJZTO,O,X,X,X,O,X,X,X,X,O,X,X
LISJZOT,O,X,O,X,O,X,X,X,X,X,X,X
LISJOTZ,O,X,O,O,O,X,O,O,X,O,X,O
LISJOZT,O,X,O,X,O,X,X,O,X,O,X,O
LISZTJO,X,X,X,X,O,O,X,X,X,O,O,X
LISZTOJ,O,X,X,X,O,O,X,X,X,X,O,X
LISZJTO,O,X,X,X,O,O,X,X,X,O,O,X
LISZJOT,O,X,X,X,O,O,X,X,X,X,O,X
LISZOTJ,O,X,X,X,O,O,X,X,X,X,O,X
LISZOJT,O,X,X,X,O,O,X,X,X,X,O,X
LISOTJZ,O,X,X,X,O,O,X,X,X,O,X,O
LISOTZJ,O,X,X,X,O,X,X,X,X,O,X,O
LISOJTZ,O,X,O,O,O,X,X,X,X,O,X,O
LISOJZT,O,X,O,X,O,X,X,X,X,O,X,O
