sequence,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?CeBTjB0nBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?0dB6jBZnBzsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bBxcB?TeBCiBOsBXtB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xdBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBXeB?CgBcoBTnBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bB6hB?+iBTeBXoBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBTeB?CgBcnBXoBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xnBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9jB?xhBzhBaoBcsB
LTZJSIO,X,O,O,O,X,O,X,X,O
LTZJSOI,O,O,O,O,X,O,X,X,X
LTZJOIS,O,O,O,O,O,X,X,X,X
LTZJOSI,O,O,O,O,O,X,X,X,X
LTZSIJO,X,O,O,O,X,O,O,X,O
LTZSIOJ,X,O,O,X,O,O,O,X,X
LTZSJIO,X,O,O,O,X,O,O,X,O
LTZSJOI,O,O,O,O,X,O,O,X,X
LTZSOIJ,O,O,O,O,O,O,O,X,X
LTZSOJI,O,O,O,O,O,O,O,X,X
LTZOIJS,O,O,O,O,O,X,X,X,X
LTZOISJ,O,O,O,O,O,X,X,X,X
LTZOJIS,O,O,O,O,O,X,X,X,X
LTZOJSI,O,O,O,O,O,X,X,X,X
LTZOSIJ,O,O,O,O,O,O,X,X,X
LTZOSJI,O,O,O,O,O,O,X,X,X
LTOIJSZ,X,O,O,X,X,X,X,X,X
LTOIJZS,X,O,O,X,O,X,X,X,X
LTOISJZ,X,O,O,X,X,X,O,X,X
LTOISZJ,X,O,O,X,O,X,O,X,X
LTOIZJS,X,O,O,X,O,X,X,X,X
LTOIZSJ,X,O,O,X,O,X,X,X,X
LTOJISZ,X,O,O,X,X,X,X,X,X
LTOJIZS,X,O,O,X,O,X,X,X,X
LTOJSIZ,X,O,O,X,X,X,X,X,X
LTOJSZI,O,O,O,O,X,X,X,X,X
LTOJZIS,O,O,O,O,O,X,X,X,X
LTOJZSI,O,O,O,O,O,X,X,X,X
LTOSIJZ,X,O,O,X,X,O,O,X,X
LTOSIZJ,X,O,O,X,O,O,O,X,X
LTOSJIZ,X,O,O,X,X,O,O,X,X
LTOSJZI,O,O,O,O,X,O,O,X,X
LTOSZIJ,O,O,O,O,O,O,O,X,X
LTOSZJI,O,O,O,O,O,O,O,X,X
LTOZIJS,O,O,O,O,O,X,X,X,X
LTOZISJ,O,O,O,O,O,X,X,X,X
LTOZJIS,O,O,O,O,O,X,X,X,X
LTOZJSI,O,O,O,O,O,X,X,X,X
LTOZSIJ,O,O,O,O,O,O,X,X,X
LTOZSJI,O,O,O,O,O,O,X,X,X
LITJSZO,X,O,O,X,X,X,O,O,O
LITJSOZ,X,O,O,X,X,X,O,O,O
LITJZSO,X,O,O,X,X,X,X,O,X
LITJZOS,X,O,O,X,O,X,X,O,X
LITJOSZ,X,O,O,X,X,X,X,O,X
LITJOZS,X,O,O,X,O,X,X,O,X
LITSJZO,X,O,O,X,X,O,O,O,O
LITSJOZ,X,O,O,X,X,O,O,O,O
LITSZJO,X,O,O,X,X,O,O,X,X
LITSZOJ,X,O,O,X,O,O,O,X,X
LITSOJZ,X,O,O,X,X,O,O,X,X
LITSOZJ,X,O,O,X,O,O,O,X,X
LITZJSO,X,O,O,X,X,X,X,X,X
LITZJOS,X,O,O,X,O,X,X,X,X
LITZSJO,X,O,O,X,X,O,O,X,X
LITZSOJ,X,O,O,X,O,O,O,X,X
LITZOJS,X,O,O,X,O,X,X,X,X
LITZOSJ,X,O,O,X,O,X,X,X,X
LITOJSZ,X,O,O,X,X,X,X,X,X
LITOJZS,X,O,O,X,O,X,X,X,X
LITOSJZ,X,O,O,X,X,X,O,X,X
LITOSZJ,X,O,O,X,O,X,O,X,X
LITOZJS,X,O,O,X,O,X,X,X,X
LITOZSJ,X,O,O,X,O,X,X,X,X
LIJTSZO,X,O,O,X,X,X,O,O,O
LIJTSOZ,X,O,O,X,X,X,O,O,O
LIJTZSO,X,O,O,X,X,X,X,O,X
LIJTZOS,X,O,O,X,O,X,X,O,X
LIJTOSZ,X,O,O,X,X,X,X,O,X
LIJTOZS,X,O,O,X,O,X,X,O,X
LIJSTZO,X,O,O,X,X,X,O,O,O
LIJSTOZ,X,O,O,X,X,X,O,O,O
LIJSZTO,X,O,O,X,X,X,O,X,O
LIJSZOT,X,X,O,X,X,X,O,X,X
LIJSOTZ,X,O,O,X,X,X,O,X,X
LIJSOZT,X,X,O,X,X,X,O,X,X
LIJZTSO,X,O,O,X,X,X,X,X,O
LIJZTOS,X,O,O,X,O,X,X,X,X
LIJZSTO,X,O,O,X,X,X,X,X,O
LIJZSOT,X,X,O,X,X,X,X,X,X
LIJZOTS,X,O,X,X,O,X,X,X,X
LIJZOST,X,X,X,X,O,X,X,X,X
LIJOTSZ,X,O,O,X,X,X,X,X,X
LIJOTZS,X,O,O,X,O,X,X,X,X
LIJOSTZ,X,O,O,X,X,X,X,X,X
LIJOSZT,X,O,O,X,X,X,X,X,X
LIJOZTS,X,O,X,X,O,X,X,X,X
LIJOZST,X,O,X,X,O,X,X,X,X
LISTJZO,X,O,O,X,X,O,O,O,O
LISTJOZ,X,O,O,X,X,O,O,O,O
LISTZJO,X,O,O,X,X,O,O,X,X
LISTZOJ,X,O,O,X,O,O,O,X,X
LISTOJZ,X,O,O,X,X,O,O,X,X
LISTOZJ,X,O,O,X,O,O,O,X,X
LISJTZO,X,O,O,X,X,O,O,O,O
LISJTOZ,X,O,O,X,X,O,O,O,O
LISJZTO,X,O,O,X,X,X,O,X,O
LISJZOT,X,X,O,X,X,X,O,X,X
LISJOTZ,X,O,O,X,X,O,O,X,X
LISJOZT,X,X,O,X,X,X,O,X,X
LISZTJO,X,O,O,X,X,X,O,X,O
LISZTOJ,X,O,O,X,O,X,O,X,X
LISZJTO,X,O,X,X,X,X,O,X,O
LISZJOT,X,X,X,X,X,X,O,X,X
LISZOTJ,X,X,O,X,O,X,O,X,X
LISZOJT,X,X,X,X,O,X,O,X,X
LISOTJZ,X,O,O,X,X,O,O,X,X
LISOTZJ,X,O,O,X,O,O,O,X,X
LISOJTZ,X,O,O,X,X,O,O,X,X
LISOJZT,X,X,X,X,X,X,O,X,X
LISOZTJ,X,X,O,X,O,X,O,X,X
LISOZJT,X,X,X,X,O,X,O,X,X
LIZTJSO,X,O,O,X,X,X,X,X,O
LIZTJOS,X,O,O,X,O,X,X,X,X
LIZTSJO,X,O,O,X,X,X,O,X,O
LIZTSOJ,X,O,O,X,O,X,O,X,X
LIZTOJS,X,O,O,X,O,X,X,X,X
LIZTOSJ,X,O,O,X,O,X,X,X,X
LIZJTSO,X,O,O,X,X,X,X,X,O
LIZJTOS,X,O,O,X,O,X,X,X,X
LIZJSTO,X,O,O,X,X,X,X,X,O
LIZJSOT,X,X,O,X,X,X,X,X,X
LIZJOTS,X,O,X,X,O,X,X,X,X
LIZJOST,X,X,X,X,O,X,X,X,X
LIZSTJO,X,O,O,X,X,X,O,X,O
LIZSTOJ,X,O,O,X,O,X,O,X,X
LIZSJTO,X,O,X,X,X,X,O,X,O
LIZSJOT,X,X,X,X,X,X,O,X,X
LIZSOTJ,X,X,O,X,O,X,O,X,X
LIZSOJT,X,X,X,X,O,X,O,X,X
LIZOTJS,X,O,X,X,O,X,X,X,X
LIZOTSJ,X,O,X,X,O,X,X,X,X
LIZOJTS,X,O,X,X,O,X,X,X,X
LIZOJST,X,X,X,X,O,X,X,X,X
LIZOSTJ,X,X,X,X,O,X,X,X,X
LIZOSJT,X,X,X,X,O,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,X,X,X
LIOTJZS,X,O,O,X,O,X,X,X,X
LIOTSJZ,X,O,O,X,X,X,O,X,X
LIOTSZJ,X,O,O,X,O,X,O,X,X
LIOTZJS,X,O,O,X,O,X,X,X,X
LIOTZSJ,X,O,O,X,O,X,X,X,X
LIOJTSZ,X,O,O,X,X,X,X,X,X
LIOJTZS,X,O,O,X,O,X,X,X,X
LIOJSTZ,X,O,O,X,X,X,X,X,X
LIOJSZT,X,O,O,X,X,X,X,X,X
LIOJZTS,X,O,X,X,O,X,X,X,X
LIOJZST,X,O,X,X,O,X,X,X,X
LIOSTJZ,X,O,O,X,X,X,O,X,X
LIOSTZJ,X,O,O,X,O,X,O,X,X
LIOSJTZ,X,O,O,X,X,X,O,X,X
LIOSJZT,X,O,X,X,X,X,O,X,X
LIOSZTJ,X,O,O,X,O,X,O,X,X
LIOSZJT,X,O,X,X,O,X,O,X,X
LIOZTJS,X,O,X,X,O,X,X,X,X
LIOZTSJ,X,O,X,X,O,X,X,X,X
LIOZJTS,X,O,X,X,O,X,X,X,X
LIOZJST,X,O,X,X,O,X,X,X,X
LIOZSTJ,X,O,X,X,O,X,X,X,X
LIOZSJT,X,O,X,X,O,X,X,X,X
LJTISZO,X,O,O,X,X,X,O,O,O
LJTISOZ,X,O,O,X,X,X,O,O,O
LJTIZSO,X,O,O,X,X,X,X,O,X
LJTIZOS,X,O,O,X,O,X,X,O,X
LJTIOSZ,X,O,O,X,X,X,X,O,X
LJTIOZS,X,O,O,X,O,X,X,O,X
LJTSIZO,X,O,O,X,X,O,O,O,O
LJTSIOZ,X,O,O,X,X,O,O,O,O
LJTSZIO,X,O,O,O,X,O,O,X,O
LJTSZOI,O,O,O,O,X,O,O,X,X
LJTSOIZ,X,O,O,X,X,O,O,X,X
LJTSOZI,O,O,O,O,X,O,O,X,X
LJTZISO,X,O,O,O,X,X,X,X,O
LJTZIOS,X,O,O,X,O,X,X,X,X
LJTZSIO,X,O,O,O,X,O,X,X,O
LJTZSOI,O,O,O,O,X,O,X,X,X
LJTZOIS,O,O,O,O,O,X,X,X,X
LJTZOSI,O,O,O,O,O,X,X,X,X
LJTOISZ,X,O,O,X,X,X,X,X,X
LJTOIZS,X,O,O,X,O,X,X,X,X
LJTOSIZ,X,O,O,X,X,X,X,X,X
LJTOSZI,O,O,O,O,X,X,X,X,X
LJTOZIS,O,O,O,O,O,X,X,X,X
LJTOZSI,O,O,O,O,O,X,X,X,X
LJITSZO,X,O,O,X,X,X,O,O,O
LJITSOZ,X,O,O,X,X,X,O,O,O
LJITZSO,X,O,O,X,X,X,X,O,X
LJITZOS,X,O,O,X,O,X,X,O,X
LJITOSZ,X,O,O,X,X,X,X,O,X
LJITOZS,X,O,O,X,O,X,X,O,X
LJISTZO,X,O,O,X,X,X,O,O,O
LJISTOZ,X,O,O,X,X,X,O,O,O
LJISZTO,X,O,O,X,X,X,O,X,O
LJISZOT,X,X,O,X,X,X,O,X,X
LJISOTZ,X,O,O,X,X,X,O,X,X
LJISOZT,X,X,O,X,X,X,O,X,X
LJIZTSO,X,O,O,X,X,X,X,X,O
LJIZTOS,X,O,O,X,O,X,X,X,X
LJIZSTO,X,O,O,X,X,X,X,X,O
LJIZSOT,X,X,O,X,X,X,X,X,X
LJIZOTS,X,O,X,X,O,X,X,X,X
LJIZOST,X,X,X,X,O,X,X,X,X
LJIOTSZ,X,O,O,X,X,X,X,X,X
LJIOTZS,X,O,O,X,O,X,X,X,X
LJIOSTZ,X,O,O,X,X,X,X,X,X
LJIOSZT,X,O,O,X,X,X,X,X,X
LJIOZTS,X,O,X,X,O,X,X,X,X
LJIOZST,X,O,X,X,O,X,X,X,X
LJSTIZO,X,O,O,X,X,O,O,O,O
LJSTIOZ,X,O,O,X,X,O,O,O,O
LJSTZIO,X,O,O,O,X,O,O,X,O
LJSTZOI,O,O,O,O,X,O,O,X,X
LJSTOIZ,X,O,O,X,X,O,O,X,X
LJSTOZI,O,O,O,O,X,O,O,X,X
LJSITZO,X,O,O,X,X,O,O,O,O
LJSITOZ,X,O,O,X,X,O,O,O,O
LJSIZTO,X,O,O,X,X,X,O,X,O
LJSIZOT,X,X,O,X,X,X,O,X,X
LJSIOTZ,X,O,O,X,X,O,O,X,X
LJSIOZT,X,X,O,X,X,X,O,X,X
LJSZTIO,X,O,O,O,X,O,O,X,O
LJSZTOI,O,O,O,O,X,O,O,X,X
LJSZITO,X,X,O,X,X,X,O,X,O
LJSZIOT,X,X,O,X,X,X,O,X,X
LJSZOTI,O,O,O,O,X,O,O,X,X
LJSZOIT,O,X,O,X,X,X,O,X,X
LJSOTIZ,X,O,O,X,X,O,O,X,X
LJSOTZI,O,O,O,O,X,O,O,X,X
LJSOITZ,X,O,O,X,X,O,O,X,X
LJSOIZT,O,O,O,X,X,X,O,X,X
LJSOZTI,O,O,O,O,X,O,O,X,X
LJSOZIT,O,O,O,X,X,X,O,X,X
LJZTISO,X,O,O,O,X,X,X,X,O
LJZTIOS,X,O,O,X,O,X,X,X,X
LJZTSIO,X,O,O,O,X,X,X,X,O
LJZTSOI,O,O,O,O,X,X,X,X,X
LJZTOIS,O,O,O,O,O,X,X,X,X
LJZTOSI,O,O,O,O,O,X,X,X,X
LJZITSO,X,O,O,O,X,X,X,X,O
LJZITOS,X,O,O,X,O,X,X,X,X
LJZISTO,X,O,O,X,X,X,X,X,O
LJZISOT,X,X,O,X,X,X,X,X,X
LJZIOTS,X,O,X,X,O,X,X,X,X
LJZIOST,X,X,X,X,O,X,X,X,X
LJZSTIO,X,O,O,O,X,X,X,X,O
LJZSTOI,O,O,O,O,X,X,X,X,X
LJZSITO,X,X,O,X,X,X,X,X,O
LJZSIOT,X,X,O,X,X,X,X,X,X
LJZSOTI,O,O,O,O,X,X,X,X,X
LJZSOIT,O,X,O,X,X,X,X,X,X
LJZOTIS,O,O,X,O,O,X,X,X,X
LJZOTSI,O,O,X,O,O,X,X,X,X
LJZOITS,O,O,X,O,O,X,X,X,X
LJZOIST,O,O,X,X,O,X,X,X,X
LJZOSTI,O,O,X,O,O,X,X,X,X
LJZOSIT,O,O,X,X,O,X,X,X,X
LJOTISZ,X,O,O,X,X,X,X,X,X
LJOTIZS,X,O,O,X,O,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,X,X,X
LJOTSZI,O,O,O,O,X,X,X,X,X
LJOTZIS,O,O,O,O,O,X,X,X,X
LJOTZSI,O,O,O,O,O,X,X,X,X
LJOITSZ,X,O,O,X,X,X,X,X,X
LJOITZS,X,O,O,X,O,X,X,X,X
LJOISTZ,X,O,O,X,X,X,X,X,X
LJOISZT,O,O,O,X,X,X,X,X,X
LJOIZTS,O,O,X,X,O,X,X,X,X
LJOIZST,O,O,X,X,O,X,X,X,X
LJOSTIZ,X,O,O,X,X,X,X,X,X
LJOSTZI,O,O,O,O,X,X,X,X,X
LJOSITZ,X,O,O,X,X,X,X,X,X
LJOSIZT,O,O,O,X,X,X,X,X,X
LJOSZTI,O,O,O,O,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X,X,X
LJOZTIS,O,O,X,O,O,X,X,X,X
LJOZTSI,O,O,X,O,O,X,X,X,X
LJOZITS,O,O,X,O,O,X,X,X,X
LJOZIST,O,O,X,X,O,X,X,X,X
LJOZSTI,O,O,X,O,O,X,X,X,X
LJOZSIT,O,O,X,X,O,X,X,X,X
LSTIJZO,X,O,O,X,X,O,O,O,O
LSTIJOZ,X,O,O,X,X,O,O,O,O
LSTIZJO,X,O,O,X,X,O,O,X,X
LSTIZOJ,X,O,O,X,O,O,O,X,X
LSTIOJZ,X,O,O,X,X,O,O,X,X
LSTIOZJ,X,O,O,X,O,O,O,X,X
LSTJIZO,X,O,O,X,X,O,O,O,O
LSTJIOZ,X,O,O,X,X,O,O,O,O
LSTJZIO,X,O,O,O,X,O,O,X,O
LSTJZOI,O,O,O,O,X,O,O,X,X
LSTJOIZ,X,O,O,X,X,O,O,X,X
LSTJOZI,O,O,O,O,X,O,O,X,X
LSTZIJO,X,O,O,O,X,O,O,X,O
LSTZIOJ,X,O,O,X,O,O,O,X,X
LSTZJIO,X,O,O,O,X,O,O,X,O
LSTZJOI,O,O,O,O,X,O,O,X,X
LSTZOIJ,O,O,O,O,O,O,O,X,X
LSTZOJI,O,O,O,O,O,O,O,X,X
LSTOIJZ,X,O,O,X,X,O,O,X,X
LSTOIZJ,X,O,O,X,O,O,O,X,X
LSTOJIZ,X,O,O,X,X,O,O,X,X
LSTOJZI,O,O,O,O,X,O,O,X,X
LSTOZIJ,O,O,O,O,O,O,O,X,X
LSTOZJI,O,O,O,O,O,O,O,X,X
LSITJZO,X,O,O,X,X,O,O,O,O
LSITJOZ,X,O,O,X,X,O,O,O,O
LSITZJO,X,O,O,X,X,O,O,X,X
LSITZOJ,X,O,O,X,O,O,O,X,X
LSITOJZ,X,O,O,X,X,O,O,X,X
LSITOZJ,X,O,O,X,O,O,O,X,X
LSIJTZO,X,O,O,X,X,O,O,O,O
LSIJTOZ,X,O,O,X,X,O,O,O,O
LSIJZTO,X,O,O,X,X,X,O,X,O
LSIJZOT,X,X,O,X,X,X,O,X,X
LSIJOTZ,X,O,O,X,X,O,O,X,X
LSIJOZT,X,X,O,X,X,X,O,X,X
LSIZTJO,X,O,O,X,X,X,O,X,O
LSIZTOJ,X,O,O,X,O,X,O,X,X
LSIZJTO,X,O,X,X,X,X,O,X,O
LSIZJOT,X,X,X,X,X,X,O,X,X
LSIZOTJ,X,X,O,X,O,X,O,X,X
LSIZOJT,X,X,X,X,O,X,O,X,X
LSIOTJZ,X,O,O,X,X,O,O,X,X
LSIOTZJ,X,O,O,X,O,O,O,X,X
LSIOJTZ,X,O,O,X,X,O,O,X,X
LSIOJZT,X,X,X,X,X,X,O,X,X
LSIOZTJ,X,X,O,X,O,X,O,X,X
LSIOZJT,X,X,X,X,O,X,O,X,X
LSJTIZO,X,O,O,X,X,O,O,O,O
LSJTIOZ,X,O,O,X,X,O,O,O,O
LSJTZIO,X,O,O,O,X,O,O,X,O
LSJTZOI,O,O,O,O,X,O,O,X,X
LSJTOIZ,X,O,O,X,X,O,O,X,X
LSJTOZI,O,O,O,O,X,O,O,X,X
LSJITZO,X,O,O,X,X,O,O,O,O
LSJITOZ,X,O,O,X,X,O,O,O,O
LSJIZTO,X,O,O,X,X,X,O,X,O
LSJIZOT,X,X,O,X,X,X,O,X,X
LSJIOTZ,X,O,O,X,X,O,O,X,X
LSJIOZT,X,X,O,X,X,X,O,X,X
LSJZTIO,X,O,O,O,X,O,O,X,O
LSJZTOI,O,O,O,O,X,O,O,X,X
LSJZITO,X,X,O,X,X,X,O,X,O
LSJZIOT,X,X,O,X,X,X,O,X,X
LSJZOTI,O,O,O,O,X,O,O,X,X
LSJZOIT,O,X,O,X,X,X,O,X,X
LSJOTIZ,X,O,O,X,X,O,O,X,X
LSJOTZI,O,O,O,O,X,O,O,X,X
LSJOITZ,X,O,O,X,X,O,O,X,X
LSJOIZT,O,O,O,X,X,X,O,X,X
LSJOZTI,O,O,O,O,X,O,O,X,X
LSJOZIT,O,O,O,X,X,X,O,X,X
LSZTIJO,X,O,O,O,X,O,O,X,O
LSZTIOJ,X,O,O,X,O,O,O,X,X
LSZTJIO,X,O,O,O,X,O,O,X,O
LSZTJOI,O,O,O,O,X,O,O,X,X
LSZTOIJ,O,O,O,O,O,O,O,X,X
LSZTOJI,O,O,O,O,O,O,O,X,X
LSZITJO,X,X,O,X,X,X,O,X,O
LSZITOJ,X,X,O,X,O,X,O,X,X
LSZIJTO,X,X,X,X,X,X,O,X,O
LSZIJOT,X,X,X,X,X,X,O,X,X
LSZIOTJ,X,X,O,X,O,X,O,X,X
LSZIOJT,X,X,X,X,O,X,O,X,X
LSZJTIO,X,O,X,O,X,O,O,X,O
LSZJTOI,O,O,X,O,X,O,O,X,X
LSZJITO,X,X,X,X,X,X,O,X,O
LSZJIOT,X,X,X,X,X,X,O,X,X
LSZJOTI,O,O,X,O,X,O,O,X,X
LSZJOIT,O,X,X,X,X,X,O,X,X
LSZOTIJ,O,O,O,O,O,O,O,X,X
LSZOTJI,O,O,O,O,O,O,O,X,X
LSZOITJ,O,X,O,X,O,X,O,X,X
LSZOIJT,O,X,X,X,O,X,O,X,X
LSZOJTI,O,O,X,O,O,O,O,X,X
LSZOJIT,O,X,X,X,O,X,O,X,X
LSOTIJZ,X,O,O,X,X,O,O,X,X
LSOTIZJ,X,O,O,X,O,O,O,X,X
LSOTJIZ,X,O,O,X,X,O,O,X,X
LSOTJZI,O,O,O,O,X,O,O,X,X
LSOTZIJ,O,O,O,O,O,O,O,X,X
LSOTZJI,O,O,O,O,O,O,O,X,X
LSOITJZ,X,O,O,X,X,O,O,X,X
LSOITZJ,X,O,O,X,O,O,O,X,X
LSOIJTZ,X,O,O,X,X,O,O,X,X
LSOIJZT,O,O,X,X,X,X,O,X,X
LSOIZTJ,O,O,O,X,O,X,O,X,X
LSOIZJT,O,O,X,X,O,X,O,X,X
LSOJTIZ,X,O,O,X,X,O,O,X,X
LSOJTZI,O,O,O,O,X,O,O,X,X
LSOJITZ,X,O,O,X,X,O,O,X,X
LSOJIZT,O,O,O,X,X,X,O,X,X
LSOJZTI,O,O,O,O,X,O,O,X,X
LSOJZIT,O,O,O,X,X,X,O,X,X
LSOZTIJ,O,O,O,O,O,O,O,X,X
LSOZTJI,O,O,O,O,O,O,O,X,X
LSOZITJ,O,O,O,X,O,X,O,X,X
LSOZIJT,O,O,X,X,O,X,O,X,X
LSOZJTI,O,O,X,O,O,O,O,X,X
LSOZJIT,O,O,X,X,O,X,O,X,X
LZTIJSO,X,O,O,O,X,X,X,X,O
LZTIJOS,X,O,O,X,O,X,X,X,X
LZTISJO,X,O,O,O,X,O,O,X,O
LZTISOJ,X,O,O,X,O,O,O,X,X
LZTIOJS,X,O,O,X,O,X,X,X,X
LZTIOSJ,X,O,O,X,O,X,X,X,X
LZTJISO,X,O,O,O,X,X,X,X,O
LZTJIOS,X,O,O,X,O,X,X,X,X
LZTJSIO,X,O,O,O,X,O,X,X,O
LZTJSOI,O,O,O,O,X,O,X,X,X
LZTJOIS,O,O,O,O,O,X,X,X,X
LZTJOSI,O,O,O,O,O,X,X,X,X
LZTSIJO,X,O,O,O,X,O,O,X,O
LZTSIOJ,X,O,O,X,O,O,O,X,X
LZTSJIO,X,O,O,O,X,O,O,X,O
LZTSJOI,O,O,O,O,X,O,O,X,X
LZTSOIJ,O,O,O,O,O,O,O,X,X
LZTSOJI,O,O,O,O,O,O,O,X,X
LZTOIJS,O,O,O,O,O,X,X,X,X
LZTOISJ,O,O,O,O,O,X,X,X,X
LZTOJIS,O,O,O,O,O,X,X,X,X
LZTOJSI,O,O,O,O,O,X,X,X,X
LZTOSIJ,O,O,O,O,O,O,X,X,X
LZTOSJI,O,O,O,O,O,O,X,X,X
LZITJSO,X,O,O,O,X,X,X,X,O
LZITJOS,X,O,O,X,O,X,X,X,X
LZITSJO,X,O,O,O,X,X,O,X,O
LZITSOJ,X,O,O,X,O,X,O,X,X
LZITOJS,X,O,O,X,O,X,X,X,X
LZITOSJ,X,O,O,X,O,X,X,X,X
LZIJTSO,X,O,O,O,X,X,X,X,O
LZIJTOS,X,O,O,X,O,X,X,X,X
LZIJSTO,X,O,O,X,X,X,X,X,O
LZIJSOT,X,X,O,X,X,X,X,X,X
LZIJOTS,X,O,X,X,O,X,X,X,X
LZIJOST,X,X,X,X,O,X,X,X,X
LZISTJO,X,O,O,X,X,X,O,X,O
LZISTOJ,X,O,O,X,O,X,O,X,X
LZISJTO,X,O,X,X,X,X,O,X,O
LZISJOT,X,X,X,X,X,X,O,X,X
LZISOTJ,X,X,O,X,O,X,O,X,X
LZISOJT,X,X,X,X,O,X,O,X,X
LZIOTJS,X,O,X,X,O,X,X,X,X
LZIOTSJ,X,O,X,X,O,X,X,X,X
LZIOJTS,X,O,X,X,O,X,X,X,X
LZIOJST,X,X,X,X,O,X,X,X,X
LZIOSTJ,X,X,X,X,O,X,X,X,X
LZIOSJT,X,X,X,X,O,X,X,X,X
LZJTISO,X,O,O,O,X,X,X,X,O
LZJTIOS,X,O,O,X,O,X,X,X,X
LZJTSIO,X,O,O,O,X,X,X,X,O
LZJTSOI,O,O,O,O,X,X,X,X,X
LZJTOIS,O,O,O,O,O,X,X,X,X
LZJTOSI,O,O,O,O,O,X,X,X,X
LZJITSO,X,O,O,O,X,X,X,X,O
LZJITOS,X,O,O,X,O,X,X,X,X
LZJISTO,X,O,O,X,X,X,X,X,O
LZJISOT,X,X,O,X,X,X,X,X,X
LZJIOTS,X,O,X,X,O,X,X,X,X
LZJIOST,X,X,X,X,O,X,X,X,X
LZJSTIO,X,O,O,O,X,X,X,X,O
LZJSTOI,O,O,O,O,X,X,X,X,X
LZJSITO,X,X,O,X,X,X,X,X,O
LZJSIOT,X,X,O,X,X,X,X,X,X
LZJSOTI,O,O,O,O,X,X,X,X,X
LZJSOIT,O,X,O,X,X,X,X,X,X
LZJOTIS,O,O,X,O,O,X,X,X,X
LZJOTSI,O,O,X,O,O,X,X,X,X
LZJOITS,O,O,X,O,O,X,X,X,X
LZJOIST,O,O,X,X,O,X,X,X,X
LZJOSTI,O,O,X,O,O,X,X,X,X
LZJOSIT,O,O,X,X,O,X,X,X,X
LZSTIJO,X,O,O,O,X,O,O,X,O
LZSTIOJ,X,O,O,X,O,O,O,X,X
LZSTJIO,X,O,O,O,X,O,O,X,O
LZSTJOI,O,O,O,O,X,O,O,X,X
LZSTOIJ,O,O,O,O,O,O,O,X,X
LZSTOJI,O,O,O,O,O,O,O,X,X
LZSITJO,X,X,O,X,X,X,O,X,O
LZSITOJ,X,X,O,X,O,X,O,X,X
LZSIJTO,X,X,X,X,X,X,O,X,O
LZSIJOT,X,X,X,X,X,X,O,X,X
LZSIOTJ,X,X,O,X,O,X,O,X,X
LZSIOJT,X,X,X,X,O,X,O,X,X
LZSJTIO,X,O,X,O,X,O,O,X,O
LZSJTOI,O,O,X,O,X,O,O,X,X
LZSJITO,X,X,X,X,X,X,O,X,O
LZSJIOT,X,X,X,X,X,X,O,X,X
LZSJOTI,O,O,X,O,X,O,O,X,X
LZSJOIT,O,X,X,X,X,X,O,X,X
LZSOTIJ,O,O,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,O,O,X,X
LZSOITJ,O,X,O,X,O,X,O,X,X
LZSOIJT,O,X,X,X,O,X,O,X,X
LZSOJTI,O,O,X,O,O,O,O,X,X
LZSOJIT,O,X,X,X,O,X,O,X,X
LZOTIJS,O,O,X,O,O,X,X,X,X
LZOTISJ,O,O,X,O,O,X,X,X,X
LZOTJIS,O,O,X,O,O,X,X,X,X
LZOTJSI,O,O,X,O,O,X,X,X,X
LZOTSIJ,O,O,X,O,O,X,X,X,X
LZOTSJI,O,O,X,O,O,X,X,X,X
LZOITJS,O,O,X,O,O,X,X,X,X
LZOITSJ,O,O,X,O,O,X,X,X,X
LZOIJTS,O,O,X,O,O,X,X,X,X
LZOIJST,O,O,X,X,O,X,X,X,X
LZOISTJ,O,O,X,X,O,X,X,X,X
LZOISJT,O,O,X,X,O,X,X,X,X
LZOJTIS,O,O,X,O,O,X,X,X,X
LZOJTSI,O,O,X,O,O,X,X,X,X
LZOJITS,O,O,X,O,O,X,X,X,X
LZOJIST,O,O,X,X,O,X,X,X,X
LZOJSTI,O,O,X,O,O,X,X,X,X
LZOJSIT,O,O,X,X,O,X,X,X,X
LZOSTIJ,O,O,X,O,O,X,X,X,X
LZOSTJI,O,O,X,O,O,X,X,X,X
LZOSITJ,O,O,X,X,O,X,X,X,X
