sequence,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFOgBxcBChB/nB0m?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jei6IvhFfhBxcBUgBumBTn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhFXdBmfBzgB0hBSs?BlqB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBUcBWmB/nBFn?BCrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFxcB/nB6qB0rBOq?BFrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBugB1hBXiB8q?BSxB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhF8gBmfB3hBTnBCn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex/IvhF/mBUiBmfBChBTn?BlqB
LIOSTJZ,O,X,X,O,X,X,X,X
LIOSTZJ,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,O,X,X,X,X
LIOSJZT,X,X,X,O,X,X,X,X
LIOSZTJ,O,X,X,X,O,O,X,X
LIOSZJT,O,X,X,O,O,O,X,X
LIOZTJS,X,O,X,X,X,O,X,X
LIOZTSJ,X,O,X,X,X,O,X,X
LIOZJTS,X,X,X,O,X,O,X,X
LIOZJST,X,O,X,O,X,O,X,X
LIOZSTJ,X,O,X,X,O,O,X,X
LIOZSJT,X,O,X,O,O,O,X,X
LJTISZO,X,O,X,O,X,X,X,X
LJTISOZ,X,O,O,O,X,X,X,X
LJTIZSO,X,O,X,O,X,X,O,X
LJTIZOS,X,X,O,O,X,X,X,X
LJTIOSZ,X,X,O,O,X,X,X,X
LJTIOZS,X,X,O,O,X,X,X,X
LJTSIZO,X,O,X,O,X,X,X,X
LJTSIOZ,X,O,O,O,X,X,X,X
LJTSZIO,X,O,X,O,X,X,O,X
LJTSZOI,X,O,O,O,X,X,O,X
LJTSOIZ,X,O,O,O,X,X,X,X
LJTSOZI,X,O,O,O,X,X,X,X
LJTZISO,X,O,X,O,X,X,O,X
LJTZIOS,X,X,O,O,X,X,X,X
LJTZSIO,X,O,X,O,X,X,O,X
LJTZSOI,X,O,O,O,X,X,O,X
LJTZOIS,X,O,O,O,X,X,X,X
LJTZOSI,X,O,O,O,X,X,X,X
LJTOISZ,X,O,O,O,X,X,X,X
LJTOIZS,X,O,O,O,X,X,X,X
LJTOSIZ,X,O,O,O,X,X,X,X
LJTOSZI,X,O,O,O,X,X,O,X
LJTOZIS,X,O,O,O,X,X,X,X
LJTOZSI,X,O,O,O,X,X,X,X
LJITSZO,X,O,X,O,X,X,X,X
LJITSOZ,X,O,O,O,X,X,X,X
LJITZSO,X,O,X,O,X,X,O,X
LJITZOS,X,X,O,O,X,X,X,X
LJITOSZ,X,X,O,O,X,X,X,X
LJITOZS,X,X,O,O,X,X,X,X
LJISTZO,X,X,X,O,X,X,X,X
LJISTOZ,X,X,O,O,X,X,X,X
LJISZTO,X,X,X,O,X,X,X,X
LJISZOT,X,X,X,O,X,X,X,X
LJISOTZ,X,X,X,O,X,X,X,X
LJISOZT,X,X,X,O,X,X,X,X
LJIZTSO,X,X,X,O,X,O,X,X
LJIZTOS,X,X,O,O,X,O,X,X
LJIZSTO,X,O,X,O,X,O,X,X
LJIZSOT,X,O,X,O,X,O,X,X
LJIZOTS,X,X,X,O,X,O,X,X
LJIZOST,X,X,X,O,X,O,X,X
LJIOTSZ,X,X,O,O,X,X,X,X
LJIOTZS,X,X,O,O,X,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,O,X,X,X,X
LJIOZTS,X,X,X,O,X,O,X,X
LJIOZST,X,X,X,O,X,O,X,X
LJSTIZO,X,O,X,O,X,X,X,X
LJSTIOZ,X,O,O,O,X,X,X,X
LJSTZIO,X,O,X,O,X,X,X,X
LJSTZOI,X,O,O,O,X,X,X,X
LJSTOIZ,X,O,O,O,X,X,X,X
LJSTOZI,X,X,O,O,X,X,X,X
LJSITZO,X,X,X,O,X,X,X,X
LJSITOZ,X,X,O,O,X,X,X,X
LJSIZTO,X,X,X,O,X,X,X,X
LJSIZOT,X,X,X,O,X,X,X,X
LJSIOTZ,X,X,X,O,X,X,X,X
LJSIOZT,X,X,X,O,X,X,X,X
LJSZTIO,X,O,X,O,O,X,X,X
LJSZTOI,X,O,O,O,O,X,X,X
LJSZITO,X,O,X,O,O,X,X,X
LJSZIOT,X,O,X,O,O,X,X,X
LJSZOTI,X,O,X,O,O,X,X,X
LJSZOIT,X,O,X,O,O,X,X,X
LJSOTIZ,X,X,O,O,X,X,X,X
LJSOTZI,X,X,O,O,X,X,X,X
LJSOITZ,X,X,X,O,X,X,X,X
LJSOIZT,X,X,X,O,X,X,X,X
LJSOZTI,X,X,X,O,O,X,X,X
LJSOZIT,X,X,X,O,O,X,X,X
LJZTISO,X,O,X,O,X,O,X,X
LJZTIOS,X,X,O,O,X,O,X,X
LJZTSIO,X,O,X,O,X,O,X,X
LJZTSOI,X,O,O,O,X,O,X,X
LJZTOIS,X,X,O,O,X,O,X,X
LJZTOSI,X,O,O,O,X,O,X,X
LJZITSO,X,X,X,O,X,O,X,X
LJZITOS,X,X,O,O,X,O,X,X
LJZISTO,X,O,X,O,X,O,X,X
LJZISOT,X,O,X,O,X,O,X,X
LJZIOTS,X,X,X,O,X,O,X,X
LJZIOST,X,X,X,O,X,O,X,X
LJZSTIO,X,O,X,O,O,O,X,X
LJZSTOI,X,O,O,O,O,O,X,X
LJZSITO,X,O,X,O,O,O,X,X
LJZSIOT,X,O,X,O,O,O,X,X
LJZSOTI,X,O,X,O,O,O,X,X
LJZSOIT,X,O,X,O,O,O,X,X
LJZOTIS,X,O,X,O,X,O,X,X
LJZOTSI,X,O,X,O,X,O,X,X
LJZOITS,X,X,X,O,X,O,X,X
LJZOIST,X,O,X,O,X,O,X,X
LJZOSTI,X,O,X,O,O,O,X,X
LJZOSIT,X,O,X,O,O,O,X,X
LJOTISZ,X,O,O,O,X,X,X,X
LJOTIZS,X,O,O,O,X,X,X,X
LJOTSIZ,X,O,O,O,X,X,X,X
LJOTSZI,X,O,O,O,X,X,O,X
LJOTZIS,X,O,O,O,X,X,X,X
LJOTZSI,X,O,O,O,X,X,X,X
LJOITSZ,X,O,O,O,X,X,X,X
LJOITZS,X,O,O,O,X,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X
LJOISZT,X,X,X,O,X,X,X,X
LJOIZTS,X,X,X,O,X,O,X,X
LJOIZST,X,O,X,O,X,O,X,X
LJOSTIZ,X,O,O,O,X,X,X,X
LJOSTZI,X,O,O,O,X,X,X,X
LJOSITZ,X,X,X,O,X,X,X,X
LJOSIZT,X,X,X,O,X,X,X,X
LJOSZTI,X,O,X,O,O,X,O,X
LJOSZIT,X,O,X,O,O,X,O,X
LJOZTIS,X,O,X,O,X,O,X,X
LJOZTSI,X,O,X,O,X,O,X,X
LJOZITS,X,X,X,O,X,O,X,X
LJOZIST,X,O,X,O,X,O,X,X
LJOZSTI,X,O,X,O,O,O,X,X
LJOZSIT,X,O,X,O,O,O,X,X
LSTIJZO,O,O,X,O,X,X,X,X
LSTIJOZ,O,O,O,O,X,X,X,X
LSTIZJO,O,O,X,X,X,X,X,O
LSTIZOJ,O,O,X,X,X,X,X,O
LSTIOJZ,O,O,O,O,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X
LSTJIZO,O,O,X,O,X,X,X,X
LSTJIOZ,O,O,O,O,X,X,X,X
LSTJZIO,O,O,X,O,X,X,X,X
LSTJZOI,O,O,O,O,X,X,X,X
LSTJOIZ,O,O,O,O,X,X,X,X
LSTJOZI,O,O,O,O,X,X,X,X
LSTZIJO,O,O,X,X,O,X,X,O
LSTZIOJ,O,O,X,X,O,X,X,O
LSTZJIO,O,O,X,X,O,X,X,X
LSTZJOI,O,O,O,X,O,X,X,X
LSTZOIJ,O,O,X,X,O,X,X,X
LSTZOJI,O,O,O,X,O,X,X,X
LSTOIJZ,O,O,O,O,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,X,X,X,X
LSTOJZI,O,O,O,O,X,X,X,X
LSTOZIJ,O,O,X,X,O,X,X,X
LSTOZJI,O,O,O,X,O,X,X,X
LSITJZO,O,X,X,O,X,X,X,X
LSITJOZ,O,X,O,O,X,X,X,X
LSITZJO,O,X,X,X,X,X,X,X
LSITZOJ,O,X,X,X,X,X,X,X
LSITOJZ,O,X,O,O,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X
LSIJTZO,X,X,X,O,X,X,X,X
LSIJTOZ,X,X,O,O,X,X,X,X
LSIJZTO,X,X,X,O,X,X,X,X
LSIJZOT,X,X,X,O,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,X
LSIJOZT,X,X,X,O,X,X,X,X
LSIZTJO,O,X,X,X,O,O,X,O
LSIZTOJ,O,X,X,X,O,O,X,O
LSIZJTO,O,X,X,O,O,O,X,O
LSIZJOT,O,X,X,O,O,O,X,O
LSIZOTJ,O,X,X,X,O,O,X,X
LSIZOJT,O,X,X,O,O,O,X,O
LSIOTJZ,O,X,X,O,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,X,X
LSIOJZT,X,X,X,O,X,X,X,X
LSIOZTJ,O,X,X,X,O,O,X,X
LSIOZJT,O,X,X,O,O,O,X,X
LSJTIZO,X,O,X,O,X,X,X,X
LSJTIOZ,X,O,O,O,X,X,X,X
LSJTZIO,X,O,X,O,X,X,X,X
LSJTZOI,X,O,O,O,X,X,X,X
LSJTOIZ,X,O,O,O,X,X,X,X
LSJTOZI,X,X,O,O,X,X,X,X
LSJITZO,X,X,X,O,X,X,X,X
LSJITOZ,X,X,O,O,X,X,X,X
LSJIZTO,X,X,X,O,X,X,X,X
LSJIZOT,X,X,X,O,X,X,X,X
LSJIOTZ,X,X,X,O,X,X,X,X
LSJIOZT,X,X,X,O,X,X,X,X
LSJZTIO,X,O,X,O,O,X,X,X
LSJZTOI,X,O,O,O,O,X,X,X
LSJZITO,X,O,X,O,O,X,X,X
LSJZIOT,X,O,X,O,O,X,X,X
LSJZOTI,X,O,X,O,O,X,X,X
LSJZOIT,X,O,X,O,O,X,X,X
LSJOTIZ,X,X,O,O,X,X,X,X
LSJOTZI,X,X,O,O,X,X,X,X
LSJOITZ,X,X,X,O,X,X,X,X
LSJOIZT,X,X,X,O,X,X,X,X
LSJOZTI,X,X,X,O,O,X,X,X
LSJOZIT,X,X,X,O,O,X,X,X
LSZTIJO,O,O,X,X,O,O,X,O
LSZTIOJ,O,O,X,X,O,O,X,O
LSZTJIO,O,O,X,X,O,O,X,X
LSZTJOI,O,O,O,X,O,O,X,X
LSZTOIJ,O,O,X,X,O,O,X,X
LSZTOJI,O,O,O,X,O,O,X,X
LSZITJO,O,O,X,X,O,O,X,O
LSZITOJ,O,O,X,X,O,O,X,O
LSZIJTO,O,O,X,O,O,O,X,O
LSZIJOT,O,O,X,O,O,O,X,O
LSZIOTJ,O,O,X,X,O,O,X,X
LSZIOJT,O,O,X,O,O,O,X,O
LSZJTIO,O,O,X,O,O,O,X,X
LSZJTOI,O,O,O,O,O,O,X,X
LSZJITO,O,O,X,O,O,O,X,X
LSZJIOT,O,O,X,O,O,O,X,X
LSZJOTI,O,O,X,O,O,O,X,X
LSZJOIT,O,O,X,O,O,O,X,X
LSZOTIJ,O,O,X,X,O,O,X,X
LSZOTJI,O,O,X,X,O,O,X,X
LSZOITJ,O,O,X,X,O,O,X,X
LSZOIJT,O,O,X,O,O,O,X,X
LSZOJTI,O,O,X,O,O,O,X,X
LSZOJIT,O,O,X,O,O,O,X,X
LSOTIJZ,O,O,O,O,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,X
LSOTJIZ,O,O,O,O,X,X,X,X
LSOTJZI,O,O,O,O,X,X,X,X
LSOTZIJ,O,O,X,X,O,X,X,X
LSOTZJI,O,O,O,X,O,X,X,X
LSOITJZ,O,X,X,O,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X
LSOIJTZ,X,X,X,O,X,X,X,X
LSOIJZT,X,X,X,O,X,X,X,X
LSOIZTJ,O,X,X,X,O,O,X,X
LSOIZJT,O,X,X,O,O,O,X,X
LSOJTIZ,X,O,O,O,X,X,X,X
LSOJTZI,X,O,O,O,X,X,X,X
LSOJITZ,X,X,X,O,X,X,X,X
LSOJIZT,X,X,X,O,X,X,X,X
LSOJZTI,X,O,X,O,O,X,X,X
LSOJZIT,X,O,X,O,O,X,X,X
LSOZTIJ,O,O,X,X,O,O,X,X
LSOZTJI,O,O,X,X,O,O,X,X
LSOZITJ,O,O,X,X,O,O,X,X
LSOZIJT,O,O,X,O,O,O,X,X
LSOZJTI,O,O,X,O,O,O,X,X
LSOZJIT,O,O,X,O,O,O,X,X
LZTIJSO,O,O,X,X,X,O,X,X
LZTIJOS,O,X,X,X,X,O,X,X
LZTISJO,O,O,X,X,X,O,X,X
LZTISOJ,O,O,X,X,X,O,X,X
LZTIOJS,O,O,X,X,X,O,X,X
LZTIOSJ,O,O,X,X,X,O,X,X
LZTJISO,O,O,X,X,X,O,X,X
LZTJIOS,O,X,O,X,X,O,X,X
LZTJSIO,O,O,X,X,X,O,X,X
LZTJSOI,O,O,O,X,X,O,X,X
LZTJOIS,O,O,O,X,X,O,X,X
LZTJOSI,O,O,O,X,X,O,X,X
LZTSIJO,O,O,X,X,O,O,X,X
LZTSIOJ,O,O,X,X,O,O,X,X
LZTSJIO,O,O,X,X,O,O,X,X
LZTSJOI,O,O,O,X,O,O,X,X
LZTSOIJ,O,O,X,X,O,O,X,X
LZTSOJI,O,O,O,X,O,O,X,X
LZTOIJS,O,O,X,X,X,O,X,X
LZTOISJ,O,O,X,X,X,O,X,X
LZTOJIS,O,O,O,X,X,O,X,X
LZTOJSI,O,O,O,X,X,O,X,X
LZTOSIJ,O,O,X,X,O,O,X,X
LZTOSJI,O,O,O,X,O,O,X,X
LZITJSO,X,X,X,X,X,O,X,X
LZITJOS,X,X,X,X,X,O,X,X
LZITSJO,X,X,X,X,X,O,X,X
LZITSOJ,X,X,X,X,X,O,X,X
LZITOJS,X,X,X,X,X,O,X,X
LZITOSJ,X,X,X,X,X,O,X,X
LZIJTSO,X,X,X,O,X,O,X,X
LZIJTOS,X,X,X,O,X,O,X,X
LZIJSTO,O,O,X,O,X,O,X,X
LZIJSOT,O,O,X,O,X,O,X,X
LZIJOTS,X,X,X,O,X,O,X,X
LZIJOST,O,X,X,O,X,O,X,X
LZISTJO,O,O,X,X,O,O,X,X
LZISTOJ,O,O,X,X,O,O,X,X
LZISJTO,O,O,X,O,O,O,X,X
LZISJOT,O,O,X,O,O,O,X,X
LZISOTJ,O,O,X,X,O,O,X,X
LZISOJT,O,O,X,O,O,O,X,X
LZIOTJS,X,O,X,X,X,O,X,X
LZIOTSJ,X,O,X,X,X,O,X,X
LZIOJTS,X,X,X,O,X,O,X,X
LZIOJST,O,O,X,O,X,O,X,X
LZIOSTJ,O,O,X,X,O,O,X,X
LZIOSJT,O,O,X,O,O,O,X,X
LZJTISO,X,O,X,O,X,O,X,X
LZJTIOS,X,X,O,O,X,O,X,X
LZJTSIO,O,O,X,O,X,O,X,X
LZJTSOI,O,O,O,O,X,O,X,X
LZJTOIS,X,X,O,O,X,O,X,X
LZJTOSI,O,O,O,O,X,O,X,X
LZJITSO,X,X,X,O,X,O,X,X
LZJITOS,X,X,O,O,X,O,X,X
LZJISTO,O,O,X,O,X,O,X,X
LZJISOT,O,O,X,O,X,O,X,X
LZJIOTS,X,X,X,O,X,O,X,X
LZJIOST,O,X,X,O,X,O,X,X
LZJSTIO,O,O,X,O,O,O,X,X
LZJSTOI,O,O,O,O,O,O,X,X
LZJSITO,O,O,X,O,O,O,X,X
LZJSIOT,O,O,X,O,O,O,X,X
LZJSOTI,O,O,X,O,O,O,X,X
LZJSOIT,O,O,X,O,O,O,X,X
LZJOTIS,X,O,X,O,X,O,X,X
LZJOTSI,O,O,X,O,X,O,X,X
LZJOITS,X,X,X,O,X,O,X,X
LZJOIST,O,O,X,O,X,O,X,X
LZJOSTI,O,O,X,O,O,O,X,X
LZJOSIT,O,O,X,O,O,O,X,X
LZSTIJO,O,O,X,X,O,O,X,X
LZSTIOJ,O,O,X,X,O,O,X,X
LZSTJIO,O,O,X,X,O,O,X,X
LZSTJOI,O,O,O,X,O,O,X,X
LZSTOIJ,O,O,X,X,O,O,X,X
LZSTOJI,O,O,O,X,O,O,X,X
LZSITJO,O,O,X,X,O,O,X,X
LZSITOJ,O,O,X,X,O,O,X,X
LZSIJTO,O,O,X,O,O,O,X,X
LZSIJOT,O,O,X,O,O,O,X,X
LZSIOTJ,O,O,X,X,O,O,X,X
LZSIOJT,O,O,X,O,O,O,X,X
LZSJTIO,O,O,X,O,O,O,X,X
LZSJTOI,O,O,O,O,O,O,X,X
LZSJITO,O,O,X,O,O,O,X,X
LZSJIOT,O,O,X,O,O,O,X,X
LZSJOTI,O,O,X,O,O,O,X,X
LZSJOIT,O,O,X,O,O,O,X,X
LZSOTIJ,O,O,X,X,O,O,X,X
LZSOTJI,O,O,X,X,O,O,X,X
LZSOITJ,O,O,X,X,O,O,X,X
LZSOIJT,O,O,X,O,O,O,X,X
LZSOJTI,O,O,X,O,O,O,X,X
LZSOJIT,O,O,X,O,O,O,X,X
LZOTIJS,O,O,X,X,X,O,X,X
LZOTISJ,O,O,X,X,X,O,X,X
LZOTJIS,O,O,X,X,X,O,X,X
LZOTJSI,O,O,X,X,X,O,X,X
LZOTSIJ,O,O,X,X,O,O,X,X
LZOTSJI,O,O,X,X,O,O,X,X
LZOITJS,X,O,X,X,X,O,X,X
LZOITSJ,X,O,X,X,X,O,X,X
LZOIJTS,X,X,X,O,X,O,X,X
LZOIJST,O,O,X,O,X,O,X,X
LZOISTJ,O,O,X,X,O,O,X,X
LZOISJT,O,O,X,O,O,O,X,X
LZOJTIS,X,O,X,O,X,O,X,X
LZOJTSI,O,O,X,O,X,O,X,X
LZOJITS,X,X,X,O,X,O,X,X
LZOJIST,O,O,X,O,X,O,X,X
LZOJSTI,O,O,X,O,O,O,X,X
LZOJSIT,O,O,X,O,O,O,X,X
LZOSTIJ,O,O,X,X,O,O,X,X
LZOSTJI,O,O,X,X,O,O,X,X
LZOSITJ,O,O,X,X,O,O,X,X
LZOSIJT,O,O,X,O,O,O,X,X
LZOSJTI,O,O,X,O,O,O,X,X
LZOSJIT,O,O,X,O,O,O,X,X
LOTIJSZ,O,O,O,O,X,X,X,X
LOTIJZS,X,O,O,O,X,X,X,X
LOTISJZ,O,O,O,O,X,X,X,X
LOTISZJ,O,O,X,X,X,X,X,X
LOTIZJS,X,O,X,X,X,O,X,X
LOTIZSJ,X,O,X,X,X,O,X,X
LOTJISZ,O,O,O,O,X,X,X,X
LOTJIZS,X,O,O,O,X,X,X,X
LOTJSIZ,O,O,O,O,X,X,X,X
LOTJSZI,O,O,O,O,X,X,O,X
LOTJZIS,O,O,O,O,X,X,X,X
LOTJZSI,O,O,O,O,X,X,X,X
LOTSIJZ,O,O,O,O,X,X,X,X
LOTSIZJ,O,O,X,X,X,X,X,X
LOTSJIZ,O,O,O,O,X,X,X,X
LOTSJZI,O,O,O,O,X,X,O,X
LOTSZIJ,O,O,X,X,O,X,X,X
LOTSZJI,O,O,O,X,O,X,O,X
LOTZIJS,O,O,X,X,X,O,X,X
LOTZISJ,O,O,X,X,X,O,X,X
LOTZJIS,O,O,O,X,X,O,X,X
LOTZJSI,O,O,O,X,X,O,X,X
LOTZSIJ,O,O,X,X,O,O,X,X
LOTZSJI,O,O,O,X,O,O,X,X
LOITJSZ,O,O,X,O,X,X,X,X
LOITJZS,X,O,X,O,X,X,X,X
LOITSJZ,O,O,X,O,X,X,X,X
LOITSZJ,O,O,X,X,X,X,X,X
LOITZJS,X,O,X,X,X,O,X,X
LOITZSJ,X,O,X,X,X,O,X,X
LOIJTSZ,X,O,X,O,X,X,X,X
LOIJTZS,X,O,X,O,X,X,X,X
LOIJSTZ,X,X,X,O,X,X,X,X
LOIJSZT,X,X,X,O,X,X,X,X
LOIJZTS,X,X,X,O,X,O,X,X
LOIJZST,X,O,X,O,X,O,X,X
LOISTJZ,O,X,X,O,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X,X
LOISJTZ,X,X,X,O,X,X,X,X
LOISJZT,X,X,X,O,X,X,X,X
LOISZTJ,O,X,X,X,O,O,X,X
LOISZJT,O,X,X,O,O,O,X,X
LOIZTJS,X,O,X,X,X,O,X,X
LOIZTSJ,X,O,X,X,X,O,X,X
LOIZJTS,X,X,X,O,X,O,X,X
LOIZJST,X,O,X,O,X,O,X,X
LOIZSTJ,X,O,X,X,O,O,X,X
LOIZSJT,X,O,X,O,O,O,X,X
LOJTISZ,X,O,O,O,X,X,X,X
LOJTIZS,X,O,O,O,X,X,X,X
LOJTSIZ,X,O,O,O,X,X,X,X
LOJTSZI,X,O,O,O,X,X,O,X
LOJTZIS,X,O,O,O,X,X,X,X
LOJTZSI,X,O,O,O,X,X,X,X
LOJITSZ,X,O,O,O,X,X,X,X
LOJITZS,X,O,O,O,X,X,X,X
LOJISTZ,X,X,X,O,X,X,X,X
LOJISZT,X,X,X,O,X,X,X,X
LOJIZTS,X,X,X,O,X,O,X,X
LOJIZST,X,O,X,O,X,O,X,X
LOJSTIZ,X,O,O,O,X,X,X,X
LOJSTZI,X,O,O,O,X,X,X,X
LOJSITZ,X,X,X,O,X,X,X,X
LOJSIZT,X,X,X,O,X,X,X,X
LOJSZTI,X,O,X,O,O,X,O,X
LOJSZIT,X,O,X,O,O,X,O,X
LOJZTIS,X,O,X,O,X,O,X,X
LOJZTSI,X,O,X,O,X,O,X,X
LOJZITS,X,X,X,O,X,O,X,X
LOJZIST,X,O,X,O,X,O,X,X
LOJZSTI,X,O,X,O,O,O,X,X
LOJZSIT,X,O,X,O,O,O,X,X
LOSTIJZ,O,O,O,O,X,X,X,X
LOSTIZJ,O,O,X,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,X,X,X
LOSTJZI,O,O,O,O,X,X,O,X
LOSTZIJ,O,O,X,X,O,X,X,X
LOSTZJI,O,O,O,X,O,X,O,X
LOSITJZ,O,X,X,O,X,X,X,X
LOSITZJ,O,X,X,X,X,X,X,X
LOSIJTZ,X,X,X,O,X,X,X,X
LOSIJZT,X,X,X,O,X,X,X,X
LOSIZTJ,O,X,X,X,O,O,X,X
LOSIZJT,O,X,X,O,O,O,X,X
LOSJTIZ,X,O,O,O,X,X,X,X
LOSJTZI,X,O,O,O,X,X,X,X
LOSJITZ,X,X,X,O,X,X,X,X
LOSJIZT,X,X,X,O,X,X,X,X
LOSJZTI,X,O,X,O,O,X,O,X
LOSJZIT,X,O,X,O,O,X,O,X
LOSZTIJ,O,O,X,X,O,O,X,X
LOSZTJI,O,O,X,X,O,O,X,X
LOSZITJ,O,O,X,X,O,O,X,X
LOSZIJT,O,O,X,O,O,O,X,X
LOSZJTI,O,O,X,O,O,O,O,X
LOSZJIT,O,O,X,O,O,O,O,X
LOZTIJS,O,O,X,X,X,O,X,X
LOZTISJ,O,O,X,X,X,O,X,X
LOZTJIS,O,O,X,X,X,O,X,X
LOZTJSI,O,O,X,X,X,O,X,X
LOZTSIJ,O,O,X,X,O,O,X,X
LOZTSJI,O,O,X,X,O,O,X,X
LOZITJS,X,O,X,X,X,O,X,X
LOZITSJ,X,O,X,X,X,O,X,X
LOZIJTS,X,X,X,O,X,O,X,X
LOZIJST,O,O,X,O,X,O,X,X
LOZISTJ,O,O,X,X,O,O,X,X
LOZISJT,O,O,X,O,O,O,X,X
LOZJTIS,X,O,X,O,X,O,X,X
LOZJTSI,O,O,X,O,X,O,X,X
LOZJITS,X,X,X,O,X,O,X,X
LOZJIST,O,O,X,O,X,O,X,X
LOZJSTI,O,O,X,O,O,O,X,X
LOZJSIT,O,O,X,O,O,O,X,X
LOZSTIJ,O,O,X,X,O,O,X,X
LOZSTJI,O,O,X,X,O,O,X,X
LOZSITJ,O,O,X,X,O,O,X,X
LOZSIJT,O,O,X,O,O,O,X,X
LOZSJTI,O,O,X,O,O,O,X,X
LOZSJIT,O,O,X,O,O,O,X,X
JTILSZO,O,O,X,X,X,X,X,X
JTILSOZ,O,O,O,X,X,X,X,X
JTILZSO,X,O,X,X,X,X,O,X
JTILZOS,X,X,O,X,X,X,X,X
JTILOSZ,O,X,O,X,X,X,X,X
JTILOZS,X,X,O,X,X,X,X,X
JTISLZO,O,O,X,X,X,X,X,X
JTISLOZ,O,O,O,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,O,O
JTISZOL,O,X,X,X,X,X,O,O
JTISOLZ,O,O,O,X,X,X,X,X
JTISOZL,O,X,O,X,X,X,X,X
JTIZLSO,O,O,X,X,X,X,O,X
JTIZLOS,O,X,O,X,X,X,X,X
JTIZSLO,O,O,X,X,X,X,O,X
JTIZSOL,O,O,X,X,X,X,O,X
JTIZOLS,O,X,O,X,X,X,X,X
JTIZOSL,O,X,O,X,X,X,O,X
JTIOLSZ,O,X,O,X,X,X,X,X
JTIOLZS,X,X,O,X,X,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,X
JTIOSZL,O,X,O,X,X,X,O,X
JTIOZLS,O,X,O,X,X,X,X,X
JTIOZSL,O,X,O,X,X,X,O,X
JTLISZO,O,O,X,X,X,X,X,X
JTLISOZ,O,O,O,X,X,X,X,X
JTLIZSO,X,O,X,X,X,X,O,X
JTLIZOS,X,X,O,X,X,X,X,X
JTLIOSZ,O,X,O,X,X,X,X,X
JTLIOZS,X,X,O,X,X,X,X,X
JTLSIZO,O,O,X,X,X,X,X,X
JTLSIOZ,O,O,O,X,X,X,X,X
JTLSZIO,O,O,X,X,X,X,O,X
JTLSZOI,O,O,O,X,X,X,O,X
JTLSOIZ,O,O,O,X,X,X,X,X
JTLSOZI,O,O,O,X,X,X,X,X
JTLZISO,O,O,X,X,X,X,O,X
JTLZIOS,O,X,O,X,X,X,X,X
JTLZSIO,O,O,X,X,X,X,O,X
JTLZSOI,O,O,O,X,X,X,O,X
JTLZOIS,O,O,O,X,X,X,X,X
JTLZOSI,O,O,O,X,X,X,X,X
JTLOISZ,O,O,O,X,X,X,X,X
JTLOIZS,X,O,O,X,X,X,X,X
JTLOSIZ,O,O,O,X,X,X,X,X
JTLOSZI,O,O,O,X,X,X,O,X
JTLOZIS,O,O,O,X,X,X,X,X
JTLOZSI,O,O,O,X,X,X,X,X
JTSILZO,O,O,X,X,X,X,X,X
JTSILOZ,O,O,O,X,X,X,X,X
JTSIZLO,X,O,X,X,X,X,O,O
JTSIZOL,O,X,X,X,X,X,O,O
JTSIOLZ,O,O,O,X,X,X,X,X
JTSIOZL,O,X,O,X,X,X,X,X
JTSLIZO,O,O,X,X,X,X,X,X
JTSLIOZ,O,O,O,X,X,X,X,X
JTSLZIO,O,O,X,X,X,X,O,X
JTSLZOI,O,O,O,X,X,X,O,X
JTSLOIZ,O,O,O,X,X,X,X,X
JTSLOZI,O,O,O,X,X,X,X,X
JTSZILO,O,O,X,X,X,X,O,O
JTSZIOL,O,O,X,X,X,X,O,O
JTSZLIO,O,O,X,X,X,X,O,X
JTSZLOI,O,O,X,X,X,X,O,X
JTSZOIL,O,O,O,X,X,X,O,X
JTSZOLI,O,O,O,X,X,X,O,X
JTSOILZ,O,O,O,X,X,X,X,X
JTSOIZL,O,O,O,X,X,X,O,X
JTSOLIZ,O,O,O,X,X,X,X,X
JTSOLZI,O,O,O,X,X,X,O,X
JTSOZIL,O,O,O,X,X,X,O,X
JTSOZLI,O,O,O,X,X,X,O,X
JTZILSO,O,O,X,X,X,X,O,X
JTZILOS,O,X,O,X,X,X,X,X
