sequence,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBzhBtnByq?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFqkBTgBmhBtnBXm?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBzhBtnBXl?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBtmB0iByq?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeT/IvhF/lBRhBtnB2rBip?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtmB0iBXl?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtnBXlBzm?BUsB
JLSTOIZ,O,O,O,O,O,O,O
JLSTOZI,O,O,O,O,O,O,O
JLSITZO,O,O,O,O,O,O,O
JLSITOZ,O,O,O,O,O,O,O
JLSIZTO,O,O,O,O,X,O,O
JLSIZOT,O,O,O,O,X,O,X
JLSIOTZ,O,O,O,O,O,O,O
JLSIOZT,O,O,O,O,X,O,X
JLSZTIO,O,O,O,O,O,O,O
JLSZTOI,O,O,O,O,O,O,O
JLSZITO,O,O,O,O,X,O,O
JLSZIOT,O,O,O,O,X,O,X
JLSZOTI,O,O,O,O,O,O,X
JLSZOIT,O,O,O,O,X,O,X
JLSOTIZ,O,O,O,O,O,O,O
JLSOTZI,O,O,O,O,O,O,O
JLSOITZ,O,O,O,O,O,O,O
JLSOIZT,O,O,O,O,X,O,X
JLSOZTI,O,O,O,O,O,O,X
JLSOZIT,O,O,O,O,X,O,X
JLZTISO,O,O,O,O,X,X,X
JLZTIOS,O,O,O,O,X,X,X
JLZTSIO,O,O,O,O,O,X,X
JLZTSOI,O,O,O,O,O,X,X
JLZTOIS,O,O,O,O,X,X,X
JLZTOSI,O,O,O,O,O,X,X
JLZITSO,O,O,O,O,X,X,X
JLZITOS,O,O,O,O,X,X,X
JLZISTO,O,O,O,O,X,X,X
JLZISOT,O,O,O,O,X,X,X
JLZIOTS,O,O,X,O,X,X,X
JLZIOST,O,X,X,O,X,X,X
JLZSTIO,O,O,O,O,O,X,X
JLZSTOI,O,O,O,O,O,X,X
JLZSITO,O,O,O,O,X,X,X
JLZSIOT,O,O,O,O,X,X,X
JLZSOTI,O,O,O,O,O,X,X
JLZSOIT,O,O,O,O,X,X,X
JLZOTIS,O,O,X,O,X,X,X
JLZOTSI,O,O,X,O,O,X,X
JLZOITS,O,O,X,O,X,X,X
JLZOIST,O,X,X,O,X,X,X
JLZOSTI,O,X,X,O,O,X,X
JLZOSIT,O,X,X,O,X,X,X
JLOTISZ,O,O,X,O,O,O,X
JLOTIZS,O,X,X,O,X,O,X
JLOTSIZ,O,O,X,O,O,O,X
JLOTSZI,O,O,X,O,O,O,X
JLOTZIS,O,X,X,O,X,O,X
JLOTZSI,O,X,X,O,O,O,X
JLOITSZ,O,O,X,O,O,O,X
JLOITZS,O,X,X,O,X,O,X
JLOISTZ,O,O,X,O,O,O,X
JLOISZT,O,O,X,O,X,O,X
JLOIZTS,O,O,X,O,X,X,X
JLOIZST,O,X,X,O,X,X,X
JLOSTIZ,O,O,X,O,O,O,X
JLOSTZI,O,O,X,O,O,O,X
JLOSITZ,O,O,X,O,O,O,X
JLOSIZT,O,O,X,O,X,O,X
JLOSZTI,O,O,X,O,O,O,X
JLOSZIT,O,O,X,O,X,O,X
JLOZTIS,O,O,X,O,X,X,X
JLOZTSI,O,O,X,O,O,X,X
JLOZITS,O,O,X,O,X,X,X
JLOZIST,O,X,X,O,X,X,X
JLOZSTI,O,X,X,O,O,X,X
JLOZSIT,O,X,X,O,X,X,X
JSTILZO,O,O,O,O,O,O,O
JSTILOZ,O,O,O,O,O,O,O
JSTIZLO,X,O,O,O,O,O,O
JSTIZOL,X,X,O,X,X,O,O
JSTIOLZ,X,O,O,X,O,O,O
JSTIOZL,X,X,O,X,X,O,O
JSTLIZO,O,O,O,O,O,O,O
JSTLIOZ,O,O,O,O,O,O,O
JSTLZIO,O,O,O,O,O,O,O
JSTLZOI,O,O,O,O,O,O,O
JSTLOIZ,O,O,O,O,O,O,O
JSTLOZI,O,O,O,O,O,O,O
JSTZILO,X,O,O,O,O,O,O
JSTZIOL,X,X,O,X,X,O,O
JSTZLIO,X,O,O,O,O,O,O
JSTZLOI,X,O,O,O,O,O,O
JSTZOIL,X,X,O,X,X,O,O
JSTZOLI,X,O,O,X,X,O,O
JSTOILZ,X,O,O,X,O,O,O
JSTOIZL,X,X,O,X,X,O,O
JSTOLIZ,X,O,O,X,O,O,O
JSTOLZI,X,O,O,X,O,O,O
JSTOZIL,X,X,O,X,X,O,O
JSTOZLI,X,O,O,X,X,O,O
JSITLZO,O,O,O,O,O,O,O
JSITLOZ,O,O,O,O,O,O,O
JSITZLO,X,O,O,O,O,O,O
JSITZOL,X,X,O,X,X,O,O
JSITOLZ,X,O,O,X,O,O,O
JSITOZL,X,X,O,X,X,O,O
JSILTZO,O,O,O,O,O,O,O
JSILTOZ,O,O,O,O,O,O,O
JSILZTO,O,O,O,O,X,O,O
JSILZOT,O,O,O,O,X,O,X
JSILOTZ,O,O,O,O,O,O,O
JSILOZT,O,O,O,O,X,O,X
JSIZTLO,O,O,O,O,X,O,O
JSIZTOL,O,O,O,X,X,O,O
JSIZLTO,O,O,O,X,X,O,O
JSIZLOT,O,O,O,X,X,O,X
JSIZOTL,X,X,O,X,X,O,X
JSIZOLT,X,X,O,X,X,O,X
JSIOTLZ,X,X,O,O,X,O,O
JSIOTZL,X,X,O,O,X,O,O
JSIOLTZ,X,X,O,O,X,O,O
JSIOLZT,X,X,O,O,X,O,X
JSIOZTL,X,X,O,O,X,O,X
JSIOZLT,X,X,O,X,X,O,X
JSLTIZO,O,O,O,O,O,O,O
JSLTIOZ,O,O,O,O,O,O,O
JSLTZIO,O,O,O,O,O,O,O
JSLTZOI,O,O,O,O,O,O,O
JSLTOIZ,O,O,O,O,O,O,O
JSLTOZI,O,O,O,O,O,O,O
JSLITZO,O,O,O,O,O,O,O
JSLITOZ,O,O,O,O,O,O,O
JSLIZTO,O,O,O,O,X,O,O
JSLIZOT,O,O,O,O,X,O,X
JSLIOTZ,O,O,O,O,O,O,O
JSLIOZT,O,O,O,O,X,O,X
JSLZTIO,O,O,O,O,O,O,O
JSLZTOI,O,O,O,O,O,O,O
JSLZITO,O,O,O,O,X,O,O
JSLZIOT,O,O,O,O,X,O,X
JSLZOTI,O,O,O,O,O,O,X
JSLZOIT,O,O,O,O,X,O,X
JSLOTIZ,O,O,O,O,O,O,O
JSLOTZI,O,O,O,O,O,O,O
JSLOITZ,O,O,O,O,O,O,O
JSLOIZT,O,O,O,O,X,O,X
JSLOZTI,O,O,O,O,O,O,X
JSLOZIT,O,O,O,O,X,O,X
JSZTILO,O,O,O,O,O,O,O
JSZTIOL,O,O,O,X,X,O,O
JSZTLIO,O,O,O,O,O,O,O
JSZTLOI,O,O,O,O,O,O,O
JSZTOIL,O,O,O,X,X,O,O
JSZTOLI,O,O,O,X,X,O,O
JSZITLO,O,O,O,O,X,O,O
JSZITOL,O,O,O,X,X,O,O
JSZILTO,O,O,O,X,X,O,O
JSZILOT,O,O,O,X,X,O,X
JSZIOTL,X,X,O,X,X,O,X
JSZIOLT,X,X,O,X,X,O,X
JSZLTIO,O,O,O,X,O,O,O
JSZLTOI,O,O,O,X,O,O,O
JSZLITO,O,O,O,X,X,O,O
JSZLIOT,O,O,O,X,X,O,X
JSZLOTI,O,O,O,X,O,O,X
JSZLOIT,O,O,O,X,X,O,X
JSZOTIL,X,O,O,X,X,O,X
JSZOTLI,X,O,O,X,X,O,X
JSZOITL,X,X,O,X,X,O,X
JSZOILT,X,X,O,X,X,O,X
JSZOLTI,X,O,O,X,X,O,X
JSZOLIT,X,O,O,X,X,O,X
JSOTILZ,X,O,O,O,O,O,O
JSOTIZL,X,X,O,O,X,O,O
JSOTLIZ,X,O,O,O,O,O,O
JSOTLZI,X,O,O,O,O,O,O
JSOTZIL,X,X,O,O,X,O,O
JSOTZLI,X,O,O,O,X,O,O
JSOITLZ,X,X,O,O,X,O,O
JSOITZL,X,X,O,O,X,O,O
JSOILTZ,X,X,O,O,X,O,O
JSOILZT,X,X,O,O,X,O,X
JSOIZTL,X,X,O,O,X,O,X
JSOIZLT,X,X,O,X,X,O,X
JSOLTIZ,X,O,O,O,O,O,O
JSOLTZI,X,O,O,O,O,O,O
JSOLITZ,X,O,O,O,O,O,O
JSOLIZT,X,O,O,O,X,O,X
JSOLZTI,X,O,O,O,O,O,X
JSOLZIT,X,O,O,O,X,O,X
JSOZTIL,X,O,O,O,X,O,X
JSOZTLI,X,O,O,O,X,O,X
JSOZITL,X,X,O,O,X,O,X
JSOZILT,X,X,O,X,X,O,X
JSOZLTI,X,O,O,X,X,O,X
JSOZLIT,X,O,O,X,X,O,X
JZTILSO,O,O,O,O,X,O,X
JZTILOS,O,O,O,O,X,X,X
JZTISLO,O,O,O,O,O,O,O
JZTISOL,O,O,O,X,X,O,O
JZTIOLS,O,O,O,O,X,X,X
JZTIOSL,O,O,O,X,X,O,O
JZTLISO,O,O,O,O,X,O,X
JZTLIOS,O,O,O,O,X,X,X
JZTLSIO,O,O,O,O,O,O,X
JZTLSOI,O,O,O,O,O,O,X
JZTLOIS,O,O,O,O,X,X,X
JZTLOSI,O,O,O,O,O,X,X
JZTSILO,O,O,O,O,O,O,O
JZTSIOL,O,O,O,X,X,O,O
JZTSLIO,O,O,O,O,O,O,O
JZTSLOI,O,O,O,O,O,O,O
JZTSOIL,O,O,O,X,X,O,O
JZTSOLI,O,O,O,X,X,O,O
JZTOILS,O,O,O,O,X,X,X
JZTOISL,O,O,O,X,X,O,O
JZTOLIS,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,X,X,X
JZTOSIL,O,O,O,X,X,O,O
JZTOSLI,O,O,O,X,X,O,O
JZITLSO,O,O,O,O,X,O,X
JZITLOS,O,O,O,O,X,X,X
JZITSLO,O,O,O,O,X,O,O
JZITSOL,O,O,O,X,X,O,O
JZITOLS,O,O,O,O,X,X,X
JZITOSL,O,O,O,X,X,O,O
JZILTSO,O,O,O,O,X,X,X
JZILTOS,O,O,O,O,X,X,X
JZILSTO,O,O,O,O,X,X,X
JZILSOT,O,O,O,O,X,X,X
JZILOTS,O,O,X,O,X,X,X
JZILOST,O,X,X,O,X,X,X
JZISTLO,O,O,O,O,X,O,O
JZISTOL,O,O,O,X,X,O,O
JZISLTO,O,O,O,X,X,O,O
JZISLOT,O,O,O,X,X,O,X
JZISOTL,X,X,O,X,X,O,X
JZISOLT,X,X,O,X,X,O,X
JZIOTLS,O,X,O,O,X,O,X
JZIOTSL,O,X,O,O,X,O,X
JZIOLTS,O,X,X,O,X,X,X
JZIOLST,O,X,X,O,X,X,X
JZIOSTL,X,X,O,O,X,O,X
JZIOSLT,X,X,O,X,X,O,X
JZLTISO,O,O,O,O,X,X,X
JZLTIOS,O,O,O,O,X,X,X
JZLTSIO,O,O,O,O,O,X,X
JZLTSOI,O,O,O,O,O,X,X
JZLTOIS,O,O,O,O,X,X,X
JZLTOSI,O,O,O,O,O,X,X
JZLITSO,O,O,O,O,X,X,X
JZLITOS,O,O,O,O,X,X,X
JZLISTO,O,O,O,O,X,X,X
JZLISOT,O,O,O,O,X,X,X
JZLIOTS,O,O,X,O,X,X,X
JZLIOST,O,X,X,O,X,X,X
JZLSTIO,O,O,O,O,O,X,X
JZLSTOI,O,O,O,O,O,X,X
JZLSITO,O,O,O,O,X,X,X
JZLSIOT,O,O,O,O,X,X,X
JZLSOTI,O,O,O,O,O,X,X
JZLSOIT,O,O,O,O,X,X,X
JZLOTIS,O,O,X,O,X,X,X
JZLOTSI,O,O,X,O,O,X,X
JZLOITS,O,O,X,O,X,X,X
JZLOIST,O,X,X,O,X,X,X
JZLOSTI,O,X,X,O,O,X,X
JZLOSIT,O,X,X,O,X,X,X
JZSTILO,O,O,O,O,O,O,O
JZSTIOL,O,O,O,X,X,O,O
JZSTLIO,O,O,O,O,O,O,O
JZSTLOI,O,O,O,O,O,O,O
JZSTOIL,O,O,O,X,X,O,O
JZSTOLI,O,O,O,X,X,O,O
JZSITLO,O,O,O,O,X,O,O
JZSITOL,O,O,O,X,X,O,O
JZSILTO,O,O,O,X,X,O,O
JZSILOT,O,O,O,X,X,O,X
JZSIOTL,X,X,O,X,X,O,X
JZSIOLT,X,X,O,X,X,O,X
JZSLTIO,O,O,O,X,O,O,O
JZSLTOI,O,O,O,X,O,O,O
JZSLITO,O,O,O,X,X,O,O
JZSLIOT,O,O,O,X,X,O,X
JZSLOTI,O,O,O,X,O,O,X
JZSLOIT,O,O,O,X,X,O,X
JZSOTIL,X,O,O,X,X,O,X
JZSOTLI,X,O,O,X,X,O,X
JZSOITL,X,X,O,X,X,O,X
JZSOILT,X,X,O,X,X,O,X
JZSOLTI,X,O,O,X,X,O,X
JZSOLIT,X,O,O,X,X,O,X
JZOTILS,O,X,O,O,X,O,X
JZOTISL,O,X,O,O,X,O,X
JZOTLIS,O,X,O,O,X,O,X
JZOTLSI,O,X,O,O,X,O,X
JZOTSIL,O,X,O,O,X,O,X
JZOTSLI,O,X,O,O,X,O,X
JZOITLS,O,X,O,O,X,O,X
JZOITSL,O,X,O,O,X,O,X
JZOILTS,O,X,X,O,X,X,X
JZOILST,O,X,X,O,X,X,X
JZOISTL,X,X,O,O,X,O,X
JZOISLT,X,X,O,X,X,O,X
JZOLTIS,O,X,X,O,X,X,X
JZOLTSI,O,X,X,O,X,X,X
JZOLITS,O,X,X,O,X,X,X
JZOLIST,O,X,X,O,X,X,X
JZOLSTI,O,X,X,O,X,X,X
JZOLSIT,O,X,X,O,X,X,X
JZOSTIL,X,X,O,O,X,O,X
JZOSTLI,X,X,O,O,X,O,X
JZOSITL,X,X,O,O,X,O,X
JZOSILT,X,X,O,X,X,O,X
JZOSLTI,X,X,O,X,X,O,X
JZOSLIT,X,X,O,X,X,O,X
JOTILSZ,O,X,X,O,X,O,O
JOTILZS,O,X,X,O,X,O,X
JOTISLZ,X,X,O,O,O,O,O
JOTISZL,X,X,O,O,X,O,O
JOTIZLS,X,X,O,O,X,O,X
JOTIZSL,X,X,O,O,X,O,O
JOTLISZ,O,X,X,O,O,O,O
JOTLIZS,O,X,X,O,X,O,X
JOTLSIZ,O,X,X,O,O,O,O
JOTLSZI,O,X,X,O,O,O,O
JOTLZIS,O,X,X,O,X,O,X
JOTLZSI,O,X,X,O,O,O,X
JOTSILZ,X,X,O,O,O,O,O
JOTSIZL,X,X,O,O,X,O,O
JOTSLIZ,X,X,O,O,O,O,O
JOTSLZI,X,X,O,O,O,O,O
JOTSZIL,X,X,O,O,X,O,O
JOTSZLI,X,X,O,O,X,O,O
JOTZILS,X,X,O,O,X,O,X
JOTZISL,X,X,O,O,X,O,O
JOTZLIS,X,X,O,O,X,O,X
JOTZLSI,X,X,O,O,X,O,X
JOTZSIL,X,X,O,O,X,O,O
JOTZSLI,X,X,O,O,X,O,O
JOITLSZ,O,X,X,O,X,O,O
JOITLZS,O,X,X,O,X,O,X
JOITSLZ,X,X,O,O,X,O,O
JOITSZL,X,X,O,O,X,O,O
JOITZLS,X,X,O,O,X,O,X
JOITZSL,X,X,O,O,X,O,O
JOILTSZ,O,X,X,O,X,O,X
JOILTZS,O,X,X,O,X,O,X
JOILSTZ,O,X,X,O,X,O,X
JOILSZT,O,X,X,O,X,O,X
JOILZTS,O,X,X,O,X,X,X
JOILZST,O,X,X,O,X,X,X
JOISTLZ,X,X,O,O,X,O,O
JOISTZL,X,X,O,O,X,O,O
JOISLTZ,X,X,O,O,X,O,O
JOISLZT,X,X,O,O,X,O,X
JOISZTL,X,X,O,O,X,O,X
JOISZLT,X,X,O,X,X,O,X
JOIZTLS,O,X,O,O,X,O,X
JOIZTSL,O,X,O,O,X,O,X
JOIZLTS,O,X,X,O,X,X,X
JOIZLST,O,X,X,O,X,X,X
JOIZSTL,X,X,O,O,X,O,X
JOIZSLT,X,X,O,X,X,O,X
JOLTISZ,O,X,X,O,O,O,X
JOLTIZS,O,X,X,O,X,O,X
JOLTSIZ,O,X,X,O,O,O,X
JOLTSZI,O,X,X,O,O,O,X
JOLTZIS,O,X,X,O,X,O,X
JOLTZSI,O,X,X,O,O,O,X
JOLITSZ,O,X,X,O,O,O,X
JOLITZS,O,X,X,O,X,O,X
JOLISTZ,O,X,X,O,O,O,X
JOLISZT,O,X,X,O,X,O,X
JOLIZTS,O,X,X,O,X,X,X
JOLIZST,O,X,X,O,X,X,X
JOLSTIZ,O,X,X,O,O,O,X
JOLSTZI,O,X,X,O,O,O,X
JOLSITZ,O,X,X,O,O,O,X
JOLSIZT,O,X,X,O,X,O,X
JOLSZTI,O,X,X,O,O,O,X
JOLSZIT,O,X,X,O,X,O,X
JOLZTIS,O,X,X,O,X,X,X
JOLZTSI,O,X,X,O,O,X,X
JOLZITS,O,X,X,O,X,X,X
JOLZIST,O,X,X,O,X,X,X
JOLZSTI,O,X,X,O,O,X,X
JOLZSIT,O,X,X,O,X,X,X
JOSTILZ,X,X,O,O,O,O,O
JOSTIZL,X,X,O,O,X,O,O
JOSTLIZ,X,X,O,O,O,O,O
JOSTLZI,X,X,O,O,O,O,O
JOSTZIL,X,X,O,O,X,O,O
JOSTZLI,X,X,O,O,X,O,O
JOSITLZ,X,X,O,O,X,O,O
JOSITZL,X,X,O,O,X,O,O
JOSILTZ,X,X,O,O,X,O,O
JOSILZT,X,X,O,O,X,O,X
JOSIZTL,X,X,O,O,X,O,X
JOSIZLT,X,X,O,X,X,O,X
JOSLTIZ,X,X,O,O,O,O,O
JOSLTZI,X,X,O,O,O,O,O
JOSLITZ,X,X,O,O,O,O,O
JOSLIZT,X,X,O,O,X,O,X
JOSLZTI,X,X,O,O,O,O,X
JOSLZIT,X,X,O,O,X,O,X
JOSZTIL,X,X,O,O,X,O,X
JOSZTLI,X,X,O,O,X,O,X
JOSZITL,X,X,O,O,X,O,X
JOSZILT,X,X,O,X,X,O,X
JOSZLTI,X,X,O,X,X,O,X
JOSZLIT,X,X,O,X,X,O,X
JOZTILS,O,X,O,O,X,O,X
JOZTISL,O,X,O,O,X,O,X
JOZTLIS,O,X,O,O,X,O,X
JOZTLSI,O,X,O,O,X,O,X
JOZTSIL,O,X,O,O,X,O,X
JOZTSLI,O,X,O,O,X,O,X
JOZITLS,O,X,O,O,X,O,X
JOZITSL,O,X,O,O,X,O,X
JOZILTS,O,X,X,O,X,X,X
JOZILST,O,X,X,O,X,X,X
JOZISTL,X,X,O,O,X,O,X
JOZISLT,X,X,O,X,X,O,X
JOZLTIS,O,X,X,O,X,X,X
JOZLTSI,O,X,X,O,X,X,X
JOZLITS,O,X,X,O,X,X,X
JOZLIST,O,X,X,O,X,X,X
JOZLSTI,O,X,X,O,X,X,X
JOZLSIT,O,X,X,O,X,X,X
JOZSTIL,X,X,O,O,X,O,X
JOZSTLI,X,X,O,O,X,O,X
JOZSITL,X,X,O,O,X,O,X
JOZSILT,X,X,O,X,X,O,X
JOZSLTI,X,X,O,X,X,O,X
JOZSLIT,X,X,O,X,X,O,X
STILJZO,O,O,O,O,O,O,O
STILJOZ,O,O,O,O,O,O,O
STILZJO,O,O,O,O,X,X,O
STILZOJ,O,O,O,O,O,X,O
STILOJZ,O,O,O,O,O,O,O
STILOZJ,O,O,X,O,O,X,O
STIJLZO,O,O,O,O,O,O,O
STIJLOZ,O,O,O,O,O,O,O
STIJZLO,X,O,O,O,O,O,O
STIJZOL,X,X,O,X,X,O,O
STIJOLZ,X,O,O,X,O,O,O
STIJOZL,X,X,O,X,X,O,O
STIZLJO,X,O,O,O,X,X,O
STIZLOJ,X,O,O,O,O,X,O
STIZJLO,X,O,O,O,X,O,O
STIZJOL,X,O,O,X,X,O,O
STIZOLJ,X,O,O,X,X,X,O
STIZOJL,X,O,O,X,X,X,O
STIOLJZ,X,O,O,X,O,O,O
STIOLZJ,X,O,X,X,O,X,O
STIOJLZ,X,O,O,X,X,O,O
STIOJZL,X,X,O,X,X,O,O
STIOZLJ,X,X,X,X,X,X,O
STIOZJL,X,X,X,X,X,X,O
STLIJZO,O,O,O,O,O,O,O
STLIJOZ,O,O,O,O,O,O,O
STLIZJO,O,O,O,O,X,X,O
STLIZOJ,O,O,O,O,O,X,O
STLIOJZ,O,O,O,O,O,O,O
STLIOZJ,O,O,X,O,O,X,O
STLJIZO,O,O,O,O,O,O,O
STLJIOZ,O,O,O,O,O,O,O
STLJZIO,O,O,O,O,O,O,O
STLJZOI,O,O,O,O,O,O,O
STLJOIZ,O,O,O,O,O,O,O
STLJOZI,O,O,O,O,O,O,O
STLZIJO,O,O,O,O,X,X,O
STLZIOJ,O,O,O,O,O,X,O
STLZJIO,O,O,O,O,O,X,O
STLZJOI,O,O,O,O,O,X,O
STLZOIJ,O,O,O,O,O,X,O
STLZOJI,O,O,O,O,O,X,O
STLOIJZ,O,O,O,O,O,O,O
STLOIZJ,O,O,X,O,O,X,O
STLOJIZ,O,O,O,O,O,O,O
STLOJZI,O,O,O,O,O,O,O
STLOZIJ,O,O,X,O,O,X,O
STLOZJI,O,O,X,O,O,X,O
STJILZO,O,O,O,O,O,O,O
STJILOZ,O,O,O,O,O,O,O
STJIZLO,X,O,O,O,O,O,O
STJIZOL,X,X,O,X,X,O,O
STJIOLZ,X,O,O,X,O,O,O
STJIOZL,X,X,O,X,X,O,O
STJLIZO,O,O,O,O,O,O,O
STJLIOZ,O,O,O,O,O,O,O
STJLZIO,O,O,O,O,O,O,O
STJLZOI,O,O,O,O,O,O,O
STJLOIZ,O,O,O,O,O,O,O
STJLOZI,O,O,O,O,O,O,O
STJZILO,X,O,O,O,O,O,O
STJZIOL,X,X,O,X,X,O,O
STJZLIO,X,O,O,O,O,O,O
STJZLOI,X,O,O,O,O,O,O
STJZOIL,X,X,O,X,X,O,O
STJZOLI,X,O,O,X,X,O,O
STJOILZ,X,O,O,X,O,O,O
STJOIZL,X,X,O,X,X,O,O
STJOLIZ,X,O,O,X,O,O,O
STJOLZI,X,O,O,X,O,O,O
STJOZIL,X,X,O,X,X,O,O
STJOZLI,X,O,O,X,X,O,O
STZILJO,X,O,O,O,X,X,O
STZILOJ,X,O,O,O,O,X,O
STZIJLO,X,O,O,O,X,O,O
STZIJOL,X,O,O,X,X,O,O
STZIOLJ,X,O,O,X,X,X,O
STZIOJL,X,O,O,X,X,X,O
STZLIJO,X,O,O,O,X,X,O
STZLIOJ,X,O,O,O,O,X,O
STZLJIO,X,O,O,O,O,X,O
STZLJOI,X,O,O,O,O,X,O
STZLOIJ,X,O,O,O,O,X,O
STZLOJI,X,O,O,O,O,X,O
STZJILO,X,O,O,O,O,O,O
STZJIOL,X,O,O,X,X,O,O
STZJLIO,X,O,O,O,O,O,O
STZJLOI,X,O,O,O,O,O,O
STZJOIL,X,O,O,X,X,O,O
STZJOLI,X,O,O,X,X,O,O
STZOILJ,X,O,O,X,X,X,O
STZOIJL,X,O,O,X,X,X,O
STZOLIJ,X,O,O,X,X,X,O
STZOLJI,X,O,O,X,X,X,O
STZOJIL,X,O,O,X,X,X,O
STZOJLI,X,O,O,X,X,X,O
STOILJZ,X,O,O,X,O,O,O
STOILZJ,X,O,X,X,O,X,O
STOIJLZ,X,O,O,X,X,O,O
STOIJZL,X,X,O,X,X,O,O
STOIZLJ,X,X,X,X,X,X,O
STOIZJL,X,X,X,X,X,X,O
STOLIJZ,X,O,O,X,O,O,O
STOLIZJ,X,O,X,X,O,X,O
STOLJIZ,X,O,O,X,O,O,O
STOLJZI,X,O,O,X,O,O,O
STOLZIJ,X,O,X,X,O,X,O
STOLZJI,X,O,X,X,O,X,O
STOJILZ,X,O,O,X,O,O,O
STOJIZL,X,X,O,X,X,O,O
STOJLIZ,X,O,O,X,O,O,O
STOJLZI,X,O,O,X,O,O,O
STOJZIL,X,X,O,X,X,O,O
STOJZLI,X,O,O,X,X,O,O
STOZILJ,X,O,X,X,X,X,O
STOZIJL,X,O,X,X,X,X,O
STOZLIJ,X,O,X,X,X,X,O
STOZLJI,X,O,X,X,X,X,O
STOZJIL,X,O,X,X,X,X,O
STOZJLI,X,O,X,X,X,X,O
SITLJZO,O,O,O,O,O,O,O
SITLJOZ,O,O,O,O,O,O,O
SITLZJO,O,O,O,O,X,X,O
SITLZOJ,O,O,O,O,O,X,O
SITLOJZ,O,O,O,O,O,O,O
SITLOZJ,O,O,X,O,O,X,O
SITJLZO,O,O,O,O,O,O,O
SITJLOZ,O,O,O,O,O,O,O
SITJZLO,X,O,O,O,O,O,O
SITJZOL,X,X,O,X,X,O,O
SITJOLZ,X,O,O,X,O,O,O
SITJOZL,X,X,O,X,X,O,O
SITZLJO,X,O,O,O,X,X,O
SITZLOJ,X,O,O,O,O,X,O
SITZJLO,X,O,O,O,X,O,O
SITZJOL,X,O,O,X,X,O,O
SITZOLJ,X,O,O,X,X,X,O
SITZOJL,X,O,O,X,X,X,O
SITOLJZ,X,O,O,X,O,O,O
SITOLZJ,X,O,X,X,O,X,O
SITOJLZ,X,O,O,X,X,O,O
SITOJZL,X,X,O,X,X,O,O
SITOZLJ,X,X,X,X,X,X,O
SITOZJL,X,X,X,X,X,X,O
SILTJZO,O,O,O,O,O,O,O
SILTJOZ,O,O,O,O,O,O,O
SILTZJO,O,O,O,O,X,X,O
SILTZOJ,O,O,O,O,O,X,O
SILTOJZ,O,O,O,O,O,O,O
SILTOZJ,O,O,X,O,O,X,O
SILJTZO,O,O,O,O,O,O,O
SILJTOZ,O,O,O,O,O,O,O
SILJZTO,O,O,O,O,X,O,O
SILJZOT,O,O,O,O,X,O,X
SILJOTZ,O,O,O,O,O,O,O
SILJOZT,O,O,O,O,X,O,X
SILZTJO,O,O,O,O,X,X,O
SILZTOJ,O,O,O,O,X,X,O
SILZJTO,O,O,O,O,X,O,O
SILZJOT,O,O,O,O,X,O,X
SILZOTJ,O,O,O,O,X,X,X
SILZOJT,O,O,O,O,X,O,X
SILOTJZ,O,O,O,O,O,O,O
SILOTZJ,O,O,X,O,O,X,O
SILOJTZ,O,O,O,O,O,O,O
SILOJZT,O,O,O,O,X,O,X
SILOZTJ,O,O,O,O,X,X,X
SILOZJT,O,O,O,O,X,O,X
SIJTLZO,O,O,O,O,O,O,O
SIJTLOZ,O,O,O,O,O,O,O
SIJTZLO,X,O,O,O,O,O,O
SIJTZOL,X,X,O,X,X,O,O
SIJTOLZ,X,O,O,X,O,O,O
SIJTOZL,X,X,O,X,X,O,O
SIJLTZO,O,O,O,O,O,O,O
SIJLTOZ,O,O,O,O,O,O,O
SIJLZTO,O,O,O,O,X,O,O
SIJLZOT,O,O,O,O,X,O,X
SIJLOTZ,O,O,O,O,O,O,O
SIJLOZT,O,O,O,O,X,O,X
SIJZTLO,O,O,O,O,X,O,O
SIJZTOL,O,O,O,X,X,O,O
SIJZLTO,O,O,O,X,X,O,O
SIJZLOT,O,O,O,X,X,O,X
SIJZOTL,X,X,O,X,X,O,X
SIJZOLT,X,X,O,X,X,O,X
SIJOTLZ,X,X,O,O,X,O,O
SIJOTZL,X,X,O,O,X,O,O
SIJOLTZ,X,X,O,O,X,O,O
SIJOLZT,X,X,O,O,X,O,X
SIJOZTL,X,X,O,O,X,O,X
SIJOZLT,X,X,O,X,X,O,X
SIZTLJO,O,O,O,O,X,X,O
SIZTLOJ,O,O,O,O,X,X,O
SIZTJLO,O,O,O,O,X,O,O
SIZTJOL,O,O,O,X,X,O,O
SIZTOLJ,O,O,O,X,X,X,O
SIZTOJL,O,O,O,X,X,X,O
SIZLTJO,O,O,O,X,X,X,O
SIZLTOJ,O,O,O,X,X,X,O
SIZLJTO,O,O,O,X,X,O,O
SIZLJOT,O,O,O,X,X,O,X
