sequence,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BCeBTjBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFzd?B+jBUgBFhBXmBSwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFfj?B6jBUgBFhBTmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFCe?BUgBFhBTjBGrBXrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFTc?BfjB6jBFgBUmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BzdB+jB1lBXmBSwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BCeB1lBTjBGrBXrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFSj?BFgBXhBUjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFGe?BFgBXhBUjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFCe?B3gBTjBerB5mBlqB
SJTZIOL,O,O,O,O,O,O,O,X,O,X
SJTZLIO,O,X,O,X,O,O,O,O,O,X
SJTZLOI,X,X,O,X,O,O,X,O,O,X
SJTZOIL,O,O,O,O,O,O,O,X,O,O
SJTZOLI,O,O,O,O,O,O,O,X,O,O
SJTOILZ,O,X,X,X,O,X,O,O,X,O
SJTOIZL,O,X,X,X,O,O,O,X,X,O
SJTOLIZ,O,X,X,X,O,O,O,O,X,O
SJTOLZI,O,X,O,O,O,O,O,O,X,O
SJTOZIL,O,O,O,O,O,O,O,X,X,O
SJTOZLI,O,O,O,O,O,O,O,X,X,O
SJITLZO,X,X,O,X,O,X,X,O,X,X
SJITLOZ,X,X,X,X,O,X,X,O,X,X
SJITZLO,X,X,O,X,O,X,X,O,X,X
SJITZOL,X,X,O,X,O,X,X,X,X,X
SJITOLZ,X,X,X,X,O,X,X,O,X,X
SJITOZL,X,X,X,X,O,X,X,X,X,X
SJILTZO,X,X,O,X,O,X,X,O,X,X
SJILTOZ,X,X,X,X,O,X,X,O,X,X
SJILZTO,X,O,O,X,O,X,X,X,X,X
SJILZOT,X,O,O,X,O,X,X,X,X,X
SJILOTZ,X,X,X,X,O,X,X,X,X,X
SJILOZT,X,O,O,X,O,X,X,X,X,X
SJIZTLO,X,X,O,X,O,X,X,X,X,X
SJIZTOL,X,O,O,O,O,X,X,X,X,X
SJIZLTO,X,O,O,X,O,X,X,X,X,X
SJIZLOT,X,O,O,X,O,X,X,X,X,X
SJIZOTL,X,O,O,O,O,X,X,X,X,O
SJIZOLT,X,O,O,O,O,X,X,X,X,O
SJIOTLZ,X,X,X,X,O,X,X,X,X,O
SJIOTZL,X,X,X,X,O,X,X,X,X,O
SJIOLTZ,X,X,X,X,O,X,X,X,X,O
SJIOLZT,X,O,O,O,O,X,X,X,X,O
SJIOZTL,X,O,O,O,O,X,X,X,X,O
SJIOZLT,X,O,O,O,O,X,X,X,X,O
SJLTIZO,X,X,O,X,O,O,O,O,X,X
SJLTIOZ,X,X,X,X,O,O,X,O,X,X
SJLTZIO,O,O,O,X,O,O,O,O,X,X
SJLTZOI,X,O,O,X,O,O,X,O,X,X
SJLTOIZ,X,X,X,X,O,O,X,O,X,X
SJLTOZI,X,O,O,X,O,O,X,O,X,X
SJLITZO,X,X,O,X,O,X,X,O,X,X
SJLITOZ,X,X,X,X,O,X,X,O,X,X
SJLIZTO,X,O,O,X,O,X,X,X,X,X
SJLIZOT,X,O,O,X,O,X,X,X,X,X
SJLIOTZ,X,X,X,X,O,X,X,X,X,X
SJLIOZT,X,O,O,X,O,X,X,X,X,X
SJLZTIO,O,O,O,X,O,O,O,O,X,X
SJLZTOI,X,O,O,X,O,O,X,O,X,X
SJLZITO,O,O,O,X,O,X,O,X,X,X
SJLZIOT,O,O,O,X,O,O,O,X,X,X
SJLZOTI,X,O,O,X,O,O,X,X,X,O
SJLZOIT,X,O,O,X,O,O,X,X,X,O
SJLOTIZ,X,X,X,X,O,O,X,O,X,O
SJLOTZI,X,O,O,X,O,O,X,O,X,O
SJLOITZ,X,X,X,X,O,X,X,X,X,O
SJLOIZT,X,O,O,X,O,X,X,X,X,O
SJLOZTI,X,O,O,X,O,O,X,X,X,O
SJLOZIT,X,O,O,X,O,O,X,X,X,O
SJZTILO,O,X,O,X,O,X,O,O,O,X
SJZTIOL,O,O,O,O,O,O,O,X,O,X
SJZTLIO,O,X,O,X,O,O,O,O,O,X
SJZTLOI,X,X,O,X,O,O,X,O,O,X
SJZTOIL,O,O,O,O,O,O,O,X,O,O
SJZTOLI,O,O,O,O,O,O,O,X,O,O
SJZITLO,X,X,O,X,O,X,X,X,O,X
SJZITOL,X,O,O,O,O,X,X,X,O,X
SJZILTO,O,O,O,X,O,X,O,X,X,X
SJZILOT,O,O,O,X,O,X,O,X,X,X
SJZIOTL,X,O,O,O,O,O,X,X,X,O
SJZIOLT,O,O,O,O,O,O,O,X,X,O
SJZLTIO,O,O,O,X,O,O,O,O,O,X
SJZLTOI,X,O,O,X,O,O,X,O,O,X
SJZLITO,O,O,O,X,O,X,O,X,X,X
SJZLIOT,O,O,O,X,O,O,O,X,X,X
SJZLOTI,X,O,O,X,O,O,X,X,X,O
SJZLOIT,X,O,O,X,O,O,X,X,X,O
SJZOTIL,O,O,O,O,O,O,O,X,O,O
SJZOTLI,O,O,O,O,O,O,O,X,O,O
SJZOITL,X,O,O,O,O,O,X,X,X,O
SJZOILT,O,O,O,O,O,O,O,X,X,O
SJZOLTI,O,O,O,O,O,O,O,X,X,O
SJZOLIT,O,O,O,O,O,O,O,X,X,O
SJOTILZ,O,X,X,X,O,X,O,O,X,O
SJOTIZL,O,X,X,X,O,O,O,X,X,O
SJOTLIZ,O,X,X,X,O,O,O,O,X,O
SJOTLZI,O,X,O,O,O,O,O,O,X,O
SJOTZIL,O,O,O,O,O,O,O,X,X,O
SJOTZLI,O,O,O,O,O,O,O,X,X,O
SJOITLZ,X,X,X,X,O,X,X,X,X,O
SJOITZL,X,X,X,X,O,X,X,X,X,O
SJOILTZ,X,X,X,X,O,X,X,X,X,O
SJOILZT,X,O,O,O,O,X,X,X,X,O
SJOIZTL,X,O,O,O,O,X,X,X,X,O
SJOIZLT,X,O,O,O,O,X,X,X,X,O
SJOLTIZ,O,X,X,X,O,O,O,O,X,O
SJOLTZI,O,O,O,O,O,O,O,O,X,O
SJOLITZ,X,X,X,X,O,X,X,X,X,O
SJOLIZT,X,O,O,O,O,X,X,X,X,O
SJOLZTI,O,O,O,O,O,O,O,X,X,O
SJOLZIT,O,O,O,O,O,O,O,X,X,O
SJOZTIL,O,O,O,O,O,O,O,X,X,O
SJOZTLI,O,O,O,O,O,O,O,X,X,O
SJOZITL,X,O,O,O,O,O,X,X,X,O
SJOZILT,O,O,O,O,O,O,O,X,X,O
SJOZLTI,O,O,O,O,O,O,O,X,X,O
SJOZLIT,O,O,O,O,O,O,O,X,X,O
SZTILJO,O,X,O,X,O,X,X,O,O,X
SZTILOJ,O,X,O,X,O,X,O,O,X,X
SZTIJLO,O,X,O,X,O,X,X,X,O,X
SZTIJOL,O,O,O,X,O,O,X,X,O,X
SZTIOLJ,O,X,O,O,O,X,O,X,X,X
SZTIOJL,O,X,X,X,X,X,X,X,O,X
SZTLIJO,O,X,O,X,O,X,X,O,O,X
SZTLIOJ,O,X,O,X,O,X,O,O,X,X
SZTLJIO,O,X,O,X,O,X,X,O,O,X
SZTLJOI,X,X,O,X,O,X,X,O,O,X
SZTLOIJ,O,X,O,X,O,X,X,O,X,X
SZTLOJI,O,X,O,X,X,X,X,O,X,X
SZTJILO,O,X,O,X,O,X,X,X,O,X
SZTJIOL,O,O,O,X,O,O,X,X,O,X
SZTJLIO,O,X,O,X,O,O,X,X,O,X
SZTJLOI,X,X,O,X,O,O,X,X,O,X
SZTJOIL,O,O,O,X,O,O,X,X,O,X
SZTJOLI,O,O,O,X,O,O,X,X,O,X
SZTOILJ,O,X,O,O,O,X,O,X,X,X
SZTOIJL,O,X,X,X,X,X,X,X,O,X
SZTOLIJ,O,X,O,O,O,X,O,X,X,X
SZTOLJI,O,X,O,O,X,X,O,X,X,X
SZTOJIL,O,X,X,X,X,X,O,X,O,X
SZTOJLI,O,X,X,X,X,X,O,X,O,X
SZITLJO,O,X,O,X,O,X,X,X,O,X
SZITLOJ,O,X,O,X,O,X,X,X,X,X
SZITJLO,O,X,O,X,O,X,X,X,O,X
SZITJOL,O,O,O,X,O,X,X,X,O,X
SZITOLJ,O,X,O,O,O,X,X,X,X,X
SZITOJL,O,X,X,X,X,X,X,X,O,X
SZILTJO,O,O,O,X,O,X,X,X,O,X
SZILTOJ,O,X,O,X,O,X,O,X,O,X
SZILJTO,O,O,O,X,O,X,O,X,O,X
SZILJOT,O,O,O,X,O,X,O,X,X,X
SZILOTJ,O,X,O,X,O,X,O,X,X,X
SZILOJT,O,X,O,X,X,X,O,X,X,X
SZIJTLO,X,X,O,X,O,X,X,X,O,X
SZIJTOL,X,O,O,O,O,X,X,X,O,X
SZIJLTO,O,O,O,X,O,X,X,X,O,X
SZIJLOT,O,O,O,X,O,X,X,X,X,X
SZIJOTL,X,O,O,O,O,O,X,X,X,X
SZIJOLT,O,O,O,O,O,O,X,X,X,X
SZIOTLJ,O,X,O,O,X,X,X,X,X,X
SZIOTJL,O,X,X,X,X,X,X,X,X,X
SZIOLTJ,O,X,O,O,O,X,O,X,X,X
SZIOLJT,O,X,O,O,X,X,O,X,X,X
SZIOJTL,X,X,O,O,X,X,X,X,X,X
SZIOJLT,O,X,O,O,X,X,X,X,X,X
SZLTIJO,O,O,O,X,O,O,X,O,O,X
SZLTIOJ,O,X,O,X,O,X,O,O,O,X
SZLTJIO,O,O,O,X,O,O,X,O,O,X
SZLTJOI,X,O,O,X,O,O,X,O,O,X
SZLTOIJ,O,X,O,X,O,X,X,O,O,X
SZLTOJI,O,X,O,X,X,X,X,O,O,X
SZLITJO,O,O,O,X,O,X,X,X,O,X
SZLITOJ,O,X,O,X,O,X,O,X,O,X
SZLIJTO,O,O,O,X,O,X,O,X,O,X
SZLIJOT,O,O,O,X,O,O,O,X,X,X
SZLIOTJ,O,X,O,X,O,X,O,X,X,X
SZLIOJT,O,X,O,X,X,X,O,X,X,X
SZLJTIO,O,O,O,X,O,O,O,X,O,X
SZLJTOI,X,O,O,X,O,O,X,X,O,X
SZLJITO,O,O,O,X,O,X,O,X,O,X
SZLJIOT,O,O,O,X,O,O,O,X,X,X
SZLJOTI,X,O,O,X,O,O,X,X,O,X
SZLJOIT,X,O,O,X,O,O,X,X,X,X
SZLOTIJ,O,X,O,X,O,X,X,X,O,X
SZLOTJI,O,X,O,X,X,X,X,X,O,X
SZLOITJ,O,X,O,X,O,X,X,X,X,X
SZLOIJT,O,X,O,X,X,X,X,X,X,X
SZLOJTI,O,X,O,X,X,X,X,X,O,X
SZLOJIT,O,X,O,X,X,X,X,X,X,X
SZJTILO,O,X,O,X,O,X,O,X,O,X
SZJTIOL,O,O,O,O,O,O,O,X,O,X
SZJTLIO,O,X,O,X,O,O,O,X,O,X
SZJTLOI,X,X,O,X,O,O,X,X,O,X
SZJTOIL,O,O,O,O,O,O,O,X,O,O
SZJTOLI,O,O,O,O,O,O,O,X,O,O
SZJITLO,X,X,O,X,O,X,X,X,O,X
SZJITOL,X,O,O,O,O,X,X,X,O,X
SZJILTO,O,O,O,X,O,X,O,X,O,X
SZJILOT,O,O,O,X,O,X,O,X,X,X
SZJIOTL,X,O,O,O,O,O,X,X,X,O
SZJIOLT,O,O,O,O,O,O,O,X,X,O
SZJLTIO,O,O,O,X,O,O,O,X,O,X
SZJLTOI,X,O,O,X,O,O,X,X,O,X
SZJLITO,O,O,O,X,O,X,O,X,O,X
SZJLIOT,O,O,O,X,O,O,O,X,X,X
SZJLOTI,X,O,O,X,O,O,X,X,O,O
SZJLOIT,X,O,O,X,O,O,X,X,X,O
SZJOTIL,O,O,O,O,O,O,O,X,O,O
SZJOTLI,O,O,O,O,O,O,O,X,O,O
SZJOITL,X,O,O,O,O,O,X,X,X,O
SZJOILT,O,O,O,O,O,O,O,X,X,O
SZJOLTI,O,O,O,O,O,O,O,X,X,O
SZJOLIT,O,O,O,O,O,O,O,X,X,O
SZOTILJ,O,X,O,O,O,X,O,X,X,X
SZOTIJL,O,X,X,X,X,X,X,X,O,X
SZOTLIJ,O,X,O,O,O,X,O,X,X,X
SZOTLJI,O,X,O,O,X,X,O,X,X,X
SZOTJIL,O,X,X,X,X,X,O,X,O,X
SZOTJLI,O,X,X,X,X,X,O,X,O,X
SZOITLJ,O,X,O,O,X,X,X,X,X,X
SZOITJL,O,X,X,X,X,X,X,X,X,X
SZOILTJ,O,X,O,O,O,X,O,X,X,X
SZOILJT,O,X,O,O,X,X,O,X,X,X
SZOIJTL,X,X,O,O,X,X,X,X,X,X
SZOIJLT,O,X,O,O,X,X,X,X,X,X
SZOLTIJ,O,X,O,O,O,X,O,X,X,X
SZOLTJI,O,X,O,O,X,X,O,X,X,X
SZOLITJ,O,X,O,O,O,X,O,X,X,X
SZOLIJT,O,X,O,O,X,X,O,X,X,X
SZOLJTI,O,X,O,O,X,X,O,X,X,O
SZOLJIT,O,X,O,O,X,X,O,X,X,O
SZOJTIL,O,X,O,O,X,X,O,X,O,O
SZOJTLI,O,X,O,O,X,X,O,X,O,O
SZOJITL,X,X,O,O,X,X,X,X,X,O
SZOJILT,O,X,O,O,X,X,O,X,X,O
SZOJLTI,O,X,O,O,X,X,O,X,X,O
SZOJLIT,O,X,O,O,X,X,O,X,X,O
SOTILJZ,O,X,X,X,O,X,X,X,X,X
SOTILZJ,O,X,X,X,O,X,O,O,X,X
SOTIJLZ,O,X,X,X,O,X,X,X,X,X
SOTIJZL,O,X,X,X,O,X,X,X,X,X
SOTIZLJ,O,X,X,X,O,X,O,X,X,X
SOTIZJL,O,X,X,X,X,X,X,X,O,X
SOTLIJZ,O,X,X,X,O,X,X,X,X,X
SOTLIZJ,O,X,X,X,O,X,O,O,X,X
SOTLJIZ,O,X,X,X,O,X,O,X,X,X
SOTLJZI,O,X,X,X,O,X,O,X,X,X
SOTLZIJ,O,X,O,O,O,X,O,O,X,X
SOTLZJI,O,X,O,O,X,X,O,O,X,X
SOTJILZ,O,X,X,X,O,X,O,X,X,X
SOTJIZL,O,X,X,X,O,X,O,X,X,X
SOTJLIZ,O,X,X,X,O,X,O,X,X,X
SOTJLZI,O,X,X,X,O,X,O,X,X,X
SOTJZIL,O,X,X,X,O,X,O,X,X,X
SOTJZLI,O,X,X,X,O,X,O,X,X,X
SOTZILJ,O,X,O,O,O,X,O,X,X,X
SOTZIJL,O,X,X,X,X,X,X,X,O,X
SOTZLIJ,O,X,O,O,O,X,O,X,X,X
SOTZLJI,O,X,O,O,X,X,O,X,X,X
SOTZJIL,O,X,X,X,X,X,O,X,O,X
SOTZJLI,O,X,X,X,X,X,O,X,O,X
SOITLJZ,O,X,X,X,O,X,X,X,X,X
SOITLZJ,O,X,X,X,O,X,X,X,X,X
SOITJLZ,O,X,X,X,O,X,X,X,X,X
SOITJZL,O,X,X,X,O,X,X,X,X,X
SOITZLJ,O,X,X,X,O,X,X,X,X,X
SOITZJL,O,X,X,X,X,X,X,X,X,X
SOILTJZ,O,X,X,X,O,X,X,X,X,X
SOILTZJ,O,X,X,X,O,X,X,X,X,X
SOILJTZ,X,X,X,X,O,X,X,X,X,X
SOILJZT,X,X,O,O,O,X,X,X,X,X
SOILZTJ,O,X,O,O,O,X,X,X,X,X
SOILZJT,O,X,O,O,X,X,X,X,X,X
SOIJTLZ,X,X,X,X,O,X,X,X,X,X
SOIJTZL,X,X,X,X,O,X,X,X,X,X
SOIJLTZ,X,X,X,X,O,X,X,X,X,X
SOIJLZT,X,X,O,O,O,X,X,X,X,X
SOIJZTL,X,X,O,O,O,X,X,X,X,X
SOIJZLT,X,X,O,O,O,X,X,X,X,X
SOIZTLJ,O,X,O,O,X,X,X,X,X,X
SOIZTJL,O,X,X,X,X,X,X,X,X,X
SOIZLTJ,O,X,O,O,O,X,X,X,X,X
SOIZLJT,O,X,O,O,X,X,X,X,X,X
SOIZJTL,X,X,O,O,X,X,X,X,X,X
SOIZJLT,O,X,O,O,X,X,X,X,X,X
SOLTIJZ,O,X,X,X,O,X,X,X,X,X
SOLTIZJ,O,X,X,X,O,X,O,O,X,X
SOLTJIZ,O,X,X,X,O,X,O,X,X,X
SOLTJZI,O,X,X,X,O,X,O,X,X,X
SOLTZIJ,O,X,O,O,O,X,O,O,X,X
SOLTZJI,O,X,O,O,X,X,O,O,X,X
SOLITJZ,O,X,X,X,O,X,X,X,X,X
SOLITZJ,O,X,X,X,O,X,X,X,X,X
SOLIJTZ,X,X,X,X,O,X,X,X,X,X
SOLIJZT,X,X,O,O,O,X,X,X,X,X
SOLIZTJ,O,X,O,O,O,X,X,X,X,X
SOLIZJT,O,X,O,O,X,X,X,X,X,X
SOLJTIZ,O,X,X,X,O,X,O,X,X,O
SOLJTZI,O,X,O,O,O,X,O,X,X,O
SOLJITZ,X,X,X,X,O,X,X,X,X,O
SOLJIZT,X,X,O,O,O,X,X,X,X,O
SOLJZTI,O,X,O,O,O,X,O,X,X,O
SOLJZIT,O,X,O,O,O,X,O,X,X,O
SOLZTIJ,O,X,O,O,O,X,O,X,X,X
SOLZTJI,O,X,O,O,X,X,O,X,X,X
SOLZITJ,O,X,O,O,O,X,O,X,X,X
SOLZIJT,O,X,O,O,X,X,O,X,X,X
SOLZJTI,O,X,O,O,X,X,O,X,X,O
SOLZJIT,O,X,O,O,X,X,O,X,X,O
SOJTILZ,O,X,X,X,O,X,O,X,X,O
SOJTIZL,O,X,X,X,O,X,O,X,X,O
SOJTLIZ,O,X,X,X,O,X,O,X,X,O
SOJTLZI,O,X,O,O,O,X,O,X,X,O
SOJTZIL,O,X,O,O,O,X,O,X,X,O
SOJTZLI,O,X,O,O,O,X,O,X,X,O
SOJITLZ,X,X,X,X,O,X,X,X,X,O
SOJITZL,X,X,X,X,O,X,X,X,X,O
SOJILTZ,X,X,X,X,O,X,X,X,X,O
SOJILZT,X,X,O,O,O,X,X,X,X,O
SOJIZTL,X,X,O,O,O,X,X,X,X,O
SOJIZLT,X,X,O,O,O,X,X,X,X,O
SOJLTIZ,O,X,X,X,O,X,O,X,X,O
SOJLTZI,O,X,O,O,O,X,O,X,X,O
SOJLITZ,X,X,X,X,O,X,X,X,X,O
SOJLIZT,X,X,O,O,O,X,X,X,X,O
SOJLZTI,O,X,O,O,O,X,O,X,X,O
SOJLZIT,O,X,O,O,O,X,O,X,X,O
SOJZTIL,O,X,O,O,O,X,O,X,X,O
SOJZTLI,O,X,O,O,O,X,O,X,X,O
SOJZITL,X,X,O,O,O,X,X,X,X,O
SOJZILT,O,X,O,O,O,X,O,X,X,O
SOJZLTI,O,X,O,O,O,X,O,X,X,O
SOJZLIT,O,X,O,O,O,X,O,X,X,O
SOZTILJ,O,X,O,O,O,X,O,X,X,X
SOZTIJL,O,X,X,X,X,X,X,X,O,X
SOZTLIJ,O,X,O,O,O,X,O,X,X,X
SOZTLJI,O,X,O,O,X,X,O,X,X,X
SOZTJIL,O,X,X,X,X,X,O,X,O,X
SOZTJLI,O,X,X,X,X,X,O,X,O,X
SOZITLJ,O,X,O,O,X,X,X,X,X,X
SOZITJL,O,X,X,X,X,X,X,X,X,X
SOZILTJ,O,X,O,O,O,X,O,X,X,X
SOZILJT,O,X,O,O,X,X,O,X,X,X
SOZIJTL,X,X,O,O,X,X,X,X,X,X
SOZIJLT,O,X,O,O,X,X,X,X,X,X
SOZLTIJ,O,X,O,O,O,X,O,X,X,X
SOZLTJI,O,X,O,O,X,X,O,X,X,X
SOZLITJ,O,X,O,O,O,X,O,X,X,X
SOZLIJT,O,X,O,O,X,X,O,X,X,X
SOZLJTI,O,X,O,O,X,X,O,X,X,O
SOZLJIT,O,X,O,O,X,X,O,X,X,O
SOZJTIL,O,X,O,O,X,X,O,X,O,O
SOZJTLI,O,X,O,O,X,X,O,X,O,O
SOZJITL,X,X,O,O,X,X,X,X,X,O
SOZJILT,O,X,O,O,X,X,O,X,X,O
SOZJLTI,O,X,O,O,X,X,O,X,X,O
SOZJLIT,O,X,O,O,X,X,O,X,X,O
ZTILJSO,X,O,X,X,X,X,O,O,O,X
ZTILJOS,O,O,X,X,X,O,O,X,O,X
ZTILSJO,O,O,O,X,X,X,X,O,O,X
ZTILSOJ,O,X,O,X,X,X,O,O,O,X
ZTILOJS,O,O,X,O,X,X,O,X,O,X
ZTILOSJ,O,X,X,O,X,X,O,X,O,X
ZTIJLSO,X,O,O,X,O,O,X,O,O,X
ZTIJLOS,O,O,X,O,O,O,O,X,O,X
ZTIJSLO,X,X,O,X,O,X,X,O,O,X
ZTIJSOL,X,O,O,O,O,O,X,X,O,X
ZTIJOLS,O,O,X,O,O,O,O,X,X,X
ZTIJOSL,X,O,O,O,O,O,X,X,O,X
ZTISLJO,X,X,O,X,O,X,X,O,O,X
ZTISLOJ,O,X,O,X,O,X,O,O,X,X
ZTISJLO,X,X,O,X,O,X,X,X,O,X
ZTISJOL,X,O,O,X,O,O,X,X,O,X
ZTISOLJ,O,X,O,O,O,X,O,X,X,X
ZTISOJL,X,X,X,X,X,X,X,X,O,X
ZTIOLJS,O,X,X,O,X,X,O,X,X,X
ZTIOLSJ,O,X,X,O,X,X,O,X,X,X
ZTIOJLS,O,O,X,O,X,O,O,X,X,X
ZTIOJSL,X,O,X,O,X,O,O,X,O,X
ZTIOSLJ,O,X,O,O,O,X,O,X,X,X
ZTIOSJL,O,X,X,X,X,X,X,X,O,X
ZTLIJSO,X,O,X,X,X,O,O,O,O,X
ZTLIJOS,O,O,X,X,X,O,O,X,O,X
ZTLISJO,O,O,O,X,X,O,X,O,O,X
ZTLISOJ,O,X,O,X,X,X,O,O,O,X
ZTLIOJS,O,O,X,O,X,O,O,X,O,X
ZTLIOSJ,O,X,X,O,X,X,O,X,O,X
ZTLJISO,X,O,X,X,X,O,O,O,O,X
ZTLJIOS,O,O,X,X,X,O,O,X,O,X
ZTLJSIO,X,O,X,X,X,O,O,O,O,X
ZTLJSOI,X,O,X,X,X,O,X,O,O,X
ZTLJOIS,X,O,X,X,X,O,O,X,O,X
ZTLJOSI,X,O,X,X,X,O,X,X,O,X
ZTLSIJO,O,O,O,X,X,O,X,O,O,X
ZTLSIOJ,O,X,O,X,X,X,O,O,O,X
ZTLSJIO,O,O,O,X,X,O,X,O,O,X
ZTLSJOI,X,O,O,X,X,O,X,O,O,X
ZTLSOIJ,O,X,O,X,X,X,X,O,O,X
ZTLSOJI,X,X,O,X,X,X,X,O,O,X
ZTLOIJS,O,O,X,O,X,O,O,X,O,X
ZTLOISJ,O,X,X,O,X,X,O,X,O,X
ZTLOJIS,O,O,X,O,X,O,O,X,O,X
ZTLOJSI,O,O,X,O,X,O,O,X,O,X
ZTLOSIJ,O,X,X,O,X,X,O,X,O,X
ZTLOSJI,O,X,X,O,X,X,O,X,O,X
ZTJILSO,X,O,O,X,O,O,O,O,O,X
ZTJILOS,O,O,X,O,O,O,O,X,O,X
ZTJISLO,X,X,O,X,O,X,O,O,O,X
ZTJISOL,X,O,O,O,O,O,O,X,O,X
ZTJIOLS,O,O,X,O,O,O,O,X,X,X
ZTJIOSL,X,O,O,O,O,O,O,X,O,X
ZTJLISO,X,O,O,X,O,O,O,O,O,X
ZTJLIOS,O,O,X,O,O,O,O,X,O,X
ZTJLSIO,X,O,O,X,O,O,O,O,O,X
ZTJLSOI,X,O,O,X,O,O,X,O,O,X
ZTJLOIS,X,O,X,O,O,O,O,X,O,X
ZTJLOSI,X,O,X,O,O,O,O,X,O,X
ZTJSILO,X,X,O,X,O,X,O,O,O,X
ZTJSIOL,X,O,O,O,O,O,O,X,O,X
ZTJSLIO,X,X,O,X,O,O,O,O,O,X
ZTJSLOI,X,X,O,X,O,O,X,O,O,X
ZTJSOIL,X,O,O,O,O,O,O,X,O,O
ZTJSOLI,X,O,O,O,O,O,O,X,O,O
ZTJOILS,O,O,X,O,O,O,O,X,X,X
ZTJOISL,X,O,O,O,O,O,O,X,O,X
ZTJOLIS,O,O,X,O,O,O,O,X,X,X
ZTJOLSI,O,O,X,O,O,O,O,X,X,O
ZTJOSIL,O,O,O,O,O,O,O,X,O,O
ZTJOSLI,O,O,O,O,O,O,O,X,O,O
ZTSILJO,O,X,O,X,O,X,X,O,O,X
ZTSILOJ,O,X,O,X,O,X,O,O,X,X
ZTSIJLO,O,X,O,X,O,X,X,X,O,X
ZTSIJOL,O,O,O,X,O,O,X,X,O,X
ZTSIOLJ,O,X,O,O,O,X,O,X,X,X
ZTSIOJL,O,X,X,X,X,X,X,X,O,X
ZTSLIJO,O,X,O,X,O,X,X,O,O,X
ZTSLIOJ,O,X,O,X,O,X,O,O,X,X
ZTSLJIO,O,X,O,X,O,X,X,O,O,X
ZTSLJOI,X,X,O,X,O,X,X,O,O,X
ZTSLOIJ,O,X,O,X,O,X,X,O,X,X
ZTSLOJI,O,X,O,X,X,X,X,O,X,X
ZTSJILO,O,X,O,X,O,X,X,X,O,X
ZTSJIOL,O,O,O,X,O,O,X,X,O,X
ZTSJLIO,O,X,O,X,O,O,X,X,O,X
ZTSJLOI,X,X,O,X,O,O,X,X,O,X
ZTSJOIL,O,O,O,X,O,O,X,X,O,X
ZTSJOLI,O,O,O,X,O,O,X,X,O,X
ZTSOILJ,O,X,O,O,O,X,O,X,X,X
ZTSOIJL,O,X,X,X,X,X,X,X,O,X
ZTSOLIJ,O,X,O,O,O,X,O,X,X,X
ZTSOLJI,O,X,O,O,X,X,O,X,X,X
ZTSOJIL,O,X,X,X,X,X,O,X,O,X
ZTSOJLI,O,X,X,X,X,X,O,X,O,X
ZTOILJS,O,X,X,O,X,X,O,X,X,X
ZTOILSJ,O,X,X,O,X,X,O,X,X,X
ZTOIJLS,O,O,X,O,X,O,O,X,X,X
ZTOIJSL,X,O,X,O,X,O,O,X,O,X
ZTOISLJ,O,X,O,O,O,X,O,X,X,X
ZTOISJL,O,X,X,X,X,X,X,X,O,X
ZTOLIJS,O,X,X,O,X,X,O,X,X,X
ZTOLISJ,O,X,X,O,X,X,O,X,X,X
ZTOLJIS,O,X,X,O,X,X,O,X,X,X
ZTOLJSI,O,X,X,O,X,X,O,X,X,O
ZTOLSIJ,O,X,X,O,X,X,O,X,X,X
ZTOLSJI,O,X,X,O,X,X,O,X,X,X
ZTOJILS,O,O,X,O,X,O,O,X,X,X
ZTOJISL,X,O,X,O,X,O,O,X,O,X
ZTOJLIS,O,O,X,O,X,O,O,X,X,X
ZTOJLSI,O,O,X,O,X,O,O,X,X,O
ZTOJSIL,O,O,X,O,X,O,O,X,O,O
ZTOJSLI,O,O,X,O,X,O,O,X,O,O
ZTOSILJ,O,X,O,O,O,X,O,X,X,X
ZTOSIJL,O,X,X,X,X,X,X,X,O,X
ZTOSLIJ,O,X,O,O,O,X,O,X,X,X
ZTOSLJI,O,X,O,O,X,X,O,X,X,X
ZTOSJIL,O,X,X,X,X,X,O,X,O,X
ZTOSJLI,O,X,X,X,X,X,O,X,O,X
ZITLJSO,X,O,X,X,X,X,O,O,O,X
ZITLJOS,O,O,X,X,X,O,O,X,O,X
ZITLSJO,O,O,O,X,X,X,X,O,O,X
ZITLSOJ,O,X,O,X,X,X,O,O,O,X
ZITLOJS,O,O,X,O,X,X,O,X,O,X
ZITLOSJ,O,X,X,O,X,X,O,X,O,X
ZITJLSO,X,O,O,X,O,O,X,O,O,X
