sequence,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BTeBfmBlhB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?BSjBzgB3iBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFTd?BChBcoB/rBFnBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxdBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFTd?B6jBWnBZoBXhBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFXd?BzgBSnBcoBlrBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBlhBTjB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?B+jBzgB3iBatBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFxc?BTeBFmBXnBOtBCsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFRd?BOnBTmBFoB/rBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFlc?BTeBxmBOtBcnB/rB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxiBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBcoBzmBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFZh?B3dBzmBFoBurBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8JeRBJvhFcn?BTjBlgBCiB/rBOtB
ZIJOLTS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZIJOLST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZIJOSTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIJOSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZISTLJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISTLOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZISTJLO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISTJOL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZISTOLJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZISTOJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZISLTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZISLTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZISLJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZISLJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZISLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZISLOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZISJTLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZISJTOL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZISJLTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISJLOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZISJOTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZISJOLT,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O
ZISOTLJ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZISOTJL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZISOLTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZISOLJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZISOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZISOJLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZIOTLJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
ZIOTLSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZIOTJLS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZIOTJSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZIOTSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZIOTSJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
ZIOLTJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZIOLTSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZIOLJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZIOLJST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZIOLSTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZIOLSJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZIOJTLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZIOJTSL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZIOJLTS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZIOJLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZIOJSTL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZIOJSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZIOSTLJ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZIOSTJL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZIOSLTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZIOSLJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZIOSJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZIOSJLT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZLTIJSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLTIJOS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLTISJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLTISOJ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZLTIOJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZLTIOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZLTJISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLTJIOS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLTJSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLTJSOI,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZLTJOIS,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X
ZLTJOSI,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLTSIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
ZLTSIOJ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZLTSJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZLTSJOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
ZLTSOIJ,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZLTSOJI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZLTOIJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZLTOISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZLTOJIS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLTOJSI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLTOSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZLTOSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZLITJSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLITJOS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLITSJO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZLITSOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLITOJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZLITOSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZLIJTSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLIJTOS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLIJSTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZLIJSOT,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLIJOTS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLIJOST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLISTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLISTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLISJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLISJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLISOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X
ZLISOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZLIOTJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZLIOTSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZLIOJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLIOJST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLIOSTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZLIOSJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZLJTISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLJTIOS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZLJTSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLJTSOI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZLJTOIS,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZLJTOSI,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
ZLJITSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJITOS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLJISTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZLJISOT,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZLJIOTS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLJIOST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJSTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLJSTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLJSITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLJOTIS,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLJOTSI,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
ZLJOITS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZLJOIST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZLJOSTI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLJOSIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLSTIJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSTIOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZLSTJIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSTJOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSTOIJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZLSTOJI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSITJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZLSITOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSIJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZLSIOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZLSIOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZLSJTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSJTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSJITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSJIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSJOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZLSOTIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
ZLSOTJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZLSOITJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZLSOIJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZLSOJTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZLSOJIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZLOTIJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZLOTISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZLOTJIS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLOTJSI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLOTSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZLOTSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZLOITJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZLOITSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZLOIJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOIJST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZLOISTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZLOISJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZLOJTIS,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLOJTSI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZLOJITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLOJSTI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZLOJSIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZLOSTIJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZLOSTJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZLOSITJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZLOSIJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZLOSJTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZLOSJIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZJTILSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTILOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJTISLO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJTISOL,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJTIOLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZJTIOSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJTLISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJTLIOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJTLSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJTLSOI,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X
ZJTLOIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
ZJTLOSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZJTSILO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJTSIOL,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJTSLIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJTSLOI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJTSOIL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJTSOLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJTOILS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZJTOISL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJTOLIS,O,O,X,X,O,O,X,O,O,O,X,X,X,X,X
ZJTOLSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZJTOSIL,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJTOSLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJITLSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJITLOS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJITSLO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJITSOL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJITOLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZJITOSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZJILTSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJILTOS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZJILSTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZJILSOT,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZJILOTS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZJILOST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJISTLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJISTOL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJISLTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJISLOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJISOTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJISOLT,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X
ZJIOTLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZJIOTSL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJIOLTS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZJIOLST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJIOSTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZJIOSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJLTISO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLTIOS,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJLTSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLTSOI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJLTOIS,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
ZJLTOSI,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
ZJLITSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJLITOS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZJLISTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
ZJLISOT,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZJLIOTS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZJLIOST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJLSTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLSTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLSITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZJLSOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJLOTIS,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJLOTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJLOITS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZJLOIST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJLOSTI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJLOSIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJSTILO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJSTIOL,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
ZJSTLIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZJSTLOI,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
ZJSTOIL,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
ZJSTOLI,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
ZJSITLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITOL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSILTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSILOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSIOTL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZJSIOLT,O,X,X,O,O,X,X,O,X,X,X,X,O,X,O
ZJSLTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLOTI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZJSLOIT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZJSOTIL,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
ZJSOTLI,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X
ZJSOITL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZJSOILT,O,X,X,O,O,X,X,O,X,X,X,X,O,X,O
ZJSOLTI,O,X,X,O,X,X,O,O,X,X,X,X,O,X,X
ZJSOLIT,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X
ZJOTILS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZJOTISL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJOTLIS,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZJOTLSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZJOTSIL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJOTSLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJOITLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZJOITSL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZJOILTS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZJOILST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJOISTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZJOISLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZJOLTIS,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJOLTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZJOLITS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X
ZJOLIST,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZJOLSTI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZJOLSIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZJOSTIL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZJOSTLI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZJOSITL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZJOSILT,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O
ZJOSLTI,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
ZJOSLIT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZSTILJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
ZSTILOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZSTIJLO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
ZSTIJOL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZSTIOLJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,O
ZSTIOJL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
ZSTLIJO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
ZSTLIOJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
ZSTLJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSTLJOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
ZSTLOIJ,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
ZSTLOJI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZSTJILO,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
ZSTJIOL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZSTJLIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSTJLOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSTJOIL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZSTJOLI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSTOILJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,O
ZSTOIJL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
ZSTOLIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
ZSTOLJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZSTOJIL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSTOJLI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSITLJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSITLOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSITJLO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSITJOL,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
ZSITOLJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZSITOJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZSILTJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSILTOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSILJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSILJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZSILOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSIJTLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJTOL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSIJLTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSIJOTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIJOLT,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O
ZSIOTLJ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZSIOTJL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZSIOLTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
