sequence,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kBl?gB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB/qBOrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbBTeBlhBR?qBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhFTeB6kB0gBl?hB2qBXrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhFTeB0fBlhBR?qBfrBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhF0cBTeBigBR?qBFrBGqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jem6IvhF0cBTeB6kBx?lBlqBfrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex7IvhFTeBmfBfmBl?hB6kB0qB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Jex6IvhF0cBTeB6kB/?qBFmBmqB,v115@5gB8IeA8BeA8EeE8DeH8BeE8JeU7IvhFTeBlhBRlB/?kBmqBCrB,v115@5gB8IeA8BeA8EeE8DeH8BeE8Je//IvhFUbB1hBTeBx?lBarBGqB
IZTOSLJ,X,X,X,O,X,O,O,X,X,X,X,O
IZTOSJL,X,X,X,O,X,O,O,X,X,X,X,O
IZLTJSO,X,X,X,X,X,X,O,O,X,X,X,X
IZLTJOS,X,X,X,X,X,X,O,O,X,X,X,X
IZLTSJO,X,X,X,X,X,X,O,O,X,X,X,X
IZLTSOJ,X,X,X,X,X,X,O,O,X,X,X,X
IZLTOJS,O,O,X,X,X,X,O,O,X,X,X,X
IZLTOSJ,O,X,X,X,X,X,O,O,X,O,X,X
IZLJTSO,X,O,X,X,X,X,X,O,X,X,X,X
IZLJTOS,O,O,X,X,X,X,X,O,X,X,X,X
IZLJSTO,O,O,X,X,X,O,X,X,X,X,X,X
IZLJSOT,O,O,X,X,X,O,X,X,X,X,X,X
IZLJOTS,O,O,X,X,X,X,X,O,X,X,X,X
IZLJOST,O,O,X,X,X,O,X,X,X,O,X,X
IZLSTJO,O,X,X,X,X,O,O,X,X,X,X,X
IZLSTOJ,O,X,X,X,X,O,O,X,X,O,X,X
IZLSJTO,X,X,X,X,X,O,X,X,X,X,X,X
IZLSJOT,O,X,X,X,X,O,X,X,X,O,X,X
IZLSOTJ,O,X,X,X,X,O,O,X,X,O,X,X
IZLSOJT,O,O,X,X,X,O,X,X,X,O,X,X
IZLOTJS,O,O,X,X,X,X,O,O,X,X,X,X
IZLOTSJ,O,X,X,X,X,X,O,O,X,O,X,X
IZLOJTS,O,O,X,X,X,X,X,O,X,X,X,X
IZLOJST,O,O,X,X,X,O,X,X,X,O,X,X
IZLOSTJ,O,X,X,X,X,O,O,X,X,O,X,X
IZLOSJT,O,O,X,X,X,O,X,X,X,O,X,X
IZJTLSO,X,O,X,X,X,X,O,X,X,X,X,X
IZJTLOS,O,O,X,X,X,X,O,X,X,X,X,X
IZJTSLO,X,X,X,O,X,O,O,X,X,X,X,O
IZJTSOL,X,O,X,O,X,O,O,X,X,X,X,O
IZJTOLS,O,O,X,X,X,X,O,X,X,X,X,X
IZJTOSL,X,O,X,O,X,O,O,X,X,X,X,O
IZJLTSO,X,O,X,X,X,X,X,X,X,X,X,X
IZJLTOS,O,O,X,X,X,X,X,X,X,X,X,X
IZJLSTO,O,O,X,X,X,O,X,X,X,X,X,X
IZJLSOT,O,O,X,X,X,O,X,X,X,X,X,X
IZJLOTS,O,O,X,X,X,X,X,X,X,X,X,X
IZJLOST,O,O,X,X,X,O,X,X,X,X,X,X
IZJSTLO,O,X,X,O,X,O,O,X,O,X,X,O
IZJSTOL,O,X,X,O,X,O,O,X,O,X,X,O
IZJSLTO,O,X,X,O,X,O,X,X,X,X,X,O
IZJSLOT,O,X,X,O,X,O,X,X,X,X,X,O
IZJSOTL,O,X,X,O,X,O,O,X,O,X,X,O
IZJSOLT,O,X,X,O,X,O,X,X,X,X,X,O
IZJOTLS,O,O,X,X,X,X,O,X,X,X,X,X
IZJOTSL,X,O,X,O,X,O,O,X,X,X,X,O
IZJOLTS,O,O,X,X,X,X,X,X,X,X,X,X
IZJOLST,O,O,X,X,X,O,X,X,X,X,X,X
IZJOSTL,O,X,X,O,X,O,O,X,O,X,X,O
IZJOSLT,O,X,X,O,X,O,X,X,X,X,X,O
IZSTLJO,O,X,X,X,X,O,O,X,O,X,X,X
IZSTLOJ,O,X,X,O,X,O,O,X,O,X,X,O
IZSTJLO,X,X,X,O,X,O,O,X,O,X,X,O
IZSTJOL,O,X,X,O,X,O,O,X,O,X,X,O
IZSTOLJ,O,X,X,O,X,O,O,X,O,X,X,O
IZSTOJL,O,X,X,O,X,O,O,X,O,X,X,O
IZSLTJO,O,X,X,X,X,O,O,X,X,X,X,X
IZSLTOJ,O,X,X,O,X,O,O,X,X,O,X,O
IZSLJTO,X,X,X,O,X,O,X,X,X,X,X,O
IZSLJOT,O,X,X,O,X,O,X,X,X,O,X,O
IZSLOTJ,O,X,X,O,X,O,O,X,X,O,X,O
IZSLOJT,O,X,X,O,X,O,X,X,X,O,X,O
IZSJTLO,X,X,X,O,X,O,O,X,O,X,X,O
IZSJTOL,X,X,X,O,X,O,O,X,O,X,X,O
IZSJLTO,X,X,X,O,X,O,X,X,X,X,X,O
IZSJLOT,X,X,X,O,X,O,X,X,X,X,X,O
IZSJOTL,X,X,X,O,X,O,O,X,O,X,X,O
IZSJOLT,X,X,X,O,X,O,X,X,X,X,X,O
IZSOTLJ,O,X,X,O,X,O,O,X,O,X,X,O
IZSOTJL,O,X,X,O,X,O,O,X,O,X,X,O
IZSOLTJ,O,X,X,O,X,O,O,X,X,O,X,O
IZSOLJT,O,X,X,O,X,O,X,X,X,O,X,O
IZSOJTL,X,X,X,O,X,O,O,X,O,X,X,O
IZSOJLT,X,X,X,O,X,O,X,X,X,X,X,O
IZOTLJS,X,X,X,X,X,X,O,X,X,X,X,X
IZOTLSJ,X,X,X,X,X,X,O,X,X,X,X,X
IZOTJLS,X,X,X,X,X,X,O,X,X,X,X,X
IZOTJSL,X,X,X,O,X,O,O,X,X,X,X,O
IZOTSLJ,X,X,X,O,X,O,O,X,X,X,X,O
IZOTSJL,X,X,X,O,X,O,O,X,X,X,X,O
IZOLTJS,O,O,X,X,X,X,O,O,X,X,X,X
IZOLTSJ,O,X,X,X,X,X,O,O,X,O,X,X
IZOLJTS,O,O,X,X,X,X,X,O,X,X,X,X
IZOLJST,O,O,X,X,X,O,X,X,X,O,X,X
IZOLSTJ,O,X,X,X,X,O,O,X,X,O,X,X
IZOLSJT,O,O,X,X,X,O,X,X,X,O,X,X
IZOJTLS,O,O,X,X,X,X,O,X,X,X,X,X
IZOJTSL,X,O,X,O,X,O,O,X,X,X,X,O
IZOJLTS,O,O,X,X,X,X,X,X,X,X,X,X
IZOJLST,O,O,X,X,X,O,X,X,X,X,X,X
IZOJSTL,O,X,X,O,X,O,O,X,O,X,X,O
IZOJSLT,O,X,X,O,X,O,X,X,X,X,X,O
IZOSTLJ,O,X,X,O,X,O,O,X,O,X,X,O
IZOSTJL,O,X,X,O,X,O,O,X,O,X,X,O
IZOSLTJ,O,X,X,O,X,O,O,X,X,O,X,O
IZOSLJT,O,X,X,O,X,O,X,X,X,O,X,O
IZOSJTL,X,X,X,O,X,O,O,X,O,X,X,O
IZOSJLT,X,X,X,O,X,O,X,X,X,X,X,O
IOTLJSZ,X,X,X,O,X,X,O,O,X,X,X,O
IOTLJZS,X,X,X,X,O,X,O,O,X,X,X,X
IOTLSJZ,X,X,X,O,X,X,O,O,X,X,X,O
IOTLSZJ,X,X,O,O,X,O,O,O,X,X,X,O
IOTLZJS,X,X,X,X,X,X,O,O,X,X,X,X
IOTLZSJ,X,X,X,X,X,X,O,O,X,X,X,X
IOTJLSZ,X,X,X,O,X,X,O,O,X,X,O,O
IOTJLZS,X,X,X,X,O,X,O,O,X,X,X,X
IOTJSLZ,X,X,X,O,X,X,O,X,X,X,O,O
IOTJSZL,X,X,X,O,X,O,O,X,X,X,O,O
IOTJZLS,X,X,X,X,O,X,O,X,X,X,X,X
IOTJZSL,X,X,X,O,X,X,O,X,X,X,O,O
IOTSLJZ,X,X,X,O,X,X,O,O,X,X,X,O
IOTSLZJ,X,X,O,O,X,O,O,O,X,X,X,O
IOTSJLZ,X,X,X,O,X,X,O,X,X,X,X,O
IOTSJZL,X,X,X,O,X,O,O,X,X,X,X,O
IOTSZLJ,X,X,O,O,X,O,O,X,X,X,X,O
IOTSZJL,X,X,X,O,X,O,O,X,X,X,X,O
IOTZLJS,X,X,X,X,X,X,O,O,X,X,X,X
IOTZLSJ,X,X,X,X,X,X,O,O,X,X,X,X
IOTZJLS,X,X,X,X,X,X,O,X,X,X,X,X
IOTZJSL,X,X,X,O,X,O,O,X,X,X,X,O
IOTZSLJ,X,X,X,O,X,O,O,X,X,X,X,O
IOTZSJL,X,X,X,O,X,O,O,X,X,X,X,O
IOLTJSZ,X,O,X,O,X,X,O,O,X,X,X,O
IOLTJZS,O,O,X,X,O,X,O,O,X,X,X,X
IOLTSJZ,O,X,X,O,X,X,O,O,X,O,X,O
IOLTSZJ,O,X,O,O,X,O,O,O,X,O,X,O
IOLTZJS,O,O,X,X,X,X,O,O,X,X,X,X
IOLTZSJ,O,X,X,X,X,X,O,O,X,O,X,X
IOLJTSZ,X,O,X,O,X,X,X,O,X,X,X,O
IOLJTZS,O,O,X,X,O,X,X,O,X,X,X,X
IOLJSTZ,O,O,X,O,X,X,X,O,X,O,X,O
IOLJSZT,O,O,O,O,O,X,X,X,X,O,X,O
IOLJZTS,O,O,X,X,O,X,X,O,X,X,X,X
IOLJZST,O,O,X,X,O,X,X,X,X,O,X,X
IOLSTJZ,O,X,X,O,X,X,O,O,X,O,X,O
IOLSTZJ,O,X,O,O,X,O,O,O,X,O,X,O
IOLSJTZ,O,O,X,O,X,X,X,O,X,O,X,O
IOLSJZT,O,O,O,O,O,X,X,X,X,O,X,O
IOLSZTJ,O,X,O,O,X,O,O,X,X,O,X,O
IOLSZJT,O,O,O,O,X,O,X,X,X,O,X,O
IOLZTJS,O,O,X,X,X,X,O,O,X,X,X,X
IOLZTSJ,O,X,X,X,X,X,O,O,X,O,X,X
IOLZJTS,O,O,X,X,O,X,X,O,X,X,X,X
IOLZJST,O,O,X,X,O,O,X,X,X,O,X,X
IOLZSTJ,O,X,O,X,X,O,O,X,X,O,X,X
IOLZSJT,O,O,O,X,X,O,X,X,X,O,X,X
IOJTLSZ,X,O,X,O,X,X,O,X,X,X,O,O
IOJTLZS,O,O,X,X,O,X,O,X,X,X,X,X
IOJTSLZ,X,X,X,O,X,X,O,X,X,X,O,O
IOJTSZL,X,O,X,O,X,O,O,X,X,X,O,O
IOJTZLS,O,O,X,X,O,X,O,X,X,X,X,X
IOJTZSL,X,O,X,O,X,X,O,X,X,X,O,O
IOJLTSZ,X,O,X,O,X,X,X,O,X,X,O,O
IOJLTZS,O,O,X,X,O,X,X,O,X,X,X,X
IOJLSTZ,O,O,X,O,X,X,X,O,X,X,X,O
IOJLSZT,O,O,X,O,O,X,X,X,X,X,X,O
IOJLZTS,O,O,X,X,O,X,X,O,X,X,X,X
IOJLZST,O,O,X,X,O,X,X,X,X,X,X,X
IOJSTLZ,O,X,X,O,X,X,O,X,X,X,O,O
IOJSTZL,O,X,X,O,X,O,O,X,X,X,O,O
IOJSLTZ,O,X,X,O,X,X,X,X,X,X,X,O
IOJSLZT,O,X,X,O,X,X,X,X,X,X,X,O
IOJSZTL,O,X,X,O,X,O,O,X,X,X,X,O
IOJSZLT,O,X,X,O,X,O,X,X,X,X,X,O
IOJZTLS,O,O,X,X,O,X,O,X,X,X,X,X
IOJZTSL,X,O,X,O,X,O,O,X,X,X,O,O
IOJZLTS,O,O,X,X,O,X,X,X,X,X,X,X
IOJZLST,O,O,X,X,O,O,X,X,X,X,X,X
IOJZSTL,O,X,X,O,X,O,O,X,O,X,X,O
IOJZSLT,O,X,X,O,X,O,X,X,X,X,X,O
IOSTLJZ,O,X,X,O,X,X,O,X,X,O,X,O
IOSTLZJ,O,X,O,O,X,O,O,X,X,O,X,O
IOSTJLZ,X,X,X,O,X,X,O,X,X,X,X,O
IOSTJZL,O,X,X,O,X,O,O,X,X,X,X,O
IOSTZLJ,O,X,O,O,X,O,O,X,X,O,X,O
IOSTZJL,O,X,X,O,X,O,O,X,X,X,X,O
IOSLTJZ,O,X,X,O,X,X,O,O,X,O,X,O
IOSLTZJ,O,X,O,O,X,O,O,O,X,O,X,O
IOSLJTZ,O,X,X,O,X,X,X,O,X,O,X,O
IOSLJZT,O,X,O,O,X,X,X,X,X,O,X,O
IOSLZTJ,O,X,O,O,X,O,O,X,X,O,X,O
IOSLZJT,O,X,O,O,X,O,X,X,X,O,X,O
IOSJTLZ,O,X,X,O,X,X,O,X,X,X,X,O
IOSJTZL,O,X,X,O,X,O,O,X,X,X,X,O
IOSJLTZ,O,X,X,O,X,X,X,X,X,X,X,O
IOSJLZT,O,X,X,O,X,X,X,X,X,X,X,O
IOSJZTL,O,X,X,O,X,O,O,X,X,X,X,O
IOSJZLT,O,X,X,O,X,O,X,X,X,X,X,O
IOSZTLJ,O,X,O,O,X,O,O,X,X,X,X,O
IOSZTJL,O,X,X,O,X,O,O,X,X,X,X,O
IOSZLTJ,O,X,O,O,X,O,O,X,X,O,X,O
IOSZLJT,O,X,O,O,X,O,X,X,X,O,X,O
IOSZJTL,X,X,X,O,X,O,O,X,X,X,X,O
IOSZJLT,X,X,X,O,X,O,X,X,X,X,X,O
IOZTLJS,X,X,X,X,X,X,O,X,X,X,X,X
IOZTLSJ,X,X,X,X,X,X,O,X,X,X,X,X
IOZTJLS,X,X,X,X,X,X,O,X,X,X,X,X
IOZTJSL,X,X,X,O,X,O,O,X,X,X,X,O
IOZTSLJ,X,X,X,O,X,O,O,X,X,X,X,O
IOZTSJL,X,X,X,O,X,O,O,X,X,X,X,O
IOZLTJS,O,O,X,X,X,X,O,O,X,X,X,X
IOZLTSJ,O,X,X,X,X,X,O,O,X,O,X,X
IOZLJTS,O,O,X,X,X,X,X,O,X,X,X,X
IOZLJST,O,O,X,X,X,O,X,X,X,O,X,X
IOZLSTJ,O,X,X,X,X,O,O,X,X,O,X,X
IOZLSJT,O,O,X,X,X,O,X,X,X,O,X,X
IOZJTLS,O,O,X,X,X,X,O,X,X,X,X,X
IOZJTSL,X,O,X,O,X,O,O,X,X,X,X,O
IOZJLTS,O,O,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,O,X,X,X,O,X,X,X,X,X,X
IOZJSTL,O,X,X,O,X,O,O,X,O,X,X,O
IOZJSLT,O,X,X,O,X,O,X,X,X,X,X,O
IOZSTLJ,O,X,X,O,X,O,O,X,O,X,X,O
IOZSTJL,O,X,X,O,X,O,O,X,O,X,X,O
IOZSLTJ,O,X,X,O,X,O,O,X,X,O,X,O
IOZSLJT,O,X,X,O,X,O,X,X,X,O,X,O
IOZSJTL,X,X,X,O,X,O,O,X,O,X,X,O
IOZSJLT,X,X,X,O,X,O,X,X,X,X,X,O
LTIJSZO,X,O,X,O,X,X,X,O,X,X,X,O
LTIJSOZ,X,O,X,O,X,X,X,O,X,X,X,O
LTIJZSO,X,O,X,X,O,X,X,O,X,X,X,X
LTIJZOS,O,O,X,X,O,X,X,O,X,X,X,X
LTIJOSZ,X,O,X,O,X,X,X,O,X,X,X,O
LTIJOZS,O,O,X,X,O,X,X,O,X,X,X,X
LTISJZO,O,X,X,O,X,X,X,O,X,O,X,O
LTISJOZ,O,X,X,O,X,X,X,O,X,O,X,O
LTISZJO,O,X,O,X,X,O,X,O,X,O,X,X
LTISZOJ,O,X,O,O,X,O,X,O,X,O,X,O
LTISOJZ,O,X,X,O,X,X,X,O,X,O,X,O
LTISOZJ,O,X,O,O,X,O,X,O,X,O,X,O
LTIZJSO,X,X,X,X,X,X,X,O,X,X,X,X
LTIZJOS,X,X,X,X,X,X,X,O,X,X,X,X
LTIZSJO,X,X,X,X,X,X,X,O,X,X,X,X
LTIZSOJ,X,X,X,X,X,X,X,O,X,X,X,X
LTIZOJS,O,O,X,X,X,X,X,O,X,X,X,X
LTIZOSJ,O,X,X,X,X,X,X,O,X,O,X,X
LTIOJSZ,X,O,X,O,X,X,X,O,X,X,X,O
LTIOJZS,O,O,X,X,O,X,X,O,X,X,X,X
LTIOSJZ,O,X,X,O,X,X,X,O,X,O,X,O
LTIOSZJ,O,X,O,O,X,O,X,O,X,O,X,O
LTIOZJS,O,O,X,X,X,X,X,O,X,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,O,X,O,X,X
LTJISZO,X,O,X,X,X,X,X,O,X,X,O,O
LTJISOZ,X,O,X,X,X,X,X,O,X,X,O,O
LTJIZSO,X,O,X,X,O,X,X,O,X,X,X,X
LTJIZOS,O,O,X,X,O,X,X,O,X,X,X,X
LTJIOSZ,X,O,X,X,X,X,X,O,X,X,O,O
LTJIOZS,O,O,X,X,O,X,X,O,X,X,X,X
LTJSIZO,O,O,X,X,X,X,X,O,X,X,X,O
LTJSIOZ,O,O,X,X,X,X,X,O,X,X,X,O
LTJSZIO,O,O,O,X,O,X,X,X,X,X,X,X
LTJSZOI,O,O,O,X,O,X,X,X,X,X,X,O
LTJSOIZ,O,O,X,X,X,X,X,O,X,X,X,O
LTJSOZI,O,O,O,X,O,X,X,X,X,X,X,O
LTJZISO,X,O,X,X,O,X,X,O,X,X,X,X
LTJZIOS,O,O,X,X,O,X,X,O,X,X,X,X
LTJZSIO,O,O,X,X,O,X,X,X,X,X,X,X
LTJZSOI,O,O,X,X,O,X,X,X,X,X,X,X
LTJZOIS,O,O,X,X,O,X,X,O,X,X,X,X
LTJZOSI,O,O,X,X,O,X,X,X,X,X,X,X
LTJOISZ,X,O,X,X,X,X,X,O,X,X,O,O
LTJOIZS,O,O,X,X,O,X,X,O,X,X,X,X
LTJOSIZ,O,O,X,X,X,X,X,O,X,X,X,O
LTJOSZI,O,O,O,X,O,X,X,X,X,X,X,O
LTJOZIS,O,O,X,X,O,X,X,O,X,X,X,X
LTJOZSI,O,O,X,X,O,X,X,X,X,X,X,X
LTSIJZO,O,X,X,O,X,X,X,O,X,O,X,O
LTSIJOZ,O,X,X,O,X,X,X,O,X,O,X,O
LTSIZJO,O,X,O,X,X,X,X,O,X,O,X,X
LTSIZOJ,O,X,O,O,X,X,X,O,X,O,X,O
LTSIOJZ,O,X,X,O,X,X,X,O,X,O,X,O
LTSIOZJ,O,X,O,O,X,X,X,O,X,O,X,O
LTSJIZO,O,X,X,X,X,X,X,O,X,O,X,O
LTSJIOZ,O,X,X,X,X,X,X,O,X,O,X,O
LTSJZIO,O,X,O,X,O,X,X,X,X,O,X,X
LTSJZOI,O,X,O,X,O,X,X,X,X,O,X,O
LTSJOIZ,O,X,X,X,X,X,X,O,X,O,X,O
LTSJOZI,O,X,O,X,O,X,X,X,X,O,X,O
LTSZIJO,O,X,O,X,X,X,X,X,X,O,X,X
LTSZIOJ,O,X,O,X,X,X,X,X,X,O,X,X
LTSZJIO,O,X,O,X,X,X,X,X,X,O,X,X
LTSZJOI,O,X,O,X,X,X,X,X,X,O,X,X
LTSZOIJ,O,X,O,O,X,X,X,X,X,O,X,O
LTSZOJI,O,X,O,X,X,X,X,X,X,O,X,O
LTSOIJZ,O,X,X,O,X,X,X,O,X,O,X,O
LTSOIZJ,O,X,O,O,X,X,X,O,X,O,X,O
LTSOJIZ,O,X,X,X,X,X,X,O,X,O,X,O
LTSOJZI,O,X,O,X,O,X,X,X,X,O,X,O
LTSOZIJ,O,X,O,O,X,X,X,X,X,O,X,O
LTSOZJI,O,X,O,X,X,X,X,X,X,O,X,O
LTZIJSO,X,X,X,X,X,X,X,O,X,X,X,X
LTZIJOS,X,X,X,X,X,X,X,O,X,X,X,X
LTZISJO,X,X,X,X,X,X,X,O,X,X,X,X
LTZISOJ,X,X,X,X,X,X,X,O,X,X,X,X
LTZIOJS,O,O,X,X,X,X,X,O,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,X,O,X,O,X,X
LTZJISO,X,O,X,X,O,X,X,O,X,X,X,X
LTZJIOS,O,O,X,X,O,X,X,O,X,X,X,X
LTZJSIO,O,O,X,X,O,X,X,X,X,X,X,X
LTZJSOI,O,O,X,X,O,X,X,X,X,X,X,X
LTZJOIS,O,O,X,X,O,X,X,O,X,X,X,X
LTZJOSI,O,O,X,X,O,X,X,X,X,X,X,X
LTZSIJO,O,X,O,X,X,X,X,X,X,X,X,X
LTZSIOJ,O,X,O,X,X,X,X,X,X,O,X,X
LTZSJIO,O,X,O,X,X,X,X,X,X,X,X,X
LTZSJOI,O,X,O,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,O,X,X,X,X,X,X,O,X,X
LTZSOJI,O,X,O,X,X,X,X,X,X,X,X,X
LTZOIJS,O,O,X,X,X,X,X,O,X,X,X,X
LTZOISJ,O,X,X,X,X,X,X,O,X,O,X,X
LTZOJIS,O,O,X,X,O,X,X,O,X,X,X,X
LTZOJSI,O,O,X,X,O,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,X,X,X,X,X,O,X,X
LTZOSJI,O,X,O,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,O,X,O,X,X,X,O,X,X,X,O
LTOIJZS,O,O,X,X,O,X,X,O,X,X,X,X
LTOISJZ,O,X,X,O,X,X,X,O,X,O,X,O
LTOISZJ,O,X,O,O,X,O,X,O,X,O,X,O
LTOIZJS,O,O,X,X,X,X,X,O,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,X,O,X,O,X,X
LTOJISZ,X,O,X,X,X,X,X,O,X,X,O,O
LTOJIZS,O,O,X,X,O,X,X,O,X,X,X,X
LTOJSIZ,O,O,X,X,X,X,X,O,X,X,X,O
LTOJSZI,O,O,O,X,O,X,X,X,X,X,X,O
LTOJZIS,O,O,X,X,O,X,X,O,X,X,X,X
LTOJZSI,O,O,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,X,X,O,X,O,X,O
LTOSIZJ,O,X,O,O,X,X,X,O,X,O,X,O
LTOSJIZ,O,X,X,X,X,X,X,O,X,O,X,O
LTOSJZI,O,X,O,X,O,X,X,X,X,O,X,O
LTOSZIJ,O,X,O,O,X,X,X,X,X,O,X,O
LTOSZJI,O,X,O,X,X,X,X,X,X,O,X,O
LTOZIJS,O,O,X,X,X,X,X,O,X,X,X,X
LTOZISJ,O,X,X,X,X,X,X,O,X,O,X,X
LTOZJIS,O,O,X,X,O,X,X,O,X,X,X,X
LTOZJSI,O,O,X,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,X,X,X,X,X,O,X,X
LTOZSJI,O,X,O,X,X,X,X,X,X,X,X,X
LITJSZO,X,O,X,O,X,X,O,O,X,X,X,O
LITJSOZ,X,O,X,O,X,X,O,O,X,X,X,O
LITJZSO,X,O,X,X,O,X,O,O,X,X,X,X
LITJZOS,O,O,X,X,O,X,O,O,X,X,X,X
LITJOSZ,X,O,X,O,X,X,O,O,X,X,X,O
LITJOZS,O,O,X,X,O,X,O,O,X,X,X,X
LITSJZO,O,X,X,O,X,X,O,O,X,O,X,O
LITSJOZ,O,X,X,O,X,X,O,O,X,O,X,O
LITSZJO,O,X,O,X,X,O,O,O,X,O,X,X
LITSZOJ,O,X,O,O,X,O,O,O,X,O,X,O
LITSOJZ,O,X,X,O,X,X,O,O,X,O,X,O
LITSOZJ,O,X,O,O,X,O,O,O,X,O,X,O
LITZJSO,X,X,X,X,X,X,O,O,X,X,X,X
LITZJOS,X,X,X,X,X,X,O,O,X,X,X,X
LITZSJO,X,X,X,X,X,X,O,O,X,X,X,X
LITZSOJ,X,X,X,X,X,X,O,O,X,X,X,X
LITZOJS,O,O,X,X,X,X,O,O,X,X,X,X
LITZOSJ,O,X,X,X,X,X,O,O,X,O,X,X
LITOJSZ,X,O,X,O,X,X,O,O,X,X,X,O
LITOJZS,O,O,X,X,O,X,O,O,X,X,X,X
LITOSJZ,O,X,X,O,X,X,O,O,X,O,X,O
LITOSZJ,O,X,O,O,X,O,O,O,X,O,X,O
LITOZJS,O,O,X,X,X,X,O,O,X,X,X,X
LITOZSJ,O,X,X,X,X,X,O,O,X,O,X,X
LIJTSZO,X,O,X,O,X,X,X,O,X,X,X,O
LIJTSOZ,X,O,X,O,X,X,X,O,X,X,X,O
LIJTZSO,X,O,X,X,O,X,X,O,X,X,X,X
LIJTZOS,O,O,X,X,O,X,X,O,X,X,X,X
LIJTOSZ,X,O,X,O,X,X,X,O,X,X,X,O
LIJTOZS,O,O,X,X,O,X,X,O,X,X,X,X
LIJSTZO,O,O,X,O,X,X,X,O,X,O,X,O
LIJSTOZ,O,O,X,O,X,X,X,O,X,O,X,O
LIJSZTO,O,O,O,O,O,X,X,X,X,X,X,O
LIJSZOT,O,O,O,O,O,X,X,X,X,O,X,O
LIJSOTZ,O,O,X,O,X,X,X,O,X,O,X,O
LIJSOZT,O,O,O,O,O,X,X,X,X,O,X,O
LIJZTSO,X,O,X,X,O,X,X,O,X,X,X,X
LIJZTOS,O,O,X,X,O,X,X,O,X,X,X,X
LIJZSTO,O,O,X,X,O,X,X,X,X,X,X,X
LIJZSOT,O,O,X,X,O,X,X,X,X,X,X,X
LIJZOTS,O,O,X,X,O,X,X,O,X,X,X,X
LIJZOST,O,O,X,X,O,X,X,X,X,O,X,X
LIJOTSZ,X,O,X,O,X,X,X,O,X,X,X,O
LIJOTZS,O,O,X,X,O,X,X,O,X,X,X,X
LIJOSTZ,O,O,X,O,X,X,X,O,X,O,X,O
LIJOSZT,O,O,O,O,O,X,X,X,X,O,X,O
LIJOZTS,O,O,X,X,O,X,X,O,X,X,X,X
LIJOZST,O,O,X,X,O,X,X,X,X,O,X,X
LISTJZO,O,X,X,O,X,X,O,O,X,O,X,O
LISTJOZ,O,X,X,O,X,X,O,O,X,O,X,O
LISTZJO,O,X,O,X,X,O,O,O,X,O,X,X
LISTZOJ,O,X,O,O,X,O,O,O,X,O,X,O
LISTOJZ,O,X,X,O,X,X,O,O,X,O,X,O
LISTOZJ,O,X,O,O,X,O,O,O,X,O,X,O
LISJTZO,O,O,X,O,X,X,X,O,X,O,X,O
LISJTOZ,O,O,X,O,X,X,X,O,X,O,X,O
LISJZTO,O,O,O,O,O,X,X,X,X,X,X,O
LISJZOT,O,O,O,O,O,X,X,X,X,O,X,O
LISJOTZ,O,O,X,O,X,X,X,O,X,O,X,O
LISJOZT,O,O,O,O,O,X,X,X,X,O,X,O
LISZTJO,O,X,O,X,X,O,O,X,X,O,X,X
LISZTOJ,O,X,O,O,X,O,O,X,X,O,X,O
LISZJTO,O,X,O,O,X,O,X,X,X,X,X,O
LISZJOT,O,X,O,O,X,O,X,X,X,O,X,O
LISZOTJ,O,X,O,O,X,O,O,X,X,O,X,O
LISZOJT,O,O,O,O,X,O,X,X,X,O,X,O
LISOTJZ,O,X,X,O,X,X,O,O,X,O,X,O
LISOTZJ,O,X,O,O,X,O,O,O,X,O,X,O
LISOJTZ,O,O,X,O,X,X,X,O,X,O,X,O
LISOJZT,O,O,O,O,O,X,X,X,X,O,X,O
LISOZTJ,O,X,O,O,X,O,O,X,X,O,X,O
LISOZJT,O,O,O,O,X,O,X,X,X,O,X,O
LIZTJSO,X,X,X,X,X,X,O,O,X,X,X,X
LIZTJOS,X,X,X,X,X,X,O,O,X,X,X,X
LIZTSJO,X,X,X,X,X,X,O,O,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,O,O,X,X,X,X
