sequence,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBFiBu?sBirBXsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jel7IvhFSiBTeBZmBu?rB3nBUsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBlnBm?rB6sB3rB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Je07IvhFxcBTeBKrBf?sBlnBGsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBlnBi?rBGsBXsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhF8hBGeBamBz?iB/sB1wB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jel7IvhFuhB3dBcjBZ?mBCsBTsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeB3hBlnBm?rB6sBUrB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFViBcjBamB3?iB+rBTsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhF8hBTeBamBl?nB3rB+sB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Je07IvhFxdB3hBlnBm?rBCtBTrB,v115@zgB8HeC8GeD8EeE8DeF8DeB8JeU9IvhFFhBXjBzmBm?lBCoBxwB
LIZTOJS,X,X,O,X,O,O,O,X,O,X,X,X
LIZTOSJ,X,X,X,O,O,O,O,X,X,X,X,X
LIZJTSO,O,X,O,X,O,X,O,X,O,X,X,X
LIZJTOS,O,X,O,X,O,X,O,X,O,X,X,X
LIZJSTO,O,X,X,O,X,X,O,X,O,X,X,X
LIZJSOT,O,X,X,O,X,X,O,X,O,X,X,X
LIZJOTS,O,X,O,X,O,X,O,X,O,X,X,X
LIZJOST,O,X,X,O,X,X,O,X,O,X,X,X
LIZSTJO,X,X,X,O,O,X,O,X,X,O,X,X
LIZSTOJ,X,X,X,O,O,X,O,X,X,O,X,X
LIZSJTO,O,X,X,O,X,X,O,X,O,O,X,X
LIZSJOT,O,X,X,O,X,X,O,X,O,X,X,X
LIZSOTJ,X,X,X,O,O,X,O,X,X,O,X,X
LIZSOJT,X,X,X,O,X,X,O,X,O,X,X,X
LIZOTJS,X,X,O,X,O,X,O,X,O,X,X,X
LIZOTSJ,X,X,X,O,O,X,O,X,X,X,X,X
LIZOJTS,O,X,O,X,O,X,O,X,O,X,X,X
LIZOJST,O,X,X,O,X,X,O,X,O,X,X,X
LIZOSTJ,X,X,X,O,O,X,O,X,X,X,X,X
LIZOSJT,X,X,X,O,X,X,O,X,O,X,X,X
LIOTJSZ,X,O,X,X,X,X,O,X,O,X,X,X
LIOTJZS,X,X,X,X,X,X,O,X,O,X,X,X
LIOTSJZ,X,O,X,X,X,X,O,X,X,X,X,X
LIOTSZJ,X,O,X,X,X,X,O,X,X,X,X,O
LIOTZJS,X,X,X,X,O,O,O,X,O,X,X,X
LIOTZSJ,X,X,X,X,O,O,O,X,X,X,X,O
LIOJTSZ,X,O,X,X,X,X,O,X,O,X,X,X
LIOJTZS,O,X,X,X,X,X,O,X,O,X,X,X
LIOJSTZ,X,O,X,X,X,X,O,X,O,X,X,X
LIOJSZT,O,O,X,X,X,X,O,X,O,X,X,X
LIOJZTS,O,X,O,X,O,X,O,X,O,X,X,X
LIOJZST,O,X,X,X,X,X,O,X,O,X,X,X
LIOSTJZ,X,O,X,O,X,X,O,X,X,X,X,X
LIOSTZJ,X,O,X,O,X,X,O,X,X,X,X,O
LIOSJTZ,X,O,X,X,X,X,O,X,O,X,X,X
LIOSJZT,X,O,X,X,X,X,O,X,O,X,X,X
LIOSZTJ,X,O,X,O,O,X,O,X,X,O,X,O
LIOSZJT,X,X,X,O,X,X,O,X,O,X,X,X
LIOZTJS,X,X,O,X,O,X,O,X,O,X,X,X
LIOZTSJ,X,X,X,O,O,X,O,X,X,X,X,O
LIOZJTS,O,X,O,X,O,X,O,X,O,X,X,X
LIOZJST,O,X,X,O,X,X,O,X,O,X,X,X
LIOZSTJ,X,X,X,O,O,X,O,X,X,X,X,O
LIOZSJT,X,X,X,O,X,X,O,X,O,X,X,X
LJTISZO,X,X,X,X,X,O,O,X,O,X,X,X
LJTISOZ,X,X,X,X,X,X,O,X,X,X,X,X
LJTIZSO,O,X,X,X,X,O,O,X,O,X,X,X
LJTIZOS,O,X,X,X,X,O,O,X,O,X,X,X
LJTIOSZ,X,X,X,X,X,X,O,X,O,X,X,X
LJTIOZS,O,X,X,X,X,X,O,X,O,X,X,X
LJTSIZO,X,O,X,X,X,O,X,O,O,X,O,X
LJTSIOZ,X,O,X,X,X,X,X,O,X,X,O,X
LJTSZIO,O,X,X,X,X,O,O,O,O,X,O,X
LJTSZOI,O,X,X,X,X,O,O,O,O,X,O,X
LJTSOIZ,X,O,X,X,X,O,X,O,X,X,O,X
LJTSOZI,O,X,X,X,X,O,X,O,X,X,O,X
LJTZISO,O,X,O,X,O,O,O,X,O,X,X,X
LJTZIOS,O,X,O,X,O,O,O,X,O,X,X,X
LJTZSIO,O,X,O,X,O,O,O,X,O,X,O,X
LJTZSOI,O,X,O,X,O,O,O,X,O,X,O,X
LJTZOIS,O,X,O,X,O,O,X,X,O,X,X,X
LJTZOSI,O,X,O,X,O,X,O,X,O,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,O,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,O,X,X,X
LJTOSIZ,X,O,X,X,X,X,X,O,O,X,X,X
LJTOSZI,O,X,X,X,X,O,X,O,O,X,X,X
LJTOZIS,O,X,O,X,O,O,X,X,O,X,X,X
LJTOZSI,O,X,O,X,O,X,O,X,O,X,X,X
LJITSZO,X,O,X,X,X,O,O,X,O,X,X,X
LJITSOZ,X,O,X,X,X,X,O,X,X,X,X,X
LJITZSO,O,X,X,X,X,O,O,X,O,X,X,X
LJITZOS,O,X,X,X,X,O,O,X,O,X,X,X
LJITOSZ,X,O,X,X,X,X,O,X,O,X,X,X
LJITOZS,O,X,X,X,X,X,O,X,O,X,X,X
LJISTZO,X,O,X,X,X,X,O,O,O,X,X,X
LJISTOZ,X,O,X,X,X,X,O,O,X,X,X,X
LJISZTO,O,O,X,X,X,X,O,X,O,O,X,X
LJISZOT,O,O,X,X,X,X,O,X,O,X,X,X
LJISOTZ,X,O,X,X,X,X,O,X,O,X,X,X
LJISOZT,O,O,X,X,X,X,O,X,O,X,X,X
LJIZTSO,O,X,O,X,O,X,O,X,O,X,X,X
LJIZTOS,O,X,O,X,O,X,O,X,O,X,X,X
LJIZSTO,O,X,X,X,X,X,O,X,O,X,X,X
LJIZSOT,O,X,X,X,X,X,O,X,O,X,X,X
LJIZOTS,O,X,O,X,O,X,O,X,O,X,X,X
LJIZOST,O,X,X,X,X,X,O,X,O,X,X,X
LJIOTSZ,X,O,X,X,X,X,O,X,O,X,X,X
LJIOTZS,O,X,X,X,X,X,O,X,O,X,X,X
LJIOSTZ,X,O,X,X,X,X,O,X,O,X,X,X
LJIOSZT,O,O,X,X,X,X,O,X,O,X,X,X
LJIOZTS,O,X,O,X,O,X,O,X,O,X,X,X
LJIOZST,O,X,X,X,X,X,O,X,O,X,X,X
LJSTIZO,X,O,X,O,X,O,X,O,O,X,O,X
LJSTIOZ,X,O,X,O,X,X,X,O,X,X,O,X
LJSTZIO,O,X,X,O,X,O,O,O,O,O,O,X
LJSTZOI,O,X,X,O,X,O,O,O,O,O,O,X
LJSTOIZ,X,O,X,O,X,X,X,O,X,X,O,X
LJSTOZI,O,X,X,O,X,O,X,O,X,X,O,X
LJSITZO,X,O,X,X,X,X,O,O,O,X,X,X
LJSITOZ,X,O,X,X,X,X,O,O,X,X,X,X
LJSIZTO,O,O,X,X,X,X,O,X,O,O,X,X
LJSIZOT,O,O,X,X,X,X,O,X,O,X,X,X
LJSIOTZ,X,O,X,X,X,X,O,X,O,X,X,X
LJSIOZT,O,O,X,X,X,X,O,X,O,X,X,X
LJSZTIO,O,X,X,O,X,X,O,X,O,O,O,X
LJSZTOI,O,X,X,O,X,X,O,X,O,O,O,X
LJSZITO,O,O,X,O,X,X,O,X,O,O,X,X
LJSZIOT,O,O,X,O,X,X,O,X,O,X,X,X
LJSZOTI,O,X,X,O,X,X,O,X,O,X,X,X
LJSZOIT,O,O,X,O,X,X,O,X,O,X,X,X
LJSOTIZ,X,O,X,O,X,X,X,X,O,X,X,X
LJSOTZI,O,X,X,O,X,X,X,X,O,X,X,X
LJSOITZ,X,O,X,X,X,X,X,X,O,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X,O,X,X,X
LJSOZTI,O,X,X,O,X,X,X,X,O,X,X,X
LJSOZIT,O,O,X,O,X,X,X,X,O,X,X,X
LJZTISO,O,X,O,X,O,O,O,X,O,X,X,X
LJZTIOS,O,X,O,X,O,O,O,X,O,X,X,X
LJZTSIO,O,X,O,X,O,O,O,X,O,X,O,X
LJZTSOI,O,X,O,X,O,O,O,X,O,X,O,X
LJZTOIS,O,X,O,X,O,O,X,X,O,X,X,X
LJZTOSI,O,X,O,X,O,X,O,X,O,X,X,X
LJZITSO,O,X,O,X,O,X,O,X,O,X,X,X
LJZITOS,O,X,O,X,O,X,O,X,O,X,X,X
LJZISTO,O,X,X,O,X,X,O,X,O,X,X,X
LJZISOT,O,X,X,O,X,X,O,X,O,X,X,X
LJZIOTS,O,X,O,X,O,X,O,X,O,X,X,X
LJZIOST,O,X,X,O,X,X,O,X,O,X,X,X
LJZSTIO,O,X,X,O,X,X,O,X,O,X,O,X
LJZSTOI,O,X,X,O,X,X,O,X,O,X,O,X
LJZSITO,O,X,X,O,X,X,O,X,O,X,X,X
LJZSIOT,O,X,X,O,X,X,O,X,O,X,X,X
LJZSOTI,O,X,X,O,X,X,O,X,O,X,X,X
LJZSOIT,O,X,X,O,X,X,O,X,O,X,X,X
LJZOTIS,O,X,O,X,O,X,X,X,O,X,X,X
LJZOTSI,O,X,O,X,O,X,O,X,O,X,X,X
LJZOITS,O,X,O,X,O,X,O,X,O,X,X,X
LJZOIST,O,X,X,O,X,X,O,X,O,X,X,X
LJZOSTI,O,X,X,O,X,X,O,X,O,X,X,X
LJZOSIT,O,X,X,O,X,X,O,X,O,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,O,X,X,X
LJOTIZS,O,X,X,X,X,X,X,X,O,X,X,X
LJOTSIZ,X,O,X,X,X,X,X,O,O,X,X,X
LJOTSZI,O,X,X,X,X,O,X,O,O,X,X,X
LJOTZIS,O,X,O,X,O,O,X,X,O,X,X,X
LJOTZSI,O,X,O,X,O,X,O,X,O,X,X,X
LJOITSZ,X,O,X,X,X,X,O,X,O,X,X,X
LJOITZS,O,X,X,X,X,X,O,X,O,X,X,X
LJOISTZ,X,O,X,X,X,X,O,X,O,X,X,X
LJOISZT,O,O,X,X,X,X,O,X,O,X,X,X
LJOIZTS,O,X,O,X,O,X,O,X,O,X,X,X
LJOIZST,O,X,X,X,X,X,O,X,O,X,X,X
LJOSTIZ,X,O,X,O,X,O,X,X,O,X,X,X
LJOSTZI,O,X,X,O,X,O,X,X,O,X,X,X
LJOSITZ,X,O,X,X,X,X,X,X,O,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,O,X,X,X
LJOSZTI,O,X,X,O,X,X,X,X,O,X,X,X
LJOSZIT,O,O,X,O,X,X,X,X,O,X,X,X
LJOZTIS,O,X,O,X,O,X,X,X,O,X,X,X
LJOZTSI,O,X,O,X,O,X,O,X,O,X,X,X
LJOZITS,O,X,O,X,O,X,O,X,O,X,X,X
LJOZIST,O,X,X,O,X,X,O,X,O,X,X,X
LJOZSTI,O,X,X,O,X,X,O,X,O,X,X,X
LJOZSIT,O,X,X,O,X,X,O,X,O,X,X,X
LSTIJZO,X,O,X,O,X,O,O,X,X,X,X,X
LSTIJOZ,X,O,X,O,X,X,O,X,X,X,X,X
LSTIZJO,X,X,X,O,X,O,O,X,X,O,X,X
LSTIZOJ,X,O,X,O,X,O,O,X,X,O,X,X
LSTIOJZ,X,O,X,O,X,O,O,X,X,X,X,X
LSTIOZJ,X,O,X,O,X,O,O,X,X,X,X,X
LSTJIZO,X,O,X,O,X,O,X,X,X,X,X,X
LSTJIOZ,X,O,X,O,X,X,X,X,X,X,X,X
LSTJZIO,X,X,X,O,X,O,O,X,X,O,X,X
LSTJZOI,X,X,X,O,X,O,O,X,X,O,X,X
LSTJOIZ,X,O,X,O,X,O,X,X,X,X,X,X
LSTJOZI,X,X,X,O,X,O,X,X,X,X,X,X
LSTZIJO,X,X,X,O,O,O,O,X,X,O,X,X
LSTZIOJ,X,X,X,O,O,O,O,X,X,O,X,X
LSTZJIO,X,X,X,O,O,O,O,X,X,O,X,X
LSTZJOI,X,X,X,O,O,O,O,X,X,O,X,X
LSTZOIJ,X,X,X,O,O,O,X,X,X,O,X,X
LSTZOJI,X,X,X,O,O,O,O,X,X,O,X,X
LSTOIJZ,X,O,X,O,X,O,X,X,X,X,X,X
LSTOIZJ,X,O,X,O,X,O,X,X,X,X,X,X
LSTOJIZ,X,O,X,O,X,O,X,X,X,X,X,X
LSTOJZI,X,X,X,O,X,O,X,X,X,X,X,X
LSTOZIJ,X,X,X,O,O,O,X,X,X,O,X,X
LSTOZJI,X,X,X,O,O,O,X,X,X,O,X,X
LSITJZO,X,O,X,O,X,X,O,X,X,X,X,X
LSITJOZ,X,O,X,O,X,X,O,X,X,X,X,X
LSITZJO,X,X,X,O,X,O,O,X,X,O,X,X
LSITZOJ,X,O,X,O,X,O,O,X,X,O,X,X
LSITOJZ,X,O,X,O,X,X,O,X,X,X,X,X
LSITOZJ,X,O,X,O,X,X,O,X,X,X,X,X
LSIJTZO,X,O,X,X,X,X,O,X,O,X,X,X
LSIJTOZ,X,O,X,X,X,X,O,X,X,X,X,X
LSIJZTO,O,O,X,X,X,X,O,X,O,O,X,X
LSIJZOT,O,O,X,X,X,X,O,X,O,X,X,X
LSIJOTZ,X,O,X,X,X,X,O,X,O,X,X,X
LSIJOZT,O,O,X,X,X,X,O,X,O,X,X,X
LSIZTJO,X,X,X,O,O,X,O,X,X,O,X,X
LSIZTOJ,X,O,X,O,O,X,O,X,X,O,X,X
LSIZJTO,O,X,X,O,X,X,O,X,O,O,X,X
LSIZJOT,O,X,X,O,X,X,O,X,O,X,X,X
LSIZOTJ,X,O,X,O,O,X,O,X,X,O,X,X
LSIZOJT,X,X,X,O,X,X,O,X,O,X,X,X
LSIOTJZ,X,O,X,O,X,X,O,X,X,X,X,X
LSIOTZJ,X,O,X,O,X,X,O,X,X,X,X,O
LSIOJTZ,X,O,X,X,X,X,O,X,O,X,X,X
LSIOJZT,X,O,X,X,X,X,O,X,O,X,X,X
LSIOZTJ,X,O,X,O,O,X,O,X,X,O,X,O
LSIOZJT,X,X,X,O,X,X,O,X,O,X,X,X
LSJTIZO,X,O,X,O,X,O,X,X,O,X,X,X
LSJTIOZ,X,O,X,O,X,X,X,X,X,X,X,X
LSJTZIO,O,X,X,O,X,O,O,X,O,O,X,X
LSJTZOI,O,X,X,O,X,O,O,X,O,O,X,X
LSJTOIZ,X,O,X,O,X,X,X,X,X,X,X,X
LSJTOZI,O,X,X,O,X,O,X,X,X,X,X,X
LSJITZO,X,O,X,X,X,X,O,X,O,X,X,X
LSJITOZ,X,O,X,X,X,X,O,X,X,X,X,X
LSJIZTO,O,O,X,X,X,X,O,X,O,O,X,X
LSJIZOT,O,O,X,X,X,X,O,X,O,X,X,X
LSJIOTZ,X,O,X,X,X,X,O,X,O,X,X,X
LSJIOZT,O,O,X,X,X,X,O,X,O,X,X,X
LSJZTIO,O,X,X,O,X,X,O,X,O,O,X,X
LSJZTOI,O,X,X,O,X,X,O,X,O,O,X,X
LSJZITO,O,O,X,O,X,X,O,X,O,O,X,X
LSJZIOT,O,O,X,O,X,X,O,X,O,X,X,X
LSJZOTI,O,X,X,O,X,X,O,X,O,X,X,X
LSJZOIT,O,O,X,O,X,X,O,X,O,X,X,X
LSJOTIZ,X,O,X,O,X,X,X,X,O,X,X,X
LSJOTZI,O,X,X,O,X,X,X,X,O,X,X,X
LSJOITZ,X,O,X,X,X,X,X,X,O,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X,O,X,X,X
LSJOZTI,O,X,X,O,X,X,X,X,O,X,X,X
LSJOZIT,O,O,X,O,X,X,X,X,O,X,X,X
LSZTIJO,X,X,X,O,O,X,O,X,X,O,X,X
LSZTIOJ,X,X,X,O,O,X,O,X,X,O,X,X
LSZTJIO,X,X,X,O,O,X,O,X,X,O,X,X
LSZTJOI,X,X,X,O,O,X,O,X,X,O,X,X
LSZTOIJ,X,X,X,O,O,X,X,X,X,O,X,X
LSZTOJI,X,X,X,O,O,X,O,X,X,O,X,X
LSZITJO,X,X,X,O,O,X,O,X,X,O,X,X
LSZITOJ,X,O,X,O,O,X,O,X,X,O,X,X
LSZIJTO,O,X,X,O,X,X,O,X,O,O,X,X
LSZIJOT,O,X,X,O,X,X,O,X,O,X,X,X
LSZIOTJ,X,O,X,O,O,X,O,X,X,O,X,X
LSZIOJT,X,X,X,O,X,X,O,X,O,X,X,X
LSZJTIO,O,X,X,O,X,X,O,X,O,O,X,X
LSZJTOI,O,X,X,O,X,X,O,X,O,O,X,X
LSZJITO,O,X,X,O,X,X,O,X,O,O,X,X
LSZJIOT,O,X,X,O,X,X,O,X,O,X,X,X
LSZJOTI,O,X,X,O,X,X,O,X,O,X,X,X
LSZJOIT,O,X,X,O,X,X,O,X,O,X,X,X
LSZOTIJ,X,X,X,O,O,X,X,X,X,O,X,X
LSZOTJI,X,X,X,O,O,X,O,X,X,O,X,X
LSZOITJ,X,O,X,O,O,X,O,X,X,O,X,X
LSZOIJT,X,X,X,O,X,X,O,X,O,X,X,X
LSZOJTI,X,X,X,O,X,X,O,X,O,X,X,X
LSZOJIT,X,X,X,O,X,X,O,X,O,X,X,X
LSOTIJZ,X,O,X,O,X,O,X,X,X,X,X,X
LSOTIZJ,X,O,X,O,X,O,X,X,X,X,X,X
LSOTJIZ,X,O,X,O,X,O,X,X,X,X,X,X
LSOTJZI,X,X,X,O,X,O,X,X,X,X,X,X
LSOTZIJ,X,X,X,O,O,O,X,X,X,O,X,X
LSOTZJI,X,X,X,O,O,O,X,X,X,O,X,X
LSOITJZ,X,O,X,O,X,X,X,X,X,X,X,X
LSOITZJ,X,O,X,O,X,X,X,X,X,X,X,X
LSOIJTZ,X,O,X,X,X,X,X,X,O,X,X,X
LSOIJZT,X,O,X,X,X,X,X,X,O,X,X,X
LSOIZTJ,X,O,X,O,O,X,X,X,X,O,X,X
LSOIZJT,X,X,X,O,X,X,X,X,O,X,X,X
LSOJTIZ,X,O,X,O,X,O,X,X,O,X,X,X
LSOJTZI,X,X,X,O,X,O,X,X,O,X,X,X
LSOJITZ,X,O,X,X,X,X,X,X,O,X,X,X
LSOJIZT,X,O,X,X,X,X,X,X,O,X,X,X
LSOJZTI,X,X,X,O,X,X,X,X,O,X,X,X
LSOJZIT,X,O,X,O,X,X,X,X,O,X,X,X
LSOZTIJ,X,X,X,O,O,X,X,X,X,O,X,X
LSOZTJI,X,X,X,O,O,X,X,X,X,O,X,X
LSOZITJ,X,O,X,O,O,X,X,X,X,O,X,X
LSOZIJT,X,X,X,O,X,X,X,X,O,X,X,X
LSOZJTI,X,X,X,O,X,X,X,X,O,X,X,X
LSOZJIT,X,X,X,O,X,X,X,X,O,X,X,X
LZTIJSO,O,X,O,X,O,O,O,X,O,X,X,X
LZTIJOS,O,X,O,X,O,O,O,X,O,X,X,X
LZTISJO,X,X,X,O,O,O,O,X,X,X,X,X
LZTISOJ,X,X,X,O,O,O,O,X,X,X,X,X
LZTIOJS,X,X,O,X,O,O,O,X,O,X,X,X
LZTIOSJ,X,X,X,O,O,O,O,X,X,X,X,X
LZTJISO,O,X,O,X,O,O,O,X,O,X,X,X
LZTJIOS,O,X,O,X,O,O,O,X,O,X,X,X
LZTJSIO,O,X,O,X,O,O,O,X,O,X,O,X
LZTJSOI,O,X,O,X,O,O,O,X,O,X,O,X
LZTJOIS,O,X,O,X,O,O,X,X,O,X,X,X
LZTJOSI,O,X,O,X,O,X,O,X,O,X,X,X
LZTSIJO,X,X,X,O,O,O,O,X,X,X,X,X
LZTSIOJ,X,X,X,O,O,O,O,X,X,X,X,X
LZTSJIO,X,X,X,O,O,O,O,X,X,X,X,X
LZTSJOI,X,X,X,O,O,O,O,X,X,X,X,X
LZTSOIJ,X,X,X,O,O,O,X,X,X,X,X,X
LZTSOJI,X,X,X,O,O,O,O,X,X,X,X,X
LZTOIJS,X,X,O,X,O,O,O,X,O,X,X,X
LZTOISJ,X,X,X,O,O,O,O,X,X,X,X,X
LZTOJIS,X,X,O,X,O,O,X,X,O,X,X,X
LZTOJSI,X,X,O,X,O,X,O,X,O,X,X,X
LZTOSIJ,X,X,X,O,O,O,X,X,X,X,X,X
LZTOSJI,X,X,X,O,O,O,O,X,X,X,X,X
LZITJSO,O,X,O,X,O,O,O,X,O,X,X,X
LZITJOS,O,X,O,X,O,O,O,X,O,X,X,X
LZITSJO,X,X,X,O,O,O,O,X,X,X,X,X
LZITSOJ,X,X,X,O,O,O,O,X,X,X,X,X
LZITOJS,X,X,O,X,O,O,O,X,O,X,X,X
LZITOSJ,X,X,X,O,O,O,O,X,X,X,X,X
LZIJTSO,O,X,O,X,O,X,O,X,O,X,X,X
LZIJTOS,O,X,O,X,O,X,O,X,O,X,X,X
LZIJSTO,O,X,X,O,X,X,O,X,O,X,X,X
LZIJSOT,O,X,X,O,X,X,O,X,O,X,X,X
LZIJOTS,O,X,O,X,O,X,O,X,O,X,X,X
LZIJOST,O,X,X,O,X,X,O,X,O,X,X,X
LZISTJO,X,X,X,O,O,X,O,X,X,O,X,X
LZISTOJ,X,X,X,O,O,X,O,X,X,O,X,X
LZISJTO,O,X,X,O,X,X,O,X,O,O,X,X
LZISJOT,O,X,X,O,X,X,O,X,O,X,X,X
LZISOTJ,X,X,X,O,O,X,O,X,X,O,X,X
LZISOJT,X,X,X,O,X,X,O,X,O,X,X,X
LZIOTJS,X,X,O,X,O,X,O,X,O,X,X,X
LZIOTSJ,X,X,X,O,O,X,O,X,X,X,X,X
LZIOJTS,O,X,O,X,O,X,O,X,O,X,X,X
LZIOJST,O,X,X,O,X,X,O,X,O,X,X,X
LZIOSTJ,X,X,X,O,O,X,O,X,X,X,X,X
LZIOSJT,X,X,X,O,X,X,O,X,O,X,X,X
LZJTISO,O,X,O,X,O,O,O,X,O,X,X,X
LZJTIOS,O,X,O,X,O,O,O,X,O,X,X,X
LZJTSIO,O,X,O,X,O,O,O,X,O,X,O,X
LZJTSOI,O,X,O,X,O,O,O,X,O,X,O,X
LZJTOIS,O,X,O,X,O,O,X,X,O,X,X,X
LZJTOSI,O,X,O,X,O,X,O,X,O,X,X,X
LZJITSO,O,X,O,X,O,X,O,X,O,X,X,X
LZJITOS,O,X,O,X,O,X,O,X,O,X,X,X
LZJISTO,O,X,X,O,X,X,O,X,O,X,X,X
LZJISOT,O,X,X,O,X,X,O,X,O,X,X,X
LZJIOTS,O,X,O,X,O,X,O,X,O,X,X,X
LZJIOST,O,X,X,O,X,X,O,X,O,X,X,X
LZJSTIO,O,X,X,O,X,X,O,X,O,X,O,X
LZJSTOI,O,X,X,O,X,X,O,X,O,X,O,X
LZJSITO,O,X,X,O,X,X,O,X,O,X,X,X
LZJSIOT,O,X,X,O,X,X,O,X,O,X,X,X
LZJSOTI,O,X,X,O,X,X,O,X,O,X,X,X
LZJSOIT,O,X,X,O,X,X,O,X,O,X,X,X
LZJOTIS,O,X,O,X,O,X,X,X,O,X,X,X
LZJOTSI,O,X,O,X,O,X,O,X,O,X,X,X
LZJOITS,O,X,O,X,O,X,O,X,O,X,X,X
LZJOIST,O,X,X,O,X,X,O,X,O,X,X,X
LZJOSTI,O,X,X,O,X,X,O,X,O,X,X,X
LZJOSIT,O,X,X,O,X,X,O,X,O,X,X,X
LZSTIJO,X,X,X,O,O,X,O,X,X,O,X,X
LZSTIOJ,X,X,X,O,O,X,O,X,X,O,X,X
LZSTJIO,X,X,X,O,O,X,O,X,X,O,X,X
LZSTJOI,X,X,X,O,O,X,O,X,X,O,X,X
LZSTOIJ,X,X,X,O,O,X,X,X,X,O,X,X
LZSTOJI,X,X,X,O,O,X,O,X,X,O,X,X
LZSITJO,X,X,X,O,O,X,O,X,X,O,X,X
LZSITOJ,X,X,X,O,O,X,O,X,X,O,X,X
LZSIJTO,O,X,X,O,X,X,O,X,O,O,X,X
LZSIJOT,O,X,X,O,X,X,O,X,O,X,X,X
LZSIOTJ,X,X,X,O,O,X,O,X,X,O,X,X
LZSIOJT,X,X,X,O,X,X,O,X,O,X,X,X
LZSJTIO,O,X,X,O,X,X,O,X,O,O,X,X
LZSJTOI,O,X,X,O,X,X,O,X,O,O,X,X
LZSJITO,O,X,X,O,X,X,O,X,O,O,X,X
LZSJIOT,O,X,X,O,X,X,O,X,O,X,X,X
LZSJOTI,O,X,X,O,X,X,O,X,O,X,X,X
LZSJOIT,O,X,X,O,X,X,O,X,O,X,X,X
LZSOTIJ,X,X,X,O,O,X,X,X,X,O,X,X
LZSOTJI,X,X,X,O,O,X,O,X,X,O,X,X
LZSOITJ,X,X,X,O,O,X,O,X,X,O,X,X
LZSOIJT,X,X,X,O,X,X,O,X,O,X,X,X
LZSOJTI,X,X,X,O,X,X,O,X,O,X,X,X
LZSOJIT,X,X,X,O,X,X,O,X,O,X,X,X
LZOTIJS,X,X,O,X,O,X,O,X,O,X,X,X
LZOTISJ,X,X,X,O,O,X,O,X,X,X,X,X
LZOTJIS,X,X,O,X,O,X,X,X,O,X,X,X
LZOTJSI,X,X,O,X,O,X,O,X,O,X,X,X
LZOTSIJ,X,X,X,O,O,X,X,X,X,X,X,X
LZOTSJI,X,X,X,O,O,X,O,X,X,X,X,X
LZOITJS,X,X,O,X,O,X,O,X,O,X,X,X
LZOITSJ,X,X,X,O,O,X,O,X,X,X,X,X
LZOIJTS,O,X,O,X,O,X,O,X,O,X,X,X
LZOIJST,O,X,X,O,X,X,O,X,O,X,X,X
LZOISTJ,X,X,X,O,O,X,O,X,X,X,X,X
LZOISJT,X,X,X,O,X,X,O,X,O,X,X,X
LZOJTIS,O,X,O,X,O,X,X,X,O,X,X,X
LZOJTSI,O,X,O,X,O,X,O,X,O,X,X,X
LZOJITS,O,X,O,X,O,X,O,X,O,X,X,X
LZOJIST,O,X,X,O,X,X,O,X,O,X,X,X
LZOJSTI,O,X,X,O,X,X,O,X,O,X,X,X
LZOJSIT,O,X,X,O,X,X,O,X,O,X,X,X
LZOSTIJ,X,X,X,O,O,X,X,X,X,X,X,X
LZOSTJI,X,X,X,O,O,X,O,X,X,X,X,X
LZOSITJ,X,X,X,O,O,X,O,X,X,X,X,X
LZOSIJT,X,X,X,O,X,X,O,X,O,X,X,X
LZOSJTI,X,X,X,O,X,X,O,X,O,X,X,X
LZOSJIT,X,X,X,O,X,X,O,X,O,X,X,X
LOTIJSZ,X,O,X,X,X,X,O,X,O,X,X,X
LOTIJZS,X,X,X,X,X,X,O,X,O,X,X,X
LOTISJZ,X,O,X,X,X,X,O,X,X,X,X,X
LOTISZJ,X,O,X,X,X,X,O,X,X,X,X,X
LOTIZJS,X,X,X,X,O,O,O,X,O,X,X,X
LOTIZSJ,X,X,X,X,O,O,O,X,X,X,X,X
LOTJISZ,X,X,X,X,X,X,X,X,O,X,X,X
LOTJIZS,X,X,X,X,X,X,X,X,O,X,X,X
LOTJSIZ,X,O,X,X,X,X,X,O,O,X,X,X
LOTJSZI,X,X,X,X,X,O,X,O,O,X,X,X
LOTJZIS,X,X,O,X,O,O,X,X,O,X,X,X
LOTJZSI,X,X,O,X,O,X,O,X,O,X,X,X
