sequence,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhFzgBUiB5oB3kBWs?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeOEJvhF8kBzgBqmB/nB5o?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhF3gBumB5oB1pB8q?BTsB,v115@EhB8IeA8IeA8AeC8AeE8Kel/IvhF3gBzhB5oB2pB8q?BSxB,v115@EhB8IeA8IeA8AeC8AeE8Kem/IvhFChB/nB5oBTkB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Ke0/IvhFlgB3hB5oB2pBTn?BCrB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFzfBWmB/nB5oB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFflBlgBumB5oB8q?BTsB
LIOSTJZ,X,X,X,X,O,O,O,O
LIOSTZJ,X,X,X,X,O,O,O,O
LIOSJTZ,X,X,X,O,O,O,O,O
LIOSJZT,X,X,X,O,O,O,X,O
LIOSZTJ,X,X,X,O,O,O,O,O
LIOSZJT,X,X,X,O,O,O,X,O
LIOZTJS,X,X,O,O,X,O,O,O
LIOZTSJ,X,X,O,O,X,O,O,O
LIOZJTS,X,X,O,O,X,O,X,O
LIOZJST,X,X,O,O,X,O,X,O
LIOZSTJ,X,X,O,O,X,O,O,O
LIOZSJT,X,X,O,O,X,O,X,O
LJTISZO,O,X,O,O,X,O,O,O
LJTISOZ,O,X,X,O,X,O,O,X
LJTIZSO,O,X,O,O,X,O,O,O
LJTIZOS,O,X,O,O,X,O,O,X
LJTIOSZ,O,X,X,O,X,O,O,X
LJTIOZS,O,X,O,O,X,O,O,X
LJTSIZO,O,X,O,O,X,O,O,O
LJTSIOZ,O,X,X,O,X,O,O,X
LJTSZIO,O,X,O,O,X,O,O,O
LJTSZOI,O,X,O,O,X,O,O,O
LJTSOIZ,O,X,X,O,X,O,O,X
LJTSOZI,O,X,X,O,X,O,O,X
LJTZISO,O,X,O,O,X,O,O,O
LJTZIOS,O,X,O,O,X,O,O,X
LJTZSIO,O,X,O,O,X,O,O,O
LJTZSOI,O,X,O,O,X,O,O,O
LJTZOIS,O,X,O,O,X,O,O,X
LJTZOSI,O,X,O,O,X,O,O,X
LJTOISZ,O,X,X,O,X,O,O,X
LJTOIZS,O,X,O,O,X,O,O,X
LJTOSIZ,O,X,X,O,X,O,O,X
LJTOSZI,O,X,X,O,X,O,O,X
LJTOZIS,O,X,O,O,X,O,O,X
LJTOZSI,O,X,O,O,X,O,O,X
LJITSZO,O,X,O,O,X,O,O,O
LJITSOZ,O,X,X,O,X,O,O,X
LJITZSO,O,X,O,O,X,O,O,O
LJITZOS,O,X,O,O,X,O,O,X
LJITOSZ,O,X,X,O,X,O,O,X
LJITOZS,O,X,O,O,X,O,O,X
LJISTZO,O,O,X,O,X,O,O,O
LJISTOZ,O,X,X,O,X,O,O,X
LJISZTO,O,O,X,O,X,O,X,O
LJISZOT,O,O,X,O,X,O,X,O
LJISOTZ,O,X,X,O,X,O,O,O
LJISOZT,O,O,X,O,X,O,X,O
LJIZTSO,O,O,O,O,X,O,X,O
LJIZTOS,O,X,O,O,X,O,X,X
LJIZSTO,O,O,O,O,X,O,X,O
LJIZSOT,O,O,X,O,X,O,X,O
LJIZOTS,X,X,X,O,X,O,X,O
LJIZOST,X,X,X,O,X,O,X,O
LJIOTSZ,X,X,X,O,X,O,O,O
LJIOTZS,X,X,X,O,X,O,O,O
LJIOSTZ,X,X,X,O,X,O,O,O
LJIOSZT,X,X,X,O,X,O,X,O
LJIOZTS,X,X,X,O,X,O,X,O
LJIOZST,X,X,X,O,X,O,X,O
LJSTIZO,O,O,X,O,X,O,O,O
LJSTIOZ,O,X,X,O,X,O,O,X
LJSTZIO,O,O,X,O,X,O,O,O
LJSTZOI,O,O,X,O,X,O,O,O
LJSTOIZ,O,X,X,O,X,O,O,X
LJSTOZI,O,X,X,O,X,O,O,X
LJSITZO,O,O,X,O,X,O,O,O
LJSITOZ,O,X,X,O,X,O,O,X
LJSIZTO,O,O,X,O,X,O,X,O
LJSIZOT,O,O,X,O,X,O,X,O
LJSIOTZ,O,X,X,O,X,O,O,O
LJSIOZT,O,O,X,O,X,O,X,O
LJSZTIO,O,O,X,O,X,O,X,O
LJSZTOI,O,O,X,O,X,O,X,O
LJSZITO,O,O,X,O,X,O,X,O
LJSZIOT,O,O,X,O,X,O,X,O
LJSZOTI,O,O,X,O,X,O,X,O
LJSZOIT,O,O,X,O,X,O,X,O
LJSOTIZ,O,X,X,O,X,O,O,O
LJSOTZI,O,X,X,O,X,O,O,O
LJSOITZ,O,X,X,O,X,O,O,O
LJSOIZT,O,O,X,O,X,O,X,O
LJSOZTI,O,O,X,O,X,O,X,O
LJSOZIT,O,O,X,O,X,O,X,O
LJZTISO,O,O,O,O,X,O,X,O
LJZTIOS,O,X,O,O,X,O,X,X
LJZTSIO,O,O,O,O,X,O,X,O
LJZTSOI,O,O,O,O,X,O,X,O
LJZTOIS,O,X,O,O,X,O,X,X
LJZTOSI,O,X,O,O,X,O,X,X
LJZITSO,O,O,O,O,X,O,X,O
LJZITOS,O,X,O,O,X,O,X,X
LJZISTO,O,O,O,O,X,O,X,O
LJZISOT,O,O,X,O,X,O,X,O
LJZIOTS,X,X,X,O,X,O,X,O
LJZIOST,X,X,X,O,X,O,X,O
LJZSTIO,O,O,O,O,X,O,X,O
LJZSTOI,O,O,O,O,X,O,X,O
LJZSITO,O,O,O,O,X,O,X,O
LJZSIOT,O,O,X,O,X,O,X,O
LJZSOTI,O,O,X,O,X,O,X,O
LJZSOIT,O,O,X,O,X,O,X,O
LJZOTIS,X,X,X,O,X,O,X,O
LJZOTSI,X,X,X,O,X,O,X,O
LJZOITS,X,X,X,O,X,O,X,O
LJZOIST,X,X,X,O,X,O,X,O
LJZOSTI,X,X,X,O,X,O,X,O
LJZOSIT,X,X,X,O,X,O,X,O
LJOTISZ,X,X,X,O,X,O,O,O
LJOTIZS,X,X,X,O,X,O,O,O
LJOTSIZ,X,X,X,O,X,O,O,O
LJOTSZI,X,X,X,O,X,O,O,O
LJOTZIS,X,X,X,O,X,O,O,O
LJOTZSI,X,X,X,O,X,O,O,O
LJOITSZ,X,X,X,O,X,O,O,O
LJOITZS,X,X,X,O,X,O,O,O
LJOISTZ,X,X,X,O,X,O,O,O
LJOISZT,X,X,X,O,X,O,X,O
LJOIZTS,X,X,X,O,X,O,X,O
LJOIZST,X,X,X,O,X,O,X,O
LJOSTIZ,X,X,X,O,X,O,O,O
LJOSTZI,X,X,X,O,X,O,O,O
LJOSITZ,X,X,X,O,X,O,O,O
LJOSIZT,X,X,X,O,X,O,X,O
LJOSZTI,X,X,X,O,X,O,X,O
LJOSZIT,X,X,X,O,X,O,X,O
LJOZTIS,X,X,X,O,X,O,X,O
LJOZTSI,X,X,X,O,X,O,X,O
LJOZITS,X,X,X,O,X,O,X,O
LJOZIST,X,X,X,O,X,O,X,O
LJOZSTI,X,X,X,O,X,O,X,O
LJOZSIT,X,X,X,O,X,O,X,O
LSTIJZO,O,O,X,X,O,O,O,O
LSTIJOZ,O,O,X,X,O,O,O,X
LSTIZJO,O,O,X,X,O,O,O,O
LSTIZOJ,O,O,X,X,O,X,O,O
LSTIOJZ,O,O,X,X,O,O,O,O
LSTIOZJ,O,O,X,X,O,X,O,O
LSTJIZO,O,O,X,X,O,O,O,O
LSTJIOZ,O,O,X,X,O,O,O,X
LSTJZIO,O,O,X,X,O,O,O,O
LSTJZOI,O,O,X,X,X,O,O,O
LSTJOIZ,O,O,X,X,O,O,O,X
LSTJOZI,O,O,X,X,O,O,O,X
LSTZIJO,O,O,X,X,O,O,O,O
LSTZIOJ,O,O,X,X,O,X,O,O
LSTZJIO,O,O,X,X,O,O,O,O
LSTZJOI,O,O,X,X,X,O,O,O
LSTZOIJ,O,O,X,X,O,X,O,O
LSTZOJI,O,O,X,X,O,X,O,O
LSTOIJZ,O,O,X,X,O,O,O,O
LSTOIZJ,O,O,X,X,O,X,O,O
LSTOJIZ,O,O,X,X,O,O,O,O
LSTOJZI,O,O,X,X,O,O,O,O
LSTOZIJ,O,O,X,X,O,X,O,O
LSTOZJI,O,O,X,X,O,X,O,O
LSITJZO,O,O,X,X,O,O,O,O
LSITJOZ,O,O,X,X,O,O,O,X
LSITZJO,O,O,X,X,O,O,O,O
LSITZOJ,O,O,X,X,O,X,O,O
LSITOJZ,O,O,X,X,O,O,O,O
LSITOZJ,O,O,X,X,O,X,O,O
LSIJTZO,O,O,X,O,X,O,O,O
LSIJTOZ,O,O,X,O,X,O,O,X
LSIJZTO,O,O,X,O,X,O,X,O
LSIJZOT,O,O,X,O,X,O,X,O
LSIJOTZ,O,X,X,O,X,O,O,O
LSIJOZT,O,O,X,O,X,O,X,O
LSIZTJO,O,O,X,O,O,O,O,O
LSIZTOJ,O,O,X,O,O,X,O,O
LSIZJTO,O,O,X,O,X,O,X,O
LSIZJOT,O,O,X,O,O,O,X,O
LSIZOTJ,X,O,X,O,O,X,O,O
LSIZOJT,X,O,X,O,O,X,X,O
LSIOTJZ,O,O,X,X,O,O,O,O
LSIOTZJ,O,O,X,X,O,X,O,O
LSIOJTZ,O,X,X,O,O,O,O,O
LSIOJZT,O,O,X,O,O,O,X,O
LSIOZTJ,X,O,X,O,O,X,O,O
LSIOZJT,X,O,X,O,O,X,X,O
LSJTIZO,O,O,X,O,X,O,O,O
LSJTIOZ,O,O,X,O,X,O,O,X
LSJTZIO,O,O,X,O,X,O,O,O
LSJTZOI,O,O,X,O,X,O,O,O
LSJTOIZ,O,O,X,O,X,O,O,X
LSJTOZI,O,O,X,O,X,O,O,X
LSJITZO,O,O,X,O,X,O,O,O
LSJITOZ,O,O,X,O,X,O,O,X
LSJIZTO,O,O,X,O,X,O,X,O
LSJIZOT,O,O,X,O,X,O,X,O
LSJIOTZ,O,X,X,O,X,O,O,O
LSJIOZT,O,O,X,O,X,O,X,O
LSJZTIO,O,O,X,O,X,O,X,O
LSJZTOI,O,O,X,O,X,O,X,O
LSJZITO,O,O,X,O,X,O,X,O
LSJZIOT,O,O,X,O,X,O,X,O
LSJZOTI,O,O,X,O,X,O,X,O
LSJZOIT,O,O,X,O,X,O,X,O
LSJOTIZ,O,X,X,O,X,O,O,O
LSJOTZI,O,X,X,O,X,O,O,O
LSJOITZ,O,X,X,O,X,O,O,O
LSJOIZT,O,O,X,O,X,O,X,O
LSJOZTI,O,O,X,O,X,O,X,O
LSJOZIT,O,O,X,O,X,O,X,O
LSZTIJO,O,O,X,O,O,O,O,O
LSZTIOJ,O,O,X,O,O,X,O,O
LSZTJIO,O,O,X,O,O,O,O,O
LSZTJOI,O,O,X,O,O,O,O,O
LSZTOIJ,O,O,X,O,O,X,O,O
LSZTOJI,O,O,X,O,O,X,O,O
LSZITJO,O,O,X,O,O,O,O,O
LSZITOJ,O,O,X,O,O,X,O,O
LSZIJTO,O,O,X,O,X,O,X,O
LSZIJOT,O,O,X,O,O,O,X,O
LSZIOTJ,X,O,X,O,O,X,O,O
LSZIOJT,X,O,X,O,O,X,X,O
LSZJTIO,O,O,X,O,X,O,X,O
LSZJTOI,O,O,X,O,X,O,X,O
LSZJITO,O,O,X,O,X,O,X,O
LSZJIOT,O,O,X,O,O,O,X,O
LSZJOTI,O,O,X,O,O,O,X,O
LSZJOIT,O,O,X,O,O,O,X,O
LSZOTIJ,X,O,X,O,O,X,O,O
LSZOTJI,X,O,X,O,O,X,O,O
LSZOITJ,X,O,X,O,O,X,O,O
LSZOIJT,X,O,X,O,O,X,X,O
LSZOJTI,X,O,X,O,O,X,X,O
LSZOJIT,X,O,X,O,O,X,X,O
LSOTIJZ,O,O,X,X,O,O,O,O
LSOTIZJ,O,O,X,X,O,X,O,O
LSOTJIZ,O,O,X,X,O,O,O,O
LSOTJZI,O,O,X,X,O,O,O,O
LSOTZIJ,O,O,X,X,O,X,O,O
LSOTZJI,O,O,X,X,O,X,O,O
LSOITJZ,O,O,X,X,O,O,O,O
LSOITZJ,O,O,X,X,O,X,O,O
LSOIJTZ,O,X,X,O,O,O,O,O
LSOIJZT,O,O,X,O,O,O,X,O
LSOIZTJ,X,O,X,O,O,X,O,O
LSOIZJT,X,O,X,O,O,X,X,O
LSOJTIZ,O,X,X,O,O,O,O,O
LSOJTZI,O,X,X,O,O,O,O,O
LSOJITZ,O,X,X,O,O,O,O,O
LSOJIZT,O,O,X,O,O,O,X,O
LSOJZTI,O,O,X,O,O,O,X,O
LSOJZIT,O,O,X,O,O,O,X,O
LSOZTIJ,X,O,X,O,O,X,O,O
LSOZTJI,X,O,X,O,O,X,O,O
LSOZITJ,X,O,X,O,O,X,O,O
LSOZIJT,X,O,X,O,O,X,X,O
LSOZJTI,X,O,X,O,O,X,X,O
LSOZJIT,X,O,X,O,O,X,X,O
LZTIJSO,X,O,O,O,X,O,O,O
LZTIJOS,X,X,O,O,X,O,O,X
LZTISJO,X,O,O,O,X,O,O,O
LZTISOJ,X,O,O,O,X,X,O,O
LZTIOJS,X,X,O,O,X,X,O,O
LZTIOSJ,X,X,O,O,X,X,O,O
LZTJISO,X,O,O,O,X,O,O,O
LZTJIOS,X,X,O,O,X,O,O,X
LZTJSIO,X,O,O,O,X,O,O,O
LZTJSOI,X,O,O,O,X,O,O,O
LZTJOIS,X,X,O,O,X,O,O,X
LZTJOSI,X,X,O,O,X,O,O,X
LZTSIJO,X,O,O,O,X,O,O,O
LZTSIOJ,X,O,O,O,X,X,O,O
LZTSJIO,X,O,O,O,X,O,O,O
LZTSJOI,X,O,O,O,X,O,O,O
LZTSOIJ,X,O,O,O,X,X,O,O
LZTSOJI,X,O,O,O,X,X,O,O
LZTOIJS,X,X,O,O,X,X,O,O
LZTOISJ,X,X,O,O,X,X,O,O
LZTOJIS,X,X,O,O,X,X,O,O
LZTOJSI,X,X,O,O,X,X,O,O
LZTOSIJ,X,X,O,O,X,X,O,O
LZTOSJI,X,X,O,O,X,X,O,O
LZITJSO,X,O,O,O,X,O,O,O
LZITJOS,X,X,O,O,X,O,O,X
LZITSJO,X,O,O,O,X,O,O,O
LZITSOJ,X,O,O,O,X,X,O,O
LZITOJS,X,X,O,O,X,X,O,O
LZITOSJ,X,X,O,O,X,X,O,O
LZIJTSO,X,O,O,O,X,O,X,O
LZIJTOS,X,X,O,O,X,O,X,X
LZIJSTO,X,O,O,O,X,O,X,O
LZIJSOT,X,O,X,O,X,O,X,O
LZIJOTS,X,X,X,O,X,O,X,O
LZIJOST,X,X,X,O,X,O,X,O
LZISTJO,X,O,O,O,X,O,O,O
LZISTOJ,X,O,O,O,X,X,O,O
LZISJTO,X,O,O,O,X,O,X,O
LZISJOT,X,O,X,O,X,O,X,O
LZISOTJ,X,O,O,O,X,X,O,O
LZISOJT,X,O,O,O,X,X,X,O
LZIOTJS,X,X,O,O,X,X,O,O
LZIOTSJ,X,X,O,O,X,X,O,O
LZIOJTS,X,X,O,O,X,X,X,O
LZIOJST,X,X,O,O,X,X,X,O
LZIOSTJ,X,X,O,O,X,X,O,O
LZIOSJT,X,X,O,O,X,X,X,O
LZJTISO,X,O,O,O,X,O,X,O
LZJTIOS,X,X,O,O,X,O,X,X
LZJTSIO,X,O,O,O,X,O,X,O
LZJTSOI,X,O,O,O,X,O,X,O
LZJTOIS,X,X,O,O,X,O,X,X
LZJTOSI,X,X,O,O,X,O,X,X
LZJITSO,X,O,O,O,X,O,X,O
LZJITOS,X,X,O,O,X,O,X,X
LZJISTO,X,O,O,O,X,O,X,O
LZJISOT,X,O,X,O,X,O,X,O
LZJIOTS,X,X,X,O,X,O,X,O
LZJIOST,X,X,X,O,X,O,X,O
LZJSTIO,X,O,O,O,X,O,X,O
LZJSTOI,X,O,O,O,X,O,X,O
LZJSITO,X,O,O,O,X,O,X,O
LZJSIOT,X,O,X,O,X,O,X,O
LZJSOTI,X,O,X,O,X,O,X,O
LZJSOIT,X,O,X,O,X,O,X,O
LZJOTIS,X,X,X,O,X,O,X,O
LZJOTSI,X,X,X,O,X,O,X,O
LZJOITS,X,X,X,O,X,O,X,O
LZJOIST,X,X,X,O,X,O,X,O
LZJOSTI,X,X,X,O,X,O,X,O
LZJOSIT,X,X,X,O,X,O,X,O
LZSTIJO,X,O,O,O,X,O,O,O
LZSTIOJ,X,O,O,O,X,X,O,O
LZSTJIO,X,O,O,O,X,O,O,O
LZSTJOI,X,O,O,O,X,O,O,O
LZSTOIJ,X,O,O,O,X,X,O,O
LZSTOJI,X,O,O,O,X,X,O,O
LZSITJO,X,O,O,O,X,O,O,O
LZSITOJ,X,O,O,O,X,X,O,O
LZSIJTO,X,O,O,O,X,O,X,O
LZSIJOT,X,O,X,O,X,O,X,O
LZSIOTJ,X,O,O,O,X,X,O,O
LZSIOJT,X,O,O,O,X,X,X,O
LZSJTIO,X,O,O,O,X,O,X,O
LZSJTOI,X,O,O,O,X,O,X,O
LZSJITO,X,O,O,O,X,O,X,O
LZSJIOT,X,O,X,O,X,O,X,O
LZSJOTI,X,O,X,O,X,O,X,O
LZSJOIT,X,O,X,O,X,O,X,O
LZSOTIJ,X,O,O,O,X,X,O,O
LZSOTJI,X,O,O,O,X,X,O,O
LZSOITJ,X,O,O,O,X,X,O,O
LZSOIJT,X,O,O,O,X,X,X,O
LZSOJTI,X,O,O,O,X,X,X,O
LZSOJIT,X,O,O,O,X,X,X,O
LZOTIJS,X,X,O,O,X,X,O,O
LZOTISJ,X,X,O,O,X,X,O,O
LZOTJIS,X,X,O,O,X,X,O,O
LZOTJSI,X,X,O,O,X,X,O,O
LZOTSIJ,X,X,O,O,X,X,O,O
LZOTSJI,X,X,O,O,X,X,O,O
LZOITJS,X,X,O,O,X,X,O,O
LZOITSJ,X,X,O,O,X,X,O,O
LZOIJTS,X,X,O,O,X,X,X,O
LZOIJST,X,X,O,O,X,X,X,O
LZOISTJ,X,X,O,O,X,X,O,O
LZOISJT,X,X,O,O,X,X,X,O
LZOJTIS,X,X,O,O,X,X,X,O
LZOJTSI,X,X,O,O,X,X,X,O
LZOJITS,X,X,O,O,X,X,X,O
LZOJIST,X,X,O,O,X,X,X,O
LZOJSTI,X,X,O,O,X,X,X,O
LZOJSIT,X,X,O,O,X,X,X,O
LZOSTIJ,X,X,O,O,X,X,O,O
LZOSTJI,X,X,O,O,X,X,O,O
LZOSITJ,X,X,O,O,X,X,O,O
LZOSIJT,X,X,O,O,X,X,X,O
LZOSJTI,X,X,O,O,X,X,X,O
LZOSJIT,X,X,O,O,X,X,X,O
LOTIJSZ,X,X,O,O,O,O,O,O
LOTIJZS,X,X,O,O,X,O,O,O
LOTISJZ,X,X,O,X,O,O,O,O
LOTISZJ,X,X,O,X,O,O,O,O
LOTIZJS,X,X,O,O,X,O,O,O
LOTIZSJ,X,X,O,O,X,O,O,O
LOTJISZ,X,X,O,O,O,O,O,O
LOTJIZS,X,X,O,O,X,O,O,O
LOTJSIZ,X,X,O,O,O,O,O,O
LOTJSZI,X,X,O,O,O,O,O,O
LOTJZIS,X,X,O,O,X,O,O,O
LOTJZSI,X,X,O,O,X,O,O,O
LOTSIJZ,X,X,O,X,O,O,O,O
LOTSIZJ,X,X,O,X,O,O,O,O
LOTSJIZ,X,X,O,X,O,O,O,O
LOTSJZI,X,X,O,X,O,O,O,O
LOTSZIJ,X,X,O,X,O,O,O,O
LOTSZJI,X,X,O,X,O,O,O,O
LOTZIJS,X,X,O,O,X,O,O,O
LOTZISJ,X,X,O,O,X,O,O,O
LOTZJIS,X,X,O,O,X,O,O,O
LOTZJSI,X,X,O,O,X,O,O,O
LOTZSIJ,X,X,O,O,X,O,O,O
LOTZSJI,X,X,O,O,X,O,O,O
LOITJSZ,X,X,O,O,O,O,O,O
LOITJZS,X,X,O,O,X,O,O,O
LOITSJZ,X,X,O,X,O,O,O,O
LOITSZJ,X,X,O,X,O,O,O,O
LOITZJS,X,X,O,O,X,O,O,O
LOITZSJ,X,X,O,O,X,O,O,O
LOIJTSZ,X,X,O,O,O,O,O,O
LOIJTZS,X,X,O,O,X,O,O,O
LOIJSTZ,X,X,X,O,O,O,O,O
LOIJSZT,X,X,X,O,O,O,X,O
LOIJZTS,X,X,O,O,X,O,X,O
LOIJZST,X,X,O,O,X,O,X,O
LOISTJZ,X,X,X,X,O,O,O,O
LOISTZJ,X,X,X,X,O,O,O,O
LOISJTZ,X,X,X,O,O,O,O,O
LOISJZT,X,X,X,O,O,O,X,O
LOISZTJ,X,X,X,O,O,O,O,O
LOISZJT,X,X,X,O,O,O,X,O
LOIZTJS,X,X,O,O,X,O,O,O
LOIZTSJ,X,X,O,O,X,O,O,O
LOIZJTS,X,X,O,O,X,O,X,O
LOIZJST,X,X,O,O,X,O,X,O
LOIZSTJ,X,X,O,O,X,O,O,O
LOIZSJT,X,X,O,O,X,O,X,O
LOJTISZ,X,X,O,O,O,O,O,O
LOJTIZS,X,X,O,O,X,O,O,O
LOJTSIZ,X,X,O,O,O,O,O,O
LOJTSZI,X,X,O,O,O,O,O,O
LOJTZIS,X,X,O,O,X,O,O,O
LOJTZSI,X,X,O,O,X,O,O,O
LOJITSZ,X,X,O,O,O,O,O,O
LOJITZS,X,X,O,O,X,O,O,O
LOJISTZ,X,X,X,O,O,O,O,O
LOJISZT,X,X,X,O,O,O,X,O
LOJIZTS,X,X,O,O,X,O,X,O
LOJIZST,X,X,O,O,X,O,X,O
LOJSTIZ,X,X,X,O,O,O,O,O
LOJSTZI,X,X,X,O,O,O,O,O
LOJSITZ,X,X,X,O,O,O,O,O
LOJSIZT,X,X,X,O,O,O,X,O
LOJSZTI,X,X,X,O,O,O,X,O
LOJSZIT,X,X,X,O,O,O,X,O
LOJZTIS,X,X,O,O,X,O,X,O
LOJZTSI,X,X,O,O,X,O,X,O
LOJZITS,X,X,O,O,X,O,X,O
LOJZIST,X,X,O,O,X,O,X,O
LOJZSTI,X,X,O,O,X,O,X,O
LOJZSIT,X,X,O,O,X,O,X,O
LOSTIJZ,X,X,X,X,O,O,O,O
LOSTIZJ,X,X,X,X,O,O,O,O
LOSTJIZ,X,X,X,X,O,O,O,O
LOSTJZI,X,X,X,X,O,O,O,O
LOSTZIJ,X,X,X,X,O,O,O,O
LOSTZJI,X,X,X,X,O,O,O,O
LOSITJZ,X,X,X,X,O,O,O,O
LOSITZJ,X,X,X,X,O,O,O,O
LOSIJTZ,X,X,X,O,O,O,O,O
LOSIJZT,X,X,X,O,O,O,X,O
LOSIZTJ,X,X,X,O,O,O,O,O
LOSIZJT,X,X,X,O,O,O,X,O
LOSJTIZ,X,X,X,O,O,O,O,O
LOSJTZI,X,X,X,O,O,O,O,O
LOSJITZ,X,X,X,O,O,O,O,O
LOSJIZT,X,X,X,O,O,O,X,O
LOSJZTI,X,X,X,O,O,O,X,O
LOSJZIT,X,X,X,O,O,O,X,O
LOSZTIJ,X,X,X,O,O,O,O,O
LOSZTJI,X,X,X,O,O,O,O,O
LOSZITJ,X,X,X,O,O,O,O,O
LOSZIJT,X,X,X,O,O,O,X,O
LOSZJTI,X,X,X,O,O,O,X,O
LOSZJIT,X,X,X,O,O,O,X,O
LOZTIJS,X,X,O,O,X,O,O,O
LOZTISJ,X,X,O,O,X,O,O,O
LOZTJIS,X,X,O,O,X,O,O,O
LOZTJSI,X,X,O,O,X,O,O,O
LOZTSIJ,X,X,O,O,X,O,O,O
LOZTSJI,X,X,O,O,X,O,O,O
LOZITJS,X,X,O,O,X,O,O,O
LOZITSJ,X,X,O,O,X,O,O,O
LOZIJTS,X,X,O,O,X,O,X,O
LOZIJST,X,X,O,O,X,O,X,O
LOZISTJ,X,X,O,O,X,O,O,O
LOZISJT,X,X,O,O,X,O,X,O
LOZJTIS,X,X,O,O,X,O,X,O
LOZJTSI,X,X,O,O,X,O,X,O
LOZJITS,X,X,O,O,X,O,X,O
LOZJIST,X,X,O,O,X,O,X,O
LOZJSTI,X,X,O,O,X,O,X,O
LOZJSIT,X,X,O,O,X,O,X,O
LOZSTIJ,X,X,O,O,X,O,O,O
LOZSTJI,X,X,O,O,X,O,O,O
LOZSITJ,X,X,O,O,X,O,O,O
LOZSIJT,X,X,O,O,X,O,X,O
LOZSJTI,X,X,O,O,X,O,X,O
LOZSJIT,X,X,O,O,X,O,X,O
JTILSZO,O,X,O,O,O,O,O,O
JTILSOZ,O,X,X,O,O,O,O,X
JTILZSO,O,X,O,O,X,O,O,O
JTILZOS,O,X,O,O,X,O,O,X
JTILOSZ,O,X,O,O,X,O,O,X
JTILOZS,O,X,O,O,X,O,O,X
JTISLZO,O,O,O,O,O,X,O,X
JTISLOZ,O,O,X,O,O,X,O,X
JTISZLO,O,O,O,O,O,X,O,X
JTISZOL,O,O,O,O,X,X,X,X
JTISOLZ,O,X,X,X,O,X,O,X
JTISOZL,O,X,X,X,O,X,X,X
JTIZLSO,O,O,O,O,X,O,O,O
JTIZLOS,O,X,O,O,X,O,O,X
JTIZSLO,O,O,O,O,O,O,O,X
JTIZSOL,O,O,O,O,X,O,X,X
JTIZOLS,O,X,O,O,X,O,X,X
JTIZOSL,O,O,O,O,X,O,X,X
JTIOLSZ,O,X,O,O,O,O,O,X
JTIOLZS,O,X,O,O,X,O,O,X
JTIOSLZ,O,X,O,X,O,O,O,X
JTIOSZL,O,X,O,X,O,O,X,X
JTIOZLS,O,X,O,O,X,O,X,X
JTIOZSL,O,X,O,O,O,O,X,X
JTLISZO,O,X,O,O,O,O,O,O
JTLISOZ,O,X,X,O,O,O,O,X
JTLIZSO,O,X,O,O,X,O,O,O
JTLIZOS,O,X,O,O,X,O,O,X
JTLIOSZ,O,X,O,O,X,O,O,X
JTLIOZS,O,X,O,O,X,O,O,X
JTLSIZO,O,X,O,O,O,O,O,O
JTLSIOZ,O,X,X,O,O,O,O,X
JTLSZIO,O,X,O,O,O,O,O,O
JTLSZOI,O,X,O,O,X,O,O,O
JTLSOIZ,O,X,X,O,O,O,O,X
JTLSOZI,O,X,X,O,X,O,O,X
JTLZISO,O,X,O,O,X,O,O,O
JTLZIOS,O,X,O,O,X,O,O,X
JTLZSIO,O,X,O,O,X,O,O,O
JTLZSOI,O,X,O,O,X,O,O,O
JTLZOIS,O,X,O,O,X,O,O,X
JTLZOSI,O,X,O,O,X,O,O,X
JTLOISZ,O,X,O,O,X,O,O,X
JTLOIZS,O,X,O,O,X,O,O,X
JTLOSIZ,O,X,O,O,X,O,O,X
JTLOSZI,O,X,O,O,X,O,O,X
JTLOZIS,O,X,O,O,X,O,O,X
JTLOZSI,O,X,O,O,X,O,O,X
JTSILZO,O,O,O,O,O,X,O,X
JTSILOZ,O,O,X,O,O,X,O,X
JTSIZLO,O,O,O,O,O,X,O,X
JTSIZOL,O,O,O,O,X,X,X,X
JTSIOLZ,O,X,X,X,O,X,O,X
JTSIOZL,O,X,X,X,O,X,X,X
JTSLIZO,O,O,O,O,O,X,O,X
JTSLIOZ,O,O,X,O,O,X,O,X
JTSLZIO,O,O,O,O,O,X,O,X
JTSLZOI,O,O,O,O,X,X,O,X
JTSLOIZ,O,O,X,O,O,X,O,X
JTSLOZI,O,O,X,O,O,X,O,X
JTSZILO,O,O,O,O,O,X,O,X
JTSZIOL,O,O,O,O,X,X,X,X
JTSZLIO,O,O,O,O,O,X,O,X
JTSZLOI,O,O,O,O,X,X,O,X
JTSZOIL,O,O,O,O,X,X,X,X
JTSZOLI,O,O,O,O,X,X,X,X
JTSOILZ,O,X,X,X,O,X,O,X
JTSOIZL,O,X,X,X,O,X,X,X
JTSOLIZ,O,X,X,X,O,X,O,X
JTSOLZI,O,X,X,X,O,X,O,X
JTSOZIL,O,X,X,X,O,X,X,X
JTSOZLI,O,X,X,X,O,X,X,X
JTZILSO,O,O,O,O,X,O,O,O
JTZILOS,O,X,O,O,X,O,O,X
