sequence,v115@EhD8EeF8DeG8BeE8Jei6IvhF3bB1hBxdBWlBTmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBlhBilBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBflB0gBlhBGmBzqB,v115@EhD8EeF8DeG8BeE8Jei6IvhFFcBxdBflB0gBumBzqB,v115@EhD8EeF8DeG8BeE8JeT6IvhF/gBxdBUlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBfmBlhBGmB0qB,v115@EhD8EeF8DeG8BeE8Je//IvhFUbBxdBTlBOrBlmBCrB,v115@EhD8EeF8DeG8BeE8JeT6IvhFxdBXgBlhBuqBilBcrB,v115@EhD8EeF8DeG8BeE8Jei6IvhFxdBzfBlhBUmB+lBXrB
LTOIZJS,O,X,X,X,X,X,X,X,O
LTOIZSJ,O,X,X,X,X,O,X,X,O
LTOJISZ,O,X,X,O,X,X,X,X,X
LTOJIZS,O,X,X,O,X,X,X,X,X
LTOJSIZ,O,X,X,O,X,X,X,X,X
LTOJSZI,O,X,X,O,X,X,X,X,X
LTOJZIS,O,X,X,O,X,X,X,X,X
LTOJZSI,O,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,X,X,X,X,O,X
LTOSIZJ,O,O,O,O,X,X,X,X,X
LTOSJIZ,O,O,O,O,X,X,X,O,X
LTOSJZI,O,O,O,O,X,X,X,O,X
LTOSZIJ,O,O,O,O,X,X,X,X,X
LTOSZJI,X,O,O,O,X,X,X,X,X
LTOZIJS,O,X,X,X,X,X,X,X,O
LTOZISJ,O,X,X,X,X,O,X,X,O
LTOZJIS,O,X,X,X,X,X,X,X,O
LTOZJSI,O,X,X,X,X,X,X,X,O
LTOZSIJ,O,X,X,X,X,O,X,X,O
LTOZSJI,X,X,X,X,X,O,X,X,O
LITJSZO,O,O,O,O,X,X,X,X,X
LITJSOZ,O,X,X,O,X,X,X,O,X
LITJZSO,O,X,X,O,X,X,X,X,X
LITJZOS,O,X,X,O,X,X,X,X,X
LITJOSZ,O,X,X,O,X,X,X,X,X
LITJOZS,O,X,X,O,X,X,X,X,X
LITSJZO,O,O,O,O,X,X,X,X,X
LITSJOZ,O,X,X,O,X,X,X,X,X
LITSZJO,O,O,O,O,X,X,X,X,X
LITSZOJ,O,O,O,O,X,X,X,X,X
LITSOJZ,O,O,O,X,X,X,X,O,X
LITSOZJ,X,O,O,O,X,X,X,X,X
LITZJSO,O,X,X,X,X,X,X,X,X
LITZJOS,O,X,X,X,X,X,X,X,X
LITZSJO,O,O,O,X,X,X,X,X,X
LITZSOJ,O,O,O,X,X,X,X,X,X
LITZOJS,O,X,X,X,X,X,X,X,O
LITZOSJ,O,X,X,X,X,O,X,X,O
LITOJSZ,O,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,X
LITOSJZ,O,O,O,X,X,X,X,O,X
LITOSZJ,O,O,O,O,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,X,X,O
LITOZSJ,O,X,X,X,X,O,X,X,O
LIJTSZO,O,O,O,O,X,X,X,X,X
LIJTSOZ,O,X,X,O,X,X,X,O,X
LIJTZSO,O,X,X,O,X,X,X,X,X
LIJTZOS,O,X,X,O,X,X,X,X,X
LIJTOSZ,O,X,X,O,X,X,X,X,X
LIJTOZS,O,X,X,O,X,X,X,X,X
LIJSTZO,O,O,O,O,X,X,X,X,X
LIJSTOZ,O,X,X,O,X,X,X,O,X
LIJSZTO,O,O,O,O,X,X,X,X,X
LIJSZOT,O,X,X,O,X,X,X,X,X
LIJSOTZ,O,X,O,O,X,X,O,O,X
LIJSOZT,O,X,O,O,X,X,O,X,X
LIJZTSO,O,X,X,O,X,X,X,X,X
LIJZTOS,O,X,X,O,X,X,X,X,X
LIJZSTO,O,X,X,O,O,X,X,X,X
LIJZSOT,O,X,X,O,O,X,X,X,X
LIJZOTS,O,X,X,O,X,X,X,X,X
LIJZOST,O,X,X,O,O,O,X,X,X
LIJOTSZ,O,X,X,O,X,X,X,X,X
LIJOTZS,O,X,X,O,X,X,X,X,X
LIJOSTZ,O,X,O,O,X,X,O,X,X
LIJOSZT,O,X,O,O,X,X,O,X,X
LIJOZTS,O,X,X,O,X,X,X,X,O
LIJOZST,O,X,X,O,O,O,X,X,X
LISTJZO,O,O,O,O,X,X,X,X,X
LISTJOZ,O,X,X,O,X,X,X,X,X
LISTZJO,O,O,O,O,X,X,X,X,X
LISTZOJ,O,O,O,O,X,X,X,X,X
LISTOJZ,O,O,O,X,X,X,X,O,X
LISTOZJ,X,O,O,O,X,X,X,X,X
LISJTZO,O,O,O,O,X,X,X,X,X
LISJTOZ,O,X,X,O,X,X,X,O,X
LISJZTO,O,O,O,O,X,X,X,X,X
LISJZOT,O,X,X,O,X,X,X,X,X
LISJOTZ,O,X,O,O,X,X,O,O,X
LISJOZT,O,X,O,O,X,X,O,X,X
LISZTJO,O,O,O,O,X,X,X,X,X
LISZTOJ,O,O,O,O,X,X,X,X,X
LISZJTO,O,O,O,O,X,X,X,X,X
LISZJOT,O,X,X,O,X,X,X,X,X
LISZOTJ,O,O,O,O,X,O,X,X,X
LISZOJT,O,O,O,O,X,O,O,X,X
LISOTJZ,O,O,O,X,X,X,X,O,X
LISOTZJ,O,O,O,O,X,X,X,X,X
LISOJTZ,O,O,O,O,X,X,O,O,X
LISOJZT,O,O,O,O,X,X,O,X,X
LISOZTJ,X,O,O,O,X,O,X,X,O
LISOZJT,X,O,O,O,X,O,O,X,X
LIZTJSO,O,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,X,X,X,X,X,X
LIZTSJO,O,O,O,X,X,X,X,X,X
LIZTSOJ,O,O,O,X,X,X,X,X,X
LIZTOJS,O,X,X,X,X,X,X,X,O
LIZTOSJ,O,X,X,X,X,O,X,X,O
LIZJTSO,O,X,X,O,X,X,X,X,X
LIZJTOS,O,X,X,O,X,X,X,X,X
LIZJSTO,O,X,X,O,O,X,X,X,X
LIZJSOT,O,X,X,O,O,X,X,X,X
LIZJOTS,O,X,X,O,X,X,X,X,X
LIZJOST,O,X,X,O,O,O,X,X,X
LIZSTJO,O,O,O,O,X,X,X,X,X
LIZSTOJ,O,O,O,O,X,O,X,X,X
LIZSJTO,O,O,O,O,O,X,X,X,X
LIZSJOT,O,X,X,O,O,X,X,X,X
LIZSOTJ,O,O,O,O,X,O,X,X,X
LIZSOJT,O,X,O,O,O,O,X,X,X
LIZOTJS,O,X,X,X,X,X,X,X,O
LIZOTSJ,O,X,X,X,X,O,X,X,O
LIZOJTS,O,X,X,X,X,X,X,X,O
LIZOJST,O,X,X,X,O,O,X,X,X
LIZOSTJ,O,X,O,O,X,O,X,X,O
LIZOSJT,O,X,O,O,O,O,X,X,X
LIOTJSZ,O,O,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,O,X,X,X,X,O,X
LIOTSZJ,O,O,O,O,X,X,X,X,X
LIOTZJS,O,X,X,X,X,X,X,X,O
LIOTZSJ,O,O,X,X,X,O,X,X,O
LIOJTSZ,O,O,X,O,X,X,X,X,X
LIOJTZS,O,X,X,O,X,X,X,X,X
LIOJSTZ,O,O,O,O,X,X,O,X,X
LIOJSZT,O,O,O,O,X,X,O,X,X
LIOJZTS,O,X,X,O,X,X,X,X,O
LIOJZST,O,X,X,O,O,O,X,X,X
LIOSTJZ,O,O,O,X,X,X,X,O,X
LIOSTZJ,O,O,O,O,X,X,X,X,X
LIOSJTZ,O,O,O,O,X,X,O,O,X
LIOSJZT,O,O,O,O,X,X,O,X,X
LIOSZTJ,X,O,O,O,X,O,X,X,O
LIOSZJT,X,O,O,O,X,O,O,X,X
LIOZTJS,O,X,X,X,X,X,X,X,O
LIOZTSJ,O,O,X,O,X,O,X,X,O
LIOZJTS,O,X,X,X,X,X,X,X,O
LIOZJST,O,X,X,X,O,O,X,X,X
LIOZSTJ,O,O,O,O,X,O,X,X,O
LIOZSJT,O,O,O,O,O,O,X,X,X
LJTISZO,O,O,O,O,X,X,X,X,X
LJTISOZ,O,X,X,O,X,X,X,O,X
LJTIZSO,O,X,X,O,X,X,X,X,X
LJTIZOS,O,X,X,O,X,X,X,X,X
LJTIOSZ,O,X,X,O,X,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,X,X
LJTSIZO,O,O,O,O,X,X,X,X,X
LJTSIOZ,O,X,X,O,X,X,X,O,X
LJTSZIO,O,O,O,O,X,X,X,X,X
LJTSZOI,O,O,O,O,X,X,X,X,X
LJTSOIZ,O,X,X,O,X,X,X,O,X
LJTSOZI,X,X,X,O,X,X,X,O,X
LJTZISO,O,X,X,O,X,X,X,X,X
LJTZIOS,O,X,X,O,X,X,X,X,X
LJTZSIO,O,X,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,X,X,X,X,X
LJTZOIS,O,X,X,X,X,X,X,X,X
LJTZOSI,O,X,X,X,X,X,X,X,X
LJTOISZ,O,X,X,O,X,X,X,X,X
LJTOIZS,O,X,X,O,X,X,X,X,X
LJTOSIZ,O,X,X,O,X,X,X,X,X
LJTOSZI,O,X,X,O,X,X,X,X,X
LJTOZIS,O,X,X,O,X,X,X,X,X
LJTOZSI,O,X,X,O,X,X,X,X,X
LJITSZO,O,O,O,O,X,X,X,X,X
LJITSOZ,O,X,X,O,X,X,X,O,X
LJITZSO,O,X,X,O,X,X,X,X,X
LJITZOS,O,X,X,O,X,X,X,X,X
LJITOSZ,O,X,X,O,X,X,X,X,X
LJITOZS,O,X,X,O,X,X,X,X,X
LJISTZO,O,O,O,O,X,X,X,X,X
LJISTOZ,O,X,X,O,X,X,X,O,X
LJISZTO,O,O,O,O,X,X,X,X,X
LJISZOT,O,X,X,O,X,X,X,X,X
LJISOTZ,O,X,O,O,X,X,O,O,X
LJISOZT,O,X,O,O,X,X,O,X,X
LJIZTSO,O,X,X,O,X,X,X,X,X
LJIZTOS,O,X,X,O,X,X,X,X,X
LJIZSTO,O,X,X,O,O,X,X,X,X
LJIZSOT,O,X,X,O,O,X,X,X,X
LJIZOTS,O,X,X,O,X,X,X,X,X
LJIZOST,O,X,X,O,O,O,X,X,X
LJIOTSZ,O,X,X,O,X,X,X,X,X
LJIOTZS,O,X,X,O,X,X,X,X,X
LJIOSTZ,O,X,O,O,X,X,O,X,X
LJIOSZT,O,X,O,O,X,X,O,X,X
LJIOZTS,O,X,X,O,X,X,X,X,O
LJIOZST,O,X,X,O,O,O,X,X,X
LJSTIZO,O,O,O,O,X,X,X,X,X
LJSTIOZ,O,X,X,O,X,X,X,O,X
LJSTZIO,O,O,O,O,X,X,X,X,X
LJSTZOI,O,O,O,O,X,X,X,X,X
LJSTOIZ,O,X,X,O,X,X,X,O,X
LJSTOZI,X,X,X,O,X,X,X,O,X
LJSITZO,O,O,O,O,X,X,X,X,X
LJSITOZ,O,X,X,O,X,X,X,O,X
LJSIZTO,O,O,O,O,X,X,X,X,X
LJSIZOT,O,X,X,O,X,X,X,X,X
LJSIOTZ,O,X,O,O,X,X,O,O,X
LJSIOZT,O,X,O,O,X,X,O,X,X
LJSZTIO,O,O,O,O,X,X,X,X,X
LJSZTOI,O,O,O,O,X,X,X,X,X
LJSZITO,O,O,O,O,X,X,X,X,X
LJSZIOT,O,X,X,O,X,X,X,X,X
LJSZOTI,O,X,X,O,X,X,X,X,X
LJSZOIT,O,X,X,O,X,X,X,X,X
LJSOTIZ,O,X,O,O,X,X,O,O,X
LJSOTZI,O,X,O,O,X,X,O,O,X
LJSOITZ,O,X,O,O,X,X,O,O,X
LJSOIZT,O,X,O,O,X,X,O,X,X
LJSOZTI,O,X,O,O,X,X,O,X,X
LJSOZIT,O,X,O,O,X,X,O,X,X
LJZTISO,O,X,X,O,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X
LJZTSOI,O,X,X,X,X,X,X,X,X
LJZTOIS,O,X,X,X,X,X,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,O,X,X,X,X,X
LJZITOS,O,X,X,O,X,X,X,X,X
LJZISTO,O,X,X,O,O,X,X,X,X
LJZISOT,O,X,X,O,O,X,X,X,X
LJZIOTS,O,X,X,O,X,X,X,X,X
LJZIOST,O,X,X,O,O,O,X,X,X
LJZSTIO,O,X,X,O,O,X,X,X,X
LJZSTOI,O,X,X,O,O,X,X,X,X
LJZSITO,O,X,X,O,O,X,X,X,X
LJZSIOT,O,X,X,O,O,X,X,X,X
LJZSOTI,O,X,X,O,O,X,X,X,X
LJZSOIT,O,X,X,O,O,X,X,X,X
LJZOTIS,O,X,X,O,X,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,O,X,X,X,X,X
LJZOIST,O,X,X,O,O,O,X,X,X
LJZOSTI,O,X,X,O,O,O,X,X,X
LJZOSIT,O,X,X,O,O,O,X,X,X
LJOTISZ,O,X,X,O,X,X,X,X,X
LJOTIZS,O,X,X,O,X,X,X,X,X
LJOTSIZ,O,X,X,O,X,X,X,X,X
LJOTSZI,O,X,X,O,X,X,X,X,X
LJOTZIS,O,X,X,O,X,X,X,X,X
LJOTZSI,O,X,X,O,X,X,X,X,X
LJOITSZ,O,X,X,O,X,X,X,X,X
LJOITZS,O,X,X,O,X,X,X,X,X
LJOISTZ,O,X,O,O,X,X,O,X,X
LJOISZT,O,X,O,O,X,X,O,X,X
LJOIZTS,O,X,X,O,X,X,X,X,O
LJOIZST,O,X,X,O,O,O,X,X,X
LJOSTIZ,O,X,O,O,X,X,O,X,X
LJOSTZI,O,X,O,O,X,X,O,X,X
LJOSITZ,O,X,O,O,X,X,O,X,X
LJOSIZT,O,X,O,O,X,X,O,X,X
LJOSZTI,O,X,O,O,X,X,O,X,X
LJOSZIT,O,X,O,O,X,X,O,X,X
LJOZTIS,O,X,X,O,X,X,X,X,O
LJOZTSI,O,X,X,O,X,X,X,X,O
LJOZITS,O,X,X,O,X,X,X,X,O
LJOZIST,O,X,X,O,O,O,X,X,X
LJOZSTI,O,X,X,O,O,O,X,X,X
LJOZSIT,O,X,X,O,O,O,X,X,X
LSTIJZO,O,O,O,O,X,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,X,X,X
LSTIZJO,O,O,O,O,X,X,X,X,X
LSTIZOJ,O,O,O,O,X,X,X,X,X
LSTIOJZ,O,O,O,X,X,X,X,O,X
LSTIOZJ,X,O,O,O,X,X,X,X,X
LSTJIZO,O,O,O,O,X,X,X,X,X
LSTJIOZ,O,X,X,O,X,X,X,X,X
LSTJZIO,O,O,O,O,X,X,X,X,X
LSTJZOI,X,O,O,O,X,X,X,X,X
LSTJOIZ,O,X,X,O,X,X,X,X,X
LSTJOZI,X,X,X,O,X,X,X,X,X
LSTZIJO,O,O,O,O,X,X,X,X,X
LSTZIOJ,O,O,O,O,X,X,X,X,X
LSTZJIO,O,O,O,O,X,X,X,X,X
LSTZJOI,O,O,O,O,X,X,X,X,X
LSTZOIJ,O,O,O,O,X,X,X,X,X
LSTZOJI,X,O,O,X,X,X,X,X,X
LSTOIJZ,O,O,O,X,X,X,X,O,X
LSTOIZJ,X,O,O,O,X,X,X,X,X
LSTOJIZ,X,O,O,O,X,X,X,O,X
LSTOJZI,X,O,O,O,X,X,X,O,X
LSTOZIJ,X,O,O,O,X,X,X,X,X
LSTOZJI,X,O,O,O,X,X,X,X,X
LSITJZO,O,O,O,O,X,X,X,X,X
LSITJOZ,O,X,X,O,X,X,X,X,X
LSITZJO,O,O,O,O,X,X,X,X,X
LSITZOJ,O,O,O,O,X,X,X,X,X
LSITOJZ,O,O,O,X,X,X,X,O,X
LSITOZJ,X,O,O,O,X,X,X,X,X
LSIJTZO,O,O,O,O,X,X,X,X,X
LSIJTOZ,O,X,X,O,X,X,X,O,X
LSIJZTO,O,O,O,O,X,X,X,X,X
LSIJZOT,O,X,X,O,X,X,X,X,X
LSIJOTZ,O,X,O,O,X,X,O,O,X
LSIJOZT,O,X,O,O,X,X,O,X,X
LSIZTJO,O,O,O,O,X,X,X,X,X
LSIZTOJ,O,O,O,O,X,X,X,X,X
LSIZJTO,O,O,O,O,X,X,X,X,X
LSIZJOT,O,X,X,O,X,X,X,X,X
LSIZOTJ,O,O,O,O,X,O,X,X,X
LSIZOJT,O,O,O,O,X,O,O,X,X
LSIOTJZ,O,O,O,X,X,X,X,O,X
LSIOTZJ,O,O,O,O,X,X,X,X,X
LSIOJTZ,O,O,O,O,X,X,O,O,X
LSIOJZT,O,O,O,O,X,X,O,X,X
LSIOZTJ,X,O,O,O,X,O,X,X,O
LSIOZJT,X,O,O,O,X,O,O,X,X
LSJTIZO,O,O,O,O,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,X,O,X
LSJTZIO,O,O,O,O,X,X,X,X,X
LSJTZOI,O,O,O,O,X,X,X,X,X
LSJTOIZ,O,X,X,O,X,X,X,O,X
LSJTOZI,X,X,X,O,X,X,X,O,X
LSJITZO,O,O,O,O,X,X,X,X,X
LSJITOZ,O,X,X,O,X,X,X,O,X
LSJIZTO,O,O,O,O,X,X,X,X,X
LSJIZOT,O,X,X,O,X,X,X,X,X
LSJIOTZ,O,X,O,O,X,X,O,O,X
LSJIOZT,O,X,O,O,X,X,O,X,X
LSJZTIO,O,O,O,O,X,X,X,X,X
LSJZTOI,O,O,O,O,X,X,X,X,X
LSJZITO,O,O,O,O,X,X,X,X,X
LSJZIOT,O,X,X,O,X,X,X,X,X
LSJZOTI,O,X,X,O,X,X,X,X,X
LSJZOIT,O,X,X,O,X,X,X,X,X
LSJOTIZ,O,X,O,O,X,X,O,O,X
LSJOTZI,O,X,O,O,X,X,O,O,X
LSJOITZ,O,X,O,O,X,X,O,O,X
LSJOIZT,O,X,O,O,X,X,O,X,X
LSJOZTI,O,X,O,O,X,X,O,X,X
LSJOZIT,O,X,O,O,X,X,O,X,X
LSZTIJO,O,O,O,O,X,X,X,X,X
LSZTIOJ,O,O,O,O,X,X,X,X,X
LSZTJIO,O,O,O,O,X,X,X,X,X
LSZTJOI,O,O,O,O,X,X,X,X,X
LSZTOIJ,O,O,O,O,X,X,X,X,X
LSZTOJI,X,O,O,X,X,X,X,X,X
LSZITJO,O,O,O,O,X,X,X,X,X
LSZITOJ,O,O,O,O,X,X,X,X,X
LSZIJTO,O,O,O,O,X,X,X,X,X
LSZIJOT,O,X,X,O,X,X,X,X,X
LSZIOTJ,O,O,O,O,X,O,X,X,X
LSZIOJT,O,O,O,O,X,O,O,X,X
LSZJTIO,O,O,O,O,X,X,X,X,X
LSZJTOI,O,O,O,O,X,X,X,X,X
LSZJITO,O,O,O,O,X,X,X,X,X
LSZJIOT,O,X,X,O,X,X,X,X,X
LSZJOTI,O,X,X,O,X,X,X,X,X
LSZJOIT,O,X,X,O,X,X,X,X,X
LSZOTIJ,O,O,O,O,X,O,X,X,X
LSZOTJI,O,O,O,O,X,O,X,X,X
LSZOITJ,O,O,O,O,X,O,X,X,X
LSZOIJT,O,O,O,O,X,O,O,X,X
LSZOJTI,O,O,O,O,X,O,O,X,X
LSZOJIT,O,O,O,O,X,O,O,X,X
LSOTIJZ,O,O,O,X,X,X,X,O,X
LSOTIZJ,O,O,O,O,X,X,X,X,X
LSOTJIZ,O,O,O,O,X,X,X,O,X
LSOTJZI,O,O,O,O,X,X,X,O,X
LSOTZIJ,O,O,O,O,X,X,X,X,X
LSOTZJI,X,O,O,O,X,X,X,X,X
LSOITJZ,O,O,O,X,X,X,X,O,X
LSOITZJ,O,O,O,O,X,X,X,X,X
LSOIJTZ,O,O,O,O,X,X,O,O,X
LSOIJZT,O,O,O,O,X,X,O,X,X
LSOIZTJ,X,O,O,O,X,O,X,X,O
LSOIZJT,X,O,O,O,X,O,O,X,X
LSOJTIZ,O,O,O,O,X,X,O,O,X
LSOJTZI,O,O,O,O,X,X,O,O,X
LSOJITZ,O,O,O,O,X,X,O,O,X
LSOJIZT,O,O,O,O,X,X,O,X,X
LSOJZTI,O,O,O,O,X,X,O,X,X
LSOJZIT,O,O,O,O,X,X,O,X,X
LSOZTIJ,X,O,O,O,X,O,X,X,O
LSOZTJI,X,O,O,O,X,O,X,X,O
LSOZITJ,X,O,O,O,X,O,X,X,O
LSOZIJT,X,O,O,O,X,O,O,X,X
LSOZJTI,X,O,O,O,X,O,O,X,X
LSOZJIT,X,O,O,O,X,O,O,X,X
LZTIJSO,O,X,X,X,X,X,X,X,X
LZTIJOS,O,X,X,X,X,X,X,X,X
LZTISJO,O,O,O,X,X,X,X,X,X
LZTISOJ,O,O,O,X,X,X,X,X,X
LZTIOJS,O,X,X,X,X,X,X,X,O
LZTIOSJ,O,X,X,X,X,O,X,X,O
LZTJISO,O,X,X,X,X,X,X,X,X
LZTJIOS,O,X,X,X,X,X,X,X,X
LZTJSIO,O,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,X,X,X,X,X,X
LZTJOIS,O,X,X,X,X,X,X,X,X
LZTJOSI,O,X,X,X,X,X,X,X,X
LZTSIJO,O,O,O,X,X,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X,X,X
LZTSJIO,O,O,O,X,X,X,X,X,X
LZTSJOI,O,O,O,X,X,X,X,X,X
LZTSOIJ,O,O,O,X,X,X,X,X,X
LZTSOJI,X,O,O,X,X,X,X,X,X
LZTOIJS,O,X,X,X,X,X,X,X,O
LZTOISJ,O,X,X,X,X,O,X,X,O
LZTOJIS,O,X,X,X,X,X,X,X,O
LZTOJSI,O,X,X,X,X,X,X,X,O
LZTOSIJ,O,X,X,X,X,O,X,X,O
LZTOSJI,O,X,X,X,X,O,X,X,O
LZITJSO,O,X,X,X,X,X,X,X,X
LZITJOS,O,X,X,X,X,X,X,X,X
LZITSJO,O,O,O,X,X,X,X,X,X
LZITSOJ,O,O,O,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,X,O
LZITOSJ,O,X,X,X,X,O,X,X,O
LZIJTSO,O,X,X,O,X,X,X,X,X
LZIJTOS,O,X,X,O,X,X,X,X,X
LZIJSTO,O,X,X,O,O,X,X,X,X
LZIJSOT,O,X,X,O,O,X,X,X,X
LZIJOTS,O,X,X,O,X,X,X,X,X
LZIJOST,O,X,X,O,O,O,X,X,X
LZISTJO,O,O,O,O,X,X,X,X,X
LZISTOJ,O,O,O,O,X,O,X,X,X
LZISJTO,O,O,O,O,O,X,X,X,X
LZISJOT,O,X,X,O,O,X,X,X,X
LZISOTJ,O,O,O,O,X,O,X,X,X
LZISOJT,O,X,O,O,O,O,X,X,X
LZIOTJS,O,X,X,X,X,X,X,X,O
LZIOTSJ,O,X,X,X,X,O,X,X,O
LZIOJTS,O,X,X,X,X,X,X,X,O
LZIOJST,O,X,X,X,O,O,X,X,X
LZIOSTJ,O,X,O,O,X,O,X,X,O
LZIOSJT,O,X,O,O,O,O,X,X,X
LZJTISO,O,X,X,O,X,X,X,X,X
LZJTIOS,O,X,X,O,X,X,X,X,X
LZJTSIO,O,X,X,X,X,X,X,X,X
LZJTSOI,O,X,X,X,X,X,X,X,X
LZJTOIS,O,X,X,X,X,X,X,X,X
LZJTOSI,O,X,X,X,X,X,X,X,X
LZJITSO,O,X,X,O,X,X,X,X,X
LZJITOS,O,X,X,O,X,X,X,X,X
LZJISTO,O,X,X,O,O,X,X,X,X
LZJISOT,O,X,X,O,O,X,X,X,X
LZJIOTS,O,X,X,O,X,X,X,X,X
LZJIOST,O,X,X,O,O,O,X,X,X
LZJSTIO,O,X,X,O,O,X,X,X,X
LZJSTOI,O,X,X,O,O,X,X,X,X
LZJSITO,O,X,X,O,O,X,X,X,X
LZJSIOT,O,X,X,O,O,X,X,X,X
LZJSOTI,O,X,X,O,O,X,X,X,X
LZJSOIT,O,X,X,O,O,X,X,X,X
LZJOTIS,O,X,X,O,X,X,X,X,X
LZJOTSI,O,X,X,X,X,X,X,X,X
LZJOITS,O,X,X,O,X,X,X,X,X
LZJOIST,O,X,X,O,O,O,X,X,X
LZJOSTI,O,X,X,O,O,O,X,X,X
LZJOSIT,O,X,X,O,O,O,X,X,X
LZSTIJO,O,O,O,O,X,X,X,X,X
LZSTIOJ,O,O,O,O,X,O,X,X,X
LZSTJIO,O,O,O,O,X,X,X,X,X
LZSTJOI,O,O,O,O,X,X,X,X,X
LZSTOIJ,O,O,O,O,X,O,X,X,X
LZSTOJI,X,O,O,X,X,O,X,X,X
LZSITJO,O,O,O,O,X,X,X,X,X
LZSITOJ,O,O,O,O,X,O,X,X,X
LZSIJTO,O,O,O,O,O,X,X,X,X
LZSIJOT,O,X,X,O,O,X,X,X,X
LZSIOTJ,O,O,O,O,X,O,X,X,X
LZSIOJT,O,X,O,O,O,O,X,X,X
LZSJTIO,O,O,O,O,O,X,X,X,X
LZSJTOI,O,O,O,O,O,X,X,X,X
LZSJITO,O,O,O,O,O,X,X,X,X
LZSJIOT,O,X,X,O,O,X,X,X,X
LZSJOTI,O,X,X,O,O,X,X,X,X
LZSJOIT,O,X,X,O,O,X,X,X,X
LZSOTIJ,O,O,O,O,X,O,X,X,X
LZSOTJI,O,O,O,O,X,O,X,X,X
LZSOITJ,O,O,O,O,X,O,X,X,X
LZSOIJT,O,X,O,O,O,O,X,X,X
LZSOJTI,O,X,O,O,O,O,X,X,X
LZSOJIT,O,X,O,O,O,O,X,X,X
LZOTIJS,O,X,X,X,X,X,X,X,O
LZOTISJ,O,X,X,X,X,O,X,X,O
LZOTJIS,O,X,X,X,X,X,X,X,O
LZOTJSI,O,X,X,X,X,X,X,X,O
LZOTSIJ,O,X,X,X,X,O,X,X,O
LZOTSJI,O,X,X,X,X,O,X,X,O
LZOITJS,O,X,X,X,X,X,X,X,O
LZOITSJ,O,X,X,X,X,O,X,X,O
LZOIJTS,O,X,X,X,X,X,X,X,O
LZOIJST,O,X,X,X,O,O,X,X,X
LZOISTJ,O,X,O,O,X,O,X,X,O
LZOISJT,O,X,O,O,O,O,X,X,X
LZOJTIS,O,X,X,O,X,X,X,X,O
LZOJTSI,O,X,X,X,X,X,X,X,O
LZOJITS,O,X,X,O,X,X,X,X,O
LZOJIST,O,X,X,O,O,O,X,X,X
LZOJSTI,O,X,X,O,O,O,X,X,X
LZOJSIT,O,X,X,O,O,O,X,X,X
LZOSTIJ,O,X,O,O,X,O,X,X,O
LZOSTJI,O,X,O,O,X,O,X,X,O
LZOSITJ,O,X,O,O,X,O,X,X,O
LZOSIJT,O,X,O,O,O,O,X,X,X
LZOSJTI,O,X,O,O,O,O,X,X,X
LZOSJIT,O,X,O,O,O,O,X,X,X
LOTIJSZ,O,O,X,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X,X,X
LOTISJZ,O,O,O,X,X,X,X,O,X
LOTISZJ,O,O,O,O,X,X,X,X,X
LOTIZJS,O,X,X,X,X,X,X,X,O
LOTIZSJ,O,O,X,X,X,O,X,X,O
LOTJISZ,O,O,X,O,X,X,X,X,X
LOTJIZS,O,X,X,O,X,X,X,X,X
LOTJSIZ,O,O,X,O,X,X,X,X,X
LOTJSZI,O,O,X,O,X,X,X,X,X
LOTJZIS,O,X,X,O,X,X,X,X,X
LOTJZSI,O,X,X,X,X,X,X,X,X
LOTSIJZ,O,O,O,X,X,X,X,O,X
LOTSIZJ,O,O,O,O,X,X,X,X,X
LOTSJIZ,O,O,O,O,X,X,X,O,X
LOTSJZI,O,O,O,O,X,X,X,O,X
LOTSZIJ,O,O,O,O,X,X,X,X,X
LOTSZJI,X,O,O,O,X,X,X,X,X
LOTZIJS,O,X,X,X,X,X,X,X,O
LOTZISJ,O,O,X,X,X,O,X,X,O
LOTZJIS,O,X,X,X,X,X,X,X,O
LOTZJSI,O,X,X,X,X,X,X,X,O
