sequence,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBGdBTgBihBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBShBTdB2lBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFagBGdBRhBzgBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Jem6IvhFRcBSiB0fBzgBFq?BXrB,v115@7gB8HeC8DeF8EeF8CeE8Jei6IvhFGcBTdBRgBfqBVr?B0qB,v115@7gB8HeC8DeF8EeF8CeE8Je37IvhFchBTdB6kBmfBxq?B1vB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFibBGdBRlBfrBlm?BUqB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFxcBfqBmlBllBCn?B0qB,v115@7gB8HeC8DeF8EeF8CeE8JeR7IvhFGdB0gBaqB/kBlm?BzqB,v115@7gB8HeC8DeF8EeF8CeE8JeG8IvhFTdBxfB8lBaqBlk?BXrB
IOZTLSJ,X,O,X,X,X,O,O,X,X,X
IOZTJLS,X,O,X,X,X,X,O,X,X,X
IOZTJSL,X,O,X,X,X,X,O,X,X,X
IOZTSLJ,X,O,X,X,X,X,O,X,X,X
IOZTSJL,X,O,X,X,X,X,O,X,X,X
IOZLTJS,X,X,X,X,X,O,O,X,X,X
IOZLTSJ,X,X,X,X,X,O,O,X,X,X
IOZLJTS,X,X,X,X,X,O,O,X,X,X
IOZLJST,X,O,X,X,X,X,O,X,X,X
IOZLSTJ,X,O,X,X,X,O,O,X,X,X
IOZLSJT,X,O,X,X,X,X,O,X,X,X
IOZJTLS,X,X,X,X,X,X,O,X,X,X
IOZJTSL,X,X,X,X,X,X,O,X,X,X
IOZJLTS,X,X,X,X,X,O,O,X,X,X
IOZJLST,X,O,X,X,X,X,O,X,X,X
IOZJSTL,X,O,X,X,X,X,O,X,X,X
IOZJSLT,X,X,O,X,X,X,O,X,X,X
IOZSTLJ,X,O,X,X,X,X,O,X,X,X
IOZSTJL,X,O,X,X,X,X,O,X,X,X
IOZSLTJ,X,O,X,X,X,O,O,X,X,X
IOZSLJT,X,O,O,X,X,X,O,X,X,X
IOZSJTL,X,O,X,X,X,X,O,X,X,X
IOZSJLT,X,O,O,X,X,X,O,X,X,X
LTIJSZO,O,O,O,O,X,X,X,X,X,X
LTIJSOZ,O,O,O,O,O,X,X,X,X,X
LTIJZSO,O,X,O,O,X,O,X,X,X,X
LTIJZOS,O,X,X,O,O,O,X,X,X,X
LTIJOSZ,O,O,X,X,O,X,X,X,X,X
LTIJOZS,X,X,X,O,O,O,X,X,X,X
LTISJZO,O,O,O,O,O,X,X,X,X,X
LTISJOZ,O,O,O,O,O,X,X,X,X,X
LTISZJO,O,X,O,O,O,O,X,X,X,X
LTISZOJ,O,O,X,O,O,O,X,X,X,X
LTISOJZ,O,O,O,O,O,X,X,X,X,X
LTISOZJ,O,O,X,O,O,O,X,X,X,X
LTIZJSO,O,O,O,O,X,O,X,X,X,X
LTIZJOS,O,O,X,O,O,O,X,X,X,X
LTIZSJO,O,O,O,O,X,O,X,X,X,X
LTIZSOJ,O,O,O,O,X,O,X,X,X,X
LTIZOJS,O,O,X,O,O,O,X,X,X,X
LTIZOSJ,O,O,X,O,X,O,X,X,X,X
LTIOJSZ,O,O,X,X,O,X,X,X,X,X
LTIOJZS,X,X,X,O,O,O,X,X,X,X
LTIOSJZ,O,O,X,O,O,X,X,X,X,X
LTIOSZJ,O,O,X,O,O,O,X,X,X,X
LTIOZJS,X,O,X,O,O,O,X,X,X,X
LTIOZSJ,X,O,X,O,X,O,X,X,X,X
LTJISZO,O,O,O,O,X,X,X,X,X,X
LTJISOZ,O,O,O,O,O,X,X,X,X,X
LTJIZSO,O,X,O,O,X,X,X,X,X,X
LTJIZOS,O,X,X,O,O,X,X,X,X,X
LTJIOSZ,O,O,X,X,O,X,X,X,X,X
LTJIOZS,X,X,X,O,O,X,X,X,X,X
LTJSIZO,O,O,O,O,O,X,X,X,X,X
LTJSIOZ,O,O,O,O,O,X,X,X,X,X
LTJSZIO,O,O,O,O,O,X,X,X,X,X
LTJSZOI,O,O,O,O,O,X,X,X,X,X
LTJSOIZ,O,O,O,O,O,X,X,X,X,X
LTJSOZI,O,O,X,O,O,X,X,X,X,X
LTJZISO,O,O,O,O,X,X,X,X,X,X
LTJZIOS,O,O,X,O,X,X,X,X,X,X
LTJZSIO,O,O,O,O,X,X,X,X,O,X
LTJZSOI,O,O,O,O,X,X,X,X,X,X
LTJZOIS,O,O,X,O,O,X,X,X,X,X
LTJZOSI,O,O,X,O,O,X,X,X,X,X
LTJOISZ,O,O,X,X,O,X,X,X,X,X
LTJOIZS,X,X,X,O,O,X,X,X,X,X
LTJOSIZ,O,O,X,X,O,X,X,X,X,X
LTJOSZI,O,O,X,X,O,X,X,X,X,X
LTJOZIS,O,O,X,O,O,X,X,X,X,X
LTJOZSI,O,O,X,O,O,X,X,X,O,X
LTSIJZO,O,O,O,O,O,X,X,X,X,X
LTSIJOZ,O,O,O,O,O,X,X,X,X,X
LTSIZJO,O,X,O,O,O,X,X,X,X,X
LTSIZOJ,O,O,X,O,O,X,X,X,X,X
LTSIOJZ,O,O,O,O,O,X,X,X,X,X
LTSIOZJ,O,O,X,O,O,X,X,X,X,X
LTSJIZO,O,O,O,O,O,X,X,X,X,X
LTSJIOZ,O,O,O,O,O,X,X,X,X,X
LTSJZIO,O,O,O,O,O,X,X,X,X,X
LTSJZOI,O,O,O,O,O,X,X,X,X,X
LTSJOIZ,O,O,O,O,O,X,X,X,X,X
LTSJOZI,O,O,X,O,O,X,X,X,X,X
LTSZIJO,O,O,O,O,O,X,X,X,X,O
LTSZIOJ,O,O,O,O,O,X,X,X,X,O
LTSZJIO,O,O,O,O,O,X,X,X,X,O
LTSZJOI,O,O,O,O,O,X,X,X,X,O
LTSZOIJ,O,O,O,O,O,X,X,X,X,O
LTSZOJI,O,O,O,O,O,X,X,X,X,O
LTSOIJZ,O,O,O,O,O,X,X,X,X,X
LTSOIZJ,O,O,X,O,O,X,X,X,X,X
LTSOJIZ,O,O,O,O,O,X,X,X,X,X
LTSOJZI,O,O,X,O,O,X,X,X,X,X
LTSOZIJ,O,O,X,O,O,X,X,X,X,O
LTSOZJI,O,O,X,O,O,X,X,X,X,O
LTZIJSO,O,O,O,O,X,O,X,X,O,X
LTZIJOS,O,O,X,O,O,O,X,X,X,X
LTZISJO,O,O,O,O,X,O,X,X,O,X
LTZISOJ,O,O,O,O,X,O,X,X,O,X
LTZIOJS,O,O,X,O,O,O,X,X,X,X
LTZIOSJ,O,O,X,O,X,O,X,X,X,X
LTZJISO,O,O,O,O,X,X,X,X,O,X
LTZJIOS,O,O,X,O,X,X,X,X,X,X
LTZJSIO,O,O,O,O,X,X,X,X,O,X
LTZJSOI,O,O,O,O,X,X,X,X,O,X
LTZJOIS,O,O,X,O,O,X,X,X,X,X
LTZJOSI,O,O,X,O,O,X,X,X,O,X
LTZSIJO,O,O,O,O,O,X,X,X,O,X
LTZSIOJ,O,O,O,O,O,X,X,X,O,X
LTZSJIO,O,O,O,O,O,X,X,X,O,X
LTZSJOI,O,O,O,O,O,X,X,X,O,X
LTZSOIJ,O,O,O,O,O,X,X,X,O,X
LTZSOJI,O,O,O,O,O,X,X,X,O,X
LTZOIJS,O,O,X,O,O,O,X,X,X,X
LTZOISJ,O,O,X,O,X,O,X,X,X,X
LTZOJIS,O,O,X,O,O,X,X,X,X,X
LTZOJSI,O,O,X,O,O,X,X,X,O,X
LTZOSIJ,O,O,X,O,O,X,X,X,O,X
LTZOSJI,O,O,X,O,O,X,X,X,O,X
LTOIJSZ,O,O,X,X,O,X,X,X,X,X
LTOIJZS,X,X,X,O,O,O,X,X,X,X
LTOISJZ,O,O,X,O,O,X,X,X,X,X
LTOISZJ,O,O,X,O,O,O,X,X,X,X
LTOIZJS,X,O,X,O,O,O,X,X,X,X
LTOIZSJ,X,O,X,O,X,O,X,X,X,X
LTOJISZ,O,O,X,X,O,X,X,X,X,X
LTOJIZS,X,X,X,O,O,X,X,X,X,X
LTOJSIZ,O,O,X,X,O,X,X,X,X,X
LTOJSZI,O,O,X,X,O,X,X,X,X,X
LTOJZIS,O,O,X,O,O,X,X,X,X,X
LTOJZSI,O,O,X,O,O,X,X,X,O,X
LTOSIJZ,O,O,X,O,O,X,X,X,X,X
LTOSIZJ,O,O,X,O,O,X,X,X,X,X
LTOSJIZ,O,O,X,O,O,X,X,X,X,X
LTOSJZI,O,O,X,O,O,X,X,X,X,X
LTOSZIJ,O,O,X,O,O,X,X,X,X,O
LTOSZJI,O,O,X,O,O,X,X,X,X,O
LTOZIJS,O,O,X,O,O,O,X,X,O,X
LTOZISJ,O,O,X,O,X,O,X,X,O,X
LTOZJIS,O,O,X,O,O,X,X,X,O,X
LTOZJSI,O,O,X,O,O,X,X,X,O,X
LTOZSIJ,O,O,X,O,O,X,X,X,O,X
LTOZSJI,O,O,X,O,O,X,X,X,O,X
LITJSZO,O,O,O,O,X,X,X,X,X,X
LITJSOZ,O,O,O,O,O,X,X,X,X,X
LITJZSO,O,X,O,O,X,O,X,X,X,X
LITJZOS,O,X,X,O,O,O,X,X,X,X
LITJOSZ,O,O,X,X,O,X,X,X,X,X
LITJOZS,X,X,X,O,O,O,X,X,X,X
LITSJZO,O,O,O,O,O,X,X,X,X,X
LITSJOZ,O,O,O,O,O,X,X,X,X,X
LITSZJO,O,X,O,O,O,O,X,X,X,X
LITSZOJ,O,O,X,O,O,O,X,X,X,X
LITSOJZ,O,O,O,O,O,X,X,X,X,X
LITSOZJ,O,O,X,O,O,O,X,X,X,X
LITZJSO,O,O,O,O,X,O,X,X,X,X
LITZJOS,O,O,X,O,O,O,X,X,X,X
LITZSJO,O,O,O,O,X,O,X,X,X,X
LITZSOJ,O,O,O,O,X,O,X,X,X,X
LITZOJS,O,O,X,O,O,O,X,X,X,X
LITZOSJ,O,O,X,O,X,O,X,X,X,X
LITOJSZ,O,O,X,X,O,X,X,X,X,X
LITOJZS,X,X,X,O,O,O,X,X,X,X
LITOSJZ,O,O,X,O,O,X,X,X,X,X
LITOSZJ,O,O,X,O,O,O,X,X,X,X
LITOZJS,X,O,X,O,O,O,X,X,X,X
LITOZSJ,X,O,X,O,X,O,X,X,X,X
LIJTSZO,O,X,O,O,X,X,X,X,X,X
LIJTSOZ,O,X,O,O,X,X,X,X,X,X
LIJTZSO,O,X,O,O,X,O,X,X,X,X
LIJTZOS,O,X,X,O,X,O,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,O,X,O,X,X,X,X
LIJSTZO,O,X,O,O,X,X,X,X,X,X
LIJSTOZ,O,X,O,O,X,X,X,X,X,X
LIJSZTO,O,X,O,O,X,X,X,X,X,X
LIJSZOT,O,X,O,O,X,X,X,X,X,X
LIJSOTZ,O,X,O,O,X,X,X,X,X,X
LIJSOZT,O,X,O,O,X,X,X,X,X,X
LIJZTSO,X,X,X,O,X,O,X,X,X,X
LIJZTOS,X,X,X,O,X,O,X,X,X,X
LIJZSTO,O,X,O,O,X,X,X,X,O,X
LIJZSOT,O,X,O,O,X,X,X,X,O,X
LIJZOTS,X,X,X,O,X,O,X,X,X,X
LIJZOST,O,X,X,O,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,O,X,X,X,X,X
LIJOTZS,X,X,X,X,O,O,X,X,X,X
LIJOSTZ,X,X,X,X,O,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,X,X,X
LIJOZTS,X,X,X,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,O,X
LISTJZO,O,X,O,O,O,X,X,X,X,X
LISTJOZ,O,X,O,O,O,X,X,X,X,X
LISTZJO,O,X,X,O,O,O,X,X,X,X
LISTZOJ,O,X,X,O,O,O,X,X,X,X
LISTOJZ,O,X,X,O,O,X,X,X,X,X
LISTOZJ,O,X,X,O,O,O,X,X,X,X
LISJTZO,O,X,O,O,X,X,X,X,X,X
LISJTOZ,O,X,O,O,O,X,X,X,X,X
LISJZTO,O,X,O,O,X,X,X,X,X,X
LISJZOT,O,X,O,O,O,X,X,X,X,X
LISJOTZ,O,X,O,O,O,X,X,X,X,X
LISJOZT,O,X,O,O,O,X,X,X,X,X
LISZTJO,O,X,X,O,X,O,X,X,X,O
LISZTOJ,X,X,X,O,X,O,X,X,X,O
LISZJTO,O,X,O,O,X,X,X,X,X,O
LISZJOT,O,X,O,O,O,X,X,X,X,O
LISZOTJ,O,X,X,O,X,O,X,X,X,O
LISZOJT,O,X,X,O,O,X,X,X,X,O
LISOTJZ,X,X,X,O,O,X,X,X,X,X
LISOTZJ,X,X,X,O,O,O,X,X,X,X
LISOJTZ,O,X,O,O,O,X,X,X,X,X
LISOJZT,O,X,O,O,O,X,X,X,X,X
LISOZTJ,X,X,X,O,X,O,X,X,X,O
LISOZJT,X,X,X,O,O,X,X,X,X,O
LIZTJSO,X,X,X,O,X,O,X,X,O,X
LIZTJOS,X,X,X,O,X,O,X,X,X,X
LIZTSJO,X,X,X,O,X,O,X,X,O,X
LIZTSOJ,X,X,X,O,X,O,X,X,O,X
LIZTOJS,X,X,X,O,X,O,X,X,X,X
LIZTOSJ,X,X,X,O,X,O,X,X,X,X
LIZJTSO,X,X,X,O,X,O,X,X,X,X
LIZJTOS,X,X,X,O,X,O,X,X,X,X
LIZJSTO,O,O,O,O,X,X,X,X,O,X
LIZJSOT,O,O,O,O,X,X,X,X,O,X
LIZJOTS,X,X,X,O,X,O,X,X,X,X
LIZJOST,O,O,X,O,X,X,X,X,X,X
LIZSTJO,O,X,O,O,X,O,X,X,O,X
LIZSTOJ,X,O,X,O,X,O,X,X,O,X
LIZSJTO,O,O,O,O,X,X,X,X,O,X
LIZSJOT,O,O,O,O,X,X,X,X,O,X
LIZSOTJ,O,O,X,O,X,O,X,X,O,X
LIZSOJT,O,O,O,O,X,X,X,X,O,X
LIZOTJS,X,X,X,X,X,O,X,X,X,X
LIZOTSJ,X,X,X,X,X,O,X,X,X,X
LIZOJTS,X,X,X,O,X,O,X,X,X,X
LIZOJST,O,O,X,O,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,X,O,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,O,X,X,X,X,X
LIOTJZS,X,X,X,O,O,O,X,X,X,X
LIOTSJZ,X,O,X,O,O,X,X,X,X,X
LIOTSZJ,X,O,X,O,O,O,X,X,X,X
LIOTZJS,X,O,X,O,O,O,X,X,X,X
LIOTZSJ,X,O,X,O,X,O,X,X,X,X
LIOJTSZ,X,X,X,X,O,X,X,X,X,X
LIOJTZS,X,X,X,X,O,O,X,X,X,X
LIOJSTZ,X,X,X,X,O,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,X,X,X
LIOJZTS,X,X,X,X,X,O,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,O,X
LIOSTJZ,X,X,X,O,O,X,X,X,X,X
LIOSTZJ,X,X,X,O,O,O,X,X,X,X
LIOSJTZ,X,X,X,O,O,X,X,X,X,X
LIOSJZT,X,X,X,O,O,X,X,X,X,X
LIOSZTJ,X,X,X,O,X,O,X,X,X,O
LIOSZJT,X,X,X,O,O,X,X,X,X,O
LIOZTJS,X,X,X,X,X,O,X,X,O,X
LIOZTSJ,X,X,X,X,X,O,X,X,O,X
LIOZJTS,X,X,X,O,X,O,X,X,X,X
LIOZJST,X,O,X,O,X,X,X,X,O,X
LIOZSTJ,X,O,X,X,X,O,X,X,O,X
LIOZSJT,X,O,X,X,X,X,X,X,O,X
LJTISZO,O,O,O,O,X,X,X,X,X,X
LJTISOZ,O,O,O,O,O,X,X,X,X,X
LJTIZSO,O,X,O,O,X,X,X,X,X,X
LJTIZOS,O,X,X,O,O,X,X,X,X,X
LJTIOSZ,O,O,X,X,O,X,X,X,X,X
LJTIOZS,X,X,X,O,O,X,X,X,X,X
LJTSIZO,O,O,O,O,O,X,X,X,X,X
LJTSIOZ,O,O,O,O,O,X,X,X,X,X
LJTSZIO,O,O,O,O,O,X,X,X,X,X
LJTSZOI,O,O,O,O,O,X,X,X,X,X
LJTSOIZ,O,O,O,O,O,X,X,X,X,X
LJTSOZI,O,O,X,O,O,X,X,X,X,X
LJTZISO,O,O,O,O,X,X,X,X,X,X
LJTZIOS,O,O,X,O,X,X,X,X,X,X
LJTZSIO,O,O,O,O,X,X,X,X,O,X
LJTZSOI,O,O,O,O,X,X,X,X,X,X
LJTZOIS,O,O,X,O,O,X,X,X,X,X
LJTZOSI,O,O,X,O,O,X,X,X,X,X
LJTOISZ,O,O,X,X,O,X,X,X,X,X
LJTOIZS,X,X,X,O,O,X,X,X,X,X
LJTOSIZ,O,O,X,X,O,X,X,X,X,X
LJTOSZI,O,O,X,X,O,X,X,X,X,X
LJTOZIS,O,O,X,O,O,X,X,X,X,X
LJTOZSI,O,O,X,O,O,X,X,X,O,X
LJITSZO,O,X,O,O,X,X,X,X,X,X
LJITSOZ,O,X,O,O,X,X,X,X,X,X
LJITZSO,O,X,O,O,X,O,X,X,X,X
LJITZOS,O,X,X,O,X,O,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,O,X,O,X,X,X,X
LJISTZO,O,X,O,O,X,X,X,X,X,X
LJISTOZ,O,X,O,O,X,X,X,X,X,X
LJISZTO,O,X,O,O,X,X,X,X,X,X
LJISZOT,O,X,O,O,X,X,X,X,X,X
LJISOTZ,O,X,O,O,X,X,X,X,X,X
LJISOZT,O,X,O,O,X,X,X,X,X,X
LJIZTSO,X,X,X,O,X,O,X,X,X,X
LJIZTOS,X,X,X,O,X,O,X,X,X,X
LJIZSTO,O,X,O,O,X,X,X,X,O,X
LJIZSOT,O,X,O,O,X,X,X,X,O,X
LJIZOTS,X,X,X,O,X,O,X,X,X,X
LJIZOST,O,X,X,O,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,O,X,X,X,X,X
LJIOTZS,X,X,X,X,O,O,X,X,X,X
LJIOSTZ,X,X,X,X,O,X,X,X,X,X
LJIOSZT,X,X,X,X,O,X,X,X,X,X
LJIOZTS,X,X,X,X,X,O,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,O,X
LJSTIZO,O,X,O,O,O,X,X,X,X,X
LJSTIOZ,O,X,O,O,O,X,X,X,X,X
LJSTZIO,O,X,O,O,O,X,X,X,X,X
LJSTZOI,O,X,O,O,O,X,X,X,X,X
LJSTOIZ,O,X,O,O,O,X,X,X,X,X
LJSTOZI,O,X,X,O,O,X,X,X,X,X
LJSITZO,O,X,O,O,X,X,X,X,X,X
LJSITOZ,O,X,O,O,O,X,X,X,X,X
LJSIZTO,O,X,O,O,X,X,X,X,X,X
LJSIZOT,O,X,O,O,O,X,X,X,X,X
LJSIOTZ,O,X,O,O,O,X,X,X,X,X
LJSIOZT,O,X,O,O,O,X,X,X,X,X
LJSZTIO,O,X,O,O,X,X,X,X,O,O
LJSZTOI,O,X,O,O,X,X,X,X,X,O
LJSZITO,O,X,O,O,X,X,X,X,O,O
LJSZIOT,O,X,O,O,X,X,X,X,O,O
LJSZOTI,O,X,O,O,O,X,X,X,X,O
LJSZOIT,O,X,O,O,O,X,X,X,O,O
LJSOTIZ,O,X,O,O,O,X,X,X,X,X
LJSOTZI,O,X,X,O,O,X,X,X,X,X
LJSOITZ,O,X,O,O,O,X,X,X,X,X
LJSOIZT,O,X,O,O,O,X,X,X,X,X
LJSOZTI,O,X,O,O,O,X,X,X,O,O
LJSOZIT,O,X,O,O,O,X,X,X,O,O
LJZTISO,O,X,O,O,X,X,X,X,O,X
LJZTIOS,O,X,X,O,X,X,X,X,X,X
LJZTSIO,O,O,O,O,X,X,X,X,O,X
LJZTSOI,O,O,O,O,X,X,X,X,O,X
LJZTOIS,O,X,X,O,X,X,X,X,X,X
LJZTOSI,O,O,X,O,X,X,X,X,O,X
LJZITSO,X,X,X,O,X,O,O,X,X,X
LJZITOS,X,X,X,O,X,O,O,X,X,X
LJZISTO,O,O,O,O,X,X,O,X,O,X
LJZISOT,O,O,O,O,X,X,O,X,O,X
LJZIOTS,X,X,X,O,X,O,O,X,X,X
LJZIOST,O,O,X,O,X,X,O,X,X,X
LJZSTIO,O,O,O,O,X,X,X,X,O,X
LJZSTOI,O,O,O,O,X,X,X,X,O,X
LJZSITO,O,O,O,O,X,X,X,X,O,X
LJZSIOT,O,O,O,O,X,X,X,X,O,X
LJZSOTI,O,O,O,O,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,X,X,X,O,X
LJZOTIS,X,X,X,O,O,X,X,X,X,X
LJZOTSI,O,O,X,O,O,X,X,X,O,X
LJZOITS,X,X,X,O,X,O,O,X,X,X
LJZOIST,O,O,X,O,X,X,O,X,O,X
LJZOSTI,O,O,X,O,O,X,X,X,O,X
LJZOSIT,O,O,X,O,O,X,X,X,O,X
LJOTISZ,O,O,X,X,O,X,X,X,X,X
LJOTIZS,X,X,X,X,O,X,X,X,X,X
LJOTSIZ,O,O,X,X,O,X,X,X,X,X
LJOTSZI,O,O,X,X,O,X,X,X,X,X
LJOTZIS,O,O,X,X,O,X,X,X,X,X
LJOTZSI,O,O,X,X,O,X,X,X,O,X
LJOITSZ,X,X,X,X,O,X,X,X,X,X
LJOITZS,X,X,X,X,O,O,X,X,X,X
LJOISTZ,X,X,X,X,O,X,X,X,X,X
LJOISZT,X,X,X,X,O,X,X,X,X,X
LJOIZTS,X,X,X,X,X,O,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,X,O,X
LJOSTIZ,O,X,X,X,O,X,X,X,X,X
LJOSTZI,O,X,X,X,O,X,X,X,X,X
LJOSITZ,O,X,X,X,O,X,X,X,X,X
LJOSIZT,O,X,X,X,O,X,X,X,X,X
LJOSZTI,O,X,X,X,O,X,X,X,O,O
LJOSZIT,O,X,X,X,O,X,X,X,O,O
LJOZTIS,X,X,X,X,O,X,X,X,O,X
LJOZTSI,O,O,X,X,O,X,X,X,O,X
LJOZITS,X,X,X,X,X,O,O,X,X,X
LJOZIST,O,O,X,X,X,X,O,X,O,X
LJOZSTI,O,O,X,X,O,X,X,X,O,X
LJOZSIT,O,O,X,X,O,X,X,X,O,X
LSTIJZO,O,O,O,O,O,X,X,X,X,X
LSTIJOZ,O,O,O,O,O,X,X,X,X,X
LSTIZJO,O,X,O,O,O,X,X,X,X,X
LSTIZOJ,O,O,X,O,O,X,X,X,X,X
LSTIOJZ,O,O,O,O,O,X,X,X,X,X
LSTIOZJ,O,O,X,O,O,X,X,X,X,X
LSTJIZO,O,O,O,O,O,X,X,X,X,X
LSTJIOZ,O,O,O,O,O,X,X,X,X,X
LSTJZIO,O,O,O,O,O,X,X,X,X,X
LSTJZOI,O,O,O,O,O,X,X,X,X,X
LSTJOIZ,O,O,O,O,O,X,X,X,X,X
LSTJOZI,O,O,X,O,O,X,X,X,X,X
LSTZIJO,O,O,O,O,O,X,X,X,X,O
LSTZIOJ,O,O,O,O,O,X,X,X,X,O
LSTZJIO,O,O,O,O,O,X,X,X,X,O
LSTZJOI,O,O,O,O,O,X,X,X,X,O
LSTZOIJ,O,O,O,O,O,X,X,X,X,O
LSTZOJI,O,O,O,O,O,X,X,X,X,O
LSTOIJZ,O,O,O,O,O,X,X,X,X,X
LSTOIZJ,O,O,X,O,O,X,X,X,X,X
LSTOJIZ,O,O,O,O,O,X,X,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X,X,X
LSTOZIJ,O,O,X,O,O,X,X,X,X,O
LSTOZJI,O,O,X,O,O,X,X,X,X,O
LSITJZO,O,X,O,O,O,X,X,X,X,X
LSITJOZ,O,O,O,O,O,X,X,X,X,X
LSITZJO,O,X,O,O,O,O,X,X,X,X
LSITZOJ,O,O,X,O,O,O,X,X,X,X
LSITOJZ,O,O,O,O,O,X,X,X,X,X
LSITOZJ,O,O,X,O,O,O,X,X,X,X
LSIJTZO,O,X,O,O,X,X,X,X,X,X
LSIJTOZ,O,X,O,O,O,X,X,X,X,X
LSIJZTO,O,X,O,O,X,X,X,X,X,X
LSIJZOT,O,X,O,O,O,X,X,X,X,X
LSIJOTZ,O,X,O,O,O,X,X,X,X,X
LSIJOZT,O,X,O,O,O,X,X,X,X,X
LSIZTJO,O,X,O,O,X,O,X,X,X,O
LSIZTOJ,X,X,O,O,X,O,X,X,X,O
LSIZJTO,O,X,O,O,X,X,X,X,X,O
LSIZJOT,O,X,O,O,O,X,X,X,X,O
LSIZOTJ,O,X,X,O,X,O,X,X,X,O
LSIZOJT,O,X,O,O,O,X,X,X,X,O
LSIOTJZ,X,X,X,O,O,X,X,X,X,X
LSIOTZJ,X,X,X,O,O,O,X,X,X,X
LSIOJTZ,O,X,O,O,O,X,X,X,X,X
LSIOJZT,O,X,O,O,O,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,O,X,X,X,O
LSIOZJT,X,X,X,O,O,X,X,X,X,O
LSJTIZO,O,X,O,O,O,X,X,O,X,X
LSJTIOZ,O,X,O,O,O,X,X,O,X,X
LSJTZIO,O,X,O,O,O,X,X,O,X,X
LSJTZOI,O,X,O,O,O,X,X,O,X,X
LSJTOIZ,O,X,O,O,O,X,X,O,X,X
LSJTOZI,O,X,X,O,O,X,X,O,X,X
LSJITZO,O,X,O,O,X,X,X,O,X,X
LSJITOZ,O,X,O,O,O,X,X,O,X,X
LSJIZTO,O,X,O,O,X,X,X,O,X,X
LSJIZOT,O,X,O,O,O,X,X,O,X,X
LSJIOTZ,O,X,O,O,O,X,X,O,X,X
LSJIOZT,O,X,O,O,O,X,X,O,X,X
LSJZTIO,O,X,O,O,X,X,X,O,O,O
LSJZTOI,O,X,O,O,X,X,X,O,X,O
LSJZITO,O,X,O,O,X,X,X,O,O,O
LSJZIOT,O,X,O,O,X,X,X,O,O,O
LSJZOTI,O,X,O,O,O,X,X,O,X,O
LSJZOIT,O,X,O,O,O,X,X,O,O,O
LSJOTIZ,O,X,O,O,O,X,X,O,X,X
LSJOTZI,O,X,X,O,O,X,X,O,X,X
LSJOITZ,O,X,O,O,O,X,X,O,X,X
LSJOIZT,O,X,O,O,O,X,X,O,X,X
LSJOZTI,O,X,O,O,O,X,X,O,O,O
LSJOZIT,O,X,O,O,O,X,X,O,O,O
LSZTIJO,O,O,O,O,O,X,X,X,O,O
LSZTIOJ,O,O,O,O,O,X,X,X,O,O
LSZTJIO,O,O,O,O,O,X,X,X,O,O
LSZTJOI,O,O,O,O,O,X,X,X,O,O
LSZTOIJ,O,O,O,O,O,X,X,X,O,O
LSZTOJI,O,O,O,O,O,X,X,X,O,O
LSZITJO,O,O,O,O,X,O,X,X,O,O
LSZITOJ,O,O,O,O,X,O,X,X,O,O
LSZIJTO,O,O,O,O,X,X,X,X,O,O
LSZIJOT,O,O,O,O,O,X,X,X,O,O
LSZIOTJ,O,O,X,O,X,O,X,X,O,O
LSZIOJT,O,O,O,O,O,X,X,X,O,O
LSZJTIO,O,O,O,O,X,X,X,X,O,O
LSZJTOI,O,O,O,O,X,X,X,X,O,O
LSZJITO,O,O,O,O,X,X,X,X,O,O
LSZJIOT,O,O,O,O,X,X,X,X,O,O
LSZJOTI,O,O,O,O,O,X,X,X,X,O
LSZJOIT,O,O,O,O,O,X,X,X,O,O
LSZOTIJ,O,O,O,O,O,X,X,X,O,O
LSZOTJI,O,O,O,O,O,X,X,X,O,O
LSZOITJ,O,O,X,O,X,O,X,X,O,O
LSZOIJT,O,O,O,O,O,X,X,X,O,O
LSZOJTI,O,O,O,O,O,X,X,X,X,O
LSZOJIT,O,O,O,O,O,X,X,X,O,O
LSOTIJZ,O,O,O,O,O,X,X,X,X,X
