sequence,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?UhBTjBFlB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFzdB+jB?RgBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFRbBGeB?igBUjBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jem7IvhFfjB6jB?xfB0fBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFWjBRgB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFzbBGeB?UjBxlBlqBaqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBZlB?TjBFmB8lBGqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jez7IvhFSjBlfB?UjBxlBmkB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jex6IvhF8gBzdB?+jBlfBKqBXrB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeWDJvhFxfBVmB?0fBTjBilB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeKBJvhFWjBxfB?lfBclBTjB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBTjB?xlB2qB8qBFqB
ISJLOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
ISJLOZT,O,X,X,X,O,X,X,X,X,O,X,O,X
ISJZTLO,O,X,X,O,X,X,O,X,X,X,X,X,X
ISJZTOL,O,X,X,O,X,X,O,X,X,O,X,X,X
ISJZLTO,O,X,X,O,O,X,O,X,X,O,X,O,X
ISJZLOT,O,X,X,O,O,X,X,X,X,O,X,O,X
ISJZOTL,O,X,X,O,X,X,O,X,X,O,X,X,X
ISJZOLT,O,X,X,O,X,X,X,X,X,O,X,X,X
ISJOTLZ,O,X,X,X,X,X,X,O,O,X,X,X,O
ISJOTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
ISJOLTZ,O,X,X,X,X,X,X,O,O,O,X,O,O
ISJOLZT,O,X,X,X,O,X,X,X,X,O,X,O,O
ISJOZTL,O,X,X,X,X,X,X,X,X,O,X,X,O
ISJOZLT,O,X,X,X,X,X,X,X,X,O,X,X,O
ISZTLJO,O,X,X,O,X,X,O,X,X,X,X,X,X
ISZTLOJ,O,X,X,O,X,X,O,X,O,X,X,X,X
ISZTJLO,O,X,X,O,X,X,O,X,X,X,X,X,X
ISZTJOL,O,X,X,O,X,X,O,X,X,O,X,X,X
ISZTOLJ,O,X,X,X,X,X,O,O,O,X,X,X,X
ISZTOJL,O,X,X,O,X,X,O,O,X,X,X,X,X
ISZLTJO,O,X,X,X,X,X,O,X,X,O,X,X,X
ISZLTOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
ISZLJTO,O,X,X,O,O,X,O,X,X,O,X,O,X
ISZLJOT,O,X,X,O,O,X,X,X,X,O,X,O,X
ISZLOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X
ISZLOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
ISZJTLO,O,X,X,O,X,X,O,X,X,X,X,X,X
ISZJTOL,O,X,X,O,X,X,O,X,X,O,X,X,X
ISZJLTO,O,X,X,O,O,X,O,X,X,O,X,O,X
ISZJLOT,O,X,X,O,O,X,X,X,X,O,X,O,X
ISZJOTL,O,X,X,O,X,X,O,X,X,O,X,X,X
ISZJOLT,O,X,X,O,X,X,X,X,X,O,X,X,X
ISZOTLJ,O,X,X,O,X,X,O,O,O,X,X,X,X
ISZOTJL,O,X,X,O,X,X,O,O,X,X,X,X,X
ISZOLTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
ISZOLJT,O,X,X,O,X,X,X,X,X,X,X,X,O
ISZOJTL,O,X,X,O,X,X,O,X,X,O,X,X,O
ISZOJLT,O,X,X,O,X,X,X,X,X,O,X,X,O
ISOTLJZ,O,X,X,O,O,X,X,O,O,X,X,X,O
ISOTLZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
ISOTJLZ,O,X,X,X,O,X,X,O,O,X,X,X,O
ISOTJZL,O,X,X,O,O,X,X,O,X,X,X,X,O
ISOTZLJ,X,X,X,O,O,X,X,O,O,X,X,X,X
ISOTZJL,X,X,X,O,O,X,X,O,X,X,X,X,X
ISOLTJZ,O,X,X,X,O,X,X,O,O,X,X,X,O
ISOLTZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
ISOLJTZ,O,X,X,X,O,X,X,O,O,X,X,O,O
ISOLJZT,O,X,X,O,O,X,X,X,X,X,X,O,O
ISOLZTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
ISOLZJT,O,X,X,O,O,X,X,X,X,X,X,X,O
ISOJTLZ,O,X,X,X,O,X,X,O,O,X,X,X,O
ISOJTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
ISOJLTZ,O,X,X,X,O,X,X,O,O,X,X,O,O
ISOJLZT,O,X,X,X,O,X,X,X,X,X,X,O,O
ISOJZTL,O,X,X,O,X,X,X,X,X,X,X,X,O
ISOJZLT,O,X,X,O,O,X,X,X,X,X,X,X,O
ISOZTLJ,O,X,X,O,X,X,O,O,O,X,X,X,X
ISOZTJL,O,X,X,O,X,X,O,O,X,X,X,X,X
ISOZLTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
ISOZLJT,O,X,X,O,O,X,X,X,X,X,X,X,O
ISOZJTL,O,X,X,O,X,X,O,X,X,X,X,X,O
ISOZJLT,O,X,X,O,O,X,X,X,X,X,X,X,O
IZTLJSO,O,O,O,O,X,O,O,X,X,X,X,X,X
IZTLJOS,O,O,O,X,X,O,O,X,X,X,X,X,X
IZTLSJO,O,X,O,O,X,O,O,X,X,X,X,X,X
IZTLSOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
IZTLOJS,O,X,O,X,X,O,O,X,O,X,X,X,X
IZTLOSJ,O,X,X,X,X,X,O,X,O,X,X,X,X
IZTJLSO,O,O,O,O,X,O,O,X,X,X,X,X,X
IZTJLOS,O,O,O,X,X,O,O,X,X,X,X,X,X
IZTJSLO,O,O,O,O,X,O,O,X,X,X,X,X,X
IZTJSOL,O,O,O,O,X,X,O,X,X,X,X,X,X
IZTJOLS,O,O,O,X,X,O,O,X,X,X,X,X,X
IZTJOSL,O,O,O,X,X,X,O,X,X,X,X,X,X
IZTSLJO,O,X,O,O,X,O,O,X,X,X,X,X,X
IZTSLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
IZTSJLO,O,X,O,O,X,O,O,X,X,X,X,X,X
IZTSJOL,O,X,O,O,X,X,O,X,X,X,X,X,X
IZTSOLJ,O,X,X,X,X,X,O,O,X,X,X,X,X
IZTSOJL,O,X,X,O,X,X,O,O,X,X,X,X,X
IZTOLJS,O,O,O,X,X,O,O,X,O,X,X,X,X
IZTOLSJ,O,O,X,X,X,X,O,O,O,X,X,X,X
IZTOJLS,O,O,O,X,X,O,O,X,X,X,X,X,X
IZTOJSL,O,O,O,X,X,X,O,X,X,X,X,X,X
IZTOSLJ,O,O,X,X,X,X,O,O,X,X,X,X,X
IZTOSJL,O,O,X,X,X,X,O,O,X,X,X,X,X
IZLTJSO,O,O,O,X,X,O,X,X,X,X,X,X,X
IZLTJOS,O,O,O,X,X,O,X,X,X,X,X,X,X
IZLTSJO,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLTOJS,O,X,X,X,X,X,X,X,O,X,X,X,X
IZLTOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
IZLJTSO,X,O,O,X,X,O,X,X,X,X,X,X,X
IZLJTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
IZLJSTO,X,O,X,X,X,O,O,X,X,X,X,O,X
IZLJSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
IZLJOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
IZLJOST,O,O,O,X,X,O,X,X,X,X,X,O,X
IZLSTJO,O,X,X,X,X,X,O,X,X,X,X,X,X
IZLSTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
IZLSJTO,O,X,X,X,X,O,O,X,X,X,X,X,X
IZLSJOT,O,X,O,X,X,O,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLSOJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZLOTJS,O,X,X,X,X,X,X,X,O,X,X,X,X
IZLOTSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
IZLOJTS,O,X,O,X,X,O,X,X,X,X,X,X,X
IZLOJST,O,X,O,X,X,O,X,X,X,X,X,X,X
IZLOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
IZLOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZJTLSO,X,O,O,O,X,O,O,X,X,X,X,X,X
IZJTLOS,O,O,O,X,X,O,O,X,X,X,X,X,X
IZJTSLO,X,O,O,O,X,O,O,X,X,X,X,X,X
IZJTSOL,X,O,O,O,X,X,O,X,X,X,X,X,X
IZJTOLS,O,O,O,X,X,O,O,X,X,X,X,X,X
IZJTOSL,X,O,O,X,X,X,O,X,X,X,X,X,X
IZJLTSO,X,O,O,X,X,O,X,X,X,X,X,X,X
IZJLTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
IZJLSTO,X,O,X,X,X,O,O,X,X,X,X,O,X
IZJLSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
IZJLOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
IZJLOST,O,O,O,X,X,O,X,X,X,X,X,O,X
IZJSTLO,X,X,X,O,X,X,O,X,X,X,X,X,X
IZJSTOL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZJSLTO,X,O,X,O,O,O,O,X,X,X,X,X,X
IZJSLOT,O,O,O,O,O,O,X,X,X,X,X,X,X
IZJSOTL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZJSOLT,O,O,O,O,X,X,X,X,X,X,X,X,X
IZJOTLS,O,O,O,O,X,X,X,X,X,X,X,X,X
IZJOTSL,X,O,O,O,X,X,X,X,X,X,X,X,X
IZJOLTS,O,O,O,X,X,O,X,X,X,X,X,X,X
IZJOLST,O,O,O,O,X,O,X,X,X,X,X,X,X
IZJOSTL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZJOSLT,O,O,O,O,X,X,X,X,X,X,X,X,X
IZSTLJO,O,X,X,O,X,X,O,X,X,X,X,X,X
IZSTLOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
IZSTJLO,O,X,X,O,X,X,O,X,X,X,X,X,X
IZSTJOL,O,X,X,O,X,X,O,X,X,X,X,X,X
IZSTOLJ,O,X,X,X,X,X,O,O,X,X,X,X,X
IZSTOJL,O,X,X,O,X,X,O,O,X,X,X,X,X
IZSLTJO,O,X,X,X,X,X,O,X,X,X,X,X,X
IZSLTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
IZSLJTO,O,X,X,O,O,O,O,X,X,X,X,X,X
IZSLJOT,O,X,O,O,O,O,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSLOJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTLO,O,X,X,O,X,X,O,X,X,X,X,X,X
IZSJTOL,O,X,X,O,X,X,O,X,X,X,X,X,X
IZSJLTO,O,X,X,O,O,O,O,X,X,X,X,X,X
IZSJLOT,O,X,O,O,O,O,X,X,X,X,X,X,X
IZSJOTL,O,X,X,O,X,X,O,X,X,X,X,X,X
IZSJOLT,O,X,O,O,X,X,X,X,X,X,X,X,X
IZSOTLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
IZSOTJL,O,X,X,O,X,X,O,O,X,X,X,X,X
IZSOLTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IZSOLJT,O,X,X,O,X,X,X,X,X,X,X,X,O
IZSOJTL,O,X,X,O,X,X,O,X,X,X,X,X,O
IZSOJLT,O,X,X,O,X,X,X,X,X,X,X,X,O
IZOTLJS,O,O,X,O,X,X,X,X,O,X,X,X,X
IZOTLSJ,O,O,X,O,X,X,X,O,O,X,X,X,X
IZOTJLS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOTJSL,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOTSLJ,O,O,X,O,X,X,X,O,X,X,X,X,X
IZOTSJL,O,O,X,O,X,X,X,O,X,X,X,X,X
IZOLTJS,O,O,X,X,X,X,X,X,O,X,X,X,X
IZOLTSJ,O,O,X,X,X,X,X,O,O,X,X,X,X
IZOLJTS,O,O,O,X,X,O,X,X,X,X,X,X,X
IZOLJST,O,O,O,O,X,O,X,X,X,X,X,X,X
IZOLSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IZOLSJT,O,X,X,O,X,X,X,X,X,X,X,X,O
IZOJTLS,O,O,O,O,X,X,X,X,X,X,X,X,X
IZOJTSL,X,O,X,O,X,X,X,X,X,X,X,X,X
IZOJLTS,O,O,O,X,X,O,X,X,X,X,X,X,X
IZOJLST,O,O,O,O,X,O,X,X,X,X,X,X,X
IZOJSTL,X,X,X,O,X,X,O,X,X,X,X,X,X
IZOJSLT,O,O,O,O,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
IZOSTJL,O,X,X,O,X,X,O,O,X,X,X,X,X
IZOSLTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IZOSLJT,O,X,X,O,X,X,X,X,X,X,X,X,O
IZOSJTL,O,X,X,O,X,X,O,X,X,X,X,X,O
IZOSJLT,O,X,X,O,X,X,X,X,X,X,X,X,O
IOTLJSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOTLJZS,O,X,X,X,X,X,X,X,O,X,X,X,X
IOTLSJZ,X,X,X,O,O,X,X,O,X,X,X,X,O
IOTLSZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
IOTLZJS,X,O,X,O,X,X,X,X,O,X,X,X,X
IOTLZSJ,X,O,X,O,X,X,X,O,O,X,X,X,X
IOTJLSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOTJLZS,O,X,X,X,X,X,X,X,O,X,X,X,X
IOTJSLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOTJSZL,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTJZLS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZSL,O,X,X,X,O,X,X,X,X,X,X,X,X
IOTSLJZ,X,X,X,O,O,X,X,O,X,X,X,X,O
IOTSLZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
IOTSJLZ,X,X,X,X,O,X,X,O,X,X,X,X,O
IOTSJZL,X,X,X,O,O,X,X,O,X,X,X,X,O
IOTSZLJ,X,X,X,O,O,X,X,O,X,X,X,X,X
IOTSZJL,X,X,X,O,O,X,X,O,X,X,X,X,X
IOTZLJS,X,O,X,O,X,X,X,X,O,X,X,X,X
IOTZLSJ,X,O,X,O,X,X,X,O,O,X,X,X,X
IOTZJLS,X,O,X,O,X,X,X,X,X,X,X,X,X
IOTZJSL,X,O,X,O,O,X,X,X,X,X,X,X,X
IOTZSLJ,X,O,X,O,O,X,X,O,X,X,X,X,X
IOTZSJL,X,O,X,O,O,X,X,O,X,X,X,X,X
IOLTJSZ,O,X,X,X,X,X,X,O,X,X,X,X,X
IOLTJZS,O,X,X,X,X,X,X,X,O,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,X,O,X,X,X,X,O
IOLTSZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
IOLTZJS,X,O,X,X,X,X,X,X,O,X,X,X,X
IOLTZSJ,X,O,X,X,X,X,X,O,O,X,X,X,X
IOLJTSZ,O,X,X,X,X,X,X,O,X,X,X,O,X
IOLJTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
IOLJSTZ,O,X,X,X,O,X,X,O,X,X,X,O,O
IOLJSZT,O,O,X,X,O,X,X,X,X,X,X,O,O
IOLJZTS,O,O,X,X,X,X,X,X,X,X,X,X,X
IOLJZST,O,O,X,X,X,X,X,X,X,X,X,O,X
IOLSTJZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOLSTZJ,X,X,X,O,X,X,X,O,O,X,X,X,X
IOLSJTZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOLSJZT,O,X,X,O,O,X,X,X,X,X,X,X,O
IOLSZTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IOLSZJT,O,X,X,O,O,X,X,X,X,X,X,X,O
IOLZTJS,O,O,X,X,X,X,X,X,O,X,X,X,X
IOLZTSJ,O,O,X,X,X,X,X,O,O,X,X,X,X
IOLZJTS,O,O,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,O,X,O,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IOLZSJT,O,X,X,O,X,X,X,X,X,X,X,X,O
IOJTLSZ,O,X,X,X,X,X,X,O,X,X,X,X,X
IOJTLZS,O,O,X,X,X,X,X,X,O,X,X,X,X
IOJTSLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
IOJTSZL,X,X,X,X,X,X,X,O,X,X,X,X,X
IOJTZLS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZSL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,X,X,X,X,X,X,O,X,X,X,O,X
IOJLTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
IOJLSTZ,O,X,X,X,O,X,X,O,X,X,X,O,O
IOJLSZT,O,O,X,X,O,X,X,X,X,X,X,O,O
IOJLZTS,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,O,O,X,X,X,X,X,X,X,X,X,O,X
IOJSTLZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOJSTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
IOJSLTZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOJSLZT,O,O,X,X,O,X,X,X,X,X,X,X,O
IOJSZTL,O,X,X,X,X,X,X,X,X,X,X,X,O
IOJSZLT,O,X,X,X,O,X,X,X,X,X,X,X,O
IOJZTLS,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJZTSL,X,O,X,X,X,X,X,X,X,X,X,X,X
IOJZLTS,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,O,O,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSLT,O,O,X,X,O,X,X,X,X,X,X,X,X
IOSTLJZ,O,X,X,O,O,X,X,O,X,X,X,X,O
IOSTLZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
IOSTJLZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOSTJZL,O,X,X,O,O,X,X,O,X,X,X,X,O
IOSTZLJ,X,X,X,O,O,X,X,O,X,X,X,X,X
IOSTZJL,X,X,X,O,O,X,X,O,X,X,X,X,X
IOSLTJZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOSLTZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
IOSLJTZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOSLJZT,O,X,X,O,O,X,X,X,X,X,X,X,O
IOSLZTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IOSLZJT,O,X,X,O,O,X,X,X,X,X,X,X,O
IOSJTLZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOSJTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
IOSJLTZ,O,X,X,X,O,X,X,O,X,X,X,X,O
IOSJLZT,O,X,X,X,O,X,X,X,X,X,X,X,O
IOSJZTL,O,X,X,O,X,X,X,X,X,X,X,X,O
IOSJZLT,O,X,X,O,O,X,X,X,X,X,X,X,O
IOSZTLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
IOSZTJL,O,X,X,O,X,X,O,O,X,X,X,X,X
IOSZLTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IOSZLJT,O,X,X,O,O,X,X,X,X,X,X,X,O
IOSZJTL,O,X,X,O,X,X,O,X,X,X,X,X,O
IOSZJLT,O,X,X,O,O,X,X,X,X,X,X,X,O
IOZTLJS,O,O,X,O,X,X,X,X,O,X,X,X,X
IOZTLSJ,O,O,X,O,X,X,X,O,O,X,X,X,X
IOZTJLS,O,O,X,O,X,X,X,X,X,X,X,X,X
IOZTJSL,O,O,X,O,X,X,X,X,X,X,X,X,X
IOZTSLJ,O,O,X,O,X,X,X,O,X,X,X,X,X
IOZTSJL,O,O,X,O,X,X,X,O,X,X,X,X,X
IOZLTJS,O,O,X,X,X,X,X,X,O,X,X,X,X
IOZLTSJ,O,O,X,X,X,X,X,O,O,X,X,X,X
IOZLJTS,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,O,X,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IOZLSJT,O,X,X,O,X,X,X,X,X,X,X,X,O
IOZJTLS,O,O,X,O,X,X,X,X,X,X,X,X,X
IOZJTSL,X,O,X,O,X,X,X,X,X,X,X,X,X
IOZJLTS,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,O,X,O,X,X,X,X,X,X,X,X,X
IOZJSTL,X,X,X,O,X,X,O,X,X,X,X,X,X
IOZJSLT,O,O,X,O,O,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,X,O,X,X,O,O,X,X,X,X,X
IOZSTJL,O,X,X,O,X,X,O,O,X,X,X,X,X
IOZSLTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IOZSLJT,O,X,X,O,O,X,X,X,X,X,X,X,O
IOZSJTL,O,X,X,O,X,X,O,X,X,X,X,X,O
IOZSJLT,O,X,X,O,O,X,X,X,X,X,X,X,O
LTIJSZO,O,X,X,X,O,X,X,X,X,O,X,O,X
LTIJSOZ,O,X,X,X,O,X,X,X,X,O,X,O,X
LTIJZSO,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZOS,O,X,X,X,X,X,X,X,X,X,O,X,X
LTIJOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LTIJOZS,O,X,X,X,X,X,X,X,O,X,O,X,X
LTISJZO,X,X,X,O,O,X,X,X,X,O,X,X,X
LTISJOZ,X,X,X,X,O,X,X,X,X,O,X,X,X
LTISZJO,X,X,X,O,O,X,O,X,X,O,X,X,X
LTISZOJ,X,X,X,O,X,X,O,X,X,O,X,X,X
LTISOJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LTISOZJ,X,X,X,O,X,X,O,O,O,X,X,X,X
LTIZJSO,X,O,X,O,X,X,O,X,X,X,X,X,X
LTIZJOS,X,O,X,X,X,X,O,X,X,X,X,X,X
LTIZSJO,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIZSOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIZOJS,X,X,X,X,X,X,O,X,O,X,X,X,X
LTIZOSJ,X,X,X,X,X,X,O,X,O,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOJZS,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIOSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,X,O,O,O,X,X,X,X
LTIOZJS,X,X,X,X,X,X,O,X,O,X,X,X,X
LTIOZSJ,X,X,X,X,X,X,O,O,O,X,X,X,X
LTJISZO,O,X,X,X,O,X,X,X,X,O,X,O,X
LTJISOZ,O,X,X,X,O,X,X,X,X,O,X,O,X
LTJIZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,O,O,X,X,X,X,X,X,X,X,O,X,X
LTJIOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
LTJIOZS,O,O,X,X,X,X,X,X,O,X,O,X,X
LTJSIZO,O,X,X,O,O,X,X,X,X,O,O,O,X
LTJSIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
LTJSZIO,O,X,X,O,O,X,X,X,X,O,X,X,X
LTJSZOI,X,X,X,O,X,X,X,X,X,O,X,X,X
LTJSOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LTJSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJZISO,O,O,O,O,X,O,X,X,X,X,X,X,X
LTJZIOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LTJZSIO,O,O,O,O,X,X,X,X,X,O,X,X,X
LTJZSOI,X,X,O,O,X,X,X,X,X,O,X,X,X
LTJZOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LTJZOSI,O,X,O,O,X,X,X,X,X,O,X,X,X
LTJOISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LTJOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LTJOSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LTJOZIS,O,X,O,X,X,X,X,X,X,X,X,X,X
LTJOZSI,O,X,O,X,X,X,X,X,X,O,X,X,X
LTSIJZO,O,X,X,O,O,X,X,X,X,O,O,O,X
LTSIJOZ,O,X,X,X,O,X,X,X,O,O,O,O,X
LTSIZJO,X,X,X,O,O,X,O,X,X,O,X,X,X
LTSIZOJ,X,X,X,O,X,X,O,X,O,O,X,X,X
LTSIOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
LTSIOZJ,X,X,X,O,X,X,O,O,O,X,X,X,X
LTSJIZO,O,X,X,O,O,X,X,X,X,O,O,O,X
LTSJIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
LTSJZIO,O,X,X,O,O,X,X,X,X,O,X,X,X
LTSJZOI,X,X,X,O,X,X,X,X,X,O,X,X,X
LTSJOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
LTSJOZI,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSZIJO,O,X,X,O,O,X,O,X,X,O,X,X,X
LTSZIOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LTSZJIO,O,O,X,O,O,X,O,X,X,O,X,X,X
LTSZJOI,O,X,X,O,X,X,X,X,X,O,X,X,X
LTSZOIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LTSZOJI,O,X,X,O,X,X,X,X,X,O,X,X,X
LTSOIJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
LTSOIZJ,X,X,X,O,X,X,X,O,X,X,X,X,X
LTSOJIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
LTSOJZI,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSOZIJ,X,X,X,O,X,X,X,O,X,O,X,X,X
LTSOZJI,X,X,X,O,X,X,X,X,X,O,X,X,X
LTZIJSO,O,O,O,O,X,O,O,X,X,X,X,X,X
LTZIJOS,O,O,O,X,X,O,O,X,X,X,X,X,X
LTZISJO,O,X,O,O,X,O,O,X,X,X,X,X,X
LTZISOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
LTZIOJS,O,X,O,X,X,O,O,X,O,X,X,X,X
LTZIOSJ,X,X,X,X,X,X,O,X,O,X,X,X,X
LTZJISO,O,O,O,O,X,O,O,X,X,X,X,X,X
LTZJIOS,O,O,O,X,X,O,O,X,X,X,X,X,X
LTZJSIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LTZJSOI,X,X,O,O,X,X,X,X,X,O,X,X,X
LTZJOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LTZJOSI,X,O,O,O,X,X,X,X,X,O,X,X,X
