sequence,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhF3gBzhBGjByqBUo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBemBzhBfoB6o?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBUiBGjBTlBfs?BVyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFzgBUiBFjB2qBfs?BSyB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBmhBCjBXmBTo?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFUhBFiBXjBTlBSt?BmrB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFclBymBziB+oBXm?BFsB,v115@+gB8HeA8IeA8IeE8AeC8JeZEJvhFamBFiB8nB+oBTl?BfsB
LIOSTZJ,O,O,O,O,O,O,X,X
LIOSJTZ,X,X,O,O,X,O,X,O
LIOSJZT,X,X,O,O,X,O,X,O
LIOSZTJ,O,O,O,O,O,O,X,X
LIOSZJT,O,O,O,O,O,O,X,O
LIOZTJS,O,X,O,X,O,O,X,X
LIOZTSJ,O,X,O,X,O,O,X,X
LIOZJTS,O,X,X,X,O,O,X,O
LIOZJST,O,O,X,X,O,O,X,O
LIOZSTJ,O,O,O,X,O,O,X,X
LIOZSJT,O,O,O,X,O,O,X,O
LJTISZO,O,X,O,O,X,O,O,O
LJTISOZ,O,X,O,O,X,O,O,X
LJTIZSO,O,X,O,O,X,O,O,O
LJTIZOS,O,X,X,O,X,O,O,X
LJTIOSZ,O,X,O,O,X,O,O,X
LJTIOZS,O,X,X,O,X,O,O,X
LJTSIZO,O,X,O,O,X,O,O,O
LJTSIOZ,O,X,O,O,X,O,O,X
LJTSZIO,O,X,O,O,X,O,O,O
LJTSZOI,O,X,O,O,X,O,O,O
LJTSOIZ,O,X,O,O,X,O,O,X
LJTSOZI,O,X,O,O,X,O,O,X
LJTZISO,O,X,O,O,X,O,O,O
LJTZIOS,O,X,X,O,X,O,O,X
LJTZSIO,O,X,O,O,X,O,O,O
LJTZSOI,O,X,O,O,X,O,O,O
LJTZOIS,O,X,X,O,X,O,O,X
LJTZOSI,O,X,X,O,X,O,O,X
LJTOISZ,O,X,O,O,X,O,O,X
LJTOIZS,O,X,X,O,X,O,O,X
LJTOSIZ,O,X,O,O,X,O,O,X
LJTOSZI,O,X,O,O,X,O,O,X
LJTOZIS,O,X,X,O,X,O,O,X
LJTOZSI,O,X,X,O,X,O,O,X
LJITSZO,O,X,O,O,X,O,O,O
LJITSOZ,O,X,O,O,X,O,O,X
LJITZSO,O,X,O,O,X,O,O,O
LJITZOS,O,X,X,O,X,O,O,X
LJITOSZ,O,X,O,O,X,O,O,X
LJITOZS,O,X,X,O,X,O,O,X
LJISTZO,O,O,O,O,X,O,X,O
LJISTOZ,O,X,O,O,X,O,X,X
LJISZTO,O,O,O,O,X,O,X,O
LJISZOT,O,O,X,O,X,O,X,O
LJISOTZ,X,X,X,O,X,O,X,O
LJISOZT,X,X,X,O,X,O,X,O
LJIZTSO,O,O,X,O,X,O,O,O
LJIZTOS,O,X,X,O,X,O,O,X
LJIZSTO,O,O,X,O,X,O,X,O
LJIZSOT,O,O,X,O,X,O,X,O
LJIZOTS,O,X,X,O,X,O,O,O
LJIZOST,O,O,X,O,X,O,X,O
LJIOTSZ,X,X,X,O,X,O,O,O
LJIOTZS,X,X,X,O,X,O,O,O
LJIOSTZ,X,X,X,O,X,O,X,O
LJIOSZT,X,X,X,O,X,O,X,O
LJIOZTS,X,X,X,O,X,O,O,O
LJIOZST,X,X,X,O,X,O,X,O
LJSTIZO,O,O,O,O,X,O,X,O
LJSTIOZ,O,X,O,O,X,O,X,X
LJSTZIO,O,O,O,O,X,O,X,O
LJSTZOI,O,O,O,O,X,O,X,O
LJSTOIZ,O,X,O,O,X,O,X,X
LJSTOZI,O,X,O,O,X,O,X,X
LJSITZO,O,O,O,O,X,O,X,O
LJSITOZ,O,X,O,O,X,O,X,X
LJSIZTO,O,O,O,O,X,O,X,O
LJSIZOT,O,O,X,O,X,O,X,O
LJSIOTZ,X,X,X,O,X,O,X,O
LJSIOZT,X,X,X,O,X,O,X,O
LJSZTIO,O,O,O,O,X,O,X,O
LJSZTOI,O,O,O,O,X,O,X,O
LJSZITO,O,O,O,O,X,O,X,O
LJSZIOT,O,O,X,O,X,O,X,O
LJSZOTI,O,O,X,O,X,O,X,O
LJSZOIT,O,O,X,O,X,O,X,O
LJSOTIZ,X,X,X,O,X,O,X,O
LJSOTZI,X,X,X,O,X,O,X,O
LJSOITZ,X,X,X,O,X,O,X,O
LJSOIZT,X,X,X,O,X,O,X,O
LJSOZTI,X,X,X,O,X,O,X,O
LJSOZIT,X,X,X,O,X,O,X,O
LJZTISO,O,O,X,O,X,O,O,O
LJZTIOS,O,X,X,O,X,O,O,X
LJZTSIO,O,O,X,O,X,O,O,O
LJZTSOI,O,O,X,O,X,O,O,O
LJZTOIS,O,X,X,O,X,O,O,X
LJZTOSI,O,X,X,O,X,O,O,X
LJZITSO,O,O,X,O,X,O,O,O
LJZITOS,O,X,X,O,X,O,O,X
LJZISTO,O,O,X,O,X,O,X,O
LJZISOT,O,O,X,O,X,O,X,O
LJZIOTS,O,X,X,O,X,O,O,O
LJZIOST,O,O,X,O,X,O,X,O
LJZSTIO,O,O,X,O,X,O,X,O
LJZSTOI,O,O,X,O,X,O,X,O
LJZSITO,O,O,X,O,X,O,X,O
LJZSIOT,O,O,X,O,X,O,X,O
LJZSOTI,O,O,X,O,X,O,X,O
LJZSOIT,O,O,X,O,X,O,X,O
LJZOTIS,O,X,X,O,X,O,O,O
LJZOTSI,O,X,X,O,X,O,O,O
LJZOITS,O,X,X,O,X,O,O,O
LJZOIST,O,O,X,O,X,O,X,O
LJZOSTI,O,O,X,O,X,O,X,O
LJZOSIT,O,O,X,O,X,O,X,O
LJOTISZ,X,X,X,O,X,O,O,O
LJOTIZS,X,X,X,O,X,O,O,O
LJOTSIZ,X,X,X,O,X,O,O,O
LJOTSZI,X,X,X,O,X,O,O,O
LJOTZIS,X,X,X,O,X,O,O,O
LJOTZSI,X,X,X,O,X,O,O,O
LJOITSZ,X,X,X,O,X,O,O,O
LJOITZS,X,X,X,O,X,O,O,O
LJOISTZ,X,X,X,O,X,O,X,O
LJOISZT,X,X,X,O,X,O,X,O
LJOIZTS,X,X,X,O,X,O,O,O
LJOIZST,X,X,X,O,X,O,X,O
LJOSTIZ,X,X,X,O,X,O,X,O
LJOSTZI,X,X,X,O,X,O,X,O
LJOSITZ,X,X,X,O,X,O,X,O
LJOSIZT,X,X,X,O,X,O,X,O
LJOSZTI,X,X,X,O,X,O,X,O
LJOSZIT,X,X,X,O,X,O,X,O
LJOZTIS,X,X,X,O,X,O,O,O
LJOZTSI,X,X,X,O,X,O,O,O
LJOZITS,X,X,X,O,X,O,O,O
LJOZIST,X,X,X,O,X,O,X,O
LJOZSTI,X,X,X,O,X,O,X,O
LJOZSIT,X,X,X,O,X,O,X,O
LSTIJZO,O,O,O,O,X,O,X,O
LSTIJOZ,O,X,O,O,X,O,X,X
LSTIZJO,O,O,O,O,X,O,X,X
LSTIZOJ,O,O,O,O,X,O,X,X
LSTIOJZ,O,X,O,O,X,O,X,X
LSTIOZJ,O,O,O,O,X,O,X,X
LSTJIZO,O,O,O,O,X,O,X,O
LSTJIOZ,O,X,O,O,X,O,X,X
LSTJZIO,O,O,O,O,X,O,X,O
LSTJZOI,O,O,O,O,X,O,X,O
LSTJOIZ,O,X,O,O,X,O,X,X
LSTJOZI,O,X,O,O,X,O,X,X
LSTZIJO,O,O,O,O,X,O,X,X
LSTZIOJ,O,O,O,O,X,O,X,X
LSTZJIO,O,O,O,O,X,O,X,X
LSTZJOI,O,O,O,O,X,O,X,X
LSTZOIJ,O,O,O,O,X,O,X,X
LSTZOJI,O,O,O,O,X,O,X,X
LSTOIJZ,O,X,O,O,X,O,X,X
LSTOIZJ,O,O,O,O,X,O,X,X
LSTOJIZ,O,X,O,O,X,O,X,X
LSTOJZI,O,X,O,O,X,O,X,X
LSTOZIJ,O,O,O,O,X,O,X,X
LSTOZJI,O,O,O,O,X,O,X,X
LSITJZO,O,O,O,O,X,O,X,O
LSITJOZ,O,X,O,O,X,O,X,X
LSITZJO,O,O,O,O,X,O,X,X
LSITZOJ,O,O,O,O,X,O,X,X
LSITOJZ,O,X,O,O,X,O,X,X
LSITOZJ,O,O,O,O,X,O,X,X
LSIJTZO,O,O,O,O,X,O,X,O
LSIJTOZ,O,X,O,O,X,O,X,X
LSIJZTO,O,O,O,O,X,O,X,O
LSIJZOT,O,O,X,O,X,O,X,O
LSIJOTZ,X,X,X,O,X,O,X,O
LSIJOZT,X,X,X,O,X,O,X,O
LSIZTJO,O,O,O,O,X,O,X,X
LSIZTOJ,O,O,O,O,X,O,X,X
LSIZJTO,O,O,O,O,X,O,X,O
LSIZJOT,O,O,X,O,X,O,X,O
LSIZOTJ,O,O,O,O,X,O,X,X
LSIZOJT,O,O,O,O,X,O,X,X
LSIOTJZ,O,X,O,O,X,O,X,O
LSIOTZJ,O,O,O,O,X,O,X,X
LSIOJTZ,X,X,O,O,X,O,X,O
LSIOJZT,X,X,O,O,X,O,X,O
LSIOZTJ,O,O,O,O,X,O,X,X
LSIOZJT,O,O,O,O,X,O,X,O
LSJTIZO,O,O,O,O,X,O,X,O
LSJTIOZ,O,X,O,O,X,O,X,X
LSJTZIO,O,O,O,O,X,O,X,O
LSJTZOI,O,O,O,O,X,O,X,O
LSJTOIZ,O,X,O,O,X,O,X,X
LSJTOZI,O,X,O,O,X,O,X,X
LSJITZO,O,O,O,O,X,O,X,O
LSJITOZ,O,X,O,O,X,O,X,X
LSJIZTO,O,O,O,O,X,O,X,O
LSJIZOT,O,O,X,O,X,O,X,O
LSJIOTZ,X,X,X,O,X,O,X,O
LSJIOZT,X,X,X,O,X,O,X,O
LSJZTIO,O,O,O,O,X,O,X,O
LSJZTOI,O,O,O,O,X,O,X,O
LSJZITO,O,O,O,O,X,O,X,O
LSJZIOT,O,O,X,O,X,O,X,O
LSJZOTI,O,O,X,O,X,O,X,O
LSJZOIT,O,O,X,O,X,O,X,O
LSJOTIZ,X,X,X,O,X,O,X,O
LSJOTZI,X,X,X,O,X,O,X,O
LSJOITZ,X,X,X,O,X,O,X,O
LSJOIZT,X,X,X,O,X,O,X,O
LSJOZTI,X,X,X,O,X,O,X,O
LSJOZIT,X,X,X,O,X,O,X,O
LSZTIJO,O,O,O,O,X,O,X,X
LSZTIOJ,O,O,O,O,X,O,X,X
LSZTJIO,O,O,O,O,X,O,X,X
LSZTJOI,O,O,O,O,X,O,X,X
LSZTOIJ,O,O,O,O,X,O,X,X
LSZTOJI,O,O,O,O,X,O,X,X
LSZITJO,O,O,O,O,X,O,X,X
LSZITOJ,O,O,O,O,X,O,X,X
LSZIJTO,O,O,O,O,X,O,X,O
LSZIJOT,O,O,X,O,X,O,X,O
LSZIOTJ,O,O,O,O,X,O,X,X
LSZIOJT,O,O,O,O,X,O,X,X
LSZJTIO,O,O,O,O,X,O,X,O
LSZJTOI,O,O,O,O,X,O,X,O
LSZJITO,O,O,O,O,X,O,X,O
LSZJIOT,O,O,X,O,X,O,X,O
LSZJOTI,O,O,X,O,X,O,X,O
LSZJOIT,O,O,X,O,X,O,X,O
LSZOTIJ,O,O,O,O,X,O,X,X
LSZOTJI,O,O,O,O,X,O,X,X
LSZOITJ,O,O,O,O,X,O,X,X
LSZOIJT,O,O,O,O,X,O,X,X
LSZOJTI,O,O,O,O,X,O,X,X
LSZOJIT,O,O,O,O,X,O,X,X
LSOTIJZ,O,X,O,O,X,O,X,O
LSOTIZJ,O,O,O,O,X,O,X,X
LSOTJIZ,O,X,O,O,X,O,X,O
LSOTJZI,O,X,O,O,X,O,X,O
LSOTZIJ,O,O,O,O,X,O,X,X
LSOTZJI,O,O,O,O,X,O,X,X
LSOITJZ,O,X,O,O,X,O,X,O
LSOITZJ,O,O,O,O,X,O,X,X
LSOIJTZ,X,X,O,O,X,O,X,O
LSOIJZT,X,X,O,O,X,O,X,O
LSOIZTJ,O,O,O,O,X,O,X,X
LSOIZJT,O,O,O,O,X,O,X,O
LSOJTIZ,X,X,O,O,X,O,X,O
LSOJTZI,X,X,O,O,X,O,X,O
LSOJITZ,X,X,O,O,X,O,X,O
LSOJIZT,X,X,O,O,X,O,X,O
LSOJZTI,X,X,O,O,X,O,X,O
LSOJZIT,X,X,O,O,X,O,X,O
LSOZTIJ,O,O,O,O,X,O,X,X
LSOZTJI,O,O,O,O,X,O,X,X
LSOZITJ,O,O,O,O,X,O,X,X
LSOZIJT,O,O,O,O,X,O,X,O
LSOZJTI,O,O,O,O,X,O,X,O
LSOZJIT,O,O,O,O,X,O,X,O
LZTIJSO,O,O,O,O,O,X,O,X
LZTIJOS,O,O,X,O,O,X,O,X
LZTISJO,O,O,O,O,O,X,O,X
LZTISOJ,O,O,O,O,X,X,X,X
LZTIOJS,O,X,X,X,O,X,O,X
LZTIOSJ,O,X,X,X,O,X,X,X
LZTJISO,O,O,O,O,O,X,O,X
LZTJIOS,O,O,X,O,O,X,O,X
LZTJSIO,O,O,O,O,O,X,O,X
LZTJSOI,O,O,O,O,X,X,O,X
LZTJOIS,O,O,X,O,O,X,O,X
LZTJOSI,O,O,X,O,O,X,O,X
LZTSIJO,O,O,O,O,O,X,O,X
LZTSIOJ,O,O,O,O,X,X,X,X
LZTSJIO,O,O,O,O,O,X,O,X
LZTSJOI,O,O,O,O,X,X,O,X
LZTSOIJ,O,O,O,O,X,X,X,X
LZTSOJI,O,O,O,O,X,X,X,X
LZTOIJS,O,X,X,X,O,X,O,X
LZTOISJ,O,X,X,X,O,X,X,X
LZTOJIS,O,X,X,X,O,X,O,X
LZTOJSI,O,X,X,X,O,X,O,X
LZTOSIJ,O,X,X,X,O,X,X,X
LZTOSJI,O,X,X,X,O,X,X,X
LZITJSO,O,O,O,O,O,X,O,X
LZITJOS,O,O,X,O,O,X,O,X
LZITSJO,O,O,O,O,O,X,O,X
LZITSOJ,O,O,O,O,X,X,X,X
LZITOJS,O,X,X,X,O,X,O,X
LZITOSJ,O,X,X,X,O,X,X,X
LZIJTSO,O,O,X,O,X,O,O,O
LZIJTOS,O,O,X,O,X,O,O,X
LZIJSTO,O,O,X,O,X,O,X,O
LZIJSOT,O,O,X,O,X,O,X,O
LZIJOTS,O,X,X,O,X,O,O,X
LZIJOST,O,O,X,O,X,O,X,O
LZISTJO,O,O,O,O,O,O,X,X
LZISTOJ,O,O,O,O,O,O,X,X
LZISJTO,O,O,O,O,X,O,X,O
LZISJOT,O,O,X,O,O,O,X,O
LZISOTJ,O,O,O,O,O,O,X,X
LZISOJT,O,O,X,O,O,O,X,X
LZIOTJS,O,X,X,X,O,O,X,X
LZIOTSJ,O,X,X,X,O,O,X,X
LZIOJTS,O,X,X,X,O,O,X,X
LZIOJST,O,O,X,X,O,O,X,X
LZIOSTJ,O,O,X,X,O,O,X,X
LZIOSJT,O,O,X,X,O,O,X,X
LZJTISO,O,O,X,O,X,O,O,O
LZJTIOS,O,O,X,O,X,O,O,X
LZJTSIO,O,O,X,O,X,O,O,O
LZJTSOI,O,O,X,O,X,O,O,O
LZJTOIS,O,O,X,O,X,O,O,X
LZJTOSI,O,O,X,O,X,O,O,X
LZJITSO,O,O,X,O,X,O,O,O
LZJITOS,O,O,X,O,X,O,O,X
LZJISTO,O,O,X,O,X,O,X,O
LZJISOT,O,O,X,O,X,O,X,O
LZJIOTS,O,X,X,O,X,O,O,X
LZJIOST,O,O,X,O,X,O,X,O
LZJSTIO,O,O,X,O,X,O,X,O
LZJSTOI,O,O,X,O,X,O,X,O
LZJSITO,O,O,X,O,X,O,X,O
LZJSIOT,O,O,X,O,X,O,X,O
LZJSOTI,O,O,X,O,X,O,X,O
LZJSOIT,O,O,X,O,X,O,X,O
LZJOTIS,O,X,X,O,X,O,O,X
LZJOTSI,O,X,X,O,X,O,O,X
LZJOITS,O,X,X,O,X,O,O,X
LZJOIST,O,O,X,O,X,O,X,O
LZJOSTI,O,O,X,O,X,O,X,O
LZJOSIT,O,O,X,O,X,O,X,O
LZSTIJO,O,O,O,O,O,O,X,X
LZSTIOJ,O,O,O,O,O,O,X,X
LZSTJIO,O,O,O,O,O,O,X,X
LZSTJOI,O,O,O,O,O,O,X,X
LZSTOIJ,O,O,O,O,O,O,X,X
LZSTOJI,O,O,O,O,O,O,X,X
LZSITJO,O,O,O,O,O,O,X,X
LZSITOJ,O,O,O,O,O,O,X,X
LZSIJTO,O,O,O,O,X,O,X,O
LZSIJOT,O,O,X,O,O,O,X,O
LZSIOTJ,O,O,O,O,O,O,X,X
LZSIOJT,O,O,X,O,O,O,X,X
LZSJTIO,O,O,O,O,X,O,X,O
LZSJTOI,O,O,O,O,X,O,X,O
LZSJITO,O,O,O,O,X,O,X,O
LZSJIOT,O,O,X,O,O,O,X,O
LZSJOTI,O,O,X,O,O,O,X,O
LZSJOIT,O,O,X,O,O,O,X,O
LZSOTIJ,O,O,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,O,X,X
LZSOITJ,O,O,O,O,O,O,X,X
LZSOIJT,O,O,X,O,O,O,X,X
LZSOJTI,O,O,X,O,O,O,X,X
LZSOJIT,O,O,X,O,O,O,X,X
LZOTIJS,O,X,X,X,O,O,X,X
LZOTISJ,O,X,X,X,O,O,X,X
LZOTJIS,O,X,X,X,O,O,X,X
LZOTJSI,O,X,X,X,O,O,X,X
LZOTSIJ,O,X,X,X,O,O,X,X
LZOTSJI,O,X,X,X,O,O,X,X
LZOITJS,O,X,X,X,O,O,X,X
LZOITSJ,O,X,X,X,O,O,X,X
LZOIJTS,O,X,X,X,O,O,X,X
LZOIJST,O,O,X,X,O,O,X,X
LZOISTJ,O,O,X,X,O,O,X,X
LZOISJT,O,O,X,X,O,O,X,X
LZOJTIS,O,X,X,X,O,O,X,X
LZOJTSI,O,X,X,X,O,O,X,X
LZOJITS,O,X,X,X,O,O,X,X
LZOJIST,O,O,X,X,O,O,X,X
LZOJSTI,O,O,X,X,O,O,X,X
LZOJSIT,O,O,X,X,O,O,X,X
LZOSTIJ,O,O,X,X,O,O,X,X
LZOSTJI,O,O,X,X,O,O,X,X
LZOSITJ,O,O,X,X,O,O,X,X
LZOSIJT,O,O,X,X,O,O,X,X
LZOSJTI,O,O,X,X,O,O,X,X
LZOSJIT,O,O,X,X,O,O,X,X
LOTIJSZ,O,X,O,O,X,O,X,O
LOTIJZS,O,X,O,O,O,O,X,O
LOTISJZ,O,X,O,O,X,O,X,O
LOTISZJ,O,X,O,O,O,O,X,X
LOTIZJS,O,X,O,X,O,O,X,X
LOTIZSJ,O,X,O,X,O,O,X,X
LOTJISZ,O,X,O,O,X,O,X,O
LOTJIZS,O,X,O,O,O,O,X,O
LOTJSIZ,O,X,O,O,X,O,X,O
LOTJSZI,O,X,O,O,X,O,X,O
LOTJZIS,O,X,O,O,O,O,X,O
LOTJZSI,O,X,O,O,O,O,X,O
LOTSIJZ,O,X,O,O,X,O,X,O
LOTSIZJ,O,X,O,O,O,O,X,X
LOTSJIZ,O,X,O,O,X,O,X,O
LOTSJZI,O,X,O,O,X,O,X,O
LOTSZIJ,O,X,O,O,O,O,X,X
LOTSZJI,O,X,O,O,O,O,X,X
LOTZIJS,O,X,O,X,O,O,X,X
LOTZISJ,O,X,O,X,O,O,X,X
LOTZJIS,O,X,O,X,O,O,X,X
LOTZJSI,O,X,O,X,O,O,X,X
LOTZSIJ,O,X,O,X,O,O,X,X
LOTZSJI,O,X,O,X,O,O,X,X
LOITJSZ,O,X,O,O,X,O,X,O
LOITJZS,O,X,O,O,O,O,X,O
LOITSJZ,O,X,O,O,X,O,X,O
LOITSZJ,O,X,O,O,O,O,X,X
LOITZJS,O,X,O,X,O,O,X,X
LOITZSJ,O,X,O,X,O,O,X,X
LOIJTSZ,X,X,O,O,X,O,X,O
LOIJTZS,X,X,O,O,O,O,X,O
LOIJSTZ,X,X,O,O,X,O,X,O
LOIJSZT,X,X,O,O,X,O,X,O
LOIJZTS,X,X,X,O,O,O,X,O
LOIJZST,X,X,X,O,O,O,X,O
LOISTJZ,O,X,O,O,X,O,X,O
LOISTZJ,O,O,O,O,O,O,X,X
LOISJTZ,X,X,O,O,X,O,X,O
LOISJZT,X,X,O,O,X,O,X,O
LOISZTJ,O,O,O,O,O,O,X,X
LOISZJT,O,O,O,O,O,O,X,O
LOIZTJS,O,X,O,X,O,O,X,X
LOIZTSJ,O,X,O,X,O,O,X,X
LOIZJTS,O,X,X,X,O,O,X,O
LOIZJST,O,O,X,X,O,O,X,O
LOIZSTJ,O,O,O,X,O,O,X,X
LOIZSJT,O,O,O,X,O,O,X,O
LOJTISZ,X,X,O,O,X,O,X,O
LOJTIZS,X,X,O,O,O,O,X,O
LOJTSIZ,X,X,O,O,X,O,X,O
LOJTSZI,X,X,O,O,X,O,X,O
LOJTZIS,X,X,O,O,O,O,X,O
LOJTZSI,X,X,O,O,O,O,X,O
LOJITSZ,X,X,O,O,X,O,X,O
LOJITZS,X,X,O,O,O,O,X,O
LOJISTZ,X,X,O,O,X,O,X,O
LOJISZT,X,X,O,O,X,O,X,O
LOJIZTS,X,X,X,O,O,O,X,O
LOJIZST,X,X,X,O,O,O,X,O
LOJSTIZ,X,X,O,O,X,O,X,O
LOJSTZI,X,X,O,O,X,O,X,O
LOJSITZ,X,X,O,O,X,O,X,O
LOJSIZT,X,X,O,O,X,O,X,O
LOJSZTI,X,X,O,O,X,O,X,O
LOJSZIT,X,X,O,O,X,O,X,O
LOJZTIS,X,X,X,O,O,O,X,O
LOJZTSI,X,X,X,O,O,O,X,O
LOJZITS,X,X,X,O,O,O,X,O
LOJZIST,X,X,X,O,O,O,X,O
LOJZSTI,X,X,X,O,O,O,X,O
LOJZSIT,X,X,X,O,O,O,X,O
LOSTIJZ,O,X,O,O,X,O,X,O
LOSTIZJ,O,O,O,O,O,O,X,X
LOSTJIZ,O,X,O,O,X,O,X,O
LOSTJZI,O,X,O,O,X,O,X,O
LOSTZIJ,O,O,O,O,O,O,X,X
LOSTZJI,O,O,O,O,O,O,X,X
LOSITJZ,O,X,O,O,X,O,X,O
LOSITZJ,O,O,O,O,O,O,X,X
LOSIJTZ,X,X,O,O,X,O,X,O
LOSIJZT,X,X,O,O,X,O,X,O
LOSIZTJ,O,O,O,O,O,O,X,X
LOSIZJT,O,O,O,O,O,O,X,O
LOSJTIZ,X,X,O,O,X,O,X,O
LOSJTZI,X,X,O,O,X,O,X,O
LOSJITZ,X,X,O,O,X,O,X,O
LOSJIZT,X,X,O,O,X,O,X,O
LOSJZTI,X,X,O,O,X,O,X,O
LOSJZIT,X,X,O,O,X,O,X,O
LOSZTIJ,O,O,O,O,O,O,X,X
LOSZTJI,O,O,O,O,O,O,X,X
LOSZITJ,O,O,O,O,O,O,X,X
LOSZIJT,O,O,O,O,O,O,X,O
LOSZJTI,O,O,O,O,O,O,X,O
LOSZJIT,O,O,O,O,O,O,X,O
LOZTIJS,O,X,O,X,O,O,X,X
LOZTISJ,O,X,O,X,O,O,X,X
LOZTJIS,O,X,O,X,O,O,X,X
LOZTJSI,O,X,O,X,O,O,X,X
LOZTSIJ,O,X,O,X,O,O,X,X
LOZTSJI,O,X,O,X,O,O,X,X
LOZITJS,O,X,O,X,O,O,X,X
LOZITSJ,O,X,O,X,O,O,X,X
LOZIJTS,O,X,X,X,O,O,X,O
LOZIJST,O,O,X,X,O,O,X,O
LOZISTJ,O,O,O,X,O,O,X,X
LOZISJT,O,O,O,X,O,O,X,O
LOZJTIS,O,X,X,X,O,O,X,O
LOZJTSI,O,X,X,X,O,O,X,O
LOZJITS,O,X,X,X,O,O,X,O
LOZJIST,O,O,X,X,O,O,X,O
LOZJSTI,O,O,X,X,O,O,X,O
LOZJSIT,O,O,X,X,O,O,X,O
LOZSTIJ,O,O,O,X,O,O,X,X
LOZSTJI,O,O,O,X,O,O,X,X
LOZSITJ,O,O,O,X,O,O,X,X
LOZSIJT,O,O,O,X,O,O,X,O
LOZSJTI,O,O,O,X,O,O,X,O
LOZSJIT,O,O,O,X,O,O,X,O
JTILSZO,O,X,O,O,X,O,O,O
JTILSOZ,O,X,O,O,X,O,O,X
JTILZSO,O,X,O,O,O,O,O,O
JTILZOS,O,X,X,O,O,O,O,X
JTILOSZ,O,X,O,O,X,O,O,X
JTILOZS,O,X,O,O,X,O,O,X
JTISLZO,X,O,O,O,X,O,O,O
JTISLOZ,X,X,O,O,X,O,O,X
JTISZLO,X,O,O,O,X,O,O,O
JTISZOL,X,O,O,O,X,X,O,O
JTISOLZ,X,X,O,O,X,X,O,O
JTISOZL,X,X,O,O,X,X,O,O
JTIZLSO,O,O,O,X,O,O,O,O
JTIZLOS,O,O,X,X,O,O,O,X
JTIZSLO,O,O,O,X,O,O,O,O
JTIZSOL,O,O,O,X,O,X,O,O
JTIZOLS,O,O,O,X,O,O,O,O
JTIZOSL,O,O,O,X,O,X,O,O
JTIOLSZ,O,X,O,O,X,O,O,O
JTIOLZS,O,X,O,O,O,O,O,O
JTIOSLZ,X,X,O,O,X,X,O,O
JTIOSZL,X,X,O,O,X,X,O,O
JTIOZLS,O,X,O,X,O,O,O,O
JTIOZSL,O,X,O,X,O,X,O,O
JTLISZO,O,X,O,O,X,O,O,O
JTLISOZ,O,X,O,O,X,O,O,X
JTLIZSO,O,X,O,O,O,O,O,O
JTLIZOS,O,X,X,O,O,O,O,X
JTLIOSZ,O,X,O,O,X,O,O,X
JTLIOZS,O,X,O,O,X,O,O,X
JTLSIZO,O,X,O,O,X,O,O,O
JTLSIOZ,O,X,O,O,X,O,O,X
JTLSZIO,O,X,O,O,X,O,O,O
JTLSZOI,O,X,O,O,X,O,O,O
JTLSOIZ,O,X,O,O,X,O,O,X
JTLSOZI,O,X,O,O,X,O,O,X
JTLZISO,O,X,O,O,O,O,O,O
JTLZIOS,O,X,X,O,O,O,O,X
JTLZSIO,O,X,O,O,O,O,O,O
JTLZSOI,O,X,O,O,X,O,O,O
JTLZOIS,O,X,X,O,O,O,O,X
JTLZOSI,O,X,X,O,X,O,O,X
JTLOISZ,O,X,O,O,X,O,O,X
JTLOIZS,O,X,O,O,X,O,O,X
JTLOSIZ,O,X,O,O,X,O,O,X
JTLOSZI,O,X,O,O,X,O,O,X
JTLOZIS,O,X,O,O,X,O,O,X
JTLOZSI,O,X,O,O,X,O,O,X
JTSILZO,X,O,O,O,X,O,O,O
JTSILOZ,X,X,O,O,X,O,O,X
JTSIZLO,X,O,O,O,X,O,O,O
JTSIZOL,X,O,O,O,X,X,O,O
JTSIOLZ,X,X,O,O,X,X,O,O
JTSIOZL,X,X,O,O,X,X,O,O
JTSLIZO,X,O,O,O,X,O,O,O
JTSLIOZ,X,X,O,O,X,O,O,X
JTSLZIO,X,O,O,O,X,O,O,O
JTSLZOI,X,O,O,O,X,O,O,O
JTSLOIZ,X,X,O,O,X,O,O,X
JTSLOZI,X,X,O,O,X,O,O,X
JTSZILO,X,O,O,O,X,O,O,O
JTSZIOL,X,O,O,O,X,X,O,O
JTSZLIO,X,O,O,O,X,O,O,O
JTSZLOI,X,O,O,O,X,O,O,O
JTSZOIL,X,O,O,O,X,X,O,O
JTSZOLI,X,O,O,O,X,X,O,O
JTSOILZ,X,X,O,O,X,X,O,O
JTSOIZL,X,X,O,O,X,X,O,O
JTSOLIZ,X,X,O,O,X,X,O,O
JTSOLZI,X,X,O,O,X,X,O,O
JTSOZIL,X,X,O,O,X,X,O,O
JTSOZLI,X,X,O,O,X,X,O,O
JTZILSO,O,O,O,X,O,O,O,O
JTZILOS,O,O,X,X,O,O,O,X
JTZISLO,O,O,O,X,O,O,O,O
