sequence,v115@FhC8EeF8CeG8BeF8Jei6IvhFzbBWiBxdBFlBXmBUqB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUhBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFXcBxdBCiBFlB8qBOqB,v115@FhC8EeF8CeG8BeF8JeT6IvhFxbB8hBCeBmgBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUhBFlB3qB
SIZOTJL,O,X,O,O,X,O,O
SIZOLTJ,X,X,X,O,O,O,O
SIZOLJT,O,X,O,O,X,O,O
SIZOJTL,O,X,O,O,X,O,O
SIZOJLT,O,X,O,O,X,O,O
SIOTLJZ,O,X,X,O,X,O,O
SIOTLZJ,O,X,X,X,X,O,O
SIOTJLZ,O,X,X,O,X,O,O
SIOTJZL,O,X,O,O,X,O,O
SIOTZLJ,O,X,O,X,X,O,O
SIOTZJL,O,X,O,X,X,O,O
SIOLTJZ,O,X,X,O,X,O,O
SIOLTZJ,O,X,X,X,X,O,O
SIOLJTZ,O,X,X,O,X,X,O
SIOLJZT,O,X,X,O,X,O,O
SIOLZTJ,X,X,X,O,O,O,O
SIOLZJT,O,X,X,O,X,O,O
SIOJTLZ,O,X,X,O,X,X,O
SIOJTZL,O,X,O,O,X,X,O
SIOJLTZ,O,X,X,O,X,X,O
SIOJLZT,O,X,X,O,X,O,O
SIOJZTL,O,X,O,O,X,O,O
SIOJZLT,O,X,O,O,X,O,O
SIOZTLJ,O,X,O,O,O,O,O
SIOZTJL,O,X,O,O,X,O,O
SIOZLTJ,X,X,X,O,O,O,O
SIOZLJT,O,X,O,O,X,O,O
SIOZJTL,O,X,O,O,X,O,O
SIOZJLT,O,X,O,O,X,O,O
SLTIJZO,O,X,X,O,X,O,O
SLTIJOZ,O,X,X,O,X,O,O
SLTIZJO,O,X,X,O,O,O,O
SLTIZOJ,O,X,X,O,O,O,O
SLTIOJZ,O,X,X,O,X,O,O
SLTIOZJ,O,X,X,X,X,O,O
SLTJIZO,O,X,X,O,X,O,O
SLTJIOZ,O,X,X,O,X,O,O
SLTJZIO,O,X,X,O,X,O,O
SLTJZOI,O,X,X,O,X,O,O
SLTJOIZ,O,X,X,O,X,O,O
SLTJOZI,O,X,X,O,X,O,O
SLTZIJO,O,O,X,O,O,O,O
SLTZIOJ,O,O,X,O,O,O,O
SLTZJIO,O,O,X,O,O,O,O
SLTZJOI,O,O,X,O,O,O,O
SLTZOIJ,O,O,X,O,O,O,O
SLTZOJI,O,O,X,O,O,O,O
SLTOIJZ,O,X,X,O,X,O,O
SLTOIZJ,O,X,X,X,X,O,O
SLTOJIZ,O,X,X,O,X,O,O
SLTOJZI,O,X,X,O,X,O,O
SLTOZIJ,O,O,X,O,X,O,O
SLTOZJI,O,O,X,O,X,O,O
SLITJZO,O,X,X,O,X,O,O
SLITJOZ,O,X,X,O,X,O,O
SLITZJO,O,X,X,O,O,O,O
SLITZOJ,O,X,X,O,O,O,O
SLITOJZ,O,X,X,O,X,O,O
SLITOZJ,O,X,X,X,X,O,O
SLIJTZO,O,X,X,O,X,X,O
SLIJTOZ,O,X,X,O,X,X,O
SLIJZTO,O,X,X,O,O,O,O
SLIJZOT,O,X,X,O,X,O,O
SLIJOTZ,O,X,X,O,X,X,O
SLIJOZT,O,X,X,O,X,O,O
SLIZTJO,O,X,X,O,O,O,O
SLIZTOJ,O,X,X,O,O,O,O
SLIZJTO,O,X,X,O,O,O,O
SLIZJOT,O,X,X,O,X,O,O
SLIZOTJ,X,X,X,O,O,O,O
SLIZOJT,O,X,X,O,X,O,O
SLIOTJZ,O,X,X,O,X,O,O
SLIOTZJ,O,X,X,X,X,O,O
SLIOJTZ,O,X,X,O,X,X,O
SLIOJZT,O,X,X,O,X,O,O
SLIOZTJ,X,X,X,O,O,O,O
SLIOZJT,O,X,X,O,X,O,O
SLJTIZO,O,X,X,O,X,O,O
SLJTIOZ,O,X,X,O,X,O,O
SLJTZIO,O,X,X,O,X,O,O
SLJTZOI,O,X,X,O,X,O,O
SLJTOIZ,O,X,X,O,X,O,O
SLJTOZI,O,X,X,O,X,O,O
SLJITZO,O,X,X,O,X,X,O
SLJITOZ,O,X,X,O,X,X,O
SLJIZTO,O,O,X,O,O,O,O
SLJIZOT,O,O,X,O,X,O,O
SLJIOTZ,O,X,X,O,X,X,O
SLJIOZT,O,O,X,O,X,O,O
SLJZTIO,O,O,X,O,O,O,O
SLJZTOI,O,O,X,O,O,O,O
SLJZITO,O,O,X,O,O,O,O
SLJZIOT,O,O,X,O,X,O,O
SLJZOTI,X,O,X,O,X,O,O
SLJZOIT,O,O,X,O,X,O,O
SLJOTIZ,O,X,X,O,X,O,O
SLJOTZI,O,X,X,O,X,O,O
SLJOITZ,O,X,X,O,X,X,O
SLJOIZT,O,O,X,O,X,O,O
SLJOZTI,X,O,X,O,X,O,O
SLJOZIT,O,O,X,O,X,O,O
SLZTIJO,O,O,X,O,O,O,O
SLZTIOJ,O,O,X,O,O,O,O
SLZTJIO,O,O,X,O,O,O,O
SLZTJOI,O,O,X,O,O,O,O
SLZTOIJ,O,O,X,O,O,O,O
SLZTOJI,O,O,X,O,O,O,O
SLZITJO,O,X,X,O,O,O,O
SLZITOJ,O,X,X,O,O,O,O
SLZIJTO,O,X,X,O,O,O,O
SLZIJOT,O,X,X,O,X,O,O
SLZIOTJ,X,X,X,O,O,O,O
SLZIOJT,O,X,X,O,X,O,O
SLZJTIO,O,O,X,O,O,O,O
SLZJTOI,O,O,X,O,O,O,O
SLZJITO,O,O,X,O,O,O,O
SLZJIOT,O,O,X,O,X,O,O
SLZJOTI,X,O,X,O,X,O,O
SLZJOIT,O,O,X,O,X,O,O
SLZOTIJ,X,O,X,O,O,O,O
SLZOTJI,X,O,X,O,O,O,O
SLZOITJ,X,X,X,O,O,O,O
SLZOIJT,O,X,X,O,X,O,O
SLZOJTI,X,O,X,O,X,O,O
SLZOJIT,O,O,X,O,X,O,O
SLOTIJZ,O,X,X,O,X,O,O
SLOTIZJ,O,X,X,X,X,O,O
SLOTJIZ,O,X,X,O,X,O,O
SLOTJZI,O,X,X,O,X,O,O
SLOTZIJ,O,O,X,O,X,O,O
SLOTZJI,O,O,X,O,X,O,O
SLOITJZ,O,X,X,O,X,O,O
SLOITZJ,O,X,X,X,X,O,O
SLOIJTZ,O,X,X,O,X,X,O
SLOIJZT,O,X,X,O,X,O,O
SLOIZTJ,X,X,X,O,O,O,O
SLOIZJT,O,X,X,O,X,O,O
SLOJTIZ,O,X,X,O,X,O,O
SLOJTZI,O,X,X,O,X,O,O
SLOJITZ,O,X,X,O,X,X,O
SLOJIZT,O,O,X,O,X,O,O
SLOJZTI,X,O,X,O,X,O,O
SLOJZIT,O,O,X,O,X,O,O
SLOZTIJ,X,O,X,O,O,O,O
SLOZTJI,X,O,X,O,O,O,O
SLOZITJ,X,X,X,O,O,O,O
SLOZIJT,O,X,X,O,X,O,O
SLOZJTI,X,O,X,O,X,O,O
SLOZJIT,O,O,X,O,X,O,O
SJTILZO,O,X,X,O,X,O,O
SJTILOZ,O,X,X,O,X,O,O
SJTIZLO,O,X,O,O,X,O,O
SJTIZOL,O,X,O,O,X,O,O
SJTIOLZ,O,X,X,O,X,O,O
SJTIOZL,O,X,O,O,X,O,O
SJTLIZO,O,X,X,O,X,O,O
SJTLIOZ,O,X,X,O,X,O,O
SJTLZIO,O,X,X,O,X,O,O
SJTLZOI,O,X,X,O,X,O,O
SJTLOIZ,O,X,X,O,X,O,O
SJTLOZI,O,X,X,O,X,O,O
SJTZILO,O,X,O,O,X,O,O
SJTZIOL,O,X,O,O,X,O,O
SJTZLIO,O,X,O,O,X,O,O
SJTZLOI,O,X,O,O,X,O,O
SJTZOIL,O,X,O,O,X,O,O
SJTZOLI,O,X,O,O,X,O,O
SJTOILZ,O,X,X,O,X,O,O
SJTOIZL,O,X,O,O,X,O,O
SJTOLIZ,O,X,X,O,X,O,O
SJTOLZI,O,X,X,O,X,O,O
SJTOZIL,O,X,O,O,X,O,O
SJTOZLI,O,X,O,O,X,O,O
SJITLZO,O,X,X,O,X,X,O
SJITLOZ,O,X,X,O,X,X,O
SJITZLO,O,X,O,O,X,X,O
SJITZOL,O,X,O,O,X,X,O
SJITOLZ,O,X,X,O,X,X,O
SJITOZL,O,X,O,X,X,X,O
SJILTZO,O,X,X,O,X,X,O
SJILTOZ,O,X,X,O,X,X,O
SJILZTO,O,O,X,O,X,O,O
SJILZOT,O,O,X,O,X,O,O
SJILOTZ,O,X,X,O,X,X,O
SJILOZT,O,O,X,O,X,O,O
SJIZTLO,O,O,O,O,X,O,O
SJIZTOL,O,O,O,O,X,O,O
SJIZLTO,O,O,X,O,X,O,O
SJIZLOT,O,O,O,O,X,O,O
SJIZOTL,O,X,O,O,X,O,O
SJIZOLT,O,O,O,O,X,O,O
SJIOTLZ,O,X,X,O,X,X,O
SJIOTZL,O,X,O,O,X,X,O
SJIOLTZ,O,X,X,O,X,X,O
SJIOLZT,O,O,X,O,X,O,O
SJIOZTL,O,X,O,O,X,O,O
SJIOZLT,O,X,O,O,X,O,O
SJLTIZO,O,X,X,O,X,O,O
SJLTIOZ,O,X,X,O,X,O,O
SJLTZIO,O,X,X,O,X,O,O
SJLTZOI,O,X,X,O,X,O,O
SJLTOIZ,O,X,X,O,X,O,O
SJLTOZI,O,X,X,O,X,O,O
SJLITZO,O,X,X,O,X,X,O
SJLITOZ,O,X,X,O,X,X,O
SJLIZTO,O,O,X,O,X,O,O
SJLIZOT,O,O,X,O,X,O,O
SJLIOTZ,O,X,X,O,X,X,O
SJLIOZT,O,O,X,O,X,O,O
SJLZTIO,O,O,X,O,X,O,O
SJLZTOI,O,O,X,O,X,O,O
SJLZITO,O,O,X,O,X,O,O
SJLZIOT,O,O,X,O,X,O,O
SJLZOTI,X,O,X,O,X,O,O
SJLZOIT,O,O,X,O,X,O,O
SJLOTIZ,O,X,X,O,X,O,O
SJLOTZI,O,X,X,O,X,O,O
SJLOITZ,O,X,X,O,X,X,O
SJLOIZT,O,O,X,O,X,O,O
SJLOZTI,X,O,X,O,X,O,O
SJLOZIT,O,O,X,O,X,O,O
SJZTILO,O,O,O,O,X,O,O
SJZTIOL,O,O,O,O,X,O,O
SJZTLIO,O,O,O,O,X,O,O
SJZTLOI,O,O,O,O,X,O,O
SJZTOIL,O,O,O,O,X,O,O
SJZTOLI,O,O,O,O,X,O,O
SJZITLO,O,O,O,O,X,O,O
SJZITOL,O,O,O,O,X,O,O
SJZILTO,O,O,X,O,X,O,O
SJZILOT,O,O,O,O,X,O,O
SJZIOTL,O,X,O,O,X,O,O
SJZIOLT,O,O,O,O,X,O,O
SJZLTIO,O,O,X,O,X,O,O
SJZLTOI,O,O,X,O,X,O,O
SJZLITO,O,O,X,O,X,O,O
SJZLIOT,O,O,O,O,X,O,O
SJZLOTI,X,O,X,O,X,O,O
SJZLOIT,O,O,O,O,X,O,O
SJZOTIL,O,O,O,O,X,O,O
SJZOTLI,O,O,O,O,X,O,O
SJZOITL,O,X,O,O,X,O,O
SJZOILT,O,O,O,O,X,O,O
SJZOLTI,X,O,X,O,X,O,O
SJZOLIT,O,O,O,O,X,O,O
SJOTILZ,O,X,X,O,X,O,O
SJOTIZL,O,X,O,O,X,O,O
SJOTLIZ,O,X,X,O,X,O,O
SJOTLZI,O,X,X,O,X,O,O
SJOTZIL,O,X,O,O,X,O,O
SJOTZLI,O,X,O,O,X,O,O
SJOITLZ,O,X,X,O,X,X,O
SJOITZL,O,X,O,O,X,X,O
SJOILTZ,O,X,X,O,X,X,O
SJOILZT,O,O,X,O,X,O,O
SJOIZTL,O,X,O,O,X,O,O
SJOIZLT,O,X,O,O,X,O,O
SJOLTIZ,O,X,X,O,X,O,O
SJOLTZI,O,X,X,O,X,O,O
SJOLITZ,O,X,X,O,X,X,O
SJOLIZT,O,O,X,O,X,O,O
SJOLZTI,X,O,X,O,X,O,O
SJOLZIT,O,O,X,O,X,O,O
SJOZTIL,O,O,O,O,X,O,O
SJOZTLI,O,O,O,O,X,O,O
SJOZITL,O,X,O,O,X,O,O
SJOZILT,O,O,O,O,X,O,O
SJOZLTI,X,O,X,O,X,O,O
SJOZLIT,O,O,O,O,X,O,O
SZTILJO,O,O,O,O,O,O,O
SZTILOJ,O,O,O,O,O,O,O
SZTIJLO,O,O,O,O,X,O,O
SZTIJOL,O,O,O,O,X,O,O
SZTIOLJ,O,O,O,O,O,O,O
SZTIOJL,O,O,O,O,X,O,O
SZTLIJO,O,O,O,O,O,O,O
SZTLIOJ,O,O,O,O,O,O,O
SZTLJIO,O,O,O,O,O,O,O
SZTLJOI,O,O,O,O,O,O,O
SZTLOIJ,O,O,O,O,O,O,O
SZTLOJI,O,O,O,O,O,O,O
SZTJILO,O,O,O,O,X,O,O
SZTJIOL,O,O,O,O,X,O,O
SZTJLIO,O,O,O,O,X,O,O
SZTJLOI,O,O,O,O,X,O,O
SZTJOIL,O,O,O,O,X,O,O
SZTJOLI,O,O,O,O,X,O,O
SZTOILJ,O,O,O,O,O,O,O
SZTOIJL,O,O,O,O,X,O,O
SZTOLIJ,O,O,O,O,O,O,O
SZTOLJI,O,O,O,O,O,O,O
SZTOJIL,O,O,O,O,X,O,O
SZTOJLI,O,O,O,O,X,O,O
SZITLJO,O,X,O,O,O,O,O
SZITLOJ,O,X,O,O,O,O,O
SZITJLO,O,X,O,O,X,O,O
SZITJOL,O,X,O,O,X,O,O
SZITOLJ,O,X,O,O,O,O,O
SZITOJL,O,X,O,O,X,O,O
SZILTJO,O,X,X,O,O,O,O
SZILTOJ,O,X,X,O,O,O,O
SZILJTO,O,X,X,O,O,O,O
SZILJOT,O,X,O,O,X,O,O
SZILOTJ,X,X,X,O,O,O,O
SZILOJT,O,X,O,O,X,O,O
SZIJTLO,O,X,O,O,X,O,O
SZIJTOL,O,X,O,O,X,O,O
SZIJLTO,O,X,X,O,X,O,O
SZIJLOT,O,X,O,O,X,O,O
SZIJOTL,O,X,O,O,X,O,O
SZIJOLT,O,X,O,O,X,O,O
SZIOTLJ,O,X,O,O,O,O,O
SZIOTJL,O,X,O,O,X,O,O
SZIOLTJ,X,X,X,O,O,O,O
SZIOLJT,O,X,O,O,X,O,O
SZIOJTL,O,X,O,O,X,O,O
SZIOJLT,O,X,O,O,X,O,O
SZLTIJO,O,O,O,O,O,O,O
SZLTIOJ,O,O,O,O,O,O,O
SZLTJIO,O,O,O,O,O,O,O
SZLTJOI,O,O,O,O,O,O,O
SZLTOIJ,O,O,O,O,O,O,O
SZLTOJI,O,O,O,O,O,O,O
SZLITJO,O,X,X,O,O,O,O
SZLITOJ,O,X,X,O,O,O,O
SZLIJTO,O,X,X,O,O,O,O
SZLIJOT,O,X,O,O,X,O,O
SZLIOTJ,X,X,X,O,O,O,O
SZLIOJT,O,X,O,O,X,O,O
SZLJTIO,O,O,X,O,O,O,O
SZLJTOI,O,O,X,O,O,O,O
SZLJITO,O,O,X,O,O,O,O
SZLJIOT,O,O,O,O,X,O,O
SZLJOTI,X,O,X,O,X,O,O
SZLJOIT,O,O,O,O,X,O,O
SZLOTIJ,X,O,O,O,O,O,O
SZLOTJI,X,O,O,O,O,O,O
SZLOITJ,X,X,X,O,O,O,O
SZLOIJT,O,X,O,O,X,O,O
SZLOJTI,X,O,X,O,X,O,O
SZLOJIT,O,O,O,O,X,O,O
SZJTILO,O,O,O,O,X,O,O
SZJTIOL,O,O,O,O,X,O,O
SZJTLIO,O,O,O,O,X,O,O
SZJTLOI,O,O,O,O,X,O,O
SZJTOIL,O,O,O,O,X,O,O
SZJTOLI,O,O,O,O,X,O,O
SZJITLO,O,O,O,O,X,O,O
SZJITOL,O,O,O,O,X,O,O
SZJILTO,O,O,X,O,X,O,O
SZJILOT,O,O,O,O,X,O,O
SZJIOTL,O,X,O,O,X,O,O
SZJIOLT,O,O,O,O,X,O,O
SZJLTIO,O,O,X,O,X,O,O
SZJLTOI,O,O,X,O,X,O,O
SZJLITO,O,O,X,O,X,O,O
SZJLIOT,O,O,O,O,X,O,O
SZJLOTI,X,O,X,O,X,O,O
SZJLOIT,O,O,O,O,X,O,O
SZJOTIL,O,O,O,O,X,O,O
SZJOTLI,O,O,O,O,X,O,O
SZJOITL,O,X,O,O,X,O,O
SZJOILT,O,O,O,O,X,O,O
SZJOLTI,X,O,X,O,X,O,O
SZJOLIT,O,O,O,O,X,O,O
SZOTILJ,O,O,O,O,O,O,O
SZOTIJL,O,O,O,O,X,O,O
SZOTLIJ,O,O,O,O,O,O,O
SZOTLJI,O,O,O,O,O,O,O
SZOTJIL,O,O,O,O,X,O,O
SZOTJLI,O,O,O,O,X,O,O
SZOITLJ,O,X,O,O,O,O,O
SZOITJL,O,X,O,O,X,O,O
SZOILTJ,X,X,X,O,O,O,O
SZOILJT,O,X,O,O,X,O,O
SZOIJTL,O,X,O,O,X,O,O
SZOIJLT,O,X,O,O,X,O,O
SZOLTIJ,X,O,O,O,O,O,O
SZOLTJI,X,O,O,O,O,O,O
SZOLITJ,X,X,X,O,O,O,O
SZOLIJT,O,X,O,O,X,O,O
SZOLJTI,X,O,X,O,X,O,O
SZOLJIT,O,O,O,O,X,O,O
SZOJTIL,O,O,O,O,X,O,O
SZOJTLI,O,O,O,O,X,O,O
SZOJITL,O,X,O,O,X,O,O
SZOJILT,O,O,O,O,X,O,O
SZOJLTI,X,O,X,O,X,O,O
SZOJLIT,O,O,O,O,X,O,O
SOTILJZ,O,X,X,O,X,O,O
SOTILZJ,O,X,X,X,X,O,O
SOTIJLZ,O,X,X,O,X,O,O
SOTIJZL,O,X,O,O,X,O,O
SOTIZLJ,O,X,O,X,X,O,O
SOTIZJL,O,X,O,X,X,O,O
SOTLIJZ,O,X,X,O,X,O,O
SOTLIZJ,O,X,X,X,X,O,O
SOTLJIZ,O,X,X,O,X,O,O
SOTLJZI,O,X,X,O,X,O,O
SOTLZIJ,O,O,X,O,X,O,O
SOTLZJI,O,O,X,O,X,O,O
SOTJILZ,O,X,X,O,X,O,O
SOTJIZL,O,X,O,O,X,O,O
SOTJLIZ,O,X,X,O,X,O,O
SOTJLZI,O,X,X,O,X,O,O
SOTJZIL,O,X,O,O,X,O,O
SOTJZLI,O,X,O,O,X,O,O
SOTZILJ,O,O,O,O,X,O,O
SOTZIJL,O,O,O,O,X,O,O
SOTZLIJ,O,O,O,O,X,O,O
SOTZLJI,O,O,O,O,X,O,O
SOTZJIL,O,O,O,O,X,O,O
SOTZJLI,O,O,O,O,X,O,O
SOITLJZ,O,X,X,O,X,O,O
SOITLZJ,O,X,X,X,X,O,O
SOITJLZ,O,X,X,O,X,O,O
SOITJZL,O,X,O,O,X,O,O
SOITZLJ,O,X,O,X,X,O,O
SOITZJL,O,X,O,X,X,O,O
SOILTJZ,O,X,X,O,X,O,O
SOILTZJ,O,X,X,X,X,O,O
SOILJTZ,O,X,X,O,X,X,O
SOILJZT,O,X,X,O,X,O,O
SOILZTJ,X,X,X,O,O,O,O
SOILZJT,O,X,X,O,X,O,O
SOIJTLZ,O,X,X,O,X,X,O
SOIJTZL,O,X,O,O,X,X,O
SOIJLTZ,O,X,X,O,X,X,O
SOIJLZT,O,X,X,O,X,O,O
SOIJZTL,O,X,O,O,X,O,O
SOIJZLT,O,X,O,O,X,O,O
SOIZTLJ,O,X,O,O,O,O,O
SOIZTJL,O,X,O,O,X,O,O
SOIZLTJ,X,X,X,O,O,O,O
SOIZLJT,O,X,O,O,X,O,O
SOIZJTL,O,X,O,O,X,O,O
SOIZJLT,O,X,O,O,X,O,O
SOLTIJZ,O,X,X,O,X,O,O
SOLTIZJ,O,X,X,X,X,O,O
SOLTJIZ,O,X,X,O,X,O,O
SOLTJZI,O,X,X,O,X,O,O
SOLTZIJ,O,O,X,O,X,O,O
SOLTZJI,O,O,X,O,X,O,O
SOLITJZ,O,X,X,O,X,O,O
SOLITZJ,O,X,X,X,X,O,O
SOLIJTZ,O,X,X,O,X,X,O
SOLIJZT,O,X,X,O,X,O,O
SOLIZTJ,X,X,X,O,O,O,O
SOLIZJT,O,X,X,O,X,O,O
SOLJTIZ,O,X,X,O,X,O,O
SOLJTZI,O,X,X,O,X,O,O
SOLJITZ,O,X,X,O,X,X,O
SOLJIZT,O,O,X,O,X,O,O
SOLJZTI,X,O,X,O,X,O,O
SOLJZIT,O,O,X,O,X,O,O
SOLZTIJ,X,O,X,O,O,O,O
SOLZTJI,X,O,X,O,O,O,O
SOLZITJ,X,X,X,O,O,O,O
SOLZIJT,O,X,X,O,X,O,O
SOLZJTI,X,O,X,O,X,O,O
SOLZJIT,O,O,X,O,X,O,O
SOJTILZ,O,X,X,O,X,O,O
SOJTIZL,O,X,O,O,X,O,O
SOJTLIZ,O,X,X,O,X,O,O
SOJTLZI,O,X,X,O,X,O,O
SOJTZIL,O,X,O,O,X,O,O
SOJTZLI,O,X,O,O,X,O,O
SOJITLZ,O,X,X,O,X,X,O
SOJITZL,O,X,O,O,X,X,O
SOJILTZ,O,X,X,O,X,X,O
SOJILZT,O,O,X,O,X,O,O
SOJIZTL,O,X,O,O,X,O,O
SOJIZLT,O,X,O,O,X,O,O
SOJLTIZ,O,X,X,O,X,O,O
SOJLTZI,O,X,X,O,X,O,O
SOJLITZ,O,X,X,O,X,X,O
SOJLIZT,O,O,X,O,X,O,O
SOJLZTI,X,O,X,O,X,O,O
SOJLZIT,O,O,X,O,X,O,O
SOJZTIL,O,O,O,O,X,O,O
SOJZTLI,O,O,O,O,X,O,O
SOJZITL,O,X,O,O,X,O,O
SOJZILT,O,O,O,O,X,O,O
SOJZLTI,X,O,X,O,X,O,O
SOJZLIT,O,O,O,O,X,O,O
SOZTILJ,O,O,O,O,O,O,O
SOZTIJL,O,O,O,O,X,O,O
SOZTLIJ,O,O,O,O,O,O,O
SOZTLJI,O,O,O,O,O,O,O
SOZTJIL,O,O,O,O,X,O,O
SOZTJLI,O,O,O,O,X,O,O
SOZITLJ,O,X,O,O,O,O,O
SOZITJL,O,X,O,O,X,O,O
SOZILTJ,X,X,X,O,O,O,O
SOZILJT,O,X,O,O,X,O,O
SOZIJTL,O,X,O,O,X,O,O
SOZIJLT,O,X,O,O,X,O,O
SOZLTIJ,X,O,O,O,O,O,O
SOZLTJI,X,O,O,O,O,O,O
SOZLITJ,X,X,X,O,O,O,O
SOZLIJT,O,X,O,O,X,O,O
SOZLJTI,X,O,X,O,X,O,O
SOZLJIT,O,O,O,O,X,O,O
SOZJTIL,O,O,O,O,X,O,O
SOZJTLI,O,O,O,O,X,O,O
SOZJITL,O,X,O,O,X,O,O
SOZJILT,O,O,O,O,X,O,O
SOZJLTI,X,O,X,O,X,O,O
SOZJLIT,O,O,O,O,X,O,O
ZTILJSO,O,O,O,O,O,O,O
ZTILJOS,X,O,O,O,O,O,O
ZTILSJO,O,O,O,O,O,O,O
ZTILSOJ,O,O,O,O,O,O,O
ZTILOJS,X,O,O,O,O,O,O
ZTILOSJ,X,O,O,O,O,O,O
ZTIJLSO,O,O,O,O,O,O,O
ZTIJLOS,X,O,O,O,O,O,O
ZTIJSLO,O,O,O,O,X,O,O
ZTIJSOL,O,O,O,O,X,O,O
ZTIJOLS,X,O,O,O,O,O,O
ZTIJOSL,X,O,O,O,X,O,O
ZTISLJO,O,O,O,O,O,O,O
ZTISLOJ,O,O,O,O,O,O,O
ZTISJLO,O,O,O,O,X,O,O
ZTISJOL,O,O,O,O,X,O,O
ZTISOLJ,O,O,O,O,O,O,O
ZTISOJL,O,O,O,O,X,O,O
ZTIOLJS,X,O,O,O,O,O,O
ZTIOLSJ,X,O,O,O,O,O,O
ZTIOJLS,X,O,O,O,O,O,O
ZTIOJSL,X,O,O,O,X,O,O
ZTIOSLJ,X,O,O,O,O,O,O
ZTIOSJL,X,O,O,O,X,X,O
ZTLIJSO,O,O,O,O,O,O,O
ZTLIJOS,X,O,O,O,O,O,O
ZTLISJO,O,O,O,O,O,O,O
ZTLISOJ,O,O,O,O,O,O,O
ZTLIOJS,X,O,O,O,O,O,O
ZTLIOSJ,X,O,O,O,O,O,O
ZTLJISO,O,O,O,O,O,O,O
ZTLJIOS,X,O,O,O,O,O,O
ZTLJSIO,O,O,O,O,O,O,O
ZTLJSOI,O,O,O,O,O,O,O
ZTLJOIS,X,O,O,O,O,O,O
ZTLJOSI,X,O,O,O,O,O,O
ZTLSIJO,O,O,O,O,O,O,O
ZTLSIOJ,O,O,O,O,O,O,O
ZTLSJIO,O,O,O,O,O,O,O
ZTLSJOI,O,O,O,O,O,O,O
ZTLSOIJ,O,O,O,O,O,O,O
ZTLSOJI,O,O,O,O,O,O,O
ZTLOIJS,X,O,O,O,O,O,O
ZTLOISJ,X,O,O,O,O,O,O
ZTLOJIS,X,O,O,O,O,O,O
ZTLOJSI,X,O,O,O,O,O,O
ZTLOSIJ,X,O,O,O,O,O,O
ZTLOSJI,X,O,O,O,O,O,O
ZTJILSO,O,O,O,O,O,O,O
ZTJILOS,X,O,O,O,O,O,O
ZTJISLO,O,O,O,O,X,O,O
ZTJISOL,O,O,O,O,X,O,O
ZTJIOLS,X,O,O,O,O,O,O
ZTJIOSL,X,O,O,O,X,O,O
ZTJLISO,O,O,O,O,O,O,O
ZTJLIOS,X,O,O,O,O,O,O
ZTJLSIO,O,O,O,O,O,O,O
ZTJLSOI,O,O,O,O,O,O,O
ZTJLOIS,X,O,O,O,O,O,O
ZTJLOSI,X,O,O,O,O,O,O
ZTJSILO,O,O,O,O,X,O,O
ZTJSIOL,O,O,O,O,X,O,O
ZTJSLIO,O,O,O,O,X,O,O
ZTJSLOI,O,O,O,O,X,O,O
ZTJSOIL,O,O,O,O,X,O,O
ZTJSOLI,O,O,O,O,X,O,O
ZTJOILS,X,O,O,O,O,O,O
ZTJOISL,X,O,O,O,X,O,O
ZTJOLIS,X,O,O,O,O,O,O
ZTJOLSI,X,O,O,O,O,O,O
ZTJOSIL,X,O,O,O,X,O,O
ZTJOSLI,X,O,O,O,X,O,O
ZTSILJO,O,O,O,O,O,O,O
ZTSILOJ,O,O,O,O,O,O,O
ZTSIJLO,O,O,O,O,X,O,O
ZTSIJOL,O,O,O,O,X,O,O
ZTSIOLJ,O,O,O,O,O,O,O
ZTSIOJL,O,O,O,O,X,O,O
ZTSLIJO,O,O,O,O,O,O,O
ZTSLIOJ,O,O,O,O,O,O,O
ZTSLJIO,O,O,O,O,O,O,O
ZTSLJOI,O,O,O,O,O,O,O
ZTSLOIJ,O,O,O,O,O,O,O
ZTSLOJI,O,O,O,O,O,O,O
ZTSJILO,O,O,O,O,X,O,O
ZTSJIOL,O,O,O,O,X,O,O
ZTSJLIO,O,O,O,O,X,O,O
ZTSJLOI,O,O,O,O,X,O,O
ZTSJOIL,O,O,O,O,X,O,O
ZTSJOLI,O,O,O,O,X,O,O
ZTSOILJ,O,O,O,O,O,O,O
ZTSOIJL,O,O,O,O,X,O,O
ZTSOLIJ,O,O,O,O,O,O,O
ZTSOLJI,O,O,O,O,O,O,O
ZTSOJIL,O,O,O,O,X,O,O
ZTSOJLI,O,O,O,O,X,O,O
ZTOILJS,X,O,O,O,O,O,O
ZTOILSJ,X,O,O,O,O,O,O
ZTOIJLS,X,O,O,O,O,O,O
ZTOIJSL,X,O,O,O,X,O,O
ZTOISLJ,X,O,O,O,O,O,O
ZTOISJL,X,O,O,O,X,X,O
ZTOLIJS,X,O,O,O,O,O,O
ZTOLISJ,X,O,O,O,O,O,O
ZTOLJIS,X,O,O,O,O,O,O
ZTOLJSI,X,O,O,O,O,O,O
