sequence,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhF5hBKiBzdB8?lB2wBlsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhFzdB0gBFnBG?rB3sBirB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhF8iBlhBzlB2?sBCnBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhFzdB6lB/mBU?iB2wBlsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhF5hByiB8lBT?iB2wBlsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhFzdBmgBUiBf?rBqrBlsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhF8iBlhBzlBR?sBywBGsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeKCJvhFzdBlgBRrB3?sBcrBGrB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeX9IvhF8iBlgBTmB2?sBCmBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je37IvhFuhB8lBliBy?rBznBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeaCJvhFzdBxgBUhBf?rB1sBWxB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je8CJvhFlgB3hB2sBz?lBCnBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeG8IvhFidBlgB0nBR?rBTrB3sB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Jei8IvhF0gBfnBliBW?rBznBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JefCJvhFmdBlgBqnB0?mBzlBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JelAJvhFUiBXmBznBG?mBinBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeF8IvhFXdB8iB6lBT?mB2sBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je+BJvhFyiBlgBTiBR?rB3sBUrB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JexAJvhFiiBzgBumB1?sBUrB3sB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je39IvhFlgBxmBumB8?sBzlBywB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je8BJvhFlgB3iB2rBC?mBznBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je+BJvhFyiBlgBXnBz?lB0nBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je2CJvhFlgBcmBXnBC?mBznBxwB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhF3dBSmBOsBl?lB8sBTrB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeR8IvhFzdBlgBGrBi?sBcrB/sB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je+BJvhFKiBlgBznBR?rBUrB3sB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeSCJvhFlgBxmBeoBz?lB3rBUsB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeWCJvhFlgBxmB8sBz?lB3rBisB,v115@zgC8FeC8GeD8EeE8FeE8DeB8JeSCJvhFlgBxmBeoBz?lBUsB3rB,v115@zgC8FeC8GeD8EeE8FeE8DeB8Je38IvhF6lBliBmmBU?mBznBxwB
TLIZSJO,X,X,X,X,X,O,X,X,O,O,X,X,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
TLIZSOJ,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLIZOJS,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLIZOSJ,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLIOJSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TLIOJZS,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLIOSJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TLIOSZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLIOZJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLIOZSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLJISZO,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
TLJISOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TLJIZSO,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
TLJIZOS,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLJIOSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TLJIOZS,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLJSIZO,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLJSIOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TLJSZIO,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLJSZOI,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLJSOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLJSOZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLJZISO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TLJZIOS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TLJZSIO,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLJZSOI,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLJZOIS,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TLJZOSI,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TLJOISZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJOIZS,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJOSIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJOSZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJOZIS,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJOZSI,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSIJZO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X,O,X,X,O
TLSIJOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
TLSIZJO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,O
TLSIZOJ,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLSIOJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSIOZJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJIZO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSJIOZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSJZIO,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJZOI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZIJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
TLSZIOJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLSZJIO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZJOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZOIJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZOJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOIJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLSOIZJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOJIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOJZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZIJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIJSO,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O
TLZIJOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X
TLZISJO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
TLZISOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLZIOJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLZIOSJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLZJISO,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZJIOS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZJSIO,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSOI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIJO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TLZSIOJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZSJIO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSJOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZOISJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLZOJIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TLOIJZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLOISJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TLOISZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLOIZSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TLOJISZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJIZS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJSIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJSZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLOSIZJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZISJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,O,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
TJILSOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O
TJILZSO,O,X,X,X,O,X,X,X,O,O,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O
TJILZOS,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TJILOSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O
TJILOZS,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
TJISLZO,O,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TJISLOZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
TJISZLO,O,X,X,O,O,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
TJISZOL,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TJISOLZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJISOZL,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIZLSO,O,O,X,X,O,X,X,X,O,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJIZLOS,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJIZSLO,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TJIZSOL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TJIZOLS,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOSL,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJIOLZS,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJIOSLZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOZLS,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZSL,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLISZO,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
TJLISOZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJLIZSO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O
TJLIZOS,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TJLIOZS,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
TJLSIZO,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJLSIOZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TJLSZIO,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLSZOI,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLSOIZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLSOZI,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZISO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJLZIOS,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
TJLZSIO,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZSOI,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZOIS,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLZOSI,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJLOISZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOIZS,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJSILOZ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSIZLO,O,O,X,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
TJSIZOL,O,O,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TJSIOLZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSIOZL,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLIZO,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,O,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJZILOS,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJZISLO,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
