sequence,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFNgB/iBajB5jB0k?B2uB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFmdB5jBXgB0iBaq?BTpB,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFNgBmdB5jB0iBKp?BfqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhF/iBajB5jBckBzp?BOpB,v115@2gC8HeB8GeD8FeF8DeG8Je//IvhFUbBidB5jBziBNp?BeqB,v115@2gC8HeB8GeD8FeF8DeG8Je//IvhFUbBTdBejB5jBKp?BdqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhFxdBOkB0iB6oBfq?BTpB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFUbBTdBejB5jB3k?ByuB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFmdB5jBXgB0iBip?BzpB,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFmdB5jB0iBikB3p?BNqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhFyiB5jBOkB0iBfq?BTpB
SIOTJLZ,O,X,X,O,X,X,X,X,X,X,O
SIOTJZL,O,O,X,O,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,O,X,X,X,X,X,X,X
SIOTZJL,X,O,X,O,X,X,X,X,O,X,X
SIOLTJZ,O,X,X,O,X,X,X,X,X,X,O
SIOLTZJ,X,O,X,O,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,O,O,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,X,X,X,X,O,X
SIOLZJT,X,O,X,X,X,X,X,X,X,O,X
SIOJTLZ,O,X,X,O,O,X,X,X,X,X,X
SIOJTZL,O,O,X,O,O,X,X,X,X,X,X
SIOJLTZ,O,X,X,O,O,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,O,X,X,X,X,X,X,X
SIOZTJL,X,O,X,O,X,X,X,X,O,X,X
SIOZLTJ,X,O,X,O,X,X,X,X,X,O,X
SIOZLJT,X,O,X,X,X,X,X,X,X,O,X
SIOZJTL,X,O,X,X,X,X,X,X,O,X,X
SIOZJLT,X,O,X,X,X,X,X,X,X,O,X
SLTIJZO,O,X,O,X,X,O,O,O,O,X,O
SLTIJOZ,O,X,O,O,X,O,X,O,X,X,O
SLTIZJO,O,O,O,X,X,O,O,O,O,O,O
SLTIZOJ,X,X,O,O,X,O,O,O,O,O,X
SLTIOJZ,O,X,O,O,X,O,X,O,X,X,O
SLTIOZJ,X,X,O,O,X,O,X,O,O,X,X
SLTJIZO,O,X,O,X,X,O,O,O,O,X,O
SLTJIOZ,O,X,O,O,X,O,X,O,X,X,O
SLTJZIO,O,X,O,X,X,O,O,O,O,X,O
SLTJZOI,O,X,O,X,X,O,O,O,O,X,X
SLTJOIZ,O,X,O,O,X,O,X,O,X,X,O
SLTJOZI,O,X,O,O,X,O,O,O,X,X,X
SLTZIJO,O,O,O,X,X,O,O,O,O,O,O
SLTZIOJ,X,X,O,O,X,O,O,O,O,O,X
SLTZJIO,O,O,O,X,X,O,O,O,O,O,O
SLTZJOI,O,X,O,X,X,O,O,O,O,X,X
SLTZOIJ,X,X,O,O,X,O,O,O,O,X,X
SLTZOJI,X,X,O,O,X,O,O,O,O,X,X
SLTOIJZ,O,X,O,O,X,O,X,O,X,X,O
SLTOIZJ,X,X,O,O,X,O,X,O,O,X,X
SLTOJIZ,O,X,O,O,X,O,X,O,X,X,O
SLTOJZI,O,X,O,O,X,O,O,O,X,X,X
SLTOZIJ,X,X,O,O,X,O,O,O,O,X,X
SLTOZJI,X,X,O,O,X,O,O,O,O,X,X
SLITJZO,O,X,O,X,X,O,O,O,O,X,O
SLITJOZ,O,X,O,O,X,O,X,O,X,X,O
SLITZJO,O,O,O,X,X,O,O,O,O,O,O
SLITZOJ,X,X,O,O,X,O,O,O,O,O,X
SLITOJZ,O,X,O,O,X,O,X,O,X,X,O
SLITOZJ,X,X,O,O,X,O,X,O,O,X,X
SLIJTZO,O,X,O,X,O,O,X,O,O,X,O
SLIJTOZ,O,X,O,O,O,O,X,O,X,X,O
SLIJZTO,O,X,O,X,X,X,X,O,O,O,X
SLIJZOT,O,X,O,X,X,X,X,O,O,O,X
SLIJOTZ,O,X,X,O,X,O,X,O,X,X,X
SLIJOZT,O,X,X,X,X,X,X,O,X,X,X
SLIZTJO,O,O,O,X,X,X,O,O,O,O,O
SLIZTOJ,X,X,O,O,X,X,O,O,O,O,X
SLIZJTO,O,O,O,X,X,X,O,O,O,O,X
SLIZJOT,O,X,O,X,X,X,X,O,O,O,X
SLIZOTJ,X,X,O,O,X,X,O,X,O,O,X
SLIZOJT,X,X,O,X,X,X,X,X,O,O,X
SLIOTJZ,O,X,O,O,X,X,X,O,X,X,O
SLIOTZJ,X,X,O,O,X,X,X,O,O,X,X
SLIOJTZ,O,X,X,O,X,X,X,O,X,X,X
SLIOJZT,O,X,X,X,X,X,X,O,X,X,X
SLIOZTJ,X,X,O,O,X,X,X,X,O,O,X
SLIOZJT,X,X,O,X,X,X,X,X,O,O,X
SLJTIZO,O,X,O,X,O,O,O,O,O,X,O
SLJTIOZ,O,X,O,O,O,O,X,O,X,X,O
SLJTZIO,O,X,O,X,O,O,O,O,O,X,O
SLJTZOI,O,X,O,X,O,O,O,O,O,X,X
SLJTOIZ,O,X,O,O,O,O,X,O,X,X,O
SLJTOZI,O,X,O,O,O,O,O,O,X,X,X
SLJITZO,O,X,O,X,O,O,X,O,O,X,O
SLJITOZ,O,X,O,O,O,O,X,O,X,X,O
SLJIZTO,O,X,O,X,X,X,X,O,O,O,X
SLJIZOT,O,X,O,X,X,X,X,O,O,O,X
SLJIOTZ,O,X,X,O,X,O,X,O,X,X,X
SLJIOZT,O,X,X,X,X,X,X,O,X,X,X
SLJZTIO,O,X,O,X,X,X,O,O,O,O,X
SLJZTOI,O,X,O,X,X,X,O,O,O,X,X
SLJZITO,O,X,O,X,X,X,O,O,O,O,X
SLJZIOT,O,X,O,X,X,X,X,O,O,O,X
SLJZOTI,O,X,O,X,X,X,X,O,O,X,X
SLJZOIT,O,X,O,X,X,X,X,O,O,O,X
SLJOTIZ,O,X,X,O,X,O,X,O,X,X,X
SLJOTZI,O,X,X,O,X,O,X,O,X,X,X
SLJOITZ,O,X,X,O,X,O,X,O,X,X,X
SLJOIZT,O,X,X,X,X,X,X,O,X,X,X
SLJOZTI,O,X,X,X,X,X,X,O,X,X,X
SLJOZIT,O,X,X,X,X,X,X,O,X,X,X
SLZTIJO,O,O,O,X,X,X,O,O,O,O,O
SLZTIOJ,X,X,O,O,X,X,O,O,O,O,X
SLZTJIO,O,O,O,X,X,X,O,O,O,O,O
SLZTJOI,O,X,O,X,X,X,O,O,O,X,X
SLZTOIJ,X,X,O,O,X,X,O,O,O,X,X
SLZTOJI,X,X,O,O,X,X,O,O,O,X,X
SLZITJO,O,O,O,X,X,X,O,O,O,O,O
SLZITOJ,X,X,O,O,X,X,O,O,O,O,X
SLZIJTO,O,O,O,X,X,X,O,O,O,O,X
SLZIJOT,O,X,O,X,X,X,X,O,O,O,X
SLZIOTJ,X,X,O,O,X,X,O,X,O,O,X
SLZIOJT,X,X,O,X,X,X,X,X,O,O,X
SLZJTIO,O,O,O,X,X,X,O,O,O,O,X
SLZJTOI,O,X,O,X,X,X,O,O,O,X,X
SLZJITO,O,O,O,X,X,X,O,O,O,O,X
SLZJIOT,O,X,O,X,X,X,X,O,O,O,X
SLZJOTI,O,X,O,X,X,X,X,O,O,X,X
SLZJOIT,O,X,O,X,X,X,X,O,O,O,X
SLZOTIJ,X,X,O,O,X,X,O,O,O,X,X
SLZOTJI,X,X,O,O,X,X,O,O,O,X,X
SLZOITJ,X,X,O,O,X,X,O,X,O,O,X
SLZOIJT,X,X,O,X,X,X,X,X,O,O,X
SLZOJTI,X,X,O,X,X,X,X,O,O,X,X
SLZOJIT,X,X,O,X,X,X,X,O,O,O,X
SLOTIJZ,O,X,O,O,X,O,X,O,X,X,O
SLOTIZJ,X,X,O,O,X,O,X,O,O,X,X
SLOTJIZ,O,X,O,O,X,O,X,O,X,X,O
SLOTJZI,O,X,O,O,X,O,O,O,X,X,X
SLOTZIJ,X,X,O,O,X,O,O,O,O,X,X
SLOTZJI,X,X,O,O,X,O,O,O,O,X,X
SLOITJZ,O,X,O,O,X,X,X,O,X,X,O
SLOITZJ,X,X,O,O,X,X,X,O,O,X,X
SLOIJTZ,O,X,X,O,X,X,X,O,X,X,X
SLOIJZT,O,X,X,X,X,X,X,O,X,X,X
SLOIZTJ,X,X,O,O,X,X,X,X,O,O,X
SLOIZJT,X,X,O,X,X,X,X,X,O,O,X
SLOJTIZ,O,X,X,O,X,O,X,O,X,X,X
SLOJTZI,O,X,X,O,X,O,X,O,X,X,X
SLOJITZ,O,X,X,O,X,O,X,O,X,X,X
SLOJIZT,O,X,X,X,X,X,X,O,X,X,X
SLOJZTI,O,X,X,X,X,X,X,O,X,X,X
SLOJZIT,O,X,X,X,X,X,X,O,X,X,X
SLOZTIJ,X,X,O,O,X,X,O,O,O,X,X
SLOZTJI,X,X,O,O,X,X,O,O,O,X,X
SLOZITJ,X,X,O,O,X,X,O,X,O,O,X
SLOZIJT,X,X,O,X,X,X,X,X,O,O,X
SLOZJTI,X,X,O,X,X,X,X,O,O,X,X
SLOZJIT,X,X,O,X,X,X,X,O,O,O,X
SJTILZO,O,X,X,X,O,X,O,X,X,X,O
SJTILOZ,O,X,X,O,O,X,X,X,X,X,O
SJTIZLO,O,O,X,X,O,X,O,X,O,X,O
SJTIZOL,O,O,X,X,O,X,X,X,O,X,X
SJTIOLZ,O,X,X,O,O,X,X,X,X,X,O
SJTIOZL,O,X,X,O,O,X,X,X,X,X,X
SJTLIZO,O,X,X,X,O,X,O,X,X,X,O
SJTLIOZ,O,X,X,O,O,X,X,X,X,X,O
SJTLZIO,O,X,X,X,O,X,O,X,X,X,O
SJTLZOI,O,X,X,X,O,X,O,X,X,X,X
SJTLOIZ,O,X,X,O,O,X,X,X,X,X,O
SJTLOZI,O,X,X,O,O,X,O,X,X,X,X
SJTZILO,O,O,X,X,O,X,O,X,O,X,O
SJTZIOL,O,O,X,X,O,X,X,X,O,X,X
SJTZLIO,O,O,X,X,O,X,O,X,O,X,O
SJTZLOI,O,X,X,X,O,X,O,X,X,X,X
SJTZOIL,O,O,X,X,O,X,X,X,O,X,X
SJTZOLI,O,X,X,X,O,X,O,X,X,X,X
SJTOILZ,O,X,X,O,O,X,X,X,X,X,O
SJTOIZL,O,X,X,O,O,X,X,X,X,X,X
SJTOLIZ,O,X,X,O,O,X,X,X,X,X,O
SJTOLZI,O,X,X,O,O,X,O,X,X,X,X
SJTOZIL,O,X,X,O,O,X,X,X,X,X,X
SJTOZLI,O,X,X,O,O,X,O,X,X,X,X
SJITLZO,O,X,X,X,O,X,X,X,X,X,O
SJITLOZ,O,X,X,O,O,X,X,X,X,X,O
SJITZLO,O,O,X,X,O,X,X,X,O,X,O
SJITZOL,O,O,X,X,O,X,X,X,O,X,X
SJITOLZ,O,X,X,O,O,X,X,X,X,X,O
SJITOZL,O,X,X,O,O,X,X,X,X,X,X
SJILTZO,O,X,X,X,O,O,X,O,X,X,O
SJILTOZ,O,X,X,O,O,O,X,O,X,X,O
SJILZTO,O,X,X,X,X,X,X,O,X,O,X
SJILZOT,O,X,X,X,X,X,X,O,X,O,X
SJILOTZ,O,X,X,O,X,O,X,O,X,X,X
SJILOZT,O,X,X,X,X,X,X,O,X,X,X
SJIZTLO,O,O,X,X,X,X,X,X,O,O,X
SJIZTOL,O,O,X,X,X,X,X,X,O,X,X
SJIZLTO,O,O,X,X,X,X,X,X,O,O,X
SJIZLOT,O,X,X,X,X,X,X,X,X,O,X
SJIZOTL,O,O,X,X,X,X,X,X,O,X,X
SJIZOLT,O,X,X,X,X,X,X,X,X,O,X
SJIOTLZ,O,X,X,O,O,X,X,X,X,X,X
SJIOTZL,O,X,X,O,O,X,X,X,X,X,X
SJIOLTZ,O,X,X,O,O,O,X,O,X,X,X
SJIOLZT,O,X,X,X,X,X,X,O,X,X,X
SJIOZTL,O,X,X,X,X,X,X,X,X,X,X
SJIOZLT,O,X,X,X,X,X,X,X,X,X,X
SJLTIZO,O,X,X,X,O,O,O,O,X,X,O
SJLTIOZ,O,X,X,O,O,O,X,O,X,X,O
SJLTZIO,O,X,X,X,O,O,O,O,X,X,O
SJLTZOI,O,X,X,X,O,O,O,O,X,X,X
SJLTOIZ,O,X,X,O,O,O,X,O,X,X,O
SJLTOZI,O,X,X,O,O,O,O,O,X,X,X
SJLITZO,O,X,X,X,O,O,X,O,X,X,O
SJLITOZ,O,X,X,O,O,O,X,O,X,X,O
SJLIZTO,O,X,X,X,X,X,X,O,X,O,X
SJLIZOT,O,X,X,X,X,X,X,O,X,O,X
SJLIOTZ,O,X,X,O,X,O,X,O,X,X,X
SJLIOZT,O,X,X,X,X,X,X,O,X,X,X
SJLZTIO,O,X,X,X,X,X,O,O,X,O,X
SJLZTOI,O,X,X,X,X,X,O,O,X,X,X
SJLZITO,O,X,X,X,X,X,O,O,X,O,X
SJLZIOT,O,X,X,X,X,X,X,O,X,O,X
SJLZOTI,O,X,X,X,X,X,X,O,X,X,X
SJLZOIT,O,X,X,X,X,X,X,O,X,O,X
SJLOTIZ,O,X,X,O,X,O,X,O,X,X,X
SJLOTZI,O,X,X,O,X,O,X,O,X,X,X
SJLOITZ,O,X,X,O,X,O,X,O,X,X,X
SJLOIZT,O,X,X,X,X,X,X,O,X,X,X
SJLOZTI,O,X,X,X,X,X,X,O,X,X,X
SJLOZIT,O,X,X,X,X,X,X,O,X,X,X
SJZTILO,O,O,X,X,X,X,O,X,O,O,X
SJZTIOL,O,O,X,X,X,X,X,X,O,X,X
SJZTLIO,O,O,X,X,X,X,O,X,O,O,X
SJZTLOI,O,X,X,X,X,X,O,X,X,X,X
SJZTOIL,O,O,X,X,X,X,X,X,O,X,X
SJZTOLI,O,X,X,X,X,X,O,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X,O,O,X
SJZITOL,O,O,X,X,X,X,X,X,O,X,X
SJZILTO,O,O,X,X,X,X,X,X,O,O,X
SJZILOT,O,X,X,X,X,X,X,X,X,O,X
SJZIOTL,O,O,X,X,X,X,X,X,O,X,X
SJZIOLT,O,X,X,X,X,X,X,X,X,O,X
SJZLTIO,O,O,X,X,X,X,O,X,O,O,X
SJZLTOI,O,X,X,X,X,X,O,X,X,X,X
SJZLITO,O,O,X,X,X,X,O,X,O,O,X
SJZLIOT,O,X,X,X,X,X,X,X,X,O,X
SJZLOTI,O,X,X,X,X,X,X,X,X,X,X
SJZLOIT,O,X,X,X,X,X,X,X,X,O,X
SJZOTIL,O,O,X,X,X,X,X,X,O,X,X
SJZOTLI,O,X,X,X,X,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,X,X,O,X,X
SJZOILT,O,X,X,X,X,X,X,X,X,O,X
SJZOLTI,O,X,X,X,X,X,X,X,X,X,X
SJZOLIT,O,X,X,X,X,X,X,X,X,O,X
SJOTILZ,O,X,X,O,O,X,X,X,X,X,X
SJOTIZL,O,X,X,O,O,X,X,X,X,X,X
SJOTLIZ,O,X,X,O,O,X,X,X,X,X,X
SJOTLZI,O,X,X,O,O,X,X,X,X,X,X
SJOTZIL,O,X,X,O,O,X,X,X,X,X,X
SJOTZLI,O,X,X,O,O,X,X,X,X,X,X
SJOITLZ,O,X,X,O,O,X,X,X,X,X,X
SJOITZL,O,X,X,O,O,X,X,X,X,X,X
SJOILTZ,O,X,X,O,O,O,X,O,X,X,X
SJOILZT,O,X,X,X,X,X,X,O,X,X,X
SJOIZTL,O,X,X,X,X,X,X,X,X,X,X
SJOIZLT,O,X,X,X,X,X,X,X,X,X,X
SJOLTIZ,O,X,X,O,O,O,X,O,X,X,X
SJOLTZI,O,X,X,O,O,O,X,O,X,X,X
SJOLITZ,O,X,X,O,O,O,X,O,X,X,X
SJOLIZT,O,X,X,X,X,X,X,O,X,X,X
SJOLZTI,O,X,X,X,X,X,X,O,X,X,X
SJOLZIT,O,X,X,X,X,X,X,O,X,X,X
SJOZTIL,O,X,X,X,X,X,X,X,X,X,X
SJOZTLI,O,X,X,X,X,X,X,X,X,X,X
SJOZITL,O,X,X,X,X,X,X,X,X,X,X
SJOZILT,O,X,X,X,X,X,X,X,X,X,X
SJOZLTI,O,X,X,X,X,X,X,X,X,X,X
SJOZLIT,O,X,X,X,X,X,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,O,X,O,O,O
SZTILOJ,X,X,X,O,X,X,O,X,X,O,X
SZTIJLO,O,O,X,X,X,X,O,X,O,O,O
SZTIJOL,O,O,X,X,X,X,X,X,O,X,X
SZTIOLJ,X,X,X,O,X,X,X,X,X,X,X
SZTIOJL,X,O,X,O,X,X,X,X,O,X,X
SZTLIJO,O,O,X,X,X,X,O,X,O,O,O
SZTLIOJ,X,X,X,O,X,X,O,X,X,O,X
SZTLJIO,O,O,X,X,X,X,O,X,O,O,O
SZTLJOI,O,X,X,X,X,X,O,X,X,X,X
SZTLOIJ,X,X,X,O,X,X,O,X,X,X,X
SZTLOJI,X,X,X,O,X,X,O,X,X,X,X
SZTJILO,O,O,X,X,X,X,O,X,O,O,O
SZTJIOL,O,O,X,X,X,X,X,X,O,X,X
SZTJLIO,O,O,X,X,X,X,O,X,O,O,O
SZTJLOI,O,X,X,X,X,X,O,X,X,X,X
SZTJOIL,O,O,X,X,X,X,X,X,O,X,X
SZTJOLI,O,X,X,X,X,X,O,X,X,X,X
SZTOILJ,X,X,X,O,X,X,X,X,X,X,X
SZTOIJL,X,O,X,O,X,X,X,X,O,X,X
SZTOLIJ,X,X,X,O,X,X,O,X,X,X,X
SZTOLJI,X,X,X,O,X,X,O,X,X,X,X
SZTOJIL,X,O,X,O,X,X,X,X,O,X,X
SZTOJLI,X,X,X,O,X,X,O,X,X,X,X
SZITLJO,O,O,X,X,X,X,O,X,O,O,O
SZITLOJ,X,X,X,O,X,X,O,X,X,O,X
SZITJLO,O,O,X,X,X,X,O,X,O,O,O
SZITJOL,O,O,X,X,X,X,X,X,O,X,X
SZITOLJ,X,X,X,O,X,X,X,X,X,X,X
SZITOJL,X,O,X,O,X,X,X,X,O,X,X
SZILTJO,O,O,O,X,X,X,O,X,O,O,O
SZILTOJ,X,X,O,O,X,X,O,X,O,O,X
SZILJTO,O,O,O,X,X,X,O,X,O,O,X
SZILJOT,O,X,O,X,X,X,X,X,O,O,X
SZILOTJ,X,X,O,O,X,X,O,X,O,O,X
SZILOJT,X,X,O,X,X,X,X,X,O,O,X
SZIJTLO,O,O,X,X,X,X,X,X,O,O,X
SZIJTOL,O,O,X,X,X,X,X,X,O,X,X
SZIJLTO,O,O,O,X,X,X,X,X,O,O,X
SZIJLOT,O,X,O,X,X,X,X,X,O,O,X
SZIJOTL,O,O,X,X,X,X,X,X,O,X,X
SZIJOLT,O,O,X,X,X,X,X,X,X,O,X
SZIOTLJ,X,O,X,O,X,X,X,X,X,X,X
SZIOTJL,X,O,X,O,X,X,X,X,O,X,X
SZIOLTJ,X,O,X,O,X,X,X,X,X,O,X
SZIOLJT,X,O,X,X,X,X,X,X,X,O,X
SZIOJTL,X,O,X,X,X,X,X,X,O,X,X
SZIOJLT,X,O,X,X,X,X,X,X,X,O,X
SZLTIJO,O,O,O,X,X,X,O,X,O,O,O
SZLTIOJ,X,X,O,O,X,X,O,X,O,O,X
SZLTJIO,O,O,O,X,X,X,O,X,O,O,O
SZLTJOI,O,X,O,X,X,X,O,X,O,X,X
SZLTOIJ,X,X,O,O,X,X,O,X,O,X,X
SZLTOJI,X,X,O,O,X,X,O,X,O,X,X
SZLITJO,O,O,O,X,X,X,O,X,O,O,O
SZLITOJ,X,X,O,O,X,X,O,X,O,O,X
SZLIJTO,O,O,O,X,X,X,O,X,O,O,X
SZLIJOT,O,X,O,X,X,X,X,X,O,O,X
SZLIOTJ,X,X,O,O,X,X,O,X,O,O,X
SZLIOJT,X,X,O,X,X,X,X,X,O,O,X
SZLJTIO,O,O,O,X,X,X,O,X,O,O,X
SZLJTOI,O,X,O,X,X,X,O,X,O,X,X
SZLJITO,O,O,O,X,X,X,O,X,O,O,X
SZLJIOT,O,X,O,X,X,X,X,X,O,O,X
SZLJOTI,O,X,O,X,X,X,X,X,O,X,X
SZLJOIT,O,X,O,X,X,X,X,X,O,O,X
SZLOTIJ,X,X,O,O,X,X,O,X,O,X,X
SZLOTJI,X,X,O,O,X,X,O,X,O,X,X
SZLOITJ,X,X,O,O,X,X,O,X,O,O,X
SZLOIJT,X,X,O,X,X,X,X,X,O,O,X
SZLOJTI,X,X,O,X,X,X,X,X,O,X,X
SZLOJIT,X,X,O,X,X,X,X,X,O,O,X
SZJTILO,O,O,X,X,X,X,O,X,O,O,X
SZJTIOL,O,O,X,X,X,X,X,X,O,X,X
SZJTLIO,O,O,X,X,X,X,O,X,O,O,X
SZJTLOI,O,X,X,X,X,X,O,X,X,X,X
SZJTOIL,O,O,X,X,X,X,X,X,O,X,X
SZJTOLI,O,X,X,X,X,X,O,X,X,X,X
SZJITLO,O,O,X,X,X,X,X,X,O,O,X
SZJITOL,O,O,X,X,X,X,X,X,O,X,X
SZJILTO,O,O,O,X,X,X,X,X,O,O,X
SZJILOT,O,X,O,X,X,X,X,X,O,O,X
SZJIOTL,O,O,X,X,X,X,X,X,O,X,X
SZJIOLT,O,O,X,X,X,X,X,X,X,O,X
SZJLTIO,O,O,O,X,X,X,O,X,O,O,X
SZJLTOI,O,X,O,X,X,X,O,X,O,X,X
SZJLITO,O,O,O,X,X,X,O,X,O,O,X
SZJLIOT,O,X,O,X,X,X,X,X,O,O,X
SZJLOTI,O,X,O,X,X,X,X,X,O,X,X
SZJLOIT,O,X,O,X,X,X,X,X,O,O,X
SZJOTIL,O,O,X,X,X,X,X,X,O,X,X
SZJOTLI,O,O,X,X,X,X,X,X,X,X,X
SZJOITL,O,O,X,X,X,X,X,X,O,X,X
SZJOILT,O,O,X,X,X,X,X,X,X,O,X
SZJOLTI,O,O,X,X,X,X,X,X,X,X,X
SZJOLIT,O,O,X,X,X,X,X,X,X,O,X
SZOTILJ,X,O,X,O,X,X,X,X,X,X,X
SZOTIJL,X,O,X,O,X,X,X,X,O,X,X
SZOTLIJ,X,O,X,O,X,X,O,X,X,X,X
SZOTLJI,X,O,X,O,X,X,O,X,X,X,X
SZOTJIL,X,O,X,O,X,X,X,X,O,X,X
SZOTJLI,X,O,X,O,X,X,O,X,X,X,X
SZOITLJ,X,O,X,O,X,X,X,X,X,X,X
SZOITJL,X,O,X,O,X,X,X,X,O,X,X
SZOILTJ,X,O,X,O,X,X,X,X,X,O,X
SZOILJT,X,O,X,X,X,X,X,X,X,O,X
SZOIJTL,X,O,X,X,X,X,X,X,O,X,X
SZOIJLT,X,O,X,X,X,X,X,X,X,O,X
SZOLTIJ,X,O,X,O,X,X,O,X,X,X,X
SZOLTJI,X,O,X,O,X,X,O,X,X,X,X
SZOLITJ,X,O,X,O,X,X,O,X,X,O,X
SZOLIJT,X,O,X,X,X,X,X,X,X,O,X
SZOLJTI,X,O,X,X,X,X,X,X,X,X,X
SZOLJIT,X,O,X,X,X,X,X,X,X,O,X
SZOJTIL,X,O,X,X,X,X,X,X,O,X,X
SZOJTLI,X,O,X,X,X,X,X,X,X,X,X
SZOJITL,X,O,X,X,X,X,X,X,O,X,X
SZOJILT,X,O,X,X,X,X,X,X,X,O,X
SZOJLTI,X,O,X,X,X,X,X,X,X,X,X
SZOJLIT,X,O,X,X,X,X,X,X,X,O,X
SOTILJZ,O,X,X,O,X,X,X,X,X,X,O
SOTILZJ,X,O,X,O,X,X,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,X,X,X,X,X,O
SOTIJZL,O,O,X,O,X,X,X,X,X,X,X
SOTIZLJ,X,O,X,O,X,X,X,X,X,X,X
SOTIZJL,X,O,X,O,X,X,X,X,O,X,X
SOTLIJZ,O,X,X,O,X,X,X,X,X,X,O
SOTLIZJ,X,O,X,O,X,X,X,X,X,X,X
SOTLJIZ,O,X,X,O,X,X,X,X,X,X,O
SOTLJZI,O,X,X,O,X,X,O,X,X,X,X
SOTLZIJ,X,O,X,O,X,X,O,X,X,X,X
SOTLZJI,X,O,X,O,X,X,O,X,X,X,X
SOTJILZ,O,X,X,O,X,X,X,X,X,X,O
SOTJIZL,O,O,X,O,X,X,X,X,X,X,X
SOTJLIZ,O,X,X,O,X,X,X,X,X,X,O
SOTJLZI,O,X,X,O,X,X,O,X,X,X,X
SOTJZIL,O,O,X,O,X,X,X,X,X,X,X
SOTJZLI,O,O,X,O,X,X,O,X,X,X,X
SOTZILJ,X,O,X,O,X,X,X,X,X,X,X
SOTZIJL,X,O,X,O,X,X,X,X,O,X,X
SOTZLIJ,X,O,X,O,X,X,O,X,X,X,X
SOTZLJI,X,O,X,O,X,X,O,X,X,X,X
SOTZJIL,X,O,X,O,X,X,X,X,O,X,X
SOTZJLI,X,O,X,O,X,X,O,X,X,X,X
SOITLJZ,O,X,X,O,X,X,X,X,X,X,O
SOITLZJ,X,O,X,O,X,X,X,X,X,X,X
SOITJLZ,O,X,X,O,X,X,X,X,X,X,O
SOITJZL,O,O,X,O,X,X,X,X,X,X,X
SOITZLJ,X,O,X,O,X,X,X,X,X,X,X
SOITZJL,X,O,X,O,X,X,X,X,O,X,X
SOILTJZ,O,X,X,O,X,X,X,X,X,X,O
SOILTZJ,X,O,X,O,X,X,X,X,X,X,X
SOILJTZ,O,X,X,O,O,X,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,X,X,X,X,X
SOILZTJ,X,O,X,O,X,X,X,X,X,O,X
SOILZJT,X,O,X,X,X,X,X,X,X,O,X
SOIJTLZ,O,X,X,O,O,X,X,X,X,X,X
SOIJTZL,O,O,X,O,O,X,X,X,X,X,X
SOIJLTZ,O,X,X,O,O,X,X,X,X,X,X
SOIJLZT,O,X,X,X,X,X,X,X,X,X,X
SOIJZTL,O,O,X,X,X,X,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X,X,X,X,X
SOIZTLJ,X,O,X,O,X,X,X,X,X,X,X
SOIZTJL,X,O,X,O,X,X,X,X,O,X,X
SOIZLTJ,X,O,X,O,X,X,X,X,X,O,X
SOIZLJT,X,O,X,X,X,X,X,X,X,O,X
SOIZJTL,X,O,X,X,X,X,X,X,O,X,X
SOIZJLT,X,O,X,X,X,X,X,X,X,O,X
SOLTIJZ,O,X,X,O,X,O,X,O,X,X,O
SOLTIZJ,X,O,X,O,X,O,X,O,X,X,X
SOLTJIZ,O,X,X,O,X,O,X,O,X,X,O
SOLTJZI,O,X,X,O,X,O,O,O,X,X,X
SOLTZIJ,X,O,X,O,X,O,O,O,X,X,X
SOLTZJI,X,O,X,O,X,O,O,O,X,X,X
SOLITJZ,O,X,X,O,X,X,X,O,X,X,O
SOLITZJ,X,O,X,O,X,X,X,O,X,X,X
SOLIJTZ,O,X,X,O,O,X,X,O,X,X,X
SOLIJZT,O,X,X,X,X,X,X,O,X,X,X
SOLIZTJ,X,O,X,O,X,X,X,X,X,O,X
SOLIZJT,X,O,X,X,X,X,X,X,X,O,X
SOLJTIZ,O,X,X,O,O,O,X,O,X,X,X
SOLJTZI,O,X,X,O,O,O,X,O,X,X,X
SOLJITZ,O,X,X,O,O,O,X,O,X,X,X
SOLJIZT,O,X,X,X,X,X,X,O,X,X,X
SOLJZTI,O,X,X,X,X,X,X,O,X,X,X
