sequence,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBUdB?ajB5jBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhF3dB5jB?zfBeoBFnBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFUdB5jB?zfBeoBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBUdB?FeB+oBRnBTsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBFdB?TeBWoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jem6IvhFTeB0fB?XiBxsBCtBFsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFFdBzfB?GjBXjBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBajB?5jBXiB1sBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFzfBxiB?FnBXoBGoBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFGeBzfB?XiBVoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je39IvhF5jBlfB?isB8sBmpBzrB
IZOLJST,O,O,X,X,X,O,O,X,X,X,X
IZOLSTJ,X,X,X,X,X,O,O,X,X,O,X
IZOLSJT,X,X,X,X,X,O,O,X,X,X,X
IZOJTLS,O,O,O,O,O,X,O,X,X,X,X
IZOJTSL,X,O,O,O,O,X,O,X,X,X,X
IZOJLTS,O,O,O,O,O,O,O,X,X,X,X
IZOJLST,O,O,X,O,O,O,O,X,X,X,X
IZOJSTL,X,X,X,O,O,X,O,X,X,X,X
IZOJSLT,O,O,X,O,O,O,O,X,X,X,X
IZOSTLJ,X,X,X,X,O,X,O,X,X,O,X
IZOSTJL,X,X,X,X,O,X,O,X,X,O,X
IZOSLTJ,X,X,X,X,O,O,O,X,X,O,X
IZOSLJT,X,X,X,O,O,O,O,X,X,X,X
IZOSJTL,X,X,X,O,O,X,O,X,X,X,X
IZOSJLT,X,X,X,O,O,O,O,X,X,X,X
IOTLJSZ,X,O,O,X,X,X,O,O,O,O,X
IOTLJZS,X,O,O,X,X,X,O,O,X,O,X
IOTLSJZ,X,X,X,X,X,X,O,O,O,O,X
IOTLSZJ,X,X,X,X,X,X,O,X,O,O,X
IOTLZJS,X,X,O,X,X,X,O,X,X,O,X
IOTLZSJ,X,X,X,X,X,X,O,X,O,O,O
IOTJLSZ,X,O,O,X,O,X,O,O,O,O,X
IOTJLZS,O,O,O,X,X,X,O,O,X,O,X
IOTJSLZ,X,O,O,X,O,X,O,O,X,O,X
IOTJSZL,O,O,O,X,O,X,X,O,X,O,X
IOTJZLS,O,O,O,X,X,X,O,O,X,O,X
IOTJZSL,O,O,O,X,O,X,O,O,X,O,X
IOTSLJZ,X,X,X,X,O,X,O,O,O,O,X
IOTSLZJ,X,X,X,X,O,X,O,X,O,O,X
IOTSJLZ,X,X,X,X,O,X,O,O,O,O,X
IOTSJZL,X,X,X,X,O,X,X,O,X,O,X
IOTSZLJ,X,X,X,X,O,X,O,X,O,O,X
IOTSZJL,X,X,X,X,O,X,O,X,X,O,X
IOTZLJS,O,X,O,X,X,X,O,X,X,O,X
IOTZLSJ,X,X,X,X,X,X,O,X,O,O,X
IOTZJLS,O,X,O,X,O,X,O,X,X,O,X
IOTZJSL,O,X,O,X,O,X,O,X,X,O,X
IOTZSLJ,X,X,X,X,O,X,O,X,X,O,X
IOTZSJL,X,X,X,X,O,X,O,X,X,O,X
IOLTJSZ,X,O,O,X,X,X,O,X,O,O,X
IOLTJZS,X,O,O,X,X,X,O,X,X,O,X
IOLTSJZ,X,X,X,X,X,X,O,X,O,O,X
IOLTSZJ,X,X,X,X,X,O,O,X,O,O,X
IOLTZJS,X,X,O,X,X,O,O,X,X,O,X
IOLTZSJ,X,X,X,X,X,O,O,X,O,O,O
IOLJTSZ,X,O,O,X,X,X,O,X,X,O,X
IOLJTZS,X,O,O,X,X,X,O,X,X,O,X
IOLJSTZ,X,O,O,X,X,X,O,X,X,O,X
IOLJSZT,X,O,X,X,X,O,X,X,X,X,X
IOLJZTS,X,O,O,X,X,O,O,X,X,X,X
IOLJZST,X,O,X,X,X,O,O,X,X,X,X
IOLSTJZ,X,X,X,X,X,X,O,X,O,O,X
IOLSTZJ,X,X,X,X,X,O,O,X,O,O,X
IOLSJTZ,X,O,O,X,X,X,O,X,O,O,X
IOLSJZT,X,O,X,X,X,O,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,O,O,X,O,O,X
IOLSZJT,X,X,X,X,X,O,O,X,X,X,X
IOLZTJS,X,X,O,X,X,O,O,X,X,O,X
IOLZTSJ,X,X,X,X,X,O,O,X,X,O,O
IOLZJTS,X,O,O,X,X,O,O,X,X,X,X
IOLZJST,X,O,X,X,X,O,O,X,X,X,X
IOLZSTJ,X,X,X,X,X,O,O,X,X,O,O
IOLZSJT,X,X,X,X,X,O,O,X,X,X,X
IOJTLSZ,X,O,O,O,O,X,O,O,X,O,X
IOJTLZS,O,O,O,O,X,X,O,O,X,O,X
IOJTSLZ,O,O,O,O,O,X,O,O,X,O,X
IOJTSZL,O,O,O,O,O,X,X,O,X,O,X
IOJTZLS,O,O,O,O,X,X,O,O,X,O,X
IOJTZSL,O,O,O,O,O,X,O,O,X,O,X
IOJLTSZ,X,O,O,O,O,X,O,O,X,O,X
IOJLTZS,O,O,O,O,X,X,O,O,X,O,X
IOJLSTZ,O,O,O,O,O,X,O,X,X,O,X
IOJLSZT,O,O,X,O,O,X,X,X,X,X,X
IOJLZTS,O,O,O,O,X,X,O,X,X,X,X
IOJLZST,O,O,X,O,X,X,O,X,X,X,X
IOJSTLZ,O,O,O,O,O,X,O,O,X,O,X
IOJSTZL,O,O,O,O,O,X,X,O,X,O,X
IOJSLTZ,O,O,O,O,O,X,O,X,X,O,X
IOJSLZT,O,O,X,O,O,X,X,X,X,X,X
IOJSZTL,O,X,X,O,O,X,X,X,X,X,X
IOJSZLT,O,O,X,O,O,X,X,X,X,X,X
IOJZTLS,O,O,O,O,X,X,O,O,X,X,X
IOJZTSL,O,O,O,O,O,X,O,O,X,X,X
IOJZLTS,O,O,O,O,X,X,O,X,X,X,X
IOJZLST,O,O,X,O,X,X,O,X,X,X,X
IOJZSTL,O,X,X,O,O,X,O,X,X,X,X
IOJZSLT,O,O,X,O,O,X,O,X,X,X,X
IOSTLJZ,O,X,X,X,O,X,O,X,O,O,X
IOSTLZJ,O,X,X,X,O,X,O,X,O,O,X
IOSTJLZ,O,X,X,X,O,X,O,X,O,O,X
IOSTJZL,O,X,X,X,O,X,X,X,X,O,X
IOSTZLJ,O,X,X,X,O,X,O,X,O,O,X
IOSTZJL,O,X,X,X,O,X,O,X,X,O,X
IOSLTJZ,X,X,X,X,O,X,O,X,O,O,X
IOSLTZJ,X,X,X,X,O,O,O,X,O,O,X
IOSLJTZ,O,O,O,O,O,X,O,X,O,O,X
IOSLJZT,O,O,X,O,O,O,X,X,X,X,X
IOSLZTJ,X,X,X,X,O,O,O,X,O,O,X
IOSLZJT,O,X,X,O,O,O,O,X,X,X,X
IOSJTLZ,O,O,O,O,O,X,O,X,X,O,X
IOSJTZL,O,O,O,O,O,X,X,X,X,O,X
IOSJLTZ,O,O,O,O,O,X,O,X,O,O,X
IOSJLZT,O,O,X,O,O,X,X,X,X,X,X
IOSJZTL,O,X,X,O,O,X,X,X,X,X,X
IOSJZLT,O,O,X,O,O,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,O,X,O,X,X,O,X
IOSZTJL,X,X,X,X,O,X,O,X,X,O,X
IOSZLTJ,X,X,X,X,O,O,O,X,O,O,X
IOSZLJT,O,X,X,O,O,O,O,X,X,X,X
IOSZJTL,O,X,X,O,O,X,O,X,X,X,X
IOSZJLT,O,X,X,O,O,O,O,X,X,X,X
IOZTLJS,X,X,O,X,X,X,O,X,X,O,X
IOZTLSJ,X,X,X,X,X,X,O,X,X,O,X
IOZTJLS,X,X,O,X,O,X,O,X,X,O,X
IOZTJSL,X,X,O,X,O,X,O,X,X,O,X
IOZTSLJ,X,X,X,X,O,X,O,X,X,O,X
IOZTSJL,X,X,X,X,O,X,O,X,X,O,X
IOZLTJS,X,X,O,X,X,O,O,X,X,O,X
IOZLTSJ,X,X,X,X,X,O,O,X,X,O,X
IOZLJTS,O,O,O,X,X,O,O,X,X,X,X
IOZLJST,O,O,X,X,X,O,O,X,X,X,X
IOZLSTJ,X,X,X,X,X,O,O,X,X,O,X
IOZLSJT,X,X,X,X,X,O,O,X,X,X,X
IOZJTLS,O,O,O,O,O,X,O,X,X,X,X
IOZJTSL,X,O,O,O,O,X,O,X,X,X,X
IOZJLTS,O,O,O,O,O,O,O,X,X,X,X
IOZJLST,O,O,X,O,O,O,O,X,X,X,X
IOZJSTL,X,X,X,O,O,X,O,X,X,X,X
IOZJSLT,O,O,X,O,O,O,O,X,X,X,X
IOZSTLJ,X,X,X,X,O,X,O,X,X,O,X
IOZSTJL,X,X,X,X,O,X,O,X,X,O,X
IOZSLTJ,X,X,X,X,O,O,O,X,X,O,X
IOZSLJT,X,X,X,O,O,O,O,X,X,X,X
IOZSJTL,X,X,X,O,O,X,O,X,X,X,X
IOZSJLT,X,X,X,O,O,O,O,X,X,X,X
LTIJSZO,X,X,X,X,O,X,X,O,X,X,X
LTIJSOZ,X,X,X,X,O,X,X,O,X,X,X
LTIJZSO,O,X,X,X,X,X,X,O,X,X,O
LTIJZOS,O,X,X,X,X,X,X,O,X,X,X
LTIJOSZ,X,X,X,X,O,X,O,O,X,X,X
LTIJOZS,O,X,X,X,X,X,O,O,X,X,X
LTISJZO,X,X,X,X,O,X,X,O,X,X,X
LTISJOZ,X,X,X,X,O,X,X,O,X,X,X
LTISZJO,X,X,X,X,O,X,X,O,X,X,O
LTISZOJ,X,X,X,X,O,X,X,X,X,X,O
LTISOJZ,X,X,X,X,O,X,X,O,X,X,X
LTISOZJ,X,X,X,X,O,X,X,X,X,X,X
LTIZJSO,O,X,X,X,O,X,X,O,X,X,O
LTIZJOS,O,X,X,X,O,X,O,O,X,X,X
LTIZSJO,O,X,X,X,O,X,X,O,X,X,O
LTIZSOJ,X,X,X,X,O,X,X,X,X,X,O
LTIZOJS,O,X,X,X,X,X,O,X,X,X,X
LTIZOSJ,X,X,X,X,X,X,O,X,X,X,O
LTIOJSZ,X,X,X,X,X,X,O,O,O,X,X
LTIOJZS,X,X,X,X,X,X,O,O,X,X,X
LTIOSJZ,X,X,X,X,X,X,O,O,O,X,X
LTIOSZJ,X,X,X,X,X,X,O,X,O,X,X
LTIOZJS,X,X,X,X,X,X,O,X,X,X,X
LTIOZSJ,X,X,X,X,X,X,O,X,O,X,O
LTJISZO,X,X,X,X,X,X,X,O,X,X,X
LTJISOZ,X,O,X,X,X,X,X,O,X,X,X
LTJIZSO,O,X,X,X,X,X,X,O,X,X,O
LTJIZOS,O,X,O,X,X,X,X,O,X,X,X
LTJIOSZ,X,O,O,X,X,X,X,O,X,X,X
LTJIOZS,O,O,O,X,X,X,X,O,X,X,X
LTJSIZO,X,X,X,X,X,X,X,O,X,X,X
LTJSIOZ,X,O,X,X,X,X,X,O,X,X,X
LTJSZIO,X,X,X,X,X,X,X,O,X,X,X
LTJSZOI,X,X,X,X,X,X,X,O,X,X,X
LTJSOIZ,X,O,X,X,X,X,X,O,X,X,X
LTJSOZI,X,O,X,X,X,X,X,O,X,X,X
LTJZISO,O,X,X,X,X,X,X,O,X,X,X
LTJZIOS,O,X,O,X,X,X,X,O,X,X,X
LTJZSIO,O,X,X,X,X,X,X,O,X,X,X
LTJZSOI,O,X,X,X,X,X,X,O,X,X,X
LTJZOIS,O,X,O,X,X,X,X,O,X,X,X
LTJZOSI,O,X,O,X,X,X,X,O,X,X,X
LTJOISZ,X,O,O,X,X,X,X,O,X,X,X
LTJOIZS,O,O,O,X,X,X,X,O,X,X,X
LTJOSIZ,X,O,O,X,X,X,X,O,X,X,X
LTJOSZI,X,O,O,X,X,X,X,O,X,X,X
LTJOZIS,O,O,O,X,X,X,X,O,X,X,X
LTJOZSI,O,O,O,X,X,X,X,O,X,X,X
LTSIJZO,X,X,X,X,O,X,X,O,X,X,X
LTSIJOZ,X,X,X,X,O,X,X,O,X,X,X
LTSIZJO,X,X,X,X,O,X,X,O,X,X,O
LTSIZOJ,X,X,X,X,O,X,X,X,X,X,O
LTSIOJZ,X,X,X,X,O,X,X,O,O,X,X
LTSIOZJ,X,X,X,X,O,X,X,X,O,X,X
LTSJIZO,X,X,X,X,O,X,X,O,X,X,X
LTSJIOZ,X,X,X,X,O,X,X,O,X,X,X
LTSJZIO,X,X,X,X,X,X,X,O,X,X,X
LTSJZOI,X,X,X,X,X,X,X,O,X,X,X
LTSJOIZ,X,X,X,X,X,X,X,O,X,X,X
LTSJOZI,X,X,X,X,X,X,X,O,X,X,X
LTSZIJO,X,X,X,X,O,X,X,O,X,X,X
LTSZIOJ,X,X,X,X,O,X,X,X,X,X,X
LTSZJIO,X,X,X,X,X,X,X,O,X,X,X
LTSZJOI,X,X,X,X,X,X,X,O,X,X,X
LTSZOIJ,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,O,X,X,O,O,X,X
LTSOIZJ,X,X,X,X,O,X,X,X,O,X,X
LTSOJIZ,X,X,X,X,X,X,X,O,O,X,X
LTSOJZI,X,X,X,X,X,X,X,O,X,X,X
LTSOZIJ,X,X,X,X,X,X,X,X,O,X,X
LTSOZJI,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,O,X,X,X,X,X,X,O,X,X,O
LTZIJOS,O,X,X,X,X,X,X,O,X,X,X
LTZISJO,O,X,X,X,X,X,X,O,X,X,O
LTZISOJ,X,X,X,X,X,X,X,X,X,X,O
LTZIOJS,O,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,X,X,X,X,X,X,O
LTZJISO,O,X,X,X,X,X,X,O,X,X,X
LTZJIOS,O,X,O,X,X,X,X,O,X,X,X
LTZJSIO,O,X,X,X,X,X,X,O,X,X,X
LTZJSOI,O,X,X,X,X,X,X,O,X,X,X
LTZJOIS,O,X,O,X,X,X,X,O,X,X,X
LTZJOSI,O,X,O,X,X,X,X,O,X,X,X
LTZSIJO,O,X,X,X,X,X,X,O,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,X,X,X,X,X,X,O,X,X,X
LTZSJOI,O,X,X,X,X,X,X,O,X,X,X
LTZSOIJ,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,O,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,X,O,X,X,X,X,X,X,X,X
LTZOJSI,O,X,O,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,X,O,X,X,X,X,X,X,X,X
LTOIJSZ,X,O,O,X,X,X,O,O,O,X,X
LTOIJZS,X,O,O,X,X,X,O,O,X,X,X
LTOISJZ,X,X,X,X,X,X,O,O,O,X,X
LTOISZJ,X,X,X,X,X,X,O,X,O,X,X
LTOIZJS,X,X,O,X,X,X,O,X,X,X,X
LTOIZSJ,X,X,X,X,X,X,O,X,O,X,O
LTOJISZ,X,O,O,X,X,X,O,O,O,X,X
LTOJIZS,X,O,O,X,X,X,O,O,X,X,X
LTOJSIZ,X,O,O,X,X,X,X,O,O,X,X
LTOJSZI,X,O,O,X,X,X,X,O,X,X,X
LTOJZIS,X,O,O,X,X,X,X,O,X,X,X
LTOJZSI,X,O,O,X,X,X,X,O,X,X,X
LTOSIJZ,X,X,X,X,X,X,O,O,O,X,X
LTOSIZJ,X,X,X,X,X,X,O,X,O,X,X
LTOSJIZ,X,O,O,X,X,X,X,O,O,X,X
LTOSJZI,X,O,O,X,X,X,X,O,X,X,X
LTOSZIJ,X,X,X,X,X,X,X,X,O,X,X
LTOSZJI,X,X,O,X,X,X,X,X,X,X,X
LTOZIJS,X,X,O,X,X,X,O,X,X,X,X
LTOZISJ,X,X,X,X,X,X,O,X,O,X,X
LTOZJIS,X,O,O,X,X,X,X,X,X,X,X
LTOZJSI,X,O,O,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,X,X,X,O,X,X
LTOZSJI,X,X,O,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,O,X,X,O,X,X,X
LITJSOZ,X,X,X,X,O,X,X,O,X,O,X
LITJZSO,O,X,X,X,X,X,X,O,X,X,O
LITJZOS,O,X,X,X,X,X,X,O,X,X,X
LITJOSZ,X,X,X,X,O,X,O,O,X,O,X
LITJOZS,O,X,X,X,X,X,O,O,X,O,X
LITSJZO,X,X,X,X,O,X,X,O,X,X,X
LITSJOZ,X,X,X,X,O,X,X,O,X,O,X
LITSZJO,X,X,X,X,O,O,X,O,X,X,O
LITSZOJ,X,X,X,X,O,O,X,X,X,X,O
LITSOJZ,X,X,X,X,O,X,X,O,X,O,X
LITSOZJ,X,X,X,X,O,O,X,X,X,O,X
LITZJSO,O,X,X,X,O,O,X,O,X,X,O
LITZJOS,O,X,X,X,O,O,O,O,X,X,X
LITZSJO,O,X,X,X,O,O,X,O,X,X,O
LITZSOJ,X,X,X,X,O,O,X,X,X,X,O
LITZOJS,O,X,X,X,X,O,O,X,X,X,X
LITZOSJ,X,X,X,X,X,O,O,X,X,X,O
LITOJSZ,X,X,X,X,X,X,O,O,X,O,X
LITOJZS,X,X,X,X,X,X,O,O,X,O,X
LITOSJZ,X,X,X,X,X,X,O,O,X,O,X
LITOSZJ,X,X,X,X,X,O,O,X,X,O,X
LITOZJS,X,X,X,X,X,O,O,X,X,O,X
LITOZSJ,X,X,X,X,X,O,O,X,X,O,O
LIJTSZO,X,X,X,X,O,X,X,O,X,X,X
LIJTSOZ,X,O,X,X,O,X,X,O,X,X,X
LIJTZSO,O,X,X,X,X,X,X,O,X,X,O
LIJTZOS,O,X,O,X,X,X,X,O,X,X,X
LIJTOSZ,X,O,O,X,O,X,O,O,X,X,X
LIJTOZS,O,O,O,X,X,X,O,O,X,X,X
LIJSTZO,O,X,X,X,O,X,X,X,X,X,X
LIJSTOZ,O,X,X,X,O,X,X,X,X,X,X
LIJSZTO,O,X,X,X,O,O,X,X,X,X,X
LIJSZOT,O,X,X,X,O,O,X,X,X,X,X
LIJSOTZ,O,O,X,X,O,X,X,X,X,X,X
LIJSOZT,O,O,X,X,O,O,X,X,X,X,X
LIJZTSO,X,X,X,X,X,O,X,X,X,X,O
LIJZTOS,O,X,X,X,X,O,X,X,X,X,X
LIJZSTO,X,X,X,X,X,O,X,X,X,X,O
LIJZSOT,O,X,X,X,X,O,X,X,X,X,X
LIJZOTS,O,X,X,X,X,O,X,X,X,X,X
LIJZOST,O,X,X,X,X,O,X,X,X,X,X
LIJOTSZ,X,O,O,X,O,X,O,O,X,X,X
LIJOTZS,O,O,O,X,X,X,O,O,X,X,X
LIJOSTZ,O,O,O,X,O,X,O,X,X,X,X
LIJOSZT,O,O,X,X,O,O,X,X,X,X,X
LIJOZTS,O,O,O,X,X,O,O,X,X,X,X
LIJOZST,O,O,X,X,X,O,X,X,X,X,X
LISTJZO,O,X,X,X,O,X,X,X,X,X,X
LISTJOZ,O,X,X,X,O,X,X,X,X,O,X
LISTZJO,O,X,X,X,O,O,X,X,X,X,O
LISTZOJ,O,X,X,X,O,O,X,X,X,X,O
LISTOJZ,O,X,X,X,O,X,X,X,X,O,X
LISTOZJ,O,X,X,X,O,O,X,X,X,O,X
LISJTZO,O,X,X,X,O,X,X,X,X,X,X
LISJTOZ,O,X,X,X,O,X,X,X,X,X,X
LISJZTO,O,X,X,X,O,O,X,X,X,X,X
LISJZOT,O,X,X,X,O,O,X,X,X,X,X
LISJOTZ,O,X,X,X,O,X,X,X,X,X,X
LISJOZT,O,X,X,X,O,O,X,X,X,X,X
LISZTJO,O,X,X,X,O,O,X,X,X,X,O
LISZTOJ,X,X,X,X,O,O,X,X,X,X,O
LISZJTO,O,X,X,X,O,O,X,X,X,X,O
LISZJOT,O,X,X,X,O,O,X,X,X,X,X
LISZOTJ,X,X,X,X,O,O,X,X,X,X,O
LISZOJT,O,X,X,X,O,O,X,X,X,X,X
LISOTJZ,X,X,X,X,O,X,X,X,X,O,X
LISOTZJ,X,X,X,X,O,O,X,X,X,O,X
LISOJTZ,O,X,X,X,O,X,X,X,X,O,X
LISOJZT,O,X,X,X,O,O,X,X,X,X,X
LISOZTJ,X,X,X,X,O,O,X,X,X,O,X
LISOZJT,O,X,X,X,O,O,X,X,X,X,X
LIZTJSO,X,X,X,X,O,O,X,X,X,X,O
LIZTJOS,O,X,X,X,O,O,O,X,X,X,X
LIZTSJO,X,X,X,X,O,O,X,X,X,X,O
LIZTSOJ,X,X,X,X,O,O,X,X,X,X,O
LIZTOJS,X,X,X,X,X,O,O,X,X,X,X
LIZTOSJ,X,X,X,X,X,O,O,X,X,X,O
LIZJTSO,X,X,X,X,O,O,X,X,X,X,O
LIZJTOS,O,X,X,X,O,O,O,X,X,X,X
LIZJSTO,X,X,X,X,O,O,X,X,X,X,O
LIZJSOT,O,X,X,X,O,O,X,X,X,X,X
LIZJOTS,O,X,X,X,O,O,O,X,X,X,X
LIZJOST,O,X,X,X,O,O,O,X,X,X,X
LIZSTJO,X,X,X,X,O,O,X,X,X,X,O
LIZSTOJ,X,X,X,X,O,O,X,X,X,X,O
LIZSJTO,X,X,X,X,O,O,X,X,X,X,O
LIZSJOT,O,X,X,X,O,O,X,X,X,X,X
LIZSOTJ,X,X,X,X,O,O,X,X,X,X,O
LIZSOJT,X,X,X,X,O,O,X,X,X,X,X
LIZOTJS,X,X,X,X,X,O,O,X,X,X,X
LIZOTSJ,X,X,X,X,X,O,O,X,X,X,O
LIZOJTS,O,X,X,X,X,O,O,X,X,X,X
LIZOJST,O,X,X,X,X,O,O,X,X,X,X
LIZOSTJ,X,X,X,X,X,O,O,X,X,X,O
LIZOSJT,X,X,X,X,X,O,O,X,X,X,X
LIOTJSZ,X,O,O,X,X,X,O,X,X,O,X
LIOTJZS,X,O,O,X,X,X,O,X,X,O,X
LIOTSJZ,X,X,X,X,X,X,O,X,X,O,X
LIOTSZJ,X,X,X,X,X,O,O,X,X,O,X
LIOTZJS,X,X,X,X,X,O,O,X,X,O,X
LIOTZSJ,X,X,X,X,X,O,O,X,X,O,O
LIOJTSZ,X,O,O,X,X,X,O,X,X,O,X
LIOJTZS,X,O,O,X,X,X,O,X,X,O,X
LIOJSTZ,X,O,O,X,X,X,O,X,X,O,X
LIOJSZT,X,O,X,X,X,O,X,X,X,X,X
LIOJZTS,X,O,O,X,X,O,O,X,X,X,X
LIOJZST,X,O,X,X,X,O,O,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,O,X,X,O,X
LIOSTZJ,X,X,X,X,X,O,O,X,X,O,X
LIOSJTZ,X,O,O,X,X,X,O,X,X,O,X
LIOSJZT,X,O,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,O,O,X,X,O,X
LIOSZJT,X,X,X,X,X,O,O,X,X,X,X
LIOZTJS,X,X,X,X,X,O,O,X,X,O,X
LIOZTSJ,X,X,X,X,X,O,O,X,X,O,O
LIOZJTS,X,O,O,X,X,O,O,X,X,X,X
LIOZJST,X,O,X,X,X,O,O,X,X,X,X
LIOZSTJ,X,X,X,X,X,O,O,X,X,O,O
LIOZSJT,X,X,X,X,X,O,O,X,X,X,X
LJTISZO,X,X,X,O,X,X,X,O,X,X,X
LJTISOZ,X,O,X,O,X,X,X,O,X,X,X
LJTIZSO,O,X,X,O,X,X,X,O,X,X,O
LJTIZOS,O,X,O,X,X,X,X,O,X,X,X
LJTIOSZ,X,O,O,X,X,X,X,O,X,X,X
LJTIOZS,O,O,O,X,X,X,X,O,X,X,X
LJTSIZO,X,X,X,O,X,X,X,O,X,X,X
LJTSIOZ,X,O,X,O,X,X,X,O,X,X,X
LJTSZIO,X,X,X,O,X,X,X,O,X,X,X
LJTSZOI,X,X,X,O,X,X,X,O,X,X,X
LJTSOIZ,X,O,X,O,X,X,X,O,X,X,X
LJTSOZI,X,O,X,O,X,X,X,O,X,X,X
LJTZISO,O,X,X,X,X,X,X,O,X,X,X
LJTZIOS,O,X,O,X,X,X,X,O,X,X,X
LJTZSIO,O,X,X,O,X,X,X,O,X,X,X
LJTZSOI,O,X,X,O,X,X,X,O,X,X,X
LJTZOIS,O,X,O,X,X,X,X,O,X,X,X
LJTZOSI,O,X,O,X,X,X,X,O,X,X,X
LJTOISZ,X,O,O,X,X,X,X,O,X,X,X
LJTOIZS,O,O,O,X,X,X,X,O,X,X,X
LJTOSIZ,X,O,O,X,X,X,X,O,X,X,X
LJTOSZI,X,O,O,X,X,X,X,O,X,X,X
LJTOZIS,O,O,O,X,X,X,X,O,X,X,X
LJTOZSI,O,O,O,X,X,X,X,O,X,X,X
LJITSZO,X,X,X,O,X,X,X,O,X,X,X
LJITSOZ,X,O,X,O,X,X,X,O,X,X,X
LJITZSO,O,X,X,O,X,X,X,O,X,X,O
LJITZOS,O,X,O,X,X,X,X,O,X,X,X
LJITOSZ,X,O,O,X,X,X,X,O,X,X,X
LJITOZS,O,O,O,X,X,X,X,O,X,X,X
LJISTZO,O,X,X,O,X,X,X,X,X,X,X
LJISTOZ,O,X,X,O,X,X,X,X,X,X,X
LJISZTO,O,X,X,O,X,X,X,X,X,X,X
LJISZOT,O,X,X,O,X,X,X,X,X,X,X
LJISOTZ,O,O,X,O,X,X,X,X,X,X,X
LJISOZT,O,O,X,O,X,X,X,X,X,X,X
LJIZTSO,X,X,X,O,X,X,X,X,X,X,O
LJIZTOS,O,X,X,X,X,X,X,X,X,X,X
LJIZSTO,X,X,X,O,X,X,X,X,X,X,O
LJIZSOT,O,X,X,O,X,X,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,X,X,X,X,O,X,X,X
LJIOTZS,O,O,O,X,X,X,X,O,X,X,X
LJIOSTZ,O,O,O,X,X,X,X,X,X,X,X
LJIOSZT,O,O,X,X,X,X,X,X,X,X,X
LJIOZTS,O,O,O,X,X,X,X,X,X,X,X
LJIOZST,O,O,X,X,X,X,X,X,X,X,X
LJSTIZO,O,X,X,O,X,X,X,O,X,X,X
LJSTIOZ,O,X,X,O,X,X,X,O,X,X,X
LJSTZIO,O,X,X,O,X,X,X,O,X,X,X
LJSTZOI,O,X,X,O,X,X,X,O,X,X,X
LJSTOIZ,O,X,X,O,X,X,X,O,X,X,X
LJSTOZI,O,X,X,O,X,X,X,O,X,X,X
LJSITZO,O,X,X,O,X,X,X,X,X,X,X
LJSITOZ,O,X,X,O,X,X,X,X,X,X,X
LJSIZTO,O,X,X,O,X,X,X,X,X,X,X
LJSIZOT,O,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,O,X,X,X,X,X,X,X
LJSIOZT,O,O,X,O,X,X,X,X,X,X,X
LJSZTIO,O,X,X,O,X,X,X,X,X,X,X
LJSZTOI,O,X,X,O,X,X,X,X,X,X,X
LJSZITO,O,X,X,O,X,X,X,X,X,X,X
LJSZIOT,O,X,X,O,X,X,X,X,X,X,X
LJSZOTI,O,X,X,O,X,X,X,X,X,X,X
LJSZOIT,O,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,O,X,X,X,O,X,X,X
LJSOTZI,O,X,X,O,X,X,X,O,X,X,X
