sequence,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeR8IvhFGeBTgBihBU?jBFnB3sB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeC8IvhFxdB2lBlhB3?iBcoBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8Je37IvhF1hB0dB6jBx?lBmnBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeG8IvhF/iBFeBigBc?oBRmBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeC8IvhFxdB2lBlhBc?nBTjB3sB,v115@zgC8GeB8HeB8HeF8CeG8BeB8Jez7IvhFRdBSjB2lBF?nBXoBUsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeaBJvhFGeBTgBRiBF?nBXoBUsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JecAJvhFxcB6jBXhBe?oBFnBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeaBJvhFxdBTgBGjBF?nB8sBfsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeG+IvhFigBRiBzgBF?nBXoBUsB
LSZOTIJ,O,X,X,O,O,X,X,X,X,X
LSZOTJI,O,X,X,O,O,X,X,X,X,X
LSZOITJ,O,X,X,O,O,X,X,X,X,X
LSZOIJT,O,X,X,O,O,X,X,O,X,X
LSZOJTI,O,X,X,O,O,X,X,O,X,X
LSZOJIT,O,X,X,O,O,X,X,O,X,X
LSOTIJZ,O,X,X,X,X,O,O,X,X,O
LSOTIZJ,O,X,X,X,O,X,O,X,X,X
LSOTJIZ,O,X,X,X,X,O,O,X,X,X
LSOTJZI,O,X,X,O,O,O,O,X,X,X
LSOTZIJ,O,X,X,O,O,X,O,X,X,X
LSOTZJI,O,X,X,O,O,X,O,X,X,X
LSOITJZ,O,X,O,O,X,O,O,X,X,X
LSOITZJ,O,X,O,O,X,X,O,X,X,X
LSOIJTZ,X,X,O,O,O,O,O,X,X,O
LSOIJZT,O,X,O,O,O,O,O,X,X,O
LSOIZTJ,O,X,O,O,O,X,X,X,X,X
LSOIZJT,O,X,O,O,O,X,O,X,X,X
LSOJTIZ,X,X,O,X,O,O,O,X,X,X
LSOJTZI,X,X,O,O,O,O,O,X,X,X
LSOJITZ,X,X,O,O,O,O,O,X,X,O
LSOJIZT,O,X,O,O,O,O,O,X,X,O
LSOJZTI,O,X,O,O,O,O,O,X,X,X
LSOJZIT,O,X,O,O,O,O,O,X,X,X
LSOZTIJ,O,X,X,O,O,X,O,X,X,X
LSOZTJI,O,X,X,O,O,X,O,X,X,X
LSOZITJ,O,X,X,O,O,X,X,X,X,X
LSOZIJT,O,X,X,O,O,X,O,X,X,X
LSOZJTI,O,X,X,O,O,X,O,X,X,X
LSOZJIT,O,X,X,O,O,X,O,X,X,X
LZTIJSO,O,O,X,O,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X,X,X
LZTISJO,O,O,X,O,X,X,X,X,X,X
LZTISOJ,X,O,X,O,X,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X,X,X
LZTIOSJ,X,O,X,O,X,X,X,X,X,X
LZTJISO,O,O,X,O,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X,O,X,X
LZTJSOI,X,X,X,X,X,X,X,O,X,X
LZTJOIS,O,X,X,O,X,X,X,X,O,X
LZTJOSI,O,X,X,O,X,X,X,X,O,X
LZTSIJO,O,O,X,X,X,X,X,O,X,O
LZTSIOJ,X,O,X,X,X,X,X,X,X,X
LZTSJIO,O,O,X,X,X,X,X,O,X,X
LZTSJOI,X,X,X,X,X,X,X,O,X,X
LZTSOIJ,X,O,X,O,X,X,X,X,X,X
LZTSOJI,X,X,X,O,X,X,X,X,X,X
LZTOIJS,O,O,X,O,X,X,X,X,O,X
LZTOISJ,O,O,X,O,X,X,X,X,X,X
LZTOJIS,O,X,X,O,X,X,X,X,O,X
LZTOJSI,O,X,X,O,X,X,X,X,O,X
LZTOSIJ,O,O,X,O,X,X,X,X,X,X
LZTOSJI,O,X,X,O,X,X,X,X,O,X
LZITJSO,O,O,O,O,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X,X,X
LZITSJO,O,O,O,O,X,X,X,X,X,X
LZITSOJ,X,O,O,O,X,X,X,X,X,X
LZITOJS,O,O,X,X,X,X,X,X,X,X
LZITOSJ,X,O,O,O,X,X,X,X,X,X
LZIJTSO,X,O,O,O,X,X,X,X,X,X
LZIJTOS,O,O,O,X,X,X,X,X,X,X
LZIJSTO,X,O,O,O,X,X,X,O,X,X
LZIJSOT,O,O,O,O,X,X,X,O,X,X
LZIJOTS,O,O,O,O,X,X,X,X,X,X
LZIJOST,O,O,O,O,X,X,X,X,X,X
LZISTJO,O,O,O,O,X,X,X,O,X,X
LZISTOJ,X,O,O,O,X,X,X,X,X,X
LZISJTO,O,O,O,O,X,X,X,O,X,X
LZISJOT,O,O,O,O,X,X,X,O,X,X
LZISOTJ,X,X,O,O,X,X,X,X,X,X
LZISOJT,O,X,O,O,X,X,X,O,X,X
LZIOTJS,X,O,O,O,X,X,X,X,X,X
LZIOTSJ,X,O,O,O,X,X,X,X,X,X
LZIOJTS,O,O,O,O,X,X,X,X,X,X
LZIOJST,O,O,O,O,X,X,X,X,X,X
LZIOSTJ,X,O,O,O,X,X,X,X,X,X
LZIOSJT,X,O,O,O,X,X,X,X,X,X
LZJTISO,O,O,O,O,X,X,X,X,X,X
LZJTIOS,O,O,O,X,X,X,X,X,X,X
LZJTSIO,O,O,O,X,X,X,X,O,X,X
LZJTSOI,X,O,O,X,X,X,X,O,X,X
LZJTOIS,O,O,X,O,X,X,X,X,O,X
LZJTOSI,O,O,O,O,X,X,X,X,O,X
LZJITSO,X,O,O,O,X,X,X,X,X,X
LZJITOS,O,O,O,X,X,X,X,X,X,X
LZJISTO,X,O,O,O,X,X,X,O,X,X
LZJISOT,O,O,O,O,X,X,X,O,X,X
LZJIOTS,O,O,O,O,X,X,X,X,X,X
LZJIOST,O,O,O,O,X,X,X,X,X,X
LZJSTIO,O,O,O,X,X,X,X,O,X,X
LZJSTOI,O,O,O,X,X,X,X,O,X,X
LZJSITO,O,O,O,O,X,X,X,O,X,X
LZJSIOT,O,O,X,O,X,X,X,O,X,X
LZJSOTI,O,O,X,O,X,X,X,O,X,X
LZJSOIT,O,O,X,O,X,X,X,O,X,X
LZJOTIS,O,O,X,O,X,X,X,X,O,X
LZJOTSI,O,O,O,O,X,X,X,X,O,X
LZJOITS,O,O,O,O,X,X,X,X,O,X
LZJOIST,O,O,X,O,X,X,X,X,X,X
LZJOSTI,O,O,X,O,X,X,X,O,O,X
LZJOSIT,O,O,X,O,X,X,X,O,X,X
LZSTIJO,O,O,X,X,X,X,X,O,X,O
LZSTIOJ,O,O,X,X,X,X,X,X,X,X
LZSTJIO,O,O,X,X,X,X,X,O,X,X
LZSTJOI,O,X,X,X,X,X,X,O,X,X
LZSTOIJ,O,O,X,O,X,X,X,X,X,X
LZSTOJI,O,X,X,O,X,X,X,X,X,X
LZSITJO,O,O,X,O,X,X,X,O,X,X
LZSITOJ,X,O,X,O,X,X,X,X,X,X
LZSIJTO,O,O,X,O,X,X,X,O,X,O
LZSIJOT,O,O,X,O,X,X,X,O,X,O
LZSIOTJ,X,X,X,O,X,X,X,X,X,X
LZSIOJT,O,X,X,O,X,X,X,O,X,X
LZSJTIO,O,O,X,X,X,X,X,O,X,X
LZSJTOI,O,O,X,X,X,X,X,O,X,X
LZSJITO,O,O,X,O,X,X,X,O,X,O
LZSJIOT,O,O,X,O,X,X,X,O,X,O
LZSJOTI,O,X,X,O,X,X,X,O,X,X
LZSJOIT,O,O,X,O,X,X,X,O,X,X
LZSOTIJ,O,X,X,O,X,X,X,X,X,X
LZSOTJI,O,X,X,O,X,X,X,X,X,X
LZSOITJ,O,X,X,O,X,X,X,X,X,X
LZSOIJT,O,X,X,O,X,X,X,O,X,X
LZSOJTI,O,X,X,O,X,X,X,O,X,X
LZSOJIT,O,X,X,O,X,X,X,O,X,X
LZOTIJS,O,O,X,O,X,X,X,X,O,X
LZOTISJ,O,O,X,O,X,X,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X,O,X
LZOTJSI,O,O,X,O,X,X,X,X,O,X
LZOTSIJ,O,O,X,O,X,X,X,X,X,X
LZOTSJI,O,O,X,O,X,X,X,X,O,X
LZOITJS,O,O,O,O,X,X,X,X,O,X
LZOITSJ,X,O,O,O,X,X,X,X,X,X
LZOIJTS,O,O,O,O,X,X,X,X,O,X
LZOIJST,O,O,O,O,X,X,X,X,X,X
LZOISTJ,X,O,O,O,X,X,X,X,X,X
LZOISJT,O,O,O,O,X,X,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,X,O,X
LZOJTSI,O,O,O,O,X,X,X,X,O,X
LZOJITS,O,O,O,O,X,X,X,X,O,X
LZOJIST,O,O,O,O,X,X,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,O,O,X
LZOJSIT,O,O,O,O,X,X,X,O,X,X
LZOSTIJ,O,O,X,O,X,X,X,X,X,X
LZOSTJI,O,O,X,O,X,X,X,X,O,X
LZOSITJ,O,O,X,O,X,X,X,X,X,X
LZOSIJT,O,O,X,O,X,X,X,O,X,X
LZOSJTI,O,O,X,O,X,X,X,O,O,X
LZOSJIT,O,O,X,O,X,X,X,O,X,X
LOTIJSZ,X,O,O,O,X,X,X,X,X,X
LOTIJZS,O,O,O,O,X,X,X,X,X,X
LOTISJZ,X,O,O,O,X,X,O,X,X,X
LOTISZJ,O,O,O,O,X,X,O,X,X,X
LOTIZJS,O,O,O,O,X,X,X,X,X,X
LOTIZSJ,O,O,O,O,X,X,X,X,X,X
LOTJISZ,X,O,O,O,X,X,X,X,X,X
LOTJIZS,O,O,O,O,X,X,X,X,X,X
LOTJSIZ,X,X,O,X,X,X,O,X,X,X
LOTJSZI,X,X,O,O,X,X,O,X,X,X
LOTJZIS,O,O,O,O,X,X,X,X,O,X
LOTJZSI,O,O,O,O,X,X,X,X,O,X
LOTSIJZ,X,O,X,X,X,X,O,X,X,O
LOTSIZJ,O,O,X,X,X,X,O,X,X,X
LOTSJIZ,X,X,X,X,X,X,O,X,X,X
LOTSJZI,X,X,X,O,X,X,O,X,X,X
LOTSZIJ,O,O,X,O,X,X,O,X,X,X
LOTSZJI,O,O,X,O,X,X,O,X,X,X
LOTZIJS,O,O,X,O,X,X,X,X,O,X
LOTZISJ,O,O,X,O,X,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,X,O,X
LOTZJSI,O,O,X,O,X,X,X,X,O,X
LOTZSIJ,O,O,X,O,X,X,O,X,X,X
LOTZSJI,O,O,X,O,X,X,O,X,O,X
LOITJSZ,X,X,O,O,X,X,X,X,X,X
LOITJZS,O,X,O,O,X,X,X,X,X,X
LOITSJZ,X,X,O,O,X,X,O,X,X,X
LOITSZJ,O,X,O,O,X,X,O,X,X,X
LOITZJS,O,X,O,O,X,X,X,X,X,X
LOITZSJ,O,X,O,O,X,X,X,X,X,X
LOIJTSZ,X,X,O,O,O,X,X,X,X,X
LOIJTZS,O,X,O,O,X,X,X,X,X,X
LOIJSTZ,X,X,O,O,O,X,X,X,X,X
LOIJSZT,O,X,O,O,O,X,X,X,X,X
LOIJZTS,O,X,O,O,X,X,X,X,O,X
LOIJZST,O,X,O,O,O,X,X,X,X,X
LOISTJZ,O,X,O,O,X,X,O,X,X,X
LOISTZJ,O,X,O,O,X,X,O,X,X,X
LOISJTZ,X,X,O,O,O,X,O,X,X,X
LOISJZT,O,X,O,O,O,X,O,X,X,X
LOISZTJ,O,X,O,O,O,X,X,X,X,X
LOISZJT,O,X,O,O,O,X,O,X,X,X
LOIZTJS,O,X,O,O,X,X,X,X,O,X
LOIZTSJ,O,X,O,O,X,X,X,X,X,X
LOIZJTS,O,X,O,O,X,X,X,X,O,X
LOIZJST,O,X,O,O,X,X,X,X,X,X
LOIZSTJ,O,X,O,O,X,X,X,X,X,X
LOIZSJT,O,X,O,O,X,X,X,X,X,X
LOJTISZ,X,O,O,O,O,X,X,X,X,X
LOJTIZS,O,O,O,O,X,X,X,X,X,X
LOJTSIZ,X,O,O,X,O,X,O,X,X,X
LOJTSZI,X,O,O,O,O,X,O,X,X,X
LOJTZIS,O,O,O,O,X,X,X,X,O,X
LOJTZSI,O,O,O,O,X,X,X,X,O,X
LOJITSZ,X,O,O,O,O,X,X,X,X,X
LOJITZS,O,O,O,O,X,X,X,X,X,X
LOJISTZ,X,X,O,O,O,X,X,X,X,X
LOJISZT,O,X,O,O,O,X,X,X,X,X
LOJIZTS,O,O,O,O,X,X,X,X,O,X
LOJIZST,O,O,O,O,O,X,X,X,X,X
LOJSTIZ,X,O,O,X,O,X,O,X,X,X
LOJSTZI,X,O,O,O,O,X,O,X,X,X
LOJSITZ,X,X,O,O,O,X,O,X,X,X
LOJSIZT,O,X,O,O,O,X,O,X,X,X
LOJSZTI,O,O,O,O,O,X,O,X,O,X
LOJSZIT,O,O,O,O,O,X,O,X,X,X
LOJZTIS,O,O,O,O,X,X,X,X,O,X
LOJZTSI,O,O,O,O,X,X,X,X,O,X
LOJZITS,O,O,O,O,X,X,X,X,O,X
LOJZIST,O,O,O,O,O,X,X,X,X,X
LOJZSTI,O,O,O,O,O,X,X,O,O,X
LOJZSIT,O,O,O,O,O,X,X,O,X,X
LOSTIJZ,O,X,X,X,X,X,O,X,X,O
LOSTIZJ,O,X,X,X,O,X,O,X,X,X
LOSTJIZ,O,X,X,X,X,X,O,X,X,X
LOSTJZI,O,X,X,O,O,X,O,X,X,X
LOSTZIJ,O,X,X,O,O,X,O,X,X,X
LOSTZJI,O,X,X,O,O,X,O,X,X,X
LOSITJZ,O,X,O,O,X,X,O,X,X,X
LOSITZJ,O,X,O,O,X,X,O,X,X,X
LOSIJTZ,X,X,O,O,O,X,O,X,X,O
LOSIJZT,O,X,O,O,O,X,O,X,X,O
LOSIZTJ,O,X,O,O,O,X,X,X,X,X
LOSIZJT,O,X,O,O,O,X,O,X,X,X
LOSJTIZ,X,X,O,X,O,X,O,X,X,X
LOSJTZI,X,X,O,O,O,X,O,X,X,X
LOSJITZ,X,X,O,O,O,X,O,X,X,O
LOSJIZT,O,X,O,O,O,X,O,X,X,O
LOSJZTI,O,X,O,O,O,X,O,X,O,X
LOSJZIT,O,X,O,O,O,X,O,X,X,X
LOSZTIJ,O,X,X,O,O,X,O,X,X,X
LOSZTJI,O,X,X,O,O,X,O,X,O,X
LOSZITJ,O,X,X,O,O,X,X,X,X,X
LOSZIJT,O,X,X,O,O,X,O,X,X,X
LOSZJTI,O,X,X,O,O,X,O,X,O,X
LOSZJIT,O,X,X,O,O,X,O,X,X,X
LOZTIJS,O,O,X,O,X,X,X,X,O,X
LOZTISJ,O,O,X,O,X,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X,O,X
LOZTJSI,O,O,X,O,X,X,X,X,O,X
LOZTSIJ,O,O,X,O,X,X,O,X,X,X
LOZTSJI,O,O,X,O,X,X,O,X,O,X
LOZITJS,O,O,O,O,X,X,X,X,O,X
LOZITSJ,O,O,O,O,X,X,X,X,X,X
LOZIJTS,O,O,O,O,X,X,X,X,O,X
LOZIJST,O,O,O,O,X,X,X,X,X,X
LOZISTJ,O,O,O,O,X,X,X,X,X,X
LOZISJT,O,O,O,O,X,X,X,X,X,X
LOZJTIS,O,O,O,O,X,X,X,X,O,X
LOZJTSI,O,O,O,O,X,X,X,X,O,X
LOZJITS,O,O,O,O,X,X,X,X,O,X
LOZJIST,O,O,O,O,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,O,O,X
LOZJSIT,O,O,O,O,X,X,X,O,X,X
LOZSTIJ,O,O,X,O,X,X,O,X,X,X
LOZSTJI,O,O,X,O,X,X,O,X,O,X
LOZSITJ,O,O,X,O,X,X,X,X,X,X
LOZSIJT,O,O,X,O,X,X,O,O,X,X
LOZSJTI,O,O,X,O,X,X,O,O,O,X
LOZSJIT,O,O,X,O,X,X,O,O,X,X
JTILSZO,X,O,O,X,O,X,X,X,X,X
JTILSOZ,X,O,O,X,O,X,X,X,X,X
JTILZSO,X,O,O,X,X,X,X,X,X,X
JTILZOS,X,O,O,X,X,X,X,X,X,X
JTILOSZ,X,O,O,X,X,X,X,X,X,X
JTILOZS,X,O,O,X,X,X,X,X,X,X
JTISLZO,X,O,O,X,O,O,X,X,X,X
JTISLOZ,X,O,O,X,O,O,X,X,X,X
JTISZLO,X,X,O,X,X,O,X,X,X,X
JTISZOL,X,X,O,X,X,O,X,X,X,X
JTISOLZ,X,X,O,X,O,O,X,X,X,X
JTISOZL,X,X,O,X,X,O,X,X,X,X
JTIZLSO,X,O,O,X,X,X,X,X,X,X
JTIZLOS,X,O,O,X,X,X,X,X,X,X
JTIZSLO,X,O,O,X,X,X,X,X,X,X
JTIZSOL,X,O,O,X,X,X,X,X,X,X
JTIZOLS,X,O,O,X,X,X,X,X,X,X
JTIZOSL,X,X,O,X,X,X,X,X,X,X
JTIOLSZ,X,O,O,X,X,X,X,X,X,X
JTIOLZS,X,O,O,X,X,X,X,X,X,X
JTIOSLZ,X,O,O,X,X,O,X,X,X,X
JTIOSZL,X,X,O,X,X,O,X,X,X,X
JTIOZLS,X,O,O,X,X,X,X,X,X,X
JTIOZSL,X,O,O,X,X,X,X,X,X,X
JTLISZO,X,O,O,X,O,X,X,X,X,X
JTLISOZ,X,O,O,X,O,X,X,X,X,X
JTLIZSO,O,O,O,X,X,X,X,X,X,X
JTLIZOS,O,O,O,X,X,X,X,X,X,X
JTLIOSZ,X,O,O,X,X,X,X,X,X,X
JTLIOZS,X,O,O,X,X,X,X,X,X,X
JTLSIZO,X,O,O,X,O,O,X,X,X,O
JTLSIOZ,X,O,X,X,O,O,X,X,X,O
JTLSZIO,X,O,O,X,O,O,X,X,X,X
JTLSZOI,X,O,O,X,O,O,X,X,X,X
JTLSOIZ,X,O,X,X,O,O,X,X,X,X
JTLSOZI,X,O,O,X,O,O,X,X,X,X
JTLZISO,O,O,O,X,X,X,X,X,X,X
JTLZIOS,O,O,O,X,X,X,X,X,X,X
JTLZSIO,O,O,O,X,O,X,X,O,X,X
JTLZSOI,X,O,O,X,O,X,X,O,X,X
JTLZOIS,O,O,X,X,X,X,X,X,X,X
JTLZOSI,X,O,O,X,X,X,X,X,X,X
JTLOISZ,X,O,X,X,O,X,X,X,X,X
JTLOIZS,X,O,X,X,X,X,X,X,X,X
JTLOSIZ,X,O,X,X,O,O,X,X,X,X
JTLOSZI,X,O,O,X,O,O,X,X,X,X
JTLOZIS,X,O,X,X,X,X,X,X,X,X
JTLOZSI,X,O,O,X,X,X,X,X,X,X
JTSILZO,X,O,O,X,O,O,X,X,X,O
JTSILOZ,X,O,X,X,O,O,O,X,X,O
JTSIZLO,X,X,O,X,X,O,X,X,X,O
JTSIZOL,X,X,X,X,X,O,O,X,X,X
JTSIOLZ,X,X,X,X,O,O,O,X,X,O
JTSIOZL,X,X,X,X,X,O,O,X,X,X
JTSLIZO,X,O,O,X,O,O,X,X,X,O
JTSLIOZ,X,O,X,X,O,O,O,X,X,O
JTSLZIO,X,O,O,X,O,O,X,X,X,X
JTSLZOI,X,O,O,X,O,O,X,X,X,X
JTSLOIZ,X,O,X,X,O,O,O,X,X,X
JTSLOZI,X,O,O,X,O,O,O,X,X,X
JTSZILO,X,O,O,X,O,O,X,X,X,O
JTSZIOL,X,O,X,X,O,O,O,X,X,X
JTSZLIO,X,O,O,X,O,O,X,X,X,X
JTSZLOI,X,O,O,X,O,O,X,X,X,X
JTSZOIL,X,O,X,X,O,O,O,X,X,X
JTSZOLI,X,O,O,X,O,O,O,X,X,X
JTSOILZ,X,O,X,X,O,O,O,X,X,O
JTSOIZL,X,X,X,X,O,O,O,X,X,X
JTSOLIZ,X,O,X,X,O,O,O,X,X,X
JTSOLZI,X,O,O,X,O,O,O,X,X,X
JTSOZIL,X,O,X,X,O,O,O,X,X,X
JTSOZLI,X,O,O,X,O,O,O,X,X,X
JTZILSO,O,O,O,X,X,X,X,X,X,X
JTZILOS,O,O,O,X,X,X,X,X,X,X
JTZISLO,X,O,O,X,X,X,X,X,X,X
JTZISOL,X,O,O,X,X,X,X,X,X,X
JTZIOLS,O,O,O,X,X,X,X,X,O,X
JTZIOSL,O,X,O,X,X,X,X,X,X,X
JTZLISO,O,O,O,X,X,X,X,X,X,X
JTZLIOS,O,O,O,X,X,X,X,X,X,X
JTZLSIO,O,O,O,X,O,X,X,O,X,X
JTZLSOI,X,O,O,X,O,X,X,O,X,X
JTZLOIS,O,O,X,X,X,X,X,X,O,X
JTZLOSI,O,O,O,X,X,X,X,X,O,X
JTZSILO,X,O,O,X,X,O,X,O,X,X
JTZSIOL,X,O,X,X,X,O,X,O,X,X
JTZSLIO,O,O,O,X,O,O,X,O,X,X
JTZSLOI,X,O,O,X,O,O,X,O,X,X
JTZSOIL,O,O,X,X,X,O,X,O,X,X
JTZSOLI,O,O,O,X,O,O,X,O,O,X
JTZOILS,O,O,X,X,X,X,X,X,O,X
JTZOISL,O,O,X,X,X,X,X,X,X,X
JTZOLIS,O,O,X,X,X,X,X,X,O,X
JTZOLSI,O,O,O,X,X,X,X,X,O,X
JTZOSIL,O,O,X,X,X,O,X,X,X,X
JTZOSLI,O,O,O,X,X,O,X,X,O,X
JTOILSZ,X,O,X,X,O,X,X,X,X,X
JTOILZS,O,O,X,X,X,X,X,X,X,X
JTOISLZ,X,O,X,X,O,O,X,X,X,X
JTOISZL,X,X,X,X,O,O,X,X,X,X
JTOIZLS,O,O,X,X,X,X,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X,X,X
JTOLISZ,X,O,X,X,O,X,X,X,X,X
JTOLIZS,O,O,X,X,X,X,X,X,X,X
JTOLSIZ,X,O,X,X,O,O,O,X,X,X
JTOLSZI,X,O,O,X,O,O,O,X,X,X
JTOLZIS,O,O,X,X,X,X,X,X,O,X
JTOLZSI,O,O,O,X,X,X,X,X,O,X
JTOSILZ,X,O,X,X,O,O,O,X,X,X
JTOSIZL,X,X,X,X,O,O,O,X,X,X
JTOSLIZ,X,O,X,X,O,O,O,X,X,X
JTOSLZI,X,O,O,X,O,O,O,X,X,X
JTOSZIL,X,O,X,X,O,O,O,X,X,X
JTOSZLI,X,O,O,X,O,O,O,X,X,X
JTOZILS,O,O,X,X,X,X,X,X,O,X
JTOZISL,O,O,X,X,X,X,X,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X,O,X
JTOZLSI,O,O,O,X,X,X,X,X,O,X
JTOZSIL,O,O,X,X,X,O,X,X,X,X
JTOZSLI,O,O,O,X,X,O,X,X,O,X
JITLSZO,X,O,O,X,O,X,X,X,X,X
JITLSOZ,X,O,O,X,O,X,X,X,X,X
JITLZSO,X,O,O,X,X,X,X,X,X,X
JITLZOS,X,O,O,X,X,X,X,X,X,X
JITLOSZ,X,O,O,X,X,X,X,X,X,X
JITLOZS,X,O,O,X,X,X,X,X,X,X
JITSLZO,X,O,O,X,O,O,X,X,X,X
JITSLOZ,X,O,O,X,O,O,X,X,X,X
JITSZLO,X,X,O,O,X,O,X,X,X,X
JITSZOL,X,X,O,O,X,O,X,X,X,X
JITSOLZ,X,X,O,X,O,O,X,X,X,X
JITSOZL,X,X,O,X,X,O,X,X,X,X
JITZLSO,X,O,O,X,X,X,X,X,X,X
JITZLOS,X,O,O,X,X,X,X,X,X,X
JITZSLO,X,O,O,O,X,X,X,X,X,X
JITZSOL,X,O,O,O,X,X,X,X,X,X
JITZOLS,X,O,O,X,X,X,X,X,X,X
JITZOSL,X,X,O,X,X,X,X,X,X,X
JITOLSZ,X,O,O,X,X,X,X,X,X,X
JITOLZS,X,O,O,X,X,X,X,X,X,X
JITOSLZ,X,O,O,X,X,O,X,X,X,X
JITOSZL,X,X,O,X,X,O,X,X,X,X
JITOZLS,X,O,O,X,X,X,X,X,X,X
JITOZSL,X,O,O,X,X,X,X,X,X,X
JILTSZO,X,O,O,O,O,X,X,X,X,X
JILTSOZ,X,O,O,X,O,X,X,X,X,X
JILTZSO,X,O,O,O,X,X,X,X,X,X
JILTZOS,X,O,O,X,X,X,X,X,X,X
JILTOSZ,X,O,O,X,X,X,X,X,X,X
JILTOZS,X,O,O,X,X,X,X,X,X,X
JILSTZO,X,X,O,O,O,X,X,X,X,X
JILSTOZ,X,X,O,X,O,X,X,X,X,X
JILSZTO,X,X,O,O,O,X,X,X,X,X
JILSZOT,X,X,O,O,O,X,X,X,X,X
JILSOTZ,X,X,O,X,O,X,X,X,X,X
JILSOZT,X,X,O,O,O,X,X,X,X,X
JILZTSO,X,O,O,O,X,X,X,X,X,X
JILZTOS,X,O,O,X,X,X,X,X,X,X
JILZSTO,X,O,O,O,X,X,X,O,X,X
JILZSOT,X,O,O,O,X,X,X,O,X,X
JILZOTS,X,O,O,X,X,X,X,X,X,X
JILZOST,X,O,O,O,X,X,X,X,X,X
JILOTSZ,X,O,O,X,O,X,X,X,X,X
JILOTZS,X,O,O,X,X,X,X,X,X,X
JILOSTZ,X,X,O,X,O,X,X,X,X,X
JILOSZT,X,X,O,O,O,X,X,X,X,X
JILOZTS,X,O,O,X,X,X,X,X,X,X
JILOZST,X,O,O,O,O,X,X,X,X,X
JISTLZO,X,X,O,X,O,O,X,X,X,X
JISTLOZ,X,X,O,X,O,O,X,X,X,X
JISTZLO,X,X,O,O,X,O,X,X,X,X
JISTZOL,X,X,O,O,X,O,X,X,X,X
JISTOLZ,X,X,O,X,O,O,X,X,X,X
JISTOZL,X,X,O,X,X,O,X,X,X,X
JISLTZO,X,X,O,O,O,O,X,X,X,X
JISLTOZ,X,X,O,X,O,O,X,X,X,X
JISLZTO,X,X,O,O,O,O,X,X,X,X
JISLZOT,X,X,O,O,O,O,X,X,X,X
JISLOTZ,X,X,O,X,O,O,X,X,X,X
JISLOZT,X,X,O,O,O,O,X,X,X,X
JISZTLO,X,X,O,O,O,X,X,X,X,X
JISZTOL,X,X,O,O,O,X,X,X,X,X
JISZLTO,X,X,O,O,O,X,X,X,X,X
JISZLOT,X,X,O,O,O,X,X,X,X,X
JISZOTL,X,X,X,O,O,X,X,X,X,X
JISZOLT,X,X,X,X,O,X,X,X,X,X
JISOTLZ,X,X,O,X,O,O,X,X,X,X
JISOTZL,X,X,O,X,O,O,X,X,X,X
JISOLTZ,X,X,O,X,O,O,X,X,X,X
JISOLZT,X,X,O,X,O,O,X,X,X,X
JISOZTL,X,X,O,O,O,X,X,X,X,X
JISOZLT,X,X,O,X,O,X,X,X,X,X
JIZTLSO,X,O,O,X,X,X,X,X,X,X
JIZTLOS,X,O,O,X,X,X,X,X,X,X
JIZTSLO,X,O,O,O,X,X,X,X,X,X
JIZTSOL,X,O,O,O,X,X,X,X,X,X
JIZTOLS,X,O,O,X,X,X,X,X,O,X
JIZTOSL,X,X,O,X,X,X,X,X,X,X
JIZLTSO,X,O,O,O,X,X,X,X,X,X
JIZLTOS,X,O,O,X,X,X,X,X,X,X
JIZLSTO,X,O,O,O,X,X,X,O,X,X
JIZLSOT,X,O,O,O,X,X,X,O,X,X
JIZLOTS,X,O,O,X,X,X,X,X,X,X
JIZLOST,X,O,O,O,X,X,X,X,X,X
JIZSTLO,X,O,O,O,X,X,X,O,X,X
JIZSTOL,X,O,O,O,X,X,X,O,X,X
JIZSLTO,X,O,O,O,X,X,X,O,X,X
JIZSLOT,X,O,O,O,X,X,X,O,X,X
JIZSOTL,X,O,X,O,X,X,X,X,X,X
JIZSOLT,X,O,X,X,X,X,X,O,X,X
JIZOTLS,X,O,O,X,X,X,X,X,O,X
JIZOTSL,X,O,O,X,X,X,X,X,X,X
