sequence,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhFVgBahB5hBTdBfr?BUqB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF8fB5hBTdB1lB3q?BarB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF0bBxcBzfBCiBFr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8JeK/IvhFzaBGdBRhBllBcr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8JeO/IvhF8fB5hBTdBamB3g?B1vB,v115@7gB8HeB8FeG8CeF8CeE8Jem6IvhFRcBSiBTfBllBcr?B3qB,v115@7gB8HeB8FeG8CeF8CeE8Jex6IvhFTdBifBGhBXhBFr?BUqB
LSIJTZO,O,X,O,X,X,X,X
LSIJTOZ,O,X,O,X,X,X,X
LSIJZTO,O,O,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,X
LSIJOTZ,O,X,X,X,X,X,X
LSIJOZT,O,O,O,O,X,X,X
LSIZTJO,O,O,X,X,X,O,X
LSIZTOJ,O,O,X,X,X,O,X
LSIZJTO,O,O,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X
LSIZOTJ,O,O,X,X,X,X,X
LSIZOJT,O,O,X,X,X,O,X
LSIOTJZ,O,X,X,X,X,X,O
LSIOTZJ,O,O,X,X,X,X,O
LSIOJTZ,O,X,X,X,X,X,X
LSIOJZT,O,O,O,O,X,O,X
LSIOZTJ,O,O,X,X,X,X,X
LSIOZJT,O,O,O,X,X,X,X
LSJTIZO,O,X,O,X,X,X,X
LSJTIOZ,O,X,O,X,X,X,X
LSJTZIO,O,X,O,O,X,X,X
LSJTZOI,O,X,O,O,X,X,X
LSJTOIZ,O,X,O,X,X,X,X
LSJTOZI,O,X,O,O,X,X,X
LSJITZO,O,X,O,X,X,X,X
LSJITOZ,O,X,O,X,X,X,X
LSJIZTO,O,O,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X
LSJIOZT,O,O,O,O,X,X,X
LSJZTIO,X,O,X,O,X,X,X
LSJZTOI,X,O,X,O,X,X,X
LSJZITO,X,O,X,X,X,X,X
LSJZIOT,X,O,X,O,X,X,X
LSJZOTI,X,O,X,O,X,X,X
LSJZOIT,X,O,X,O,X,X,X
LSJOTIZ,O,X,O,X,X,X,X
LSJOTZI,O,X,O,O,X,X,X
LSJOITZ,O,X,X,X,X,X,X
LSJOIZT,O,O,O,O,X,X,X
LSJOZTI,X,O,X,O,X,X,X
LSJOZIT,X,O,O,O,X,X,X
LSZTIJO,O,O,X,O,X,O,X
LSZTIOJ,O,O,X,O,X,O,X
LSZTJIO,O,O,X,O,X,O,X
LSZTJOI,O,O,X,O,X,X,X
LSZTOIJ,O,O,X,O,X,O,X
LSZTOJI,O,O,X,O,X,O,X
LSZITJO,O,O,X,X,X,O,X
LSZITOJ,O,O,X,X,X,O,X
LSZIJTO,X,O,X,X,X,X,X
LSZIJOT,X,O,X,O,X,X,X
LSZIOTJ,O,O,X,X,X,X,X
LSZIOJT,X,O,X,O,X,O,X
LSZJTIO,X,O,X,O,X,X,X
LSZJTOI,X,O,X,O,X,X,X
LSZJITO,X,O,X,X,X,X,X
LSZJIOT,X,O,X,O,X,X,X
LSZJOTI,X,O,X,O,X,X,X
LSZJOIT,X,O,X,O,X,X,X
LSZOTIJ,O,O,X,O,X,O,X
LSZOTJI,O,O,X,O,X,O,X
LSZOITJ,O,O,X,X,X,X,X
LSZOIJT,X,O,X,O,X,O,X
LSZOJTI,X,O,X,O,X,O,X
LSZOJIT,X,O,X,O,X,O,X
LSOTIJZ,O,X,O,X,X,X,O
LSOTIZJ,O,O,O,X,X,X,O
LSOTJIZ,O,X,O,X,X,X,O
LSOTJZI,O,X,O,O,X,X,O
LSOTZIJ,O,O,O,X,X,X,O
LSOTZJI,O,O,O,X,X,X,O
LSOITJZ,O,X,X,X,X,X,O
LSOITZJ,O,O,X,X,X,X,O
LSOIJTZ,O,X,X,X,X,X,X
LSOIJZT,O,O,O,O,X,O,X
LSOIZTJ,O,O,X,X,X,X,X
LSOIZJT,O,O,O,X,X,X,X
LSOJTIZ,O,X,O,X,X,X,X
LSOJTZI,O,X,O,O,X,X,X
LSOJITZ,O,X,X,X,X,X,X
LSOJIZT,O,O,O,O,X,O,X
LSOJZTI,X,O,X,O,X,O,X
LSOJZIT,X,O,O,O,X,O,X
LSOZTIJ,O,O,X,O,X,O,X
LSOZTJI,O,O,X,O,X,O,X
LSOZITJ,O,O,X,X,X,X,X
LSOZIJT,X,O,O,O,X,O,X
LSOZJTI,X,O,X,O,X,O,X
LSOZJIT,X,O,O,O,X,O,X
LZTIJSO,X,X,O,O,X,O,O
LZTIJOS,X,X,O,O,X,O,O
LZTISJO,X,X,O,O,X,O,O
LZTISOJ,X,X,O,O,X,O,O
LZTIOJS,X,X,O,O,X,O,O
LZTIOSJ,X,X,O,O,X,O,O
LZTJISO,X,X,O,O,X,O,O
LZTJIOS,X,X,O,O,X,O,O
LZTJSIO,X,X,O,O,X,O,O
LZTJSOI,X,X,O,O,X,X,O
LZTJOIS,X,X,O,O,X,O,O
LZTJOSI,X,X,O,O,X,O,O
LZTSIJO,X,X,O,O,X,O,O
LZTSIOJ,X,X,O,O,X,O,O
LZTSJIO,X,X,O,O,X,O,O
LZTSJOI,X,X,O,O,X,X,O
LZTSOIJ,X,X,O,O,X,O,O
LZTSOJI,X,X,O,O,X,O,O
LZTOIJS,X,X,O,O,X,O,O
LZTOISJ,X,X,O,O,X,O,O
LZTOJIS,X,X,O,O,X,O,O
LZTOJSI,X,X,O,O,X,O,O
LZTOSIJ,X,X,O,O,X,O,O
LZTOSJI,X,X,O,O,X,O,O
LZITJSO,X,X,O,O,O,O,O
LZITJOS,X,X,O,O,O,O,O
LZITSJO,X,X,O,O,O,O,O
LZITSOJ,X,X,O,O,O,O,O
LZITOJS,X,X,O,O,O,O,O
LZITOSJ,X,X,O,O,O,O,O
LZIJTSO,X,X,O,O,O,O,X
LZIJTOS,X,X,O,O,O,O,X
LZIJSTO,X,O,X,X,X,X,X
LZIJSOT,X,O,X,O,X,X,X
LZIJOTS,X,X,O,O,O,O,X
LZIJOST,X,O,O,O,X,O,X
LZISTJO,X,O,X,X,X,O,X
LZISTOJ,X,O,X,X,X,O,X
LZISJTO,X,O,X,X,X,X,X
LZISJOT,X,O,X,O,X,X,X
LZISOTJ,X,O,X,X,X,X,X
LZISOJT,X,O,X,O,X,O,X
LZIOTJS,X,X,O,O,O,O,O
LZIOTSJ,X,X,X,O,O,O,O
LZIOJTS,X,X,O,O,O,O,X
LZIOJST,X,O,O,O,X,O,X
LZIOSTJ,X,O,X,X,X,X,X
LZIOSJT,X,O,O,O,X,O,X
LZJTISO,X,X,O,O,X,O,X
LZJTIOS,X,X,O,O,X,O,X
LZJTSIO,X,X,O,O,X,O,X
LZJTSOI,X,X,O,O,X,X,X
LZJTOIS,X,X,O,O,X,O,X
LZJTOSI,X,X,O,O,X,O,X
LZJITSO,X,X,O,O,O,O,X
LZJITOS,X,X,O,O,O,O,X
LZJISTO,X,O,X,X,X,X,X
LZJISOT,X,O,X,O,X,X,X
LZJIOTS,X,X,O,O,O,O,X
LZJIOST,X,O,O,O,X,O,X
LZJSTIO,X,O,X,O,X,X,X
LZJSTOI,X,O,X,O,X,X,X
LZJSITO,X,O,X,X,X,X,X
LZJSIOT,X,O,X,O,X,X,X
LZJSOTI,X,O,X,O,X,X,X
LZJSOIT,X,O,X,O,X,X,X
LZJOTIS,X,X,O,O,X,O,X
LZJOTSI,X,X,O,O,X,O,X
LZJOITS,X,X,O,O,O,O,X
LZJOIST,X,O,O,O,X,O,X
LZJOSTI,X,O,X,O,X,O,X
LZJOSIT,X,O,O,O,X,O,X
LZSTIJO,X,O,X,O,X,O,X
LZSTIOJ,X,O,X,O,X,O,X
LZSTJIO,X,O,X,O,X,O,X
LZSTJOI,X,O,X,O,X,X,X
LZSTOIJ,X,O,X,O,X,O,X
LZSTOJI,X,O,X,O,X,O,X
LZSITJO,X,O,X,X,X,O,X
LZSITOJ,X,O,X,X,X,O,X
LZSIJTO,X,O,X,X,X,X,X
LZSIJOT,X,O,X,O,X,X,X
LZSIOTJ,X,O,X,X,X,X,X
LZSIOJT,X,O,X,O,X,O,X
LZSJTIO,X,O,X,O,X,X,X
LZSJTOI,X,O,X,O,X,X,X
LZSJITO,X,O,X,X,X,X,X
LZSJIOT,X,O,X,O,X,X,X
LZSJOTI,X,O,X,O,X,X,X
LZSJOIT,X,O,X,O,X,X,X
LZSOTIJ,X,O,X,O,X,O,X
LZSOTJI,X,O,X,O,X,O,X
LZSOITJ,X,O,X,X,X,X,X
LZSOIJT,X,O,X,O,X,O,X
LZSOJTI,X,O,X,O,X,O,X
LZSOJIT,X,O,X,O,X,O,X
LZOTIJS,X,X,O,O,X,O,O
LZOTISJ,X,X,O,O,X,O,O
LZOTJIS,X,X,O,O,X,O,O
LZOTJSI,X,X,O,O,X,O,O
LZOTSIJ,X,X,O,O,X,O,O
LZOTSJI,X,X,O,O,X,O,O
LZOITJS,X,X,O,O,O,O,O
LZOITSJ,X,X,X,O,O,O,O
LZOIJTS,X,X,O,O,O,O,X
LZOIJST,X,O,O,O,X,O,X
LZOISTJ,X,O,X,X,X,X,X
LZOISJT,X,O,O,O,X,O,X
LZOJTIS,X,X,O,O,X,O,X
LZOJTSI,X,X,O,O,X,O,X
LZOJITS,X,X,O,O,O,O,X
LZOJIST,X,O,O,O,X,O,X
LZOJSTI,X,O,X,O,X,O,X
LZOJSIT,X,O,O,O,X,O,X
LZOSTIJ,X,O,X,O,X,O,X
LZOSTJI,X,O,X,O,X,O,X
LZOSITJ,X,O,X,X,X,X,X
LZOSIJT,X,O,O,O,X,O,X
LZOSJTI,X,O,X,O,X,O,X
LZOSJIT,X,O,O,O,X,O,X
LOTIJSZ,X,X,O,X,X,X,O
LOTIJZS,X,X,O,O,X,O,O
LOTISJZ,X,X,O,X,X,X,O
LOTISZJ,X,X,O,X,X,X,O
LOTIZJS,X,X,O,X,X,X,O
LOTIZSJ,X,X,O,X,X,X,O
LOTJISZ,X,X,O,X,X,X,O
LOTJIZS,X,X,O,O,X,O,O
LOTJSIZ,X,X,O,X,X,X,O
LOTJSZI,X,X,O,O,X,X,O
LOTJZIS,X,X,O,O,X,O,O
LOTJZSI,X,X,O,O,X,O,O
LOTSIJZ,X,X,O,X,X,X,O
LOTSIZJ,X,X,O,X,X,X,O
LOTSJIZ,X,X,O,X,X,X,O
LOTSJZI,X,X,O,O,X,X,O
LOTSZIJ,X,X,O,X,X,X,O
LOTSZJI,X,X,O,X,X,X,O
LOTZIJS,X,X,O,O,X,O,O
LOTZISJ,X,X,O,O,X,O,O
LOTZJIS,X,X,O,O,X,O,O
LOTZJSI,X,X,O,O,X,O,O
LOTZSIJ,X,X,O,O,X,O,O
LOTZSJI,X,X,O,O,X,O,O
LOITJSZ,X,X,O,X,O,X,O
LOITJZS,X,X,O,O,O,O,O
LOITSJZ,X,X,O,X,O,X,O
LOITSZJ,X,X,O,X,O,X,O
LOITZJS,X,X,O,X,O,X,O
LOITZSJ,X,X,O,X,O,X,O
LOIJTSZ,X,X,O,X,O,X,O
LOIJTZS,X,X,O,O,O,O,O
LOIJSTZ,O,X,X,X,X,X,X
LOIJSZT,O,O,O,O,X,O,X
LOIJZTS,X,X,O,O,O,O,X
LOIJZST,X,O,O,O,X,O,X
LOISTJZ,O,X,X,X,X,X,O
LOISTZJ,O,O,X,X,X,X,O
LOISJTZ,O,X,X,X,X,X,X
LOISJZT,O,O,O,O,X,O,X
LOISZTJ,O,O,X,X,X,X,X
LOISZJT,O,O,O,X,X,X,X
LOIZTJS,X,X,O,O,O,O,O
LOIZTSJ,X,X,X,O,O,O,O
LOIZJTS,X,X,O,O,O,O,X
LOIZJST,X,O,O,O,X,O,X
LOIZSTJ,X,O,X,X,X,X,X
LOIZSJT,X,O,O,O,X,O,X
LOJTISZ,X,X,O,X,X,X,O
LOJTIZS,X,X,O,O,X,O,O
LOJTSIZ,X,X,O,X,X,X,O
LOJTSZI,X,X,O,O,X,X,O
LOJTZIS,X,X,O,O,X,O,O
LOJTZSI,X,X,O,O,X,O,O
LOJITSZ,X,X,O,X,O,X,O
LOJITZS,X,X,O,O,O,O,O
LOJISTZ,O,X,X,X,X,X,X
LOJISZT,O,O,O,O,X,O,X
LOJIZTS,X,X,O,O,O,O,X
LOJIZST,X,O,O,O,X,O,X
LOJSTIZ,O,X,O,X,X,X,X
LOJSTZI,O,X,O,O,X,X,X
LOJSITZ,O,X,X,X,X,X,X
LOJSIZT,O,O,O,O,X,O,X
LOJSZTI,X,O,X,O,X,O,X
LOJSZIT,X,O,O,O,X,O,X
LOJZTIS,X,X,O,O,X,O,X
LOJZTSI,X,X,O,O,X,O,X
LOJZITS,X,X,O,O,O,O,X
LOJZIST,X,O,O,O,X,O,X
LOJZSTI,X,O,X,O,X,O,X
LOJZSIT,X,O,O,O,X,O,X
LOSTIJZ,O,X,O,X,X,X,O
LOSTIZJ,O,O,O,X,X,X,O
LOSTJIZ,O,X,O,X,X,X,O
LOSTJZI,O,X,O,O,X,X,O
LOSTZIJ,O,O,O,X,X,X,O
LOSTZJI,O,O,O,X,X,X,O
LOSITJZ,O,X,X,X,X,X,O
LOSITZJ,O,O,X,X,X,X,O
LOSIJTZ,O,X,X,X,X,X,X
LOSIJZT,O,O,O,O,X,O,X
LOSIZTJ,O,O,X,X,X,X,X
LOSIZJT,O,O,O,X,X,X,X
LOSJTIZ,O,X,O,X,X,X,X
LOSJTZI,O,X,O,O,X,X,X
LOSJITZ,O,X,X,X,X,X,X
LOSJIZT,O,O,O,O,X,O,X
LOSJZTI,X,O,X,O,X,O,X
LOSJZIT,X,O,O,O,X,O,X
LOSZTIJ,O,O,X,O,X,O,X
LOSZTJI,O,O,X,O,X,O,X
LOSZITJ,O,O,X,X,X,X,X
LOSZIJT,X,O,O,O,X,O,X
LOSZJTI,X,O,X,O,X,O,X
LOSZJIT,X,O,O,O,X,O,X
LOZTIJS,X,X,O,O,X,O,O
LOZTISJ,X,X,O,O,X,O,O
LOZTJIS,X,X,O,O,X,O,O
LOZTJSI,X,X,O,O,X,O,O
LOZTSIJ,X,X,O,O,X,O,O
LOZTSJI,X,X,O,O,X,O,O
LOZITJS,X,X,O,O,O,O,O
LOZITSJ,X,X,X,O,O,O,O
LOZIJTS,X,X,O,O,O,O,X
LOZIJST,X,O,O,O,X,O,X
LOZISTJ,X,O,X,X,X,X,X
LOZISJT,X,O,O,O,X,O,X
LOZJTIS,X,X,O,O,X,O,X
LOZJTSI,X,X,O,O,X,O,X
LOZJITS,X,X,O,O,O,O,X
LOZJIST,X,O,O,O,X,O,X
LOZJSTI,X,O,X,O,X,O,X
LOZJSIT,X,O,O,O,X,O,X
LOZSTIJ,X,O,X,O,X,O,X
LOZSTJI,X,O,X,O,X,O,X
LOZSITJ,X,O,X,X,X,X,X
LOZSIJT,X,O,O,O,X,O,X
LOZSJTI,X,O,X,O,X,O,X
LOZSJIT,X,O,O,O,X,O,X
JTILSZO,X,X,O,X,O,X,X
JTILSOZ,X,X,O,X,O,X,O
JTILZSO,X,X,O,O,O,X,X
JTILZOS,X,X,O,O,O,X,O
JTILOSZ,X,X,O,X,O,X,O
JTILOZS,X,X,O,O,O,X,O
JTISLZO,O,X,O,X,O,X,X
JTISLOZ,O,X,O,X,O,X,X
JTISZLO,O,O,O,X,O,X,X
JTISZOL,O,O,O,X,O,X,X
JTISOLZ,O,X,X,X,O,X,X
JTISOZL,O,O,X,X,O,X,X
JTIZLSO,X,X,X,O,O,X,O
JTIZLOS,X,X,X,O,O,X,O
JTIZSLO,X,O,X,O,O,X,X
JTIZSOL,X,O,X,X,O,X,X
JTIZOLS,X,X,X,O,O,X,O
JTIZOSL,X,O,X,X,O,X,X
JTIOLSZ,X,X,O,X,O,X,O
JTIOLZS,X,X,O,X,O,X,O
JTIOSLZ,O,X,X,X,O,X,X
JTIOSZL,O,O,X,X,O,X,X
JTIOZLS,X,X,O,X,O,X,O
JTIOZSL,X,O,O,X,O,X,X
JTLISZO,X,X,O,X,X,X,X
JTLISOZ,X,X,O,X,X,X,O
JTLIZSO,X,X,O,O,X,X,O
JTLIZOS,X,X,O,O,X,X,O
JTLIOSZ,X,X,O,X,X,X,O
JTLIOZS,X,X,O,O,X,X,O
JTLSIZO,X,X,O,X,X,X,X
JTLSIOZ,X,X,O,X,X,X,O
JTLSZIO,X,X,O,O,X,X,X
JTLSZOI,X,X,O,O,X,X,X
JTLSOIZ,X,X,O,X,X,X,O
JTLSOZI,X,X,O,O,X,X,O
JTLZISO,X,X,O,O,X,X,O
JTLZIOS,X,X,O,O,X,X,O
JTLZSIO,X,X,O,O,X,X,O
JTLZSOI,X,X,O,O,X,X,O
JTLZOIS,X,X,O,O,X,X,O
JTLZOSI,X,X,O,O,X,X,O
JTLOISZ,X,X,O,X,X,X,O
JTLOIZS,X,X,O,O,X,X,O
JTLOSIZ,X,X,O,X,X,X,O
JTLOSZI,X,X,O,O,X,X,O
JTLOZIS,X,X,O,O,X,X,O
JTLOZSI,X,X,O,O,X,X,O
JTSILZO,O,X,O,X,X,X,X
JTSILOZ,O,X,O,X,X,X,X
JTSIZLO,O,O,O,X,X,X,X
JTSIZOL,O,O,O,X,X,X,X
JTSIOLZ,O,X,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X
JTSLIZO,O,X,O,X,X,X,X
JTSLIOZ,O,X,O,X,X,X,O
JTSLZIO,O,X,O,O,X,X,X
JTSLZOI,O,X,O,O,X,X,X
JTSLOIZ,O,X,O,X,X,X,O
JTSLOZI,O,X,O,O,X,X,O
JTSZILO,O,O,O,O,X,X,X
JTSZIOL,O,O,O,X,X,X,X
JTSZLIO,O,O,O,O,X,X,O
JTSZLOI,O,O,O,O,X,X,O
JTSZOIL,O,O,O,X,X,X,X
JTSZOLI,O,O,O,X,X,X,O
JTSOILZ,O,X,O,X,X,X,X
JTSOIZL,O,O,O,X,X,X,X
JTSOLIZ,O,X,O,X,X,X,O
JTSOLZI,O,X,O,X,X,X,O
JTSOZIL,O,O,O,X,X,X,X
JTSOZLI,O,O,O,X,X,X,O
JTZILSO,X,X,X,O,O,X,O
JTZILOS,X,X,X,O,O,X,O
JTZISLO,X,O,X,O,O,X,X
JTZISOL,X,O,X,X,O,X,X
JTZIOLS,X,X,X,O,O,X,O
JTZIOSL,X,O,X,X,O,X,X
JTZLISO,X,X,O,O,X,X,O
JTZLIOS,X,X,O,O,X,X,O
JTZLSIO,X,X,O,O,X,X,O
JTZLSOI,X,X,O,O,X,X,O
JTZLOIS,X,X,O,O,X,X,O
JTZLOSI,X,X,O,O,X,X,O
JTZSILO,X,O,O,O,X,X,X
JTZSIOL,X,O,O,X,X,X,X
JTZSLIO,X,O,O,O,X,X,O
JTZSLOI,X,O,O,O,X,X,O
JTZSOIL,X,O,O,X,X,X,X
JTZSOLI,X,O,O,X,X,X,O
JTZOILS,X,X,O,O,O,X,O
JTZOISL,X,O,O,X,O,X,X
JTZOLIS,X,X,O,O,X,X,O
JTZOLSI,X,X,O,O,X,X,O
JTZOSIL,X,O,O,X,X,X,X
JTZOSLI,X,O,O,X,X,X,O
JTOILSZ,X,X,O,X,O,X,O
JTOILZS,X,X,O,X,O,X,O
JTOISLZ,O,X,X,X,O,X,X
JTOISZL,O,O,X,X,O,X,X
JTOIZLS,X,X,O,X,O,X,O
JTOIZSL,X,O,O,X,O,X,X
JTOLISZ,X,X,O,X,X,X,O
JTOLIZS,X,X,O,O,X,X,O
JTOLSIZ,X,X,O,X,X,X,O
JTOLSZI,X,X,O,O,X,X,O
JTOLZIS,X,X,O,O,X,X,O
JTOLZSI,X,X,O,O,X,X,O
JTOSILZ,O,X,X,X,X,X,X
JTOSIZL,O,O,X,X,X,X,X
JTOSLIZ,O,X,O,X,X,X,O
JTOSLZI,O,X,O,X,X,X,O
JTOSZIL,O,O,O,X,X,X,X
JTOSZLI,O,O,O,X,X,X,O
JTOZILS,X,X,O,O,O,X,O
JTOZISL,X,O,O,X,O,X,X
JTOZLIS,X,X,O,O,X,X,O
JTOZLSI,X,X,O,O,X,X,O
JTOZSIL,X,O,O,X,X,X,X
JTOZSLI,X,O,O,X,X,X,O
JITLSZO,X,X,O,X,O,X,X
JITLSOZ,X,X,O,X,O,X,X
JITLZSO,X,X,O,O,O,X,X
JITLZOS,X,X,O,O,O,X,X
JITLOSZ,X,X,O,X,O,X,X
JITLOZS,X,X,O,O,O,X,X
JITSLZO,O,X,O,X,O,X,X
JITSLOZ,O,X,O,X,O,X,X
JITSZLO,O,O,O,X,O,X,X
JITSZOL,O,O,O,X,O,X,X
JITSOLZ,O,X,X,X,O,X,X
JITSOZL,O,O,X,X,O,X,X
JITZLSO,X,X,X,O,O,X,X
JITZLOS,X,X,X,O,O,X,X
JITZSLO,X,O,X,O,O,X,X
JITZSOL,X,O,X,X,O,X,X
JITZOLS,X,X,X,O,O,X,X
JITZOSL,X,O,X,X,O,X,X
JITOLSZ,X,X,O,X,O,X,X
JITOLZS,X,X,O,X,O,X,X
JITOSLZ,O,X,X,X,O,X,X
JITOSZL,O,O,X,X,O,X,X
JITOZLS,X,X,O,X,O,X,X
JITOZSL,X,O,O,X,O,X,X
JILTSZO,X,X,O,X,O,X,X
JILTSOZ,X,X,O,X,O,X,X
JILTZSO,X,X,O,O,O,X,X
JILTZOS,X,X,O,O,O,X,X
JILTOSZ,X,X,O,X,O,X,X
JILTOZS,X,X,O,O,O,X,X
JILSTZO,O,X,O,X,X,X,X
JILSTOZ,O,X,O,X,X,X,X
JILSZTO,O,O,X,X,X,X,X
JILSZOT,O,O,X,X,X,X,X
JILSOTZ,O,X,X,X,X,X,X
JILSOZT,O,O,O,O,X,X,X
JILZTSO,X,X,O,O,O,X,X
JILZTOS,X,X,O,O,O,X,X
JILZSTO,X,O,X,X,X,X,X
JILZSOT,X,O,X,O,X,X,X
JILZOTS,X,X,O,O,O,X,X
JILZOST,X,O,O,O,X,X,X
JILOTSZ,X,X,O,X,O,X,X
JILOTZS,X,X,O,O,O,X,X
JILOSTZ,O,X,X,X,X,X,X
JILOSZT,O,O,O,O,X,X,X
JILOZTS,X,X,O,O,O,X,X
JILOZST,X,O,O,O,X,X,X
JISTLZO,O,X,X,X,O,X,X
JISTLOZ,O,X,X,X,O,X,X
JISTZLO,O,O,X,X,O,X,X
JISTZOL,O,O,X,X,O,X,X
JISTOLZ,O,X,X,X,O,X,X
JISTOZL,O,O,X,X,O,X,X
JISLTZO,O,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X
JISLZTO,O,O,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,X
JISLOTZ,O,X,X,X,X,X,X
JISLOZT,O,O,X,O,X,X,X
JISZTLO,O,O,X,X,O,X,X
JISZTOL,O,O,X,X,O,X,X
JISZLTO,O,O,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X
JISZOTL,O,O,X,X,O,X,X
JISZOLT,O,O,X,X,X,X,X
JISOTLZ,O,X,X,X,O,X,X
JISOTZL,O,O,X,X,O,X,X
JISOLTZ,O,X,X,X,X,X,X
JISOLZT,O,O,X,X,X,X,X
JISOZTL,O,O,X,X,O,X,X
JISOZLT,O,O,X,X,X,X,X
JIZTLSO,X,X,X,O,O,X,X
JIZTLOS,X,X,X,O,O,X,X
JIZTSLO,X,O,X,O,O,X,X
JIZTSOL,X,O,X,X,O,X,X
JIZTOLS,X,X,X,O,O,X,X
JIZTOSL,X,O,X,X,O,X,X
JIZLTSO,X,X,X,O,O,X,X
JIZLTOS,X,X,X,O,O,X,X
JIZLSTO,X,O,X,X,X,X,X
JIZLSOT,X,O,X,O,X,X,X
JIZLOTS,X,X,X,O,O,X,X
JIZLOST,X,O,X,O,X,X,X
JIZSTLO,O,O,X,X,O,X,X
JIZSTOL,O,O,X,X,O,X,X
JIZSLTO,O,O,X,X,X,X,X
JIZSLOT,O,O,X,O,X,X,X
JIZSOTL,O,O,X,X,O,X,X
JIZSOLT,O,O,X,X,X,X,X
JIZOTLS,X,X,X,X,O,X,X
JIZOTSL,X,O,X,X,O,X,X
JIZOLTS,X,X,X,O,O,X,X
JIZOLST,X,O,X,O,X,X,X
JIZOSTL,O,O,X,X,O,X,X
JIZOSLT,O,O,X,X,X,X,X
JIOTLSZ,X,X,O,X,O,X,X
JIOTLZS,X,X,O,X,O,X,X
JIOTSLZ,O,X,X,X,O,X,X
JIOTSZL,O,O,X,X,O,X,X
JIOTZLS,X,X,O,X,O,X,X
JIOTZSL,X,O,O,X,O,X,X
JIOLTSZ,X,X,O,X,O,X,X
JIOLTZS,X,X,O,O,O,X,X
JIOLSTZ,O,X,X,X,X,X,X
JIOLSZT,O,O,O,O,X,X,X
JIOLZTS,X,X,O,O,O,X,X
JIOLZST,X,O,O,O,X,X,X
JIOSTLZ,O,X,X,X,O,X,X
JIOSTZL,O,O,X,X,O,X,X
JIOSLTZ,O,X,X,X,X,X,X
JIOSLZT,O,O,X,X,X,X,X
JIOSZTL,O,O,X,X,O,X,X
JIOSZLT,O,O,X,X,X,X,X
JIOZTLS,X,X,O,X,O,X,X
JIOZTSL,X,O,X,X,O,X,X
JIOZLTS,X,X,O,X,O,X,X
JIOZLST,X,O,O,X,X,X,X
JIOZSTL,O,O,X,X,O,X,X
JIOZSLT,O,O,O,X,X,X,X
JLTISZO,X,X,O,X,X,X,X
JLTISOZ,X,X,O,X,X,X,O
JLTIZSO,X,X,O,O,X,X,O
JLTIZOS,X,X,O,O,X,X,O
JLTIOSZ,X,X,O,X,X,X,O
JLTIOZS,X,X,O,O,X,X,O
JLTSIZO,X,X,O,X,X,X,X
JLTSIOZ,X,X,O,X,X,X,O
JLTSZIO,X,X,O,O,X,X,X
JLTSZOI,X,X,O,O,X,X,X
JLTSOIZ,X,X,O,X,X,X,O
JLTSOZI,X,X,O,O,X,X,O
JLTZISO,X,X,O,O,X,X,O
JLTZIOS,X,X,O,O,X,X,O
JLTZSIO,X,X,O,O,X,X,O
JLTZSOI,X,X,O,O,X,X,O
JLTZOIS,X,X,O,O,X,X,O
JLTZOSI,X,X,O,O,X,X,O
JLTOISZ,X,X,O,X,X,X,O
JLTOIZS,X,X,O,O,X,X,O
JLTOSIZ,X,X,O,X,X,X,O
JLTOSZI,X,X,O,O,X,X,O
JLTOZIS,X,X,O,O,X,X,O
JLTOZSI,X,X,O,O,X,X,O
JLITSZO,X,X,O,X,O,X,X
JLITSOZ,X,X,O,X,O,X,O
JLITZSO,X,X,O,O,O,X,O
JLITZOS,X,X,O,O,O,X,O
JLITOSZ,X,X,O,X,O,X,O
JLITOZS,X,X,O,O,O,X,O
JLISTZO,O,X,O,X,X,X,X
JLISTOZ,O,X,O,X,X,X,X
JLISZTO,O,O,X,X,X,X,X
JLISZOT,O,O,X,X,X,X,X
JLISOTZ,O,X,X,X,X,X,X
JLISOZT,O,O,O,O,X,X,X
JLIZTSO,X,X,O,O,O,O,X
JLIZTOS,X,X,O,O,O,O,X
JLIZSTO,X,O,X,X,X,X,X
JLIZSOT,X,O,X,O,X,X,X
JLIZOTS,X,X,O,O,O,O,X
JLIZOST,X,O,O,O,X,O,X
JLIOTSZ,X,X,O,X,O,X,O
JLIOTZS,X,X,O,O,O,O,O
JLIOSTZ,O,X,X,X,X,X,X
JLIOSZT,O,O,O,O,X,O,X
JLIOZTS,X,X,O,O,O,O,X
JLIOZST,X,O,O,O,X,O,X
JLSTIZO,O,X,O,X,X,X,X
JLSTIOZ,O,X,O,X,X,X,X
JLSTZIO,O,X,O,O,X,X,X
JLSTZOI,O,X,O,O,X,X,X
