sequence,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFxbB0dB6jB/?qBFmBmqB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhF0bBxdBKlBG?jBFmBXrB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFXcBxdBKlBG?jBFmB0qB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFxbB0dB6jBl?gB2qBXrB,v115@ChB8CeB8DeC8AeB8CeH8BeE8Je2/IvhFXcB0dB6jBx?lBFlBzqB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFZgB0dB6jBX?mBuqBFrB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhFFcB0dB6jBx?lBmqB/qB,v115@ChB8CeB8DeC8AeB8CeH8BeE8JeT6IvhF1gB0dB6jBx?lB2qBXrB
LIOJTZS,X,O,O,O,O,X,O,X
LIOJSTZ,X,O,O,O,O,O,O,X
LIOJSZT,X,O,X,O,O,O,O,X
LIOJZTS,X,O,O,O,O,X,O,X
LIOJZST,O,O,X,O,O,O,O,X
LIOSTJZ,O,X,X,X,O,O,X,X
LIOSTZJ,O,X,X,X,O,O,X,X
LIOSJTZ,X,X,X,X,O,O,O,X
LIOSJZT,O,X,X,X,O,O,O,X
LIOSZTJ,O,X,X,X,O,O,X,X
LIOSZJT,O,X,X,O,O,O,O,X
LIOZTJS,X,X,X,O,O,X,O,O
LIOZTSJ,O,X,X,X,O,O,X,O
LIOZJTS,X,O,X,O,O,X,O,X
LIOZJST,O,O,X,O,O,O,O,X
LIOZSTJ,O,X,X,X,O,O,X,X
LIOZSJT,O,X,X,O,O,O,O,X
LJTISZO,X,O,O,O,O,X,O,X
LJTISOZ,X,O,O,O,X,X,O,X
LJTIZSO,X,O,O,O,O,X,O,X
LJTIZOS,X,O,O,O,O,X,O,X
LJTIOSZ,X,O,O,O,O,X,O,X
LJTIOZS,X,O,O,O,O,X,O,X
LJTSIZO,X,O,O,O,X,X,X,X
LJTSIOZ,X,O,O,O,X,X,X,X
LJTSZIO,X,O,O,O,O,X,X,X
LJTSZOI,X,O,O,O,O,X,X,X
LJTSOIZ,X,O,O,O,X,X,X,X
LJTSOZI,X,O,O,O,X,X,X,X
LJTZISO,X,O,O,O,O,X,O,X
LJTZIOS,X,O,O,O,O,X,O,X
LJTZSIO,X,O,O,O,O,X,X,X
LJTZSOI,X,O,O,O,O,X,X,X
LJTZOIS,X,O,O,O,X,X,O,X
LJTZOSI,X,O,O,O,O,X,X,X
LJTOISZ,X,O,O,O,X,X,O,X
LJTOIZS,X,O,O,O,X,X,O,X
LJTOSIZ,X,O,O,O,X,X,X,X
LJTOSZI,X,O,O,O,O,X,X,X
LJTOZIS,X,O,O,O,X,X,O,X
LJTOZSI,X,O,O,O,O,X,X,X
LJITSZO,X,O,O,O,O,X,O,X
LJITSOZ,X,O,O,O,X,X,O,X
LJITZSO,X,O,O,O,O,X,O,X
LJITZOS,X,O,O,O,O,X,O,X
LJITOSZ,X,O,O,O,O,X,O,X
LJITOZS,X,O,O,O,O,X,O,X
LJISTZO,X,O,O,O,O,O,O,X
LJISTOZ,X,O,O,O,X,O,O,X
LJISZTO,X,X,X,O,O,O,O,X
LJISZOT,X,O,X,O,O,O,O,X
LJISOTZ,X,O,O,O,O,O,O,X
LJISOZT,X,O,X,O,O,O,O,X
LJIZTSO,X,O,O,O,O,X,O,X
LJIZTOS,X,O,O,O,O,X,O,X
LJIZSTO,X,X,X,O,O,O,O,X
LJIZSOT,X,O,X,O,O,O,O,X
LJIZOTS,X,O,O,O,O,X,O,X
LJIZOST,O,O,X,O,O,O,O,X
LJIOTSZ,X,O,O,O,O,X,O,X
LJIOTZS,X,O,O,O,O,X,O,X
LJIOSTZ,X,O,O,O,O,O,O,X
LJIOSZT,X,O,X,O,O,O,O,X
LJIOZTS,X,O,O,O,O,X,O,X
LJIOZST,O,O,X,O,O,O,O,X
LJSTIZO,O,O,O,O,X,X,X,X
LJSTIOZ,O,O,O,O,X,X,X,X
LJSTZIO,O,O,O,O,O,X,X,X
LJSTZOI,O,O,O,O,O,X,X,X
LJSTOIZ,O,O,O,O,X,X,X,X
LJSTOZI,O,O,O,O,X,X,X,X
LJSITZO,X,O,O,O,O,O,O,X
LJSITOZ,X,O,O,O,X,O,O,X
LJSIZTO,X,X,X,O,O,O,O,X
LJSIZOT,O,O,X,O,O,O,O,X
LJSIOTZ,X,O,O,O,O,O,O,X
LJSIOZT,O,O,X,O,O,O,O,X
LJSZTIO,O,X,X,O,O,X,X,X
LJSZTOI,O,X,X,O,O,X,X,X
LJSZITO,X,X,X,O,O,O,O,X
LJSZIOT,O,O,X,O,O,O,O,X
LJSZOTI,O,O,X,O,O,X,X,X
LJSZOIT,O,O,X,O,O,O,O,X
LJSOTIZ,O,O,O,O,X,X,X,X
LJSOTZI,O,O,O,O,O,X,X,X
LJSOITZ,X,O,O,O,X,O,O,X
LJSOIZT,O,O,X,O,O,O,O,X
LJSOZTI,O,O,X,O,O,X,X,X
LJSOZIT,O,O,X,O,O,O,O,X
LJZTISO,X,O,O,O,O,X,O,X
LJZTIOS,X,O,O,O,O,X,O,X
LJZTSIO,X,O,O,O,O,X,X,X
LJZTSOI,X,O,O,O,O,X,X,X
LJZTOIS,X,O,O,O,X,X,O,X
LJZTOSI,X,O,O,O,O,X,X,X
LJZITSO,X,O,O,O,O,X,O,X
LJZITOS,X,O,O,O,O,X,O,X
LJZISTO,X,X,X,O,O,O,O,X
LJZISOT,X,O,X,O,O,O,O,X
LJZIOTS,X,O,O,O,O,X,O,X
LJZIOST,O,O,X,O,O,O,O,X
LJZSTIO,O,X,X,O,O,X,X,X
LJZSTOI,O,X,X,O,O,X,X,X
LJZSITO,X,X,X,O,O,O,O,X
LJZSIOT,O,O,X,O,O,O,O,X
LJZSOTI,O,O,X,O,O,X,X,X
LJZSOIT,O,O,X,O,O,O,O,X
LJZOTIS,X,O,O,O,X,X,O,X
LJZOTSI,X,O,O,O,O,X,X,X
LJZOITS,X,O,O,O,O,X,O,X
LJZOIST,O,O,X,O,O,O,O,X
LJZOSTI,O,O,X,O,O,X,X,X
LJZOSIT,O,O,X,O,O,O,O,X
LJOTISZ,X,O,O,O,X,X,O,X
LJOTIZS,X,O,O,O,X,X,O,X
LJOTSIZ,X,O,O,O,X,X,X,X
LJOTSZI,X,O,O,O,O,X,X,X
LJOTZIS,X,O,O,O,X,X,O,X
LJOTZSI,X,O,O,O,O,X,X,X
LJOITSZ,X,O,O,O,O,X,O,X
LJOITZS,X,O,O,O,O,X,O,X
LJOISTZ,X,O,O,O,O,O,O,X
LJOISZT,X,O,X,O,O,O,O,X
LJOIZTS,X,O,O,O,O,X,O,X
LJOIZST,O,O,X,O,O,O,O,X
LJOSTIZ,O,O,O,O,X,X,X,X
LJOSTZI,O,O,O,O,O,X,X,X
LJOSITZ,X,O,O,O,O,O,O,X
LJOSIZT,O,O,X,O,O,O,O,X
LJOSZTI,O,O,X,O,O,X,X,X
LJOSZIT,O,O,X,O,O,O,O,X
LJOZTIS,X,O,O,O,X,X,O,X
LJOZTSI,X,O,O,O,O,X,X,X
LJOZITS,X,O,O,O,O,X,O,X
LJOZIST,O,O,X,O,O,O,O,X
LJOZSTI,O,O,X,O,O,X,X,X
LJOZSIT,O,O,X,O,O,O,O,X
LSTIJZO,O,X,O,X,O,O,X,X
LSTIJOZ,O,X,O,X,X,O,X,X
LSTIZJO,O,X,X,X,O,O,X,X
LSTIZOJ,O,X,X,X,X,O,X,X
LSTIOJZ,O,X,O,X,X,O,X,X
LSTIOZJ,O,X,X,X,X,O,X,X
LSTJIZO,O,O,O,X,X,X,X,X
LSTJIOZ,O,O,O,X,X,X,X,X
LSTJZIO,O,O,O,X,O,X,X,X
LSTJZOI,O,O,O,X,O,X,X,X
LSTJOIZ,O,O,O,X,X,X,X,X
LSTJOZI,O,O,O,X,X,X,X,X
LSTZIJO,O,X,X,X,O,O,X,X
LSTZIOJ,O,X,X,X,X,O,X,X
LSTZJIO,O,O,O,X,O,X,X,X
LSTZJOI,O,O,O,X,O,X,X,X
LSTZOIJ,O,X,X,X,X,O,X,X
LSTZOJI,O,O,O,X,X,X,X,X
LSTOIJZ,O,X,O,X,X,O,X,X
LSTOIZJ,O,X,X,X,X,O,X,X
LSTOJIZ,O,O,O,X,X,X,X,X
LSTOJZI,O,O,O,X,X,X,X,X
LSTOZIJ,O,X,X,X,X,O,X,X
LSTOZJI,O,O,O,X,X,X,X,X
LSITJZO,O,X,X,X,O,O,X,X
LSITJOZ,O,X,X,X,X,O,X,X
LSITZJO,O,X,X,X,O,O,X,X
LSITZOJ,O,X,X,X,X,O,X,X
LSITOJZ,O,X,X,X,X,O,X,X
LSITOZJ,O,X,X,X,X,O,X,X
LSIJTZO,X,X,X,X,O,O,O,X
LSIJTOZ,X,X,X,X,X,O,O,X
LSIJZTO,X,X,X,X,O,O,O,X
LSIJZOT,O,X,X,O,O,O,O,X
LSIJOTZ,X,X,X,X,O,O,O,X
LSIJOZT,O,X,X,O,O,O,O,X
LSIZTJO,O,X,X,X,O,O,X,X
LSIZTOJ,O,X,X,X,X,O,X,X
LSIZJTO,X,X,X,X,O,O,O,X
LSIZJOT,O,X,X,O,O,O,O,X
LSIZOTJ,O,X,X,X,O,O,X,X
LSIZOJT,O,X,X,O,O,O,O,X
LSIOTJZ,O,X,X,X,O,O,X,X
LSIOTZJ,O,X,X,X,O,O,X,X
LSIOJTZ,X,X,X,X,O,O,O,X
LSIOJZT,O,X,X,X,O,O,O,X
LSIOZTJ,O,X,X,X,O,O,X,X
LSIOZJT,O,X,X,O,O,O,O,X
LSJTIZO,O,O,O,O,X,X,X,X
LSJTIOZ,O,O,O,O,X,X,X,X
LSJTZIO,O,O,O,O,O,X,X,X
LSJTZOI,O,O,O,O,O,X,X,X
LSJTOIZ,O,O,O,O,X,X,X,X
LSJTOZI,O,O,O,O,X,X,X,X
LSJITZO,X,O,O,O,O,O,O,X
LSJITOZ,X,O,O,O,X,O,O,X
LSJIZTO,X,X,X,O,O,O,O,X
LSJIZOT,O,O,X,O,O,O,O,X
LSJIOTZ,X,O,O,O,O,O,O,X
LSJIOZT,O,O,X,O,O,O,O,X
LSJZTIO,O,X,X,O,O,X,X,X
LSJZTOI,O,X,X,O,O,X,X,X
LSJZITO,X,X,X,O,O,O,O,X
LSJZIOT,O,O,X,O,O,O,O,X
LSJZOTI,O,O,X,O,O,X,X,X
LSJZOIT,O,O,X,O,O,O,O,X
LSJOTIZ,O,O,O,O,X,X,X,X
LSJOTZI,O,O,O,O,O,X,X,X
LSJOITZ,X,O,O,O,X,O,O,X
LSJOIZT,O,O,X,O,O,O,O,X
LSJOZTI,O,O,X,O,O,X,X,X
LSJOZIT,O,O,X,O,O,O,O,X
LSZTIJO,O,X,X,X,O,O,X,X
LSZTIOJ,O,X,X,X,X,O,X,X
LSZTJIO,O,X,X,X,O,X,X,X
LSZTJOI,O,X,X,X,O,X,X,X
LSZTOIJ,O,X,X,X,X,O,X,X
LSZTOJI,O,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,O,O,X,X
LSZITOJ,O,X,X,X,X,O,X,X
LSZIJTO,X,X,X,X,O,O,O,X
LSZIJOT,O,X,X,O,O,O,O,X
LSZIOTJ,O,X,X,X,O,O,X,X
LSZIOJT,O,X,X,O,O,O,O,X
LSZJTIO,O,X,X,O,O,X,X,X
LSZJTOI,O,X,X,O,O,X,X,X
LSZJITO,X,X,X,O,O,O,O,X
LSZJIOT,O,O,X,O,O,O,O,X
LSZJOTI,O,O,X,O,O,X,X,X
LSZJOIT,O,O,X,O,O,O,O,X
LSZOTIJ,O,X,X,X,O,O,X,X
LSZOTJI,O,X,X,X,O,X,X,X
LSZOITJ,O,X,X,X,O,O,X,X
LSZOIJT,O,X,X,O,O,O,O,X
LSZOJTI,O,O,X,O,O,X,X,X
LSZOJIT,O,O,X,O,O,O,O,X
LSOTIJZ,O,X,O,X,O,O,X,X
LSOTIZJ,O,X,X,X,O,O,X,X
LSOTJIZ,O,O,O,X,X,X,X,X
LSOTJZI,O,O,O,X,O,X,X,X
LSOTZIJ,O,X,X,X,O,O,X,X
LSOTZJI,O,O,O,X,O,X,X,X
LSOITJZ,O,X,X,X,O,O,X,X
LSOITZJ,O,X,X,X,O,O,X,X
LSOIJTZ,X,X,X,X,O,O,O,X
LSOIJZT,O,X,X,X,O,O,O,X
LSOIZTJ,O,X,X,X,O,O,X,X
LSOIZJT,O,X,X,O,O,O,O,X
LSOJTIZ,O,O,O,O,X,X,X,X
LSOJTZI,O,O,O,O,O,X,X,X
LSOJITZ,X,O,O,O,O,O,O,X
LSOJIZT,O,O,X,O,O,O,O,X
LSOJZTI,O,O,X,O,O,X,X,X
LSOJZIT,O,O,X,O,O,O,O,X
LSOZTIJ,O,X,X,X,O,O,X,X
LSOZTJI,O,X,X,X,O,X,X,X
LSOZITJ,O,X,X,X,O,O,X,X
LSOZIJT,O,X,X,O,O,O,O,X
LSOZJTI,O,O,X,O,O,X,X,X
LSOZJIT,O,O,X,O,O,O,O,X
LZTIJSO,X,O,X,X,O,X,O,X
LZTIJOS,X,O,X,O,O,X,O,X
LZTISJO,X,X,X,X,O,O,X,X
LZTISOJ,X,X,X,X,X,O,X,X
LZTIOJS,X,O,X,O,O,X,O,X
LZTIOSJ,O,X,X,X,O,O,X,X
LZTJISO,X,O,O,O,O,X,O,X
LZTJIOS,X,O,O,O,O,X,O,X
LZTJSIO,X,O,O,O,O,X,X,X
LZTJSOI,X,O,O,O,O,X,X,X
LZTJOIS,X,O,O,O,X,X,O,X
LZTJOSI,X,O,O,O,O,X,X,X
LZTSIJO,O,X,X,X,O,O,X,X
LZTSIOJ,O,X,X,X,X,O,X,X
LZTSJIO,O,O,O,X,O,X,X,X
LZTSJOI,O,O,O,X,O,X,X,X
LZTSOIJ,O,X,X,X,X,O,X,X
LZTSOJI,O,O,O,X,X,X,X,X
LZTOIJS,X,O,X,O,O,X,O,X
LZTOISJ,O,X,X,X,O,O,X,X
LZTOJIS,X,O,O,O,X,X,O,X
LZTOJSI,X,O,O,O,O,X,X,X
LZTOSIJ,O,X,X,X,O,O,X,X
LZTOSJI,O,O,O,X,O,X,X,X
LZITJSO,X,X,X,X,O,X,O,X
LZITJOS,X,X,X,O,O,X,O,O
LZITSJO,X,X,X,X,O,O,X,X
LZITSOJ,X,X,X,X,X,O,X,O
LZITOJS,X,X,X,O,O,X,O,O
LZITOSJ,O,X,X,X,O,O,X,O
LZIJTSO,X,X,X,O,O,X,O,X
LZIJTOS,X,O,X,O,O,X,O,X
LZIJSTO,X,X,X,O,O,O,O,X
LZIJSOT,X,O,X,O,O,O,O,X
LZIJOTS,X,O,X,O,O,X,O,X
LZIJOST,O,O,X,O,O,O,O,X
LZISTJO,O,X,X,X,O,O,X,X
LZISTOJ,O,X,X,X,X,O,X,X
LZISJTO,X,X,X,X,O,O,O,X
LZISJOT,O,X,X,O,O,O,O,X
LZISOTJ,O,X,X,X,O,O,X,X
LZISOJT,O,X,X,O,O,O,O,X
LZIOTJS,X,X,X,O,O,X,O,O
LZIOTSJ,O,X,X,X,O,O,X,O
LZIOJTS,X,O,X,O,O,X,O,X
LZIOJST,O,O,X,O,O,O,O,X
LZIOSTJ,O,X,X,X,O,O,X,X
LZIOSJT,O,X,X,O,O,O,O,X
LZJTISO,X,O,O,O,O,X,O,X
LZJTIOS,X,O,O,O,O,X,O,X
LZJTSIO,X,O,O,O,O,X,X,X
LZJTSOI,X,O,O,O,O,X,X,X
LZJTOIS,X,O,O,O,X,X,O,X
LZJTOSI,X,O,O,O,O,X,X,X
LZJITSO,X,O,O,O,O,X,O,X
LZJITOS,X,O,O,O,O,X,O,X
LZJISTO,X,X,X,O,O,O,O,X
LZJISOT,X,O,X,O,O,O,O,X
LZJIOTS,X,O,O,O,O,X,O,X
LZJIOST,O,O,X,O,O,O,O,X
LZJSTIO,O,X,X,O,O,X,X,X
LZJSTOI,O,X,X,O,O,X,X,X
LZJSITO,X,X,X,O,O,O,O,X
LZJSIOT,O,O,X,O,O,O,O,X
LZJSOTI,O,O,X,O,O,X,X,X
LZJSOIT,O,O,X,O,O,O,O,X
LZJOTIS,X,O,O,O,X,X,O,X
LZJOTSI,X,O,O,O,O,X,X,X
LZJOITS,X,O,O,O,O,X,O,X
LZJOIST,O,O,X,O,O,O,O,X
LZJOSTI,O,O,X,O,O,X,X,X
LZJOSIT,O,O,X,O,O,O,O,X
LZSTIJO,O,X,X,X,O,O,X,X
LZSTIOJ,O,X,X,X,X,O,X,X
LZSTJIO,O,X,X,X,O,X,X,X
LZSTJOI,O,X,X,X,O,X,X,X
LZSTOIJ,O,X,X,X,X,O,X,X
LZSTOJI,O,X,X,X,X,X,X,X
LZSITJO,O,X,X,X,O,O,X,X
LZSITOJ,O,X,X,X,X,O,X,X
LZSIJTO,X,X,X,X,O,O,O,X
LZSIJOT,O,X,X,O,O,O,O,X
LZSIOTJ,O,X,X,X,O,O,X,X
LZSIOJT,O,X,X,O,O,O,O,X
LZSJTIO,O,X,X,O,O,X,X,X
LZSJTOI,O,X,X,O,O,X,X,X
LZSJITO,X,X,X,O,O,O,O,X
LZSJIOT,O,O,X,O,O,O,O,X
LZSJOTI,O,O,X,O,O,X,X,X
LZSJOIT,O,O,X,O,O,O,O,X
LZSOTIJ,O,X,X,X,O,O,X,X
LZSOTJI,O,X,X,X,O,X,X,X
LZSOITJ,O,X,X,X,O,O,X,X
LZSOIJT,O,X,X,O,O,O,O,X
LZSOJTI,O,O,X,O,O,X,X,X
LZSOJIT,O,O,X,O,O,O,O,X
LZOTIJS,X,O,X,O,O,X,O,X
LZOTISJ,O,X,X,X,O,O,X,X
LZOTJIS,X,O,O,O,X,X,O,X
LZOTJSI,X,O,O,O,O,X,X,X
LZOTSIJ,O,X,X,X,O,O,X,X
LZOTSJI,O,O,O,X,O,X,X,X
LZOITJS,X,X,X,O,O,X,O,O
LZOITSJ,O,X,X,X,O,O,X,O
LZOIJTS,X,O,X,O,O,X,O,X
LZOIJST,O,O,X,O,O,O,O,X
LZOISTJ,O,X,X,X,O,O,X,X
LZOISJT,O,X,X,O,O,O,O,X
LZOJTIS,X,O,O,O,X,X,O,X
LZOJTSI,X,O,O,O,O,X,X,X
LZOJITS,X,O,O,O,O,X,O,X
LZOJIST,O,O,X,O,O,O,O,X
LZOJSTI,O,O,X,O,O,X,X,X
LZOJSIT,O,O,X,O,O,O,O,X
LZOSTIJ,O,X,X,X,O,O,X,X
LZOSTJI,O,X,X,X,O,X,X,X
LZOSITJ,O,X,X,X,O,O,X,X
LZOSIJT,O,X,X,O,O,O,O,X
LZOSJTI,O,O,X,O,O,X,X,X
LZOSJIT,O,O,X,O,O,O,O,X
LOTIJSZ,X,O,O,X,O,X,O,X
LOTIJZS,X,O,O,X,O,X,O,X
LOTISJZ,X,X,O,X,O,O,X,X
LOTISZJ,X,X,X,X,O,O,X,X
LOTIZJS,X,O,X,O,O,X,O,X
LOTIZSJ,O,X,X,X,O,O,X,X
LOTJISZ,X,O,O,O,X,X,O,X
LOTJIZS,X,O,O,O,X,X,O,X
LOTJSIZ,X,O,O,O,X,X,X,X
LOTJSZI,X,O,O,O,O,X,X,X
LOTJZIS,X,O,O,O,X,X,O,X
LOTJZSI,X,O,O,O,O,X,X,X
LOTSIJZ,O,X,O,X,O,O,X,X
LOTSIZJ,O,X,X,X,O,O,X,X
LOTSJIZ,O,O,O,X,X,X,X,X
LOTSJZI,O,O,O,X,O,X,X,X
LOTSZIJ,O,X,X,X,O,O,X,X
LOTSZJI,O,O,O,X,O,X,X,X
LOTZIJS,X,O,X,O,O,X,O,X
LOTZISJ,O,X,X,X,O,O,X,X
LOTZJIS,X,O,O,O,X,X,O,X
LOTZJSI,X,O,O,O,O,X,X,X
LOTZSIJ,O,X,X,X,O,O,X,X
LOTZSJI,O,O,O,X,O,X,X,X
LOITJSZ,X,O,O,X,O,X,O,X
LOITJZS,X,O,O,X,O,X,O,O
LOITSJZ,X,X,O,X,O,O,X,X
LOITSZJ,X,X,X,X,O,O,X,O
LOITZJS,X,O,X,O,O,X,O,O
LOITZSJ,O,X,X,X,O,O,X,O
LOIJTSZ,X,O,O,O,O,X,O,X
LOIJTZS,X,O,O,O,O,X,O,X
LOIJSTZ,X,O,O,O,O,O,O,X
LOIJSZT,X,O,X,O,O,O,O,X
LOIJZTS,X,O,O,O,O,X,O,X
LOIJZST,O,O,X,O,O,O,O,X
LOISTJZ,O,X,X,X,O,O,X,X
LOISTZJ,O,X,X,X,O,O,X,X
LOISJTZ,X,X,X,X,O,O,O,X
LOISJZT,O,X,X,X,O,O,O,X
LOISZTJ,O,X,X,X,O,O,X,X
LOISZJT,O,X,X,O,O,O,O,X
LOIZTJS,X,X,X,O,O,X,O,O
LOIZTSJ,O,X,X,X,O,O,X,O
LOIZJTS,X,O,X,O,O,X,O,X
LOIZJST,O,O,X,O,O,O,O,X
LOIZSTJ,O,X,X,X,O,O,X,X
LOIZSJT,O,X,X,O,O,O,O,X
LOJTISZ,X,O,O,O,X,X,O,X
LOJTIZS,X,O,O,O,X,X,O,X
LOJTSIZ,X,O,O,O,X,X,X,X
LOJTSZI,X,O,O,O,O,X,X,X
LOJTZIS,X,O,O,O,X,X,O,X
LOJTZSI,X,O,O,O,O,X,X,X
LOJITSZ,X,O,O,O,O,X,O,X
LOJITZS,X,O,O,O,O,X,O,X
LOJISTZ,X,O,O,O,O,O,O,X
LOJISZT,X,O,X,O,O,O,O,X
LOJIZTS,X,O,O,O,O,X,O,X
LOJIZST,O,O,X,O,O,O,O,X
LOJSTIZ,O,O,O,O,X,X,X,X
LOJSTZI,O,O,O,O,O,X,X,X
LOJSITZ,X,O,O,O,O,O,O,X
LOJSIZT,O,O,X,O,O,O,O,X
LOJSZTI,O,O,X,O,O,X,X,X
LOJSZIT,O,O,X,O,O,O,O,X
LOJZTIS,X,O,O,O,X,X,O,X
LOJZTSI,X,O,O,O,O,X,X,X
LOJZITS,X,O,O,O,O,X,O,X
LOJZIST,O,O,X,O,O,O,O,X
LOJZSTI,O,O,X,O,O,X,X,X
LOJZSIT,O,O,X,O,O,O,O,X
LOSTIJZ,O,X,O,X,O,O,X,X
LOSTIZJ,O,X,X,X,O,O,X,X
LOSTJIZ,O,O,O,X,X,X,X,X
LOSTJZI,O,O,O,X,O,X,X,X
LOSTZIJ,O,X,X,X,O,O,X,X
LOSTZJI,O,O,O,X,O,X,X,X
LOSITJZ,O,X,X,X,O,O,X,X
LOSITZJ,O,X,X,X,O,O,X,X
LOSIJTZ,X,X,X,X,O,O,O,X
LOSIJZT,O,X,X,X,O,O,O,X
LOSIZTJ,O,X,X,X,O,O,X,X
LOSIZJT,O,X,X,O,O,O,O,X
LOSJTIZ,O,O,O,O,X,X,X,X
LOSJTZI,O,O,O,O,O,X,X,X
LOSJITZ,X,O,O,O,O,O,O,X
LOSJIZT,O,O,X,O,O,O,O,X
LOSJZTI,O,O,X,O,O,X,X,X
LOSJZIT,O,O,X,O,O,O,O,X
LOSZTIJ,O,X,X,X,O,O,X,X
LOSZTJI,O,X,X,X,O,X,X,X
LOSZITJ,O,X,X,X,O,O,X,X
LOSZIJT,O,X,X,O,O,O,O,X
LOSZJTI,O,O,X,O,O,X,X,X
LOSZJIT,O,O,X,O,O,O,O,X
LOZTIJS,X,O,X,O,O,X,O,X
LOZTISJ,O,X,X,X,O,O,X,X
LOZTJIS,X,O,O,O,X,X,O,X
LOZTJSI,X,O,O,O,O,X,X,X
LOZTSIJ,O,X,X,X,O,O,X,X
LOZTSJI,O,O,O,X,O,X,X,X
LOZITJS,X,X,X,O,O,X,O,O
LOZITSJ,O,X,X,X,O,O,X,O
LOZIJTS,X,O,X,O,O,X,O,X
LOZIJST,O,O,X,O,O,O,O,X
LOZISTJ,O,X,X,X,O,O,X,X
LOZISJT,O,X,X,O,O,O,O,X
LOZJTIS,X,O,O,O,X,X,O,X
LOZJTSI,X,O,O,O,O,X,X,X
LOZJITS,X,O,O,O,O,X,O,X
LOZJIST,O,O,X,O,O,O,O,X
LOZJSTI,O,O,X,O,O,X,X,X
LOZJSIT,O,O,X,O,O,O,O,X
LOZSTIJ,O,X,X,X,O,O,X,X
LOZSTJI,O,X,X,X,O,X,X,X
LOZSITJ,O,X,X,X,O,O,X,X
LOZSIJT,O,X,X,O,O,O,O,X
LOZSJTI,O,O,X,O,O,X,X,X
LOZSJIT,O,O,X,O,O,O,O,X
JTILSZO,X,O,O,O,O,X,O,X
JTILSOZ,X,O,O,O,X,X,O,X
JTILZSO,X,O,O,O,O,X,O,X
JTILZOS,X,O,O,O,O,X,O,X
JTILOSZ,X,O,O,O,O,X,O,X
JTILOZS,X,O,O,O,O,X,O,X
JTISLZO,X,O,O,O,O,X,X,X
JTISLOZ,X,O,O,O,X,X,X,X
JTISZLO,X,X,O,O,O,X,X,X
JTISZOL,X,X,X,O,X,X,X,X
JTISOLZ,X,X,O,O,X,X,X,X
JTISOZL,X,X,X,O,X,X,X,X
JTIZLSO,X,O,O,O,O,X,O,X
JTIZLOS,X,O,O,O,O,X,O,X
JTIZSLO,X,X,O,O,O,X,X,X
JTIZSOL,X,X,X,O,X,X,X,X
JTIZOLS,X,X,X,O,X,X,O,X
JTIZOSL,X,X,X,O,X,X,X,X
JTIOLSZ,X,O,O,O,X,X,O,X
JTIOLZS,X,O,O,O,X,X,O,X
JTIOSLZ,X,X,O,O,X,X,X,X
JTIOSZL,X,X,X,O,X,X,X,X
JTIOZLS,X,X,X,O,X,X,O,X
JTIOZSL,X,X,X,O,X,X,X,X
JTLISZO,X,O,O,O,O,X,O,X
JTLISOZ,X,O,O,O,X,X,O,X
JTLIZSO,X,O,O,O,O,X,O,X
JTLIZOS,X,O,O,O,O,X,O,X
JTLIOSZ,X,O,O,O,O,X,O,X
JTLIOZS,X,O,O,O,O,X,O,X
JTLSIZO,X,O,O,O,X,X,X,X
JTLSIOZ,X,O,O,O,X,X,X,X
JTLSZIO,X,O,O,O,O,X,X,X
JTLSZOI,X,O,O,O,O,X,X,X
JTLSOIZ,X,O,O,O,X,X,X,X
JTLSOZI,X,O,O,O,X,X,X,X
JTLZISO,X,O,O,O,O,X,O,X
JTLZIOS,X,O,O,O,O,X,O,X
JTLZSIO,X,O,O,O,O,X,X,X
JTLZSOI,X,O,O,O,O,X,X,X
JTLZOIS,X,O,O,O,X,X,O,X
JTLZOSI,X,O,O,O,O,X,X,X
JTLOISZ,X,O,O,O,X,X,O,X
JTLOIZS,X,O,O,O,X,X,O,X
JTLOSIZ,X,O,O,O,X,X,X,X
JTLOSZI,X,O,O,O,O,X,X,X
JTLOZIS,X,O,O,O,X,X,O,X
JTLOZSI,X,O,O,O,O,X,X,X
JTSILZO,X,O,O,O,X,X,X,X
JTSILOZ,X,O,O,O,X,X,X,X
JTSIZLO,X,X,O,O,X,X,X,X
JTSIZOL,X,X,X,O,X,X,X,X
JTSIOLZ,X,X,O,O,X,X,X,X
JTSIOZL,X,X,X,O,X,X,X,X
JTSLIZO,X,O,O,O,X,X,X,X
JTSLIOZ,X,O,O,O,X,X,X,X
JTSLZIO,X,O,O,O,O,X,X,X
JTSLZOI,X,O,O,O,O,X,X,X
JTSLOIZ,X,O,O,O,X,X,X,X
JTSLOZI,X,O,O,O,X,X,X,X
JTSZILO,X,X,O,O,X,X,X,X
JTSZIOL,X,X,X,O,X,X,X,X
JTSZLIO,X,X,O,O,O,X,X,X
JTSZLOI,X,X,O,O,O,X,X,X
JTSZOIL,X,X,X,O,X,X,X,X
JTSZOLI,X,X,X,O,X,X,X,X
JTSOILZ,X,X,O,O,X,X,X,X
