sequence,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF8lBzhBunBikB3p?BlrB,v115@GhA8HeB8HeB8BeC8AeD8JeZEJvhFzfBfmBlhBunB8r?BCqB,v115@GhA8HeB8HeB8BeC8AeD8Jei/IvhFRhBunBFlBXmB8r?BTpB,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF0hBliB2pBzlBCs?B3pB,v115@GhA8HeB8HeB8BeC8AeD8JeUBJvhFRiB/pBFlBTnBGr?BipB,v115@GhA8HeB8HeB8BeC8AeD8Je2EJvhFRhB3iBFmBUlBTp?BCsB,v115@GhA8HeB8HeB8BeC8AeD8JexAJvhFliB6pBTlB/rBUn?BOpB
LSIJTZO,O,O,X,X,X,X,X
LSIJTOZ,O,O,X,X,X,O,X
LSIJZTO,O,O,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,X
LSIJOTZ,X,O,X,X,X,O,X
LSIJOZT,O,O,X,X,X,X,X
LSIZTJO,O,O,X,X,X,X,X
LSIZTOJ,O,O,X,X,X,O,O
LSIZJTO,O,O,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X
LSIZOTJ,O,O,X,X,X,O,O
LSIZOJT,O,O,X,X,X,X,O
LSIOTJZ,X,O,X,X,X,O,X
LSIOTZJ,X,O,X,X,X,O,O
LSIOJTZ,X,O,X,X,O,O,X
LSIOJZT,O,O,X,X,O,X,O
LSIOZTJ,O,O,X,X,X,O,O
LSIOZJT,O,O,X,X,X,X,O
LSJTIZO,O,O,X,O,X,X,X
LSJTIOZ,O,O,X,X,X,O,X
LSJTZIO,O,O,X,O,X,X,X
LSJTZOI,O,O,X,X,O,X,X
LSJTOIZ,O,O,X,O,O,O,X
LSJTOZI,O,O,X,O,O,O,X
LSJITZO,O,O,X,O,X,X,X
LSJITOZ,O,O,X,X,X,O,X
LSJIZTO,O,O,X,O,X,X,X
LSJIZOT,O,O,X,X,X,X,X
LSJIOTZ,X,O,X,X,X,O,X
LSJIOZT,O,O,X,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X
LSJZTOI,O,O,X,X,O,X,O
LSJZITO,O,O,X,O,X,X,X
LSJZIOT,O,O,X,X,X,X,X
LSJZOTI,O,O,X,X,O,X,O
LSJZOIT,O,O,X,X,O,X,O
LSJOTIZ,O,O,X,O,O,O,X
LSJOTZI,O,O,X,O,O,O,X
LSJOITZ,X,O,X,O,O,O,X
LSJOIZT,O,O,X,O,O,X,O
LSJOZTI,O,O,X,O,O,O,O
LSJOZIT,O,O,X,O,O,X,O
LSZTIJO,O,O,X,X,X,X,X
LSZTIOJ,O,O,X,X,X,O,O
LSZTJIO,O,O,X,O,X,X,X
LSZTJOI,O,O,X,X,X,X,O
LSZTOIJ,O,O,X,O,X,O,O
LSZTOJI,O,O,X,O,X,O,O
LSZITJO,O,O,X,X,X,X,X
LSZITOJ,O,O,X,X,X,O,O
LSZIJTO,O,O,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,O,O
LSZIOJT,O,O,X,X,X,X,O
LSZJTIO,O,O,X,O,X,X,X
LSZJTOI,O,O,X,X,X,X,O
LSZJITO,O,O,X,O,X,X,X
LSZJIOT,O,O,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,O
LSZJOIT,O,O,X,X,X,X,O
LSZOTIJ,O,O,X,O,X,O,O
LSZOTJI,O,O,X,O,X,O,O
LSZOITJ,O,O,X,O,X,O,O
LSZOIJT,O,O,X,X,X,X,O
LSZOJTI,O,O,X,O,X,O,O
LSZOJIT,O,O,X,O,X,X,O
LSOTIJZ,O,O,X,X,X,O,X
LSOTIZJ,O,O,X,O,X,O,O
LSOTJIZ,O,O,X,O,O,O,X
LSOTJZI,O,O,X,O,O,O,X
LSOTZIJ,O,O,X,O,X,O,O
LSOTZJI,O,O,X,O,O,O,O
LSOITJZ,X,O,X,X,X,O,X
LSOITZJ,X,O,X,O,X,O,O
LSOIJTZ,X,O,X,X,O,O,X
LSOIJZT,O,O,X,X,O,X,O
LSOIZTJ,O,O,X,O,X,O,O
LSOIZJT,O,O,X,X,X,X,O
LSOJTIZ,O,O,X,O,O,O,X
LSOJTZI,O,O,X,O,O,O,X
LSOJITZ,X,O,X,O,O,O,X
LSOJIZT,O,O,X,O,O,X,O
LSOJZTI,O,O,X,O,O,O,O
LSOJZIT,O,O,X,O,O,X,O
LSOZTIJ,O,O,X,O,X,O,O
LSOZTJI,O,O,X,O,X,O,O
LSOZITJ,O,O,X,O,X,O,O
LSOZIJT,O,O,X,X,X,X,O
LSOZJTI,O,O,X,O,X,O,O
LSOZJIT,O,O,X,O,X,X,O
LZTIJSO,X,O,O,O,X,X,X
LZTIJOS,O,O,O,O,X,X,X
LZTISJO,X,O,O,X,X,X,X
LZTISOJ,X,O,O,X,X,O,O
LZTIOJS,O,O,O,O,X,O,X
LZTIOSJ,X,O,X,O,X,O,O
LZTJISO,X,O,O,O,X,X,X
LZTJIOS,O,O,O,O,X,X,X
LZTJSIO,O,O,O,O,X,X,X
LZTJSOI,O,O,O,X,X,X,O
LZTJOIS,O,O,O,O,X,X,X
LZTJOSI,O,O,O,O,X,X,O
LZTSIJO,O,O,O,X,X,X,X
LZTSIOJ,O,O,O,X,X,O,O
LZTSJIO,O,O,O,O,X,X,X
LZTSJOI,O,O,O,X,X,X,O
LZTSOIJ,O,O,O,O,X,O,O
LZTSOJI,O,O,O,O,X,O,O
LZTOIJS,O,O,O,O,X,O,X
LZTOISJ,X,O,X,O,X,O,O
LZTOJIS,O,O,O,O,X,O,X
LZTOJSI,O,O,O,O,X,O,O
LZTOSIJ,O,O,O,O,X,O,O
LZTOSJI,O,O,O,O,X,O,O
LZITJSO,X,O,O,O,X,X,X
LZITJOS,O,O,O,O,X,X,X
LZITSJO,X,O,O,X,X,X,X
LZITSOJ,X,O,X,X,X,X,O
LZITOJS,O,O,O,O,X,X,X
LZITOSJ,X,O,X,O,X,X,O
LZIJTSO,X,O,O,O,X,X,X
LZIJTOS,O,O,O,O,X,X,X
LZIJSTO,X,O,O,O,X,X,X
LZIJSOT,X,O,O,X,X,X,X
LZIJOTS,X,O,O,O,X,X,X
LZIJOST,X,O,O,X,X,X,X
LZISTJO,X,O,O,X,X,X,X
LZISTOJ,X,O,O,X,X,X,X
LZISJTO,X,O,O,X,X,X,X
LZISJOT,X,O,O,X,X,X,X
LZISOTJ,X,O,O,X,X,X,X
LZISOJT,X,O,O,X,X,X,X
LZIOTJS,X,O,O,O,X,X,X
LZIOTSJ,X,O,O,O,X,X,O
LZIOJTS,X,O,O,O,X,X,X
LZIOJST,X,O,O,O,X,X,X
LZIOSTJ,X,O,O,O,X,X,X
LZIOSJT,X,O,O,X,X,X,X
LZJTISO,X,O,O,O,X,X,X
LZJTIOS,O,O,O,O,X,X,X
LZJTSIO,O,O,O,O,X,X,X
LZJTSOI,O,O,O,X,X,X,O
LZJTOIS,O,O,O,O,X,X,X
LZJTOSI,O,O,O,O,X,X,O
LZJITSO,X,O,O,O,X,X,X
LZJITOS,O,O,O,O,X,X,X
LZJISTO,X,O,O,O,X,X,X
LZJISOT,X,O,O,X,X,X,X
LZJIOTS,X,O,O,O,X,X,X
LZJIOST,X,O,O,X,X,X,X
LZJSTIO,O,O,O,O,X,X,X
LZJSTOI,O,O,O,X,X,X,X
LZJSITO,O,O,O,O,X,X,X
LZJSIOT,O,O,O,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X
LZJSOIT,O,O,O,X,X,X,X
LZJOTIS,X,O,O,O,X,X,X
LZJOTSI,X,O,O,O,X,X,O
LZJOITS,X,O,O,O,X,X,X
LZJOIST,X,O,O,O,X,X,X
LZJOSTI,X,O,O,O,X,X,X
LZJOSIT,X,O,O,O,X,X,X
LZSTIJO,O,O,O,X,X,X,X
LZSTIOJ,O,O,O,X,X,O,O
LZSTJIO,O,O,O,O,X,X,X
LZSTJOI,O,O,O,X,X,X,O
LZSTOIJ,O,O,O,O,X,O,O
LZSTOJI,O,O,O,O,X,O,O
LZSITJO,O,O,O,X,X,X,X
LZSITOJ,O,O,O,X,X,O,O
LZSIJTO,O,O,O,X,X,X,X
LZSIJOT,O,O,O,X,X,X,X
LZSIOTJ,O,O,O,X,X,O,O
LZSIOJT,O,O,O,X,X,X,O
LZSJTIO,O,O,O,O,X,X,X
LZSJTOI,O,O,O,X,X,X,O
LZSJITO,O,O,O,O,X,X,X
LZSJIOT,O,O,O,X,X,X,X
LZSJOTI,O,O,O,X,X,X,O
LZSJOIT,O,O,O,X,X,X,O
LZSOTIJ,O,O,O,O,X,O,O
LZSOTJI,O,O,O,O,X,O,O
LZSOITJ,O,O,O,O,X,O,O
LZSOIJT,O,O,O,X,X,X,O
LZSOJTI,O,O,O,O,X,O,O
LZSOJIT,O,O,O,O,X,X,O
LZOTIJS,X,O,O,O,X,O,X
LZOTISJ,X,O,O,O,X,O,O
LZOTJIS,X,O,O,O,X,O,X
LZOTJSI,X,O,O,O,X,O,O
LZOTSIJ,X,O,O,O,X,O,O
LZOTSJI,X,O,O,O,X,O,O
LZOITJS,X,O,O,O,X,X,X
LZOITSJ,X,O,O,O,X,X,O
LZOIJTS,X,O,O,O,X,X,X
LZOIJST,X,O,O,O,X,X,X
LZOISTJ,X,O,O,O,X,X,O
LZOISJT,X,O,O,X,X,X,O
LZOJTIS,X,O,O,O,X,O,X
LZOJTSI,X,O,O,O,X,O,O
LZOJITS,X,O,O,O,X,X,X
LZOJIST,X,O,O,O,X,X,X
LZOJSTI,X,O,O,O,X,O,X
LZOJSIT,X,O,O,O,X,X,X
LZOSTIJ,X,O,O,O,X,O,O
LZOSTJI,X,O,O,O,X,O,O
LZOSITJ,X,O,O,O,X,O,O
LZOSIJT,X,O,O,X,X,X,O
LZOSJTI,X,O,O,O,X,O,O
LZOSJIT,X,O,O,O,X,X,O
LOTIJSZ,X,O,O,O,X,O,X
LOTIJZS,X,O,O,O,X,O,X
LOTISJZ,X,O,O,X,X,O,X
LOTISZJ,X,O,X,O,X,O,O
LOTIZJS,X,O,O,O,X,O,X
LOTIZSJ,X,O,O,O,X,O,O
LOTJISZ,X,O,O,O,X,O,X
LOTJIZS,X,O,O,O,X,O,X
LOTJSIZ,X,O,O,O,X,O,X
LOTJSZI,X,O,O,O,X,O,X
LOTJZIS,X,O,O,O,X,O,X
LOTJZSI,X,O,O,O,X,O,O
LOTSIJZ,X,O,O,X,X,O,X
LOTSIZJ,X,O,X,O,X,O,O
LOTSJIZ,X,O,O,O,X,O,X
LOTSJZI,X,O,O,O,X,O,X
LOTSZIJ,X,O,O,O,X,O,O
LOTSZJI,X,O,O,O,X,O,O
LOTZIJS,X,O,O,O,X,O,X
LOTZISJ,X,O,O,O,X,O,O
LOTZJIS,X,O,O,O,X,O,X
LOTZJSI,X,O,O,O,X,O,O
LOTZSIJ,X,O,O,O,X,O,O
LOTZSJI,X,O,O,O,X,O,O
LOITJSZ,X,O,O,O,X,O,X
LOITJZS,X,O,O,O,X,O,X
LOITSJZ,X,O,O,X,X,O,X
LOITSZJ,X,O,X,O,X,O,O
LOITZJS,X,O,O,O,X,O,X
LOITZSJ,X,O,O,O,X,O,O
LOIJTSZ,X,O,O,O,X,O,X
LOIJTZS,X,O,O,O,X,O,X
LOIJSTZ,X,O,X,O,O,O,X
LOIJSZT,X,O,X,O,O,X,O
LOIJZTS,X,O,O,O,X,X,X
LOIJZST,X,O,O,O,O,X,X
LOISTJZ,X,O,X,X,X,O,X
LOISTZJ,X,O,X,O,X,O,O
LOISJTZ,X,O,X,X,O,O,X
LOISJZT,X,O,X,X,O,X,O
LOISZTJ,X,O,X,O,X,O,O
LOISZJT,X,O,X,X,X,X,O
LOIZTJS,X,O,O,O,X,X,X
LOIZTSJ,X,O,O,O,X,X,O
LOIZJTS,X,O,O,O,X,X,X
LOIZJST,X,O,O,O,X,X,X
LOIZSTJ,X,O,O,O,X,X,O
LOIZSJT,X,O,O,X,X,X,O
LOJTISZ,X,O,O,O,X,O,X
LOJTIZS,X,O,O,O,X,O,X
LOJTSIZ,X,O,O,O,X,O,X
LOJTSZI,X,O,O,O,X,O,X
LOJTZIS,X,O,O,O,X,O,X
LOJTZSI,X,O,O,O,X,O,O
LOJITSZ,X,O,O,O,X,O,X
LOJITZS,X,O,O,O,X,O,X
LOJISTZ,X,O,X,O,O,O,X
LOJISZT,X,O,X,O,O,X,O
LOJIZTS,X,O,O,O,X,X,X
LOJIZST,X,O,O,O,O,X,X
LOJSTIZ,X,O,O,O,O,O,X
LOJSTZI,X,O,O,O,O,O,X
LOJSITZ,X,O,X,O,O,O,X
LOJSIZT,X,O,X,O,O,X,O
LOJSZTI,X,O,O,O,O,O,O
LOJSZIT,X,O,O,O,O,X,O
LOJZTIS,X,O,O,O,X,O,X
LOJZTSI,X,O,O,O,X,O,O
LOJZITS,X,O,O,O,X,X,X
LOJZIST,X,O,O,O,O,X,X
LOJZSTI,X,O,O,O,O,O,X
LOJZSIT,X,O,O,O,O,X,X
LOSTIJZ,X,O,O,X,X,O,X
LOSTIZJ,X,O,X,O,X,O,O
LOSTJIZ,X,O,O,O,O,O,X
LOSTJZI,X,O,O,O,O,O,X
LOSTZIJ,X,O,O,O,X,O,O
LOSTZJI,X,O,O,O,O,O,O
LOSITJZ,X,O,X,X,X,O,X
LOSITZJ,X,O,X,O,X,O,O
LOSIJTZ,X,O,X,X,O,O,X
LOSIJZT,X,O,X,X,O,X,O
LOSIZTJ,X,O,X,O,X,O,O
LOSIZJT,X,O,X,X,X,X,O
LOSJTIZ,X,O,O,O,O,O,X
LOSJTZI,X,O,O,O,O,O,X
LOSJITZ,X,O,X,O,O,O,X
LOSJIZT,X,O,X,O,O,X,O
LOSJZTI,X,O,O,O,O,O,O
LOSJZIT,X,O,O,O,O,X,O
LOSZTIJ,X,O,O,O,X,O,O
LOSZTJI,X,O,O,O,X,O,O
LOSZITJ,X,O,O,O,X,O,O
LOSZIJT,X,O,O,X,X,X,O
LOSZJTI,X,O,O,O,X,O,O
LOSZJIT,X,O,O,O,X,X,O
LOZTIJS,X,O,O,O,X,O,X
LOZTISJ,X,O,O,O,X,O,O
LOZTJIS,X,O,O,O,X,O,X
LOZTJSI,X,O,O,O,X,O,O
LOZTSIJ,X,O,O,O,X,O,O
LOZTSJI,X,O,O,O,X,O,O
LOZITJS,X,O,O,O,X,X,X
LOZITSJ,X,O,O,O,X,X,O
LOZIJTS,X,O,O,O,X,X,X
LOZIJST,X,O,O,O,X,X,X
LOZISTJ,X,O,O,O,X,X,O
LOZISJT,X,O,O,X,X,X,O
LOZJTIS,X,O,O,O,X,O,X
LOZJTSI,X,O,O,O,X,O,O
LOZJITS,X,O,O,O,X,X,X
LOZJIST,X,O,O,O,X,X,X
LOZJSTI,X,O,O,O,X,O,X
LOZJSIT,X,O,O,O,X,X,X
LOZSTIJ,X,O,O,O,X,O,O
LOZSTJI,X,O,O,O,X,O,O
LOZSITJ,X,O,O,O,X,O,O
LOZSIJT,X,O,O,X,X,X,O
LOZSJTI,X,O,O,O,X,O,O
LOZSJIT,X,O,O,O,X,X,O
JTILSZO,X,O,O,O,X,X,X
JTILSOZ,X,O,X,X,X,X,X
JTILZSO,X,O,O,O,X,X,X
JTILZOS,X,O,O,O,X,X,X
JTILOSZ,X,O,X,O,X,X,X
JTILOZS,X,O,O,O,X,X,X
JTISLZO,O,O,O,X,X,X,X
JTISLOZ,O,O,X,X,X,X,X
JTISZLO,O,O,X,X,X,X,X
JTISZOL,O,O,X,X,X,X,X
JTISOLZ,O,X,X,O,X,O,X
JTISOZL,O,X,X,X,X,O,X
JTIZLSO,X,O,O,X,X,X,X
JTIZLOS,O,O,O,X,X,X,X
JTIZSLO,O,O,O,X,X,X,X
JTIZSOL,O,O,O,X,X,X,X
JTIZOLS,O,X,O,O,X,X,X
JTIZOSL,O,O,X,X,X,X,X
JTIOLSZ,X,X,X,O,X,O,X
JTIOLZS,X,X,O,O,X,X,X
JTIOSLZ,O,X,X,O,X,O,X
JTIOSZL,O,X,X,X,X,O,X
JTIOZLS,O,X,X,O,X,X,X
JTIOZSL,O,X,X,X,X,O,X
JTLISZO,X,O,O,O,X,X,X
JTLISOZ,X,O,X,X,X,O,X
JTLIZSO,X,O,O,O,X,X,X
JTLIZOS,X,O,O,O,X,X,X
JTLIOSZ,X,O,X,O,X,O,X
JTLIOZS,X,O,O,O,X,O,X
JTLSIZO,O,O,O,O,X,X,X
JTLSIOZ,O,O,X,X,X,O,X
JTLSZIO,O,O,O,O,X,X,X
JTLSZOI,O,O,O,X,X,X,X
JTLSOIZ,O,O,X,O,X,O,X
JTLSOZI,O,O,X,O,X,O,X
JTLZISO,X,O,O,O,X,X,X
JTLZIOS,O,O,O,O,X,X,X
JTLZSIO,O,O,O,O,X,X,X
JTLZSOI,O,O,O,X,X,X,O
JTLZOIS,O,O,O,O,X,X,X
JTLZOSI,O,O,O,O,X,X,O
JTLOISZ,X,O,X,O,X,O,X
JTLOIZS,X,O,O,O,X,O,X
JTLOSIZ,O,O,X,O,X,O,X
JTLOSZI,O,O,X,O,X,O,X
JTLOZIS,O,O,O,O,X,O,X
JTLOZSI,O,O,O,O,X,O,O
JTSILZO,O,O,O,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X
JTSIZLO,O,O,X,X,X,X,X
JTSIZOL,O,O,X,X,O,X,X
JTSIOLZ,O,X,X,O,O,O,X
JTSIOZL,O,X,X,X,O,O,X
JTSLIZO,O,O,O,X,X,X,X
JTSLIOZ,O,O,X,X,X,X,X
JTSLZIO,O,O,O,X,X,X,X
JTSLZOI,O,O,O,X,O,X,X
JTSLOIZ,O,O,X,X,O,X,X
JTSLOZI,O,O,X,X,O,X,X
JTSZILO,O,O,O,X,X,X,X
JTSZIOL,O,O,O,X,O,X,X
JTSZLIO,O,O,O,X,X,X,X
JTSZLOI,O,O,O,X,O,X,X
JTSZOIL,O,O,O,X,O,X,X
JTSZOLI,O,O,O,X,O,X,X
JTSOILZ,O,X,X,O,O,O,X
JTSOIZL,O,X,X,X,O,O,X
JTSOLIZ,O,X,X,O,O,O,X
JTSOLZI,O,X,X,O,O,O,X
JTSOZIL,O,X,X,X,O,O,X
JTSOZLI,O,X,X,X,O,O,X
JTZILSO,X,O,O,X,X,X,X
JTZILOS,O,O,O,X,X,X,X
JTZISLO,O,O,O,X,X,X,X
JTZISOL,O,O,O,X,X,X,X
JTZIOLS,O,X,O,O,X,X,X
JTZIOSL,O,O,O,X,X,X,X
JTZLISO,X,O,O,X,X,X,X
JTZLIOS,O,O,O,X,X,X,X
JTZLSIO,O,O,O,X,X,X,X
JTZLSOI,O,O,O,X,X,X,O
JTZLOIS,O,O,O,X,X,X,X
JTZLOSI,O,O,O,X,X,X,O
JTZSILO,O,O,O,X,X,X,X
JTZSIOL,O,O,O,X,O,X,O
JTZSLIO,O,O,O,X,X,X,X
JTZSLOI,O,O,O,X,O,X,O
JTZSOIL,O,O,O,X,O,X,O
JTZSOLI,O,O,O,X,O,X,O
JTZOILS,O,X,O,O,X,X,X
JTZOISL,O,O,O,X,O,X,X
JTZOLIS,O,X,O,O,X,X,X
JTZOLSI,O,X,O,O,X,X,O
JTZOSIL,O,O,O,X,O,X,O
JTZOSLI,O,O,O,X,O,X,O
JTOILSZ,X,X,O,O,X,O,X
JTOILZS,X,X,O,O,X,O,X
JTOISLZ,O,X,O,O,O,O,X
JTOISZL,O,X,X,X,O,O,X
JTOIZLS,O,X,O,O,X,X,X
JTOIZSL,O,X,O,X,O,O,X
JTOLISZ,X,X,O,O,X,O,X
JTOLIZS,X,X,O,O,X,O,X
JTOLSIZ,O,X,O,O,X,O,X
JTOLSZI,O,X,O,O,X,O,X
JTOLZIS,O,X,O,O,X,O,X
JTOLZSI,O,X,O,O,X,O,O
JTOSILZ,O,X,O,O,O,O,X
JTOSIZL,O,X,X,X,O,O,X
JTOSLIZ,O,X,O,O,O,O,X
JTOSLZI,O,X,O,O,O,O,X
JTOSZIL,O,X,O,X,O,O,X
JTOSZLI,O,X,O,X,O,O,X
JTOZILS,O,X,O,O,X,X,X
JTOZISL,O,X,O,X,O,O,X
JTOZLIS,O,X,O,O,X,O,X
JTOZLSI,O,X,O,O,X,O,O
JTOZSIL,O,X,O,X,O,O,O
JTOZSLI,O,X,O,X,O,O,O
JITLSZO,X,O,O,O,X,X,X
JITLSOZ,X,O,X,X,X,X,X
JITLZSO,X,O,O,O,X,X,X
JITLZOS,X,O,O,O,X,X,X
JITLOSZ,X,O,X,O,X,X,X
JITLOZS,X,O,O,O,X,X,X
JITSLZO,O,O,O,X,X,X,X
JITSLOZ,O,O,X,X,X,X,X
JITSZLO,O,O,X,X,X,X,X
JITSZOL,O,O,X,X,X,X,X
JITSOLZ,O,X,X,O,X,X,X
JITSOZL,O,X,X,X,X,X,X
JITZLSO,X,O,O,X,X,X,X
JITZLOS,O,O,O,X,X,X,X
JITZSLO,O,O,O,X,X,X,X
JITZSOL,O,O,O,X,X,X,X
JITZOLS,O,X,O,O,X,X,X
JITZOSL,O,O,X,X,X,X,X
JITOLSZ,X,X,X,O,X,X,X
JITOLZS,X,X,O,O,X,X,X
JITOSLZ,O,X,X,O,X,X,X
JITOSZL,O,X,X,X,X,X,X
JITOZLS,O,X,X,O,X,X,X
JITOZSL,O,X,X,X,X,X,X
JILTSZO,X,O,X,O,X,X,X
JILTSOZ,X,O,X,X,X,X,X
JILTZSO,X,O,X,O,X,X,X
JILTZOS,X,O,X,O,X,X,X
JILTOSZ,X,O,X,O,X,X,X
JILTOZS,X,O,X,O,X,X,X
JILSTZO,X,O,X,O,X,X,X
JILSTOZ,X,O,X,X,X,X,X
JILSZTO,X,O,X,O,X,X,X
JILSZOT,X,O,X,X,X,X,X
JILSOTZ,X,O,X,X,X,X,X
JILSOZT,X,O,X,X,X,X,X
JILZTSO,X,O,X,O,X,X,X
JILZTOS,X,O,X,O,X,X,X
JILZSTO,X,O,X,O,X,X,X
JILZSOT,X,O,X,X,X,X,X
JILZOTS,X,O,X,O,X,X,X
JILZOST,X,O,X,X,X,X,X
JILOTSZ,X,O,X,O,X,X,X
JILOTZS,X,O,X,O,X,X,X
JILOSTZ,X,O,X,O,X,X,X
JILOSZT,X,O,X,O,X,X,X
JILOZTS,X,O,X,O,X,X,X
JILOZST,X,O,X,O,X,X,X
JISTLZO,O,O,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X
JISTZLO,O,O,X,X,X,X,X
JISTZOL,O,O,X,X,O,X,X
JISTOLZ,O,X,X,O,O,X,X
JISTOZL,O,X,X,X,O,X,X
JISLTZO,O,O,X,O,X,X,X
JISLTOZ,O,O,X,X,X,X,X
JISLZTO,O,O,X,O,X,X,X
JISLZOT,O,O,X,X,X,X,X
JISLOTZ,X,O,X,X,X,X,X
JISLOZT,O,O,X,X,X,X,X
JISZTLO,O,O,X,X,X,X,X
JISZTOL,O,O,X,X,O,X,X
JISZLTO,O,O,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X
JISZOTL,O,O,X,X,O,X,X
JISZOLT,X,O,X,X,O,X,X
JISOTLZ,X,X,X,O,O,X,X
JISOTZL,X,X,X,X,O,X,X
JISOLTZ,X,O,X,O,O,X,X
JISOLZT,X,O,X,O,O,X,X
JISOZTL,X,O,X,X,O,X,X
JISOZLT,X,O,X,O,O,X,X
JIZTLSO,X,O,O,X,X,X,X
JIZTLOS,O,O,O,X,X,X,X
JIZTSLO,O,O,O,X,X,X,X
JIZTSOL,O,O,O,X,X,X,X
JIZTOLS,O,X,O,O,X,X,X
JIZTOSL,O,O,O,X,X,X,X
JIZLTSO,X,O,O,O,X,X,X
JIZLTOS,O,O,O,O,X,X,X
JIZLSTO,X,O,O,O,X,X,X
JIZLSOT,X,O,O,X,X,X,X
JIZLOTS,X,O,O,O,X,X,X
JIZLOST,X,O,O,X,X,X,X
JIZSTLO,O,O,O,X,X,X,X
JIZSTOL,O,O,O,X,O,X,X
JIZSLTO,O,O,O,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X
JIZSOTL,O,O,O,X,O,X,X
JIZSOLT,X,O,O,X,O,X,X
JIZOTLS,O,X,O,O,X,X,X
JIZOTSL,O,O,O,X,O,X,X
JIZOLTS,X,O,O,O,X,X,X
JIZOLST,X,O,O,O,O,X,X
JIZOSTL,X,O,O,X,O,X,X
JIZOSLT,X,O,O,O,O,X,X
JIOTLSZ,X,X,O,O,X,X,X
JIOTLZS,X,X,O,O,X,X,X
JIOTSLZ,X,X,O,O,O,X,X
JIOTSZL,X,X,X,X,O,X,X
JIOTZLS,X,X,O,O,X,X,X
JIOTZSL,X,X,O,X,O,X,X
JIOLTSZ,X,O,O,O,X,X,X
JIOLTZS,X,O,O,O,X,X,X
JIOLSTZ,X,O,X,O,O,X,X
JIOLSZT,X,O,X,O,O,X,X
JIOLZTS,X,O,O,O,X,X,X
JIOLZST,X,O,O,O,O,X,X
JIOSTLZ,X,X,X,O,O,X,X
JIOSTZL,X,X,X,X,O,X,X
JIOSLTZ,X,O,X,O,O,X,X
JIOSLZT,X,O,X,O,O,X,X
JIOSZTL,X,O,X,X,O,X,X
JIOSZLT,X,O,X,O,O,X,X
JIOZTLS,X,X,O,O,X,X,X
JIOZTSL,X,O,O,X,O,X,X
JIOZLTS,X,O,O,O,X,X,X
JIOZLST,X,O,O,O,O,X,X
JIOZSTL,X,O,O,X,O,X,X
JIOZSLT,X,O,O,O,O,X,X
JLTISZO,X,O,O,O,X,X,X
JLTISOZ,X,O,X,X,X,O,X
JLTIZSO,X,O,O,O,X,X,X
JLTIZOS,X,O,O,O,X,X,X
JLTIOSZ,X,O,X,O,X,O,X
JLTIOZS,X,O,O,O,X,O,X
JLTSIZO,O,O,O,O,X,X,X
JLTSIOZ,O,O,X,X,X,O,X
JLTSZIO,O,O,O,O,X,X,X
JLTSZOI,O,O,O,X,X,X,X
JLTSOIZ,O,O,X,O,X,O,X
JLTSOZI,O,O,X,O,X,O,X
JLTZISO,X,O,O,O,X,X,X
JLTZIOS,O,O,O,O,X,X,X
JLTZSIO,O,O,O,O,X,X,X
JLTZSOI,O,O,O,X,X,X,O
JLTZOIS,O,O,O,O,X,X,X
JLTZOSI,O,O,O,O,X,X,O
JLTOISZ,X,O,X,O,X,O,X
JLTOIZS,X,O,O,O,X,O,X
JLTOSIZ,O,O,X,O,X,O,X
JLTOSZI,O,O,X,O,X,O,X
JLTOZIS,O,O,O,O,X,O,X
JLTOZSI,O,O,O,O,X,O,O
JLITSZO,X,O,X,O,X,X,X
JLITSOZ,X,O,X,X,X,X,X
JLITZSO,X,O,X,O,X,X,X
JLITZOS,X,O,X,O,X,X,X
JLITOSZ,X,O,X,O,X,X,X
JLITOZS,X,O,X,O,X,X,X
JLISTZO,X,O,X,O,X,X,X
JLISTOZ,X,O,X,X,X,X,X
JLISZTO,X,O,X,O,X,X,X
JLISZOT,X,O,X,X,X,X,X
JLISOTZ,X,O,X,X,X,X,X
JLISOZT,X,O,X,X,X,X,X
JLIZTSO,X,O,X,O,X,X,X
JLIZTOS,X,O,X,O,X,X,X
JLIZSTO,X,O,X,O,X,X,X
JLIZSOT,X,O,X,X,X,X,X
JLIZOTS,X,O,X,O,X,X,X
JLIZOST,X,O,X,X,X,X,X
JLIOTSZ,X,O,X,O,X,X,X
JLIOTZS,X,O,X,O,X,X,X
JLIOSTZ,X,O,X,O,X,X,X
JLIOSZT,X,O,X,O,X,X,X
JLIOZTS,X,O,X,O,X,X,X
JLIOZST,X,O,X,O,X,X,X
JLSTIZO,O,O,X,O,X,X,X
JLSTIOZ,O,O,X,X,X,O,X
JLSTZIO,O,O,X,O,X,X,X
JLSTZOI,O,O,X,X,O,X,X
