sequence,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhFXcBTdBOkB8kBSm?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBGdBKkBzfB3h?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeO/IvhF6hBTdBRgB0gB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gB+hBTdBifB3k?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFCbBTdB8kBGhBXh?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhF8gBGdBzfB3hBCl?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFufBTdBcmBXlBll?BCrB,v115@7gB8HeB8FeD8EeH8AeF8Jex6IvhF8gBSiBmfB3hBTk?BlqB,v115@7gB8HeB8FeD8EeH8AeF8JeZ/IvhFlbB+hBTdBClBfl?B8qB,v115@7gB8HeB8FeD8EeH8AeF8JeG8IvhFTdB/kBxlBFlB8q?BipB
IOZTLJS,O,X,X,X,O,X,X,X,X,X
IOZTLSJ,O,X,X,X,O,X,X,X,X,X
IOZTJLS,O,X,X,X,O,X,X,X,X,X
IOZTJSL,O,X,X,X,O,X,X,X,X,X
IOZTSLJ,O,X,X,X,O,X,X,X,X,X
IOZTSJL,X,X,X,X,O,X,O,X,X,X
IOZLTJS,O,X,X,X,O,X,X,X,X,X
IOZLTSJ,O,X,X,X,O,X,X,X,X,X
IOZLJTS,O,X,X,X,O,X,X,X,O,X
IOZLJST,O,X,X,X,O,X,X,X,O,X
IOZLSTJ,O,X,X,X,O,X,X,X,X,X
IOZLSJT,O,X,X,X,O,X,O,X,X,X
IOZJTLS,O,X,X,X,O,X,X,X,X,X
IOZJTSL,O,X,X,X,O,X,X,X,X,X
IOZJLTS,O,X,X,X,O,X,X,X,O,X
IOZJLST,O,X,X,X,O,X,X,X,O,X
IOZJSTL,O,X,X,X,X,X,O,X,X,O
IOZJSLT,O,X,X,X,O,X,O,X,X,O
IOZSTLJ,O,X,X,X,O,X,X,X,X,O
IOZSTJL,X,X,X,X,O,X,O,X,X,O
IOZSLTJ,O,X,X,X,O,X,X,X,X,O
IOZSLJT,O,X,X,X,O,X,O,X,X,O
IOZSJTL,X,X,X,X,X,X,O,X,X,O
IOZSJLT,X,X,X,X,O,X,O,X,X,O
LTIJSZO,X,O,X,X,X,O,X,O,O,X
LTIJSOZ,X,O,X,X,X,O,X,X,O,X
LTIJZSO,X,O,X,X,O,X,X,O,O,X
LTIJZOS,X,O,X,X,O,X,X,O,O,X
LTIJOSZ,X,O,X,X,X,O,X,X,O,X
LTIJOZS,X,O,X,X,O,X,X,O,O,X
LTISJZO,X,O,O,X,X,O,X,X,X,X
LTISJOZ,O,O,O,X,X,O,X,X,X,X
LTISZJO,O,O,O,X,X,O,X,X,X,X
LTISZOJ,O,O,O,X,X,O,X,X,X,X
LTISOJZ,O,O,O,X,X,O,X,X,X,X
LTISOZJ,O,O,O,X,X,O,X,X,X,X
LTIZJSO,O,O,X,X,O,X,X,O,X,X
LTIZJOS,O,O,X,X,O,X,X,O,X,X
LTIZSJO,O,O,X,X,O,X,X,X,X,X
LTIZSOJ,O,X,X,X,O,X,X,X,X,X
LTIZOJS,O,O,X,X,O,X,X,O,X,X
LTIZOSJ,O,O,X,X,O,X,X,X,X,X
LTIOJSZ,X,O,X,X,X,O,X,O,O,X
LTIOJZS,X,O,X,X,O,X,X,O,O,X
LTIOSJZ,O,O,O,X,X,O,X,X,X,X
LTIOSZJ,O,O,O,X,X,O,X,X,X,X
LTIOZJS,O,O,X,X,O,X,X,O,X,X
LTIOZSJ,O,O,X,X,O,X,X,X,X,X
LTJISZO,X,O,X,X,X,O,X,O,O,X
LTJISOZ,X,O,X,X,X,O,X,X,O,X
LTJIZSO,X,O,X,X,O,X,X,O,O,X
LTJIZOS,X,O,X,X,O,X,X,O,O,X
LTJIOSZ,X,O,X,X,X,O,X,X,O,X
LTJIOZS,X,O,X,X,O,X,X,O,O,X
LTJSIZO,X,O,O,O,X,O,X,O,X,X
LTJSIOZ,O,O,O,O,X,O,X,X,X,X
LTJSZIO,O,O,O,O,X,O,X,O,X,X
LTJSZOI,O,O,O,O,X,O,X,O,X,X
LTJSOIZ,O,O,O,O,X,O,X,X,X,X
LTJSOZI,O,O,O,O,X,O,X,X,X,X
LTJZISO,O,O,X,X,O,X,X,O,X,X
LTJZIOS,O,O,X,O,O,X,X,O,X,X
LTJZSIO,O,O,X,O,O,X,X,O,X,X
LTJZSOI,O,O,X,O,O,X,X,O,X,X
LTJZOIS,O,O,X,O,O,X,X,O,X,X
LTJZOSI,O,O,X,O,O,X,X,O,X,X
LTJOISZ,X,O,X,X,X,O,X,O,O,X
LTJOIZS,X,O,X,X,O,X,X,O,O,X
LTJOSIZ,O,O,O,O,X,O,X,O,X,X
LTJOSZI,O,O,O,O,X,O,X,O,X,X
LTJOZIS,O,O,X,O,O,X,X,O,X,X
LTJOZSI,O,O,X,O,O,X,X,O,X,X
LTSIJZO,X,O,O,O,X,O,X,X,X,X
LTSIJOZ,O,O,O,O,X,O,X,X,X,X
LTSIZJO,O,O,O,O,X,O,X,X,X,X
LTSIZOJ,O,O,O,O,X,O,X,X,X,X
LTSIOJZ,O,O,O,O,X,O,X,X,X,X
LTSIOZJ,O,O,O,O,X,O,X,X,X,X
LTSJIZO,X,O,O,O,X,O,X,O,X,X
LTSJIOZ,O,O,O,O,X,O,X,X,X,X
LTSJZIO,O,O,O,O,X,O,X,O,X,X
LTSJZOI,O,O,O,O,X,O,X,O,X,X
LTSJOIZ,O,O,O,O,X,O,X,X,X,X
LTSJOZI,O,O,O,O,X,O,X,X,X,X
LTSZIJO,O,O,O,O,X,O,X,X,X,X
LTSZIOJ,O,O,O,O,X,O,X,X,X,X
LTSZJIO,O,O,O,O,X,O,X,O,X,X
LTSZJOI,O,O,O,O,X,O,X,O,X,X
LTSZOIJ,O,O,O,O,X,O,X,X,X,X
LTSZOJI,O,O,O,O,X,O,X,O,X,X
LTSOIJZ,O,O,O,O,X,O,X,X,X,X
LTSOIZJ,O,O,O,O,X,O,X,X,X,X
LTSOJIZ,O,O,O,O,X,O,X,O,X,X
LTSOJZI,O,O,O,O,X,O,X,O,X,X
LTSOZIJ,O,O,O,O,X,O,X,X,X,X
LTSOZJI,O,O,O,O,X,O,X,O,X,X
LTZIJSO,O,O,X,X,O,X,X,O,X,X
LTZIJOS,O,O,X,O,O,X,X,O,X,X
LTZISJO,O,O,X,X,O,X,X,X,X,X
LTZISOJ,O,X,X,X,O,X,X,X,X,X
LTZIOJS,O,O,X,X,O,X,X,O,X,X
LTZIOSJ,O,O,X,X,O,X,X,X,X,X
LTZJISO,O,O,X,X,O,X,X,O,X,X
LTZJIOS,O,O,X,O,O,X,X,O,X,X
LTZJSIO,O,O,X,O,O,X,X,O,X,X
LTZJSOI,O,O,X,O,O,X,X,O,X,X
LTZJOIS,O,O,X,O,O,X,X,O,X,X
LTZJOSI,O,O,X,O,O,X,X,O,X,X
LTZSIJO,O,O,O,O,O,X,X,X,X,X
LTZSIOJ,O,O,O,O,O,X,X,X,X,X
LTZSJIO,O,O,O,O,O,X,X,O,X,X
LTZSJOI,O,O,O,O,O,X,X,O,X,X
LTZSOIJ,O,O,O,O,O,X,X,X,X,X
LTZSOJI,O,O,O,O,O,X,X,O,X,X
LTZOIJS,O,O,X,X,O,X,X,O,X,X
LTZOISJ,O,O,X,X,O,X,X,X,X,X
LTZOJIS,O,O,X,X,O,X,X,O,X,X
LTZOJSI,O,O,X,X,O,X,X,O,X,X
LTZOSIJ,O,O,O,X,O,X,X,X,X,X
LTZOSJI,O,O,O,X,O,X,X,O,X,X
LTOIJSZ,X,O,X,X,X,O,X,O,O,X
LTOIJZS,X,O,X,X,O,X,X,O,O,X
LTOISJZ,O,O,O,X,X,O,X,X,X,X
LTOISZJ,O,O,O,X,X,O,X,X,X,X
LTOIZJS,O,O,X,X,O,X,X,O,X,X
LTOIZSJ,O,O,X,X,O,X,X,X,X,X
LTOJISZ,X,O,X,X,X,O,X,O,O,X
LTOJIZS,X,O,X,X,O,X,X,O,O,X
LTOJSIZ,O,O,O,O,X,O,X,O,X,X
LTOJSZI,O,O,O,O,X,O,X,O,X,X
LTOJZIS,O,O,X,O,O,X,X,O,X,X
LTOJZSI,O,O,X,O,O,X,X,O,X,X
LTOSIJZ,O,O,O,O,X,O,X,X,X,X
LTOSIZJ,O,O,O,X,X,O,X,X,X,X
LTOSJIZ,O,O,O,O,X,O,X,O,X,X
LTOSJZI,O,O,O,O,X,O,X,O,X,X
LTOSZIJ,O,O,O,X,X,O,X,X,X,X
LTOSZJI,O,O,O,O,X,O,X,O,X,X
LTOZIJS,O,O,X,X,O,X,X,O,X,X
LTOZISJ,O,O,X,X,O,X,X,X,X,X
LTOZJIS,O,O,X,X,O,X,X,O,X,X
LTOZJSI,O,O,X,X,O,X,X,O,X,X
LTOZSIJ,O,O,O,X,O,X,X,X,X,X
LTOZSJI,O,O,O,X,O,X,X,O,X,X
LITJSZO,X,O,X,X,X,O,X,O,O,X
LITJSOZ,X,O,X,X,X,O,X,X,O,X
LITJZSO,X,O,X,X,O,X,X,O,O,X
LITJZOS,X,O,X,X,O,X,X,O,O,X
LITJOSZ,X,O,X,X,X,O,X,X,O,X
LITJOZS,X,O,X,X,O,X,X,O,O,X
LITSJZO,X,O,O,X,X,O,X,X,X,X
LITSJOZ,X,O,O,X,X,O,X,X,X,X
LITSZJO,X,O,O,X,X,O,X,X,X,X
LITSZOJ,X,O,O,X,X,O,X,X,X,X
LITSOJZ,X,O,O,X,X,O,X,X,X,X
LITSOZJ,X,O,O,X,X,O,X,X,X,X
LITZJSO,X,O,X,X,O,X,X,O,X,X
LITZJOS,X,O,X,X,O,X,X,O,X,X
LITZSJO,X,O,X,X,O,X,X,X,X,X
LITZSOJ,X,X,X,X,O,X,X,X,X,X
LITZOJS,X,O,X,X,O,X,X,O,X,X
LITZOSJ,X,O,X,X,O,X,X,X,X,X
LITOJSZ,X,O,X,X,X,O,X,O,O,X
LITOJZS,X,O,X,X,O,X,X,O,O,X
LITOSJZ,X,O,O,X,X,O,X,X,X,X
LITOSZJ,X,O,O,X,X,O,X,X,X,X
LITOZJS,X,O,X,X,O,X,X,O,X,X
LITOZSJ,X,O,X,X,O,X,X,X,X,X
LIJTSZO,X,O,X,X,X,O,X,X,O,X
LIJTSOZ,X,O,X,X,X,O,X,X,O,X
LIJTZSO,X,O,X,X,O,X,X,X,O,X
LIJTZOS,X,O,X,X,O,X,X,X,O,X
LIJTOSZ,X,O,X,X,X,O,X,X,O,X
LIJTOZS,X,O,X,X,O,X,X,X,O,X
LIJSTZO,X,O,X,X,X,O,X,X,O,X
LIJSTOZ,X,O,X,X,X,O,X,X,O,X
LIJSZTO,X,O,X,X,X,O,X,X,O,O
LIJSZOT,X,O,X,X,X,X,X,X,O,O
LIJSOTZ,X,X,X,X,X,X,X,X,O,X
LIJSOZT,X,O,X,X,X,X,X,X,O,O
LIJZTSO,O,X,X,X,X,X,X,X,O,X
LIJZTOS,O,X,X,X,O,X,X,X,O,X
LIJZSTO,O,X,X,X,X,X,X,X,O,X
LIJZSOT,O,X,X,X,O,X,X,X,O,X
LIJZOTS,O,X,X,X,O,X,X,X,O,X
LIJZOST,O,X,X,X,O,X,X,X,O,X
LIJOTSZ,X,O,X,X,X,X,X,X,O,X
LIJOTZS,X,O,X,X,O,X,X,X,O,X
LIJOSTZ,X,X,X,X,X,X,X,X,O,X
LIJOSZT,X,O,X,X,X,X,X,X,O,O
LIJOZTS,O,X,X,X,O,X,X,X,O,X
LIJOZST,O,X,X,X,O,X,X,X,O,X
LISTJZO,X,O,O,X,X,O,X,X,X,X
LISTJOZ,X,O,O,X,X,O,X,X,X,X
LISTZJO,X,O,O,X,X,O,X,X,X,X
LISTZOJ,X,O,O,X,X,O,X,X,X,X
LISTOJZ,X,O,O,X,X,O,X,X,X,X
LISTOZJ,O,O,O,X,X,O,X,X,X,X
LISJTZO,X,O,O,X,X,O,X,X,O,X
LISJTOZ,X,O,O,X,X,O,X,X,O,X
LISJZTO,X,O,X,X,X,O,O,X,O,O
LISJZOT,X,O,O,X,X,X,O,X,O,O
LISJOTZ,X,X,O,X,X,X,X,X,O,X
LISJOZT,O,O,O,X,X,X,O,X,O,O
LISZTJO,X,O,X,X,X,O,X,X,X,O
LISZTOJ,O,X,X,X,X,O,X,X,X,O
LISZJTO,O,O,X,X,X,O,O,X,X,O
LISZJOT,O,O,O,X,X,X,O,X,X,O
LISZOTJ,O,O,X,X,X,X,X,X,X,O
LISZOJT,O,O,O,X,X,X,O,X,X,O
LISOTJZ,X,X,O,X,X,X,X,X,X,X
LISOTZJ,O,O,O,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,X,X,X,X,O,X
LISOJZT,O,O,O,X,X,X,O,X,O,O
LISOZTJ,O,O,X,X,X,X,X,X,X,O
LISOZJT,O,O,O,X,X,X,O,X,X,O
LIZTJSO,X,O,X,X,O,X,X,X,X,X
LIZTJOS,X,O,X,X,O,X,X,X,X,X
LIZTSJO,X,O,X,X,O,X,X,X,X,X
LIZTSOJ,O,X,X,X,O,X,X,X,X,X
LIZTOJS,X,O,X,X,O,X,X,X,X,X
LIZTOSJ,O,O,X,X,O,X,X,X,X,X
LIZJTSO,O,X,X,X,O,X,X,X,O,X
LIZJTOS,O,X,X,X,O,X,X,X,O,X
LIZJSTO,O,X,X,X,X,X,X,X,O,X
LIZJSOT,O,X,X,X,O,X,X,X,O,X
LIZJOTS,O,X,X,X,O,X,X,X,O,X
LIZJOST,O,X,X,X,O,X,X,X,O,X
LIZSTJO,X,X,X,X,O,X,X,X,X,X
LIZSTOJ,O,X,X,X,O,X,X,X,X,X
LIZSJTO,O,X,X,X,X,X,O,X,X,X
LIZSJOT,O,X,X,X,O,X,O,X,X,X
LIZSOTJ,O,X,X,X,O,X,X,X,X,X
LIZSOJT,O,X,X,X,O,X,O,X,X,X
LIZOTJS,X,O,X,X,O,X,X,X,X,X
LIZOTSJ,O,O,X,X,O,X,X,X,X,X
LIZOJTS,O,X,X,X,O,X,X,X,O,X
LIZOJST,O,X,X,X,O,X,X,X,O,X
LIZOSTJ,O,X,X,X,O,X,X,X,X,X
LIZOSJT,O,X,X,X,O,X,O,X,X,X
LIOTJSZ,X,O,X,X,X,X,X,O,O,X
LIOTJZS,X,O,X,X,O,X,X,O,O,X
LIOTSJZ,X,O,O,X,X,X,X,X,X,X
LIOTSZJ,X,O,O,X,X,X,X,X,X,X
LIOTZJS,X,O,X,X,O,X,X,O,X,X
LIOTZSJ,X,O,X,X,O,X,X,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,O,O,X
LIOJTZS,X,O,X,X,O,X,X,O,O,X
LIOJSTZ,X,X,X,X,X,X,X,X,O,X
LIOJSZT,X,O,X,X,X,X,X,X,O,O
LIOJZTS,O,X,X,X,O,X,X,X,O,X
LIOJZST,O,X,X,X,O,X,X,X,O,X
LIOSTJZ,X,X,O,X,X,X,X,X,X,X
LIOSTZJ,O,O,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,X,X,X,X,O,X
LIOSJZT,O,O,O,X,X,X,O,X,O,O
LIOSZTJ,O,O,X,X,X,X,X,X,X,O
LIOSZJT,O,O,O,X,X,X,O,X,X,O
LIOZTJS,X,O,X,X,O,X,X,X,X,X
LIOZTSJ,O,O,X,X,O,X,X,X,X,X
LIOZJTS,O,X,X,X,O,X,X,X,O,X
LIOZJST,O,X,X,X,O,X,X,X,O,X
LIOZSTJ,O,X,X,X,O,X,X,X,X,X
LIOZSJT,O,X,X,X,O,X,O,X,X,X
LJTISZO,X,O,X,X,X,O,X,O,O,X
LJTISOZ,X,O,X,X,X,O,X,X,O,X
LJTIZSO,X,O,X,X,O,X,X,O,O,X
LJTIZOS,X,O,X,X,O,X,X,O,O,X
LJTIOSZ,X,O,X,X,X,O,X,X,O,X
LJTIOZS,X,O,X,X,O,X,X,O,O,X
LJTSIZO,X,O,O,O,X,O,X,O,X,X
LJTSIOZ,X,O,O,O,X,O,X,X,X,X
LJTSZIO,X,O,O,O,X,O,X,O,X,X
LJTSZOI,X,O,O,O,X,O,X,O,X,X
LJTSOIZ,X,O,O,O,X,O,X,X,X,X
LJTSOZI,X,O,O,O,X,O,X,X,X,X
LJTZISO,O,O,X,X,O,X,X,O,X,X
LJTZIOS,O,O,X,O,O,X,X,O,X,X
LJTZSIO,O,O,X,O,O,X,X,O,X,X
LJTZSOI,O,O,X,O,O,X,X,O,X,X
LJTZOIS,O,O,X,O,O,X,X,O,X,X
LJTZOSI,O,O,X,O,O,X,X,O,X,X
LJTOISZ,X,O,X,X,X,O,X,O,O,X
LJTOIZS,X,O,X,X,O,X,X,O,O,X
LJTOSIZ,X,O,O,O,X,O,X,O,X,X
LJTOSZI,X,O,O,O,X,O,X,O,X,X
LJTOZIS,O,O,X,O,O,X,X,O,X,X
LJTOZSI,O,O,X,O,O,X,X,O,X,X
LJITSZO,X,O,X,X,X,O,X,X,O,X
LJITSOZ,X,O,X,X,X,O,X,X,O,X
LJITZSO,X,O,X,X,O,X,X,X,O,X
LJITZOS,X,O,X,X,O,X,X,X,O,X
LJITOSZ,X,O,X,X,X,O,X,X,O,X
LJITOZS,X,O,X,X,O,X,X,X,O,X
LJISTZO,X,O,X,X,X,O,X,X,O,X
LJISTOZ,X,O,X,X,X,O,X,X,O,X
LJISZTO,X,O,X,X,X,O,X,X,O,X
LJISZOT,X,O,X,X,X,X,X,X,O,X
LJISOTZ,X,X,X,X,X,X,X,X,O,X
LJISOZT,X,O,X,X,X,X,X,X,O,X
LJIZTSO,O,X,X,X,X,X,X,X,O,X
LJIZTOS,O,X,X,X,O,X,X,X,O,X
LJIZSTO,O,X,X,X,X,X,X,X,O,X
LJIZSOT,O,X,X,X,O,X,X,X,O,X
LJIZOTS,O,X,X,X,O,X,X,X,O,X
LJIZOST,O,X,X,X,O,X,X,X,O,X
LJIOTSZ,X,O,X,X,X,X,X,X,O,X
LJIOTZS,X,O,X,X,O,X,X,X,O,X
LJIOSTZ,X,X,X,X,X,X,X,X,O,X
LJIOSZT,X,O,X,X,X,X,X,X,O,X
LJIOZTS,O,X,X,X,O,X,X,X,O,X
LJIOZST,O,X,X,X,O,X,X,X,O,X
LJSTIZO,X,O,O,X,X,O,X,X,X,X
LJSTIOZ,X,O,O,X,X,O,X,X,X,X
LJSTZIO,X,O,O,O,X,O,X,X,X,X
LJSTZOI,X,O,O,O,X,O,X,X,X,X
LJSTOIZ,X,O,O,X,X,O,X,X,X,X
LJSTOZI,X,O,O,O,X,O,X,X,X,X
LJSITZO,X,O,O,X,X,O,X,X,O,X
LJSITOZ,X,O,O,X,X,O,X,X,O,X
LJSIZTO,X,O,X,O,X,O,X,X,O,X
LJSIZOT,X,O,O,O,X,X,X,X,O,X
LJSIOTZ,X,X,O,X,X,X,X,X,O,X
LJSIOZT,O,O,O,O,X,X,X,X,O,X
LJSZTIO,O,O,O,O,X,X,X,X,X,X
LJSZTOI,O,O,O,O,X,X,X,X,X,X
LJSZITO,O,O,X,O,X,O,X,X,X,X
LJSZIOT,O,O,O,O,X,X,X,X,X,X
LJSZOTI,O,O,O,O,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,X,X,X,X,X
LJSOTIZ,X,O,O,X,X,X,X,X,X,X
LJSOTZI,X,O,O,O,X,X,X,X,X,X
LJSOITZ,X,X,O,X,X,X,X,X,O,X
LJSOIZT,O,O,O,O,X,X,X,X,O,X
LJSOZTI,O,O,O,O,X,X,X,X,X,X
LJSOZIT,O,O,O,O,X,X,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,O,X,X,X,X,X
LJZTSIO,O,O,X,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,X,X,X
LJZTOIS,O,O,X,X,O,X,X,X,X,X
LJZTOSI,O,O,X,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,O,X
LJZITOS,O,X,X,X,O,X,X,X,O,X
LJZISTO,O,X,X,X,X,X,X,X,O,X
LJZISOT,O,X,X,X,O,X,X,X,O,X
LJZIOTS,O,X,X,X,O,X,X,X,O,X
LJZIOST,O,X,X,O,O,X,X,X,O,X
LJZSTIO,O,O,X,O,X,X,X,X,X,X
LJZSTOI,O,O,X,O,X,X,X,X,X,X
LJZSITO,O,O,X,O,X,X,X,X,X,X
LJZSIOT,O,O,X,O,O,X,X,X,X,X
LJZSOTI,O,O,X,O,X,X,X,X,X,X
LJZSOIT,O,O,X,O,O,X,X,X,X,X
LJZOTIS,O,O,X,X,O,X,X,X,X,X
LJZOTSI,O,O,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,O,X,X,X,O,X
LJZOIST,O,X,X,O,O,X,X,X,O,X
LJZOSTI,O,O,X,O,X,X,X,X,X,X
LJZOSIT,O,O,X,O,O,X,X,X,X,X
LJOTISZ,X,O,X,X,X,X,X,O,O,X
LJOTIZS,X,O,X,X,O,X,X,O,O,X
LJOTSIZ,X,O,O,O,X,X,X,O,X,X
LJOTSZI,X,O,O,O,X,X,X,O,X,X
LJOTZIS,O,O,X,O,O,X,X,O,X,X
LJOTZSI,O,O,X,O,O,X,X,O,X,X
LJOITSZ,X,O,X,X,X,X,X,O,O,X
LJOITZS,X,O,X,X,O,X,X,O,O,X
LJOISTZ,X,X,X,X,X,X,X,X,O,X
LJOISZT,X,O,X,X,X,X,X,X,O,X
LJOIZTS,O,X,X,X,O,X,X,X,O,X
LJOIZST,O,X,X,X,O,X,X,X,O,X
LJOSTIZ,X,O,O,X,X,X,X,O,X,X
LJOSTZI,X,O,O,O,X,X,X,O,X,X
LJOSITZ,X,X,O,X,X,X,X,X,O,X
LJOSIZT,O,O,O,O,X,X,X,X,O,X
LJOSZTI,O,O,O,O,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,X,X,X,X,X
LJOZTIS,O,O,X,X,O,X,X,O,X,X
LJOZTSI,O,O,X,X,X,X,X,O,X,X
LJOZITS,O,X,X,X,O,X,X,X,O,X
LJOZIST,O,X,X,O,O,X,X,X,O,X
LJOZSTI,O,O,X,O,X,X,X,X,X,X
LJOZSIT,O,O,X,O,O,X,X,X,X,X
LSTIJZO,X,O,O,O,X,O,X,X,X,X
LSTIJOZ,X,O,O,O,X,O,X,X,X,X
LSTIZJO,X,O,O,O,X,O,X,X,X,X
LSTIZOJ,X,O,O,O,X,O,X,X,X,X
LSTIOJZ,X,O,O,O,X,O,X,X,X,X
LSTIOZJ,O,O,O,O,X,O,X,X,X,X
LSTJIZO,X,O,O,O,X,O,X,O,X,X
LSTJIOZ,X,O,O,O,X,O,X,X,X,X
LSTJZIO,X,O,O,O,X,O,X,O,X,X
LSTJZOI,X,O,O,O,X,O,X,O,X,X
LSTJOIZ,X,O,O,O,X,O,X,X,X,X
LSTJOZI,X,O,O,O,X,O,X,X,X,X
LSTZIJO,X,O,O,O,X,O,X,X,X,X
LSTZIOJ,O,O,O,O,X,O,X,X,X,X
LSTZJIO,O,O,O,O,X,O,X,O,X,X
LSTZJOI,O,O,O,O,X,O,X,O,X,X
LSTZOIJ,O,O,O,O,X,O,X,X,X,X
LSTZOJI,O,O,O,O,X,O,X,O,X,X
LSTOIJZ,X,O,O,O,X,O,X,X,X,X
LSTOIZJ,O,O,O,O,X,O,X,X,X,X
LSTOJIZ,X,O,O,O,X,O,X,O,X,X
LSTOJZI,X,O,O,O,X,O,X,O,X,X
LSTOZIJ,O,O,O,O,X,O,X,X,X,X
LSTOZJI,O,O,O,O,X,O,X,O,X,X
LSITJZO,X,O,O,O,X,O,X,X,X,X
LSITJOZ,X,O,O,O,X,O,X,X,X,X
LSITZJO,X,O,O,O,X,O,X,X,X,X
LSITZOJ,X,O,O,O,X,O,X,X,X,X
LSITOJZ,X,O,O,O,X,O,X,X,X,X
LSITOZJ,O,O,O,O,X,O,X,X,X,X
LSIJTZO,X,O,O,O,X,O,X,X,O,X
LSIJTOZ,X,O,O,X,X,O,X,X,O,X
LSIJZTO,X,O,X,O,X,O,O,X,O,O
LSIJZOT,X,O,O,O,X,X,O,X,O,O
LSIJOTZ,X,X,O,X,X,X,X,X,O,X
LSIJOZT,O,O,O,O,X,X,O,X,O,O
LSIZTJO,X,O,X,O,X,O,X,X,X,O
LSIZTOJ,O,X,X,O,X,O,X,X,X,O
LSIZJTO,O,O,X,X,X,O,O,X,X,O
LSIZJOT,O,O,O,X,X,X,O,X,X,O
LSIZOTJ,O,O,X,X,X,X,X,X,X,O
LSIZOJT,O,O,O,X,X,X,O,X,X,O
LSIOTJZ,X,X,O,O,X,X,X,X,X,X
LSIOTZJ,O,O,O,O,X,X,X,X,X,X
LSIOJTZ,X,X,O,X,X,X,X,X,O,X
LSIOJZT,O,O,O,O,X,X,O,X,O,O
LSIOZTJ,O,O,X,X,X,X,X,X,X,O
LSIOZJT,O,O,O,X,X,X,O,X,X,O
LSJTIZO,X,O,O,O,X,O,X,X,X,X
LSJTIOZ,X,O,O,O,X,O,X,X,X,X
LSJTZIO,X,O,O,O,X,O,X,X,X,X
LSJTZOI,X,O,O,O,X,O,X,X,X,X
LSJTOIZ,X,O,O,O,X,O,X,X,X,X
LSJTOZI,X,O,O,O,X,O,X,X,X,X
LSJITZO,X,O,O,O,X,O,X,X,O,X
LSJITOZ,X,O,O,X,X,O,X,X,O,X
LSJIZTO,X,O,X,O,X,O,O,X,O,X
LSJIZOT,X,O,O,O,X,X,O,X,O,X
LSJIOTZ,X,X,O,X,X,X,X,X,O,X
LSJIOZT,O,O,O,O,X,X,O,X,O,X
LSJZTIO,O,O,O,O,X,X,X,X,X,X
LSJZTOI,O,O,O,O,X,X,X,X,X,X
LSJZITO,O,O,X,O,X,O,O,X,X,X
LSJZIOT,O,O,O,O,X,X,O,X,X,X
LSJZOTI,O,O,O,O,X,X,X,X,X,X
LSJZOIT,O,O,O,O,X,X,O,X,X,X
LSJOTIZ,X,O,O,O,X,X,X,X,X,X
LSJOTZI,X,O,O,O,X,X,X,X,X,X
LSJOITZ,X,X,O,X,X,X,X,X,O,X
LSJOIZT,O,O,O,O,X,X,O,X,O,X
LSJOZTI,O,O,O,O,X,X,X,X,X,X
LSJOZIT,O,O,O,O,X,X,O,X,X,X
LSZTIJO,X,O,O,O,X,X,X,X,X,X
LSZTIOJ,O,O,O,O,X,X,X,X,X,X
LSZTJIO,O,O,O,O,X,X,X,X,X,X
LSZTJOI,O,O,O,O,X,X,X,X,X,X
LSZTOIJ,O,O,O,O,X,X,X,X,X,X
LSZTOJI,O,O,O,O,X,X,X,X,X,X
LSZITJO,X,O,X,O,X,O,X,X,X,X
LSZITOJ,O,X,X,O,X,O,X,X,X,X
LSZIJTO,O,O,X,X,X,O,O,X,X,X
LSZIJOT,O,O,O,X,X,X,O,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,X,X,X
LSZIOJT,O,O,O,X,X,X,O,X,X,X
LSZJTIO,O,O,O,O,X,X,X,X,X,X
LSZJTOI,O,O,O,O,X,X,X,X,X,X
LSZJITO,O,O,X,O,X,O,O,X,X,X
LSZJIOT,O,O,O,O,X,X,O,X,X,X
LSZJOTI,O,O,O,O,X,X,X,X,X,X
LSZJOIT,O,O,O,O,X,X,O,X,X,X
LSZOTIJ,O,O,O,X,X,X,X,X,X,X
LSZOTJI,O,O,O,O,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X,X,X
LSZOIJT,O,O,O,X,X,X,O,X,X,X
LSZOJTI,O,O,O,O,X,X,X,X,X,X
LSZOJIT,O,O,O,O,X,X,O,X,X,X
