sequence,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFaiBfjB9mB5?oBcsBOtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFRdBcjB3hBq?nBdsB+tB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhFmcBzdB5jBt?mBcsBKtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhFxcB6jBtmBm?iBcsBTtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeC8IvhFdiBzdB/mBc?sBOtB5oB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeC8IvhFThBxiBXjBd?sB+tB0sB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhF6hBTdB8nB5?oBdsBOtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeC8IvhFxdBThB0iBd?sB+tBXtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeC8IvhFxdBThBXjBd?sB+tB0sB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeG8IvhFTdBKjBUhBd?sBftB5oB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeG9IvhFTeBRhBUhBd?sBftB6tB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhF0cBGjBRnBd?sBCoBTtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF+hB/iBajB5?jBdsBUtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFUdBGeBxmB6?tBfsBdtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFRdBSjB3hBd?sBGoBUtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhF0cBSjBziB+?tBRsBdsB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeT+IvhFRhBfoBUhBN?sB+tBCsB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhFSiBejB5jB3?hBdsBUtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LefBJvhFxcBTeBtmB0?iB+tBisB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF9mBxiB3nBc?tBasBGtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeG9IvhFRhBXjBUhBd?sBStBTtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeG9IvhFRhBTjBUhBd?sBftB6tB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF+jB9mB3iBx?sBasBUtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF9mB3iBxsBc?tBasBGtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8LeRBJvhFGjBUhBXjBN?sBCnBTtB,v115@zgC8GeC8GeD8FeE8EeF8AeA8Lez7IvhF8iB3hBNsBO?tB5oBCsB
ZOLTSIJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTSJI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLITJS,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLITSJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLIJST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLISTJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJTSI,X,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJITS,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJIST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJSTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSTJI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
ZOJTISL,O,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X
ZOJTLIS,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJTLSI,O,O,X,O,O,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,X,O,O,X,X,O,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOJTSLI,O,O,X,O,O,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJITLS,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
ZOJITSL,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOJILTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
ZOJILST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJISTL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X
ZOJISLT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLTIS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLTSI,X,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLITS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLIST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLSTI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJSTLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJSITL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSILT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSLTI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSTILJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSTIJL,O,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOSTLIJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSTLJI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSTJIL,O,X,X,O,O,X,O,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O
ZOSTJLI,O,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
ZOSITLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSITJL,O,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOSILTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSIJLT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLTIJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLTJI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOSJTLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJITL,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJILT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJLTI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTILJZS,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTILSJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTILSZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTILZSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTIJLSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTIJLZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJSLZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X
OTIJSZL,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,O,X
OTIJZLS,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJZSL,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X
OTISLJZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTISLZJ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTISJZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTISZLJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTISZJL,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTIZLJS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIZLSJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTIZJLS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
OTIZJSL,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,O,X
OTIZSLJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTIZSJL,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
OTLIJSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTLIJZS,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTLISJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLISZJ,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTLIZSJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLJISZ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTLJIZS,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTLJSIZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLJZSI,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLSIJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSIZJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
OTLSJZI,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZJI,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLZIJS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLZISJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZJIS,O,X,O,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLZJSI,O,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLZSIJ,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZSJI,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJILZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJISLZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
OTJISZL,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
OTJIZLS,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJIZSL,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X
OTJLISZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
OTJLIZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJLSIZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLSZI,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLZIS,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJLZSI,X,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJSILZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
OTJSIZL,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,O
OTJSLIZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTJSLZI,X,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OTJSZIL,X,O,X,O,X,X,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O
OTJSZLI,X,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OTJZILS,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
OTJZISL,O,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X
OTJZLIS,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJZLSI,O,O,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJZSIL,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O
OTJZSLI,O,O,X,O,X,X,O,O,O,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
OTSILJZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSILZJ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
OTSIJZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,O
OTSIZLJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSIZJL,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTSLIJZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSLIZJ,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSLJZI,X,O,X,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTSLZIJ,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZJI,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSJILZ,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
OTSJIZL,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O,O
OTSJLIZ,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTSJLZI,X,O,X,O,X,X,O,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OTSJZIL,X,O,X,O,X,X,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,O
OTSJZLI,X,O,X,O,X,X,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
OTSZILJ,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSZIJL,O,X,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X
OTSZLIJ,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSZLJI,O,X,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSZJIL,O,X,X,O,X,X,O,X,X,O,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O
OTSZJLI,O,O,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
OTZILJS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZILSJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTZIJLS,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
OTZIJSL,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,O,X
OTZISLJ,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTZISJL,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X
OTZLIJS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZLISJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZLJIS,O,X,O,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZLJSI,O,X,O,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZLSIJ,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZLSJI,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZJILS,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
OTZJISL,O,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X
OTZJLIS,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZJLSI,O,O,X,O,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZJSIL,O,O,X,O,X,X,O,O,O,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZJSLI,O,O,X,O,X,X,O,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZSILJ,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZSIJL,O,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZSLIJ,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZSLJI,O,X,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZSJIL,O,X,X,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZSJLI,O,X,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITLJSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OITLJZS,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OITLSJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OITLSZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OITLZSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OITJLSZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OITJLZS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJSLZ,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,O,X
OITJSZL,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,O,X
OITJZLS,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJZSL,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X
OITSLJZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITSLZJ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OITSJZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OITSZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OITSZJL,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITZLJS,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITZLSJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
