sequence,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcBlgB3hBaqBGr?B0qB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhF2gBFdB5mBUlBar?B3qB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcB3hBFlBCrBOq?BUrB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxbBXdBFlB8qB+r?BiqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcB3hBFlBGrBiq?B0qB,v115@7gB8GeD8EeF8DeF8DeD8Jei6IvhFfhBxcBzfBumBcq?BVwB,v115@7gB8GeD8EeF8DeF8DeD8Je//IvhFUbBahBFdB5mBmq?BTqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFxcBUhBFlBCrBOq?B3rB,v115@7gB8GeD8EeF8DeF8DeD8Je//IvhF1gBxcBumBUgBKr?BTqB,v115@7gB8GeD8EeF8DeF8DeD8JeT6IvhFfhBxcBumBFlBUr?BKqB,v115@7gB8GeD8EeF8DeF8DeD8Jex6IvhFXdBUhBFlBCrBmp?BTrB,v115@7gB8GeD8EeF8DeF8DeD8Je37IvhF0fBlhBzlBmkBCn?BxvB
IZLTOJS,X,O,X,X,X,X,X,O,X,X,X,X
IZLTOSJ,X,O,X,X,X,X,X,O,X,X,X,X
IZLJTSO,X,O,X,X,X,X,X,O,X,X,X,X
IZLJTOS,X,O,X,X,X,X,X,O,X,X,X,X
IZLJSTO,O,O,X,X,X,X,X,X,X,X,X,X
IZLJSOT,O,O,X,X,X,X,X,X,X,X,X,X
IZLJOTS,X,O,X,X,X,X,X,X,X,X,X,X
IZLJOST,O,O,X,X,X,X,X,X,X,X,X,X
IZLSTJO,X,O,O,X,X,X,X,O,X,X,X,X
IZLSTOJ,O,O,O,X,X,X,X,O,X,X,X,X
IZLSJTO,X,O,X,X,X,X,X,X,X,X,X,X
IZLSJOT,X,O,X,X,X,X,X,X,X,X,X,X
IZLSOTJ,O,O,O,X,X,X,X,X,X,X,X,X
IZLSOJT,X,O,X,X,X,X,X,X,X,X,X,X
IZLOTJS,X,O,X,X,X,X,X,O,X,X,X,X
IZLOTSJ,X,O,X,X,X,X,X,O,X,X,X,O
IZLOJTS,X,O,X,X,X,X,X,X,X,X,X,X
IZLOJST,O,O,X,X,X,X,X,X,X,X,X,X
IZLOSTJ,O,O,O,X,X,X,X,X,X,X,X,O
IZLOSJT,X,O,X,X,X,X,X,X,X,X,X,X
IZJTLSO,X,O,X,X,X,X,O,X,X,X,X,X
IZJTLOS,X,O,X,X,X,X,O,X,X,X,X,X
IZJTSLO,X,X,X,X,X,O,O,X,X,O,X,X
IZJTSOL,X,O,X,X,X,O,O,X,X,O,X,X
IZJTOLS,X,O,X,X,X,X,O,X,X,X,X,X
IZJTOSL,X,O,X,X,X,X,O,X,X,X,X,X
IZJLTSO,X,O,X,X,X,X,O,X,O,X,X,X
IZJLTOS,X,O,X,X,X,X,O,X,X,X,X,X
IZJLSTO,O,O,X,X,X,X,O,X,O,O,X,X
IZJLSOT,O,O,X,X,X,X,O,X,O,X,X,X
IZJLOTS,X,O,X,X,X,X,O,X,O,X,X,X
IZJLOST,O,O,X,X,X,X,O,X,O,X,X,X
IZJSTLO,X,X,X,X,O,X,O,X,X,O,X,X
IZJSTOL,X,O,X,X,O,X,O,X,X,O,X,X
IZJSLTO,O,X,X,X,X,X,O,X,O,O,X,X
IZJSLOT,O,X,X,X,X,X,O,X,O,X,X,X
IZJSOTL,X,O,X,X,O,X,O,X,X,O,X,X
IZJSOLT,X,X,X,X,X,X,O,X,O,X,X,X
IZJOTLS,X,O,X,X,X,X,O,X,X,X,X,X
IZJOTSL,X,O,X,X,X,X,O,X,X,X,X,O
IZJOLTS,X,O,X,X,X,X,O,X,O,X,X,X
IZJOLST,X,O,X,X,X,X,O,X,O,X,X,X
IZJOSTL,X,O,X,X,O,X,O,X,X,O,X,O
IZJOSLT,X,X,X,X,X,X,O,X,O,X,X,X
IZSTLJO,X,O,O,X,X,X,O,X,X,X,X,X
IZSTLOJ,X,O,O,X,X,X,O,X,X,X,X,X
IZSTJLO,X,X,X,X,X,X,O,X,X,O,X,X
IZSTJOL,X,O,X,X,X,X,O,X,X,O,X,X
IZSTOLJ,X,O,O,X,X,X,O,X,X,X,X,X
IZSTOJL,X,O,X,X,X,X,X,X,X,X,X,X
IZSLTJO,X,O,O,X,X,X,O,X,X,X,X,X
IZSLTOJ,O,O,O,X,X,X,O,X,X,X,X,X
IZSLJTO,X,O,X,X,X,X,O,X,X,X,X,X
IZSLJOT,X,O,X,X,X,X,O,X,X,X,X,X
IZSLOTJ,O,O,O,X,X,X,O,X,X,X,X,X
IZSLOJT,X,O,X,X,X,X,X,X,X,X,X,X
IZSJTLO,X,X,X,X,O,X,O,X,X,O,X,X
IZSJTOL,X,O,X,X,O,X,O,X,X,O,X,X
IZSJLTO,O,X,X,X,X,X,O,X,O,O,X,X
IZSJLOT,O,X,X,X,X,X,O,X,O,X,X,X
IZSJOTL,X,O,X,X,O,X,O,X,X,O,X,X
IZSJOLT,X,X,X,X,X,X,O,X,O,X,X,X
IZSOTLJ,X,O,O,X,X,X,O,X,X,X,X,O
IZSOTJL,X,O,X,X,X,X,X,X,X,X,X,O
IZSOLTJ,O,O,O,X,X,X,O,X,X,X,X,O
IZSOLJT,X,O,X,X,X,X,X,X,X,X,X,X
IZSOJTL,X,O,X,X,O,X,O,X,X,X,X,O
IZSOJLT,X,X,X,X,X,X,O,X,O,X,X,X
IZOTLJS,X,O,X,X,X,O,X,X,X,X,X,X
IZOTLSJ,X,O,X,X,X,O,X,X,X,X,X,O
IZOTJLS,X,O,X,X,X,O,X,X,X,X,X,X
IZOTJSL,X,O,X,X,X,O,X,X,X,X,X,O
IZOTSLJ,X,O,X,X,X,O,X,X,X,X,X,O
IZOTSJL,X,O,X,X,X,O,X,X,X,X,X,O
IZOLTJS,X,O,X,X,X,O,X,X,X,X,X,X
IZOLTSJ,X,O,X,X,X,O,X,X,X,X,X,O
IZOLJTS,X,O,X,X,X,X,X,X,X,X,X,X
IZOLJST,O,O,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,O,O,X,X,X,X,X,X,X,X,O
IZOLSJT,X,O,X,X,X,X,X,X,X,X,X,X
IZOJTLS,X,O,X,X,X,X,X,X,X,X,X,X
IZOJTSL,X,O,X,X,X,X,X,X,X,X,X,O
IZOJLTS,X,O,X,X,X,X,X,X,O,X,X,X
IZOJLST,X,O,X,X,X,X,X,X,O,X,X,X
IZOJSTL,X,O,X,X,O,X,X,X,X,X,X,O
IZOJSLT,X,X,X,X,X,X,X,X,O,X,X,X
IZOSTLJ,X,O,O,X,X,X,X,X,X,X,X,O
IZOSTJL,X,O,X,X,X,X,X,X,X,X,X,O
IZOSLTJ,O,O,O,X,X,X,X,X,X,X,X,O
IZOSLJT,X,O,X,X,X,X,X,X,X,X,X,X
IZOSJTL,X,O,X,X,O,X,X,X,X,X,X,O
IZOSJLT,X,X,X,X,X,X,X,X,O,X,X,X
IOTLJSZ,O,X,X,X,X,X,X,X,X,X,X,X
IOTLJZS,X,O,X,X,X,X,X,X,X,X,X,X
IOTLSJZ,O,X,O,X,X,X,X,X,X,X,X,X
IOTLSZJ,O,O,O,X,X,X,X,X,X,X,X,O
IOTLZJS,X,O,X,X,X,X,X,O,X,X,X,X
IOTLZSJ,X,O,X,X,X,X,X,O,X,X,X,O
IOTJLSZ,X,X,X,X,X,X,O,X,O,X,X,X
IOTJLZS,X,O,X,X,X,X,O,X,O,X,X,X
IOTJSLZ,X,X,X,X,O,X,O,X,O,X,X,X
IOTJSZL,X,X,X,X,O,X,O,X,X,X,X,O
IOTJZLS,X,O,X,X,X,X,O,X,X,X,X,X
IOTJZSL,X,O,X,X,X,X,O,X,X,X,X,O
IOTSLJZ,O,X,O,X,X,O,X,X,X,X,X,X
IOTSLZJ,O,O,O,X,X,O,X,X,X,X,X,O
IOTSJLZ,X,X,O,X,O,X,O,X,O,X,X,X
IOTSJZL,X,X,X,X,O,X,O,X,X,X,X,O
IOTSZLJ,X,O,O,X,X,O,O,X,X,X,X,O
IOTSZJL,X,O,X,X,X,O,X,X,X,X,X,O
IOTZLJS,X,O,X,X,X,X,X,O,X,X,X,X
IOTZLSJ,X,O,X,X,X,X,X,O,X,X,X,O
IOTZJLS,X,O,X,X,X,X,X,X,X,X,X,X
IOTZJSL,X,O,X,X,X,X,X,X,X,X,X,O
IOTZSLJ,X,O,X,X,X,X,X,X,X,X,X,O
IOTZSJL,X,O,X,X,X,X,X,X,X,X,X,O
IOLTJSZ,O,X,X,X,X,X,X,X,O,X,X,X
IOLTJZS,X,O,X,X,X,X,X,X,O,X,X,X
IOLTSJZ,O,X,O,X,X,X,X,X,O,X,X,X
IOLTSZJ,O,O,O,X,X,X,X,X,X,X,X,O
IOLTZJS,X,O,X,X,X,X,X,O,X,X,X,X
IOLTZSJ,X,O,X,X,X,X,X,O,X,X,X,O
IOLJTSZ,O,X,X,X,X,X,X,X,O,X,X,X
IOLJTZS,X,O,X,X,X,X,X,X,O,X,X,X
IOLJSTZ,O,X,O,X,O,X,X,X,O,X,X,X
IOLJSZT,O,X,X,X,X,X,X,X,O,X,X,X
IOLJZTS,X,O,X,X,X,X,X,X,O,X,X,X
IOLJZST,O,O,X,X,X,X,X,X,O,X,X,X
IOLSTJZ,O,X,O,X,X,X,X,X,O,X,X,X
IOLSTZJ,O,O,O,X,X,X,X,X,X,X,X,O
IOLSJTZ,O,X,O,X,O,X,X,X,O,X,X,X
IOLSJZT,O,X,X,X,X,X,X,X,O,X,X,X
IOLSZTJ,O,O,O,X,X,X,X,X,X,X,X,O
IOLSZJT,X,O,X,X,X,X,X,X,X,X,X,X
IOLZTJS,X,O,X,X,X,O,X,O,X,X,X,X
IOLZTSJ,X,O,X,X,X,O,X,O,X,X,X,O
IOLZJTS,X,O,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,O,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,O,O,X,X,X,X,X,X,X,X,O
IOLZSJT,X,O,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,X,X,X,X,O,X,O,X,X,X
IOJTLZS,X,O,X,X,X,X,O,X,O,X,X,X
IOJTSLZ,X,X,X,X,O,O,O,X,O,X,X,X
IOJTSZL,X,X,X,X,O,O,O,X,X,X,X,O
IOJTZLS,X,O,X,X,X,X,O,X,X,X,X,X
IOJTZSL,X,O,X,X,X,X,O,X,X,X,X,O
IOJLTSZ,O,X,X,X,X,X,O,X,O,X,X,X
IOJLTZS,X,O,X,X,X,X,O,X,O,X,X,X
IOJLSTZ,O,X,O,X,O,X,O,X,O,X,X,X
IOJLSZT,O,X,X,X,X,X,O,X,O,X,X,X
IOJLZTS,X,O,X,X,X,X,O,X,O,X,X,X
IOJLZST,O,O,X,X,X,X,O,X,O,X,X,X
IOJSTLZ,X,X,O,X,O,X,O,X,O,X,X,X
IOJSTZL,X,X,X,O,O,X,O,X,X,X,X,O
IOJSLTZ,O,X,O,X,O,X,O,X,O,X,X,X
IOJSLZT,O,X,X,O,X,X,O,X,O,X,X,X
IOJSZTL,X,X,X,O,O,X,O,X,X,X,X,O
IOJSZLT,X,X,X,O,X,X,O,X,O,X,X,X
IOJZTLS,X,O,X,O,X,X,O,X,X,X,X,X
IOJZTSL,X,O,X,O,X,X,O,X,X,X,X,O
IOJZLTS,X,O,X,X,X,X,O,X,O,X,X,X
IOJZLST,X,O,X,X,X,X,O,X,O,X,X,X
IOJZSTL,X,O,X,O,O,X,O,X,X,O,X,O
IOJZSLT,X,X,X,O,X,X,O,X,O,X,X,X
IOSTLJZ,O,X,O,X,X,X,X,X,X,X,X,X
IOSTLZJ,O,O,O,X,X,X,X,X,X,X,X,O
IOSTJLZ,X,X,O,X,O,X,O,X,O,X,X,X
IOSTJZL,X,X,X,O,O,X,O,X,X,X,X,O
IOSTZLJ,X,O,O,X,X,X,O,X,X,X,X,O
IOSTZJL,X,O,X,X,X,X,X,X,X,X,X,O
IOSLTJZ,O,X,O,X,X,X,X,X,O,X,X,X
IOSLTZJ,O,O,O,X,X,X,X,X,X,X,X,O
IOSLJTZ,O,X,O,X,O,X,X,X,O,X,X,X
IOSLJZT,O,X,X,O,X,X,X,X,O,X,X,X
IOSLZTJ,O,O,O,X,X,X,X,X,X,X,X,O
IOSLZJT,X,O,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,O,X,O,X,O,X,O,X,X,X
IOSJTZL,X,X,X,O,O,X,O,X,X,X,X,O
IOSJLTZ,O,X,O,X,O,X,O,X,O,X,X,X
IOSJLZT,O,X,X,O,X,X,O,X,O,X,X,X
IOSJZTL,X,X,X,O,O,X,O,X,X,X,X,O
IOSJZLT,X,X,X,O,X,X,O,X,O,X,X,X
IOSZTLJ,X,O,O,X,X,X,O,X,X,X,X,O
IOSZTJL,X,O,X,X,X,X,X,X,X,X,X,O
IOSZLTJ,O,O,O,X,X,X,O,X,X,X,X,O
IOSZLJT,X,O,X,X,X,X,X,X,X,X,X,X
IOSZJTL,X,O,X,O,O,X,O,X,X,X,X,O
IOSZJLT,X,X,X,O,X,X,O,X,O,X,X,X
IOZTLJS,X,O,X,X,X,O,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,O,X,X,X,X,X,O
IOZTJLS,X,O,X,X,X,O,X,X,X,X,X,X
IOZTJSL,X,O,X,X,X,O,X,X,X,X,X,O
IOZTSLJ,X,O,X,X,X,O,X,X,X,X,X,O
IOZTSJL,X,O,X,X,X,O,X,X,X,X,X,O
IOZLTJS,X,O,X,X,X,O,X,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,O,X,X,X,X,X,O
IOZLJTS,X,O,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,O,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,O,O,X,X,X,X,X,X,X,X,O
IOZLSJT,X,O,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,O,X,X,X,X,X,X,X,X,X,X
IOZJTSL,X,O,X,X,X,X,X,X,X,X,X,O
IOZJLTS,X,O,X,X,X,X,X,X,O,X,X,X
IOZJLST,X,O,X,X,X,X,X,X,O,X,X,X
IOZJSTL,X,O,X,X,O,X,X,X,X,X,X,O
IOZJSLT,X,X,X,X,X,X,X,X,O,X,X,X
IOZSTLJ,X,O,O,X,X,X,X,X,X,X,X,O
IOZSTJL,X,O,X,X,X,X,X,X,X,X,X,O
IOZSLTJ,O,O,O,X,X,X,X,X,X,X,X,O
IOZSLJT,X,O,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,O,X,X,O,X,X,X,X,X,X,O
IOZSJLT,X,X,X,X,X,X,X,X,O,X,X,X
LTIJSZO,O,X,X,X,X,O,O,X,O,X,X,X
LTIJSOZ,O,X,X,X,X,O,O,X,O,X,X,X
LTIJZSO,X,O,X,X,X,O,O,X,O,X,X,X
LTIJZOS,X,O,X,X,X,X,O,X,X,X,X,X
LTIJOSZ,O,X,X,X,X,X,O,X,O,X,X,X
LTIJOZS,X,O,X,X,X,X,O,X,X,X,X,X
LTISJZO,X,X,O,X,X,O,O,X,O,X,X,X
LTISJOZ,O,X,O,X,X,O,O,X,O,X,X,X
LTISZJO,X,O,O,X,X,O,O,X,X,X,O,X
LTISZOJ,O,O,O,X,X,O,O,X,X,X,X,X
LTISOJZ,O,X,O,X,X,O,X,X,X,X,X,X
LTISOZJ,O,O,O,X,X,O,X,X,X,X,X,X
LTIZJSO,X,O,X,X,X,O,X,O,X,X,O,X
LTIZJOS,X,O,X,X,X,X,X,O,X,X,O,X
LTIZSJO,X,O,X,X,X,O,X,O,X,X,O,X
LTIZSOJ,X,O,X,X,X,O,X,O,X,X,X,X
LTIZOJS,X,O,X,X,X,X,X,O,X,X,X,X
LTIZOSJ,X,O,X,X,X,X,X,O,X,X,X,X
LTIOJSZ,O,X,X,X,X,X,X,X,X,X,X,X
LTIOJZS,X,O,X,X,X,X,X,X,X,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,O,O,X,X,X,X,X,X,X,X,O
LTIOZJS,X,O,X,X,X,X,X,O,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,O,X,X,X,O
LTJISZO,O,X,X,X,X,O,O,X,O,X,X,X
LTJISOZ,O,X,X,X,X,O,O,X,O,X,X,X
LTJIZSO,X,X,X,X,X,O,O,X,O,X,X,X
LTJIZOS,X,X,X,X,X,X,O,X,X,X,X,X
LTJIOSZ,O,X,X,X,X,X,O,X,O,X,X,X
LTJIOZS,X,X,X,X,X,X,O,X,O,X,X,X
LTJSIZO,O,X,O,X,O,O,O,X,O,X,X,X
LTJSIOZ,O,X,O,X,O,O,O,X,O,X,X,X
LTJSZIO,O,X,O,X,O,O,O,X,O,X,O,X
LTJSZOI,O,X,O,X,O,O,O,X,O,X,O,X
LTJSOIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTJSOZI,O,X,O,X,O,X,O,X,O,X,X,X
LTJZISO,X,O,X,X,X,O,X,O,O,X,O,X
LTJZIOS,X,O,X,X,X,X,X,O,X,X,O,X
LTJZSIO,O,X,X,X,X,O,O,O,O,X,O,X
LTJZSOI,O,X,X,X,X,O,O,O,O,X,O,X
LTJZOIS,X,O,X,X,X,O,X,O,X,X,O,X
LTJZOSI,O,X,X,X,X,O,X,O,X,X,O,X
LTJOISZ,O,X,X,X,X,X,X,X,O,X,X,X
LTJOIZS,X,X,X,X,X,X,X,X,O,X,X,X
LTJOSIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTJOSZI,O,X,O,X,O,X,O,X,O,X,X,X
LTJOZIS,X,O,X,X,X,X,X,O,O,X,X,X
LTJOZSI,O,X,X,X,X,O,X,O,O,X,X,X
LTSIJZO,X,X,O,X,X,O,O,X,O,X,X,X
LTSIJOZ,O,X,O,X,X,O,O,X,O,X,X,X
LTSIZJO,X,X,O,X,X,O,O,X,X,X,O,X
LTSIZOJ,O,X,O,X,X,O,O,X,X,X,X,X
LTSIOJZ,O,X,O,X,X,O,X,X,X,X,X,X
LTSIOZJ,O,X,O,X,X,O,X,X,X,X,X,X
LTSJIZO,O,X,O,X,O,O,O,X,O,X,X,X
LTSJIOZ,O,X,O,X,O,O,O,X,O,X,X,X
LTSJZIO,O,X,O,X,O,O,O,X,O,X,O,X
LTSJZOI,O,X,O,X,O,O,O,X,O,X,O,X
LTSJOIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTSJOZI,O,X,O,X,O,X,O,X,O,X,X,X
LTSZIJO,X,O,O,X,X,O,O,O,X,X,O,X
LTSZIOJ,O,O,O,X,X,O,O,O,X,X,X,X
LTSZJIO,X,X,O,X,X,O,O,O,O,X,O,X
LTSZJOI,X,X,O,X,X,O,X,O,O,X,O,X
LTSZOIJ,O,O,O,X,X,O,O,O,X,X,X,X
LTSZOJI,O,X,O,X,X,O,X,O,X,X,O,X
LTSOIJZ,O,X,O,X,X,O,X,X,O,X,X,X
LTSOIZJ,O,X,O,X,X,O,X,X,X,X,X,X
LTSOJIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTSOJZI,O,X,O,X,O,X,X,X,O,X,X,X
LTSOZIJ,O,O,O,X,X,X,X,O,X,X,X,X
LTSOZJI,O,X,O,X,X,X,X,O,O,X,O,X
LTZIJSO,X,O,X,X,X,O,X,O,X,X,O,X
LTZIJOS,X,O,X,X,X,X,X,O,X,X,O,X
LTZISJO,X,O,X,X,X,O,X,O,X,X,O,X
LTZISOJ,X,O,X,X,X,O,X,O,X,X,X,X
LTZIOJS,X,O,X,X,X,X,X,O,X,X,X,X
LTZIOSJ,X,O,X,X,X,X,X,O,X,X,X,X
LTZJISO,X,O,X,X,X,O,X,O,O,X,O,X
LTZJIOS,X,O,X,X,X,X,X,O,X,X,O,X
LTZJSIO,O,X,X,X,X,O,X,O,O,O,O,X
LTZJSOI,O,X,X,X,X,O,X,O,O,O,O,X
LTZJOIS,X,O,X,X,X,O,X,O,X,X,O,X
LTZJOSI,O,X,X,X,X,O,X,O,X,X,O,X
LTZSIJO,X,O,O,X,X,O,X,O,X,X,O,X
LTZSIOJ,O,O,O,X,X,O,X,O,X,X,X,X
LTZSJIO,X,X,O,X,X,O,X,O,O,O,O,X
LTZSJOI,X,X,O,X,X,O,X,O,O,O,O,X
LTZSOIJ,O,O,O,X,X,O,X,O,X,X,X,X
LTZSOJI,O,X,O,X,X,O,X,O,X,X,O,X
LTZOIJS,X,O,X,X,X,O,X,O,X,X,X,X
LTZOISJ,X,O,X,X,X,O,X,O,X,X,X,X
LTZOJIS,X,O,X,X,X,O,X,O,X,X,O,X
LTZOJSI,O,X,X,X,X,O,X,O,X,X,O,X
LTZOSIJ,O,O,O,X,X,O,X,O,X,X,X,X
LTZOSJI,O,X,O,X,X,O,X,O,X,X,O,X
LTOIJSZ,O,X,X,X,X,X,X,X,O,X,X,X
LTOIJZS,X,O,X,X,X,X,X,X,O,X,X,X
LTOISJZ,O,X,O,X,X,X,X,X,O,X,X,X
LTOISZJ,O,O,O,X,X,X,X,X,X,X,X,X
LTOIZJS,X,O,X,X,X,X,X,O,X,X,X,X
LTOIZSJ,X,O,X,X,X,X,X,O,X,X,X,X
LTOJISZ,O,X,X,X,X,X,X,X,O,X,X,X
LTOJIZS,X,X,X,X,X,X,X,X,O,X,X,X
LTOJSIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTOJSZI,O,X,O,X,O,X,X,X,O,X,X,X
LTOJZIS,X,O,X,X,X,X,X,O,O,X,X,X
LTOJZSI,O,X,X,X,X,O,X,O,O,X,X,X
LTOSIJZ,O,X,O,X,X,O,X,X,O,X,X,X
LTOSIZJ,O,X,O,X,X,O,X,X,X,X,X,X
LTOSJIZ,O,X,O,X,O,O,X,X,O,X,X,X
LTOSJZI,O,X,O,X,O,X,X,X,O,X,X,X
LTOSZIJ,O,O,O,X,X,X,X,O,X,X,X,X
LTOSZJI,O,X,O,X,X,X,X,O,O,X,O,X
LTOZIJS,X,O,X,X,X,O,X,O,X,X,X,X
LTOZISJ,X,O,X,X,X,O,X,O,X,X,X,X
LTOZJIS,X,O,X,X,X,O,X,O,O,X,O,X
LTOZJSI,O,X,X,X,X,O,X,O,O,X,O,X
LTOZSIJ,O,O,O,X,X,O,X,O,X,X,X,X
LTOZSJI,O,X,O,X,X,O,X,O,O,X,O,X
LITJSZO,O,X,X,X,X,O,O,X,O,X,X,X
LITJSOZ,O,X,X,X,X,O,O,X,O,X,X,X
LITJZSO,X,O,X,X,X,O,O,X,O,X,X,X
LITJZOS,X,O,X,X,X,X,O,X,X,X,X,X
LITJOSZ,O,X,X,X,X,X,O,X,O,X,X,X
LITJOZS,X,O,X,X,X,X,O,X,X,X,X,X
LITSJZO,X,X,O,X,X,O,O,X,O,X,X,X
LITSJOZ,O,X,O,X,X,O,O,X,O,X,X,X
LITSZJO,X,O,O,X,X,O,O,X,X,X,O,X
LITSZOJ,O,O,O,X,X,O,O,X,X,X,X,X
LITSOJZ,O,X,O,X,X,O,X,X,X,X,X,X
LITSOZJ,O,O,O,X,X,O,X,X,X,X,X,X
LITZJSO,X,O,X,X,X,O,X,O,X,X,O,X
LITZJOS,X,O,X,X,X,X,X,O,X,X,O,X
LITZSJO,X,O,X,X,X,O,X,O,X,X,O,X
LITZSOJ,X,O,X,X,X,O,X,O,X,X,X,X
LITZOJS,X,O,X,X,X,X,X,O,X,X,X,X
LITZOSJ,X,O,X,X,X,X,X,O,X,X,X,X
LITOJSZ,O,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,O,X,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,O,X,X,X,X,X,X,X,X,X
LITOSZJ,O,O,O,X,X,X,X,X,X,X,X,O
LITOZJS,X,O,X,X,X,X,X,O,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,O,X,X,X,O
LIJTSZO,O,X,X,X,X,O,O,X,O,X,X,X
LIJTSOZ,O,X,X,X,X,O,O,X,O,X,X,X
LIJTZSO,X,O,X,X,X,O,O,X,O,X,X,X
LIJTZOS,X,O,X,X,X,X,O,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,O,X,O,X,X,X
LIJTOZS,X,O,X,X,X,X,O,X,O,X,X,X
LIJSTZO,O,X,O,X,O,X,O,X,O,X,X,X
LIJSTOZ,O,X,O,X,O,X,O,X,O,X,X,X
LIJSZTO,O,X,X,X,X,X,O,X,O,X,X,X
LIJSZOT,O,X,X,X,X,X,O,X,O,X,X,X
LIJSOTZ,O,X,O,X,O,X,O,X,O,X,X,X
LIJSOZT,O,X,X,X,X,X,O,X,O,X,X,X
LIJZTSO,X,O,X,X,X,X,O,O,O,X,X,X
LIJZTOS,X,O,X,X,X,X,O,O,X,X,X,X
LIJZSTO,O,O,X,X,X,X,O,X,O,O,X,X
LIJZSOT,O,O,X,X,X,X,O,X,O,X,X,X
LIJZOTS,X,O,X,X,X,X,O,X,O,X,X,X
LIJZOST,O,O,X,X,X,X,O,X,O,X,X,X
LIJOTSZ,O,X,X,X,X,X,O,X,O,X,X,X
LIJOTZS,X,O,X,X,X,X,O,X,O,X,X,X
LIJOSTZ,O,X,O,X,O,X,O,X,O,X,X,X
LIJOSZT,O,X,X,X,X,X,O,X,O,X,X,X
LIJOZTS,X,O,X,X,X,X,O,X,O,X,X,X
LIJOZST,O,O,X,X,X,X,O,X,O,X,X,X
LISTJZO,X,X,O,X,X,X,O,X,O,X,X,X
LISTJOZ,O,X,O,X,X,X,O,X,O,X,X,X
LISTZJO,X,O,O,X,X,X,O,X,X,X,O,X
LISTZOJ,O,O,O,X,X,X,O,X,X,X,X,X
LISTOJZ,O,X,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,O,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,O,X,O,X,O,X,O,X,X,X
LISJTOZ,O,X,O,X,O,X,O,X,O,X,X,X
LISJZTO,O,X,X,X,X,X,O,X,O,X,X,X
LISJZOT,O,X,X,X,X,X,O,X,O,X,X,X
LISJOTZ,O,X,O,X,O,X,O,X,O,X,X,X
LISJOZT,O,X,X,X,X,X,O,X,O,X,X,X
LISZTJO,X,O,O,X,X,X,O,O,X,X,O,X
LISZTOJ,O,O,O,X,X,X,O,O,X,X,X,X
LISZJTO,X,O,X,X,X,X,O,X,X,X,X,X
LISZJOT,X,O,X,X,X,X,O,X,X,X,X,X
LISZOTJ,O,O,O,X,X,X,O,X,X,X,X,X
LISZOJT,X,O,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,O,X,X,X,X,X,O,X,X,X
LISOTZJ,O,O,O,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,O,X,O,X,X,X,O,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,O,X,X,X
LISOZTJ,O,O,O,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,X,O,X,O,X,X,O,X
LIZTJOS,X,O,X,X,X,X,X,O,X,X,O,X
LIZTSJO,X,O,X,X,X,O,X,O,X,X,O,X
LIZTSOJ,X,O,X,X,X,O,X,O,X,X,X,X
LIZTOJS,X,O,X,X,X,X,X,O,X,X,X,X
LIZTOSJ,X,O,X,X,X,X,X,O,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,O,X,X,X,X,X,O,X,X,X,X
LIZJSTO,O,O,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,X,X,X,X,X,X
