sequence,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBWlB/mBU?iBlqBywB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBflBuqBF?nB0rBirB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex8IvhFflBlgBUiBO?rB6qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFxcBzfBlhB/?rBOsB0qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFXdBzfBFnBx?qBerB0rB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBflBFnBC?rBUrBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFxcBzfB/rBF?nB0qBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX7IvhFxcBChBVnBU?lBerBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je08IvhFflBlgBxmB6?qBOsBTrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeZBJvhFCdBGgBVnBX?gB0qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX9IvhFCgBFnBxqBe?rBTlB0rB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jem7IvhFFdBCgBcmBT?lBXnBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFqgBxcB/qBF?nBTrBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex7IvhFXdBCgBTlBF?nB0rBerB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je08IvhFCgBFnBxqBe?rBTlBXsB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX7IvhFCdBVnBRlBm?qBzrB8qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex7IvhFCgB/qBUmBF?nBOsBTrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex8IvhFCgBTlB/rBF?nBmrB0qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je07IvhFCdBzfBVnB3?lB2rBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFzbBXdBWnBx?qBywBlqB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jei7IvhFchBflB5lBF?nBTrBOsB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFugBCdBZmBV?nB/qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFCdBflB8lBV?nB2rBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFxcBylBFnB+?lBXrBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jem7IvhFUiBRlBfsBF?lBzqBCsB
TLIJOSZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLIJOZS,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TLISJZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TLISJOZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLISZJO,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TLISZOJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TLISOJZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLISOZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TLIZJSO,X,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X
TLIZJOS,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TLIZSJO,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
TLIZSOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TLIZOJS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TLIZOSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X,X
TLIOJSZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLIOJZS,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TLIOSJZ,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLIOSZJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TLIOZJS,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLIOZSJ,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
TLJISZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TLJISOZ,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJIZSO,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TLJIZOS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TLJIOSZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLJIOZS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TLJSIZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLJSIOZ,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJSZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJSZOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJSOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJSOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJZISO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJZIOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJZSIO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLJZSOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLJZOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJZOSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLJOISZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLJOIZS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLJOSIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLJOSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLJOZIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLJOZSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLSIJZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TLSIJOZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSIZJO,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
TLSIZOJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X
TLSIOJZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLSIOZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TLSJIZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TLSJIOZ,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLSJZOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLSJOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZIJO,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X
TLSZIOJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X
TLSZJIO,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLSZJOI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLSZOIJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLSZOJI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TLSOIJZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TLSOIZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TLSOJIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TLSOJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLSOZIJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
TLSOZJI,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
TLZIJSO,X,O,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X
TLZIJOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
TLZISJO,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TLZISOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
TLZIOJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TLZIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
TLZJISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJIOS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSIO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLZJSOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLZJOIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLZSIJO,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X,X
TLZSIOJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X
TLZSJIO,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TLZSJOI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TLZSOIJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TLZSOJI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TLZOIJS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLZOISJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLZOJIS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLZOJSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TLZOSIJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TLZOSJI,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TLOIJSZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOIJZS,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TLOISJZ,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOISZJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
TLOIZJS,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOIZSJ,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
TLOJISZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TLOJIZS,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOJSIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOJSZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TLOJZSI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TLOSIJZ,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
TLOSIZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
TLOSJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TLOSJZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOSZIJ,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TLOSZJI,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TLOZIJS,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLOZISJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TLOZJIS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLOZJSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TLOZSIJ,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
TLOZSJI,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJILSZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJILSOZ,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILZSO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJILZOS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILOSZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJILOZS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJISLZO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJISLOZ,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISZLO,O,O,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TJISZOL,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJISOLZ,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOZL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIZLSO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TJIZLOS,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIZSLO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TJIZSOL,X,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJIZOLS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIZOSL,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJIOLZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOSLZ,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJIOSZL,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TJIOZLS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOZSL,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLISZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJLISOZ,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIZSO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
TJLIZOS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJLIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJLSIZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJLSIOZ,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZIOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLZSOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLZOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLOISZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJLOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOSIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLOZSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSILZO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSILOZ,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZLO,O,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSIZOL,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSIOLZ,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSLIZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSLIOZ,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLZOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSLOIZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSZLOI,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSZOIL,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TJSOLIZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSOLZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSOZIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJSOZLI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZILOS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZISLO,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZISOL,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZIOSL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZLSOI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZLOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZSILO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZSIOL,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZSLIO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZSLOI,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJZSOIL,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJZOILS,O,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJZOSIL,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJZOSLI,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJOILSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJOILZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOISLZ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJOISZL,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJOIZLS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
