sequence,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhFUhBFiB6qBX?nB2wBzsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFxcBCiBllBe?sBXrBzsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jel7IvhF3cBciB6qBT?mBmsBxwB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jel7IvhFGdB/mBanB0?lBzsBRwB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhFTdBllBUnBX?rByxBGrB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhF3gBFiB6rB0?nBzqB2xB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhF3gBFiB8qB+?rBTnByxB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeX8IvhFFiBxlB6qB0?nBTrB2xB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeX8IvhFFiBxlB0lBS?wBmsBTsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFxcBXiBllBm?rBzsBSwB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeX8IvhFFiBxlB0lBO?sBSwBzsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeX8IvhFFiBxlBTnBG?rByxB0qB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhF6hBTdBllB2?sBXrBRxB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFSiBllB3mBm?mBzsBRwB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFxcBzhBllBX?rBmsBSxB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhF3gBFiBTmBW?wBisB0sB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jem7IvhF1lBXiB5mBz?qBisB0sB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Je07IvhFxcBllB3mBm?sBSwBTsB,v115@zgB8FeE8EeD8EeF8FeD8FeA8JeG9IvhFZnBllBcrBz?sB6qB/rB,v115@zgB8FeE8EeD8EeF8FeD8FeA8Jex7IvhFOnBllBcrBz?sBCrBXsB
TJISLZO,X,X,X,O,O,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X
TJISLOZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TJISZLO,X,X,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,O,X,X
TJISZOL,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X
TJISOLZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TJISOZL,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X
TJIZLSO,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJIZLOS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIZSLO,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TJIZSOL,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TJIZOLS,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIZOSL,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJIOLSZ,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TJIOLZS,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOSLZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X,O,X,X,X
TJIOSZL,X,X,O,O,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X
TJIOZLS,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJIOZSL,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJLISZO,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TJLISOZ,X,O,O,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
TJLIZSO,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLIZOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJLIOZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIZO,X,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TJLSIOZ,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TJLSZIO,X,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
TJLSZOI,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TJLSOIZ,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,O,X,X
TJLSOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X
TJLZISO,O,O,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TJLZIOS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,O,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLZSOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TJLZOIS,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJLZOSI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X
TJLOIZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,O,X,X,X,O,X,O,O,X,X,O,X,X,O,O,O,X,X,X
TJLOSZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJLOZIS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
TJSILZO,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TJSILOZ,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TJSIZLO,X,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TJSIZOL,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
TJSIOLZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TJSIOZL,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X
TJSLIZO,X,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TJSLIOZ,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TJSLZIO,X,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TJSLZOI,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TJSLOIZ,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,O,X,X
TJSLOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X
TJSZILO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TJSZIOL,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TJSZLIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TJSZLOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZOIL,X,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TJSZOLI,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TJSOILZ,X,X,X,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
TJSOIZL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,O,O,X,X
TJSOLIZ,X,O,X,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X
TJSOLZI,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,O,X,X
TJSOZIL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O,O,O,X,X
TJSOZLI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X,X
TJZILSO,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TJZILOS,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZISLO,X,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X
TJZISOL,X,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TJZIOLS,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TJZIOSL,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TJZLISO,O,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TJZLIOS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZLSIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TJZLOSI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TJZSIOL,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TJZSLIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TJZSLOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZSOIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TJZSOLI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TJZOILS,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TJZOISL,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TJZOLIS,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TJZOLSI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TJZOSIL,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X
TJZOSLI,X,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
TJOILSZ,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
TJOILZS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOISLZ,X,X,X,O,X,O,X,O,O,O,O,X,X,O,O,O,O,X,X,X
TJOISZL,X,X,O,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X
TJOIZLS,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TJOIZSL,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TJOLISZ,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X
TJOLIZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,X,O,X,X,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X,X
TJOLSZI,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X,X
TJOLZIS,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJOLZSI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
TJOSILZ,X,X,X,O,X,O,X,O,O,O,O,O,X,X,O,O,O,O,X,X
TJOSIZL,X,X,X,O,X,X,X,O,X,O,O,X,X,X,O,O,O,O,X,X
TJOSLIZ,X,O,X,X,X,O,X,O,O,O,O,X,X,X,O,O,O,O,X,X
TJOSLZI,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,O,X,X
TJOSZIL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O,O,O,X,X
TJOSZLI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X,X
TJOZILS,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
TJOZISL,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
TJOZLIS,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O
TJOZLSI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
TJOZSIL,X,O,O,O,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X
TJOZSLI,O,O,O,O,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,O
TSILJZO,X,X,X,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
TSILJOZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
TSILZJO,X,X,X,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TSILZOJ,X,X,X,X,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X
TSILOJZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSILOZJ,X,X,X,X,O,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
TSIJLZO,X,X,X,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X
TSIJLOZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSIJZLO,X,X,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TSIJZOL,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSIJOLZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
TSIJOZL,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
TSIZLJO,X,X,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSIZLOJ,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
TSIZJLO,X,X,O,O,X,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSIZJOL,X,X,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
TSIZOLJ,X,X,O,O,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X
TSIZOJL,X,X,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TSIOLJZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSIOLZJ,X,X,X,X,O,O,X,O,O,O,O,O,X,O,O,X,O,X,X,X
TSIOJLZ,X,X,X,O,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X
TSIOJZL,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X
TSIOZLJ,X,X,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TSIOZJL,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X
TSLIJZO,X,X,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
TSLIZJO,X,O,O,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,O,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLIOJZ,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSLIOZJ,X,X,O,X,O,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSLJIZO,X,X,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLJIOZ,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
TSLJZIO,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLJZOI,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSLJOIZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X
TSLJOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
TSLZIJO,O,O,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
TSLZIOJ,O,X,O,X,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
TSLZJIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLZJOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSLZOIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TSLZOJI,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLOIJZ,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X
TSLOIZJ,X,X,X,X,O,O,X,X,O,O,O,O,X,X,O,X,O,X,X,X
TSLOJIZ,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X
TSLOJZI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
TSLOZIJ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X
TSLOZJI,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSJILZO,X,X,X,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TSJILOZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TSJIZLO,X,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TSJIZOL,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
TSJIOLZ,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TSJIOZL,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X
TSJLIZO,X,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
TSJLIOZ,X,O,O,X,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TSJLZIO,X,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
TSJLZOI,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TSJLOIZ,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,O,X,X
TSJLOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X
TSJZILO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TSJZIOL,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TSJZLIO,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TSJZLOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJZOIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,O,X,X
TSJZOLI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
TSJOILZ,X,X,X,O,X,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
TSJOIZL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,O,O,X,X
TSJOLIZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X
TSJOLZI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,O,O,X,X
TSJOZIL,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,O,O,X,X
TSJOZLI,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X,X
TSZILJO,X,O,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSZILOJ,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
TSZIJLO,X,O,O,O,X,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSZIJOL,X,X,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
TSZIOLJ,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TSZIOJL,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
TSZLIJO,X,O,O,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
TSZLIOJ,X,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
TSZLJIO,X,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSZLJOI,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSZLOIJ,X,X,O,O,O,O,X,X,X,X,X,X,O,O,O,X,O,X,X,X
TSZLOJI,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSZJILO,X,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSZJIOL,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZJLIO,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
TSZJOLI,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TSZOILJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
TSZOIJL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
TSZOLIJ,X,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X,O,X,X,X
TSZOLJI,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSZOJIL,X,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
TSZOJLI,X,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSOILJZ,X,X,X,O,X,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
TSOILZJ,X,X,X,O,O,O,X,O,O,O,O,O,X,O,O,X,O,X,X,X
TSOIJLZ,X,X,X,O,X,O,X,O,O,O,O,O,X,O,X,X,O,X,X,X
TSOIJZL,X,X,X,O,X,X,X,O,X,O,O,X,X,O,O,X,O,X,X,X
TSOIZLJ,X,X,X,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TSOIZJL,X,X,X,O,X,X,X,O,X,O,O,X,X,O,O,X,O,X,X,X
TSOLIJZ,X,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X
TSOLIZJ,X,O,X,X,O,O,X,O,O,O,O,O,X,X,O,X,O,X,X,X
TSOLJIZ,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X
TSOLJZI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
TSOLZIJ,O,O,X,X,O,O,X,X,X,O,O,X,X,O,O,X,O,X,X,X
TSOLZJI,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSOJILZ,X,X,X,O,X,O,X,O,O,O,O,O,X,X,X,O,O,X,X,X
TSOJIZL,X,X,X,O,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X,X
TSOJLIZ,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X
TSOJLZI,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
TSOJZIL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,X
TSOJZLI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TSOZILJ,X,O,X,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,O,X
TSOZIJL,X,O,X,O,X,X,X,O,X,O,O,X,X,O,O,X,O,X,O,X
TSOZLIJ,X,O,X,O,X,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X
TSOZLJI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TSOZJIL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
TSOZJLI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TZILJSO,X,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZILJOS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZILSJO,X,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TZILSOJ,X,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
TZILOJS,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZILOSJ,X,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZIJLSO,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
TZIJLOS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZIJSLO,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TZIJSOL,X,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TZIJOLS,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TZIJOSL,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZISLJO,X,O,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TZISLOJ,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
TZISJLO,X,O,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TZISJOL,X,X,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
TZISOLJ,X,O,O,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
TZISOJL,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
TZIOLJS,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZIOLSJ,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
TZIOJLS,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZIOJSL,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZIOSLJ,X,O,O,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X,X,X
TZIOSJL,X,O,O,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X
TZLIJSO,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
TZLIJOS,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZLISJO,O,O,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TZLISOJ,O,X,O,O,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X,X
TZLIOJS,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZLIOSJ,O,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
TZLJISO,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TZLJIOS,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZLJSIO,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLJSOI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
