sequence,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUdBRgBWnBllBTr?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBFhBTiB+r?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBGhBTiB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdB/lBFhBCnBml?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF2gBqhB/iBllBUm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFOgB/iBChB0hBVr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUcBFgBTiB3hBWr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF0bB/lBGiBimBlm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdBxmBGrB/qBFr?BiqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF8gBzcBmfBSnB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFXcBViB0lBxmBSw?BOqB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFGcB/iBRgBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF/iB0lBlmB6rBmp?BzqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0lBlmBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8Je2/IvhFRbBShB/iBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0hBllBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFShB/iBlmBUrBZl?BuqB
TJSIZOL,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X
TJSIOLZ,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJSIOZL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJSLIZO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJSLIOZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJSLZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJSLZOI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJSLOIZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJSLOZI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJSZILO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TJSZIOL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TJSZLIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJSZLOI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TJSZOIL,X,O,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X
TJSZOLI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X
TJSOILZ,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJSOIZL,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJSOLIZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJSOLZI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJSOZIL,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJSOZLI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJZILSO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISLO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZISOL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZIOLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZLISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZLIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZLSOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TJZLOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TJZSIOL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TJZSLIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TJZSLOI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TJZSOIL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TJZSOLI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TJZOILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZOLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJZOSLI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJOILSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOISLZ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TJOISZL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TJOIZLS,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
TJOLISZ,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOLZIS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOLZSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJOSIZL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJOSLIZ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJOSLZI,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJOSZIL,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJOSZLI,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TJOZILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJOZLIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TJOZSLI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSILJZO,X,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSILJOZ,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TSILZJO,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSILZOJ,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X
TSILOJZ,X,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X
TSILOZJ,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X
TSIJLZO,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X
TSIJLOZ,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSIJZLO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSIJZOL,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X
TSIJOLZ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIJOZL,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIZLJO,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
TSIZLOJ,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,O,X
TSIZJLO,X,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
TSIZJOL,X,X,O,X,O,O,X,O,X,O,X,X,O,O,X,O,X
TSIZOLJ,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X,O,X
TSIZOJL,X,X,O,X,O,O,X,O,X,X,X,X,O,O,X,O,X
TSIOLJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIOJZL,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
TSIOZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
TSLIJZO,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TSLIJOZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLIZJO,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLIZOJ,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X
TSLIOJZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLIOZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLJIZO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLJIOZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLJZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSLJZOI,X,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLJOIZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLJOZI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLZIJO,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
TSLZIOJ,X,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X,X
TSLZJIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X
TSLZJOI,X,O,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X
TSLZOIJ,X,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X,X
TSLZOJI,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X
TSLOIJZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLOIZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLOJIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSLOJZI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSLOZIJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSLOZJI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJILZO,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSJILOZ,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSJIZLO,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSJIZOL,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X
TSJIOLZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJIOZL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJLIOZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJLZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJLZOI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJLOIZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJLOZI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJZILO,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X
TSJZIOL,X,O,O,X,O,X,X,X,X,O,X,X,O,O,O,X,X
TSJZLIO,X,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
TSJZLOI,X,O,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X
TSJZOIL,X,O,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X
TSJZOLI,X,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X,X
TSJOILZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOIZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOLIZ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSJOLZI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJOZIL,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJOZLI,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSZILJO,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TSZILOJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
TSZIJLO,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TSZIJOL,X,X,O,X,O,X,X,O,X,O,X,O,O,O,O,O,O
TSZIOLJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
TSZIOJL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
TSZLIJO,X,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
TSZLIOJ,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,O,O
TSZLJIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
TSZLJOI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TSZLOIJ,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
TSZLOJI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TSZJILO,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TSZJIOL,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
TSZJLIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
TSZJLOI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TSZJOIL,X,O,O,X,O,X,X,O,X,O,X,O,O,O,O,X,O
TSZJOLI,X,O,O,X,O,X,X,O,X,O,X,O,O,X,O,X,O
TSZOILJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
TSZOIJL,X,X,O,X,O,X,X,O,X,X,X,O,O,O,O,O,O
TSZOLIJ,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
TSZOLJI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TSZOJIL,X,X,O,X,O,X,X,O,X,O,X,O,O,O,O,X,O
TSZOJLI,X,X,O,X,O,X,X,O,X,O,X,O,O,X,O,X,O
TSOILJZ,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
TSOILZJ,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSOIJZL,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
TSOIZJL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
TSOLIJZ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOLIZJ,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOLJIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOLJZI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOLZIJ,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSOLZJI,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOJILZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOJIZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOJLZI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOJZIL,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOJZLI,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TSOZILJ,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,O
TSOZIJL,X,X,O,X,O,X,X,O,X,X,X,X,O,O,X,O,O
TSOZLIJ,X,X,O,X,X,X,O,X,X,O,X,X,O,O,X,O,O
TSOZLJI,X,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,O
TSOZJIL,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,O,O
TSOZJLI,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,O
TZILJSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZILJOS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZILSJO,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TZILSOJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TZILOJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZILOSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZIJLSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZIJLOS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJSLO,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZIJSOL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZIJOLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJOSL,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZISLJO,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TZISLOJ,X,O,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X
TZISJLO,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X
TZISJOL,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X
TZISOLJ,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X
TZISOJL,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
TZIOLJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZIOLSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZIOJLS,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIOJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIOSLJ,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZIOSJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJSO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TZLIJOS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLISJO,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
TZLISOJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
TZLIOJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLIOSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLJISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZLJIOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZLJSOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZLJOIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJOSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIJO,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZLSIOJ,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZLSJIO,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZLSJOI,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZLSOIJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZLSOJI,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZLOIJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLOISJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZLOJIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLOJSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSIJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZLOSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJILSO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZJILOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJISLO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJISOL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJIOLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJIOSL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJLISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZJLIOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZJLSOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TZJLOIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLOSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSILO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TZJSIOL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TZJSLIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TZJSLOI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TZJSOIL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TZJSOLI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X
TZJOILS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOISL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJOLIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOLSI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJOSIL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZJOSLI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZSILJO,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZSILOJ,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
TZSIJLO,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZSIJOL,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
TZSIOLJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,O,O
TZSIOJL,X,X,O,X,O,X,X,X,X,X,X,O,O,O,O,O,O
TZSLIJO,X,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
TZSLIOJ,X,O,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
TZSLJIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
TZSLJOI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZSLOIJ,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
TZSLOJI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZSJILO,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZSJIOL,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,X,O
TZSJLIO,X,O,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O
TZSJLOI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZSJOIL,X,O,O,X,O,X,X,X,X,O,X,O,O,O,O,X,O
TZSJOLI,X,O,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZSOILJ,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,X,O
TZSOIJL,X,X,O,X,O,X,X,X,X,X,X,O,O,O,O,X,O
TZSOLIJ,X,X,O,X,X,X,X,X,X,O,X,O,O,O,O,X,O
TZSOLJI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZSOJIL,X,X,O,X,O,X,X,X,X,O,X,O,O,O,O,X,O
TZSOJLI,X,X,O,X,O,X,X,X,X,O,X,O,O,X,O,X,O
TZOILJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZOILSJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZOIJLS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOIJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOISLJ,X,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TZOISJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOLIJS,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZOLISJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TZOLJIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOLJSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOLSIJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOLSJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOJILS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOJISL,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZOJLIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZOJLSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOJSIL,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZOJSLI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TZOSILJ,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
TZOSIJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TZOSLIJ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O
TZOSLJI,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
TZOSJIL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
TZOSJLI,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O
TOILJSZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOILJZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
TOILSJZ,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
