sequence,v115@7gB8GeD8GeE8DeH8BeC8Jei6IvhF5gBOhBXdBzfBFn?B0rB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegB5gB0cBKmBFn?BXsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegB5gBXdBKmBFn?B0rB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhF2gBXdBRlBFnBCm?B0rB,v115@7gB8GeD8GeE8DeH8BeC8Je//IvhFRbBCdBmgBVnB0l?BzrB,v115@7gB8GeD8GeE8DeH8BeC8Jex6IvhFTcB0fB6lB/rBFn?BOsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegBFdBChBUhBRr?BXsB,v115@7gB8GeD8GeE8DeH8BeC8JeT6IvhFegBRhBUmBFnBCm?BXsB,v115@7gB8GeD8GeE8DeH8BeC8Je2/IvhF5gB0cBKmBzfBFn?BXsB
LTZOJIS,O,O,O,X,X,X,X,O,O
LTZOJSI,O,O,O,X,O,X,X,X,X
LTZOSIJ,O,X,X,X,O,X,X,X,X
LTZOSJI,O,O,O,X,O,X,X,X,X
LTOIJSZ,O,O,O,O,X,X,O,X,X
LTOIJZS,X,O,O,O,X,X,O,O,O
LTOISJZ,O,X,O,O,X,X,O,X,X
LTOISZJ,O,X,X,X,X,X,O,X,X
LTOIZJS,O,O,X,O,X,X,O,X,O
LTOIZSJ,O,X,X,O,X,X,X,X,X
LTOJISZ,O,O,O,X,X,X,O,X,X
LTOJIZS,X,O,O,X,X,X,O,O,O
LTOJSIZ,O,O,O,X,X,X,X,X,X
LTOJSZI,O,O,O,X,X,X,X,X,X
LTOJZIS,X,O,O,X,X,X,X,O,O
LTOJZSI,X,O,O,X,X,X,X,X,X
LTOSIJZ,O,X,O,O,X,X,X,X,X
LTOSIZJ,O,X,X,X,O,X,X,X,X
LTOSJIZ,O,O,O,X,X,X,X,X,X
LTOSJZI,O,O,O,X,X,X,X,X,X
LTOSZIJ,O,X,X,X,O,X,X,X,X
LTOSZJI,O,O,O,X,O,X,X,X,X
LTOZIJS,O,O,X,X,X,X,X,O,O
LTOZISJ,O,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,X,X,X,O,O
LTOZJSI,O,O,O,X,O,X,X,X,X
LTOZSIJ,O,X,X,X,O,X,X,X,X
LTOZSJI,O,O,O,X,O,X,X,X,X
LITJSZO,O,O,O,X,X,X,O,X,O
LITJSOZ,O,O,O,O,X,X,O,X,X
LITJZSO,X,O,O,O,X,X,X,X,O
LITJZOS,X,O,O,O,X,X,O,X,O
LITJOSZ,X,O,O,O,X,X,O,X,X
LITJOZS,X,O,O,O,X,X,O,X,O
LITSJZO,O,O,O,X,O,X,O,X,O
LITSJOZ,O,O,O,O,X,X,O,X,X
LITSZJO,O,O,O,X,O,X,O,X,O
LITSZOJ,X,X,X,X,O,X,O,X,X
LITSOJZ,O,X,O,O,X,X,O,X,X
LITSOZJ,O,X,X,X,O,X,O,X,X
LITZJSO,O,O,O,O,O,X,X,X,O
LITZJOS,O,O,O,O,X,X,O,X,O
LITZSJO,O,O,O,O,O,X,X,X,O
LITZSOJ,O,X,X,O,O,X,X,X,X
LITZOJS,O,O,X,O,X,X,O,X,O
LITZOSJ,O,X,X,O,X,X,X,X,X
LITOJSZ,O,O,O,O,X,X,O,X,X
LITOJZS,X,O,O,O,X,X,O,X,O
LITOSJZ,O,X,O,O,X,X,O,X,X
LITOSZJ,O,X,X,X,X,X,O,X,X
LITOZJS,X,O,X,O,X,X,O,X,O
LITOZSJ,O,X,X,O,X,X,X,X,X
LIJTSZO,O,O,O,X,X,X,O,X,O
LIJTSOZ,O,O,O,O,X,X,O,X,X
LIJTZSO,X,O,O,O,X,X,X,X,O
LIJTZOS,X,O,O,O,X,X,O,X,O
LIJTOSZ,X,O,O,O,X,X,O,X,X
LIJTOZS,X,O,O,O,X,X,O,X,O
LIJSTZO,X,O,O,X,X,X,O,X,O
LIJSTOZ,O,O,O,X,X,X,O,X,X
LIJSZTO,X,X,X,X,X,X,O,X,O
LIJSZOT,O,O,X,X,X,X,O,X,O
LIJSOTZ,O,O,O,X,X,X,O,X,X
LIJSOZT,O,O,X,X,X,X,O,X,X
LIJZTSO,O,O,O,O,X,X,X,X,O
LIJZTOS,O,O,O,O,X,X,O,X,O
LIJZSTO,O,X,X,X,X,X,X,X,O
LIJZSOT,O,O,X,X,X,X,X,X,O
LIJZOTS,X,O,O,O,X,X,O,X,O
LIJZOST,O,O,X,X,X,X,X,X,O
LIJOTSZ,X,O,O,O,X,X,O,X,X
LIJOTZS,X,O,O,O,X,X,O,X,O
LIJOSTZ,X,O,O,X,X,X,O,X,X
LIJOSZT,X,O,X,X,X,X,O,X,X
LIJOZTS,X,O,O,O,X,X,O,X,O
LIJOZST,X,O,X,X,X,X,X,X,O
LISTJZO,O,O,O,X,O,X,O,X,O
LISTJOZ,O,O,O,X,X,X,O,X,X
LISTZJO,O,O,O,X,O,O,O,X,O
LISTZOJ,X,X,X,X,O,O,O,X,X
LISTOJZ,O,X,O,X,X,X,O,X,X
LISTOZJ,O,X,X,X,O,O,O,X,X
LISJTZO,X,O,O,X,O,X,O,X,O
LISJTOZ,O,O,O,X,X,X,O,X,X
LISJZTO,X,X,X,X,X,X,O,X,O
LISJZOT,O,O,X,X,X,X,O,X,O
LISJOTZ,O,O,O,X,X,X,O,X,X
LISJOZT,O,O,X,X,X,X,O,X,X
LISZTJO,O,X,X,X,O,O,O,X,X
LISZTOJ,O,X,X,X,O,O,O,X,X
LISZJTO,O,X,X,X,X,O,O,X,O
LISZJOT,O,O,X,X,X,X,O,X,O
LISZOTJ,O,X,X,X,X,O,O,X,X
LISZOJT,O,X,X,X,X,X,O,X,X
LISOTJZ,O,X,X,X,X,X,O,X,X
LISOTZJ,O,X,X,X,O,X,O,X,X
LISOJTZ,O,X,X,X,X,X,O,X,X
LISOJZT,O,X,X,X,X,X,O,X,X
LISOZTJ,O,X,X,X,X,X,O,X,X
LISOZJT,O,X,X,X,X,X,O,X,X
LIZTJSO,O,O,O,O,X,X,X,X,O
LIZTJOS,O,O,O,O,X,X,O,X,O
LIZTSJO,O,O,O,O,X,O,X,X,O
LIZTSOJ,O,X,X,O,X,O,X,X,X
LIZTOJS,O,O,X,O,X,X,O,X,O
LIZTOSJ,O,X,X,O,X,X,X,X,X
LIZJTSO,O,O,O,O,X,X,X,X,O
LIZJTOS,O,O,O,O,X,X,O,X,O
LIZJSTO,O,X,X,X,X,O,X,X,O
LIZJSOT,O,O,X,X,X,X,X,X,O
LIZJOTS,O,O,O,O,X,X,O,X,O
LIZJOST,O,O,X,X,X,X,X,X,O
LIZSTJO,O,X,X,X,X,O,X,X,X
LIZSTOJ,O,X,X,X,X,O,X,X,X
LIZSJTO,O,X,X,X,X,O,X,X,O
LIZSJOT,O,O,X,X,X,X,X,X,O
LIZSOTJ,O,X,X,X,X,O,X,X,X
LIZSOJT,O,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,O,X,X,O,X,X
LIZOTSJ,O,X,X,O,X,X,X,X,X
LIZOJTS,O,O,X,O,X,X,O,X,O
LIZOJST,O,O,X,X,X,X,X,X,O
LIZOSTJ,O,X,X,X,X,O,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X
LIOTJSZ,O,O,O,O,X,X,O,X,X
LIOTJZS,X,O,O,O,X,X,O,X,O
LIOTSJZ,O,X,O,O,X,X,O,X,X
LIOTSZJ,O,X,X,X,X,X,O,X,X
LIOTZJS,O,O,X,O,X,X,O,X,O
LIOTZSJ,O,X,X,O,X,X,X,X,X
LIOJTSZ,O,O,O,O,X,X,O,X,X
LIOJTZS,X,O,O,O,X,X,O,X,O
LIOJSTZ,O,O,O,X,X,X,O,X,X
LIOJSZT,O,O,X,X,X,X,O,X,X
LIOJZTS,O,O,O,O,X,X,O,X,O
LIOJZST,O,O,X,X,X,X,X,X,O
LIOSTJZ,O,X,X,X,X,X,O,X,X
LIOSTZJ,O,X,X,X,X,X,O,X,X
LIOSJTZ,O,X,X,X,X,X,O,X,X
LIOSJZT,O,X,X,X,X,X,O,X,X
LIOSZTJ,O,X,X,X,X,X,O,X,X
LIOSZJT,O,X,X,X,X,X,O,X,X
LIOZTJS,O,X,X,O,X,X,O,X,X
LIOZTSJ,O,X,X,O,X,X,X,X,X
LIOZJTS,O,O,X,O,X,X,O,X,O
LIOZJST,O,O,X,X,X,X,X,X,O
LIOZSTJ,O,X,X,X,X,X,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X
LJTISZO,O,O,O,X,X,X,O,X,O
LJTISOZ,O,O,O,X,X,X,O,X,X
LJTIZSO,X,O,O,X,X,X,X,X,O
LJTIZOS,X,O,O,X,X,X,O,X,O
LJTIOSZ,X,O,O,X,X,X,O,X,X
LJTIOZS,X,O,O,X,X,X,O,O,O
LJTSIZO,O,O,O,X,O,X,X,X,O
LJTSIOZ,O,O,O,X,X,X,X,X,X
LJTSZIO,O,O,O,X,O,X,X,X,O
LJTSZOI,X,O,O,X,O,X,X,X,X
LJTSOIZ,O,O,O,X,X,X,X,X,X
LJTSOZI,O,O,O,X,X,X,X,X,X
LJTZISO,X,O,O,X,O,X,X,X,O
LJTZIOS,X,O,O,X,X,X,X,O,O
LJTZSIO,X,O,O,X,O,X,X,X,O
LJTZSOI,X,O,O,X,O,X,X,X,X
LJTZOIS,X,O,O,X,X,X,X,O,O
LJTZOSI,X,O,O,X,O,X,X,X,X
LJTOISZ,O,O,O,X,X,X,O,X,X
LJTOIZS,X,O,O,X,X,X,O,O,O
LJTOSIZ,O,O,O,X,X,X,X,X,X
LJTOSZI,O,O,O,X,X,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,O,O
LJTOZSI,X,O,O,X,X,X,X,X,X
LJITSZO,O,O,O,X,X,X,O,X,O
LJITSOZ,O,O,O,X,X,X,O,X,X
LJITZSO,X,O,O,X,X,X,X,X,O
LJITZOS,X,O,O,X,X,X,O,X,O
LJITOSZ,X,O,O,X,X,X,O,X,X
LJITOZS,X,O,O,X,X,X,O,X,O
LJISTZO,X,O,O,X,X,X,O,X,O
LJISTOZ,O,O,O,X,X,X,O,X,X
LJISZTO,X,X,X,X,X,X,O,X,O
LJISZOT,O,O,X,X,X,X,O,X,O
LJISOTZ,O,O,O,X,X,X,O,X,X
LJISOZT,O,O,X,X,X,X,O,X,X
LJIZTSO,O,O,O,X,X,X,X,X,O
LJIZTOS,O,O,O,X,X,X,O,X,O
LJIZSTO,O,X,X,X,X,X,X,X,O
LJIZSOT,O,O,X,X,X,X,X,X,O
LJIZOTS,X,O,O,X,X,X,O,X,O
LJIZOST,O,O,X,X,X,X,X,X,O
LJIOTSZ,X,O,O,X,X,X,O,X,X
LJIOTZS,X,O,O,X,X,X,O,X,O
LJIOSTZ,X,O,O,X,X,X,O,X,X
LJIOSZT,X,O,X,X,X,X,O,X,X
LJIOZTS,X,O,O,X,X,X,O,X,O
LJIOZST,X,O,X,X,X,X,X,X,O
LJSTIZO,O,O,O,X,O,X,X,X,O
LJSTIOZ,O,O,O,X,X,X,X,X,X
LJSTZIO,O,O,O,X,O,O,X,X,O
LJSTZOI,X,O,O,X,O,O,X,X,X
LJSTOIZ,O,O,O,X,X,X,X,X,X
LJSTOZI,O,O,O,X,X,O,X,X,X
LJSITZO,X,O,O,X,O,X,X,X,O
LJSITOZ,O,O,O,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,O
LJSIZOT,O,O,X,X,X,X,X,X,O
LJSIOTZ,O,O,O,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,X,X
LJSZTIO,O,X,X,X,X,O,X,X,X
LJSZTOI,X,X,X,X,X,O,X,X,X
LJSZITO,O,X,X,X,X,O,X,X,O
LJSZIOT,O,O,X,X,X,X,X,X,O
LJSZOTI,O,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,X,X,X,X,X,X
LJSOTZI,O,O,O,X,X,X,X,X,X
LJSOITZ,O,O,O,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X,X
LJSOZTI,O,X,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X
LJZTISO,O,O,O,X,X,X,X,X,O
LJZTIOS,O,O,O,X,X,X,X,O,O
LJZTSIO,O,O,O,X,X,X,X,X,O
LJZTSOI,O,O,O,X,X,X,X,X,X
LJZTOIS,O,O,O,X,X,X,X,O,O
LJZTOSI,O,O,O,X,X,X,X,X,X
LJZITSO,O,O,O,X,X,X,X,X,O
LJZITOS,O,O,O,X,X,X,X,X,O
LJZISTO,O,X,X,X,X,O,X,X,O
LJZISOT,O,O,X,X,X,X,X,X,O
LJZIOTS,X,O,O,X,X,X,X,O,O
LJZIOST,O,O,X,X,X,X,X,X,O
LJZSTIO,O,X,X,X,X,O,X,X,X
LJZSTOI,X,X,X,X,X,O,X,X,X
LJZSITO,O,X,X,X,X,O,X,X,O
LJZSIOT,O,O,X,X,X,X,X,X,O
LJZSOTI,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X
LJZOTIS,O,O,O,X,X,X,X,O,X
LJZOTSI,O,O,O,X,X,X,X,X,X
LJZOITS,O,O,O,X,X,X,X,O,O
LJZOIST,O,O,X,X,X,X,X,X,O
LJZOSTI,O,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X
LJOTISZ,O,O,O,X,X,X,O,X,X
LJOTIZS,X,O,O,X,X,X,O,O,O
LJOTSIZ,O,O,O,X,X,X,X,X,X
LJOTSZI,O,O,O,X,X,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,O,O
LJOTZSI,X,O,O,X,X,X,X,X,X
LJOITSZ,O,O,O,X,X,X,O,X,X
LJOITZS,X,O,O,X,X,X,O,X,O
LJOISTZ,O,O,O,X,X,X,O,X,X
LJOISZT,O,O,X,X,X,X,O,X,X
LJOIZTS,O,O,O,X,X,X,O,X,O
LJOIZST,O,O,X,X,X,X,X,X,O
LJOSTIZ,O,O,O,X,X,X,X,X,X
LJOSTZI,O,O,O,X,X,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X
LJOSZIT,O,O,X,X,X,X,X,X,X
LJOZTIS,O,O,O,X,X,X,X,O,X
LJOZTSI,O,O,O,X,X,X,X,X,X
LJOZITS,O,O,O,X,X,X,X,O,O
LJOZIST,O,O,X,X,X,X,X,X,O
LJOZSTI,O,X,X,X,X,X,X,X,X
LJOZSIT,O,O,X,X,X,X,X,X,X
LSTIJZO,O,O,O,X,O,X,X,X,O
LSTIJOZ,O,O,O,O,X,X,X,X,X
LSTIZJO,O,O,O,X,O,O,X,X,O
LSTIZOJ,X,X,X,X,O,O,X,X,X
LSTIOJZ,O,X,O,O,X,X,X,X,X
LSTIOZJ,O,X,X,X,O,O,X,X,X
LSTJIZO,O,O,O,X,O,X,X,X,O
LSTJIOZ,O,O,O,X,X,X,X,X,X
LSTJZIO,O,O,O,X,O,O,X,X,O
LSTJZOI,X,O,O,X,O,O,X,X,X
LSTJOIZ,O,O,O,X,X,X,X,X,X
LSTJOZI,O,O,O,X,X,O,X,X,X
LSTZIJO,O,O,O,X,O,O,X,X,O
LSTZIOJ,X,X,X,X,O,O,X,X,X
LSTZJIO,O,O,O,X,O,O,X,X,O
LSTZJOI,X,O,O,X,O,O,X,X,X
LSTZOIJ,O,X,X,X,O,O,X,X,X
LSTZOJI,O,O,O,X,O,O,X,X,X
LSTOIJZ,O,X,O,O,X,X,X,X,X
LSTOIZJ,O,X,X,X,O,O,X,X,X
LSTOJIZ,O,O,O,X,X,X,X,X,X
LSTOJZI,O,O,O,X,X,O,X,X,X
LSTOZIJ,O,X,X,X,O,O,X,X,X
LSTOZJI,O,O,O,X,O,O,X,X,X
LSITJZO,O,O,O,X,O,X,X,X,O
LSITJOZ,O,O,O,X,X,X,X,X,X
LSITZJO,O,O,O,X,O,O,X,X,O
LSITZOJ,X,X,X,X,O,O,X,X,X
LSITOJZ,O,X,O,X,X,X,X,X,X
LSITOZJ,O,X,X,X,O,O,X,X,X
LSIJTZO,X,O,O,X,O,X,X,X,O
LSIJTOZ,O,O,O,X,X,X,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,O
LSIJZOT,O,O,X,X,X,X,X,X,O
LSIJOTZ,O,O,O,X,X,X,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,O,O,X,X,X
LSIZTOJ,O,X,X,X,O,O,X,X,X
LSIZJTO,O,X,X,X,O,O,X,X,O
LSIZJOT,O,O,X,X,O,X,X,X,O
LSIZOTJ,O,X,X,X,O,O,X,X,X
LSIZOJT,O,X,X,X,O,X,X,X,X
LSIOTJZ,O,X,X,X,O,X,X,X,X
LSIOTZJ,O,X,X,X,O,X,X,X,X
LSIOJTZ,O,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,O,X,X,X,X
LSIOZJT,O,X,X,X,O,X,X,X,X
LSJTIZO,O,O,O,X,O,X,X,X,O
LSJTIOZ,O,O,O,X,X,X,X,X,X
LSJTZIO,O,O,O,X,O,O,X,X,O
LSJTZOI,X,O,O,X,O,O,X,X,X
LSJTOIZ,O,O,O,X,X,X,X,X,X
LSJTOZI,O,O,O,X,X,O,X,X,X
LSJITZO,X,O,O,X,O,X,X,X,O
LSJITOZ,O,O,O,X,X,X,X,X,X
LSJIZTO,X,X,X,X,X,X,X,X,O
LSJIZOT,O,O,X,X,X,X,X,X,O
LSJIOTZ,O,O,O,X,X,X,X,X,X
LSJIOZT,O,O,X,X,X,X,X,X,X
LSJZTIO,O,X,X,X,X,O,X,X,X
LSJZTOI,X,X,X,X,X,O,X,X,X
LSJZITO,O,X,X,X,X,O,X,X,O
LSJZIOT,O,O,X,X,X,X,X,X,O
LSJZOTI,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,X,X,X,X,X,X
LSJOTZI,O,O,O,X,X,X,X,X,X
LSJOITZ,O,O,O,X,X,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,O,O,X,X,X
LSZTIOJ,O,X,X,X,O,O,X,X,X
LSZTJIO,O,X,X,X,O,O,X,X,X
LSZTJOI,O,X,X,X,O,O,X,X,X
LSZTOIJ,O,X,X,X,O,O,X,X,X
LSZTOJI,O,X,X,X,O,O,X,X,X
LSZITJO,O,X,X,X,O,O,X,X,X
LSZITOJ,O,X,X,X,O,O,X,X,X
LSZIJTO,O,X,X,X,O,O,X,X,O
LSZIJOT,O,O,X,X,O,X,X,X,O
LSZIOTJ,O,X,X,X,O,O,X,X,X
LSZIOJT,O,X,X,X,O,X,X,X,X
LSZJTIO,O,X,X,X,O,O,X,X,X
LSZJTOI,X,X,X,X,O,O,X,X,X
LSZJITO,O,X,X,X,O,O,X,X,O
LSZJIOT,O,O,X,X,O,X,X,X,O
LSZJOTI,O,X,X,X,O,X,X,X,X
LSZJOIT,O,O,X,X,O,X,X,X,X
LSZOTIJ,O,X,X,X,O,O,X,X,X
LSZOTJI,O,X,X,X,O,O,X,X,X
LSZOITJ,O,X,X,X,O,O,X,X,X
LSZOIJT,O,X,X,X,O,X,X,X,X
LSZOJTI,O,X,X,X,O,X,X,X,X
LSZOJIT,O,O,X,X,O,X,X,X,X
LSOTIJZ,O,X,O,O,O,X,X,X,X
LSOTIZJ,O,X,X,X,O,O,X,X,X
LSOTJIZ,O,O,O,X,O,X,X,X,X
LSOTJZI,O,O,O,X,O,O,X,X,X
LSOTZIJ,O,X,X,X,O,O,X,X,X
LSOTZJI,O,O,O,X,O,O,X,X,X
LSOITJZ,O,X,X,X,O,X,X,X,X
LSOITZJ,O,X,X,X,O,X,X,X,X
LSOIJTZ,O,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,O,X,X,X,X
LSOIZJT,O,X,X,X,O,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,X,X,X
LSOJTZI,O,O,O,X,X,X,X,X,X
LSOJITZ,O,O,O,X,X,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X
LSOJZIT,O,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,X,O,O,X,X,X
LSOZTJI,O,X,X,X,O,O,X,X,X
LSOZITJ,O,X,X,X,O,O,X,X,X
LSOZIJT,O,X,X,X,O,X,X,X,X
LSOZJTI,O,X,X,X,O,X,X,X,X
LSOZJIT,O,O,X,X,O,X,X,X,X
LZTIJSO,O,O,O,O,O,X,X,X,O
LZTIJOS,O,O,O,O,X,X,X,O,O
LZTISJO,O,O,O,O,O,O,X,X,O
LZTISOJ,O,X,X,O,O,O,X,X,X
LZTIOJS,O,O,X,O,X,X,X,O,O
LZTIOSJ,O,X,X,O,X,X,X,X,X
LZTJISO,O,O,O,X,O,X,X,X,O
LZTJIOS,O,O,O,X,X,X,X,O,O
LZTJSIO,O,O,O,X,O,X,X,X,O
LZTJSOI,O,O,O,X,O,X,X,X,X
LZTJOIS,O,O,O,X,X,X,X,O,O
LZTJOSI,O,O,O,X,O,X,X,X,X
LZTSIJO,O,O,O,O,O,O,X,X,O
LZTSIOJ,O,X,X,O,O,O,X,X,X
LZTSJIO,O,O,O,X,O,O,X,X,O
LZTSJOI,O,O,O,X,O,O,X,X,X
LZTSOIJ,O,X,X,O,O,O,X,X,X
LZTSOJI,O,O,O,X,O,O,X,X,X
LZTOIJS,O,O,X,O,X,X,X,O,O
LZTOISJ,O,X,X,O,X,X,X,X,X
LZTOJIS,O,O,O,X,X,X,X,O,O
LZTOJSI,O,O,O,X,O,X,X,X,X
LZTOSIJ,O,X,X,O,O,X,X,X,X
LZTOSJI,O,O,O,X,O,X,X,X,X
LZITJSO,O,O,O,O,X,X,X,X,O
LZITJOS,O,O,O,O,X,X,X,X,O
LZITSJO,O,O,O,O,X,O,X,X,O
LZITSOJ,O,X,X,O,X,O,X,X,X
LZITOJS,O,O,X,O,X,X,X,X,O
LZITOSJ,O,X,X,O,X,X,X,X,X
LZIJTSO,O,O,O,O,X,X,X,X,O
LZIJTOS,O,O,O,O,X,X,X,X,O
LZIJSTO,O,X,X,X,X,O,X,X,O
LZIJSOT,O,O,X,X,X,X,X,X,O
LZIJOTS,O,O,O,O,X,X,X,O,O
LZIJOST,O,O,X,X,X,X,X,X,O
LZISTJO,O,X,X,X,X,O,X,X,X
LZISTOJ,O,X,X,X,X,O,X,X,X
LZISJTO,O,X,X,X,X,O,X,X,O
LZISJOT,O,O,X,X,X,X,X,X,O
LZISOTJ,O,X,X,X,X,O,X,X,X
LZISOJT,O,X,X,X,X,X,X,X,X
LZIOTJS,O,X,X,O,X,X,X,X,X
LZIOTSJ,O,X,X,O,X,X,X,X,X
LZIOJTS,O,O,X,O,X,X,X,O,O
LZIOJST,O,O,X,X,X,X,X,X,O
LZIOSTJ,O,X,X,X,X,O,X,X,X
LZIOSJT,O,X,X,X,X,X,X,X,X
LZJTISO,O,O,O,X,O,X,X,X,O
LZJTIOS,O,O,O,X,X,X,X,O,O
LZJTSIO,O,O,O,X,O,X,X,X,O
LZJTSOI,O,O,O,X,O,X,X,X,X
LZJTOIS,O,O,O,X,X,X,X,O,O
LZJTOSI,O,O,O,X,O,X,X,X,X
LZJITSO,O,O,O,X,X,X,X,X,O
LZJITOS,O,O,O,X,X,X,X,X,O
LZJISTO,O,X,X,X,X,O,X,X,O
LZJISOT,O,O,X,X,X,X,X,X,O
LZJIOTS,O,O,O,X,X,X,X,O,O
LZJIOST,O,O,X,X,X,X,X,X,O
LZJSTIO,O,X,X,X,O,O,X,X,X
LZJSTOI,X,X,X,X,O,O,X,X,X
LZJSITO,O,X,X,X,O,O,X,X,O
LZJSIOT,O,O,X,X,O,X,X,X,O
LZJSOTI,O,X,X,X,O,X,X,X,X
LZJSOIT,O,O,X,X,O,X,X,X,X
LZJOTIS,O,O,O,X,O,X,X,O,X
LZJOTSI,O,O,O,X,O,X,X,X,X
LZJOITS,O,O,O,X,X,X,X,O,O
LZJOIST,O,O,X,X,X,X,X,X,O
LZJOSTI,O,X,X,X,O,X,X,X,X
LZJOSIT,O,O,X,X,O,X,X,X,X
LZSTIJO,O,X,X,X,O,O,X,X,X
LZSTIOJ,O,X,X,X,O,O,X,X,X
LZSTJIO,O,X,X,X,O,O,X,X,X
LZSTJOI,O,X,X,X,O,O,X,X,X
LZSTOIJ,O,X,X,X,O,O,X,X,X
LZSTOJI,O,X,X,X,O,O,X,X,X
LZSITJO,O,X,X,X,O,O,X,X,X
LZSITOJ,O,X,X,X,O,O,X,X,X
LZSIJTO,O,X,X,X,O,O,X,X,O
LZSIJOT,O,O,X,X,O,X,X,X,O
LZSIOTJ,O,X,X,X,O,O,X,X,X
LZSIOJT,O,X,X,X,O,X,X,X,X
LZSJTIO,O,X,X,X,O,O,X,X,X
LZSJTOI,X,X,X,X,O,O,X,X,X
LZSJITO,O,X,X,X,O,O,X,X,O
LZSJIOT,O,O,X,X,O,X,X,X,O
LZSJOTI,O,X,X,X,O,X,X,X,X
LZSJOIT,O,O,X,X,O,X,X,X,X
LZSOTIJ,O,X,X,X,O,O,X,X,X
LZSOTJI,O,X,X,X,O,O,X,X,X
LZSOITJ,O,X,X,X,O,O,X,X,X
LZSOIJT,O,X,X,X,O,X,X,X,X
LZSOJTI,O,X,X,X,O,X,X,X,X
LZSOJIT,O,O,X,X,O,X,X,X,X
LZOTIJS,O,O,X,O,O,X,X,O,X
LZOTISJ,O,X,X,O,O,X,X,X,X
LZOTJIS,O,O,O,X,O,X,X,O,X
LZOTJSI,O,O,O,X,O,X,X,X,X
LZOTSIJ,O,X,X,O,O,X,X,X,X
LZOTSJI,O,O,O,X,O,X,X,X,X
LZOITJS,O,X,X,O,X,X,X,X,X
LZOITSJ,O,X,X,O,X,X,X,X,X
LZOIJTS,O,O,X,O,X,X,X,O,O
LZOIJST,O,O,X,X,X,X,X,X,O
LZOISTJ,O,X,X,X,X,O,X,X,X
LZOISJT,O,X,X,X,X,X,X,X,X
LZOJTIS,O,O,O,X,O,X,X,O,X
LZOJTSI,O,O,O,X,O,X,X,X,X
LZOJITS,O,O,O,X,X,X,X,O,O
LZOJIST,O,O,X,X,X,X,X,X,O
LZOJSTI,O,X,X,X,O,X,X,X,X
LZOJSIT,O,O,X,X,O,X,X,X,X
LZOSTIJ,O,X,X,X,O,O,X,X,X
LZOSTJI,O,X,X,X,O,O,X,X,X
LZOSITJ,O,X,X,X,O,O,X,X,X
LZOSIJT,O,X,X,X,O,X,X,X,X
LZOSJTI,O,X,X,X,O,X,X,X,X
LZOSJIT,O,O,X,X,O,X,X,X,X
LOTIJSZ,O,O,O,O,X,X,O,X,X
LOTIJZS,X,O,O,O,X,X,O,O,O
LOTISJZ,O,X,O,O,O,X,O,X,X
LOTISZJ,O,X,X,X,O,X,O,X,X
LOTIZJS,O,O,X,O,O,X,O,X,O
LOTIZSJ,O,X,X,O,O,X,X,X,X
LOTJISZ,O,O,O,X,X,X,O,X,X
LOTJIZS,X,O,O,X,X,X,O,O,O
LOTJSIZ,O,O,O,X,O,X,X,X,X
LOTJSZI,O,O,O,X,O,X,X,X,X
LOTJZIS,X,O,O,X,O,X,X,O,O
LOTJZSI,X,O,O,X,O,X,X,X,X
