sequence,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lBzhBaoB5oB+s?BlrB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFmhBziB5oBCmB0r?BlsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF6mBmiB5oBzlB0n?BVxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF0hBliB5oBzlBys?BWxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFVmBUiBaoB5oBGr?BTsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFlhBaoB5oBzlB8r?B+sB,v115@9gB8HeA8IeC8GeE8CeA8KeVFJvhFUhBanBziB5oBGr?B3sB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lB+mBiiB5oBzn?BVxB
LIOSTJZ,X,O,O,O,O,O,X,X
LIOSTZJ,X,O,O,O,X,O,X,X
LIOSJTZ,X,O,X,O,O,O,X,X
LIOSJZT,O,O,X,O,O,O,X,X
LIOSZTJ,X,O,X,O,X,O,X,X
LIOSZJT,O,O,X,O,O,O,X,X
LIOZTJS,X,O,X,O,O,O,X,X
LIOZTSJ,X,O,X,O,X,O,X,X
LIOZJTS,O,O,X,O,O,O,X,X
LIOZJST,O,O,X,O,O,O,X,X
LIOZSTJ,X,O,X,O,X,O,X,X
LIOZSJT,O,O,X,O,O,O,X,X
LJTISZO,O,O,X,O,O,O,O,X
LJTISOZ,O,O,X,O,O,O,O,X
LJTIZSO,O,O,X,O,O,O,O,X
LJTIZOS,O,O,X,O,O,O,O,X
LJTIOSZ,O,O,X,O,O,O,X,X
LJTIOZS,O,O,X,O,O,O,X,X
LJTSIZO,O,O,X,O,O,O,O,X
LJTSIOZ,O,O,X,O,O,O,O,X
LJTSZIO,O,O,X,O,O,O,O,X
LJTSZOI,O,O,X,O,O,O,O,X
LJTSOIZ,O,O,X,O,O,O,O,X
LJTSOZI,O,O,X,O,O,O,O,X
LJTZISO,O,O,X,O,O,O,O,X
LJTZIOS,O,O,X,O,O,O,O,X
LJTZSIO,O,O,X,O,O,O,O,X
LJTZSOI,O,O,X,O,O,O,O,X
LJTZOIS,O,O,X,O,O,O,O,X
LJTZOSI,O,O,X,O,O,O,X,X
LJTOISZ,O,O,X,O,O,O,X,X
LJTOIZS,O,O,X,O,O,O,X,X
LJTOSIZ,O,O,X,O,O,O,X,X
LJTOSZI,O,O,X,O,O,O,X,X
LJTOZIS,O,O,X,O,O,O,X,X
LJTOZSI,O,O,X,O,O,O,X,X
LJITSZO,O,O,X,O,O,O,O,X
LJITSOZ,O,O,X,O,O,O,O,X
LJITZSO,O,O,X,O,O,O,O,X
LJITZOS,O,O,X,O,O,O,O,X
LJITOSZ,O,O,X,O,O,O,X,X
LJITOZS,O,O,X,O,O,O,X,X
LJISTZO,O,O,X,O,O,O,O,X
LJISTOZ,O,O,X,O,O,O,O,X
LJISZTO,O,O,X,O,O,O,O,X
LJISZOT,O,O,X,O,X,O,O,X
LJISOTZ,X,O,X,O,O,O,O,X
LJISOZT,O,O,X,O,O,O,O,X
LJIZTSO,O,O,X,O,O,O,X,X
LJIZTOS,O,O,X,O,O,O,X,X
LJIZSTO,O,O,X,O,O,O,X,X
LJIZSOT,O,O,X,O,X,O,X,X
LJIZOTS,O,O,X,O,X,O,X,X
LJIZOST,O,O,X,O,X,O,X,X
LJIOTSZ,O,O,X,O,O,O,X,X
LJIOTZS,O,O,X,O,O,O,X,X
LJIOSTZ,X,O,X,O,O,O,X,X
LJIOSZT,O,O,X,O,O,O,X,X
LJIOZTS,O,O,X,O,O,O,X,X
LJIOZST,O,O,X,O,O,O,X,X
LJSTIZO,O,O,X,O,O,O,O,X
LJSTIOZ,O,O,X,O,O,O,O,X
LJSTZIO,O,O,X,O,O,O,O,X
LJSTZOI,O,O,X,O,O,O,O,X
LJSTOIZ,O,O,X,O,O,O,O,X
LJSTOZI,O,O,X,O,O,O,O,X
LJSITZO,O,O,X,O,O,O,O,X
LJSITOZ,O,O,X,O,O,O,O,X
LJSIZTO,O,O,X,O,O,O,O,X
LJSIZOT,O,O,X,O,X,O,O,X
LJSIOTZ,X,O,X,O,O,O,O,X
LJSIOZT,O,O,X,O,O,O,O,X
LJSZTIO,O,O,X,O,O,O,O,X
LJSZTOI,O,O,X,O,O,O,O,X
LJSZITO,O,O,X,O,O,O,O,X
LJSZIOT,O,O,X,O,X,O,O,X
LJSZOTI,O,O,X,O,X,O,O,X
LJSZOIT,O,O,X,O,X,O,O,X
LJSOTIZ,X,O,X,O,O,O,O,X
LJSOTZI,X,O,X,O,O,O,O,X
LJSOITZ,X,O,X,O,O,O,O,X
LJSOIZT,O,O,X,O,O,O,O,X
LJSOZTI,O,O,X,O,O,O,O,X
LJSOZIT,O,O,X,O,O,O,O,X
LJZTISO,O,O,X,O,O,O,X,X
LJZTIOS,O,O,X,O,O,O,X,X
LJZTSIO,O,O,X,O,O,O,X,X
LJZTSOI,O,O,X,O,O,O,X,X
LJZTOIS,O,O,X,O,O,O,X,X
LJZTOSI,O,O,X,O,O,O,X,X
LJZITSO,O,O,X,O,O,O,X,X
LJZITOS,O,O,X,O,O,O,X,X
LJZISTO,O,O,X,O,O,O,X,X
LJZISOT,O,O,X,O,X,O,X,X
LJZIOTS,O,O,X,O,X,O,X,X
LJZIOST,O,O,X,O,X,O,X,X
LJZSTIO,O,O,X,O,O,O,X,X
LJZSTOI,O,O,X,O,O,O,X,X
LJZSITO,O,O,X,O,O,O,X,X
LJZSIOT,O,O,X,O,X,O,X,X
LJZSOTI,O,O,X,O,X,O,X,X
LJZSOIT,O,O,X,O,X,O,X,X
LJZOTIS,O,O,X,O,X,O,X,X
LJZOTSI,O,O,X,O,X,O,X,X
LJZOITS,O,O,X,O,X,O,X,X
LJZOIST,O,O,X,O,X,O,X,X
LJZOSTI,O,O,X,O,X,O,X,X
LJZOSIT,O,O,X,O,X,O,X,X
LJOTISZ,O,O,X,O,O,O,X,X
LJOTIZS,O,O,X,O,O,O,X,X
LJOTSIZ,O,O,X,O,O,O,X,X
LJOTSZI,O,O,X,O,O,O,X,X
LJOTZIS,O,O,X,O,O,O,X,X
LJOTZSI,O,O,X,O,O,O,X,X
LJOITSZ,O,O,X,O,O,O,X,X
LJOITZS,O,O,X,O,O,O,X,X
LJOISTZ,X,O,X,O,O,O,X,X
LJOISZT,O,O,X,O,O,O,X,X
LJOIZTS,O,O,X,O,O,O,X,X
LJOIZST,O,O,X,O,O,O,X,X
LJOSTIZ,X,O,X,O,O,O,X,X
LJOSTZI,X,O,X,O,O,O,X,X
LJOSITZ,X,O,X,O,O,O,X,X
LJOSIZT,O,O,X,O,O,O,X,X
LJOSZTI,O,O,X,O,O,O,X,X
LJOSZIT,O,O,X,O,O,O,X,X
LJOZTIS,O,O,X,O,O,O,X,X
LJOZTSI,O,O,X,O,O,O,X,X
LJOZITS,O,O,X,O,O,O,X,X
LJOZIST,O,O,X,O,O,O,X,X
LJOZSTI,O,O,X,O,O,O,X,X
LJOZSIT,O,O,X,O,O,O,X,X
LSTIJZO,O,O,O,O,O,O,O,X
LSTIJOZ,X,O,X,O,O,O,O,X
LSTIZJO,O,O,O,O,X,X,O,O
LSTIZOJ,X,O,O,O,X,X,O,O
LSTIOJZ,X,O,O,O,O,O,O,X
LSTIOZJ,X,O,O,O,X,X,O,O
LSTJIZO,O,O,O,O,O,O,O,X
LSTJIOZ,X,O,X,O,O,O,O,X
LSTJZIO,O,O,O,O,O,O,O,X
LSTJZOI,O,O,O,O,O,O,O,X
LSTJOIZ,X,O,X,O,O,O,O,X
LSTJOZI,X,O,X,O,O,O,O,X
LSTZIJO,O,O,O,O,X,X,O,O
LSTZIOJ,X,O,O,O,X,X,O,O
LSTZJIO,O,O,O,O,X,X,O,O
LSTZJOI,O,O,O,X,X,X,O,O
LSTZOIJ,X,O,O,O,X,X,O,O
LSTZOJI,X,O,O,O,X,X,O,O
LSTOIJZ,X,O,O,O,O,O,O,X
LSTOIZJ,X,O,O,O,X,X,O,O
LSTOJIZ,X,O,O,O,O,O,O,X
LSTOJZI,X,O,O,O,O,O,O,X
LSTOZIJ,X,O,O,O,X,X,O,O
LSTOZJI,X,O,O,O,X,X,O,O
LSITJZO,O,O,O,O,O,O,O,X
LSITJOZ,X,O,X,O,O,O,O,X
LSITZJO,O,O,O,O,X,X,O,O
LSITZOJ,X,O,O,O,X,X,O,O
LSITOJZ,X,O,O,O,O,O,O,X
LSITOZJ,X,O,O,O,X,X,O,O
LSIJTZO,O,O,X,O,O,O,O,X
LSIJTOZ,O,O,X,O,O,O,O,X
LSIJZTO,O,O,X,O,O,O,O,X
LSIJZOT,O,O,X,O,X,O,O,X
LSIJOTZ,X,O,X,O,O,O,O,X
LSIJOZT,O,O,X,O,O,O,O,X
LSIZTJO,O,O,X,O,X,O,O,O
LSIZTOJ,O,O,X,O,X,X,O,O
LSIZJTO,O,O,X,O,O,O,O,X
LSIZJOT,O,O,X,O,X,O,O,X
LSIZOTJ,X,O,X,O,X,X,O,X
LSIZOJT,O,O,X,O,O,O,O,X
LSIOTJZ,X,O,O,O,O,O,O,X
LSIOTZJ,X,O,O,O,X,O,O,X
LSIOJTZ,X,O,X,O,O,O,O,X
LSIOJZT,O,O,X,O,O,O,O,X
LSIOZTJ,X,O,X,O,X,O,O,X
LSIOZJT,O,O,X,O,O,O,O,X
LSJTIZO,O,O,X,O,O,O,O,X
LSJTIOZ,O,O,X,O,O,O,O,X
LSJTZIO,O,O,X,O,O,O,O,X
LSJTZOI,O,O,X,O,O,O,O,X
LSJTOIZ,O,O,X,O,O,O,O,X
LSJTOZI,O,O,X,O,O,O,O,X
LSJITZO,O,O,X,O,O,O,O,X
LSJITOZ,O,O,X,O,O,O,O,X
LSJIZTO,O,O,X,O,O,O,O,X
LSJIZOT,O,O,X,O,X,O,O,X
LSJIOTZ,X,O,X,O,O,O,O,X
LSJIOZT,O,O,X,O,O,O,O,X
LSJZTIO,O,O,X,O,O,O,O,X
LSJZTOI,O,O,X,O,O,O,O,X
LSJZITO,O,O,X,O,O,O,O,X
LSJZIOT,O,O,X,O,X,O,O,X
LSJZOTI,O,O,X,O,X,O,O,X
LSJZOIT,O,O,X,O,X,O,O,X
LSJOTIZ,X,O,X,O,O,O,O,X
LSJOTZI,X,O,X,O,O,O,O,X
LSJOITZ,X,O,X,O,O,O,O,X
LSJOIZT,O,O,X,O,O,O,O,X
LSJOZTI,O,O,X,O,O,O,O,X
LSJOZIT,O,O,X,O,O,O,O,X
LSZTIJO,O,O,X,O,X,O,O,O
LSZTIOJ,O,O,X,O,X,X,O,O
LSZTJIO,O,O,X,O,X,O,O,O
LSZTJOI,O,O,X,X,X,O,O,O
LSZTOIJ,O,O,X,O,X,X,O,O
LSZTOJI,O,O,X,O,X,X,O,O
LSZITJO,O,O,X,O,X,O,O,O
LSZITOJ,O,O,X,O,X,X,O,O
LSZIJTO,O,O,X,O,O,O,O,X
LSZIJOT,O,O,X,O,X,O,O,X
LSZIOTJ,X,O,X,O,X,X,O,X
LSZIOJT,O,O,X,O,O,O,O,X
LSZJTIO,O,O,X,O,O,O,O,X
LSZJTOI,O,O,X,O,O,O,O,X
LSZJITO,O,O,X,O,O,O,O,X
LSZJIOT,O,O,X,O,X,O,O,X
LSZJOTI,O,O,X,O,X,O,O,X
LSZJOIT,O,O,X,O,X,O,O,X
LSZOTIJ,X,O,X,O,X,X,O,X
LSZOTJI,X,O,X,O,X,X,O,X
LSZOITJ,X,O,X,O,X,X,O,X
LSZOIJT,O,O,X,O,O,O,O,X
LSZOJTI,O,O,X,O,O,O,O,X
LSZOJIT,O,O,X,O,O,O,O,X
LSOTIJZ,X,O,O,O,O,O,O,X
LSOTIZJ,X,O,O,O,X,O,O,X
LSOTJIZ,X,O,O,O,O,O,O,X
LSOTJZI,X,O,O,O,O,O,O,X
LSOTZIJ,X,O,O,O,X,O,O,X
LSOTZJI,X,O,O,O,X,O,O,X
LSOITJZ,X,O,O,O,O,O,O,X
LSOITZJ,X,O,O,O,X,O,O,X
LSOIJTZ,X,O,X,O,O,O,O,X
LSOIJZT,O,O,X,O,O,O,O,X
LSOIZTJ,X,O,X,O,X,O,O,X
LSOIZJT,O,O,X,O,O,O,O,X
LSOJTIZ,X,O,X,O,O,O,O,X
LSOJTZI,X,O,X,O,O,O,O,X
LSOJITZ,X,O,X,O,O,O,O,X
LSOJIZT,O,O,X,O,O,O,O,X
LSOJZTI,O,O,X,O,O,O,O,X
LSOJZIT,O,O,X,O,O,O,O,X
LSOZTIJ,X,O,X,O,X,O,O,X
LSOZTJI,X,O,X,O,X,O,O,X
LSOZITJ,X,O,X,O,X,O,O,X
LSOZIJT,O,O,X,O,O,O,O,X
LSOZJTI,O,O,X,O,O,O,O,X
LSOZJIT,O,O,X,O,O,O,O,X
LZTIJSO,O,O,X,O,X,O,X,O
LZTIJOS,O,O,X,X,X,O,X,O
LZTISJO,O,O,X,O,X,O,X,O
LZTISOJ,O,O,X,O,X,X,X,O
LZTIOJS,O,O,X,O,X,X,X,O
LZTIOSJ,O,O,X,O,X,X,X,O
LZTJISO,O,O,X,O,X,O,X,O
LZTJIOS,O,O,X,X,X,O,X,O
LZTJSIO,O,O,X,O,X,O,X,O
LZTJSOI,O,O,X,X,X,O,X,O
LZTJOIS,O,O,X,X,X,O,X,O
LZTJOSI,O,O,X,X,X,O,X,O
LZTSIJO,O,O,X,O,X,O,X,O
LZTSIOJ,O,O,X,O,X,X,X,O
LZTSJIO,O,O,X,O,X,O,X,O
LZTSJOI,O,O,X,X,X,O,X,O
LZTSOIJ,O,O,X,O,X,X,X,O
LZTSOJI,O,O,X,O,X,X,X,O
LZTOIJS,O,O,X,O,X,X,X,O
LZTOISJ,O,O,X,O,X,X,X,O
LZTOJIS,O,O,X,O,X,X,X,O
LZTOJSI,O,O,X,O,X,X,X,O
LZTOSIJ,O,O,X,O,X,X,X,O
LZTOSJI,O,O,X,O,X,X,X,O
LZITJSO,O,O,X,O,X,O,X,O
LZITJOS,O,O,X,X,X,O,X,O
LZITSJO,O,O,X,O,X,O,X,O
LZITSOJ,O,O,X,O,X,X,X,O
LZITOJS,O,O,X,O,X,X,X,O
LZITOSJ,O,O,X,O,X,X,X,O
LZIJTSO,O,O,X,O,O,O,X,X
LZIJTOS,O,O,X,O,O,O,X,X
LZIJSTO,O,O,X,O,O,O,X,X
LZIJSOT,O,O,X,O,X,O,X,X
LZIJOTS,O,O,X,O,X,O,X,X
LZIJOST,O,O,X,O,X,O,X,X
LZISTJO,O,O,X,O,X,O,X,O
LZISTOJ,O,O,X,O,X,X,X,O
LZISJTO,O,O,X,O,O,O,X,X
LZISJOT,O,O,X,O,X,O,X,X
LZISOTJ,X,O,X,O,X,X,X,X
LZISOJT,O,O,X,O,O,O,X,X
LZIOTJS,X,O,X,O,O,O,X,X
LZIOTSJ,X,O,X,O,X,O,X,X
LZIOJTS,O,O,X,O,O,O,X,X
LZIOJST,O,O,X,O,O,O,X,X
LZIOSTJ,X,O,X,O,X,O,X,X
LZIOSJT,O,O,X,O,O,O,X,X
LZJTISO,O,O,X,O,O,O,X,X
LZJTIOS,O,O,X,O,O,O,X,X
LZJTSIO,O,O,X,O,O,O,X,X
LZJTSOI,O,O,X,O,O,O,X,X
LZJTOIS,O,O,X,O,O,O,X,X
LZJTOSI,O,O,X,O,O,O,X,X
LZJITSO,O,O,X,O,O,O,X,X
LZJITOS,O,O,X,O,O,O,X,X
LZJISTO,O,O,X,O,O,O,X,X
LZJISOT,O,O,X,O,X,O,X,X
LZJIOTS,O,O,X,O,X,O,X,X
LZJIOST,O,O,X,O,X,O,X,X
LZJSTIO,O,O,X,O,O,O,X,X
LZJSTOI,O,O,X,O,O,O,X,X
LZJSITO,O,O,X,O,O,O,X,X
LZJSIOT,O,O,X,O,X,O,X,X
LZJSOTI,O,O,X,O,X,O,X,X
LZJSOIT,O,O,X,O,X,O,X,X
LZJOTIS,O,O,X,O,X,O,X,X
LZJOTSI,O,O,X,O,X,O,X,X
LZJOITS,O,O,X,O,X,O,X,X
LZJOIST,O,O,X,O,X,O,X,X
LZJOSTI,O,O,X,O,X,O,X,X
LZJOSIT,O,O,X,O,X,O,X,X
LZSTIJO,O,O,X,O,X,O,X,O
LZSTIOJ,O,O,X,O,X,X,X,O
LZSTJIO,O,O,X,O,X,O,X,O
LZSTJOI,O,O,X,X,X,O,X,O
LZSTOIJ,O,O,X,O,X,X,X,O
LZSTOJI,O,O,X,O,X,X,X,O
LZSITJO,O,O,X,O,X,O,X,O
LZSITOJ,O,O,X,O,X,X,X,O
LZSIJTO,O,O,X,O,O,O,X,X
LZSIJOT,O,O,X,O,X,O,X,X
LZSIOTJ,X,O,X,O,X,X,X,X
LZSIOJT,O,O,X,O,O,O,X,X
LZSJTIO,O,O,X,O,O,O,X,X
LZSJTOI,O,O,X,O,O,O,X,X
LZSJITO,O,O,X,O,O,O,X,X
LZSJIOT,O,O,X,O,X,O,X,X
LZSJOTI,O,O,X,O,X,O,X,X
LZSJOIT,O,O,X,O,X,O,X,X
LZSOTIJ,X,O,X,O,X,X,X,X
LZSOTJI,X,O,X,O,X,X,X,X
LZSOITJ,X,O,X,O,X,X,X,X
LZSOIJT,O,O,X,O,O,O,X,X
LZSOJTI,O,O,X,O,O,O,X,X
LZSOJIT,O,O,X,O,O,O,X,X
LZOTIJS,X,O,X,O,O,O,X,X
LZOTISJ,X,O,X,O,X,O,X,X
LZOTJIS,X,O,X,O,O,O,X,X
LZOTJSI,X,O,X,O,O,O,X,X
LZOTSIJ,X,O,X,O,X,O,X,X
LZOTSJI,X,O,X,O,X,O,X,X
LZOITJS,X,O,X,O,O,O,X,X
LZOITSJ,X,O,X,O,X,O,X,X
LZOIJTS,O,O,X,O,O,O,X,X
LZOIJST,O,O,X,O,O,O,X,X
LZOISTJ,X,O,X,O,X,O,X,X
LZOISJT,O,O,X,O,O,O,X,X
LZOJTIS,O,O,X,O,O,O,X,X
LZOJTSI,O,O,X,O,O,O,X,X
LZOJITS,O,O,X,O,O,O,X,X
LZOJIST,O,O,X,O,O,O,X,X
LZOJSTI,O,O,X,O,O,O,X,X
LZOJSIT,O,O,X,O,O,O,X,X
LZOSTIJ,X,O,X,O,X,O,X,X
LZOSTJI,X,O,X,O,X,O,X,X
LZOSITJ,X,O,X,O,X,O,X,X
LZOSIJT,O,O,X,O,O,O,X,X
LZOSJTI,O,O,X,O,O,O,X,X
LZOSJIT,O,O,X,O,O,O,X,X
LOTIJSZ,X,O,O,O,O,O,X,X
LOTIJZS,X,O,O,O,O,O,X,X
LOTISJZ,X,O,O,O,O,O,X,X
LOTISZJ,X,O,O,O,X,O,X,X
LOTIZJS,X,O,O,O,O,O,X,X
LOTIZSJ,X,O,O,O,X,O,X,X
LOTJISZ,X,O,O,O,O,O,X,X
LOTJIZS,X,O,O,O,O,O,X,X
LOTJSIZ,X,O,O,O,O,O,X,X
LOTJSZI,X,O,O,O,O,O,X,X
LOTJZIS,X,O,O,O,O,O,X,X
LOTJZSI,X,O,O,O,O,O,X,X
LOTSIJZ,X,O,O,O,O,O,X,X
LOTSIZJ,X,O,O,O,X,O,X,X
LOTSJIZ,X,O,O,O,O,O,X,X
LOTSJZI,X,O,O,O,O,O,X,X
LOTSZIJ,X,O,O,O,X,O,X,X
LOTSZJI,X,O,O,O,X,O,X,X
LOTZIJS,X,O,O,O,O,O,X,X
LOTZISJ,X,O,O,O,X,O,X,X
LOTZJIS,X,O,O,O,O,O,X,X
LOTZJSI,X,O,O,O,O,O,X,X
LOTZSIJ,X,O,O,O,X,O,X,X
LOTZSJI,X,O,O,O,X,O,X,X
LOITJSZ,X,O,O,O,O,O,X,X
LOITJZS,X,O,O,O,O,O,X,X
LOITSJZ,X,O,O,O,O,O,X,X
LOITSZJ,X,O,O,O,X,O,X,X
LOITZJS,X,O,O,O,O,O,X,X
LOITZSJ,X,O,O,O,X,O,X,X
LOIJTSZ,O,O,X,O,O,O,X,X
LOIJTZS,O,O,X,O,O,O,X,X
LOIJSTZ,X,O,X,O,O,O,X,X
LOIJSZT,O,O,X,O,O,O,X,X
LOIJZTS,O,O,X,O,O,O,X,X
LOIJZST,O,O,X,O,O,O,X,X
LOISTJZ,X,O,O,O,O,O,X,X
LOISTZJ,X,O,O,O,X,O,X,X
LOISJTZ,X,O,X,O,O,O,X,X
LOISJZT,O,O,X,O,O,O,X,X
LOISZTJ,X,O,X,O,X,O,X,X
LOISZJT,O,O,X,O,O,O,X,X
LOIZTJS,X,O,X,O,O,O,X,X
LOIZTSJ,X,O,X,O,X,O,X,X
LOIZJTS,O,O,X,O,O,O,X,X
LOIZJST,O,O,X,O,O,O,X,X
LOIZSTJ,X,O,X,O,X,O,X,X
LOIZSJT,O,O,X,O,O,O,X,X
LOJTISZ,O,O,X,O,O,O,X,X
LOJTIZS,O,O,X,O,O,O,X,X
LOJTSIZ,O,O,X,O,O,O,X,X
LOJTSZI,O,O,X,O,O,O,X,X
LOJTZIS,O,O,X,O,O,O,X,X
LOJTZSI,O,O,X,O,O,O,X,X
LOJITSZ,O,O,X,O,O,O,X,X
LOJITZS,O,O,X,O,O,O,X,X
LOJISTZ,X,O,X,O,O,O,X,X
LOJISZT,O,O,X,O,O,O,X,X
LOJIZTS,O,O,X,O,O,O,X,X
LOJIZST,O,O,X,O,O,O,X,X
LOJSTIZ,X,O,X,O,O,O,X,X
LOJSTZI,X,O,X,O,O,O,X,X
LOJSITZ,X,O,X,O,O,O,X,X
LOJSIZT,O,O,X,O,O,O,X,X
LOJSZTI,O,O,X,O,O,O,X,X
LOJSZIT,O,O,X,O,O,O,X,X
LOJZTIS,O,O,X,O,O,O,X,X
LOJZTSI,O,O,X,O,O,O,X,X
LOJZITS,O,O,X,O,O,O,X,X
LOJZIST,O,O,X,O,O,O,X,X
LOJZSTI,O,O,X,O,O,O,X,X
LOJZSIT,O,O,X,O,O,O,X,X
LOSTIJZ,X,O,O,O,O,O,X,X
LOSTIZJ,X,O,O,O,X,O,X,X
LOSTJIZ,X,O,O,O,O,O,X,X
LOSTJZI,X,O,O,O,O,O,X,X
LOSTZIJ,X,O,O,O,X,O,X,X
LOSTZJI,X,O,O,O,X,O,X,X
LOSITJZ,X,O,O,O,O,O,X,X
LOSITZJ,X,O,O,O,X,O,X,X
LOSIJTZ,X,O,X,O,O,O,X,X
LOSIJZT,O,O,X,O,O,O,X,X
LOSIZTJ,X,O,X,O,X,O,X,X
LOSIZJT,O,O,X,O,O,O,X,X
LOSJTIZ,X,O,X,O,O,O,X,X
LOSJTZI,X,O,X,O,O,O,X,X
LOSJITZ,X,O,X,O,O,O,X,X
LOSJIZT,O,O,X,O,O,O,X,X
LOSJZTI,O,O,X,O,O,O,X,X
LOSJZIT,O,O,X,O,O,O,X,X
LOSZTIJ,X,O,X,O,X,O,X,X
LOSZTJI,X,O,X,O,X,O,X,X
LOSZITJ,X,O,X,O,X,O,X,X
LOSZIJT,O,O,X,O,O,O,X,X
LOSZJTI,O,O,X,O,O,O,X,X
LOSZJIT,O,O,X,O,O,O,X,X
LOZTIJS,X,O,X,O,O,O,X,X
LOZTISJ,X,O,X,O,X,O,X,X
LOZTJIS,X,O,X,O,O,O,X,X
LOZTJSI,X,O,X,O,O,O,X,X
LOZTSIJ,X,O,X,O,X,O,X,X
LOZTSJI,X,O,X,O,X,O,X,X
LOZITJS,X,O,X,O,O,O,X,X
LOZITSJ,X,O,X,O,X,O,X,X
LOZIJTS,O,O,X,O,O,O,X,X
LOZIJST,O,O,X,O,O,O,X,X
LOZISTJ,X,O,X,O,X,O,X,X
LOZISJT,O,O,X,O,O,O,X,X
LOZJTIS,O,O,X,O,O,O,X,X
LOZJTSI,O,O,X,O,O,O,X,X
LOZJITS,O,O,X,O,O,O,X,X
LOZJIST,O,O,X,O,O,O,X,X
LOZJSTI,O,O,X,O,O,O,X,X
LOZJSIT,O,O,X,O,O,O,X,X
LOZSTIJ,X,O,X,O,X,O,X,X
LOZSTJI,X,O,X,O,X,O,X,X
LOZSITJ,X,O,X,O,X,O,X,X
LOZSIJT,O,O,X,O,O,O,X,X
LOZSJTI,O,O,X,O,O,O,X,X
LOZSJIT,O,O,X,O,O,O,X,X
JTILSZO,O,O,O,O,O,O,O,O
JTILSOZ,O,O,X,O,O,O,O,X
JTILZSO,O,O,O,O,O,O,O,O
JTILZOS,O,O,O,O,O,O,O,O
JTILOSZ,O,O,X,O,O,O,X,O
JTILOZS,O,O,X,O,O,O,X,O
JTISLZO,O,O,O,O,O,O,O,O
JTISLOZ,O,O,X,O,O,O,O,X
JTISZLO,O,O,O,O,O,O,O,O
JTISZOL,O,O,O,O,O,O,O,O
JTISOLZ,O,O,O,X,O,O,O,O
JTISOZL,O,O,O,X,O,O,O,O
JTIZLSO,O,O,O,O,O,O,O,O
JTIZLOS,O,O,O,O,O,O,O,O
JTIZSLO,O,O,O,O,O,O,O,O
JTIZSOL,O,O,O,O,O,O,O,O
JTIZOLS,O,O,O,X,O,O,O,O
JTIZOSL,O,O,O,O,O,O,O,O
JTIOLSZ,O,O,O,O,O,O,X,O
JTIOLZS,O,O,O,O,O,O,X,O
JTIOSLZ,O,O,O,O,O,O,O,O
JTIOSZL,O,O,O,O,O,O,O,O
JTIOZLS,O,O,O,O,O,O,O,O
JTIOZSL,O,O,O,O,O,O,O,O
JTLISZO,O,O,O,O,O,O,O,O
JTLISOZ,O,O,X,O,O,O,O,X
JTLIZSO,O,O,O,O,O,O,O,O
JTLIZOS,O,O,O,O,O,O,O,O
JTLIOSZ,O,O,X,O,O,O,X,O
JTLIOZS,O,O,X,O,O,O,X,O
JTLSIZO,O,O,O,O,O,O,O,O
JTLSIOZ,O,O,X,O,O,O,O,X
JTLSZIO,O,O,O,O,O,O,O,O
JTLSZOI,O,O,O,O,O,O,O,O
JTLSOIZ,O,O,X,O,O,O,O,X
JTLSOZI,O,O,X,O,O,O,O,X
JTLZISO,O,O,O,O,O,O,O,O
JTLZIOS,O,O,O,O,O,O,O,O
JTLZSIO,O,O,O,O,O,O,O,O
JTLZSOI,O,O,O,O,O,O,O,O
JTLZOIS,O,O,O,O,O,O,O,O
JTLZOSI,O,O,O,O,O,O,X,O
JTLOISZ,O,O,X,O,O,O,X,O
JTLOIZS,O,O,X,O,O,O,X,O
JTLOSIZ,O,O,X,O,O,O,X,O
JTLOSZI,O,O,X,O,O,O,X,O
JTLOZIS,O,O,X,O,O,O,X,O
JTLOZSI,O,O,X,O,O,O,X,O
JTSILZO,O,O,O,O,O,O,O,O
JTSILOZ,O,O,X,O,O,O,O,X
JTSIZLO,O,O,O,O,O,O,O,O
JTSIZOL,O,O,O,O,O,O,O,O
JTSIOLZ,O,O,O,X,O,O,O,O
JTSIOZL,O,O,O,X,O,O,O,O
JTSLIZO,O,O,O,O,O,O,O,O
JTSLIOZ,O,O,X,O,O,O,O,X
JTSLZIO,O,O,O,O,O,O,O,O
JTSLZOI,O,O,O,O,O,O,O,O
JTSLOIZ,O,O,X,O,O,O,O,X
JTSLOZI,O,O,X,O,O,O,O,X
JTSZILO,O,O,O,O,O,O,O,O
JTSZIOL,O,O,O,O,O,O,O,O
JTSZLIO,O,O,O,O,O,O,O,O
JTSZLOI,O,O,O,O,O,O,O,O
JTSZOIL,O,O,O,O,O,O,O,O
JTSZOLI,O,O,O,X,O,O,O,O
JTSOILZ,O,O,O,X,O,O,O,O
JTSOIZL,O,O,O,X,O,O,O,O
JTSOLIZ,O,O,O,X,O,O,O,O
JTSOLZI,O,O,O,X,O,O,O,O
JTSOZIL,O,O,O,X,O,O,O,O
JTSOZLI,O,O,O,X,O,O,O,O
JTZILSO,O,O,O,O,O,O,O,O
JTZILOS,O,O,O,O,O,O,O,O
