sequence,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BfhB6hBTdBZjBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jei6IvhFGc?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBRdB3hBaoBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBSiBZjB3hBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Je2/IvhFSh?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jez7IvhFGd?BZjB3hB0kBikBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeSBJvhFTd?BZjBlfBUhB/pBmpB
STLJOZI,O,O,O,X,X,X,X
STLZIJO,O,O,O,O,X,X,X
STLZIOJ,O,O,O,O,X,X,O
STLZJIO,O,O,O,O,X,X,X
STLZJOI,O,O,O,O,X,X,X
STLZOIJ,O,O,O,O,X,X,O
STLZOJI,O,O,O,O,X,X,X
STLOIJZ,O,O,O,X,O,X,O
STLOIZJ,O,O,O,O,X,X,O
STLOJIZ,O,O,O,X,O,X,O
STLOJZI,O,O,O,X,X,X,X
STLOZIJ,O,O,O,O,X,X,O
STLOZJI,O,O,O,O,X,X,X
STJILZO,O,O,X,X,X,X,X
STJILOZ,O,O,X,X,O,X,O
STJIZLO,O,O,O,X,X,O,X
STJIZOL,O,O,O,X,X,O,X
STJIOLZ,O,O,X,X,O,X,O
STJIOZL,O,O,O,X,X,O,X
STJLIZO,O,O,O,X,X,X,X
STJLIOZ,O,O,O,X,O,X,O
STJLZIO,O,O,O,X,X,X,X
STJLZOI,O,O,O,X,X,X,X
STJLOIZ,O,O,O,X,O,X,O
STJLOZI,O,O,O,X,X,X,X
STJZILO,O,O,O,X,X,O,X
STJZIOL,O,O,O,X,X,O,X
STJZLIO,O,O,O,X,X,X,X
STJZLOI,O,O,O,X,X,X,X
STJZOIL,O,O,O,X,X,O,X
STJZOLI,O,O,O,X,X,X,X
STJOILZ,O,O,X,X,O,X,O
STJOIZL,O,O,O,X,X,O,X
STJOLIZ,O,O,O,X,O,X,O
STJOLZI,O,O,O,X,X,X,X
STJOZIL,O,O,O,X,X,O,X
STJOZLI,O,O,O,X,X,X,X
STZILJO,O,O,O,O,X,O,X
STZILOJ,O,O,O,O,X,O,O
STZIJLO,O,O,O,O,X,O,X
STZIJOL,O,O,O,O,X,O,X
STZIOLJ,O,O,O,O,X,O,O
STZIOJL,O,O,O,O,X,O,X
STZLIJO,O,O,O,O,X,X,X
STZLIOJ,O,O,O,O,X,X,O
STZLJIO,O,O,O,O,X,X,X
STZLJOI,O,O,O,O,X,X,X
STZLOIJ,O,O,O,O,X,X,O
STZLOJI,O,O,O,O,X,X,X
STZJILO,O,O,O,O,X,O,X
STZJIOL,O,O,O,O,X,O,X
STZJLIO,O,O,O,O,X,X,X
STZJLOI,O,O,O,O,X,X,X
STZJOIL,O,O,O,O,X,O,X
STZJOLI,O,O,O,O,X,X,X
STZOILJ,O,O,O,O,X,O,O
STZOIJL,O,O,O,O,X,O,X
STZOLIJ,O,O,O,O,X,X,O
STZOLJI,O,O,O,O,X,X,X
STZOJIL,O,O,O,O,X,O,X
STZOJLI,O,O,O,O,X,X,X
STOILJZ,O,O,O,X,O,X,O
STOILZJ,O,O,O,O,X,X,O
STOIJLZ,O,O,X,X,O,X,O
STOIJZL,O,O,O,X,X,O,X
STOIZLJ,O,O,O,O,X,O,O
STOIZJL,O,O,O,O,X,O,X
STOLIJZ,O,O,O,X,O,X,O
STOLIZJ,O,O,O,O,X,X,O
STOLJIZ,O,O,O,X,O,X,O
STOLJZI,O,O,O,X,X,X,X
STOLZIJ,O,O,O,O,X,X,O
STOLZJI,O,O,O,O,X,X,X
STOJILZ,O,O,X,X,O,X,O
STOJIZL,O,O,O,X,X,O,X
STOJLIZ,O,O,O,X,O,X,O
STOJLZI,O,O,O,X,X,X,X
STOJZIL,O,O,O,X,X,O,X
STOJZLI,O,O,O,X,X,X,X
STOZILJ,O,O,O,O,X,O,O
STOZIJL,O,O,O,O,X,O,X
STOZLIJ,O,O,O,O,X,X,O
STOZLJI,O,O,O,O,X,X,X
STOZJIL,O,O,O,O,X,O,X
STOZJLI,O,O,O,O,X,X,X
SITLJZO,O,O,O,X,X,X,X
SITLJOZ,O,O,O,X,O,X,O
SITLZJO,O,O,O,O,X,X,X
SITLZOJ,O,O,O,O,X,X,O
SITLOJZ,O,O,O,X,O,X,O
SITLOZJ,O,O,O,O,X,X,O
SITJLZO,O,O,X,X,X,X,X
SITJLOZ,O,O,X,X,O,X,O
SITJZLO,O,O,O,X,X,O,X
SITJZOL,O,O,O,X,X,O,X
SITJOLZ,O,O,X,X,O,X,O
SITJOZL,O,O,O,X,X,O,X
SITZLJO,O,O,O,O,X,O,X
SITZLOJ,O,O,O,O,X,O,O
SITZJLO,O,O,O,O,X,O,X
SITZJOL,O,O,O,O,X,O,X
SITZOLJ,O,O,O,O,X,O,O
SITZOJL,O,O,O,O,X,O,X
SITOLJZ,O,O,O,X,O,X,O
SITOLZJ,O,O,O,O,X,X,O
SITOJLZ,O,O,X,X,O,X,O
SITOJZL,O,O,O,X,X,O,X
SITOZLJ,O,O,O,O,X,O,O
SITOZJL,O,O,O,O,X,O,X
SILTJZO,O,X,O,X,X,X,X
SILTJOZ,O,X,O,X,O,X,O
SILTZJO,O,O,O,O,X,X,X
SILTZOJ,O,O,O,O,X,X,O
SILTOJZ,O,X,O,X,O,X,O
SILTOZJ,O,O,O,O,X,X,O
SILJTZO,O,X,O,X,X,X,X
SILJTOZ,O,X,O,X,X,X,O
SILJZTO,O,O,O,X,X,O,X
SILJZOT,O,O,O,X,X,O,X
SILJOTZ,O,X,O,X,O,X,O
SILJOZT,O,O,O,X,O,O,X
SILZTJO,O,O,O,X,X,O,X
SILZTOJ,O,O,O,X,X,O,O
SILZJTO,O,O,O,X,X,O,X
SILZJOT,O,O,O,O,X,O,X
SILZOTJ,O,O,O,X,X,O,O
SILZOJT,O,O,O,O,X,O,X
SILOTJZ,O,X,O,X,O,X,O
SILOTZJ,O,O,O,O,X,X,O
SILOJTZ,O,X,O,X,O,X,O
SILOJZT,O,O,O,X,O,O,X
SILOZTJ,O,O,O,X,X,O,O
SILOZJT,O,O,O,O,X,O,X
SIJTLZO,O,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,O
SIJTZLO,O,X,O,X,X,O,X
SIJTZOL,O,X,O,X,X,O,X
SIJTOLZ,O,X,X,X,X,X,O
SIJTOZL,O,X,O,X,X,O,X
SIJLTZO,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,O
SIJLZTO,O,O,X,X,X,O,X
SIJLZOT,O,O,X,X,X,O,X
SIJLOTZ,O,X,X,X,O,X,O
SIJLOZT,O,O,X,X,O,O,X
SIJZTLO,O,O,X,X,X,O,X
SIJZTOL,O,O,O,X,X,O,X
SIJZLTO,O,O,X,X,X,O,X
SIJZLOT,O,O,O,X,X,O,X
SIJZOTL,O,O,O,X,X,O,X
SIJZOLT,O,O,O,X,X,O,X
SIJOTLZ,O,X,X,X,X,X,O
SIJOTZL,O,X,O,X,X,O,X
SIJOLTZ,O,X,X,X,O,X,O
SIJOLZT,O,O,X,X,O,O,X
SIJOZTL,O,O,O,X,X,O,X
SIJOZLT,O,O,O,X,X,O,X
SIZTLJO,O,O,O,X,X,O,X
SIZTLOJ,O,O,O,X,X,O,O
SIZTJLO,O,O,O,X,X,O,X
SIZTJOL,O,O,O,X,X,O,X
SIZTOLJ,O,O,O,X,X,O,O
SIZTOJL,O,O,O,X,X,O,X
SIZLTJO,O,O,O,X,X,O,X
SIZLTOJ,O,O,O,X,X,O,O
SIZLJTO,O,O,O,X,X,O,X
SIZLJOT,O,O,O,O,X,O,X
SIZLOTJ,O,O,O,X,X,O,O
SIZLOJT,O,O,O,O,X,O,X
SIZJTLO,O,O,X,X,X,O,X
SIZJTOL,O,O,O,X,X,O,X
SIZJLTO,O,O,O,X,X,O,X
SIZJLOT,O,O,O,O,X,O,X
SIZJOTL,O,O,O,X,X,O,X
SIZJOLT,O,O,O,O,X,O,X
SIZOTLJ,O,O,O,X,X,O,O
SIZOTJL,O,O,O,X,X,O,X
SIZOLTJ,O,O,O,X,X,O,O
SIZOLJT,O,O,O,O,X,O,X
SIZOJTL,O,O,O,X,X,O,X
SIZOJLT,O,O,O,O,X,O,X
SIOTLJZ,O,O,O,X,O,X,O
SIOTLZJ,O,O,O,O,X,X,O
SIOTJLZ,O,O,X,X,O,X,O
SIOTJZL,O,O,O,X,X,O,X
SIOTZLJ,O,O,O,O,X,O,O
SIOTZJL,O,O,O,O,X,O,X
SIOLTJZ,O,X,O,X,O,X,O
SIOLTZJ,O,O,O,O,X,X,O
SIOLJTZ,O,X,O,X,O,X,O
SIOLJZT,O,O,O,X,O,O,X
SIOLZTJ,O,O,O,X,X,O,O
SIOLZJT,O,O,O,O,X,O,X
SIOJTLZ,O,X,X,X,X,X,O
SIOJTZL,O,X,O,X,X,O,X
SIOJLTZ,O,X,X,X,O,X,O
SIOJLZT,O,O,X,X,O,O,X
SIOJZTL,O,O,O,X,X,O,X
SIOJZLT,O,O,O,X,X,O,X
SIOZTLJ,O,O,O,X,X,O,O
SIOZTJL,O,O,O,X,X,O,X
SIOZLTJ,O,O,O,X,X,O,O
SIOZLJT,O,O,O,O,X,O,X
SIOZJTL,O,O,O,X,X,O,X
SIOZJLT,O,O,O,O,X,O,X
SLTIJZO,O,X,O,X,X,X,X
SLTIJOZ,O,X,O,X,O,X,O
SLTIZJO,O,O,O,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,O
SLTIOJZ,O,X,O,X,O,X,O
SLTIOZJ,O,O,O,O,X,X,O
SLTJIZO,O,X,O,X,X,X,X
SLTJIOZ,O,X,O,X,O,X,O
SLTJZIO,O,X,O,X,X,X,X
SLTJZOI,O,X,O,X,X,X,X
SLTJOIZ,O,X,O,X,O,X,O
SLTJOZI,O,X,O,X,X,X,X
SLTZIJO,O,O,O,O,X,X,X
SLTZIOJ,O,O,O,O,X,X,O
SLTZJIO,O,O,O,O,X,X,X
SLTZJOI,O,O,O,O,X,X,X
SLTZOIJ,O,O,O,O,X,X,O
SLTZOJI,O,O,O,O,X,X,X
SLTOIJZ,O,X,O,X,O,X,O
SLTOIZJ,O,O,O,O,X,X,O
SLTOJIZ,O,X,O,X,O,X,O
SLTOJZI,O,X,O,X,X,X,X
SLTOZIJ,O,O,O,O,X,X,O
SLTOZJI,O,O,O,O,X,X,X
SLITJZO,O,X,O,X,X,X,X
SLITJOZ,O,X,O,X,O,X,O
SLITZJO,O,O,O,O,X,X,X
SLITZOJ,O,O,O,O,X,X,O
SLITOJZ,O,X,O,X,O,X,O
SLITOZJ,O,O,O,O,X,X,O
SLIJTZO,O,X,O,X,X,X,X
SLIJTOZ,O,X,O,X,X,X,O
SLIJZTO,O,O,O,X,X,O,X
SLIJZOT,O,O,O,X,X,O,X
SLIJOTZ,O,X,O,X,O,X,O
SLIJOZT,O,O,O,X,O,O,X
SLIZTJO,O,O,O,X,X,O,X
SLIZTOJ,O,O,O,X,X,O,O
SLIZJTO,O,O,O,X,X,O,X
SLIZJOT,O,O,O,O,X,O,X
SLIZOTJ,O,O,O,X,X,O,O
SLIZOJT,O,O,O,O,X,O,X
SLIOTJZ,O,X,O,X,O,X,O
SLIOTZJ,O,O,O,O,X,X,O
SLIOJTZ,O,X,O,X,O,X,O
SLIOJZT,O,O,O,X,O,O,X
SLIOZTJ,O,O,O,X,X,O,O
SLIOZJT,O,O,O,O,X,O,X
SLJTIZO,O,X,O,X,X,X,X
SLJTIOZ,O,X,O,X,X,X,O
SLJTZIO,O,X,O,X,X,X,X
SLJTZOI,O,X,O,X,X,X,X
SLJTOIZ,O,X,O,X,X,X,O
SLJTOZI,O,X,O,X,X,X,X
SLJITZO,O,X,O,X,X,X,X
SLJITOZ,O,X,O,X,X,X,O
SLJIZTO,O,O,O,X,X,O,X
SLJIZOT,O,O,O,X,X,O,X
SLJIOTZ,O,X,O,X,O,X,O
SLJIOZT,O,O,O,X,O,O,X
SLJZTIO,O,O,O,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X
SLJZITO,O,O,O,X,X,O,X
SLJZIOT,O,O,O,X,X,O,X
SLJZOTI,O,O,O,X,X,X,X
SLJZOIT,O,O,O,X,X,O,X
SLJOTIZ,O,X,O,X,X,X,O
SLJOTZI,O,X,O,X,X,X,X
SLJOITZ,O,X,O,X,O,X,O
SLJOIZT,O,O,O,X,O,O,X
SLJOZTI,O,O,O,X,X,X,X
SLJOZIT,O,O,O,X,X,O,X
SLZTIJO,O,O,O,X,X,X,X
SLZTIOJ,O,O,O,X,X,X,O
SLZTJIO,O,O,O,X,X,X,X
SLZTJOI,O,O,O,X,X,X,X
SLZTOIJ,O,O,O,X,X,X,O
SLZTOJI,O,O,O,X,X,X,X
SLZITJO,O,O,O,X,X,O,X
SLZITOJ,O,O,O,X,X,O,O
SLZIJTO,O,O,O,X,X,O,X
SLZIJOT,O,O,O,O,X,O,X
SLZIOTJ,O,O,O,X,X,O,O
SLZIOJT,O,O,O,O,X,O,X
SLZJTIO,O,O,O,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X
SLZJITO,O,O,O,X,X,O,X
SLZJIOT,O,O,O,O,X,O,X
SLZJOTI,O,O,O,X,X,X,X
SLZJOIT,O,O,O,O,X,O,X
SLZOTIJ,O,O,O,X,X,X,O
SLZOTJI,O,O,O,X,X,X,X
SLZOITJ,O,O,O,X,X,O,O
SLZOIJT,O,O,O,O,X,O,X
SLZOJTI,O,O,O,X,X,X,X
SLZOJIT,O,O,O,O,X,O,X
SLOTIJZ,O,X,O,X,O,X,O
SLOTIZJ,O,O,O,O,X,X,O
SLOTJIZ,O,X,O,X,O,X,O
SLOTJZI,O,X,O,X,X,X,X
SLOTZIJ,O,O,O,O,X,X,O
SLOTZJI,O,O,O,O,X,X,X
SLOITJZ,O,X,O,X,O,X,O
SLOITZJ,O,O,O,O,X,X,O
SLOIJTZ,O,X,O,X,O,X,O
SLOIJZT,O,O,O,X,O,O,X
SLOIZTJ,O,O,O,X,X,O,O
SLOIZJT,O,O,O,O,X,O,X
SLOJTIZ,O,X,O,X,X,X,O
SLOJTZI,O,X,O,X,X,X,X
SLOJITZ,O,X,O,X,O,X,O
SLOJIZT,O,O,O,X,O,O,X
SLOJZTI,O,O,O,X,X,X,X
SLOJZIT,O,O,O,X,X,O,X
SLOZTIJ,O,O,O,X,X,X,O
SLOZTJI,O,O,O,X,X,X,X
SLOZITJ,O,O,O,X,X,O,O
SLOZIJT,O,O,O,O,X,O,X
SLOZJTI,O,O,O,X,X,X,X
SLOZJIT,O,O,O,O,X,O,X
SJTILZO,O,X,X,X,X,X,X
SJTILOZ,O,X,X,X,X,X,O
SJTIZLO,O,X,O,X,X,O,X
SJTIZOL,O,X,O,X,X,O,X
SJTIOLZ,O,X,X,X,X,X,O
SJTIOZL,O,X,O,X,X,O,X
SJTLIZO,O,X,O,X,X,X,X
SJTLIOZ,O,X,O,X,X,X,O
SJTLZIO,O,X,O,X,X,X,X
SJTLZOI,O,X,O,X,X,X,X
SJTLOIZ,O,X,O,X,X,X,O
SJTLOZI,O,X,O,X,X,X,X
SJTZILO,O,X,O,X,X,O,X
SJTZIOL,O,X,O,X,X,O,X
SJTZLIO,O,X,O,X,X,X,X
SJTZLOI,O,X,O,X,X,X,X
SJTZOIL,O,X,O,X,X,O,X
SJTZOLI,O,X,O,X,X,X,X
SJTOILZ,O,X,X,X,X,X,O
SJTOIZL,O,X,O,X,X,O,X
SJTOLIZ,O,X,O,X,X,X,O
SJTOLZI,O,X,O,X,X,X,X
SJTOZIL,O,X,O,X,X,O,X
SJTOZLI,O,X,O,X,X,X,X
SJITLZO,O,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,O
SJITZLO,O,X,O,X,X,O,X
SJITZOL,O,X,O,X,X,O,X
SJITOLZ,O,X,X,X,X,X,O
SJITOZL,O,X,O,X,X,O,X
SJILTZO,O,X,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X,O
SJILZTO,O,O,X,X,X,O,X
SJILZOT,O,O,X,X,X,O,X
SJILOTZ,O,X,X,X,O,X,O
SJILOZT,O,O,X,X,O,O,X
SJIZTLO,O,O,X,X,X,O,X
SJIZTOL,O,O,O,X,X,O,X
SJIZLTO,O,O,X,X,X,O,X
SJIZLOT,O,O,O,X,X,O,X
SJIZOTL,O,O,O,X,X,O,X
SJIZOLT,O,O,O,X,X,O,X
SJIOTLZ,O,X,X,X,X,X,O
SJIOTZL,O,X,O,X,X,O,X
SJIOLTZ,O,X,X,X,O,X,O
SJIOLZT,O,O,X,X,O,O,X
SJIOZTL,O,O,O,X,X,O,X
SJIOZLT,O,O,O,X,X,O,X
SJLTIZO,O,X,O,X,X,X,X
SJLTIOZ,O,X,O,X,X,X,O
SJLTZIO,O,X,O,X,X,X,X
SJLTZOI,O,X,O,X,X,X,X
SJLTOIZ,O,X,O,X,X,X,O
SJLTOZI,O,X,O,X,X,X,X
SJLITZO,O,X,O,X,X,X,X
SJLITOZ,O,X,O,X,X,X,O
SJLIZTO,O,O,O,X,X,O,X
SJLIZOT,O,O,O,X,X,O,X
SJLIOTZ,O,X,O,X,O,X,O
SJLIOZT,O,O,O,X,O,O,X
SJLZTIO,O,O,O,X,X,X,X
SJLZTOI,O,O,O,X,X,X,X
SJLZITO,O,O,O,X,X,O,X
SJLZIOT,O,O,O,X,X,O,X
SJLZOTI,O,O,O,X,X,X,X
SJLZOIT,O,O,O,X,X,O,X
SJLOTIZ,O,X,O,X,X,X,O
SJLOTZI,O,X,O,X,X,X,X
SJLOITZ,O,X,O,X,O,X,O
SJLOIZT,O,O,O,X,O,O,X
SJLOZTI,O,O,O,X,X,X,X
SJLOZIT,O,O,O,X,X,O,X
SJZTILO,O,O,X,X,X,O,X
SJZTIOL,O,O,O,X,X,O,X
SJZTLIO,O,O,O,X,X,X,X
SJZTLOI,O,O,O,X,X,X,X
SJZTOIL,O,O,O,X,X,O,X
SJZTOLI,O,O,O,X,X,X,X
SJZITLO,O,O,X,X,X,O,X
SJZITOL,O,O,O,X,X,O,X
SJZILTO,O,O,O,X,X,O,X
SJZILOT,O,O,O,X,X,O,X
SJZIOTL,O,O,O,X,X,O,X
SJZIOLT,O,O,O,X,X,O,X
SJZLTIO,O,O,O,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X
SJZLITO,O,O,O,X,X,O,X
SJZLIOT,O,O,O,X,X,O,X
SJZLOTI,O,O,O,X,X,X,X
SJZLOIT,O,O,O,X,X,O,X
SJZOTIL,O,O,O,X,X,O,X
SJZOTLI,O,O,O,X,X,X,X
SJZOITL,O,O,O,X,X,O,X
SJZOILT,O,O,O,X,X,O,X
SJZOLTI,O,O,O,X,X,X,X
SJZOLIT,O,O,O,X,X,O,X
SJOTILZ,O,X,X,X,X,X,O
SJOTIZL,O,X,O,X,X,O,X
SJOTLIZ,O,X,O,X,X,X,O
SJOTLZI,O,X,O,X,X,X,X
SJOTZIL,O,X,O,X,X,O,X
SJOTZLI,O,X,O,X,X,X,X
SJOITLZ,O,X,X,X,X,X,O
SJOITZL,O,X,O,X,X,O,X
SJOILTZ,O,X,X,X,O,X,O
SJOILZT,O,O,X,X,O,O,X
SJOIZTL,O,O,O,X,X,O,X
SJOIZLT,O,O,O,X,X,O,X
SJOLTIZ,O,X,O,X,X,X,O
SJOLTZI,O,X,O,X,X,X,X
SJOLITZ,O,X,O,X,O,X,O
SJOLIZT,O,O,O,X,O,O,X
SJOLZTI,O,O,O,X,X,X,X
SJOLZIT,O,O,O,X,X,O,X
SJOZTIL,O,O,O,X,X,O,X
SJOZTLI,O,O,O,X,X,X,X
SJOZITL,O,O,O,X,X,O,X
SJOZILT,O,O,O,X,X,O,X
SJOZLTI,O,O,O,X,X,X,X
SJOZLIT,O,O,O,X,X,O,X
SZTILJO,O,O,O,X,X,O,X
SZTILOJ,O,O,O,X,X,O,O
SZTIJLO,O,O,O,X,X,O,X
SZTIJOL,O,O,O,X,X,O,X
SZTIOLJ,O,O,O,X,X,O,O
SZTIOJL,O,O,O,X,X,O,X
SZTLIJO,O,O,O,X,X,X,X
SZTLIOJ,O,O,O,X,X,X,O
SZTLJIO,O,O,O,X,X,X,X
SZTLJOI,O,O,O,X,X,X,X
SZTLOIJ,O,O,O,X,X,X,O
SZTLOJI,O,O,O,X,X,X,X
SZTJILO,O,O,O,X,X,O,X
SZTJIOL,O,O,O,X,X,O,X
SZTJLIO,O,O,O,X,X,X,X
SZTJLOI,O,O,O,X,X,X,X
SZTJOIL,O,O,O,X,X,O,X
SZTJOLI,O,O,O,X,X,X,X
SZTOILJ,O,O,O,X,X,O,O
SZTOIJL,O,O,O,X,X,O,X
SZTOLIJ,O,O,O,X,X,X,O
SZTOLJI,O,O,O,X,X,X,X
SZTOJIL,O,O,O,X,X,O,X
SZTOJLI,O,O,O,X,X,X,X
SZITLJO,O,O,O,X,X,O,X
SZITLOJ,O,O,O,X,X,O,O
SZITJLO,O,O,O,X,X,O,X
SZITJOL,O,O,O,X,X,O,X
SZITOLJ,O,O,O,X,X,O,O
SZITOJL,O,O,O,X,X,O,X
SZILTJO,O,O,O,X,X,O,X
SZILTOJ,O,O,O,X,X,O,O
SZILJTO,O,O,O,X,X,O,X
SZILJOT,O,O,O,O,X,O,X
SZILOTJ,O,O,O,X,X,O,O
SZILOJT,O,O,O,O,X,O,X
SZIJTLO,O,O,X,X,X,O,X
SZIJTOL,O,O,O,X,X,O,X
SZIJLTO,O,O,O,X,X,O,X
SZIJLOT,O,O,O,O,X,O,X
SZIJOTL,O,O,O,X,X,O,X
SZIJOLT,O,O,O,O,X,O,X
SZIOTLJ,O,O,O,X,X,O,O
SZIOTJL,O,O,O,X,X,O,X
SZIOLTJ,O,O,O,X,X,O,O
SZIOLJT,O,O,O,O,X,O,X
SZIOJTL,O,O,O,X,X,O,X
SZIOJLT,O,O,O,O,X,O,X
SZLTIJO,O,O,O,X,X,X,X
SZLTIOJ,O,O,O,X,X,X,O
SZLTJIO,O,O,O,X,X,X,X
SZLTJOI,O,O,O,X,X,X,X
SZLTOIJ,O,O,O,X,X,X,O
SZLTOJI,O,O,O,X,X,X,X
SZLITJO,O,O,O,X,X,O,X
SZLITOJ,O,O,O,X,X,O,O
SZLIJTO,O,O,O,X,X,O,X
SZLIJOT,O,O,O,O,X,O,X
SZLIOTJ,O,O,O,X,X,O,O
SZLIOJT,O,O,O,O,X,O,X
SZLJTIO,O,O,O,X,X,X,X
SZLJTOI,O,O,O,X,X,X,X
SZLJITO,O,O,O,X,X,O,X
SZLJIOT,O,O,O,O,X,O,X
SZLJOTI,O,O,O,X,X,X,X
SZLJOIT,O,O,O,O,X,O,X
SZLOTIJ,O,O,O,X,X,X,O
SZLOTJI,O,O,O,X,X,X,X
SZLOITJ,O,O,O,X,X,O,O
SZLOIJT,O,O,O,O,X,O,X
SZLOJTI,O,O,O,X,X,X,X
SZLOJIT,O,O,O,O,X,O,X
SZJTILO,O,O,X,X,X,O,X
SZJTIOL,O,O,O,X,X,O,X
SZJTLIO,O,O,O,X,X,X,X
SZJTLOI,O,O,O,X,X,X,X
SZJTOIL,O,O,O,X,X,O,X
SZJTOLI,O,O,O,X,X,X,X
SZJITLO,O,O,X,X,X,O,X
SZJITOL,O,O,O,X,X,O,X
SZJILTO,O,O,O,X,X,O,X
SZJILOT,O,O,O,O,X,O,X
SZJIOTL,O,O,O,X,X,O,X
SZJIOLT,O,O,O,O,X,O,X
SZJLTIO,O,O,O,X,X,X,X
SZJLTOI,O,O,O,X,X,X,X
SZJLITO,O,O,O,X,X,O,X
SZJLIOT,O,O,O,O,X,O,X
SZJLOTI,O,O,O,X,X,X,X
SZJLOIT,O,O,O,O,X,O,X
SZJOTIL,O,O,O,X,X,O,X
SZJOTLI,O,O,O,X,X,X,X
SZJOITL,O,O,O,X,X,O,X
SZJOILT,O,O,O,O,X,O,X
SZJOLTI,O,O,O,X,X,X,X
SZJOLIT,O,O,O,O,X,O,X
SZOTILJ,O,O,O,X,X,O,O
SZOTIJL,O,O,O,X,X,O,X
SZOTLIJ,O,O,O,X,X,X,O
SZOTLJI,O,O,O,X,X,X,X
SZOTJIL,O,O,O,X,X,O,X
SZOTJLI,O,O,O,X,X,X,X
SZOITLJ,O,O,O,X,X,O,O
SZOITJL,O,O,O,X,X,O,X
SZOILTJ,O,O,O,X,X,O,O
SZOILJT,O,O,O,O,X,O,X
SZOIJTL,O,O,O,X,X,O,X
SZOIJLT,O,O,O,O,X,O,X
SZOLTIJ,O,O,O,X,X,X,O
SZOLTJI,O,O,O,X,X,X,X
SZOLITJ,O,O,O,X,X,O,O
SZOLIJT,O,O,O,O,X,O,X
SZOLJTI,O,O,O,X,X,X,X
SZOLJIT,O,O,O,O,X,O,X
SZOJTIL,O,O,O,X,X,O,X
SZOJTLI,O,O,O,X,X,X,X
SZOJITL,O,O,O,X,X,O,X
SZOJILT,O,O,O,O,X,O,X
SZOJLTI,O,O,O,X,X,X,X
SZOJLIT,O,O,O,O,X,O,X
SOTILJZ,O,O,O,X,O,X,O
SOTILZJ,O,O,O,O,X,X,O
SOTIJLZ,O,O,X,X,O,X,O
SOTIJZL,O,O,O,X,X,O,X
SOTIZLJ,O,O,O,O,X,O,O
SOTIZJL,O,O,O,O,X,O,X
SOTLIJZ,O,O,O,X,O,X,O
SOTLIZJ,O,O,O,O,X,X,O
SOTLJIZ,O,O,O,X,O,X,O
SOTLJZI,O,O,O,X,X,X,X
SOTLZIJ,O,O,O,O,X,X,O
SOTLZJI,O,O,O,O,X,X,X
SOTJILZ,O,O,X,X,O,X,O
SOTJIZL,O,O,O,X,X,O,X
SOTJLIZ,O,O,O,X,O,X,O
SOTJLZI,O,O,O,X,X,X,X
SOTJZIL,O,O,O,X,X,O,X
SOTJZLI,O,O,O,X,X,X,X
SOTZILJ,O,O,O,O,X,O,O
SOTZIJL,O,O,O,O,X,O,X
SOTZLIJ,O,O,O,O,X,X,O
SOTZLJI,O,O,O,O,X,X,X
SOTZJIL,O,O,O,O,X,O,X
SOTZJLI,O,O,O,O,X,X,X
SOITLJZ,O,O,O,X,O,X,O
SOITLZJ,O,O,O,O,X,X,O
SOITJLZ,O,O,X,X,O,X,O
SOITJZL,O,O,O,X,X,O,X
SOITZLJ,O,O,O,O,X,O,O
SOITZJL,O,O,O,O,X,O,X
SOILTJZ,O,X,O,X,O,X,O
SOILTZJ,O,O,O,O,X,X,O
SOILJTZ,O,X,O,X,O,X,O
SOILJZT,O,O,O,X,O,O,X
SOILZTJ,O,O,O,X,X,O,O
SOILZJT,O,O,O,O,X,O,X
SOIJTLZ,O,X,X,X,X,X,O
SOIJTZL,O,X,O,X,X,O,X
SOIJLTZ,O,X,X,X,O,X,O
SOIJLZT,O,O,X,X,O,O,X
SOIJZTL,O,O,O,X,X,O,X
SOIJZLT,O,O,O,X,X,O,X
SOIZTLJ,O,O,O,X,X,O,O
SOIZTJL,O,O,O,X,X,O,X
SOIZLTJ,O,O,O,X,X,O,O
SOIZLJT,O,O,O,O,X,O,X
SOIZJTL,O,O,O,X,X,O,X
SOIZJLT,O,O,O,O,X,O,X
SOLTIJZ,O,X,O,X,O,X,O
SOLTIZJ,O,O,O,O,X,X,O
SOLTJIZ,O,X,O,X,O,X,O
SOLTJZI,O,X,O,X,X,X,X
SOLTZIJ,O,O,O,O,X,X,O
