sequence,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmB8mBziB5oBSq?BlsB,v115@9gB8HeA8IeA8IeG8AeA8Ke8EJvhF+lBihBziB5oB3m?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KelAJvhFUiBaoB5oBzkBXm?BGsB,v115@9gB8HeA8IeA8IeG8AeA8KeTAJvhFihB3iB5oBWqB1r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8Ke6FJvhFlhB3iB5oBzkB2r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8KeXBJvhFmiB5oBzkBCnB0l?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmBliB5oBSqBzm?B8sB
JLSTOIZ,O,X,O,X,X,X,O
JLSTOZI,O,X,O,X,X,X,O
JLSITZO,O,X,O,X,O,X,O
JLSITOZ,O,X,O,X,X,X,O
JLSIZTO,O,X,O,X,O,X,O
JLSIZOT,O,X,O,X,O,X,O
JLSIOTZ,X,X,O,X,X,O,O
JLSIOZT,O,X,O,X,X,O,O
JLSZTIO,O,X,O,X,O,X,O
JLSZTOI,O,X,O,X,O,X,O
JLSZITO,O,X,O,X,O,X,O
JLSZIOT,O,X,O,X,O,X,O
JLSZOTI,O,X,O,X,O,X,O
JLSZOIT,O,X,O,X,O,X,O
JLSOTIZ,X,X,O,X,X,O,O
JLSOTZI,X,X,O,X,X,X,O
JLSOITZ,X,X,O,X,X,O,O
JLSOIZT,O,X,O,X,X,O,O
JLSOZTI,O,X,O,X,X,X,O
JLSOZIT,O,X,O,X,X,O,O
JLZTISO,O,X,O,O,O,X,O
JLZTIOS,O,X,O,O,O,X,O
JLZTSIO,O,X,O,O,O,X,O
JLZTSOI,O,X,O,O,O,X,O
JLZTOIS,O,X,O,O,O,X,O
JLZTOSI,O,X,O,O,O,X,O
JLZITSO,O,X,O,O,O,X,O
JLZITOS,O,X,O,O,O,X,O
JLZISTO,O,X,O,X,O,X,O
JLZISOT,O,X,O,O,O,X,O
JLZIOTS,O,X,O,O,O,X,O
JLZIOST,O,X,O,O,O,O,O
JLZSTIO,O,X,O,X,O,X,O
JLZSTOI,O,X,O,X,O,X,O
JLZSITO,O,X,O,X,O,X,O
JLZSIOT,O,X,O,O,O,X,O
JLZSOTI,O,X,O,O,O,X,O
JLZSOIT,O,X,O,O,O,X,O
JLZOTIS,O,X,O,O,O,X,O
JLZOTSI,O,X,O,O,O,X,O
JLZOITS,O,X,O,O,O,X,O
JLZOIST,O,X,O,O,O,O,O
JLZOSTI,O,X,O,O,O,X,O
JLZOSIT,O,X,O,O,O,O,O
JLOTISZ,X,X,O,O,O,O,O
JLOTIZS,X,X,O,O,O,O,O
JLOTSIZ,X,X,O,O,O,O,O
JLOTSZI,X,X,O,O,O,O,O
JLOTZIS,X,X,O,O,O,O,O
JLOTZSI,X,X,O,O,O,O,O
JLOITSZ,X,X,O,O,O,O,O
JLOITZS,X,X,O,O,O,X,O
JLOISTZ,X,X,O,X,O,O,O
JLOISZT,O,X,O,X,O,O,O
JLOIZTS,O,X,O,O,O,X,O
JLOIZST,O,X,O,O,O,O,O
JLOSTIZ,X,X,O,X,O,O,O
JLOSTZI,X,X,O,X,O,O,O
JLOSITZ,X,X,O,X,O,O,O
JLOSIZT,O,X,O,X,O,O,O
JLOSZTI,O,X,O,X,O,X,O
JLOSZIT,O,X,O,X,O,O,O
JLOZTIS,O,X,O,O,O,X,O
JLOZTSI,O,X,O,O,O,X,O
JLOZITS,O,X,O,O,O,X,O
JLOZIST,O,X,O,O,O,O,O
JLOZSTI,O,X,O,O,O,X,O
JLOZSIT,O,X,O,O,O,O,O
JSTILZO,X,X,O,O,O,X,X
JSTILOZ,X,X,O,O,X,X,X
JSTIZLO,X,O,O,O,O,X,X
JSTIZOL,X,O,O,O,O,X,X
JSTIOLZ,X,X,O,O,O,X,X
JSTIOZL,X,O,O,O,O,X,X
JSTLIZO,X,X,O,O,O,X,X
JSTLIOZ,X,X,O,O,X,X,X
JSTLZIO,X,X,O,O,O,X,X
JSTLZOI,X,X,O,O,O,X,X
JSTLOIZ,X,X,O,O,X,X,X
JSTLOZI,X,X,O,O,X,X,X
JSTZILO,X,O,O,O,O,X,X
JSTZIOL,X,O,O,O,O,X,X
JSTZLIO,X,O,O,O,O,X,X
JSTZLOI,X,O,O,O,O,X,X
JSTZOIL,X,O,O,O,O,X,X
JSTZOLI,X,O,O,O,O,X,X
JSTOILZ,X,X,O,O,O,X,X
JSTOIZL,X,O,O,O,O,X,X
JSTOLIZ,X,X,O,O,O,X,X
JSTOLZI,X,X,O,O,O,X,X
JSTOZIL,X,O,O,O,O,X,X
JSTOZLI,X,O,O,O,O,X,X
JSITLZO,X,X,O,O,O,X,X
JSITLOZ,X,X,O,O,X,X,X
JSITZLO,X,O,O,O,O,X,X
JSITZOL,X,O,O,O,O,X,X
JSITOLZ,X,X,O,O,O,X,X
JSITOZL,X,O,O,O,O,X,X
JSILTZO,O,X,O,X,O,X,O
JSILTOZ,X,X,O,X,X,X,O
JSILZTO,O,X,O,X,O,X,O
JSILZOT,O,X,O,X,O,X,O
JSILOTZ,X,X,O,X,X,X,O
JSILOZT,O,X,O,X,X,X,O
JSIZTLO,O,O,O,O,O,X,O
JSIZTOL,O,O,O,O,O,X,X
JSIZLTO,O,O,O,X,O,X,O
JSIZLOT,O,O,O,O,O,X,O
JSIZOTL,X,O,O,O,O,X,X
JSIZOLT,X,O,O,O,O,X,X
JSIOTLZ,X,X,O,O,O,X,X
JSIOTZL,X,X,O,O,O,X,X
JSIOLTZ,X,X,O,X,O,X,O
JSIOLZT,X,X,O,X,O,X,O
JSIOZTL,X,X,O,O,O,X,O
JSIOZLT,X,X,O,O,O,X,O
JSLTIZO,O,X,O,X,O,X,O
JSLTIOZ,X,X,O,X,X,X,O
JSLTZIO,O,X,O,X,O,X,O
JSLTZOI,O,X,O,X,O,X,O
JSLTOIZ,X,X,O,X,X,X,O
JSLTOZI,X,X,O,X,X,X,O
JSLITZO,O,X,O,X,O,X,O
JSLITOZ,X,X,O,X,X,X,O
JSLIZTO,O,X,O,X,O,X,O
JSLIZOT,O,X,O,X,O,X,O
JSLIOTZ,X,X,O,X,X,X,O
JSLIOZT,O,X,O,X,X,X,O
JSLZTIO,O,X,O,X,O,X,O
JSLZTOI,O,X,O,X,O,X,O
JSLZITO,O,X,O,X,O,X,O
JSLZIOT,O,X,O,X,O,X,O
JSLZOTI,O,X,O,X,O,X,O
JSLZOIT,O,X,O,X,O,X,O
JSLOTIZ,X,X,O,X,X,X,O
JSLOTZI,X,X,O,X,X,X,O
JSLOITZ,X,X,O,X,X,X,O
JSLOIZT,O,X,O,X,X,X,O
JSLOZTI,O,X,O,X,X,X,O
JSLOZIT,O,X,O,X,X,X,O
JSZTILO,O,O,O,O,O,X,O
JSZTIOL,O,O,O,O,O,X,X
JSZTLIO,O,O,O,O,O,X,O
JSZTLOI,O,O,O,O,O,X,O
JSZTOIL,O,O,O,O,O,X,X
JSZTOLI,O,O,O,O,O,X,X
JSZITLO,O,O,O,O,O,X,O
JSZITOL,O,O,O,O,O,X,X
JSZILTO,O,O,O,X,O,X,O
JSZILOT,O,O,O,O,O,X,O
JSZIOTL,X,O,O,O,O,X,X
JSZIOLT,X,O,O,O,O,X,X
JSZLTIO,O,O,O,X,O,X,O
JSZLTOI,O,O,O,X,O,X,O
JSZLITO,O,O,O,X,O,X,O
JSZLIOT,O,O,O,O,O,X,O
JSZLOTI,O,O,O,O,O,X,O
JSZLOIT,O,O,O,O,O,X,O
JSZOTIL,X,O,O,O,O,X,X
JSZOTLI,X,O,O,O,O,X,X
JSZOITL,X,O,O,O,O,X,X
JSZOILT,X,O,O,O,O,X,X
JSZOLTI,X,O,O,O,O,X,X
JSZOLIT,X,O,O,O,O,X,X
JSOTILZ,X,X,O,O,O,X,X
JSOTIZL,X,X,O,O,O,X,X
JSOTLIZ,X,X,O,O,O,X,X
JSOTLZI,X,X,O,O,O,X,X
JSOTZIL,X,X,O,O,O,X,X
JSOTZLI,X,X,O,O,O,X,X
JSOITLZ,X,X,O,O,O,X,X
JSOITZL,X,X,O,O,O,X,X
JSOILTZ,X,X,O,X,O,X,O
JSOILZT,X,X,O,X,O,X,O
JSOIZTL,X,X,O,O,O,X,O
JSOIZLT,X,X,O,O,O,X,O
JSOLTIZ,X,X,O,X,O,X,O
JSOLTZI,X,X,O,X,O,X,O
JSOLITZ,X,X,O,X,O,X,O
JSOLIZT,X,X,O,X,O,X,O
JSOLZTI,X,X,O,X,O,X,O
JSOLZIT,X,X,O,X,O,X,O
JSOZTIL,X,X,O,O,O,X,O
JSOZTLI,X,X,O,O,O,X,O
JSOZITL,X,X,O,O,O,X,O
JSOZILT,X,X,O,O,O,X,O
JSOZLTI,X,X,O,O,O,X,O
JSOZLIT,X,X,O,O,O,X,O
JZTILSO,O,O,O,O,O,X,O
JZTILOS,O,O,O,O,O,X,O
JZTISLO,O,O,O,O,O,X,O
JZTISOL,O,O,O,O,O,X,X
JZTIOLS,O,O,O,O,O,X,O
JZTIOSL,O,O,O,O,O,X,O
JZTLISO,O,O,O,O,O,X,O
JZTLIOS,O,O,O,O,O,X,O
JZTLSIO,O,O,O,O,O,X,O
JZTLSOI,O,O,O,O,O,X,O
JZTLOIS,O,O,O,O,O,X,O
JZTLOSI,O,O,O,O,O,X,O
JZTSILO,O,O,O,O,O,X,O
JZTSIOL,O,O,O,O,O,X,X
JZTSLIO,O,O,O,O,O,X,O
JZTSLOI,O,O,O,O,O,X,O
JZTSOIL,O,O,O,O,O,X,X
JZTSOLI,O,O,O,O,O,X,X
JZTOILS,O,O,O,O,O,X,O
JZTOISL,O,O,O,O,O,X,O
JZTOLIS,O,O,O,O,O,X,O
JZTOLSI,O,O,O,O,O,X,O
JZTOSIL,O,O,O,O,O,X,O
JZTOSLI,O,O,O,O,O,X,O
JZITLSO,O,O,O,O,O,X,O
JZITLOS,O,O,O,O,O,X,O
JZITSLO,O,O,O,O,O,X,O
JZITSOL,O,O,O,O,O,X,X
JZITOLS,O,O,O,O,O,X,O
JZITOSL,O,O,O,O,O,X,O
JZILTSO,O,O,O,O,O,X,O
JZILTOS,O,O,O,O,O,X,O
JZILSTO,O,O,O,X,O,X,O
JZILSOT,O,O,O,O,O,X,O
JZILOTS,O,X,O,O,O,X,O
JZILOST,O,X,O,O,O,X,O
JZISTLO,O,O,O,O,O,X,O
JZISTOL,O,O,O,O,O,X,X
JZISLTO,O,O,O,X,O,X,O
JZISLOT,O,O,O,O,O,X,O
JZISOTL,X,O,O,O,O,X,X
JZISOLT,X,O,O,O,O,X,X
JZIOTLS,O,O,O,O,O,X,O
JZIOTSL,O,O,O,O,O,X,O
JZIOLTS,O,X,O,O,O,X,O
JZIOLST,O,X,O,O,O,X,O
JZIOSTL,X,O,O,O,O,X,O
JZIOSLT,X,O,O,O,O,X,O
JZLTISO,O,O,O,O,O,X,O
JZLTIOS,O,O,O,O,O,X,O
JZLTSIO,O,O,O,O,O,X,O
JZLTSOI,O,O,O,O,O,X,O
JZLTOIS,O,O,O,O,O,X,O
JZLTOSI,O,O,O,O,O,X,O
JZLITSO,O,O,O,O,O,X,O
JZLITOS,O,O,O,O,O,X,O
JZLISTO,O,O,O,X,O,X,O
JZLISOT,O,O,O,O,O,X,O
JZLIOTS,O,X,O,O,O,X,O
JZLIOST,O,X,O,O,O,X,O
JZLSTIO,O,O,O,X,O,X,O
JZLSTOI,O,O,O,X,O,X,O
JZLSITO,O,O,O,X,O,X,O
JZLSIOT,O,O,O,O,O,X,O
JZLSOTI,O,O,O,O,O,X,O
JZLSOIT,O,O,O,O,O,X,O
JZLOTIS,O,X,O,O,O,X,O
JZLOTSI,O,X,O,O,O,X,O
JZLOITS,O,X,O,O,O,X,O
JZLOIST,O,X,O,O,O,X,O
JZLOSTI,O,X,O,O,O,X,O
JZLOSIT,O,X,O,O,O,X,O
JZSTILO,O,O,O,O,O,X,O
JZSTIOL,O,O,O,O,O,X,X
JZSTLIO,O,O,O,O,O,X,O
JZSTLOI,O,O,O,O,O,X,O
JZSTOIL,O,O,O,O,O,X,X
JZSTOLI,O,O,O,O,O,X,X
JZSITLO,O,O,O,O,O,X,O
JZSITOL,O,O,O,O,O,X,X
JZSILTO,O,O,O,X,O,X,O
JZSILOT,O,O,O,O,O,X,O
JZSIOTL,X,O,O,O,O,X,X
JZSIOLT,X,O,O,O,O,X,X
JZSLTIO,O,O,O,X,O,X,O
JZSLTOI,O,O,O,X,O,X,O
JZSLITO,O,O,O,X,O,X,O
JZSLIOT,O,O,O,O,O,X,O
JZSLOTI,O,O,O,O,O,X,O
JZSLOIT,O,O,O,O,O,X,O
JZSOTIL,X,O,O,O,O,X,X
JZSOTLI,X,O,O,O,O,X,X
JZSOITL,X,O,O,O,O,X,X
JZSOILT,X,O,O,O,O,X,X
JZSOLTI,X,O,O,O,O,X,X
JZSOLIT,X,O,O,O,O,X,X
JZOTILS,O,O,O,O,O,X,O
JZOTISL,O,O,O,O,O,X,O
JZOTLIS,O,O,O,O,O,X,O
JZOTLSI,O,O,O,O,O,X,O
JZOTSIL,O,O,O,O,O,X,O
JZOTSLI,O,O,O,O,O,X,O
JZOITLS,O,O,O,O,O,X,O
JZOITSL,O,O,O,O,O,X,O
JZOILTS,O,X,O,O,O,X,O
JZOILST,O,X,O,O,O,X,O
JZOISTL,X,O,O,O,O,X,O
JZOISLT,X,O,O,O,O,X,O
JZOLTIS,O,X,O,O,O,X,O
JZOLTSI,O,X,O,O,O,X,O
JZOLITS,O,X,O,O,O,X,O
JZOLIST,O,X,O,O,O,X,O
JZOLSTI,O,X,O,O,O,X,O
JZOLSIT,O,X,O,O,O,X,O
JZOSTIL,X,O,O,O,O,X,O
JZOSTLI,X,O,O,O,O,X,O
JZOSITL,X,O,O,O,O,X,O
JZOSILT,X,O,O,O,O,X,O
JZOSLTI,X,O,O,O,O,X,O
JZOSLIT,X,O,O,O,O,X,O
JOTILSZ,X,X,O,O,O,O,O
JOTILZS,X,X,O,O,O,O,O
JOTISLZ,X,X,O,O,O,O,X
JOTISZL,X,X,O,O,O,X,X
JOTIZLS,X,X,O,O,O,O,O
JOTIZSL,X,X,O,O,O,X,O
JOTLISZ,X,X,O,O,O,O,O
JOTLIZS,X,X,O,O,O,O,O
JOTLSIZ,X,X,O,O,O,O,O
JOTLSZI,X,X,O,O,O,O,O
JOTLZIS,X,X,O,O,O,O,O
JOTLZSI,X,X,O,O,O,O,O
JOTSILZ,X,X,O,O,O,O,X
JOTSIZL,X,X,O,O,O,X,X
JOTSLIZ,X,X,O,O,O,O,X
JOTSLZI,X,X,O,O,O,O,X
JOTSZIL,X,X,O,O,O,X,X
JOTSZLI,X,X,O,O,O,X,X
JOTZILS,X,X,O,O,O,O,O
JOTZISL,X,X,O,O,O,X,O
JOTZLIS,X,X,O,O,O,O,O
JOTZLSI,X,X,O,O,O,O,O
JOTZSIL,X,X,O,O,O,X,O
JOTZSLI,X,X,O,O,O,X,O
JOITLSZ,X,X,O,O,O,O,O
JOITLZS,X,X,O,O,O,O,O
JOITSLZ,X,X,O,O,O,O,X
JOITSZL,X,X,O,O,O,X,X
JOITZLS,X,X,O,O,O,O,O
JOITZSL,X,X,O,O,O,X,O
JOILTSZ,X,X,O,O,O,O,O
JOILTZS,X,X,O,O,O,X,O
JOILSTZ,X,X,O,X,O,O,O
JOILSZT,O,X,O,X,O,O,O
JOILZTS,O,X,O,O,O,X,O
JOILZST,O,X,O,O,O,O,O
JOISTLZ,X,X,O,O,O,X,X
JOISTZL,X,X,O,O,O,X,X
JOISLTZ,X,X,O,X,O,X,O
JOISLZT,X,X,O,X,O,X,O
JOISZTL,X,X,O,O,O,X,O
JOISZLT,X,X,O,O,O,X,O
JOIZTLS,O,X,O,O,O,X,O
JOIZTSL,O,X,O,O,O,X,O
JOIZLTS,O,X,O,O,O,X,O
JOIZLST,O,X,O,O,O,X,O
JOIZSTL,X,X,O,O,O,X,O
JOIZSLT,X,X,O,O,O,X,O
JOLTISZ,X,X,O,O,O,O,O
JOLTIZS,X,X,O,O,O,O,O
JOLTSIZ,X,X,O,O,O,O,O
JOLTSZI,X,X,O,O,O,O,O
JOLTZIS,X,X,O,O,O,O,O
JOLTZSI,X,X,O,O,O,O,O
JOLITSZ,X,X,O,O,O,O,O
JOLITZS,X,X,O,O,O,X,O
JOLISTZ,X,X,O,X,O,O,O
JOLISZT,O,X,O,X,O,O,O
JOLIZTS,O,X,O,O,O,X,O
JOLIZST,O,X,O,O,O,O,O
JOLSTIZ,X,X,O,X,O,O,O
JOLSTZI,X,X,O,X,O,O,O
JOLSITZ,X,X,O,X,O,O,O
JOLSIZT,O,X,O,X,O,O,O
JOLSZTI,O,X,O,X,O,X,O
JOLSZIT,O,X,O,X,O,O,O
JOLZTIS,O,X,O,O,O,X,O
JOLZTSI,O,X,O,O,O,X,O
JOLZITS,O,X,O,O,O,X,O
JOLZIST,O,X,O,O,O,O,O
JOLZSTI,O,X,O,O,O,X,O
JOLZSIT,O,X,O,O,O,O,O
JOSTILZ,X,X,O,O,O,X,X
JOSTIZL,X,X,O,O,O,X,X
JOSTLIZ,X,X,O,O,O,X,X
JOSTLZI,X,X,O,O,O,X,X
JOSTZIL,X,X,O,O,O,X,X
JOSTZLI,X,X,O,O,O,X,X
JOSITLZ,X,X,O,O,O,X,X
JOSITZL,X,X,O,O,O,X,X
JOSILTZ,X,X,O,X,O,X,O
JOSILZT,X,X,O,X,O,X,O
JOSIZTL,X,X,O,O,O,X,O
JOSIZLT,X,X,O,O,O,X,O
JOSLTIZ,X,X,O,X,O,X,O
JOSLTZI,X,X,O,X,O,X,O
JOSLITZ,X,X,O,X,O,X,O
JOSLIZT,X,X,O,X,O,X,O
JOSLZTI,X,X,O,X,O,X,O
JOSLZIT,X,X,O,X,O,X,O
JOSZTIL,X,X,O,O,O,X,O
JOSZTLI,X,X,O,O,O,X,O
JOSZITL,X,X,O,O,O,X,O
JOSZILT,X,X,O,O,O,X,O
JOSZLTI,X,X,O,O,O,X,O
JOSZLIT,X,X,O,O,O,X,O
JOZTILS,O,X,O,O,O,X,O
JOZTISL,O,X,O,O,O,X,O
JOZTLIS,O,X,O,O,O,X,O
JOZTLSI,O,X,O,O,O,X,O
JOZTSIL,O,X,O,O,O,X,O
JOZTSLI,O,X,O,O,O,X,O
JOZITLS,O,X,O,O,O,X,O
JOZITSL,O,X,O,O,O,X,O
JOZILTS,O,X,O,O,O,X,O
JOZILST,O,X,O,O,O,X,O
JOZISTL,X,X,O,O,O,X,O
JOZISLT,X,X,O,O,O,X,O
JOZLTIS,O,X,O,O,O,X,O
JOZLTSI,O,X,O,O,O,X,O
JOZLITS,O,X,O,O,O,X,O
JOZLIST,O,X,O,O,O,X,O
JOZLSTI,O,X,O,O,O,X,O
JOZLSIT,O,X,O,O,O,X,O
JOZSTIL,X,X,O,O,O,X,O
JOZSTLI,X,X,O,O,O,X,O
JOZSITL,X,X,O,O,O,X,O
JOZSILT,X,X,O,O,O,X,O
JOZSLTI,X,X,O,O,O,X,O
JOZSLIT,X,X,O,O,O,X,O
STILJZO,O,X,O,O,X,X,X
STILJOZ,O,X,X,O,X,O,X
STILZJO,O,O,O,O,X,X,X
STILZOJ,O,O,O,O,X,X,X
STILOJZ,O,X,X,X,X,O,X
STILOZJ,O,O,O,X,X,O,X
STIJLZO,X,X,O,O,X,X,X
STIJLOZ,X,X,X,O,X,O,X
STIJZLO,X,O,O,O,X,X,X
STIJZOL,X,O,X,O,X,X,X
STIJOLZ,X,X,X,O,X,O,X
STIJOZL,X,O,X,O,X,X,X
STIZLJO,O,O,O,O,X,X,X
STIZLOJ,O,O,O,O,X,X,X
STIZJLO,O,O,O,O,X,X,X
STIZJOL,O,O,X,O,X,X,X
STIZOLJ,O,O,O,O,X,X,X
STIZOJL,O,O,X,O,X,X,X
STIOLJZ,O,X,X,X,X,O,X
STIOLZJ,O,O,O,X,X,O,X
STIOJLZ,X,X,X,X,X,O,X
STIOJZL,X,O,X,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X
STIOZJL,O,O,X,X,X,X,X
STLIJZO,O,X,O,O,X,X,X
STLIJOZ,O,X,X,O,X,O,X
STLIZJO,O,O,O,O,X,X,X
STLIZOJ,O,O,O,O,X,X,X
STLIOJZ,O,X,X,X,X,O,X
STLIOZJ,O,O,O,X,X,O,X
STLJIZO,O,X,O,O,X,X,X
STLJIOZ,O,X,X,O,X,O,X
STLJZIO,O,X,O,O,X,X,X
STLJZOI,O,X,X,O,X,X,X
STLJOIZ,O,X,X,O,X,O,X
STLJOZI,O,X,X,O,X,O,X
STLZIJO,O,O,O,O,X,X,X
STLZIOJ,O,O,O,O,X,X,X
STLZJIO,O,O,O,O,X,X,X
STLZJOI,O,O,X,O,X,X,X
STLZOIJ,O,O,O,O,X,X,X
STLZOJI,O,O,X,O,X,X,X
STLOIJZ,O,X,X,X,X,O,X
STLOIZJ,O,O,O,X,X,O,X
STLOJIZ,O,X,X,X,X,O,X
STLOJZI,O,X,X,X,X,O,X
STLOZIJ,O,O,O,X,X,O,X
STLOZJI,O,O,X,X,X,O,X
STJILZO,X,X,O,O,X,X,X
STJILOZ,X,X,X,O,X,O,X
STJIZLO,X,O,O,O,X,X,X
STJIZOL,X,O,X,O,X,X,X
STJIOLZ,X,X,X,O,X,O,X
STJIOZL,X,O,X,O,X,X,X
STJLIZO,X,X,O,O,X,X,X
STJLIOZ,X,X,X,O,X,O,X
STJLZIO,X,X,O,O,X,X,X
STJLZOI,X,X,X,O,X,X,X
STJLOIZ,X,X,X,O,X,O,X
STJLOZI,X,X,X,O,X,O,X
STJZILO,X,O,O,O,X,X,X
STJZIOL,X,O,X,O,X,X,X
STJZLIO,X,O,O,O,X,X,X
STJZLOI,X,O,X,O,X,X,X
STJZOIL,X,O,X,O,X,X,X
STJZOLI,X,O,X,O,X,X,X
STJOILZ,X,X,X,O,X,O,X
STJOIZL,X,O,X,O,X,X,X
STJOLIZ,X,X,X,O,X,O,X
STJOLZI,X,X,X,O,X,O,X
STJOZIL,X,O,X,O,X,X,X
STJOZLI,X,O,X,O,X,X,X
STZILJO,O,O,O,O,X,X,X
STZILOJ,O,O,O,O,X,X,X
STZIJLO,O,O,O,O,X,X,X
STZIJOL,O,O,X,O,X,X,X
STZIOLJ,O,O,O,O,X,X,X
STZIOJL,O,O,X,O,X,X,X
STZLIJO,O,O,O,O,X,X,X
STZLIOJ,O,O,O,O,X,X,X
STZLJIO,O,O,O,O,X,X,X
STZLJOI,O,O,X,O,X,X,X
STZLOIJ,O,O,O,O,X,X,X
STZLOJI,O,O,X,O,X,X,X
STZJILO,O,O,O,O,X,X,X
STZJIOL,O,O,X,O,X,X,X
STZJLIO,O,O,O,O,X,X,X
STZJLOI,O,O,X,O,X,X,X
STZJOIL,O,O,X,O,X,X,X
STZJOLI,O,O,X,O,X,X,X
STZOILJ,O,O,O,O,X,X,X
STZOIJL,O,O,X,O,X,X,X
STZOLIJ,O,O,O,O,X,X,X
STZOLJI,O,O,X,O,X,X,X
STZOJIL,O,O,X,O,X,X,X
STZOJLI,O,O,X,O,X,X,X
STOILJZ,O,X,X,X,X,O,X
STOILZJ,O,O,O,X,X,O,X
STOIJLZ,X,X,X,X,X,O,X
STOIJZL,X,O,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X
STOIZJL,O,O,X,X,X,X,X
STOLIJZ,O,X,X,X,X,O,X
STOLIZJ,O,O,O,X,X,O,X
STOLJIZ,O,X,X,X,X,O,X
STOLJZI,O,X,X,X,X,O,X
STOLZIJ,O,O,O,X,X,O,X
STOLZJI,O,O,X,X,X,O,X
STOJILZ,X,X,X,X,X,O,X
STOJIZL,X,O,X,X,X,X,X
STOJLIZ,X,X,X,X,X,O,X
STOJLZI,X,X,X,X,X,O,X
STOJZIL,X,O,X,X,X,X,X
STOJZLI,X,O,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,X
STOZIJL,O,O,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X
STOZLJI,O,O,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X
SITLJZO,O,X,O,O,X,X,X
SITLJOZ,O,X,X,O,X,O,X
SITLZJO,O,O,O,O,X,X,X
SITLZOJ,O,O,O,O,X,X,X
SITLOJZ,O,X,X,X,X,O,X
SITLOZJ,O,O,O,X,X,O,X
SITJLZO,X,X,O,O,X,X,X
SITJLOZ,X,X,X,O,X,O,X
SITJZLO,X,O,O,O,X,X,X
SITJZOL,X,O,X,O,X,X,X
SITJOLZ,X,X,X,O,X,O,X
SITJOZL,X,O,X,O,X,X,X
SITZLJO,O,O,O,O,X,X,X
SITZLOJ,O,O,O,O,X,X,X
SITZJLO,O,O,O,O,X,X,X
SITZJOL,O,O,X,O,X,X,X
SITZOLJ,O,O,O,O,X,X,X
SITZOJL,O,O,X,O,X,X,X
SITOLJZ,O,X,X,X,X,O,X
SITOLZJ,O,O,O,X,X,O,X
SITOJLZ,X,X,X,X,X,O,X
SITOJZL,X,O,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X
SITOZJL,O,O,X,X,X,X,X
SILTJZO,O,X,O,X,X,X,O
SILTJOZ,O,X,X,X,X,X,O
SILTZJO,O,O,O,X,X,X,O
SILTZOJ,O,O,O,X,X,X,O
SILTOJZ,O,X,X,X,X,X,O
SILTOZJ,O,O,O,X,X,X,O
SILJTZO,O,X,O,X,O,X,O
SILJTOZ,O,X,O,X,X,X,O
SILJZTO,O,X,O,X,O,X,O
SILJZOT,O,X,O,X,O,X,O
SILJOTZ,X,X,O,X,X,O,O
SILJOZT,O,X,O,X,X,O,O
SILZTJO,O,O,O,X,O,X,O
SILZTOJ,O,O,O,X,O,X,O
SILZJTO,O,O,O,X,O,X,O
SILZJOT,O,O,X,X,O,X,O
SILZOTJ,O,X,O,X,O,X,O
SILZOJT,O,X,X,X,O,X,O
SILOTJZ,O,X,O,X,X,O,O
SILOTZJ,O,X,O,X,X,X,O
SILOJTZ,X,X,O,X,X,O,O
SILOJZT,O,X,O,X,X,O,O
SILOZTJ,O,X,O,X,X,X,O
SILOZJT,O,X,O,X,X,O,O
SIJTLZO,X,X,O,O,O,X,X
SIJTLOZ,X,X,O,O,X,X,X
SIJTZLO,X,O,O,O,O,X,X
SIJTZOL,X,O,O,O,O,X,X
SIJTOLZ,X,X,O,O,O,X,X
SIJTOZL,X,O,O,O,O,X,X
SIJLTZO,O,X,O,X,O,X,O
SIJLTOZ,X,X,O,X,X,X,O
SIJLZTO,O,X,O,X,O,X,O
SIJLZOT,O,X,O,X,O,X,O
SIJLOTZ,X,X,O,X,X,X,O
SIJLOZT,O,X,O,X,X,X,O
SIJZTLO,O,O,O,O,O,X,O
SIJZTOL,O,O,O,O,O,X,X
SIJZLTO,O,O,O,X,O,X,O
SIJZLOT,O,O,O,O,O,X,O
SIJZOTL,X,O,O,O,O,X,X
SIJZOLT,X,O,O,O,O,X,X
SIJOTLZ,X,X,O,O,O,X,X
SIJOTZL,X,X,O,O,O,X,X
SIJOLTZ,X,X,O,X,O,X,O
SIJOLZT,X,X,O,X,O,X,O
SIJOZTL,X,X,O,O,O,X,O
SIJOZLT,X,X,O,O,O,X,O
SIZTLJO,O,O,O,O,O,X,O
SIZTLOJ,O,O,O,O,O,X,O
SIZTJLO,O,O,O,O,O,X,O
SIZTJOL,O,O,X,O,O,X,X
SIZTOLJ,O,O,O,O,O,X,O
SIZTOJL,O,O,X,O,O,X,O
SIZLTJO,O,O,O,O,O,X,O
SIZLTOJ,O,O,O,O,O,X,O
SIZLJTO,O,O,O,X,O,X,O
SIZLJOT,O,O,X,O,O,X,O
